sequence,v115@GhA8BeA8FeF8DeB8FeA8AeA8JeT/IvhF0gB3iBqrBd?tBmmBRvB,v115@GhA8BeA8FeF8DeB8FeA8AeA8JeT/IvhF0gBmiBdsBf?tB6rBRvB,v115@GhA8BeA8FeF8DeB8FeA8AeA8Jex/IvhFXhBziBSwBm?sBdsB0pB,v115@GhA8BeA8FeF8DeB8FeA8AeA8JeT/IvhF0gB6mB2sBd?tBXsBRvB,v115@GhA8BeA8FeF8DeB8FeA8AeA8JeT/IvhFRsB8qB+rBN?sBatBXqB,v115@GhA8BeA8FeF8DeB8FeA8AeA8JeT/IvhFumB9nBZoBy?wB8qBXqB,v115@GhA8BeA8FeF8DeB8FeA8AeA8JezAJvhFRsB/pB+rBN?sBatBUqB,v115@GhA8BeA8FeF8DeB8FeA8AeA8JeT/IvhFRiB0mBdtBS?vBXsBmqB,v115@GhA8BeA8FeF8DeB8FeA8AeA8JeCBJvhFRsB/pBOsBd?tBTrBUqB,v115@GhA8BeA8FeF8DeB8FeA8AeA8JezAJvhFRiB+rBNsBa?tB/pBUqB
LSZOTIJ,O,O,X,X,X,X,X,X,X,X
LSZOTJI,O,O,X,X,X,X,X,X,X,X
LSZOITJ,X,O,X,X,X,X,X,X,X,X
LSZOIJT,X,X,X,X,X,X,X,X,X,X
LSZOJTI,X,X,X,X,X,X,X,X,X,X
LSZOJIT,X,X,X,X,X,X,X,X,X,X
LSOTIJZ,X,O,X,X,X,O,X,X,X,X
LSOTIZJ,O,O,X,X,X,X,X,X,X,X
LSOTJIZ,X,O,X,X,X,O,X,X,X,X
LSOTJZI,O,O,X,X,X,X,X,X,X,X
LSOTZIJ,O,O,X,X,X,X,X,X,X,X
LSOTZJI,O,O,X,X,X,X,X,X,X,X
LSOITJZ,X,O,X,X,X,O,X,X,X,X
LSOITZJ,X,O,X,X,X,X,X,X,X,X
LSOIJTZ,X,O,O,X,X,X,X,X,X,X
LSOIJZT,X,X,X,X,X,X,X,X,X,X
LSOIZTJ,X,O,X,X,X,X,X,X,X,X
LSOIZJT,X,X,X,X,X,X,X,X,X,X
LSOJTIZ,X,O,O,X,X,O,X,X,X,X
LSOJTZI,X,O,O,X,X,X,X,X,X,X
LSOJITZ,X,O,O,X,X,X,X,X,X,X
LSOJIZT,X,X,X,X,X,X,X,X,X,X
LSOJZTI,X,X,O,X,X,X,X,X,X,X
LSOJZIT,X,X,O,X,X,X,X,X,X,X
LSOZTIJ,O,O,X,X,X,X,X,X,X,X
LSOZTJI,O,O,X,X,X,X,X,X,X,X
LSOZITJ,X,O,X,X,X,X,X,X,X,X
LSOZIJT,X,X,X,X,X,X,X,X,X,X
LSOZJTI,X,X,X,X,X,X,X,X,X,X
LSOZJIT,X,X,X,X,X,X,X,X,X,X
LZTIJSO,O,X,X,O,X,O,X,X,X,X
LZTIJOS,O,X,X,O,X,O,X,X,X,X
LZTISJO,O,X,X,X,X,X,X,O,X,X
LZTISOJ,O,X,X,X,X,X,X,O,X,X
LZTIOJS,O,X,X,O,X,O,X,X,X,X
LZTIOSJ,O,X,X,X,X,X,X,O,X,X
LZTJISO,X,X,X,O,X,O,X,X,X,X
LZTJIOS,X,X,X,O,X,O,X,X,X,X
LZTJSIO,X,X,X,O,X,X,X,O,X,X
LZTJSOI,O,X,X,O,X,X,X,O,X,X
LZTJOIS,X,X,X,O,X,O,X,X,X,X
LZTJOSI,O,X,X,O,X,X,X,O,X,X
LZTSIJO,O,O,X,X,X,X,X,O,X,X
LZTSIOJ,O,O,X,X,X,X,X,O,X,X
LZTSJIO,X,O,X,X,X,X,X,O,X,X
LZTSJOI,O,O,X,X,X,X,X,O,X,X
LZTSOIJ,O,O,X,X,X,X,X,O,X,X
LZTSOJI,O,O,X,X,X,X,X,O,X,X
LZTOIJS,O,X,X,O,X,O,X,X,X,X
LZTOISJ,O,X,X,X,X,X,X,O,X,X
LZTOJIS,X,X,X,O,X,O,X,X,X,X
LZTOJSI,O,X,X,O,X,X,X,O,X,X
LZTOSIJ,O,O,X,X,X,X,X,O,X,X
LZTOSJI,O,O,X,X,X,X,X,O,X,X
LZITJSO,O,X,X,O,X,O,X,X,X,X
LZITJOS,O,X,X,O,X,O,X,X,X,X
LZITSJO,O,O,X,X,X,X,X,X,X,X
LZITSOJ,O,O,X,X,X,X,X,X,X,X
LZITOJS,O,X,X,O,X,O,X,X,X,X
LZITOSJ,O,O,X,X,X,X,X,X,X,X
LZIJTSO,O,X,O,O,X,X,X,X,X,X
LZIJTOS,O,X,O,O,X,X,X,X,X,X
LZIJSTO,X,X,O,O,X,X,X,X,X,X
LZIJSOT,X,X,X,O,X,X,X,X,X,X
LZIJOTS,O,X,O,O,X,X,X,X,X,X
LZIJOST,X,X,X,O,X,X,X,X,X,X
LZISTJO,O,O,X,X,X,X,X,X,X,X
LZISTOJ,O,O,X,X,X,X,X,X,X,X
LZISJTO,X,X,O,O,X,X,X,X,X,X
LZISJOT,X,X,X,O,X,X,X,X,X,X
LZISOTJ,O,O,X,X,X,X,X,X,X,X
LZISOJT,X,X,X,O,X,X,X,X,X,X
LZIOTJS,O,X,X,O,X,O,X,X,X,X
LZIOTSJ,O,O,X,X,X,X,X,X,X,X
LZIOJTS,O,X,X,O,X,X,X,X,X,X
LZIOJST,X,X,X,O,X,X,X,X,X,X
LZIOSTJ,O,O,X,X,X,X,X,X,X,X
LZIOSJT,X,X,X,O,X,X,X,X,X,X
LZJTISO,X,X,O,O,X,O,X,X,X,X
LZJTIOS,X,X,O,O,X,O,X,X,X,X
LZJTSIO,X,X,O,O,X,X,X,X,X,X
LZJTSOI,O,X,O,O,X,X,X,X,X,X
LZJTOIS,X,X,O,O,X,O,X,X,X,X
LZJTOSI,O,X,O,O,X,X,X,X,X,X
LZJITSO,X,X,O,O,X,X,X,X,X,X
LZJITOS,X,X,O,O,X,X,X,X,X,X
LZJISTO,X,X,O,O,X,X,X,X,X,X
LZJISOT,X,X,O,O,X,X,X,X,X,X
LZJIOTS,X,X,O,O,X,X,X,X,X,X
LZJIOST,X,X,O,O,X,X,X,X,X,X
LZJSTIO,X,X,O,O,X,X,X,X,X,X
LZJSTOI,X,X,O,O,X,X,X,X,X,X
LZJSITO,X,X,O,O,X,X,X,X,X,X
LZJSIOT,X,X,O,O,X,X,X,X,X,X
LZJSOTI,X,X,O,O,X,X,X,X,X,X
LZJSOIT,X,X,O,X,X,X,X,X,X,X
LZJOTIS,X,X,O,O,X,O,X,X,X,X
LZJOTSI,O,X,O,O,X,X,X,X,X,X
LZJOITS,X,X,O,O,X,X,X,X,X,X
LZJOIST,X,X,O,O,X,X,X,X,X,X
LZJOSTI,X,X,O,O,X,X,X,X,X,X
LZJOSIT,X,X,O,X,X,X,X,X,X,X
LZSTIJO,X,O,X,X,X,X,X,X,X,X
LZSTIOJ,O,O,X,X,X,X,X,X,X,X
LZSTJIO,X,O,X,X,X,X,X,X,X,X
LZSTJOI,O,O,X,X,X,X,X,X,X,X
LZSTOIJ,O,O,X,X,X,X,X,X,X,X
LZSTOJI,O,O,X,X,X,X,X,X,X,X
LZSITJO,X,O,X,X,X,X,X,X,X,X
LZSITOJ,X,O,X,X,X,X,X,X,X,X
LZSIJTO,X,X,O,O,X,X,X,X,X,X
LZSIJOT,X,X,X,O,X,X,X,X,X,X
LZSIOTJ,X,O,X,X,X,X,X,X,X,X
LZSIOJT,X,X,X,O,X,X,X,X,X,X
LZSJTIO,X,X,O,O,X,X,X,X,X,X
LZSJTOI,X,X,O,O,X,X,X,X,X,X
LZSJITO,X,X,O,O,X,X,X,X,X,X
LZSJIOT,X,X,O,O,X,X,X,X,X,X
LZSJOTI,X,X,O,O,X,X,X,X,X,X
LZSJOIT,X,X,O,X,X,X,X,X,X,X
LZSOTIJ,O,O,X,X,X,X,X,X,X,X
LZSOTJI,O,O,X,X,X,X,X,X,X,X
LZSOITJ,X,O,X,X,X,X,X,X,X,X
LZSOIJT,X,X,X,O,X,X,X,X,X,X
LZSOJTI,X,X,X,O,X,X,X,X,X,X
LZSOJIT,X,X,X,X,X,X,X,X,X,X
LZOTIJS,O,X,X,O,X,O,X,X,X,X
LZOTISJ,O,X,X,X,X,X,X,O,X,X
LZOTJIS,X,X,X,O,X,O,X,X,X,X
LZOTJSI,O,X,X,O,X,X,X,O,X,X
LZOTSIJ,O,O,X,X,X,X,X,O,X,X
LZOTSJI,O,O,X,X,X,X,X,O,X,X
LZOITJS,O,X,X,O,X,O,X,X,X,X
LZOITSJ,O,O,X,X,X,X,X,X,X,X
LZOIJTS,O,X,X,O,X,X,X,X,X,X
LZOIJST,X,X,X,O,X,X,X,X,X,X
LZOISTJ,O,O,X,X,X,X,X,X,X,X
LZOISJT,X,X,X,O,X,X,X,X,X,X
LZOJTIS,X,X,X,O,X,O,X,X,X,X
LZOJTSI,O,X,X,O,X,X,X,X,X,X
LZOJITS,X,X,X,O,X,X,X,X,X,X
LZOJIST,X,X,X,O,X,X,X,X,X,X
LZOJSTI,X,X,X,O,X,X,X,X,X,X
LZOJSIT,X,X,X,X,X,X,X,X,X,X
LZOSTIJ,O,O,X,X,X,X,X,X,X,X
LZOSTJI,O,O,X,X,X,X,X,X,X,X
LZOSITJ,X,O,X,X,X,X,X,X,X,X
LZOSIJT,X,X,X,O,X,X,X,X,X,X
LZOSJTI,X,X,X,O,X,X,X,X,X,X
LZOSJIT,X,X,X,X,X,X,X,X,X,X
LOTIJSZ,O,X,X,X,X,O,X,X,X,X
LOTIJZS,O,X,X,X,X,O,X,X,X,X
LOTISJZ,O,X,X,X,X,O,X,X,X,X
LOTISZJ,O,X,X,X,X,X,X,X,X,X
LOTIZJS,O,X,X,X,X,O,X,X,X,X
LOTIZSJ,O,X,X,X,X,X,X,X,X,X
LOTJISZ,X,X,X,X,X,O,X,X,X,X
LOTJIZS,X,X,X,X,X,O,X,X,X,X
LOTJSIZ,X,X,X,X,X,O,X,X,X,X
LOTJSZI,O,X,X,X,X,X,X,X,X,X
LOTJZIS,X,X,X,X,X,O,X,X,X,X
LOTJZSI,O,X,X,X,X,X,X,X,X,X
LOTSIJZ,O,O,X,X,X,O,X,X,X,X
LOTSIZJ,O,O,X,X,X,X,X,X,X,X
LOTSJIZ,X,O,X,X,X,O,X,X,X,X
LOTSJZI,O,O,X,X,X,X,X,X,X,X
LOTSZIJ,O,O,X,X,X,X,X,X,X,X
LOTSZJI,O,O,X,X,X,X,X,X,X,X
LOTZIJS,O,X,X,X,X,O,X,X,X,X
LOTZISJ,O,X,X,X,X,X,X,O,X,X
LOTZJIS,X,X,X,X,X,O,X,X,X,X
LOTZJSI,O,X,X,X,X,X,X,O,X,X
LOTZSIJ,O,O,X,X,X,X,X,O,X,X
LOTZSJI,O,O,X,X,X,X,X,O,X,X
LOITJSZ,X,X,X,X,O,O,X,X,X,X
LOITJZS,X,X,X,X,O,O,X,X,X,X
LOITSJZ,X,X,X,X,O,O,X,X,X,X
LOITSZJ,O,X,X,X,X,X,X,X,X,X
LOITZJS,X,X,X,X,O,O,X,X,X,X
LOITZSJ,O,X,X,X,X,X,X,X,X,X
LOIJTSZ,X,X,O,X,O,O,O,X,X,X
LOIJTZS,X,X,O,X,O,O,O,X,X,X
LOIJSTZ,X,X,O,X,X,X,O,X,X,X
LOIJSZT,X,X,X,X,X,X,X,X,X,X
LOIJZTS,X,X,O,X,O,X,X,X,X,X
LOIJZST,X,X,X,X,X,X,X,X,X,X
LOISTJZ,X,X,X,X,O,O,X,X,X,X
LOISTZJ,X,X,X,X,X,X,X,X,X,X
LOISJTZ,X,X,O,X,X,X,O,X,X,X
LOISJZT,X,X,X,X,X,X,X,X,X,X
LOISZTJ,X,X,X,X,X,X,X,X,X,X
LOISZJT,X,X,X,X,X,X,X,X,X,X
LOIZTJS,X,X,X,X,O,O,X,X,X,X
LOIZTSJ,O,X,X,X,X,X,X,X,X,X
LOIZJTS,X,X,X,X,O,X,X,X,X,X
LOIZJST,X,X,X,X,X,X,X,X,X,X
LOIZSTJ,X,X,X,X,X,X,X,X,X,X
LOIZSJT,X,X,X,X,X,X,X,X,X,X
LOJTISZ,X,X,O,X,X,O,X,X,X,O
LOJTIZS,X,X,O,X,X,O,X,X,X,O
LOJTSIZ,X,X,O,X,X,O,X,X,X,O
LOJTSZI,O,X,O,X,X,X,X,X,X,O
LOJTZIS,X,X,O,X,X,O,X,X,X,O
LOJTZSI,O,X,O,X,X,X,X,X,X,O
LOJITSZ,X,X,O,X,X,O,X,X,X,X
LOJITZS,X,X,O,X,X,O,X,X,X,X
LOJISTZ,X,X,O,X,X,X,X,X,X,X
LOJISZT,X,X,X,X,X,X,X,X,X,X
LOJIZTS,X,X,O,O,X,X,X,X,X,X
LOJIZST,X,X,O,O,X,X,X,X,X,X
LOJSTIZ,X,X,O,X,X,O,X,X,X,X
LOJSTZI,X,X,O,X,X,X,X,X,X,X
LOJSITZ,X,X,O,X,X,X,X,X,X,X
LOJSIZT,X,X,X,X,X,X,X,X,X,X
LOJSZTI,X,X,O,X,X,X,X,X,X,X
LOJSZIT,X,X,O,X,X,X,X,X,X,X
LOJZTIS,X,X,O,O,X,O,X,X,X,X
LOJZTSI,O,X,O,O,X,X,X,X,X,X
LOJZITS,X,X,O,O,X,X,X,X,X,X
LOJZIST,X,X,O,O,X,X,X,X,X,X
LOJZSTI,X,X,O,O,X,X,X,X,X,X
LOJZSIT,X,X,O,X,X,X,X,X,X,X
LOSTIJZ,X,O,X,X,X,O,X,X,X,X
LOSTIZJ,O,O,X,X,X,X,X,X,X,X
LOSTJIZ,X,O,X,X,X,O,X,X,X,X
LOSTJZI,O,O,X,X,X,X,X,X,X,X
LOSTZIJ,O,O,X,X,X,X,X,X,X,X
LOSTZJI,O,O,X,X,X,X,X,X,X,X
LOSITJZ,X,O,X,X,X,O,X,X,X,X
LOSITZJ,X,O,X,X,X,X,X,X,X,X
LOSIJTZ,X,O,O,X,X,X,X,X,X,X
LOSIJZT,X,X,X,X,X,X,X,X,X,X
LOSIZTJ,X,O,X,X,X,X,X,X,X,X
LOSIZJT,X,X,X,X,X,X,X,X,X,X
LOSJTIZ,X,O,O,X,X,O,X,X,X,X
LOSJTZI,X,O,O,X,X,X,X,X,X,X
LOSJITZ,X,O,O,X,X,X,X,X,X,X
LOSJIZT,X,X,X,X,X,X,X,X,X,X
LOSJZTI,X,X,O,X,X,X,X,X,X,X
LOSJZIT,X,X,O,X,X,X,X,X,X,X
LOSZTIJ,O,O,X,X,X,X,X,X,X,X
LOSZTJI,O,O,X,X,X,X,X,X,X,X
LOSZITJ,X,O,X,X,X,X,X,X,X,X
LOSZIJT,X,X,X,X,X,X,X,X,X,X
LOSZJTI,X,X,X,X,X,X,X,X,X,X
LOSZJIT,X,X,X,X,X,X,X,X,X,X
LOZTIJS,O,X,X,O,X,O,X,X,X,X
LOZTISJ,O,X,X,X,X,X,X,O,X,X
LOZTJIS,X,X,X,O,X,O,X,X,X,X
LOZTJSI,O,X,X,O,X,X,X,O,X,X
LOZTSIJ,O,O,X,X,X,X,X,O,X,X
LOZTSJI,O,O,X,X,X,X,X,O,X,X
LOZITJS,O,X,X,O,X,O,X,X,X,X
LOZITSJ,O,O,X,X,X,X,X,X,X,X
LOZIJTS,O,X,X,O,X,X,X,X,X,X
LOZIJST,X,X,X,O,X,X,X,X,X,X
LOZISTJ,O,O,X,X,X,X,X,X,X,X
LOZISJT,X,X,X,O,X,X,X,X,X,X
LOZJTIS,X,X,X,O,X,O,X,X,X,X
LOZJTSI,O,X,X,O,X,X,X,X,X,X
LOZJITS,X,X,X,O,X,X,X,X,X,X
LOZJIST,X,X,X,O,X,X,X,X,X,X
LOZJSTI,X,X,X,O,X,X,X,X,X,X
LOZJSIT,X,X,X,X,X,X,X,X,X,X
LOZSTIJ,O,O,X,X,X,X,X,X,X,X
LOZSTJI,O,O,X,X,X,X,X,X,X,X
LOZSITJ,X,O,X,X,X,X,X,X,X,X
LOZSIJT,X,X,X,O,X,X,X,X,X,X
LOZSJTI,X,X,X,O,X,X,X,X,X,X
LOZSJIT,X,X,X,X,X,X,X,X,X,X
JTILSZO,O,X,O,X,X,O,X,X,X,O
JTILSOZ,O,X,O,X,X,O,X,X,X,O
JTILZSO,O,X,O,X,X,O,X,X,X,O
JTILZOS,O,X,O,X,X,O,X,X,X,O
JTILOSZ,O,X,O,X,X,O,X,X,X,O
JTILOZS,O,X,O,X,X,O,X,X,X,O
JTISLZO,O,X,X,X,X,X,X,X,X,X
JTISLOZ,O,X,X,X,X,X,X,X,X,X
JTISZLO,O,X,X,X,X,X,X,X,X,X
JTISZOL,O,X,X,X,X,X,X,X,X,X
JTISOLZ,O,X,X,X,X,X,X,X,X,X
JTISOZL,O,X,X,X,X,X,X,X,X,X
JTIZLSO,O,X,X,O,X,X,X,X,X,X
JTIZLOS,O,X,X,O,X,X,X,X,X,X
JTIZSLO,O,X,X,X,X,X,X,X,X,X
JTIZSOL,O,X,X,X,X,X,X,X,X,X
JTIZOLS,O,X,X,O,X,X,X,X,X,X
JTIZOSL,O,X,X,X,X,X,X,X,X,X
JTIOLSZ,O,X,O,X,X,O,X,X,X,O
JTIOLZS,O,X,O,X,X,O,X,X,X,O
JTIOSLZ,O,X,X,X,X,X,X,X,X,X
JTIOSZL,O,X,X,X,X,X,X,X,X,X
JTIOZLS,O,X,X,O,X,X,X,X,X,X
JTIOZSL,O,X,X,X,X,X,X,X,X,X
JTLISZO,X,X,O,X,X,O,X,X,X,O
JTLISOZ,X,X,O,X,X,O,X,X,X,O
JTLIZSO,X,X,O,X,X,O,X,X,X,O
JTLIZOS,X,X,O,X,X,O,X,X,X,O
JTLIOSZ,X,X,O,X,X,O,X,X,X,O
JTLIOZS,X,X,O,X,X,O,X,X,X,O
JTLSIZO,X,X,O,X,X,O,X,X,X,O
JTLSIOZ,X,X,O,X,X,O,X,X,X,O
JTLSZIO,X,X,O,X,X,X,X,X,X,O
JTLSZOI,O,X,O,X,X,X,X,X,X,O
JTLSOIZ,X,X,O,X,X,O,X,X,X,O
JTLSOZI,O,X,O,X,X,X,X,X,X,O
JTLZISO,X,X,O,X,X,O,X,X,X,O
JTLZIOS,X,X,O,X,X,O,X,X,X,O
JTLZSIO,X,X,O,X,X,X,X,X,X,O
JTLZSOI,O,X,O,X,X,X,X,X,X,O
JTLZOIS,X,X,O,X,X,O,X,X,X,O
JTLZOSI,O,X,O,X,X,X,X,X,X,O
JTLOISZ,X,X,O,X,X,O,X,X,X,O
JTLOIZS,X,X,O,X,X,O,X,X,X,O
JTLOSIZ,X,X,O,X,X,O,X,X,X,O
JTLOSZI,O,X,O,X,X,X,X,X,X,O
JTLOZIS,X,X,O,X,X,O,X,X,X,O
JTLOZSI,O,X,O,X,X,X,X,X,X,O
JTSILZO,O,O,X,X,X,X,X,X,X,X
JTSILOZ,O,O,X,X,X,X,X,X,X,X
JTSIZLO,O,O,X,X,X,X,X,X,X,X
JTSIZOL,O,O,X,X,X,X,X,X,X,X
JTSIOLZ,O,O,X,X,X,X,X,X,X,X
JTSIOZL,O,O,X,X,X,X,X,X,X,X
JTSLIZO,X,O,X,X,X,X,X,X,X,O
JTSLIOZ,X,O,X,X,X,X,X,X,X,O
JTSLZIO,X,O,X,X,X,X,X,X,X,O
JTSLZOI,O,O,X,X,X,X,X,X,X,O
JTSLOIZ,X,O,X,X,X,X,X,X,X,O
JTSLOZI,O,O,X,X,X,X,X,X,X,O
JTSZILO,O,O,X,X,X,X,X,X,X,X
JTSZIOL,O,O,X,X,X,X,X,X,X,X
JTSZLIO,X,O,X,X,X,X,X,X,X,X
JTSZLOI,O,O,X,X,X,X,X,X,X,X
JTSZOIL,O,O,X,X,X,X,X,X,X,X
JTSZOLI,O,O,X,X,X,X,X,X,X,X
JTSOILZ,O,O,X,X,X,X,X,X,X,X
JTSOIZL,O,O,X,X,X,X,X,X,X,X
JTSOLIZ,X,O,X,X,X,X,X,X,X,O
JTSOLZI,O,O,X,X,X,X,X,X,X,O
JTSOZIL,O,O,X,X,X,X,X,X,X,X
JTSOZLI,O,O,X,X,X,X,X,X,X,X
JTZILSO,O,X,X,O,X,X,X,X,X,X
JTZILOS,O,X,X,O,X,X,X,X,X,X
JTZISLO,O,X,X,X,X,X,X,X,X,X
JTZISOL,O,X,X,X,X,X,X,X,X,X
JTZIOLS,O,X,X,O,X,X,X,X,X,X
JTZIOSL,O,X,X,X,X,X,X,X,X,X
JTZLISO,X,X,X,O,X,X,X,X,X,O
JTZLIOS,X,X,X,O,X,X,X,X,X,O
JTZLSIO,X,X,X,O,X,X,X,O,X,O
JTZLSOI,O,X,X,O,X,X,X,O,X,O
JTZLOIS,X,X,X,O,X,X,X,X,X,O
JTZLOSI,O,X,X,O,X,X,X,O,X,O
JTZSILO,O,O,X,X,X,X,X,O,X,X
JTZSIOL,O,O,X,X,X,X,X,O,X,X
JTZSLIO,X,O,X,X,X,X,X,O,X,X
JTZSLOI,O,O,X,X,X,X,X,O,X,X
JTZSOIL,O,O,X,X,X,X,X,O,X,X
JTZSOLI,O,O,X,X,X,X,X,O,X,X
JTZOILS,O,X,X,O,X,X,X,X,X,X
JTZOISL,O,X,X,X,X,X,X,X,X,X
JTZOLIS,X,X,X,O,X,X,X,X,X,O
JTZOLSI,O,X,X,O,X,X,X,O,X,O
JTZOSIL,O,O,X,X,X,X,X,O,X,X
JTZOSLI,O,O,X,X,X,X,X,O,X,X
JTOILSZ,O,X,O,X,X,O,X,X,X,O
JTOILZS,O,X,O,X,X,O,X,X,X,O
JTOISLZ,O,X,X,X,X,X,X,X,X,X
JTOISZL,O,X,X,X,X,X,X,X,X,X
JTOIZLS,O,X,X,O,X,X,X,X,X,X
JTOIZSL,O,X,X,X,X,X,X,X,X,X
JTOLISZ,X,X,O,X,X,O,X,X,X,O
JTOLIZS,X,X,O,X,X,O,X,X,X,O
JTOLSIZ,X,X,O,X,X,O,X,X,X,O
JTOLSZI,O,X,O,X,X,X,X,X,X,O
JTOLZIS,X,X,O,X,X,O,X,X,X,O
JTOLZSI,O,X,O,X,X,X,X,X,X,O
JTOSILZ,O,O,X,X,X,X,X,X,X,X
JTOSIZL,O,O,X,X,X,X,X,X,X,X
JTOSLIZ,X,O,X,X,X,X,X,X,X,O
JTOSLZI,O,O,X,X,X,X,X,X,X,O
JTOSZIL,O,O,X,X,X,X,X,X,X,X
JTOSZLI,O,O,X,X,X,X,X,X,X,X
JTOZILS,O,X,X,O,X,X,X,X,X,X
JTOZISL,O,X,X,X,X,X,X,X,X,X
JTOZLIS,X,X,X,O,X,X,X,X,X,O
JTOZLSI,O,X,X,O,X,X,X,O,X,O
JTOZSIL,O,O,X,X,X,X,X,O,X,X
JTOZSLI,O,O,X,X,X,X,X,O,X,X
JITLSZO,X,X,O,X,O,O,O,X,X,O
JITLSOZ,X,X,O,X,O,O,O,X,O,O
JITLZSO,X,X,O,X,O,O,O,X,X,O
JITLZOS,X,X,O,X,O,O,O,X,X,O
JITLOSZ,X,X,O,X,O,O,O,X,O,O
JITLOZS,X,X,O,X,O,O,O,X,O,O
JITSLZO,X,X,X,X,O,X,O,X,X,X
JITSLOZ,X,X,X,X,O,X,O,X,O,X
JITSZLO,X,X,X,X,O,X,O,X,X,X
JITSZOL,X,X,X,X,O,X,O,X,O,X
JITSOLZ,X,X,X,X,O,X,O,X,O,X
JITSOZL,X,X,X,X,O,X,O,X,O,X
JITZLSO,X,X,X,O,O,X,O,X,X,X
JITZLOS,X,X,X,O,O,X,O,X,X,X
JITZSLO,X,X,X,X,O,X,O,X,X,X
JITZSOL,X,X,X,X,O,X,O,X,O,X
JITZOLS,X,X,X,O,O,X,O,X,O,X
JITZOSL,X,X,X,X,O,X,O,X,O,X
JITOLSZ,X,X,O,X,O,O,O,X,O,O
JITOLZS,X,X,O,X,O,O,O,X,O,O
JITOSLZ,X,X,X,X,O,X,O,X,O,X
JITOSZL,X,X,X,X,O,X,O,X,O,X
JITOZLS,X,X,X,O,O,X,O,X,O,X
JITOZSL,X,X,X,X,O,X,O,X,O,X
JILTSZO,X,X,O,X,O,O,O,X,X,X
JILTSOZ,X,X,O,X,O,O,O,X,X,X
JILTZSO,X,X,O,X,O,O,O,X,X,X
JILTZOS,X,X,O,X,O,O,O,X,X,X
JILTOSZ,X,X,O,X,O,O,O,X,X,X
JILTOZS,X,X,O,X,O,O,O,X,X,X
JILSTZO,X,X,O,X,X,X,O,X,X,X
JILSTOZ,X,X,O,X,X,X,O,X,X,X
JILSZTO,X,X,O,X,X,X,X,X,X,X
JILSZOT,X,X,O,X,X,X,X,X,X,X
JILSOTZ,X,X,O,X,X,X,O,X,X,X
JILSOZT,X,X,X,X,X,X,X,X,X,X
JILZTSO,X,X,O,O,O,X,X,X,X,X
JILZTOS,X,X,O,O,O,X,X,X,X,X
JILZSTO,X,X,O,O,X,X,X,X,X,X
JILZSOT,X,X,O,O,X,X,X,X,X,X
JILZOTS,X,X,O,O,O,X,X,X,X,X
JILZOST,X,X,O,O,X,X,X,X,X,X
JILOTSZ,X,X,O,X,O,O,O,X,X,X
JILOTZS,X,X,O,X,O,O,O,X,X,X
JILOSTZ,X,X,O,X,X,X,O,X,X,X
JILOSZT,X,X,X,X,X,X,X,X,X,X
JILOZTS,X,X,O,O,O,X,X,X,X,X
JILOZST,X,X,O,O,X,X,X,X,X,X
JISTLZO,X,X,X,X,O,X,O,X,X,X
JISTLOZ,X,X,X,X,O,X,O,X,O,X
JISTZLO,X,X,X,X,O,X,O,X,X,X
JISTZOL,X,X,X,X,O,X,O,X,O,X
JISTOLZ,X,X,X,X,O,X,O,X,O,X
JISTOZL,X,X,X,X,O,X,O,X,O,X
JISLTZO,X,X,O,X,X,X,O,X,X,X
JISLTOZ,X,X,O,X,X,X,O,X,X,X
JISLZTO,X,X,O,X,X,X,X,X,X,X
JISLZOT,X,X,X,X,X,X,X,X,X,X
JISLOTZ,X,X,O,X,X,X,O,X,X,X
JISLOZT,X,X,X,X,X,X,X,X,X,X
JISZTLO,X,X,X,X,O,X,O,X,X,X
JISZTOL,X,X,X,X,O,X,O,X,X,X
JISZLTO,X,X,X,O,X,X,X,X,X,X
JISZLOT,X,X,X,O,X,X,X,X,X,X
JISZOTL,X,X,X,X,O,X,O,X,X,X
JISZOLT,X,X,X,O,X,X,X,X,X,X
JISOTLZ,X,X,X,X,O,X,O,X,O,X
JISOTZL,X,X,X,X,O,X,O,X,O,X
JISOLTZ,X,X,O,X,X,X,O,X,O,X
JISOLZT,X,X,X,X,X,X,X,X,X,X
JISOZTL,X,X,X,X,O,X,O,X,X,X
JISOZLT,X,X,X,O,X,X,X,X,X,X
JIZTLSO,X,X,X,O,O,X,O,X,X,X
JIZTLOS,X,X,X,O,O,X,O,X,X,X
JIZTSLO,X,X,X,X,O,X,O,X,X,X
JIZTSOL,X,X,X,X,O,X,O,X,X,X
JIZTOLS,X,X,X,O,O,X,O,X,X,X
JIZTOSL,X,X,X,X,O,X,O,X,X,X
JIZLTSO,X,X,O,O,O,X,X,X,X,X
JIZLTOS,X,X,O,O,O,X,X,X,X,X
JIZLSTO,X,X,O,O,X,X,X,X,X,X
JIZLSOT,X,X,X,O,X,X,X,X,X,X
JIZLOTS,X,X,O,O,O,X,X,X,X,X
JIZLOST,X,X,X,O,X,X,X,X,X,X
JIZSTLO,X,X,X,X,O,X,O,X,X,X
JIZSTOL,X,X,X,X,O,X,O,X,X,X
JIZSLTO,X,X,X,O,X,X,X,X,X,X
JIZSLOT,X,X,X,O,X,X,X,X,X,X
JIZSOTL,X,X,X,X,O,X,O,X,X,X
JIZSOLT,X,X,X,O,X,X,X,X,X,X
JIZOTLS,X,X,X,O,O,X,O,X,X,X
JIZOTSL,X,X,X,X,O,X,O,X,X,X
