sequence,v115@KhB8HeC8DeA8BeD8AeB8JeOEJvhFXgBxhB6oBFnB8s?BzpB,v115@KhB8HeC8DeA8BeD8AeB8Jex/IvhFlhBCjBmkB/sBTo?B0pB,v115@KhB8HeC8DeA8BeD8AeB8Jex/IvhFlhBGjBikB/sBUo?BzpB,v115@KhB8HeC8DeA8BeD8AeB8JeXAJvhFxhBTjB2pBFnBCt?B0pB,v115@KhB8HeC8DeA8BeD8AeB8JeOEJvhFXgB0hBSoBzpBxs?BlsB,v115@KhB8HeC8DeA8BeD8AeB8JeT/IvhF0hBxiBypBGoBls?BXqB,v115@KhB8HeC8DeA8BeD8AeB8JeFAJvhF0hBTjBmpBxsB/p?B6sB,v115@KhB8HeC8DeA8BeD8AeB8Jex/IvhFlhBSoBTkBeqB/s?BUtB
SJOZLIT,O,O,O,X,X,X,X,O
SZTILJO,O,O,O,O,X,X,X,X
SZTILOJ,O,O,O,O,X,X,X,X
SZTIJLO,O,O,O,O,X,X,X,X
SZTIJOL,O,O,O,X,X,X,X,X
SZTIOLJ,O,O,O,X,X,X,X,X
SZTIOJL,O,O,O,X,X,X,X,X
SZTLIJO,O,O,O,O,X,X,X,X
SZTLIOJ,O,O,O,O,X,X,X,X
SZTLJIO,O,O,O,O,X,O,X,X
SZTLJOI,O,O,O,O,X,O,X,O
SZTLOIJ,O,O,O,O,X,X,X,X
SZTLOJI,O,O,O,O,X,O,X,X
SZTJILO,O,O,O,O,X,O,X,X
SZTJIOL,O,O,O,X,X,X,X,X
SZTJLIO,O,O,O,O,X,O,X,X
SZTJLOI,O,O,O,O,X,O,X,O
SZTJOIL,O,O,O,X,X,X,X,O
SZTJOLI,O,O,O,X,X,X,X,O
SZTOILJ,O,O,O,X,X,X,X,X
SZTOIJL,O,O,O,X,X,X,X,X
SZTOLIJ,O,O,O,X,X,X,X,X
SZTOLJI,O,O,O,X,X,X,X,X
SZTOJIL,O,O,O,X,X,X,X,X
SZTOJLI,O,O,O,X,X,X,X,X
SZITLJO,O,O,O,O,X,X,X,X
SZITLOJ,O,O,O,O,X,X,X,X
SZITJLO,O,O,O,O,X,X,X,X
SZITJOL,O,O,O,X,X,X,X,X
SZITOLJ,O,O,O,X,X,X,X,X
SZITOJL,O,O,O,X,X,X,X,X
SZILTJO,O,O,O,X,X,X,X,X
SZILTOJ,O,O,O,X,X,X,X,X
SZILJTO,O,O,O,X,X,X,X,X
SZILJOT,O,O,O,X,X,X,X,X
SZILOTJ,O,O,O,X,O,X,X,X
SZILOJT,O,O,O,X,O,X,X,X
SZIJTLO,O,O,O,O,X,X,O,X
SZIJTOL,O,O,O,X,X,X,O,X
SZIJLTO,O,O,O,X,X,X,O,X
SZIJLOT,O,O,O,X,X,X,O,X
SZIJOTL,X,O,O,X,X,X,O,X
SZIJOLT,O,O,O,X,X,X,O,X
SZIOTLJ,O,O,O,X,O,X,X,X
SZIOTJL,O,O,O,X,O,X,X,X
SZIOLTJ,O,O,O,X,O,X,X,X
SZIOLJT,O,O,O,X,O,X,X,X
SZIOJTL,O,O,O,X,O,X,O,X
SZIOJLT,O,O,O,X,O,X,O,X
SZLTIJO,O,O,O,O,X,X,X,X
SZLTIOJ,O,O,O,O,X,X,X,X
SZLTJIO,O,O,O,O,X,O,X,X
SZLTJOI,O,O,O,O,X,O,X,O
SZLTOIJ,O,O,O,O,X,X,X,X
SZLTOJI,O,O,O,O,X,O,X,X
SZLITJO,O,O,O,X,X,X,X,X
SZLITOJ,O,O,O,X,X,X,X,X
SZLIJTO,O,O,O,X,X,X,X,X
SZLIJOT,O,O,O,X,X,X,X,X
SZLIOTJ,O,O,O,X,X,X,X,X
SZLIOJT,O,O,O,X,X,X,X,X
SZLJTIO,O,O,O,O,X,X,X,X
SZLJTOI,O,O,O,O,X,X,X,O
SZLJITO,O,O,O,X,X,X,X,X
SZLJIOT,O,O,O,X,X,X,X,X
SZLJOTI,O,O,O,O,X,O,X,O
SZLJOIT,O,O,O,X,X,X,X,O
SZLOTIJ,O,O,O,O,X,X,X,X
SZLOTJI,O,O,O,O,X,O,X,X
SZLOITJ,O,O,O,X,X,X,X,X
SZLOIJT,O,O,O,X,X,X,X,X
SZLOJTI,O,O,O,O,X,O,X,X
SZLOJIT,O,O,O,X,X,X,X,X
SZJTILO,O,O,O,O,X,X,X,X
SZJTIOL,O,O,O,X,X,X,X,X
SZJTLIO,O,O,O,O,X,X,X,X
SZJTLOI,O,O,O,O,X,X,X,O
SZJTOIL,O,O,O,X,X,X,X,O
SZJTOLI,O,O,O,X,X,X,X,O
SZJITLO,O,O,O,O,X,X,O,X
SZJITOL,O,O,O,X,X,X,O,X
SZJILTO,O,O,O,X,X,X,O,X
SZJILOT,O,O,O,X,X,X,O,X
SZJIOTL,X,O,O,X,X,X,O,X
SZJIOLT,O,O,O,X,X,X,O,X
SZJLTIO,O,O,O,O,X,X,X,X
SZJLTOI,O,O,O,O,X,X,X,O
SZJLITO,O,O,O,X,X,X,X,X
SZJLIOT,O,O,O,X,X,X,X,X
SZJLOTI,O,O,O,O,X,O,X,O
SZJLOIT,O,O,O,X,X,X,X,O
SZJOTIL,O,O,O,X,X,X,X,O
SZJOTLI,O,O,O,X,X,X,X,O
SZJOITL,X,O,O,X,X,X,X,O
SZJOILT,O,O,O,X,X,X,X,O
SZJOLTI,O,O,O,X,X,X,X,O
SZJOLIT,O,O,O,X,X,X,X,O
SZOTILJ,O,O,O,X,O,X,X,X
SZOTIJL,O,O,O,X,O,X,X,X
SZOTLIJ,O,O,O,X,X,X,X,X
SZOTLJI,O,O,O,X,X,X,X,X
SZOTJIL,O,O,O,X,O,X,X,X
SZOTJLI,O,O,O,X,X,X,X,X
SZOITLJ,O,O,O,X,O,X,X,X
SZOITJL,O,O,O,X,O,X,X,X
SZOILTJ,O,O,O,X,O,X,X,X
SZOILJT,O,O,O,X,O,X,X,X
SZOIJTL,O,O,O,X,O,X,X,X
SZOIJLT,O,O,O,X,O,X,X,X
SZOLTIJ,O,O,O,X,X,X,X,X
SZOLTJI,O,O,O,X,X,X,X,X
SZOLITJ,O,O,O,X,O,X,X,X
SZOLIJT,O,O,O,X,O,X,X,X
SZOLJTI,O,O,O,X,X,X,X,X
SZOLJIT,O,O,O,X,O,X,X,X
SZOJTIL,O,O,O,X,O,X,X,X
SZOJTLI,O,O,O,X,X,X,X,X
SZOJITL,O,O,O,X,O,X,X,X
SZOJILT,O,O,O,X,O,X,X,X
SZOJLTI,O,O,O,X,X,X,X,X
SZOJLIT,O,O,O,X,O,X,X,X
SOTILJZ,O,O,O,O,O,X,X,X
SOTILZJ,X,O,O,O,O,X,X,X
SOTIJLZ,O,O,X,O,O,X,X,X
SOTIJZL,O,X,O,X,O,X,X,X
SOTIZLJ,O,O,O,X,O,X,X,X
SOTIZJL,O,O,O,X,O,X,X,X
SOTLIJZ,O,O,O,O,X,X,X,X
SOTLIZJ,X,O,O,O,X,X,X,X
SOTLJIZ,O,O,O,O,X,X,X,O
SOTLJZI,O,O,O,O,X,X,X,O
SOTLZIJ,O,O,O,O,X,X,X,X
SOTLZJI,O,O,O,O,X,X,X,X
SOTJILZ,O,O,X,O,O,X,X,O
SOTJIZL,O,X,O,X,O,X,X,O
SOTJLIZ,O,O,O,O,X,X,X,O
SOTJLZI,O,O,O,O,X,X,X,O
SOTJZIL,O,O,O,X,O,X,X,O
SOTJZLI,O,O,O,X,X,X,X,O
SOTZILJ,O,O,O,X,O,X,X,X
SOTZIJL,O,O,O,X,O,X,X,X
SOTZLIJ,O,O,O,X,X,X,X,X
SOTZLJI,O,O,O,X,X,X,X,X
SOTZJIL,O,O,O,X,O,X,X,X
SOTZJLI,O,O,O,X,X,X,X,X
SOITLJZ,O,O,O,O,O,X,X,X
SOITLZJ,X,O,O,O,O,X,X,X
SOITJLZ,O,O,X,O,O,X,X,X
SOITJZL,O,X,O,X,O,X,X,X
SOITZLJ,O,O,O,X,O,X,X,X
SOITZJL,O,O,O,X,O,X,X,X
SOILTJZ,O,O,O,X,O,X,X,X
SOILTZJ,X,O,O,X,O,X,X,X
SOILJTZ,O,O,O,X,O,X,X,X
SOILJZT,O,X,O,X,O,X,X,X
SOILZTJ,O,O,O,X,O,X,X,X
SOILZJT,O,O,O,X,O,X,X,X
SOIJTLZ,O,O,X,O,O,X,X,X
SOIJTZL,O,X,O,X,O,X,X,X
SOIJLTZ,O,O,X,X,O,X,X,X
SOIJLZT,O,X,X,X,O,X,X,X
SOIJZTL,O,X,O,X,O,X,X,X
SOIJZLT,O,X,O,X,O,X,X,X
SOIZTLJ,O,O,O,X,O,X,X,X
SOIZTJL,O,O,O,X,O,X,X,X
SOIZLTJ,O,O,O,X,O,X,X,X
SOIZLJT,O,O,O,X,O,X,X,X
SOIZJTL,O,O,O,X,O,X,X,X
SOIZJLT,O,O,O,X,O,X,X,X
SOLTIJZ,O,O,O,O,X,X,X,X
SOLTIZJ,X,O,O,O,X,X,X,X
SOLTJIZ,O,O,O,O,X,X,X,O
SOLTJZI,O,O,O,O,X,X,X,O
SOLTZIJ,O,O,O,O,X,X,X,X
SOLTZJI,O,O,O,O,X,X,X,X
SOLITJZ,O,O,O,O,O,X,X,X
SOLITZJ,X,O,O,O,O,X,X,X
SOLIJTZ,O,O,O,O,O,X,X,X
SOLIJZT,O,X,O,X,O,X,X,X
SOLIZTJ,O,O,O,X,O,X,X,X
SOLIZJT,O,O,O,X,O,X,X,X
SOLJTIZ,O,O,O,O,X,X,X,O
SOLJTZI,O,O,O,O,X,X,X,O
SOLJITZ,O,O,O,O,O,X,X,O
SOLJIZT,O,X,O,X,O,X,X,O
SOLJZTI,O,O,O,O,X,X,X,O
SOLJZIT,O,O,O,X,O,X,X,O
SOLZTIJ,O,O,O,O,X,X,X,X
SOLZTJI,O,O,O,O,X,X,X,X
SOLZITJ,O,O,O,X,O,X,X,X
SOLZIJT,O,O,O,X,O,X,X,X
SOLZJTI,O,O,O,O,X,X,X,X
SOLZJIT,O,O,O,X,O,X,X,X
SOJTILZ,O,O,X,O,O,X,X,O
SOJTIZL,O,X,O,X,O,X,X,O
SOJTLIZ,O,O,O,O,X,X,X,O
SOJTLZI,O,O,O,O,X,X,X,O
SOJTZIL,O,O,O,X,O,X,X,O
SOJTZLI,O,O,O,X,X,X,X,O
SOJITLZ,O,O,X,O,O,X,X,O
SOJITZL,O,X,O,X,O,X,X,O
SOJILTZ,O,O,X,X,O,X,X,O
SOJILZT,O,X,X,X,O,X,X,O
SOJIZTL,O,X,O,X,O,X,X,O
SOJIZLT,O,X,O,X,O,X,X,O
SOJLTIZ,O,O,O,O,X,X,X,O
SOJLTZI,O,O,O,O,X,X,X,O
SOJLITZ,O,O,O,O,O,X,X,O
SOJLIZT,O,X,O,X,O,X,X,O
SOJLZTI,O,O,O,O,X,X,X,O
SOJLZIT,O,O,O,X,O,X,X,O
SOJZTIL,O,O,O,X,O,X,X,O
SOJZTLI,O,O,O,X,X,X,X,O
SOJZITL,O,O,O,X,O,X,X,O
SOJZILT,O,O,O,X,O,X,X,O
SOJZLTI,O,O,O,X,X,X,X,O
SOJZLIT,O,O,O,X,O,X,X,O
SOZTILJ,O,O,O,X,O,X,X,X
SOZTIJL,O,O,O,X,O,X,X,X
SOZTLIJ,O,O,O,X,X,X,X,X
SOZTLJI,O,O,O,X,X,X,X,X
SOZTJIL,O,O,O,X,O,X,X,X
SOZTJLI,O,O,O,X,X,X,X,X
SOZITLJ,O,O,O,X,O,X,X,X
SOZITJL,O,O,O,X,O,X,X,X
SOZILTJ,O,O,O,X,O,X,X,X
SOZILJT,O,O,O,X,O,X,X,X
SOZIJTL,O,O,O,X,O,X,X,X
SOZIJLT,O,O,O,X,O,X,X,X
SOZLTIJ,O,O,O,X,X,X,X,X
SOZLTJI,O,O,O,X,X,X,X,X
SOZLITJ,O,O,O,X,O,X,X,X
SOZLIJT,O,O,O,X,O,X,X,X
SOZLJTI,O,O,O,X,X,X,X,X
SOZLJIT,O,O,O,X,O,X,X,X
SOZJTIL,O,O,O,X,O,X,X,X
SOZJTLI,O,O,O,X,X,X,X,X
SOZJITL,O,O,O,X,O,X,X,X
SOZJILT,O,O,O,X,O,X,X,X
SOZJLTI,O,O,O,X,X,X,X,X
SOZJLIT,O,O,O,X,O,X,X,X
ZTILJSO,O,X,X,O,X,O,X,X
ZTILJOS,O,X,X,O,X,O,X,X
ZTILSJO,O,O,X,O,X,X,X,X
ZTILSOJ,O,O,X,O,X,X,X,X
ZTILOJS,O,X,X,O,O,O,X,X
ZTILOSJ,O,X,X,O,O,X,X,X
ZTIJLSO,O,O,X,O,X,O,O,X
ZTIJLOS,O,X,X,O,X,O,O,X
ZTIJSLO,O,O,X,O,X,O,O,X
ZTIJSOL,O,O,X,X,X,X,O,X
ZTIJOLS,O,X,X,X,X,O,O,X
ZTIJOSL,O,O,X,X,X,X,O,X
ZTISLJO,O,O,O,O,X,X,X,X
ZTISLOJ,O,O,X,O,X,X,X,X
ZTISJLO,O,O,O,O,X,X,X,X
ZTISJOL,O,O,O,X,X,X,X,X
ZTISOLJ,O,O,X,X,X,X,X,X
ZTISOJL,O,O,O,X,X,X,X,X
ZTIOLJS,O,X,X,X,O,X,X,X
ZTIOLSJ,O,X,X,X,O,X,X,X
ZTIOJLS,O,X,X,X,O,X,O,X
ZTIOJSL,O,X,X,X,O,X,O,X
ZTIOSLJ,O,O,X,X,O,X,X,X
ZTIOSJL,O,O,X,X,O,X,X,X
ZTLIJSO,O,X,X,O,X,O,X,X
ZTLIJOS,O,X,X,O,X,O,X,X
ZTLISJO,O,O,O,O,X,X,X,X
ZTLISOJ,O,O,O,O,X,X,X,X
ZTLIOJS,O,X,X,O,X,O,X,X
ZTLIOSJ,O,X,X,O,X,X,X,X
ZTLJISO,O,O,X,O,X,O,X,X
ZTLJIOS,O,X,X,O,X,O,X,X
ZTLJSIO,O,O,X,O,X,O,X,X
ZTLJSOI,O,O,X,O,X,O,X,X
ZTLJOIS,O,X,X,O,X,O,X,X
ZTLJOSI,O,X,X,O,X,O,X,X
ZTLSIJO,O,O,O,O,X,X,X,X
ZTLSIOJ,O,O,O,O,X,X,X,X
ZTLSJIO,O,O,O,O,X,O,X,X
ZTLSJOI,O,O,O,O,X,O,X,X
ZTLSOIJ,O,O,O,O,X,X,X,X
ZTLSOJI,O,O,O,O,X,O,X,X
ZTLOIJS,O,X,X,O,X,O,X,X
ZTLOISJ,O,X,X,O,X,X,X,X
ZTLOJIS,O,X,X,O,X,O,X,X
ZTLOJSI,O,X,X,O,X,O,X,X
ZTLOSIJ,O,X,X,O,X,X,X,X
ZTLOSJI,O,X,X,O,X,O,X,X
ZTJILSO,O,O,X,O,X,O,O,X
ZTJILOS,O,X,X,O,X,O,O,X
ZTJISLO,O,O,X,O,X,O,O,X
ZTJISOL,O,O,X,X,X,X,O,X
ZTJIOLS,O,X,X,X,X,O,O,X
ZTJIOSL,O,O,X,X,X,X,O,X
ZTJLISO,O,O,X,O,X,O,X,X
ZTJLIOS,O,X,X,O,X,O,X,X
ZTJLSIO,O,O,X,O,X,O,X,X
ZTJLSOI,O,O,X,O,X,O,X,X
ZTJLOIS,O,X,X,O,X,O,X,X
ZTJLOSI,O,X,X,O,X,O,X,X
ZTJSILO,O,O,X,O,X,O,X,X
ZTJSIOL,O,O,X,X,X,X,X,X
ZTJSLIO,O,O,X,O,X,O,X,X
ZTJSLOI,O,O,X,O,X,O,X,O
ZTJSOIL,O,O,X,X,X,X,X,O
ZTJSOLI,O,O,X,X,X,X,X,O
ZTJOILS,O,X,X,X,X,O,X,X
ZTJOISL,O,O,X,X,X,X,X,O
ZTJOLIS,O,X,X,X,X,O,X,X
ZTJOLSI,O,X,X,X,X,O,X,X
ZTJOSIL,O,O,X,X,X,X,X,O
ZTJOSLI,O,O,X,X,X,X,X,O
ZTSILJO,O,O,O,O,X,X,X,X
ZTSILOJ,O,O,O,O,X,X,X,X
ZTSIJLO,O,O,O,O,X,X,X,X
ZTSIJOL,O,O,O,X,X,X,X,X
ZTSIOLJ,O,O,O,X,X,X,X,X
ZTSIOJL,O,O,O,X,X,X,X,X
ZTSLIJO,O,O,O,O,X,X,X,X
ZTSLIOJ,O,O,O,O,X,X,X,X
ZTSLJIO,O,O,O,O,X,O,X,X
ZTSLJOI,O,O,O,O,X,O,X,O
ZTSLOIJ,O,O,O,O,X,X,X,X
ZTSLOJI,O,O,O,O,X,O,X,X
ZTSJILO,O,O,O,O,X,O,X,X
ZTSJIOL,O,O,O,X,X,X,X,X
ZTSJLIO,O,O,O,O,X,O,X,X
ZTSJLOI,O,O,O,O,X,O,X,O
ZTSJOIL,O,O,O,X,X,X,X,O
ZTSJOLI,O,O,O,X,X,X,X,O
ZTSOILJ,O,O,O,X,X,X,X,X
ZTSOIJL,O,O,O,X,X,X,X,X
ZTSOLIJ,O,O,O,X,X,X,X,X
ZTSOLJI,O,O,O,X,X,X,X,X
ZTSOJIL,O,O,O,X,X,X,X,X
ZTSOJLI,O,O,O,X,X,X,X,X
ZTOILJS,O,X,X,X,O,X,X,X
ZTOILSJ,O,X,X,X,O,X,X,X
ZTOIJLS,O,X,X,X,O,X,X,X
ZTOIJSL,O,X,X,X,O,X,X,X
ZTOISLJ,O,O,O,X,O,X,X,X
ZTOISJL,O,O,O,X,O,X,X,X
ZTOLIJS,O,X,X,X,X,O,X,X
ZTOLISJ,O,X,O,X,X,X,X,X
ZTOLJIS,O,X,X,X,X,O,X,X
ZTOLJSI,O,X,X,X,X,O,X,X
ZTOLSIJ,O,X,O,X,X,X,X,X
ZTOLSJI,O,X,O,X,X,O,X,X
ZTOJILS,O,X,X,X,O,O,X,X
ZTOJISL,O,O,X,X,O,X,X,X
ZTOJLIS,O,X,X,X,X,O,X,X
ZTOJLSI,O,X,X,X,X,O,X,X
ZTOJSIL,O,O,X,X,O,X,X,X
ZTOJSLI,O,O,X,X,X,X,X,X
ZTOSILJ,O,O,O,X,O,X,X,X
ZTOSIJL,O,O,O,X,O,X,X,X
ZTOSLIJ,O,O,O,X,X,X,X,X
ZTOSLJI,O,O,O,X,X,X,X,X
ZTOSJIL,O,O,O,X,O,X,X,X
ZTOSJLI,O,O,O,X,X,X,X,X
ZITLJSO,O,X,X,O,X,O,X,X
ZITLJOS,O,X,X,O,X,O,X,X
ZITLSJO,O,O,X,O,X,X,X,X
ZITLSOJ,O,O,X,O,X,X,X,X
ZITLOJS,O,X,X,O,O,O,X,X
ZITLOSJ,O,X,X,O,O,X,X,X
ZITJLSO,O,O,X,O,X,O,O,X
ZITJLOS,O,X,X,O,X,O,O,X
ZITJSLO,O,O,X,O,X,O,O,X
ZITJSOL,O,O,X,X,X,X,O,X
ZITJOLS,O,X,X,X,X,O,O,X
ZITJOSL,O,O,X,X,X,X,O,X
ZITSLJO,O,O,O,O,X,X,X,X
ZITSLOJ,O,O,X,O,X,X,X,X
ZITSJLO,O,O,O,O,X,X,X,X
ZITSJOL,O,O,O,X,X,X,X,X
ZITSOLJ,O,O,X,X,X,X,X,X
ZITSOJL,O,O,O,X,X,X,X,X
ZITOLJS,O,X,X,X,O,X,X,X
ZITOLSJ,O,X,X,X,O,X,X,X
ZITOJLS,O,X,X,X,O,X,O,X
ZITOJSL,O,X,X,X,O,X,O,X
ZITOSLJ,O,O,X,X,O,X,X,X
ZITOSJL,O,O,X,X,O,X,X,X
ZILTJSO,O,X,X,X,X,O,X,X
ZILTJOS,O,X,X,X,X,O,X,X
ZILTSJO,O,O,X,X,X,X,X,X
ZILTSOJ,O,O,X,X,X,X,X,X
ZILTOJS,O,X,X,X,O,O,X,X
ZILTOSJ,O,X,X,X,O,X,X,X
ZILJTSO,O,X,X,X,X,X,O,X
ZILJTOS,O,X,X,X,X,X,O,X
ZILJSTO,O,X,X,X,X,X,O,X
ZILJSOT,O,X,X,X,X,X,O,X
ZILJOTS,O,X,X,X,O,O,O,X
ZILJOST,O,X,X,X,O,X,O,X
ZILSTJO,O,O,X,X,X,X,X,X
ZILSTOJ,O,O,X,X,X,X,X,X
ZILSJTO,O,O,X,X,X,X,X,X
ZILSJOT,O,X,X,X,X,X,X,X
ZILSOTJ,O,O,X,X,O,X,X,X
ZILSOJT,O,O,X,X,O,X,X,X
ZILOTJS,O,X,X,X,O,O,X,X
ZILOTSJ,O,X,X,X,O,X,X,X
ZILOJTS,O,X,X,X,O,O,O,X
ZILOJST,O,X,X,X,O,X,O,X
ZILOSTJ,O,O,X,X,O,X,X,X
ZILOSJT,O,O,X,X,O,X,X,X
ZIJTLSO,O,O,X,O,X,X,O,X
ZIJTLOS,O,X,X,O,X,X,O,X
ZIJTSLO,O,O,X,O,X,X,O,X
ZIJTSOL,O,O,X,X,X,X,O,X
ZIJTOLS,O,X,X,X,X,X,O,X
ZIJTOSL,O,O,X,X,X,X,O,X
ZIJLTSO,O,O,X,X,X,X,O,X
ZIJLTOS,O,X,X,X,X,X,O,X
ZIJLSTO,O,O,X,X,X,X,O,X
ZIJLSOT,O,O,X,X,X,X,O,X
ZIJLOTS,O,X,X,X,O,O,O,X
ZIJLOST,O,O,X,X,O,X,O,X
ZIJSTLO,O,O,X,O,X,X,O,X
ZIJSTOL,O,O,X,X,X,X,O,X
ZIJSLTO,O,O,X,X,X,X,O,X
ZIJSLOT,O,O,X,X,X,X,O,X
ZIJSOTL,X,O,X,X,X,X,O,X
ZIJSOLT,O,O,X,X,X,X,O,X
ZIJOTLS,O,X,X,X,O,X,O,X
ZIJOTSL,O,O,X,X,O,X,O,X
ZIJOLTS,O,X,X,X,O,X,O,X
ZIJOLST,O,O,X,X,O,X,O,X
ZIJOSTL,O,O,X,X,O,X,O,X
ZIJOSLT,O,O,X,X,O,X,O,X
ZISTLJO,O,O,O,O,X,X,X,X
ZISTLOJ,O,O,X,O,X,X,X,X
ZISTJLO,O,O,O,O,X,X,X,X
ZISTJOL,O,O,O,X,X,X,X,X
ZISTOLJ,O,O,X,X,X,X,X,X
ZISTOJL,O,O,O,X,X,X,X,X
ZISLTJO,O,O,O,X,X,X,X,X
ZISLTOJ,O,O,X,X,X,X,X,X
ZISLJTO,O,O,O,X,X,X,X,X
ZISLJOT,O,O,X,X,X,X,X,X
ZISLOTJ,O,O,X,X,O,X,X,X
ZISLOJT,O,O,X,X,O,X,X,X
ZISJTLO,O,O,O,O,X,X,O,X
ZISJTOL,O,O,O,X,X,X,O,X
ZISJLTO,O,O,O,X,X,X,O,X
ZISJLOT,O,O,X,X,X,X,O,X
ZISJOTL,X,O,O,X,X,X,O,X
ZISJOLT,O,O,X,X,X,X,O,X
ZISOTLJ,O,O,X,X,O,X,X,X
ZISOTJL,O,O,O,X,O,X,X,X
ZISOLTJ,O,O,X,X,O,X,X,X
ZISOLJT,O,O,X,X,O,X,X,X
ZISOJTL,O,O,O,X,O,X,O,X
ZISOJLT,O,O,X,X,O,X,O,X
ZIOTLJS,O,X,X,X,O,X,X,X
ZIOTLSJ,O,X,X,X,O,X,X,X
ZIOTJLS,O,X,X,X,O,X,O,X
ZIOTJSL,O,X,X,X,O,X,O,X
ZIOTSLJ,O,O,X,X,O,X,X,X
ZIOTSJL,O,O,X,X,O,X,X,X
ZIOLTJS,O,X,X,X,O,X,X,X
ZIOLTSJ,O,X,X,X,O,X,X,X
ZIOLJTS,O,X,X,X,O,X,O,X
ZIOLJST,O,X,X,X,O,X,O,X
ZIOLSTJ,O,O,X,X,O,X,X,X
ZIOLSJT,O,O,X,X,O,X,X,X
ZIOJTLS,O,X,X,X,O,X,O,X
ZIOJTSL,O,O,X,X,O,X,O,X
ZIOJLTS,O,X,X,X,O,X,O,X
ZIOJLST,O,O,X,X,O,X,O,X
ZIOJSTL,O,O,X,X,O,X,O,X
ZIOJSLT,O,O,X,X,O,X,O,X
ZIOSTLJ,O,O,X,X,O,X,X,X
ZIOSTJL,O,O,X,X,O,X,X,X
ZIOSLTJ,O,O,X,X,O,X,X,X
ZIOSLJT,O,O,X,X,O,X,X,X
ZIOSJTL,O,O,X,X,O,X,O,X
ZIOSJLT,O,O,X,X,O,X,O,X
ZLTIJSO,O,X,X,O,X,O,X,X
ZLTIJOS,O,X,X,O,X,O,X,X
ZLTISJO,O,O,O,O,X,X,X,X
ZLTISOJ,O,O,O,O,X,X,X,X
ZLTIOJS,O,X,X,O,X,O,X,X
ZLTIOSJ,O,X,X,O,X,X,X,X
ZLTJISO,O,O,X,O,X,O,X,X
ZLTJIOS,O,X,X,O,X,O,X,X
ZLTJSIO,O,O,X,O,X,O,X,X
ZLTJSOI,O,O,X,O,X,O,X,X
ZLTJOIS,O,X,X,O,X,O,X,X
ZLTJOSI,O,X,X,O,X,O,X,X
ZLTSIJO,O,O,O,O,X,X,X,X
ZLTSIOJ,O,O,O,O,X,X,X,X
ZLTSJIO,O,O,O,O,X,O,X,X
ZLTSJOI,O,O,O,O,X,O,X,X
ZLTSOIJ,O,O,O,O,X,X,X,X
ZLTSOJI,O,O,O,O,X,O,X,X
ZLTOIJS,O,X,X,O,X,O,X,X
ZLTOISJ,O,X,X,O,X,X,X,X
ZLTOJIS,O,X,X,O,X,O,X,X
ZLTOJSI,O,X,X,O,X,O,X,X
ZLTOSIJ,O,X,X,O,X,X,X,X
ZLTOSJI,O,X,X,O,X,O,X,X
ZLITJSO,O,X,X,X,X,O,X,X
ZLITJOS,O,X,X,X,X,O,X,X
ZLITSJO,O,O,O,X,X,X,X,X
ZLITSOJ,O,O,O,X,X,X,X,X
ZLITOJS,O,X,X,X,O,O,X,X
ZLITOSJ,O,X,X,X,O,X,X,X
ZLIJTSO,O,X,X,X,X,X,O,X
ZLIJTOS,O,X,X,X,X,X,O,X
ZLIJSTO,O,X,X,X,X,X,O,X
ZLIJSOT,O,X,X,X,X,X,O,X
ZLIJOTS,O,X,X,X,O,O,O,X
ZLIJOST,O,X,X,X,O,X,O,X
ZLISTJO,O,O,O,X,X,X,X,X
ZLISTOJ,O,O,O,X,X,X,X,X
ZLISJTO,O,O,O,X,X,X,X,X
ZLISJOT,O,X,O,X,X,X,X,X
ZLISOTJ,O,O,O,X,O,X,X,X
ZLISOJT,O,O,O,X,O,X,X,X
ZLIOTJS,O,X,X,X,O,O,X,X
ZLIOTSJ,O,X,X,X,O,X,X,X
ZLIOJTS,O,X,X,X,O,O,O,X
ZLIOJST,O,X,X,X,O,X,O,X
ZLIOSTJ,O,O,X,X,O,X,X,X
ZLIOSJT,O,O,X,X,O,X,X,X
ZLJTISO,O,O,X,O,X,O,X,X
ZLJTIOS,O,X,X,O,X,O,X,X
ZLJTSIO,O,O,X,O,X,O,X,X
ZLJTSOI,O,O,X,O,X,O,X,X
ZLJTOIS,O,X,X,O,X,O,X,X
ZLJTOSI,O,X,X,O,X,O,X,X
ZLJITSO,O,O,X,X,X,X,O,X
ZLJITOS,O,X,X,X,X,X,O,X
ZLJISTO,O,O,X,X,X,X,O,X
ZLJISOT,O,O,X,X,X,X,O,X
ZLJIOTS,O,X,X,X,X,O,O,X
ZLJIOST,O,O,X,X,X,X,O,X
ZLJSTIO,O,O,X,O,X,X,X,X
ZLJSTOI,O,O,X,O,X,X,X,X
ZLJSITO,O,O,X,X,X,X,X,X
ZLJSIOT,O,O,X,X,X,X,X,X
ZLJSOTI,O,O,X,O,X,O,X,X
ZLJSOIT,O,O,X,X,X,X,X,X
ZLJOTIS,O,X,X,O,X,O,X,X
ZLJOTSI,O,X,X,O,X,O,X,X
ZLJOITS,O,X,X,X,X,O,X,X
ZLJOIST,O,O,X,X,X,X,X,X
ZLJOSTI,O,O,X,O,X,O,X,X
ZLJOSIT,O,O,X,X,X,X,X,X
ZLSTIJO,O,O,O,O,X,X,X,X
ZLSTIOJ,O,O,O,O,X,X,X,X
ZLSTJIO,O,O,O,O,X,O,X,X
