sequence,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeaFJvhFzgBfnBxiBu?sBctBFrB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeRAJvhFGiBTjBilBU?nBFrBXtB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeRAJvhFfnBTjBilBW?tBFrB0sB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeFAJvhFXhBxiBCnBT?oBmqB0sB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeFAJvhFxhB6oB3lBc?rBTnBetB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeRAJvhFGiBilBUnBT?oBFrBXtB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeaFJvhFzgBGjBRnBU?nBFrBXtB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeaFJvhFRhB+oBfrB0?mBlnBzsB
SJIOLTZ,X,X,O,O,O,X,O,X
SJIOLZT,X,O,X,O,X,X,X,O
SJIOZTL,X,O,X,O,X,X,X,O
SJIOZLT,X,O,X,X,X,X,X,O
SJLTIZO,X,X,O,O,O,X,O,O
SJLTIOZ,O,X,O,O,O,X,O,X
SJLTZIO,O,X,O,O,O,X,O,O
SJLTZOI,O,X,O,O,O,X,O,O
SJLTOIZ,O,X,O,O,O,X,O,X
SJLTOZI,O,X,O,O,O,X,O,O
SJLITZO,X,X,O,O,O,X,O,O
SJLITOZ,O,X,O,O,O,X,O,X
SJLIZTO,X,O,X,O,X,X,O,O
SJLIZOT,X,O,X,O,X,X,X,O
SJLIOTZ,X,X,O,O,O,X,O,X
SJLIOZT,X,O,X,O,X,X,X,O
SJLZTIO,O,O,X,O,O,X,O,O
SJLZTOI,O,O,X,O,O,X,O,O
SJLZITO,O,O,X,O,O,X,O,O
SJLZIOT,O,O,X,O,O,X,X,O
SJLZOTI,O,O,O,O,O,X,X,O
SJLZOIT,O,O,X,O,O,X,X,O
SJLOTIZ,X,X,O,O,O,X,O,X
SJLOTZI,X,X,O,O,O,X,O,O
SJLOITZ,X,X,O,O,O,X,O,X
SJLOIZT,X,O,X,O,O,X,X,O
SJLOZTI,X,O,O,O,O,X,X,O
SJLOZIT,X,O,X,O,O,X,X,O
SJZTILO,O,O,X,O,O,X,O,O
SJZTIOL,O,O,X,O,O,X,O,O
SJZTLIO,O,O,O,O,O,X,O,O
SJZTLOI,O,O,O,O,O,X,O,O
SJZTOIL,O,O,X,O,O,X,O,O
SJZTOLI,O,O,O,O,O,X,O,O
SJZITLO,O,O,X,O,O,X,O,O
SJZITOL,O,O,X,O,O,X,O,O
SJZILTO,O,O,X,O,O,X,O,O
SJZILOT,O,O,X,O,O,X,X,O
SJZIOTL,O,O,X,O,O,X,X,O
SJZIOLT,O,O,X,O,O,X,X,O
SJZLTIO,O,O,X,O,O,X,O,O
SJZLTOI,O,O,X,O,O,X,O,O
SJZLITO,O,O,X,O,O,X,O,O
SJZLIOT,O,O,X,O,O,X,X,O
SJZLOTI,O,O,O,O,O,X,X,O
SJZLOIT,O,O,X,O,O,X,X,O
SJZOTIL,O,O,X,O,O,X,X,O
SJZOTLI,O,O,O,O,O,X,X,O
SJZOITL,O,O,X,O,O,X,X,O
SJZOILT,O,O,X,O,O,X,X,O
SJZOLTI,O,O,O,O,O,X,X,O
SJZOLIT,O,O,X,O,O,X,X,O
SJOTILZ,X,O,O,O,O,X,O,X
SJOTIZL,X,O,X,O,O,X,O,X
SJOTLIZ,X,O,O,O,O,X,O,X
SJOTLZI,X,O,O,O,O,X,O,O
SJOTZIL,X,O,X,O,O,X,O,O
SJOTZLI,X,O,O,O,O,X,O,O
SJOITLZ,X,O,O,O,O,X,O,X
SJOITZL,X,O,X,O,O,X,O,X
SJOILTZ,X,X,O,O,O,X,O,X
SJOILZT,X,O,X,O,O,X,X,O
SJOIZTL,X,O,X,O,O,X,X,O
SJOIZLT,X,O,X,X,O,X,X,O
SJOLTIZ,X,X,O,O,O,X,O,X
SJOLTZI,X,X,O,O,O,X,O,O
SJOLITZ,X,X,O,O,O,X,O,X
SJOLIZT,X,O,X,O,O,X,X,O
SJOLZTI,X,O,O,O,O,X,X,O
SJOLZIT,X,O,X,O,O,X,X,O
SJOZTIL,X,O,X,O,O,X,X,O
SJOZTLI,X,O,O,O,O,X,X,O
SJOZITL,X,O,X,O,O,X,X,O
SJOZILT,X,O,X,O,O,X,X,O
SJOZLTI,X,O,O,O,O,X,X,O
SJOZLIT,X,O,X,O,O,X,X,O
SZTILJO,O,O,X,X,O,X,O,O
SZTILOJ,O,O,X,X,O,X,O,X
SZTIJLO,O,O,X,X,O,X,O,O
SZTIJOL,O,O,X,X,O,X,O,O
SZTIOLJ,O,O,X,X,O,X,O,X
SZTIOJL,O,O,X,X,O,X,O,X
SZTLIJO,O,O,O,O,O,O,O,O
SZTLIOJ,O,O,X,O,O,O,O,X
SZTLJIO,O,O,O,O,O,O,O,O
SZTLJOI,O,O,O,O,O,O,O,O
SZTLOIJ,O,O,X,O,O,O,O,X
SZTLOJI,O,O,X,O,O,O,O,X
SZTJILO,O,O,X,X,O,X,O,O
SZTJIOL,O,O,X,X,O,X,O,O
SZTJLIO,O,O,O,X,O,O,O,O
SZTJLOI,O,O,O,X,O,O,O,O
SZTJOIL,O,O,X,X,O,X,O,O
SZTJOLI,O,O,O,X,O,O,O,O
SZTOILJ,O,O,X,O,O,X,O,X
SZTOIJL,O,O,X,X,O,X,O,X
SZTOLIJ,O,O,X,O,O,O,O,X
SZTOLJI,O,O,X,O,O,O,O,X
SZTOJIL,O,O,X,X,O,X,O,X
SZTOJLI,O,O,X,X,O,O,O,X
SZITLJO,O,O,X,X,O,X,O,O
SZITLOJ,O,O,X,X,O,X,O,X
SZITJLO,O,O,X,X,O,X,O,O
SZITJOL,O,O,X,X,O,X,O,O
SZITOLJ,O,O,X,X,O,X,O,X
SZITOJL,O,O,X,X,O,X,O,X
SZILTJO,O,O,X,X,O,X,O,O
SZILTOJ,O,O,X,X,O,X,O,X
SZILJTO,O,O,X,X,O,X,O,O
SZILJOT,O,O,X,X,O,X,X,O
SZILOTJ,O,O,X,X,O,X,X,X
SZILOJT,X,O,X,X,O,X,X,O
SZIJTLO,O,O,X,X,O,X,O,O
SZIJTOL,O,O,X,X,O,X,O,O
SZIJLTO,O,O,X,X,O,X,O,O
SZIJLOT,O,O,X,X,O,X,X,O
SZIJOTL,O,O,X,X,O,X,X,O
SZIJOLT,O,O,X,X,O,X,X,O
SZIOTLJ,O,O,X,X,O,X,X,X
SZIOTJL,O,O,X,X,O,X,X,X
SZIOLTJ,O,O,X,X,O,X,X,X
SZIOLJT,X,O,X,X,O,X,X,O
SZIOJTL,X,O,X,X,O,X,X,O
SZIOJLT,X,O,X,X,O,X,X,O
SZLTIJO,O,O,X,O,O,X,O,O
SZLTIOJ,O,O,X,O,O,X,O,X
SZLTJIO,O,O,X,O,O,X,O,O
SZLTJOI,O,O,X,O,O,X,O,O
SZLTOIJ,O,O,X,O,O,X,O,X
SZLTOJI,O,O,X,O,O,X,O,X
SZLITJO,O,O,X,O,O,X,O,O
SZLITOJ,O,O,X,O,O,X,O,X
SZLIJTO,O,O,X,O,O,X,O,O
SZLIJOT,O,O,X,O,O,X,X,O
SZLIOTJ,O,O,X,O,O,X,X,X
SZLIOJT,X,O,X,O,O,X,X,O
SZLJTIO,O,O,X,O,O,X,O,O
SZLJTOI,O,O,X,O,O,X,O,O
SZLJITO,O,O,X,O,O,X,O,O
SZLJIOT,O,O,X,O,O,X,X,O
SZLJOTI,O,O,O,O,O,O,X,O
SZLJOIT,O,O,X,O,O,X,X,O
SZLOTIJ,O,O,X,O,O,X,X,X
SZLOTJI,O,O,X,O,O,X,X,X
SZLOITJ,O,O,X,O,O,X,X,X
SZLOIJT,X,O,X,O,O,X,X,O
SZLOJTI,O,O,X,O,O,O,X,O
SZLOJIT,O,O,X,O,O,X,X,O
SZJTILO,O,O,X,O,O,X,O,O
SZJTIOL,O,O,X,O,O,X,O,O
SZJTLIO,O,O,O,O,O,O,O,O
SZJTLOI,O,O,O,O,O,O,O,O
SZJTOIL,O,O,X,O,O,X,O,O
SZJTOLI,O,O,O,O,O,O,O,O
SZJITLO,O,O,X,O,O,X,O,O
SZJITOL,O,O,X,O,O,X,O,O
SZJILTO,O,O,X,O,O,X,O,O
SZJILOT,O,O,X,O,O,X,X,O
SZJIOTL,O,O,X,O,O,X,X,O
SZJIOLT,O,O,X,O,O,X,X,O
SZJLTIO,O,O,X,O,O,X,O,O
SZJLTOI,O,O,X,O,O,X,O,O
SZJLITO,O,O,X,O,O,X,O,O
SZJLIOT,O,O,X,O,O,X,X,O
SZJLOTI,O,O,O,O,O,O,X,O
SZJLOIT,O,O,X,O,O,X,X,O
SZJOTIL,O,O,X,O,O,X,X,O
SZJOTLI,O,O,O,O,O,O,X,O
SZJOITL,O,O,X,O,O,X,X,O
SZJOILT,O,O,X,O,O,X,X,O
SZJOLTI,O,O,O,O,O,O,X,O
SZJOLIT,O,O,X,O,O,X,X,O
SZOTILJ,O,O,X,O,O,X,X,X
SZOTIJL,O,O,X,X,O,X,X,X
SZOTLIJ,O,O,X,O,O,O,X,X
SZOTLJI,O,O,X,O,O,O,X,X
SZOTJIL,O,O,X,X,O,X,X,X
SZOTJLI,O,O,X,X,O,O,X,X
SZOITLJ,O,O,X,O,O,X,X,X
SZOITJL,O,O,X,X,O,X,X,X
SZOILTJ,O,O,X,O,O,X,X,X
SZOILJT,X,O,X,O,O,X,X,O
SZOIJTL,X,O,X,O,O,X,X,O
SZOIJLT,X,O,X,O,O,X,X,O
SZOLTIJ,O,O,X,O,O,X,X,X
SZOLTJI,O,O,X,O,O,X,X,X
SZOLITJ,O,O,X,O,O,X,X,X
SZOLIJT,X,O,X,O,O,X,X,O
SZOLJTI,O,O,X,O,O,O,X,O
SZOLJIT,O,O,X,O,O,X,X,O
SZOJTIL,O,O,X,O,O,X,X,O
SZOJTLI,O,O,X,O,O,O,X,O
SZOJITL,O,O,X,O,O,X,X,O
SZOJILT,O,O,X,O,O,X,X,O
SZOJLTI,O,O,X,O,O,O,X,O
SZOJLIT,O,O,X,O,O,X,X,O
SOTILJZ,O,O,X,O,X,X,O,X
SOTILZJ,O,O,X,O,X,O,O,X
SOTIJLZ,O,O,X,X,O,X,O,X
SOTIJZL,X,O,X,X,O,X,O,X
SOTIZLJ,O,O,X,X,O,X,O,X
SOTIZJL,O,O,X,X,O,X,O,X
SOTLIJZ,O,O,O,O,X,X,O,X
SOTLIZJ,O,O,X,O,X,O,O,X
SOTLJIZ,O,O,O,O,O,X,O,X
SOTLJZI,O,O,O,O,O,X,O,X
SOTLZIJ,O,O,X,O,O,O,O,X
SOTLZJI,O,O,X,O,O,O,O,X
SOTJILZ,O,O,O,X,O,X,O,X
SOTJIZL,X,O,X,X,O,X,O,X
SOTJLIZ,O,O,O,X,O,X,O,X
SOTJLZI,O,O,O,X,O,X,O,X
SOTJZIL,O,O,X,X,O,X,O,X
SOTJZLI,O,O,O,X,O,X,O,X
SOTZILJ,O,O,X,X,O,X,O,X
SOTZIJL,O,O,X,X,O,X,O,X
SOTZLIJ,O,O,X,X,O,O,O,X
SOTZLJI,O,O,X,X,O,O,O,X
SOTZJIL,O,O,X,X,O,X,O,X
SOTZJLI,O,O,X,X,O,O,O,X
SOITLJZ,O,O,X,O,X,X,O,X
SOITLZJ,O,O,X,O,X,O,O,X
SOITJLZ,O,O,X,X,O,X,O,X
SOITJZL,X,O,X,X,O,X,O,X
SOITZLJ,O,O,X,X,O,X,O,X
SOITZJL,X,O,X,X,O,X,O,X
SOILTJZ,O,O,X,O,X,X,O,X
SOILTZJ,O,O,X,O,X,X,O,X
SOILJTZ,X,X,X,O,X,X,O,X
SOILJZT,X,O,X,O,X,X,X,O
SOILZTJ,X,O,X,O,X,X,X,X
SOILZJT,X,O,X,O,X,X,X,O
SOIJTLZ,X,O,X,O,O,X,O,X
SOIJTZL,X,O,X,O,O,X,O,X
SOIJLTZ,X,X,X,O,O,X,O,X
SOIJLZT,X,O,X,O,O,X,X,O
SOIJZTL,X,O,X,O,O,X,X,O
SOIJZLT,X,O,X,X,O,X,X,O
SOIZTLJ,X,O,X,X,O,X,X,X
SOIZTJL,X,O,X,X,O,X,X,X
SOIZLTJ,X,O,X,X,O,X,X,X
SOIZLJT,X,O,X,X,O,X,X,O
SOIZJTL,X,O,X,X,O,X,X,O
SOIZJLT,X,O,X,X,O,X,X,O
SOLTIJZ,O,O,X,O,X,X,O,X
SOLTIZJ,O,O,X,O,X,X,O,X
SOLTJIZ,O,O,X,O,O,X,O,X
SOLTJZI,O,O,X,O,O,X,O,X
SOLTZIJ,O,O,X,O,O,X,O,X
SOLTZJI,O,O,X,O,O,X,O,X
SOLITJZ,O,O,X,O,X,X,O,X
SOLITZJ,O,O,X,O,X,X,O,X
SOLIJTZ,X,X,X,O,X,X,O,X
SOLIJZT,X,O,X,O,X,X,X,O
SOLIZTJ,X,O,X,O,X,X,X,X
SOLIZJT,X,O,X,O,X,X,X,O
SOLJTIZ,X,X,O,O,O,X,O,X
SOLJTZI,X,X,O,O,O,X,O,O
SOLJITZ,X,X,O,O,O,X,O,X
SOLJIZT,X,O,X,O,X,X,X,O
SOLJZTI,X,O,O,O,O,X,X,O
SOLJZIT,X,O,X,O,X,X,X,O
SOLZTIJ,O,O,X,O,X,X,X,X
SOLZTJI,O,O,X,O,X,X,X,X
SOLZITJ,O,O,X,O,X,X,X,X
SOLZIJT,X,O,X,O,X,X,X,O
SOLZJTI,O,O,X,O,X,O,X,O
SOLZJIT,O,O,X,O,X,X,X,O
SOJTILZ,X,O,O,O,O,X,O,X
SOJTIZL,X,O,X,O,O,X,O,X
SOJTLIZ,X,O,O,O,O,X,O,X
SOJTLZI,X,O,O,O,O,X,O,O
SOJTZIL,X,O,X,O,O,X,O,O
SOJTZLI,X,O,O,O,O,X,O,O
SOJITLZ,X,O,O,O,O,X,O,X
SOJITZL,X,O,X,O,O,X,O,X
SOJILTZ,X,X,O,O,O,X,O,X
SOJILZT,X,O,X,O,O,X,X,O
SOJIZTL,X,O,X,O,O,X,X,O
SOJIZLT,X,O,X,X,O,X,X,O
SOJLTIZ,X,X,O,O,O,X,O,X
SOJLTZI,X,X,O,O,O,X,O,O
SOJLITZ,X,X,O,O,O,X,O,X
SOJLIZT,X,O,X,O,O,X,X,O
SOJLZTI,X,O,O,O,O,X,X,O
SOJLZIT,X,O,X,O,O,X,X,O
SOJZTIL,X,O,X,O,O,X,X,O
SOJZTLI,X,O,O,O,O,X,X,O
SOJZITL,X,O,X,O,O,X,X,O
SOJZILT,X,O,X,X,O,X,X,O
SOJZLTI,X,O,O,O,O,X,X,O
SOJZLIT,X,O,X,O,O,X,X,O
SOZTILJ,O,O,X,X,O,X,X,X
SOZTIJL,O,O,X,X,O,X,X,X
SOZTLIJ,O,O,X,X,O,O,X,X
SOZTLJI,O,O,X,X,O,O,X,X
SOZTJIL,O,O,X,X,O,X,X,X
SOZTJLI,O,O,X,X,O,O,X,X
SOZITLJ,O,O,X,X,O,X,X,X
SOZITJL,O,O,X,X,O,X,X,X
SOZILTJ,O,O,X,X,O,X,X,X
SOZILJT,X,O,X,X,O,X,X,O
SOZIJTL,X,O,X,X,O,X,X,O
SOZIJLT,X,O,X,X,O,X,X,O
SOZLTIJ,O,O,X,X,O,X,X,X
SOZLTJI,O,O,X,X,O,X,X,X
SOZLITJ,O,O,X,X,O,X,X,X
SOZLIJT,X,O,X,X,O,X,X,O
SOZLJTI,O,O,X,X,O,O,X,O
SOZLJIT,O,O,X,X,O,X,X,O
SOZJTIL,O,O,X,X,O,X,X,O
SOZJTLI,O,O,X,X,O,O,X,O
SOZJITL,O,O,X,X,O,X,X,O
SOZJILT,O,O,X,X,O,X,X,O
SOZJLTI,O,O,X,X,O,O,X,O
SOZJLIT,O,O,X,X,O,X,X,O
ZTILJSO,O,O,O,O,O,O,X,X
ZTILJOS,O,O,O,O,O,O,O,X
ZTILSJO,O,O,O,O,O,O,X,X
ZTILSOJ,O,O,X,O,O,O,X,X
ZTILOJS,O,O,X,O,O,O,O,X
ZTILOSJ,O,O,X,O,O,O,X,X
ZTIJLSO,O,O,O,X,O,O,X,X
ZTIJLOS,O,O,O,X,O,O,O,X
ZTIJSLO,O,O,X,X,O,X,X,X
ZTIJSOL,O,O,X,X,O,X,X,X
ZTIJOLS,O,X,O,X,O,O,O,X
ZTIJOSL,O,O,X,X,O,X,X,X
ZTISLJO,O,O,X,X,O,X,X,X
ZTISLOJ,O,O,X,X,O,X,X,X
ZTISJLO,O,O,X,X,O,X,X,X
ZTISJOL,O,O,X,X,O,X,X,X
ZTISOLJ,O,O,X,X,O,X,X,X
ZTISOJL,O,O,X,X,O,X,X,X
ZTIOLJS,O,X,X,O,O,O,O,X
ZTIOLSJ,O,X,X,O,O,O,X,X
ZTIOJLS,O,X,X,O,O,O,O,X
ZTIOJSL,O,O,X,X,O,X,X,X
ZTIOSLJ,O,O,X,O,O,X,X,X
ZTIOSJL,O,O,X,X,O,X,X,X
ZTLIJSO,O,O,O,O,O,O,X,X
ZTLIJOS,O,O,O,O,O,O,O,X
ZTLISJO,O,O,O,O,O,O,X,X
ZTLISOJ,O,O,X,O,O,O,X,X
ZTLIOJS,O,O,X,O,O,O,O,X
ZTLIOSJ,O,O,X,O,O,O,X,X
ZTLJISO,O,O,O,O,O,O,X,X
ZTLJIOS,O,O,O,O,O,O,X,X
ZTLJSIO,O,O,O,O,O,O,X,X
ZTLJSOI,O,O,O,O,O,O,X,X
ZTLJOIS,O,O,O,O,O,O,X,X
ZTLJOSI,O,O,O,O,O,O,X,X
ZTLSIJO,O,O,O,O,O,O,O,X
ZTLSIOJ,O,O,X,O,O,O,O,X
ZTLSJIO,O,O,O,O,O,O,O,X
ZTLSJOI,O,O,O,O,O,O,O,X
ZTLSOIJ,O,O,X,O,O,O,O,X
ZTLSOJI,O,O,X,O,O,O,O,X
ZTLOIJS,O,O,X,O,O,O,O,X
ZTLOISJ,O,O,X,O,O,O,X,X
ZTLOJIS,O,O,X,O,O,O,X,X
ZTLOJSI,O,O,X,O,O,O,X,X
ZTLOSIJ,O,O,X,O,X,O,O,X
ZTLOSJI,O,O,X,O,X,O,O,X
ZTJILSO,O,O,O,O,O,O,X,X
ZTJILOS,O,O,O,O,O,O,X,X
ZTJISLO,O,O,X,O,O,X,X,X
ZTJISOL,O,O,X,O,O,X,X,X
ZTJIOLS,O,X,O,O,O,O,X,X
ZTJIOSL,O,O,X,O,O,X,X,X
ZTJLISO,O,O,O,O,O,O,X,X
ZTJLIOS,O,O,O,O,O,O,X,X
ZTJLSIO,O,O,O,O,O,O,X,X
ZTJLSOI,O,O,O,O,O,O,X,X
ZTJLOIS,O,O,O,O,O,O,X,X
ZTJLOSI,O,O,O,O,O,O,X,X
ZTJSILO,O,O,X,O,O,X,X,X
ZTJSIOL,O,O,X,O,O,X,X,X
ZTJSLIO,O,O,O,O,O,O,X,X
ZTJSLOI,O,O,O,O,O,O,X,X
ZTJSOIL,O,O,X,O,O,X,X,X
ZTJSOLI,O,O,O,O,O,O,X,X
ZTJOILS,O,X,O,O,O,O,X,X
ZTJOISL,O,O,X,O,O,X,X,X
ZTJOLIS,O,O,O,O,O,O,X,X
ZTJOLSI,O,O,O,O,O,O,X,X
ZTJOSIL,O,O,X,O,O,X,X,X
ZTJOSLI,O,O,O,O,O,O,X,X
ZTSILJO,O,O,X,X,O,X,O,X
ZTSILOJ,O,O,X,X,O,X,O,X
ZTSIJLO,O,O,X,X,O,X,O,X
ZTSIJOL,O,O,X,X,O,X,O,X
ZTSIOLJ,O,O,X,X,O,X,O,X
ZTSIOJL,O,O,X,X,O,X,O,X
ZTSLIJO,O,O,O,O,O,O,O,X
ZTSLIOJ,O,O,X,O,O,O,O,X
ZTSLJIO,O,O,O,O,O,O,O,X
ZTSLJOI,O,O,O,O,O,O,O,X
ZTSLOIJ,O,O,X,O,O,O,O,X
ZTSLOJI,O,O,X,O,O,O,O,X
ZTSJILO,O,O,X,X,O,X,O,X
ZTSJIOL,O,O,X,X,O,X,O,X
ZTSJLIO,O,O,O,X,O,O,O,X
ZTSJLOI,O,O,O,X,O,O,O,X
ZTSJOIL,O,O,X,X,O,X,O,X
ZTSJOLI,O,O,O,X,O,O,O,X
ZTSOILJ,O,O,X,O,O,X,O,X
ZTSOIJL,O,O,X,X,O,X,O,X
ZTSOLIJ,O,O,X,O,O,O,O,X
ZTSOLJI,O,O,X,O,O,O,O,X
ZTSOJIL,O,O,X,X,O,X,O,X
ZTSOJLI,O,O,X,X,O,O,O,X
ZTOILJS,O,X,X,O,O,O,O,X
ZTOILSJ,O,X,X,O,O,O,X,X
ZTOIJLS,O,X,X,O,O,O,O,X
ZTOIJSL,O,O,X,O,O,X,X,X
ZTOISLJ,O,O,X,O,O,X,X,X
ZTOISJL,O,O,X,X,O,X,X,X
ZTOLIJS,O,O,X,O,O,O,O,X
ZTOLISJ,O,O,X,O,O,O,X,X
ZTOLJIS,O,O,X,O,O,O,X,X
ZTOLJSI,O,O,X,O,O,O,X,X
ZTOLSIJ,O,O,X,O,X,O,O,X
ZTOLSJI,O,O,X,O,X,O,O,X
ZTOJILS,O,X,X,O,O,O,X,X
ZTOJISL,O,O,X,O,O,X,X,X
ZTOJLIS,O,O,X,O,O,O,X,X
ZTOJLSI,O,O,X,O,O,O,X,X
ZTOJSIL,O,O,X,O,O,X,X,X
ZTOJSLI,O,O,X,O,O,O,X,X
ZTOSILJ,O,O,X,O,O,X,O,X
ZTOSIJL,O,O,X,X,O,X,O,X
ZTOSLIJ,O,O,X,O,O,O,O,X
ZTOSLJI,O,O,X,O,O,O,O,X
ZTOSJIL,O,O,X,X,O,X,O,X
ZTOSJLI,O,O,X,X,O,O,O,X
ZITLJSO,O,O,O,O,O,O,X,X
ZITLJOS,O,O,O,O,O,O,X,X
ZITLSJO,O,O,O,O,O,O,X,X
ZITLSOJ,O,O,X,O,O,O,X,X
ZITLOJS,O,O,X,O,O,O,X,X
ZITLOSJ,O,O,X,O,O,O,X,X
ZITJLSO,O,O,O,X,O,O,X,X
ZITJLOS,O,O,O,X,O,O,X,X
ZITJSLO,O,O,X,X,O,X,X,X
ZITJSOL,O,O,X,X,O,X,X,X
ZITJOLS,O,X,O,X,O,O,X,X
ZITJOSL,O,O,X,X,O,X,X,X
ZITSLJO,O,O,X,X,O,X,X,X
ZITSLOJ,O,O,X,X,O,X,X,X
ZITSJLO,O,O,X,X,O,X,X,X
ZITSJOL,O,O,X,X,O,X,X,X
ZITSOLJ,O,O,X,X,O,X,X,X
ZITSOJL,O,O,X,X,O,X,X,X
ZITOLJS,O,X,X,O,O,O,X,X
ZITOLSJ,O,X,X,O,O,O,X,X
ZITOJLS,O,X,X,O,O,O,X,X
ZITOJSL,O,O,X,X,O,X,X,X
ZITOSLJ,O,O,X,O,O,X,X,X
ZITOSJL,O,O,X,X,O,X,X,X
ZILTJSO,O,O,X,O,O,X,X,X
ZILTJOS,O,X,X,O,O,X,X,X
ZILTSJO,O,O,X,O,O,X,X,X
ZILTSOJ,O,O,X,O,O,X,X,X
ZILTOJS,O,X,X,O,O,X,X,X
ZILTOSJ,O,X,X,O,O,X,X,X
ZILJTSO,O,O,O,O,O,X,X,X
ZILJTOS,O,X,O,O,O,X,X,X
ZILJSTO,O,O,X,O,O,X,X,X
ZILJSOT,O,O,X,O,O,X,X,X
ZILJOTS,X,X,O,O,O,O,X,X
ZILJOST,O,O,X,O,O,X,X,X
ZILSTJO,O,O,X,O,O,X,X,X
ZILSTOJ,O,O,X,O,O,X,X,X
ZILSJTO,O,O,X,O,O,X,X,X
ZILSJOT,O,O,X,O,O,X,X,X
ZILSOTJ,O,O,X,O,O,X,X,X
ZILSOJT,X,O,X,O,O,X,X,X
ZILOTJS,X,X,X,O,O,X,X,X
ZILOTSJ,X,X,X,O,O,X,X,X
ZILOJTS,X,X,X,O,O,O,X,X
ZILOJST,X,O,X,O,O,X,X,X
ZILOSTJ,O,O,X,O,O,X,X,X
ZILOSJT,X,O,X,O,O,X,X,X
ZIJTLSO,O,O,O,O,O,O,X,X
ZIJTLOS,O,O,O,O,O,O,X,X
ZIJTSLO,O,O,X,O,O,X,X,X
ZIJTSOL,O,O,X,O,O,X,X,X
ZIJTOLS,O,X,O,O,O,O,X,X
ZIJTOSL,O,O,X,O,O,X,X,X
ZIJLTSO,O,O,O,O,O,X,X,X
ZIJLTOS,O,X,O,O,O,X,X,X
ZIJLSTO,O,O,X,O,O,X,X,X
ZIJLSOT,O,O,X,O,O,X,X,X
ZIJLOTS,X,X,O,O,O,O,X,X
ZIJLOST,O,O,X,O,O,X,X,X
ZIJSTLO,O,O,X,O,O,X,X,X
ZIJSTOL,O,O,X,O,O,X,X,X
ZIJSLTO,O,O,X,O,O,X,X,X
ZIJSLOT,O,O,X,O,O,X,X,X
ZIJSOTL,O,O,X,O,O,X,X,X
ZIJSOLT,O,O,X,O,O,X,X,X
ZIJOTLS,X,X,O,O,O,O,X,X
ZIJOTSL,X,X,X,O,O,X,X,X
ZIJOLTS,X,X,O,O,O,O,X,X
ZIJOLST,O,X,X,O,O,X,X,X
ZIJOSTL,O,O,X,O,O,X,X,X
ZIJOSLT,O,O,X,O,O,X,X,X
ZISTLJO,O,O,X,X,O,X,X,X
ZISTLOJ,O,O,X,X,O,X,X,X
ZISTJLO,O,O,X,X,O,X,X,X
ZISTJOL,O,O,X,X,O,X,X,X
ZISTOLJ,O,O,X,X,O,X,X,X
ZISTOJL,O,O,X,X,O,X,X,X
ZISLTJO,O,O,X,X,O,X,X,X
ZISLTOJ,O,O,X,X,O,X,X,X
ZISLJTO,O,O,X,X,O,X,X,X
ZISLJOT,O,O,X,X,O,X,X,X
ZISLOTJ,O,O,X,X,O,X,X,X
ZISLOJT,X,O,X,X,O,X,X,X
ZISJTLO,O,O,X,X,O,X,X,X
ZISJTOL,O,O,X,X,O,X,X,X
ZISJLTO,O,O,X,X,O,X,X,X
ZISJLOT,O,O,X,X,O,X,X,X
ZISJOTL,O,O,X,X,O,X,X,X
ZISJOLT,O,O,X,X,O,X,X,X
ZISOTLJ,O,O,X,X,O,X,X,X
ZISOTJL,O,O,X,X,O,X,X,X
ZISOLTJ,O,O,X,X,O,X,X,X
ZISOLJT,X,O,X,X,O,X,X,X
ZISOJTL,X,O,X,X,O,X,X,X
ZISOJLT,X,O,X,X,O,X,X,X
ZIOTLJS,X,X,X,O,O,O,X,X
ZIOTLSJ,X,X,X,O,O,O,X,X
ZIOTJLS,X,X,X,O,O,O,X,X
ZIOTJSL,X,X,X,O,O,X,X,X
ZIOTSLJ,X,X,X,O,O,X,X,X
ZIOTSJL,X,X,X,X,O,X,X,X
ZIOLTJS,X,X,X,O,O,X,X,X
ZIOLTSJ,X,X,X,O,O,X,X,X
ZIOLJTS,X,X,X,O,O,O,X,X
ZIOLJST,X,X,X,O,O,X,X,X
ZIOLSTJ,O,X,X,O,O,X,X,X
ZIOLSJT,X,X,X,O,O,X,X,X
ZIOJTLS,X,X,X,O,O,O,X,X
ZIOJTSL,X,X,X,O,O,X,X,X
ZIOJLTS,X,X,X,O,O,O,X,X
ZIOJLST,X,X,X,O,O,X,X,X
ZIOJSTL,X,O,X,O,O,X,X,X
ZIOJSLT,X,O,X,O,O,X,X,X
ZIOSTLJ,O,X,X,O,O,X,X,X
ZIOSTJL,O,O,X,X,O,X,X,X
ZIOSLTJ,O,X,X,O,O,X,X,X
ZIOSLJT,X,O,X,O,O,X,X,X
ZIOSJTL,X,O,X,O,O,X,X,X
ZIOSJLT,X,O,X,O,O,X,X,X
ZLTIJSO,O,O,X,O,O,O,X,X
ZLTIJOS,O,O,X,O,O,O,O,X
