sequence,v115@AhA8IeA8EeA8CeB8CeB8CeC8BeB8JeZFJvhF/mBUiB?FjB6pBOpBTsB,v115@AhA8IeA8EeA8CeB8CeB8CeC8BeB8JeZFJvhF/mBUiB?FjBOpB6pBTsB,v115@AhA8IeA8EeA8CeB8CeB8CeC8BeB8Je/EJvhFalBThB?xiBlnB2uBUsB,v115@AhA8IeA8EeA8CeB8CeB8CeC8BeB8Jem/IvhFThBxiB?KpBfqBlnBUsB,v115@AhA8IeA8EeA8CeB8CeB8CeC8BeB8Je2EJvhFThBxiB?lnB3kByuBUsB,v115@AhA8IeA8EeA8CeB8CeB8CeC8BeB8Jem/IvhFThBxiB?VsBipB0pB3sB,v115@AhA8IeA8EeA8CeB8CeB8CeC8BeB8Jei/IvhFThBxiB?cpBeqBVsB3sB,v115@AhA8IeA8EeA8CeB8CeB8CeC8BeB8JeTBJvhFxiBikB?lnB3pBUsBmpB
JTSZLIO,O,O,O,X,X,X,O,X
JTSZLOI,X,X,O,X,X,X,O,X
JTSZOIL,X,O,O,X,X,X,O,X
JTSZOLI,X,X,O,X,X,X,O,X
JTSOILZ,X,O,O,X,X,X,X,X
JTSOIZL,X,O,O,X,X,X,O,X
JTSOLIZ,X,O,O,X,X,X,X,X
JTSOLZI,X,O,O,X,X,X,X,O
JTSOZIL,X,O,O,X,X,X,O,X
JTSOZLI,X,O,O,X,X,X,O,X
JTZILSO,X,X,O,X,X,X,O,X
JTZILOS,X,X,O,X,X,X,O,X
JTZISLO,X,O,O,X,X,X,O,X
JTZISOL,X,O,O,X,X,X,O,X
JTZIOLS,X,X,O,X,X,X,O,X
JTZIOSL,X,O,O,X,X,X,O,X
JTZLISO,X,X,O,X,X,X,O,X
JTZLIOS,X,X,O,X,X,X,O,X
JTZLSIO,X,X,O,X,X,X,O,X
JTZLSOI,X,X,O,X,X,X,O,X
JTZLOIS,X,X,O,X,X,X,O,X
JTZLOSI,X,X,O,X,X,X,O,X
JTZSILO,X,O,O,X,X,X,O,X
JTZSIOL,X,O,O,X,X,X,O,X
JTZSLIO,X,O,O,X,X,X,O,X
JTZSLOI,X,X,O,X,X,X,O,X
JTZSOIL,X,O,O,X,X,X,O,X
JTZSOLI,X,X,O,X,X,X,O,X
JTZOILS,X,X,O,X,X,X,O,X
JTZOISL,X,O,O,X,X,X,O,X
JTZOLIS,X,X,O,X,X,X,O,X
JTZOLSI,X,X,O,X,X,X,O,X
JTZOSIL,X,O,O,X,X,X,O,X
JTZOSLI,X,O,O,X,X,X,O,X
JTOILSZ,O,O,O,O,O,X,X,X
JTOILZS,X,X,X,X,O,O,O,X
JTOISLZ,O,O,O,X,X,X,X,X
JTOISZL,O,O,O,X,X,X,O,X
JTOIZLS,X,X,X,X,X,X,O,X
JTOIZSL,X,O,O,X,X,X,O,X
JTOLISZ,O,O,O,O,O,X,X,X
JTOLIZS,X,X,X,X,O,O,O,X
JTOLSIZ,O,O,O,O,O,O,X,X
JTOLSZI,O,O,O,O,O,O,X,X
JTOLZIS,X,X,X,X,O,O,O,X
JTOLZSI,X,X,X,X,O,O,O,X
JTOSILZ,O,O,O,X,X,X,X,X
JTOSIZL,O,O,O,X,X,X,O,X
JTOSLIZ,O,O,O,X,X,X,X,X
JTOSLZI,O,O,O,X,X,X,X,O
JTOSZIL,O,O,O,X,X,X,O,X
JTOSZLI,O,O,O,X,X,X,O,X
JTOZILS,X,X,O,X,X,X,O,X
JTOZISL,X,O,O,X,X,X,O,X
JTOZLIS,X,X,O,X,X,X,O,X
JTOZLSI,X,X,O,X,X,X,O,X
JTOZSIL,X,O,O,X,X,X,O,X
JTOZSLI,X,O,O,X,X,X,O,X
JITLSZO,O,O,O,O,X,X,X,X
JITLSOZ,X,X,O,O,O,X,X,X
JITLZSO,X,X,X,X,X,O,O,X
JITLZOS,X,X,X,X,O,O,O,X
JITLOSZ,O,O,O,O,O,X,X,X
JITLOZS,X,X,X,X,O,O,O,X
JITSLZO,O,O,O,X,X,X,X,X
JITSLOZ,X,X,O,X,X,X,X,X
JITSZLO,O,O,O,X,X,X,O,X
JITSZOL,X,O,O,X,X,X,O,X
JITSOLZ,X,O,O,X,X,X,X,X
JITSOZL,X,O,O,X,X,X,O,X
JITZLSO,X,X,X,X,X,X,O,X
JITZLOS,X,X,X,X,X,X,O,X
JITZSLO,X,O,O,X,X,X,O,X
JITZSOL,X,O,O,X,X,X,O,X
JITZOLS,X,X,X,X,X,X,O,X
JITZOSL,X,O,O,X,X,X,O,X
JITOLSZ,O,O,O,O,O,X,X,X
JITOLZS,X,X,X,X,O,O,O,X
JITOSLZ,O,O,O,X,X,X,X,X
JITOSZL,O,O,O,X,X,X,O,X
JITOZLS,X,X,X,X,X,X,O,X
JITOZSL,X,O,O,X,X,X,O,X
JILTSZO,O,O,O,O,X,X,X,X
JILTSOZ,X,X,O,O,O,O,X,X
JILTZSO,X,X,X,X,X,O,O,X
JILTZOS,X,X,X,X,O,O,O,X
JILTOSZ,O,O,O,O,O,O,X,X
JILTOZS,X,X,X,X,O,O,O,X
JILSTZO,O,O,O,O,X,X,X,X
JILSTOZ,X,X,O,O,O,O,X,X
JILSZTO,O,O,O,O,X,X,X,X
JILSZOT,X,X,O,O,X,X,X,X
JILSOTZ,O,O,O,O,X,O,X,X
JILSOZT,O,O,O,O,X,X,X,X
JILZTSO,X,X,X,X,X,X,O,X
JILZTOS,X,X,X,X,O,O,O,X
JILZSTO,X,X,O,O,X,X,O,X
JILZSOT,X,X,O,O,X,X,O,X
JILZOTS,X,X,X,X,X,O,O,X
JILZOST,X,X,O,O,X,X,O,X
JILOTSZ,O,O,X,X,O,O,X,X
JILOTZS,X,X,X,X,O,O,X,X
JILOSTZ,O,O,O,O,X,O,X,X
JILOSZT,O,O,O,O,X,X,X,X
JILOZTS,X,X,X,X,X,O,O,X
JILOZST,X,X,X,X,X,X,O,X
JISTLZO,O,O,O,X,X,X,X,X
JISTLOZ,X,X,O,X,X,X,X,X
JISTZLO,O,O,O,X,X,X,O,X
JISTZOL,X,O,O,X,X,X,O,X
JISTOLZ,X,O,O,X,X,X,X,X
JISTOZL,X,O,O,X,X,X,O,X
JISLTZO,O,O,O,X,X,X,X,X
JISLTOZ,X,X,O,X,X,X,X,X
JISLZTO,O,O,O,X,X,X,X,X
JISLZOT,X,X,O,X,X,X,X,X
JISLOTZ,O,O,O,X,X,X,X,X
JISLOZT,O,O,O,X,X,X,X,X
JISZTLO,O,O,O,X,X,X,O,X
JISZTOL,X,O,O,X,X,X,O,X
JISZLTO,O,O,O,X,X,X,O,X
JISZLOT,X,X,O,X,X,X,O,X
JISZOTL,X,O,O,X,X,X,X,X
JISZOLT,X,O,O,X,X,X,O,X
JISOTLZ,O,O,O,X,X,X,X,X
JISOTZL,O,O,O,X,X,X,X,X
JISOLTZ,O,O,O,X,X,X,X,X
JISOLZT,O,O,O,X,X,X,X,X
JISOZTL,O,O,O,X,X,X,X,X
JISOZLT,O,O,O,X,X,X,O,X
JIZTLSO,X,X,O,X,X,X,O,X
JIZTLOS,X,X,O,X,X,X,O,X
JIZTSLO,X,O,O,X,X,X,O,X
JIZTSOL,X,O,O,X,X,X,O,X
JIZTOLS,X,X,O,X,X,X,O,X
JIZTOSL,X,O,O,X,X,X,O,X
JIZLTSO,X,X,X,X,X,X,O,X
JIZLTOS,X,X,X,X,X,X,O,X
JIZLSTO,X,X,O,O,X,X,O,X
JIZLSOT,X,X,O,O,X,X,O,X
JIZLOTS,X,X,X,X,X,X,O,X
JIZLOST,X,X,O,O,X,X,O,X
JIZSTLO,X,O,O,X,X,X,O,X
JIZSTOL,X,O,O,X,X,X,O,X
JIZSLTO,X,O,O,X,X,X,O,X
JIZSLOT,X,X,O,X,X,X,O,X
JIZSOTL,X,O,O,X,X,X,X,X
JIZSOLT,X,O,O,X,X,X,O,X
JIZOTLS,X,X,O,X,X,X,O,X
JIZOTSL,X,O,O,X,X,X,O,X
JIZOLTS,X,X,X,X,X,X,O,X
JIZOLST,X,X,O,O,X,X,O,X
JIZOSTL,X,O,O,X,X,X,X,X
JIZOSLT,X,O,O,X,X,X,O,X
JIOTLSZ,O,O,O,X,X,X,X,X
JIOTLZS,X,X,X,X,X,X,O,X
JIOTSLZ,O,O,O,X,X,X,X,X
JIOTSZL,O,O,O,X,X,X,O,X
JIOTZLS,X,X,X,X,X,X,O,X
JIOTZSL,X,O,O,X,X,X,O,X
JIOLTSZ,O,O,X,X,X,O,X,X
JIOLTZS,X,X,X,X,X,O,X,X
JIOLSTZ,O,O,O,O,X,O,X,X
JIOLSZT,O,O,O,O,X,X,X,X
JIOLZTS,X,X,X,X,X,O,O,X
JIOLZST,X,X,X,X,X,X,O,X
JIOSTLZ,O,O,O,X,X,X,X,X
JIOSTZL,O,O,O,X,X,X,X,X
JIOSLTZ,O,O,O,X,X,X,X,X
JIOSLZT,O,O,O,X,X,X,X,X
JIOSZTL,O,O,O,X,X,X,X,X
JIOSZLT,O,O,O,X,X,X,O,X
JIOZTLS,X,X,O,X,X,X,O,X
JIOZTSL,X,O,O,X,X,X,O,X
JIOZLTS,X,X,X,X,X,X,O,X
JIOZLST,X,X,O,X,X,X,O,X
JIOZSTL,X,O,O,X,X,X,X,X
JIOZSLT,X,O,O,X,X,X,O,X
JLTISZO,O,O,O,O,X,O,X,X
JLTISOZ,X,X,O,O,O,O,X,X
JLTIZSO,X,X,X,X,X,O,O,X
JLTIZOS,X,X,X,X,O,O,O,X
JLTIOSZ,O,O,O,O,O,O,X,X
JLTIOZS,X,X,X,X,O,O,O,X
JLTSIZO,O,O,O,O,X,O,X,X
JLTSIOZ,X,X,O,O,O,O,X,X
JLTSZIO,O,O,O,O,X,O,X,X
JLTSZOI,X,X,O,O,X,O,X,X
JLTSOIZ,X,X,O,O,O,O,X,X
JLTSOZI,X,X,O,O,O,O,X,X
JLTZISO,X,X,X,X,O,O,O,X
JLTZIOS,X,X,X,X,O,O,O,X
JLTZSIO,X,X,X,X,O,O,O,X
JLTZSOI,X,X,X,X,O,O,O,X
JLTZOIS,X,X,X,X,O,O,O,X
JLTZOSI,X,X,X,X,O,O,O,X
JLTOISZ,O,O,O,O,O,O,X,X
JLTOIZS,X,X,X,X,O,O,O,X
JLTOSIZ,O,O,O,O,O,O,X,X
JLTOSZI,O,O,O,O,O,O,X,X
JLTOZIS,X,X,X,X,O,O,O,X
JLTOZSI,X,X,X,X,O,O,O,X
JLITSZO,O,O,O,O,X,O,X,X
JLITSOZ,X,X,O,O,O,O,X,X
JLITZSO,X,X,X,X,X,O,O,X
JLITZOS,X,X,X,X,O,O,O,X
JLITOSZ,O,O,O,O,O,O,X,X
JLITOZS,X,X,X,X,O,O,O,X
JLISTZO,O,O,O,O,X,X,X,X
JLISTOZ,X,X,O,O,O,O,X,X
JLISZTO,O,O,O,O,X,X,X,X
JLISZOT,X,X,O,O,X,X,X,X
JLISOTZ,O,O,O,O,X,O,X,X
JLISOZT,O,O,O,O,X,X,X,X
JLIZTSO,X,X,X,X,O,X,O,X
JLIZTOS,X,X,X,X,O,O,O,X
JLIZSTO,X,X,O,O,X,X,O,X
JLIZSOT,X,X,O,O,X,X,O,X
JLIZOTS,X,X,X,X,O,O,O,X
JLIZOST,X,X,O,O,X,X,O,X
JLIOTSZ,O,O,X,X,O,O,X,X
JLIOTZS,X,X,X,X,O,O,X,X
JLIOSTZ,O,O,O,O,X,O,X,X
JLIOSZT,O,O,O,O,X,X,X,X
JLIOZTS,X,X,X,X,O,O,O,X
JLIOZST,X,X,X,X,X,X,O,X
JLSTIZO,O,O,O,O,X,O,X,X
JLSTIOZ,X,X,O,O,O,O,X,X
JLSTZIO,O,O,O,O,X,O,X,X
JLSTZOI,X,X,O,O,X,O,X,X
JLSTOIZ,X,X,O,O,O,O,X,X
JLSTOZI,X,X,O,O,O,O,X,X
JLSITZO,O,O,O,O,X,X,X,X
JLSITOZ,X,X,O,O,O,O,X,X
JLSIZTO,O,O,O,O,X,X,X,X
JLSIZOT,X,X,O,O,X,X,X,X
JLSIOTZ,O,O,O,O,X,O,X,X
JLSIOZT,O,O,O,O,X,X,X,X
JLSZTIO,O,O,O,O,O,X,X,X
JLSZTOI,X,X,O,O,O,X,X,X
JLSZITO,O,O,O,O,X,X,X,X
JLSZIOT,X,X,O,O,X,X,X,X
JLSZOTI,X,X,O,O,O,X,X,X
JLSZOIT,X,X,O,O,X,X,X,X
JLSOTIZ,O,O,O,O,O,O,X,X
JLSOTZI,O,O,O,O,O,O,X,X
JLSOITZ,O,O,O,O,X,O,X,X
JLSOIZT,O,O,O,O,X,X,X,X
JLSOZTI,O,O,O,O,O,X,X,X
JLSOZIT,O,O,O,O,X,X,X,X
JLZTISO,X,X,O,O,O,X,O,X
JLZTIOS,X,X,O,O,O,O,O,X
JLZTSIO,X,X,O,O,O,O,O,X
JLZTSOI,X,X,O,O,O,O,O,X
JLZTOIS,X,X,O,O,O,O,O,X
JLZTOSI,X,X,O,O,O,O,O,X
JLZITSO,X,X,X,X,O,X,O,X
JLZITOS,X,X,X,X,O,O,O,X
JLZISTO,X,X,O,O,X,X,O,X
JLZISOT,X,X,O,O,X,X,O,X
JLZIOTS,X,X,X,X,O,O,O,X
JLZIOST,X,X,O,O,X,X,O,X
JLZSTIO,X,X,O,O,O,X,O,X
JLZSTOI,X,X,O,O,O,X,O,X
JLZSITO,X,X,O,O,X,X,O,X
JLZSIOT,X,X,O,O,X,X,O,X
JLZSOTI,X,X,O,O,O,X,O,X
JLZSOIT,X,X,O,O,X,X,O,X
JLZOTIS,X,X,O,O,O,O,O,X
JLZOTSI,X,X,O,O,O,O,O,X
JLZOITS,X,X,X,X,O,O,O,X
JLZOIST,X,X,O,O,X,X,O,X
JLZOSTI,X,X,O,O,O,X,O,X
JLZOSIT,X,X,O,O,X,X,O,X
JLOTISZ,O,O,O,O,O,O,X,X
JLOTIZS,X,X,X,X,O,O,O,X
JLOTSIZ,O,O,O,O,O,O,X,X
JLOTSZI,O,O,O,O,O,O,X,X
JLOTZIS,X,X,X,X,O,O,O,X
JLOTZSI,X,X,X,X,O,O,O,X
JLOITSZ,O,O,X,X,O,O,X,X
JLOITZS,X,X,X,X,O,O,X,X
JLOISTZ,O,O,O,O,X,O,X,X
JLOISZT,O,O,O,O,X,X,X,X
JLOIZTS,X,X,X,X,O,O,O,X
JLOIZST,X,X,X,X,X,X,O,X
JLOSTIZ,O,O,O,O,O,O,X,X
JLOSTZI,O,O,O,O,O,O,X,X
JLOSITZ,O,O,O,O,X,O,X,X
JLOSIZT,O,O,O,O,X,X,X,X
JLOSZTI,O,O,O,O,O,X,X,X
JLOSZIT,O,O,O,O,X,X,X,X
JLOZTIS,X,X,O,O,O,O,O,X
JLOZTSI,X,X,O,O,O,O,O,X
JLOZITS,X,X,X,X,O,O,O,X
JLOZIST,X,X,O,O,X,X,O,X
JLOZSTI,X,X,O,O,O,X,O,X
JLOZSIT,X,X,O,O,X,X,O,X
JSTILZO,O,O,O,X,X,X,X,X
JSTILOZ,X,X,O,X,X,X,X,X
JSTIZLO,O,O,O,X,X,X,O,X
JSTIZOL,X,O,O,X,X,X,O,X
JSTIOLZ,X,O,O,X,X,X,X,X
JSTIOZL,X,O,O,X,X,X,O,X
JSTLIZO,O,O,O,X,X,X,X,X
JSTLIOZ,X,X,O,X,X,X,X,X
JSTLZIO,O,O,O,X,X,X,X,X
JSTLZOI,X,X,O,X,X,X,X,X
JSTLOIZ,X,X,O,X,X,X,X,X
JSTLOZI,X,X,O,X,X,X,X,O
JSTZILO,O,O,O,X,X,X,O,X
JSTZIOL,X,O,O,X,X,X,O,X
JSTZLIO,O,O,O,X,X,X,O,X
JSTZLOI,X,X,O,X,X,X,O,X
JSTZOIL,X,O,O,X,X,X,O,X
JSTZOLI,X,X,O,X,X,X,O,X
JSTOILZ,X,O,O,X,X,X,X,X
JSTOIZL,X,O,O,X,X,X,O,X
JSTOLIZ,X,O,O,X,X,X,X,X
JSTOLZI,X,O,O,X,X,X,X,O
JSTOZIL,X,O,O,X,X,X,O,X
JSTOZLI,X,O,O,X,X,X,O,X
JSITLZO,O,O,O,X,X,X,X,X
JSITLOZ,X,X,O,X,X,X,X,X
JSITZLO,O,O,O,X,X,X,O,X
JSITZOL,X,O,O,X,X,X,O,X
JSITOLZ,X,O,O,X,X,X,X,X
JSITOZL,X,O,O,X,X,X,O,X
JSILTZO,O,O,O,X,X,X,X,X
JSILTOZ,X,X,O,X,X,X,X,X
JSILZTO,O,O,O,X,X,X,X,X
JSILZOT,X,X,O,X,X,X,X,X
JSILOTZ,O,O,O,X,X,X,X,X
JSILOZT,O,O,O,X,X,X,X,X
JSIZTLO,O,O,O,X,X,X,O,X
JSIZTOL,X,O,O,X,X,X,O,X
JSIZLTO,O,O,O,X,X,X,O,X
JSIZLOT,X,X,O,X,X,X,O,X
JSIZOTL,X,O,O,X,X,X,X,X
JSIZOLT,X,O,O,X,X,X,O,X
JSIOTLZ,O,O,O,X,X,X,X,X
JSIOTZL,O,O,O,X,X,X,X,X
JSIOLTZ,O,O,O,X,X,X,X,X
JSIOLZT,O,O,O,X,X,X,X,X
JSIOZTL,O,O,O,X,X,X,X,X
JSIOZLT,O,O,O,X,X,X,O,X
JSLTIZO,O,O,O,X,X,X,X,X
JSLTIOZ,X,X,O,X,X,X,X,X
JSLTZIO,O,O,O,X,X,X,X,X
JSLTZOI,X,X,O,X,X,X,X,X
JSLTOIZ,X,X,O,X,X,X,X,X
JSLTOZI,X,X,O,X,X,X,X,O
JSLITZO,O,O,O,X,X,X,X,X
JSLITOZ,X,X,O,X,X,X,X,X
JSLIZTO,O,O,O,X,X,X,X,X
JSLIZOT,X,X,O,X,X,X,X,X
JSLIOTZ,O,O,O,X,X,X,X,X
JSLIOZT,O,O,O,X,X,X,X,X
JSLZTIO,O,O,O,X,X,X,X,O
JSLZTOI,X,X,O,X,X,X,X,O
JSLZITO,O,O,O,X,X,X,X,X
JSLZIOT,X,X,O,X,X,X,X,X
JSLZOTI,X,X,O,X,X,X,X,O
JSLZOIT,X,X,O,X,X,X,X,X
JSLOTIZ,O,O,O,X,X,X,X,X
JSLOTZI,O,O,O,X,X,X,X,O
JSLOITZ,O,O,O,X,X,X,X,X
JSLOIZT,O,O,O,X,X,X,X,X
JSLOZTI,O,O,O,X,X,X,X,O
JSLOZIT,O,O,O,X,X,X,X,X
JSZTILO,O,O,O,X,X,X,O,O
JSZTIOL,X,O,O,X,X,X,O,O
JSZTLIO,O,O,O,X,X,X,O,O
JSZTLOI,X,X,O,X,X,X,O,O
JSZTOIL,X,O,O,X,X,X,O,O
JSZTOLI,X,X,O,X,X,X,O,O
JSZITLO,O,O,O,X,X,X,O,X
JSZITOL,X,O,O,X,X,X,O,X
JSZILTO,O,O,O,X,X,X,O,X
JSZILOT,X,X,O,X,X,X,O,X
JSZIOTL,X,O,O,X,X,X,X,X
JSZIOLT,X,O,O,X,X,X,O,X
JSZLTIO,O,O,O,X,X,X,O,O
JSZLTOI,X,X,O,X,X,X,O,O
JSZLITO,O,O,O,X,X,X,O,X
JSZLIOT,X,X,O,X,X,X,O,X
JSZLOTI,X,X,O,X,X,X,O,O
JSZLOIT,X,X,O,X,X,X,O,X
JSZOTIL,X,O,O,X,X,X,O,O
JSZOTLI,X,O,O,X,X,X,O,O
JSZOITL,X,O,O,X,X,X,X,X
JSZOILT,X,O,O,X,X,X,O,X
JSZOLTI,X,O,O,X,X,X,O,O
JSZOLIT,X,O,O,X,X,X,O,X
JSOTILZ,O,O,O,X,X,X,X,X
JSOTIZL,O,O,O,X,X,X,O,X
JSOTLIZ,O,O,O,X,X,X,X,X
JSOTLZI,O,O,O,X,X,X,X,O
JSOTZIL,O,O,O,X,X,X,O,X
JSOTZLI,O,O,O,X,X,X,O,X
JSOITLZ,O,O,O,X,X,X,X,X
JSOITZL,O,O,O,X,X,X,X,X
JSOILTZ,O,O,O,X,X,X,X,X
JSOILZT,O,O,O,X,X,X,X,X
JSOIZTL,O,O,O,X,X,X,X,X
JSOIZLT,O,O,O,X,X,X,O,X
JSOLTIZ,O,O,O,X,X,X,X,X
JSOLTZI,O,O,O,X,X,X,X,O
JSOLITZ,O,O,O,X,X,X,X,X
JSOLIZT,O,O,O,X,X,X,X,X
JSOLZTI,O,O,O,X,X,X,X,O
JSOLZIT,O,O,O,X,X,X,X,X
JSOZTIL,O,O,O,X,X,X,O,O
JSOZTLI,O,O,O,X,X,X,O,O
JSOZITL,O,O,O,X,X,X,X,X
JSOZILT,O,O,O,X,X,X,O,X
JSOZLTI,O,O,O,X,X,X,O,O
JSOZLIT,O,O,O,X,X,X,O,X
JZTILSO,X,X,O,O,O,X,O,X
JZTILOS,X,X,O,O,O,X,O,X
JZTISLO,X,O,O,X,X,X,O,O
JZTISOL,X,O,O,X,X,X,O,O
JZTIOLS,X,X,O,O,O,X,O,X
JZTIOSL,X,O,O,X,X,X,O,O
JZTLISO,X,X,O,O,O,X,O,X
JZTLIOS,X,X,O,O,O,X,O,X
JZTLSIO,X,X,O,O,O,X,O,X
JZTLSOI,X,X,O,O,O,X,O,X
JZTLOIS,X,X,O,O,O,X,O,X
JZTLOSI,X,X,O,O,O,X,O,X
JZTSILO,X,O,O,X,X,X,O,O
JZTSIOL,X,O,O,X,X,X,O,O
JZTSLIO,X,O,O,X,X,X,O,O
JZTSLOI,X,X,O,X,X,X,O,O
JZTSOIL,X,O,O,X,X,X,O,O
JZTSOLI,X,X,O,X,X,X,O,O
JZTOILS,X,X,O,O,O,X,O,X
JZTOISL,X,O,O,X,X,X,O,O
JZTOLIS,X,X,O,O,O,X,O,X
JZTOLSI,X,X,O,O,O,X,O,X
JZTOSIL,X,O,O,X,X,X,O,O
JZTOSLI,X,O,O,X,X,X,O,O
JZITLSO,X,X,O,X,X,X,O,X
JZITLOS,X,X,O,X,X,X,O,X
JZITSLO,X,O,O,X,X,X,O,X
JZITSOL,X,O,O,X,X,X,O,X
JZITOLS,X,X,O,X,X,X,O,X
JZITOSL,X,O,O,X,X,X,O,X
JZILTSO,X,X,X,X,X,X,O,X
JZILTOS,X,X,X,X,X,X,O,X
JZILSTO,X,X,O,O,X,X,O,X
JZILSOT,X,X,O,O,X,X,O,X
JZILOTS,X,X,X,X,X,X,O,X
JZILOST,X,X,O,O,X,X,O,X
JZISTLO,X,O,O,X,X,X,O,X
JZISTOL,X,O,O,X,X,X,O,X
JZISLTO,X,O,O,X,X,X,O,X
JZISLOT,X,X,O,X,X,X,O,X
JZISOTL,X,O,O,X,X,X,X,X
JZISOLT,X,O,O,X,X,X,O,X
JZIOTLS,X,X,O,X,X,X,O,X
JZIOTSL,X,O,O,X,X,X,O,X
JZIOLTS,X,X,X,X,X,X,O,X
JZIOLST,X,X,O,O,X,X,O,X
JZIOSTL,X,O,O,X,X,X,X,X
JZIOSLT,X,O,O,X,X,X,O,X
JZLTISO,X,X,O,O,O,X,O,X
JZLTIOS,X,X,O,O,O,X,O,X
JZLTSIO,X,X,O,O,O,X,O,X
JZLTSOI,X,X,O,O,O,X,O,X
JZLTOIS,X,X,O,O,O,X,O,X
JZLTOSI,X,X,O,O,O,X,O,X
JZLITSO,X,X,X,X,O,X,O,X
JZLITOS,X,X,X,X,O,X,O,X
JZLISTO,X,X,O,O,X,X,O,X
JZLISOT,X,X,O,O,X,X,O,X
JZLIOTS,X,X,X,X,O,X,O,X
JZLIOST,X,X,O,O,X,X,O,X
JZLSTIO,X,X,O,O,O,X,O,X
JZLSTOI,X,X,O,O,O,X,O,X
JZLSITO,X,X,O,O,X,X,O,X
JZLSIOT,X,X,O,O,X,X,O,X
JZLSOTI,X,X,O,O,O,X,O,X
JZLSOIT,X,X,O,O,X,X,O,X
JZLOTIS,X,X,O,O,O,X,O,X
JZLOTSI,X,X,O,O,O,X,O,X
JZLOITS,X,X,X,X,O,X,O,X
JZLOIST,X,X,O,O,X,X,O,X
JZLOSTI,X,X,O,O,O,X,O,X
JZLOSIT,X,X,O,O,X,X,O,X
JZSTILO,X,O,O,X,X,X,O,O
JZSTIOL,X,O,O,X,X,X,O,O
JZSTLIO,X,O,O,X,X,X,O,O
JZSTLOI,X,X,O,X,X,X,O,O
JZSTOIL,X,O,O,X,X,X,O,O
JZSTOLI,X,X,O,X,X,X,O,O
JZSITLO,X,O,O,X,X,X,O,X
JZSITOL,X,O,O,X,X,X,O,X
JZSILTO,X,O,O,X,X,X,O,X
JZSILOT,X,X,O,X,X,X,O,X
JZSIOTL,X,O,O,X,X,X,X,X
JZSIOLT,X,O,O,X,X,X,O,X
JZSLTIO,X,O,O,X,X,X,O,O
JZSLTOI,X,X,O,X,X,X,O,O
JZSLITO,X,O,O,X,X,X,O,X
JZSLIOT,X,X,O,X,X,X,O,X
JZSLOTI,X,X,O,X,X,X,O,O
JZSLOIT,X,X,O,X,X,X,O,X
JZSOTIL,X,O,O,X,X,X,O,O
JZSOTLI,X,O,O,X,X,X,O,O
JZSOITL,X,O,O,X,X,X,X,X
JZSOILT,X,O,O,X,X,X,O,X
JZSOLTI,X,O,O,X,X,X,O,O
JZSOLIT,X,O,O,X,X,X,O,X
JZOTILS,X,X,O,O,O,X,O,X
JZOTISL,X,O,O,X,X,X,O,O
JZOTLIS,X,X,O,O,O,X,O,X
JZOTLSI,X,X,O,O,O,X,O,X
JZOTSIL,X,O,O,X,X,X,O,O
JZOTSLI,X,O,O,X,X,X,O,O
JZOITLS,X,X,O,X,X,X,O,X
JZOITSL,X,O,O,X,X,X,O,X
JZOILTS,X,X,X,X,X,X,O,X
JZOILST,X,X,O,O,X,X,O,X
JZOISTL,X,O,O,X,X,X,X,X
JZOISLT,X,O,O,X,X,X,O,X
JZOLTIS,X,X,O,O,O,X,O,X
JZOLTSI,X,X,O,O,O,X,O,X
JZOLITS,X,X,X,X,O,X,O,X
JZOLIST,X,X,O,O,X,X,O,X
JZOLSTI,X,X,O,O,O,X,O,X
JZOLSIT,X,X,O,O,X,X,O,X
JZOSTIL,X,O,O,X,X,X,O,O
JZOSTLI,X,O,O,X,X,X,O,O
JZOSITL,X,O,O,X,X,X,X,X
JZOSILT,X,O,O,X,X,X,O,X
JZOSLTI,X,O,O,X,X,X,O,O
JZOSLIT,X,O,O,X,X,X,O,X
JOTILSZ,O,O,O,O,O,X,X,X
JOTILZS,X,X,X,X,O,O,O,X
JOTISLZ,O,O,O,X,X,X,X,X
JOTISZL,O,O,O,X,X,X,O,X
JOTIZLS,X,X,X,X,X,X,O,X
JOTIZSL,X,O,O,X,X,X,O,X
JOTLISZ,O,O,O,O,O,X,X,X
JOTLIZS,X,X,X,X,O,O,O,X
JOTLSIZ,O,O,O,O,O,O,X,X
JOTLSZI,O,O,O,O,O,O,X,X
JOTLZIS,X,X,X,X,O,O,O,X
JOTLZSI,X,X,X,X,O,O,O,X
JOTSILZ,O,O,O,X,X,X,X,X
JOTSIZL,O,O,O,X,X,X,O,X
JOTSLIZ,O,O,O,X,X,X,X,X
JOTSLZI,O,O,O,X,X,X,X,O
JOTSZIL,O,O,O,X,X,X,O,X
JOTSZLI,O,O,O,X,X,X,O,X
JOTZILS,X,X,O,X,X,X,O,X
JOTZISL,X,O,O,X,X,X,O,X
JOTZLIS,X,X,O,X,X,X,O,X
JOTZLSI,X,X,O,X,X,X,O,X
JOTZSIL,X,O,O,X,X,X,O,X
JOTZSLI,X,O,O,X,X,X,O,X
JOITLSZ,O,O,O,X,X,X,X,X
JOITLZS,X,X,X,X,X,X,O,X
JOITSLZ,O,O,O,X,X,X,X,X
JOITSZL,O,O,O,X,X,X,O,X
JOITZLS,X,X,X,X,X,X,O,X
JOITZSL,X,O,O,X,X,X,O,X
JOILTSZ,O,O,X,X,X,O,X,X
JOILTZS,X,X,X,X,X,O,X,X
