sequence,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF/lBRhB0mB6sBlp?B2wB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhFxgBymB0lB+sBlp?B3rB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF/lBamBUiBWsBlp?BxwB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF2lBRhBfsB6sBlp?BUrB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF/lBRhBKrBGnBlp?BUsB,v115@EhC8HeB8HeC8AeB8DeB8Je2EJvhFRgBUiBfrB6rBlp?BTsB,v115@EhC8HeB8HeC8AeB8DeB8JeOEJvhFXgBlhBUmBTnBCq?BxwB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhFmgBqmB/nB0lBlp?BxwB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhFigBfrBxmBUnBlp?BWxB,v115@EhC8HeB8HeC8AeB8DeB8JeRAJvhFUiBypBGrBTsB/p?BFrB,v115@EhC8HeB8HeC8AeB8DeB8Jel/IvhFclB/pBxmBGrBTs?BirB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF/lBxmBarBUnBlp?BWxB,v115@EhC8HeB8HeC8AeB8DeB8JeSFJvhF/pBxmBmkBlmBUr?BTsB
LTOISZJ,O,X,O,O,O,X,X,O,O,X,X,X,X
LTOIZJS,X,X,X,O,X,O,X,X,X,X,X,X,X
LTOIZSJ,X,X,X,O,O,O,X,O,X,X,X,X,X
LTOJISZ,O,X,X,O,X,O,X,X,X,O,X,O,X
LTOJIZS,O,X,X,O,X,O,X,X,X,O,X,X,X
LTOJSIZ,O,O,X,O,O,O,X,X,O,O,X,O,X
LTOJSZI,O,O,X,O,O,O,X,X,O,O,X,X,X
LTOJZIS,O,O,X,O,X,O,X,X,X,O,X,X,X
LTOJZSI,O,O,X,O,O,O,X,X,X,O,X,X,X
LTOSIJZ,O,X,O,O,O,O,X,X,O,X,X,X,X
LTOSIZJ,O,X,O,O,O,O,X,X,O,X,X,X,X
LTOSJIZ,O,X,X,O,O,O,X,X,O,X,X,O,X
LTOSJZI,O,X,X,O,O,O,X,X,O,X,X,X,X
LTOSZIJ,O,X,X,O,O,O,X,X,O,X,X,X,X
LTOSZJI,O,X,X,O,O,O,X,X,O,X,X,X,X
LTOZIJS,X,O,X,O,X,O,X,X,X,X,X,X,X
LTOZISJ,X,O,X,O,O,O,X,X,X,X,X,X,X
LTOZJIS,O,O,X,O,O,O,X,X,X,O,X,X,X
LTOZJSI,O,O,X,O,O,O,X,X,X,O,X,X,X
LTOZSIJ,O,O,X,O,O,O,X,X,O,X,X,X,X
LTOZSJI,O,X,X,O,O,O,X,X,O,X,X,X,X
LITJSZO,O,X,O,O,X,X,O,X,X,X,X,X,X
LITJSOZ,O,X,O,O,X,X,O,X,X,X,X,X,X
LITJZSO,O,X,O,X,X,O,O,X,X,X,X,X,X
LITJZOS,O,X,O,X,X,X,O,X,X,X,X,X,X
LITJOSZ,O,X,O,O,X,X,O,X,X,X,X,X,X
LITJOZS,O,X,O,X,X,X,O,X,X,X,X,X,X
LITSJZO,O,X,O,O,X,X,O,O,X,X,X,X,X
LITSJOZ,O,X,O,O,O,X,O,O,X,X,X,X,X
LITSZJO,X,X,O,O,O,X,O,O,X,X,X,X,X
LITSZOJ,O,X,O,O,O,X,O,O,X,X,X,X,X
LITSOJZ,O,X,O,O,O,X,O,O,X,X,X,X,X
LITSOZJ,O,X,O,O,O,X,O,O,X,X,X,X,X
LITZJSO,X,X,X,O,X,O,O,X,X,X,X,X,X
LITZJOS,X,X,X,O,X,X,O,X,X,X,X,X,X
LITZSJO,X,X,X,O,O,O,O,O,X,X,X,X,X
LITZSOJ,X,X,X,O,O,O,O,O,X,X,X,X,X
LITZOJS,X,X,X,O,X,X,O,X,X,X,X,X,X
LITZOSJ,X,X,X,O,O,X,O,O,X,X,X,X,X
LITOJSZ,O,X,O,O,X,X,O,X,X,X,X,X,X
LITOJZS,O,X,O,X,X,X,O,X,X,X,X,X,X
LITOSJZ,O,X,O,O,O,X,O,O,X,X,X,X,X
LITOSZJ,O,X,O,O,O,X,O,O,X,X,X,X,X
LITOZJS,X,X,X,O,X,X,O,X,X,X,X,X,X
LITOZSJ,X,X,X,O,O,X,O,O,X,X,X,X,X
LIJTSZO,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJTSOZ,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJTZSO,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJTZOS,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJTOSZ,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJTOZS,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJSTZO,O,X,O,O,X,X,O,X,X,X,X,X,X
LIJSTOZ,O,X,O,O,O,X,O,X,X,X,X,X,X
LIJSZTO,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJSZOT,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJSOTZ,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJSOZT,X,X,O,X,X,X,O,X,X,X,X,X,X
LIJZTSO,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJZTOS,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJZSTO,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJZSOT,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJZOTS,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJZOST,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJOTSZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJOTZS,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJOSTZ,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJOSZT,X,X,O,X,X,X,O,X,X,X,X,X,X
LIJOZTS,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJOZST,X,X,O,X,X,X,O,X,X,X,X,X,X
LISTJZO,O,X,O,O,X,X,O,O,X,X,X,X,X
LISTJOZ,O,X,O,O,O,X,O,O,X,X,X,X,X
LISTZJO,X,X,O,O,O,X,O,O,X,X,X,X,X
LISTZOJ,O,X,O,O,O,X,O,O,X,X,X,X,X
LISTOJZ,O,X,O,O,O,X,O,O,X,X,X,X,X
LISTOZJ,O,X,O,O,O,X,O,O,X,X,X,X,X
LISJTZO,O,X,O,O,X,X,O,O,X,X,X,X,X
LISJTOZ,O,X,O,O,O,X,O,O,X,X,X,X,X
LISJZTO,O,X,O,X,X,X,O,O,X,X,X,X,X
LISJZOT,O,X,O,X,X,X,O,O,X,X,X,X,X
LISJOTZ,O,X,O,X,X,X,O,X,X,X,X,X,X
LISJOZT,X,X,O,X,X,X,O,X,X,X,X,X,X
LISZTJO,X,X,O,O,O,X,O,O,X,X,X,X,X
LISZTOJ,O,X,O,O,O,X,O,O,X,X,X,X,X
LISZJTO,X,X,O,X,O,X,O,O,X,X,X,X,X
LISZJOT,X,X,O,X,X,X,O,O,X,X,X,X,X
LISZOTJ,X,X,X,X,O,X,O,O,X,X,X,X,X
LISZOJT,X,X,X,X,X,X,O,O,X,X,X,X,X
LISOTJZ,O,X,O,O,O,X,O,O,X,X,X,X,X
LISOTZJ,O,X,O,O,O,X,O,O,X,X,X,X,X
LISOJTZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LISOJZT,X,X,O,X,X,X,O,X,X,X,X,X,X
LISOZTJ,X,X,X,X,X,X,O,O,X,X,X,X,X
LISOZJT,X,X,X,X,X,X,O,O,X,X,X,X,X
LIZTJSO,X,X,X,O,X,O,O,X,X,X,X,X,X
LIZTJOS,X,X,X,O,X,X,O,X,X,X,X,X,X
LIZTSJO,X,X,X,O,O,O,O,O,X,X,X,X,X
LIZTSOJ,X,X,X,O,O,O,O,O,X,X,X,X,X
LIZTOJS,X,X,X,O,X,X,O,X,X,X,X,X,X
LIZTOSJ,X,X,X,O,O,X,O,O,X,X,X,X,X
LIZJTSO,X,X,O,O,X,X,O,X,X,X,X,X,X
LIZJTOS,X,X,X,O,X,X,O,X,X,X,X,X,X
LIZJSTO,O,X,O,O,O,X,O,X,X,X,X,X,X
LIZJSOT,X,X,O,O,X,X,O,X,X,X,X,X,X
LIZJOTS,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZJOST,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZSTJO,X,X,O,O,O,O,O,O,X,X,X,X,X
LIZSTOJ,O,X,O,O,O,O,O,O,X,X,X,X,X
LIZSJTO,X,X,O,O,O,X,O,O,X,X,X,X,X
LIZSJOT,X,X,O,O,X,X,O,O,X,X,X,X,X
LIZSOTJ,X,X,X,O,O,X,O,O,X,X,X,X,X
LIZSOJT,X,X,X,O,X,X,O,O,X,X,X,X,X
LIZOTJS,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZOTSJ,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZOJTS,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZOJST,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZOSTJ,X,X,X,X,O,X,O,X,X,X,X,X,X
LIZOSJT,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOTJSZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOTJZS,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOTSJZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOTSZJ,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOTZJS,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOTZSJ,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOJTSZ,X,X,X,X,X,X,O,X,X,O,X,X,X
LIOJTZS,X,X,X,X,X,X,O,X,X,O,X,X,X
LIOJSTZ,O,X,O,X,X,X,O,X,X,O,X,X,X
LIOJSZT,X,X,O,X,X,X,O,X,X,O,X,X,X
LIOJZTS,X,X,X,X,X,X,O,X,X,O,X,X,X
LIOJZST,X,X,O,X,X,X,O,X,X,O,X,X,X
LIOSTJZ,O,X,O,O,O,X,O,X,X,X,X,X,X
LIOSTZJ,O,X,O,O,O,X,O,X,X,X,X,X,X
LIOSJTZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOSJZT,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOSZTJ,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOSZJT,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOZTJS,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOZTSJ,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOZJTS,X,X,X,X,X,X,O,X,X,O,X,X,X
LIOZJST,X,X,X,X,X,X,O,X,X,O,X,X,X
LIOZSTJ,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOZSJT,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTISZO,O,X,X,O,X,X,O,X,X,X,X,X,X
LJTISOZ,O,X,X,O,X,X,O,X,X,X,X,O,X
LJTIZSO,O,X,X,X,X,O,O,X,X,X,X,X,X
LJTIZOS,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTIOSZ,O,X,X,O,X,X,O,X,X,X,X,O,X
LJTIOZS,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTSIZO,O,O,X,O,X,X,O,X,O,X,X,X,X
LJTSIOZ,O,O,X,O,O,X,O,X,O,X,X,O,X
LJTSZIO,O,O,X,O,O,O,O,X,O,X,X,X,X
LJTSZOI,O,O,X,O,O,O,O,X,O,X,X,X,X
LJTSOIZ,O,O,X,O,O,X,X,X,O,X,X,O,X
LJTSOZI,O,O,X,O,O,X,X,X,O,X,X,X,X
LJTZISO,O,O,X,O,X,O,O,X,X,X,X,X,X
LJTZIOS,O,O,X,O,X,X,X,X,X,X,X,X,X
LJTZSIO,O,O,X,O,O,O,O,X,X,X,X,X,X
LJTZSOI,O,O,X,O,O,O,O,X,X,X,X,X,X
LJTZOIS,O,O,X,O,X,X,X,X,X,X,X,X,X
LJTZOSI,O,O,X,O,O,O,O,X,X,X,X,X,X
LJTOISZ,O,X,X,O,X,X,X,X,X,X,X,O,X
LJTOIZS,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTOSIZ,O,O,X,O,O,X,X,X,O,X,X,O,X
LJTOSZI,O,O,X,O,O,X,X,X,O,X,X,X,X
LJTOZIS,O,O,X,O,X,X,X,X,X,X,X,X,X
LJTOZSI,O,O,X,O,O,O,X,X,X,X,X,X,X
LJITSZO,O,X,X,X,X,X,O,X,X,X,X,X,X
LJITSOZ,O,X,X,X,X,X,O,X,X,X,X,O,X
LJITZSO,O,X,X,X,X,X,O,X,X,X,X,X,X
LJITZOS,O,X,X,X,X,X,O,X,X,X,X,X,X
LJITOSZ,O,X,X,X,X,X,O,X,X,X,X,O,X
LJITOZS,O,X,X,X,X,X,O,X,X,X,X,X,X
LJISTZO,O,X,X,O,X,X,O,X,X,X,X,X,X
LJISTOZ,O,X,X,O,O,X,O,X,X,X,X,O,X
LJISZTO,O,X,X,X,X,X,O,X,X,X,X,X,X
LJISZOT,O,X,X,X,X,X,O,X,X,X,X,X,X
LJISOTZ,O,X,X,X,X,X,O,X,X,X,X,X,X
LJISOZT,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIZTSO,O,X,X,X,X,X,O,X,X,X,X,X,X
LJIZTOS,O,X,X,X,X,X,O,X,X,X,X,X,X
LJIZSTO,O,X,X,X,X,X,O,X,X,X,X,X,X
LJIZSOT,O,X,X,X,X,X,O,X,X,X,X,X,X
LJIZOTS,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIZOST,O,X,X,X,X,X,O,X,X,X,X,X,X
LJIOTSZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIOTZS,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIOSTZ,O,X,X,X,X,X,O,X,X,X,X,X,X
LJIOSZT,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIOZTS,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIOZST,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSTIZO,O,O,X,O,X,X,O,X,O,X,X,X,X
LJSTIOZ,O,O,X,O,O,X,O,X,O,X,X,O,X
LJSTZIO,O,O,X,O,O,X,O,X,O,X,X,X,X
LJSTZOI,O,O,X,O,O,X,O,X,O,X,X,X,X
LJSTOIZ,O,O,X,O,O,X,X,X,O,X,X,O,X
LJSTOZI,O,O,X,O,O,X,X,X,O,X,X,X,X
LJSITZO,O,O,X,O,X,X,O,X,O,X,X,X,X
LJSITOZ,O,O,X,O,O,X,O,X,O,X,X,O,X
LJSIZTO,O,O,X,X,X,X,O,X,O,X,X,X,X
LJSIZOT,O,O,X,X,X,X,O,X,X,X,X,X,X
LJSIOTZ,O,O,X,X,X,X,O,X,O,X,X,X,X
LJSIOZT,X,O,X,X,X,X,O,X,X,X,X,X,X
LJSZTIO,O,O,X,X,O,X,O,X,O,X,X,X,X
LJSZTOI,O,O,X,X,O,X,O,X,O,X,X,X,X
LJSZITO,O,O,X,X,O,X,O,X,O,X,X,X,X
LJSZIOT,O,O,X,X,X,X,O,X,X,X,X,X,X
LJSZOTI,O,O,X,X,X,X,O,X,X,X,X,X,X
LJSZOIT,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,O,O,X,X,X,X,X,X,O,X,X,X,X
LJSOTZI,O,O,X,X,X,X,X,X,O,X,X,X,X
LJSOITZ,O,O,X,X,X,X,O,X,O,X,X,X,X
LJSOIZT,X,O,X,X,X,X,O,X,X,X,X,X,X
LJSOZTI,O,O,X,X,X,X,O,X,X,X,X,X,X
LJSOZIT,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZTISO,O,O,X,O,X,O,O,X,X,X,X,X,X
LJZTIOS,O,O,X,O,X,X,X,X,X,X,X,X,X
LJZTSIO,O,O,X,O,O,O,O,X,X,X,X,X,X
LJZTSOI,O,O,X,O,O,O,O,X,X,X,X,X,X
LJZTOIS,O,O,X,O,X,X,X,X,X,X,X,X,X
LJZTOSI,O,O,X,O,O,O,O,X,X,X,X,X,X
LJZITSO,O,O,X,O,X,X,O,X,X,X,X,X,X
LJZITOS,O,O,X,O,X,X,O,X,X,X,X,X,X
LJZISTO,O,O,X,O,O,X,O,X,X,X,X,X,X
LJZISOT,O,X,X,O,X,X,O,X,X,X,X,X,X
LJZIOTS,X,O,X,X,X,X,O,X,X,X,X,X,X
LJZIOST,O,X,X,X,X,X,O,X,X,X,X,X,X
LJZSTIO,O,O,X,O,O,O,O,X,X,X,X,X,X
LJZSTOI,O,O,X,O,O,O,O,X,X,X,X,X,X
LJZSITO,O,O,X,O,O,X,O,X,X,X,X,X,X
LJZSIOT,O,O,X,O,X,X,O,X,X,X,X,X,X
LJZSOTI,O,O,X,O,X,X,O,X,X,X,X,X,X
LJZSOIT,O,O,X,O,X,X,X,X,X,X,X,X,X
LJZOTIS,O,O,X,O,X,X,X,X,X,X,X,X,X
LJZOTSI,O,O,X,O,X,X,O,X,X,X,X,X,X
LJZOITS,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZOIST,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZOSTI,O,X,X,O,X,X,O,X,X,X,X,X,X
LJZOSIT,O,X,X,O,X,X,X,X,X,X,X,X,X
LJOTISZ,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOTIZS,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOTSIZ,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOTSZI,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOTZIS,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOTZSI,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOITSZ,X,X,X,X,X,X,O,X,X,O,X,X,X
LJOITZS,X,X,X,X,X,X,O,X,X,O,X,X,X
LJOISTZ,O,X,X,X,X,X,O,X,X,O,X,X,X
LJOISZT,X,X,X,X,X,X,O,X,X,O,X,X,X
LJOIZTS,X,X,X,X,X,X,O,X,X,O,X,X,X
LJOIZST,X,X,X,X,X,X,O,X,X,O,X,X,X
LJOSTIZ,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOSTZI,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOSITZ,O,X,X,X,X,X,O,X,X,O,X,X,X
LJOSIZT,X,X,X,X,X,X,O,X,X,O,X,X,X
LJOSZTI,O,X,X,X,X,X,O,X,X,O,X,X,X
LJOSZIT,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOZTIS,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOZTSI,O,X,X,X,X,X,O,X,X,O,X,X,X
LJOZITS,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOZIST,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOZSTI,O,X,X,X,X,X,O,X,X,O,X,X,X
LJOZSIT,O,X,X,X,X,X,X,X,X,O,X,X,X
LSTIJZO,O,X,O,O,X,O,O,X,O,X,X,X,X
LSTIJOZ,O,X,O,O,O,O,O,X,O,X,X,X,X
LSTIZJO,X,X,O,O,O,O,O,X,X,X,X,X,X
LSTIZOJ,O,X,O,O,O,O,O,X,O,X,X,X,X
LSTIOJZ,O,X,O,O,O,O,O,X,O,X,X,X,X
LSTIOZJ,O,X,O,O,O,O,O,X,O,X,X,X,X
LSTJIZO,O,X,X,O,X,O,O,X,O,X,X,X,X
LSTJIOZ,O,X,X,O,O,O,O,X,O,X,X,O,X
LSTJZIO,O,X,X,O,O,O,O,X,O,X,X,X,X
LSTJZOI,O,X,X,O,O,O,O,X,O,X,X,X,X
LSTJOIZ,O,X,X,O,O,O,X,X,O,X,X,O,X
LSTJOZI,O,X,X,O,O,O,X,X,O,X,X,X,X
LSTZIJO,X,X,X,O,O,O,O,X,X,X,X,X,O
LSTZIOJ,O,X,X,O,O,O,X,X,O,X,X,X,O
LSTZJIO,O,X,X,O,O,O,O,X,O,X,X,X,X
LSTZJOI,O,X,X,O,O,O,O,X,O,X,X,X,X
LSTZOIJ,O,X,X,O,O,O,X,X,O,X,O,X,O
LSTZOJI,O,X,X,O,O,O,O,X,O,X,O,X,X
LSTOIJZ,O,X,O,O,O,O,X,X,O,X,X,X,O
LSTOIZJ,O,X,O,O,O,O,X,X,O,X,O,X,O
LSTOJIZ,O,X,X,O,O,O,X,X,O,X,X,O,X
LSTOJZI,O,X,X,O,O,O,X,X,O,X,X,X,X
LSTOZIJ,O,X,X,O,O,O,X,X,O,X,O,X,O
LSTOZJI,O,X,X,O,O,O,X,X,O,X,O,X,X
LSITJZO,O,X,O,O,X,O,O,X,O,X,X,X,X
LSITJOZ,O,X,O,O,O,O,O,X,O,X,X,X,X
LSITZJO,X,X,O,O,O,O,O,X,X,X,X,X,X
LSITZOJ,O,X,O,O,O,O,O,X,O,X,X,X,X
LSITOJZ,O,X,O,O,O,O,O,X,O,X,X,X,X
LSITOZJ,O,X,O,O,O,O,O,X,O,X,X,X,X
LSIJTZO,O,X,O,O,X,X,O,X,O,X,X,X,X
LSIJTOZ,O,X,O,O,O,X,O,X,O,X,X,X,X
LSIJZTO,O,X,O,X,X,X,O,X,O,X,X,X,X
LSIJZOT,O,X,O,X,X,X,O,X,X,X,X,X,X
LSIJOTZ,O,X,O,X,X,X,O,X,O,X,X,X,X
LSIJOZT,X,X,O,X,X,X,O,X,X,X,X,X,X
LSIZTJO,X,X,O,O,O,O,O,X,X,X,X,X,O
LSIZTOJ,O,X,O,O,O,O,O,X,O,X,X,X,O
LSIZJTO,X,X,O,X,O,X,O,X,X,X,X,X,O
LSIZJOT,X,X,O,X,X,X,O,X,X,X,X,X,O
LSIZOTJ,X,X,X,X,O,X,O,X,X,X,X,X,O
LSIZOJT,X,X,X,X,X,X,O,X,X,X,X,X,O
LSIOTJZ,O,X,O,O,O,X,O,X,O,X,X,X,O
LSIOTZJ,O,X,O,O,O,X,O,X,O,X,X,X,O
LSIOJTZ,X,X,O,X,X,X,O,X,X,X,X,X,O
LSIOJZT,X,X,O,X,X,X,O,X,X,X,X,X,O
LSIOZTJ,X,X,X,X,X,X,O,X,X,X,X,X,O
LSIOZJT,X,X,X,X,X,X,O,X,X,X,X,X,O
LSJTIZO,O,X,X,O,X,O,O,X,O,X,X,X,X
LSJTIOZ,O,X,X,O,O,O,O,X,O,X,X,O,X
LSJTZIO,O,X,X,O,O,O,O,X,O,X,X,X,X
LSJTZOI,O,X,X,O,O,O,O,X,O,X,X,X,X
LSJTOIZ,O,X,X,O,O,O,X,X,O,X,X,O,X
LSJTOZI,O,X,X,O,O,O,X,X,O,X,X,X,X
LSJITZO,O,X,X,O,X,X,O,X,O,X,X,X,X
LSJITOZ,O,X,X,O,O,X,O,X,O,X,X,O,X
LSJIZTO,O,X,X,X,X,X,O,X,O,X,X,X,X
LSJIZOT,O,X,X,X,X,X,O,X,X,X,X,X,X
LSJIOTZ,O,X,X,X,X,X,O,X,O,X,X,X,X
LSJIOZT,X,X,X,X,X,X,O,X,X,X,X,X,X
LSJZTIO,O,X,X,X,O,O,O,X,O,X,X,X,X
LSJZTOI,O,X,X,X,O,O,O,X,O,X,X,X,X
LSJZITO,O,X,X,X,O,X,O,X,O,X,X,X,O
LSJZIOT,O,X,X,X,X,X,O,X,X,X,X,X,O
LSJZOTI,O,X,X,X,X,X,O,X,X,X,X,X,X
LSJZOIT,O,X,X,X,X,X,X,X,X,X,X,X,O
LSJOTIZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LSJOTZI,O,X,X,X,X,X,X,X,O,X,X,X,X
LSJOITZ,O,X,X,X,X,X,O,X,O,X,X,X,O
LSJOIZT,X,X,X,X,X,X,O,X,X,X,X,X,O
LSJOZTI,O,X,X,X,X,X,O,X,X,X,X,X,X
LSJOZIT,O,X,X,X,X,X,X,X,X,X,X,X,O
LSZTIJO,X,X,X,O,O,O,O,X,X,X,X,X,O
LSZTIOJ,O,X,X,O,O,O,X,X,O,X,X,X,O
LSZTJIO,O,X,X,O,O,O,O,X,O,X,X,X,X
LSZTJOI,O,X,X,O,O,O,O,X,O,X,X,X,X
LSZTOIJ,O,X,X,O,O,O,X,X,O,X,O,X,O
LSZTOJI,O,X,X,O,O,O,O,X,O,X,O,X,X
LSZITJO,X,X,X,O,O,O,O,X,X,X,X,X,O
LSZITOJ,O,X,X,O,O,O,O,X,O,X,X,X,O
LSZIJTO,X,X,X,O,O,X,O,X,X,X,X,X,O
LSZIJOT,X,X,X,O,X,X,O,X,X,X,X,X,O
LSZIOTJ,X,X,X,O,O,X,O,X,X,X,X,X,O
LSZIOJT,X,X,X,O,X,X,O,X,X,X,X,X,O
LSZJTIO,O,X,X,O,O,O,O,X,O,X,X,X,X
LSZJTOI,O,X,X,O,O,O,O,X,O,X,X,X,X
LSZJITO,O,X,X,O,O,X,O,X,O,X,X,X,O
LSZJIOT,O,X,X,O,X,X,O,X,X,X,X,X,O
LSZJOTI,O,X,X,O,X,X,O,X,X,X,X,X,X
LSZJOIT,O,X,X,O,X,X,X,X,X,X,X,X,O
LSZOTIJ,X,X,X,O,O,O,X,X,X,X,O,X,O
LSZOTJI,X,X,X,O,O,O,O,X,X,X,O,X,X
LSZOITJ,X,X,X,O,O,X,X,X,X,X,O,X,O
LSZOIJT,X,X,X,O,X,X,X,X,X,X,X,X,O
LSZOJTI,X,X,X,O,X,X,O,X,X,X,O,X,X
LSZOJIT,X,X,X,O,X,X,X,X,X,X,O,X,O
LSOTIJZ,O,X,X,O,O,O,X,X,O,X,X,X,O
LSOTIZJ,O,X,X,O,O,O,X,X,O,X,O,X,O
LSOTJIZ,O,X,X,O,O,O,X,X,O,X,X,X,X
LSOTJZI,O,X,X,O,O,O,X,X,O,X,X,X,X
LSOTZIJ,O,X,X,O,O,O,X,X,O,X,O,X,O
LSOTZJI,O,X,X,O,O,O,X,X,O,X,O,X,X
LSOITJZ,O,X,X,O,O,O,O,X,O,X,X,X,O
LSOITZJ,O,X,X,O,O,O,O,X,O,X,O,X,O
LSOIJTZ,X,X,X,X,X,X,O,X,X,X,X,X,O
LSOIJZT,X,X,X,X,X,X,O,X,X,X,O,X,O
LSOIZTJ,X,X,X,X,X,O,O,X,X,X,O,X,O
LSOIZJT,X,X,X,X,X,X,O,X,X,X,X,X,O
LSOJTIZ,O,X,X,X,X,O,X,X,O,O,X,X,X
LSOJTZI,O,X,X,X,X,O,X,X,O,O,X,X,X
LSOJITZ,O,X,X,X,X,X,O,X,O,O,X,X,O
LSOJIZT,X,X,X,X,X,X,O,X,X,O,O,X,O
LSOJZTI,O,X,X,X,X,O,O,X,X,O,O,X,X
LSOJZIT,O,X,X,X,X,X,X,X,X,O,O,X,O
LSOZTIJ,X,X,X,X,O,O,X,X,X,X,O,X,O
LSOZTJI,X,X,X,X,O,O,O,X,X,X,O,X,X
LSOZITJ,X,X,X,X,O,O,X,X,X,X,O,X,O
LSOZIJT,X,X,X,X,X,X,X,X,X,X,X,X,O
LSOZJTI,X,X,X,X,X,O,O,X,X,O,O,X,X
LSOZJIT,X,X,X,X,X,X,X,X,X,O,O,X,O
LZTIJSO,X,O,X,O,X,O,O,X,X,X,X,X,X
LZTIJOS,X,O,X,O,X,X,X,X,X,X,X,X,X
LZTISJO,X,X,X,O,O,O,O,X,X,X,X,X,X
LZTISOJ,X,O,X,O,O,O,X,X,X,X,X,X,X
LZTIOJS,X,O,X,O,X,X,X,X,X,X,X,X,X
LZTIOSJ,X,O,X,O,O,X,X,X,X,X,X,X,X
LZTJISO,O,O,X,O,O,O,O,X,X,X,X,X,X
LZTJIOS,O,O,X,O,O,X,X,X,X,X,X,X,X
LZTJSIO,O,O,X,O,O,O,O,X,X,X,X,X,X
LZTJSOI,O,O,X,O,O,O,O,X,X,X,X,X,X
