sequence,v115@9gA8IeA8HeB8FeD8BeA8CeC8Je5EJvhFigB3hBFjBc?qBOsBTrB,v115@9gA8IeA8HeB8FeD8BeA8CeC8Je5EJvhFigBFiBXjBc?qBOrBzrB,v115@9gA8IeA8HeB8FeD8BeA8CeC8JeCAJvhFxhBXjBllBc?rBesBzpB,v115@9gA8IeA8HeB8FeD8BeA8CeC8JeRAJvhFUiBFjBGlBK?rBfsBzpB,v115@9gA8IeA8HeB8FeD8BeA8CeC8JeCAJvhFxhBXjB0lBm?mBzpB1wB,v115@9gA8IeA8HeB8FeD8BeA8CeC8JeRAJvhFUiBFjBClBO?rBXqBzrB
JZLOTSI,O,O,O,X,X,X
JZLOITS,O,O,O,X,X,X
JZLOIST,O,O,O,X,X,X
JZLOSTI,O,O,O,X,X,X
JZLOSIT,O,O,O,X,X,X
JZSTILO,O,O,O,X,O,O
JZSTIOL,O,O,O,X,O,O
JZSTLIO,O,O,O,O,O,O
JZSTLOI,O,O,O,O,O,O
JZSTOIL,O,O,O,X,O,O
JZSTOLI,O,O,O,O,O,O
JZSITLO,O,O,O,X,X,O
JZSITOL,O,O,O,X,X,O
JZSILTO,O,O,O,X,O,O
JZSILOT,O,O,O,X,X,O
JZSIOTL,O,O,O,X,X,O
JZSIOLT,O,O,O,X,X,X
JZSLTIO,O,O,O,O,O,O
JZSLTOI,O,O,O,O,O,O
JZSLITO,O,O,O,O,O,O
JZSLIOT,O,O,O,O,X,O
JZSLOTI,O,O,O,O,X,O
JZSLOIT,O,O,O,O,X,O
JZSOTIL,O,O,O,X,X,O
JZSOTLI,O,O,O,O,X,O
JZSOITL,O,O,O,X,X,O
JZSOILT,O,O,O,X,X,X
JZSOLTI,O,O,O,O,X,O
JZSOLIT,O,O,O,O,X,O
JZOTILS,O,O,O,X,X,X
JZOTISL,O,O,O,X,X,O
JZOTLIS,O,O,O,X,X,X
JZOTLSI,O,O,O,X,X,X
JZOTSIL,O,O,O,X,X,O
JZOTSLI,O,O,O,O,X,O
JZOITLS,O,O,O,X,X,X
JZOITSL,O,O,O,X,X,O
JZOILTS,O,O,O,X,X,X
JZOILST,O,O,O,X,X,X
JZOISTL,O,O,O,X,X,X
JZOISLT,O,O,O,X,X,X
JZOLTIS,O,O,O,X,X,X
JZOLTSI,O,O,O,X,X,X
JZOLITS,O,O,O,X,X,X
JZOLIST,O,O,O,X,X,X
JZOLSTI,O,O,O,X,X,X
JZOLSIT,O,O,O,X,X,X
JZOSTIL,O,O,O,X,X,O
JZOSTLI,O,O,O,O,X,O
JZOSITL,O,O,O,X,X,O
JZOSILT,O,O,O,X,X,X
JZOSLTI,O,O,O,O,X,O
JZOSLIT,O,O,O,O,X,O
JOTILSZ,O,O,O,O,O,X
JOTILZS,O,O,O,O,O,O
JOTISLZ,O,O,O,O,O,O
JOTISZL,O,O,O,X,O,O
JOTIZLS,O,O,O,O,O,O
JOTIZSL,O,O,O,X,O,O
JOTLISZ,O,O,O,O,O,X
JOTLIZS,O,O,O,O,O,O
JOTLSIZ,O,O,O,O,O,O
JOTLSZI,O,O,O,O,O,O
JOTLZIS,O,O,O,O,O,O
JOTLZSI,O,O,O,O,O,O
JOTSILZ,O,O,O,O,O,O
JOTSIZL,O,O,O,X,O,O
JOTSLIZ,O,O,O,O,O,O
JOTSLZI,O,O,O,O,O,O
JOTSZIL,O,O,O,X,O,O
JOTSZLI,O,O,O,O,O,O
JOTZILS,O,O,O,O,O,O
JOTZISL,O,O,O,X,O,O
JOTZLIS,O,O,O,O,O,O
JOTZLSI,O,O,O,O,O,O
JOTZSIL,O,O,O,X,O,O
JOTZSLI,O,O,O,O,O,O
JOITLSZ,O,O,O,O,X,X
JOITLZS,O,O,O,O,X,O
JOITSLZ,O,O,O,O,X,O
JOITSZL,O,O,O,X,X,O
JOITZLS,O,O,O,O,X,O
JOITZSL,O,O,O,X,X,O
JOILTSZ,O,O,O,O,X,X
JOILTZS,O,O,O,O,X,O
JOILSTZ,O,O,O,O,X,X
JOILSZT,O,O,O,O,X,X
JOILZTS,O,O,O,O,X,O
JOILZST,O,O,O,O,X,X
JOISTLZ,O,O,O,O,X,O
JOISTZL,O,O,O,X,X,O
JOISLTZ,O,O,O,O,X,O
JOISLZT,O,O,O,O,X,O
JOISZTL,O,O,O,X,X,O
JOISZLT,O,O,O,X,X,O
JOIZTLS,O,O,O,O,X,O
JOIZTSL,O,O,O,X,X,O
JOIZLTS,O,O,O,O,X,O
JOIZLST,O,O,O,O,X,X
JOIZSTL,O,O,O,X,X,O
JOIZSLT,O,O,O,X,X,O
JOLTISZ,O,O,O,O,O,X
JOLTIZS,O,O,O,O,O,O
JOLTSIZ,O,O,O,O,O,O
JOLTSZI,O,O,O,O,O,O
JOLTZIS,O,O,O,O,O,O
JOLTZSI,O,O,O,O,O,O
JOLITSZ,O,O,O,O,X,X
JOLITZS,O,O,O,O,X,O
JOLISTZ,O,O,O,O,X,X
JOLISZT,O,O,O,O,X,X
JOLIZTS,O,O,O,O,X,O
JOLIZST,O,O,O,O,X,X
JOLSTIZ,O,O,O,O,O,O
JOLSTZI,O,O,O,O,O,O
JOLSITZ,O,O,O,O,O,O
JOLSIZT,O,O,O,O,O,O
JOLSZTI,O,O,O,O,O,O
JOLSZIT,O,O,O,O,O,O
JOLZTIS,O,O,O,O,O,O
JOLZTSI,O,O,O,O,O,O
JOLZITS,O,O,O,O,X,O
JOLZIST,O,O,O,O,X,X
JOLZSTI,O,O,O,O,O,O
JOLZSIT,O,O,O,O,O,O
JOSTILZ,O,O,O,O,O,O
JOSTIZL,O,O,O,X,O,O
JOSTLIZ,O,O,O,O,O,O
JOSTLZI,O,O,O,O,O,O
JOSTZIL,O,O,O,X,O,O
JOSTZLI,O,O,O,O,O,O
JOSITLZ,O,O,O,O,O,O
JOSITZL,O,O,O,X,O,O
JOSILTZ,O,O,O,O,O,O
JOSILZT,O,O,O,O,O,O
JOSIZTL,O,O,O,X,X,O
JOSIZLT,O,O,O,X,O,O
JOSLTIZ,O,O,O,O,O,O
JOSLTZI,O,O,O,O,O,O
JOSLITZ,O,O,O,O,O,O
JOSLIZT,O,O,O,O,O,O
JOSLZTI,O,O,O,O,O,O
JOSLZIT,O,O,O,O,O,O
JOSZTIL,O,O,O,X,O,O
JOSZTLI,O,O,O,O,O,O
JOSZITL,O,O,O,X,X,O
JOSZILT,O,O,O,X,O,O
JOSZLTI,O,O,O,O,O,O
JOSZLIT,O,O,O,O,O,O
JOZTILS,O,O,O,O,O,O
JOZTISL,O,O,O,X,O,O
JOZTLIS,O,O,O,O,O,O
JOZTLSI,O,O,O,O,O,O
JOZTSIL,O,O,O,X,O,O
JOZTSLI,O,O,O,O,O,O
JOZITLS,O,O,O,O,X,O
JOZITSL,O,O,O,X,X,O
JOZILTS,O,O,O,O,X,O
JOZILST,O,O,O,O,X,X
JOZISTL,O,O,O,X,X,O
JOZISLT,O,O,O,X,X,O
JOZLTIS,O,O,O,O,O,O
JOZLTSI,O,O,O,O,O,O
JOZLITS,O,O,O,O,X,O
JOZLIST,O,O,O,O,X,X
JOZLSTI,O,O,O,O,O,O
JOZLSIT,O,O,O,O,O,O
JOZSTIL,O,O,O,X,O,O
JOZSTLI,O,O,O,O,O,O
JOZSITL,O,O,O,X,X,O
JOZSILT,O,O,O,X,O,O
JOZSLTI,O,O,O,O,O,O
JOZSLIT,O,O,O,O,O,O
STILJZO,X,O,O,O,O,O
STILJOZ,X,X,X,O,O,O
STILZJO,X,O,X,O,O,O
STILZOJ,X,O,X,O,O,O
STILOJZ,X,X,X,O,O,O
STILOZJ,X,O,X,O,O,O
STIJLZO,O,O,O,X,O,O
STIJLOZ,X,X,X,X,O,O
STIJZLO,O,O,O,X,O,O
STIJZOL,O,O,O,X,O,O
STIJOLZ,O,X,O,X,O,X
STIJOZL,O,O,O,X,O,O
STIZLJO,O,O,X,O,O,O
STIZLOJ,O,O,X,O,O,O
STIZJLO,O,O,X,X,O,X
STIZJOL,O,O,X,X,O,X
STIZOLJ,O,O,X,O,O,X
STIZOJL,O,O,X,X,O,X
STIOLJZ,X,X,O,O,O,O
STIOLZJ,O,O,X,O,O,O
STIOJLZ,X,O,O,X,O,O
STIOJZL,O,O,O,X,O,O
STIOZLJ,O,O,X,O,O,O
STIOZJL,O,O,X,X,O,X
STLIJZO,X,O,O,O,O,O
STLIJOZ,X,X,X,O,O,O
STLIZJO,X,O,X,O,O,O
STLIZOJ,X,O,X,O,O,O
STLIOJZ,X,X,X,O,O,O
STLIOZJ,X,O,X,O,O,O
STLJIZO,X,O,O,O,O,O
STLJIOZ,X,X,X,O,O,O
STLJZIO,X,O,O,O,O,O
STLJZOI,X,O,O,O,O,O
STLJOIZ,X,X,X,O,O,O
STLJOZI,X,X,O,O,O,O
STLZIJO,X,O,X,O,O,O
STLZIOJ,X,O,X,O,O,O
STLZJIO,X,O,O,O,O,O
STLZJOI,X,X,O,O,O,O
STLZOIJ,X,O,X,O,O,O
STLZOJI,X,X,X,O,O,O
STLOIJZ,X,X,X,O,O,O
STLOIZJ,X,O,X,O,O,O
STLOJIZ,X,X,X,O,O,O
STLOJZI,X,X,O,O,O,O
STLOZIJ,X,O,X,O,O,O
STLOZJI,X,O,X,O,O,O
STJILZO,O,O,O,O,O,O
STJILOZ,X,X,X,O,O,O
STJIZLO,O,O,O,X,O,O
STJIZOL,O,O,O,X,O,O
STJIOLZ,O,X,O,X,O,X
STJIOZL,O,O,O,X,O,O
STJLIZO,O,O,O,O,O,O
STJLIOZ,X,X,X,O,O,O
STJLZIO,O,O,O,O,O,O
STJLZOI,O,O,O,O,O,O
STJLOIZ,X,X,X,O,O,O
STJLOZI,X,X,O,O,O,O
STJZILO,O,O,O,X,O,O
STJZIOL,O,O,O,X,O,O
STJZLIO,O,O,O,O,O,O
STJZLOI,O,O,O,O,O,O
STJZOIL,O,O,O,X,O,O
STJZOLI,O,O,O,O,O,O
STJOILZ,O,X,O,X,O,O
STJOIZL,O,O,O,X,O,O
STJOLIZ,O,X,O,O,O,O
STJOLZI,O,X,O,O,O,O
STJOZIL,O,O,O,X,O,O
STJOZLI,O,O,O,O,O,O
STZILJO,O,O,X,O,O,O
STZILOJ,O,O,X,O,O,O
STZIJLO,O,O,X,X,O,X
STZIJOL,O,O,X,X,O,X
STZIOLJ,O,O,X,O,O,X
STZIOJL,O,O,X,X,O,X
STZLIJO,O,O,X,O,O,O
STZLIOJ,O,O,X,O,O,O
STZLJIO,O,O,O,O,O,O
STZLJOI,O,O,O,O,O,O
STZLOIJ,O,O,X,O,O,O
STZLOJI,O,O,X,O,O,O
STZJILO,O,O,O,X,O,O
STZJIOL,O,O,O,X,O,O
STZJLIO,O,O,O,O,O,O
STZJLOI,O,O,O,O,O,O
STZJOIL,O,O,O,X,O,O
STZJOLI,O,O,O,O,O,O
STZOILJ,O,O,X,O,O,O
STZOIJL,O,O,X,X,O,X
STZOLIJ,O,O,X,O,O,O
STZOLJI,O,O,X,O,O,O
STZOJIL,O,O,X,X,O,O
STZOJLI,O,O,X,O,O,O
STOILJZ,X,X,O,O,O,O
STOILZJ,O,O,X,O,O,O
STOIJLZ,X,O,O,X,O,O
STOIJZL,O,O,O,X,O,O
STOIZLJ,O,O,X,O,O,O
STOIZJL,O,O,X,X,O,X
STOLIJZ,X,X,O,O,O,O
STOLIZJ,O,O,X,O,O,O
STOLJIZ,X,X,O,O,O,O
STOLJZI,X,X,O,O,O,O
STOLZIJ,O,O,X,O,O,O
STOLZJI,O,O,O,O,O,O
STOJILZ,X,O,O,O,O,O
STOJIZL,O,O,O,X,O,O
STOJLIZ,X,O,O,O,O,O
STOJLZI,X,O,O,O,O,O
STOJZIL,O,O,O,X,O,O
STOJZLI,O,O,O,O,O,O
STOZILJ,O,O,X,O,O,O
STOZIJL,O,O,X,X,O,X
STOZLIJ,O,O,X,O,O,O
STOZLJI,O,O,O,O,O,O
STOZJIL,O,O,X,X,O,O
STOZJLI,O,O,O,O,O,O
SITLJZO,X,O,O,O,O,O
SITLJOZ,X,X,X,O,O,O
SITLZJO,X,O,X,O,O,O
SITLZOJ,X,O,X,O,O,O
SITLOJZ,X,X,X,O,O,O
SITLOZJ,X,O,X,O,O,O
SITJLZO,O,O,O,X,O,O
SITJLOZ,X,X,X,X,O,O
SITJZLO,O,O,O,X,O,O
SITJZOL,O,O,O,X,O,O
SITJOLZ,O,X,O,X,O,X
SITJOZL,O,O,O,X,O,O
SITZLJO,O,O,X,O,O,O
SITZLOJ,O,O,X,O,O,O
SITZJLO,O,O,X,X,O,X
SITZJOL,O,O,X,X,O,X
SITZOLJ,O,O,X,O,O,X
SITZOJL,O,O,X,X,O,X
SITOLJZ,X,X,O,O,O,O
SITOLZJ,O,O,X,O,O,O
SITOJLZ,X,O,O,X,O,O
SITOJZL,O,O,O,X,O,O
SITOZLJ,O,O,X,O,O,O
SITOZJL,O,O,X,X,O,X
SILTJZO,X,O,X,O,O,O
SILTJOZ,X,X,X,O,O,O
SILTZJO,X,O,X,O,O,O
SILTZOJ,X,O,X,O,O,O
SILTOJZ,X,X,X,O,O,O
SILTOZJ,X,O,X,O,O,O
SILJTZO,X,O,X,O,X,O
SILJTOZ,X,X,X,O,X,O
SILJZTO,X,O,O,O,X,O
SILJZOT,X,O,O,O,X,O
SILJOTZ,X,X,O,O,X,O
SILJOZT,X,X,O,O,X,O
SILZTJO,X,O,X,O,O,O
SILZTOJ,X,O,X,O,O,O
SILZJTO,X,O,X,O,O,O
SILZJOT,X,O,X,O,X,O
SILZOTJ,X,O,X,O,O,O
SILZOJT,X,O,X,O,X,O
SILOTJZ,X,X,O,O,O,O
SILOTZJ,X,O,X,O,O,O
SILOJTZ,X,O,O,O,O,O
SILOJZT,X,O,O,O,O,O
SILOZTJ,X,O,X,O,O,O
SILOZJT,X,O,O,O,O,O
SIJTLZO,O,O,O,X,O,O
SIJTLOZ,X,X,X,X,O,O
SIJTZLO,O,O,O,X,O,O
SIJTZOL,O,O,O,X,O,O
SIJTOLZ,O,X,O,X,O,X
SIJTOZL,O,O,O,X,O,O
SIJLTZO,O,O,X,X,X,O
SIJLTOZ,X,X,X,X,X,O
SIJLZTO,O,O,O,X,X,O
SIJLZOT,O,O,O,X,X,O
SIJLOTZ,X,X,O,X,X,O
SIJLOZT,X,X,O,X,X,O
SIJZTLO,O,O,O,X,X,O
SIJZTOL,O,O,O,X,X,O
SIJZLTO,O,O,O,X,O,O
SIJZLOT,O,O,O,X,X,O
SIJZOTL,O,O,O,X,X,O
SIJZOLT,O,O,O,X,X,X
SIJOTLZ,O,O,O,X,O,X
SIJOTZL,O,O,O,X,O,O
SIJOLTZ,O,O,O,X,O,X
SIJOLZT,O,O,O,X,O,X
SIJOZTL,O,O,O,X,X,O
SIJOZLT,O,O,O,X,O,X
SIZTLJO,O,O,X,O,O,O
SIZTLOJ,O,O,X,O,O,O
SIZTJLO,O,O,X,X,O,X
SIZTJOL,O,O,X,X,O,X
SIZTOLJ,O,O,X,O,O,X
SIZTOJL,O,O,X,X,O,X
SIZLTJO,O,O,X,O,O,O
SIZLTOJ,O,O,X,O,O,O
SIZLJTO,O,O,X,O,O,O
SIZLJOT,O,O,X,O,X,X
SIZLOTJ,O,O,X,O,O,O
SIZLOJT,O,O,X,O,X,X
SIZJTLO,O,O,O,X,X,X
SIZJTOL,O,O,O,X,X,X
SIZJLTO,O,O,O,X,O,X
SIZJLOT,O,O,O,X,X,X
SIZJOTL,O,O,O,X,X,X
SIZJOLT,O,O,O,X,X,X
SIZOTLJ,O,O,X,O,O,X
SIZOTJL,O,O,X,X,O,X
SIZOLTJ,O,O,X,O,O,X
SIZOLJT,O,O,O,O,O,X
SIZOJTL,O,O,O,X,X,X
SIZOJLT,O,O,O,X,O,X
SIOTLJZ,X,X,O,O,O,O
SIOTLZJ,O,O,X,O,O,O
SIOTJLZ,X,O,O,X,O,O
SIOTJZL,O,O,O,X,O,O
SIOTZLJ,O,O,X,O,O,O
SIOTZJL,O,O,X,X,O,X
SIOLTJZ,X,X,O,O,O,O
SIOLTZJ,O,O,X,O,O,O
SIOLJTZ,X,O,O,O,O,O
SIOLJZT,X,O,O,O,O,O
SIOLZTJ,O,O,X,O,O,O
SIOLZJT,O,O,O,O,O,O
SIOJTLZ,O,O,O,X,O,O
SIOJTZL,O,O,O,X,O,O
SIOJLTZ,O,O,O,X,O,O
SIOJLZT,O,O,O,X,O,O
SIOJZTL,O,O,O,X,X,O
SIOJZLT,O,O,O,X,O,O
SIOZTLJ,O,O,X,O,O,O
SIOZTJL,O,O,X,X,O,X
SIOZLTJ,O,O,X,O,O,O
SIOZLJT,O,O,O,O,O,O
SIOZJTL,O,O,O,X,X,X
SIOZJLT,O,O,O,X,O,X
SLTIJZO,X,O,O,O,O,O
SLTIJOZ,X,X,X,O,O,O
SLTIZJO,X,O,X,O,O,O
SLTIZOJ,X,O,X,O,O,O
SLTIOJZ,X,X,X,O,O,O
SLTIOZJ,X,O,X,O,O,O
SLTJIZO,X,O,O,O,O,O
SLTJIOZ,X,X,X,O,O,O
SLTJZIO,X,O,O,O,O,O
SLTJZOI,X,O,O,O,O,O
SLTJOIZ,X,X,X,O,O,O
SLTJOZI,X,X,O,O,O,O
SLTZIJO,X,O,X,O,O,O
SLTZIOJ,X,O,X,O,O,O
SLTZJIO,X,O,O,O,O,O
SLTZJOI,X,X,O,O,O,O
SLTZOIJ,X,O,X,O,O,O
SLTZOJI,X,X,X,O,O,O
SLTOIJZ,X,X,X,O,O,O
SLTOIZJ,X,O,X,O,O,O
SLTOJIZ,X,X,X,O,O,O
SLTOJZI,X,X,O,O,O,O
SLTOZIJ,X,O,X,O,O,O
SLTOZJI,X,O,X,O,O,O
SLITJZO,X,O,X,O,O,O
SLITJOZ,X,X,X,O,O,O
SLITZJO,X,O,X,O,O,O
SLITZOJ,X,O,X,O,O,O
SLITOJZ,X,X,X,O,O,O
SLITOZJ,X,O,X,O,O,O
SLIJTZO,X,O,X,O,X,O
SLIJTOZ,X,X,X,O,X,O
SLIJZTO,X,O,O,O,X,O
SLIJZOT,X,O,O,O,X,O
SLIJOTZ,X,X,O,O,X,O
SLIJOZT,X,X,O,O,X,O
SLIZTJO,X,O,X,O,O,O
SLIZTOJ,X,O,X,O,O,O
SLIZJTO,X,O,X,O,O,O
SLIZJOT,X,O,X,O,X,O
SLIZOTJ,X,O,X,O,O,O
SLIZOJT,X,O,X,O,X,O
SLIOTJZ,X,X,O,O,O,O
SLIOTZJ,X,O,X,O,O,O
SLIOJTZ,X,O,O,O,O,O
SLIOJZT,X,O,O,O,O,O
SLIOZTJ,X,O,X,O,O,O
SLIOZJT,X,O,O,O,O,O
SLJTIZO,X,O,O,O,X,O
SLJTIOZ,X,X,X,O,X,O
SLJTZIO,X,O,O,O,X,O
SLJTZOI,X,O,O,O,X,O
SLJTOIZ,X,X,X,O,X,O
SLJTOZI,X,X,O,O,X,O
SLJITZO,X,O,X,O,X,O
SLJITOZ,X,X,X,O,X,O
SLJIZTO,X,O,O,O,X,O
SLJIZOT,X,O,O,O,X,O
SLJIOTZ,X,X,O,O,X,O
SLJIOZT,X,X,O,O,X,O
SLJZTIO,X,O,O,O,X,O
SLJZTOI,X,O,O,O,X,O
SLJZITO,X,O,O,O,X,O
SLJZIOT,X,O,O,O,X,O
SLJZOTI,X,O,O,O,X,O
SLJZOIT,X,O,O,O,X,O
SLJOTIZ,X,X,O,O,X,O
SLJOTZI,X,X,O,O,X,O
SLJOITZ,X,X,O,O,X,O
SLJOIZT,X,X,O,O,X,O
SLJOZTI,X,X,O,O,X,O
SLJOZIT,X,X,O,O,X,O
SLZTIJO,X,O,X,O,O,O
SLZTIOJ,X,O,X,O,O,O
SLZTJIO,X,O,X,O,O,O
SLZTJOI,X,O,X,O,O,O
SLZTOIJ,X,O,X,O,O,O
SLZTOJI,X,O,X,O,O,O
SLZITJO,X,O,X,O,O,O
SLZITOJ,X,O,X,O,O,O
SLZIJTO,X,O,X,O,O,O
SLZIJOT,X,O,X,O,X,O
SLZIOTJ,X,O,X,O,O,O
SLZIOJT,X,O,X,O,X,O
SLZJTIO,X,O,X,O,O,O
SLZJTOI,X,O,X,O,O,O
SLZJITO,X,O,X,O,O,O
SLZJIOT,X,O,X,O,X,O
SLZJOTI,X,O,X,O,X,O
SLZJOIT,X,O,X,O,X,O
SLZOTIJ,X,O,X,O,O,O
SLZOTJI,X,O,X,O,O,O
SLZOITJ,X,O,X,O,O,O
SLZOIJT,X,O,X,O,X,O
SLZOJTI,X,O,X,O,X,O
SLZOJIT,X,O,X,O,X,O
SLOTIJZ,X,X,O,O,O,O
SLOTIZJ,X,O,X,O,O,O
SLOTJIZ,X,X,O,O,O,O
SLOTJZI,X,X,O,O,O,O
SLOTZIJ,X,O,X,O,O,O
SLOTZJI,X,O,O,O,O,O
SLOITJZ,X,X,O,O,O,O
SLOITZJ,X,O,X,O,O,O
SLOIJTZ,X,O,O,O,O,O
SLOIJZT,X,O,O,O,O,O
SLOIZTJ,X,O,X,O,O,O
SLOIZJT,X,O,O,O,O,O
SLOJTIZ,X,O,O,O,O,O
SLOJTZI,X,O,O,O,O,O
SLOJITZ,X,O,O,O,O,O
SLOJIZT,X,O,O,O,O,O
SLOJZTI,X,O,O,O,O,O
SLOJZIT,X,O,O,O,O,O
SLOZTIJ,X,O,X,O,O,O
SLOZTJI,X,O,O,O,O,O
SLOZITJ,X,O,X,O,O,O
SLOZIJT,X,O,O,O,O,O
SLOZJTI,X,O,O,O,O,O
SLOZJIT,X,O,O,O,O,O
SJTILZO,O,O,O,O,O,O
SJTILOZ,X,X,X,O,O,O
SJTIZLO,O,O,O,X,O,O
SJTIZOL,O,O,O,X,O,O
SJTIOLZ,O,X,O,X,O,X
SJTIOZL,O,O,O,X,O,O
SJTLIZO,O,O,O,O,O,O
SJTLIOZ,X,X,X,O,O,O
SJTLZIO,O,O,O,O,O,O
SJTLZOI,O,O,O,O,O,O
SJTLOIZ,X,X,X,O,O,O
SJTLOZI,X,X,O,O,O,O
SJTZILO,O,O,O,X,O,O
SJTZIOL,O,O,O,X,O,O
SJTZLIO,O,O,O,O,O,O
SJTZLOI,O,O,O,O,O,O
SJTZOIL,O,O,O,X,O,O
SJTZOLI,O,O,O,O,O,O
SJTOILZ,O,X,O,X,O,O
SJTOIZL,O,O,O,X,O,O
SJTOLIZ,O,X,O,O,O,O
SJTOLZI,O,X,O,O,O,O
SJTOZIL,O,O,O,X,O,O
SJTOZLI,O,O,O,O,O,O
SJITLZO,O,O,O,O,O,O
SJITLOZ,X,X,X,O,O,O
SJITZLO,O,O,O,X,O,O
SJITZOL,O,O,O,X,O,O
SJITOLZ,O,X,O,X,O,X
SJITOZL,O,O,O,X,O,O
SJILTZO,O,O,X,O,X,O
SJILTOZ,X,X,X,O,X,O
SJILZTO,O,O,O,O,X,O
SJILZOT,O,O,O,O,X,O
SJILOTZ,X,X,O,O,X,O
SJILOZT,X,X,O,O,X,O
SJIZTLO,O,O,O,X,X,O
SJIZTOL,O,O,O,X,X,O
SJIZLTO,O,O,O,X,O,O
SJIZLOT,O,O,O,X,X,O
SJIZOTL,O,O,O,X,X,O
SJIZOLT,O,O,O,X,X,X
SJIOTLZ,O,O,O,X,O,X
SJIOTZL,O,O,O,X,O,O
SJIOLTZ,O,O,O,X,O,X
SJIOLZT,O,O,O,X,O,X
SJIOZTL,O,O,O,X,X,O
SJIOZLT,O,O,O,X,O,X
SJLTIZO,O,O,O,O,X,O
SJLTIOZ,X,X,X,O,X,O
SJLTZIO,O,O,O,O,X,O
SJLTZOI,O,O,O,O,X,O
SJLTOIZ,X,X,X,O,X,O
SJLTOZI,X,X,O,O,X,O
SJLITZO,O,O,X,O,X,O
SJLITOZ,X,X,X,O,X,O
SJLIZTO,O,O,O,O,X,O
SJLIZOT,O,O,O,O,X,O
SJLIOTZ,X,X,O,O,X,O
SJLIOZT,X,X,O,O,X,O
SJLZTIO,O,O,O,O,X,O
SJLZTOI,O,O,O,O,X,O
SJLZITO,O,O,O,O,X,O
SJLZIOT,O,O,O,O,X,O
SJLZOTI,O,O,O,O,X,O
SJLZOIT,O,O,O,O,X,O
SJLOTIZ,X,X,O,O,X,O
SJLOTZI,X,X,O,O,X,O
SJLOITZ,X,X,O,O,X,O
SJLOIZT,X,X,O,O,X,O
SJLOZTI,X,X,O,O,X,O
SJLOZIT,X,X,O,O,X,O
SJZTILO,O,O,O,X,O,O
SJZTIOL,O,O,O,X,O,O
SJZTLIO,O,O,O,O,O,O
SJZTLOI,O,O,O,O,O,O
SJZTOIL,O,O,O,X,O,O
SJZTOLI,O,O,O,O,O,O
SJZITLO,O,O,O,X,X,O
SJZITOL,O,O,O,X,X,O
SJZILTO,O,O,O,X,O,O
SJZILOT,O,O,O,X,X,O
SJZIOTL,O,O,O,X,X,O
SJZIOLT,O,O,O,X,X,X
SJZLTIO,O,O,O,O,O,O
SJZLTOI,O,O,O,O,O,O
SJZLITO,O,O,O,O,O,O
SJZLIOT,O,O,O,O,X,O
SJZLOTI,O,O,O,O,X,O
SJZLOIT,O,O,O,O,X,O
SJZOTIL,O,O,O,X,X,O
SJZOTLI,O,O,O,O,X,O
SJZOITL,O,O,O,X,X,O
SJZOILT,O,O,O,X,X,X
SJZOLTI,O,O,O,O,X,O
SJZOLIT,O,O,O,O,X,O
SJOTILZ,O,O,O,X,O,O
SJOTIZL,O,O,O,X,O,O
SJOTLIZ,O,O,O,O,O,O
SJOTLZI,O,O,O,O,O,O
SJOTZIL,O,O,O,X,O,O
SJOTZLI,O,O,O,O,O,O
SJOITLZ,O,O,O,X,O,O
SJOITZL,O,O,O,X,O,O
SJOILTZ,O,O,O,X,O,O
SJOILZT,O,O,O,X,O,O
SJOIZTL,O,O,O,X,X,O
SJOIZLT,O,O,O,X,O,O
SJOLTIZ,O,O,O,O,O,O
SJOLTZI,O,O,O,O,O,O
SJOLITZ,O,O,O,O,O,O
SJOLIZT,O,O,O,O,O,O
SJOLZTI,O,O,O,O,O,O
SJOLZIT,O,O,O,O,O,O
SJOZTIL,O,O,O,X,O,O
SJOZTLI,O,O,O,O,O,O
SJOZITL,O,O,O,X,X,O
SJOZILT,O,O,O,X,O,O
SJOZLTI,O,O,O,O,O,O
SJOZLIT,O,O,O,O,O,O
SZTILJO,O,O,X,O,O,O
SZTILOJ,O,O,X,O,O,O
SZTIJLO,O,O,X,X,O,X
SZTIJOL,O,O,X,X,O,X
SZTIOLJ,O,O,X,O,O,X
SZTIOJL,O,O,X,X,O,X
SZTLIJO,O,O,X,O,O,O
SZTLIOJ,O,O,X,O,O,O
SZTLJIO,O,O,O,O,O,O
SZTLJOI,O,O,O,O,O,O
SZTLOIJ,O,O,X,O,O,O
SZTLOJI,O,O,X,O,O,O
SZTJILO,O,O,O,X,O,O
SZTJIOL,O,O,O,X,O,O
SZTJLIO,O,O,O,O,O,O
SZTJLOI,O,O,O,O,O,O
SZTJOIL,O,O,O,X,O,O
SZTJOLI,O,O,O,O,O,O
SZTOILJ,O,O,X,O,O,O
SZTOIJL,O,O,X,X,O,X
SZTOLIJ,O,O,X,O,O,O
SZTOLJI,O,O,X,O,O,O
SZTOJIL,O,O,X,X,O,O
SZTOJLI,O,O,X,O,O,O
SZITLJO,O,O,X,O,O,O
SZITLOJ,O,O,X,O,O,O
SZITJLO,O,O,X,X,O,X
SZITJOL,O,O,X,X,O,X
SZITOLJ,O,O,X,O,O,X
SZITOJL,O,O,X,X,O,X
SZILTJO,O,O,X,O,O,O
SZILTOJ,O,O,X,O,O,O
SZILJTO,O,O,X,O,O,O
SZILJOT,O,O,X,O,X,X
SZILOTJ,O,O,X,O,O,O
SZILOJT,O,O,X,O,X,X
SZIJTLO,O,O,O,X,X,X
