sequence,v115@QhC8FeG8CeB8JeT/IvhFKlBRhBFjBUmBXsBGsB,v115@QhC8FeG8CeB8JeT/IvhFOlBFjBCmBxrB/sB0rB,v115@QhC8FeG8CeB8JeT/IvhFigBUiBFjB3lBxrBWxB,v115@QhC8FeG8CeB8JeT/IvhFxiB0lBlmB3nBilBWxB,v115@QhC8FeG8CeB8JeT/IvhFfnBxiBllBusBilB0rB
ZISJLOT,O,X,O,X,O
ZISJOTL,X,X,O,O,O
ZISJOLT,X,X,O,X,O
ZISOTLJ,O,X,O,O,X
ZISOTJL,X,X,O,O,O
ZISOLTJ,O,X,O,O,X
ZISOLJT,O,X,O,X,X
ZISOJTL,X,X,O,O,O
ZISOJLT,X,X,O,X,O
ZIOTLJS,O,O,X,X,X
ZIOTLSJ,O,X,O,X,X
ZIOTJLS,X,O,X,X,X
ZIOTJSL,X,X,O,X,O
ZIOTSLJ,X,X,O,O,X
ZIOTSJL,X,X,O,O,O
ZIOLTJS,O,O,X,X,X
ZIOLTSJ,O,X,O,X,X
ZIOLJTS,O,O,X,X,X
ZIOLJST,O,O,X,X,X
ZIOLSTJ,O,X,O,O,X
ZIOLSJT,O,X,O,X,X
ZIOJTLS,X,O,X,X,X
ZIOJTSL,X,X,O,X,O
ZIOJLTS,X,O,X,X,X
ZIOJLST,X,O,X,X,X
ZIOJSTL,X,X,O,O,O
ZIOJSLT,X,X,O,X,O
ZIOSTLJ,O,X,O,O,X
ZIOSTJL,X,X,O,O,O
ZIOSLTJ,O,X,O,O,X
ZIOSLJT,O,X,O,X,X
ZIOSJTL,X,X,O,O,O
ZIOSJLT,X,X,O,X,O
ZLTIJSO,X,O,X,X,X
ZLTIJOS,O,O,X,X,X
ZLTISJO,O,X,X,X,X
ZLTISOJ,O,X,X,X,X
ZLTIOJS,O,O,X,X,X
ZLTIOSJ,O,X,X,X,X
ZLTJISO,X,O,X,X,X
ZLTJIOS,O,O,X,X,X
ZLTJSIO,O,X,X,X,O
ZLTJSOI,O,X,X,X,O
ZLTJOIS,O,O,X,X,X
ZLTJOSI,O,X,X,X,O
ZLTSIJO,O,X,X,X,X
ZLTSIOJ,O,X,X,O,X
ZLTSJIO,O,X,X,X,O
ZLTSJOI,O,X,X,X,O
ZLTSOIJ,O,X,X,O,X
ZLTSOJI,O,X,X,O,O
ZLTOIJS,O,O,X,X,X
ZLTOISJ,O,X,X,X,X
ZLTOJIS,O,O,X,X,X
ZLTOJSI,O,X,X,X,O
ZLTOSIJ,O,X,X,O,X
ZLTOSJI,O,X,X,O,O
ZLITJSO,X,O,X,X,X
ZLITJOS,O,O,X,X,X
ZLITSJO,O,X,X,X,X
ZLITSOJ,O,X,X,X,X
ZLITOJS,O,O,X,X,X
ZLITOSJ,O,X,X,X,X
ZLIJTSO,X,O,X,X,X
ZLIJTOS,O,O,X,X,X
ZLIJSTO,O,O,X,X,X
ZLIJSOT,O,O,X,X,X
ZLIJOTS,O,O,X,X,X
ZLIJOST,O,O,X,X,X
ZLISTJO,O,X,X,X,X
ZLISTOJ,O,X,X,O,X
ZLISJTO,O,X,X,X,X
ZLISJOT,O,X,X,X,X
ZLISOTJ,O,X,X,O,X
ZLISOJT,O,X,X,X,X
ZLIOTJS,O,O,X,X,X
ZLIOTSJ,O,X,X,X,X
ZLIOJTS,O,O,X,X,X
ZLIOJST,O,O,X,X,X
ZLIOSTJ,O,X,X,O,X
ZLIOSJT,O,X,X,X,X
ZLJTISO,X,O,X,X,X
ZLJTIOS,O,O,X,X,X
ZLJTSIO,O,X,X,X,O
ZLJTSOI,O,X,X,X,O
ZLJTOIS,O,O,X,X,X
ZLJTOSI,O,X,X,X,O
ZLJITSO,X,O,X,X,X
ZLJITOS,O,O,X,X,X
ZLJISTO,O,O,X,X,X
ZLJISOT,O,O,X,X,X
ZLJIOTS,O,O,X,X,X
ZLJIOST,O,O,X,X,X
ZLJSTIO,O,X,X,X,O
ZLJSTOI,O,X,X,X,O
ZLJSITO,O,X,X,X,O
ZLJSIOT,O,X,X,X,O
ZLJSOTI,O,X,X,X,O
ZLJSOIT,O,X,X,X,O
ZLJOTIS,O,O,X,X,X
ZLJOTSI,O,X,X,X,O
ZLJOITS,O,O,X,X,X
ZLJOIST,O,O,X,X,X
ZLJOSTI,O,X,X,X,O
ZLJOSIT,O,X,X,X,O
ZLSTIJO,O,X,X,X,X
ZLSTIOJ,O,X,X,O,X
ZLSTJIO,O,X,X,X,O
ZLSTJOI,O,X,X,X,O
ZLSTOIJ,O,X,X,O,X
ZLSTOJI,O,X,X,O,O
ZLSITJO,O,X,X,X,X
ZLSITOJ,O,X,X,O,X
ZLSIJTO,O,X,X,X,X
ZLSIJOT,O,X,X,X,X
ZLSIOTJ,O,X,X,O,X
ZLSIOJT,O,X,X,X,X
ZLSJTIO,O,X,X,X,O
ZLSJTOI,O,X,X,X,O
ZLSJITO,O,X,X,X,O
ZLSJIOT,O,X,X,X,O
ZLSJOTI,O,X,X,X,O
ZLSJOIT,O,X,X,X,O
ZLSOTIJ,O,X,X,O,X
ZLSOTJI,O,X,X,O,O
ZLSOITJ,O,X,X,O,X
ZLSOIJT,O,X,X,X,X
ZLSOJTI,O,X,X,X,O
ZLSOJIT,O,X,X,X,O
ZLOTIJS,O,O,X,X,X
ZLOTISJ,O,X,X,X,X
ZLOTJIS,O,O,X,X,X
ZLOTJSI,O,X,X,X,O
ZLOTSIJ,O,X,X,O,X
ZLOTSJI,O,X,X,O,O
ZLOITJS,O,O,X,X,X
ZLOITSJ,O,X,X,X,X
ZLOIJTS,O,O,X,X,X
ZLOIJST,O,O,X,X,X
ZLOISTJ,O,X,X,O,X
ZLOISJT,O,X,X,X,X
ZLOJTIS,O,O,X,X,X
ZLOJTSI,O,X,X,X,O
ZLOJITS,O,O,X,X,X
ZLOJIST,O,O,X,X,X
ZLOJSTI,O,X,X,X,O
ZLOJSIT,O,X,X,X,O
ZLOSTIJ,O,X,X,O,X
ZLOSTJI,O,X,X,O,O
ZLOSITJ,O,X,X,O,X
ZLOSIJT,O,X,X,X,X
ZLOSJTI,O,X,X,X,O
ZLOSJIT,O,X,X,X,O
ZJTILSO,X,O,X,X,X
ZJTILOS,O,O,X,X,X
ZJTISLO,X,X,X,X,O
ZJTISOL,X,X,X,X,O
ZJTIOLS,X,O,X,X,X
ZJTIOSL,X,X,X,X,O
ZJTLISO,X,O,X,X,X
ZJTLIOS,O,O,X,X,X
ZJTLSIO,O,X,X,X,O
ZJTLSOI,O,X,X,X,O
ZJTLOIS,O,O,X,X,X
ZJTLOSI,O,X,X,X,O
ZJTSILO,O,X,X,X,O
ZJTSIOL,X,X,X,O,O
ZJTSLIO,O,X,X,X,O
ZJTSLOI,O,X,X,X,O
ZJTSOIL,X,X,X,O,O
ZJTSOLI,X,X,X,O,O
ZJTOILS,X,O,X,X,X
ZJTOISL,X,X,X,X,O
ZJTOLIS,X,O,X,X,X
ZJTOLSI,X,X,X,X,O
ZJTOSIL,X,X,X,O,O
ZJTOSLI,X,X,X,O,O
ZJITLSO,X,O,X,X,X
ZJITLOS,O,O,X,X,X
ZJITSLO,X,X,X,X,O
ZJITSOL,X,X,X,X,O
ZJITOLS,X,O,X,X,X
ZJITOSL,X,X,X,X,O
ZJILTSO,X,O,X,X,X
ZJILTOS,O,O,X,X,X
ZJILSTO,O,O,X,X,X
ZJILSOT,O,O,X,X,X
ZJILOTS,O,O,X,X,X
ZJILOST,O,O,X,X,X
ZJISTLO,O,X,X,X,O
ZJISTOL,X,X,X,O,O
ZJISLTO,O,X,X,X,O
ZJISLOT,O,X,X,X,O
ZJISOTL,X,X,X,O,O
ZJISOLT,X,X,X,X,O
ZJIOTLS,X,O,X,X,X
ZJIOTSL,X,X,X,X,O
ZJIOLTS,X,O,X,X,X
ZJIOLST,X,O,X,X,X
ZJIOSTL,X,X,X,O,O
ZJIOSLT,X,X,X,X,O
ZJLTISO,X,O,X,X,X
ZJLTIOS,O,O,X,X,X
ZJLTSIO,O,X,X,X,O
ZJLTSOI,O,X,X,X,O
ZJLTOIS,O,O,X,X,X
ZJLTOSI,O,X,X,X,O
ZJLITSO,X,O,X,X,X
ZJLITOS,O,O,X,X,X
ZJLISTO,O,O,X,X,X
ZJLISOT,O,O,X,X,X
ZJLIOTS,O,O,X,X,X
ZJLIOST,O,O,X,X,X
ZJLSTIO,O,X,X,X,O
ZJLSTOI,O,X,X,X,O
ZJLSITO,O,X,X,X,O
ZJLSIOT,O,X,X,X,O
ZJLSOTI,O,X,X,X,O
ZJLSOIT,O,X,X,X,O
ZJLOTIS,O,O,X,X,X
ZJLOTSI,O,X,X,X,O
ZJLOITS,O,O,X,X,X
ZJLOIST,O,O,X,X,X
ZJLOSTI,O,X,X,X,O
ZJLOSIT,O,X,X,X,O
ZJSTILO,O,X,X,X,O
ZJSTIOL,X,X,X,O,O
ZJSTLIO,O,X,X,X,O
ZJSTLOI,O,X,X,X,O
ZJSTOIL,X,X,X,O,O
ZJSTOLI,X,X,X,O,O
ZJSITLO,O,X,X,X,O
ZJSITOL,X,X,X,O,O
ZJSILTO,O,X,X,X,O
ZJSILOT,O,X,X,X,O
ZJSIOTL,X,X,X,O,O
ZJSIOLT,X,X,X,X,O
ZJSLTIO,O,X,X,X,O
ZJSLTOI,O,X,X,X,O
ZJSLITO,O,X,X,X,O
ZJSLIOT,O,X,X,X,O
ZJSLOTI,O,X,X,X,O
ZJSLOIT,O,X,X,X,O
ZJSOTIL,X,X,X,O,O
ZJSOTLI,X,X,X,O,O
ZJSOITL,X,X,X,O,O
ZJSOILT,X,X,X,X,O
ZJSOLTI,X,X,X,X,O
ZJSOLIT,X,X,X,X,O
ZJOTILS,X,O,X,X,X
ZJOTISL,X,X,X,X,O
ZJOTLIS,X,O,X,X,X
ZJOTLSI,X,X,X,X,O
ZJOTSIL,X,X,X,O,O
ZJOTSLI,X,X,X,O,O
ZJOITLS,X,O,X,X,X
ZJOITSL,X,X,X,X,O
ZJOILTS,X,O,X,X,X
ZJOILST,X,O,X,X,X
ZJOISTL,X,X,X,O,O
ZJOISLT,X,X,X,X,O
ZJOLTIS,X,O,X,X,X
ZJOLTSI,X,X,X,X,O
ZJOLITS,X,O,X,X,X
ZJOLIST,X,O,X,X,X
ZJOLSTI,X,X,X,X,O
ZJOLSIT,X,X,X,X,O
ZJOSTIL,X,X,X,O,O
ZJOSTLI,X,X,X,O,O
ZJOSITL,X,X,X,O,O
ZJOSILT,X,X,X,X,O
ZJOSLTI,X,X,X,X,O
ZJOSLIT,X,X,X,X,O
ZSTILJO,O,X,O,X,X
ZSTILOJ,O,X,O,O,X
ZSTIJLO,O,X,O,X,O
ZSTIJOL,X,X,O,O,O
ZSTIOLJ,O,X,O,O,X
ZSTIOJL,X,X,O,O,O
ZSTLIJO,O,X,O,X,X
ZSTLIOJ,O,X,O,O,X
ZSTLJIO,O,X,X,X,O
ZSTLJOI,O,X,X,X,O
ZSTLOIJ,O,X,O,O,X
ZSTLOJI,O,X,X,O,O
ZSTJILO,O,X,X,X,O
ZSTJIOL,X,X,X,O,O
ZSTJLIO,O,X,X,X,O
ZSTJLOI,O,X,X,X,O
ZSTJOIL,X,X,X,O,O
ZSTJOLI,X,X,X,O,O
ZSTOILJ,O,X,O,O,X
ZSTOIJL,X,X,O,O,O
ZSTOLIJ,O,X,O,O,X
ZSTOLJI,O,X,X,O,O
ZSTOJIL,X,X,X,O,O
ZSTOJLI,X,X,X,O,O
ZSITLJO,O,X,O,X,X
ZSITLOJ,O,X,O,O,X
ZSITJLO,O,X,O,X,O
ZSITJOL,X,X,O,O,O
ZSITOLJ,O,X,O,O,X
ZSITOJL,X,X,O,O,O
ZSILTJO,O,X,O,X,X
ZSILTOJ,O,X,O,O,X
ZSILJTO,O,X,O,X,X
ZSILJOT,O,X,O,X,X
ZSILOTJ,O,X,O,O,X
ZSILOJT,O,X,O,X,X
ZSIJTLO,O,X,O,X,O
ZSIJTOL,X,X,O,O,O
ZSIJLTO,O,X,O,X,O
ZSIJLOT,O,X,O,X,O
ZSIJOTL,X,X,O,O,O
ZSIJOLT,X,X,O,X,O
ZSIOTLJ,O,X,O,O,X
ZSIOTJL,X,X,O,O,O
ZSIOLTJ,O,X,O,O,X
ZSIOLJT,O,X,O,X,X
ZSIOJTL,X,X,O,O,O
ZSIOJLT,X,X,O,X,O
ZSLTIJO,O,X,O,X,X
ZSLTIOJ,O,X,O,O,X
ZSLTJIO,O,X,X,X,O
ZSLTJOI,O,X,X,X,O
ZSLTOIJ,O,X,O,O,X
ZSLTOJI,O,X,X,O,O
ZSLITJO,O,X,O,X,X
ZSLITOJ,O,X,O,O,X
ZSLIJTO,O,X,O,X,X
ZSLIJOT,O,X,O,X,X
ZSLIOTJ,O,X,O,O,X
ZSLIOJT,O,X,O,X,X
ZSLJTIO,O,X,X,X,O
ZSLJTOI,O,X,X,X,O
ZSLJITO,O,X,X,X,O
ZSLJIOT,O,X,X,X,O
ZSLJOTI,O,X,X,X,O
ZSLJOIT,O,X,X,X,O
ZSLOTIJ,O,X,O,O,X
ZSLOTJI,O,X,X,O,O
ZSLOITJ,O,X,O,O,X
ZSLOIJT,O,X,O,X,X
ZSLOJTI,O,X,X,X,O
ZSLOJIT,O,X,X,X,O
ZSJTILO,O,X,X,X,O
ZSJTIOL,X,X,X,O,O
ZSJTLIO,O,X,X,X,O
ZSJTLOI,O,X,X,X,O
ZSJTOIL,X,X,X,O,O
ZSJTOLI,X,X,X,O,O
ZSJITLO,O,X,X,X,O
ZSJITOL,X,X,X,O,O
ZSJILTO,O,X,X,X,O
ZSJILOT,O,X,X,X,O
ZSJIOTL,X,X,X,O,O
ZSJIOLT,X,X,X,X,O
ZSJLTIO,O,X,X,X,O
ZSJLTOI,O,X,X,X,O
ZSJLITO,O,X,X,X,O
ZSJLIOT,O,X,X,X,O
ZSJLOTI,O,X,X,X,O
ZSJLOIT,O,X,X,X,O
ZSJOTIL,X,X,X,O,O
ZSJOTLI,X,X,X,O,O
ZSJOITL,X,X,X,O,O
ZSJOILT,X,X,X,X,O
ZSJOLTI,X,X,X,X,O
ZSJOLIT,X,X,X,X,O
ZSOTILJ,O,X,O,O,X
ZSOTIJL,X,X,O,O,O
ZSOTLIJ,O,X,O,O,X
ZSOTLJI,O,X,X,O,O
ZSOTJIL,X,X,X,O,O
ZSOTJLI,X,X,X,O,O
ZSOITLJ,O,X,O,O,X
ZSOITJL,X,X,O,O,O
ZSOILTJ,O,X,O,O,X
ZSOILJT,O,X,O,X,X
ZSOIJTL,X,X,O,O,O
ZSOIJLT,X,X,O,X,O
ZSOLTIJ,O,X,O,O,X
ZSOLTJI,O,X,X,O,O
ZSOLITJ,O,X,O,O,X
ZSOLIJT,O,X,O,X,X
ZSOLJTI,O,X,X,X,O
ZSOLJIT,O,X,X,X,O
ZSOJTIL,X,X,X,O,O
ZSOJTLI,X,X,X,O,O
ZSOJITL,X,X,X,O,O
ZSOJILT,X,X,X,X,O
ZSOJLTI,X,X,X,X,O
ZSOJLIT,X,X,X,X,O
ZOTILJS,O,O,X,X,X
ZOTILSJ,O,X,O,X,X
ZOTIJLS,X,O,X,X,X
ZOTIJSL,X,X,O,X,O
ZOTISLJ,X,X,O,O,X
ZOTISJL,X,X,O,O,O
ZOTLIJS,O,O,X,X,X
ZOTLISJ,O,X,X,X,X
ZOTLJIS,O,O,X,X,X
ZOTLJSI,O,X,X,X,O
ZOTLSIJ,O,X,X,O,X
ZOTLSJI,O,X,X,O,O
ZOTJILS,X,O,X,X,X
ZOTJISL,X,X,X,X,O
ZOTJLIS,X,O,X,X,X
ZOTJLSI,X,X,X,X,O
ZOTJSIL,X,X,X,O,O
ZOTJSLI,X,X,X,O,O
ZOTSILJ,O,X,O,O,X
ZOTSIJL,X,X,O,O,O
ZOTSLIJ,O,X,O,O,X
ZOTSLJI,O,X,X,O,O
ZOTSJIL,X,X,X,O,O
ZOTSJLI,X,X,X,O,O
ZOITLJS,O,O,X,X,X
ZOITLSJ,O,X,O,X,X
ZOITJLS,X,O,X,X,X
ZOITJSL,X,X,O,X,O
ZOITSLJ,X,X,O,O,X
ZOITSJL,X,X,O,O,O
ZOILTJS,O,O,X,X,X
ZOILTSJ,O,X,O,X,X
ZOILJTS,O,O,X,X,X
ZOILJST,O,O,X,X,X
ZOILSTJ,O,X,O,O,X
ZOILSJT,O,X,O,X,X
ZOIJTLS,X,O,X,X,X
ZOIJTSL,X,X,O,X,O
ZOIJLTS,X,O,X,X,X
ZOIJLST,X,O,X,X,X
ZOIJSTL,X,X,O,O,O
ZOIJSLT,X,X,O,X,O
ZOISTLJ,O,X,O,O,X
ZOISTJL,X,X,O,O,O
ZOISLTJ,O,X,O,O,X
ZOISLJT,O,X,O,X,X
ZOISJTL,X,X,O,O,O
ZOISJLT,X,X,O,X,O
ZOLTIJS,O,O,X,X,X
ZOLTISJ,O,X,X,X,X
ZOLTJIS,O,O,X,X,X
ZOLTJSI,O,X,X,X,O
ZOLTSIJ,O,X,X,O,X
ZOLTSJI,O,X,X,O,O
ZOLITJS,O,O,X,X,X
ZOLITSJ,O,X,X,X,X
ZOLIJTS,O,O,X,X,X
ZOLIJST,O,O,X,X,X
ZOLISTJ,O,X,X,O,X
ZOLISJT,O,X,X,X,X
ZOLJTIS,O,O,X,X,X
ZOLJTSI,O,X,X,X,O
ZOLJITS,O,O,X,X,X
ZOLJIST,O,O,X,X,X
ZOLJSTI,O,X,X,X,O
ZOLJSIT,O,X,X,X,O
ZOLSTIJ,O,X,X,O,X
ZOLSTJI,O,X,X,O,O
ZOLSITJ,O,X,X,O,X
ZOLSIJT,O,X,X,X,X
ZOLSJTI,O,X,X,X,O
ZOLSJIT,O,X,X,X,O
ZOJTILS,X,O,X,X,X
ZOJTISL,X,X,X,X,O
ZOJTLIS,X,O,X,X,X
ZOJTLSI,X,X,X,X,O
ZOJTSIL,X,X,X,O,O
ZOJTSLI,X,X,X,O,O
ZOJITLS,X,O,X,X,X
ZOJITSL,X,X,X,X,O
ZOJILTS,X,O,X,X,X
ZOJILST,X,O,X,X,X
ZOJISTL,X,X,X,O,O
ZOJISLT,X,X,X,X,O
ZOJLTIS,X,O,X,X,X
ZOJLTSI,X,X,X,X,O
ZOJLITS,X,O,X,X,X
ZOJLIST,X,O,X,X,X
ZOJLSTI,X,X,X,X,O
ZOJLSIT,X,X,X,X,O
ZOJSTIL,X,X,X,O,O
ZOJSTLI,X,X,X,O,O
ZOJSITL,X,X,X,O,O
ZOJSILT,X,X,X,X,O
ZOJSLTI,X,X,X,X,O
ZOJSLIT,X,X,X,X,O
ZOSTILJ,O,X,O,O,X
ZOSTIJL,X,X,O,O,O
ZOSTLIJ,O,X,O,O,X
ZOSTLJI,O,X,X,O,O
ZOSTJIL,X,X,X,O,O
ZOSTJLI,X,X,X,O,O
ZOSITLJ,O,X,O,O,X
ZOSITJL,X,X,O,O,O
ZOSILTJ,O,X,O,O,X
ZOSILJT,O,X,O,X,X
ZOSIJTL,X,X,O,O,O
ZOSIJLT,X,X,O,X,O
ZOSLTIJ,O,X,O,O,X
ZOSLTJI,O,X,X,O,O
ZOSLITJ,O,X,O,O,X
ZOSLIJT,O,X,O,X,X
ZOSLJTI,O,X,X,X,O
ZOSLJIT,O,X,X,X,O
ZOSJTIL,X,X,X,O,O
ZOSJTLI,X,X,X,O,O
ZOSJITL,X,X,X,O,O
ZOSJILT,X,X,X,X,O
ZOSJLTI,X,X,X,X,O
ZOSJLIT,X,X,X,X,O
OTILJSZ,X,O,X,X,X
OTILJZS,X,O,X,X,X
OTILSJZ,X,O,O,X,X
OTILSZJ,O,X,O,X,X
OTILZJS,O,O,X,X,X
OTILZSJ,O,X,O,X,X
OTIJLSZ,X,O,X,X,X
OTIJLZS,X,O,X,X,X
OTIJSLZ,X,O,O,X,X
OTIJSZL,X,X,O,X,X
OTIJZLS,X,O,X,X,X
OTIJZSL,X,X,O,X,O
OTISLJZ,X,O,O,X,X
OTISLZJ,O,X,O,O,X
OTISJLZ,X,O,O,X,X
OTISJZL,X,X,O,O,X
OTISZLJ,X,X,O,O,X
OTISZJL,X,X,O,O,X
OTIZLJS,X,O,X,X,X
OTIZLSJ,X,X,O,X,X
OTIZJLS,X,O,X,X,X
OTIZJSL,X,X,O,X,O
OTIZSLJ,X,X,O,O,X
OTIZSJL,X,X,O,O,O
OTLIJSZ,X,O,X,X,X
OTLIJZS,X,O,X,X,X
OTLISJZ,X,O,O,X,X
OTLISZJ,O,X,O,X,X
OTLIZJS,O,O,X,X,X
OTLIZSJ,O,X,O,X,X
OTLJISZ,X,O,X,X,X
OTLJIZS,X,O,X,X,X
OTLJSIZ,X,O,X,X,X
OTLJSZI,O,X,X,X,X
OTLJZIS,O,O,X,X,X
OTLJZSI,O,X,X,X,O
OTLSIJZ,X,O,O,X,X
OTLSIZJ,O,X,O,X,X
OTLSJIZ,X,O,O,X,X
OTLSJZI,O,X,X,X,X
OTLSZIJ,O,X,O,X,X
OTLSZJI,O,X,X,X,X
OTLZIJS,O,O,X,X,X
OTLZISJ,O,X,X,X,X
OTLZJIS,O,O,X,X,X
OTLZJSI,O,X,X,X,O
OTLZSIJ,O,X,X,X,X
OTLZSJI,O,X,X,X,O
OTJILSZ,X,O,X,X,X
OTJILZS,X,O,X,X,X
OTJISLZ,X,O,O,X,X
OTJISZL,X,X,O,X,X
OTJIZLS,X,O,X,X,X
OTJIZSL,X,X,O,X,O
OTJLISZ,X,O,X,X,X
OTJLIZS,X,O,X,X,X
OTJLSIZ,X,O,X,X,X
OTJLSZI,O,X,X,X,X
OTJLZIS,O,O,X,X,X
OTJLZSI,O,X,X,X,O
OTJSILZ,X,O,O,X,X
OTJSIZL,X,X,O,X,X
OTJSLIZ,X,O,O,X,X
OTJSLZI,O,X,X,X,X
OTJSZIL,X,X,X,X,O
OTJSZLI,X,X,X,X,O
OTJZILS,X,O,X,X,X
OTJZISL,X,X,X,X,O
OTJZLIS,X,O,X,X,X
OTJZLSI,X,X,X,X,O
OTJZSIL,X,X,X,X,O
OTJZSLI,X,X,X,X,O
OTSILJZ,X,O,O,X,X
OTSILZJ,O,X,O,O,X
OTSIJLZ,X,O,O,X,X
OTSIJZL,X,X,O,O,X
OTSIZLJ,X,X,O,O,X
OTSIZJL,X,X,O,O,X
OTSLIJZ,X,O,O,X,X
OTSLIZJ,O,X,O,O,X
OTSLJIZ,X,O,O,X,X
OTSLJZI,O,X,X,X,X
OTSLZIJ,O,X,O,O,X
OTSLZJI,O,X,X,O,X
OTSJILZ,X,O,O,X,X
OTSJIZL,X,X,O,O,X
OTSJLIZ,X,O,O,X,X
OTSJLZI,O,X,X,X,X
OTSJZIL,X,X,X,O,O
OTSJZLI,X,X,X,O,O
OTSZILJ,O,X,O,O,X
OTSZIJL,X,X,O,O,O
OTSZLIJ,O,X,O,O,X
OTSZLJI,O,X,X,O,O
OTSZJIL,X,X,X,O,O
OTSZJLI,X,X,X,O,O
OTZILJS,O,O,X,X,X
OTZILSJ,O,X,O,X,X
OTZIJLS,X,O,X,X,X
OTZIJSL,X,X,O,X,O
OTZISLJ,X,X,O,O,X
OTZISJL,X,X,O,O,O
OTZLIJS,O,O,X,X,X
OTZLISJ,O,X,X,X,X
OTZLJIS,O,O,X,X,X
OTZLJSI,O,X,X,X,O
OTZLSIJ,O,X,X,O,X
OTZLSJI,O,X,X,O,O
OTZJILS,X,O,X,X,X
OTZJISL,X,X,X,X,O
OTZJLIS,X,O,X,X,X
OTZJLSI,X,X,X,X,O
OTZJSIL,X,X,X,O,O
OTZJSLI,X,X,X,O,O
OTZSILJ,O,X,O,O,X
OTZSIJL,X,X,O,O,O
OTZSLIJ,O,X,O,O,X
OTZSLJI,O,X,X,O,O
OTZSJIL,X,X,X,O,O
OTZSJLI,X,X,X,O,O
OITLJSZ,X,O,X,X,X
OITLJZS,X,O,X,X,X
OITLSJZ,X,O,O,X,X
OITLSZJ,O,X,O,X,X
OITLZJS,O,O,X,X,X
OITLZSJ,O,X,O,X,X
OITJLSZ,X,O,X,X,X
OITJLZS,X,O,X,X,X
OITJSLZ,X,O,O,X,X
OITJSZL,X,X,O,X,X
OITJZLS,X,O,X,X,X
OITJZSL,X,X,O,X,O
OITSLJZ,X,O,O,X,X
OITSLZJ,O,X,O,O,X
OITSJLZ,X,O,O,X,X
OITSJZL,X,X,O,O,X
OITSZLJ,X,X,O,O,X
OITSZJL,X,X,O,O,X
OITZLJS,X,O,X,X,X
OITZLSJ,X,X,O,X,X
OITZJLS,X,O,X,X,X
OITZJSL,X,X,O,X,O
OITZSLJ,X,X,O,O,X
OITZSJL,X,X,O,O,O
OILTJSZ,X,O,X,X,X
OILTJZS,X,O,X,X,X
OILTSJZ,X,O,O,X,X
OILTSZJ,O,X,O,X,X
OILTZJS,O,O,X,X,X
OILTZSJ,O,X,O,X,X
OILJTSZ,X,O,X,X,X
OILJTZS,X,O,X,X,X
OILJSTZ,X,O,X,X,X
OILJSZT,X,O,X,X,X
OILJZTS,X,O,X,X,X
OILJZST,X,O,X,X,X
OILSTJZ,X,O,O,X,X
OILSTZJ,O,X,O,O,X
OILSJTZ,X,O,O,X,X
OILSJZT,X,O,O,X,X
OILSZTJ,O,X,O,O,X
OILSZJT,O,X,O,X,X
OILZTJS,O,O,X,X,X
OILZTSJ,O,X,O,X,X
OILZJTS,O,O,X,X,X
OILZJST,O,O,X,X,X
OILZSTJ,O,X,O,O,X
OILZSJT,O,X,O,X,X
OIJTLSZ,X,O,X,X,X
OIJTLZS,X,O,X,X,X
OIJTSLZ,X,O,O,X,X
OIJTSZL,X,X,O,X,X
OIJTZLS,X,O,X,X,X
OIJTZSL,X,X,O,X,O
OIJLTSZ,X,O,X,X,X
OIJLTZS,X,O,X,X,X
OIJLSTZ,X,O,X,X,X
OIJLSZT,X,O,X,X,X
OIJLZTS,X,O,X,X,X
OIJLZST,X,O,X,X,X
OIJSTLZ,X,O,O,X,X
OIJSTZL,X,X,O,O,X
OIJSLTZ,X,O,O,X,X
OIJSLZT,X,O,O,X,X
OIJSZTL,X,X,O,O,X
OIJSZLT,X,X,O,X,X
OIJZTLS,X,O,X,X,X
OIJZTSL,X,X,O,X,O
OIJZLTS,X,O,X,X,X
OIJZLST,X,O,X,X,X
OIJZSTL,X,X,O,O,O
OIJZSLT,X,X,O,X,O
OISTLJZ,X,O,O,X,X
OISTLZJ,O,X,O,O,X
OISTJLZ,X,O,O,X,X
OISTJZL,X,X,O,O,X
OISTZLJ,X,X,O,O,X
OISTZJL,X,X,O,O,X
OISLTJZ,X,O,O,X,X
OISLTZJ,O,X,O,O,X
OISLJTZ,X,O,O,X,X
OISLJZT,X,O,O,X,X
OISLZTJ,O,X,O,O,X
OISLZJT,O,X,O,X,X
OISJTLZ,X,O,O,X,X
OISJTZL,X,X,O,O,X
OISJLTZ,X,O,O,X,X
OISJLZT,X,O,O,X,X
OISJZTL,X,X,O,O,X
OISJZLT,X,X,O,X,X
OISZTLJ,X,X,O,O,X
OISZTJL,X,X,O,O,X
OISZLTJ,X,X,O,O,X
OISZLJT,X,X,O,X,X
OISZJTL,X,X,O,O,X
OISZJLT,X,X,O,X,X
OIZTLJS,X,O,X,X,X
OIZTLSJ,X,X,O,X,X
OIZTJLS,X,O,X,X,X
OIZTJSL,X,X,O,X,O
OIZTSLJ,X,X,O,O,X
OIZTSJL,X,X,O,O,O
OIZLTJS,X,O,X,X,X
OIZLTSJ,X,X,O,X,X
OIZLJTS,X,O,X,X,X
OIZLJST,X,O,X,X,X
OIZLSTJ,X,X,O,O,X
OIZLSJT,X,X,O,X,X
OIZJTLS,X,O,X,X,X
OIZJTSL,X,X,O,X,O
OIZJLTS,X,O,X,X,X
OIZJLST,X,O,X,X,X
