sequence,v115@FhB8AeA8FeB8FeA8AeB8FeD8JeZEJvhFUgBFhB6nB3?mBzpBWwB,v115@FhB8AeA8FeB8FeA8AeB8FeD8JeZEJvhFFgB0hB6nB3?lBWvBTrB,v115@FhB8AeA8FeB8FeA8AeB8FeD8JeZEJvhFGgB6nB8pBl?mB3qBTrB,v115@FhB8AeA8FeB8FeA8AeB8FeD8Jei/IvhFclBxhB/rBG?nBTpB1vB,v115@FhB8AeA8FeB8FeA8AeB8FeD8JeZEJvhFclB6nBlmBu?pB3qBTrB,v115@FhB8AeA8FeB8FeA8AeB8FeD8JeOEJvhF6nB0lBlmBX?lBTrBxuB,v115@FhB8AeA8FeB8FeA8AeB8FeD8JeOEJvhFxgB6nBlmB3?pBUrBTqB,v115@FhB8AeA8FeB8FeA8AeB8FeD8JexAJvhF6nBTlB0pBX?rBOpBlrB
SJZOTLI,O,O,O,O,X,X,O,X
SJZOITL,O,O,O,O,X,X,X,X
SJZOILT,O,O,O,X,X,X,X,O
SJZOLTI,O,O,O,X,X,X,O,O
SJZOLIT,O,O,O,X,X,X,X,O
SJOTILZ,O,O,X,O,X,X,X,X
SJOTIZL,O,O,X,O,X,X,X,X
SJOTLIZ,O,O,X,O,X,X,X,X
SJOTLZI,O,O,X,O,X,X,X,X
SJOTZIL,O,O,X,O,X,X,X,X
SJOTZLI,O,O,X,O,X,X,X,X
SJOITLZ,O,O,X,O,X,X,X,X
SJOITZL,O,O,X,O,X,X,X,X
SJOILTZ,O,O,X,O,X,X,X,X
SJOILZT,O,O,X,X,X,X,X,X
SJOIZTL,O,O,X,O,X,X,X,X
SJOIZLT,O,O,X,X,X,X,X,X
SJOLTIZ,O,O,X,O,X,X,X,X
SJOLTZI,O,O,X,O,X,X,X,X
SJOLITZ,O,O,X,O,X,X,X,X
SJOLIZT,O,O,X,X,X,X,X,X
SJOLZTI,O,O,X,X,X,X,O,X
SJOLZIT,O,O,X,X,X,X,X,X
SJOZTIL,O,O,X,O,X,X,O,X
SJOZTLI,O,O,X,O,X,X,O,X
SJOZITL,O,O,X,O,X,X,X,X
SJOZILT,O,O,X,X,X,X,X,X
SJOZLTI,O,O,X,X,X,X,O,X
SJOZLIT,O,O,X,X,X,X,X,X
SZTILJO,O,O,O,O,O,X,O,X
SZTILOJ,O,O,O,O,O,X,O,X
SZTIJLO,O,X,O,O,O,X,O,X
SZTIJOL,X,X,O,O,X,X,O,X
SZTIOLJ,O,X,O,O,O,X,O,X
SZTIOJL,X,X,O,X,X,X,O,X
SZTLIJO,O,O,O,O,O,X,O,X
SZTLIOJ,O,O,O,O,O,X,O,X
SZTLJIO,O,X,O,O,O,X,O,X
SZTLJOI,O,X,O,O,X,X,O,X
SZTLOIJ,O,X,O,O,O,X,O,O
SZTLOJI,X,X,O,O,X,X,O,O
SZTJILO,O,X,O,O,O,X,O,X
SZTJIOL,O,X,O,O,X,X,O,X
SZTJLIO,O,X,O,O,O,X,O,X
SZTJLOI,O,X,O,O,X,X,O,X
SZTJOIL,O,X,O,O,X,X,O,X
SZTJOLI,O,X,O,O,X,X,O,X
SZTOILJ,O,X,O,O,O,X,O,O
SZTOIJL,X,X,O,X,X,X,O,X
SZTOLIJ,O,X,O,O,O,X,O,O
SZTOLJI,X,X,O,O,X,X,O,O
SZTOJIL,X,X,O,O,X,X,O,X
SZTOJLI,X,X,O,O,X,X,O,X
SZITLJO,O,O,O,O,O,X,O,X
SZITLOJ,O,O,O,O,O,X,O,X
SZITJLO,O,X,O,O,O,X,O,X
SZITJOL,X,X,O,X,X,X,O,X
SZITOLJ,O,X,O,O,O,X,O,X
SZITOJL,X,X,O,X,X,X,O,X
SZILTJO,O,O,O,X,O,X,O,X
SZILTOJ,O,O,O,X,O,X,O,X
SZILJTO,O,O,O,X,O,X,O,X
SZILJOT,O,O,O,X,X,X,X,X
SZILOTJ,O,O,O,X,O,X,X,O
SZILOJT,O,O,O,X,X,X,X,O
SZIJTLO,O,O,O,X,O,X,O,X
SZIJTOL,O,O,O,X,X,X,O,X
SZIJLTO,O,O,O,X,O,X,O,X
SZIJLOT,O,O,O,X,X,X,X,X
SZIJOTL,O,O,O,X,X,X,X,X
SZIJOLT,O,O,O,X,X,X,X,X
SZIOTLJ,O,O,O,O,O,X,X,O
SZIOTJL,O,O,O,O,X,X,X,X
SZIOLTJ,O,O,O,X,O,X,X,O
SZIOLJT,O,O,O,X,X,X,X,O
SZIOJTL,O,O,O,X,X,X,X,X
SZIOJLT,O,O,O,X,X,X,X,O
SZLTIJO,O,O,O,X,O,X,O,X
SZLTIOJ,O,O,O,X,O,X,O,X
SZLTJIO,O,X,O,X,O,X,O,X
SZLTJOI,O,X,O,X,X,X,O,X
SZLTOIJ,O,X,O,X,O,X,O,O
SZLTOJI,X,X,O,X,X,X,O,O
SZLITJO,O,O,O,X,O,X,O,X
SZLITOJ,O,O,O,X,O,X,O,X
SZLIJTO,O,O,O,X,O,X,O,X
SZLIJOT,O,O,O,X,X,X,X,X
SZLIOTJ,O,O,O,X,O,X,X,O
SZLIOJT,O,O,O,X,X,X,X,O
SZLJTIO,O,O,O,X,O,X,O,X
SZLJTOI,O,O,O,X,X,X,O,X
SZLJITO,O,O,O,X,O,X,O,X
SZLJIOT,O,O,O,X,X,X,X,X
SZLJOTI,O,O,O,X,X,X,O,O
SZLJOIT,O,O,O,X,X,X,X,O
SZLOTIJ,O,O,O,X,O,X,O,O
SZLOTJI,O,O,O,X,X,X,O,O
SZLOITJ,O,O,O,X,O,X,X,O
SZLOIJT,O,O,O,X,X,X,X,O
SZLOJTI,O,O,O,X,X,X,O,O
SZLOJIT,O,O,O,X,X,X,X,O
SZJTILO,O,O,O,O,O,X,O,X
SZJTIOL,O,O,O,O,X,X,O,X
SZJTLIO,O,O,O,O,O,X,O,X
SZJTLOI,O,O,O,O,X,X,O,X
SZJTOIL,O,O,O,O,X,X,O,X
SZJTOLI,O,O,O,O,X,X,O,X
SZJITLO,O,O,O,O,O,X,O,X
SZJITOL,O,O,O,O,X,X,O,X
SZJILTO,O,O,O,X,O,X,O,X
SZJILOT,O,O,O,X,X,X,X,X
SZJIOTL,O,O,O,O,X,X,X,X
SZJIOLT,O,O,O,X,X,X,X,X
SZJLTIO,O,O,O,X,O,X,O,X
SZJLTOI,O,O,O,X,X,X,O,X
SZJLITO,O,O,O,X,O,X,O,X
SZJLIOT,O,O,O,X,X,X,X,X
SZJLOTI,O,O,O,X,X,X,O,O
SZJLOIT,O,O,O,X,X,X,X,O
SZJOTIL,O,O,O,O,X,X,O,X
SZJOTLI,O,O,O,O,X,X,O,X
SZJOITL,O,O,O,O,X,X,X,X
SZJOILT,O,O,O,X,X,X,X,O
SZJOLTI,O,O,O,X,X,X,O,O
SZJOLIT,O,O,O,X,X,X,X,O
SZOTILJ,O,O,O,O,O,X,O,O
SZOTIJL,O,O,O,O,X,X,O,X
SZOTLIJ,O,O,O,O,O,X,O,O
SZOTLJI,O,O,O,O,X,X,O,O
SZOTJIL,O,O,O,O,X,X,O,X
SZOTJLI,O,O,O,O,X,X,O,X
SZOITLJ,O,O,O,O,O,X,X,O
SZOITJL,O,O,O,O,X,X,X,X
SZOILTJ,O,O,O,X,O,X,X,O
SZOILJT,O,O,O,X,X,X,X,O
SZOIJTL,O,O,O,X,X,X,X,X
SZOIJLT,O,O,O,X,X,X,X,O
SZOLTIJ,O,O,O,X,O,X,O,O
SZOLTJI,O,O,O,X,X,X,O,O
SZOLITJ,O,O,O,X,O,X,X,O
SZOLIJT,O,O,O,X,X,X,X,O
SZOLJTI,O,O,O,X,X,X,O,O
SZOLJIT,O,O,O,X,X,X,X,O
SZOJTIL,O,O,O,O,X,X,O,X
SZOJTLI,O,O,O,O,X,X,O,X
SZOJITL,O,O,O,O,X,X,X,X
SZOJILT,O,O,O,X,X,X,X,O
SZOJLTI,O,O,O,X,X,X,O,O
SZOJLIT,O,O,O,X,X,X,X,O
SOTILJZ,O,O,X,X,X,X,X,X
SOTILZJ,O,O,O,O,O,X,X,X
SOTIJLZ,O,O,X,O,X,X,X,X
SOTIJZL,O,O,X,O,X,X,X,X
SOTIZLJ,O,O,O,O,O,X,X,X
SOTIZJL,O,O,O,O,X,X,X,X
SOTLIJZ,O,O,X,X,X,X,X,X
SOTLIZJ,O,O,O,O,O,X,X,X
SOTLJIZ,O,O,X,O,X,X,X,X
SOTLJZI,O,O,X,O,X,X,X,X
SOTLZIJ,O,O,X,O,O,X,X,X
SOTLZJI,O,O,X,O,X,X,X,X
SOTJILZ,O,O,X,O,X,X,X,X
SOTJIZL,O,O,X,O,X,X,X,X
SOTJLIZ,O,O,X,O,X,X,X,X
SOTJLZI,O,O,X,O,X,X,X,X
SOTJZIL,O,O,X,O,X,X,X,X
SOTJZLI,O,O,X,O,X,X,X,X
SOTZILJ,O,O,X,O,O,X,X,X
SOTZIJL,O,O,X,O,X,X,X,X
SOTZLIJ,O,O,X,O,O,X,X,X
SOTZLJI,O,O,X,O,X,X,X,X
SOTZJIL,O,O,X,O,X,X,X,X
SOTZJLI,O,O,X,O,X,X,X,X
SOITLJZ,O,O,X,X,X,X,X,X
SOITLZJ,O,O,O,O,O,X,X,X
SOITJLZ,O,O,X,O,X,X,X,X
SOITJZL,O,O,X,O,X,X,X,X
SOITZLJ,O,O,O,O,O,X,X,X
SOITZJL,O,O,O,O,X,X,X,X
SOILTJZ,O,O,X,X,X,X,X,X
SOILTZJ,O,O,O,O,O,X,X,X
SOILJTZ,O,O,X,X,X,X,X,X
SOILJZT,O,O,X,X,X,X,X,X
SOILZTJ,O,O,O,X,O,X,X,X
SOILZJT,O,O,O,X,X,X,X,X
SOIJTLZ,O,O,X,O,X,X,X,X
SOIJTZL,O,O,X,O,X,X,X,X
SOIJLTZ,O,O,X,O,X,X,X,X
SOIJLZT,O,O,X,X,X,X,X,X
SOIJZTL,O,O,X,O,X,X,X,X
SOIJZLT,O,O,X,X,X,X,X,X
SOIZTLJ,O,O,O,O,O,X,X,X
SOIZTJL,O,O,O,O,X,X,X,X
SOIZLTJ,O,O,O,X,O,X,X,X
SOIZLJT,O,O,O,X,X,X,X,X
SOIZJTL,O,O,O,X,X,X,X,X
SOIZJLT,O,O,O,X,X,X,X,X
SOLTIJZ,O,O,X,X,X,X,X,X
SOLTIZJ,O,O,O,O,O,X,X,X
SOLTJIZ,O,O,X,O,X,X,X,X
SOLTJZI,O,O,X,O,X,X,X,X
SOLTZIJ,O,O,X,O,O,X,X,X
SOLTZJI,O,O,X,O,X,X,X,X
SOLITJZ,O,O,X,X,X,X,X,X
SOLITZJ,O,O,O,O,O,X,X,X
SOLIJTZ,O,O,X,X,X,X,X,X
SOLIJZT,O,O,X,X,X,X,X,X
SOLIZTJ,O,O,O,X,O,X,X,X
SOLIZJT,O,O,O,X,X,X,X,X
SOLJTIZ,O,O,X,O,X,X,X,X
SOLJTZI,O,O,X,O,X,X,X,X
SOLJITZ,O,O,X,O,X,X,X,X
SOLJIZT,O,O,X,X,X,X,X,X
SOLJZTI,O,O,X,X,X,X,O,X
SOLJZIT,O,O,X,X,X,X,X,X
SOLZTIJ,O,O,X,X,O,X,O,O
SOLZTJI,O,O,X,X,X,X,O,O
SOLZITJ,O,O,X,X,O,X,X,O
SOLZIJT,O,O,X,X,X,X,X,O
SOLZJTI,O,O,X,X,X,X,O,O
SOLZJIT,O,O,X,X,X,X,X,O
SOJTILZ,O,O,X,O,X,X,X,X
SOJTIZL,O,O,X,O,X,X,X,X
SOJTLIZ,O,O,X,O,X,X,X,X
SOJTLZI,O,O,X,O,X,X,X,X
SOJTZIL,O,O,X,O,X,X,X,X
SOJTZLI,O,O,X,O,X,X,X,X
SOJITLZ,O,O,X,O,X,X,X,X
SOJITZL,O,O,X,O,X,X,X,X
SOJILTZ,O,O,X,O,X,X,X,X
SOJILZT,O,O,X,X,X,X,X,X
SOJIZTL,O,O,X,O,X,X,X,X
SOJIZLT,O,O,X,X,X,X,X,X
SOJLTIZ,O,O,X,O,X,X,X,X
SOJLTZI,O,O,X,O,X,X,X,X
SOJLITZ,O,O,X,O,X,X,X,X
SOJLIZT,O,O,X,X,X,X,X,X
SOJLZTI,O,O,X,X,X,X,O,X
SOJLZIT,O,O,X,X,X,X,X,X
SOJZTIL,O,O,X,O,X,X,O,X
SOJZTLI,O,O,X,O,X,X,O,X
SOJZITL,O,O,X,O,X,X,X,X
SOJZILT,O,O,X,X,X,X,X,X
SOJZLTI,O,O,X,X,X,X,O,X
SOJZLIT,O,O,X,X,X,X,X,X
SOZTILJ,O,O,X,O,O,X,O,O
SOZTIJL,O,O,X,O,X,X,O,X
SOZTLIJ,O,O,X,O,O,X,O,O
SOZTLJI,O,O,X,O,X,X,O,O
SOZTJIL,O,O,X,O,X,X,O,X
SOZTJLI,O,O,X,O,X,X,O,X
SOZITLJ,O,O,X,O,O,X,X,O
SOZITJL,O,O,X,O,X,X,X,X
SOZILTJ,O,O,X,X,O,X,X,O
SOZILJT,O,O,X,X,X,X,X,O
SOZIJTL,O,O,X,X,X,X,X,X
SOZIJLT,O,O,X,X,X,X,X,O
SOZLTIJ,O,O,X,X,O,X,O,O
SOZLTJI,O,O,X,X,X,X,O,O
SOZLITJ,O,O,X,X,O,X,X,O
SOZLIJT,O,O,X,X,X,X,X,O
SOZLJTI,O,O,X,X,X,X,O,O
SOZLJIT,O,O,X,X,X,X,X,O
SOZJTIL,O,O,X,O,X,X,O,X
SOZJTLI,O,O,X,O,X,X,O,X
SOZJITL,O,O,X,O,X,X,X,X
SOZJILT,O,O,X,X,X,X,X,O
SOZJLTI,O,O,X,X,X,X,O,O
SOZJLIT,O,O,X,X,X,X,X,O
ZTILJSO,O,O,O,X,X,O,O,X
ZTILJOS,O,O,X,X,X,O,X,X
ZTILSJO,O,O,O,O,O,O,O,X
ZTILSOJ,O,O,O,O,O,X,O,X
ZTILOJS,O,O,X,X,X,O,X,X
ZTILOSJ,O,O,X,X,X,X,O,X
ZTIJLSO,O,O,O,X,X,O,O,X
ZTIJLOS,O,O,X,X,X,O,X,X
ZTIJSLO,O,O,O,X,X,O,O,X
ZTIJSOL,O,O,O,X,X,X,O,X
ZTIJOLS,O,O,X,X,X,O,X,X
ZTIJOSL,X,O,X,X,X,X,X,X
ZTISLJO,O,O,O,O,O,O,O,X
ZTISLOJ,O,O,O,O,O,X,O,X
ZTISJLO,O,X,O,O,O,O,O,X
ZTISJOL,X,X,O,O,X,X,O,X
ZTISOLJ,O,X,O,O,O,X,O,X
ZTISOJL,X,X,O,X,X,X,O,X
ZTIOLJS,O,O,X,X,X,O,X,X
ZTIOLSJ,O,O,X,X,X,X,O,X
ZTIOJLS,O,O,X,X,X,O,X,X
ZTIOJSL,O,O,X,X,X,X,X,X
ZTIOSLJ,O,O,X,X,X,X,O,X
ZTIOSJL,O,O,X,X,X,X,O,X
ZTLIJSO,O,O,O,X,X,O,O,X
ZTLIJOS,O,O,X,X,X,O,X,X
ZTLISJO,O,O,O,O,O,O,O,X
ZTLISOJ,O,O,O,O,O,X,O,X
ZTLIOJS,O,O,X,X,X,O,X,X
ZTLIOSJ,O,O,X,X,X,X,O,X
ZTLJISO,O,O,O,X,X,O,O,X
ZTLJIOS,O,O,X,X,X,O,X,X
ZTLJSIO,O,O,O,O,X,X,X,X
ZTLJSOI,O,O,O,O,X,X,X,X
ZTLJOIS,O,O,X,X,X,X,X,X
ZTLJOSI,X,O,X,X,X,X,X,X
ZTLSIJO,O,O,O,O,O,X,O,X
ZTLSIOJ,O,O,O,O,O,X,O,X
ZTLSJIO,O,X,O,O,O,X,X,X
ZTLSJOI,X,X,O,O,X,X,X,X
ZTLSOIJ,O,X,O,O,O,X,X,O
ZTLSOJI,X,X,O,O,X,X,X,O
ZTLOIJS,O,O,X,X,X,X,X,X
ZTLOISJ,O,O,X,X,X,X,O,X
ZTLOJIS,O,O,X,X,X,X,X,X
ZTLOJSI,O,O,X,X,X,X,X,X
ZTLOSIJ,O,O,X,O,X,X,X,O
ZTLOSJI,O,O,X,O,X,X,X,O
ZTJILSO,O,O,O,X,X,O,O,X
ZTJILOS,O,O,X,X,X,O,X,X
ZTJISLO,O,O,O,X,X,O,O,X
ZTJISOL,O,O,O,X,X,X,O,X
ZTJIOLS,O,O,X,X,X,O,X,X
ZTJIOSL,X,O,X,X,X,X,X,X
ZTJLISO,O,O,O,X,X,O,O,X
ZTJLIOS,O,O,X,X,X,O,X,X
ZTJLSIO,O,O,O,O,X,X,X,X
ZTJLSOI,O,O,O,O,X,X,X,X
ZTJLOIS,O,O,X,X,X,X,X,X
ZTJLOSI,X,O,X,X,X,X,X,X
ZTJSILO,O,O,O,O,X,X,X,X
ZTJSIOL,O,O,O,O,X,X,X,X
ZTJSLIO,O,O,O,O,X,X,X,X
ZTJSLOI,O,O,O,O,X,X,X,X
ZTJSOIL,O,O,O,O,X,X,X,X
ZTJSOLI,O,O,O,O,X,X,X,X
ZTJOILS,O,O,X,X,X,X,X,X
ZTJOISL,X,O,X,X,X,X,X,X
ZTJOLIS,O,O,X,X,X,X,X,X
ZTJOLSI,X,O,X,X,X,X,X,X
ZTJOSIL,X,O,X,X,X,X,X,X
ZTJOSLI,X,O,X,X,X,X,X,X
ZTSILJO,O,O,O,O,O,X,O,X
ZTSILOJ,O,O,O,O,O,X,O,X
ZTSIJLO,O,X,O,O,O,X,O,X
ZTSIJOL,X,X,O,O,X,X,O,X
ZTSIOLJ,O,X,O,O,O,X,O,X
ZTSIOJL,X,X,O,X,X,X,O,X
ZTSLIJO,O,O,O,O,O,X,O,X
ZTSLIOJ,O,O,O,O,O,X,O,X
ZTSLJIO,O,X,O,O,O,X,X,X
ZTSLJOI,X,X,O,O,X,X,X,X
ZTSLOIJ,O,X,O,O,O,X,X,O
ZTSLOJI,X,X,O,O,X,X,X,O
ZTSJILO,O,X,O,O,O,X,X,X
ZTSJIOL,X,X,O,O,X,X,X,X
ZTSJLIO,O,X,O,O,O,X,X,X
ZTSJLOI,X,X,O,O,X,X,X,X
ZTSJOIL,X,X,O,O,X,X,X,X
ZTSJOLI,X,X,O,O,X,X,X,X
ZTSOILJ,O,X,O,O,O,X,X,O
ZTSOIJL,X,X,O,X,X,X,X,X
ZTSOLIJ,O,X,O,O,O,X,X,O
ZTSOLJI,X,X,O,O,X,X,X,O
ZTSOJIL,X,X,O,O,X,X,X,X
ZTSOJLI,X,X,O,O,X,X,X,X
ZTOILJS,O,O,X,X,X,X,X,X
ZTOILSJ,O,O,X,X,X,X,O,X
ZTOIJLS,O,O,X,X,X,X,X,X
ZTOIJSL,O,O,X,X,X,X,X,X
ZTOISLJ,O,O,X,X,X,X,O,X
ZTOISJL,O,O,X,X,X,X,O,X
ZTOLIJS,O,O,X,X,X,X,X,X
ZTOLISJ,O,O,X,X,X,X,O,X
ZTOLJIS,O,O,X,X,X,X,X,X
ZTOLJSI,O,O,X,X,X,X,X,X
ZTOLSIJ,O,O,X,O,X,X,X,O
ZTOLSJI,O,O,X,O,X,X,X,O
ZTOJILS,O,O,X,X,X,X,X,X
ZTOJISL,O,O,X,X,X,X,X,X
ZTOJLIS,O,O,X,X,X,X,X,X
ZTOJLSI,O,O,X,X,X,X,X,X
ZTOJSIL,O,O,X,X,X,X,X,X
ZTOJSLI,O,O,X,X,X,X,X,X
ZTOSILJ,O,O,X,O,X,X,X,O
ZTOSIJL,O,O,X,X,X,X,X,X
ZTOSLIJ,O,O,X,O,X,X,X,O
ZTOSLJI,O,O,X,O,X,X,X,O
ZTOSJIL,O,O,X,O,X,X,X,X
ZTOSJLI,O,O,X,O,X,X,X,X
ZITLJSO,O,O,O,X,X,O,O,X
ZITLJOS,O,O,X,X,X,O,X,X
ZITLSJO,O,O,O,X,O,O,O,X
ZITLSOJ,O,O,O,X,O,X,O,X
ZITLOJS,O,O,X,X,X,O,X,X
ZITLOSJ,O,O,X,X,X,X,O,X
ZITJLSO,O,O,O,X,X,O,O,X
ZITJLOS,O,O,X,X,X,O,X,X
ZITJSLO,O,O,O,X,X,O,O,X
ZITJSOL,O,O,O,X,X,X,O,X
ZITJOLS,O,O,X,X,X,O,X,X
ZITJOSL,X,O,X,X,X,X,X,X
ZITSLJO,O,O,O,X,O,O,O,X
ZITSLOJ,O,O,O,X,O,X,O,X
ZITSJLO,O,X,O,X,O,O,O,X
ZITSJOL,X,X,O,X,X,X,O,X
ZITSOLJ,O,X,O,X,O,X,O,X
ZITSOJL,X,X,O,X,X,X,O,X
ZITOLJS,O,O,X,X,X,O,X,X
ZITOLSJ,O,O,X,X,X,X,O,X
ZITOJLS,O,O,X,X,X,O,X,X
ZITOJSL,O,O,X,X,X,X,X,X
ZITOSLJ,O,O,X,X,X,X,O,X
ZITOSJL,O,O,X,X,X,X,O,X
ZILTJSO,O,O,O,X,X,O,O,X
ZILTJOS,O,O,X,X,X,O,X,X
ZILTSJO,O,O,O,X,O,O,O,X
ZILTSOJ,O,O,O,X,O,X,O,X
ZILTOJS,O,O,X,X,X,O,X,X
ZILTOSJ,O,O,X,X,X,X,O,X
ZILJTSO,O,O,O,X,X,O,X,X
ZILJTOS,O,O,X,X,X,O,X,X
ZILJSTO,O,O,O,X,X,O,X,X
ZILJSOT,O,O,O,X,X,X,X,X
ZILJOTS,O,O,X,X,X,O,X,X
ZILJOST,O,O,O,X,X,X,X,X
ZILSTJO,O,O,O,X,O,O,X,X
ZILSTOJ,O,O,O,X,O,X,X,X
ZILSJTO,O,O,O,X,O,O,X,X
ZILSJOT,O,O,O,X,X,X,X,X
ZILSOTJ,O,O,O,X,O,X,X,O
ZILSOJT,O,O,O,X,X,X,X,O
ZILOTJS,O,O,X,X,X,O,X,X
ZILOTSJ,O,O,X,X,X,X,X,X
ZILOJTS,O,O,X,X,X,O,X,X
ZILOJST,O,O,O,X,X,X,X,X
ZILOSTJ,O,O,O,X,X,X,X,O
ZILOSJT,O,O,O,X,X,X,X,O
ZIJTLSO,O,O,O,X,X,O,X,X
ZIJTLOS,O,O,X,X,X,O,X,X
ZIJTSLO,O,O,O,X,X,O,X,X
ZIJTSOL,O,O,O,X,X,X,X,X
ZIJTOLS,O,O,X,X,X,O,X,X
ZIJTOSL,X,O,X,X,X,X,X,X
ZIJLTSO,O,O,O,X,X,O,X,X
ZIJLTOS,O,O,X,X,X,O,X,X
ZIJLSTO,O,O,O,X,X,O,X,X
ZIJLSOT,O,O,O,X,X,X,X,X
ZIJLOTS,O,O,X,X,X,O,X,X
ZIJLOST,O,O,O,X,X,X,X,X
ZIJSTLO,O,O,O,X,X,O,X,X
ZIJSTOL,O,O,O,X,X,X,X,X
ZIJSLTO,O,O,O,X,X,O,X,X
ZIJSLOT,O,O,O,X,X,X,X,X
ZIJSOTL,O,O,O,X,X,X,X,X
ZIJSOLT,O,O,O,X,X,X,X,X
ZIJOTLS,O,O,X,X,X,O,X,X
ZIJOTSL,O,O,X,X,X,X,X,X
ZIJOLTS,O,O,X,X,X,O,X,X
ZIJOLST,O,O,O,X,X,X,X,X
ZIJOSTL,O,O,O,X,X,X,X,X
ZIJOSLT,O,O,O,X,X,X,X,X
ZISTLJO,O,O,O,X,O,O,X,X
ZISTLOJ,O,O,O,X,O,X,X,X
ZISTJLO,O,X,O,X,O,O,X,X
ZISTJOL,X,X,O,X,X,X,X,X
ZISTOLJ,O,X,O,X,O,X,X,X
ZISTOJL,X,X,O,X,X,X,X,X
ZISLTJO,O,O,O,X,O,O,X,X
ZISLTOJ,O,O,O,X,O,X,X,X
ZISLJTO,O,O,O,X,O,O,X,X
ZISLJOT,O,O,O,X,X,X,X,X
ZISLOTJ,O,O,O,X,O,X,X,O
ZISLOJT,O,O,O,X,X,X,X,O
ZISJTLO,O,O,O,X,O,O,X,X
ZISJTOL,O,O,O,X,X,X,X,X
ZISJLTO,O,O,O,X,O,O,X,X
ZISJLOT,O,O,O,X,X,X,X,X
ZISJOTL,O,O,O,X,X,X,X,X
ZISJOLT,O,O,O,X,X,X,X,X
ZISOTLJ,O,O,O,X,O,X,X,O
ZISOTJL,O,O,O,X,X,X,X,X
ZISOLTJ,O,O,O,X,O,X,X,O
ZISOLJT,O,O,O,X,X,X,X,O
ZISOJTL,O,O,O,X,X,X,X,X
ZISOJLT,O,O,O,X,X,X,X,O
ZIOTLJS,O,O,X,X,X,O,X,X
ZIOTLSJ,O,O,X,X,X,X,X,X
ZIOTJLS,O,O,X,X,X,O,X,X
ZIOTJSL,O,O,X,X,X,X,X,X
ZIOTSLJ,O,O,X,X,X,X,X,X
ZIOTSJL,O,O,X,X,X,X,X,X
ZIOLTJS,O,O,X,X,X,O,X,X
ZIOLTSJ,O,O,X,X,X,X,X,X
ZIOLJTS,O,O,X,X,X,O,X,X
ZIOLJST,O,O,O,X,X,X,X,X
ZIOLSTJ,O,O,O,X,X,X,X,O
ZIOLSJT,O,O,O,X,X,X,X,O
ZIOJTLS,O,O,X,X,X,O,X,X
ZIOJTSL,O,O,X,X,X,X,X,X
ZIOJLTS,O,O,X,X,X,O,X,X
ZIOJLST,O,O,O,X,X,X,X,X
ZIOJSTL,O,O,O,X,X,X,X,X
ZIOJSLT,O,O,O,X,X,X,X,X
ZIOSTLJ,O,O,O,X,X,X,X,O
ZIOSTJL,O,O,O,X,X,X,X,X
ZIOSLTJ,O,O,O,X,X,X,X,O
ZIOSLJT,O,O,O,X,X,X,X,O
ZIOSJTL,O,O,O,X,X,X,X,X
ZIOSJLT,O,O,O,X,X,X,X,O
ZLTIJSO,O,O,O,X,X,O,O,X
ZLTIJOS,O,O,X,X,X,O,X,X
ZLTISJO,O,O,O,X,O,O,O,X
ZLTISOJ,O,O,O,X,O,X,O,X
ZLTIOJS,O,O,X,X,X,O,X,X
ZLTIOSJ,O,O,X,X,X,X,O,X
ZLTJISO,O,O,O,X,X,O,O,X
ZLTJIOS,O,O,X,X,X,O,X,X
ZLTJSIO,O,O,O,X,X,X,X,X
ZLTJSOI,O,O,O,X,X,X,X,X
ZLTJOIS,O,O,X,X,X,X,X,X
ZLTJOSI,X,O,X,X,X,X,X,X
ZLTSIJO,O,O,O,X,O,X,O,X
ZLTSIOJ,O,O,O,X,O,X,O,X
ZLTSJIO,O,X,O,X,O,X,X,X
ZLTSJOI,X,X,O,X,X,X,X,X
ZLTSOIJ,O,X,O,X,O,X,X,O
ZLTSOJI,X,X,O,X,X,X,X,O
ZLTOIJS,O,O,X,X,X,X,X,X
ZLTOISJ,O,O,X,X,X,X,O,X
ZLTOJIS,O,O,X,X,X,X,X,X
ZLTOJSI,O,O,X,X,X,X,X,X
ZLTOSIJ,O,O,X,X,X,X,X,O
ZLTOSJI,O,O,X,X,X,X,X,O
ZLITJSO,O,O,O,X,X,O,O,X
ZLITJOS,O,O,X,X,X,O,X,X
ZLITSJO,O,O,O,X,O,O,O,X
ZLITSOJ,O,O,O,X,O,X,O,X
ZLITOJS,O,O,X,X,X,O,X,X
ZLITOSJ,O,O,X,X,X,X,O,X
ZLIJTSO,O,O,O,X,X,O,X,X
ZLIJTOS,O,O,X,X,X,O,X,X
ZLIJSTO,O,O,O,X,X,O,X,X
ZLIJSOT,O,O,O,X,X,X,X,X
ZLIJOTS,O,O,X,X,X,O,X,X
ZLIJOST,O,O,O,X,X,X,X,X
ZLISTJO,O,O,O,X,O,O,X,X
ZLISTOJ,O,O,O,X,O,X,X,X
ZLISJTO,O,O,O,X,O,O,X,X
ZLISJOT,O,O,O,X,X,X,X,X
ZLISOTJ,O,O,O,X,O,X,X,O
ZLISOJT,O,O,O,X,X,X,X,O
ZLIOTJS,O,O,X,X,X,O,X,X
ZLIOTSJ,O,O,X,X,X,X,X,X
ZLIOJTS,O,O,X,X,X,O,X,X
ZLIOJST,O,O,O,X,X,X,X,X
ZLIOSTJ,O,O,O,X,X,X,X,O
