sequence,v115@9gA8IeA8FeA8BeA8FeC8EeE8JeRAJvhFFiBTjBGlB0?mB3pByvB,v115@9gA8IeA8FeA8BeA8FeC8EeE8JeuEJvhFFhBXiBTjBy?uBRrB0qB,v115@9gA8IeA8FeA8BeA8FeC8EeE8JeSFJvhFxhBTjBmmBU?qBFrB3pB,v115@9gA8IeA8FeA8BeA8FeC8EeE8JeUBJvhFFiBTjBClB2?vBRrB3pB,v115@9gA8IeA8FeA8BeA8FeC8EeE8JeRAJvhFSmBOnBTjB3?pBFrBUqB,v115@9gA8IeA8FeA8BeA8FeC8EeE8JeRAJvhFSmBOnBTjBU?lB1uBXrB,v115@9gA8IeA8FeA8BeA8FeC8EeE8JexAJvhFXiBTjBllBU?qBirB+pB
SIZTJOL,O,X,O,O,X,X,X
SIZTOLJ,O,O,X,X,X,X,X
SIZTOJL,O,X,O,O,X,X,X
SIZLTJO,X,O,X,X,X,X,O
SIZLTOJ,O,O,X,X,X,X,O
SIZLJTO,X,O,X,X,X,X,X
SIZLJOT,X,O,X,X,X,X,X
SIZLOTJ,O,O,X,X,X,X,O
SIZLOJT,X,O,X,X,X,X,X
SIZJTLO,O,X,X,O,X,X,X
SIZJTOL,O,X,X,O,X,X,X
SIZJLTO,O,X,X,O,X,X,X
SIZJLOT,O,X,X,O,X,X,X
SIZJOTL,O,X,X,O,X,X,X
SIZJOLT,O,X,X,O,X,X,X
SIZOTLJ,O,O,X,X,X,X,X
SIZOTJL,O,X,O,O,X,X,X
SIZOLTJ,O,O,X,X,X,X,O
SIZOLJT,X,O,X,X,X,X,X
SIZOJTL,O,X,X,O,X,X,X
SIZOJLT,O,X,X,O,X,X,X
SIOTLJZ,X,O,X,X,O,X,X
SIOTLZJ,X,O,X,X,O,X,X
SIOTJLZ,O,O,O,O,O,X,X
SIOTJZL,O,X,O,O,O,X,X
SIOTZLJ,O,O,X,X,X,X,X
SIOTZJL,O,X,O,O,X,X,X
SIOLTJZ,X,O,X,X,X,X,X
SIOLTZJ,X,O,X,X,X,X,X
SIOLJTZ,X,O,X,X,X,X,X
SIOLJZT,X,O,X,X,X,X,X
SIOLZTJ,X,O,X,X,X,X,O
SIOLZJT,X,O,X,X,X,X,X
SIOJTLZ,O,O,O,O,O,X,X
SIOJTZL,O,X,O,O,O,X,X
SIOJLTZ,O,O,X,O,X,X,X
SIOJLZT,O,O,X,O,X,X,X
SIOJZTL,O,X,X,O,X,X,X
SIOJZLT,O,X,X,O,X,X,X
SIOZTLJ,O,O,X,X,X,X,X
SIOZTJL,O,X,O,O,X,X,X
SIOZLTJ,O,O,X,X,X,X,O
SIOZLJT,X,O,X,X,X,X,X
SIOZJTL,O,X,X,O,X,X,X
SIOZJLT,O,X,X,O,X,X,X
SLTIJZO,X,O,X,X,O,X,X
SLTIJOZ,X,O,X,X,O,X,X
SLTIZJO,X,O,X,X,O,X,X
SLTIZOJ,X,O,X,X,O,X,X
SLTIOJZ,X,O,X,X,O,X,X
SLTIOZJ,X,O,X,X,O,X,X
SLTJIZO,X,O,X,X,O,X,X
SLTJIOZ,O,O,X,X,O,X,X
SLTJZIO,X,X,X,X,O,X,X
SLTJZOI,X,O,X,X,O,X,X
SLTJOIZ,O,O,X,X,O,X,X
SLTJOZI,X,O,X,X,O,X,X
SLTZIJO,X,X,X,X,O,X,O
SLTZIOJ,O,X,X,X,O,X,O
SLTZJIO,O,X,X,X,O,X,O
SLTZJOI,O,O,X,X,O,X,O
SLTZOIJ,O,X,X,X,O,X,O
SLTZOJI,O,O,X,X,O,X,O
SLTOIJZ,X,O,X,X,O,X,X
SLTOIZJ,X,O,X,X,O,X,X
SLTOJIZ,O,O,X,X,O,X,X
SLTOJZI,X,O,X,X,O,X,X
SLTOZIJ,O,X,X,X,O,X,O
SLTOZJI,O,O,X,X,O,X,O
SLITJZO,X,O,X,X,X,X,X
SLITJOZ,X,O,X,X,X,X,X
SLITZJO,X,O,X,X,X,X,X
SLITZOJ,X,O,X,X,X,X,X
SLITOJZ,X,O,X,X,X,X,X
SLITOZJ,X,O,X,X,X,X,X
SLIJTZO,X,O,X,X,X,X,X
SLIJTOZ,X,O,X,X,X,X,X
SLIJZTO,X,O,X,X,X,X,X
SLIJZOT,X,O,X,X,X,X,X
SLIJOTZ,X,O,X,X,X,X,X
SLIJOZT,X,O,X,X,X,X,X
SLIZTJO,X,O,X,X,X,X,O
SLIZTOJ,X,O,X,X,X,X,O
SLIZJTO,X,O,X,X,X,X,X
SLIZJOT,X,O,X,X,X,X,X
SLIZOTJ,X,O,X,X,X,X,O
SLIZOJT,X,O,X,X,X,X,X
SLIOTJZ,X,O,X,X,X,X,X
SLIOTZJ,X,O,X,X,X,X,X
SLIOJTZ,X,O,X,X,X,X,X
SLIOJZT,X,O,X,X,X,X,X
SLIOZTJ,X,O,X,X,X,X,O
SLIOZJT,X,O,X,X,X,X,X
SLJTIZO,X,O,X,X,O,X,X
SLJTIOZ,O,O,X,X,O,X,X
SLJTZIO,X,X,X,X,O,X,X
SLJTZOI,X,O,X,X,O,X,X
SLJTOIZ,O,O,X,X,O,X,X
SLJTOZI,X,O,X,X,O,X,X
SLJITZO,X,O,X,X,X,X,X
SLJITOZ,O,O,X,X,X,X,X
SLJIZTO,O,O,X,X,X,X,X
SLJIZOT,O,O,X,X,X,X,X
SLJIOTZ,O,O,X,X,X,X,X
SLJIOZT,O,O,X,X,X,X,X
SLJZTIO,O,X,X,X,X,X,O
SLJZTOI,O,O,X,X,X,X,O
SLJZITO,O,O,X,X,X,X,X
SLJZIOT,O,O,X,X,X,X,X
SLJZOTI,O,O,X,X,X,X,O
SLJZOIT,O,O,X,X,X,X,X
SLJOTIZ,O,O,X,X,O,X,X
SLJOTZI,X,O,X,X,O,X,X
SLJOITZ,O,O,X,X,X,X,X
SLJOIZT,O,O,X,X,X,X,X
SLJOZTI,O,O,X,X,X,X,O
SLJOZIT,O,O,X,X,X,X,X
SLZTIJO,X,X,X,X,X,X,O
SLZTIOJ,O,X,X,X,X,X,O
SLZTJIO,O,X,X,X,X,X,O
SLZTJOI,O,O,X,X,X,X,O
SLZTOIJ,O,X,X,X,X,X,O
SLZTOJI,O,O,X,X,X,X,O
SLZITJO,X,O,X,X,X,X,O
SLZITOJ,O,O,X,X,X,X,O
SLZIJTO,X,O,X,X,X,X,X
SLZIJOT,X,O,X,X,X,X,X
SLZIOTJ,O,O,X,X,X,X,O
SLZIOJT,X,O,X,X,X,X,X
SLZJTIO,O,X,X,X,X,X,O
SLZJTOI,O,O,X,X,X,X,O
SLZJITO,O,O,X,X,X,X,X
SLZJIOT,O,O,X,X,X,X,X
SLZJOTI,O,O,X,X,X,X,O
SLZJOIT,O,O,X,X,X,X,X
SLZOTIJ,O,X,X,X,X,X,O
SLZOTJI,O,O,X,X,X,X,O
SLZOITJ,O,O,X,X,X,X,O
SLZOIJT,X,O,X,X,X,X,X
SLZOJTI,O,O,X,X,X,X,O
SLZOJIT,O,O,X,X,X,X,X
SLOTIJZ,X,O,X,X,O,X,X
SLOTIZJ,X,O,X,X,O,X,X
SLOTJIZ,O,O,X,X,O,X,X
SLOTJZI,X,O,X,X,O,X,X
SLOTZIJ,O,X,X,X,O,X,O
SLOTZJI,O,O,X,X,O,X,O
SLOITJZ,X,O,X,X,X,X,X
SLOITZJ,X,O,X,X,X,X,X
SLOIJTZ,X,O,X,X,X,X,X
SLOIJZT,X,O,X,X,X,X,X
SLOIZTJ,X,O,X,X,X,X,O
SLOIZJT,X,O,X,X,X,X,X
SLOJTIZ,O,O,X,X,O,X,X
SLOJTZI,X,O,X,X,O,X,X
SLOJITZ,O,O,X,X,X,X,X
SLOJIZT,O,O,X,X,X,X,X
SLOJZTI,O,O,X,X,X,X,O
SLOJZIT,O,O,X,X,X,X,X
SLOZTIJ,O,X,X,X,X,X,O
SLOZTJI,O,O,X,X,X,X,O
SLOZITJ,O,O,X,X,X,X,O
SLOZIJT,X,O,X,X,X,X,X
SLOZJTI,O,O,X,X,X,X,O
SLOZJIT,O,O,X,X,X,X,X
SJTILZO,X,O,X,O,O,O,X
SJTILOZ,O,O,O,O,O,O,X
SJTIZLO,O,X,O,O,O,O,X
SJTIZOL,O,X,O,O,O,O,X
SJTIOLZ,O,O,O,O,O,O,X
SJTIOZL,O,X,O,O,O,O,X
SJTLIZO,X,X,X,X,O,O,X
SJTLIOZ,O,O,O,X,O,O,X
SJTLZIO,X,X,X,X,O,O,X
SJTLZOI,X,O,X,X,O,O,X
SJTLOIZ,O,O,O,X,O,O,X
SJTLOZI,X,O,O,X,O,O,X
SJTZILO,O,X,O,X,O,O,X
SJTZIOL,O,X,O,X,O,O,X
SJTZLIO,O,X,O,X,O,O,X
SJTZLOI,O,X,O,X,O,O,X
SJTZOIL,O,X,O,X,O,O,X
SJTZOLI,O,X,O,X,O,O,X
SJTOILZ,O,O,O,O,O,O,X
SJTOIZL,O,X,O,O,O,O,X
SJTOLIZ,O,O,O,X,O,O,X
SJTOLZI,X,O,O,X,O,O,X
SJTOZIL,O,X,O,X,O,O,X
SJTOZLI,O,X,O,X,O,O,X
SJITLZO,X,O,X,O,O,X,X
SJITLOZ,O,O,O,O,O,X,X
SJITZLO,O,X,O,O,O,X,X
SJITZOL,O,X,O,O,O,X,X
SJITOLZ,O,O,O,O,O,X,X
SJITOZL,O,X,O,O,O,X,X
SJILTZO,X,O,X,O,X,X,X
SJILTOZ,O,O,X,O,X,X,X
SJILZTO,O,O,X,O,X,X,X
SJILZOT,O,O,X,O,X,X,X
SJILOTZ,O,O,X,O,X,X,X
SJILOZT,O,O,X,O,X,X,X
SJIZTLO,O,X,X,O,X,X,X
SJIZTOL,O,X,X,O,X,X,X
SJIZLTO,O,X,X,O,X,X,X
SJIZLOT,O,X,X,O,X,X,X
SJIZOTL,O,X,X,O,X,X,X
SJIZOLT,O,X,X,O,X,X,X
SJIOTLZ,O,O,O,O,O,X,X
SJIOTZL,O,X,O,O,O,X,X
SJIOLTZ,O,O,X,O,X,X,X
SJIOLZT,O,O,X,O,X,X,X
SJIOZTL,O,X,X,O,X,X,X
SJIOZLT,O,X,X,O,X,X,X
SJLTIZO,X,O,X,X,O,X,X
SJLTIOZ,O,O,X,X,O,X,X
SJLTZIO,X,X,X,X,O,X,X
SJLTZOI,X,O,X,X,O,X,X
SJLTOIZ,O,O,X,X,O,X,X
SJLTOZI,X,O,X,X,O,X,X
SJLITZO,X,O,X,X,X,X,X
SJLITOZ,O,O,X,X,X,X,X
SJLIZTO,O,O,X,X,X,X,X
SJLIZOT,O,O,X,X,X,X,X
SJLIOTZ,O,O,X,X,X,X,X
SJLIOZT,O,O,X,X,X,X,X
SJLZTIO,O,X,X,X,X,X,O
SJLZTOI,O,O,X,X,X,X,O
SJLZITO,O,O,X,X,X,X,X
SJLZIOT,O,O,X,X,X,X,X
SJLZOTI,O,O,X,X,X,X,O
SJLZOIT,O,O,X,O,X,X,X
SJLOTIZ,O,O,X,X,O,X,X
SJLOTZI,X,O,X,X,O,X,X
SJLOITZ,O,O,X,X,X,X,X
SJLOIZT,O,O,X,X,X,X,X
SJLOZTI,O,O,X,X,X,X,O
SJLOZIT,O,O,X,O,X,X,X
SJZTILO,O,X,X,X,O,X,X
SJZTIOL,O,X,X,X,O,X,X
SJZTLIO,O,X,X,X,O,X,X
SJZTLOI,O,X,X,X,O,X,X
SJZTOIL,O,X,X,X,O,X,X
SJZTOLI,O,X,X,X,O,X,X
SJZITLO,O,X,X,X,X,X,X
SJZITOL,O,X,X,X,X,X,X
SJZILTO,O,X,X,X,X,X,X
SJZILOT,O,X,X,X,X,X,X
SJZIOTL,O,X,X,X,X,X,X
SJZIOLT,O,X,X,X,X,X,X
SJZLTIO,O,X,X,X,X,X,O
SJZLTOI,O,X,X,X,X,X,O
SJZLITO,O,X,X,X,X,X,X
SJZLIOT,O,X,X,X,X,X,X
SJZLOTI,O,X,O,X,X,X,O
SJZLOIT,O,X,X,X,X,X,X
SJZOTIL,O,X,X,X,O,X,X
SJZOTLI,O,X,X,X,O,X,X
SJZOITL,O,X,X,X,X,X,X
SJZOILT,O,X,X,X,X,X,X
SJZOLTI,O,X,O,X,X,X,O
SJZOLIT,O,X,X,X,X,X,X
SJOTILZ,O,O,O,O,O,O,X
SJOTIZL,O,X,O,O,O,O,X
SJOTLIZ,O,O,O,X,O,O,X
SJOTLZI,X,O,O,X,O,O,X
SJOTZIL,O,X,O,X,O,O,X
SJOTZLI,O,X,O,X,O,O,X
SJOITLZ,O,O,O,O,O,X,X
SJOITZL,O,X,O,O,O,X,X
SJOILTZ,O,O,X,O,X,X,X
SJOILZT,O,O,X,O,X,X,X
SJOIZTL,O,X,X,O,X,X,X
SJOIZLT,O,X,X,O,X,X,X
SJOLTIZ,O,O,X,X,O,X,X
SJOLTZI,X,O,X,X,O,X,X
SJOLITZ,O,O,X,X,X,X,X
SJOLIZT,O,O,X,X,X,X,X
SJOLZTI,O,O,X,X,X,X,O
SJOLZIT,O,O,X,O,X,X,X
SJOZTIL,O,X,X,X,O,X,X
SJOZTLI,O,X,X,X,O,X,X
SJOZITL,O,X,X,X,X,X,X
SJOZILT,O,X,X,X,X,X,X
SJOZLTI,O,X,O,X,X,X,O
SJOZLIT,O,X,X,X,X,X,X
SZTILJO,X,O,X,X,X,X,X
SZTILOJ,O,O,X,X,X,X,X
SZTIJLO,O,X,O,X,X,X,X
SZTIJOL,O,X,O,X,X,X,X
SZTIOLJ,O,O,X,X,X,X,X
SZTIOJL,O,X,O,X,X,X,X
SZTLIJO,X,X,X,X,O,X,O
SZTLIOJ,O,X,X,X,O,X,O
SZTLJIO,O,X,O,X,O,X,O
SZTLJOI,O,O,O,X,O,X,O
SZTLOIJ,O,X,X,X,O,X,O
SZTLOJI,O,O,O,X,O,X,O
SZTJILO,O,X,O,X,O,X,X
SZTJIOL,O,X,O,X,O,X,X
SZTJLIO,O,X,O,X,O,X,X
SZTJLOI,O,X,O,X,O,X,X
SZTJOIL,O,X,O,X,O,X,X
SZTJOLI,O,X,O,X,O,X,X
SZTOILJ,O,O,X,X,X,X,X
SZTOIJL,O,X,O,X,X,X,X
SZTOLIJ,O,X,X,X,O,X,O
SZTOLJI,O,O,O,X,O,X,O
SZTOJIL,O,X,O,X,O,X,X
SZTOJLI,O,X,O,X,O,X,X
SZITLJO,X,O,X,X,X,X,X
SZITLOJ,O,O,X,X,X,X,X
SZITJLO,O,X,O,X,X,X,X
SZITJOL,O,X,O,X,X,X,X
SZITOLJ,O,O,X,X,X,X,X
SZITOJL,O,X,O,X,X,X,X
SZILTJO,X,O,X,X,X,X,O
SZILTOJ,O,O,X,X,X,X,O
SZILJTO,X,O,X,X,X,X,X
SZILJOT,X,O,X,X,X,X,X
SZILOTJ,O,O,X,X,X,X,O
SZILOJT,X,O,X,X,X,X,X
SZIJTLO,O,X,X,X,X,X,X
SZIJTOL,O,X,X,X,X,X,X
SZIJLTO,O,X,X,X,X,X,X
SZIJLOT,O,X,X,X,X,X,X
SZIJOTL,O,X,X,X,X,X,X
SZIJOLT,O,X,X,X,X,X,X
SZIOTLJ,O,O,X,X,X,X,X
SZIOTJL,O,X,O,X,X,X,X
SZIOLTJ,O,O,X,X,X,X,O
SZIOLJT,X,O,X,X,X,X,X
SZIOJTL,O,X,X,X,X,X,X
SZIOJLT,O,X,X,X,X,X,X
SZLTIJO,X,X,X,X,X,X,O
SZLTIOJ,O,X,X,X,X,X,O
SZLTJIO,O,X,O,X,X,X,O
SZLTJOI,O,O,O,X,X,X,O
SZLTOIJ,O,X,X,X,X,X,O
SZLTOJI,O,O,O,X,X,X,O
SZLITJO,X,O,X,X,X,X,O
SZLITOJ,O,O,X,X,X,X,O
SZLIJTO,X,O,X,X,X,X,X
SZLIJOT,X,O,X,X,X,X,X
SZLIOTJ,O,O,X,X,X,X,O
SZLIOJT,X,O,X,X,X,X,X
SZLJTIO,O,X,X,X,X,X,O
SZLJTOI,O,O,X,X,X,X,O
SZLJITO,O,O,X,X,X,X,X
SZLJIOT,O,O,X,X,X,X,X
SZLJOTI,O,O,O,X,X,X,O
SZLJOIT,O,O,X,X,X,X,X
SZLOTIJ,O,X,X,X,X,X,O
SZLOTJI,O,O,O,X,X,X,O
SZLOITJ,O,O,X,X,X,X,O
SZLOIJT,X,O,X,X,X,X,X
SZLOJTI,O,O,O,X,X,X,O
SZLOJIT,O,O,X,X,X,X,X
SZJTILO,O,X,X,X,O,X,X
SZJTIOL,O,X,X,X,O,X,X
SZJTLIO,O,X,X,X,O,X,X
SZJTLOI,O,X,X,X,O,X,X
SZJTOIL,O,X,X,X,O,X,X
SZJTOLI,O,X,X,X,O,X,X
SZJITLO,O,X,X,X,X,X,X
SZJITOL,O,X,X,X,X,X,X
SZJILTO,O,X,X,X,X,X,X
SZJILOT,O,X,X,X,X,X,X
SZJIOTL,O,X,X,X,X,X,X
SZJIOLT,O,X,X,X,X,X,X
SZJLTIO,O,X,X,X,X,X,O
SZJLTOI,O,X,X,X,X,X,O
SZJLITO,O,X,X,X,X,X,X
SZJLIOT,O,X,X,X,X,X,X
SZJLOTI,O,X,O,X,X,X,O
SZJLOIT,O,X,X,X,X,X,X
SZJOTIL,O,X,X,X,O,X,X
SZJOTLI,O,X,X,X,O,X,X
SZJOITL,O,X,X,X,X,X,X
SZJOILT,O,X,X,X,X,X,X
SZJOLTI,O,X,O,X,X,X,O
SZJOLIT,O,X,X,X,X,X,X
SZOTILJ,O,O,X,X,X,X,X
SZOTIJL,O,X,O,X,X,X,X
SZOTLIJ,O,X,X,X,O,X,O
SZOTLJI,O,O,O,X,O,X,O
SZOTJIL,O,X,O,X,O,X,X
SZOTJLI,O,X,O,X,O,X,X
SZOITLJ,O,O,X,X,X,X,X
SZOITJL,O,X,O,X,X,X,X
SZOILTJ,O,O,X,X,X,X,O
SZOILJT,X,O,X,X,X,X,X
SZOIJTL,O,X,X,X,X,X,X
SZOIJLT,O,X,X,X,X,X,X
SZOLTIJ,O,X,X,X,X,X,O
SZOLTJI,O,O,O,X,X,X,O
SZOLITJ,O,O,X,X,X,X,O
SZOLIJT,X,O,X,X,X,X,X
SZOLJTI,O,O,O,X,X,X,O
SZOLJIT,O,O,X,X,X,X,X
SZOJTIL,O,X,X,X,O,X,X
SZOJTLI,O,X,X,X,O,X,X
SZOJITL,O,X,X,X,X,X,X
SZOJILT,O,X,X,X,X,X,X
SZOJLTI,O,X,O,X,X,X,O
SZOJLIT,O,X,X,X,X,X,X
SOTILJZ,X,O,X,X,O,O,X
SOTILZJ,X,O,X,X,O,O,X
SOTIJLZ,O,O,O,O,O,O,X
SOTIJZL,O,X,O,O,O,O,X
SOTIZLJ,O,O,X,X,X,O,X
SOTIZJL,O,X,O,O,X,O,X
SOTLIJZ,X,O,X,X,O,O,X
SOTLIZJ,X,O,X,X,O,O,X
SOTLJIZ,O,O,O,X,O,O,X
SOTLJZI,X,O,O,X,O,O,X
SOTLZIJ,O,X,X,X,O,O,O
SOTLZJI,O,O,X,X,O,O,O
SOTJILZ,O,O,O,O,O,O,X
SOTJIZL,O,X,O,O,O,O,X
SOTJLIZ,O,O,O,X,O,O,X
SOTJLZI,X,O,O,X,O,O,X
SOTJZIL,O,X,O,X,O,O,X
SOTJZLI,O,X,O,X,O,O,X
SOTZILJ,O,O,X,X,X,O,X
SOTZIJL,O,X,O,X,X,O,X
SOTZLIJ,O,X,X,X,O,O,O
SOTZLJI,O,O,O,X,O,O,O
SOTZJIL,O,X,O,X,O,O,X
SOTZJLI,O,X,O,X,O,O,X
SOITLJZ,X,O,X,X,O,X,X
SOITLZJ,X,O,X,X,O,X,X
SOITJLZ,O,O,O,O,O,X,X
SOITJZL,O,X,O,O,O,X,X
SOITZLJ,O,O,X,X,X,X,X
SOITZJL,O,X,O,O,X,X,X
SOILTJZ,X,O,X,X,X,X,X
SOILTZJ,X,O,X,X,X,X,X
SOILJTZ,X,O,X,X,X,X,X
SOILJZT,X,O,X,X,X,X,X
SOILZTJ,X,O,X,X,X,X,O
SOILZJT,X,O,X,X,X,X,X
SOIJTLZ,O,O,O,O,O,X,X
SOIJTZL,O,X,O,O,O,X,X
SOIJLTZ,O,O,X,O,X,X,X
SOIJLZT,O,O,X,O,X,X,X
SOIJZTL,O,X,X,O,X,X,X
SOIJZLT,O,X,X,O,X,X,X
SOIZTLJ,O,O,X,X,X,X,X
SOIZTJL,O,X,O,O,X,X,X
SOIZLTJ,O,O,X,X,X,X,O
SOIZLJT,X,O,X,X,X,X,X
SOIZJTL,O,X,X,O,X,X,X
SOIZJLT,O,X,X,O,X,X,X
SOLTIJZ,X,O,X,X,O,X,X
SOLTIZJ,X,O,X,X,O,X,X
SOLTJIZ,O,O,X,X,O,X,X
SOLTJZI,X,O,X,X,O,X,X
SOLTZIJ,O,X,X,X,O,X,O
SOLTZJI,O,O,X,X,O,X,O
SOLITJZ,X,O,X,X,X,X,X
SOLITZJ,X,O,X,X,X,X,X
SOLIJTZ,X,O,X,X,X,X,X
SOLIJZT,X,O,X,X,X,X,X
SOLIZTJ,X,O,X,X,X,X,O
SOLIZJT,X,O,X,X,X,X,X
SOLJTIZ,O,O,X,X,O,X,X
SOLJTZI,X,O,X,X,O,X,X
SOLJITZ,O,O,X,X,X,X,X
SOLJIZT,O,O,X,X,X,X,X
SOLJZTI,O,O,X,X,X,X,O
SOLJZIT,O,O,X,X,X,X,X
SOLZTIJ,O,X,X,X,X,X,O
SOLZTJI,O,O,X,X,X,X,O
SOLZITJ,O,O,X,X,X,X,O
SOLZIJT,X,O,X,X,X,X,X
SOLZJTI,O,O,X,X,X,X,O
SOLZJIT,O,O,X,X,X,X,X
SOJTILZ,O,O,O,O,O,O,X
SOJTIZL,O,X,O,O,O,O,X
SOJTLIZ,O,O,O,X,O,O,X
SOJTLZI,X,O,O,X,O,O,X
SOJTZIL,O,X,O,X,O,O,X
SOJTZLI,O,X,O,X,O,O,X
SOJITLZ,O,O,O,O,O,X,X
SOJITZL,O,X,O,O,O,X,X
SOJILTZ,O,O,X,O,X,X,X
SOJILZT,O,O,X,O,X,X,X
SOJIZTL,O,X,X,O,X,X,X
SOJIZLT,O,X,X,O,X,X,X
SOJLTIZ,O,O,X,X,O,X,X
SOJLTZI,X,O,X,X,O,X,X
SOJLITZ,O,O,X,X,X,X,X
SOJLIZT,O,O,X,X,X,X,X
SOJLZTI,O,O,X,X,X,X,O
SOJLZIT,O,O,X,O,X,X,X
SOJZTIL,O,X,X,X,O,X,X
SOJZTLI,O,X,X,X,O,X,X
SOJZITL,O,X,X,X,X,X,X
SOJZILT,O,X,X,X,X,X,X
SOJZLTI,O,X,O,X,X,X,O
SOJZLIT,O,X,X,X,X,X,X
SOZTILJ,O,O,X,X,X,X,X
SOZTIJL,O,X,O,X,X,X,X
SOZTLIJ,O,X,X,X,O,X,O
SOZTLJI,O,O,O,X,O,X,O
SOZTJIL,O,X,O,X,O,X,X
SOZTJLI,O,X,O,X,O,X,X
SOZITLJ,O,O,X,X,X,X,X
SOZITJL,O,X,O,X,X,X,X
SOZILTJ,O,O,X,X,X,X,O
SOZILJT,X,O,X,X,X,X,X
SOZIJTL,O,X,X,X,X,X,X
SOZIJLT,O,X,X,X,X,X,X
SOZLTIJ,O,X,X,X,X,X,O
SOZLTJI,O,O,O,X,X,X,O
SOZLITJ,O,O,X,X,X,X,O
SOZLIJT,X,O,X,X,X,X,X
SOZLJTI,O,O,O,X,X,X,O
SOZLJIT,O,O,X,X,X,X,X
SOZJTIL,O,X,X,X,O,X,X
SOZJTLI,O,X,X,X,O,X,X
SOZJITL,O,X,X,X,X,X,X
SOZJILT,O,X,X,X,X,X,X
SOZJLTI,O,X,O,X,X,X,O
SOZJLIT,O,X,X,X,X,X,X
ZTILJSO,O,X,O,O,X,O,O
ZTILJOS,O,X,O,O,X,O,O
ZTILSJO,X,X,X,X,X,O,O
ZTILSOJ,O,X,X,X,X,O,O
ZTILOJS,O,X,O,O,X,O,O
ZTILOSJ,O,X,X,X,X,O,O
ZTIJLSO,X,X,O,O,X,O,X
ZTIJLOS,X,X,O,O,X,O,X
ZTIJSLO,X,X,O,O,X,O,X
ZTIJSOL,X,X,O,O,X,O,X
ZTIJOLS,O,X,O,O,X,O,X
ZTIJOSL,O,X,O,O,X,O,X
ZTISLJO,X,X,X,X,X,O,X
ZTISLOJ,O,X,X,X,X,O,X
ZTISJLO,O,X,O,O,X,O,X
ZTISJOL,O,X,O,O,X,O,X
ZTISOLJ,O,X,X,X,X,O,X
ZTISOJL,O,X,O,O,X,O,X
ZTIOLJS,O,X,O,O,X,O,O
ZTIOLSJ,O,X,X,X,X,O,O
ZTIOJLS,O,X,O,O,X,O,X
ZTIOJSL,O,X,O,O,X,O,X
ZTIOSLJ,O,X,X,X,X,O,X
ZTIOSJL,O,X,O,O,X,O,X
ZTLIJSO,O,X,O,X,X,O,O
ZTLIJOS,O,X,O,X,O,O,O
ZTLISJO,X,X,X,X,X,O,O
ZTLISOJ,O,X,X,X,X,O,O
ZTLIOJS,O,X,O,X,O,O,O
ZTLIOSJ,O,X,X,X,X,O,O
ZTLJISO,O,X,O,X,X,O,O
ZTLJIOS,O,X,O,X,O,O,O
ZTLJSIO,O,X,O,X,O,O,O
ZTLJSOI,O,X,O,X,O,O,O
ZTLJOIS,O,X,O,X,O,O,O
ZTLJOSI,O,X,O,X,O,O,O
ZTLSIJO,X,X,X,X,O,O,O
ZTLSIOJ,O,X,X,X,O,O,O
ZTLSJIO,O,X,O,X,O,O,O
ZTLSJOI,O,X,O,X,O,O,O
ZTLSOIJ,O,X,X,X,O,O,O
ZTLSOJI,O,X,O,X,O,O,O
ZTLOIJS,O,X,O,X,O,O,O
ZTLOISJ,O,X,X,X,X,O,O
ZTLOJIS,O,X,O,X,O,O,O
ZTLOJSI,O,X,O,X,O,O,O
ZTLOSIJ,O,X,X,X,O,O,O
ZTLOSJI,O,X,O,X,O,O,O
ZTJILSO,X,X,O,O,X,O,X
ZTJILOS,X,X,O,O,X,O,X
ZTJISLO,X,X,O,O,X,O,X
ZTJISOL,X,X,O,O,X,O,X
ZTJIOLS,O,X,O,O,X,O,X
ZTJIOSL,O,X,O,O,X,O,X
ZTJLISO,O,X,O,X,X,O,O
ZTJLIOS,O,X,O,X,O,O,O
ZTJLSIO,O,X,O,X,O,O,O
ZTJLSOI,O,X,O,X,O,O,O
ZTJLOIS,O,X,O,X,O,O,O
ZTJLOSI,O,X,O,X,O,O,O
ZTJSILO,O,X,O,X,O,O,X
ZTJSIOL,O,X,O,X,O,O,X
ZTJSLIO,O,X,O,X,O,O,X
ZTJSLOI,O,X,O,X,O,O,X
ZTJSOIL,O,X,O,X,O,O,X
ZTJSOLI,O,X,O,X,O,O,X
ZTJOILS,O,X,O,O,X,O,X
ZTJOISL,O,X,O,O,X,O,X
ZTJOLIS,O,X,O,X,O,O,O
ZTJOLSI,O,X,O,X,O,O,O
ZTJOSIL,O,X,O,X,O,O,X
ZTJOSLI,O,X,O,X,O,O,X
ZTSILJO,X,X,X,X,X,O,X
ZTSILOJ,O,X,X,X,X,O,X
ZTSIJLO,O,X,O,X,X,O,X
ZTSIJOL,O,X,O,X,X,O,X
ZTSIOLJ,O,X,X,X,X,O,X
ZTSIOJL,O,X,O,X,X,O,X
ZTSLIJO,X,X,X,X,O,O,O
ZTSLIOJ,O,X,X,X,O,O,O
ZTSLJIO,O,X,O,X,O,O,O
ZTSLJOI,O,X,O,X,O,O,O
ZTSLOIJ,O,X,X,X,O,O,O
ZTSLOJI,O,X,O,X,O,O,O
ZTSJILO,O,X,O,X,O,O,X
ZTSJIOL,O,X,O,X,O,O,X
ZTSJLIO,O,X,O,X,O,O,X
ZTSJLOI,O,X,O,X,O,O,X
