sequence,v115@9gA8IeB8FeD8FeD8GeA8JeFAJvhFXhBxiBCnBTqB2w?B0sB,v115@9gA8IeB8FeD8FeD8GeA8JeUAJvhFFhBxiBqsBTqBmr?B3rB,v115@9gA8IeB8FeD8FeD8GeA8JeFAJvhF6mBxiBzlB2vBXs?B0sB,v115@9gA8IeB8FeD8FeD8GeA8JeGAJvhFThBxiBKqBFrBXs?B0sB,v115@9gA8IeB8FeD8FeD8GeA8JeaFJvhFzgB+mBxiB1vBXs?B0sB,v115@9gA8IeB8FeD8FeD8GeA8JeUAJvhFRhBXmB6sB2vBzr?BFtB,v115@9gA8IeB8FeD8FeD8GeA8JeUAJvhFFhBTiBWsBiqBXt?BRwB,v115@9gA8IeB8FeD8FeD8GeA8JeRAJvhFOqBlmBcsBzqBCs?BXtB
JTZILOS,O,X,X,X,O,X,X,X
JTZISLO,O,X,O,X,X,X,X,X
JTZISOL,O,X,O,X,X,X,X,X
JTZIOLS,O,X,O,X,O,X,X,O
JTZIOSL,O,X,X,X,X,X,X,O
JTZLISO,O,X,X,X,X,X,X,X
JTZLIOS,O,X,X,X,O,X,X,X
JTZLSIO,O,X,X,X,O,X,X,X
JTZLSOI,O,X,X,X,O,O,X,X
JTZLOIS,O,X,X,X,O,X,X,O
JTZLOSI,O,X,X,X,O,X,X,O
JTZSILO,O,X,O,X,O,X,X,X
JTZSIOL,O,X,O,X,O,X,X,X
JTZSLIO,O,X,O,X,O,X,X,X
JTZSLOI,O,X,X,X,O,O,X,X
JTZSOIL,O,X,O,X,O,X,X,O
JTZSOLI,X,X,O,X,O,O,X,O
JTZOILS,O,X,O,X,O,X,X,O
JTZOISL,O,X,X,X,X,X,X,O
JTZOLIS,O,X,O,X,O,X,X,O
JTZOLSI,O,X,O,X,O,O,X,O
JTZOSIL,O,X,O,X,O,X,X,O
JTZOSLI,O,X,O,X,O,O,X,O
JTOILSZ,O,O,O,X,O,X,X,X
JTOILZS,O,O,O,X,O,X,X,X
JTOISLZ,O,X,O,X,O,X,X,X
JTOISZL,O,O,O,X,O,X,X,X
JTOIZLS,O,O,O,X,O,X,X,O
JTOIZSL,O,O,X,X,X,X,X,O
JTOLISZ,O,O,O,X,O,X,X,X
JTOLIZS,O,O,O,X,O,X,X,X
JTOLSIZ,O,O,O,X,O,O,X,X
JTOLSZI,O,O,O,X,O,O,X,X
JTOLZIS,O,O,O,X,O,X,X,X
JTOLZSI,O,O,O,X,O,O,X,X
JTOSILZ,O,X,O,X,O,X,X,X
JTOSIZL,O,O,O,X,O,X,X,X
JTOSLIZ,O,O,O,X,O,O,X,X
JTOSLZI,O,O,O,X,O,O,X,X
JTOSZIL,O,O,O,X,O,X,X,X
JTOSZLI,O,O,O,X,O,O,X,X
JTOZILS,O,O,O,X,O,X,X,O
JTOZISL,O,O,X,X,X,X,X,O
JTOZLIS,O,O,O,X,O,X,X,O
JTOZLSI,O,O,O,X,O,O,X,O
JTOZSIL,O,O,O,X,O,X,X,O
JTOZSLI,O,O,O,X,O,O,X,O
JITLSZO,O,X,O,O,O,X,O,X
JITLSOZ,O,X,O,O,O,X,O,X
JITLZSO,O,X,X,X,X,X,O,X
JITLZOS,X,X,X,O,O,X,O,X
JITLOSZ,O,X,O,O,O,X,O,X
JITLOZS,O,X,O,O,O,X,O,X
JITSLZO,O,X,O,O,O,X,O,X
JITSLOZ,O,X,O,O,O,X,O,X
JITSZLO,O,X,O,X,O,X,X,X
JITSZOL,X,X,O,X,O,X,X,X
JITSOLZ,O,X,O,X,O,X,O,X
JITSOZL,X,X,O,X,O,X,X,X
JITZLSO,O,X,X,X,X,X,O,X
JITZLOS,O,X,X,X,O,X,O,X
JITZSLO,O,X,O,X,X,X,X,X
JITZSOL,O,X,O,X,X,X,X,X
JITZOLS,O,X,O,X,O,X,O,X
JITZOSL,O,X,X,X,X,X,X,X
JITOLSZ,O,X,O,X,O,X,O,X
JITOLZS,O,O,O,X,O,X,O,X
JITOSLZ,O,X,O,X,O,X,O,X
JITOSZL,O,O,O,X,X,X,X,X
JITOZLS,O,O,O,X,O,X,O,O
JITOZSL,O,O,X,X,X,X,X,O
JILTSZO,O,X,O,O,O,X,O,X
JILTSOZ,O,X,O,O,O,X,O,X
JILTZSO,O,X,X,X,X,X,O,X
JILTZOS,X,X,X,O,O,X,O,X
JILTOSZ,O,O,O,O,O,X,O,X
JILTOZS,O,O,O,O,O,X,O,X
JILSTZO,O,X,O,O,X,X,O,X
JILSTOZ,O,X,O,O,X,X,O,X
JILSZTO,O,X,O,O,X,X,O,X
JILSZOT,X,X,X,X,X,O,O,X
JILSOTZ,O,O,O,O,X,X,O,X
JILSOZT,O,O,O,X,X,X,O,X
JILZTSO,O,X,X,X,X,X,O,X
JILZTOS,X,O,X,O,X,X,O,X
JILZSTO,O,X,X,O,X,X,O,X
JILZSOT,X,X,X,X,X,O,O,X
JILZOTS,O,O,X,X,X,X,O,X
JILZOST,O,O,X,X,X,X,O,X
JILOTSZ,O,O,O,O,X,X,O,X
JILOTZS,O,O,O,O,X,X,O,X
JILOSTZ,O,O,O,O,X,X,O,X
JILOSZT,O,O,X,X,X,X,O,X
JILOZTS,O,O,O,X,X,X,O,O
JILOZST,O,O,X,X,X,X,O,X
JISTLZO,O,X,O,O,O,X,O,X
JISTLOZ,O,X,O,O,O,X,O,X
JISTZLO,O,X,O,X,O,X,X,X
JISTZOL,X,X,O,X,O,X,X,X
JISTOLZ,O,X,O,X,O,X,O,X
JISTOZL,X,X,O,X,O,X,X,X
JISLTZO,O,X,O,O,O,X,O,X
JISLTOZ,O,X,O,O,O,X,O,X
JISLZTO,O,X,O,O,X,X,O,X
JISLZOT,X,X,X,X,X,O,O,X
JISLOTZ,O,X,O,O,X,X,O,X
JISLOZT,O,X,O,X,X,X,O,X
JISZTLO,O,X,O,X,O,X,X,X
JISZTOL,X,X,O,X,O,X,X,X
JISZLTO,X,X,O,O,X,X,O,X
JISZLOT,X,X,X,X,X,O,O,X
JISZOTL,X,X,O,X,X,X,X,X
JISZOLT,X,X,O,X,X,O,O,X
JISOTLZ,O,X,O,X,O,X,O,X
JISOTZL,O,O,O,X,O,X,X,X
JISOLTZ,O,X,O,O,X,O,O,X
JISOLZT,O,X,O,X,X,O,O,X
JISOZTL,O,O,O,X,X,X,X,O
JISOZLT,X,X,O,X,X,O,O,X
JIZTLSO,O,X,X,X,X,X,O,X
JIZTLOS,O,O,X,X,X,X,O,X
JIZTSLO,O,X,O,X,X,X,X,X
JIZTSOL,O,X,O,X,X,X,X,X
JIZTOLS,O,O,O,X,X,X,O,O
JIZTOSL,O,O,X,X,X,X,X,O
JIZLTSO,O,X,X,X,X,X,O,X
JIZLTOS,O,O,X,O,X,X,O,X
JIZLSTO,O,X,X,O,X,X,O,X
JIZLSOT,O,X,X,X,X,O,O,X
JIZLOTS,O,O,X,X,X,X,O,X
JIZLOST,O,O,X,X,X,X,O,X
JIZSTLO,O,X,O,X,X,X,X,X
JIZSTOL,O,X,O,X,X,X,X,X
JIZSLTO,O,X,O,O,X,X,O,X
JIZSLOT,O,X,X,X,X,O,O,X
JIZSOTL,O,X,O,X,X,X,X,X
JIZSOLT,O,X,O,X,X,O,O,X
JIZOTLS,O,O,O,X,X,X,O,O
JIZOTSL,O,O,X,X,X,X,X,O
JIZOLTS,O,O,O,X,X,X,O,O
JIZOLST,O,O,X,X,X,O,O,X
JIZOSTL,O,O,X,X,X,X,X,O
JIZOSLT,O,X,X,X,X,O,O,X
JIOTLSZ,O,O,O,X,X,X,O,X
JIOTLZS,O,O,O,X,X,X,O,X
JIOTSLZ,O,X,O,X,X,X,O,X
JIOTSZL,O,O,O,X,X,X,X,X
JIOTZLS,O,O,O,X,X,X,O,O
JIOTZSL,O,O,X,X,X,X,X,O
JIOLTSZ,O,O,O,O,X,X,O,X
JIOLTZS,O,O,O,O,X,X,O,X
JIOLSTZ,O,O,O,O,X,O,O,X
JIOLSZT,O,O,O,X,X,O,O,X
JIOLZTS,O,O,O,X,X,X,O,O
JIOLZST,O,O,X,X,X,O,O,X
JIOSTLZ,O,X,O,X,X,X,O,X
JIOSTZL,O,O,O,X,X,X,X,X
JIOSLTZ,O,X,O,O,X,O,O,X
JIOSLZT,O,X,O,X,X,O,O,X
JIOSZTL,O,O,O,X,X,X,X,O
JIOSZLT,X,X,O,X,X,O,O,X
JIOZTLS,O,O,O,X,X,X,O,O
JIOZTSL,O,O,X,X,X,X,X,O
JIOZLTS,O,O,O,X,X,X,O,O
JIOZLST,O,O,X,X,X,O,O,X
JIOZSTL,O,O,X,X,X,X,X,O
JIOZSLT,O,X,X,X,X,O,O,X
JLTISZO,O,X,O,O,O,X,O,X
JLTISOZ,O,X,O,O,O,X,O,X
JLTIZSO,O,X,X,X,X,X,O,X
JLTIZOS,X,X,X,O,O,X,O,X
JLTIOSZ,O,O,O,O,O,X,O,X
JLTIOZS,O,O,O,O,O,X,O,X
JLTSIZO,O,X,O,O,O,X,X,X
JLTSIOZ,O,X,O,O,O,X,X,X
JLTSZIO,O,X,O,O,O,X,X,X
JLTSZOI,O,X,X,O,O,O,X,X
JLTSOIZ,O,X,O,O,O,X,X,X
JLTSOZI,O,X,O,O,O,X,X,X
JLTZISO,O,X,X,X,X,X,O,X
JLTZIOS,X,X,X,O,O,X,O,X
JLTZSIO,O,X,X,O,O,X,X,X
JLTZSOI,O,X,X,O,O,O,X,X
JLTZOIS,X,X,X,O,O,X,X,X
JLTZOSI,X,X,X,O,O,X,X,X
JLTOISZ,O,O,O,O,O,X,X,X
JLTOIZS,O,O,O,O,O,X,X,X
JLTOSIZ,O,O,O,O,O,X,X,X
JLTOSZI,O,O,O,O,O,X,X,X
JLTOZIS,O,O,O,O,O,X,X,X
JLTOZSI,O,O,O,O,O,X,X,X
JLITSZO,O,X,O,O,O,X,O,X
JLITSOZ,O,X,O,O,O,X,O,X
JLITZSO,O,X,X,X,X,X,O,X
JLITZOS,X,X,X,O,O,X,O,X
JLITOSZ,O,O,O,O,O,X,O,X
JLITOZS,O,O,O,O,O,X,O,X
JLISTZO,O,X,O,O,X,X,O,X
JLISTOZ,O,X,O,O,X,X,O,X
JLISZTO,O,X,O,O,X,X,O,X
JLISZOT,X,X,X,X,X,O,O,X
JLISOTZ,O,O,O,O,X,X,O,X
JLISOZT,O,O,O,X,X,X,O,X
JLIZTSO,O,X,X,X,X,X,O,X
JLIZTOS,X,O,X,O,X,X,O,X
JLIZSTO,O,X,X,O,X,X,O,X
JLIZSOT,X,X,X,X,X,O,O,X
JLIZOTS,O,O,X,X,X,X,O,X
JLIZOST,O,O,X,X,X,X,O,X
JLIOTSZ,O,O,O,O,X,X,O,X
JLIOTZS,O,O,O,O,X,X,O,X
JLIOSTZ,O,O,O,O,X,X,O,X
JLIOSZT,O,O,X,X,X,X,O,X
JLIOZTS,O,O,O,X,X,X,O,O
JLIOZST,O,O,X,X,X,X,O,X
JLSTIZO,O,X,O,O,X,X,X,X
JLSTIOZ,O,X,O,O,X,X,X,X
JLSTZIO,O,X,O,O,X,X,X,X
JLSTZOI,O,X,X,O,X,O,X,X
JLSTOIZ,O,X,O,O,X,X,X,X
JLSTOZI,O,X,O,O,X,X,X,X
JLSITZO,O,X,O,O,X,X,X,X
JLSITOZ,O,X,O,O,X,X,X,X
JLSIZTO,O,X,O,O,X,X,X,X
JLSIZOT,X,X,X,X,X,O,X,X
JLSIOTZ,O,O,O,O,X,X,X,X
JLSIOZT,O,O,O,X,X,X,X,X
JLSZTIO,O,X,O,O,X,X,X,X
JLSZTOI,O,X,X,O,X,O,X,X
JLSZITO,O,X,O,O,X,X,X,X
JLSZIOT,X,X,X,X,X,O,X,X
JLSZOTI,X,X,X,X,X,O,X,X
JLSZOIT,X,X,X,X,X,O,X,X
JLSOTIZ,O,O,O,O,X,O,X,X
JLSOTZI,O,O,O,O,X,O,X,X
JLSOITZ,O,O,O,O,X,O,X,X
JLSOIZT,O,O,O,X,X,O,X,X
JLSOZTI,O,O,O,X,X,O,X,X
JLSOZIT,O,O,O,X,X,O,X,X
JLZTISO,O,X,X,X,X,X,O,X
JLZTIOS,X,O,X,O,X,X,O,X
JLZTSIO,O,X,X,O,X,X,X,X
JLZTSOI,O,X,X,O,X,O,X,X
JLZTOIS,X,X,X,O,X,X,X,O
JLZTOSI,X,X,X,O,X,X,X,O
JLZITSO,O,X,X,X,X,X,O,X
JLZITOS,X,O,X,O,X,X,O,X
JLZISTO,O,X,X,O,X,X,O,X
JLZISOT,X,X,X,X,X,O,O,X
JLZIOTS,O,O,X,X,X,X,O,X
JLZIOST,O,O,X,X,X,X,O,X
JLZSTIO,O,X,X,O,X,X,X,X
JLZSTOI,O,X,X,O,X,O,X,X
JLZSITO,O,X,X,O,X,X,X,X
JLZSIOT,X,X,X,X,X,O,X,X
JLZSOTI,X,X,X,X,X,O,X,X
JLZSOIT,X,X,X,X,X,O,X,X
JLZOTIS,O,O,X,X,X,X,X,O
JLZOTSI,O,O,X,X,X,O,X,O
JLZOITS,O,O,X,X,X,X,X,O
JLZOIST,O,O,X,X,X,O,X,X
JLZOSTI,O,O,X,X,X,O,X,X
JLZOSIT,O,O,X,X,X,O,X,X
JLOTISZ,O,O,O,O,X,X,X,X
JLOTIZS,O,O,O,O,X,X,X,X
JLOTSIZ,O,O,O,O,X,O,X,X
JLOTSZI,O,O,O,O,X,O,X,X
JLOTZIS,O,O,O,O,X,X,X,X
JLOTZSI,O,O,O,O,X,O,X,X
JLOITSZ,O,O,O,O,X,X,X,X
JLOITZS,O,O,O,O,X,X,X,X
JLOISTZ,O,O,O,O,X,O,X,X
JLOISZT,O,O,O,X,X,O,X,X
JLOIZTS,O,O,O,X,X,X,X,O
JLOIZST,O,O,X,X,X,O,X,X
JLOSTIZ,O,O,O,O,X,O,X,X
JLOSTZI,O,O,O,O,X,O,X,X
JLOSITZ,O,O,O,O,X,O,X,X
JLOSIZT,O,O,O,X,X,O,X,X
JLOSZTI,O,O,O,X,X,O,X,X
JLOSZIT,O,O,O,X,X,O,X,X
JLOZTIS,O,O,O,X,X,X,X,O
JLOZTSI,O,O,O,X,X,O,X,O
JLOZITS,O,O,O,X,X,X,X,O
JLOZIST,O,O,X,X,X,O,X,X
JLOZSTI,O,O,O,X,X,O,X,X
JLOZSIT,O,O,O,X,X,O,X,X
JSTILZO,O,X,O,O,O,X,X,X
JSTILOZ,O,X,O,O,O,X,X,X
JSTIZLO,O,X,O,X,O,X,X,X
JSTIZOL,X,X,O,X,O,X,X,X
JSTIOLZ,O,X,O,X,O,X,X,X
JSTIOZL,X,X,O,X,O,X,X,X
JSTLIZO,O,X,O,X,O,X,X,X
JSTLIOZ,O,X,O,X,O,X,X,X
JSTLZIO,O,X,O,X,O,X,X,X
JSTLZOI,O,X,X,X,O,O,X,X
JSTLOIZ,O,X,O,X,O,X,X,X
JSTLOZI,O,X,O,X,O,X,X,X
JSTZILO,O,X,O,X,O,X,X,X
JSTZIOL,X,X,O,X,O,X,X,X
JSTZLIO,O,X,O,X,O,X,X,X
JSTZLOI,O,X,X,X,O,O,X,X
JSTZOIL,X,X,O,X,O,X,X,X
JSTZOLI,X,X,O,X,O,O,X,X
JSTOILZ,O,X,O,X,O,X,X,X
JSTOIZL,X,X,O,X,O,X,X,X
JSTOLIZ,O,X,O,X,O,O,X,X
JSTOLZI,O,X,O,X,O,O,X,X
JSTOZIL,X,X,O,X,O,X,X,X
JSTOZLI,X,X,O,X,O,O,X,X
JSITLZO,O,X,O,O,O,X,X,X
JSITLOZ,O,X,O,O,O,X,X,X
JSITZLO,O,X,O,X,O,X,X,X
JSITZOL,X,X,O,X,O,X,X,X
JSITOLZ,O,X,O,X,O,X,X,X
JSITOZL,X,X,O,X,O,X,X,X
JSILTZO,O,X,O,O,O,X,X,X
JSILTOZ,O,X,O,O,O,X,X,X
JSILZTO,O,X,O,O,X,X,X,X
JSILZOT,X,X,X,X,X,O,X,X
JSILOTZ,O,X,O,O,X,X,X,X
JSILOZT,O,X,O,X,X,X,X,X
JSIZTLO,O,X,O,X,O,X,X,X
JSIZTOL,X,X,O,X,O,X,X,X
JSIZLTO,X,X,O,O,X,X,X,X
JSIZLOT,X,X,X,X,X,O,X,X
JSIZOTL,X,X,O,X,X,X,X,X
JSIZOLT,X,X,O,X,X,O,X,X
JSIOTLZ,O,X,O,X,O,X,X,X
JSIOTZL,O,O,O,X,O,X,X,X
JSIOLTZ,O,X,O,O,X,O,X,X
JSIOLZT,O,X,O,X,X,O,X,X
JSIOZTL,O,O,O,X,X,X,X,O
JSIOZLT,X,X,O,X,X,O,X,X
JSLTIZO,O,X,O,O,O,X,X,X
JSLTIOZ,O,X,O,O,O,X,X,X
JSLTZIO,O,X,O,O,O,X,X,X
JSLTZOI,O,X,X,O,O,O,X,X
JSLTOIZ,O,X,O,O,O,X,X,X
JSLTOZI,O,X,O,O,O,X,X,X
JSLITZO,O,X,O,O,O,X,X,X
JSLITOZ,O,X,O,O,O,X,X,X
JSLIZTO,O,X,O,O,X,X,X,X
JSLIZOT,X,X,X,X,X,O,X,X
JSLIOTZ,O,O,O,O,X,X,X,X
JSLIOZT,O,O,O,X,X,X,X,X
JSLZTIO,O,X,O,O,X,X,X,X
JSLZTOI,O,X,X,O,X,O,X,X
JSLZITO,O,X,O,O,X,X,X,X
JSLZIOT,X,X,X,X,X,O,X,X
JSLZOTI,X,X,X,X,X,O,X,X
JSLZOIT,X,X,X,X,X,O,X,X
JSLOTIZ,O,O,O,O,X,O,X,X
JSLOTZI,O,O,O,O,X,O,X,X
JSLOITZ,O,O,O,O,X,O,X,X
JSLOIZT,O,O,O,X,X,O,X,X
JSLOZTI,O,O,O,X,X,O,X,X
JSLOZIT,O,O,O,X,X,O,X,X
JSZTILO,O,X,O,X,O,X,X,X
JSZTIOL,X,X,O,X,O,X,X,X
JSZTLIO,O,X,O,X,O,X,X,X
JSZTLOI,O,X,X,X,O,O,X,X
JSZTOIL,X,X,O,X,O,X,X,O
JSZTOLI,X,X,O,X,O,O,X,O
JSZITLO,O,X,O,X,O,X,X,X
JSZITOL,X,X,O,X,O,X,X,X
JSZILTO,X,X,O,O,X,X,X,X
JSZILOT,X,X,X,X,X,O,X,X
JSZIOTL,X,X,O,X,X,X,X,X
JSZIOLT,X,X,O,X,X,O,X,X
JSZLTIO,O,X,O,X,X,X,X,X
JSZLTOI,O,X,X,X,X,O,X,X
JSZLITO,O,X,O,X,X,X,X,X
JSZLIOT,X,X,X,X,X,O,X,X
JSZLOTI,X,X,X,X,X,O,X,X
JSZLOIT,X,X,X,X,X,O,X,X
JSZOTIL,X,X,O,X,X,X,X,O
JSZOTLI,X,X,O,X,X,O,X,O
JSZOITL,X,X,O,X,X,X,X,O
JSZOILT,X,X,O,X,X,O,X,X
JSZOLTI,X,X,O,X,X,O,X,X
JSZOLIT,X,X,O,X,X,O,X,X
JSOTILZ,O,X,O,X,O,X,X,X
JSOTIZL,O,O,O,X,O,X,X,X
JSOTLIZ,O,O,O,X,O,O,X,X
JSOTLZI,O,O,O,X,O,O,X,X
JSOTZIL,O,O,O,X,O,X,X,X
JSOTZLI,O,O,O,X,O,O,X,X
JSOITLZ,O,X,O,X,O,X,X,X
JSOITZL,O,O,O,X,O,X,X,X
JSOILTZ,O,X,O,O,X,O,X,X
JSOILZT,O,X,O,X,X,O,X,X
JSOIZTL,O,O,O,X,X,X,X,O
JSOIZLT,X,X,O,X,X,O,X,X
JSOLTIZ,O,O,O,X,X,O,X,X
JSOLTZI,O,O,O,X,X,O,X,X
JSOLITZ,O,O,O,X,X,O,X,X
JSOLIZT,O,O,O,X,X,O,X,X
JSOLZTI,O,O,O,X,X,O,X,X
JSOLZIT,O,O,O,X,X,O,X,X
JSOZTIL,O,O,O,X,X,X,X,O
JSOZTLI,O,O,O,X,X,O,X,O
JSOZITL,O,O,O,X,X,X,X,O
JSOZILT,X,X,O,X,X,O,X,X
JSOZLTI,O,O,O,X,X,O,X,X
JSOZLIT,O,O,O,X,X,O,X,X
JZTILSO,O,X,X,X,X,X,O,X
JZTILOS,O,O,X,X,X,X,O,X
JZTISLO,O,X,O,X,X,X,X,X
JZTISOL,O,X,O,X,X,X,X,X
JZTIOLS,O,O,O,X,X,X,X,O
JZTIOSL,O,O,X,X,X,X,X,O
JZTLISO,O,X,X,X,X,X,O,X
JZTLIOS,O,O,X,X,X,X,O,X
JZTLSIO,O,X,X,X,X,X,X,X
JZTLSOI,O,X,X,X,X,O,X,X
JZTLOIS,O,X,X,X,X,X,X,O
JZTLOSI,O,X,X,X,X,X,X,O
JZTSILO,O,X,O,X,X,X,X,X
JZTSIOL,O,X,O,X,X,X,X,X
JZTSLIO,O,X,O,X,X,X,X,X
JZTSLOI,O,X,X,X,X,O,X,X
JZTSOIL,O,X,O,X,X,X,X,O
JZTSOLI,X,X,O,X,X,O,X,O
JZTOILS,O,O,O,X,X,X,X,O
JZTOISL,O,O,X,X,X,X,X,O
JZTOLIS,O,O,O,X,X,X,X,O
JZTOLSI,O,O,O,X,X,O,X,O
JZTOSIL,O,O,O,X,X,X,X,O
JZTOSLI,O,O,O,X,X,O,X,O
JZITLSO,O,X,X,X,X,X,O,X
JZITLOS,O,O,X,X,X,X,O,X
JZITSLO,O,X,O,X,X,X,X,X
JZITSOL,O,X,O,X,X,X,X,X
JZITOLS,O,O,O,X,X,X,O,O
JZITOSL,O,O,X,X,X,X,X,O
JZILTSO,O,X,X,X,X,X,O,X
JZILTOS,O,O,X,O,X,X,O,X
JZILSTO,O,X,X,O,X,X,O,X
JZILSOT,O,X,X,X,X,O,O,X
JZILOTS,O,O,X,X,X,X,O,X
JZILOST,O,O,X,X,X,X,O,X
JZISTLO,O,X,O,X,X,X,X,X
JZISTOL,O,X,O,X,X,X,X,X
JZISLTO,O,X,O,O,X,X,O,X
JZISLOT,O,X,X,X,X,O,O,X
JZISOTL,O,X,O,X,X,X,X,X
JZISOLT,O,X,O,X,X,O,O,X
JZIOTLS,O,O,O,X,X,X,O,O
JZIOTSL,O,O,X,X,X,X,X,O
JZIOLTS,O,O,O,X,X,X,O,O
JZIOLST,O,O,X,X,X,O,O,X
JZIOSTL,O,O,X,X,X,X,X,O
JZIOSLT,O,X,X,X,X,O,O,X
JZLTISO,O,X,X,X,X,X,O,X
JZLTIOS,O,O,X,O,X,X,O,X
JZLTSIO,O,X,X,O,X,X,X,X
JZLTSOI,O,X,X,O,X,O,X,X
JZLTOIS,O,X,X,O,X,X,X,O
JZLTOSI,O,X,X,O,X,X,X,O
JZLITSO,O,X,X,X,X,X,O,X
JZLITOS,O,O,X,O,X,X,O,X
JZLISTO,O,X,X,O,X,X,O,X
JZLISOT,O,X,X,X,X,O,O,X
JZLIOTS,O,O,X,X,X,X,O,X
JZLIOST,O,O,X,X,X,X,O,X
JZLSTIO,O,X,X,O,X,X,X,X
JZLSTOI,O,X,X,O,X,O,X,X
JZLSITO,O,X,X,O,X,X,X,X
JZLSIOT,O,X,X,X,X,O,X,X
JZLSOTI,O,X,X,X,X,O,X,X
JZLSOIT,O,X,X,X,X,O,X,X
JZLOTIS,O,O,X,X,X,X,X,O
JZLOTSI,O,O,X,X,X,O,X,O
JZLOITS,O,O,X,X,X,X,X,O
JZLOIST,O,O,X,X,X,O,X,X
JZLOSTI,O,O,X,X,X,O,X,X
JZLOSIT,O,O,X,X,X,O,X,X
JZSTILO,O,X,O,X,X,X,X,X
JZSTIOL,O,X,O,X,X,X,X,X
JZSTLIO,O,X,O,X,X,X,X,X
JZSTLOI,O,X,X,X,X,O,X,X
JZSTOIL,O,X,O,X,X,X,X,O
JZSTOLI,X,X,O,X,X,O,X,O
JZSITLO,O,X,O,X,X,X,X,X
JZSITOL,O,X,O,X,X,X,X,X
JZSILTO,O,X,O,O,X,X,X,X
JZSILOT,O,X,X,X,X,O,X,X
JZSIOTL,O,X,O,X,X,X,X,X
JZSIOLT,O,X,O,X,X,O,X,X
JZSLTIO,O,X,O,X,X,X,X,X
JZSLTOI,O,X,X,X,X,O,X,X
JZSLITO,O,X,O,X,X,X,X,X
JZSLIOT,O,X,X,X,X,O,X,X
JZSLOTI,O,X,X,X,X,O,X,X
JZSLOIT,O,X,X,X,X,O,X,X
JZSOTIL,O,X,O,X,X,X,X,O
JZSOTLI,O,X,O,X,X,O,X,O
JZSOITL,O,X,O,X,X,X,X,O
JZSOILT,O,X,O,X,X,O,X,X
JZSOLTI,O,X,O,X,X,O,X,X
JZSOLIT,O,X,O,X,X,O,X,X
JZOTILS,O,O,O,X,X,X,X,O
JZOTISL,O,O,X,X,X,X,X,O
JZOTLIS,O,O,O,X,X,X,X,O
JZOTLSI,O,O,O,X,X,O,X,O
JZOTSIL,O,O,O,X,X,X,X,O
JZOTSLI,O,O,O,X,X,O,X,O
JZOITLS,O,O,O,X,X,X,X,O
JZOITSL,O,O,X,X,X,X,X,O
JZOILTS,O,O,O,X,X,X,X,O
JZOILST,O,O,X,X,X,O,X,X
JZOISTL,O,O,X,X,X,X,X,O
JZOISLT,O,X,X,X,X,O,X,X
JZOLTIS,O,O,O,X,X,X,X,O
JZOLTSI,O,O,O,X,X,O,X,O
JZOLITS,O,O,O,X,X,X,X,O
JZOLIST,O,O,X,X,X,O,X,X
JZOLSTI,O,O,O,X,X,O,X,X
JZOLSIT,O,O,O,X,X,O,X,X
JZOSTIL,O,O,O,X,X,X,X,O
JZOSTLI,O,O,O,X,X,O,X,O
JZOSITL,O,O,O,X,X,X,X,O
JZOSILT,O,X,O,X,X,O,X,X
JZOSLTI,O,O,O,X,X,O,X,X
JZOSLIT,O,O,O,X,X,O,X,X
JOTILSZ,O,O,O,X,X,X,X,X
JOTILZS,O,O,O,X,X,X,X,X
JOTISLZ,O,X,O,X,X,X,X,X
JOTISZL,O,O,O,X,X,X,X,X
JOTIZLS,O,O,O,X,X,X,X,O
JOTIZSL,O,O,X,X,X,X,X,O
JOTLISZ,O,O,O,X,X,X,X,X
JOTLIZS,O,O,O,X,X,X,X,X
JOTLSIZ,O,O,O,X,X,O,X,X
JOTLSZI,O,O,O,X,X,O,X,X
JOTLZIS,O,O,O,X,X,X,X,X
JOTLZSI,O,O,O,X,X,O,X,X
JOTSILZ,O,X,O,X,X,X,X,X
JOTSIZL,O,O,O,X,X,X,X,X
JOTSLIZ,O,O,O,X,X,O,X,X
JOTSLZI,O,O,O,X,X,O,X,X
JOTSZIL,O,O,O,X,X,X,X,X
JOTSZLI,O,O,O,X,X,O,X,X
JOTZILS,O,O,O,X,X,X,X,O
JOTZISL,O,O,X,X,X,X,X,O
JOTZLIS,O,O,O,X,X,X,X,O
JOTZLSI,O,O,O,X,X,O,X,O
JOTZSIL,O,O,O,X,X,X,X,O
JOTZSLI,O,O,O,X,X,O,X,O
JOITLSZ,O,O,O,X,X,X,X,X
JOITLZS,O,O,O,X,X,X,X,X
JOITSLZ,O,X,O,X,X,X,X,X
JOITSZL,O,O,O,X,X,X,X,X
JOITZLS,O,O,O,X,X,X,X,O
JOITZSL,O,O,X,X,X,X,X,O
JOILTSZ,O,O,O,O,X,X,X,X
JOILTZS,O,O,O,O,X,X,X,X
JOILSTZ,O,O,O,O,X,O,X,X
JOILSZT,O,O,O,X,X,O,X,X
JOILZTS,O,O,O,X,X,X,X,O
JOILZST,O,O,X,X,X,O,X,X
JOISTLZ,O,X,O,X,X,X,X,X
JOISTZL,O,O,O,X,X,X,X,X
JOISLTZ,O,X,O,O,X,O,X,X
JOISLZT,O,X,O,X,X,O,X,X
JOISZTL,O,O,O,X,X,X,X,O
JOISZLT,X,X,O,X,X,O,X,X
JOIZTLS,O,O,O,X,X,X,X,O
JOIZTSL,O,O,X,X,X,X,X,O
JOIZLTS,O,O,O,X,X,X,X,O
JOIZLST,O,O,X,X,X,O,X,X
