sequence,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFUgBFhB?XiBysBzqBWxB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFUgBFhB?urBinBzqB3sB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFFgB0hB?qqB/rBmnBTsB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFFgB0hB?uqBinBTrB3sB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFUgBFhB?qrB/sBmnBzqB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFFgBThB?qqB/sBmnB0rB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFUgBFiB?XmBysBWxBzqB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFFgBqqB?TmB/sBmnB0rB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhF0hBllB?inBTrB3sBGqB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFUgBfnB?VrBmnBSxBzqB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFUgB1mB?zlB2sBSwB3sB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFFgB0hB?zlB2sBSwB3sB
LISOJZT,X,O,O,O,O,X,X,X,X,X,X,X
LISOZTJ,O,X,O,X,O,O,X,O,O,X,X,O
LISOZJT,X,O,O,X,O,O,X,X,X,X,X,X
LIZTJSO,O,O,X,X,X,X,X,X,X,O,O,X
LIZTJOS,X,X,X,X,X,X,X,X,X,X,O,X
LIZTSJO,O,X,O,X,X,O,X,X,X,O,O,X
LIZTSOJ,O,X,O,X,X,O,X,O,X,O,O,X
LIZTOJS,X,X,X,X,X,X,X,X,X,X,O,X
LIZTOSJ,X,X,O,X,X,X,X,X,X,O,O,X
LIZJTSO,O,O,X,X,X,X,O,X,X,O,O,X
LIZJTOS,X,X,X,X,X,X,X,X,X,X,O,X
LIZJSTO,O,X,X,X,X,X,O,X,X,X,X,X
LIZJSOT,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOTS,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOST,X,X,X,X,X,X,X,X,X,X,X,X
LIZSTJO,O,X,O,X,O,O,X,X,X,O,O,X
LIZSTOJ,O,X,O,X,O,O,X,O,X,O,O,X
LIZSJTO,O,O,O,X,O,O,X,X,X,X,X,X
LIZSJOT,X,X,X,X,X,O,X,X,X,X,X,X
LIZSOTJ,X,X,O,X,O,O,X,O,X,X,X,X
LIZSOJT,X,O,X,X,O,O,X,X,X,X,X,X
LIZOTJS,O,O,X,X,X,X,X,X,X,X,O,O
LIZOTSJ,O,X,O,X,X,X,X,X,X,O,O,O
LIZOJTS,O,O,X,X,X,X,X,X,X,X,X,O
LIZOJST,O,X,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,O,X,O,X,O,X,X,X,X,X,X,O
LIZOSJT,X,O,O,X,O,X,X,X,X,X,X,X
LIOTJSZ,O,X,O,X,X,X,X,X,X,X,X,X
LIOTJZS,O,O,X,X,X,X,X,X,X,X,X,O
LIOTSJZ,X,X,O,X,X,X,X,O,X,X,X,X
LIOTSZJ,O,X,O,X,X,O,X,O,X,O,X,O
LIOTZJS,O,O,X,X,X,X,X,X,X,X,O,O
LIOTZSJ,O,X,O,X,X,X,X,X,O,O,O,O
LIOJTSZ,O,X,O,X,X,X,X,X,X,X,X,X
LIOJTZS,O,O,X,O,X,X,X,X,X,X,X,O
LIOJSTZ,O,X,O,X,X,X,X,X,X,X,X,X
LIOJSZT,O,X,O,X,X,X,X,X,X,X,X,X
LIOJZTS,O,O,X,O,X,X,X,X,X,X,X,O
LIOJZST,O,X,X,X,X,X,X,X,X,X,X,X
LIOSTJZ,X,X,O,X,O,X,X,O,X,X,X,X
LIOSTZJ,O,X,O,X,O,O,X,O,X,O,X,O
LIOSJTZ,X,O,O,X,O,X,X,O,X,X,X,X
LIOSJZT,X,O,O,X,O,X,X,X,X,X,X,X
LIOSZTJ,O,X,O,X,O,O,X,O,X,X,X,O
LIOSZJT,X,O,O,X,O,O,X,X,X,X,X,X
LIOZTJS,O,O,X,X,X,X,X,X,X,X,O,O
LIOZTSJ,O,X,O,X,X,X,X,X,O,O,O,O
LIOZJTS,O,O,X,X,X,X,X,X,X,X,X,O
LIOZJST,O,X,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,O,X,O,X,O,X,X,X,X,X,X,O
LIOZSJT,X,O,O,X,O,X,X,X,X,X,X,X
LJTISZO,X,X,O,O,X,O,O,X,X,O,X,X
LJTISOZ,X,X,X,X,X,X,X,O,X,X,X,X
LJTIZSO,X,O,X,O,X,X,O,X,X,O,O,X
LJTIZOS,X,X,X,O,X,X,X,X,X,X,O,X
LJTIOSZ,X,X,O,X,X,X,X,X,X,X,X,X
LJTIOZS,X,X,X,O,X,X,X,X,X,X,X,X
LJTSIZO,X,X,O,O,X,O,O,X,X,O,X,X
LJTSIOZ,X,X,X,X,X,X,X,O,X,X,X,X
LJTSZIO,X,X,O,O,X,O,O,X,X,O,X,X
LJTSZOI,X,X,X,X,X,O,X,X,X,X,X,X
LJTSOIZ,X,X,X,X,X,X,X,O,X,X,X,X
LJTSOZI,X,X,X,X,X,X,X,X,X,X,X,X
LJTZISO,X,O,X,O,X,X,O,X,X,O,O,X
LJTZIOS,X,X,X,O,X,X,X,X,X,X,O,X
LJTZSIO,X,X,X,X,X,X,O,X,X,O,X,X
LJTZSOI,X,X,X,X,X,X,X,X,X,X,X,X
LJTZOIS,X,X,X,X,X,X,X,X,X,X,X,X
LJTZOSI,X,X,X,X,X,X,X,X,X,X,X,X
LJTOISZ,X,X,O,X,X,X,X,X,X,X,X,X
LJTOIZS,X,X,X,O,X,X,X,X,X,X,X,X
LJTOSIZ,X,X,O,X,X,X,X,X,X,X,X,X
LJTOSZI,X,X,O,X,X,X,X,X,X,X,X,X
LJTOZIS,X,X,X,O,X,X,X,X,X,X,X,X
LJTOZSI,X,X,X,X,X,X,X,X,X,X,X,X
LJITSZO,X,X,O,O,X,O,O,X,X,O,X,X
LJITSOZ,X,X,X,X,X,X,X,O,X,X,X,X
LJITZSO,X,O,X,O,X,X,O,X,X,O,O,X
LJITZOS,X,X,X,O,X,X,X,X,X,X,O,X
LJITOSZ,X,X,O,X,X,X,X,X,X,X,X,X
LJITOZS,X,X,X,O,X,X,X,X,X,X,X,X
LJISTZO,O,X,O,O,X,O,O,X,X,O,X,X
LJISTOZ,X,X,X,X,X,X,X,O,X,X,X,X
LJISZTO,O,X,O,O,X,O,O,X,X,X,X,X
LJISZOT,X,X,X,X,X,O,X,X,X,X,X,X
LJISOTZ,O,X,X,X,X,X,X,O,X,X,X,X
LJISOZT,O,X,X,X,X,X,X,X,X,X,X,X
LJIZTSO,O,O,X,O,X,X,O,X,X,O,O,X
LJIZTOS,X,X,X,O,X,X,X,X,X,X,O,X
LJIZSTO,O,X,X,X,X,X,O,X,X,X,X,X
LJIZSOT,X,X,X,X,X,X,X,X,X,X,X,X
LJIZOTS,X,X,X,X,X,X,X,X,X,X,X,X
LJIZOST,X,X,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,O,X,O,X,X,X,X,X,X,X,X,X
LJIOTZS,O,O,X,O,X,X,X,X,X,X,X,O
LJIOSTZ,O,X,O,X,X,X,X,X,X,X,X,X
LJIOSZT,O,X,O,X,X,X,X,X,X,X,X,X
LJIOZTS,O,O,X,O,X,X,X,X,X,X,X,O
LJIOZST,O,X,X,X,X,X,X,X,X,X,X,X
LJSTIZO,O,X,O,O,X,O,O,X,X,O,X,X
LJSTIOZ,X,X,X,X,X,X,X,O,X,X,X,X
LJSTZIO,O,X,O,O,X,O,O,X,X,O,X,X
LJSTZOI,X,X,X,X,X,O,X,X,X,X,X,X
LJSTOIZ,X,X,X,X,X,X,X,O,X,X,X,X
LJSTOZI,X,X,X,X,X,X,X,X,X,X,X,X
LJSITZO,O,X,O,O,X,O,O,X,X,O,X,X
LJSITOZ,X,X,X,X,X,X,X,O,X,X,X,X
LJSIZTO,O,X,O,O,X,O,O,X,X,X,X,X
LJSIZOT,X,X,X,X,X,O,X,X,X,X,X,X
LJSIOTZ,O,X,X,X,X,X,X,O,X,X,X,X
LJSIOZT,O,X,X,X,X,X,X,X,X,X,X,X
LJSZTIO,O,X,O,O,X,O,O,X,X,X,X,X
LJSZTOI,X,X,X,X,X,O,X,X,X,X,X,X
LJSZITO,O,X,O,O,X,O,O,X,X,X,X,X
LJSZIOT,X,X,X,X,X,O,X,X,X,X,X,X
LJSZOTI,X,X,X,X,X,O,X,X,X,X,X,X
LJSZOIT,X,X,X,X,X,O,X,X,X,X,X,X
LJSOTIZ,O,X,X,X,X,X,X,O,X,X,X,X
LJSOTZI,O,X,X,X,X,X,X,X,X,X,X,X
LJSOITZ,O,X,X,X,X,X,X,O,X,X,X,X
LJSOIZT,O,X,X,X,X,X,X,X,X,X,X,X
LJSOZTI,O,X,X,X,X,X,X,X,X,X,X,X
LJSOZIT,O,X,X,X,X,X,X,X,X,X,X,X
LJZTISO,O,O,X,O,X,X,O,X,X,O,O,X
LJZTIOS,X,X,X,O,X,X,X,X,X,X,O,X
LJZTSIO,O,X,X,X,X,X,O,X,X,O,X,X
LJZTSOI,X,X,X,X,X,X,X,X,X,X,X,X
LJZTOIS,X,X,X,X,X,X,X,X,X,X,X,X
LJZTOSI,X,X,X,X,X,X,X,X,X,X,X,X
LJZITSO,O,O,X,O,X,X,O,X,X,O,O,X
LJZITOS,X,X,X,O,X,X,X,X,X,X,O,X
LJZISTO,O,X,X,X,X,X,O,X,X,X,X,X
LJZISOT,X,X,X,X,X,X,X,X,X,X,X,X
LJZIOTS,X,X,X,X,X,X,X,X,X,X,X,X
LJZIOST,X,X,X,X,X,X,X,X,X,X,X,X
LJZSTIO,O,X,X,X,X,X,O,X,X,X,X,X
LJZSTOI,X,X,X,X,X,X,X,X,X,X,X,X
LJZSITO,O,X,X,X,X,X,O,X,X,X,X,X
LJZSIOT,X,X,X,X,X,X,X,X,X,X,X,X
LJZSOTI,X,X,X,X,X,X,X,X,X,X,X,X
LJZSOIT,X,X,X,X,X,X,X,X,X,X,X,X
LJZOTIS,X,X,X,X,X,X,X,X,X,X,X,X
LJZOTSI,X,X,X,X,X,X,X,X,X,X,X,X
LJZOITS,X,X,X,X,X,X,X,X,X,X,X,X
LJZOIST,X,X,X,X,X,X,X,X,X,X,X,X
LJZOSTI,X,X,X,X,X,X,X,X,X,X,X,X
LJZOSIT,X,X,X,X,X,X,X,X,X,X,X,X
LJOTISZ,O,X,O,X,X,X,X,X,X,X,X,X
LJOTIZS,O,O,X,O,X,X,X,X,X,X,X,O
LJOTSIZ,O,X,O,X,X,X,X,X,X,X,X,X
LJOTSZI,O,X,O,X,X,X,X,X,X,X,X,X
LJOTZIS,O,O,X,O,X,X,X,X,X,X,X,O
LJOTZSI,O,X,X,X,X,X,X,X,X,X,X,X
LJOITSZ,O,X,O,X,X,X,X,X,X,X,X,X
LJOITZS,O,O,X,O,X,X,X,X,X,X,X,O
LJOISTZ,O,X,O,X,X,X,X,X,X,X,X,X
LJOISZT,O,X,O,X,X,X,X,X,X,X,X,X
LJOIZTS,O,O,X,O,X,X,X,X,X,X,X,O
LJOIZST,O,X,X,X,X,X,X,X,X,X,X,X
LJOSTIZ,O,X,O,X,X,X,X,X,X,X,X,X
LJOSTZI,O,X,O,X,X,X,X,X,X,X,X,X
LJOSITZ,O,X,O,X,X,X,X,X,X,X,X,X
LJOSIZT,O,X,O,X,X,X,X,X,X,X,X,X
LJOSZTI,O,X,O,X,X,X,X,X,X,X,X,X
LJOSZIT,O,X,O,X,X,X,X,X,X,X,X,X
LJOZTIS,O,O,X,O,X,X,X,X,X,X,X,O
LJOZTSI,O,X,X,X,X,X,X,X,X,X,X,X
LJOZITS,O,O,X,O,X,X,X,X,X,X,X,O
LJOZIST,O,X,X,X,X,X,X,X,X,X,X,X
LJOZSTI,O,X,X,X,X,X,X,X,X,X,X,X
LJOZSIT,O,X,X,X,X,X,X,X,X,X,X,X
LSTIJZO,X,X,O,O,O,O,X,X,X,O,X,X
LSTIJOZ,X,X,X,X,X,X,X,O,X,X,X,X
LSTIZJO,O,X,O,X,O,O,X,X,X,O,O,X
LSTIZOJ,O,X,O,X,O,O,X,O,X,O,O,X
LSTIOJZ,X,X,O,X,O,X,X,O,X,X,X,X
LSTIOZJ,X,X,O,X,O,O,X,O,X,O,X,X
LSTJIZO,X,X,O,O,O,O,X,X,X,O,X,X
LSTJIOZ,X,X,X,X,X,X,X,O,X,X,X,X
LSTJZIO,X,X,O,O,O,O,X,X,X,O,X,X
LSTJZOI,X,X,X,X,X,O,X,X,X,X,X,X
LSTJOIZ,X,X,X,X,X,X,X,O,X,X,X,X
LSTJOZI,X,X,X,X,X,X,X,X,X,X,X,X
LSTZIJO,O,X,O,X,O,O,X,X,X,O,O,X
LSTZIOJ,O,X,O,X,O,O,X,O,X,O,O,X
LSTZJIO,X,X,O,X,O,O,X,X,X,O,X,X
LSTZJOI,X,X,X,X,X,O,X,X,X,X,X,X
LSTZOIJ,X,X,O,X,O,O,X,O,X,O,X,X
LSTZOJI,X,X,X,X,X,O,X,X,X,X,X,X
LSTOIJZ,X,X,O,X,O,X,X,O,X,X,X,X
LSTOIZJ,X,X,O,X,O,O,X,O,X,O,X,X
LSTOJIZ,X,X,O,X,O,X,X,O,X,X,X,X
LSTOJZI,X,X,O,X,O,X,X,X,X,X,X,X
LSTOZIJ,X,X,O,X,O,O,X,O,X,O,X,X
LSTOZJI,X,X,O,X,O,O,X,X,X,X,X,X
LSITJZO,X,X,O,O,O,O,X,X,X,O,X,X
LSITJOZ,X,X,X,X,X,X,X,O,X,X,X,X
LSITZJO,O,X,O,X,O,O,X,X,X,O,O,X
LSITZOJ,O,X,O,X,O,O,X,O,X,O,O,X
LSITOJZ,X,X,O,X,O,X,X,O,X,X,X,X
LSITOZJ,X,X,O,X,O,O,X,O,X,O,X,X
LSIJTZO,O,O,O,O,O,O,X,X,X,O,X,X
LSIJTOZ,X,X,X,X,X,X,X,O,X,X,X,X
LSIJZTO,O,O,O,O,O,O,X,X,X,X,X,X
LSIJZOT,X,X,X,X,X,O,X,X,X,X,X,X
LSIJOTZ,O,O,X,X,O,X,X,O,X,X,X,X
LSIJOZT,O,O,X,X,O,X,X,X,X,X,X,X
LSIZTJO,O,X,O,X,O,O,X,X,X,O,O,X
LSIZTOJ,O,X,O,X,O,O,X,O,X,O,O,X
LSIZJTO,O,O,O,X,O,O,X,X,X,X,X,X
LSIZJOT,X,X,X,X,X,O,X,X,X,X,X,X
LSIZOTJ,X,X,O,X,O,O,X,O,X,X,X,X
LSIZOJT,X,O,X,X,O,O,X,X,X,X,X,X
LSIOTJZ,X,X,O,X,O,X,X,O,X,X,X,X
LSIOTZJ,O,X,O,X,O,O,X,O,O,O,X,O
LSIOJTZ,X,O,O,O,O,X,X,O,X,X,X,X
LSIOJZT,X,O,O,O,O,X,X,X,X,X,X,X
LSIOZTJ,O,X,O,X,O,O,X,O,O,X,X,O
LSIOZJT,X,O,O,X,O,O,X,X,X,X,X,X
LSJTIZO,O,O,O,O,O,O,X,X,X,O,X,X
LSJTIOZ,X,X,X,X,X,X,X,O,X,X,X,X
LSJTZIO,O,O,O,O,O,O,X,X,X,O,X,X
LSJTZOI,X,X,X,X,X,O,X,X,X,X,X,X
LSJTOIZ,X,X,X,X,X,X,X,O,X,X,X,X
LSJTOZI,X,X,X,X,X,X,X,X,X,X,X,X
LSJITZO,O,O,O,O,O,O,X,X,X,O,X,X
LSJITOZ,X,X,X,X,X,X,X,O,X,X,X,X
LSJIZTO,O,O,O,O,O,O,X,X,X,X,X,X
LSJIZOT,X,X,X,X,X,O,X,X,X,X,X,X
LSJIOTZ,O,O,X,X,O,X,X,O,X,X,X,X
LSJIOZT,O,O,X,X,O,X,X,X,X,X,X,X
LSJZTIO,O,O,O,O,O,O,X,X,X,X,X,X
LSJZTOI,X,X,X,X,X,O,X,X,X,X,X,X
LSJZITO,O,O,O,O,O,O,X,X,X,X,X,X
LSJZIOT,X,X,X,X,X,O,X,X,X,X,X,X
LSJZOTI,X,X,X,X,X,O,X,X,X,X,X,X
LSJZOIT,X,X,X,X,X,O,X,X,X,X,X,X
LSJOTIZ,O,O,X,X,O,X,X,O,X,X,X,X
LSJOTZI,O,O,X,X,O,X,X,X,X,X,X,X
LSJOITZ,O,O,X,X,O,X,X,O,X,X,X,X
LSJOIZT,O,O,X,X,O,X,X,X,X,X,X,X
LSJOZTI,O,O,X,X,O,X,X,X,X,X,X,X
LSJOZIT,O,O,X,X,O,X,X,X,X,X,X,X
LSZTIJO,O,X,O,X,O,O,X,X,X,O,O,X
LSZTIOJ,O,X,O,X,O,O,X,O,X,O,O,X
LSZTJIO,X,X,O,X,O,O,X,X,X,O,X,X
LSZTJOI,X,X,X,X,X,O,X,X,X,X,X,X
LSZTOIJ,X,X,O,X,O,O,X,O,X,O,X,X
LSZTOJI,X,X,X,X,X,O,X,X,X,X,X,X
LSZITJO,O,X,O,X,O,O,X,X,X,O,O,X
LSZITOJ,O,X,O,X,O,O,X,O,X,O,O,X
LSZIJTO,O,O,O,X,O,O,X,X,X,X,X,X
LSZIJOT,X,X,X,X,X,O,X,X,X,X,X,X
LSZIOTJ,X,X,O,X,O,O,X,O,X,X,X,X
LSZIOJT,X,O,X,X,O,O,X,X,X,X,X,X
LSZJTIO,O,O,O,X,O,O,X,X,X,X,X,X
LSZJTOI,X,X,X,X,X,O,X,X,X,X,X,X
LSZJITO,O,O,O,X,O,O,X,X,X,X,X,X
LSZJIOT,X,X,X,X,X,O,X,X,X,X,X,X
LSZJOTI,X,X,X,X,X,O,X,X,X,X,X,X
LSZJOIT,X,X,X,X,X,O,X,X,X,X,X,X
LSZOTIJ,X,X,O,X,O,O,X,O,X,X,X,X
LSZOTJI,X,X,X,X,O,O,X,X,X,X,X,X
LSZOITJ,X,X,O,X,O,O,X,O,X,X,X,X
LSZOIJT,X,O,X,X,O,O,X,X,X,X,X,X
LSZOJTI,X,O,X,X,O,O,X,X,X,X,X,X
LSZOJIT,X,O,X,X,O,O,X,X,X,X,X,X
LSOTIJZ,X,X,O,X,O,X,X,O,X,X,X,X
LSOTIZJ,O,X,O,X,O,O,X,O,O,O,X,O
LSOTJIZ,X,X,O,X,O,X,X,O,X,X,X,X
LSOTJZI,X,X,O,X,O,X,X,X,X,X,X,X
LSOTZIJ,O,X,O,X,O,O,X,O,O,O,X,O
LSOTZJI,X,X,O,X,O,O,X,X,X,X,X,X
LSOITJZ,X,X,O,X,O,X,X,O,X,X,X,X
LSOITZJ,O,X,O,X,O,O,X,O,O,O,X,O
LSOIJTZ,X,O,O,O,O,X,X,O,X,X,X,X
LSOIJZT,X,O,O,O,O,X,X,X,X,X,X,X
LSOIZTJ,O,X,O,X,O,O,X,O,O,X,X,O
LSOIZJT,X,O,O,X,O,O,X,X,X,X,X,X
LSOJTIZ,X,O,O,O,O,X,X,O,X,X,X,X
LSOJTZI,X,O,O,O,O,X,X,X,X,X,X,X
LSOJITZ,X,O,O,O,O,X,X,O,X,X,X,X
LSOJIZT,X,O,O,O,O,X,X,X,X,X,X,X
LSOJZTI,X,O,O,O,O,X,X,X,X,X,X,X
LSOJZIT,X,O,O,O,O,X,X,X,X,X,X,X
LSOZTIJ,O,X,O,X,O,O,X,O,O,X,X,O
LSOZTJI,X,X,O,X,O,O,X,X,X,X,X,X
LSOZITJ,O,X,O,X,O,O,X,O,O,X,X,O
LSOZIJT,X,O,O,X,O,O,X,X,X,X,X,X
LSOZJTI,X,O,O,X,O,O,X,X,X,X,X,X
LSOZJIT,X,O,O,X,O,O,X,X,X,X,X,X
LZTIJSO,O,O,X,X,X,X,X,X,X,O,O,X
LZTIJOS,X,X,X,X,X,X,X,X,X,X,O,X
LZTISJO,O,X,O,X,X,O,X,X,X,O,O,X
LZTISOJ,O,X,O,X,X,O,X,O,X,O,O,X
LZTIOJS,X,X,X,X,X,X,X,X,X,X,O,X
LZTIOSJ,X,X,O,X,X,X,X,X,X,O,O,X
LZTJISO,O,O,X,X,X,X,X,X,X,O,O,X
LZTJIOS,X,X,X,X,X,X,X,X,X,X,O,X
LZTJSIO,O,X,X,X,X,X,X,X,X,O,X,X
LZTJSOI,X,X,X,X,X,X,X,X,X,X,X,X
LZTJOIS,X,X,X,X,X,X,X,X,X,X,X,X
LZTJOSI,X,X,X,X,X,X,X,X,X,X,X,X
LZTSIJO,O,X,O,X,X,O,X,X,X,O,O,X
LZTSIOJ,O,X,O,X,X,O,X,O,X,O,O,X
LZTSJIO,X,X,O,X,X,O,X,X,X,O,X,X
LZTSJOI,X,X,X,X,X,O,X,X,X,X,X,X
LZTSOIJ,X,X,O,X,X,O,X,O,X,O,X,X
LZTSOJI,X,X,X,X,X,O,X,X,X,X,X,X
LZTOIJS,X,X,X,X,X,X,X,X,X,X,O,X
LZTOISJ,X,X,O,X,X,X,X,X,X,O,O,X
LZTOJIS,X,X,X,X,X,X,X,X,X,X,X,X
LZTOJSI,X,X,X,X,X,X,X,X,X,X,X,X
LZTOSIJ,X,X,O,X,X,X,X,X,X,O,X,X
LZTOSJI,X,X,O,X,X,X,X,X,X,X,X,X
LZITJSO,O,O,X,X,X,X,X,X,X,O,O,X
LZITJOS,X,X,X,X,X,X,X,X,X,X,O,X
LZITSJO,O,X,O,X,X,O,X,X,X,O,O,X
LZITSOJ,O,X,O,X,X,O,X,O,X,O,O,X
LZITOJS,X,X,X,X,X,X,X,X,X,X,O,X
LZITOSJ,X,X,O,X,X,X,X,X,X,O,O,X
LZIJTSO,O,O,X,X,X,X,O,X,X,O,O,X
LZIJTOS,X,X,X,X,X,X,X,X,X,X,O,X
LZIJSTO,O,X,X,X,X,X,O,X,X,X,X,X
LZIJSOT,X,X,X,X,X,X,X,X,X,X,X,X
LZIJOTS,X,X,X,X,X,X,X,X,X,X,X,X
LZIJOST,X,X,X,X,X,X,X,X,X,X,X,X
LZISTJO,O,X,O,X,O,O,X,X,X,O,O,X
LZISTOJ,O,X,O,X,O,O,X,O,X,O,O,X
LZISJTO,O,O,O,X,O,O,X,X,X,X,X,X
LZISJOT,X,X,X,X,X,O,X,X,X,X,X,X
LZISOTJ,X,X,O,X,O,O,X,O,X,X,X,X
LZISOJT,X,O,X,X,O,O,X,X,X,X,X,X
LZIOTJS,O,O,X,X,X,X,X,X,X,X,O,O
LZIOTSJ,O,X,O,X,X,X,X,X,X,O,O,O
LZIOJTS,O,O,X,X,X,X,X,X,X,X,X,O
LZIOJST,O,X,X,X,X,X,X,X,X,X,X,X
LZIOSTJ,O,X,O,X,O,X,X,X,X,X,X,O
LZIOSJT,X,O,O,X,O,X,X,X,X,X,X,X
LZJTISO,O,O,X,X,X,X,O,X,X,O,O,X
LZJTIOS,X,X,X,X,X,X,X,X,X,X,O,X
LZJTSIO,O,X,X,X,X,X,O,X,X,O,X,X
LZJTSOI,X,X,X,X,X,X,X,X,X,X,X,X
LZJTOIS,X,X,X,X,X,X,X,X,X,X,X,X
LZJTOSI,X,X,X,X,X,X,X,X,X,X,X,X
LZJITSO,O,O,X,X,X,X,O,X,X,O,O,X
LZJITOS,X,X,X,X,X,X,X,X,X,X,O,X
LZJISTO,O,X,X,X,X,X,O,X,X,X,X,X
LZJISOT,X,X,X,X,X,X,X,X,X,X,X,X
LZJIOTS,X,X,X,X,X,X,X,X,X,X,X,X
LZJIOST,X,X,X,X,X,X,X,X,X,X,X,X
LZJSTIO,O,X,X,X,X,X,O,X,X,X,X,X
LZJSTOI,X,X,X,X,X,X,X,X,X,X,X,X
LZJSITO,O,X,X,X,X,X,O,X,X,X,X,X
LZJSIOT,X,X,X,X,X,X,X,X,X,X,X,X
LZJSOTI,X,X,X,X,X,X,X,X,X,X,X,X
LZJSOIT,X,X,X,X,X,X,X,X,X,X,X,X
LZJOTIS,X,X,X,X,X,X,X,X,X,X,X,X
LZJOTSI,X,X,X,X,X,X,X,X,X,X,X,X
LZJOITS,X,X,X,X,X,X,X,X,X,X,X,X
LZJOIST,X,X,X,X,X,X,X,X,X,X,X,X
LZJOSTI,X,X,X,X,X,X,X,X,X,X,X,X
LZJOSIT,X,X,X,X,X,X,X,X,X,X,X,X
LZSTIJO,O,X,O,X,O,O,X,X,X,O,O,X
LZSTIOJ,O,X,O,X,O,O,X,O,X,O,O,X
LZSTJIO,X,X,O,X,O,O,X,X,X,O,X,X
LZSTJOI,X,X,X,X,X,O,X,X,X,X,X,X
LZSTOIJ,X,X,O,X,O,O,X,O,X,O,X,X
LZSTOJI,X,X,X,X,X,O,X,X,X,X,X,X
LZSITJO,O,X,O,X,O,O,X,X,X,O,O,X
LZSITOJ,O,X,O,X,O,O,X,O,X,O,O,X
LZSIJTO,O,O,O,X,O,O,X,X,X,X,X,X
LZSIJOT,X,X,X,X,X,O,X,X,X,X,X,X
LZSIOTJ,X,X,O,X,O,O,X,O,X,X,X,X
LZSIOJT,X,O,X,X,O,O,X,X,X,X,X,X
LZSJTIO,O,O,O,X,O,O,X,X,X,X,X,X
LZSJTOI,X,X,X,X,X,O,X,X,X,X,X,X
LZSJITO,O,O,O,X,O,O,X,X,X,X,X,X
LZSJIOT,X,X,X,X,X,O,X,X,X,X,X,X
LZSJOTI,X,X,X,X,X,O,X,X,X,X,X,X
LZSJOIT,X,X,X,X,X,O,X,X,X,X,X,X
LZSOTIJ,X,X,O,X,O,O,X,O,X,X,X,X
LZSOTJI,X,X,X,X,O,O,X,X,X,X,X,X
LZSOITJ,X,X,O,X,O,O,X,O,X,X,X,X
LZSOIJT,X,O,X,X,O,O,X,X,X,X,X,X
LZSOJTI,X,O,X,X,O,O,X,X,X,X,X,X
LZSOJIT,X,O,X,X,O,O,X,X,X,X,X,X
LZOTIJS,O,O,X,X,X,X,X,X,X,X,O,O
LZOTISJ,O,X,O,X,X,X,X,X,X,O,O,O
LZOTJIS,O,O,X,X,X,X,X,X,X,X,X,O
LZOTJSI,O,X,X,X,X,X,X,X,X,X,X,X
LZOTSIJ,O,X,O,X,X,X,X,X,X,O,X,O
LZOTSJI,X,X,O,X,X,X,X,X,X,X,X,X
LZOITJS,O,O,X,X,X,X,X,X,X,X,O,O
LZOITSJ,O,X,O,X,X,X,X,X,X,O,O,O
LZOIJTS,O,O,X,X,X,X,X,X,X,X,X,O
LZOIJST,O,X,X,X,X,X,X,X,X,X,X,X
LZOISTJ,O,X,O,X,O,X,X,X,X,X,X,O
LZOISJT,X,O,O,X,O,X,X,X,X,X,X,X
LZOJTIS,O,O,X,X,X,X,X,X,X,X,X,O
LZOJTSI,O,X,X,X,X,X,X,X,X,X,X,X
LZOJITS,O,O,X,X,X,X,X,X,X,X,X,O
LZOJIST,O,X,X,X,X,X,X,X,X,X,X,X
LZOJSTI,O,X,X,X,X,X,X,X,X,X,X,X
LZOJSIT,O,X,X,X,X,X,X,X,X,X,X,X
LZOSTIJ,O,X,O,X,O,X,X,X,X,X,X,O
LZOSTJI,X,X,O,X,O,X,X,X,X,X,X,X
LZOSITJ,O,X,O,X,O,X,X,X,X,X,X,O
LZOSIJT,X,O,O,X,O,X,X,X,X,X,X,X
LZOSJTI,X,O,O,X,O,X,X,X,X,X,X,X
LZOSJIT,X,O,O,X,O,X,X,X,X,X,X,X
LOTIJSZ,O,X,O,X,X,X,X,X,X,X,X,X
LOTIJZS,O,O,X,X,X,X,X,X,X,X,X,O
LOTISJZ,X,X,O,X,X,X,X,O,X,X,X,X
LOTISZJ,O,X,O,X,X,O,X,O,X,O,X,O
