sequence,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhF0gBxhBeqBFnBCr?B3sB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFOlBxhBUmBFnBSv?B3sB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFmhBqnBxlBlqBUs?BXqB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFlgBeqB8qBRsBfs?B6sB,v115@FhB8HeD8GeB8CeB8BeB8Jei/IvhFRhBcnBGlBTmBVv?B3sB,v115@FhB8HeD8GeB8CeB8BeB8Jei/IvhFRhBcnBGmBlqB3s?BzpB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhF2lBlhBcnBxqB3s?BSvB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFylBGiBlqBRsBUs?BXqB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFGiByqBRsBXqBUs?BlqB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFmgBSnBlqBRsBXq?BUsB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhF/lBRhBqnB2rBVv?BUsB
JTSILZO,O,X,X,X,X,O,X,X,X,O,O
JTSILOZ,O,X,X,X,X,X,X,X,X,O,O
JTSIZLO,O,X,X,X,X,O,X,X,X,O,X
JTSIZOL,O,X,X,X,X,O,X,X,X,O,X
JTSIOLZ,O,X,X,X,X,X,X,X,X,O,O
JTSIOZL,O,X,X,X,X,X,X,X,X,O,X
JTSLIZO,O,X,X,X,X,O,X,X,X,X,O
JTSLIOZ,O,X,X,X,X,X,X,X,X,X,O
JTSLZIO,O,X,X,X,X,O,X,X,X,X,O
JTSLZOI,O,X,X,X,X,O,X,X,X,X,O
JTSLOIZ,O,X,X,X,X,X,X,X,X,X,O
JTSLOZI,O,X,X,X,X,O,X,X,X,X,O
JTSZILO,O,X,X,X,X,O,X,X,X,X,X
JTSZIOL,O,X,X,X,X,O,X,X,X,X,X
JTSZLIO,O,X,X,X,X,O,X,X,X,X,O
JTSZLOI,O,X,X,X,X,O,X,X,X,X,O
JTSZOIL,O,X,X,X,X,O,X,X,X,X,X
JTSZOLI,O,X,X,X,X,O,X,X,X,X,O
JTSOILZ,O,X,X,X,X,X,X,X,X,X,O
JTSOIZL,O,X,X,X,X,X,X,X,X,X,X
JTSOLIZ,O,X,X,X,X,X,X,X,X,X,O
JTSOLZI,O,X,X,X,X,O,X,X,X,X,O
JTSOZIL,O,X,X,X,X,O,X,X,X,X,X
JTSOZLI,O,X,X,X,X,O,X,X,X,X,O
JTZILSO,X,X,O,O,X,X,X,X,X,O,X
JTZILOS,X,X,O,O,X,X,X,X,X,X,X
JTZISLO,X,X,X,O,X,X,X,X,X,O,X
JTZISOL,X,X,X,O,X,X,X,X,X,O,X
JTZIOLS,O,X,O,O,X,X,X,X,X,X,X
JTZIOSL,O,X,X,O,X,X,X,X,X,X,X
JTZLISO,O,X,O,O,X,X,X,X,X,X,X
JTZLIOS,O,X,O,O,X,X,X,X,X,X,X
JTZLSIO,O,X,O,X,X,O,X,X,X,X,O
JTZLSOI,O,X,O,X,X,O,X,X,X,X,O
JTZLOIS,O,X,O,O,X,X,X,X,X,X,X
JTZLOSI,O,X,O,X,X,X,X,X,X,X,O
JTZSILO,O,X,X,O,X,O,X,X,X,X,X
JTZSIOL,O,X,X,O,X,O,X,X,X,X,X
JTZSLIO,O,X,X,X,X,O,X,X,X,X,O
JTZSLOI,O,X,X,X,X,O,X,X,X,X,O
JTZSOIL,O,X,X,O,X,O,X,X,X,X,X
JTZSOLI,O,X,X,X,X,O,X,X,X,X,O
JTZOILS,O,X,O,O,X,X,X,X,X,X,X
JTZOISL,O,X,X,O,X,X,X,X,X,X,X
JTZOLIS,O,X,O,O,X,X,X,X,X,X,X
JTZOLSI,O,X,O,X,X,X,X,X,X,X,O
JTZOSIL,O,X,X,O,X,X,X,X,X,X,X
JTZOSLI,O,X,X,X,X,X,X,X,X,X,O
JTOILSZ,X,X,X,X,X,X,X,X,X,O,O
JTOILZS,X,X,X,X,X,X,X,O,X,X,X
JTOISLZ,X,X,X,X,X,X,X,X,X,O,O
JTOISZL,X,X,X,X,X,X,X,X,X,O,X
JTOIZLS,X,X,O,O,X,X,X,O,X,X,X
JTOIZSL,X,X,X,O,X,X,X,O,X,X,X
JTOLISZ,O,X,X,X,X,X,X,X,X,X,O
JTOLIZS,O,X,X,X,X,X,X,O,X,X,X
JTOLSIZ,O,X,X,X,X,X,X,X,X,X,O
JTOLSZI,O,X,X,X,X,O,X,X,X,X,O
JTOLZIS,O,X,X,X,X,X,X,X,X,X,X
JTOLZSI,O,X,X,X,X,X,X,X,X,X,O
JTOSILZ,O,X,X,X,X,X,X,X,X,X,O
JTOSIZL,O,X,X,X,X,X,X,X,X,X,X
JTOSLIZ,O,X,X,X,X,X,X,X,X,X,O
JTOSLZI,O,X,X,X,X,O,X,X,X,X,O
JTOSZIL,O,X,X,X,X,O,X,X,X,X,X
JTOSZLI,O,X,X,X,X,O,X,X,X,X,O
JTOZILS,O,X,O,O,X,X,X,X,X,X,X
JTOZISL,O,X,X,O,X,X,X,X,X,X,X
JTOZLIS,O,X,O,O,X,X,X,X,X,X,X
JTOZLSI,O,X,O,X,X,X,X,X,X,X,O
JTOZSIL,O,X,X,O,X,X,X,X,X,X,X
JTOZSLI,O,X,X,X,X,X,X,X,X,X,O
JITLSZO,X,X,X,X,X,X,X,X,X,O,O
JITLSOZ,X,X,X,X,X,X,X,X,X,O,O
JITLZSO,X,X,X,X,X,X,X,O,X,O,X
JITLZOS,X,X,X,X,X,X,X,O,X,X,X
JITLOSZ,X,X,X,X,X,X,X,X,X,O,O
JITLOZS,X,X,X,X,X,X,X,O,X,X,X
JITSLZO,X,X,X,X,X,X,X,X,X,O,O
JITSLOZ,X,X,X,X,X,X,X,X,X,O,O
JITSZLO,X,X,X,X,X,X,O,X,X,O,X
JITSZOL,X,X,X,X,X,X,O,X,X,O,X
JITSOLZ,X,X,X,X,X,X,X,X,X,O,O
JITSOZL,X,X,X,X,X,X,O,X,X,O,X
JITZLSO,X,X,X,O,X,X,X,O,X,O,X
JITZLOS,X,X,X,O,X,X,X,O,X,X,X
JITZSLO,X,X,X,O,X,X,X,O,X,O,X
JITZSOL,X,X,X,O,X,X,X,O,X,O,X
JITZOLS,X,X,X,O,X,X,X,O,X,X,X
JITZOSL,X,X,X,O,X,X,X,O,X,X,X
JITOLSZ,X,X,X,X,X,X,X,X,X,O,O
JITOLZS,X,X,X,X,X,X,X,O,X,X,X
JITOSLZ,X,X,X,X,X,X,X,X,X,O,O
JITOSZL,X,X,X,X,X,X,O,X,X,O,X
JITOZLS,X,X,X,O,X,X,X,O,X,X,X
JITOZSL,X,X,X,O,X,X,X,O,X,X,X
JILTSZO,O,X,X,X,X,X,X,X,X,O,O
JILTSOZ,O,X,X,X,X,X,X,X,X,O,O
JILTZSO,O,X,X,X,X,X,X,X,X,O,X
JILTZOS,O,X,X,X,X,X,X,X,X,X,X
JILTOSZ,O,X,X,X,X,X,X,X,X,O,O
JILTOZS,O,X,X,X,X,X,X,X,X,X,X
JILSTZO,O,X,X,X,X,X,X,X,X,X,X
JILSTOZ,O,X,X,X,X,X,X,X,X,X,X
JILSZTO,O,X,X,X,X,X,O,X,O,X,X
JILSZOT,O,X,X,X,X,X,O,X,O,X,X
JILSOTZ,O,X,X,X,X,X,X,X,X,X,X
JILSOZT,O,X,X,X,X,X,O,X,O,X,X
JILZTSO,O,X,X,O,X,X,X,X,O,X,X
JILZTOS,O,X,X,O,X,X,X,X,O,X,X
JILZSTO,O,X,X,O,X,X,X,X,O,X,X
JILZSOT,O,X,X,O,X,X,X,X,O,X,X
JILZOTS,O,X,X,O,X,X,X,X,O,X,X
JILZOST,O,X,X,O,X,X,X,X,O,X,X
JILOTSZ,O,X,X,X,X,X,X,X,X,X,O
JILOTZS,O,X,X,X,X,X,X,X,X,X,X
JILOSTZ,O,X,X,X,X,X,X,X,X,X,X
JILOSZT,O,X,X,X,X,X,O,X,O,X,X
JILOZTS,O,X,X,O,X,X,X,X,O,X,X
JILOZST,O,X,X,O,X,X,X,X,O,X,X
JISTLZO,O,X,X,X,X,X,X,X,X,X,X
JISTLOZ,O,X,X,X,X,X,X,X,X,X,X
JISTZLO,O,X,X,X,X,X,O,X,X,X,X
JISTZOL,O,X,X,X,X,X,O,X,X,X,X
JISTOLZ,O,X,X,X,X,X,X,X,X,X,X
JISTOZL,O,X,X,X,X,X,O,X,X,X,X
JISLTZO,O,X,X,X,X,X,X,X,X,X,X
JISLTOZ,O,X,X,X,X,X,X,X,X,X,X
JISLZTO,O,X,X,X,X,X,O,X,X,X,X
JISLZOT,O,X,X,X,X,X,O,X,X,X,X
JISLOTZ,O,X,X,X,X,X,X,X,X,X,X
JISLOZT,O,X,X,X,X,X,O,X,X,X,X
JISZTLO,O,X,X,O,X,X,O,X,X,X,X
JISZTOL,O,X,X,O,X,X,O,X,X,X,X
JISZLTO,O,X,X,O,X,X,O,X,X,X,X
JISZLOT,O,X,X,O,X,X,O,X,X,X,X
JISZOTL,O,X,X,O,X,X,O,X,X,X,X
JISZOLT,O,X,X,O,X,X,O,X,X,X,X
JISOTLZ,O,X,X,X,X,X,X,X,X,X,X
JISOTZL,O,X,X,X,X,X,O,X,X,X,X
JISOLTZ,O,X,X,X,X,X,X,X,X,X,X
JISOLZT,O,X,X,X,X,X,O,X,X,X,X
JISOZTL,O,X,X,O,X,X,O,X,X,X,X
JISOZLT,O,X,X,O,X,X,O,X,X,X,X
JIZTLSO,X,X,X,O,X,X,X,X,X,X,X
JIZTLOS,X,X,X,O,X,X,X,X,X,X,X
JIZTSLO,X,X,X,O,X,X,X,X,X,X,X
JIZTSOL,X,X,X,O,X,X,X,X,X,X,X
JIZTOLS,O,X,X,O,X,X,X,X,X,X,X
JIZTOSL,O,X,X,O,X,X,X,X,X,X,X
JIZLTSO,O,X,X,O,X,X,X,X,X,X,X
JIZLTOS,O,X,X,O,X,X,X,X,X,X,X
JIZLSTO,O,X,X,O,X,X,X,X,X,X,X
JIZLSOT,O,X,X,O,X,X,X,X,X,X,X
JIZLOTS,O,X,X,O,X,X,X,X,X,X,X
JIZLOST,O,X,X,O,X,X,X,X,X,X,X
JIZSTLO,O,X,X,O,X,X,O,X,X,X,X
JIZSTOL,O,X,X,O,X,X,O,X,X,X,X
JIZSLTO,O,X,X,O,X,X,O,X,X,X,X
JIZSLOT,O,X,X,O,X,X,O,X,X,X,X
JIZSOTL,O,X,X,O,X,X,O,X,X,X,X
JIZSOLT,O,X,X,O,X,X,O,X,X,X,X
JIZOTLS,O,X,X,O,X,X,X,X,X,X,X
JIZOTSL,O,X,X,O,X,X,X,X,X,X,X
JIZOLTS,O,X,X,O,X,X,X,X,X,X,X
JIZOLST,O,X,X,O,X,X,X,X,X,X,X
JIZOSTL,O,X,X,O,X,X,O,X,X,X,X
JIZOSLT,O,X,X,O,X,X,O,X,X,X,X
JIOTLSZ,X,X,X,X,X,X,X,X,X,X,O
JIOTLZS,X,X,X,X,X,X,X,O,X,X,X
JIOTSLZ,X,X,X,X,X,X,X,X,X,X,O
JIOTSZL,X,X,X,X,X,X,O,X,X,X,X
JIOTZLS,X,X,X,O,X,X,X,O,X,X,X
JIOTZSL,X,X,X,O,X,X,X,O,X,X,X
JIOLTSZ,O,X,X,X,X,X,X,X,X,X,O
JIOLTZS,O,X,X,X,X,X,X,X,X,X,X
JIOLSTZ,O,X,X,X,X,X,X,X,X,X,X
JIOLSZT,O,X,X,X,X,X,O,X,O,X,X
JIOLZTS,O,X,X,O,X,X,X,X,O,X,X
JIOLZST,O,X,X,O,X,X,X,X,O,X,X
JIOSTLZ,O,X,X,X,X,X,X,X,X,X,X
JIOSTZL,O,X,X,X,X,X,O,X,X,X,X
JIOSLTZ,O,X,X,X,X,X,X,X,X,X,X
JIOSLZT,O,X,X,X,X,X,O,X,X,X,X
JIOSZTL,O,X,X,O,X,X,O,X,X,X,X
JIOSZLT,O,X,X,O,X,X,O,X,X,X,X
JIOZTLS,O,X,X,O,X,X,X,X,X,X,X
JIOZTSL,O,X,X,O,X,X,X,X,X,X,X
JIOZLTS,O,X,X,O,X,X,X,X,X,X,X
JIOZLST,O,X,X,O,X,X,X,X,X,X,X
JIOZSTL,O,X,X,O,X,X,O,X,X,X,X
JIOZSLT,O,X,X,O,X,X,O,X,X,X,X
JLTISZO,O,X,X,X,X,O,X,X,X,X,O
JLTISOZ,O,X,X,X,X,X,X,X,X,X,O
JLTIZSO,O,X,X,X,X,X,X,X,X,X,X
JLTIZOS,O,X,X,X,X,X,X,X,X,X,X
JLTIOSZ,O,X,X,X,X,X,X,X,X,X,O
JLTIOZS,O,X,X,X,X,X,X,X,X,X,X
JLTSIZO,O,X,X,X,X,O,X,X,X,X,O
JLTSIOZ,O,X,X,X,X,X,X,X,X,X,O
JLTSZIO,O,X,X,X,X,O,X,X,X,X,O
JLTSZOI,O,X,X,X,X,O,X,X,X,X,O
JLTSOIZ,O,X,X,X,X,X,X,X,X,X,O
JLTSOZI,O,X,X,X,X,O,X,X,X,X,O
JLTZISO,O,X,X,X,X,X,X,X,X,X,X
JLTZIOS,O,X,X,X,X,X,X,X,X,X,X
JLTZSIO,O,X,X,X,X,O,X,X,X,X,O
JLTZSOI,O,X,X,X,X,O,X,X,X,X,O
JLTZOIS,O,X,X,X,X,X,X,X,X,X,X
JLTZOSI,O,X,X,X,X,X,X,X,X,X,O
JLTOISZ,O,X,X,X,X,X,X,X,X,X,O
JLTOIZS,O,X,X,X,X,X,X,X,X,X,X
JLTOSIZ,O,X,X,X,X,X,X,X,X,X,O
JLTOSZI,O,X,X,X,X,O,X,X,X,X,O
JLTOZIS,O,X,X,X,X,X,X,X,X,X,X
JLTOZSI,O,X,X,X,X,X,X,X,X,X,O
JLITSZO,O,X,X,X,X,X,X,X,X,X,O
JLITSOZ,O,X,X,X,X,X,X,X,X,X,O
JLITZSO,O,X,X,X,X,X,X,X,X,X,X
JLITZOS,O,X,X,X,X,X,X,X,X,X,X
JLITOSZ,O,X,X,X,X,X,X,X,X,X,O
JLITOZS,O,X,X,X,X,X,X,X,X,X,X
JLISTZO,O,X,X,X,X,X,X,X,X,X,X
JLISTOZ,O,X,X,X,X,X,X,X,X,X,X
JLISZTO,O,X,X,X,X,X,X,X,O,X,X
JLISZOT,O,X,X,X,X,X,X,X,O,X,X
JLISOTZ,O,X,X,X,X,X,X,X,X,X,X
JLISOZT,O,X,X,X,X,X,X,X,O,X,X
JLIZTSO,O,X,X,O,X,X,X,X,O,X,X
JLIZTOS,O,X,X,O,X,X,X,X,O,X,X
JLIZSTO,O,X,X,O,X,X,X,X,O,X,X
JLIZSOT,O,X,X,O,X,X,X,X,O,X,X
JLIZOTS,O,X,X,O,X,X,X,X,O,X,X
JLIZOST,O,X,X,O,X,X,X,X,O,X,X
JLIOTSZ,O,X,X,X,X,X,X,X,X,X,O
JLIOTZS,O,X,X,X,X,X,X,X,X,X,X
JLIOSTZ,O,X,X,X,X,X,X,X,X,X,X
JLIOSZT,O,X,X,X,X,X,X,X,O,X,X
JLIOZTS,O,X,X,O,X,X,X,X,O,X,X
JLIOZST,O,X,X,O,X,X,X,X,O,X,X
JLSTIZO,O,X,X,X,X,O,X,X,X,X,O
JLSTIOZ,O,X,X,X,X,X,X,X,X,X,O
JLSTZIO,O,X,X,X,X,O,X,X,X,X,O
JLSTZOI,O,X,X,X,X,O,X,X,X,X,O
JLSTOIZ,O,X,X,X,X,X,X,X,X,X,O
JLSTOZI,O,X,X,X,X,O,X,X,X,X,O
JLSITZO,O,X,X,X,X,X,X,X,X,X,X
JLSITOZ,O,X,X,X,X,X,X,X,X,X,X
JLSIZTO,O,X,X,X,X,X,X,X,X,X,X
JLSIZOT,O,X,X,X,X,X,X,X,X,X,X
JLSIOTZ,O,X,X,X,X,X,X,X,X,X,X
JLSIOZT,O,X,X,X,X,X,X,X,X,X,X
JLSZTIO,O,X,X,X,X,O,X,X,X,X,X
JLSZTOI,O,X,X,X,X,O,X,X,X,X,X
JLSZITO,O,X,X,X,X,O,X,X,X,X,X
JLSZIOT,O,X,X,X,O,X,X,X,X,X,X
JLSZOTI,O,X,X,X,X,X,X,X,X,X,X
JLSZOIT,O,X,X,X,O,X,X,X,X,X,X
JLSOTIZ,O,X,X,X,X,X,X,X,X,X,O
JLSOTZI,O,X,X,X,X,X,X,X,X,X,O
JLSOITZ,O,X,X,X,X,X,X,X,X,X,X
JLSOIZT,O,X,X,X,X,X,X,X,X,X,X
JLSOZTI,O,X,X,X,X,X,X,X,X,X,X
JLSOZIT,O,X,X,X,O,X,X,X,X,X,X
JLZTISO,O,X,X,O,X,X,X,X,X,X,X
JLZTIOS,O,X,X,O,X,X,X,X,X,X,X
JLZTSIO,O,X,X,X,X,X,X,X,X,X,O
JLZTSOI,O,X,X,X,X,X,X,X,X,X,O
JLZTOIS,O,X,X,O,X,X,X,X,X,X,X
JLZTOSI,O,X,X,X,X,X,X,X,X,X,O
JLZITSO,O,X,X,O,X,X,X,X,X,X,X
JLZITOS,O,X,X,O,X,X,X,X,X,X,X
JLZISTO,O,X,X,O,X,X,X,X,X,X,X
JLZISOT,O,X,X,O,X,X,X,X,X,X,X
JLZIOTS,O,X,X,O,X,X,X,X,X,X,X
JLZIOST,O,X,X,O,X,X,X,X,X,X,X
JLZSTIO,O,X,X,X,X,X,X,X,X,X,X
JLZSTOI,O,X,X,X,X,X,X,X,X,X,X
JLZSITO,O,X,X,X,X,X,X,X,X,X,X
JLZSIOT,O,X,X,X,X,X,X,X,X,X,X
JLZSOTI,O,X,X,X,X,X,X,X,X,X,X
JLZSOIT,O,X,X,X,X,X,X,X,X,X,X
JLZOTIS,O,X,X,O,X,X,X,X,X,X,X
JLZOTSI,O,X,X,X,X,X,X,X,X,X,O
JLZOITS,O,X,X,O,X,X,X,X,X,X,X
JLZOIST,O,X,X,O,X,X,X,X,X,X,X
JLZOSTI,O,X,X,X,X,X,X,X,X,X,X
JLZOSIT,O,X,X,X,X,X,X,X,X,X,X
JLOTISZ,O,X,X,X,X,X,X,X,X,X,O
JLOTIZS,O,X,X,X,X,X,X,X,X,X,X
JLOTSIZ,O,X,X,X,X,X,X,X,X,X,O
JLOTSZI,O,X,X,X,X,X,X,X,X,X,O
JLOTZIS,O,X,X,X,X,X,X,X,X,X,X
JLOTZSI,O,X,X,X,X,X,X,X,X,X,O
JLOITSZ,O,X,X,X,X,X,X,X,X,X,O
JLOITZS,O,X,X,X,X,X,X,X,X,X,X
JLOISTZ,O,X,X,X,X,X,X,X,X,X,X
JLOISZT,O,X,X,X,X,X,X,X,O,X,X
JLOIZTS,O,X,X,O,X,X,X,X,O,X,X
JLOIZST,O,X,X,O,X,X,X,X,O,X,X
JLOSTIZ,O,X,X,X,X,X,X,X,X,X,O
JLOSTZI,O,X,X,X,X,X,X,X,X,X,O
JLOSITZ,O,X,X,X,X,X,X,X,X,X,X
JLOSIZT,O,X,X,X,X,X,X,X,X,X,X
JLOSZTI,O,X,X,X,X,X,X,X,X,X,X
JLOSZIT,O,X,X,X,O,X,X,X,X,X,X
JLOZTIS,O,X,X,O,X,X,X,X,X,X,X
JLOZTSI,O,X,X,X,X,X,X,X,X,X,O
JLOZITS,O,X,X,O,X,X,X,X,X,X,X
JLOZIST,O,X,X,O,X,X,X,X,X,X,X
JLOZSTI,O,X,X,X,X,X,X,X,X,X,X
JLOZSIT,O,X,X,X,X,X,X,X,X,X,X
JSTILZO,O,X,X,X,X,O,X,X,X,X,O
JSTILOZ,O,X,X,X,X,X,X,X,X,X,O
JSTIZLO,O,O,X,X,X,O,X,X,X,X,X
JSTIZOL,O,O,X,X,X,O,X,X,X,X,X
JSTIOLZ,O,X,X,X,X,X,X,X,X,X,O
JSTIOZL,O,O,X,X,X,X,X,X,X,X,X
JSTLIZO,O,X,X,X,X,O,X,X,X,X,O
JSTLIOZ,O,X,X,X,X,X,X,X,X,X,O
JSTLZIO,O,X,X,X,X,O,X,X,X,X,O
JSTLZOI,O,X,X,X,X,O,X,X,X,X,O
JSTLOIZ,O,X,X,X,X,X,X,X,X,X,O
JSTLOZI,O,X,X,X,X,O,X,X,X,X,O
JSTZILO,O,O,X,X,X,O,X,X,X,X,X
JSTZIOL,O,O,X,X,X,O,X,X,X,X,X
JSTZLIO,O,O,X,X,X,O,X,X,X,X,O
JSTZLOI,O,O,X,X,X,O,X,X,X,X,O
JSTZOIL,O,O,X,X,X,O,X,X,X,X,X
JSTZOLI,O,O,X,X,X,O,X,X,X,X,O
JSTOILZ,O,X,X,X,X,X,X,X,X,X,O
JSTOIZL,O,O,X,X,X,X,X,X,X,X,X
JSTOLIZ,O,X,X,X,X,X,X,X,X,X,O
JSTOLZI,O,X,X,X,X,O,X,X,X,X,O
JSTOZIL,O,O,X,X,X,O,X,X,X,X,X
JSTOZLI,O,O,X,X,X,O,X,X,X,X,O
JSITLZO,O,X,X,X,X,X,X,X,X,X,X
JSITLOZ,O,X,X,X,X,X,X,X,X,X,X
JSITZLO,O,X,X,X,X,X,O,X,X,X,X
JSITZOL,O,X,X,X,X,X,O,X,X,X,X
JSITOLZ,O,X,X,X,X,X,X,X,X,X,X
JSITOZL,O,X,X,X,X,X,O,X,X,X,X
JSILTZO,O,X,X,X,X,X,X,X,X,X,X
JSILTOZ,O,X,X,X,X,X,X,X,X,X,X
JSILZTO,O,X,X,X,X,X,O,X,X,X,X
JSILZOT,O,X,X,X,X,X,O,X,X,X,X
JSILOTZ,O,X,X,X,X,X,X,X,X,X,X
JSILOZT,O,X,X,X,X,X,O,X,X,X,X
JSIZTLO,O,X,X,O,X,X,O,X,X,X,X
JSIZTOL,O,X,X,O,X,X,O,X,X,X,X
JSIZLTO,O,X,X,O,X,X,O,X,X,X,X
JSIZLOT,O,X,X,O,X,X,O,X,X,X,X
JSIZOTL,O,X,X,O,X,X,O,X,X,X,X
JSIZOLT,O,X,X,O,X,X,O,X,X,X,X
JSIOTLZ,O,X,X,X,X,X,X,X,X,X,X
JSIOTZL,O,X,X,X,X,X,O,X,X,X,X
JSIOLTZ,O,X,X,X,X,X,X,X,X,X,X
JSIOLZT,O,X,X,X,X,X,O,X,X,X,X
JSIOZTL,O,X,X,O,X,X,O,X,X,X,X
JSIOZLT,O,X,X,O,X,X,O,X,X,X,X
JSLTIZO,O,X,X,X,X,O,X,X,X,X,O
JSLTIOZ,O,X,X,X,X,X,X,X,X,X,O
JSLTZIO,O,X,X,X,X,O,X,X,X,X,O
JSLTZOI,O,X,X,X,X,O,X,X,X,X,O
JSLTOIZ,O,X,X,X,X,X,X,X,X,X,O
JSLTOZI,O,X,X,X,X,O,X,X,X,X,O
JSLITZO,O,X,X,X,X,X,X,X,X,X,X
JSLITOZ,O,X,X,X,X,X,X,X,X,X,X
JSLIZTO,O,X,X,X,X,X,X,X,X,X,X
JSLIZOT,O,X,X,X,X,X,X,X,X,X,X
JSLIOTZ,O,X,X,X,X,X,X,X,X,X,X
JSLIOZT,O,X,X,X,X,X,X,X,X,X,X
JSLZTIO,O,X,X,X,X,O,X,X,X,X,X
JSLZTOI,O,X,X,X,X,O,X,X,X,X,X
JSLZITO,O,X,X,X,X,O,X,X,X,X,X
JSLZIOT,O,X,X,X,O,X,X,X,X,X,X
JSLZOTI,O,X,X,X,X,X,X,X,X,X,X
JSLZOIT,O,X,X,X,O,X,X,X,X,X,X
JSLOTIZ,O,X,X,X,X,X,X,X,X,X,O
JSLOTZI,O,X,X,X,X,X,X,X,X,X,O
JSLOITZ,O,X,X,X,X,X,X,X,X,X,X
JSLOIZT,O,X,X,X,X,X,X,X,X,X,X
JSLOZTI,O,X,X,X,X,X,X,X,X,X,X
JSLOZIT,O,X,X,X,O,X,X,X,X,X,X
JSZTILO,O,O,X,O,X,O,O,X,X,X,X
JSZTIOL,O,O,X,O,X,O,O,X,X,X,X
JSZTLIO,O,O,X,X,X,O,X,X,X,X,X
JSZTLOI,O,O,X,X,X,O,X,X,X,X,X
JSZTOIL,O,O,X,O,X,O,O,X,X,X,X
JSZTOLI,O,O,X,X,X,O,X,X,X,X,X
JSZITLO,O,O,X,O,X,O,O,X,X,X,X
JSZITOL,O,O,X,O,X,O,O,X,X,X,X
JSZILTO,O,X,X,O,X,O,O,X,X,X,X
JSZILOT,O,O,X,O,O,X,O,X,X,X,X
JSZIOTL,O,O,X,O,X,X,O,X,X,X,X
JSZIOLT,O,O,X,O,X,X,O,X,X,X,X
JSZLTIO,O,O,X,X,X,O,X,X,X,X,X
JSZLTOI,O,O,X,X,X,O,X,X,X,X,X
JSZLITO,O,X,X,X,X,O,X,X,X,X,X
JSZLIOT,O,O,X,X,O,X,X,X,X,X,X
JSZLOTI,O,O,X,X,X,X,X,X,X,X,X
JSZLOIT,O,O,X,X,O,X,X,X,X,X,X
JSZOTIL,O,O,X,O,O,X,O,X,X,X,X
JSZOTLI,O,O,X,X,O,X,X,X,X,X,X
JSZOITL,O,O,X,O,O,X,O,X,X,X,X
JSZOILT,O,O,X,O,O,X,O,X,X,X,X
JSZOLTI,O,O,X,X,X,X,X,X,X,X,X
JSZOLIT,O,O,X,X,O,X,X,X,X,X,X
JSOTILZ,O,X,X,X,O,X,X,X,X,X,O
JSOTIZL,O,O,X,X,O,X,X,X,X,X,X
JSOTLIZ,O,X,X,X,O,X,X,X,X,X,O
JSOTLZI,O,X,X,X,O,X,X,X,X,X,O
JSOTZIL,O,O,X,X,O,X,X,X,X,X,X
JSOTZLI,O,O,X,X,O,X,X,X,X,X,O
JSOITLZ,O,X,X,X,X,X,X,X,X,X,X
JSOITZL,O,X,X,X,X,X,O,X,X,X,X
JSOILTZ,O,X,X,X,X,X,X,X,X,X,X
JSOILZT,O,X,X,X,X,X,O,X,X,X,X
JSOIZTL,O,X,X,O,X,X,O,X,X,X,X
JSOIZLT,O,X,X,O,X,X,O,X,X,X,X
JSOLTIZ,O,X,X,X,X,X,X,X,X,X,O
JSOLTZI,O,X,X,X,X,X,X,X,X,X,O
JSOLITZ,O,X,X,X,X,X,X,X,X,X,X
JSOLIZT,O,X,X,X,X,X,X,X,X,X,X
JSOLZTI,O,X,X,X,X,X,X,X,X,X,X
JSOLZIT,O,X,X,X,O,X,X,X,X,X,X
JSOZTIL,O,O,X,O,O,X,O,X,X,X,X
JSOZTLI,O,O,X,X,O,X,X,X,X,X,X
JSOZITL,O,O,X,O,O,X,O,X,X,X,X
JSOZILT,O,O,X,O,O,X,O,X,X,X,X
JSOZLTI,O,O,X,X,X,X,X,X,X,X,X
JSOZLIT,O,O,X,X,O,X,X,X,X,X,X
JZTILSO,X,X,O,O,X,X,X,X,X,X,X
JZTILOS,X,O,O,O,X,X,X,X,X,X,X
JZTISLO,X,X,X,O,X,X,X,X,X,X,X
JZTISOL,X,O,X,O,X,X,X,X,X,X,X
JZTIOLS,O,O,O,O,X,X,X,X,X,X,X
JZTIOSL,O,O,X,O,X,X,X,X,X,X,X
JZTLISO,O,X,O,O,X,X,X,X,X,X,X
JZTLIOS,O,O,O,O,X,X,X,X,X,X,X
JZTLSIO,O,X,O,X,X,X,X,X,X,X,O
JZTLSOI,O,X,O,X,X,X,X,X,X,X,O
JZTLOIS,O,O,O,O,X,X,X,X,X,X,X
JZTLOSI,O,O,O,X,X,X,X,X,X,X,O
JZTSILO,O,O,X,O,X,X,X,X,X,X,X
JZTSIOL,O,O,X,O,X,X,X,X,X,X,X
JZTSLIO,O,O,X,X,X,X,X,X,X,X,O
JZTSLOI,O,O,X,X,X,X,X,X,X,X,O
JZTSOIL,O,O,X,O,X,X,X,X,X,X,X
JZTSOLI,O,O,X,X,X,X,X,X,X,X,O
JZTOILS,O,O,O,O,X,X,X,X,X,X,X
