sequence,v115@9gC8GeB8HeB8HeB8EeC8JeFBJvhFxiBOqBcsBToBCr?B3rB,v115@9gC8GeB8HeB8HeB8EeC8JeFBJvhFxiB0lBCnBToB2v?BXsB,v115@9gC8GeB8HeB8HeB8EeC8JeUCJvhFGjBxlBVtB3lByv?BzrB,v115@9gC8GeB8HeB8HeB8EeC8Je3AJvhFFiBTjB0mBWtBiq?BRwB,v115@9gC8GeB8HeB8HeB8EeC8JeRBJvhFfoB6oBmlBUnBTq?B1wB,v115@9gC8GeB8HeB8HeB8EeC8JeWHJvhFxiBilBToBUmB1v?BXsB,v115@9gC8GeB8HeB8HeB8EeC8Je3AJvhFzhBGjByqBUoBFs?BxvB,v115@9gC8GeB8HeB8HeB8EeC8JexCJvhFKqBfrBlmBcsBTo?BGrB,v115@9gC8GeB8HeB8HeB8EeC8JecFJvhFemBzhBfoB6oBFs?BxvB,v115@9gC8GeB8HeB8HeB8EeC8JecFJvhFymBziB+oBXmBFs?BxvB,v115@9gC8GeB8HeB8HeB8EeC8JecFJvhFmhBCjBXmBToBFs?BxvB
JTSIZLO,X,X,X,O,O,X,X,X,X,X,X
JTSIZOL,X,X,X,O,O,X,X,X,X,X,X
JTSIOLZ,X,X,X,O,O,O,X,X,X,X,X
JTSIOZL,X,X,X,O,X,O,X,X,X,X,X
JTSLIZO,X,O,O,X,O,X,X,X,X,X,X
JTSLIOZ,X,O,X,O,O,O,X,X,X,X,X
JTSLZIO,O,O,O,X,O,X,X,X,X,X,X
JTSLZOI,O,O,X,O,X,O,X,X,X,X,X
JTSLOIZ,O,O,O,O,O,O,X,X,X,X,X
JTSLOZI,O,O,O,O,X,O,X,X,X,X,X
JTSZILO,O,O,X,X,O,X,X,X,X,X,X
JTSZIOL,O,O,X,X,O,X,X,X,X,X,X
JTSZLIO,X,O,O,X,O,X,X,X,X,X,X
JTSZLOI,X,O,X,X,O,O,X,X,X,X,X
JTSZOIL,O,O,O,X,O,O,X,X,X,X,X
JTSZOLI,X,O,O,X,O,O,X,X,X,X,X
JTSOILZ,O,O,X,O,O,O,X,X,X,X,X
JTSOIZL,O,O,O,O,X,O,X,X,X,X,X
JTSOLIZ,O,O,O,O,O,O,X,X,X,X,X
JTSOLZI,O,O,O,O,X,O,X,X,X,X,X
JTSOZIL,O,O,O,X,X,O,X,X,X,X,X
JTSOZLI,X,O,O,X,X,O,X,X,X,X,X
JTZILSO,O,X,O,O,O,X,X,X,X,X,X
JTZILOS,O,X,O,O,X,X,X,X,X,X,X
JTZISLO,O,O,X,O,O,X,X,X,X,X,X
JTZISOL,O,O,X,O,O,X,X,X,X,X,X
JTZIOLS,O,O,O,O,X,X,X,X,X,X,X
JTZIOSL,O,O,O,O,O,X,X,X,X,X,X
JTZLISO,O,X,O,X,O,X,X,X,X,X,X
JTZLIOS,O,X,O,X,X,X,X,X,X,X,X
JTZLSIO,O,O,O,X,O,X,X,X,X,X,X
JTZLSOI,O,O,X,O,O,X,X,X,X,X,X
JTZLOIS,O,O,O,X,X,X,X,X,X,X,X
JTZLOSI,O,O,O,O,X,X,X,X,X,X,X
JTZSILO,O,O,X,X,O,X,X,X,X,X,X
JTZSIOL,O,O,X,X,O,X,X,X,X,X,X
JTZSLIO,X,O,O,X,O,X,X,X,X,X,X
JTZSLOI,X,O,X,X,O,X,X,X,X,X,X
JTZSOIL,O,O,O,X,O,X,X,X,X,X,X
JTZSOLI,X,O,O,X,O,X,X,X,X,X,X
JTZOILS,O,O,O,O,O,X,X,X,X,X,X
JTZOISL,O,O,O,O,O,X,X,X,X,X,X
JTZOLIS,O,O,O,X,O,X,X,X,X,X,X
JTZOLSI,O,O,O,O,O,X,X,X,X,X,X
JTZOSIL,O,O,O,X,O,X,X,X,X,X,X
JTZOSLI,X,O,O,X,O,X,X,X,X,X,X
JTOILSZ,O,X,O,O,X,O,X,X,X,O,X
JTOILZS,O,X,O,O,X,X,X,X,X,O,X
JTOISLZ,O,O,X,O,O,O,X,X,X,O,X
JTOISZL,O,O,O,O,X,O,X,X,X,O,X
JTOIZLS,O,O,O,O,X,X,X,X,X,O,X
JTOIZSL,O,O,O,O,O,X,X,X,X,O,X
JTOLISZ,O,X,O,O,X,O,X,X,X,X,X
JTOLIZS,O,X,O,O,X,X,X,X,X,X,X
JTOLSIZ,O,X,O,O,O,O,X,X,X,X,X
JTOLSZI,O,X,O,O,X,O,X,X,X,X,X
JTOLZIS,O,X,O,O,X,X,X,X,X,X,X
JTOLZSI,O,X,O,O,X,X,X,X,X,X,X
JTOSILZ,O,O,X,O,O,O,X,X,X,X,X
JTOSIZL,O,O,O,O,X,O,X,X,X,X,X
JTOSLIZ,O,O,O,O,O,O,X,X,X,X,X
JTOSLZI,O,O,O,O,X,O,X,X,X,X,X
JTOSZIL,O,O,O,X,X,O,X,X,X,X,X
JTOSZLI,X,O,O,X,X,O,X,X,X,X,X
JTOZILS,O,O,O,O,O,X,X,X,X,X,X
JTOZISL,O,O,O,O,O,X,X,X,X,X,X
JTOZLIS,O,O,O,X,O,X,X,X,X,X,X
JTOZLSI,O,O,O,O,O,X,X,X,X,X,X
JTOZSIL,O,O,O,X,O,X,X,X,X,X,X
JTOZSLI,X,O,O,X,O,X,X,X,X,X,X
JITLSZO,X,X,X,O,X,X,O,X,X,O,X
JITLSOZ,X,X,X,O,X,X,O,X,X,O,X
JITLZSO,O,X,X,O,X,X,O,X,X,O,O
JITLZOS,O,X,X,O,X,X,O,X,X,O,O
JITLOSZ,O,X,X,O,X,X,O,X,X,O,X
JITLOZS,O,X,X,O,X,X,O,X,X,O,X
JITSLZO,X,X,X,O,X,X,X,X,O,O,X
JITSLOZ,X,X,X,O,X,X,X,X,X,O,X
JITSZLO,X,X,X,O,X,X,X,X,O,O,X
JITSZOL,X,X,X,O,X,X,X,X,O,O,X
JITSOLZ,X,X,X,O,X,X,X,X,X,O,X
JITSOZL,X,X,X,O,X,X,X,X,X,O,X
JITZLSO,O,X,X,O,X,X,O,X,O,O,O
JITZLOS,O,X,X,O,X,X,O,X,O,O,O
JITZSLO,O,X,X,O,X,X,O,X,O,O,O
JITZSOL,O,X,X,O,X,X,O,X,O,O,O
JITZOLS,O,X,X,O,X,X,O,X,O,O,O
JITZOSL,O,X,X,O,X,X,O,X,O,O,O
JITOLSZ,O,X,X,O,X,X,O,X,X,O,X
JITOLZS,O,X,X,O,X,X,O,X,X,O,O
JITOSLZ,O,X,X,O,X,X,X,X,X,O,X
JITOSZL,O,X,X,O,X,X,X,X,X,O,X
JITOZLS,O,X,X,O,X,X,O,X,X,O,O
JITOZSL,O,X,X,O,X,X,O,X,X,O,O
JILTSZO,X,X,X,O,X,X,O,X,X,O,X
JILTSOZ,X,X,X,O,X,X,O,X,X,O,X
JILTZSO,O,X,X,O,X,X,O,X,X,O,X
JILTZOS,O,X,X,O,X,X,O,X,X,O,X
JILTOSZ,O,X,X,O,X,X,O,X,X,O,X
JILTOZS,O,X,X,O,X,X,O,X,X,O,X
JILSTZO,X,X,X,O,X,X,O,X,O,X,X
JILSTOZ,X,X,X,O,X,X,O,X,X,X,X
JILSZTO,X,X,X,O,X,X,O,X,O,X,X
JILSZOT,X,X,X,O,X,X,O,X,O,X,X
JILSOTZ,X,X,X,O,X,X,X,X,X,X,X
JILSOZT,X,X,X,O,X,X,X,X,X,X,X
JILZTSO,O,X,X,O,X,X,O,X,O,O,X
JILZTOS,O,X,X,O,X,X,O,X,X,O,X
JILZSTO,O,X,X,O,X,X,O,X,O,X,X
JILZSOT,X,X,X,O,X,X,O,X,O,X,X
JILZOTS,O,X,X,O,X,X,O,X,X,O,X
JILZOST,O,X,X,O,X,X,O,X,O,X,X
JILOTSZ,O,X,X,O,X,X,X,X,X,O,X
JILOTZS,O,X,X,O,X,X,X,X,X,O,X
JILOSTZ,O,X,X,O,X,X,X,X,X,X,X
JILOSZT,X,X,X,O,X,X,X,X,X,X,X
JILOZTS,O,X,X,O,X,X,X,X,X,O,X
JILOZST,O,X,X,O,X,X,X,X,X,X,X
JISTLZO,X,X,X,O,X,X,X,X,O,O,X
JISTLOZ,X,X,X,O,X,X,X,X,X,O,X
JISTZLO,X,X,X,O,X,X,X,X,O,O,X
JISTZOL,X,X,X,O,X,X,X,X,O,O,X
JISTOLZ,X,X,X,O,X,X,X,X,X,O,X
JISTOZL,X,X,X,O,X,X,X,X,X,O,X
JISLTZO,X,O,X,O,X,X,X,X,O,X,X
JISLTOZ,X,O,X,O,X,X,X,X,X,X,X
JISLZTO,X,O,X,O,X,X,X,X,O,X,X
JISLZOT,X,O,X,O,X,X,X,X,O,X,X
JISLOTZ,X,O,X,O,X,X,X,X,X,X,X
JISLOZT,X,O,X,O,X,X,X,X,X,X,X
JISZTLO,X,O,X,O,X,X,X,X,O,O,X
JISZTOL,X,O,X,O,X,X,X,X,O,O,X
JISZLTO,X,O,X,O,X,X,X,X,O,X,X
JISZLOT,X,O,X,O,X,X,X,X,O,X,X
JISZOTL,X,O,X,O,X,X,X,X,O,O,X
JISZOLT,X,O,X,O,X,X,X,X,O,X,X
JISOTLZ,X,O,X,O,X,X,X,X,X,O,X
JISOTZL,X,O,X,O,X,X,X,X,X,O,X
JISOLTZ,X,O,X,O,X,X,X,X,X,X,X
JISOLZT,X,O,X,O,X,X,X,X,X,X,X
JISOZTL,X,O,X,O,X,X,X,X,X,O,X
JISOZLT,X,O,X,O,X,X,X,X,X,X,X
JIZTLSO,O,X,X,O,X,X,O,X,O,O,O
JIZTLOS,O,X,X,O,X,X,O,X,O,O,O
JIZTSLO,O,O,X,O,X,X,O,X,O,O,O
JIZTSOL,O,O,X,O,X,X,O,X,O,O,O
JIZTOLS,O,O,X,O,X,X,O,X,O,O,O
JIZTOSL,O,O,X,O,X,X,O,X,O,O,O
JIZLTSO,O,X,X,O,X,X,O,X,O,O,X
JIZLTOS,O,X,X,O,X,X,O,X,O,O,X
JIZLSTO,O,X,X,O,X,X,O,X,O,X,X
JIZLSOT,X,X,X,O,X,X,O,X,O,X,X
JIZLOTS,O,X,X,O,X,X,O,X,X,O,X
JIZLOST,O,X,X,O,X,X,O,X,O,X,X
JIZSTLO,O,O,X,O,X,X,O,X,O,O,O
JIZSTOL,O,O,X,O,X,X,O,X,O,O,O
JIZSLTO,O,O,X,O,X,X,O,X,O,X,X
JIZSLOT,X,O,X,O,X,X,O,X,O,X,O
JIZSOTL,X,O,X,O,X,X,X,X,O,O,O
JIZSOLT,X,O,X,O,X,X,X,X,O,X,O
JIZOTLS,O,O,X,O,X,X,O,X,O,O,O
JIZOTSL,O,O,X,O,X,X,O,X,O,O,O
JIZOLTS,O,O,X,O,X,X,O,X,X,O,O
JIZOLST,O,O,X,O,X,X,O,X,O,X,O
JIZOSTL,O,O,X,O,X,X,X,X,O,O,O
JIZOSLT,O,O,X,O,X,X,X,X,O,X,O
JIOTLSZ,O,X,X,O,X,X,X,X,X,O,X
JIOTLZS,O,X,X,O,X,X,X,X,X,O,O
JIOTSLZ,O,O,X,O,X,X,X,X,X,O,X
JIOTSZL,O,O,X,O,X,X,X,X,X,O,X
JIOTZLS,O,O,X,O,X,X,X,X,X,O,O
JIOTZSL,O,O,X,O,X,X,X,X,X,O,O
JIOLTSZ,O,X,X,O,X,X,X,X,X,O,X
JIOLTZS,O,X,X,O,X,X,X,X,X,O,O
JIOLSTZ,O,O,X,O,X,X,X,X,X,X,X
JIOLSZT,X,O,X,O,X,X,X,X,X,X,X
JIOLZTS,O,O,X,O,X,X,X,X,X,O,O
JIOLZST,O,O,X,O,X,X,X,X,X,X,O
JIOSTLZ,O,O,X,O,X,X,X,X,X,O,X
JIOSTZL,O,O,X,O,X,X,X,X,X,O,X
JIOSLTZ,O,O,X,O,X,X,X,X,X,X,X
JIOSLZT,X,O,X,O,X,X,X,X,X,X,X
JIOSZTL,O,O,X,O,X,X,X,X,X,O,X
JIOSZLT,O,O,X,O,X,X,X,X,X,X,X
JIOZTLS,O,O,X,O,X,X,X,X,X,O,O
JIOZTSL,O,O,X,O,X,X,X,X,X,O,O
JIOZLTS,O,O,X,O,X,X,X,X,X,O,O
JIOZLST,O,O,X,O,X,X,X,X,X,X,O
JIOZSTL,O,O,X,O,X,X,X,X,X,O,O
JIOZSLT,O,O,X,O,X,X,X,X,X,X,O
JLTISZO,X,X,O,O,O,X,X,X,X,X,X
JLTISOZ,X,X,X,O,O,X,X,X,X,X,X
JLTIZSO,O,X,O,O,X,X,X,X,X,X,X
JLTIZOS,O,X,O,O,X,X,X,X,X,X,X
JLTIOSZ,O,X,O,O,X,X,X,X,X,X,X
JLTIOZS,O,X,O,O,X,X,X,X,X,X,X
JLTSIZO,X,X,O,O,O,X,X,X,X,X,X
JLTSIOZ,X,X,X,O,O,X,X,X,X,X,X
JLTSZIO,O,X,O,O,O,X,X,X,X,X,X
JLTSZOI,O,X,X,O,X,X,X,X,X,X,X
JLTSOIZ,O,X,O,O,O,X,X,X,X,X,X
JLTSOZI,O,X,O,O,X,X,X,X,X,X,X
JLTZISO,O,X,O,O,X,X,X,X,X,X,X
JLTZIOS,O,X,O,O,X,X,X,X,X,X,X
JLTZSIO,O,X,O,O,O,X,X,X,X,X,X
JLTZSOI,O,X,X,O,X,X,X,X,X,X,X
JLTZOIS,O,X,O,O,X,X,X,X,X,X,X
JLTZOSI,O,X,O,O,X,X,X,X,X,X,X
JLTOISZ,O,X,O,O,X,X,X,X,X,X,X
JLTOIZS,O,X,O,O,X,X,X,X,X,X,X
JLTOSIZ,O,X,O,O,O,X,X,X,X,X,X
JLTOSZI,O,X,O,O,X,X,X,X,X,X,X
JLTOZIS,O,X,O,O,X,X,X,X,X,X,X
JLTOZSI,O,X,O,O,X,X,X,X,X,X,X
JLITSZO,X,X,O,O,X,X,X,X,X,O,X
JLITSOZ,X,X,X,O,X,X,X,X,X,O,X
JLITZSO,O,X,O,O,X,X,X,X,X,O,X
JLITZOS,O,X,O,O,X,X,X,X,X,O,X
JLITOSZ,O,X,X,O,X,X,X,X,X,O,X
JLITOZS,O,X,O,O,X,X,X,X,X,O,X
JLISTZO,X,X,X,O,X,X,X,X,O,X,X
JLISTOZ,X,X,X,O,X,X,X,X,X,X,X
JLISZTO,X,X,X,O,X,X,X,X,O,X,X
JLISZOT,X,X,X,O,X,X,X,X,O,X,X
JLISOTZ,X,X,X,O,X,X,X,X,X,X,X
JLISOZT,X,X,X,O,X,X,X,X,X,X,X
JLIZTSO,O,X,O,O,X,X,X,X,O,O,X
JLIZTOS,O,X,O,O,X,X,X,X,X,O,X
JLIZSTO,O,X,X,O,X,X,X,X,O,X,X
JLIZSOT,X,X,X,O,X,X,X,X,O,X,X
JLIZOTS,O,X,X,O,X,X,X,X,X,O,X
JLIZOST,O,X,X,O,X,X,X,X,O,X,X
JLIOTSZ,O,X,X,O,X,X,X,X,X,O,X
JLIOTZS,O,X,X,O,X,X,X,X,X,O,X
JLIOSTZ,O,X,X,O,X,X,X,X,X,X,X
JLIOSZT,X,X,X,O,X,X,X,X,X,X,X
JLIOZTS,O,X,X,O,X,X,X,X,X,O,X
JLIOZST,O,X,X,O,X,X,X,X,X,X,X
JLSTIZO,X,O,X,O,O,X,X,X,X,X,X
JLSTIOZ,X,O,X,O,O,X,X,X,X,X,X
JLSTZIO,O,O,X,O,O,X,X,X,X,X,X
JLSTZOI,O,O,X,O,X,X,X,X,X,X,X
JLSTOIZ,O,O,X,O,O,X,X,X,X,X,X
JLSTOZI,O,O,X,O,X,X,X,X,X,X,X
JLSITZO,X,O,X,O,X,X,X,X,O,X,X
JLSITOZ,X,O,X,O,X,X,X,X,X,X,X
JLSIZTO,X,O,X,O,X,X,X,X,O,X,X
JLSIZOT,X,O,X,O,X,X,X,X,O,X,X
JLSIOTZ,X,O,X,O,X,X,X,X,X,X,X
JLSIOZT,X,O,X,O,X,X,X,X,X,X,X
JLSZTIO,O,O,X,O,O,X,X,X,X,X,X
JLSZTOI,O,O,X,O,O,X,X,O,X,X,X
JLSZITO,O,O,X,O,O,X,X,X,X,X,X
JLSZIOT,X,O,X,O,X,X,X,X,X,X,X
JLSZOTI,O,O,X,O,X,X,X,O,X,X,X
JLSZOIT,O,O,X,O,X,X,X,O,X,X,X
JLSOTIZ,O,O,X,O,X,X,X,X,X,X,X
JLSOTZI,O,O,X,O,X,X,X,X,X,X,X
JLSOITZ,O,O,X,O,X,X,X,X,X,X,X
JLSOIZT,X,O,X,O,X,X,X,O,X,X,X
JLSOZTI,O,O,X,O,X,X,X,O,X,X,X
JLSOZIT,O,O,X,O,X,X,X,O,X,X,X
JLZTISO,O,X,X,O,X,X,X,X,X,X,X
JLZTIOS,O,X,X,O,X,X,X,X,X,X,X
JLZTSIO,O,O,X,O,X,X,X,X,X,X,X
JLZTSOI,O,O,X,O,X,X,X,X,X,X,X
JLZTOIS,O,O,X,O,X,X,X,X,X,X,X
JLZTOSI,O,O,X,O,X,X,X,X,X,X,X
JLZITSO,O,X,X,O,X,X,X,X,X,X,X
JLZITOS,O,X,X,O,X,X,X,X,X,X,X
JLZISTO,O,X,X,O,X,X,X,X,X,X,X
JLZISOT,X,X,X,O,X,X,X,X,X,X,X
JLZIOTS,O,X,X,O,X,X,X,X,X,X,X
JLZIOST,O,X,X,O,X,X,X,X,X,X,X
JLZSTIO,O,O,X,O,X,X,X,X,X,X,X
JLZSTOI,O,O,X,O,X,X,X,O,X,X,X
JLZSITO,O,O,X,O,X,X,X,X,X,X,X
JLZSIOT,X,O,X,O,X,X,X,X,X,X,X
JLZSOTI,O,O,X,O,X,X,X,O,X,X,X
JLZSOIT,O,O,X,O,X,X,X,O,X,X,X
JLZOTIS,O,O,X,O,X,X,X,X,X,X,X
JLZOTSI,O,O,X,O,X,X,X,X,X,X,X
JLZOITS,O,O,X,O,X,X,X,X,X,X,X
JLZOIST,O,O,X,O,X,X,X,O,X,X,X
JLZOSTI,O,O,X,O,X,X,X,O,X,X,X
JLZOSIT,O,O,X,O,X,X,X,O,X,X,X
JLOTISZ,O,X,O,O,X,X,X,X,X,X,X
JLOTIZS,O,X,O,O,X,X,X,X,X,X,X
JLOTSIZ,O,X,O,O,X,X,X,X,X,X,X
JLOTSZI,O,X,O,O,X,X,X,X,X,X,X
JLOTZIS,O,X,O,O,X,X,X,X,X,X,X
JLOTZSI,O,X,O,O,X,X,X,X,X,X,X
JLOITSZ,O,X,O,O,X,X,X,X,X,O,X
JLOITZS,O,X,O,O,X,X,X,X,X,O,X
JLOISTZ,O,O,X,O,X,X,X,X,X,X,X
JLOISZT,X,O,X,O,X,X,X,O,X,X,X
JLOIZTS,O,O,O,O,X,X,X,X,X,O,X
JLOIZST,O,O,X,O,X,X,X,O,X,X,X
JLOSTIZ,O,O,X,O,X,X,X,X,X,X,X
JLOSTZI,O,O,X,O,X,X,X,X,X,X,X
JLOSITZ,O,O,X,O,X,X,X,X,X,X,X
JLOSIZT,X,O,X,O,X,X,X,O,X,X,X
JLOSZTI,O,O,X,O,X,X,X,O,X,X,X
JLOSZIT,O,O,X,O,X,X,X,O,X,X,X
JLOZTIS,O,O,O,O,X,X,X,X,X,X,X
JLOZTSI,O,O,O,O,X,X,X,X,X,X,X
JLOZITS,O,O,O,O,X,X,X,X,X,X,X
JLOZIST,O,O,X,O,X,X,X,O,X,X,X
JLOZSTI,O,O,X,O,X,X,X,O,X,X,X
JLOZSIT,O,O,X,O,X,X,X,O,X,X,X
JSTILZO,X,X,X,O,O,X,X,X,X,X,X
JSTILOZ,X,X,X,O,O,O,X,X,X,X,X
JSTIZLO,X,X,X,O,O,X,X,X,X,X,X
JSTIZOL,X,X,X,O,X,X,X,X,X,X,X
JSTIOLZ,X,X,X,O,O,O,X,X,X,X,X
JSTIOZL,X,X,X,O,X,O,X,X,X,X,X
JSTLIZO,X,O,X,X,O,X,X,X,X,X,X
JSTLIOZ,X,O,X,O,O,O,X,X,X,X,X
JSTLZIO,O,O,X,X,O,X,X,X,X,X,X
JSTLZOI,O,O,X,O,X,O,X,X,X,X,X
JSTLOIZ,O,O,X,O,O,O,X,X,X,X,X
JSTLOZI,O,O,X,O,X,O,X,X,X,X,X
JSTZILO,O,O,X,X,O,X,X,X,X,X,X
JSTZIOL,O,O,X,X,X,X,X,X,X,X,X
JSTZLIO,X,O,X,X,O,X,X,X,X,X,X
JSTZLOI,X,O,X,X,X,O,X,X,X,X,X
JSTZOIL,O,O,X,X,X,O,X,X,X,X,X
JSTZOLI,X,O,X,X,X,O,X,X,X,X,X
JSTOILZ,O,O,X,O,O,O,X,X,X,X,X
JSTOIZL,O,O,X,O,X,O,X,X,X,X,X
JSTOLIZ,O,O,X,O,O,O,X,X,X,X,X
JSTOLZI,O,O,X,O,X,O,X,X,X,X,X
JSTOZIL,O,O,X,X,X,O,X,X,X,X,X
JSTOZLI,X,O,X,X,X,O,X,X,X,X,X
JSITLZO,X,X,X,O,X,X,X,X,O,O,X
JSITLOZ,X,X,X,O,X,O,X,X,X,O,X
JSITZLO,X,X,X,O,X,X,X,X,O,O,X
JSITZOL,X,X,X,O,X,X,X,X,O,O,X
JSITOLZ,X,X,X,O,X,O,X,X,X,O,X
JSITOZL,X,X,X,O,X,O,X,X,X,O,X
JSILTZO,X,O,X,O,X,X,X,X,O,X,X
JSILTOZ,X,O,X,O,X,X,X,X,X,X,X
JSILZTO,X,O,X,O,X,X,X,X,O,X,X
JSILZOT,X,O,X,O,X,X,X,X,O,X,X
JSILOTZ,X,O,X,O,X,X,X,X,X,X,X
JSILOZT,X,O,X,O,X,X,X,X,X,X,X
JSIZTLO,X,O,X,O,X,X,X,X,O,O,X
JSIZTOL,X,O,X,O,X,X,X,X,O,O,X
JSIZLTO,X,O,X,O,X,X,X,X,O,X,X
JSIZLOT,X,O,X,O,X,X,X,X,O,X,X
JSIZOTL,X,O,X,O,X,X,X,X,O,O,X
JSIZOLT,X,O,X,O,X,X,X,X,O,X,X
JSIOTLZ,X,O,X,O,X,O,X,X,X,O,X
JSIOTZL,X,O,X,O,X,O,X,X,X,O,X
JSIOLTZ,X,O,X,O,X,O,X,X,X,X,X
JSIOLZT,X,O,X,O,X,X,X,X,X,X,X
JSIOZTL,X,O,X,O,X,O,X,X,X,O,X
JSIOZLT,X,O,X,O,X,X,X,X,X,X,X
JSLTIZO,X,O,X,O,O,X,X,X,X,X,X
JSLTIOZ,X,O,X,O,O,O,X,X,X,X,X
JSLTZIO,O,O,X,O,O,X,X,X,X,X,X
JSLTZOI,O,O,X,O,X,O,X,X,X,X,X
JSLTOIZ,O,O,X,O,O,O,X,X,X,X,X
JSLTOZI,O,O,X,O,X,O,X,X,X,X,X
JSLITZO,X,O,X,O,X,X,X,X,O,X,X
JSLITOZ,X,O,X,O,X,X,X,X,X,X,X
JSLIZTO,X,O,X,O,X,X,X,X,O,X,X
JSLIZOT,X,O,X,O,X,X,X,X,O,X,X
JSLIOTZ,X,O,X,O,X,X,X,X,X,X,X
JSLIOZT,X,O,X,O,X,X,X,X,X,X,X
JSLZTIO,O,O,X,O,O,X,X,X,X,X,X
JSLZTOI,O,O,X,O,O,X,X,X,X,X,X
JSLZITO,O,O,X,O,O,X,X,X,X,X,X
JSLZIOT,X,O,X,O,X,X,X,X,X,X,X
JSLZOTI,O,O,X,O,X,X,X,X,X,X,X
JSLZOIT,O,O,X,O,X,X,X,X,X,X,X
JSLOTIZ,O,O,X,O,X,O,X,X,X,X,X
JSLOTZI,O,O,X,O,X,O,X,X,X,X,X
JSLOITZ,O,O,X,O,X,O,X,X,X,X,X
JSLOIZT,X,O,X,O,X,X,X,X,X,X,X
JSLOZTI,O,O,X,O,X,X,X,X,X,X,X
JSLOZIT,O,O,X,O,X,X,X,X,X,X,X
JSZTILO,O,O,X,X,O,X,X,X,X,X,X
JSZTIOL,O,O,X,X,O,X,X,X,X,X,X
JSZTLIO,X,O,X,X,O,X,X,X,X,X,X
JSZTLOI,X,O,X,X,O,O,X,X,X,X,X
JSZTOIL,O,O,X,X,O,O,X,X,X,X,X
JSZTOLI,X,O,X,X,O,O,X,X,X,X,X
JSZITLO,O,O,X,X,X,X,X,X,X,X,X
JSZITOL,O,O,X,X,X,X,X,X,X,X,X
JSZILTO,O,O,X,X,O,X,X,X,X,X,X
JSZILOT,X,O,X,X,X,X,X,X,X,X,X
JSZIOTL,X,O,X,X,X,X,X,X,X,X,X
JSZIOLT,X,O,X,X,X,X,X,X,X,X,X
JSZLTIO,O,O,X,X,O,X,X,X,X,X,X
JSZLTOI,O,O,X,X,O,X,X,X,X,X,X
JSZLITO,O,O,X,X,O,X,X,X,X,X,X
JSZLIOT,X,O,X,X,X,X,X,X,X,X,X
JSZLOTI,O,O,X,X,X,X,X,X,X,X,X
JSZLOIT,O,O,X,X,X,X,X,X,X,X,X
JSZOTIL,O,O,X,X,X,O,X,X,X,X,X
JSZOTLI,X,O,X,X,X,O,X,X,X,X,X
JSZOITL,O,O,X,X,X,O,X,X,X,X,X
JSZOILT,O,O,X,X,X,X,X,X,X,X,X
JSZOLTI,O,O,X,X,X,X,X,X,X,X,X
JSZOLIT,O,O,X,X,X,X,X,X,X,X,X
JSOTILZ,O,O,X,O,X,O,X,X,X,X,X
JSOTIZL,O,O,X,O,X,O,X,X,X,X,X
JSOTLIZ,O,O,X,O,X,O,X,X,X,X,X
JSOTLZI,O,O,X,O,X,O,X,X,X,X,X
JSOTZIL,O,O,X,X,X,O,X,X,X,X,X
JSOTZLI,X,O,X,X,X,O,X,X,X,X,X
JSOITLZ,O,O,X,O,X,O,X,X,X,O,X
JSOITZL,O,O,X,O,X,O,X,X,X,O,X
JSOILTZ,O,O,X,O,X,O,X,X,X,X,X
JSOILZT,X,O,X,O,X,X,X,X,X,X,X
JSOIZTL,O,O,X,O,X,O,X,X,X,O,X
JSOIZLT,O,O,X,O,X,X,X,X,X,X,X
JSOLTIZ,O,O,X,O,X,O,X,X,X,X,X
JSOLTZI,O,O,X,O,X,O,X,X,X,X,X
JSOLITZ,O,O,X,O,X,O,X,X,X,X,X
JSOLIZT,X,O,X,O,X,X,X,X,X,X,X
JSOLZTI,O,O,X,O,X,X,X,X,X,X,X
JSOLZIT,O,O,X,O,X,X,X,X,X,X,X
JSOZTIL,O,O,X,X,X,O,X,X,X,X,X
JSOZTLI,X,O,X,X,X,O,X,X,X,X,X
JSOZITL,O,O,X,X,X,O,X,X,X,X,X
JSOZILT,O,O,X,X,X,X,X,X,X,X,X
JSOZLTI,O,O,X,X,X,X,X,X,X,X,X
JSOZLIT,O,O,X,X,X,X,X,X,X,X,X
JZTILSO,O,X,X,O,O,X,O,X,X,X,X
JZTILOS,O,X,X,O,X,X,O,X,X,X,X
JZTISLO,O,O,X,O,O,X,O,X,X,X,X
JZTISOL,O,O,X,O,O,X,O,X,X,X,X
JZTIOLS,O,O,X,O,X,X,O,X,X,X,X
JZTIOSL,O,O,X,O,O,X,O,X,X,X,X
JZTLISO,O,X,X,X,O,X,X,X,X,X,X
JZTLIOS,O,X,X,X,X,X,X,X,X,X,X
JZTLSIO,O,O,X,X,O,X,X,X,X,X,X
JZTLSOI,O,O,X,O,O,X,X,X,X,X,X
JZTLOIS,O,O,X,X,X,X,X,X,X,X,X
JZTLOSI,O,O,X,O,X,X,X,X,X,X,X
JZTSILO,O,O,X,X,O,X,X,X,X,X,X
JZTSIOL,O,O,X,X,O,X,X,X,X,X,X
JZTSLIO,X,O,X,X,O,X,X,X,X,X,X
JZTSLOI,X,O,X,X,O,X,X,X,X,X,X
JZTSOIL,O,O,X,X,O,X,X,X,X,X,X
JZTSOLI,X,O,X,X,O,X,X,X,X,X,X
JZTOILS,O,O,X,O,O,X,X,X,X,X,X
JZTOISL,O,O,X,O,O,X,X,X,X,X,X
JZTOLIS,O,O,X,X,O,X,X,X,X,X,X
