sequence,v115@EhC8HeB8HeE8EeB8Jex/IvhFlhBTkB/qB6sBmrBUrB,v115@EhC8HeB8HeE8EeB8Jex/IvhFlhBTkBmlBXnB0qBSxB,v115@EhC8HeB8HeE8EeB8Jei/IvhF3gB1pBxmBUnBzqBWxB,v115@EhC8HeB8HeE8EeB8JeT/IvhFlgBUiBypBXmBGsBRwB,v115@EhC8HeB8HeE8EeB8JeOEJvhF8kBRhB3lBCnBVwBTsB,v115@EhC8HeB8HeE8EeB8Jex/IvhFylBTkBGnB3mB0qBVxB,v115@EhC8HeB8HeE8EeB8Jei/IvhFzgBUiB3kBWsBlqBxwB,v115@EhC8HeB8HeE8EeB8Jex/IvhFTkB/qBFmB8rB+sBirB,v115@EhC8HeB8HeE8EeB8JeOEJvhF8kBzgBqmB/nBlqBxwB,v115@EhC8HeB8HeE8EeB8JeKEJvhFzfBWmB/nB0mBlqBxwB,v115@EhC8HeB8HeE8EeB8Jem/IvhFChB/nBTkB0mBlqBxwB
JTSZIOL,O,X,X,X,O,X,X,O,X,X,X
JTSZLIO,X,X,O,O,O,X,X,X,X,X,X
JTSZLOI,X,X,X,O,O,O,X,O,X,X,X
JTSZOIL,O,X,X,X,O,O,X,O,X,X,X
JTSZOLI,X,X,X,O,O,O,X,O,X,X,X
JTSOILZ,O,X,O,X,X,X,X,X,X,X,X
JTSOIZL,O,X,O,X,O,O,X,O,X,X,X
JTSOLIZ,O,X,O,O,O,X,X,X,X,X,X
JTSOLZI,X,X,O,O,O,X,X,X,X,X,X
JTSOZIL,O,X,O,X,O,O,X,O,X,X,X
JTSOZLI,X,X,O,O,O,O,X,O,X,X,X
JTZILSO,X,X,O,X,O,X,X,X,O,X,X
JTZILOS,X,X,X,X,O,O,X,X,X,X,X
JTZISLO,X,X,O,X,X,X,X,X,O,X,X
JTZISOL,X,X,X,X,X,X,X,X,O,X,X
JTZIOLS,X,X,X,X,X,O,X,X,X,X,X
JTZIOSL,X,X,X,X,X,O,X,X,O,X,X
JTZLISO,X,X,O,O,O,X,X,X,X,X,X
JTZLIOS,X,X,X,O,O,O,X,X,X,X,X
JTZLSIO,X,X,O,O,O,X,X,X,X,X,X
JTZLSOI,X,X,X,O,X,O,X,X,X,X,X
JTZLOIS,X,X,O,O,O,O,X,X,X,X,X
JTZLOSI,X,X,O,O,X,O,X,X,X,X,X
JTZSILO,O,X,O,O,O,X,X,X,X,X,X
JTZSIOL,O,X,X,X,O,X,X,O,X,X,X
JTZSLIO,X,X,O,O,O,X,X,X,X,X,X
JTZSLOI,X,X,X,O,O,O,X,O,X,X,X
JTZSOIL,O,X,X,X,O,O,X,O,X,X,X
JTZSOLI,X,X,X,O,O,O,X,O,X,X,X
JTZOILS,O,X,O,X,X,O,X,X,X,X,X
JTZOISL,O,X,O,X,X,O,X,O,X,X,X
JTZOLIS,X,X,O,X,O,O,X,X,X,X,X
JTZOLSI,X,X,O,X,X,O,X,X,X,X,X
JTZOSIL,O,X,O,X,X,O,X,O,X,X,X
JTZOSLI,X,X,O,X,X,O,X,O,X,X,X
JTOILSZ,O,X,O,X,X,X,X,X,X,X,X
JTOILZS,O,X,O,X,X,O,X,X,X,X,X
JTOISLZ,O,X,O,X,X,X,X,X,X,X,X
JTOISZL,O,X,O,X,X,O,X,O,X,X,X
JTOIZLS,O,X,O,X,X,O,X,X,X,X,X
JTOIZSL,O,X,O,X,X,O,X,O,X,X,X
JTOLISZ,O,X,O,X,X,X,X,X,X,X,X
JTOLIZS,O,X,O,X,X,O,X,X,X,X,X
JTOLSIZ,O,X,O,X,X,X,X,X,X,X,X
JTOLSZI,X,X,O,X,X,X,X,X,X,X,X
JTOLZIS,X,X,O,X,O,O,X,X,X,X,X
JTOLZSI,X,X,O,X,X,O,X,X,X,X,X
JTOSILZ,O,X,O,X,X,X,X,X,X,X,X
JTOSIZL,O,X,O,X,O,O,X,O,X,X,X
JTOSLIZ,O,X,O,X,O,X,X,X,X,X,X
JTOSLZI,X,X,O,X,O,X,X,X,X,X,X
JTOSZIL,O,X,O,X,O,O,X,O,X,X,X
JTOSZLI,X,X,O,X,O,O,X,O,X,X,X
JTOZILS,O,X,O,X,X,O,X,X,X,X,X
JTOZISL,O,X,O,X,X,O,X,O,X,X,X
JTOZLIS,X,X,O,X,O,O,X,X,X,X,X
JTOZLSI,X,X,O,X,X,O,X,X,X,X,X
JTOZSIL,O,X,O,X,X,O,X,O,X,X,X
JTOZSLI,X,X,O,X,X,O,X,O,X,X,X
JITLSZO,X,X,O,O,X,X,O,X,X,O,O
JITLSOZ,X,X,O,O,X,X,O,X,X,O,O
JITLZSO,X,X,O,O,O,X,O,X,X,O,X
JITLZOS,X,X,X,O,O,X,O,X,X,O,X
JITLOSZ,X,X,O,O,X,X,O,X,X,O,X
JITLOZS,X,X,O,O,X,X,O,X,X,O,X
JITSLZO,O,X,O,O,X,X,O,X,O,O,O
JITSLOZ,O,X,O,O,X,X,O,X,O,O,O
JITSZLO,O,X,O,O,X,X,O,X,O,O,O
JITSZOL,O,X,X,O,X,X,O,X,O,X,X
JITSOLZ,O,X,O,O,X,X,O,X,X,O,O
JITSOZL,O,X,X,O,X,X,O,X,X,X,O
JITZLSO,X,X,O,O,O,X,O,X,O,O,X
JITZLOS,X,X,X,O,O,X,O,X,X,O,X
JITZSLO,X,X,O,O,X,X,O,X,O,O,O
JITZSOL,X,X,X,O,X,X,O,X,O,X,X
JITZOLS,X,X,X,X,X,X,O,X,X,X,X
JITZOSL,X,X,X,X,X,X,O,X,O,X,X
JITOLSZ,O,X,O,X,X,X,O,X,X,O,O
JITOLZS,O,X,O,X,X,X,O,X,X,O,X
JITOSLZ,O,X,O,X,X,X,O,X,X,O,O
JITOSZL,O,X,O,X,X,X,O,X,X,X,O
JITOZLS,O,X,O,X,X,X,O,X,X,X,X
JITOZSL,O,X,O,X,X,X,O,X,X,X,O
JILTSZO,X,X,O,O,X,X,O,X,X,O,X
JILTSOZ,X,X,O,O,X,X,O,X,X,O,X
JILTZSO,X,X,O,O,X,X,O,X,X,O,X
JILTZOS,X,X,X,O,X,X,O,X,X,O,X
JILTOSZ,X,X,O,O,X,X,O,X,X,O,X
JILTOZS,X,X,X,O,X,X,O,X,X,O,X
JILSTZO,X,X,O,O,X,X,O,X,O,O,X
JILSTOZ,X,X,O,O,X,X,O,X,X,O,X
JILSZTO,X,X,X,O,X,X,O,X,O,X,X
JILSZOT,X,X,X,O,X,X,O,X,O,X,X
JILSOTZ,X,X,X,O,X,X,O,X,X,O,X
JILSOZT,X,X,X,O,X,X,O,X,O,X,X
JILZTSO,X,X,X,O,X,X,O,X,O,X,X
JILZTOS,X,X,X,O,X,X,O,X,X,X,X
JILZSTO,X,X,X,O,X,X,O,X,O,X,X
JILZSOT,X,X,X,O,X,X,O,X,O,X,X
JILZOTS,X,X,X,O,X,X,X,X,X,X,X
JILZOST,X,X,X,O,X,X,X,X,X,X,X
JILOTSZ,X,X,X,O,X,X,X,X,X,O,X
JILOTZS,X,X,X,O,X,X,X,X,X,O,X
JILOSTZ,X,X,X,O,X,X,X,X,X,O,X
JILOSZT,X,X,X,O,X,X,X,X,X,X,X
JILOZTS,X,X,X,O,X,X,X,X,X,X,X
JILOZST,X,X,X,O,X,X,X,X,X,X,X
JISTLZO,O,X,O,O,X,X,O,X,O,O,O
JISTLOZ,O,X,O,O,X,X,O,X,O,O,O
JISTZLO,O,X,O,O,X,X,O,X,O,O,O
JISTZOL,O,X,X,O,X,X,O,X,O,X,X
JISTOLZ,O,X,O,O,X,X,O,X,X,O,O
JISTOZL,O,X,X,O,X,X,O,X,X,X,O
JISLTZO,O,X,O,O,X,X,O,X,O,O,X
JISLTOZ,O,X,O,O,X,X,O,X,O,O,X
JISLZTO,X,X,X,O,X,X,O,X,O,X,X
JISLZOT,X,X,X,O,X,X,O,X,O,X,X
JISLOTZ,X,X,X,O,X,X,O,X,X,O,X
JISLOZT,X,X,X,O,X,X,O,X,O,X,X
JISZTLO,O,X,O,O,X,X,O,X,O,X,O
JISZTOL,O,X,X,O,X,X,O,O,O,X,O
JISZLTO,X,X,X,O,X,X,O,X,O,X,X
JISZLOT,X,X,X,O,X,X,O,X,O,X,O
JISZOTL,X,X,X,O,X,X,O,O,O,X,O
JISZOLT,X,X,X,O,X,X,O,O,O,X,O
JISOTLZ,O,X,O,O,X,X,O,X,X,X,O
JISOTZL,O,X,X,O,X,X,O,O,X,X,O
JISOLTZ,O,X,X,O,X,X,O,X,X,X,O
JISOLZT,X,X,X,O,X,X,O,O,O,X,O
JISOZTL,O,X,X,O,X,X,O,O,O,X,O
JISOZLT,X,X,X,O,X,X,O,O,O,X,O
JIZTLSO,X,X,O,O,O,X,O,X,O,X,X
JIZTLOS,X,X,X,O,O,X,O,X,X,X,X
JIZTSLO,X,X,O,O,X,X,O,X,O,X,X
JIZTSOL,X,X,X,O,X,X,O,X,O,X,X
JIZTOLS,X,X,X,X,X,X,O,X,X,X,X
JIZTOSL,X,X,X,X,X,X,O,X,O,X,X
JIZLTSO,X,X,X,O,X,X,O,X,O,X,X
JIZLTOS,X,X,X,O,X,X,O,X,X,X,X
JIZLSTO,X,X,X,O,X,X,O,X,O,X,X
JIZLSOT,X,X,X,O,X,X,O,X,O,X,X
JIZLOTS,X,X,X,O,X,X,X,X,X,X,X
JIZLOST,X,X,X,O,X,X,X,X,X,X,X
JIZSTLO,X,X,O,O,O,X,O,X,O,X,X
JIZSTOL,X,X,X,O,O,X,O,O,O,X,X
JIZSLTO,X,X,X,O,O,X,O,X,O,X,X
JIZSLOT,X,X,X,O,X,X,O,X,O,X,X
JIZSOTL,X,X,X,O,O,X,O,O,O,X,X
JIZSOLT,X,X,X,O,X,X,O,O,O,X,X
JIZOTLS,X,X,X,X,X,X,O,X,X,X,X
JIZOTSL,X,X,X,X,X,X,O,O,O,X,X
JIZOLTS,X,X,X,O,X,X,X,X,X,X,X
JIZOLST,X,X,X,O,X,X,X,O,X,X,X
JIZOSTL,X,X,X,O,X,X,O,O,O,X,X
JIZOSLT,X,X,X,O,X,X,O,O,O,X,X
JIOTLSZ,O,X,O,X,X,X,O,X,X,X,O
JIOTLZS,O,X,O,X,X,X,O,X,X,X,X
JIOTSLZ,O,X,O,X,X,X,O,X,X,X,O
JIOTSZL,O,X,O,X,X,X,O,O,X,X,O
JIOTZLS,O,X,O,X,X,X,O,X,X,X,X
JIOTZSL,O,X,O,X,X,X,O,O,X,X,O
JIOLTSZ,O,X,O,O,X,X,X,X,X,X,O
JIOLTZS,O,X,O,O,X,X,X,X,X,X,X
JIOLSTZ,X,X,O,O,X,X,X,X,X,X,O
JIOLSZT,X,X,X,O,X,X,X,O,X,X,O
JIOLZTS,X,X,X,O,X,X,X,X,X,X,X
JIOLZST,X,X,X,O,X,X,X,O,X,X,X
JIOSTLZ,O,X,O,O,X,X,O,X,X,X,O
JIOSTZL,O,X,O,O,X,X,O,O,X,X,O
JIOSLTZ,O,X,O,O,X,X,O,X,X,X,O
JIOSLZT,X,X,X,O,X,X,O,O,O,X,O
JIOSZTL,O,X,O,O,X,X,O,O,O,X,O
JIOSZLT,X,X,X,O,X,X,O,O,O,X,O
JIOZTLS,O,X,O,X,X,X,O,X,X,X,X
JIOZTSL,O,X,O,X,X,X,O,O,O,X,O
JIOZLTS,X,X,X,O,X,X,X,X,X,X,X
JIOZLST,X,X,X,O,X,X,X,O,X,X,X
JIOZSTL,X,X,O,O,X,X,O,O,O,X,O
JIOZSLT,X,X,X,O,X,X,O,O,O,X,O
JLTISZO,O,X,O,O,X,X,X,X,X,X,X
JLTISOZ,O,X,O,O,X,X,X,X,X,X,X
JLTIZSO,X,X,O,O,O,X,X,X,X,X,X
JLTIZOS,X,X,X,O,O,X,X,X,X,X,X
JLTIOSZ,O,X,O,O,X,X,X,X,X,X,X
JLTIOZS,O,X,O,O,X,X,X,X,X,X,X
JLTSIZO,O,X,O,O,X,X,X,X,X,X,X
JLTSIOZ,O,X,O,O,X,X,X,X,X,X,X
JLTSZIO,O,X,O,O,O,X,X,X,X,X,X
JLTSZOI,O,X,X,O,X,X,X,X,X,X,X
JLTSOIZ,O,X,O,O,X,X,X,X,X,X,X
JLTSOZI,O,X,O,O,X,X,X,X,X,X,X
JLTZISO,X,X,O,O,O,X,X,X,X,X,X
JLTZIOS,X,X,X,O,O,X,X,X,X,X,X
JLTZSIO,O,X,O,O,O,X,X,X,X,X,X
JLTZSOI,O,X,X,O,X,X,X,X,X,X,X
JLTZOIS,O,X,O,O,O,X,X,X,X,X,X
JLTZOSI,O,X,O,O,X,X,X,X,X,X,X
JLTOISZ,O,X,O,O,X,X,X,X,X,X,X
JLTOIZS,O,X,O,O,X,X,X,X,X,X,X
JLTOSIZ,O,X,O,O,X,X,X,X,X,X,X
JLTOSZI,O,X,O,O,X,X,X,X,X,X,X
JLTOZIS,O,X,O,O,O,X,X,X,X,X,X
JLTOZSI,O,X,O,O,X,X,X,X,X,X,X
JLITSZO,O,X,O,O,X,X,X,X,X,O,X
JLITSOZ,O,X,O,O,X,X,X,X,X,O,X
JLITZSO,X,X,O,O,X,X,X,X,X,O,X
JLITZOS,X,X,X,O,X,X,X,X,X,O,X
JLITOSZ,O,X,O,O,X,X,X,X,X,O,X
JLITOZS,O,X,X,O,X,X,X,X,X,O,X
JLISTZO,O,X,O,O,X,X,X,X,O,O,X
JLISTOZ,O,X,O,O,X,X,X,X,X,O,X
JLISZTO,O,X,X,O,X,X,X,X,O,X,X
JLISZOT,X,X,X,O,X,X,X,X,O,X,X
JLISOTZ,O,X,X,O,X,X,X,X,X,O,X
JLISOZT,O,X,X,O,X,X,X,X,O,X,X
JLIZTSO,X,X,X,O,X,X,X,X,O,X,X
JLIZTOS,X,X,X,O,X,X,X,X,X,X,X
JLIZSTO,X,X,X,O,X,X,X,X,O,X,X
JLIZSOT,X,X,X,O,X,X,X,X,O,X,X
JLIZOTS,X,X,X,O,X,X,X,X,X,X,X
JLIZOST,X,X,X,O,X,X,X,X,X,X,X
JLIOTSZ,O,X,X,O,X,X,X,X,X,O,X
JLIOTZS,O,X,X,O,X,X,X,X,X,O,X
JLIOSTZ,O,X,X,O,X,X,X,X,X,O,X
JLIOSZT,O,X,X,O,X,X,X,X,X,X,X
JLIOZTS,O,X,X,O,X,X,X,X,X,X,X
JLIOZST,X,X,X,O,X,X,X,X,X,X,X
JLSTIZO,O,X,X,O,X,X,X,X,X,X,X
JLSTIOZ,O,X,X,O,X,X,X,X,X,X,X
JLSTZIO,O,O,X,O,X,X,X,X,X,X,X
JLSTZOI,O,O,X,O,X,X,X,X,X,X,X
JLSTOIZ,O,O,X,O,X,X,X,X,X,X,X
JLSTOZI,O,O,X,O,X,X,X,X,X,X,X
JLSITZO,O,X,X,O,X,X,X,X,X,X,X
JLSITOZ,O,X,X,O,X,X,X,X,X,X,X
JLSIZTO,O,X,X,O,X,X,X,X,X,X,X
JLSIZOT,X,X,X,O,X,X,X,X,X,X,X
JLSIOTZ,O,X,X,O,X,X,X,X,X,X,X
JLSIOZT,O,X,X,O,X,X,X,X,X,X,X
JLSZTIO,O,O,X,O,X,X,X,X,X,X,X
JLSZTOI,O,O,X,O,X,X,X,O,X,X,X
JLSZITO,O,O,X,O,X,X,X,X,X,X,X
JLSZIOT,X,O,X,O,X,X,X,X,X,X,X
JLSZOTI,O,O,X,O,X,X,X,O,X,X,X
JLSZOIT,O,O,X,O,X,X,X,O,X,X,X
JLSOTIZ,O,O,X,O,X,X,X,X,X,X,X
JLSOTZI,O,O,X,O,X,X,X,X,X,X,X
JLSOITZ,O,O,X,O,X,X,X,X,X,X,X
JLSOIZT,O,O,X,O,X,X,X,O,X,X,X
JLSOZTI,O,O,X,O,X,X,X,O,X,X,X
JLSOZIT,O,O,X,O,X,X,X,O,X,X,X
JLZTISO,X,O,X,O,O,X,X,X,X,X,X
JLZTIOS,X,O,X,O,O,X,X,X,X,X,X
JLZTSIO,O,O,X,O,O,X,X,X,X,X,X
JLZTSOI,O,O,X,O,X,X,X,X,X,X,X
JLZTOIS,O,O,X,O,O,X,X,X,X,X,X
JLZTOSI,O,O,X,O,X,X,X,X,X,X,X
JLZITSO,X,O,X,O,X,X,X,X,O,X,X
JLZITOS,X,O,X,O,X,X,X,X,X,X,X
JLZISTO,X,O,X,O,X,X,X,X,O,X,X
JLZISOT,X,O,X,O,X,X,X,X,O,X,X
JLZIOTS,X,O,X,O,X,X,X,X,X,X,X
JLZIOST,X,O,X,O,X,X,X,X,X,X,X
JLZSTIO,O,O,X,O,O,X,X,X,X,X,X
JLZSTOI,O,O,X,O,O,X,X,O,X,X,X
JLZSITO,O,O,X,O,O,X,X,X,X,X,X
JLZSIOT,X,O,X,O,X,X,X,X,X,X,X
JLZSOTI,O,O,X,O,X,X,X,O,X,X,X
JLZSOIT,O,O,X,O,X,X,X,O,X,X,X
JLZOTIS,O,O,X,O,X,X,X,X,X,X,X
JLZOTSI,O,O,X,O,X,X,X,X,X,X,X
JLZOITS,O,O,X,O,X,X,X,X,X,X,X
JLZOIST,X,O,X,O,X,X,X,O,X,X,X
JLZOSTI,O,O,X,O,X,X,X,O,X,X,X
JLZOSIT,O,O,X,O,X,X,X,O,X,X,X
JLOTISZ,O,X,O,O,X,X,X,X,X,X,X
JLOTIZS,O,X,O,O,X,X,X,X,X,X,X
JLOTSIZ,O,X,O,O,X,X,X,X,X,X,X
JLOTSZI,O,X,O,O,X,X,X,X,X,X,X
JLOTZIS,O,X,O,O,X,X,X,X,X,X,X
JLOTZSI,O,X,O,O,X,X,X,X,X,X,X
JLOITSZ,O,X,O,O,X,X,X,X,X,O,X
JLOITZS,O,X,O,O,X,X,X,X,X,O,X
JLOISTZ,O,O,O,O,X,X,X,X,X,O,X
JLOISZT,O,O,X,O,X,X,X,O,X,X,X
JLOIZTS,O,O,X,O,X,X,X,X,X,X,X
JLOIZST,X,O,X,O,X,X,X,O,X,X,X
JLOSTIZ,O,O,O,O,X,X,X,X,X,X,X
JLOSTZI,O,O,O,O,X,X,X,X,X,X,X
JLOSITZ,O,O,O,O,X,X,X,X,X,X,X
JLOSIZT,O,O,X,O,X,X,X,O,X,X,X
JLOSZTI,O,O,X,O,X,X,X,O,X,X,X
JLOSZIT,O,O,X,O,X,X,X,O,X,X,X
JLOZTIS,O,O,X,O,X,X,X,X,X,X,X
JLOZTSI,O,O,X,O,X,X,X,X,X,X,X
JLOZITS,O,O,X,O,X,X,X,X,X,X,X
JLOZIST,X,O,X,O,X,X,X,O,X,X,X
JLOZSTI,O,O,X,O,X,X,X,O,X,X,X
JLOZSIT,O,O,X,O,X,X,X,O,X,X,X
JSTILZO,O,X,O,O,X,X,X,X,X,X,X
JSTILOZ,O,X,O,O,X,X,X,X,X,X,X
JSTIZLO,O,X,O,O,O,X,X,X,X,X,X
JSTIZOL,O,X,X,X,O,X,X,X,X,X,X
JSTIOLZ,O,X,O,X,X,X,X,X,X,X,X
JSTIOZL,O,X,X,X,X,X,X,X,X,X,X
JSTLIZO,O,X,O,O,O,X,X,X,X,X,X
JSTLIOZ,O,X,O,O,X,X,X,X,X,X,X
JSTLZIO,X,X,O,O,O,X,X,X,X,X,X
JSTLZOI,X,X,X,O,O,X,X,X,X,X,X
JSTLOIZ,O,X,O,O,X,X,X,X,X,X,X
JSTLOZI,X,X,O,O,X,X,X,X,X,X,X
JSTZILO,O,X,O,O,O,X,X,X,X,X,X
JSTZIOL,O,X,X,X,O,X,X,O,X,X,X
JSTZLIO,X,X,O,O,O,X,X,X,X,X,X
JSTZLOI,X,X,X,O,O,X,X,O,X,X,X
JSTZOIL,O,X,X,X,O,X,X,O,X,X,X
JSTZOLI,X,X,X,O,O,X,X,O,X,X,X
JSTOILZ,O,X,O,X,X,X,X,X,X,X,X
JSTOIZL,O,X,O,X,O,X,X,O,X,X,X
JSTOLIZ,O,X,O,O,O,X,X,X,X,X,X
JSTOLZI,X,X,O,O,O,X,X,X,X,X,X
JSTOZIL,O,X,O,X,O,X,X,O,X,X,X
JSTOZLI,X,X,O,O,O,X,X,O,X,X,X
JSITLZO,O,X,O,O,X,X,O,X,O,X,X
JSITLOZ,O,X,O,O,X,X,O,X,X,X,X
JSITZLO,O,X,O,O,X,X,O,X,O,X,X
JSITZOL,O,X,X,X,X,X,O,X,O,X,X
JSITOLZ,O,X,O,X,X,X,O,X,X,X,X
JSITOZL,O,X,X,X,X,X,O,X,X,X,X
JSILTZO,O,X,O,O,X,X,O,X,O,X,X
JSILTOZ,O,X,O,O,X,X,O,X,X,X,X
JSILZTO,O,X,X,O,X,X,O,X,O,X,X
JSILZOT,X,X,X,O,X,X,O,X,O,X,X
JSILOTZ,O,X,X,O,X,X,O,X,X,X,X
JSILOZT,X,X,X,O,X,X,O,X,O,X,X
JSIZTLO,O,X,O,O,O,X,O,X,O,X,X
JSIZTOL,O,X,X,X,O,X,O,O,O,X,X
JSIZLTO,X,X,X,O,O,X,O,X,O,X,X
JSIZLOT,X,X,X,O,X,X,O,X,O,X,X
JSIZOTL,X,X,X,X,O,X,O,O,O,X,X
JSIZOLT,X,X,X,X,X,X,O,O,O,X,X
JSIOTLZ,O,X,O,X,X,X,O,X,X,X,X
JSIOTZL,O,X,X,X,X,X,O,O,X,X,X
JSIOLTZ,O,X,X,X,X,X,O,X,X,X,X
JSIOLZT,X,X,X,X,X,X,O,O,O,X,X
JSIOZTL,O,X,X,X,X,X,O,O,O,X,X
JSIOZLT,X,X,X,X,X,X,O,O,O,X,X
JSLTIZO,O,X,X,O,X,X,X,X,X,X,X
JSLTIOZ,O,X,X,O,X,X,X,X,X,X,X
JSLTZIO,O,X,X,O,X,X,X,X,X,X,X
JSLTZOI,O,X,X,O,X,X,X,X,X,X,X
JSLTOIZ,O,X,X,O,X,X,X,X,X,X,X
JSLTOZI,O,X,X,O,X,X,X,X,X,X,X
JSLITZO,O,X,X,O,X,X,O,X,X,X,X
JSLITOZ,O,X,X,O,X,X,O,X,X,X,X
JSLIZTO,O,X,X,O,X,X,O,X,X,X,X
JSLIZOT,X,X,X,O,X,X,O,X,X,X,X
JSLIOTZ,O,X,X,O,X,X,O,X,X,X,X
JSLIOZT,O,X,X,O,X,X,O,X,X,X,X
JSLZTIO,O,X,X,O,X,X,X,X,X,X,X
JSLZTOI,O,X,X,O,X,X,X,O,X,X,X
JSLZITO,O,X,X,O,X,X,X,X,X,X,X
JSLZIOT,X,X,X,O,X,X,X,X,X,X,X
JSLZOTI,O,X,X,O,X,X,X,O,X,X,X
JSLZOIT,O,X,X,O,X,X,X,O,X,X,X
JSLOTIZ,O,X,X,O,X,X,X,X,X,X,X
JSLOTZI,O,X,X,O,X,X,X,X,X,X,X
JSLOITZ,O,X,X,O,X,X,X,X,X,X,X
JSLOIZT,O,X,X,O,X,X,X,O,X,X,X
JSLOZTI,O,X,X,O,X,X,X,O,X,X,X
JSLOZIT,O,X,X,O,X,X,X,O,X,X,X
JSZTILO,O,X,X,O,O,X,X,X,X,X,X
JSZTIOL,O,X,X,X,O,X,X,O,X,X,X
JSZTLIO,X,X,X,O,O,X,X,X,X,X,X
JSZTLOI,X,X,X,O,O,X,X,O,X,X,X
JSZTOIL,O,X,X,X,O,X,X,O,X,X,X
JSZTOLI,X,X,X,O,O,X,X,O,X,X,X
JSZITLO,O,X,X,O,O,X,X,X,O,X,X
JSZITOL,O,X,X,X,O,X,X,O,O,X,X
JSZILTO,X,X,X,O,O,X,X,X,O,X,X
JSZILOT,X,X,X,O,X,X,X,X,O,X,X
JSZIOTL,X,X,X,X,O,X,X,O,O,X,X
JSZIOLT,X,X,X,X,X,X,X,O,O,X,X
JSZLTIO,X,X,X,O,O,X,X,X,X,X,X
JSZLTOI,X,X,X,O,O,X,X,O,X,X,X
JSZLITO,X,X,X,O,O,X,X,X,X,X,X
JSZLIOT,X,X,X,O,X,X,X,X,X,X,X
JSZLOTI,X,X,X,O,X,X,X,O,X,X,X
JSZLOIT,X,X,X,O,X,X,X,O,X,X,X
JSZOTIL,O,X,X,X,O,X,X,O,X,X,X
JSZOTLI,X,X,X,O,O,X,X,O,X,X,X
JSZOITL,O,X,X,X,O,X,X,O,X,X,X
JSZOILT,X,X,X,X,X,X,X,O,X,X,X
JSZOLTI,X,X,X,O,X,X,X,O,X,X,X
JSZOLIT,X,X,X,O,X,X,X,O,X,X,X
JSOTILZ,O,X,O,X,X,X,X,X,X,X,X
JSOTIZL,O,X,O,X,X,X,X,O,X,X,X
JSOTLIZ,O,X,O,O,X,X,X,X,X,X,X
JSOTLZI,X,X,O,O,X,X,X,X,X,X,X
JSOTZIL,O,X,O,X,X,X,X,O,X,X,X
JSOTZLI,X,X,O,O,X,X,X,O,X,X,X
JSOITLZ,O,X,O,X,X,X,X,X,X,X,X
JSOITZL,O,X,O,X,X,X,X,O,X,X,X
JSOILTZ,O,X,O,X,X,X,X,X,X,X,X
JSOILZT,O,X,X,X,X,X,X,O,X,X,X
JSOIZTL,O,X,O,X,X,X,X,O,X,X,X
JSOIZLT,X,X,X,X,X,X,X,O,X,X,X
JSOLTIZ,O,X,O,O,X,X,X,X,X,X,X
JSOLTZI,O,X,O,O,X,X,X,X,X,X,X
JSOLITZ,O,X,O,O,X,X,X,X,X,X,X
JSOLIZT,O,X,X,O,X,X,X,O,X,X,X
JSOLZTI,O,X,X,O,X,X,X,O,X,X,X
JSOLZIT,O,X,X,O,X,X,X,O,X,X,X
JSOZTIL,O,X,O,X,X,X,X,O,X,X,X
JSOZTLI,X,X,O,O,X,X,X,O,X,X,X
JSOZITL,O,X,O,X,X,X,X,O,X,X,X
JSOZILT,X,X,X,X,X,X,X,O,X,X,X
JSOZLTI,X,X,X,O,X,X,X,O,X,X,X
JSOZLIT,X,X,X,O,X,X,X,O,X,X,X
JZTILSO,X,O,O,X,O,X,X,X,O,X,X
JZTILOS,X,O,X,X,O,O,X,X,X,X,X
JZTISLO,X,O,O,X,X,X,X,X,O,X,X
JZTISOL,X,O,X,X,X,X,X,X,O,X,X
JZTIOLS,X,O,X,X,X,O,X,X,X,X,X
JZTIOSL,X,O,X,X,X,O,X,X,O,X,X
JZTLISO,X,O,O,O,O,X,X,X,X,X,X
JZTLIOS,X,O,X,O,O,O,X,X,X,X,X
JZTLSIO,X,O,O,O,O,X,X,X,X,X,X
JZTLSOI,X,O,X,O,X,O,X,X,X,X,X
JZTLOIS,X,O,O,O,O,O,X,X,X,X,X
JZTLOSI,X,O,O,O,X,O,X,X,X,X,X
JZTSILO,O,O,O,O,O,X,X,X,X,X,X
JZTSIOL,O,O,X,X,O,X,X,O,X,X,X
JZTSLIO,X,X,O,O,O,X,X,X,X,X,X
JZTSLOI,X,X,X,O,O,O,X,O,X,X,X
JZTSOIL,O,O,X,X,O,O,X,O,X,X,X
JZTSOLI,X,X,X,O,O,O,X,O,X,X,X
JZTOILS,O,O,O,X,X,O,X,X,X,X,X
JZTOISL,O,O,O,X,X,O,X,O,X,X,X
JZTOLIS,X,O,O,X,O,O,X,X,X,X,X
JZTOLSI,X,O,O,X,X,O,X,X,X,X,X
JZTOSIL,O,O,O,X,X,O,X,O,X,X,X
JZTOSLI,X,X,O,X,X,O,X,O,X,X,X
JZITLSO,X,O,O,X,O,X,X,X,O,X,X
JZITLOS,X,O,X,X,O,X,X,X,X,X,X
JZITSLO,X,O,O,X,X,X,X,X,O,X,X
JZITSOL,X,O,X,X,X,X,X,X,O,X,X
JZITOLS,X,O,X,X,X,X,X,X,X,X,X
JZITOSL,X,O,X,X,X,X,X,X,O,X,X
JZILTSO,X,O,X,O,X,X,X,X,O,X,X
JZILTOS,X,O,X,O,X,X,X,X,X,X,X
JZILSTO,X,O,X,O,X,X,X,X,O,X,X
JZILSOT,X,O,X,O,X,X,X,X,O,X,X
