sequence,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeOFJvhFXhBVnBaoB5?oBzqB0sB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeTAJvhFxhBXjBimB+?tB0qBlsB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MexAJvhFVnBGjBilB/?tBzqB0sB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeTAJvhFOmBxiBFnBX?oB0qBSyB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MelAJvhFUiB5oB/qBO?rBysBzsB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeXBJvhFxiB2qBFnB6?tBzsB0qB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MexAJvhFTjB/qBarBF?nBGtB0sB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeUCJvhF5oB/qBFmBy?sBmqBzsB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeRCJvhFcoB/qBFmBT?nBSyBmqB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MexBJvhFXjBTlBimB+?tBlsB0qB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeXBJvhFxiB2qBFnBC?tBTtB0qB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeUCJvhF/qBFmBxsBT?tBmqBCtB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeKFJvhFUiBFmBxsBX?tBzqBGtB
JILSOTZ,X,X,X,X,O,X,X,X,X,O,X,X,X
JILSOZT,X,O,X,X,O,X,X,X,X,X,X,X,X
JILZTSO,O,O,X,X,O,X,X,X,X,X,X,X,O
JILZTOS,O,O,X,X,X,X,X,X,X,X,X,X,X
JILZSTO,O,O,X,X,O,X,X,O,X,X,X,X,X
JILZSOT,X,O,X,X,O,X,X,X,X,X,X,X,X
JILZOTS,O,O,X,X,X,X,X,X,X,X,X,X,X
JILZOST,X,O,X,X,O,X,X,X,X,X,X,X,X
JILOTSZ,X,X,X,X,X,X,X,X,X,O,X,X,X
JILOTZS,X,X,X,X,X,X,X,X,X,O,X,X,X
JILOSTZ,X,X,X,X,O,X,X,X,X,O,X,X,X
JILOSZT,X,O,X,X,O,X,X,X,X,X,X,X,X
JILOZTS,X,O,X,X,X,X,X,X,X,X,X,X,X
JILOZST,X,O,X,X,O,X,X,X,X,X,X,X,X
JISTLZO,O,O,X,X,O,X,O,O,X,X,X,X,X
JISTLOZ,O,X,X,X,O,O,O,X,X,X,O,X,X
JISTZLO,O,X,X,X,O,X,X,O,X,X,X,X,X
JISTZOL,O,O,X,X,O,X,X,X,X,X,X,O,X
JISTOLZ,O,X,X,X,O,O,O,X,X,X,X,X,X
JISTOZL,O,X,X,X,O,X,X,X,X,X,X,O,X
JISLTZO,X,O,X,X,O,X,O,O,X,X,X,X,X
JISLTOZ,X,X,X,X,O,O,O,X,X,X,O,X,X
JISLZTO,X,O,X,X,O,X,O,O,X,X,X,X,X
JISLZOT,X,O,X,X,O,X,O,X,X,X,X,X,X
JISLOTZ,X,X,X,X,O,X,O,X,X,O,X,X,X
JISLOZT,X,O,X,X,O,X,O,X,X,X,X,X,X
JISZTLO,O,X,X,X,O,X,X,X,X,X,X,X,X
JISZTOL,O,O,X,X,O,X,X,X,X,X,X,O,X
JISZLTO,O,O,X,X,O,X,X,X,X,X,X,X,X
JISZLOT,X,O,X,X,O,X,X,X,X,X,X,X,X
JISZOTL,X,O,X,X,O,X,X,X,X,X,X,X,X
JISZOLT,X,O,X,X,O,X,X,X,X,X,X,X,X
JISOTLZ,X,X,X,X,O,O,O,X,X,X,X,X,X
JISOTZL,X,X,X,X,O,X,X,X,X,X,X,X,X
JISOLTZ,X,X,X,X,O,O,O,X,X,O,X,X,X
JISOLZT,X,O,X,X,O,X,O,X,X,X,X,X,X
JISOZTL,X,O,X,X,O,X,X,X,X,X,X,X,X
JISOZLT,X,O,X,X,O,X,X,X,X,X,X,X,X
JIZTLSO,O,O,X,X,O,X,X,X,X,X,X,X,X
JIZTLOS,O,O,X,X,X,X,X,X,X,X,X,X,X
JIZTSLO,O,O,X,X,O,X,X,X,X,X,X,X,X
JIZTSOL,O,O,X,X,O,X,X,X,X,X,X,X,X
JIZTOLS,O,O,X,X,X,X,X,X,X,X,X,X,X
JIZTOSL,O,O,X,X,X,X,X,X,X,X,X,X,X
JIZLTSO,O,O,X,X,O,X,X,X,X,X,X,X,O
JIZLTOS,O,O,X,X,X,X,X,X,X,X,X,X,X
JIZLSTO,O,O,X,X,O,X,X,X,X,X,X,X,X
JIZLSOT,X,O,X,X,O,X,X,X,X,X,X,X,X
JIZLOTS,O,O,X,X,X,X,X,X,X,X,X,X,X
JIZLOST,O,O,X,X,O,X,X,X,X,X,X,X,X
JIZSTLO,O,X,X,X,O,X,X,X,X,X,X,X,X
JIZSTOL,O,O,X,X,O,X,X,X,X,X,X,O,X
JIZSLTO,O,O,X,X,O,X,X,X,X,X,X,X,X
JIZSLOT,X,O,X,X,O,X,X,X,X,X,X,X,X
JIZSOTL,X,O,X,X,O,X,X,X,X,X,X,X,X
JIZSOLT,X,O,X,X,O,X,X,X,X,X,X,X,X
JIZOTLS,O,O,X,X,X,X,X,X,X,X,X,X,X
JIZOTSL,O,O,X,X,X,X,X,X,X,X,X,X,X
JIZOLTS,O,O,X,X,X,X,X,X,X,X,X,X,X
JIZOLST,O,O,X,X,O,X,X,X,X,X,X,X,X
JIZOSTL,O,O,X,X,O,X,X,X,X,X,X,X,X
JIZOSLT,O,O,X,X,O,X,X,X,X,X,X,X,X
JIOTLSZ,O,X,X,X,X,O,X,X,X,O,X,X,X
JIOTLZS,O,X,X,X,X,O,X,X,X,O,X,X,X
JIOTSLZ,O,X,X,X,X,O,O,X,X,O,X,X,X
JIOTSZL,O,X,X,X,X,X,X,X,X,X,X,X,X
JIOTZLS,O,X,X,X,X,X,X,X,X,X,X,X,X
JIOTZSL,O,X,X,X,X,X,X,X,X,X,X,X,X
JIOLTSZ,O,X,X,X,X,O,X,X,X,O,X,X,X
JIOLTZS,O,X,X,X,X,O,X,X,X,O,X,X,X
JIOLSTZ,O,X,X,X,O,O,X,X,X,O,X,X,X
JIOLSZT,O,X,X,X,O,X,X,X,X,X,X,X,X
JIOLZTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JIOLZST,O,X,X,X,O,X,X,X,X,X,X,X,X
JIOSTLZ,O,X,X,X,O,O,O,X,X,X,X,X,X
JIOSTZL,O,X,X,X,O,X,X,X,X,X,X,X,X
JIOSLTZ,O,X,X,X,O,O,O,X,X,O,X,X,X
JIOSLZT,O,X,X,X,O,X,O,X,X,X,X,X,X
JIOSZTL,O,X,X,X,O,X,X,X,X,X,X,X,X
JIOSZLT,O,X,X,X,O,X,X,X,X,X,X,X,X
JIOZTLS,O,X,X,X,X,X,X,X,X,X,X,X,X
JIOZTSL,O,X,X,X,X,X,X,X,X,X,X,X,X
JIOZLTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JIOZLST,O,X,X,X,O,X,X,X,X,X,X,X,X
JIOZSTL,O,X,X,X,O,X,X,X,X,X,X,X,X
JIOZSLT,O,X,X,X,O,X,X,X,X,X,X,X,X
JLTISZO,O,O,O,O,O,X,X,X,X,O,X,X,O
JLTISOZ,O,O,O,O,O,O,X,X,X,O,O,X,X
JLTIZSO,O,O,O,O,O,X,X,X,X,O,X,X,O
JLTIZOS,O,O,X,O,X,X,X,X,X,O,X,X,X
JLTIOSZ,O,O,X,X,X,X,X,X,X,O,O,X,X
JLTIOZS,X,O,X,O,X,X,X,X,X,O,O,X,X
JLTSIZO,O,O,O,O,O,X,O,X,X,O,X,X,X
JLTSIOZ,O,O,O,O,O,O,O,X,X,O,O,X,X
JLTSZIO,O,O,O,O,O,X,O,X,X,O,X,X,X
JLTSZOI,O,O,O,O,O,O,O,X,X,O,O,X,X
JLTSOIZ,O,O,O,O,O,O,O,X,X,O,O,X,X
JLTSOZI,X,O,O,O,O,O,O,X,X,O,O,X,X
JLTZISO,O,O,O,O,O,X,X,X,X,O,X,X,O
JLTZIOS,O,O,X,O,X,X,X,X,X,O,X,X,X
JLTZSIO,O,O,O,O,O,X,X,X,X,O,X,X,X
JLTZSOI,O,O,O,O,O,O,X,X,X,O,O,X,X
JLTZOIS,O,O,X,O,X,X,X,X,X,O,O,X,X
JLTZOSI,O,O,X,O,X,X,X,X,X,O,O,X,X
JLTOISZ,O,O,X,X,X,O,X,X,X,O,O,X,X
JLTOIZS,X,O,X,O,X,O,X,X,X,O,O,X,X
JLTOSIZ,O,O,X,O,X,O,O,X,X,O,O,X,X
JLTOSZI,X,O,X,O,X,O,O,X,X,O,O,X,X
JLTOZIS,X,O,X,O,X,O,X,X,X,O,O,X,X
JLTOZSI,X,O,X,O,X,O,X,X,X,O,O,X,X
JLITSZO,O,O,O,X,O,X,X,X,X,O,X,X,O
JLITSOZ,O,O,O,X,O,O,X,X,X,O,O,X,X
JLITZSO,O,O,O,X,O,X,X,X,X,O,X,X,O
JLITZOS,O,O,X,X,X,X,X,X,X,O,X,X,X
JLITOSZ,O,O,X,X,X,X,X,X,X,O,O,X,X
JLITOZS,X,O,X,X,X,X,X,X,X,O,O,X,X
JLISTZO,X,O,O,X,O,X,X,O,X,X,X,X,X
JLISTOZ,X,X,O,X,O,O,X,X,X,X,O,X,X
JLISZTO,X,O,X,X,O,X,X,O,X,X,X,X,X
JLISZOT,X,O,X,X,O,X,X,X,X,X,X,X,X
JLISOTZ,X,X,X,X,O,X,X,X,X,O,X,X,X
JLISOZT,X,O,X,X,O,X,X,X,X,X,X,X,X
JLIZTSO,O,O,O,X,O,X,X,X,X,X,X,X,O
JLIZTOS,O,O,X,X,X,X,X,X,X,X,X,X,X
JLIZSTO,O,O,X,X,O,X,X,O,X,X,X,X,X
JLIZSOT,X,O,X,X,O,X,X,X,X,X,X,X,X
JLIZOTS,O,O,X,X,X,X,X,X,X,X,X,X,X
JLIZOST,X,O,X,X,O,X,X,X,X,X,X,X,X
JLIOTSZ,X,X,X,X,X,X,X,X,X,O,X,X,X
JLIOTZS,X,X,X,X,X,X,X,X,X,O,X,X,X
JLIOSTZ,X,X,X,X,O,X,X,X,X,O,X,X,X
JLIOSZT,X,O,X,X,O,X,X,X,X,X,X,X,X
JLIOZTS,X,O,X,X,X,X,X,X,X,X,X,X,X
JLIOZST,X,O,X,X,O,X,X,X,X,X,X,X,X
JLSTIZO,X,O,O,O,O,X,O,O,X,O,X,X,X
JLSTIOZ,X,O,O,O,O,O,O,X,X,O,O,X,X
JLSTZIO,X,O,O,O,O,X,O,O,X,O,X,X,X
JLSTZOI,X,O,O,O,O,O,O,X,O,O,O,X,X
JLSTOIZ,X,O,O,O,O,O,O,X,X,O,O,X,X
JLSTOZI,X,O,O,O,O,O,O,X,O,O,O,X,X
JLSITZO,X,O,O,X,O,X,O,O,X,X,X,X,X
JLSITOZ,X,X,O,X,O,O,O,X,X,X,O,X,X
JLSIZTO,X,O,X,O,O,X,O,O,X,X,X,X,X
JLSIZOT,X,O,X,O,O,X,O,X,X,X,X,X,X
JLSIOTZ,X,X,X,X,O,X,O,X,X,O,X,X,X
JLSIOZT,X,O,X,X,O,X,O,X,X,X,X,X,X
JLSZTIO,X,O,O,O,O,X,O,O,X,X,X,X,X
JLSZTOI,X,O,O,O,O,O,O,X,O,X,O,X,X
JLSZITO,X,O,X,O,O,X,O,O,X,X,X,X,X
JLSZIOT,X,O,X,O,O,X,O,X,X,X,X,X,X
JLSZOTI,X,O,X,O,O,X,O,X,O,O,X,X,X
JLSZOIT,X,O,X,O,O,X,O,X,O,X,X,X,X
JLSOTIZ,X,X,O,X,O,O,O,X,X,O,O,X,X
JLSOTZI,X,X,O,X,O,O,O,X,O,O,O,X,X
JLSOITZ,X,X,X,X,O,O,O,X,X,O,X,X,X
JLSOIZT,X,O,X,X,O,X,O,X,X,X,X,X,X
JLSOZTI,X,O,X,X,O,O,O,X,O,O,X,X,X
JLSOZIT,X,O,X,X,O,X,O,X,O,X,X,X,X
JLZTISO,O,O,O,O,O,X,X,X,X,O,X,X,X
JLZTIOS,O,O,X,O,X,X,X,X,X,O,X,X,X
JLZTSIO,O,O,O,O,O,X,X,X,X,O,X,X,X
JLZTSOI,O,O,O,O,O,O,X,X,X,O,O,X,X
JLZTOIS,O,O,X,O,X,X,X,X,X,O,O,X,X
JLZTOSI,O,O,X,O,X,X,X,X,X,O,O,X,X
JLZITSO,O,O,O,O,O,X,X,X,X,X,X,X,X
JLZITOS,O,O,X,O,X,X,X,X,X,X,X,X,X
JLZISTO,O,O,X,O,O,X,X,O,X,X,X,X,X
JLZISOT,X,O,X,O,O,X,X,X,X,X,X,X,X
JLZIOTS,O,O,X,O,X,X,X,X,X,X,X,X,X
JLZIOST,X,O,X,O,O,X,X,X,X,X,X,X,X
JLZSTIO,O,O,O,O,O,X,X,O,X,X,X,X,X
JLZSTOI,O,O,O,O,O,O,X,X,O,X,O,X,X
JLZSITO,O,O,X,O,O,X,X,O,X,X,X,X,X
JLZSIOT,X,O,X,O,O,X,X,X,X,X,X,X,X
JLZSOTI,X,O,X,O,O,X,X,X,O,O,X,X,X
JLZSOIT,X,O,X,O,O,X,X,X,O,X,X,X,X
JLZOTIS,O,O,X,O,X,X,X,X,X,O,X,X,X
JLZOTSI,O,O,X,O,X,X,X,X,X,O,X,X,X
JLZOITS,O,O,X,O,X,X,X,X,X,X,X,X,X
JLZOIST,X,O,X,O,O,X,X,X,O,X,X,X,X
JLZOSTI,X,O,X,O,O,X,X,X,O,O,X,X,X
JLZOSIT,X,O,X,O,O,X,X,X,O,X,X,X,X
JLOTISZ,X,O,X,X,X,O,X,X,X,O,O,X,X
JLOTIZS,X,O,X,X,X,O,X,X,X,O,O,X,X
JLOTSIZ,X,O,X,X,X,O,O,X,X,O,O,X,X
JLOTSZI,X,O,X,X,X,O,O,X,X,O,O,X,X
JLOTZIS,X,O,X,X,X,O,X,X,X,O,O,X,X
JLOTZSI,X,O,X,X,X,O,X,X,X,O,O,X,X
JLOITSZ,X,X,X,X,X,O,X,X,X,O,X,X,X
JLOITZS,X,X,X,X,X,O,X,X,X,O,X,X,X
JLOISTZ,X,X,X,X,O,O,X,X,X,O,X,X,X
JLOISZT,X,O,X,X,O,X,X,X,X,X,X,X,X
JLOIZTS,X,O,X,X,X,X,X,X,X,X,X,X,X
JLOIZST,X,O,X,X,O,X,X,X,X,X,X,X,X
JLOSTIZ,X,X,X,X,O,O,O,X,X,O,O,X,X
JLOSTZI,X,X,X,X,O,O,O,X,O,O,O,X,X
JLOSITZ,X,X,X,X,O,O,O,X,X,O,X,X,X
JLOSIZT,X,O,X,X,O,X,O,X,X,X,X,X,X
JLOSZTI,X,O,X,X,O,O,O,X,O,O,X,X,X
JLOSZIT,X,O,X,X,O,X,O,X,O,X,X,X,X
JLOZTIS,X,O,X,X,X,O,X,X,X,O,X,X,X
JLOZTSI,X,O,X,X,X,O,X,X,X,O,X,X,X
JLOZITS,X,O,X,X,X,X,X,X,X,X,X,X,X
JLOZIST,X,O,X,X,O,X,X,X,O,X,X,X,X
JLOZSTI,X,O,X,X,O,O,X,X,O,O,X,X,X
JLOZSIT,X,O,X,X,O,X,X,X,O,X,X,X,X
JSTILZO,O,O,O,X,O,X,O,O,X,O,X,X,X
JSTILOZ,O,O,O,X,O,O,O,X,X,O,O,X,X
JSTIZLO,O,O,O,X,O,X,X,O,X,O,X,X,X
JSTIZOL,O,O,O,X,O,X,X,X,X,X,X,O,X
JSTIOLZ,O,O,O,X,O,O,O,X,X,O,X,X,X
JSTIOZL,O,O,O,X,O,X,X,X,X,X,X,O,X
JSTLIZO,O,O,O,X,O,X,O,O,X,O,X,X,X
JSTLIOZ,O,O,O,X,O,O,O,X,X,O,O,X,X
JSTLZIO,O,O,O,X,O,X,O,O,X,O,X,X,X
JSTLZOI,O,O,O,X,O,O,O,X,O,O,O,X,X
JSTLOIZ,O,O,O,X,O,O,O,X,X,O,O,X,X
JSTLOZI,X,O,O,X,O,O,O,X,O,O,O,X,X
JSTZILO,O,O,O,X,O,X,X,O,X,O,X,X,X
JSTZIOL,O,O,O,X,O,X,X,X,X,X,X,O,X
JSTZLIO,O,O,O,X,O,X,O,O,X,O,X,X,X
JSTZLOI,O,O,O,X,O,O,O,X,X,O,O,X,X
JSTZOIL,O,O,O,X,O,X,X,X,X,X,X,X,X
JSTZOLI,O,O,O,X,O,O,O,X,X,O,X,X,X
JSTOILZ,O,O,O,X,O,O,O,X,X,O,X,X,X
JSTOIZL,O,O,O,X,O,X,X,X,X,X,X,X,X
JSTOLIZ,O,O,O,X,O,O,O,X,X,O,O,X,X
JSTOLZI,X,O,O,X,O,O,O,X,O,O,O,X,X
JSTOZIL,O,O,O,X,O,X,X,X,X,X,X,X,X
JSTOZLI,O,O,O,X,O,O,O,X,X,O,X,X,X
JSITLZO,O,O,O,X,O,X,O,O,X,X,X,X,X
JSITLOZ,O,X,O,X,O,O,O,X,X,X,O,X,X
JSITZLO,O,X,O,X,O,X,X,O,X,X,X,X,X
JSITZOL,O,O,O,X,O,X,X,X,X,X,X,O,X
JSITOLZ,O,X,O,X,O,O,O,X,X,X,X,X,X
JSITOZL,O,X,O,X,O,X,X,X,X,X,X,O,X
JSILTZO,X,O,O,X,O,X,O,O,X,X,X,X,X
JSILTOZ,X,X,O,X,O,O,O,X,X,X,O,X,X
JSILZTO,X,O,X,X,O,X,O,O,X,X,X,X,X
JSILZOT,X,O,X,X,O,X,O,X,X,X,X,X,X
JSILOTZ,X,X,X,X,O,X,O,X,X,O,X,X,X
JSILOZT,X,O,X,X,O,X,O,X,X,X,X,X,X
JSIZTLO,O,X,X,X,O,X,X,X,X,X,X,X,X
JSIZTOL,O,O,X,X,O,X,X,X,X,X,X,O,X
JSIZLTO,O,O,X,X,O,X,X,X,X,X,X,X,X
JSIZLOT,X,O,X,X,O,X,X,X,X,X,X,X,X
JSIZOTL,X,O,X,X,O,X,X,X,X,X,X,X,X
JSIZOLT,X,O,X,X,O,X,X,X,X,X,X,X,X
JSIOTLZ,X,X,O,X,O,O,O,X,X,X,X,X,X
JSIOTZL,X,X,O,X,O,X,X,X,X,X,X,X,X
JSIOLTZ,X,X,O,X,O,O,O,X,X,O,X,X,X
JSIOLZT,X,O,X,X,O,X,O,X,X,X,X,X,X
JSIOZTL,X,O,X,X,O,X,X,X,X,X,X,X,X
JSIOZLT,X,O,X,X,O,X,X,X,X,X,X,X,X
JSLTIZO,X,O,O,X,O,X,O,O,X,O,X,X,X
JSLTIOZ,X,O,O,X,O,O,O,X,X,O,O,X,X
JSLTZIO,X,O,O,X,O,X,O,O,X,O,X,X,X
JSLTZOI,X,O,O,X,O,O,O,X,O,O,O,X,X
JSLTOIZ,X,O,O,X,O,O,O,X,X,O,O,X,X
JSLTOZI,X,O,O,X,O,O,O,X,O,O,O,X,X
JSLITZO,X,O,O,X,O,X,O,O,X,X,X,X,X
JSLITOZ,X,X,O,X,O,O,O,X,X,X,O,X,X
JSLIZTO,X,O,X,X,O,X,O,O,X,X,X,X,X
JSLIZOT,X,O,X,X,O,X,O,X,X,X,X,X,X
JSLIOTZ,X,X,X,X,O,X,O,X,X,O,X,X,X
JSLIOZT,X,O,X,X,O,X,O,X,X,X,X,X,X
JSLZTIO,X,O,O,X,O,X,O,O,X,X,X,X,X
JSLZTOI,X,O,O,X,O,O,O,X,O,X,O,X,X
JSLZITO,X,O,X,X,O,X,O,O,X,X,X,X,X
JSLZIOT,X,O,X,X,O,X,O,X,X,X,X,X,X
JSLZOTI,X,O,X,X,O,X,O,X,O,O,X,X,X
JSLZOIT,X,O,X,X,O,X,O,X,O,X,X,X,X
JSLOTIZ,X,X,O,X,O,O,O,X,X,O,O,X,X
JSLOTZI,X,X,O,X,O,O,O,X,O,O,O,X,X
JSLOITZ,X,X,O,X,O,O,O,X,X,O,X,X,X
JSLOIZT,X,O,X,X,O,X,O,X,X,X,X,X,X
JSLOZTI,X,O,O,X,O,O,O,X,O,O,X,X,X
JSLOZIT,X,O,X,X,O,X,O,X,O,X,X,X,X
JSZTILO,O,O,O,X,O,X,X,X,X,X,X,X,X
JSZTIOL,O,O,O,X,O,X,X,X,X,X,X,X,X
JSZTLIO,O,O,O,X,O,X,O,X,X,X,X,X,X
JSZTLOI,O,O,O,X,O,O,O,X,X,X,O,X,X
JSZTOIL,O,O,O,X,O,X,X,X,X,X,X,X,X
JSZTOLI,O,O,O,X,O,O,O,X,X,X,X,X,X
JSZITLO,O,X,X,X,O,X,X,X,X,X,X,X,X
JSZITOL,O,O,X,X,O,X,X,X,X,X,X,X,X
JSZILTO,O,O,X,X,O,X,X,X,X,X,X,X,X
JSZILOT,X,O,X,X,O,X,X,X,X,X,X,X,X
JSZIOTL,X,O,X,X,O,X,X,X,X,X,X,X,X
JSZIOLT,X,O,X,X,O,X,X,X,X,X,X,X,X
JSZLTIO,O,O,O,X,O,X,O,X,X,X,X,X,X
JSZLTOI,O,O,O,X,O,O,O,X,X,X,O,X,X
JSZLITO,O,O,X,X,O,X,O,X,X,X,X,X,X
JSZLIOT,X,O,X,X,O,X,O,X,X,X,X,X,X
JSZLOTI,X,O,X,X,O,X,O,X,X,O,X,X,X
JSZLOIT,X,O,X,X,O,X,O,X,X,X,X,X,X
JSZOTIL,X,O,O,X,O,X,X,X,X,X,X,X,X
JSZOTLI,X,O,O,X,O,O,O,X,X,X,X,X,X
JSZOITL,X,O,X,X,O,X,X,X,X,X,X,X,X
JSZOILT,X,O,X,X,O,X,X,X,X,X,X,X,X
JSZOLTI,X,O,O,X,O,O,O,X,X,O,X,X,X
JSZOLIT,X,O,X,X,O,X,O,X,X,X,X,X,X
JSOTILZ,X,X,O,X,O,O,O,X,X,O,X,X,X
JSOTIZL,X,X,O,X,O,X,X,X,X,X,X,X,X
JSOTLIZ,X,X,O,X,O,O,O,X,X,O,O,X,X
JSOTLZI,X,X,O,X,O,O,O,X,O,O,O,X,X
JSOTZIL,X,X,O,X,O,X,X,X,X,X,X,X,X
JSOTZLI,X,X,O,X,O,O,O,X,X,O,X,X,X
JSOITLZ,X,X,O,X,O,O,O,X,X,X,X,X,X
JSOITZL,X,X,O,X,O,X,X,X,X,X,X,X,X
JSOILTZ,X,X,O,X,O,O,O,X,X,O,X,X,X
JSOILZT,X,O,X,X,O,X,O,X,X,X,X,X,X
JSOIZTL,X,O,X,X,O,X,X,X,X,X,X,X,X
JSOIZLT,X,O,X,X,O,X,X,X,X,X,X,X,X
JSOLTIZ,X,X,O,X,O,O,O,X,X,O,O,X,X
JSOLTZI,X,X,O,X,O,O,O,X,O,O,O,X,X
JSOLITZ,X,X,O,X,O,O,O,X,X,O,X,X,X
JSOLIZT,X,O,X,X,O,X,O,X,X,X,X,X,X
JSOLZTI,X,O,O,X,O,O,O,X,O,O,X,X,X
JSOLZIT,X,O,X,X,O,X,O,X,O,X,X,X,X
JSOZTIL,X,O,O,X,O,X,X,X,X,X,X,X,X
JSOZTLI,X,O,O,X,O,O,O,X,X,X,X,X,X
JSOZITL,X,O,X,X,O,X,X,X,X,X,X,X,X
JSOZILT,X,O,X,X,O,X,X,X,X,X,X,X,X
JSOZLTI,X,O,O,X,O,O,O,X,X,O,X,X,X
JSOZLIT,X,O,X,X,O,X,O,X,X,X,X,X,X
JZTILSO,O,O,X,O,O,X,X,X,X,X,X,X,X
JZTILOS,O,O,X,O,X,X,X,X,X,X,X,X,X
JZTISLO,O,O,O,X,O,X,X,X,X,X,X,X,X
JZTISOL,O,O,O,O,O,X,X,X,X,X,X,X,X
JZTIOLS,O,O,X,O,X,X,X,X,X,X,X,X,X
JZTIOSL,O,O,X,O,X,X,X,X,X,X,X,X,X
JZTLISO,O,O,O,O,O,X,X,X,X,O,X,X,X
JZTLIOS,O,O,X,O,X,X,X,X,X,O,X,X,X
JZTLSIO,O,O,O,O,O,X,X,X,X,O,X,X,X
JZTLSOI,O,O,O,O,O,O,X,X,X,O,O,X,X
JZTLOIS,O,O,X,O,X,X,X,X,X,O,O,X,X
JZTLOSI,O,O,X,O,X,X,X,X,X,O,O,X,X
JZTSILO,O,O,O,X,O,X,X,X,X,O,X,X,X
JZTSIOL,O,O,O,O,O,X,X,X,X,X,X,X,X
JZTSLIO,O,O,O,O,O,X,O,X,X,O,X,X,X
JZTSLOI,O,O,O,O,O,O,O,X,X,O,O,X,X
JZTSOIL,O,O,O,O,O,X,X,X,X,X,X,X,X
JZTSOLI,O,O,O,O,O,O,O,X,X,O,X,X,X
JZTOILS,O,O,X,O,X,X,X,X,X,X,X,X,X
JZTOISL,O,O,O,O,X,X,X,X,X,X,X,X,X
JZTOLIS,O,O,O,O,X,O,X,X,X,O,X,X,X
JZTOLSI,O,O,O,O,X,O,X,X,X,O,X,X,X
JZTOSIL,O,O,O,O,X,X,X,X,X,X,X,X,X
JZTOSLI,O,O,O,O,X,O,O,X,X,O,X,X,X
JZITLSO,O,O,X,O,O,X,X,X,X,X,X,X,X
JZITLOS,O,O,X,O,X,X,X,X,X,X,X,X,X
JZITSLO,O,O,X,X,O,X,X,X,X,X,X,X,X
JZITSOL,O,O,X,O,O,X,X,X,X,X,X,X,X
JZITOLS,O,O,X,O,X,X,X,X,X,X,X,X,X
JZITOSL,O,O,X,O,X,X,X,X,X,X,X,X,X
JZILTSO,O,O,X,O,O,X,X,X,X,X,X,X,X
JZILTOS,O,O,X,O,X,X,X,X,X,X,X,X,X
JZILSTO,O,O,X,O,O,X,X,X,X,X,X,X,X
JZILSOT,X,O,X,O,O,X,X,X,X,X,X,X,X
JZILOTS,O,O,X,O,X,X,X,X,X,X,X,X,X
JZILOST,O,O,X,O,O,X,X,X,X,X,X,X,X
JZISTLO,O,X,X,X,O,X,X,X,X,X,X,X,X
JZISTOL,O,O,X,X,O,X,X,X,X,X,X,X,X
JZISLTO,O,O,X,X,O,X,X,X,X,X,X,X,X
JZISLOT,X,O,X,X,O,X,X,X,X,X,X,X,X
JZISOTL,X,O,X,X,O,X,X,X,X,X,X,X,X
JZISOLT,X,O,X,X,O,X,X,X,X,X,X,X,X
JZIOTLS,O,O,X,O,X,X,X,X,X,X,X,X,X
JZIOTSL,O,O,X,O,X,X,X,X,X,X,X,X,X
JZIOLTS,O,O,X,O,X,X,X,X,X,X,X,X,X
JZIOLST,O,O,X,O,O,X,X,X,X,X,X,X,X
JZIOSTL,O,O,X,X,O,X,X,X,X,X,X,X,X
JZIOSLT,O,O,X,X,O,X,X,X,X,X,X,X,X
JZLTISO,O,O,O,O,O,X,X,X,X,O,X,X,X
JZLTIOS,O,O,X,O,X,X,X,X,X,O,X,X,X
JZLTSIO,O,O,O,O,O,X,X,X,X,O,X,X,X
JZLTSOI,O,O,O,O,O,O,X,X,X,O,O,X,X
JZLTOIS,O,O,X,O,X,X,X,X,X,O,O,X,X
JZLTOSI,O,O,X,O,X,X,X,X,X,O,O,X,X
JZLITSO,O,O,O,O,O,X,X,X,X,X,X,X,X
JZLITOS,O,O,X,O,X,X,X,X,X,X,X,X,X
JZLISTO,O,O,X,O,O,X,X,X,X,X,X,X,X
JZLISOT,X,O,X,O,O,X,X,X,X,X,X,X,X
JZLIOTS,O,O,X,O,X,X,X,X,X,X,X,X,X
JZLIOST,O,O,X,O,O,X,X,X,X,X,X,X,X
JZLSTIO,O,O,O,O,O,X,X,X,X,X,X,X,X
JZLSTOI,O,O,O,O,O,O,X,X,X,X,O,X,X
JZLSITO,O,O,X,O,O,X,X,X,X,X,X,X,X
JZLSIOT,X,O,X,O,O,X,X,X,X,X,X,X,X
JZLSOTI,X,O,X,O,O,X,X,X,X,O,X,X,X
JZLSOIT,X,O,X,O,O,X,X,X,X,X,X,X,X
JZLOTIS,O,O,X,O,X,X,X,X,X,O,X,X,X
