sequence,v115@EhC8HeB8HeC8BeB8CeB8Jem/IvhFRhBTkBUmBFnBXq?BSxB,v115@EhC8HeB8HeC8BeB8CeB8JeOEJvhFXgBVmBUiBzpBRr?BSxB,v115@EhC8HeB8HeC8BeB8CeB8Jex/IvhF8lBzhB/pBaqB+s?BlrB,v115@EhC8HeB8HeC8BeB8CeB8JeKEJvhFzfBRhBUmBGnBXq?BVxB,v115@EhC8HeB8HeC8BeB8CeB8Jex/IvhFVmBUiB/pBaqBGr?BTsB,v115@EhC8HeB8HeC8BeB8CeB8Jei/IvhFzhBRlB+sB3lB0p?BlrB,v115@EhC8HeB8HeC8BeB8CeB8JeyEJvhFfmBzmB+sBxpB0p?BlrB,v115@EhC8HeB8HeC8BeB8CeB8Je0/IvhF/pB1qBxmBurBTs?BiqB,v115@EhC8HeB8HeC8BeB8CeB8Jei/IvhFRhBFlBXmBTnB0p?BWxB,v115@EhC8HeB8HeC8BeB8CeB8JeKEJvhFRhBFlBXmB8rB+s?BzpB,v115@EhC8HeB8HeC8BeB8CeB8JeVHJvhFUmBxpBTsB/pBaq?BGrB,v115@EhC8HeB8HeC8BeB8CeB8JeUBJvhF/pBFlB6sBRrBmp?BzrB
LOTZJSI,O,X,X,O,X,X,X,X,X,X,X,X
LOTZSIJ,O,X,X,O,X,X,X,X,X,X,X,X
LOTZSJI,O,X,X,O,X,X,X,X,X,X,X,X
LOITJSZ,O,O,X,O,X,X,X,X,X,X,X,X
LOITJZS,O,O,X,O,X,X,X,X,X,X,X,X
LOITSJZ,O,O,X,X,X,X,X,X,X,X,X,X
LOITSZJ,X,O,X,X,X,X,X,O,X,X,X,X
LOITZJS,O,O,X,O,X,X,X,X,X,X,X,X
LOITZSJ,O,O,X,O,X,X,X,X,X,X,O,X
LOIJTSZ,O,O,X,X,X,X,X,X,X,X,X,X
LOIJTZS,O,O,X,X,X,X,X,X,X,X,X,X
LOIJSTZ,X,O,X,X,X,X,X,X,X,X,X,X
LOIJSZT,X,O,X,X,X,X,X,X,X,X,X,X
LOIJZTS,O,O,X,X,X,X,X,X,X,X,X,X
LOIJZST,O,O,X,X,X,X,X,X,X,X,X,X
LOISTJZ,X,O,X,X,X,X,X,X,X,X,X,X
LOISTZJ,X,O,X,X,X,X,X,O,X,X,X,O
LOISJTZ,X,O,X,X,X,X,X,X,X,X,X,X
LOISJZT,X,O,X,X,X,X,X,X,X,X,X,X
LOISZTJ,X,O,X,X,X,X,X,X,X,X,X,O
LOISZJT,X,O,X,X,X,X,X,X,X,X,X,X
LOIZTJS,O,O,X,O,X,X,X,X,X,X,X,X
LOIZTSJ,O,O,X,O,X,X,X,X,X,X,O,X
LOIZJTS,O,O,X,O,X,X,X,X,X,X,X,X
LOIZJST,O,O,X,X,X,X,X,X,X,X,X,X
LOIZSTJ,X,O,X,O,X,X,X,X,X,X,O,O
LOIZSJT,O,O,X,X,X,X,X,X,X,X,O,X
LOJTISZ,O,O,X,O,X,X,X,X,X,X,X,X
LOJTIZS,O,O,X,O,O,X,X,X,X,X,X,X
LOJTSIZ,O,O,X,O,O,X,X,X,X,X,X,X
LOJTSZI,O,X,X,O,O,X,X,X,X,X,X,X
LOJTZIS,O,O,X,O,O,X,X,X,X,X,X,X
LOJTZSI,O,X,X,O,O,X,X,X,X,O,X,X
LOJITSZ,O,O,X,X,X,X,X,X,X,X,X,X
LOJITZS,O,O,X,X,X,X,X,X,X,X,X,X
LOJISTZ,X,O,X,X,X,X,X,X,X,X,X,X
LOJISZT,X,O,X,X,X,X,X,X,X,X,X,X
LOJIZTS,O,O,X,X,X,X,X,X,X,X,X,X
LOJIZST,O,O,X,X,X,X,X,X,X,X,X,X
LOJSTIZ,O,O,X,X,O,X,X,X,X,X,X,X
LOJSTZI,O,X,X,X,O,X,X,X,X,X,X,X
LOJSITZ,X,O,X,X,O,X,X,X,X,X,X,X
LOJSIZT,X,O,X,X,O,X,X,X,X,X,X,X
LOJSZTI,O,X,X,X,O,X,X,X,X,X,X,X
LOJSZIT,O,O,X,X,O,X,X,X,X,X,X,X
LOJZTIS,O,O,X,O,O,X,X,X,X,X,X,X
LOJZTSI,O,X,X,X,O,X,X,X,X,O,X,X
LOJZITS,O,O,X,O,X,X,X,X,X,X,X,X
LOJZIST,O,O,X,X,X,X,X,X,X,O,X,X
LOJZSTI,O,X,X,X,O,X,X,X,X,O,X,X
LOJZSIT,O,O,X,X,X,X,X,X,X,O,X,X
LOSTIJZ,O,O,X,O,O,X,X,X,X,X,X,X
LOSTIZJ,O,O,X,O,X,X,X,O,X,X,X,O
LOSTJIZ,O,O,X,O,O,X,X,X,X,X,X,X
LOSTJZI,O,X,X,O,O,X,X,X,X,X,X,X
LOSTZIJ,O,X,X,O,X,X,X,O,X,X,X,O
LOSTZJI,O,X,X,O,X,X,X,X,X,X,X,X
LOSITJZ,O,O,X,O,O,X,X,X,X,X,X,X
LOSITZJ,O,O,X,O,X,X,X,O,X,X,X,O
LOSIJTZ,O,O,X,X,O,X,X,X,X,X,X,X
LOSIJZT,O,O,X,X,O,X,X,X,X,X,X,X
LOSIZTJ,O,O,X,O,X,X,X,X,X,X,X,O
LOSIZJT,O,O,X,O,O,X,X,X,X,X,X,X
LOSJTIZ,O,O,X,O,O,X,X,X,X,X,X,X
LOSJTZI,O,X,X,O,O,X,X,X,X,X,X,X
LOSJITZ,O,O,X,X,O,X,X,X,X,X,X,X
LOSJIZT,O,O,X,X,O,X,X,X,X,X,X,X
LOSJZTI,O,X,X,O,O,X,X,X,X,X,X,X
LOSJZIT,O,O,X,O,O,X,X,X,X,X,X,X
LOSZTIJ,O,X,X,O,X,X,X,O,X,X,X,X
LOSZTJI,O,X,X,O,X,X,X,X,X,X,X,X
LOSZITJ,O,O,X,O,X,X,X,X,X,X,X,X
LOSZIJT,O,O,X,O,O,X,X,X,X,X,X,X
LOSZJTI,O,X,X,O,O,X,X,X,X,X,X,X
LOSZJIT,O,O,X,O,O,X,X,X,X,X,X,X
LOZTIJS,O,X,X,O,X,X,X,X,X,X,X,X
LOZTISJ,O,X,X,O,X,X,X,X,X,X,X,X
LOZTJIS,O,O,X,O,X,X,X,X,X,X,X,X
LOZTJSI,O,X,X,O,X,X,X,X,X,X,X,X
LOZTSIJ,O,X,X,O,X,X,X,X,X,X,X,X
LOZTSJI,O,X,X,O,X,X,X,X,X,X,X,X
LOZITJS,O,O,X,O,X,X,X,X,X,X,X,X
LOZITSJ,O,O,X,O,X,X,X,X,X,X,O,X
LOZIJTS,O,O,X,O,X,X,X,X,X,X,X,X
LOZIJST,O,O,X,X,X,X,X,X,X,X,X,X
LOZISTJ,O,O,X,O,X,X,X,X,X,X,O,X
LOZISJT,O,O,X,O,X,X,X,X,X,X,O,X
LOZJTIS,O,O,X,O,O,X,X,X,X,X,X,X
LOZJTSI,O,X,X,X,O,X,X,X,X,X,X,X
LOZJITS,O,O,X,O,X,X,X,X,X,X,X,X
LOZJIST,O,O,X,X,X,X,X,X,X,X,X,X
LOZJSTI,O,X,X,X,O,X,X,X,X,X,X,X
LOZJSIT,O,O,X,X,X,X,X,X,X,X,X,X
LOZSTIJ,O,X,X,O,X,X,X,X,X,X,X,X
LOZSTJI,O,X,X,O,X,X,X,X,X,X,X,X
LOZSITJ,O,O,X,O,X,X,X,X,X,X,X,X
LOZSIJT,O,O,X,O,X,X,X,X,X,X,X,X
LOZSJTI,O,X,X,O,O,X,X,X,X,X,X,X
LOZSJIT,O,O,X,O,X,X,X,X,X,X,X,X
JTILSZO,X,O,X,O,X,X,X,X,X,X,X,X
JTILSOZ,X,X,X,O,X,O,O,X,X,X,X,X
JTILZSO,X,O,X,O,O,X,X,X,X,X,X,X
JTILZOS,X,X,X,O,X,O,X,X,X,X,X,X
JTILOSZ,X,X,X,O,X,O,O,X,X,X,X,X
JTILOZS,X,X,X,O,X,O,X,X,X,X,X,X
JTISLZO,X,O,O,O,O,X,X,X,X,X,X,X
JTISLOZ,X,X,O,O,O,O,O,X,X,X,X,X
JTISZLO,X,O,O,O,O,X,X,X,X,X,X,X
JTISZOL,X,O,O,O,O,X,X,O,X,X,X,X
JTISOLZ,X,X,O,O,X,O,O,X,X,X,X,X
JTISOZL,X,O,O,X,O,X,X,X,X,X,X,X
JTIZLSO,X,O,X,O,O,O,X,X,X,X,X,X
JTIZLOS,X,X,O,O,X,O,X,X,X,X,X,X
JTIZSLO,X,O,O,O,O,O,X,X,X,X,X,X
JTIZSOL,X,O,O,O,O,O,X,X,X,X,X,X
JTIZOLS,X,X,O,O,X,O,X,X,X,X,X,X
JTIZOSL,X,O,O,O,O,O,X,X,X,X,X,X
JTIOLSZ,X,X,X,O,X,O,O,X,X,X,X,X
JTIOLZS,X,X,X,O,X,O,X,X,X,X,X,X
JTIOSLZ,X,X,O,O,X,O,O,X,X,X,X,X
JTIOSZL,X,O,O,X,X,X,X,X,X,X,X,X
JTIOZLS,X,X,O,O,X,O,X,X,X,X,X,X
JTIOZSL,X,O,O,O,O,O,X,X,X,X,X,X
JTLISZO,X,O,X,O,X,X,X,X,X,X,X,X
JTLISOZ,X,O,X,O,X,O,X,X,X,X,X,X
JTLIZSO,X,O,X,O,O,X,X,X,X,O,X,X
JTLIZOS,X,O,X,O,X,O,X,X,X,X,X,X
JTLIOSZ,X,O,X,O,X,O,X,X,X,X,X,X
JTLIOZS,X,O,X,O,X,O,X,X,X,X,X,X
JTLSIZO,X,X,O,O,O,X,X,X,X,X,X,X
JTLSIOZ,X,X,O,O,O,X,X,X,X,X,X,X
JTLSZIO,X,X,O,O,O,X,X,X,X,O,X,X
JTLSZOI,X,X,O,O,O,X,X,X,X,O,X,X
JTLSOIZ,X,X,O,O,O,X,X,X,X,X,X,X
JTLSOZI,X,X,O,O,O,X,X,X,X,X,X,X
JTLZISO,X,O,X,O,O,O,X,X,X,O,X,X
JTLZIOS,X,O,O,O,X,O,X,X,X,X,X,X
JTLZSIO,X,X,O,O,O,O,X,X,X,O,X,X
JTLZSOI,X,X,O,O,O,O,X,X,X,O,X,X
JTLZOIS,X,O,O,O,X,O,X,X,X,X,X,X
JTLZOSI,X,X,O,O,X,O,X,X,X,O,X,X
JTLOISZ,X,O,X,O,X,O,X,X,X,X,X,X
JTLOIZS,X,O,X,O,X,O,X,X,X,X,X,X
JTLOSIZ,X,O,O,O,X,X,X,X,X,X,X,X
JTLOSZI,X,X,O,O,X,X,X,X,X,X,X,X
JTLOZIS,X,O,O,O,X,O,X,X,X,X,X,X
JTLOZSI,X,X,O,O,X,O,X,X,X,O,X,X
JTSILZO,X,X,O,O,O,X,X,X,O,X,X,X
JTSILOZ,X,X,O,O,O,O,O,X,O,X,X,X
JTSIZLO,X,X,O,O,O,X,X,X,O,X,X,X
JTSIZOL,X,X,O,O,O,X,X,O,O,X,X,X
JTSIOLZ,X,X,O,O,X,O,O,X,O,X,X,X
JTSIOZL,X,X,O,X,O,X,X,X,X,X,X,X
JTSLIZO,X,X,O,O,O,X,X,X,O,X,X,X
JTSLIOZ,X,X,O,O,O,X,X,X,O,X,X,X
JTSLZIO,X,X,O,O,O,X,X,X,O,X,X,X
JTSLZOI,X,X,O,O,O,X,X,X,X,X,X,X
JTSLOIZ,X,X,O,O,O,X,X,X,O,X,X,X
JTSLOZI,X,X,O,O,O,X,X,X,X,X,X,X
JTSZILO,X,X,O,O,O,O,X,X,O,X,X,X
JTSZIOL,X,X,O,O,O,O,X,O,O,X,X,X
JTSZLIO,X,X,O,O,O,O,X,X,O,X,X,X
JTSZLOI,X,X,O,O,O,O,X,X,O,X,X,X
JTSZOIL,X,X,O,O,O,O,X,O,O,X,X,X
JTSZOLI,X,X,O,O,O,O,X,X,O,X,X,X
JTSOILZ,X,X,O,O,X,O,O,X,O,X,X,X
JTSOIZL,X,X,O,X,O,X,X,O,X,X,X,X
JTSOLIZ,X,X,O,O,O,X,X,X,O,X,X,X
JTSOLZI,X,X,O,O,O,X,X,X,X,X,X,X
JTSOZIL,X,X,O,O,O,O,X,O,X,X,X,X
JTSOZLI,X,X,O,O,O,O,X,X,X,X,X,X
JTZILSO,X,X,X,O,O,O,X,X,O,O,X,X
JTZILOS,X,X,O,O,X,O,X,X,O,X,X,X
JTZISLO,X,X,O,O,O,O,X,X,O,O,X,X
JTZISOL,X,X,O,O,O,O,X,X,O,X,X,X
JTZIOLS,X,X,O,O,X,O,X,X,O,X,X,X
JTZIOSL,X,X,O,O,O,O,X,X,X,X,X,X
JTZLISO,X,X,X,O,O,O,X,X,O,O,X,X
JTZLIOS,X,X,O,O,X,O,X,X,O,X,X,X
JTZLSIO,X,X,O,O,O,O,X,X,O,O,X,X
JTZLSOI,X,X,O,O,O,O,X,X,O,O,X,X
JTZLOIS,X,X,O,O,X,O,X,X,O,X,X,X
JTZLOSI,X,X,O,O,X,O,X,X,O,O,X,X
JTZSILO,X,X,O,O,O,O,X,X,O,O,X,X
JTZSIOL,X,X,O,O,O,O,X,X,O,X,X,X
JTZSLIO,X,X,O,O,O,O,X,X,O,O,X,X
JTZSLOI,X,X,O,O,O,O,X,X,O,O,X,X
JTZSOIL,X,X,O,O,O,O,X,X,O,X,X,X
JTZSOLI,X,X,O,O,O,O,X,X,O,X,X,X
JTZOILS,X,X,O,O,X,O,X,X,O,X,X,X
JTZOISL,X,X,O,O,O,O,X,X,X,X,X,X
JTZOLIS,X,X,O,O,X,O,X,X,O,X,X,X
JTZOLSI,X,X,O,O,X,O,X,X,O,X,X,X
JTZOSIL,X,X,O,O,O,O,X,X,O,X,X,X
JTZOSLI,X,X,O,O,O,O,X,X,O,X,X,X
JTOILSZ,X,O,X,O,X,O,O,X,X,X,X,X
JTOILZS,X,O,X,O,X,O,X,X,X,X,X,X
JTOISLZ,X,O,O,O,X,O,O,X,X,X,X,X
JTOISZL,X,O,O,X,X,X,X,O,X,X,X,X
JTOIZLS,X,O,O,O,X,O,X,X,X,X,X,X
JTOIZSL,X,O,O,O,O,O,X,X,X,X,X,X
JTOLISZ,X,O,X,O,X,O,X,X,X,X,X,X
JTOLIZS,X,O,X,O,X,O,X,X,X,X,X,X
JTOLSIZ,X,O,O,O,X,X,X,X,X,X,X,X
JTOLSZI,X,X,O,O,X,X,X,X,X,X,X,X
JTOLZIS,X,O,O,O,X,O,X,X,X,X,X,X
JTOLZSI,X,X,O,O,X,O,X,X,X,X,X,X
JTOSILZ,X,O,O,O,X,O,O,X,X,X,X,X
JTOSIZL,X,O,O,X,O,X,X,O,X,X,X,X
JTOSLIZ,X,O,O,O,O,X,X,X,X,X,X,X
JTOSLZI,X,X,O,O,O,X,X,X,X,X,X,X
JTOSZIL,X,X,O,O,O,O,X,O,X,X,X,X
JTOSZLI,X,X,O,O,O,O,X,X,X,X,X,X
JTOZILS,X,X,O,O,X,O,X,X,X,X,X,X
JTOZISL,X,X,O,O,O,O,X,X,X,X,X,X
JTOZLIS,X,X,O,O,X,O,X,X,X,X,X,X
JTOZLSI,X,X,O,O,X,O,X,X,X,X,X,X
JTOZSIL,X,X,O,O,O,O,X,X,X,X,X,X
JTOZSLI,X,X,O,O,O,O,X,X,X,X,X,X
JITLSZO,X,O,X,X,X,X,X,X,X,X,X,X
JITLSOZ,X,X,X,X,X,O,O,X,X,X,X,X
JITLZSO,X,O,X,X,O,X,X,X,X,X,X,X
JITLZOS,X,X,X,X,X,O,X,X,X,X,X,X
JITLOSZ,X,X,X,X,X,O,O,X,X,X,X,X
JITLOZS,X,X,X,X,X,O,X,X,X,X,X,X
JITSLZO,X,O,O,X,O,X,X,X,X,X,X,X
JITSLOZ,X,X,O,X,O,O,O,X,X,X,X,X
JITSZLO,X,O,O,X,O,X,X,X,X,X,X,X
JITSZOL,X,O,O,X,O,X,X,X,X,X,X,X
JITSOLZ,X,X,O,X,X,O,O,X,X,X,X,X
JITSOZL,X,O,O,X,O,X,X,X,X,X,X,X
JITZLSO,X,O,X,X,O,O,X,X,X,X,X,X
JITZLOS,X,X,O,X,X,O,X,X,X,X,X,X
JITZSLO,X,O,O,X,O,O,X,X,X,X,X,X
JITZSOL,X,O,O,X,O,O,X,X,X,X,X,X
JITZOLS,X,O,O,X,X,O,X,X,X,X,X,X
JITZOSL,X,O,O,X,O,O,X,X,X,X,X,X
JITOLSZ,X,O,X,X,X,O,O,X,X,X,X,X
JITOLZS,X,O,X,X,X,O,X,X,X,X,X,X
JITOSLZ,X,O,O,X,X,O,O,X,X,X,X,X
JITOSZL,X,O,O,X,X,X,X,X,X,X,X,X
JITOZLS,X,O,O,X,X,O,X,X,X,X,X,X
JITOZSL,X,O,O,X,O,O,X,X,X,X,X,X
JILTSZO,X,O,X,X,X,X,X,X,X,X,X,X
JILTSOZ,X,O,X,X,X,X,O,X,X,X,X,X
JILTZSO,X,O,X,X,X,X,X,X,X,O,X,X
JILTZOS,X,O,X,X,X,X,X,X,X,X,X,X
JILTOSZ,X,O,X,X,X,X,O,X,X,X,X,X
JILTOZS,X,O,X,X,X,X,X,X,X,X,X,X
JILSTZO,X,O,X,X,X,X,X,X,X,X,X,X
JILSTOZ,X,O,X,X,X,X,O,X,X,X,X,X
JILSZTO,X,O,X,X,X,X,X,X,X,X,X,X
JILSZOT,X,X,X,X,X,X,O,X,X,X,X,X
JILSOTZ,X,X,X,X,X,X,O,X,X,X,X,X
JILSOZT,X,X,X,X,X,X,O,X,X,X,X,X
JILZTSO,X,O,X,X,X,X,X,X,X,O,X,X
JILZTOS,X,O,X,X,X,X,X,X,X,X,X,X
JILZSTO,X,O,X,X,X,X,X,X,X,O,X,X
JILZSOT,X,X,X,X,X,X,O,X,X,O,X,X
JILZOTS,X,O,X,X,X,X,X,X,X,X,X,X
JILZOST,X,O,X,X,X,X,O,X,X,O,X,X
JILOTSZ,X,O,X,X,X,X,O,X,X,X,X,X
JILOTZS,X,O,X,X,X,X,X,X,X,X,X,X
JILOSTZ,X,O,X,X,X,X,O,X,X,X,X,X
JILOSZT,X,O,X,X,X,X,O,X,X,X,X,X
JILOZTS,X,O,X,X,X,X,X,X,X,X,X,X
JILOZST,X,O,X,X,X,X,O,X,X,X,X,X
JISTLZO,X,O,O,X,O,X,X,X,O,X,X,X
JISTLOZ,X,X,O,X,O,X,O,X,O,X,X,X
JISTZLO,X,O,O,X,O,X,X,X,O,X,X,X
JISTZOL,X,O,O,X,O,X,X,X,O,X,X,X
JISTOLZ,X,X,O,X,X,X,O,X,O,X,X,X
JISTOZL,X,O,O,X,O,X,X,X,X,X,X,X
JISLTZO,X,X,O,X,O,X,X,X,O,X,X,X
JISLTOZ,X,X,O,X,O,X,O,X,O,X,X,X
JISLZTO,X,X,O,X,O,X,X,X,O,X,X,X
JISLZOT,X,X,O,X,X,X,O,X,O,X,X,X
JISLOTZ,X,X,X,X,O,X,O,X,X,X,X,X
JISLOZT,X,X,O,X,X,X,O,X,X,X,X,X
JISZTLO,X,O,O,X,O,X,X,X,O,X,X,X
JISZTOL,X,O,O,X,O,X,X,X,O,X,X,X
JISZLTO,X,X,O,X,X,X,X,X,O,X,X,X
JISZLOT,X,X,O,X,X,X,O,X,O,X,X,X
JISZOTL,X,X,O,X,X,X,X,X,O,X,X,X
JISZOLT,X,X,X,X,X,X,O,X,O,X,X,X
JISOTLZ,X,X,X,X,X,X,O,X,O,X,X,X
JISOTZL,X,X,X,X,O,X,X,X,X,X,X,X
JISOLTZ,X,X,X,X,X,X,O,X,X,X,X,X
JISOLZT,X,X,X,X,X,X,O,X,X,X,X,X
JISOZTL,X,X,O,X,X,X,X,X,O,X,X,X
JISOZLT,X,X,X,X,X,X,O,X,O,X,X,X
JIZTLSO,X,O,X,X,X,O,X,X,O,O,X,X
JIZTLOS,X,X,O,X,X,O,X,X,O,X,X,X
JIZTSLO,X,O,O,X,X,O,X,X,O,O,X,X
JIZTSOL,X,O,O,X,X,O,X,X,O,X,X,X
JIZTOLS,X,O,O,X,X,O,X,X,O,X,X,X
JIZTOSL,X,O,O,X,X,O,X,X,X,X,X,X
JIZLTSO,X,O,X,X,X,O,X,X,O,O,X,X
JIZLTOS,X,X,O,X,X,O,X,X,O,X,X,X
JIZLSTO,X,X,X,X,X,O,X,X,O,O,X,X
JIZLSOT,X,X,X,X,X,X,O,X,O,O,X,X
JIZLOTS,X,X,X,X,X,O,X,X,X,X,X,X
JIZLOST,X,X,X,X,X,X,O,X,X,O,X,X
JIZSTLO,X,O,O,X,X,O,X,X,O,O,X,X
JIZSTOL,X,O,O,X,X,O,X,X,O,X,X,X
JIZSLTO,X,X,O,X,X,O,X,X,O,O,X,X
JIZSLOT,X,X,O,X,X,X,O,X,O,O,X,X
JIZSOTL,X,X,O,X,X,X,X,X,O,X,X,X
JIZSOLT,X,X,X,X,X,X,O,X,O,O,X,X
JIZOTLS,X,O,O,X,X,O,X,X,X,X,X,X
JIZOTSL,X,O,O,X,X,O,X,X,X,X,X,X
JIZOLTS,X,O,X,X,X,O,X,X,X,X,X,X
JIZOLST,X,X,X,X,X,X,O,X,X,O,X,X
JIZOSTL,X,O,X,X,X,X,X,X,X,X,X,X
JIZOSLT,X,X,X,X,X,X,O,X,X,O,X,X
JIOTLSZ,X,O,X,X,X,X,O,X,X,X,X,X
JIOTLZS,X,O,X,X,X,X,X,X,X,X,X,X
JIOTSLZ,X,O,X,X,X,X,O,X,X,X,X,X
JIOTSZL,X,O,X,X,X,X,X,X,X,X,X,X
JIOTZLS,X,O,X,X,X,X,X,X,X,X,X,X
JIOTZSL,X,O,X,X,X,X,X,X,X,X,O,X
JIOLTSZ,X,O,X,X,X,X,O,X,X,X,X,X
JIOLTZS,X,O,X,X,X,X,X,X,X,X,X,X
JIOLSTZ,X,O,X,X,X,X,O,X,X,X,X,X
JIOLSZT,X,O,X,X,X,X,O,X,X,X,X,X
JIOLZTS,X,O,X,X,X,X,X,X,X,X,X,X
JIOLZST,X,O,X,X,X,X,O,X,X,X,X,X
JIOSTLZ,X,O,X,X,X,X,O,X,X,X,X,X
JIOSTZL,X,O,X,X,X,X,X,X,X,X,X,X
JIOSLTZ,X,O,X,X,X,X,O,X,X,X,X,X
JIOSLZT,X,O,X,X,X,X,O,X,X,X,X,X
JIOSZTL,X,O,X,X,X,X,X,X,X,X,X,X
JIOSZLT,X,X,X,X,X,X,O,X,X,X,X,X
JIOZTLS,X,O,X,X,X,X,X,X,X,X,X,X
JIOZTSL,X,O,X,X,X,X,X,X,X,X,O,X
JIOZLTS,X,O,X,X,X,X,X,X,X,X,X,X
JIOZLST,X,X,X,X,X,X,O,X,X,X,X,X
JIOZSTL,X,O,X,X,X,X,X,X,X,X,O,X
JIOZSLT,X,X,X,X,X,X,O,X,X,X,O,X
JLTISZO,O,O,X,O,X,X,X,X,X,X,X,X
JLTISOZ,O,O,X,O,X,O,X,X,X,X,X,X
JLTIZSO,O,O,X,O,O,X,X,X,X,O,X,X
JLTIZOS,O,O,X,O,X,O,X,X,X,X,X,X
JLTIOSZ,O,O,X,O,X,O,X,X,X,X,X,X
JLTIOZS,O,O,X,O,X,O,X,X,X,X,X,X
JLTSIZO,O,X,O,O,O,X,X,X,X,X,X,X
JLTSIOZ,O,X,O,O,O,X,X,X,X,X,X,X
JLTSZIO,O,X,O,O,O,X,X,X,X,O,X,X
JLTSZOI,O,X,O,O,O,X,X,X,X,O,X,X
JLTSOIZ,O,X,O,O,O,X,X,X,X,X,X,X
JLTSOZI,O,X,O,O,O,X,X,X,X,X,X,X
JLTZISO,O,O,X,O,O,O,X,X,X,O,X,X
JLTZIOS,O,O,O,O,X,O,X,X,X,X,X,X
JLTZSIO,O,X,O,O,O,O,X,X,X,O,X,X
JLTZSOI,O,X,O,O,O,O,X,X,X,O,X,X
JLTZOIS,O,O,O,O,X,O,X,X,X,X,X,X
JLTZOSI,O,X,O,O,X,O,X,X,X,O,X,X
JLTOISZ,O,O,X,O,X,O,X,X,X,X,X,X
JLTOIZS,O,O,X,O,X,O,X,X,X,X,X,X
JLTOSIZ,O,O,O,O,X,X,X,X,X,X,X,X
JLTOSZI,O,X,O,O,X,X,X,X,X,X,X,X
JLTOZIS,O,O,O,O,X,O,X,X,X,X,X,X
JLTOZSI,O,X,O,O,X,O,X,X,X,O,X,X
JLITSZO,X,O,X,X,X,X,X,X,X,X,X,X
JLITSOZ,X,O,X,X,X,X,O,X,X,X,X,X
JLITZSO,X,O,X,X,X,X,X,X,X,O,X,X
JLITZOS,X,O,X,X,X,X,X,X,X,X,X,X
JLITOSZ,X,O,X,X,X,X,O,X,X,X,X,X
JLITOZS,X,O,X,X,X,X,X,X,X,X,X,X
JLISTZO,X,O,X,X,X,X,X,X,X,X,X,O
JLISTOZ,X,O,X,X,X,X,O,X,X,X,X,X
JLISZTO,X,O,X,X,X,X,X,X,X,X,X,O
JLISZOT,X,X,X,X,X,X,O,X,X,X,X,X
JLISOTZ,X,X,X,X,X,X,O,X,X,X,X,X
JLISOZT,X,X,X,X,X,X,O,X,X,X,X,X
JLIZTSO,X,O,X,X,X,X,X,X,X,O,X,X
JLIZTOS,X,O,X,X,X,X,X,X,X,X,X,X
JLIZSTO,X,O,X,X,X,X,X,X,X,O,X,O
JLIZSOT,X,X,X,X,X,X,O,X,X,O,X,X
JLIZOTS,X,O,X,X,X,X,X,X,X,X,X,X
JLIZOST,X,O,X,X,X,X,O,X,X,O,X,X
JLIOTSZ,X,O,X,X,X,X,O,X,X,X,X,X
JLIOTZS,X,O,X,X,X,X,X,X,X,X,X,X
JLIOSTZ,X,O,X,X,X,X,O,X,X,X,X,X
JLIOSZT,X,O,X,X,X,X,O,X,X,X,X,X
JLIOZTS,X,O,X,X,X,X,X,X,X,X,X,X
JLIOZST,X,O,X,X,X,X,O,X,X,X,X,X
JLSTIZO,O,X,O,O,O,X,X,X,O,X,X,O
JLSTIOZ,O,X,O,O,O,X,X,X,O,X,X,X
JLSTZIO,O,X,O,O,O,X,X,X,O,O,X,O
JLSTZOI,O,X,O,O,O,X,X,X,X,O,X,X
JLSTOIZ,O,X,O,O,O,X,X,X,O,X,X,X
JLSTOZI,O,X,O,O,O,X,X,X,X,X,X,X
JLSITZO,O,O,O,X,O,X,X,X,O,X,X,O
JLSITOZ,O,O,O,X,O,X,O,X,O,X,X,X
JLSIZTO,O,O,O,X,O,X,X,X,O,X,X,O
JLSIZOT,O,X,O,X,X,X,O,X,O,X,X,X
JLSIOTZ,X,X,X,X,O,X,O,X,X,X,X,X
JLSIOZT,X,X,O,X,X,X,O,X,X,X,X,X
JLSZTIO,O,X,O,O,O,X,X,X,O,O,X,X
JLSZTOI,O,X,O,O,O,X,X,X,O,O,X,X
JLSZITO,O,O,O,X,O,X,X,X,O,O,X,X
JLSZIOT,O,X,O,O,X,X,X,X,O,O,X,X
JLSZOTI,O,X,O,O,X,X,X,X,X,O,X,X
JLSZOIT,O,O,O,O,X,X,X,X,O,O,X,X
JLSOTIZ,O,O,O,O,O,X,X,X,X,X,X,X
JLSOTZI,O,X,O,O,O,X,X,X,X,X,X,X
JLSOITZ,O,O,X,X,O,X,O,X,X,X,X,X
JLSOIZT,O,O,O,X,X,X,O,X,X,X,X,X
JLSOZTI,O,X,O,O,X,X,X,X,X,X,X,X
JLSOZIT,O,O,O,O,X,X,X,X,X,X,X,X
JLZTISO,O,O,X,O,X,O,X,X,O,O,X,X
JLZTIOS,O,O,O,O,X,O,X,X,O,X,X,X
JLZTSIO,O,X,O,O,X,O,X,X,O,O,X,X
JLZTSOI,O,X,O,O,X,O,X,X,O,O,X,X
JLZTOIS,O,O,O,O,X,O,X,X,O,X,X,X
JLZTOSI,O,X,O,X,X,O,X,X,O,O,X,X
JLZITSO,X,O,X,X,X,O,X,X,O,O,X,X
JLZITOS,X,O,O,X,X,O,X,X,O,X,X,X
JLZISTO,O,O,X,X,X,O,X,X,O,O,X,X
