sequence,v115@OhA8HeE8CeF8Je0/IvhFxgBXiBTjB2pBVrBSvB,v115@OhA8HeE8CeF8JeFBJvhFXiBTjBxkBmkB0pBCrB,v115@OhA8HeE8CeF8JeKEJvhFclBxhBTjBlmB3qBupB,v115@OhA8HeE8CeF8Jei/IvhFXiBTjBRlBGmB0pBlqB,v115@OhA8HeE8CeF8Jei/IvhFFhBXiBTjB0pBxqBGqB,v115@OhA8HeE8CeF8JeKEJvhFUgBFhBXiBTjBxqBWvB
JZSLITO,X,X,X,X,O,X
JZSLIOT,O,X,X,O,O,X
JZSLOTI,O,X,X,X,O,X
JZSLOIT,O,X,X,O,O,X
JZSOTIL,O,O,X,O,O,X
JZSOTLI,O,X,X,X,O,X
JZSOITL,O,O,X,X,O,X
JZSOILT,O,O,X,O,O,X
JZSOLTI,O,X,X,X,O,X
JZSOLIT,O,X,X,O,O,X
JZOTILS,O,X,X,O,X,X
JZOTISL,O,X,X,O,X,X
JZOTLIS,O,X,X,O,X,X
JZOTLSI,O,X,X,X,X,X
JZOTSIL,O,X,X,O,X,X
JZOTSLI,O,X,X,X,X,X
JZOITLS,O,X,X,X,O,X
JZOITSL,O,O,X,X,O,X
JZOILTS,X,O,X,X,O,X
JZOILST,O,O,X,O,O,X
JZOISTL,O,O,X,X,O,X
JZOISLT,O,O,X,O,O,X
JZOLTIS,O,O,X,O,X,X
JZOLTSI,O,O,X,X,X,X
JZOLITS,X,O,X,X,O,X
JZOLIST,O,O,X,O,O,X
JZOLSTI,O,O,X,X,O,X
JZOLSIT,O,O,X,O,O,X
JZOSTIL,O,O,X,O,O,X
JZOSTLI,O,X,X,X,O,X
JZOSITL,O,O,X,X,O,X
JZOSILT,O,O,X,O,O,X
JZOSLTI,O,X,X,X,O,X
JZOSLIT,O,X,X,O,O,X
JOTILSZ,O,X,O,O,X,X
JOTILZS,O,X,X,X,X,X
JOTISLZ,O,X,O,O,X,X
JOTISZL,O,X,O,X,X,X
JOTIZLS,O,X,X,X,X,X
JOTIZSL,O,X,X,X,X,X
JOTLISZ,O,X,O,X,X,X
JOTLIZS,O,X,X,X,X,X
JOTLSIZ,O,X,O,X,X,X
JOTLSZI,O,X,O,X,X,X
JOTLZIS,O,X,X,X,X,X
JOTLZSI,O,X,X,X,X,X
JOTSILZ,O,X,O,O,X,X
JOTSIZL,O,X,O,X,X,X
JOTSLIZ,O,X,O,X,X,X
JOTSLZI,O,X,O,X,X,X
JOTSZIL,O,X,O,O,X,X
JOTSZLI,O,X,O,X,X,X
JOTZILS,O,X,X,O,X,X
JOTZISL,O,X,X,O,X,X
JOTZLIS,O,X,X,O,X,X
JOTZLSI,O,X,X,X,X,X
JOTZSIL,O,X,X,O,X,X
JOTZSLI,O,X,X,X,X,X
JOITLSZ,O,X,O,X,X,O
JOITLZS,O,X,X,X,X,O
JOITSLZ,O,X,O,X,X,O
JOITSZL,O,X,O,X,O,X
JOITZLS,O,X,X,X,O,X
JOITZSL,O,X,X,X,O,X
JOILTSZ,X,X,O,X,X,O
JOILTZS,X,X,X,X,X,O
JOILSTZ,X,X,X,X,X,O
JOILSZT,X,X,X,X,X,O
JOILZTS,X,X,X,X,X,O
JOILZST,X,X,X,X,X,O
JOISTLZ,O,X,X,X,X,O
JOISTZL,O,X,X,X,O,X
JOISLTZ,X,X,X,X,X,O
JOISLZT,O,X,X,X,X,O
JOISZTL,O,X,X,X,O,X
JOISZLT,O,X,X,X,O,X
JOIZTLS,O,X,X,X,O,X
JOIZTSL,O,X,X,X,O,X
JOIZLTS,X,X,X,X,O,X
JOIZLST,O,X,X,X,O,X
JOIZSTL,O,X,X,X,O,X
JOIZSLT,O,X,X,X,O,X
JOLTISZ,O,O,O,X,X,X
JOLTIZS,O,X,X,X,X,X
JOLTSIZ,O,O,O,X,X,X
JOLTSZI,O,O,O,X,X,X
JOLTZIS,O,O,X,X,X,X
JOLTZSI,O,O,X,X,X,X
JOLITSZ,X,O,O,X,X,O
JOLITZS,X,X,X,X,X,O
JOLISTZ,X,O,X,X,X,O
JOLISZT,X,X,X,X,X,O
JOLIZTS,X,X,X,X,X,O
JOLIZST,X,X,X,X,X,O
JOLSTIZ,O,O,O,X,X,O
JOLSTZI,O,O,O,X,X,X
JOLSITZ,X,O,X,X,X,O
JOLSIZT,O,X,X,X,X,O
JOLSZTI,O,O,O,X,X,X
JOLSZIT,O,O,X,X,X,X
JOLZTIS,O,O,X,X,X,X
JOLZTSI,O,O,X,X,X,X
JOLZITS,X,O,X,X,X,X
JOLZIST,O,O,X,X,X,X
JOLZSTI,O,O,X,X,X,X
JOLZSIT,O,O,X,X,X,X
JOSTILZ,O,X,O,O,X,O
JOSTIZL,O,X,O,X,O,X
JOSTLIZ,O,O,O,X,X,O
JOSTLZI,O,O,O,X,X,X
JOSTZIL,O,O,O,O,O,X
JOSTZLI,O,X,O,X,O,X
JOSITLZ,O,X,X,X,X,O
JOSITZL,O,X,X,X,O,X
JOSILTZ,X,X,X,X,X,O
JOSILZT,O,X,X,X,X,O
JOSIZTL,O,X,X,X,O,X
JOSIZLT,O,X,X,X,O,X
JOSLTIZ,O,O,O,X,X,O
JOSLTZI,O,O,O,X,X,X
JOSLITZ,X,O,X,X,X,O
JOSLIZT,O,X,X,X,X,O
JOSLZTI,O,O,O,X,X,X
JOSLZIT,O,O,X,X,X,X
JOSZTIL,O,O,O,O,O,X
JOSZTLI,O,X,O,X,O,X
JOSZITL,O,O,X,X,O,X
JOSZILT,O,O,X,O,O,X
JOSZLTI,O,X,O,X,O,X
JOSZLIT,O,X,X,O,O,X
JOZTILS,O,X,X,O,X,X
JOZTISL,O,X,X,O,X,X
JOZTLIS,O,X,X,O,X,X
JOZTLSI,O,X,X,X,X,X
JOZTSIL,O,X,X,O,X,X
JOZTSLI,O,X,X,X,X,X
JOZITLS,O,X,X,X,O,X
JOZITSL,O,O,X,X,O,X
JOZILTS,X,O,X,X,O,X
JOZILST,O,O,X,O,O,X
JOZISTL,O,O,X,X,O,X
JOZISLT,O,O,X,O,O,X
JOZLTIS,O,O,X,O,X,X
JOZLTSI,O,O,X,X,X,X
JOZLITS,X,O,X,X,O,X
JOZLIST,O,O,X,O,O,X
JOZLSTI,O,O,X,X,O,X
JOZLSIT,O,O,X,O,O,X
JOZSTIL,O,O,X,O,O,X
JOZSTLI,O,X,X,X,O,X
JOZSITL,O,O,X,X,O,X
JOZSILT,O,O,X,O,O,X
JOZSLTI,O,X,X,X,O,X
JOZSLIT,O,X,X,O,O,X
STILJZO,O,X,O,X,X,O
STILJOZ,O,O,O,O,X,O
STILZJO,X,O,O,X,O,O
STILZOJ,X,O,O,O,O,O
STILOJZ,O,O,O,O,X,O
STILOZJ,X,O,O,O,O,O
STIJLZO,O,X,O,X,X,O
STIJLOZ,O,X,O,O,X,O
STIJZLO,O,X,O,X,O,X
STIJZOL,O,X,O,X,O,X
STIJOLZ,O,X,O,O,X,O
STIJOZL,O,X,O,X,O,X
STIZLJO,X,X,O,O,O,O
STIZLOJ,X,O,O,O,O,O
STIZJLO,O,X,O,O,O,X
STIZJOL,O,O,O,O,O,X
STIZOLJ,X,O,O,O,O,O
STIZOJL,O,O,O,O,O,X
STIOLJZ,O,O,O,O,X,O
STIOLZJ,X,O,O,O,O,O
STIOJLZ,O,X,O,O,X,O
STIOJZL,O,X,O,X,O,X
STIOZLJ,X,O,O,O,O,O
STIOZJL,O,O,O,O,O,X
STLIJZO,O,X,O,X,X,O
STLIJOZ,O,O,O,O,X,O
STLIZJO,X,O,O,X,O,O
STLIZOJ,X,O,O,O,O,O
STLIOJZ,O,O,O,O,X,O
STLIOZJ,X,O,O,O,O,O
STLJIZO,O,X,O,X,X,O
STLJIOZ,O,O,O,X,X,O
STLJZIO,O,O,O,X,X,X
STLJZOI,O,O,O,X,X,X
STLJOIZ,O,O,O,X,X,O
STLJOZI,O,O,O,X,X,X
STLZIJO,X,O,O,O,O,O
STLZIOJ,X,O,O,O,O,O
STLZJIO,X,O,O,X,X,X
STLZJOI,X,O,O,X,O,X
STLZOIJ,X,O,O,O,O,O
STLZOJI,X,O,O,X,O,X
STLOIJZ,O,O,O,O,X,O
STLOIZJ,X,O,O,O,O,O
STLOJIZ,O,O,O,X,X,O
STLOJZI,O,O,O,X,X,X
STLOZIJ,X,O,O,O,O,O
STLOZJI,X,O,O,X,O,X
STJILZO,O,X,O,X,X,O
STJILOZ,O,X,O,O,X,O
STJIZLO,O,X,O,X,O,X
STJIZOL,O,X,O,X,O,X
STJIOLZ,O,X,O,O,X,O
STJIOZL,O,X,O,X,O,X
STJLIZO,O,X,O,X,X,O
STJLIOZ,O,O,O,X,X,O
STJLZIO,O,O,O,X,X,X
STJLZOI,O,O,O,X,X,X
STJLOIZ,O,O,O,X,X,O
STJLOZI,O,O,O,X,X,X
STJZILO,O,X,O,O,O,X
STJZIOL,O,O,O,O,O,X
STJZLIO,O,X,O,X,X,X
STJZLOI,O,X,O,X,O,X
STJZOIL,O,O,O,O,O,X
STJZOLI,O,X,O,X,O,X
STJOILZ,O,X,O,O,X,O
STJOIZL,O,X,O,X,O,X
STJOLIZ,O,O,O,X,X,O
STJOLZI,O,O,O,X,X,X
STJOZIL,O,O,O,O,O,X
STJOZLI,O,X,O,X,O,X
STZILJO,X,O,O,O,O,O
STZILOJ,X,O,O,O,O,O
STZIJLO,O,X,O,O,O,X
STZIJOL,O,O,O,O,O,X
STZIOLJ,X,O,O,O,O,O
STZIOJL,O,O,O,O,O,X
STZLIJO,X,O,O,O,O,O
STZLIOJ,X,O,O,O,O,O
STZLJIO,X,O,O,X,X,X
STZLJOI,X,O,O,X,O,X
STZLOIJ,X,O,O,O,O,O
STZLOJI,X,O,O,X,O,X
STZJILO,O,X,O,O,O,X
STZJIOL,O,O,O,O,O,X
STZJLIO,O,X,O,X,X,X
STZJLOI,O,X,O,X,O,X
STZJOIL,O,O,O,O,O,X
STZJOLI,O,X,O,X,O,X
STZOILJ,X,O,O,O,O,O
STZOIJL,O,O,O,O,O,X
STZOLIJ,X,O,O,O,O,O
STZOLJI,X,O,O,X,O,X
STZOJIL,O,O,O,O,O,X
STZOJLI,O,X,O,X,O,X
STOILJZ,O,O,O,O,X,O
STOILZJ,X,O,O,O,O,O
STOIJLZ,O,X,O,O,X,O
STOIJZL,O,X,O,X,O,X
STOIZLJ,X,O,O,O,O,O
STOIZJL,O,O,O,O,O,X
STOLIJZ,O,O,O,O,X,O
STOLIZJ,X,O,O,O,O,O
STOLJIZ,O,O,O,X,X,O
STOLJZI,O,O,O,X,X,X
STOLZIJ,X,O,O,O,O,O
STOLZJI,X,O,O,X,O,X
STOJILZ,O,X,O,O,X,O
STOJIZL,O,X,O,X,O,X
STOJLIZ,O,O,O,X,X,O
STOJLZI,O,O,O,X,X,X
STOJZIL,O,O,O,O,O,X
STOJZLI,O,X,O,X,O,X
STOZILJ,X,O,O,O,O,O
STOZIJL,O,O,O,O,O,X
STOZLIJ,X,O,O,O,O,O
STOZLJI,X,O,O,X,O,X
STOZJIL,O,O,O,O,O,X
STOZJLI,O,X,O,X,O,X
SITLJZO,O,X,O,X,X,O
SITLJOZ,O,O,O,O,X,O
SITLZJO,X,O,O,X,O,O
SITLZOJ,X,O,O,O,O,O
SITLOJZ,O,O,O,O,X,O
SITLOZJ,X,O,O,O,O,O
SITJLZO,O,X,O,X,X,O
SITJLOZ,O,X,O,O,X,O
SITJZLO,O,X,O,X,O,X
SITJZOL,O,X,O,X,O,X
SITJOLZ,O,X,O,O,X,O
SITJOZL,O,X,O,X,O,X
SITZLJO,X,X,O,O,O,O
SITZLOJ,X,O,O,O,O,O
SITZJLO,O,X,O,O,O,X
SITZJOL,O,O,O,O,O,X
SITZOLJ,X,O,O,O,O,O
SITZOJL,O,O,O,O,O,X
SITOLJZ,O,O,O,O,X,O
SITOLZJ,X,O,O,O,O,O
SITOJLZ,O,X,O,O,X,O
SITOJZL,O,X,O,X,O,X
SITOZLJ,X,O,O,O,O,O
SITOZJL,O,O,O,O,O,X
SILTJZO,O,X,O,X,X,O
SILTJOZ,O,O,O,X,X,O
SILTZJO,X,O,O,X,O,O
SILTZOJ,X,O,O,X,O,O
SILTOJZ,O,O,O,X,X,O
SILTOZJ,X,O,O,X,O,O
SILJTZO,X,X,X,X,X,O
SILJTOZ,X,O,X,X,X,O
SILJZTO,X,X,X,X,X,O
SILJZOT,O,X,X,X,X,O
SILJOTZ,X,O,X,X,X,O
SILJOZT,O,X,X,X,X,O
SILZTJO,X,O,O,X,O,O
SILZTOJ,X,O,O,X,O,O
SILZJTO,X,O,X,X,O,O
SILZJOT,X,O,X,X,O,O
SILZOTJ,X,O,O,X,O,O
SILZOJT,X,O,X,X,O,O
SILOTJZ,O,O,O,X,X,O
SILOTZJ,X,O,O,X,O,O
SILOJTZ,X,O,X,X,X,O
SILOJZT,O,X,X,X,X,O
SILOZTJ,X,O,O,X,O,O
SILOZJT,X,O,X,X,O,O
SIJTLZO,O,X,X,X,X,O
SIJTLOZ,O,X,X,X,X,O
SIJTZLO,O,X,X,X,O,X
SIJTZOL,O,X,X,X,O,X
SIJTOLZ,O,X,X,X,X,O
SIJTOZL,O,X,X,X,O,X
SIJLTZO,X,X,X,X,X,O
SIJLTOZ,X,X,X,X,X,O
SIJLZTO,X,X,X,X,X,O
SIJLZOT,O,X,X,X,X,O
SIJLOTZ,X,X,X,X,X,O
SIJLOZT,O,X,X,X,X,O
SIJZTLO,O,X,X,X,O,X
SIJZTOL,O,X,X,X,O,X
SIJZLTO,X,X,X,X,O,X
SIJZLOT,O,X,X,X,O,X
SIJZOTL,O,X,X,X,O,X
SIJZOLT,O,X,X,X,O,X
SIJOTLZ,O,X,X,X,X,O
SIJOTZL,O,X,X,X,O,X
SIJOLTZ,X,X,X,X,X,O
SIJOLZT,O,X,X,X,X,O
SIJOZTL,O,X,X,X,O,X
SIJOZLT,O,X,X,X,O,X
SIZTLJO,X,O,O,O,O,O
SIZTLOJ,X,O,O,O,O,O
SIZTJLO,O,X,O,O,O,X
SIZTJOL,O,O,O,O,O,X
SIZTOLJ,X,O,O,O,O,O
SIZTOJL,O,O,O,O,O,X
SIZLTJO,X,O,O,X,O,O
SIZLTOJ,X,O,O,O,O,O
SIZLJTO,X,O,X,X,O,O
SIZLJOT,X,O,X,O,O,O
SIZLOTJ,X,O,O,O,O,O
SIZLOJT,X,O,X,O,O,O
SIZJTLO,X,X,X,X,O,X
SIZJTOL,O,O,X,X,O,X
SIZJLTO,X,O,X,X,O,X
SIZJLOT,O,O,X,O,O,X
SIZJOTL,O,O,X,X,O,X
SIZJOLT,O,O,X,O,O,X
SIZOTLJ,X,O,O,O,O,O
SIZOTJL,O,O,O,O,O,X
SIZOLTJ,X,O,O,O,O,O
SIZOLJT,X,O,X,O,O,O
SIZOJTL,O,O,X,X,O,X
SIZOJLT,O,O,X,O,O,X
SIOTLJZ,O,O,O,O,X,O
SIOTLZJ,X,O,O,O,O,O
SIOTJLZ,O,X,O,O,X,O
SIOTJZL,O,X,O,X,O,X
SIOTZLJ,X,O,O,O,O,O
SIOTZJL,O,O,O,O,O,X
SIOLTJZ,O,O,O,X,X,O
SIOLTZJ,X,O,O,X,O,O
SIOLJTZ,X,O,X,X,X,O
SIOLJZT,O,X,X,X,X,O
SIOLZTJ,X,O,O,X,O,O
SIOLZJT,X,O,X,X,O,O
SIOJTLZ,O,X,X,X,X,O
SIOJTZL,O,X,X,X,O,X
SIOJLTZ,X,X,X,X,X,O
SIOJLZT,O,X,X,X,X,O
SIOJZTL,O,X,X,X,O,X
SIOJZLT,O,X,X,X,O,X
SIOZTLJ,X,O,O,O,O,O
SIOZTJL,O,O,O,O,O,X
SIOZLTJ,X,O,O,O,O,O
SIOZLJT,X,O,X,O,O,O
SIOZJTL,O,O,X,X,O,X
SIOZJLT,O,O,X,O,O,X
SLTIJZO,O,X,O,X,X,O
SLTIJOZ,O,O,O,O,X,O
SLTIZJO,X,O,O,X,O,O
SLTIZOJ,X,O,O,O,O,O
SLTIOJZ,O,O,O,O,X,O
SLTIOZJ,X,O,O,O,O,O
SLTJIZO,O,X,O,X,X,O
SLTJIOZ,O,O,O,X,X,O
SLTJZIO,O,O,O,X,X,X
SLTJZOI,O,O,O,X,X,X
SLTJOIZ,O,O,O,X,X,O
SLTJOZI,O,O,O,X,X,X
SLTZIJO,X,O,O,O,O,O
SLTZIOJ,X,O,O,O,O,O
SLTZJIO,X,O,O,X,X,X
SLTZJOI,X,O,O,X,O,X
SLTZOIJ,X,O,O,O,O,O
SLTZOJI,X,O,O,X,O,X
SLTOIJZ,O,O,O,O,X,O
SLTOIZJ,X,O,O,O,O,O
SLTOJIZ,O,O,O,X,X,O
SLTOJZI,O,O,O,X,X,X
SLTOZIJ,X,O,O,O,O,O
SLTOZJI,X,O,O,X,O,X
SLITJZO,O,X,O,X,X,O
SLITJOZ,O,O,O,X,X,O
SLITZJO,X,O,O,X,O,O
SLITZOJ,X,O,O,X,O,O
SLITOJZ,O,O,O,X,X,O
SLITOZJ,X,O,O,X,O,O
SLIJTZO,X,X,X,X,X,O
SLIJTOZ,X,O,X,X,X,O
SLIJZTO,X,X,X,X,X,O
SLIJZOT,O,X,X,X,X,O
SLIJOTZ,X,O,X,X,X,O
SLIJOZT,O,X,X,X,X,O
SLIZTJO,X,O,O,X,O,O
SLIZTOJ,X,O,O,X,O,O
SLIZJTO,X,O,X,X,O,O
SLIZJOT,X,O,X,X,O,O
SLIZOTJ,X,O,O,X,O,O
SLIZOJT,X,O,X,X,O,O
SLIOTJZ,O,O,O,X,X,O
SLIOTZJ,X,O,O,X,O,O
SLIOJTZ,X,O,X,X,X,O
SLIOJZT,O,X,X,X,X,O
SLIOZTJ,X,O,O,X,O,O
SLIOZJT,X,O,X,X,O,O
SLJTIZO,O,X,O,X,X,O
SLJTIOZ,O,O,O,X,X,O
SLJTZIO,O,O,O,X,X,X
SLJTZOI,O,O,O,X,X,X
SLJTOIZ,O,O,O,X,X,O
SLJTOZI,O,O,O,X,X,X
SLJITZO,X,X,X,X,X,O
SLJITOZ,X,O,X,X,X,O
SLJIZTO,X,X,X,X,X,O
SLJIZOT,O,X,X,X,X,O
SLJIOTZ,X,O,X,X,X,O
SLJIOZT,O,X,X,X,X,O
SLJZTIO,O,O,O,X,X,X
SLJZTOI,O,O,O,X,X,X
SLJZITO,X,O,X,X,X,X
SLJZIOT,O,O,X,X,X,X
SLJZOTI,O,O,O,X,X,X
SLJZOIT,O,O,X,X,X,X
SLJOTIZ,O,O,O,X,X,O
SLJOTZI,O,O,O,X,X,X
SLJOITZ,X,O,X,X,X,O
SLJOIZT,O,X,X,X,X,O
SLJOZTI,O,O,O,X,X,X
SLJOZIT,O,O,X,X,X,X
SLZTIJO,X,O,O,O,O,O
SLZTIOJ,X,O,O,O,O,O
SLZTJIO,X,O,O,X,X,X
SLZTJOI,X,O,O,X,O,X
SLZTOIJ,X,O,O,O,O,O
SLZTOJI,X,O,O,X,O,X
SLZITJO,X,O,O,X,O,O
SLZITOJ,X,O,O,O,O,O
SLZIJTO,X,O,X,X,O,O
SLZIJOT,X,O,X,O,O,O
SLZIOTJ,X,O,O,O,O,O
SLZIOJT,X,O,X,O,O,O
SLZJTIO,X,O,O,X,X,X
SLZJTOI,X,O,O,X,O,X
SLZJITO,X,O,X,X,O,X
SLZJIOT,X,O,X,O,O,X
SLZJOTI,X,O,O,X,O,X
SLZJOIT,X,O,X,O,O,X
SLZOTIJ,X,O,O,O,O,O
SLZOTJI,X,O,O,X,O,X
SLZOITJ,X,O,O,O,O,O
SLZOIJT,X,O,X,O,O,O
SLZOJTI,X,O,O,X,O,X
SLZOJIT,X,O,X,O,O,X
SLOTIJZ,O,O,O,O,X,O
SLOTIZJ,X,O,O,O,O,O
SLOTJIZ,O,O,O,X,X,O
SLOTJZI,O,O,O,X,X,X
SLOTZIJ,X,O,O,O,O,O
SLOTZJI,X,O,O,X,O,X
SLOITJZ,O,O,O,X,X,O
SLOITZJ,X,O,O,X,O,O
SLOIJTZ,X,O,X,X,X,O
SLOIJZT,O,X,X,X,X,O
SLOIZTJ,X,O,O,X,O,O
SLOIZJT,X,O,X,X,O,O
SLOJTIZ,O,O,O,X,X,O
SLOJTZI,O,O,O,X,X,X
SLOJITZ,X,O,X,X,X,O
SLOJIZT,O,X,X,X,X,O
SLOJZTI,O,O,O,X,X,X
SLOJZIT,O,O,X,X,X,X
SLOZTIJ,X,O,O,O,O,O
SLOZTJI,X,O,O,X,O,X
SLOZITJ,X,O,O,O,O,O
SLOZIJT,X,O,X,O,O,O
SLOZJTI,X,O,O,X,O,X
SLOZJIT,X,O,X,O,O,X
SJTILZO,O,X,O,X,X,O
SJTILOZ,O,X,O,O,X,O
SJTIZLO,O,X,O,X,O,X
SJTIZOL,O,X,O,X,O,X
SJTIOLZ,O,X,O,O,X,O
SJTIOZL,O,X,O,X,O,X
SJTLIZO,O,X,O,X,X,O
SJTLIOZ,O,O,O,X,X,O
SJTLZIO,O,O,O,X,X,X
SJTLZOI,O,O,O,X,X,X
SJTLOIZ,O,O,O,X,X,O
SJTLOZI,O,O,O,X,X,X
SJTZILO,O,X,O,O,O,X
SJTZIOL,O,O,O,O,O,X
SJTZLIO,O,X,O,X,X,X
SJTZLOI,O,X,O,X,O,X
SJTZOIL,O,O,O,O,O,X
SJTZOLI,O,X,O,X,O,X
SJTOILZ,O,X,O,O,X,O
SJTOIZL,O,X,O,X,O,X
SJTOLIZ,O,O,O,X,X,O
SJTOLZI,O,O,O,X,X,X
SJTOZIL,O,O,O,O,O,X
SJTOZLI,O,X,O,X,O,X
SJITLZO,O,X,X,X,X,O
SJITLOZ,O,X,X,X,X,O
SJITZLO,O,X,X,X,O,X
SJITZOL,O,X,X,X,O,X
SJITOLZ,O,X,X,X,X,O
SJITOZL,O,X,X,X,O,X
SJILTZO,X,X,X,X,X,O
SJILTOZ,X,X,X,X,X,O
SJILZTO,X,X,X,X,X,O
SJILZOT,O,X,X,X,X,O
SJILOTZ,X,X,X,X,X,O
SJILOZT,O,X,X,X,X,O
SJIZTLO,O,X,X,X,O,X
SJIZTOL,O,X,X,X,O,X
SJIZLTO,X,X,X,X,O,X
SJIZLOT,O,X,X,X,O,X
SJIZOTL,O,X,X,X,O,X
SJIZOLT,O,X,X,X,O,X
SJIOTLZ,O,X,X,X,X,O
SJIOTZL,O,X,X,X,O,X
SJIOLTZ,X,X,X,X,X,O
SJIOLZT,O,X,X,X,X,O
SJIOZTL,O,X,X,X,O,X
SJIOZLT,O,X,X,X,O,X
SJLTIZO,O,X,O,X,X,O
SJLTIOZ,O,O,O,X,X,O
SJLTZIO,O,O,O,X,X,X
SJLTZOI,O,O,O,X,X,X
SJLTOIZ,O,O,O,X,X,O
SJLTOZI,O,O,O,X,X,X
SJLITZO,X,X,X,X,X,O
SJLITOZ,X,O,X,X,X,O
SJLIZTO,X,X,X,X,X,O
SJLIZOT,O,X,X,X,X,O
SJLIOTZ,X,O,X,X,X,O
SJLIOZT,O,X,X,X,X,O
SJLZTIO,O,O,O,X,X,X
SJLZTOI,O,O,O,X,X,X
SJLZITO,X,O,X,X,X,X
SJLZIOT,O,O,X,X,X,X
SJLZOTI,O,O,O,X,X,X
SJLZOIT,O,O,X,X,X,X
SJLOTIZ,O,O,O,X,X,O
SJLOTZI,O,O,O,X,X,X
SJLOITZ,X,O,X,X,X,O
SJLOIZT,O,X,X,X,X,O
SJLOZTI,O,O,O,X,X,X
SJLOZIT,O,O,X,X,X,X
SJZTILO,O,X,O,O,O,X
SJZTIOL,O,O,O,O,O,X
SJZTLIO,O,X,O,X,X,X
SJZTLOI,O,X,O,X,O,X
SJZTOIL,O,O,O,O,O,X
SJZTOLI,O,X,O,X,O,X
SJZITLO,O,X,X,X,O,X
SJZITOL,O,O,X,X,O,X
SJZILTO,X,O,X,X,O,X
SJZILOT,O,O,X,O,O,X
SJZIOTL,O,O,X,X,O,X
SJZIOLT,O,O,X,O,O,X
SJZLTIO,O,X,O,X,X,X
SJZLTOI,O,X,O,X,O,X
SJZLITO,X,X,X,X,O,X
SJZLIOT,O,X,X,O,O,X
SJZLOTI,O,X,O,X,O,X
SJZLOIT,O,X,X,O,O,X
SJZOTIL,O,O,O,O,O,X
SJZOTLI,O,X,O,X,O,X
SJZOITL,O,O,X,X,O,X
SJZOILT,O,O,X,O,O,X
SJZOLTI,O,X,O,X,O,X
SJZOLIT,O,X,X,O,O,X
SJOTILZ,O,X,O,O,X,O
SJOTIZL,O,X,O,X,O,X
SJOTLIZ,O,O,O,X,X,O
SJOTLZI,O,O,O,X,X,X
SJOTZIL,O,O,O,O,O,X
SJOTZLI,O,X,O,X,O,X
SJOITLZ,O,X,X,X,X,O
SJOITZL,O,X,X,X,O,X
SJOILTZ,X,X,X,X,X,O
SJOILZT,O,X,X,X,X,O
SJOIZTL,O,X,X,X,O,X
SJOIZLT,O,X,X,X,O,X
SJOLTIZ,O,O,O,X,X,O
SJOLTZI,O,O,O,X,X,X
SJOLITZ,X,O,X,X,X,O
SJOLIZT,O,X,X,X,X,O
SJOLZTI,O,O,O,X,X,X
SJOLZIT,O,O,X,X,X,X
SJOZTIL,O,O,O,O,O,X
SJOZTLI,O,X,O,X,O,X
SJOZITL,O,O,X,X,O,X
SJOZILT,O,O,X,O,O,X
SJOZLTI,O,X,O,X,O,X
SJOZLIT,O,X,X,O,O,X
SZTILJO,X,O,O,O,O,O
SZTILOJ,X,O,O,O,O,O
SZTIJLO,O,X,O,O,O,X
SZTIJOL,O,O,O,O,O,X
SZTIOLJ,X,O,O,O,O,O
SZTIOJL,O,O,O,O,O,X
SZTLIJO,X,O,O,O,O,O
SZTLIOJ,X,O,O,O,O,O
SZTLJIO,X,O,O,X,X,X
SZTLJOI,X,O,O,X,O,X
SZTLOIJ,X,O,O,O,O,O
SZTLOJI,X,O,O,X,O,X
SZTJILO,O,X,O,O,O,X
SZTJIOL,O,O,O,O,O,X
SZTJLIO,O,X,O,X,X,X
SZTJLOI,O,X,O,X,O,X
SZTJOIL,O,O,O,O,O,X
SZTJOLI,O,X,O,X,O,X
SZTOILJ,X,O,O,O,O,O
SZTOIJL,O,O,O,O,O,X
SZTOLIJ,X,O,O,O,O,O
SZTOLJI,X,O,O,X,O,X
SZTOJIL,O,O,O,O,O,X
SZTOJLI,O,X,O,X,O,X
SZITLJO,X,O,O,O,O,O
SZITLOJ,X,O,O,O,O,O
SZITJLO,O,X,O,O,O,X
SZITJOL,O,O,O,O,O,X
SZITOLJ,X,O,O,O,O,O
SZITOJL,O,O,O,O,O,X
SZILTJO,X,O,O,X,O,O
SZILTOJ,X,O,O,O,O,O
SZILJTO,X,O,X,X,O,O
SZILJOT,X,O,X,O,O,O
SZILOTJ,X,O,O,O,O,O
SZILOJT,X,O,X,O,O,O
SZIJTLO,X,X,X,X,O,X
SZIJTOL,O,O,X,X,O,X
SZIJLTO,X,O,X,X,O,X
SZIJLOT,O,O,X,O,O,X
SZIJOTL,O,O,X,X,O,X
SZIJOLT,O,O,X,O,O,X
SZIOTLJ,X,O,O,O,O,O
SZIOTJL,O,O,O,O,O,X
SZIOLTJ,X,O,O,O,O,O
SZIOLJT,X,O,X,O,O,O
SZIOJTL,O,O,X,X,O,X
SZIOJLT,O,O,X,O,O,X
SZLTIJO,X,O,O,O,O,O
SZLTIOJ,X,O,O,O,O,O
SZLTJIO,X,O,O,X,X,X
SZLTJOI,X,O,O,X,O,X
SZLTOIJ,X,O,O,O,O,O
SZLTOJI,X,O,O,X,O,X
SZLITJO,X,O,O,X,O,O
SZLITOJ,X,O,O,O,O,O
SZLIJTO,X,O,X,X,O,O
SZLIJOT,X,O,X,O,O,O
SZLIOTJ,X,O,O,O,O,O
