sequence,v115@GhB8HeC8CeA8CeC8BeB8CeA8Jel/IvhF3gBcmBZoBO?sB6sBTqB,v115@GhB8HeC8CeA8CeC8BeB8CeA8Jel/IvhF3gBcmBZoB6?sBOsBTqB,v115@GhB8HeC8CeA8CeC8BeB8CeA8Jex/IvhFThBOnB8nBF?lB3qByxB,v115@GhB8HeC8CeA8CeC8BeB8CeA8Jex/IvhFThBiiBFlBc?sBetB3qB,v115@GhB8HeC8CeA8CeC8BeB8CeA8Jex/IvhFThBmiB1qBK?sBftBUqB,v115@GhB8HeC8CeA8CeC8BeB8CeA8Jex/IvhFThBiiB1qBm?sBUqB3sB,v115@GhB8HeC8CeA8CeC8BeB8CeA8Jex/IvhFThBFlBmnB3?qB0sBisB
SIZTOLJ,X,O,X,X,X,X,O
SIZTOJL,O,X,X,X,X,X,O
SIZLTJO,O,O,O,X,O,X,X
SIZLTOJ,X,O,O,X,O,X,X
SIZLJTO,O,O,O,X,O,X,X
SIZLJOT,X,X,O,X,O,X,X
SIZLOTJ,X,O,O,X,X,X,X
SIZLOJT,X,O,O,X,O,X,X
SIZJTLO,O,O,X,O,X,X,O
SIZJTOL,O,X,X,O,X,X,O
SIZJLTO,O,O,X,O,X,X,X
SIZJLOT,X,X,X,O,X,X,X
SIZJOTL,O,X,X,O,X,X,O
SIZJOLT,O,X,X,O,X,X,X
SIZOTLJ,O,O,X,X,X,X,O
SIZOTJL,O,O,X,X,X,X,O
SIZOLTJ,O,O,O,X,X,X,X
SIZOLJT,O,O,O,X,X,X,X
SIZOJTL,O,O,X,O,X,X,O
SIZOJLT,O,O,X,O,X,X,X
SIOTLJZ,X,X,O,O,O,X,X
SIOTLZJ,X,O,O,X,O,X,O
SIOTJLZ,X,X,O,O,X,X,X
SIOTJZL,O,X,X,O,X,X,O
SIOTZLJ,O,O,O,X,X,X,O
SIOTZJL,O,O,X,O,X,X,O
SIOLTJZ,X,X,O,X,O,X,X
SIOLTZJ,X,O,O,X,O,X,X
SIOLJTZ,X,X,X,X,O,X,X
SIOLJZT,X,X,O,O,O,X,X
SIOLZTJ,X,O,O,X,X,X,X
SIOLZJT,X,O,O,X,O,X,X
SIOJTLZ,X,X,X,O,X,X,X
SIOJTZL,O,X,X,O,X,X,X
SIOJLTZ,X,X,X,X,X,O,X
SIOJLZT,X,X,O,O,X,X,X
SIOJZTL,O,X,X,O,X,X,X
SIOJZLT,O,X,X,O,X,X,X
SIOZTLJ,O,O,X,X,X,X,O
SIOZTJL,O,O,X,X,X,X,O
SIOZLTJ,O,O,O,X,X,X,X
SIOZLJT,O,O,O,X,X,X,X
SIOZJTL,O,O,X,O,X,X,O
SIOZJLT,O,O,X,O,X,X,X
SLTIJZO,X,X,O,O,O,X,X
SLTIJOZ,X,X,O,O,O,X,X
SLTIZJO,X,O,O,X,O,X,O
SLTIZOJ,X,O,O,X,O,X,O
SLTIOJZ,X,X,O,O,O,X,X
SLTIOZJ,X,O,O,X,O,X,O
SLTJIZO,X,X,O,O,O,X,X
SLTJIOZ,X,X,O,O,O,X,X
SLTJZIO,X,X,O,O,O,X,X
SLTJZOI,X,X,O,O,O,X,X
SLTJOIZ,X,X,O,O,O,X,X
SLTJOZI,X,X,O,O,O,X,X
SLTZIJO,X,O,O,X,O,X,O
SLTZIOJ,X,O,O,X,O,X,O
SLTZJIO,X,O,O,X,O,X,O
SLTZJOI,X,X,O,X,O,X,O
SLTZOIJ,X,O,O,X,O,X,O
SLTZOJI,X,X,O,X,O,X,O
SLTOIJZ,X,X,O,O,O,X,X
SLTOIZJ,X,O,O,X,O,X,O
SLTOJIZ,X,X,O,O,O,X,X
SLTOJZI,X,X,O,O,O,X,X
SLTOZIJ,X,O,O,X,O,X,O
SLTOZJI,X,O,O,X,O,X,O
SLITJZO,X,X,O,X,O,X,X
SLITJOZ,X,X,O,X,O,X,X
SLITZJO,X,O,O,X,O,X,X
SLITZOJ,X,O,O,X,O,X,X
SLITOJZ,X,X,O,X,O,X,X
SLITOZJ,X,O,O,X,O,X,X
SLIJTZO,X,X,X,X,O,X,X
SLIJTOZ,X,X,X,X,O,X,X
SLIJZTO,X,X,O,O,O,X,X
SLIJZOT,X,X,O,O,O,X,X
SLIJOTZ,X,X,X,X,O,X,X
SLIJOZT,X,X,O,O,O,X,X
SLIZTJO,X,O,O,X,O,X,X
SLIZTOJ,X,O,O,X,O,X,X
SLIZJTO,X,O,O,X,O,X,X
SLIZJOT,X,X,O,X,O,X,X
SLIZOTJ,X,O,O,X,X,X,X
SLIZOJT,X,O,O,X,O,X,X
SLIOTJZ,X,X,O,X,O,X,X
SLIOTZJ,X,O,O,X,O,X,X
SLIOJTZ,X,X,X,X,O,X,X
SLIOJZT,X,X,O,O,O,X,X
SLIOZTJ,X,O,O,X,X,X,X
SLIOZJT,X,O,O,X,O,X,X
SLJTIZO,X,X,O,O,O,X,X
SLJTIOZ,X,X,O,O,O,X,X
SLJTZIO,X,X,O,O,O,X,X
SLJTZOI,X,X,O,O,O,X,X
SLJTOIZ,X,X,O,O,O,X,X
SLJTOZI,X,X,O,O,O,X,X
SLJITZO,X,X,X,X,O,X,X
SLJITOZ,X,X,X,X,O,X,X
SLJIZTO,X,X,O,O,O,X,X
SLJIZOT,X,X,O,O,O,X,X
SLJIOTZ,X,X,X,X,O,X,X
SLJIOZT,X,X,O,O,O,X,X
SLJZTIO,X,X,O,O,O,X,X
SLJZTOI,X,X,O,O,O,X,X
SLJZITO,X,X,O,O,O,X,X
SLJZIOT,X,X,O,O,O,X,X
SLJZOTI,X,X,O,O,O,X,X
SLJZOIT,X,X,O,O,O,X,X
SLJOTIZ,X,X,O,O,O,X,X
SLJOTZI,X,X,O,O,O,X,X
SLJOITZ,X,X,X,X,O,X,X
SLJOIZT,X,X,O,O,O,X,X
SLJOZTI,X,X,O,O,O,X,X
SLJOZIT,X,X,O,O,O,X,X
SLZTIJO,X,O,O,X,O,X,O
SLZTIOJ,X,O,O,X,O,X,O
SLZTJIO,X,O,O,X,O,X,O
SLZTJOI,X,X,O,X,O,X,O
SLZTOIJ,X,O,O,X,O,X,O
SLZTOJI,X,X,O,X,O,X,O
SLZITJO,X,O,O,X,O,X,X
SLZITOJ,X,O,O,X,O,X,X
SLZIJTO,X,O,O,X,O,X,X
SLZIJOT,X,X,O,X,O,X,X
SLZIOTJ,X,O,O,X,X,X,X
SLZIOJT,X,O,O,X,O,X,X
SLZJTIO,X,O,O,X,O,X,O
SLZJTOI,X,X,O,X,O,X,O
SLZJITO,X,O,O,X,O,X,X
SLZJIOT,X,X,O,X,O,X,X
SLZJOTI,X,X,O,X,O,X,O
SLZJOIT,X,X,O,X,O,X,X
SLZOTIJ,X,O,O,X,O,X,O
SLZOTJI,X,O,O,X,O,X,O
SLZOITJ,X,O,O,X,X,X,X
SLZOIJT,X,O,O,X,O,X,X
SLZOJTI,X,O,O,X,O,X,O
SLZOJIT,X,O,O,X,O,X,X
SLOTIJZ,X,X,O,O,O,X,X
SLOTIZJ,X,O,O,X,O,X,O
SLOTJIZ,X,X,O,O,O,X,X
SLOTJZI,X,X,O,O,O,X,X
SLOTZIJ,X,O,O,X,O,X,O
SLOTZJI,X,O,O,X,O,X,O
SLOITJZ,X,X,O,X,O,X,X
SLOITZJ,X,O,O,X,O,X,X
SLOIJTZ,X,X,X,X,O,X,X
SLOIJZT,X,X,O,O,O,X,X
SLOIZTJ,X,O,O,X,X,X,X
SLOIZJT,X,O,O,X,O,X,X
SLOJTIZ,X,X,O,O,O,X,X
SLOJTZI,X,X,O,O,O,X,X
SLOJITZ,X,X,X,X,O,X,X
SLOJIZT,X,X,O,O,O,X,X
SLOJZTI,X,X,O,O,O,X,X
SLOJZIT,X,X,O,O,O,X,X
SLOZTIJ,X,O,O,X,O,X,O
SLOZTJI,X,O,O,X,O,X,O
SLOZITJ,X,O,O,X,X,X,X
SLOZIJT,X,O,O,X,O,X,X
SLOZJTI,X,O,O,X,O,X,O
SLOZJIT,X,O,O,X,O,X,X
SJTILZO,X,X,O,O,O,O,X
SJTILOZ,X,X,O,O,O,O,X
SJTIZLO,O,X,X,O,X,O,O
SJTIZOL,O,X,X,O,X,O,O
SJTIOLZ,X,X,O,O,X,O,X
SJTIOZL,O,X,X,O,X,O,O
SJTLIZO,X,X,O,O,O,O,X
SJTLIOZ,X,X,O,O,O,O,X
SJTLZIO,X,X,O,O,O,O,X
SJTLZOI,X,X,O,O,O,O,X
SJTLOIZ,X,X,O,O,O,O,X
SJTLOZI,X,X,O,O,O,O,X
SJTZILO,O,X,X,O,X,O,O
SJTZIOL,O,X,X,O,X,O,O
SJTZLIO,O,X,X,O,X,O,O
SJTZLOI,X,X,X,O,X,O,O
SJTZOIL,O,X,X,O,X,O,O
SJTZOLI,X,X,X,O,X,O,O
SJTOILZ,X,X,O,O,X,O,X
SJTOIZL,O,X,X,O,X,O,O
SJTOLIZ,X,X,O,O,X,O,X
SJTOLZI,X,X,O,O,X,O,X
SJTOZIL,O,X,X,O,X,O,O
SJTOZLI,O,X,X,O,X,O,O
SJITLZO,X,X,X,O,O,O,X
SJITLOZ,X,X,X,O,O,O,X
SJITZLO,O,X,X,O,X,O,X
SJITZOL,O,X,X,O,X,O,X
SJITOLZ,X,X,X,O,X,O,X
SJITOZL,O,X,X,O,X,O,X
SJILTZO,X,X,X,X,O,X,X
SJILTOZ,X,X,X,X,O,O,X
SJILZTO,X,X,O,O,O,X,X
SJILZOT,X,X,O,O,O,X,X
SJILOTZ,X,X,X,X,O,O,X
SJILOZT,X,X,O,O,O,X,X
SJIZTLO,O,X,X,O,X,X,X
SJIZTOL,O,X,X,O,X,X,X
SJIZLTO,O,X,X,O,X,X,X
SJIZLOT,X,X,X,O,X,X,X
SJIZOTL,O,X,X,O,X,X,X
SJIZOLT,O,X,X,O,X,X,X
SJIOTLZ,X,X,X,O,X,X,X
SJIOTZL,O,X,X,O,X,X,X
SJIOLTZ,X,X,X,X,X,O,X
SJIOLZT,X,X,O,O,X,X,X
SJIOZTL,O,X,X,O,X,X,X
SJIOZLT,O,X,X,O,X,X,X
SJLTIZO,X,X,O,O,O,X,X
SJLTIOZ,X,X,O,O,O,O,X
SJLTZIO,X,X,O,O,O,O,X
SJLTZOI,X,X,O,O,O,O,X
SJLTOIZ,X,X,O,O,O,O,X
SJLTOZI,X,X,O,O,O,O,X
SJLITZO,X,X,X,X,O,X,X
SJLITOZ,X,X,X,X,O,O,X
SJLIZTO,X,X,O,O,O,X,X
SJLIZOT,X,X,O,O,O,X,X
SJLIOTZ,X,X,X,X,O,O,X
SJLIOZT,X,X,O,O,O,X,X
SJLZTIO,X,X,O,O,O,X,X
SJLZTOI,X,X,O,O,O,X,X
SJLZITO,X,X,O,O,O,X,X
SJLZIOT,X,X,O,O,O,X,X
SJLZOTI,X,X,O,O,O,X,X
SJLZOIT,X,X,O,O,O,X,X
SJLOTIZ,X,X,O,O,O,O,X
SJLOTZI,X,X,O,O,O,O,X
SJLOITZ,X,X,X,X,O,O,X
SJLOIZT,X,X,O,O,O,X,X
SJLOZTI,X,X,O,O,O,X,X
SJLOZIT,X,X,O,O,O,X,X
SJZTILO,O,X,X,O,X,X,O
SJZTIOL,O,X,X,O,X,X,O
SJZTLIO,O,X,X,O,X,X,O
SJZTLOI,X,X,X,O,X,X,O
SJZTOIL,O,X,X,O,X,X,O
SJZTOLI,X,X,X,O,X,X,O
SJZITLO,O,X,X,O,X,X,O
SJZITOL,O,X,X,O,X,X,O
SJZILTO,O,X,X,O,X,X,X
SJZILOT,X,X,X,O,X,X,X
SJZIOTL,O,X,X,O,X,X,O
SJZIOLT,O,X,X,O,X,X,X
SJZLTIO,O,X,X,O,X,X,O
SJZLTOI,X,X,X,O,X,X,O
SJZLITO,O,X,X,O,X,X,X
SJZLIOT,X,X,X,O,X,X,X
SJZLOTI,X,X,X,O,X,X,O
SJZLOIT,X,X,X,O,X,X,X
SJZOTIL,O,X,X,O,X,X,O
SJZOTLI,O,X,X,O,X,X,O
SJZOITL,O,X,X,O,X,X,O
SJZOILT,O,X,X,O,X,X,X
SJZOLTI,O,X,X,O,X,X,O
SJZOLIT,O,X,X,O,X,X,X
SJOTILZ,X,X,O,O,X,O,X
SJOTIZL,O,X,X,O,X,O,O
SJOTLIZ,X,X,O,O,X,O,X
SJOTLZI,X,X,O,O,X,O,X
SJOTZIL,O,X,X,O,X,O,O
SJOTZLI,O,X,X,O,X,O,O
SJOITLZ,X,X,X,O,X,X,X
SJOITZL,O,X,X,O,X,X,X
SJOILTZ,X,X,X,X,X,O,X
SJOILZT,X,X,O,O,X,X,X
SJOIZTL,O,X,X,O,X,X,X
SJOIZLT,O,X,X,O,X,X,X
SJOLTIZ,X,X,O,O,X,O,X
SJOLTZI,X,X,O,O,X,O,X
SJOLITZ,X,X,X,X,X,O,X
SJOLIZT,X,X,O,O,X,X,X
SJOLZTI,X,X,O,O,X,X,X
SJOLZIT,X,X,O,O,X,X,X
SJOZTIL,O,X,X,O,X,X,O
SJOZTLI,O,X,X,O,X,X,O
SJOZITL,O,X,X,O,X,X,O
SJOZILT,O,X,X,O,X,X,X
SJOZLTI,O,X,X,O,X,X,O
SJOZLIT,O,X,X,O,X,X,X
SZTILJO,O,O,O,X,O,X,O
SZTILOJ,X,O,O,X,O,X,O
SZTIJLO,O,O,X,O,X,X,O
SZTIJOL,O,X,X,O,X,X,O
SZTIOLJ,X,O,O,X,X,X,O
SZTIOJL,O,X,X,O,X,X,O
SZTLIJO,O,O,O,X,O,X,O
SZTLIOJ,X,O,O,X,O,X,O
SZTLJIO,O,O,O,X,O,X,O
SZTLJOI,X,X,O,X,O,X,O
SZTLOIJ,X,O,O,X,O,X,O
SZTLOJI,X,X,O,X,O,X,O
SZTJILO,O,O,X,O,X,X,O
SZTJIOL,O,X,X,O,X,X,O
SZTJLIO,O,O,X,O,X,X,O
SZTJLOI,X,X,X,O,X,X,O
SZTJOIL,O,X,X,O,X,X,O
SZTJOLI,X,X,X,O,X,X,O
SZTOILJ,X,O,O,X,X,X,O
SZTOIJL,O,X,X,O,X,X,O
SZTOLIJ,X,O,O,X,X,X,O
SZTOLJI,X,X,O,X,X,X,O
SZTOJIL,O,X,X,O,X,X,O
SZTOJLI,X,X,X,O,X,X,O
SZITLJO,O,O,X,X,O,X,O
SZITLOJ,X,O,X,X,O,X,O
SZITJLO,O,O,X,X,X,X,O
SZITJOL,O,X,X,X,X,X,O
SZITOLJ,X,O,X,X,X,X,O
SZITOJL,O,X,X,X,X,X,O
SZILTJO,O,O,O,X,O,X,X
SZILTOJ,X,O,O,X,O,X,X
SZILJTO,O,O,O,X,O,X,X
SZILJOT,X,X,O,X,O,X,X
SZILOTJ,X,O,O,X,X,X,X
SZILOJT,X,O,O,X,O,X,X
SZIJTLO,O,O,X,O,X,X,O
SZIJTOL,O,X,X,O,X,X,O
SZIJLTO,O,O,X,O,X,X,X
SZIJLOT,X,X,X,O,X,X,X
SZIJOTL,O,X,X,O,X,X,O
SZIJOLT,O,X,X,O,X,X,X
SZIOTLJ,O,O,X,X,X,X,O
SZIOTJL,O,O,X,X,X,X,O
SZIOLTJ,O,O,O,X,X,X,X
SZIOLJT,O,O,O,X,X,X,X
SZIOJTL,O,O,X,O,X,X,O
SZIOJLT,O,O,X,O,X,X,X
SZLTIJO,O,O,O,X,O,X,O
SZLTIOJ,X,O,O,X,O,X,O
SZLTJIO,O,O,O,X,O,X,O
SZLTJOI,X,X,O,X,O,X,O
SZLTOIJ,X,O,O,X,O,X,O
SZLTOJI,X,X,O,X,O,X,O
SZLITJO,O,O,O,X,O,X,X
SZLITOJ,X,O,O,X,O,X,X
SZLIJTO,O,O,O,X,O,X,X
SZLIJOT,X,X,O,X,O,X,X
SZLIOTJ,X,O,O,X,X,X,X
SZLIOJT,X,O,O,X,O,X,X
SZLJTIO,O,O,O,X,O,X,O
SZLJTOI,X,X,O,X,O,X,O
SZLJITO,O,O,O,X,O,X,X
SZLJIOT,X,X,O,X,O,X,X
SZLJOTI,X,X,O,X,O,X,O
SZLJOIT,X,X,O,X,O,X,X
SZLOTIJ,X,O,O,X,O,X,O
SZLOTJI,X,O,O,X,O,X,O
SZLOITJ,X,O,O,X,X,X,X
SZLOIJT,X,O,O,X,O,X,X
SZLOJTI,X,O,O,X,O,X,O
SZLOJIT,X,O,O,X,O,X,X
SZJTILO,O,O,X,O,X,X,O
SZJTIOL,O,X,X,O,X,X,O
SZJTLIO,O,O,X,O,X,X,O
SZJTLOI,X,X,X,O,X,X,O
SZJTOIL,O,X,X,O,X,X,O
SZJTOLI,X,X,X,O,X,X,O
SZJITLO,O,O,X,O,X,X,O
SZJITOL,O,X,X,O,X,X,O
SZJILTO,O,O,X,O,X,X,X
SZJILOT,X,X,X,O,X,X,X
SZJIOTL,O,X,X,O,X,X,O
SZJIOLT,O,X,X,O,X,X,X
SZJLTIO,O,O,X,O,X,X,O
SZJLTOI,X,X,X,O,X,X,O
SZJLITO,O,O,X,O,X,X,X
SZJLIOT,X,X,X,O,X,X,X
SZJLOTI,X,X,X,O,X,X,O
SZJLOIT,X,X,X,O,X,X,X
SZJOTIL,O,X,X,O,X,X,O
SZJOTLI,O,X,X,O,X,X,O
SZJOITL,O,X,X,O,X,X,O
SZJOILT,O,X,X,O,X,X,X
SZJOLTI,O,X,X,O,X,X,O
SZJOLIT,O,X,X,O,X,X,X
SZOTILJ,O,O,O,X,X,X,O
SZOTIJL,O,O,X,O,X,X,O
SZOTLIJ,O,O,O,X,X,X,O
SZOTLJI,O,O,O,X,X,X,O
SZOTJIL,O,O,X,O,X,X,O
SZOTJLI,O,O,X,O,X,X,O
SZOITLJ,O,O,X,X,X,X,O
SZOITJL,O,O,X,X,X,X,O
SZOILTJ,O,O,O,X,X,X,X
SZOILJT,O,O,O,X,X,X,X
SZOIJTL,O,O,X,O,X,X,O
SZOIJLT,O,O,X,O,X,X,X
SZOLTIJ,O,O,O,X,X,X,O
SZOLTJI,O,O,O,X,X,X,O
SZOLITJ,O,O,O,X,X,X,X
SZOLIJT,O,O,O,X,X,X,X
SZOLJTI,O,O,O,X,X,X,O
SZOLJIT,O,O,O,X,X,X,X
SZOJTIL,O,O,X,O,X,X,O
SZOJTLI,O,O,X,O,X,X,O
SZOJITL,O,O,X,O,X,X,O
SZOJILT,O,O,X,O,X,X,X
SZOJLTI,O,O,X,O,X,X,O
SZOJLIT,O,O,X,O,X,X,X
SOTILJZ,X,X,O,O,O,X,X
SOTILZJ,X,O,O,X,O,X,O
SOTIJLZ,X,X,O,O,X,O,X
SOTIJZL,O,X,X,O,X,O,O
SOTIZLJ,O,O,O,X,X,X,O
SOTIZJL,O,O,X,O,X,X,O
SOTLIJZ,X,X,O,O,O,X,X
SOTLIZJ,X,O,O,X,O,X,O
SOTLJIZ,X,X,O,O,O,X,X
SOTLJZI,X,X,O,O,O,X,X
SOTLZIJ,X,O,O,X,O,X,O
SOTLZJI,X,O,O,X,O,X,O
SOTJILZ,X,X,O,O,X,O,X
SOTJIZL,O,X,X,O,X,O,O
SOTJLIZ,X,X,O,O,X,O,X
SOTJLZI,X,X,O,O,X,O,X
SOTJZIL,O,X,X,O,X,O,O
SOTJZLI,O,X,X,O,X,O,O
SOTZILJ,O,O,O,X,X,X,O
SOTZIJL,O,O,X,O,X,X,O
SOTZLIJ,O,O,O,X,X,X,O
SOTZLJI,O,O,O,X,X,X,O
SOTZJIL,O,O,X,O,X,X,O
SOTZJLI,O,O,X,O,X,X,O
SOITLJZ,X,X,O,O,O,X,X
SOITLZJ,X,O,O,X,O,X,O
SOITJLZ,X,X,O,O,X,X,X
SOITJZL,O,X,X,O,X,X,O
SOITZLJ,O,O,O,X,X,X,O
SOITZJL,O,O,X,O,X,X,O
SOILTJZ,X,X,O,X,O,X,X
SOILTZJ,X,O,O,X,O,X,X
SOILJTZ,X,X,X,X,O,X,X
SOILJZT,X,X,O,O,O,X,X
SOILZTJ,X,O,O,X,X,X,X
SOILZJT,X,O,O,X,O,X,X
SOIJTLZ,X,X,X,O,X,X,X
SOIJTZL,O,X,X,O,X,X,X
SOIJLTZ,X,X,X,X,X,O,X
SOIJLZT,X,X,O,O,X,X,X
SOIJZTL,O,X,X,O,X,X,X
SOIJZLT,O,X,X,O,X,X,X
SOIZTLJ,O,O,X,X,X,X,O
SOIZTJL,O,O,X,X,X,X,O
SOIZLTJ,O,O,O,X,X,X,X
SOIZLJT,O,O,O,X,X,X,X
SOIZJTL,O,O,X,O,X,X,O
SOIZJLT,O,O,X,O,X,X,X
SOLTIJZ,X,X,O,O,O,X,X
SOLTIZJ,X,O,O,X,O,X,O
SOLTJIZ,X,X,O,O,O,X,X
SOLTJZI,X,X,O,O,O,X,X
SOLTZIJ,X,O,O,X,O,X,O
SOLTZJI,X,O,O,X,O,X,O
SOLITJZ,X,X,O,X,O,X,X
SOLITZJ,X,O,O,X,O,X,X
SOLIJTZ,X,X,X,X,O,X,X
SOLIJZT,X,X,O,O,O,X,X
SOLIZTJ,X,O,O,X,X,X,X
SOLIZJT,X,O,O,X,O,X,X
SOLJTIZ,X,X,O,O,O,X,X
SOLJTZI,X,X,O,O,O,X,X
SOLJITZ,X,X,X,X,O,X,X
SOLJIZT,X,X,O,O,O,X,X
SOLJZTI,X,X,O,O,O,X,X
SOLJZIT,X,X,O,O,O,X,X
SOLZTIJ,X,O,O,X,O,X,O
SOLZTJI,X,O,O,X,O,X,O
SOLZITJ,X,O,O,X,X,X,X
SOLZIJT,X,O,O,X,O,X,X
SOLZJTI,X,O,O,X,O,X,O
SOLZJIT,X,O,O,X,O,X,X
SOJTILZ,X,X,O,O,X,O,X
SOJTIZL,O,X,X,O,X,O,O
SOJTLIZ,X,X,O,O,X,O,X
SOJTLZI,X,X,O,O,X,O,X
SOJTZIL,O,X,X,O,X,O,O
SOJTZLI,O,X,X,O,X,O,O
SOJITLZ,X,X,X,O,X,X,X
SOJITZL,O,X,X,O,X,X,X
SOJILTZ,X,X,X,X,X,O,X
SOJILZT,X,X,O,O,X,X,X
SOJIZTL,O,X,X,O,X,X,X
SOJIZLT,O,X,X,O,X,X,X
SOJLTIZ,X,X,O,O,X,O,X
SOJLTZI,X,X,O,O,X,O,X
SOJLITZ,X,X,X,X,X,O,X
SOJLIZT,X,X,O,O,X,X,X
SOJLZTI,X,X,O,O,X,X,X
SOJLZIT,X,X,O,O,X,X,X
SOJZTIL,O,X,X,O,X,X,O
SOJZTLI,O,X,X,O,X,X,O
SOJZITL,O,X,X,O,X,X,O
SOJZILT,O,X,X,O,X,X,X
SOJZLTI,O,X,X,O,X,X,O
SOJZLIT,O,X,X,O,X,X,X
SOZTILJ,O,O,O,X,X,X,O
SOZTIJL,O,O,X,O,X,X,O
SOZTLIJ,O,O,O,X,X,X,O
SOZTLJI,O,O,O,X,X,X,O
SOZTJIL,O,O,X,O,X,X,O
SOZTJLI,O,O,X,O,X,X,O
SOZITLJ,O,O,X,X,X,X,O
SOZITJL,O,O,X,X,X,X,O
SOZILTJ,O,O,O,X,X,X,X
SOZILJT,O,O,O,X,X,X,X
SOZIJTL,O,O,X,O,X,X,O
SOZIJLT,O,O,X,O,X,X,X
SOZLTIJ,O,O,O,X,X,X,O
SOZLTJI,O,O,O,X,X,X,O
SOZLITJ,O,O,O,X,X,X,X
SOZLIJT,O,O,O,X,X,X,X
SOZLJTI,O,O,O,X,X,X,O
SOZLJIT,O,O,O,X,X,X,X
SOZJTIL,O,O,X,O,X,X,O
SOZJTLI,O,O,X,O,X,X,O
SOZJITL,O,O,X,O,X,X,O
SOZJILT,O,O,X,O,X,X,X
SOZJLTI,O,O,X,O,X,X,O
SOZJLIT,O,O,X,O,X,X,X
ZTILJSO,O,O,O,X,X,X,X
ZTILJOS,X,X,O,X,X,X,X
ZTILSJO,O,O,O,X,O,X,X
ZTILSOJ,X,O,O,X,O,X,X
ZTILOJS,X,O,O,X,X,X,X
ZTILOSJ,X,O,O,X,O,X,X
ZTIJLSO,O,O,X,O,X,X,X
ZTIJLOS,X,X,X,O,X,X,X
ZTIJSLO,O,O,X,O,X,O,X
ZTIJSOL,O,X,X,O,X,O,X
ZTIJOLS,O,X,X,O,X,X,X
ZTIJOSL,O,X,X,O,X,O,O
ZTISLJO,O,O,X,X,O,X,X
ZTISLOJ,X,O,X,X,O,X,X
ZTISJLO,O,O,X,X,X,X,X
ZTISJOL,O,X,X,X,X,X,X
ZTISOLJ,X,O,X,X,X,X,X
ZTISOJL,O,X,X,X,X,X,X
ZTIOLJS,O,O,O,X,X,X,X
ZTIOLSJ,O,O,O,X,O,X,X
ZTIOJLS,O,O,X,O,X,X,X
ZTIOJSL,O,O,X,O,X,O,O
ZTIOSLJ,O,O,X,X,X,X,X
ZTIOSJL,O,O,X,X,X,X,X
ZTLIJSO,O,O,O,X,X,X,X
ZTLIJOS,X,X,O,X,X,X,X
ZTLISJO,O,O,O,X,O,X,X
ZTLISOJ,X,O,O,X,O,X,X
ZTLIOJS,X,O,O,X,X,X,X
ZTLIOSJ,X,O,O,X,O,X,X
ZTLJISO,O,O,O,X,X,X,X
ZTLJIOS,X,X,O,X,X,X,X
ZTLJSIO,O,O,O,X,X,X,X
ZTLJSOI,X,X,O,X,X,X,X
ZTLJOIS,X,X,O,X,X,X,X
ZTLJOSI,X,X,O,X,X,X,O
ZTLSIJO,O,O,O,X,O,X,X
ZTLSIOJ,X,O,O,X,O,X,X
ZTLSJIO,O,O,O,X,O,X,X
ZTLSJOI,X,X,O,X,O,X,X
ZTLSOIJ,X,O,O,X,O,X,X
ZTLSOJI,X,X,O,X,O,X,X
ZTLOIJS,X,O,O,X,X,X,X
ZTLOISJ,X,O,O,X,O,X,X
ZTLOJIS,X,O,O,X,X,X,X
ZTLOJSI,X,O,O,X,X,X,O
ZTLOSIJ,X,O,O,X,O,X,X
ZTLOSJI,X,O,O,X,O,X,X
ZTJILSO,O,O,X,O,X,O,X
ZTJILOS,X,X,X,O,X,O,X
ZTJISLO,O,O,X,O,X,O,X
ZTJISOL,O,X,X,O,X,O,X
ZTJIOLS,O,X,X,O,X,O,X
ZTJIOSL,O,X,X,O,X,O,O
ZTJLISO,O,O,X,O,X,O,X
ZTJLIOS,X,X,X,O,X,O,X
ZTJLSIO,O,O,X,O,X,O,X
ZTJLSOI,X,X,X,O,X,O,X
ZTJLOIS,X,X,X,O,X,O,X
ZTJLOSI,X,X,X,O,X,O,O
ZTJSILO,O,O,X,O,X,O,O
ZTJSIOL,O,X,X,O,X,O,O
ZTJSLIO,O,O,X,O,X,O,O
ZTJSLOI,X,X,X,O,X,O,O
ZTJSOIL,O,X,X,O,X,O,O
ZTJSOLI,X,X,X,O,X,O,O
ZTJOILS,O,X,X,O,X,O,X
ZTJOISL,O,X,X,O,X,O,O
ZTJOLIS,O,X,X,O,X,O,X
ZTJOLSI,O,X,X,O,X,O,O
ZTJOSIL,O,X,X,O,X,O,O
ZTJOSLI,O,X,X,O,X,O,O
ZTSILJO,O,O,X,X,O,X,O
ZTSILOJ,X,O,X,X,O,X,O
ZTSIJLO,O,O,X,X,X,X,O
ZTSIJOL,O,X,X,X,X,X,O
ZTSIOLJ,X,O,X,X,X,X,O
ZTSIOJL,O,X,X,X,X,X,O
ZTSLIJO,O,O,X,X,O,X,O
ZTSLIOJ,X,O,X,X,O,X,O
ZTSLJIO,O,O,X,X,O,X,O
ZTSLJOI,X,X,X,X,O,X,O
ZTSLOIJ,X,O,X,X,O,X,O
ZTSLOJI,X,X,X,X,O,X,O
ZTSJILO,O,O,X,X,X,X,O
ZTSJIOL,O,X,X,X,X,X,O
ZTSJLIO,O,O,X,X,X,X,O
ZTSJLOI,X,X,X,X,X,X,O
ZTSJOIL,O,X,X,X,X,X,O
