sequence,v115@GhA8GeC8CeA8EeA8AeD8CeB8JeZEJvhFukBclBThBi?iBlrB3sB,v115@GhA8GeC8CeA8EeA8AeD8CeB8Jex/IvhFThBiiBOpBX?lB0rBlsB,v115@GhA8GeC8CeA8EeA8AeD8CeB8JeZEJvhFWlBThBiiBX?lB0rBlsB,v115@GhA8GeC8CeA8EeA8AeD8CeB8JeZEJvhFGgB0hBzkB/?rBlsBisB,v115@GhA8GeC8CeA8EeA8AeD8CeB8JeZEJvhFGgB0hBzkB/?rBisBlsB,v115@GhA8GeC8CeA8EeA8AeD8CeB8Jex/IvhFiiBOpBXlBT?mBlsB0rB
OJLIZTS,X,O,O,X,X,X
OJLIZST,X,O,O,X,O,X
OJLSTIZ,X,O,X,X,O,O
OJLSTZI,X,O,X,X,O,O
OJLSITZ,X,O,X,X,O,O
OJLSIZT,X,O,X,O,O,X
OJLSZTI,X,O,X,X,O,X
OJLSZIT,X,O,X,O,O,X
OJLZTIS,X,O,O,X,X,X
OJLZTSI,X,O,X,X,X,X
OJLZITS,X,O,O,X,X,X
OJLZIST,X,O,O,X,O,X
OJLZSTI,X,O,X,X,O,X
OJLZSIT,X,O,O,X,O,X
OJSTILZ,X,O,X,O,O,O
OJSTIZL,X,O,X,O,O,O
OJSTLIZ,X,O,X,O,O,O
OJSTLZI,X,O,X,O,O,O
OJSTZIL,X,O,X,O,O,O
OJSTZLI,X,O,X,O,X,O
OJSITLZ,X,O,X,O,O,O
OJSITZL,X,O,X,O,O,O
OJSILTZ,X,O,X,X,O,O
OJSILZT,X,O,X,O,O,X
OJSIZTL,X,O,X,O,O,X
OJSIZLT,X,O,X,O,O,X
OJSLTIZ,X,O,X,X,O,O
OJSLTZI,X,O,X,X,O,O
OJSLITZ,X,O,X,X,O,O
OJSLIZT,X,O,X,O,O,X
OJSLZTI,X,O,X,X,O,X
OJSLZIT,X,O,X,O,O,X
OJSZTIL,X,O,X,O,O,X
OJSZTLI,X,O,X,X,X,X
OJSZITL,X,O,X,O,O,X
OJSZILT,X,O,X,O,O,X
OJSZLTI,X,O,X,X,O,X
OJSZLIT,X,O,X,O,O,X
OJZTILS,X,O,O,X,X,X
OJZTISL,X,X,X,O,X,X
OJZTLIS,X,O,O,X,X,X
OJZTLSI,X,O,X,X,X,X
OJZTSIL,X,O,X,O,X,X
OJZTSLI,X,O,X,O,X,X
OJZITLS,X,O,O,X,X,X
OJZITSL,X,X,X,O,X,X
OJZILTS,X,O,O,X,X,X
OJZILST,X,O,O,X,O,X
OJZISTL,X,O,X,O,O,X
OJZISLT,X,O,O,O,O,X
OJZLTIS,X,O,O,X,X,X
OJZLTSI,X,O,X,X,X,X
OJZLITS,X,O,O,X,X,X
OJZLIST,X,O,O,X,O,X
OJZLSTI,X,O,X,X,O,X
OJZLSIT,X,O,O,X,O,X
OJZSTIL,X,O,X,O,O,X
OJZSTLI,X,O,X,X,X,X
OJZSITL,X,O,X,O,O,X
OJZSILT,X,O,O,O,O,X
OJZSLTI,X,O,X,X,O,X
OJZSLIT,X,O,O,O,O,X
OSTILJZ,O,X,X,O,O,O
OSTILZJ,O,O,X,O,O,X
OSTIJLZ,O,X,X,O,O,O
OSTIJZL,O,X,X,O,O,O
OSTIZLJ,O,O,X,O,X,X
OSTIZJL,O,O,X,O,O,X
OSTLIJZ,O,X,X,O,O,O
OSTLIZJ,O,O,X,O,O,X
OSTLJIZ,O,O,X,O,O,O
OSTLJZI,O,O,X,O,O,O
OSTLZIJ,O,O,X,O,O,X
OSTLZJI,O,O,X,O,O,O
OSTJILZ,O,O,X,O,O,O
OSTJIZL,O,O,X,O,O,O
OSTJLIZ,O,O,X,O,O,O
OSTJLZI,O,O,X,O,O,O
OSTJZIL,O,O,X,O,O,O
OSTJZLI,O,O,X,O,X,O
OSTZILJ,O,O,X,O,X,X
OSTZIJL,O,O,X,O,O,X
OSTZLIJ,O,O,X,O,X,X
OSTZLJI,O,O,X,O,X,O
OSTZJIL,O,O,X,O,O,O
OSTZJLI,O,O,X,O,X,O
OSITLJZ,O,X,X,O,O,X
OSITLZJ,O,O,X,O,O,X
OSITJLZ,O,X,X,O,O,X
OSITJZL,O,X,X,O,O,X
OSITZLJ,O,O,X,O,X,X
OSITZJL,O,O,X,O,O,X
OSILTJZ,O,X,X,X,O,X
OSILTZJ,O,O,X,X,O,X
OSILJTZ,X,X,X,X,O,X
OSILJZT,X,X,X,O,O,X
OSILZTJ,O,O,X,X,O,X
OSILZJT,O,O,X,O,O,X
OSIJTLZ,X,X,X,O,O,X
OSIJTZL,X,X,X,O,O,X
OSIJLTZ,X,X,X,X,O,X
OSIJLZT,X,X,X,O,O,X
OSIJZTL,X,X,X,O,O,X
OSIJZLT,X,X,X,O,O,X
OSIZTLJ,O,O,X,X,X,X
OSIZTJL,O,X,X,O,O,X
OSIZLTJ,O,O,X,X,O,X
OSIZLJT,O,O,X,O,O,X
OSIZJTL,O,X,X,O,O,X
OSIZJLT,O,O,X,O,O,X
OSLTIJZ,O,X,X,X,O,O
OSLTIZJ,O,O,X,X,O,X
OSLTJIZ,O,O,X,X,O,O
OSLTJZI,O,O,X,X,O,O
OSLTZIJ,O,O,X,X,O,X
OSLTZJI,O,O,X,X,O,O
OSLITJZ,O,X,X,X,O,X
OSLITZJ,O,O,X,X,O,X
OSLIJTZ,X,X,X,X,O,X
OSLIJZT,X,X,X,O,O,X
OSLIZTJ,O,O,X,X,O,X
OSLIZJT,O,O,X,O,O,X
OSLJTIZ,X,O,X,X,O,O
OSLJTZI,X,O,X,X,O,O
OSLJITZ,X,O,X,X,O,O
OSLJIZT,X,O,X,O,O,X
OSLJZTI,X,O,X,X,O,X
OSLJZIT,X,O,X,O,O,X
OSLZTIJ,O,O,X,X,O,X
OSLZTJI,O,O,X,X,O,X
OSLZITJ,O,O,X,X,O,X
OSLZIJT,O,O,X,O,O,X
OSLZJTI,O,O,X,X,O,X
OSLZJIT,O,O,X,O,O,X
OSJTILZ,X,O,X,O,O,O
OSJTIZL,X,O,X,O,O,O
OSJTLIZ,X,O,X,O,O,O
OSJTLZI,X,O,X,O,O,O
OSJTZIL,X,O,X,O,O,O
OSJTZLI,X,O,X,O,X,O
OSJITLZ,X,O,X,O,O,O
OSJITZL,X,O,X,O,O,O
OSJILTZ,X,O,X,X,O,O
OSJILZT,X,O,X,O,O,X
OSJIZTL,X,O,X,O,O,X
OSJIZLT,X,O,X,O,O,X
OSJLTIZ,X,O,X,X,O,O
OSJLTZI,X,O,X,X,O,O
OSJLITZ,X,O,X,X,O,O
OSJLIZT,X,O,X,O,O,X
OSJLZTI,X,O,X,X,O,X
OSJLZIT,X,O,X,O,O,X
OSJZTIL,X,O,X,O,O,X
OSJZTLI,X,O,X,X,X,X
OSJZITL,X,O,X,O,O,X
OSJZILT,X,O,X,O,O,X
OSJZLTI,X,O,X,X,O,X
OSJZLIT,X,O,X,O,O,X
OSZTILJ,O,O,X,X,X,X
OSZTIJL,O,X,X,O,O,X
OSZTLIJ,O,O,X,X,X,X
OSZTLJI,O,O,X,X,X,X
OSZTJIL,O,O,X,O,O,X
OSZTJLI,O,O,X,X,X,X
OSZITLJ,O,O,X,X,X,X
OSZITJL,O,X,X,O,O,X
OSZILTJ,O,O,X,X,O,X
OSZILJT,O,O,X,O,O,X
OSZIJTL,O,O,X,O,O,X
OSZIJLT,O,O,X,O,O,X
OSZLTIJ,O,O,X,X,O,X
OSZLTJI,O,O,X,X,O,X
OSZLITJ,O,O,X,X,O,X
OSZLIJT,O,O,X,O,O,X
OSZLJTI,O,O,X,X,O,X
OSZLJIT,O,O,X,O,O,X
OSZJTIL,O,O,X,O,O,X
OSZJTLI,O,O,X,X,X,X
OSZJITL,O,O,X,O,O,X
OSZJILT,O,O,X,O,O,X
OSZJLTI,O,O,X,X,O,X
OSZJLIT,O,O,X,O,O,X
OZTILJS,O,X,O,X,X,X
OZTILSJ,O,X,X,X,X,X
OZTIJLS,O,X,O,X,X,X
OZTIJSL,O,X,X,O,X,X
OZTISLJ,O,X,X,O,X,X
OZTISJL,O,X,X,O,X,X
OZTLIJS,O,X,O,X,X,X
OZTLISJ,O,X,X,X,X,X
OZTLJIS,O,O,O,X,X,X
OZTLJSI,O,O,X,X,X,X
OZTLSIJ,O,O,X,X,X,X
OZTLSJI,O,O,X,X,X,X
OZTJILS,O,O,O,X,X,X
OZTJISL,O,X,X,O,X,X
OZTJLIS,O,O,O,X,X,X
OZTJLSI,O,O,X,X,X,X
OZTJSIL,O,O,X,O,X,X
OZTJSLI,O,O,X,O,X,X
OZTSILJ,O,O,X,O,X,X
OZTSIJL,O,X,X,O,X,X
OZTSLIJ,O,O,X,O,X,X
OZTSLJI,O,O,X,O,X,X
OZTSJIL,O,O,X,O,X,X
OZTSJLI,O,O,X,O,X,X
OZITLJS,O,X,O,X,X,X
OZITLSJ,O,X,X,X,X,X
OZITJLS,O,X,O,X,X,X
OZITJSL,O,X,X,O,X,X
OZITSLJ,O,X,X,O,X,X
OZITSJL,O,X,X,O,X,X
OZILTJS,O,X,O,X,X,X
OZILTSJ,O,X,X,X,X,X
OZILJTS,O,O,O,X,X,X
OZILJST,O,O,O,X,O,X
OZILSTJ,O,O,X,X,O,X
OZILSJT,O,O,O,X,O,X
OZIJTLS,O,O,O,X,X,X
OZIJTSL,O,X,X,O,X,X
OZIJLTS,O,O,O,X,X,X
OZIJLST,O,O,O,X,O,X
OZIJSTL,O,O,X,O,O,X
OZIJSLT,O,O,O,O,O,X
OZISTLJ,O,O,X,X,X,X
OZISTJL,O,X,X,O,O,X
OZISLTJ,O,O,X,X,O,X
OZISLJT,O,O,O,O,O,X
OZISJTL,O,O,X,O,O,X
OZISJLT,O,O,O,O,O,X
OZLTIJS,O,X,O,X,X,X
OZLTISJ,O,X,X,X,X,X
OZLTJIS,O,O,O,X,X,X
OZLTJSI,O,O,X,X,X,X
OZLTSIJ,O,O,X,X,X,X
OZLTSJI,O,O,X,X,X,X
OZLITJS,O,X,O,X,X,X
OZLITSJ,O,X,X,X,X,X
OZLIJTS,O,O,O,X,X,X
OZLIJST,O,O,O,X,O,X
OZLISTJ,O,O,X,X,O,X
OZLISJT,O,O,O,X,O,X
OZLJTIS,O,O,O,X,X,X
OZLJTSI,O,O,X,X,X,X
OZLJITS,O,O,O,X,X,X
OZLJIST,O,O,O,X,O,X
OZLJSTI,O,O,X,X,O,X
OZLJSIT,O,O,O,X,O,X
OZLSTIJ,O,O,X,X,O,X
OZLSTJI,O,O,X,X,O,X
OZLSITJ,O,O,X,X,O,X
OZLSIJT,O,O,O,X,O,X
OZLSJTI,O,O,X,X,O,X
OZLSJIT,O,O,O,X,O,X
OZJTILS,O,O,O,X,X,X
OZJTISL,O,X,X,O,X,X
OZJTLIS,O,O,O,X,X,X
OZJTLSI,O,O,X,X,X,X
OZJTSIL,O,O,X,O,X,X
OZJTSLI,O,O,X,O,X,X
OZJITLS,O,O,O,X,X,X
OZJITSL,O,X,X,O,X,X
OZJILTS,O,O,O,X,X,X
OZJILST,O,O,O,X,O,X
OZJISTL,O,O,X,O,O,X
OZJISLT,O,O,O,O,O,X
OZJLTIS,O,O,O,X,X,X
OZJLTSI,O,O,X,X,X,X
OZJLITS,O,O,O,X,X,X
OZJLIST,O,O,O,X,O,X
OZJLSTI,O,O,X,X,O,X
OZJLSIT,O,O,O,X,O,X
OZJSTIL,O,O,X,O,O,X
OZJSTLI,O,O,X,X,X,X
OZJSITL,O,O,X,O,O,X
OZJSILT,O,O,O,O,O,X
OZJSLTI,O,O,X,X,O,X
OZJSLIT,O,O,O,O,O,X
OZSTILJ,O,O,X,X,X,X
OZSTIJL,O,X,X,O,O,X
OZSTLIJ,O,O,X,X,X,X
OZSTLJI,O,O,X,X,X,X
OZSTJIL,O,O,X,O,O,X
OZSTJLI,O,O,X,X,X,X
OZSITLJ,O,O,X,X,X,X
OZSITJL,O,X,X,O,O,X
OZSILTJ,O,O,X,X,O,X
OZSILJT,O,O,O,O,O,X
OZSIJTL,O,O,X,O,O,X
OZSIJLT,O,O,O,O,O,X
OZSLTIJ,O,O,X,X,O,X
OZSLTJI,O,O,X,X,O,X
OZSLITJ,O,O,X,X,O,X
OZSLIJT,O,O,O,O,O,X
OZSLJTI,O,O,X,X,O,X
OZSLJIT,O,O,O,O,O,X
OZSJTIL,O,O,X,O,O,X
OZSJTLI,O,O,X,X,X,X
OZSJITL,O,O,X,O,O,X
OZSJILT,O,O,O,O,O,X
OZSJLTI,O,O,X,X,O,X
OZSJLIT,O,O,O,O,O,X
