sequence,v115@FhA8IeA8AeA8FeB8AeD8BeC8KeT/IvhFmgB5oBXlBF?nBCnBUrB,v115@FhA8IeA8AeA8FeB8AeD8BeC8KeT/IvhFumBcnB5oBX?lBKrBlqB,v115@FhA8IeA8AeA8FeB8AeD8BeC8Ke2EJvhFlhBcnB5oB3?lBClBTrB,v115@FhA8IeA8AeA8FeB8AeD8BeC8Ke/EJvhFalBzgBcnB5?oBFrBurB,v115@FhA8IeA8AeA8FeB8AeD8BeC8KezAJvhFCiB5oBmkBX?nBlkBUrB,v115@FhA8IeA8AeA8FeB8AeD8BeC8Kei/IvhF3gBTiB5oBW?qBlrBcrB
SZTOLJI,O,O,X,O,O,X
SZTOJIL,O,X,O,O,O,X
SZTOJLI,O,X,X,O,O,X
SZITLJO,O,O,O,O,O,X
SZITLOJ,O,O,X,O,O,X
SZITJLO,O,X,O,O,O,X
SZITJOL,O,X,O,O,O,X
SZITOLJ,O,O,X,O,O,X
SZITOJL,O,X,O,O,O,X
SZILTJO,O,O,O,O,O,X
SZILTOJ,O,O,X,O,O,X
SZILJTO,O,O,O,O,O,X
SZILJOT,O,O,X,X,O,X
SZILOTJ,O,O,X,O,O,X
SZILOJT,O,O,X,X,O,X
SZIJTLO,O,X,O,O,O,X
SZIJTOL,O,X,O,O,O,X
SZIJLTO,O,O,O,O,O,X
SZIJLOT,O,O,X,X,O,X
SZIJOTL,O,X,O,X,O,X
SZIJOLT,O,O,O,X,O,X
SZIOTLJ,O,O,O,O,O,X
SZIOTJL,O,X,O,O,O,X
SZIOLTJ,O,O,O,O,O,X
SZIOLJT,O,O,O,X,O,X
SZIOJTL,O,X,O,X,O,X
SZIOJLT,O,O,O,X,O,X
SZLTIJO,O,O,O,O,O,X
SZLTIOJ,O,O,X,O,O,X
SZLTJIO,O,O,O,O,O,X
SZLTJOI,O,O,X,O,O,X
SZLTOIJ,O,O,X,O,O,X
SZLTOJI,O,O,X,O,O,X
SZLITJO,O,O,O,O,O,X
SZLITOJ,O,O,X,O,O,X
SZLIJTO,O,O,O,O,O,X
SZLIJOT,O,O,X,X,O,X
SZLIOTJ,O,O,X,O,O,X
SZLIOJT,O,O,X,X,O,X
SZLJTIO,O,O,O,O,O,X
SZLJTOI,O,O,X,O,O,X
SZLJITO,O,O,O,O,O,X
SZLJIOT,O,O,X,X,O,X
SZLJOTI,O,O,X,X,O,X
SZLJOIT,O,O,X,X,O,X
SZLOTIJ,O,O,X,O,O,X
SZLOTJI,O,O,X,O,O,X
SZLOITJ,O,O,X,O,O,X
SZLOIJT,O,O,X,X,O,X
SZLOJTI,O,O,X,X,O,X
SZLOJIT,O,O,X,X,O,X
SZJTILO,O,X,O,O,O,X
SZJTIOL,O,X,O,O,O,X
SZJTLIO,O,X,O,O,O,X
SZJTLOI,O,X,X,O,O,X
SZJTOIL,O,X,O,O,O,X
SZJTOLI,O,X,X,O,O,X
SZJITLO,O,X,O,O,O,X
SZJITOL,O,X,O,O,O,X
SZJILTO,O,O,O,O,O,X
SZJILOT,O,O,X,X,O,X
SZJIOTL,O,X,O,X,O,X
SZJIOLT,O,O,O,X,O,X
SZJLTIO,O,O,O,O,O,X
SZJLTOI,O,O,X,O,O,X
SZJLITO,O,O,O,O,O,X
SZJLIOT,O,O,X,X,O,X
SZJLOTI,O,O,X,X,O,X
SZJLOIT,O,O,X,X,O,X
SZJOTIL,O,X,O,X,O,X
SZJOTLI,O,X,O,X,O,X
SZJOITL,O,X,O,X,O,X
SZJOILT,O,O,O,X,O,X
SZJOLTI,O,O,O,X,O,X
SZJOLIT,O,O,O,X,O,X
SZOTILJ,O,O,O,O,O,X
SZOTIJL,O,X,O,O,O,X
SZOTLIJ,O,O,O,O,O,X
SZOTLJI,O,O,O,O,O,X
SZOTJIL,O,X,O,O,O,X
SZOTJLI,O,X,O,O,O,X
SZOITLJ,O,O,O,O,O,X
SZOITJL,O,X,O,O,O,X
SZOILTJ,O,O,O,O,O,X
SZOILJT,O,O,O,X,O,X
SZOIJTL,O,X,O,X,O,X
SZOIJLT,O,O,O,X,O,X
SZOLTIJ,O,O,O,O,O,X
SZOLTJI,O,O,O,O,O,X
SZOLITJ,O,O,O,O,O,X
SZOLIJT,O,O,O,X,O,X
SZOLJTI,O,O,O,X,O,X
SZOLJIT,O,O,O,X,O,X
SZOJTIL,O,X,O,X,O,X
SZOJTLI,O,X,O,X,O,X
SZOJITL,O,X,O,X,O,X
SZOJILT,O,O,O,X,O,X
SZOJLTI,O,O,O,X,O,X
SZOJLIT,O,O,O,X,O,X
SOTILJZ,O,X,X,O,X,O
SOTILZJ,X,O,X,O,X,X
SOTIJLZ,O,X,X,O,X,O
SOTIJZL,O,X,O,O,X,O
SOTIZLJ,O,O,O,O,X,X
SOTIZJL,O,X,O,O,X,X
SOTLIJZ,O,X,X,O,X,O
SOTLIZJ,X,O,X,O,X,X
SOTLJIZ,O,X,X,O,X,O
SOTLJZI,X,X,X,O,X,X
SOTLZIJ,X,O,X,O,X,X
SOTLZJI,X,O,X,O,X,X
SOTJILZ,O,X,X,O,X,O
SOTJIZL,O,X,O,O,X,O
SOTJLIZ,O,X,X,O,X,O
SOTJLZI,X,X,X,O,X,X
SOTJZIL,O,X,O,O,X,X
SOTJZLI,O,X,O,O,X,X
SOTZILJ,O,O,O,O,X,X
SOTZIJL,O,X,O,O,X,X
SOTZLIJ,O,O,O,O,X,X
SOTZLJI,O,O,O,O,X,X
SOTZJIL,O,X,O,O,X,X
SOTZJLI,O,X,O,O,X,X
SOITLJZ,O,X,X,O,X,O
SOITLZJ,X,O,X,O,X,X
SOITJLZ,O,X,X,O,X,O
SOITJZL,O,X,O,O,X,O
SOITZLJ,O,O,O,O,X,X
SOITZJL,O,X,O,O,X,X
SOILTJZ,O,X,X,O,X,O
SOILTZJ,X,O,X,O,X,X
SOILJTZ,O,X,X,X,X,O
SOILJZT,O,O,O,X,O,X
SOILZTJ,O,O,O,O,X,X
SOILZJT,O,O,O,X,X,X
SOIJTLZ,O,X,X,X,X,O
SOIJTZL,O,X,O,X,X,O
SOIJLTZ,O,X,X,X,X,O
SOIJLZT,O,O,O,X,O,X
SOIJZTL,O,X,O,X,O,X
SOIJZLT,O,O,O,X,O,X
SOIZTLJ,O,O,O,O,O,X
SOIZTJL,O,X,O,O,O,X
SOIZLTJ,O,O,O,O,O,X
SOIZLJT,O,O,O,X,O,X
SOIZJTL,O,X,O,X,O,X
SOIZJLT,O,O,O,X,O,X
SOLTIJZ,O,X,X,O,X,O
SOLTIZJ,X,O,X,O,X,X
SOLTJIZ,O,X,X,O,X,O
SOLTJZI,X,X,X,O,X,X
SOLTZIJ,X,O,X,O,X,X
SOLTZJI,X,O,X,O,X,X
SOLITJZ,O,X,X,O,X,O
SOLITZJ,X,O,X,O,X,X
SOLIJTZ,O,X,X,X,X,O
SOLIJZT,O,O,O,X,O,X
SOLIZTJ,O,O,O,O,X,X
SOLIZJT,O,O,O,X,X,X
SOLJTIZ,O,X,X,X,X,O
SOLJTZI,X,X,X,X,X,X
SOLJITZ,O,X,X,X,X,O
SOLJIZT,O,O,O,X,O,X
SOLJZTI,O,O,O,X,O,X
SOLJZIT,O,O,O,X,O,X
SOLZTIJ,O,O,O,O,X,X
SOLZTJI,O,O,O,O,X,X
SOLZITJ,O,O,O,O,X,X
SOLZIJT,O,O,O,X,X,X
SOLZJTI,O,O,O,X,X,X
SOLZJIT,O,O,O,X,X,X
SOJTILZ,O,X,X,X,X,O
SOJTIZL,O,X,O,X,X,O
SOJTLIZ,O,X,X,X,X,O
SOJTLZI,X,X,X,X,X,X
SOJTZIL,O,X,O,X,X,X
SOJTZLI,O,X,O,X,X,X
SOJITLZ,O,X,X,X,X,O
SOJITZL,O,X,O,X,X,O
SOJILTZ,O,X,X,X,X,O
SOJILZT,O,O,O,X,O,X
SOJIZTL,O,X,O,X,O,X
SOJIZLT,O,O,O,X,O,X
SOJLTIZ,O,X,X,X,X,O
SOJLTZI,X,X,X,X,X,X
SOJLITZ,O,X,X,X,X,O
SOJLIZT,O,O,O,X,O,X
SOJLZTI,O,O,O,X,O,X
SOJLZIT,O,O,O,X,O,X
SOJZTIL,O,X,O,X,O,X
SOJZTLI,O,X,O,X,O,X
SOJZITL,O,X,O,X,O,X
SOJZILT,O,O,O,X,O,X
SOJZLTI,O,O,O,X,O,X
SOJZLIT,O,O,O,X,O,X
SOZTILJ,O,O,O,O,O,X
SOZTIJL,O,X,O,O,O,X
SOZTLIJ,O,O,O,O,O,X
SOZTLJI,O,O,O,O,O,X
SOZTJIL,O,X,O,O,O,X
SOZTJLI,O,X,O,O,O,X
SOZITLJ,O,O,O,O,O,X
SOZITJL,O,X,O,O,O,X
SOZILTJ,O,O,O,O,O,X
SOZILJT,O,O,O,X,O,X
SOZIJTL,O,X,O,X,O,X
SOZIJLT,O,O,O,X,O,X
SOZLTIJ,O,O,O,O,O,X
SOZLTJI,O,O,O,O,O,X
SOZLITJ,O,O,O,O,O,X
SOZLIJT,O,O,O,X,O,X
SOZLJTI,O,O,O,X,O,X
SOZLJIT,O,O,O,X,O,X
SOZJTIL,O,X,O,X,O,X
SOZJTLI,O,X,O,X,O,X
SOZJITL,O,X,O,X,O,X
SOZJILT,O,O,O,X,O,X
SOZJLTI,O,O,O,X,O,X
SOZJLIT,O,O,O,X,O,X
ZTILJSO,O,O,O,X,X,O
ZTILJOS,X,O,X,X,X,O
ZTILSJO,O,O,O,O,X,X
ZTILSOJ,O,O,X,O,X,X
ZTILOJS,X,O,X,X,X,O
ZTILOSJ,X,O,X,O,X,X
ZTIJLSO,O,O,O,X,X,O
ZTIJLOS,X,O,X,X,X,O
ZTIJSLO,O,X,O,O,O,O
ZTIJSOL,O,X,O,O,O,O
ZTIJOLS,X,O,O,X,X,O
ZTIJOSL,O,X,O,O,O,O
ZTISLJO,O,O,O,O,O,X
ZTISLOJ,O,O,X,O,O,X
ZTISJLO,O,X,O,O,O,X
ZTISJOL,O,X,O,O,O,X
ZTISOLJ,O,O,X,O,O,X
ZTISOJL,O,X,O,O,O,X
ZTIOLJS,X,O,O,X,X,O
ZTIOLSJ,X,O,O,O,X,X
ZTIOJLS,X,O,O,X,X,O
ZTIOJSL,O,X,O,O,O,O
ZTIOSLJ,O,O,O,O,O,X
ZTIOSJL,O,X,O,O,O,X
ZTLIJSO,O,O,O,X,X,O
ZTLIJOS,X,O,X,X,X,O
ZTLISJO,O,O,O,O,X,X
ZTLISOJ,O,O,X,O,X,X
ZTLIOJS,X,O,X,X,X,O
ZTLIOSJ,X,O,X,O,X,X
ZTLJISO,O,O,O,X,X,O
ZTLJIOS,X,O,X,X,X,O
ZTLJSIO,O,O,O,X,X,X
ZTLJSOI,O,O,X,X,X,X
ZTLJOIS,X,O,X,X,X,O
ZTLJOSI,X,O,X,X,X,X
ZTLSIJO,O,O,O,O,X,X
ZTLSIOJ,O,O,X,O,X,X
ZTLSJIO,O,O,O,O,X,X
ZTLSJOI,O,O,X,O,X,X
ZTLSOIJ,O,O,X,O,X,X
ZTLSOJI,O,O,X,O,X,X
ZTLOIJS,X,O,X,X,X,O
ZTLOISJ,X,O,X,O,X,X
ZTLOJIS,X,O,X,X,X,O
ZTLOJSI,X,O,X,X,X,X
ZTLOSIJ,X,O,X,O,X,X
ZTLOSJI,X,O,X,O,X,X
ZTJILSO,O,O,O,X,X,O
ZTJILOS,X,O,X,X,X,O
ZTJISLO,O,X,O,O,O,O
ZTJISOL,O,X,O,O,O,O
ZTJIOLS,X,O,O,X,X,O
ZTJIOSL,O,X,O,O,O,O
ZTJLISO,O,O,O,X,X,O
ZTJLIOS,X,O,X,X,X,O
ZTJLSIO,O,O,O,X,X,X
ZTJLSOI,O,O,X,X,X,X
ZTJLOIS,X,O,X,X,X,O
ZTJLOSI,X,O,X,X,X,X
ZTJSILO,O,X,O,O,O,X
ZTJSIOL,O,X,O,O,O,X
ZTJSLIO,O,X,O,O,O,X
ZTJSLOI,O,X,X,O,O,X
ZTJSOIL,O,X,O,O,O,X
ZTJSOLI,O,X,X,O,O,X
ZTJOILS,X,O,O,X,X,O
ZTJOISL,O,X,O,O,O,O
ZTJOLIS,X,O,O,X,X,O
ZTJOLSI,X,O,O,X,X,X
ZTJOSIL,O,X,O,O,O,X
ZTJOSLI,O,X,O,O,O,X
ZTSILJO,O,O,O,O,O,X
ZTSILOJ,O,O,X,O,O,X
ZTSIJLO,O,X,O,O,O,X
ZTSIJOL,O,X,O,O,O,X
ZTSIOLJ,O,O,X,O,O,X
ZTSIOJL,O,X,O,O,O,X
ZTSLIJO,O,O,O,O,O,X
ZTSLIOJ,O,O,X,O,O,X
ZTSLJIO,O,O,O,O,O,X
ZTSLJOI,O,O,X,O,O,X
ZTSLOIJ,O,O,X,O,O,X
ZTSLOJI,O,O,X,O,O,X
ZTSJILO,O,X,O,O,O,X
ZTSJIOL,O,X,O,O,O,X
ZTSJLIO,O,X,O,O,O,X
ZTSJLOI,O,X,X,O,O,X
ZTSJOIL,O,X,O,O,O,X
ZTSJOLI,O,X,X,O,O,X
ZTSOILJ,O,O,X,O,O,X
ZTSOIJL,O,X,O,O,O,X
ZTSOLIJ,O,O,X,O,O,X
ZTSOLJI,O,O,X,O,O,X
ZTSOJIL,O,X,O,O,O,X
ZTSOJLI,O,X,X,O,O,X
ZTOILJS,X,O,O,X,X,O
ZTOILSJ,X,O,O,O,X,X
ZTOIJLS,X,O,O,X,X,O
ZTOIJSL,O,X,O,O,O,O
ZTOISLJ,O,O,O,O,O,X
ZTOISJL,O,X,O,O,O,X
ZTOLIJS,X,O,O,X,X,O
ZTOLISJ,X,O,O,O,X,X
ZTOLJIS,X,O,O,X,X,O
ZTOLJSI,X,O,O,X,X,X
ZTOLSIJ,X,O,O,O,X,X
ZTOLSJI,X,O,O,O,X,X
ZTOJILS,X,O,O,X,X,O
ZTOJISL,O,X,O,O,O,O
ZTOJLIS,X,O,O,X,X,O
ZTOJLSI,X,O,O,X,X,X
ZTOJSIL,O,X,O,O,O,X
ZTOJSLI,O,X,O,O,O,X
ZTOSILJ,O,O,O,O,O,X
ZTOSIJL,O,X,O,O,O,X
ZTOSLIJ,O,O,O,O,O,X
ZTOSLJI,O,O,O,O,O,X
ZTOSJIL,O,X,O,O,O,X
ZTOSJLI,O,X,O,O,O,X
ZITLJSO,O,O,O,X,X,O
ZITLJOS,X,O,X,X,X,O
ZITLSJO,O,O,O,O,X,X
ZITLSOJ,O,O,X,O,X,X
ZITLOJS,X,O,X,X,X,O
ZITLOSJ,X,O,X,O,X,X
ZITJLSO,O,O,O,X,X,O
ZITJLOS,X,O,X,X,X,O
ZITJSLO,O,X,O,O,O,O
ZITJSOL,O,X,O,O,O,O
ZITJOLS,X,O,O,X,X,O
ZITJOSL,O,X,O,O,O,O
ZITSLJO,O,O,O,O,O,X
ZITSLOJ,O,O,X,O,O,X
ZITSJLO,O,X,O,O,O,X
ZITSJOL,O,X,O,O,O,X
ZITSOLJ,O,O,X,O,O,X
ZITSOJL,O,X,O,O,O,X
ZITOLJS,X,O,O,X,X,O
ZITOLSJ,X,O,O,O,X,X
ZITOJLS,X,O,O,X,X,O
ZITOJSL,O,X,O,O,O,O
ZITOSLJ,O,O,O,O,O,X
ZITOSJL,O,X,O,O,O,X
ZILTJSO,O,O,O,X,X,O
ZILTJOS,X,O,X,X,X,O
ZILTSJO,O,O,O,O,X,X
ZILTSOJ,O,O,X,O,X,X
ZILTOJS,X,O,X,X,X,O
ZILTOSJ,X,O,X,O,X,X
ZILJTSO,O,O,O,X,X,O
ZILJTOS,X,O,X,X,X,O
ZILJSTO,O,O,O,X,O,X
ZILJSOT,O,O,X,X,O,X
ZILJOTS,X,O,O,X,X,O
ZILJOST,X,O,O,X,O,X
ZILSTJO,O,O,O,O,O,X
ZILSTOJ,O,O,X,O,O,X
ZILSJTO,O,O,O,O,O,X
ZILSJOT,O,O,X,X,O,X
ZILSOTJ,O,O,X,O,O,X
ZILSOJT,O,O,X,X,O,X
ZILOTJS,X,O,O,X,X,O
ZILOTSJ,X,O,O,X,X,X
ZILOJTS,X,O,O,X,X,O
ZILOJST,X,O,O,X,O,X
ZILOSTJ,X,O,O,X,O,X
ZILOSJT,X,O,O,X,O,X
ZIJTLSO,O,O,O,X,X,O
ZIJTLOS,X,O,X,X,X,O
ZIJTSLO,O,X,O,O,O,O
ZIJTSOL,O,X,O,O,O,O
ZIJTOLS,X,O,O,X,X,O
ZIJTOSL,O,X,O,O,O,O
ZIJLTSO,O,O,O,X,X,O
ZIJLTOS,X,O,X,X,X,O
ZIJLSTO,O,O,O,X,O,X
ZIJLSOT,O,O,X,X,O,X
ZIJLOTS,X,O,O,X,X,O
ZIJLOST,X,O,O,X,O,X
ZIJSTLO,O,X,O,O,O,X
ZIJSTOL,O,X,O,O,O,X
ZIJSLTO,O,O,O,O,O,X
ZIJSLOT,O,O,X,X,O,X
ZIJSOTL,O,X,O,X,O,X
ZIJSOLT,O,O,O,X,O,X
ZIJOTLS,X,O,O,X,X,O
ZIJOTSL,O,X,O,X,O,O
ZIJOLTS,X,O,O,X,X,O
ZIJOLST,X,O,O,X,O,X
ZIJOSTL,O,X,O,X,O,X
ZIJOSLT,O,O,O,X,O,X
ZISTLJO,O,O,O,O,O,X
ZISTLOJ,O,O,X,O,O,X
ZISTJLO,O,X,O,O,O,X
ZISTJOL,O,X,O,O,O,X
ZISTOLJ,O,O,X,O,O,X
ZISTOJL,O,X,O,O,O,X
ZISLTJO,O,O,O,O,O,X
ZISLTOJ,O,O,X,O,O,X
ZISLJTO,O,O,O,O,O,X
ZISLJOT,O,O,X,X,O,X
ZISLOTJ,O,O,X,O,O,X
ZISLOJT,O,O,X,X,O,X
ZISJTLO,O,X,O,O,O,X
ZISJTOL,O,X,O,O,O,X
ZISJLTO,O,O,O,O,O,X
ZISJLOT,O,O,X,X,O,X
ZISJOTL,O,X,O,X,O,X
ZISJOLT,O,O,O,X,O,X
ZISOTLJ,O,O,O,O,O,X
ZISOTJL,O,X,O,O,O,X
ZISOLTJ,O,O,O,O,O,X
ZISOLJT,O,O,O,X,O,X
ZISOJTL,O,X,O,X,O,X
ZISOJLT,O,O,O,X,O,X
ZIOTLJS,X,O,O,X,X,O
ZIOTLSJ,X,O,O,O,X,X
ZIOTJLS,X,O,O,X,X,O
ZIOTJSL,O,X,O,O,O,O
ZIOTSLJ,O,O,O,O,O,X
ZIOTSJL,O,X,O,O,O,X
ZIOLTJS,X,O,O,X,X,O
ZIOLTSJ,X,O,O,X,X,X
ZIOLJTS,X,O,O,X,X,O
ZIOLJST,X,O,O,X,O,X
ZIOLSTJ,X,O,O,X,O,X
ZIOLSJT,X,O,O,X,O,X
ZIOJTLS,X,O,O,X,X,O
ZIOJTSL,O,X,O,X,O,O
ZIOJLTS,X,O,O,X,X,O
ZIOJLST,X,O,O,X,O,X
ZIOJSTL,O,X,O,X,O,X
ZIOJSLT,O,O,O,X,O,X
ZIOSTLJ,O,O,O,O,O,X
ZIOSTJL,O,X,O,O,O,X
ZIOSLTJ,O,O,O,O,O,X
ZIOSLJT,O,O,O,X,O,X
ZIOSJTL,O,X,O,X,O,X
ZIOSJLT,O,O,O,X,O,X
ZLTIJSO,O,O,O,X,X,O
ZLTIJOS,X,O,X,X,X,O
ZLTISJO,O,O,O,O,X,X
ZLTISOJ,O,O,X,O,X,X
ZLTIOJS,X,O,X,X,X,O
ZLTIOSJ,X,O,X,O,X,X
ZLTJISO,O,O,O,X,X,O
ZLTJIOS,X,O,X,X,X,O
ZLTJSIO,O,O,O,X,X,X
ZLTJSOI,O,O,X,X,X,X
ZLTJOIS,X,O,X,X,X,O
ZLTJOSI,X,O,X,X,X,X
ZLTSIJO,O,O,O,O,X,X
ZLTSIOJ,O,O,X,O,X,X
ZLTSJIO,O,O,O,O,X,X
ZLTSJOI,O,O,X,O,X,X
ZLTSOIJ,O,O,X,O,X,X
ZLTSOJI,O,O,X,O,X,X
ZLTOIJS,X,O,X,X,X,O
ZLTOISJ,X,O,X,O,X,X
ZLTOJIS,X,O,X,X,X,O
ZLTOJSI,X,O,X,X,X,X
ZLTOSIJ,X,O,X,O,X,X
ZLTOSJI,X,O,X,O,X,X
ZLITJSO,O,O,O,X,X,O
ZLITJOS,X,O,X,X,X,O
ZLITSJO,O,O,O,O,X,X
ZLITSOJ,O,O,X,O,X,X
ZLITOJS,X,O,X,X,X,O
ZLITOSJ,X,O,X,O,X,X
ZLIJTSO,O,O,O,X,X,O
ZLIJTOS,X,O,X,X,X,O
ZLIJSTO,O,O,O,X,O,X
ZLIJSOT,O,O,X,X,O,X
ZLIJOTS,X,O,O,X,X,O
ZLIJOST,X,O,O,X,O,X
ZLISTJO,O,O,O,O,O,X
ZLISTOJ,O,O,X,O,O,X
ZLISJTO,O,O,O,O,O,X
ZLISJOT,O,O,X,X,O,X
ZLISOTJ,O,O,X,O,O,X
ZLISOJT,O,O,X,X,O,X
ZLIOTJS,X,O,O,X,X,O
ZLIOTSJ,X,O,O,X,X,X
ZLIOJTS,X,O,O,X,X,O
ZLIOJST,X,O,O,X,O,X
ZLIOSTJ,X,O,O,X,O,X
ZLIOSJT,X,O,O,X,O,X
ZLJTISO,O,O,O,X,X,O
ZLJTIOS,X,O,X,X,X,O
ZLJTSIO,O,O,O,X,X,X
ZLJTSOI,O,O,X,X,X,X
ZLJTOIS,X,O,X,X,X,O
ZLJTOSI,X,O,X,X,X,X
ZLJITSO,O,O,O,X,X,O
ZLJITOS,X,O,X,X,X,O
ZLJISTO,O,O,O,X,O,X
ZLJISOT,O,O,X,X,O,X
ZLJIOTS,X,O,O,X,X,O
ZLJIOST,X,O,O,X,O,X
ZLJSTIO,O,O,O,X,O,X
ZLJSTOI,O,O,X,X,O,X
ZLJSITO,O,O,O,X,O,X
ZLJSIOT,O,O,X,X,O,X
ZLJSOTI,O,O,X,X,O,X
ZLJSOIT,O,O,X,X,O,X
ZLJOTIS,X,O,O,X,X,O
ZLJOTSI,X,O,O,X,X,X
ZLJOITS,X,O,O,X,X,O
ZLJOIST,X,O,O,X,O,X
ZLJOSTI,X,O,O,X,O,X
ZLJOSIT,X,O,O,X,O,X
ZLSTIJO,O,O,O,O,O,X
ZLSTIOJ,O,O,X,O,O,X
ZLSTJIO,O,O,O,O,O,X
ZLSTJOI,O,O,X,O,O,X
ZLSTOIJ,O,O,X,O,O,X
ZLSTOJI,O,O,X,O,O,X
ZLSITJO,O,O,O,O,O,X
ZLSITOJ,O,O,X,O,O,X
ZLSIJTO,O,O,O,O,O,X
ZLSIJOT,O,O,X,X,O,X
ZLSIOTJ,O,O,X,O,O,X
ZLSIOJT,O,O,X,X,O,X
ZLSJTIO,O,O,O,O,O,X
ZLSJTOI,O,O,X,O,O,X
ZLSJITO,O,O,O,O,O,X
ZLSJIOT,O,O,X,X,O,X
ZLSJOTI,O,O,X,X,O,X
ZLSJOIT,O,O,X,X,O,X
ZLSOTIJ,O,O,X,O,O,X
ZLSOTJI,O,O,X,O,O,X
ZLSOITJ,O,O,X,O,O,X
ZLSOIJT,O,O,X,X,O,X
ZLSOJTI,O,O,X,X,O,X
ZLSOJIT,O,O,X,X,O,X
ZLOTIJS,X,O,O,X,X,O
ZLOTISJ,X,O,O,X,X,X
ZLOTJIS,X,O,O,X,X,O
ZLOTJSI,X,O,O,X,X,X
ZLOTSIJ,X,O,O,X,X,X
ZLOTSJI,X,O,O,X,X,X
ZLOITJS,X,O,O,X,X,O
ZLOITSJ,X,O,O,X,X,X
ZLOIJTS,X,O,O,X,X,O
ZLOIJST,X,O,O,X,O,X
ZLOISTJ,X,O,O,X,O,X
ZLOISJT,X,O,O,X,O,X
ZLOJTIS,X,O,O,X,X,O
ZLOJTSI,X,O,O,X,X,X
ZLOJITS,X,O,O,X,X,O
ZLOJIST,X,O,O,X,O,X
ZLOJSTI,X,O,O,X,O,X
ZLOJSIT,X,O,O,X,O,X
ZLOSTIJ,X,O,O,X,O,X
ZLOSTJI,X,O,O,X,O,X
ZLOSITJ,X,O,O,X,O,X
ZLOSIJT,X,O,O,X,O,X
ZLOSJTI,X,O,O,X,O,X
ZLOSJIT,X,O,O,X,O,X
ZJTILSO,O,O,O,X,X,O
ZJTILOS,X,O,X,X,X,O
ZJTISLO,O,X,O,O,O,O
ZJTISOL,O,X,O,O,O,O
ZJTIOLS,X,O,O,X,X,O
ZJTIOSL,O,X,O,O,O,O
ZJTLISO,O,O,O,X,X,O
ZJTLIOS,X,O,X,X,X,O
ZJTLSIO,O,O,O,X,X,X
ZJTLSOI,O,O,X,X,X,X
ZJTLOIS,X,O,X,X,X,O
ZJTLOSI,X,O,X,X,X,X
ZJTSILO,O,X,O,O,O,X
ZJTSIOL,O,X,O,O,O,X
ZJTSLIO,O,X,O,O,O,X
ZJTSLOI,O,X,X,O,O,X
ZJTSOIL,O,X,O,O,O,X
ZJTSOLI,O,X,X,O,O,X
ZJTOILS,X,O,O,X,X,O
ZJTOISL,O,X,O,O,O,O
ZJTOLIS,X,O,O,X,X,O
ZJTOLSI,X,O,O,X,X,X
ZJTOSIL,O,X,O,O,O,X
ZJTOSLI,O,X,O,O,O,X
ZJITLSO,O,O,O,X,X,O
ZJITLOS,X,O,X,X,X,O
ZJITSLO,O,X,O,O,O,O
ZJITSOL,O,X,O,O,O,O
ZJITOLS,X,O,O,X,X,O
ZJITOSL,O,X,O,O,O,O
ZJILTSO,O,O,O,X,X,O
ZJILTOS,X,O,X,X,X,O
ZJILSTO,O,O,O,X,O,X
ZJILSOT,O,O,X,X,O,X
ZJILOTS,X,O,O,X,X,O
ZJILOST,X,O,O,X,O,X
ZJISTLO,O,X,O,O,O,X
ZJISTOL,O,X,O,O,O,X
ZJISLTO,O,O,O,O,O,X
ZJISLOT,O,O,X,X,O,X
ZJISOTL,O,X,O,X,O,X
ZJISOLT,O,O,O,X,O,X
ZJIOTLS,X,O,O,X,X,O
ZJIOTSL,O,X,O,X,O,O
ZJIOLTS,X,O,O,X,X,O
ZJIOLST,X,O,O,X,O,X
ZJIOSTL,O,X,O,X,O,X
ZJIOSLT,O,O,O,X,O,X
ZJLTISO,O,O,O,X,X,O
ZJLTIOS,X,O,X,X,X,O
ZJLTSIO,O,O,O,X,X,X
ZJLTSOI,O,O,X,X,X,X
ZJLTOIS,X,O,X,X,X,O
ZJLTOSI,X,O,X,X,X,X
ZJLITSO,O,O,O,X,X,O
ZJLITOS,X,O,X,X,X,O
ZJLISTO,O,O,O,X,O,X
ZJLISOT,O,O,X,X,O,X
ZJLIOTS,X,O,O,X,X,O
ZJLIOST,X,O,O,X,O,X
ZJLSTIO,O,O,O,X,O,X
ZJLSTOI,O,O,X,X,O,X
ZJLSITO,O,O,O,X,O,X
ZJLSIOT,O,O,X,X,O,X
ZJLSOTI,O,O,X,X,O,X
ZJLSOIT,O,O,X,X,O,X
ZJLOTIS,X,O,O,X,X,O
ZJLOTSI,X,O,O,X,X,X
ZJLOITS,X,O,O,X,X,O
ZJLOIST,X,O,O,X,O,X
ZJLOSTI,X,O,O,X,O,X
ZJLOSIT,X,O,O,X,O,X
ZJSTILO,O,X,O,O,O,X
ZJSTIOL,O,X,O,O,O,X
ZJSTLIO,O,X,O,O,O,X
ZJSTLOI,O,X,X,O,O,X
ZJSTOIL,O,X,O,O,O,X
ZJSTOLI,O,X,X,O,O,X
ZJSITLO,O,X,O,O,O,X
ZJSITOL,O,X,O,O,O,X
ZJSILTO,O,O,O,O,O,X
ZJSILOT,O,O,X,X,O,X
ZJSIOTL,O,X,O,X,O,X
ZJSIOLT,O,O,O,X,O,X
ZJSLTIO,O,O,O,O,O,X
ZJSLTOI,O,O,X,O,O,X
ZJSLITO,O,O,O,O,O,X
ZJSLIOT,O,O,X,X,O,X
