sequence,v115@HhA8FeB8AeB8EeE8FeB8Jex/IvhFXhB8mBGjBaqBzq?BVxB,v115@HhA8FeB8AeB8EeE8FeB8Jex/IvhFlhBGjBUlBKsBTr?B3qB,v115@HhA8FeB8AeB8EeE8FeB8Je0/IvhFlgB3hBGjByrBTq?BxwB,v115@HhA8FeB8AeB8EeE8FeB8Jel/IvhFRhBGjBKqBzlB3r?BUsB,v115@HhA8FeB8AeB8EeE8FeB8Jex/IvhFymBGjBFlB3qBUs?BTrB,v115@HhA8FeB8AeB8EeE8FeB8Jex/IvhFzhBGjBFlB3qBUs?BKrB,v115@HhA8FeB8AeB8EeE8FeB8Jel/IvhF3hBGjBTlBKsBUm?BxvB,v115@HhA8FeB8AeB8EeE8FeB8Je0/IvhFxgBGjBFmBTqB3r?BKsB,v115@HhA8FeB8AeB8EeE8FeB8Jel/IvhFzgBGjBKqBRrBUs?B3rB
JSLITOZ,O,O,X,O,X,X,O,X,O
JSLIZTO,X,X,X,X,X,X,X,X,O
JSLIZOT,X,O,X,X,X,X,O,X,O
JSLIOTZ,O,O,X,O,X,X,O,X,O
JSLIOZT,X,X,X,O,X,X,O,X,O
JSLZTIO,X,X,X,X,O,O,X,X,X
JSLZTOI,X,X,X,O,O,O,X,X,X
JSLZITO,X,X,X,X,O,X,X,X,X
JSLZIOT,X,O,X,X,X,X,O,X,X
JSLZOTI,X,O,X,O,O,O,X,X,X
JSLZOIT,X,O,X,O,X,X,X,X,X
JSLOTIZ,O,O,X,O,X,X,X,O,X
JSLOTZI,O,O,X,O,X,X,X,O,X
JSLOITZ,O,O,X,O,X,X,O,X,X
JSLOIZT,X,X,X,O,X,X,O,X,X
JSLOZTI,X,O,X,O,X,X,X,O,X
JSLOZIT,X,O,X,O,X,X,X,X,X
JSZTILO,X,X,O,X,O,O,X,X,X
JSZTIOL,X,X,X,X,O,O,X,X,X
JSZTLIO,X,X,X,X,O,O,X,X,X
JSZTLOI,X,X,X,O,O,O,X,X,X
JSZTOIL,X,X,X,X,O,O,X,X,X
JSZTOLI,X,X,X,X,O,O,X,X,X
JSZITLO,X,X,O,X,O,O,X,X,X
JSZITOL,X,X,X,X,O,O,X,X,X
JSZILTO,X,X,O,X,O,X,X,X,X
JSZILOT,X,O,O,X,X,X,X,X,X
JSZIOTL,X,X,X,X,X,O,X,X,X
JSZIOLT,X,O,X,X,X,X,X,X,X
JSZLTIO,X,X,X,X,O,O,X,X,X
JSZLTOI,X,X,X,O,O,O,X,X,X
JSZLITO,X,X,X,X,O,X,X,X,X
JSZLIOT,X,O,X,X,X,X,X,X,X
JSZLOTI,X,O,X,O,O,O,X,X,X
JSZLOIT,X,O,X,O,X,X,X,X,X
JSZOTIL,X,X,X,X,O,O,X,O,X
JSZOTLI,X,X,X,X,O,O,X,O,X
JSZOITL,X,X,O,X,X,O,X,O,X
JSZOILT,X,O,O,O,X,X,X,X,X
JSZOLTI,X,O,X,O,O,O,X,O,X
JSZOLIT,X,O,X,O,X,X,X,X,X
JSOTILZ,X,X,X,O,X,X,X,O,X
JSOTIZL,O,X,X,X,O,O,X,O,X
JSOTLIZ,O,X,X,O,X,X,X,O,X
JSOTLZI,O,X,X,O,X,X,X,O,X
JSOTZIL,O,X,X,X,O,O,X,O,X
JSOTZLI,O,X,X,X,O,O,X,O,X
JSOITLZ,X,X,X,O,X,X,X,O,X
JSOITZL,O,X,X,X,X,X,X,O,X
JSOILTZ,X,O,X,O,X,X,X,X,X
JSOILZT,X,X,X,O,X,X,X,X,X
JSOIZTL,X,X,X,X,X,X,X,O,X
JSOIZLT,X,X,X,O,X,X,X,X,X
JSOLTIZ,O,O,X,O,X,X,X,O,X
JSOLTZI,O,O,X,O,X,X,X,O,X
JSOLITZ,O,O,X,O,X,X,X,X,X
JSOLIZT,X,X,X,O,X,X,X,X,X
JSOLZTI,X,O,X,O,X,X,X,O,X
JSOLZIT,X,O,X,O,X,X,X,X,X
JSOZTIL,X,X,X,X,O,O,X,O,X
JSOZTLI,X,X,X,X,O,O,X,O,X
JSOZITL,X,X,O,X,X,O,X,O,X
JSOZILT,X,O,O,O,X,X,X,X,X
JSOZLTI,X,O,X,O,O,O,X,O,X
JSOZLIT,X,O,X,O,X,X,X,X,X
JZTILSO,O,X,O,X,O,X,X,X,X
JZTILOS,O,O,O,X,X,X,O,X,X
JZTISLO,O,X,O,X,O,O,X,X,X
JZTISOL,O,X,X,X,O,O,X,X,X
JZTIOLS,O,O,O,X,X,X,O,X,X
JZTIOSL,O,X,X,X,X,X,X,X,X
JZTLISO,O,X,O,X,O,X,X,X,O
JZTLIOS,O,O,O,X,X,X,O,X,O
JZTLSIO,O,X,X,X,O,X,X,X,X
JZTLSOI,O,X,X,O,O,X,X,X,X
JZTLOIS,O,O,X,O,X,X,X,X,X
JZTLOSI,O,O,X,O,O,X,X,X,X
JZTSILO,O,X,O,X,O,O,X,X,X
JZTSIOL,O,X,X,X,O,O,X,X,X
JZTSLIO,O,X,X,X,O,O,X,X,X
JZTSLOI,O,X,X,O,O,O,X,X,X
JZTSOIL,O,X,X,X,O,O,X,X,X
JZTSOLI,O,X,X,X,O,O,X,X,X
JZTOILS,O,O,O,X,X,X,X,X,X
JZTOISL,O,X,O,X,X,X,X,X,X
JZTOLIS,O,O,X,X,X,X,X,X,X
JZTOLSI,O,O,X,X,O,X,X,X,X
JZTOSIL,O,X,X,X,X,O,X,O,X
JZTOSLI,O,X,X,X,X,O,X,O,X
JZITLSO,O,X,O,X,O,X,X,X,X
JZITLOS,O,O,O,X,X,X,O,X,X
JZITSLO,O,X,O,X,O,O,X,X,X
JZITSOL,O,X,X,X,O,O,X,X,X
JZITOLS,O,O,O,X,X,X,O,X,X
JZITOSL,O,X,X,X,X,X,X,X,X
JZILTSO,O,X,O,X,O,X,X,X,X
JZILTOS,O,O,O,X,X,X,O,X,X
JZILSTO,X,X,O,X,O,X,X,X,X
JZILSOT,X,O,O,X,X,X,O,X,X
JZILOTS,O,O,O,X,X,X,O,X,X
JZILOST,X,O,O,X,X,X,O,X,X
JZISTLO,X,X,O,X,O,O,X,X,X
JZISTOL,X,X,X,X,O,O,X,X,X
JZISLTO,X,X,O,X,O,X,X,X,X
JZISLOT,X,O,O,X,X,X,X,X,X
JZISOTL,X,X,X,X,X,O,X,X,X
JZISOLT,X,O,X,X,X,X,X,X,X
JZIOTLS,O,O,O,X,X,X,O,X,X
JZIOTSL,O,X,O,X,X,X,X,X,X
JZIOLTS,X,O,O,X,X,X,O,X,X
JZIOLST,X,O,O,X,X,X,O,X,X
JZIOSTL,X,X,O,X,X,O,X,O,X
JZIOSLT,X,O,O,X,X,X,X,X,X
JZLTISO,O,X,O,X,O,X,X,X,O
JZLTIOS,O,O,O,X,X,X,O,X,O
JZLTSIO,O,X,X,X,O,X,X,X,X
JZLTSOI,O,X,X,O,O,X,X,X,X
JZLTOIS,O,O,X,O,X,X,X,X,X
JZLTOSI,O,O,X,O,O,X,X,X,X
JZLITSO,O,X,O,X,O,X,X,X,O
JZLITOS,O,O,O,X,X,X,O,X,O
JZLISTO,X,X,O,X,O,X,X,X,O
JZLISOT,X,O,O,X,X,X,O,X,O
JZLIOTS,O,O,O,X,X,X,O,X,O
JZLIOST,X,O,O,X,X,X,O,X,O
JZLSTIO,X,X,X,X,O,O,X,X,X
JZLSTOI,X,X,X,O,O,O,X,X,X
JZLSITO,X,X,X,X,O,X,X,X,X
JZLSIOT,X,O,X,X,X,X,O,X,X
JZLSOTI,X,O,X,O,O,O,X,X,X
JZLSOIT,X,O,X,O,X,X,X,X,X
JZLOTIS,O,O,X,O,X,X,X,X,X
JZLOTSI,O,O,X,O,O,X,X,X,X
JZLOITS,O,O,O,O,X,X,X,X,X
JZLOIST,X,O,O,X,X,X,X,X,X
JZLOSTI,X,O,X,O,O,O,X,O,X
JZLOSIT,X,O,X,O,X,X,X,X,X
JZSTILO,X,X,O,X,O,O,X,X,X
JZSTIOL,X,X,X,X,O,O,X,X,X
JZSTLIO,X,X,X,X,O,O,X,X,X
JZSTLOI,X,X,X,O,O,O,X,X,X
JZSTOIL,X,X,X,X,O,O,X,X,X
JZSTOLI,X,X,X,X,O,O,X,X,X
JZSITLO,X,X,O,X,O,O,X,X,X
JZSITOL,X,X,X,X,O,O,X,X,X
JZSILTO,X,X,O,X,O,X,X,X,X
JZSILOT,X,O,O,X,X,X,X,X,X
JZSIOTL,X,X,X,X,X,O,X,X,X
JZSIOLT,X,O,X,X,X,X,X,X,X
JZSLTIO,X,X,X,X,O,O,X,X,X
JZSLTOI,X,X,X,O,O,O,X,X,X
JZSLITO,X,X,X,X,O,X,X,X,X
JZSLIOT,X,O,X,X,X,X,X,X,X
JZSLOTI,X,O,X,O,O,O,X,X,X
JZSLOIT,X,O,X,O,X,X,X,X,X
JZSOTIL,X,X,X,X,O,O,X,O,X
JZSOTLI,X,X,X,X,O,O,X,O,X
JZSOITL,X,X,O,X,X,O,X,O,X
JZSOILT,X,O,O,O,X,X,X,X,X
JZSOLTI,X,O,X,O,O,O,X,O,X
JZSOLIT,X,O,X,O,X,X,X,X,X
JZOTILS,O,O,O,X,X,X,X,X,X
JZOTISL,O,X,O,X,X,X,X,X,X
JZOTLIS,O,O,X,X,X,X,X,X,X
JZOTLSI,O,O,X,X,O,X,X,X,X
JZOTSIL,O,X,X,X,X,O,X,O,X
JZOTSLI,O,X,X,X,X,O,X,O,X
JZOITLS,O,O,O,X,X,X,X,X,X
JZOITSL,O,X,O,X,X,X,X,X,X
JZOILTS,X,O,O,X,X,X,X,X,X
JZOILST,X,O,O,X,X,X,X,X,X
JZOISTL,X,X,O,X,X,O,X,O,X
JZOISLT,X,O,O,X,X,X,X,X,X
JZOLTIS,O,O,X,X,X,X,X,X,X
JZOLTSI,O,O,X,X,O,X,X,X,X
JZOLITS,O,O,O,X,X,X,X,X,X
JZOLIST,X,O,O,X,X,X,X,X,X
JZOLSTI,X,O,X,X,O,O,X,O,X
JZOLSIT,X,O,X,X,X,X,X,X,X
JZOSTIL,X,X,X,X,O,O,X,O,X
JZOSTLI,X,X,X,X,O,O,X,O,X
JZOSITL,X,X,O,X,X,O,X,O,X
JZOSILT,X,O,O,X,X,X,X,X,X
JZOSLTI,X,O,X,X,O,O,X,O,X
JZOSLIT,X,O,X,X,X,X,X,X,X
JOTILSZ,O,O,X,X,X,X,O,X,X
JOTILZS,O,O,X,X,X,X,O,X,X
JOTISLZ,X,X,X,X,X,X,O,X,X
JOTISZL,O,X,X,X,O,O,X,X,X
JOTIZLS,O,X,X,X,X,X,O,X,X
JOTIZSL,O,X,X,X,X,X,X,X,X
JOTLISZ,O,O,X,O,X,X,O,X,O
JOTLIZS,O,O,X,O,X,X,O,X,O
JOTLSIZ,O,O,X,O,X,X,X,X,X
JOTLSZI,O,O,X,O,X,X,X,X,X
JOTLZIS,O,O,X,O,X,X,X,X,X
JOTLZSI,O,O,X,O,X,X,X,X,X
JOTSILZ,X,X,X,X,X,X,X,O,X
JOTSIZL,O,X,X,X,O,O,X,O,X
JOTSLIZ,O,X,X,O,X,X,X,O,X
JOTSLZI,O,X,X,O,X,X,X,O,X
JOTSZIL,O,X,X,X,O,O,X,O,X
JOTSZLI,O,X,X,X,O,O,X,O,X
JOTZILS,O,O,O,X,X,X,X,X,X
JOTZISL,O,X,O,X,X,X,X,X,X
JOTZLIS,O,O,X,X,X,X,X,X,X
JOTZLSI,O,O,X,X,O,X,X,X,X
JOTZSIL,O,X,X,X,X,X,X,O,X
JOTZSLI,O,X,X,X,X,X,X,O,X
JOITLSZ,O,O,O,X,X,X,O,X,X
JOITLZS,O,O,O,X,X,X,O,X,X
JOITSLZ,X,X,O,X,X,X,O,X,X
JOITSZL,O,X,O,X,O,O,X,X,X
JOITZLS,O,X,O,X,X,X,O,X,X
JOITZSL,O,X,O,X,X,X,X,X,X
JOILTSZ,O,O,O,X,X,X,O,X,X
JOILTZS,O,O,O,X,X,X,O,X,X
JOILSTZ,O,O,O,X,X,X,O,X,X
JOILSZT,X,X,O,X,X,X,O,X,X
JOILZTS,O,O,O,X,X,X,O,X,X
JOILZST,X,O,O,X,X,X,O,X,X
JOISTLZ,X,X,O,X,X,X,O,O,X
JOISTZL,O,X,O,X,X,X,X,O,X
JOISLTZ,X,O,O,X,X,X,O,X,X
JOISLZT,X,X,O,X,X,X,O,X,X
JOISZTL,X,X,O,X,X,X,X,O,X
JOISZLT,X,X,O,X,X,X,X,X,X
JOIZTLS,O,O,O,X,X,X,O,X,X
JOIZTSL,O,X,O,X,X,X,X,X,X
JOIZLTS,X,O,O,X,X,X,O,X,X
JOIZLST,X,O,O,X,X,X,O,X,X
JOIZSTL,X,X,O,X,X,X,X,O,X
JOIZSLT,X,O,O,X,X,X,X,X,X
JOLTISZ,O,O,X,O,X,X,O,X,O
JOLTIZS,O,O,X,O,X,X,O,X,O
JOLTSIZ,O,O,X,O,X,X,X,X,X
JOLTSZI,O,O,X,O,X,X,X,X,X
JOLTZIS,O,O,X,O,X,X,X,X,X
JOLTZSI,O,O,X,O,X,X,X,X,X
JOLITSZ,O,O,X,O,X,X,O,X,O
JOLITZS,O,O,X,O,X,X,O,X,O
JOLISTZ,O,O,X,O,X,X,O,X,O
JOLISZT,X,X,X,O,X,X,O,X,O
JOLIZTS,O,O,X,O,X,X,O,X,O
JOLIZST,X,O,X,X,X,X,O,X,O
JOLSTIZ,O,O,X,O,X,X,X,O,X
JOLSTZI,O,O,X,O,X,X,X,O,X
JOLSITZ,O,O,X,O,X,X,O,X,X
JOLSIZT,X,X,X,O,X,X,O,X,X
JOLSZTI,X,O,X,O,X,X,X,O,X
JOLSZIT,X,O,X,O,X,X,X,X,X
JOLZTIS,O,O,X,O,X,X,X,X,X
JOLZTSI,O,O,X,O,X,X,X,X,X
JOLZITS,O,O,O,O,X,X,X,X,X
JOLZIST,X,O,O,X,X,X,X,X,X
JOLZSTI,X,O,X,O,X,X,X,O,X
JOLZSIT,X,O,X,O,X,X,X,X,X
JOSTILZ,X,X,X,O,X,X,X,O,X
JOSTIZL,O,X,X,X,O,O,X,O,X
JOSTLIZ,O,X,X,O,X,X,X,O,X
JOSTLZI,O,X,X,O,X,X,X,O,X
JOSTZIL,O,X,X,X,O,O,X,O,X
JOSTZLI,O,X,X,X,O,O,X,O,X
JOSITLZ,X,X,X,O,X,X,X,O,X
JOSITZL,O,X,X,X,X,X,X,O,X
JOSILTZ,X,O,X,O,X,X,X,X,X
JOSILZT,X,X,X,O,X,X,X,X,X
JOSIZTL,X,X,X,X,X,X,X,O,X
JOSIZLT,X,X,X,O,X,X,X,X,X
JOSLTIZ,O,O,X,O,X,X,X,O,X
JOSLTZI,O,O,X,O,X,X,X,O,X
JOSLITZ,O,O,X,O,X,X,X,X,X
JOSLIZT,X,X,X,O,X,X,X,X,X
JOSLZTI,X,O,X,O,X,X,X,O,X
JOSLZIT,X,O,X,O,X,X,X,X,X
JOSZTIL,X,X,X,X,O,O,X,O,X
JOSZTLI,X,X,X,X,O,O,X,O,X
JOSZITL,X,X,O,X,X,O,X,O,X
JOSZILT,X,O,O,O,X,X,X,X,X
JOSZLTI,X,O,X,O,O,O,X,O,X
JOSZLIT,X,O,X,O,X,X,X,X,X
JOZTILS,O,O,O,X,X,X,X,X,X
JOZTISL,O,X,O,X,X,X,X,X,X
JOZTLIS,O,O,X,X,X,X,X,X,X
JOZTLSI,O,O,X,X,O,X,X,X,X
JOZTSIL,O,X,X,X,X,O,X,O,X
JOZTSLI,O,X,X,X,X,O,X,O,X
JOZITLS,O,O,O,X,X,X,X,X,X
JOZITSL,O,X,O,X,X,X,X,X,X
JOZILTS,X,O,O,X,X,X,X,X,X
JOZILST,X,O,O,X,X,X,X,X,X
JOZISTL,X,X,O,X,X,O,X,O,X
JOZISLT,X,O,O,X,X,X,X,X,X
JOZLTIS,O,O,X,X,X,X,X,X,X
JOZLTSI,O,O,X,X,O,X,X,X,X
JOZLITS,O,O,O,X,X,X,X,X,X
JOZLIST,X,O,O,X,X,X,X,X,X
JOZLSTI,X,O,X,X,O,O,X,O,X
JOZLSIT,X,O,X,X,X,X,X,X,X
JOZSTIL,X,X,X,X,O,O,X,O,X
JOZSTLI,X,X,X,X,O,O,X,O,X
JOZSITL,X,X,O,X,X,O,X,O,X
JOZSILT,X,O,O,X,X,X,X,X,X
JOZSLTI,X,O,X,X,O,O,X,O,X
JOZSLIT,X,O,X,X,X,X,X,X,X
STILJZO,O,X,X,X,O,O,X,X,X
STILJOZ,O,X,X,O,X,X,O,X,X
STILZJO,O,X,X,X,O,O,X,X,X
STILZOJ,O,X,X,X,O,O,X,X,X
STILOJZ,O,X,X,O,X,X,O,X,X
STILOZJ,O,X,X,O,X,X,O,X,X
STIJLZO,O,X,X,X,O,O,X,X,X
STIJLOZ,O,X,X,O,X,X,O,X,X
STIJZLO,O,X,X,X,O,O,X,X,X
STIJZOL,O,X,X,X,O,O,X,X,X
STIJOLZ,X,X,X,X,X,X,O,X,X
STIJOZL,O,X,X,X,O,O,X,X,X
STIZLJO,O,X,X,X,O,O,X,X,X
STIZLOJ,O,X,X,X,O,O,X,X,X
STIZJLO,O,X,X,X,O,O,X,X,X
STIZJOL,O,X,X,X,O,O,X,X,X
STIZOLJ,X,X,X,X,O,O,X,X,X
STIZOJL,O,X,X,X,O,O,X,X,X
STIOLJZ,X,X,X,X,X,X,O,X,X
STIOLZJ,X,X,X,X,X,X,O,X,X
STIOJLZ,X,X,X,X,X,X,O,X,X
STIOJZL,O,X,X,X,O,O,X,X,X
STIOZLJ,O,X,X,X,O,O,X,X,X
STIOZJL,O,X,X,X,O,O,X,X,X
STLIJZO,O,X,X,X,O,O,X,X,O
STLIJOZ,O,X,X,O,X,X,O,X,O
STLIZJO,O,X,X,X,O,O,X,X,O
STLIZOJ,O,X,X,X,O,O,X,X,O
STLIOJZ,O,X,X,O,X,X,O,X,O
STLIOZJ,O,X,X,O,X,X,O,X,O
STLJIZO,O,X,X,X,O,O,X,X,O
STLJIOZ,O,X,X,O,X,X,O,X,O
STLJZIO,O,X,X,X,O,O,X,X,X
STLJZOI,O,X,X,O,O,O,X,X,X
STLJOIZ,O,X,X,O,X,X,X,X,X
STLJOZI,O,X,X,O,X,X,X,X,X
STLZIJO,O,X,X,X,O,O,X,X,X
STLZIOJ,O,X,X,X,O,O,X,X,X
STLZJIO,O,X,X,X,O,O,X,X,X
STLZJOI,O,X,X,O,O,O,X,X,X
STLZOIJ,O,X,X,O,O,O,X,X,X
STLZOJI,O,X,X,O,O,O,X,X,X
STLOIJZ,O,X,X,O,X,X,X,X,X
STLOIZJ,O,X,X,O,X,X,X,X,X
STLOJIZ,O,X,X,O,X,X,X,X,X
STLOJZI,O,X,X,O,X,X,X,X,X
STLOZIJ,O,X,X,O,X,X,X,X,X
STLOZJI,O,X,X,O,X,X,X,X,X
STJILZO,O,X,X,X,O,O,X,X,X
STJILOZ,O,X,X,O,X,X,O,X,X
STJIZLO,O,X,X,X,O,O,X,X,X
STJIZOL,O,X,X,X,O,O,X,X,X
STJIOLZ,X,X,X,X,X,X,O,X,X
STJIOZL,O,X,X,X,O,O,X,X,X
STJLIZO,O,X,X,X,O,O,X,X,O
STJLIOZ,O,X,X,O,X,X,O,X,O
STJLZIO,O,X,X,X,O,O,X,X,X
STJLZOI,O,X,X,O,O,O,X,X,X
STJLOIZ,O,X,X,O,X,X,X,X,X
STJLOZI,O,X,X,O,X,X,X,X,X
STJZILO,O,X,X,X,O,O,X,X,X
STJZIOL,O,X,X,X,O,O,X,X,X
STJZLIO,O,X,X,X,O,O,X,X,X
STJZLOI,O,X,X,O,O,O,X,X,X
STJZOIL,O,X,X,X,O,O,X,X,X
STJZOLI,O,X,X,X,O,O,X,X,X
STJOILZ,X,X,X,O,X,X,X,O,X
STJOIZL,O,X,X,X,O,O,X,O,X
STJOLIZ,O,X,X,O,X,X,X,O,X
STJOLZI,O,X,X,O,X,X,X,O,X
STJOZIL,O,X,X,X,O,O,X,O,X
STJOZLI,O,X,X,X,O,O,X,O,X
STZILJO,O,X,X,X,O,O,X,X,X
STZILOJ,O,X,X,X,O,O,X,X,X
STZIJLO,O,X,X,X,O,O,X,X,X
STZIJOL,O,X,X,X,O,O,X,X,X
STZIOLJ,X,X,X,X,O,O,X,X,X
STZIOJL,O,X,X,X,O,O,X,X,X
STZLIJO,O,X,X,X,O,O,X,X,X
STZLIOJ,O,X,X,X,O,O,X,X,X
STZLJIO,O,X,X,X,O,O,X,X,X
STZLJOI,O,X,X,O,O,O,X,X,X
STZLOIJ,O,X,X,O,O,O,X,X,X
STZLOJI,O,X,X,O,O,O,X,X,X
STZJILO,O,X,X,X,O,O,X,X,X
STZJIOL,O,X,X,X,O,O,X,X,X
STZJLIO,O,X,X,X,O,O,X,X,X
STZJLOI,O,X,X,O,O,O,X,X,X
STZJOIL,O,X,X,X,O,O,X,X,X
STZJOLI,O,X,X,X,O,O,X,X,X
STZOILJ,O,X,X,X,O,O,X,X,X
STZOIJL,O,X,X,X,O,O,X,X,X
STZOLIJ,O,X,X,X,O,O,X,X,X
STZOLJI,O,X,X,X,O,O,X,X,X
STZOJIL,O,X,X,X,O,O,X,X,X
STZOJLI,O,X,X,X,O,O,X,X,X
STOILJZ,X,X,X,O,X,X,X,O,X
STOILZJ,X,X,X,O,X,X,X,O,X
STOIJLZ,X,X,X,O,X,X,X,O,X
STOIJZL,O,X,X,X,O,O,X,O,X
STOIZLJ,O,X,X,X,O,O,X,O,X
STOIZJL,O,X,X,X,O,O,X,O,X
STOLIJZ,O,X,X,O,X,X,X,O,X
STOLIZJ,O,X,X,O,X,X,X,O,X
STOLJIZ,O,X,X,O,X,X,X,O,X
STOLJZI,O,X,X,O,X,X,X,O,X
STOLZIJ,O,X,X,O,X,X,X,O,X
STOLZJI,O,X,X,O,X,X,X,O,X
STOJILZ,X,X,X,O,X,X,X,O,X
STOJIZL,O,X,X,X,O,O,X,O,X
STOJLIZ,O,X,X,O,X,X,X,O,X
STOJLZI,O,X,X,O,X,X,X,O,X
STOJZIL,O,X,X,X,O,O,X,O,X
STOJZLI,O,X,X,X,O,O,X,O,X
STOZILJ,O,X,X,X,O,O,X,O,X
STOZIJL,O,X,X,X,O,O,X,O,X
STOZLIJ,O,X,X,X,O,O,X,O,X
STOZLJI,O,X,X,X,O,O,X,O,X
STOZJIL,O,X,X,X,O,O,X,O,X
STOZJLI,O,X,X,X,O,O,X,O,X
SITLJZO,O,X,X,X,O,O,X,X,X
SITLJOZ,O,X,X,O,X,X,O,X,X
SITLZJO,O,X,X,X,O,O,X,X,X
SITLZOJ,O,X,X,X,O,O,X,X,X
SITLOJZ,O,X,X,O,X,X,O,X,X
SITLOZJ,O,X,X,O,X,X,O,X,X
SITJLZO,O,X,X,X,O,O,X,X,X
SITJLOZ,O,X,X,O,X,X,O,X,X
SITJZLO,O,X,X,X,O,O,X,X,X
SITJZOL,O,X,X,X,O,O,X,X,X
SITJOLZ,X,X,X,X,X,X,O,X,X
SITJOZL,O,X,X,X,O,O,X,X,X
SITZLJO,O,X,X,X,O,O,X,X,X
SITZLOJ,O,X,X,X,O,O,X,X,X
SITZJLO,O,X,X,X,O,O,X,X,X
SITZJOL,O,X,X,X,O,O,X,X,X
SITZOLJ,X,X,X,X,O,O,X,X,X
SITZOJL,O,X,X,X,O,O,X,X,X
SITOLJZ,X,X,X,X,X,X,O,X,X
SITOLZJ,X,X,X,X,X,X,O,X,X
SITOJLZ,X,X,X,X,X,X,O,X,X
SITOJZL,O,X,X,X,O,O,X,X,X
SITOZLJ,O,X,X,X,O,O,X,X,X
SITOZJL,O,X,X,X,O,O,X,X,X
SILTJZO,O,X,O,X,X,X,X,X,X
SILTJOZ,O,O,O,O,X,X,O,X,X
SILTZJO,O,X,O,X,X,X,X,X,X
SILTZOJ,O,X,O,X,X,X,X,X,X
SILTOJZ,O,X,O,O,X,X,O,X,X
SILTOZJ,O,X,O,O,X,X,O,X,X
SILJTZO,O,X,O,X,X,X,X,X,X
SILJTOZ,O,O,O,O,X,X,O,X,X
SILJZTO,X,X,O,X,X,X,X,X,X
SILJZOT,X,O,O,X,X,X,O,X,X
SILJOTZ,O,O,O,O,X,X,O,X,X
SILJOZT,X,X,O,O,X,X,O,X,X
SILZTJO,X,X,O,X,X,X,X,X,X
SILZTOJ,X,X,O,X,X,X,X,X,X
SILZJTO,X,X,O,X,X,X,X,X,X
SILZJOT,X,O,O,X,X,X,O,X,X
SILZOTJ,X,O,O,X,X,X,O,X,X
SILZOJT,X,O,O,X,X,X,O,X,X
SILOTJZ,O,O,O,O,X,X,O,X,X
SILOTZJ,O,X,O,O,X,X,O,X,X
SILOJTZ,O,O,O,O,X,X,O,X,X
SILOJZT,X,X,O,O,X,X,O,X,X
SILOZTJ,X,X,O,O,X,X,O,X,X
SILOZJT,X,X,O,O,X,X,O,X,X
SIJTLZO,O,X,X,X,O,O,X,X,X
SIJTLOZ,O,X,X,O,X,X,O,X,X
SIJTZLO,O,X,X,X,O,O,X,X,X
SIJTZOL,O,X,X,X,O,O,X,X,X
SIJTOLZ,X,X,X,X,X,X,O,X,X
SIJTOZL,O,X,X,X,O,O,X,X,X
SIJLTZO,O,X,O,X,X,X,X,X,X
SIJLTOZ,O,O,O,O,X,X,O,X,X
SIJLZTO,X,X,O,X,X,X,X,X,X
SIJLZOT,X,O,O,X,X,X,O,X,X
SIJLOTZ,O,O,O,O,X,X,O,X,X
SIJLOZT,X,X,O,O,X,X,O,X,X
SIJZTLO,X,X,O,X,O,O,X,X,X
SIJZTOL,X,X,X,X,O,O,X,X,X
SIJZLTO,X,X,O,X,O,X,X,X,X
SIJZLOT,X,O,O,X,X,X,X,X,X
SIJZOTL,X,X,X,X,X,O,X,X,X
SIJZOLT,X,O,X,X,X,X,X,X,X
SIJOTLZ,X,X,O,O,X,X,O,O,X
SIJOTZL,O,X,O,X,X,X,X,O,X
SIJOLTZ,X,O,O,O,X,X,O,X,X
SIJOLZT,X,X,O,O,X,X,O,X,X
SIJOZTL,X,X,O,X,X,X,X,O,X
SIJOZLT,X,X,O,O,X,X,X,X,X
SIZTLJO,X,X,O,X,O,O,X,X,X
SIZTLOJ,X,X,O,X,O,O,X,X,X
SIZTJLO,X,X,O,X,O,O,X,X,X
SIZTJOL,X,X,X,X,O,O,X,X,X
SIZTOLJ,X,X,X,X,O,O,X,X,X
SIZTOJL,X,X,X,X,O,O,X,X,X
SIZLTJO,X,X,O,X,O,X,X,X,X
SIZLTOJ,X,X,O,X,O,X,X,X,X
SIZLJTO,X,X,O,X,O,X,X,X,X
SIZLJOT,X,O,O,X,X,X,X,X,X
SIZLOTJ,X,O,O,X,X,X,X,X,X
SIZLOJT,X,O,O,X,X,X,X,X,X
SIZJTLO,X,X,O,X,O,O,X,X,X
SIZJTOL,X,X,X,X,O,O,X,X,X
SIZJLTO,X,X,O,X,O,X,X,X,X
SIZJLOT,X,O,O,X,X,X,X,X,X
SIZJOTL,X,X,X,X,X,O,X,X,X
SIZJOLT,X,O,X,X,X,X,X,X,X
SIZOTLJ,X,X,X,X,X,O,X,X,X
SIZOTJL,X,X,X,X,X,O,X,X,X
SIZOLTJ,X,O,X,X,X,X,X,X,X
SIZOLJT,X,O,X,X,X,X,X,X,X
SIZOJTL,X,X,X,X,X,O,X,X,X
SIZOJLT,X,O,X,X,X,X,X,X,X
SIOTLJZ,X,X,O,O,X,X,O,O,X
SIOTLZJ,X,X,O,O,X,X,O,O,X
SIOTJLZ,X,X,O,O,X,X,O,O,X
SIOTJZL,O,X,O,X,X,X,X,O,X
SIOTZLJ,O,X,O,X,X,X,X,O,X
SIOTZJL,O,X,O,X,X,X,X,O,X
SIOLTJZ,X,O,O,O,X,X,O,X,X
