sequence,v115@9gA8IeA8IeA8GeC8AeA8BeE8Je5EJvhFTgBGjBlmB3?nBimB0qB,v115@9gA8IeA8IeA8GeC8AeA8BeE8JezAJvhFRiBSoBVqBU?nBXrBupB,v115@9gA8IeA8IeA8GeC8AeA8BeE8Je5EJvhF2lBXiBTjBS?sBFmB0qB,v115@9gA8IeA8IeA8GeC8AeA8BeE8Je5EJvhFlgBUiBTjB/?qBOrBSxB,v115@9gA8IeA8IeA8GeC8AeA8BeE8JeCAJvhFGjB8pBRmB3?nBlmBzqB,v115@9gA8IeA8IeA8GeC8AeA8BeE8Je5EJvhFUhBFiBTjBS?sBmqB/qB,v115@9gA8IeA8IeA8GeC8AeA8BeE8Je5EJvhF8mB+nBTjBy?qB/qBFrB,v115@9gA8IeA8IeA8GeC8AeA8BeE8JeUBJvhFRiBSoBXlBV?sBzqBupB
SZTLIOJ,O,O,X,X,X,X,X,X
SZTLJIO,O,O,X,X,O,X,X,X
SZTLJOI,O,O,X,X,O,X,X,X
SZTLOIJ,O,O,X,X,O,X,X,X
SZTLOJI,O,O,X,X,O,X,X,X
SZTJILO,O,O,X,O,O,X,X,X
SZTJIOL,O,O,X,O,X,X,X,X
SZTJLIO,O,O,X,O,O,X,X,X
SZTJLOI,O,O,X,O,O,X,X,X
SZTJOIL,O,O,X,O,O,X,X,X
SZTJOLI,O,O,X,O,O,X,X,X
SZTOILJ,O,O,X,X,O,X,X,X
SZTOIJL,O,O,X,O,O,X,X,X
SZTOLIJ,O,O,X,X,O,X,X,X
SZTOLJI,O,O,X,X,O,X,X,X
SZTOJIL,O,O,X,O,O,X,X,X
SZTOJLI,O,O,X,O,O,X,X,X
SZITLJO,O,O,X,X,O,X,X,X
SZITLOJ,O,O,X,X,X,X,X,X
SZITJLO,O,O,X,O,O,X,X,X
SZITJOL,O,O,X,O,X,X,X,X
SZITOLJ,O,O,X,X,X,X,X,X
SZITOJL,O,O,X,O,X,X,X,X
SZILTJO,O,O,O,X,O,X,X,X
SZILTOJ,O,O,O,X,X,X,X,X
SZILJTO,O,O,O,X,O,X,O,X
SZILJOT,O,O,O,X,O,X,O,X
SZILOTJ,O,O,O,X,O,X,X,X
SZILOJT,O,O,O,X,O,X,X,X
SZIJTLO,O,O,X,O,O,X,X,X
SZIJTOL,O,O,X,O,X,X,X,X
SZIJLTO,O,O,O,O,O,X,O,X
SZIJLOT,O,O,O,O,O,X,O,X
SZIJOTL,O,O,X,O,O,X,X,X
SZIJOLT,O,O,O,O,O,X,O,X
SZIOTLJ,O,O,X,X,O,X,X,X
SZIOTJL,O,O,X,O,O,X,X,X
SZIOLTJ,O,O,O,X,O,X,X,X
SZIOLJT,O,O,O,X,O,X,X,X
SZIOJTL,O,O,X,O,O,X,X,X
SZIOJLT,O,O,O,O,O,X,X,X
SZLTIJO,O,O,O,X,O,X,X,X
SZLTIOJ,O,O,O,X,X,X,X,X
SZLTJIO,O,O,O,X,O,X,X,X
SZLTJOI,O,O,O,X,O,X,X,X
SZLTOIJ,O,O,O,X,O,X,X,X
SZLTOJI,O,O,O,X,O,X,X,X
SZLITJO,O,O,O,X,O,X,X,X
SZLITOJ,O,O,O,X,X,X,X,X
SZLIJTO,O,O,O,X,O,X,O,X
SZLIJOT,O,O,O,X,O,X,O,X
SZLIOTJ,O,O,O,X,O,X,X,X
SZLIOJT,O,O,O,X,O,X,X,X
SZLJTIO,O,O,O,X,O,X,X,X
SZLJTOI,O,O,O,X,O,X,X,X
SZLJITO,O,O,O,X,O,X,O,X
SZLJIOT,O,O,O,X,O,X,O,X
SZLJOTI,O,O,O,X,O,X,X,X
SZLJOIT,O,O,O,X,O,X,O,X
SZLOTIJ,O,O,O,X,O,X,X,X
SZLOTJI,O,O,O,X,O,X,X,X
SZLOITJ,O,O,O,X,O,X,X,X
SZLOIJT,O,O,O,X,O,X,X,X
SZLOJTI,O,O,O,X,O,X,X,X
SZLOJIT,O,O,O,X,O,X,X,X
SZJTILO,O,O,X,O,O,X,X,X
SZJTIOL,O,O,X,O,X,X,X,X
SZJTLIO,O,O,X,O,O,X,X,X
SZJTLOI,O,O,X,O,O,X,X,X
SZJTOIL,O,O,X,O,O,X,X,X
SZJTOLI,O,O,X,O,O,X,X,X
SZJITLO,O,O,X,O,O,X,X,X
SZJITOL,O,O,X,O,X,X,X,X
SZJILTO,O,O,O,O,O,X,O,X
SZJILOT,O,O,O,O,O,X,O,X
SZJIOTL,O,O,X,O,O,X,X,X
SZJIOLT,O,O,O,O,O,X,O,X
SZJLTIO,O,O,O,O,O,X,X,X
SZJLTOI,O,O,O,O,O,X,X,X
SZJLITO,O,O,O,O,O,X,O,X
SZJLIOT,O,O,O,O,O,X,O,X
SZJLOTI,O,O,O,O,O,X,X,X
SZJLOIT,O,O,O,O,O,X,O,X
SZJOTIL,O,O,X,O,O,X,X,X
SZJOTLI,O,O,X,O,O,X,X,X
SZJOITL,O,O,X,O,O,X,X,X
SZJOILT,O,O,O,O,O,X,O,X
SZJOLTI,O,O,O,O,O,X,X,X
SZJOLIT,O,O,O,O,O,X,O,X
SZOTILJ,O,O,X,X,O,X,X,X
SZOTIJL,O,O,X,O,O,X,X,X
SZOTLIJ,O,O,X,X,O,X,X,X
SZOTLJI,O,O,X,X,O,X,X,X
SZOTJIL,O,O,X,O,O,X,X,X
SZOTJLI,O,O,X,O,O,X,X,X
SZOITLJ,O,O,X,X,O,X,X,X
SZOITJL,O,O,X,O,O,X,X,X
SZOILTJ,O,O,O,X,O,X,X,X
SZOILJT,O,O,O,X,O,X,X,X
SZOIJTL,O,O,X,O,O,X,X,X
SZOIJLT,O,O,O,O,O,X,X,X
SZOLTIJ,O,O,O,X,O,X,X,X
SZOLTJI,O,O,O,X,O,X,X,X
SZOLITJ,O,O,O,X,O,X,X,X
SZOLIJT,O,O,O,X,O,X,X,X
SZOLJTI,O,O,O,X,O,X,X,X
SZOLJIT,O,O,O,X,O,X,X,X
SZOJTIL,O,O,X,O,O,X,X,X
SZOJTLI,O,O,X,O,O,X,X,X
SZOJITL,O,O,X,O,O,X,X,X
SZOJILT,O,O,O,O,O,X,X,X
SZOJLTI,O,O,O,O,O,X,X,X
SZOJLIT,O,O,O,O,O,X,X,X
SOTILJZ,X,X,X,O,X,X,X,O
SOTILZJ,X,O,X,X,X,X,X,O
SOTIJLZ,X,X,X,O,X,X,X,O
SOTIJZL,O,X,X,O,O,X,X,O
SOTIZLJ,O,O,X,X,O,X,X,O
SOTIZJL,O,O,X,O,O,X,X,O
SOTLIJZ,X,X,X,O,X,X,X,O
SOTLIZJ,X,O,X,X,X,X,X,O
SOTLJIZ,X,X,X,O,X,X,X,O
SOTLJZI,X,O,X,O,X,X,X,O
SOTLZIJ,X,O,X,X,X,X,X,O
SOTLZJI,X,O,X,X,X,X,X,O
SOTJILZ,X,X,X,O,X,X,X,O
SOTJIZL,O,X,X,O,O,X,X,O
SOTJLIZ,X,X,X,O,X,X,X,O
SOTJLZI,X,O,X,O,X,X,X,O
SOTJZIL,O,O,X,O,O,X,X,O
SOTJZLI,O,O,X,O,O,X,X,O
SOTZILJ,O,O,X,X,O,X,X,O
SOTZIJL,O,O,X,O,O,X,X,O
SOTZLIJ,O,O,X,X,O,X,X,O
SOTZLJI,O,O,X,X,O,X,X,O
SOTZJIL,O,O,X,O,O,X,X,O
SOTZJLI,O,O,X,O,O,X,X,O
SOITLJZ,X,X,X,O,X,X,X,O
SOITLZJ,X,O,X,X,X,X,X,O
SOITJLZ,X,X,X,O,X,X,X,O
SOITJZL,O,X,X,O,O,X,X,O
SOITZLJ,O,O,X,X,O,X,X,O
SOITZJL,O,O,X,O,O,X,X,O
SOILTJZ,X,X,X,O,X,O,X,X
SOILTZJ,X,O,O,X,X,X,X,X
SOILJTZ,X,X,X,O,X,O,X,X
SOILJZT,X,X,O,O,O,O,O,X
SOILZTJ,X,O,O,X,O,X,X,X
SOILZJT,X,O,O,X,O,X,X,X
SOIJTLZ,X,X,X,O,X,X,X,X
SOIJTZL,O,X,X,O,O,X,X,X
SOIJLTZ,X,X,X,O,X,O,X,X
SOIJLZT,X,X,X,O,O,O,O,X
SOIJZTL,O,X,X,O,O,X,X,X
SOIJZLT,O,X,X,O,O,X,O,X
SOIZTLJ,O,O,X,X,O,X,X,X
SOIZTJL,O,O,X,O,O,X,X,X
SOIZLTJ,O,O,O,X,O,X,X,X
SOIZLJT,O,O,O,X,O,X,X,X
SOIZJTL,O,O,X,O,O,X,X,X
SOIZJLT,O,O,O,O,O,X,X,X
SOLTIJZ,X,X,X,O,X,O,X,O
SOLTIZJ,X,O,O,X,X,X,X,O
SOLTJIZ,X,X,X,O,X,O,X,O
SOLTJZI,X,O,X,O,X,X,X,O
SOLTZIJ,X,O,O,X,X,X,X,O
SOLTZJI,X,O,O,X,X,X,X,O
SOLITJZ,X,X,X,O,X,O,X,X
SOLITZJ,X,O,O,X,X,X,X,X
SOLIJTZ,X,X,X,O,X,O,X,X
SOLIJZT,X,X,O,O,O,O,O,X
SOLIZTJ,X,O,O,X,O,X,X,X
SOLIZJT,X,O,O,X,O,X,X,X
SOLJTIZ,X,X,X,O,X,O,X,X
SOLJTZI,X,O,X,O,X,X,X,X
SOLJITZ,X,X,X,O,X,O,X,X
SOLJIZT,X,X,O,O,O,O,O,X
SOLJZTI,X,O,O,O,O,X,X,X
SOLJZIT,X,O,O,O,O,X,O,X
SOLZTIJ,X,O,O,X,O,X,X,X
SOLZTJI,X,O,O,X,O,X,X,X
SOLZITJ,X,O,O,X,O,X,X,X
SOLZIJT,X,O,O,X,O,X,X,X
SOLZJTI,X,O,O,X,O,X,X,X
SOLZJIT,X,O,O,X,O,X,X,X
SOJTILZ,X,X,X,O,X,X,X,O
SOJTIZL,O,X,X,O,O,X,X,O
SOJTLIZ,X,X,X,O,X,X,X,O
SOJTLZI,X,O,X,O,X,X,X,O
SOJTZIL,O,O,X,O,O,X,X,O
SOJTZLI,O,O,X,O,O,X,X,O
SOJITLZ,X,X,X,O,X,X,X,X
SOJITZL,O,X,X,O,O,X,X,X
SOJILTZ,X,X,X,O,X,O,X,X
SOJILZT,X,X,X,O,O,O,O,X
SOJIZTL,O,X,X,O,O,X,X,X
SOJIZLT,O,X,X,O,O,X,O,X
SOJLTIZ,X,X,X,O,X,O,X,X
SOJLTZI,X,O,X,O,X,X,X,X
SOJLITZ,X,X,X,O,X,O,X,X
SOJLIZT,X,X,X,O,O,O,O,X
SOJLZTI,X,O,X,O,O,X,X,X
SOJLZIT,X,O,X,O,O,X,O,X
SOJZTIL,O,O,X,O,O,X,X,X
SOJZTLI,O,O,X,O,O,X,X,X
SOJZITL,O,O,X,O,O,X,X,X
SOJZILT,O,O,X,O,O,X,O,X
SOJZLTI,O,O,X,O,O,X,X,X
SOJZLIT,O,O,X,O,O,X,O,X
SOZTILJ,O,O,X,X,O,X,X,O
SOZTIJL,O,O,X,O,O,X,X,O
SOZTLIJ,O,O,X,X,O,X,X,O
SOZTLJI,O,O,X,X,O,X,X,O
SOZTJIL,O,O,X,O,O,X,X,O
SOZTJLI,O,O,X,O,O,X,X,O
SOZITLJ,O,O,X,X,O,X,X,X
SOZITJL,O,O,X,O,O,X,X,X
SOZILTJ,O,O,O,X,O,X,X,X
SOZILJT,O,O,O,X,O,X,X,X
SOZIJTL,O,O,X,O,O,X,X,X
SOZIJLT,O,O,O,O,O,X,X,X
SOZLTIJ,O,O,O,X,O,X,X,X
SOZLTJI,O,O,O,X,O,X,X,X
SOZLITJ,O,O,O,X,O,X,X,X
SOZLIJT,O,O,O,X,O,X,X,X
SOZLJTI,O,O,O,X,O,X,X,X
SOZLJIT,O,O,O,X,O,X,X,X
SOZJTIL,O,O,X,O,O,X,X,X
SOZJTLI,O,O,X,O,O,X,X,X
SOZJITL,O,O,X,O,O,X,X,X
SOZJILT,O,O,O,O,O,X,X,X
SOZJLTI,O,O,O,O,O,X,X,X
SOZJLIT,O,O,O,O,O,X,X,X
ZTILJSO,X,O,O,X,X,X,O,X
ZTILJOS,X,X,O,X,X,X,O,X
ZTILSJO,O,O,O,X,X,X,X,X
ZTILSOJ,O,O,O,X,X,X,X,X
ZTILOJS,X,X,O,X,X,X,X,O
ZTILOSJ,O,O,O,X,X,X,X,O
ZTIJLSO,X,O,O,X,X,X,O,X
ZTIJLOS,X,X,O,X,X,X,O,X
ZTIJSLO,O,O,X,X,X,X,X,X
ZTIJSOL,O,O,X,X,X,X,X,X
ZTIJOLS,X,X,O,X,X,X,O,X
ZTIJOSL,O,X,X,X,X,X,X,X
ZTISLJO,O,O,X,X,X,X,X,X
ZTISLOJ,O,O,X,X,X,X,X,X
ZTISJLO,O,O,X,X,X,X,X,X
ZTISJOL,O,O,X,X,X,X,X,X
ZTISOLJ,O,O,X,X,X,X,X,X
ZTISOJL,O,O,X,X,X,X,X,X
ZTIOLJS,X,X,O,X,X,X,X,O
ZTIOLSJ,O,O,O,X,X,X,X,O
ZTIOJLS,X,X,O,X,X,X,X,O
ZTIOJSL,O,X,X,X,X,X,X,O
ZTIOSLJ,O,O,X,X,X,X,X,O
ZTIOSJL,O,O,X,X,X,X,X,O
ZTLIJSO,X,O,O,X,X,X,O,X
ZTLIJOS,X,X,O,X,X,X,O,X
ZTLISJO,O,O,O,X,X,X,X,X
ZTLISOJ,O,O,O,X,X,X,X,X
ZTLIOJS,X,X,O,X,X,X,X,O
ZTLIOSJ,O,O,O,X,X,X,X,O
ZTLJISO,X,O,O,X,X,X,O,X
ZTLJIOS,X,X,O,X,X,X,O,X
ZTLJSIO,X,O,O,X,O,X,X,X
ZTLJSOI,X,O,O,X,O,X,X,X
ZTLJOIS,X,X,O,X,X,X,O,X
ZTLJOSI,X,X,O,X,O,X,X,X
ZTLSIJO,O,O,O,X,O,X,X,X
ZTLSIOJ,O,O,O,X,X,X,X,X
ZTLSJIO,O,O,O,X,O,X,X,X
ZTLSJOI,O,O,O,X,O,X,X,X
ZTLSOIJ,O,O,O,X,O,X,X,X
ZTLSOJI,O,O,O,X,O,X,X,X
ZTLOIJS,X,X,O,X,X,X,X,O
ZTLOISJ,O,O,O,X,O,X,X,O
ZTLOJIS,X,X,O,X,X,X,X,O
ZTLOJSI,X,X,O,X,O,X,X,O
ZTLOSIJ,O,O,O,X,O,X,X,O
ZTLOSJI,O,O,O,X,O,X,X,O
ZTJILSO,X,O,O,X,X,X,O,X
ZTJILOS,X,X,O,X,X,X,O,X
ZTJISLO,O,O,X,X,X,X,X,X
ZTJISOL,O,O,X,X,X,X,X,X
ZTJIOLS,X,X,O,X,X,X,O,X
ZTJIOSL,O,X,X,X,X,X,X,X
ZTJLISO,X,O,O,X,X,X,O,X
ZTJLIOS,X,X,O,X,X,X,O,X
ZTJLSIO,X,O,O,X,O,X,X,X
ZTJLSOI,X,O,O,X,O,X,X,X
ZTJLOIS,X,X,O,X,X,X,O,X
ZTJLOSI,X,X,O,X,O,X,X,X
ZTJSILO,O,O,X,X,O,X,X,X
ZTJSIOL,O,O,X,X,X,X,X,X
ZTJSLIO,O,O,X,X,O,X,X,X
ZTJSLOI,O,O,X,X,O,X,X,X
ZTJSOIL,O,O,X,X,O,X,X,X
ZTJSOLI,O,O,X,X,O,X,X,X
ZTJOILS,X,X,O,X,X,X,O,X
ZTJOISL,O,X,X,X,X,X,X,X
ZTJOLIS,X,X,O,X,X,X,O,X
ZTJOLSI,X,X,O,X,O,X,X,X
ZTJOSIL,O,X,X,X,O,X,X,X
ZTJOSLI,O,X,X,X,O,X,X,X
ZTSILJO,O,O,X,X,O,X,X,X
ZTSILOJ,O,O,X,X,X,X,X,X
ZTSIJLO,O,O,X,X,O,X,X,X
ZTSIJOL,O,O,X,X,X,X,X,X
ZTSIOLJ,O,O,X,X,X,X,X,X
ZTSIOJL,O,O,X,X,X,X,X,X
ZTSLIJO,O,O,X,X,O,X,X,X
ZTSLIOJ,O,O,X,X,X,X,X,X
ZTSLJIO,O,O,X,X,O,X,X,X
ZTSLJOI,O,O,X,X,O,X,X,X
ZTSLOIJ,O,O,X,X,O,X,X,X
ZTSLOJI,O,O,X,X,O,X,X,X
ZTSJILO,O,O,X,X,O,X,X,X
ZTSJIOL,O,O,X,X,X,X,X,X
ZTSJLIO,O,O,X,X,O,X,X,X
ZTSJLOI,O,O,X,X,O,X,X,X
ZTSJOIL,O,O,X,X,O,X,X,X
ZTSJOLI,O,O,X,X,O,X,X,X
ZTSOILJ,O,O,X,X,O,X,X,X
ZTSOIJL,O,O,X,X,O,X,X,X
ZTSOLIJ,O,O,X,X,O,X,X,X
ZTSOLJI,O,O,X,X,O,X,X,X
ZTSOJIL,O,O,X,X,O,X,X,X
ZTSOJLI,O,O,X,X,O,X,X,X
ZTOILJS,X,X,O,X,X,X,X,O
ZTOILSJ,O,O,O,X,O,X,X,O
ZTOIJLS,X,X,O,X,X,X,X,O
ZTOIJSL,O,X,X,X,X,X,X,O
ZTOISLJ,O,O,X,X,O,X,X,O
ZTOISJL,O,O,X,X,O,X,X,O
ZTOLIJS,X,X,O,X,X,X,X,O
ZTOLISJ,O,O,O,X,O,X,X,O
ZTOLJIS,X,X,O,X,X,X,X,O
ZTOLJSI,X,X,O,X,O,X,X,O
ZTOLSIJ,O,O,O,X,O,X,X,O
ZTOLSJI,O,O,O,X,O,X,X,O
ZTOJILS,X,X,O,X,X,X,X,O
ZTOJISL,O,X,X,X,X,X,X,O
ZTOJLIS,X,X,O,X,X,X,X,O
ZTOJLSI,X,X,O,X,O,X,X,O
ZTOJSIL,O,X,X,X,O,X,X,O
ZTOJSLI,O,X,X,X,O,X,X,O
ZTOSILJ,O,O,X,X,O,X,X,O
ZTOSIJL,O,O,X,X,O,X,X,O
ZTOSLIJ,O,O,X,X,O,X,X,O
ZTOSLJI,O,O,X,X,O,X,X,O
ZTOSJIL,O,O,X,X,O,X,X,O
ZTOSJLI,O,O,X,X,O,X,X,O
ZITLJSO,X,O,O,X,X,X,O,X
ZITLJOS,X,X,O,X,X,X,O,X
ZITLSJO,O,O,O,X,X,X,X,X
ZITLSOJ,O,O,O,X,X,X,X,X
ZITLOJS,X,X,O,X,X,X,X,X
ZITLOSJ,O,O,O,X,X,X,X,X
ZITJLSO,X,O,O,X,X,X,O,X
ZITJLOS,X,X,O,X,X,X,O,X
ZITJSLO,O,O,X,X,X,X,X,X
ZITJSOL,O,O,X,X,X,X,X,X
ZITJOLS,X,X,O,X,X,X,O,X
ZITJOSL,O,X,X,X,X,X,X,X
ZITSLJO,O,O,X,X,X,X,X,X
ZITSLOJ,O,O,X,X,X,X,X,X
ZITSJLO,O,O,X,X,X,X,X,X
ZITSJOL,O,O,X,X,X,X,X,X
ZITSOLJ,O,O,X,X,X,X,X,X
ZITSOJL,O,O,X,X,X,X,X,X
ZITOLJS,X,X,O,X,X,X,X,X
ZITOLSJ,O,O,O,X,X,X,X,X
ZITOJLS,X,X,O,X,X,X,X,X
ZITOJSL,O,X,X,X,X,X,X,X
ZITOSLJ,O,O,X,X,X,X,X,X
ZITOSJL,O,O,X,X,X,X,X,X
ZILTJSO,X,O,O,X,X,O,O,X
ZILTJOS,X,X,O,X,X,O,O,X
ZILTSJO,O,O,O,X,X,X,X,X
ZILTSOJ,O,O,O,X,X,X,X,X
ZILTOJS,X,X,O,X,X,O,X,X
ZILTOSJ,O,O,O,X,X,X,X,X
ZILJTSO,X,O,O,X,X,O,O,X
ZILJTOS,X,X,O,X,X,O,O,X
ZILJSTO,O,O,O,X,O,O,O,X
ZILJSOT,O,O,O,X,O,O,O,X
ZILJOTS,X,X,O,X,X,O,O,X
ZILJOST,O,X,O,X,O,O,O,X
ZILSTJO,O,O,O,X,O,X,X,X
ZILSTOJ,O,O,O,X,X,X,X,X
ZILSJTO,O,O,O,X,O,X,O,X
ZILSJOT,O,O,O,X,O,X,O,X
ZILSOTJ,O,O,O,X,O,X,X,X
ZILSOJT,O,O,O,X,O,X,X,X
ZILOTJS,X,X,O,X,X,O,X,X
ZILOTSJ,O,O,O,X,O,X,X,X
ZILOJTS,X,X,O,X,X,O,O,X
ZILOJST,O,X,O,X,O,O,O,X
ZILOSTJ,O,O,O,X,O,X,X,X
ZILOSJT,O,O,O,X,O,X,X,X
ZIJTLSO,X,O,O,X,X,X,O,X
ZIJTLOS,X,X,O,X,X,X,O,X
ZIJTSLO,O,O,X,O,X,X,X,X
ZIJTSOL,O,O,X,O,X,X,X,X
ZIJTOLS,X,X,O,X,X,X,O,X
ZIJTOSL,O,X,X,O,X,X,X,X
ZIJLTSO,X,O,O,X,X,O,O,X
ZIJLTOS,X,X,O,X,X,O,O,X
ZIJLSTO,O,O,O,O,O,O,O,X
ZIJLSOT,O,O,O,O,O,O,O,X
ZIJLOTS,X,X,O,X,X,O,O,X
ZIJLOST,O,X,O,O,O,O,O,X
ZIJSTLO,O,O,X,O,O,X,X,X
ZIJSTOL,O,O,X,O,X,X,X,X
ZIJSLTO,O,O,O,O,O,X,O,X
ZIJSLOT,O,O,O,O,O,X,O,X
ZIJSOTL,O,O,X,O,O,X,X,X
ZIJSOLT,O,O,O,O,O,X,O,X
ZIJOTLS,X,X,O,X,X,X,O,X
ZIJOTSL,O,X,X,O,X,X,X,X
ZIJOLTS,X,X,O,X,X,O,O,X
ZIJOLST,O,X,O,O,O,O,O,X
ZIJOSTL,O,X,X,O,O,X,X,X
ZIJOSLT,O,X,O,O,O,X,O,X
ZISTLJO,O,O,X,X,O,X,X,X
ZISTLOJ,O,O,X,X,X,X,X,X
ZISTJLO,O,O,X,O,O,X,X,X
ZISTJOL,O,O,X,O,X,X,X,X
ZISTOLJ,O,O,X,X,X,X,X,X
ZISTOJL,O,O,X,O,X,X,X,X
ZISLTJO,O,O,O,X,O,X,X,X
ZISLTOJ,O,O,O,X,X,X,X,X
ZISLJTO,O,O,O,X,O,X,O,X
ZISLJOT,O,O,O,X,O,X,O,X
ZISLOTJ,O,O,O,X,O,X,X,X
ZISLOJT,O,O,O,X,O,X,X,X
ZISJTLO,O,O,X,O,O,X,X,X
ZISJTOL,O,O,X,O,X,X,X,X
ZISJLTO,O,O,O,O,O,X,O,X
ZISJLOT,O,O,O,O,O,X,O,X
ZISJOTL,O,O,X,O,O,X,X,X
ZISJOLT,O,O,O,O,O,X,O,X
ZISOTLJ,O,O,X,X,O,X,X,X
ZISOTJL,O,O,X,O,O,X,X,X
ZISOLTJ,O,O,O,X,O,X,X,X
ZISOLJT,O,O,O,X,O,X,X,X
ZISOJTL,O,O,X,O,O,X,X,X
ZISOJLT,O,O,O,O,O,X,X,X
ZIOTLJS,X,X,O,X,X,X,X,X
ZIOTLSJ,O,O,O,X,O,X,X,X
ZIOTJLS,X,X,O,X,X,X,X,X
ZIOTJSL,O,X,X,X,X,X,X,X
ZIOTSLJ,O,O,X,X,O,X,X,X
ZIOTSJL,O,O,X,X,O,X,X,X
ZIOLTJS,X,X,O,X,X,O,X,X
ZIOLTSJ,O,O,O,X,O,X,X,X
ZIOLJTS,X,X,O,X,X,O,O,X
ZIOLJST,O,X,O,X,O,O,O,X
ZIOLSTJ,O,O,O,X,O,X,X,X
ZIOLSJT,O,O,O,X,O,X,X,X
ZIOJTLS,X,X,O,X,X,X,O,X
ZIOJTSL,O,X,X,O,X,X,X,X
ZIOJLTS,X,X,O,X,X,O,O,X
ZIOJLST,O,X,O,O,O,O,O,X
ZIOJSTL,O,X,X,O,O,X,X,X
ZIOJSLT,O,X,O,O,O,X,O,X
ZIOSTLJ,O,O,X,X,O,X,X,X
ZIOSTJL,O,O,X,O,O,X,X,X
ZIOSLTJ,O,O,O,X,O,X,X,X
ZIOSLJT,O,O,O,X,O,X,X,X
ZIOSJTL,O,O,X,O,O,X,X,X
ZIOSJLT,O,O,O,O,O,X,X,X
ZLTIJSO,X,O,O,X,X,O,O,X
ZLTIJOS,X,X,O,X,X,O,O,X
ZLTISJO,O,O,O,X,X,X,X,X
ZLTISOJ,O,O,O,X,X,X,X,X
ZLTIOJS,X,X,O,X,X,O,X,O
ZLTIOSJ,O,O,O,X,X,X,X,O
ZLTJISO,X,O,O,X,X,O,O,X
ZLTJIOS,X,X,O,X,X,O,O,X
ZLTJSIO,X,O,O,X,O,X,X,X
ZLTJSOI,X,O,O,X,O,X,X,X
ZLTJOIS,X,X,O,X,X,O,O,X
ZLTJOSI,X,X,O,X,O,X,X,X
ZLTSIJO,O,O,O,X,O,X,X,X
ZLTSIOJ,O,O,O,X,X,X,X,X
ZLTSJIO,O,O,O,X,O,X,X,X
ZLTSJOI,O,O,O,X,O,X,X,X
ZLTSOIJ,O,O,O,X,O,X,X,X
ZLTSOJI,O,O,O,X,O,X,X,X
ZLTOIJS,X,X,O,X,X,O,X,O
ZLTOISJ,O,O,O,X,O,X,X,O
ZLTOJIS,X,X,O,X,X,O,X,O
ZLTOJSI,X,X,O,X,O,X,X,O
ZLTOSIJ,O,O,O,X,O,X,X,O
ZLTOSJI,O,O,O,X,O,X,X,O
ZLITJSO,X,O,O,X,X,O,O,X
ZLITJOS,X,X,O,X,X,O,O,X
ZLITSJO,O,O,O,X,X,X,X,X
ZLITSOJ,O,O,O,X,X,X,X,X
ZLITOJS,X,X,O,X,X,O,X,O
ZLITOSJ,O,O,O,X,X,X,X,O
ZLIJTSO,X,O,O,X,X,O,O,X
ZLIJTOS,X,X,O,X,X,O,O,X
ZLIJSTO,O,O,O,X,O,O,O,X
ZLIJSOT,O,O,O,X,O,O,O,X
ZLIJOTS,X,X,O,X,X,O,O,X
ZLIJOST,O,X,O,X,O,O,O,X
ZLISTJO,O,O,O,X,O,X,X,X
ZLISTOJ,O,O,O,X,X,X,X,X
ZLISJTO,O,O,O,X,O,X,O,X
ZLISJOT,O,O,O,X,O,X,O,X
ZLISOTJ,O,O,O,X,O,X,X,X
ZLISOJT,O,O,O,X,O,X,X,X
ZLIOTJS,X,X,O,X,X,O,X,X
ZLIOTSJ,O,O,O,X,O,X,X,X
ZLIOJTS,X,X,O,X,X,O,O,X
ZLIOJST,O,X,O,X,O,O,O,X
ZLIOSTJ,O,O,O,X,O,X,X,X
ZLIOSJT,O,O,O,X,O,X,X,X
ZLJTISO,X,O,O,X,X,O,O,X
ZLJTIOS,X,X,O,X,X,O,O,X
ZLJTSIO,X,O,O,X,O,X,X,X
ZLJTSOI,X,O,O,X,O,X,X,X
ZLJTOIS,X,X,O,X,X,O,O,X
ZLJTOSI,X,X,O,X,O,X,X,X
ZLJITSO,X,O,O,X,X,O,O,X
ZLJITOS,X,X,O,X,X,O,O,X
ZLJISTO,O,O,O,X,O,O,O,X
ZLJISOT,O,O,O,X,O,O,O,X
ZLJIOTS,X,X,O,X,X,O,O,X
ZLJIOST,O,X,O,X,O,O,O,X
ZLJSTIO,O,O,O,X,O,X,X,X
ZLJSTOI,O,O,O,X,O,X,X,X
ZLJSITO,O,O,O,X,O,X,O,X
ZLJSIOT,O,O,O,X,O,X,O,X
ZLJSOTI,O,O,O,X,O,X,X,X
ZLJSOIT,O,O,O,X,O,X,O,X
ZLJOTIS,X,X,O,X,X,O,O,X
ZLJOTSI,X,X,O,X,O,X,X,X
ZLJOITS,X,X,O,X,X,O,O,X
ZLJOIST,O,X,O,X,O,O,O,X
ZLJOSTI,O,X,O,X,O,X,X,X
ZLJOSIT,O,X,O,X,O,X,O,X
ZLSTIJO,O,O,O,X,O,X,X,X
ZLSTIOJ,O,O,O,X,X,X,X,X
ZLSTJIO,O,O,O,X,O,X,X,X
ZLSTJOI,O,O,O,X,O,X,X,X
ZLSTOIJ,O,O,O,X,O,X,X,X
ZLSTOJI,O,O,O,X,O,X,X,X
ZLSITJO,O,O,O,X,O,X,X,X
ZLSITOJ,O,O,O,X,X,X,X,X
ZLSIJTO,O,O,O,X,O,X,O,X
