sequence,v115@9gA8IeA8IeA8CeB8DeA8BeF8KeCAJvhF0hB5oBllB3?nBmnBzpB,v115@9gA8IeA8IeA8CeB8DeA8BeF8KeuEJvhF1lB0hB5oBz?nBinBXqB,v115@9gA8IeA8IeA8CeB8DeA8BeF8KelBJvhFcnBTjBRlBC?lBXqBGtB,v115@9gA8IeA8IeA8CeB8DeA8BeF8Ke0AJvhFlhBziB5oB2?sBCqBfqB,v115@9gA8IeA8IeA8CeB8DeA8BeF8KeRAJvhF3hBcnBTjBC?qBGtBFqB,v115@9gA8IeA8IeA8CeB8DeA8BeF8Ke0BJvhF5oBupB3lBz?nBinBFqB,v115@9gA8IeA8IeA8CeB8DeA8BeF8Ke0AJvhFxhBTjBFnBC?qBGtBfqB,v115@9gA8IeA8IeA8CeB8DeA8BeF8KeRAJvhF3hBupBcqBT?nB6tBFtB
JOISLZT,X,X,O,O,X,O,X,X
JOISZTL,O,O,O,X,X,O,X,X
JOISZLT,X,X,O,X,X,O,X,X
JOIZTLS,O,O,O,O,X,X,X,X
JOIZTSL,O,O,O,X,X,O,X,X
JOIZLTS,X,X,O,O,O,X,X,X
JOIZLST,X,X,X,O,O,O,X,X
JOIZSTL,O,O,O,X,O,O,X,X
JOIZSLT,X,X,O,X,O,O,X,X
JOLTISZ,X,X,X,O,X,X,O,X
JOLTIZS,X,X,X,O,X,X,O,X
JOLTSIZ,X,X,X,O,X,X,O,X
JOLTSZI,X,X,X,X,X,X,O,X
JOLTZIS,X,X,X,O,O,X,O,X
JOLTZSI,X,X,X,X,O,X,O,X
JOLITSZ,X,X,X,O,X,X,O,X
JOLITZS,X,X,X,O,X,X,O,X
JOLISTZ,X,X,X,O,X,X,X,X
JOLISZT,X,X,X,O,X,O,X,X
JOLIZTS,X,X,O,O,O,X,X,X
JOLIZST,X,X,X,O,O,O,X,X
JOLSTIZ,X,X,X,O,X,X,O,X
JOLSTZI,X,X,X,X,X,X,O,X
JOLSITZ,X,X,X,O,X,X,X,X
JOLSIZT,X,X,O,O,X,O,X,X
JOLSZTI,X,X,O,X,O,X,X,O
JOLSZIT,X,X,O,X,O,O,X,O
JOLZTIS,X,X,O,O,O,X,O,O
JOLZTSI,X,X,O,X,O,X,O,O
JOLZITS,X,X,O,O,O,X,X,O
JOLZIST,X,X,X,O,O,O,X,O
JOLZSTI,X,X,O,X,O,X,X,O
JOLZSIT,X,X,O,X,O,O,X,O
JOSTILZ,O,O,X,O,X,X,O,X
JOSTIZL,O,O,O,X,X,O,X,X
JOSTLIZ,O,O,X,O,X,X,O,X
JOSTLZI,O,O,X,X,X,X,O,X
JOSTZIL,O,O,O,X,X,O,X,X
JOSTZLI,O,O,O,X,X,X,X,X
JOSITLZ,O,O,X,O,X,X,X,X
JOSITZL,O,O,O,X,X,O,X,X
JOSILTZ,X,O,X,O,X,X,X,X
JOSILZT,X,X,O,O,X,O,X,X
JOSIZTL,O,O,O,X,X,O,X,X
JOSIZLT,X,X,O,X,X,O,X,X
JOSLTIZ,X,O,X,O,X,X,O,X
JOSLTZI,X,O,X,X,X,X,O,X
JOSLITZ,X,O,X,O,X,X,X,X
JOSLIZT,X,X,O,O,X,O,X,X
JOSLZTI,X,X,O,X,O,X,X,O
JOSLZIT,X,X,O,X,O,O,X,O
JOSZTIL,O,O,O,X,O,O,X,O
JOSZTLI,O,O,O,X,O,X,X,O
JOSZITL,O,O,O,X,O,O,X,O
JOSZILT,X,X,O,X,O,O,X,O
JOSZLTI,X,X,O,X,O,X,X,O
JOSZLIT,X,X,O,X,O,O,X,O
JOZTILS,O,O,O,O,X,X,O,O
JOZTISL,O,O,O,X,X,O,X,O
JOZTLIS,O,O,O,O,O,X,O,O
JOZTLSI,O,X,O,X,O,X,O,O
JOZTSIL,O,O,O,X,O,O,X,O
JOZTSLI,O,O,O,X,O,X,X,O
JOZITLS,O,O,O,O,X,X,X,O
JOZITSL,O,O,O,X,X,O,X,O
JOZILTS,X,X,O,O,O,X,X,O
JOZILST,X,X,X,O,O,O,X,O
JOZISTL,O,O,O,X,O,O,X,O
JOZISLT,X,X,O,X,O,O,X,O
JOZLTIS,X,X,O,O,O,X,O,O
JOZLTSI,X,X,O,X,O,X,O,O
JOZLITS,X,X,O,O,O,X,X,O
JOZLIST,X,X,X,O,O,O,X,O
JOZLSTI,X,X,O,X,O,X,X,O
JOZLSIT,X,X,O,X,O,O,X,O
JOZSTIL,O,O,O,X,O,O,X,O
JOZSTLI,O,O,O,X,O,X,X,O
JOZSITL,O,O,O,X,O,O,X,O
JOZSILT,X,X,O,X,O,O,X,O
JOZSLTI,X,X,O,X,O,X,X,O
JOZSLIT,X,X,O,X,O,O,X,O
STILJZO,O,O,X,O,X,X,O,X
STILJOZ,X,O,X,O,X,X,O,X
STILZJO,O,O,O,X,X,X,X,X
STILZOJ,O,O,X,X,X,X,X,X
STILOJZ,X,O,X,X,X,X,X,X
STILOZJ,O,O,X,X,X,X,X,X
STIJLZO,O,O,X,O,X,X,O,X
STIJLOZ,X,O,X,O,X,X,O,X
STIJZLO,O,O,O,X,X,X,X,X
STIJZOL,X,O,O,X,X,O,X,X
STIJOLZ,X,O,X,O,X,X,O,X
STIJOZL,X,O,O,X,X,O,X,X
STIZLJO,O,O,O,X,X,X,X,X
STIZLOJ,O,O,X,X,X,X,X,X
STIZJLO,O,O,O,X,X,X,X,X
STIZJOL,X,O,O,X,O,O,X,X
STIZOLJ,O,O,X,X,X,X,X,X
STIZOJL,O,O,O,X,X,O,X,X
STIOLJZ,O,O,X,X,X,X,X,X
STIOLZJ,O,O,X,X,X,X,X,X
STIOJLZ,O,O,X,X,X,X,X,X
STIOJZL,O,O,X,X,X,O,X,X
STIOZLJ,O,O,X,X,X,X,X,X
STIOZJL,O,O,O,X,X,O,X,X
STLIJZO,O,O,X,O,X,X,O,X
STLIJOZ,X,O,X,O,X,X,O,X
STLIZJO,O,O,O,X,O,X,X,X
STLIZOJ,O,O,X,X,X,X,X,X
STLIOJZ,X,O,X,X,X,X,X,X
STLIOZJ,O,O,X,X,X,X,X,X
STLJIZO,O,O,X,O,X,X,O,X
STLJIOZ,X,O,X,O,X,X,O,X
STLJZIO,O,O,X,X,X,X,O,X
STLJZOI,X,O,X,X,X,X,O,X
STLJOIZ,X,O,X,O,X,X,O,X
STLJOZI,X,O,X,X,X,X,O,X
STLZIJO,O,O,O,X,O,X,X,X
STLZIOJ,O,O,X,X,X,X,X,X
STLZJIO,O,O,O,X,O,X,X,X
STLZJOI,X,O,O,X,O,X,X,X
STLZOIJ,O,O,X,X,X,X,X,X
STLZOJI,X,O,X,X,X,X,X,X
STLOIJZ,X,O,X,X,X,X,X,X
STLOIZJ,O,O,X,X,X,X,X,X
STLOJIZ,X,O,X,X,X,X,X,X
STLOJZI,X,O,X,X,X,X,X,X
STLOZIJ,O,O,X,X,X,X,X,X
STLOZJI,X,O,X,X,X,X,X,X
STJILZO,O,O,X,O,X,X,O,X
STJILOZ,X,O,X,O,X,X,O,X
STJIZLO,O,O,O,X,X,X,X,X
STJIZOL,X,O,O,X,X,O,X,X
STJIOLZ,X,O,X,O,X,X,O,X
STJIOZL,X,O,O,X,X,O,X,X
STJLIZO,O,O,X,O,X,X,O,X
STJLIOZ,X,O,X,O,X,X,O,X
STJLZIO,O,O,X,X,X,X,O,X
STJLZOI,X,O,X,X,X,X,O,X
STJLOIZ,X,O,X,O,X,X,O,X
STJLOZI,X,O,X,X,X,X,O,X
STJZILO,O,O,O,X,X,X,X,X
STJZIOL,X,O,O,X,X,O,X,X
STJZLIO,O,O,O,X,X,X,X,X
STJZLOI,X,O,O,X,X,X,X,X
STJZOIL,X,O,O,X,X,O,X,X
STJZOLI,X,O,O,X,X,X,X,X
STJOILZ,X,O,X,O,X,X,O,X
STJOIZL,X,O,O,X,X,O,X,X
STJOLIZ,X,O,X,O,X,X,O,X
STJOLZI,X,O,X,X,X,X,O,X
STJOZIL,X,O,O,X,X,O,X,X
STJOZLI,X,O,O,X,X,X,X,X
STZILJO,O,O,O,X,X,X,X,X
STZILOJ,O,O,X,X,X,X,X,X
STZIJLO,O,O,O,X,X,X,X,X
STZIJOL,X,O,O,X,O,O,X,X
STZIOLJ,O,O,X,X,X,X,X,X
STZIOJL,O,O,O,X,X,O,X,X
STZLIJO,O,O,O,X,O,X,X,X
STZLIOJ,O,O,X,X,X,X,X,X
STZLJIO,O,O,O,X,O,X,X,X
STZLJOI,X,O,O,X,O,X,X,X
STZLOIJ,O,O,X,X,X,X,X,X
STZLOJI,X,O,X,X,X,X,X,X
STZJILO,O,O,O,X,X,X,X,X
STZJIOL,X,O,O,X,O,O,X,O
STZJLIO,O,O,O,X,O,X,X,X
STZJLOI,X,O,O,X,O,X,X,X
STZJOIL,X,O,O,X,O,O,X,O
STZJOLI,X,O,O,X,O,X,X,O
STZOILJ,O,O,X,X,X,X,X,X
STZOIJL,O,O,O,X,X,O,X,X
STZOLIJ,O,O,X,X,X,X,X,X
STZOLJI,O,O,X,X,X,X,X,O
STZOJIL,O,O,O,X,X,O,X,O
STZOJLI,O,O,O,X,X,X,X,O
STOILJZ,O,O,X,X,X,X,X,X
STOILZJ,O,O,X,X,X,X,X,X
STOIJLZ,O,O,X,X,X,X,X,X
STOIJZL,O,O,X,X,X,O,X,X
STOIZLJ,O,O,X,X,X,X,X,X
STOIZJL,O,O,O,X,X,O,X,X
STOLIJZ,O,O,X,X,X,X,X,X
STOLIZJ,O,O,X,X,X,X,X,X
STOLJIZ,O,O,X,X,X,X,X,X
STOLJZI,O,O,X,X,X,X,X,X
STOLZIJ,O,O,X,X,X,X,X,X
STOLZJI,O,O,X,X,X,X,X,O
STOJILZ,O,O,X,X,X,X,X,X
STOJIZL,O,O,X,X,X,O,X,X
STOJLIZ,O,O,X,X,X,X,X,X
STOJLZI,O,O,X,X,X,X,X,X
STOJZIL,O,O,X,X,X,O,X,X
STOJZLI,O,O,X,X,X,X,X,X
STOZILJ,O,O,X,X,X,X,X,X
STOZIJL,O,O,O,X,X,O,X,X
STOZLIJ,O,O,X,X,X,X,X,X
STOZLJI,O,O,X,X,X,X,X,O
STOZJIL,O,O,O,X,X,O,X,O
STOZJLI,O,O,O,X,X,X,X,O
SITLJZO,O,O,X,O,X,X,X,X
SITLJOZ,X,O,X,O,X,X,X,X
SITLZJO,O,O,O,X,X,X,X,X
SITLZOJ,O,O,X,X,X,X,X,X
SITLOJZ,X,O,X,X,X,X,X,X
SITLOZJ,O,O,X,X,X,X,X,X
SITJLZO,O,O,X,O,X,X,X,X
SITJLOZ,X,O,X,O,X,X,X,X
SITJZLO,O,O,O,X,X,X,X,X
SITJZOL,X,O,O,X,X,O,X,X
SITJOLZ,X,O,X,O,X,X,X,X
SITJOZL,X,O,O,X,X,O,X,X
SITZLJO,O,O,O,X,X,X,X,X
SITZLOJ,O,O,X,X,X,X,X,X
SITZJLO,O,O,O,X,X,X,X,X
SITZJOL,X,O,O,X,O,O,X,X
SITZOLJ,O,O,X,X,X,X,X,X
SITZOJL,O,O,O,X,X,O,X,X
SITOLJZ,O,O,X,X,X,X,X,X
SITOLZJ,O,O,X,X,X,X,X,X
SITOJLZ,O,O,X,X,X,X,X,X
SITOJZL,O,O,X,X,X,O,X,X
SITOZLJ,O,O,X,X,X,X,X,X
SITOZJL,O,O,O,X,X,O,X,X
SILTJZO,O,O,X,O,X,X,X,X
SILTJOZ,X,O,X,O,X,X,X,X
SILTZJO,O,O,O,X,O,X,X,X
SILTZOJ,O,O,X,X,X,X,X,X
SILTOJZ,X,O,X,X,X,X,X,X
SILTOZJ,O,O,X,X,X,X,X,X
SILJTZO,X,O,X,O,X,X,X,X
SILJTOZ,X,O,X,O,X,X,X,X
SILJZTO,X,X,O,O,O,X,X,X
SILJZOT,X,X,O,O,O,O,X,X
SILJOTZ,X,O,X,O,X,X,X,X
SILJOZT,X,X,O,O,X,O,X,X
SILZTJO,O,O,O,X,O,X,X,X
SILZTOJ,O,O,X,X,X,X,X,X
SILZJTO,X,X,O,X,O,X,X,X
SILZJOT,X,X,O,X,O,O,X,X
SILZOTJ,O,O,X,X,X,X,X,X
SILZOJT,X,X,X,X,O,O,X,X
SILOTJZ,O,O,X,X,X,X,X,X
SILOTZJ,O,O,X,X,X,X,X,X
SILOJTZ,X,O,X,X,X,X,X,X
SILOJZT,X,X,X,X,X,O,X,X
SILOZTJ,O,O,X,X,X,X,X,X
SILOZJT,X,X,X,X,O,O,X,X
SIJTLZO,O,O,X,O,X,X,X,X
SIJTLOZ,X,O,X,O,X,X,X,X
SIJTZLO,O,O,O,X,X,X,X,X
SIJTZOL,X,O,O,X,X,O,X,X
SIJTOLZ,X,O,X,O,X,X,X,X
SIJTOZL,X,O,O,X,X,O,X,X
SIJLTZO,X,O,X,O,X,X,X,X
SIJLTOZ,X,O,X,O,X,X,X,X
SIJLZTO,X,X,O,O,X,X,X,X
SIJLZOT,X,X,O,O,X,O,X,X
SIJLOTZ,X,O,X,O,X,X,X,X
SIJLOZT,X,X,O,O,X,O,X,X
SIJZTLO,O,O,O,X,X,X,X,X
SIJZTOL,X,O,O,X,O,O,X,X
SIJZLTO,X,X,O,X,X,X,X,X
SIJZLOT,X,X,O,X,O,O,X,X
SIJZOTL,O,O,O,X,O,O,X,X
SIJZOLT,X,X,O,X,O,O,X,X
SIJOTLZ,O,O,X,O,X,X,X,X
SIJOTZL,O,O,O,X,X,O,X,X
SIJOLTZ,X,O,X,O,X,X,X,X
SIJOLZT,X,X,O,O,X,O,X,X
SIJOZTL,O,O,O,X,X,O,X,X
SIJOZLT,X,X,O,X,X,O,X,X
SIZTLJO,O,O,O,X,X,X,X,X
SIZTLOJ,O,O,X,X,X,X,X,X
SIZTJLO,O,O,O,X,X,X,X,X
SIZTJOL,X,O,O,X,O,O,X,X
SIZTOLJ,O,O,X,X,X,X,X,X
SIZTOJL,O,O,O,X,X,O,X,X
SIZLTJO,O,O,O,X,O,X,X,X
SIZLTOJ,O,O,X,X,X,X,X,X
SIZLJTO,X,X,O,X,O,X,X,X
SIZLJOT,X,X,O,X,O,O,X,X
SIZLOTJ,O,O,X,X,X,X,X,X
SIZLOJT,X,X,X,X,O,O,X,X
SIZJTLO,O,O,O,X,X,X,X,X
SIZJTOL,X,O,O,X,O,O,X,O
SIZJLTO,X,X,O,X,O,X,X,X
SIZJLOT,X,X,O,X,O,O,X,O
SIZJOTL,O,O,O,X,O,O,X,O
SIZJOLT,X,X,O,X,O,O,X,O
SIZOTLJ,O,O,X,X,X,X,X,X
SIZOTJL,O,O,O,X,X,O,X,X
SIZOLTJ,O,O,X,X,X,X,X,X
SIZOLJT,X,X,X,X,X,O,X,O
SIZOJTL,O,O,O,X,O,O,X,O
SIZOJLT,X,X,O,X,O,O,X,O
SIOTLJZ,O,O,X,X,X,X,X,X
SIOTLZJ,O,O,X,X,X,X,X,X
SIOTJLZ,O,O,X,X,X,X,X,X
SIOTJZL,O,O,X,X,X,O,X,X
SIOTZLJ,O,O,X,X,X,X,X,X
SIOTZJL,O,O,O,X,X,O,X,X
SIOLTJZ,O,O,X,X,X,X,X,X
SIOLTZJ,O,O,X,X,X,X,X,X
SIOLJTZ,X,O,X,X,X,X,X,X
SIOLJZT,X,X,X,X,X,O,X,X
SIOLZTJ,O,O,X,X,X,X,X,X
SIOLZJT,X,X,X,X,X,O,X,O
SIOJTLZ,O,O,X,X,X,X,X,X
SIOJTZL,O,O,O,X,X,O,X,X
SIOJLTZ,X,O,X,X,X,X,X,X
SIOJLZT,X,X,O,X,X,O,X,X
SIOJZTL,O,O,O,X,X,O,X,X
SIOJZLT,X,X,O,X,X,O,X,X
SIOZTLJ,O,O,X,X,X,X,X,X
SIOZTJL,O,O,O,X,X,O,X,X
SIOZLTJ,O,O,X,X,X,X,X,X
SIOZLJT,X,X,X,X,X,O,X,O
SIOZJTL,O,O,O,X,O,O,X,O
SIOZJLT,X,X,O,X,O,O,X,O
SLTIJZO,O,O,X,O,X,X,O,X
SLTIJOZ,X,O,X,O,X,X,O,X
SLTIZJO,O,O,O,X,O,X,X,X
SLTIZOJ,O,O,X,X,X,X,X,X
SLTIOJZ,X,O,X,X,X,X,X,X
SLTIOZJ,O,O,X,X,X,X,X,X
SLTJIZO,O,O,X,O,X,X,O,X
SLTJIOZ,X,O,X,O,X,X,O,X
SLTJZIO,O,O,X,X,X,X,O,X
SLTJZOI,X,O,X,X,X,X,O,X
SLTJOIZ,X,O,X,O,X,X,O,X
SLTJOZI,X,O,X,X,X,X,O,X
SLTZIJO,O,O,O,X,O,X,X,X
SLTZIOJ,O,O,X,X,X,X,X,X
SLTZJIO,O,O,O,X,O,X,X,X
SLTZJOI,X,O,O,X,O,X,X,X
SLTZOIJ,O,O,X,X,X,X,X,X
SLTZOJI,X,O,X,X,X,X,X,X
SLTOIJZ,X,O,X,X,X,X,X,X
SLTOIZJ,O,O,X,X,X,X,X,X
SLTOJIZ,X,O,X,X,X,X,X,X
SLTOJZI,X,O,X,X,X,X,X,X
SLTOZIJ,O,O,X,X,X,X,X,X
SLTOZJI,X,O,X,X,X,X,X,X
SLITJZO,O,O,X,O,X,X,X,X
SLITJOZ,X,O,X,O,X,X,X,X
SLITZJO,O,O,O,X,O,X,X,X
SLITZOJ,O,O,X,X,X,X,X,X
SLITOJZ,X,O,X,X,X,X,X,X
SLITOZJ,O,O,X,X,X,X,X,X
SLIJTZO,X,O,X,O,X,X,X,X
SLIJTOZ,X,O,X,O,X,X,X,X
SLIJZTO,X,X,O,O,O,X,X,X
SLIJZOT,X,X,O,O,O,O,X,X
SLIJOTZ,X,O,X,O,X,X,X,X
SLIJOZT,X,X,O,O,X,O,X,X
SLIZTJO,O,O,O,X,O,X,X,X
SLIZTOJ,O,O,X,X,X,X,X,X
SLIZJTO,X,X,O,X,O,X,X,X
SLIZJOT,X,X,O,X,O,O,X,X
SLIZOTJ,O,O,X,X,X,X,X,X
SLIZOJT,X,X,X,X,O,O,X,X
SLIOTJZ,O,O,X,X,X,X,X,X
SLIOTZJ,O,O,X,X,X,X,X,X
SLIOJTZ,X,O,X,X,X,X,X,X
SLIOJZT,X,X,X,X,X,O,X,X
SLIOZTJ,O,O,X,X,X,X,X,X
SLIOZJT,X,X,X,X,O,O,X,X
SLJTIZO,X,O,X,O,X,X,O,X
SLJTIOZ,X,O,X,O,X,X,O,X
SLJTZIO,X,O,X,X,X,X,O,X
SLJTZOI,X,O,X,X,X,X,O,X
SLJTOIZ,X,O,X,O,X,X,O,X
SLJTOZI,X,O,X,X,X,X,O,X
SLJITZO,X,O,X,O,X,X,X,X
SLJITOZ,X,O,X,O,X,X,X,X
SLJIZTO,X,X,O,O,O,X,X,X
SLJIZOT,X,X,O,O,O,O,X,X
SLJIOTZ,X,O,X,O,X,X,X,X
SLJIOZT,X,X,O,O,X,O,X,X
SLJZTIO,X,X,O,X,O,X,X,X
SLJZTOI,X,X,O,X,O,X,X,X
SLJZITO,X,X,O,X,O,X,X,X
SLJZIOT,X,X,O,X,O,O,X,X
SLJZOTI,X,X,O,X,O,X,X,X
SLJZOIT,X,X,O,X,O,O,X,X
SLJOTIZ,X,O,X,O,X,X,O,X
SLJOTZI,X,O,X,X,X,X,O,X
SLJOITZ,X,O,X,O,X,X,X,X
SLJOIZT,X,X,O,O,X,O,X,X
SLJOZTI,X,X,O,X,O,X,X,X
SLJOZIT,X,X,O,X,O,O,X,X
SLZTIJO,O,O,O,X,O,X,X,X
SLZTIOJ,O,O,X,X,X,X,X,X
SLZTJIO,O,O,O,X,O,X,X,X
SLZTJOI,X,O,O,X,O,X,X,X
SLZTOIJ,O,O,X,X,X,X,X,X
SLZTOJI,X,O,X,X,X,X,X,X
SLZITJO,O,O,O,X,O,X,X,X
SLZITOJ,O,O,X,X,X,X,X,X
SLZIJTO,X,X,O,X,O,X,X,X
SLZIJOT,X,X,O,X,O,O,X,X
SLZIOTJ,O,O,X,X,X,X,X,X
SLZIOJT,X,X,X,X,O,O,X,X
SLZJTIO,X,X,O,X,O,X,X,X
SLZJTOI,X,X,O,X,O,X,X,X
SLZJITO,X,X,O,X,O,X,X,X
SLZJIOT,X,X,O,X,O,O,X,O
SLZJOTI,X,X,O,X,O,X,X,O
SLZJOIT,X,X,O,X,O,O,X,O
SLZOTIJ,O,O,X,X,X,X,X,X
SLZOTJI,O,O,X,X,X,X,X,O
SLZOITJ,O,O,X,X,X,X,X,X
SLZOIJT,X,X,X,X,O,O,X,O
SLZOJTI,X,X,X,X,O,X,X,O
SLZOJIT,X,X,X,X,O,O,X,O
SLOTIJZ,O,O,X,X,X,X,X,X
SLOTIZJ,O,O,X,X,X,X,X,X
SLOTJIZ,O,O,X,X,X,X,X,X
SLOTJZI,O,O,X,X,X,X,X,X
SLOTZIJ,O,O,X,X,X,X,X,X
SLOTZJI,O,O,X,X,X,X,X,O
SLOITJZ,O,O,X,X,X,X,X,X
SLOITZJ,O,O,X,X,X,X,X,X
SLOIJTZ,X,O,X,X,X,X,X,X
SLOIJZT,X,X,X,X,X,O,X,X
SLOIZTJ,O,O,X,X,X,X,X,X
SLOIZJT,X,X,X,X,O,O,X,O
SLOJTIZ,X,O,X,X,X,X,X,X
SLOJTZI,X,O,X,X,X,X,X,X
SLOJITZ,X,O,X,X,X,X,X,X
SLOJIZT,X,X,X,X,X,O,X,X
SLOJZTI,X,X,X,X,X,X,X,O
SLOJZIT,X,X,X,X,X,O,X,O
SLOZTIJ,O,O,X,X,X,X,X,X
SLOZTJI,O,O,X,X,X,X,X,O
SLOZITJ,O,O,X,X,X,X,X,X
SLOZIJT,X,X,X,X,O,O,X,O
SLOZJTI,X,X,X,X,O,X,X,O
SLOZJIT,X,X,X,X,O,O,X,O
SJTILZO,O,O,X,O,X,X,O,X
SJTILOZ,X,O,X,O,X,X,O,X
SJTIZLO,O,O,O,X,X,X,X,X
SJTIZOL,X,O,O,X,X,O,X,X
SJTIOLZ,X,O,X,O,X,X,O,X
SJTIOZL,X,O,O,X,X,O,X,X
SJTLIZO,O,O,X,O,X,X,O,X
SJTLIOZ,X,O,X,O,X,X,O,X
SJTLZIO,O,O,X,X,X,X,O,X
SJTLZOI,X,O,X,X,X,X,O,X
SJTLOIZ,X,O,X,O,X,X,O,X
SJTLOZI,X,O,X,X,X,X,O,X
SJTZILO,O,O,O,X,X,X,X,X
SJTZIOL,X,O,O,X,X,O,X,X
SJTZLIO,O,O,O,X,X,X,X,X
SJTZLOI,X,O,O,X,X,X,X,X
SJTZOIL,X,O,O,X,X,O,X,X
SJTZOLI,X,O,O,X,X,X,X,X
SJTOILZ,X,O,X,O,X,X,O,X
SJTOIZL,X,O,O,X,X,O,X,X
SJTOLIZ,X,O,X,O,X,X,O,X
SJTOLZI,X,O,X,X,X,X,O,X
SJTOZIL,X,O,O,X,X,O,X,X
SJTOZLI,X,O,O,X,X,X,X,X
SJITLZO,O,O,X,O,X,X,X,X
SJITLOZ,X,O,X,O,X,X,X,X
SJITZLO,O,O,O,X,X,X,X,X
SJITZOL,X,O,O,X,X,O,X,X
SJITOLZ,X,O,X,O,X,X,X,X
SJITOZL,X,O,O,X,X,O,X,X
SJILTZO,X,O,X,O,X,X,X,X
SJILTOZ,X,O,X,O,X,X,X,X
SJILZTO,X,X,O,O,X,X,X,X
SJILZOT,X,X,O,O,X,O,X,X
SJILOTZ,X,O,X,O,X,X,X,X
SJILOZT,X,X,O,O,X,O,X,X
SJIZTLO,O,O,O,X,X,X,X,X
SJIZTOL,X,O,O,X,O,O,X,X
SJIZLTO,X,X,O,X,X,X,X,X
SJIZLOT,X,X,O,X,O,O,X,X
SJIZOTL,O,O,O,X,O,O,X,X
SJIZOLT,X,X,O,X,O,O,X,X
SJIOTLZ,O,O,X,O,X,X,X,X
SJIOTZL,O,O,O,X,X,O,X,X
SJIOLTZ,X,O,X,O,X,X,X,X
SJIOLZT,X,X,O,O,X,O,X,X
SJIOZTL,O,O,O,X,X,O,X,X
SJIOZLT,X,X,O,X,X,O,X,X
SJLTIZO,X,O,X,O,X,X,O,X
SJLTIOZ,X,O,X,O,X,X,O,X
SJLTZIO,X,O,X,X,X,X,O,X
SJLTZOI,X,O,X,X,X,X,O,X
SJLTOIZ,X,O,X,O,X,X,O,X
SJLTOZI,X,O,X,X,X,X,O,X
SJLITZO,X,O,X,O,X,X,X,X
SJLITOZ,X,O,X,O,X,X,X,X
SJLIZTO,X,X,O,O,O,X,X,X
SJLIZOT,X,X,O,O,O,O,X,X
SJLIOTZ,X,O,X,O,X,X,X,X
SJLIOZT,X,X,O,O,X,O,X,X
SJLZTIO,X,X,O,X,O,X,X,X
SJLZTOI,X,X,O,X,O,X,X,X
SJLZITO,X,X,O,X,O,X,X,X
SJLZIOT,X,X,O,X,O,O,X,X
SJLZOTI,X,X,O,X,O,X,X,X
SJLZOIT,X,X,O,X,O,O,X,X
SJLOTIZ,X,O,X,O,X,X,O,X
SJLOTZI,X,O,X,X,X,X,O,X
SJLOITZ,X,O,X,O,X,X,X,X
SJLOIZT,X,X,O,O,X,O,X,X
SJLOZTI,X,X,O,X,O,X,X,X
SJLOZIT,X,X,O,X,O,O,X,X
SJZTILO,O,O,O,X,X,X,X,X
SJZTIOL,X,O,O,X,O,O,X,O
SJZTLIO,O,O,O,X,O,X,X,X
SJZTLOI,X,O,O,X,O,X,X,X
SJZTOIL,X,O,O,X,O,O,X,O
SJZTOLI,X,O,O,X,O,X,X,O
SJZITLO,O,O,O,X,X,X,X,X
SJZITOL,X,O,O,X,O,O,X,O
SJZILTO,X,X,O,X,O,X,X,X
SJZILOT,X,X,O,X,O,O,X,O
SJZIOTL,O,O,O,X,O,O,X,O
SJZIOLT,X,X,O,X,O,O,X,O
SJZLTIO,X,X,O,X,O,X,X,X
SJZLTOI,X,X,O,X,O,X,X,X
SJZLITO,X,X,O,X,O,X,X,X
SJZLIOT,X,X,O,X,O,O,X,O
SJZLOTI,X,X,O,X,O,X,X,O
SJZLOIT,X,X,O,X,O,O,X,O
SJZOTIL,O,O,O,X,O,O,X,O
SJZOTLI,O,O,O,X,O,X,X,O
SJZOITL,O,O,O,X,O,O,X,O
SJZOILT,X,X,O,X,O,O,X,O
SJZOLTI,X,X,O,X,O,X,X,O
SJZOLIT,X,X,O,X,O,O,X,O
SJOTILZ,O,O,X,O,X,X,O,X
SJOTIZL,O,O,O,X,X,O,X,X
SJOTLIZ,O,O,X,O,X,X,O,X
SJOTLZI,O,O,X,X,X,X,O,X
SJOTZIL,O,O,O,X,X,O,X,X
SJOTZLI,O,O,O,X,X,X,X,X
SJOITLZ,O,O,X,O,X,X,X,X
SJOITZL,O,O,O,X,X,O,X,X
SJOILTZ,X,O,X,O,X,X,X,X
SJOILZT,X,X,O,O,X,O,X,X
SJOIZTL,O,O,O,X,X,O,X,X
SJOIZLT,X,X,O,X,X,O,X,X
SJOLTIZ,X,O,X,O,X,X,O,X
SJOLTZI,X,O,X,X,X,X,O,X
SJOLITZ,X,O,X,O,X,X,X,X
SJOLIZT,X,X,O,O,X,O,X,X
SJOLZTI,X,X,O,X,O,X,X,O
SJOLZIT,X,X,O,X,O,O,X,O
SJOZTIL,O,O,O,X,O,O,X,O
SJOZTLI,O,O,O,X,O,X,X,O
SJOZITL,O,O,O,X,O,O,X,O
SJOZILT,X,X,O,X,O,O,X,O
SJOZLTI,X,X,O,X,O,X,X,O
SJOZLIT,X,X,O,X,O,O,X,O
SZTILJO,O,O,O,X,X,X,X,X
SZTILOJ,O,O,X,X,X,X,X,X
SZTIJLO,O,O,O,X,X,X,X,X
SZTIJOL,X,O,O,X,O,O,X,X
SZTIOLJ,O,O,X,X,X,X,X,X
SZTIOJL,O,O,O,X,X,O,X,X
SZTLIJO,O,O,O,X,O,X,X,X
