sequence,v115@HhB8HeD8FeE8DeA8Jem/IvhFChBxiB/rBToB0sBFsB,v115@HhB8HeD8FeE8DeA8Jex/IvhFylBTjBWtBlrBfsB0sB,v115@HhB8HeD8FeE8DeA8Jex/IvhFylBTjBGnBFnB0rBXtB,v115@HhB8HeD8FeE8DeA8Jem/IvhFzgBCiBXjBctBxrBVxB,v115@HhB8HeD8FeE8DeA8Jem/IvhFzgBRiB1rBCtBctBXsB,v115@HhB8HeD8FeE8DeA8Jem/IvhFfmB0hBxiBzrBFtBCtB
OJSILTZ,O,O,X,X,X,X
OJSILZT,O,X,X,X,X,X
OJSIZTL,O,X,X,O,X,O
OJSIZLT,O,X,X,O,X,O
OJSLTIZ,O,O,X,X,O,O
OJSLTZI,O,O,X,X,O,O
OJSLITZ,O,O,X,X,X,X
OJSLIZT,O,X,X,X,X,X
OJSLZTI,O,X,X,X,X,O
OJSLZIT,O,X,X,X,X,O
OJSZTIL,O,X,X,O,X,O
OJSZTLI,O,X,X,X,X,O
OJSZITL,O,X,X,O,X,O
OJSZILT,O,X,X,O,X,O
OJSZLTI,O,X,X,X,X,O
OJSZLIT,O,X,X,O,X,O
OJZTILS,O,O,X,O,X,X
OJZTISL,O,O,X,O,X,X
OJZTLIS,O,O,X,X,O,X
OJZTLSI,X,O,X,X,O,X
OJZTSIL,O,O,X,O,X,O
OJZTSLI,O,O,X,X,X,O
OJZITLS,O,O,X,O,X,X
OJZITSL,O,O,X,O,X,X
OJZILTS,O,O,X,O,X,X
OJZILST,O,X,X,O,X,X
OJZISTL,O,X,X,O,X,X
OJZISLT,O,X,X,O,X,X
OJZLTIS,O,O,X,X,O,X
OJZLTSI,X,O,X,X,O,X
OJZLITS,O,O,X,O,X,X
OJZLIST,O,X,X,O,X,X
OJZLSTI,O,X,X,X,X,X
OJZLSIT,O,X,X,O,X,X
OJZSTIL,O,X,X,O,X,O
OJZSTLI,O,X,X,X,X,O
OJZSITL,O,X,X,O,X,O
OJZSILT,O,X,X,O,X,O
OJZSLTI,O,X,X,X,X,O
OJZSLIT,O,X,X,O,X,O
OSTILJZ,O,X,O,X,X,O
OSTILZJ,X,X,O,X,X,O
OSTIJLZ,O,X,O,X,X,O
OSTIJZL,X,X,X,X,X,O
OSTIZLJ,X,X,O,X,X,O
OSTIZJL,X,X,O,X,X,O
OSTLIJZ,O,X,O,X,O,O
OSTLIZJ,X,X,O,X,O,O
OSTLJIZ,O,X,O,X,O,O
OSTLJZI,O,X,O,X,O,O
OSTLZIJ,O,X,O,X,O,O
OSTLZJI,O,X,O,X,O,O
OSTJILZ,O,X,O,X,X,O
OSTJIZL,X,X,X,X,X,O
OSTJLIZ,O,X,O,X,O,O
OSTJLZI,O,X,O,X,O,O
OSTJZIL,O,X,X,X,X,O
OSTJZLI,O,X,X,X,X,O
OSTZILJ,O,X,O,X,X,O
OSTZIJL,O,X,O,X,X,O
OSTZLIJ,O,X,O,X,X,O
OSTZLJI,O,X,O,X,X,O
OSTZJIL,O,X,O,X,X,O
OSTZJLI,O,X,O,X,X,O
OSITLJZ,O,X,O,X,X,O
OSITLZJ,X,X,O,X,X,O
OSITJLZ,O,X,O,X,X,O
OSITJZL,X,X,X,X,X,O
OSITZLJ,X,X,O,X,X,O
OSITZJL,X,X,O,X,X,O
OSILTJZ,O,X,O,X,X,X
OSILTZJ,X,X,O,X,X,X
OSILJTZ,O,X,O,X,X,X
OSILJZT,O,X,O,X,X,X
OSILZTJ,O,X,O,X,X,X
OSILZJT,O,X,O,X,X,X
OSIJTLZ,O,X,O,X,X,O
OSIJTZL,X,X,X,X,X,O
OSIJLTZ,O,X,O,X,X,X
OSIJLZT,O,X,O,X,X,X
OSIJZTL,O,X,O,O,X,O
OSIJZLT,O,X,O,O,X,O
OSIZTLJ,O,X,O,O,X,O
OSIZTJL,O,X,O,O,X,O
OSIZLTJ,O,X,O,O,X,X
OSIZLJT,O,X,O,O,X,O
OSIZJTL,O,X,O,O,X,O
OSIZJLT,O,X,O,O,X,O
OSLTIJZ,O,X,O,X,O,O
OSLTIZJ,X,X,O,X,O,O
OSLTJIZ,O,X,O,X,O,O
OSLTJZI,O,X,O,X,O,O
OSLTZIJ,O,X,O,X,O,O
OSLTZJI,O,X,O,X,O,O
OSLITJZ,O,X,O,X,X,X
OSLITZJ,X,X,O,X,X,X
OSLIJTZ,O,X,O,X,X,X
OSLIJZT,O,X,O,X,X,X
OSLIZTJ,O,X,O,X,X,X
OSLIZJT,O,X,O,X,X,X
OSLJTIZ,O,X,O,X,O,O
OSLJTZI,O,X,O,X,O,O
OSLJITZ,O,X,O,X,X,X
OSLJIZT,O,X,O,X,X,X
OSLJZTI,O,X,O,X,X,O
OSLJZIT,O,X,O,X,X,O
OSLZTIJ,O,X,O,X,X,O
OSLZTJI,O,X,O,X,X,O
OSLZITJ,O,X,O,X,X,X
OSLZIJT,O,X,O,X,X,O
OSLZJTI,O,X,O,X,X,O
OSLZJIT,O,X,O,X,X,O
OSJTILZ,O,X,O,X,X,O
OSJTIZL,X,X,X,X,X,O
OSJTLIZ,O,X,O,X,O,O
OSJTLZI,O,X,O,X,O,O
OSJTZIL,O,X,X,X,X,O
OSJTZLI,O,X,X,X,X,O
OSJITLZ,O,X,O,X,X,O
OSJITZL,X,X,X,X,X,O
OSJILTZ,O,X,O,X,X,X
OSJILZT,O,X,O,X,X,X
OSJIZTL,O,X,O,O,X,O
OSJIZLT,O,X,O,O,X,O
OSJLTIZ,O,X,O,X,O,O
OSJLTZI,O,X,O,X,O,O
OSJLITZ,O,X,O,X,X,X
OSJLIZT,O,X,O,X,X,X
OSJLZTI,O,X,O,X,X,O
OSJLZIT,O,X,O,X,X,O
OSJZTIL,O,X,O,O,X,O
OSJZTLI,O,X,O,X,X,O
OSJZITL,O,X,O,O,X,O
OSJZILT,O,X,O,O,X,O
OSJZLTI,O,X,O,X,X,O
OSJZLIT,O,X,O,O,X,O
OSZTILJ,O,X,O,O,X,O
OSZTIJL,O,X,O,O,X,O
OSZTLIJ,O,X,O,X,X,O
OSZTLJI,O,X,O,X,X,O
OSZTJIL,O,X,O,O,X,O
OSZTJLI,O,X,O,X,X,O
OSZITLJ,O,X,O,O,X,O
OSZITJL,O,X,O,O,X,O
OSZILTJ,O,X,O,O,X,X
OSZILJT,O,X,O,O,X,O
OSZIJTL,O,X,O,O,X,O
OSZIJLT,O,X,O,O,X,O
OSZLTIJ,O,X,O,X,X,O
OSZLTJI,O,X,O,X,X,O
OSZLITJ,O,X,O,O,X,X
OSZLIJT,O,X,O,O,X,O
OSZLJTI,O,X,O,X,X,O
OSZLJIT,O,X,O,O,X,O
OSZJTIL,O,X,O,O,X,O
OSZJTLI,O,X,O,X,X,O
OSZJITL,O,X,O,O,X,O
OSZJILT,O,X,O,O,X,O
OSZJLTI,O,X,O,X,X,O
OSZJLIT,O,X,O,O,X,O
OZTILJS,O,X,X,O,X,X
OZTILSJ,X,X,X,O,X,X
OZTIJLS,O,X,X,O,X,X
OZTIJSL,O,X,X,O,X,X
OZTISLJ,O,X,X,O,X,X
OZTISJL,O,X,X,O,X,X
OZTLIJS,O,X,X,X,O,X
OZTLISJ,X,X,X,X,O,X
OZTLJIS,O,X,X,X,O,X
OZTLJSI,X,X,X,X,O,X
OZTLSIJ,X,X,X,X,O,X
OZTLSJI,X,X,X,X,O,X
OZTJILS,O,X,X,O,X,X
OZTJISL,O,X,X,O,X,X
OZTJLIS,O,X,X,X,O,X
OZTJLSI,X,X,X,X,O,X
OZTJSIL,O,X,X,O,X,O
OZTJSLI,O,X,X,X,X,O
OZTSILJ,O,X,X,O,X,O
OZTSIJL,O,X,X,O,X,O
OZTSLIJ,O,X,X,X,X,O
OZTSLJI,O,X,X,X,X,O
OZTSJIL,O,X,X,O,X,O
OZTSJLI,O,X,X,X,X,O
OZITLJS,O,X,X,O,X,X
OZITLSJ,X,X,X,O,X,X
OZITJLS,O,X,X,O,X,X
OZITJSL,O,X,X,O,X,X
OZITSLJ,O,X,X,O,X,X
OZITSJL,O,X,X,O,X,X
OZILTJS,O,X,X,O,X,X
OZILTSJ,X,X,X,O,X,X
OZILJTS,O,X,X,O,X,X
OZILJST,O,X,O,O,X,X
OZILSTJ,O,X,O,O,X,X
OZILSJT,O,X,O,O,X,X
OZIJTLS,O,X,X,O,X,X
OZIJTSL,O,X,X,O,X,X
OZIJLTS,O,X,X,O,X,X
OZIJLST,O,X,O,O,X,X
OZIJSTL,O,X,O,O,X,X
OZIJSLT,O,X,O,O,X,X
OZISTLJ,O,X,O,O,X,X
OZISTJL,O,X,O,O,X,X
OZISLTJ,O,X,O,O,X,X
OZISLJT,O,X,O,O,X,X
OZISJTL,O,X,O,O,X,X
OZISJLT,O,X,O,O,X,X
OZLTIJS,O,X,X,X,O,X
OZLTISJ,X,X,X,X,O,X
OZLTJIS,O,X,X,X,O,X
OZLTJSI,X,X,X,X,O,X
OZLTSIJ,X,X,X,X,O,X
OZLTSJI,X,X,X,X,O,X
OZLITJS,O,X,X,O,X,X
OZLITSJ,X,X,X,O,X,X
OZLIJTS,O,X,X,O,X,X
OZLIJST,O,X,O,O,X,X
OZLISTJ,O,X,O,O,X,X
OZLISJT,O,X,O,O,X,X
OZLJTIS,O,X,X,X,O,X
OZLJTSI,X,X,X,X,O,X
OZLJITS,O,X,X,O,X,X
OZLJIST,O,X,O,O,X,X
OZLJSTI,O,X,O,X,X,X
OZLJSIT,O,X,O,O,X,X
OZLSTIJ,O,X,O,X,X,X
OZLSTJI,O,X,O,X,X,X
OZLSITJ,O,X,O,O,X,X
OZLSIJT,O,X,O,O,X,X
OZLSJTI,O,X,O,X,X,X
OZLSJIT,O,X,O,O,X,X
OZJTILS,O,X,X,O,X,X
OZJTISL,O,X,X,O,X,X
OZJTLIS,O,X,X,X,O,X
OZJTLSI,X,X,X,X,O,X
OZJTSIL,O,X,X,O,X,O
OZJTSLI,O,X,X,X,X,O
OZJITLS,O,X,X,O,X,X
OZJITSL,O,X,X,O,X,X
OZJILTS,O,X,X,O,X,X
OZJILST,O,X,O,O,X,X
OZJISTL,O,X,O,O,X,X
OZJISLT,O,X,O,O,X,X
OZJLTIS,O,X,X,X,O,X
OZJLTSI,X,X,X,X,O,X
OZJLITS,O,X,X,O,X,X
OZJLIST,O,X,O,O,X,X
OZJLSTI,O,X,O,X,X,X
OZJLSIT,O,X,O,O,X,X
OZJSTIL,O,X,O,O,X,O
OZJSTLI,O,X,O,X,X,O
OZJSITL,O,X,O,O,X,O
OZJSILT,O,X,O,O,X,O
OZJSLTI,O,X,O,X,X,O
OZJSLIT,O,X,O,O,X,O
OZSTILJ,O,X,O,O,X,O
OZSTIJL,O,X,O,O,X,O
OZSTLIJ,O,X,O,X,X,O
OZSTLJI,O,X,O,X,X,O
OZSTJIL,O,X,O,O,X,O
OZSTJLI,O,X,O,X,X,O
OZSITLJ,O,X,O,O,X,O
OZSITJL,O,X,O,O,X,O
OZSILTJ,O,X,O,O,X,X
OZSILJT,O,X,O,O,X,O
OZSIJTL,O,X,O,O,X,O
OZSIJLT,O,X,O,O,X,O
OZSLTIJ,O,X,O,X,X,O
OZSLTJI,O,X,O,X,X,O
OZSLITJ,O,X,O,O,X,X
OZSLIJT,O,X,O,O,X,O
OZSLJTI,O,X,O,X,X,O
OZSLJIT,O,X,O,O,X,O
OZSJTIL,O,X,O,O,X,O
OZSJTLI,O,X,O,X,X,O
OZSJITL,O,X,O,O,X,O
OZSJILT,O,X,O,O,X,O
OZSJLTI,O,X,O,X,X,O
OZSJLIT,O,X,O,O,X,O
