sequence,v115@GhA8IeA8CeA8EeB8BeG8JeOEJvhFXgBVmBUiBaoBzp?BxwB,v115@GhA8IeA8CeA8EeB8BeG8Jel/IvhFUhBRiB/pBOqByw?BzsB,v115@GhA8IeA8CeA8EeB8BeG8JeT/IvhFOlBXhBVnBaoB0p?BxwB,v115@GhA8IeA8CeA8EeB8BeG8Jei/IvhFRhBFlBTmBmnB3n?B0pB,v115@GhA8IeA8CeA8EeB8BeG8JexAJvhFmiBTkBilB3mB1s?B0pB,v115@GhA8IeA8CeA8EeB8BeG8JeUBJvhFRiB/pBFlByrBzn?BmpB
LZOITSJ,O,O,O,O,X,O
LZOIJTS,O,O,O,O,X,X
LZOIJST,O,O,O,X,X,O
LZOISTJ,O,O,O,X,O,O
LZOISJT,O,O,O,X,X,O
LZOJTIS,O,O,O,O,X,X
LZOJTSI,O,O,X,O,X,X
LZOJITS,O,O,O,O,X,X
LZOJIST,O,O,O,X,X,O
LZOJSTI,O,O,X,X,X,O
LZOJSIT,O,O,O,X,X,O
LZOSTIJ,O,O,X,X,O,O
LZOSTJI,O,O,X,X,O,O
LZOSITJ,O,O,O,X,O,O
LZOSIJT,O,O,O,X,X,O
LZOSJTI,O,O,X,X,X,O
LZOSJIT,O,O,O,X,X,O
LOTIJSZ,O,O,X,O,O,X
LOTIJZS,O,O,X,O,X,X
LOTISJZ,O,O,X,O,O,O
LOTISZJ,O,O,X,X,O,O
LOTIZJS,O,O,X,O,X,X
LOTIZSJ,O,O,X,X,X,O
LOTJISZ,O,O,X,O,O,X
LOTJIZS,O,O,X,O,X,X
LOTJSIZ,O,O,X,O,O,X
LOTJSZI,O,O,X,O,O,X
LOTJZIS,O,O,X,O,X,X
LOTJZSI,O,O,X,O,O,X
LOTSIJZ,O,O,X,O,O,O
LOTSIZJ,O,O,X,X,O,O
LOTSJIZ,O,O,X,O,O,O
LOTSJZI,O,O,X,O,O,O
LOTSZIJ,O,O,X,X,O,O
LOTSZJI,O,O,X,X,O,O
LOTZIJS,O,O,X,O,X,X
LOTZISJ,O,O,X,X,X,O
LOTZJIS,O,O,X,O,X,X
LOTZJSI,O,O,X,O,O,X
LOTZSIJ,O,O,X,X,O,O
LOTZSJI,O,O,X,X,O,O
LOITJSZ,O,O,X,O,O,X
LOITJZS,O,O,X,O,X,X
LOITSJZ,O,O,O,O,O,O
LOITSZJ,O,O,O,X,O,O
LOITZJS,O,O,O,O,X,X
LOITZSJ,O,O,O,X,X,O
LOIJTSZ,O,O,X,O,X,X
LOIJTZS,O,O,X,O,X,X
LOIJSTZ,O,O,X,X,O,O
LOIJSZT,O,O,X,X,X,O
LOIJZTS,O,O,X,O,X,X
LOIJZST,O,O,X,X,X,O
LOISTJZ,O,O,X,X,O,O
LOISTZJ,O,O,X,X,O,O
LOISJTZ,O,O,X,X,O,O
LOISJZT,O,O,X,X,X,O
LOISZTJ,O,O,X,X,O,O
LOISZJT,O,O,X,X,X,O
LOIZTJS,O,O,O,O,X,X
LOIZTSJ,O,O,O,O,X,O
LOIZJTS,O,O,O,O,X,X
LOIZJST,O,O,O,X,X,O
LOIZSTJ,O,O,O,X,O,O
LOIZSJT,O,O,O,X,X,O
LOJTISZ,O,O,X,O,O,X
LOJTIZS,O,O,X,O,X,X
LOJTSIZ,O,O,X,O,O,X
LOJTSZI,O,O,X,O,O,X
LOJTZIS,O,O,X,O,X,X
LOJTZSI,O,O,X,O,O,X
LOJITSZ,O,O,X,O,X,X
LOJITZS,O,O,X,O,X,X
LOJISTZ,O,O,X,X,O,O
LOJISZT,O,O,X,X,X,O
LOJIZTS,O,O,X,O,X,X
LOJIZST,O,O,X,X,X,O
LOJSTIZ,O,O,X,X,O,O
LOJSTZI,O,O,X,X,O,O
LOJSITZ,O,O,X,X,O,O
LOJSIZT,O,O,X,X,X,O
LOJSZTI,O,O,X,X,X,O
LOJSZIT,O,O,X,X,X,O
LOJZTIS,O,O,X,O,X,X
LOJZTSI,O,O,X,O,X,X
LOJZITS,O,O,X,O,X,X
LOJZIST,O,O,X,X,X,O
LOJZSTI,O,O,X,X,X,O
LOJZSIT,O,O,X,X,X,O
LOSTIJZ,O,O,X,X,O,O
LOSTIZJ,O,O,X,X,O,O
LOSTJIZ,O,O,X,X,O,O
LOSTJZI,O,O,X,X,O,O
LOSTZIJ,O,O,X,X,O,O
LOSTZJI,O,O,X,X,O,O
LOSITJZ,O,O,X,X,O,O
LOSITZJ,O,O,X,X,O,O
LOSIJTZ,O,O,X,X,O,O
LOSIJZT,O,O,X,X,X,O
LOSIZTJ,O,O,X,X,O,O
LOSIZJT,O,O,X,X,X,O
LOSJTIZ,O,O,X,X,O,O
LOSJTZI,O,O,X,X,O,O
LOSJITZ,O,O,X,X,O,O
LOSJIZT,O,O,X,X,X,O
LOSJZTI,O,O,X,X,X,O
LOSJZIT,O,O,X,X,X,O
LOSZTIJ,O,O,X,X,O,O
LOSZTJI,O,O,X,X,O,O
LOSZITJ,O,O,X,X,O,O
LOSZIJT,O,O,X,X,X,O
LOSZJTI,O,O,X,X,X,O
LOSZJIT,O,O,X,X,X,O
LOZTIJS,O,O,O,O,X,X
LOZTISJ,O,O,O,O,X,O
LOZTJIS,O,O,O,O,X,X
LOZTJSI,O,O,X,O,O,X
LOZTSIJ,O,O,X,O,O,O
LOZTSJI,O,O,X,O,O,O
LOZITJS,O,O,O,O,X,X
LOZITSJ,O,O,O,O,X,O
LOZIJTS,O,O,O,O,X,X
LOZIJST,O,O,O,X,X,O
LOZISTJ,O,O,O,X,O,O
LOZISJT,O,O,O,X,X,O
LOZJTIS,O,O,O,O,X,X
LOZJTSI,O,O,X,O,X,X
LOZJITS,O,O,O,O,X,X
LOZJIST,O,O,O,X,X,O
LOZJSTI,O,O,X,X,X,O
LOZJSIT,O,O,O,X,X,O
LOZSTIJ,O,O,X,X,O,O
LOZSTJI,O,O,X,X,O,O
LOZSITJ,O,O,O,X,O,O
LOZSIJT,O,O,O,X,X,O
LOZSJTI,O,O,X,X,X,O
LOZSJIT,O,O,O,X,X,O
JTILSZO,O,X,X,X,O,X
JTILSOZ,O,X,X,X,O,X
JTILZSO,O,X,X,X,X,X
JTILZOS,O,X,X,X,X,X
JTILOSZ,O,X,X,O,O,X
JTILOZS,O,X,X,O,X,X
JTISLZO,O,X,X,X,O,X
JTISLOZ,O,X,X,X,O,X
JTISZLO,O,X,X,X,O,X
JTISZOL,O,X,X,X,X,X
JTISOLZ,O,X,X,X,O,X
JTISOZL,O,X,X,X,X,X
JTIZLSO,O,X,X,X,X,X
JTIZLOS,O,X,X,X,X,X
JTIZSLO,O,X,X,X,X,X
JTIZSOL,O,X,X,X,X,X
JTIZOLS,O,X,X,X,X,X
JTIZOSL,O,X,X,X,X,X
JTIOLSZ,O,X,X,O,O,X
JTIOLZS,O,X,X,O,X,X
JTIOSLZ,O,X,X,O,O,X
JTIOSZL,O,X,X,X,X,X
JTIOZLS,O,X,X,O,X,X
JTIOZSL,O,X,X,X,X,X
JTLISZO,O,O,X,X,O,X
JTLISOZ,O,O,X,X,O,X
JTLIZSO,O,O,X,X,X,X
JTLIZOS,O,X,X,X,X,X
JTLIOSZ,O,X,X,O,O,X
JTLIOZS,O,X,X,O,X,X
JTLSIZO,O,O,X,X,O,X
JTLSIOZ,O,O,X,X,O,X
JTLSZIO,O,O,X,X,O,X
JTLSZOI,O,O,X,X,O,X
JTLSOIZ,X,O,X,O,O,X
JTLSOZI,O,O,X,O,O,X
JTLZISO,O,O,X,X,X,X
JTLZIOS,O,X,X,X,X,X
JTLZSIO,O,O,X,X,O,X
JTLZSOI,O,O,X,X,O,X
JTLZOIS,O,O,X,O,X,X
JTLZOSI,O,O,X,O,O,X
JTLOISZ,O,O,X,O,O,X
JTLOIZS,O,O,X,O,X,X
JTLOSIZ,O,O,X,O,O,X
JTLOSZI,O,O,X,O,O,X
JTLOZIS,O,O,X,O,X,X
JTLOZSI,O,O,X,O,O,X
JTSILZO,O,O,X,X,O,X
JTSILOZ,O,O,X,X,O,X
JTSIZLO,O,O,X,X,O,X
JTSIZOL,O,O,X,X,X,X
JTSIOLZ,O,O,X,X,O,X
JTSIOZL,O,O,X,X,X,X
JTSLIZO,O,O,X,X,O,X
JTSLIOZ,O,O,X,X,O,X
JTSLZIO,O,O,X,X,O,X
JTSLZOI,O,O,X,X,O,X
JTSLOIZ,X,O,X,O,O,X
JTSLOZI,O,O,X,O,O,X
JTSZILO,O,O,X,X,O,X
JTSZIOL,O,O,X,X,X,X
JTSZLIO,O,O,X,X,O,X
JTSZLOI,O,O,X,X,O,X
JTSZOIL,O,O,X,X,X,X
JTSZOLI,O,O,X,X,O,X
JTSOILZ,O,O,X,O,O,X
JTSOIZL,O,O,X,X,X,X
JTSOLIZ,X,O,X,O,O,X
JTSOLZI,O,O,X,O,O,X
JTSOZIL,O,O,X,X,X,X
JTSOZLI,O,O,X,X,O,X
JTZILSO,O,X,X,X,X,X
JTZILOS,O,X,X,O,X,X
JTZISLO,O,O,X,X,X,X
JTZISOL,O,O,X,X,X,X
JTZIOLS,O,X,X,O,X,X
JTZIOSL,O,X,X,O,X,X
JTZLISO,O,O,X,X,X,X
JTZLIOS,O,X,X,O,X,X
JTZLSIO,O,O,X,X,O,X
JTZLSOI,O,O,X,O,O,X
JTZLOIS,O,O,X,O,X,X
JTZLOSI,O,O,X,O,O,X
JTZSILO,O,O,X,X,O,X
JTZSIOL,O,O,X,X,X,X
JTZSLIO,O,O,X,X,O,X
JTZSLOI,O,O,X,O,O,X
JTZSOIL,O,O,X,O,X,X
JTZSOLI,O,O,X,O,O,X
JTZOILS,O,X,X,O,X,X
JTZOISL,O,O,X,O,X,X
JTZOLIS,O,O,X,O,X,X
JTZOLSI,O,O,X,O,O,X
JTZOSIL,O,O,X,O,X,X
JTZOSLI,O,O,X,O,O,X
JTOILSZ,O,O,X,O,O,X
JTOILZS,O,O,X,O,X,X
JTOISLZ,O,O,X,O,O,X
JTOISZL,O,O,X,X,X,X
JTOIZLS,O,X,X,O,X,X
JTOIZSL,O,O,X,O,X,X
JTOLISZ,O,O,X,O,O,X
JTOLIZS,O,O,X,O,X,X
JTOLSIZ,O,O,X,O,O,X
JTOLSZI,O,O,X,O,O,X
JTOLZIS,O,O,X,O,X,X
JTOLZSI,O,O,X,O,O,X
JTOSILZ,O,O,X,O,O,X
JTOSIZL,O,O,X,X,X,X
JTOSLIZ,O,O,X,O,O,X
JTOSLZI,O,O,X,O,O,X
JTOSZIL,O,O,X,X,X,X
JTOSZLI,O,O,X,X,O,X
JTOZILS,O,X,X,O,X,X
JTOZISL,O,O,X,O,X,X
JTOZLIS,O,O,X,O,X,X
JTOZLSI,O,O,X,O,O,X
JTOZSIL,O,O,X,O,X,X
JTOZSLI,O,O,X,O,O,X
JITLSZO,O,X,O,X,X,X
JITLSOZ,O,X,O,X,X,X
JITLZSO,O,X,O,X,X,X
JITLZOS,O,X,O,X,X,X
JITLOSZ,O,X,X,O,X,X
JITLOZS,O,X,X,O,X,X
JITSLZO,O,X,O,X,X,X
JITSLOZ,O,X,O,X,X,X
JITSZLO,O,X,O,X,X,X
JITSZOL,O,X,O,X,X,X
JITSOLZ,O,X,O,X,X,X
JITSOZL,O,X,O,X,X,X
JITZLSO,O,X,O,X,X,X
JITZLOS,O,X,O,X,X,X
JITZSLO,O,X,O,X,X,X
JITZSOL,O,X,O,X,X,X
JITZOLS,O,X,O,X,X,X
JITZOSL,O,X,O,X,X,X
JITOLSZ,O,X,X,O,X,X
JITOLZS,O,X,X,O,X,X
JITOSLZ,O,X,X,O,X,X
JITOSZL,O,X,X,X,X,X
JITOZLS,O,X,X,O,X,X
JITOZSL,O,X,X,X,X,X
JILTSZO,O,O,O,X,X,X
JILTSOZ,O,O,O,X,X,X
JILTZSO,O,O,O,X,X,X
JILTZOS,O,X,O,X,X,X
JILTOSZ,O,X,X,X,X,X
JILTOZS,O,X,X,X,X,X
JILSTZO,O,O,X,X,X,X
JILSTOZ,O,O,X,X,X,X
JILSZTO,O,O,X,X,X,X
JILSZOT,X,O,X,X,X,X
JILSOTZ,X,O,X,X,X,X
JILSOZT,X,O,X,X,X,X
JILZTSO,O,O,O,X,X,X
JILZTOS,O,X,O,X,X,X
JILZSTO,O,O,O,X,X,X
JILZSOT,X,O,O,X,X,X
JILZOTS,O,O,O,X,X,X
JILZOST,O,O,O,X,X,X
JILOTSZ,O,O,X,X,X,X
JILOTZS,O,O,X,X,X,X
JILOSTZ,O,O,X,X,X,X
JILOSZT,O,O,X,X,X,X
JILOZTS,O,O,X,X,X,X
JILOZST,O,O,X,X,X,X
JISTLZO,O,O,O,X,X,X
JISTLOZ,O,O,O,X,X,X
JISTZLO,O,O,O,X,X,X
JISTZOL,O,O,O,X,X,X
JISTOLZ,O,O,O,X,X,X
JISTOZL,O,O,O,X,X,X
JISLTZO,O,O,O,X,X,X
JISLTOZ,O,O,O,X,X,X
JISLZTO,O,O,O,X,X,X
JISLZOT,X,O,O,X,X,X
JISLOTZ,X,O,X,X,X,X
JISLOZT,X,O,X,X,X,X
JISZTLO,O,O,O,X,X,X
JISZTOL,O,O,O,X,X,X
JISZLTO,O,O,O,X,X,X
JISZLOT,X,O,O,X,X,X
JISZOTL,X,O,O,X,X,X
JISZOLT,X,O,O,X,X,X
JISOTLZ,X,O,O,X,X,X
JISOTZL,X,O,O,X,X,X
JISOLTZ,X,O,X,X,X,X
JISOLZT,X,O,X,X,X,X
JISOZTL,X,O,O,X,X,X
JISOZLT,X,O,O,X,X,X
JIZTLSO,O,X,O,X,X,X
JIZTLOS,O,X,O,O,X,X
JIZTSLO,O,O,O,X,X,X
JIZTSOL,O,O,O,X,X,X
JIZTOLS,O,X,O,O,X,X
JIZTOSL,O,X,O,O,X,X
JIZLTSO,O,O,O,X,X,X
JIZLTOS,O,X,O,X,X,X
JIZLSTO,O,O,O,X,X,X
JIZLSOT,X,O,O,X,X,X
JIZLOTS,O,O,O,X,X,X
JIZLOST,O,O,O,X,X,X
JIZSTLO,O,O,O,X,X,X
JIZSTOL,O,O,O,X,X,X
JIZSLTO,O,O,O,X,X,X
JIZSLOT,X,O,O,X,X,X
JIZSOTL,X,O,O,X,X,X
JIZSOLT,X,O,O,X,X,X
JIZOTLS,O,X,O,O,X,X
JIZOTSL,O,O,O,O,X,X
JIZOLTS,O,O,O,O,X,X
JIZOLST,O,O,O,X,X,X
JIZOSTL,O,O,O,O,X,X
JIZOSLT,O,O,O,X,X,X
JIOTLSZ,O,O,X,O,X,X
JIOTLZS,O,O,X,O,X,X
JIOTSLZ,O,O,X,O,X,X
JIOTSZL,O,O,X,X,X,X
JIOTZLS,O,X,X,O,X,X
JIOTZSL,O,O,X,O,X,X
JIOLTSZ,O,O,X,O,X,X
JIOLTZS,O,O,X,O,X,X
JIOLSTZ,O,O,X,X,X,X
JIOLSZT,O,O,X,X,X,X
JIOLZTS,O,O,X,O,X,X
JIOLZST,O,O,X,X,X,X
JIOSTLZ,O,O,X,O,X,X
JIOSTZL,O,O,X,X,X,X
JIOSLTZ,O,O,X,X,X,X
JIOSLZT,O,O,X,X,X,X
JIOSZTL,O,O,X,O,X,X
JIOSZLT,O,O,X,X,X,X
JIOZTLS,O,X,X,O,X,X
JIOZTSL,O,O,X,O,X,X
JIOZLTS,O,O,X,O,X,X
JIOZLST,O,O,X,X,X,X
JIOZSTL,O,O,X,O,X,X
JIOZSLT,O,O,X,X,X,X
JLTISZO,O,O,X,X,O,X
JLTISOZ,O,O,X,X,O,X
JLTIZSO,O,O,X,X,X,X
JLTIZOS,O,X,X,X,X,X
JLTIOSZ,O,X,X,O,O,X
JLTIOZS,O,X,X,O,X,X
JLTSIZO,O,O,X,X,O,X
JLTSIOZ,O,O,X,X,O,X
JLTSZIO,O,O,X,X,O,X
JLTSZOI,O,O,X,X,O,X
JLTSOIZ,X,O,X,O,O,X
JLTSOZI,O,O,X,O,O,X
JLTZISO,O,O,X,X,X,X
JLTZIOS,O,X,X,X,X,X
JLTZSIO,O,O,X,X,O,X
JLTZSOI,O,O,X,X,O,X
JLTZOIS,O,O,X,O,X,X
JLTZOSI,O,O,X,O,O,X
JLTOISZ,O,O,X,O,O,X
JLTOIZS,O,O,X,O,X,X
JLTOSIZ,O,O,X,O,O,X
JLTOSZI,O,O,X,O,O,X
JLTOZIS,O,O,X,O,X,X
JLTOZSI,O,O,X,O,O,X
JLITSZO,O,O,O,X,X,X
JLITSOZ,O,O,O,X,X,X
JLITZSO,O,O,O,X,X,X
JLITZOS,O,X,O,X,X,X
JLITOSZ,O,X,X,X,X,X
JLITOZS,O,X,X,X,X,X
JLISTZO,O,O,X,X,O,X
JLISTOZ,O,O,X,X,O,X
JLISZTO,O,O,X,X,X,X
JLISZOT,X,O,X,X,X,X
JLISOTZ,X,O,X,X,O,X
JLISOZT,X,O,X,X,X,X
JLIZTSO,O,O,O,X,X,X
JLIZTOS,O,X,O,X,X,X
JLIZSTO,O,O,O,X,X,X
JLIZSOT,X,O,O,X,X,X
JLIZOTS,O,O,O,X,X,X
JLIZOST,O,O,O,X,X,X
JLIOTSZ,O,O,X,X,X,X
JLIOTZS,O,O,X,X,X,X
JLIOSTZ,O,O,X,X,O,X
JLIOSZT,O,O,X,X,X,X
JLIOZTS,O,O,X,X,X,X
JLIOZST,O,O,X,X,X,X
JLSTIZO,O,O,X,X,O,X
JLSTIOZ,X,O,X,X,O,X
JLSTZIO,O,O,X,X,O,X
JLSTZOI,O,O,X,X,O,O
JLSTOIZ,X,O,X,X,O,O
JLSTOZI,O,O,X,X,O,O
JLSITZO,O,O,X,X,O,X
JLSITOZ,O,O,X,X,O,X
JLSIZTO,O,O,X,X,X,X
JLSIZOT,X,O,X,X,X,X
JLSIOTZ,X,O,X,X,O,X
JLSIOZT,X,O,X,X,X,X
JLSZTIO,X,O,X,X,X,X
JLSZTOI,X,O,X,X,X,O
JLSZITO,X,O,X,X,X,X
JLSZIOT,X,O,X,X,X,X
JLSZOTI,X,O,X,X,X,O
JLSZOIT,X,O,X,X,X,O
JLSOTIZ,X,O,X,X,O,O
JLSOTZI,X,O,X,X,O,O
JLSOITZ,X,O,X,X,O,O
JLSOIZT,X,O,X,X,X,O
JLSOZTI,X,O,X,X,X,O
JLSOZIT,X,O,X,X,X,O
JLZTISO,O,O,O,X,X,X
JLZTIOS,X,X,O,O,X,X
JLZTSIO,O,O,X,X,X,X
JLZTSOI,O,O,X,O,X,X
JLZTOIS,X,O,O,O,X,X
JLZTOSI,O,O,X,O,X,X
JLZITSO,O,O,O,X,X,X
JLZITOS,O,X,O,X,X,X
JLZISTO,O,O,O,X,X,X
JLZISOT,X,O,O,X,X,X
JLZIOTS,O,O,O,X,X,X
JLZIOST,X,O,O,X,X,X
JLZSTIO,X,O,X,X,X,X
JLZSTOI,X,O,X,X,X,O
JLZSITO,X,O,O,X,X,X
JLZSIOT,X,O,O,X,X,X
JLZSOTI,X,O,X,X,X,O
JLZSOIT,X,O,O,X,X,O
JLZOTIS,X,O,O,O,X,X
JLZOTSI,X,O,X,O,X,X
JLZOITS,X,O,O,O,X,X
JLZOIST,X,O,O,X,X,O
JLZOSTI,X,O,X,X,X,O
JLZOSIT,X,O,O,X,X,O
JLOTISZ,O,O,X,O,O,X
JLOTIZS,O,O,X,O,X,X
JLOTSIZ,O,O,X,O,O,X
JLOTSZI,O,O,X,O,O,X
JLOTZIS,O,O,X,O,X,X
JLOTZSI,O,O,X,O,O,X
JLOITSZ,O,O,X,O,X,X
JLOITZS,O,O,X,O,X,X
JLOISTZ,O,O,X,X,O,O
JLOISZT,O,O,X,X,X,O
JLOIZTS,O,O,X,O,X,X
JLOIZST,O,O,X,X,X,O
JLOSTIZ,O,O,X,X,O,O
JLOSTZI,O,O,X,X,O,O
JLOSITZ,O,O,X,X,O,O
JLOSIZT,O,O,X,X,X,O
JLOSZTI,O,O,X,X,X,O
JLOSZIT,O,O,X,X,X,O
JLOZTIS,O,O,X,O,X,X
JLOZTSI,O,O,X,O,X,X
JLOZITS,O,O,X,O,X,X
JLOZIST,O,O,X,X,X,O
JLOZSTI,O,O,X,X,X,O
JLOZSIT,O,O,X,X,X,O
JSTILZO,O,O,O,X,O,X
JSTILOZ,O,O,O,X,O,X
JSTIZLO,O,O,O,X,O,X
JSTIZOL,O,O,O,X,X,X
JSTIOLZ,O,O,O,X,O,X
JSTIOZL,O,O,O,X,X,X
JSTLIZO,O,O,X,X,O,X
JSTLIOZ,O,O,X,X,O,X
JSTLZIO,O,O,X,X,O,X
JSTLZOI,O,O,X,X,O,O
JSTLOIZ,X,O,X,O,O,O
JSTLOZI,O,O,X,O,O,O
JSTZILO,O,O,O,X,O,X
JSTZIOL,O,O,O,X,X,X
JSTZLIO,O,O,X,X,O,X
JSTZLOI,O,O,X,X,O,O
JSTZOIL,O,O,O,X,X,X
JSTZOLI,O,O,X,X,O,O
JSTOILZ,O,O,X,O,O,O
JSTOIZL,O,O,X,X,X,X
JSTOLIZ,X,O,X,O,O,O
JSTOLZI,O,O,X,O,O,O
JSTOZIL,O,O,X,X,X,X
JSTOZLI,O,O,X,X,O,O
JSITLZO,O,O,O,X,O,X
JSITLOZ,O,O,O,X,O,X
JSITZLO,O,O,O,X,O,X
JSITZOL,O,O,O,X,X,X
JSITOLZ,O,O,O,X,O,X
JSITOZL,O,O,O,X,X,X
JSILTZO,O,O,O,X,O,X
JSILTOZ,O,O,O,X,O,X
JSILZTO,O,O,O,X,X,X
JSILZOT,X,O,O,X,X,X
JSILOTZ,X,O,X,X,O,X
JSILOZT,X,O,X,X,X,X
JSIZTLO,O,O,O,X,X,X
JSIZTOL,O,O,O,X,X,X
JSIZLTO,O,O,O,X,X,X
JSIZLOT,X,O,O,X,X,X
JSIZOTL,X,O,O,X,X,X
JSIZOLT,X,O,O,X,X,X
JSIOTLZ,X,O,O,X,X,X
JSIOTZL,X,O,O,X,X,X
JSIOLTZ,X,O,X,X,X,X
JSIOLZT,X,O,X,X,X,X
JSIOZTL,X,O,O,X,X,X
JSIOZLT,X,O,O,X,X,X
JSLTIZO,O,O,X,X,O,X
JSLTIOZ,X,O,X,X,O,X
JSLTZIO,O,O,X,X,O,X
JSLTZOI,O,O,X,X,O,O
JSLTOIZ,X,O,X,X,O,O
JSLTOZI,O,O,X,X,O,O
JSLITZO,O,O,O,X,O,X
JSLITOZ,O,O,O,X,O,X
JSLIZTO,O,O,O,X,X,X
JSLIZOT,X,O,O,X,X,X
JSLIOTZ,X,O,X,X,O,X
JSLIOZT,X,O,X,X,X,X
JSLZTIO,X,O,X,X,X,X
JSLZTOI,X,O,X,X,X,O
JSLZITO,X,O,O,X,X,X
JSLZIOT,X,O,O,X,X,X
JSLZOTI,X,O,X,X,X,O
JSLZOIT,X,O,O,X,X,O
JSLOTIZ,X,O,X,X,O,O
JSLOTZI,X,O,X,X,O,O
JSLOITZ,X,O,X,X,O,O
JSLOIZT,X,O,X,X,X,O
JSLOZTI,X,O,X,X,X,O
JSLOZIT,X,O,X,X,X,O
JSZTILO,X,O,O,X,X,X
JSZTIOL,X,O,O,X,X,X
JSZTLIO,X,O,X,X,X,X
JSZTLOI,X,O,X,O,X,X
JSZTOIL,X,O,O,O,X,X
JSZTOLI,X,O,X,O,X,X
JSZITLO,X,O,O,X,X,X
JSZITOL,X,O,O,X,X,X
JSZILTO,X,O,O,X,X,X
JSZILOT,X,O,O,X,X,X
JSZIOTL,X,O,O,X,X,X
JSZIOLT,X,O,O,X,X,X
JSZLTIO,X,O,X,X,X,X
JSZLTOI,X,O,X,X,X,X
JSZLITO,X,O,O,X,X,X
JSZLIOT,X,O,O,X,X,X
JSZLOTI,X,O,X,X,X,X
JSZLOIT,X,O,O,X,X,X
JSZOTIL,X,O,O,O,X,X
JSZOTLI,X,O,X,O,X,X
JSZOITL,X,O,O,O,X,X
JSZOILT,X,O,O,X,X,X
JSZOLTI,X,O,X,X,X,X
JSZOLIT,X,O,O,X,X,X
JSOTILZ,X,O,X,O,O,O
JSOTIZL,X,O,X,X,X,X
JSOTLIZ,X,O,X,O,O,O
JSOTLZI,X,O,X,O,O,O
JSOTZIL,X,O,X,X,X,X
JSOTZLI,X,O,X,X,O,O
JSOITLZ,X,O,O,O,X,O
JSOITZL,X,O,O,X,X,X
JSOILTZ,X,O,X,X,X,O
JSOILZT,X,O,X,X,X,O
JSOIZTL,X,O,O,O,X,X
JSOIZLT,X,O,O,X,X,X
JSOLTIZ,X,O,X,X,O,O
JSOLTZI,X,O,X,X,O,O
JSOLITZ,X,O,X,X,O,O
JSOLIZT,X,O,X,X,X,O
JSOLZTI,X,O,X,X,X,O
JSOLZIT,X,O,X,X,X,O
JSOZTIL,X,O,O,O,X,X
JSOZTLI,X,O,X,O,X,X
JSOZITL,X,O,O,O,X,X
JSOZILT,X,O,O,X,X,X
JSOZLTI,X,O,X,X,X,X
JSOZLIT,X,O,O,X,X,X
JZTILSO,O,X,O,X,X,X
JZTILOS,O,X,O,O,X,X
JZTISLO,O,O,O,X,X,X
JZTISOL,O,O,O,X,X,X
JZTIOLS,O,X,O,O,X,X
JZTIOSL,O,X,O,O,X,X
JZTLISO,O,O,O,X,X,X
JZTLIOS,O,X,O,O,X,X
JZTLSIO,O,O,X,X,X,X
JZTLSOI,O,O,X,O,X,X
JZTLOIS,X,O,O,O,X,X
JZTLOSI,O,O,X,O,X,X
JZTSILO,O,O,O,X,X,X
JZTSIOL,O,O,O,X,X,X
JZTSLIO,O,O,X,X,X,X
JZTSLOI,O,O,X,O,X,X
JZTSOIL,O,O,O,O,X,X
JZTSOLI,O,O,X,O,X,X
JZTOILS,O,X,O,O,X,X
JZTOISL,O,O,O,O,X,X
JZTOLIS,X,O,O,O,X,X
JZTOLSI,O,O,X,O,X,X
JZTOSIL,O,O,O,O,X,X
JZTOSLI,O,O,X,O,X,X
JZITLSO,O,X,O,X,X,X
JZITLOS,O,X,O,O,X,X
JZITSLO,O,O,O,X,X,X
JZITSOL,O,O,O,X,X,X
JZITOLS,O,X,O,O,X,X
JZITOSL,O,X,O,O,X,X
JZILTSO,O,O,O,X,X,X
JZILTOS,O,X,O,X,X,X
JZILSTO,O,O,O,X,X,X
JZILSOT,X,O,O,X,X,X
JZILOTS,O,O,O,X,X,X
JZILOST,X,O,O,X,X,X
JZISTLO,O,O,O,X,X,X
JZISTOL,O,O,O,X,X,X
JZISLTO,O,O,O,X,X,X
JZISLOT,X,O,O,X,X,X
JZISOTL,X,O,O,X,X,X
JZISOLT,X,O,O,X,X,X
JZIOTLS,O,X,O,O,X,X
JZIOTSL,O,O,O,O,X,X
JZIOLTS,O,O,O,O,X,X
JZIOLST,X,O,O,X,X,X
JZIOSTL,X,O,O,O,X,X
JZIOSLT,X,O,O,X,X,X
JZLTISO,O,O,O,X,X,X
JZLTIOS,X,X,O,O,X,X
JZLTSIO,O,O,X,X,X,X
JZLTSOI,O,O,X,O,X,X
JZLTOIS,X,O,O,O,X,X
JZLTOSI,O,O,X,O,X,X
JZLITSO,O,O,O,X,X,X
JZLITOS,O,X,O,X,X,X
JZLISTO,O,O,O,X,X,X
JZLISOT,X,O,O,X,X,X
JZLIOTS,O,O,O,X,X,X
JZLIOST,X,O,O,X,X,X
JZLSTIO,X,O,X,X,X,X
JZLSTOI,X,O,X,X,X,X
JZLSITO,X,O,O,X,X,X
JZLSIOT,X,O,O,X,X,X
JZLSOTI,X,O,X,X,X,X
JZLSOIT,X,O,O,X,X,X
JZLOTIS,X,O,O,O,X,X
JZLOTSI,X,O,X,O,X,X
JZLOITS,X,O,O,O,X,X
JZLOIST,X,O,O,X,X,X
JZLOSTI,X,O,X,X,X,X
JZLOSIT,X,O,O,X,X,X
JZSTILO,X,O,O,X,X,X
JZSTIOL,X,O,O,X,X,X
