sequence,v115@EhC8HeB8HeC8CeB8BeB8Jel/IvhFRhB/pBOqB8qBCn?BTsB,v115@EhC8HeB8HeC8CeB8BeB8Jex/IvhF/mBUiBikB1qBWv?BTsB,v115@EhC8HeB8HeC8CeB8BeB8JeT/IvhF2lBRhBfsB6sB0p?BlqB,v115@EhC8HeB8HeC8CeB8BeB8JeT/IvhF2lBRhBSsBlpB3q?BUsB,v115@EhC8HeB8HeC8CeB8BeB8Jex/IvhFihBTkBGnBlqBUs?BXqB,v115@EhC8HeB8HeC8CeB8BeB8Jel/IvhFzgB/pBKqBGnBRr?BUsB,v115@EhC8HeB8HeC8CeB8BeB8Jei/IvhFRhB1pB8qBzmB+s?BXqB,v115@EhC8HeB8HeC8CeB8BeB8Je0/IvhFlgB2pBxmB3mBSv?BTsB,v115@EhC8HeB8HeC8CeB8BeB8JeRBJvhF/pBFlB8qBCnBTs?BmpB,v115@EhC8HeB8HeC8CeB8BeB8JeT/IvhFRhByqB0pBGsB/q?BFsB,v115@EhC8HeB8HeC8CeB8BeB8Jel/IvhFanB/pBxlB+sBUm?BTqB,v115@EhC8HeB8HeC8CeB8BeB8Jel/IvhFUhBanB/pB+sBxq?BTqB,v115@EhC8HeB8HeC8CeB8BeB8JeRBJvhFypBzlBGsB/pBFs?BUqB
LSJOITZ,O,O,X,O,X,X,X,O,X,X,O,O,O
LSJOIZT,X,X,X,X,X,X,X,O,X,X,O,O,X
LSJOZTI,O,X,X,X,X,X,X,O,X,X,O,X,O
LSJOZIT,X,X,X,X,X,X,X,O,X,X,O,X,X
LSZTIJO,O,O,O,X,X,O,X,X,X,X,X,X,X
LSZTIOJ,O,O,O,X,X,O,X,X,X,X,X,X,X
LSZTJIO,O,O,O,O,X,X,X,X,X,X,X,X,X
LSZTJOI,O,O,O,O,X,X,X,X,X,X,X,X,X
LSZTOIJ,O,O,O,X,X,X,X,X,O,X,X,X,X
LSZTOJI,O,O,O,O,X,X,X,X,O,X,X,X,X
LSZITJO,O,X,O,X,X,O,X,X,X,X,X,X,X
LSZITOJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LSZIJTO,O,X,O,X,X,O,X,X,X,X,X,X,X
LSZIJOT,O,X,X,X,X,O,X,X,X,X,X,X,X
LSZIOTJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LSZIOJT,X,X,X,X,X,O,X,X,X,X,X,X,X
LSZJTIO,O,X,O,O,X,X,X,X,X,O,X,X,X
LSZJTOI,O,X,O,O,X,X,X,X,X,O,X,X,X
LSZJITO,O,X,O,O,X,X,X,X,X,O,X,X,X
LSZJIOT,O,X,X,X,X,X,X,X,X,O,X,X,X
LSZJOTI,O,X,O,X,X,X,X,X,X,O,X,X,X
LSZJOIT,O,X,X,X,X,X,X,X,X,O,X,X,X
LSZOTIJ,O,X,O,X,X,X,X,X,O,X,X,X,X
LSZOTJI,O,X,O,X,X,X,X,X,O,X,X,X,X
LSZOITJ,O,X,O,X,X,X,X,X,O,X,X,X,X
LSZOIJT,O,X,X,X,X,X,X,X,O,X,X,X,X
LSZOJTI,O,X,O,X,X,X,X,X,O,O,X,X,X
LSZOJIT,O,X,X,X,X,X,X,X,O,O,X,X,X
LSOTIJZ,O,O,O,O,X,O,X,O,X,X,X,X,X
LSOTIZJ,O,O,O,X,X,O,X,X,O,X,X,X,X
LSOTJIZ,O,O,O,O,X,X,X,O,X,X,O,X,X
LSOTJZI,O,O,O,O,X,X,X,O,X,X,O,X,X
LSOTZIJ,O,O,O,X,X,X,X,X,O,X,X,X,X
LSOTZJI,O,O,O,O,X,X,X,X,O,X,X,X,X
LSOITJZ,O,O,O,X,X,O,X,O,X,X,X,X,X
LSOITZJ,O,O,O,X,X,O,X,X,O,X,X,X,X
LSOIJTZ,O,O,X,X,X,O,X,O,X,X,X,X,X
LSOIJZT,O,X,X,X,X,O,X,O,O,X,X,X,X
LSOIZTJ,O,X,O,X,X,O,X,X,O,X,X,X,X
LSOIZJT,O,X,X,X,X,O,X,X,O,X,X,X,X
LSOJTIZ,O,O,X,O,X,X,X,O,X,X,O,X,O
LSOJTZI,O,O,X,O,X,X,X,O,X,X,O,X,O
LSOJITZ,O,O,X,O,X,X,X,O,X,X,O,X,O
LSOJIZT,O,X,X,X,X,X,X,O,O,X,O,X,X
LSOJZTI,O,X,X,X,X,X,X,O,O,X,O,X,O
LSOJZIT,O,X,X,X,X,X,X,O,O,X,O,X,X
LSOZTIJ,O,X,O,X,X,X,X,X,O,X,X,X,X
LSOZTJI,O,X,O,X,X,X,X,X,O,X,X,X,X
LSOZITJ,O,X,O,X,X,X,X,X,O,X,X,X,X
LSOZIJT,O,X,X,X,X,X,X,X,O,X,X,X,X
LSOZJTI,O,X,O,X,X,X,X,X,O,X,X,X,X
LSOZJIT,O,X,X,X,X,X,X,X,O,X,X,X,X
LZTIJSO,O,X,O,X,X,X,O,X,X,X,X,X,X
LZTIJOS,X,X,O,X,X,X,O,X,X,X,X,X,X
LZTISJO,O,O,O,X,X,X,O,X,X,X,X,X,X
LZTISOJ,O,O,O,X,X,X,X,X,X,X,X,X,X
LZTIOJS,X,X,O,X,O,X,O,X,X,X,X,X,X
LZTIOSJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LZTJISO,O,X,O,X,X,X,O,X,X,O,X,X,X
LZTJIOS,X,X,O,X,O,X,O,O,X,O,X,X,X
LZTJSIO,O,X,O,X,X,X,O,X,X,O,X,X,X
LZTJSOI,O,X,O,X,O,X,O,O,X,O,X,X,X
LZTJOIS,X,X,O,X,O,X,O,O,X,O,X,X,X
LZTJOSI,X,X,O,X,O,X,O,O,X,O,X,X,X
LZTSIJO,O,O,O,X,X,X,O,X,X,X,X,X,X
LZTSIOJ,O,O,O,X,X,X,X,X,X,X,X,X,X
LZTSJIO,O,O,O,O,X,X,O,X,X,X,X,X,X
LZTSJOI,O,O,O,O,X,X,O,X,X,X,X,X,X
LZTSOIJ,O,O,O,X,O,X,X,X,X,X,X,X,X
LZTSOJI,X,O,O,O,X,X,X,X,X,X,X,X,X
LZTOIJS,X,X,O,X,O,X,O,O,X,X,X,X,X
LZTOISJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LZTOJIS,X,X,O,X,O,X,O,O,X,O,X,X,X
LZTOJSI,X,X,O,X,O,X,O,O,X,O,X,X,X
LZTOSIJ,X,O,O,X,O,X,X,X,X,X,X,X,X
LZTOSJI,X,O,O,O,X,X,X,X,X,X,X,X,X
LZITJSO,O,X,O,X,X,X,O,X,X,X,X,X,X
LZITJOS,X,X,O,X,X,X,O,X,X,X,X,X,X
LZITSJO,O,O,O,X,X,X,O,X,X,X,X,X,X
LZITSOJ,O,O,O,X,X,X,X,X,X,X,X,X,X
LZITOJS,X,X,O,X,X,X,O,X,X,X,X,X,X
LZITOSJ,X,O,O,X,X,X,X,X,X,X,X,X,X
LZIJTSO,O,O,X,X,X,X,X,X,X,O,X,X,X
LZIJTOS,X,O,X,X,X,X,X,X,X,O,X,X,X
LZIJSTO,O,X,X,X,X,O,X,X,X,O,X,X,X
LZIJSOT,O,X,X,X,X,O,X,X,X,O,X,X,X
LZIJOTS,X,O,X,X,X,X,X,X,X,O,X,X,X
LZIJOST,O,X,X,X,X,O,X,X,X,O,X,X,X
LZISTJO,O,X,O,X,X,O,X,X,X,X,X,X,X
LZISTOJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LZISJTO,O,X,O,X,X,O,X,X,X,X,X,X,X
LZISJOT,O,X,X,X,X,O,X,X,X,X,X,X,X
LZISOTJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LZISOJT,X,X,X,X,X,O,X,X,X,X,X,X,X
LZIOTJS,X,X,O,X,X,X,X,X,X,X,X,X,X
LZIOTSJ,X,O,O,X,X,X,X,X,X,X,X,X,X
LZIOJTS,X,O,X,X,X,X,X,X,X,O,X,X,X
LZIOJST,O,X,X,X,X,O,X,X,X,O,X,X,X
LZIOSTJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LZIOSJT,X,X,X,X,X,O,X,X,X,X,X,X,X
LZJTISO,O,O,O,X,X,X,O,X,X,O,X,X,X
LZJTIOS,X,O,O,X,O,X,O,O,X,O,X,X,X
LZJTSIO,O,O,O,X,X,X,O,X,X,O,X,X,X
LZJTSOI,O,O,O,X,O,X,O,O,X,O,X,X,X
LZJTOIS,X,O,O,X,O,X,O,O,X,O,X,X,X
LZJTOSI,X,O,O,X,O,X,O,O,X,O,X,X,X
LZJITSO,O,O,X,X,X,X,O,X,X,O,X,X,X
LZJITOS,X,O,X,X,O,X,O,O,X,O,X,X,X
LZJISTO,O,X,X,X,X,X,X,X,X,O,X,X,X
LZJISOT,O,X,X,X,X,X,X,X,X,O,X,X,X
LZJIOTS,X,O,X,X,O,X,X,O,X,O,X,X,X
LZJIOST,O,X,X,X,O,X,X,O,X,O,X,X,X
LZJSTIO,O,X,O,X,X,X,X,X,X,O,X,X,X
LZJSTOI,O,X,O,X,O,X,X,O,X,O,X,X,X
LZJSITO,O,X,O,X,X,X,X,X,X,O,X,X,X
LZJSIOT,O,X,X,X,X,X,X,X,X,O,X,X,X
LZJSOTI,O,X,O,X,O,X,X,O,X,O,X,X,X
LZJSOIT,O,X,X,X,O,X,X,O,X,O,X,X,X
LZJOTIS,O,O,O,X,O,X,O,O,X,O,X,X,O
LZJOTSI,O,O,O,X,O,X,O,O,X,O,X,X,O
LZJOITS,O,O,X,X,O,X,O,O,X,O,X,X,X
LZJOIST,O,X,X,X,O,X,X,O,X,O,X,X,X
LZJOSTI,O,X,O,X,O,X,X,O,X,O,X,X,O
LZJOSIT,O,X,X,X,O,X,X,O,X,O,X,X,X
LZSTIJO,O,X,O,X,X,O,X,X,X,X,X,X,X
LZSTIOJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LZSTJIO,O,X,O,O,X,X,X,X,X,X,X,X,X
LZSTJOI,O,X,O,O,X,X,X,X,X,X,X,X,X
LZSTOIJ,O,X,O,X,X,X,X,X,O,X,X,X,X
LZSTOJI,O,X,O,O,X,X,X,X,O,X,X,X,X
LZSITJO,O,X,O,X,X,O,X,X,X,X,X,X,X
LZSITOJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LZSIJTO,O,X,O,X,X,O,X,X,X,X,X,X,X
LZSIJOT,O,X,X,X,X,O,X,X,X,X,X,X,X
LZSIOTJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LZSIOJT,X,X,X,X,X,O,X,X,X,X,X,X,X
LZSJTIO,O,X,O,O,X,X,X,X,X,O,X,X,X
LZSJTOI,O,X,O,O,X,X,X,X,X,O,X,X,X
LZSJITO,O,X,O,O,X,X,X,X,X,O,X,X,X
LZSJIOT,O,X,X,X,X,X,X,X,X,O,X,X,X
LZSJOTI,O,X,O,X,X,X,X,X,X,O,X,X,X
LZSJOIT,O,X,X,X,X,X,X,X,X,O,X,X,X
LZSOTIJ,O,X,O,X,X,X,X,X,O,X,X,X,X
LZSOTJI,O,X,O,X,X,X,X,X,O,X,X,X,X
LZSOITJ,O,X,O,X,X,X,X,X,O,X,X,X,X
LZSOIJT,O,X,X,X,X,X,X,X,O,X,X,X,X
LZSOJTI,O,X,O,X,X,X,X,X,O,O,X,X,X
LZSOJIT,O,X,X,X,X,X,X,X,O,O,X,X,X
LZOTIJS,O,X,O,X,O,X,X,O,X,X,X,X,X
LZOTISJ,O,O,O,X,O,X,X,X,O,X,X,X,X
LZOTJIS,O,X,O,X,O,X,X,O,X,O,X,X,X
LZOTJSI,O,X,O,X,O,X,X,O,X,O,X,X,X
LZOTSIJ,O,O,O,X,O,X,X,X,O,X,X,X,X
LZOTSJI,O,O,O,X,X,X,X,X,O,X,X,X,X
LZOITJS,O,X,O,X,O,X,X,O,X,X,X,X,X
LZOITSJ,O,O,O,X,O,X,X,X,O,X,X,X,X
LZOIJTS,O,O,X,X,O,X,X,O,X,O,X,X,X
LZOIJST,O,X,X,X,O,X,X,O,O,O,X,X,X
LZOISTJ,O,X,O,X,X,X,X,X,O,X,X,X,X
LZOISJT,O,X,X,X,X,X,X,X,O,X,X,X,X
LZOJTIS,O,O,O,X,O,X,X,O,X,O,X,X,O
LZOJTSI,O,O,O,X,O,X,X,O,X,O,X,X,O
LZOJITS,O,O,X,X,O,X,X,O,X,O,X,X,X
LZOJIST,O,X,X,X,O,X,X,O,O,O,X,X,X
LZOJSTI,O,X,O,X,O,X,X,O,O,O,X,X,O
LZOJSIT,O,X,X,X,O,X,X,O,O,O,X,X,X
LZOSTIJ,O,X,O,X,X,X,X,X,O,X,X,X,X
LZOSTJI,O,X,O,X,X,X,X,X,O,X,X,X,X
LZOSITJ,O,X,O,X,X,X,X,X,O,X,X,X,X
LZOSIJT,O,X,X,X,X,X,X,X,O,X,X,X,X
LZOSJTI,O,X,O,X,X,X,X,X,O,O,X,X,X
LZOSJIT,O,X,X,X,X,X,X,X,O,O,X,X,X
LOTIJSZ,X,O,X,X,X,X,X,O,X,X,X,X,X
LOTIJZS,X,O,X,X,O,X,X,O,X,X,X,X,X
LOTISJZ,O,O,X,O,X,X,X,O,X,X,X,X,X
LOTISZJ,O,O,X,X,O,X,X,X,O,X,X,X,X
LOTIZJS,O,X,X,X,O,X,X,O,X,X,X,X,X
LOTIZSJ,O,O,X,X,O,X,X,X,O,X,X,X,X
LOTJISZ,X,O,X,X,X,X,X,O,X,X,X,X,O
LOTJIZS,X,O,X,X,O,X,X,O,X,X,X,X,O
LOTJSIZ,O,O,O,O,X,X,X,O,X,X,X,X,O
LOTJSZI,O,O,O,O,X,X,X,O,X,X,X,X,O
LOTJZIS,X,O,O,X,X,X,X,O,X,X,X,X,O
LOTJZSI,X,O,O,X,X,X,X,O,X,X,X,X,O
LOTSIJZ,O,O,O,O,X,X,X,O,X,X,X,X,X
LOTSIZJ,O,O,O,X,O,X,X,X,O,X,X,X,X
LOTSJIZ,O,O,O,O,X,X,X,O,X,X,X,X,X
LOTSJZI,O,O,O,O,X,X,X,O,X,X,X,X,X
LOTSZIJ,O,O,O,X,X,X,X,X,O,X,X,X,X
LOTSZJI,O,O,O,O,X,X,X,X,O,X,X,X,X
LOTZIJS,O,X,O,X,O,X,X,O,X,X,X,X,X
LOTZISJ,O,O,O,X,O,X,X,X,O,X,X,X,X
LOTZJIS,O,X,O,X,O,X,X,O,X,X,X,X,X
LOTZJSI,O,X,O,X,O,X,X,O,X,X,X,X,X
LOTZSIJ,O,O,O,X,O,X,X,X,O,X,X,X,X
LOTZSJI,O,O,O,O,X,X,X,X,O,X,X,X,X
LOITJSZ,X,O,X,X,X,O,X,O,X,X,X,X,X
LOITJZS,X,O,X,X,O,X,X,O,X,X,X,X,X
LOITSJZ,O,O,X,X,X,O,X,O,X,X,X,X,X
LOITSZJ,O,O,X,X,O,O,X,X,O,X,X,X,X
LOITZJS,O,X,X,X,O,X,X,O,X,X,X,X,X
LOITZSJ,O,O,X,X,O,X,X,X,O,X,X,X,X
LOIJTSZ,X,O,X,X,X,O,X,O,X,X,X,X,O
LOIJTZS,X,O,X,X,X,X,X,O,X,X,X,X,O
LOIJSTZ,O,O,X,X,X,O,X,O,X,X,X,X,O
LOIJSZT,O,X,X,X,X,O,X,O,O,X,X,X,X
LOIJZTS,O,O,X,X,X,X,X,O,X,X,X,X,X
LOIJZST,O,X,X,X,X,O,X,O,O,X,X,X,X
LOISTJZ,O,O,X,X,X,O,X,O,X,X,X,X,X
LOISTZJ,O,O,X,X,X,O,X,X,O,X,X,X,X
LOISJTZ,O,O,X,X,X,O,X,O,X,X,X,X,X
LOISJZT,O,X,X,X,X,O,X,O,O,X,X,X,X
LOISZTJ,O,X,X,X,X,O,X,X,O,X,X,X,X
LOISZJT,O,X,X,X,X,O,X,X,O,X,X,X,X
LOIZTJS,O,X,X,X,O,X,X,O,X,X,X,X,X
LOIZTSJ,O,O,X,X,O,X,X,X,O,X,X,X,X
LOIZJTS,O,O,X,X,O,X,X,O,X,X,X,X,X
LOIZJST,O,X,X,X,O,O,X,O,O,X,X,X,X
LOIZSTJ,O,X,X,X,X,O,X,X,O,X,X,X,X
LOIZSJT,O,X,X,X,X,O,X,X,O,X,X,X,X
LOJTISZ,X,O,X,X,X,X,X,O,X,X,O,X,O
LOJTIZS,X,O,X,X,X,X,X,O,X,X,X,X,O
LOJTSIZ,O,O,X,X,X,X,X,O,X,X,O,X,O
LOJTSZI,O,O,X,X,X,X,X,O,X,X,O,X,O
LOJTZIS,X,O,X,X,X,X,X,O,X,X,X,X,O
LOJTZSI,X,O,X,X,X,X,X,O,X,X,X,X,O
LOJITSZ,X,O,X,X,X,X,X,O,X,X,O,X,O
LOJITZS,X,O,X,X,X,X,X,O,X,X,X,X,O
LOJISTZ,O,O,X,X,X,X,X,O,X,X,O,X,O
LOJISZT,O,X,X,X,X,X,X,O,O,X,O,X,X
LOJIZTS,O,O,X,X,X,X,X,O,X,X,X,X,X
LOJIZST,O,X,X,X,X,X,X,O,O,X,O,X,X
LOJSTIZ,O,O,X,X,X,X,X,O,X,X,O,X,O
LOJSTZI,O,O,X,X,X,X,X,O,X,X,O,X,O
LOJSITZ,O,O,X,X,X,X,X,O,X,X,O,X,O
LOJSIZT,O,X,X,X,X,X,X,O,O,X,O,X,X
LOJSZTI,O,X,X,X,X,X,X,O,O,X,O,X,O
LOJSZIT,O,X,X,X,X,X,X,O,O,X,O,X,X
LOJZTIS,O,O,X,X,X,X,X,O,X,O,X,X,O
LOJZTSI,O,O,X,X,X,X,X,O,X,O,X,X,O
LOJZITS,O,O,X,X,X,X,X,O,X,O,X,X,X
LOJZIST,O,X,X,X,X,X,X,O,O,O,O,X,X
LOJZSTI,O,X,X,X,X,X,X,O,O,O,O,X,O
LOJZSIT,O,X,X,X,X,X,X,O,O,O,O,X,X
LOSTIJZ,O,O,O,O,X,O,X,O,X,X,X,X,X
LOSTIZJ,O,O,O,X,X,O,X,X,O,X,X,X,X
LOSTJIZ,O,O,O,O,X,X,X,O,X,X,O,X,X
LOSTJZI,O,O,O,O,X,X,X,O,X,X,O,X,X
LOSTZIJ,O,O,O,X,X,X,X,X,O,X,X,X,X
LOSTZJI,O,O,O,O,X,X,X,X,O,X,X,X,X
LOSITJZ,O,O,O,X,X,O,X,O,X,X,X,X,X
LOSITZJ,O,O,O,X,X,O,X,X,O,X,X,X,X
LOSIJTZ,O,O,X,X,X,O,X,O,X,X,X,X,X
LOSIJZT,O,X,X,X,X,O,X,O,O,X,X,X,X
LOSIZTJ,O,X,O,X,X,O,X,X,O,X,X,X,X
LOSIZJT,O,X,X,X,X,O,X,X,O,X,X,X,X
LOSJTIZ,O,O,X,O,X,X,X,O,X,X,O,X,O
LOSJTZI,O,O,X,O,X,X,X,O,X,X,O,X,O
LOSJITZ,O,O,X,O,X,X,X,O,X,X,O,X,O
LOSJIZT,O,X,X,X,X,X,X,O,O,X,O,X,X
LOSJZTI,O,X,X,X,X,X,X,O,O,X,O,X,O
LOSJZIT,O,X,X,X,X,X,X,O,O,X,O,X,X
LOSZTIJ,O,O,O,X,X,X,X,X,O,X,X,X,X
LOSZTJI,O,O,O,X,X,X,X,X,O,X,X,X,X
LOSZITJ,O,X,O,X,X,X,X,X,O,X,X,X,X
LOSZIJT,O,X,X,X,X,X,X,X,O,X,X,X,X
LOSZJTI,O,X,O,X,X,X,X,X,O,X,X,X,X
LOSZJIT,O,X,X,X,X,X,X,X,O,X,X,X,X
LOZTIJS,O,X,O,X,O,X,X,O,X,X,X,X,X
LOZTISJ,O,O,O,X,O,X,X,X,O,X,X,X,X
LOZTJIS,O,X,O,X,O,X,X,O,X,O,X,X,X
LOZTJSI,O,X,O,X,O,X,X,O,X,O,X,X,X
LOZTSIJ,O,O,O,X,O,X,X,X,O,X,X,X,X
LOZTSJI,O,O,O,X,X,X,X,X,O,X,X,X,X
LOZITJS,O,X,O,X,O,X,X,O,X,X,X,X,X
LOZITSJ,O,O,O,X,O,X,X,X,O,X,X,X,X
LOZIJTS,O,O,X,X,O,X,X,O,X,O,X,X,X
LOZIJST,O,X,X,X,O,X,X,O,O,O,X,X,X
LOZISTJ,O,X,O,X,X,X,X,X,O,X,X,X,X
LOZISJT,O,X,X,X,X,X,X,X,O,X,X,X,X
LOZJTIS,O,O,O,X,O,X,X,O,X,O,X,X,O
LOZJTSI,O,O,O,X,O,X,X,O,X,O,X,X,O
LOZJITS,O,O,X,X,O,X,X,O,X,O,X,X,X
LOZJIST,O,X,X,X,O,X,X,O,O,O,X,X,X
LOZJSTI,O,X,O,X,O,X,X,O,O,O,X,X,O
LOZJSIT,O,X,X,X,O,X,X,O,O,O,X,X,X
LOZSTIJ,O,O,O,X,X,X,X,X,O,X,X,X,X
LOZSTJI,O,O,O,X,X,X,X,X,O,X,X,X,X
LOZSITJ,O,X,O,X,X,X,X,X,O,X,X,X,X
LOZSIJT,O,X,X,X,X,X,X,X,O,X,X,X,X
LOZSJTI,O,X,O,X,X,X,X,X,O,O,X,X,X
LOZSJIT,O,X,X,X,X,X,X,X,O,O,X,X,X
JTILSZO,X,O,O,X,X,X,X,X,X,X,X,O,X
JTILSOZ,X,O,O,X,X,X,X,X,X,X,X,O,X
JTILZSO,X,O,O,X,X,X,O,X,X,X,X,O,X
JTILZOS,X,O,O,X,X,X,O,X,X,X,X,X,X
JTILOSZ,X,O,X,X,X,X,O,X,X,X,X,X,X
JTILOZS,X,O,X,X,X,X,O,X,X,X,X,X,X
JTISLZO,X,O,O,X,X,X,X,X,X,X,X,O,X
JTISLOZ,X,O,X,X,X,X,X,X,X,X,X,O,X
JTISZLO,X,O,O,X,X,X,X,X,X,X,X,O,X
JTISZOL,X,O,O,X,X,X,X,X,X,X,X,O,X
JTISOLZ,X,O,X,X,X,X,X,X,X,X,X,O,X
JTISOZL,X,O,O,X,X,X,X,X,X,X,X,O,X
JTIZLSO,X,X,O,X,X,X,O,X,X,X,X,O,X
JTIZLOS,X,X,O,X,X,X,O,X,X,X,X,X,X
JTIZSLO,X,O,O,X,X,X,O,X,X,X,X,O,X
JTIZSOL,X,O,O,X,X,X,X,X,X,X,X,O,X
JTIZOLS,X,X,O,X,X,X,O,X,X,X,X,X,X
JTIZOSL,X,O,O,X,X,X,O,X,X,X,X,X,X
JTIOLSZ,X,O,X,X,X,X,O,X,X,X,X,X,X
JTIOLZS,X,O,X,X,X,X,O,X,X,X,X,X,X
JTIOSLZ,X,O,X,X,X,X,O,X,X,X,X,X,X
JTIOSZL,X,O,X,X,X,X,X,X,X,X,X,X,X
JTIOZLS,X,X,O,X,X,X,O,X,X,X,X,X,X
JTIOZSL,X,O,O,X,X,X,O,X,X,X,X,X,X
JTLISZO,X,O,O,X,X,X,X,X,X,X,X,O,X
JTLISOZ,X,O,O,X,X,X,X,X,X,X,X,O,X
JTLIZSO,X,O,O,X,X,X,O,X,X,X,X,O,X
JTLIZOS,X,O,O,X,X,X,O,O,X,X,X,X,X
JTLIOSZ,X,O,X,X,X,X,O,O,X,X,X,X,X
JTLIOZS,X,O,X,X,X,X,O,O,X,X,X,X,X
JTLSIZO,O,O,O,O,X,X,X,X,X,X,X,O,X
JTLSIOZ,X,O,O,O,X,X,X,X,X,X,O,O,X
JTLSZIO,O,O,O,O,X,X,O,X,X,X,X,O,X
JTLSZOI,O,O,O,O,X,X,O,O,X,X,O,X,X
JTLSOIZ,X,O,O,O,X,X,O,O,X,X,O,O,X
JTLSOZI,O,O,O,O,X,X,O,O,X,X,O,X,X
JTLZISO,X,O,O,X,X,X,O,X,X,O,X,X,X
JTLZIOS,X,O,O,X,X,X,O,O,X,O,X,X,X
JTLZSIO,X,O,O,X,X,X,O,X,X,O,X,X,X
JTLZSOI,X,O,O,X,X,X,O,O,X,O,X,X,X
JTLZOIS,X,O,O,X,X,X,O,O,X,O,X,X,X
JTLZOSI,X,O,O,X,X,X,O,O,X,O,X,X,X
JTLOISZ,X,O,X,X,X,X,O,O,X,X,O,X,O
JTLOIZS,X,O,X,X,O,X,O,O,X,X,X,X,O
JTLOSIZ,X,O,O,O,X,X,O,O,X,X,O,X,O
JTLOSZI,X,O,O,O,X,X,O,O,X,X,O,X,O
JTLOZIS,X,O,O,X,X,X,O,O,X,X,X,X,O
JTLOZSI,X,O,O,X,X,X,O,O,X,X,X,X,O
JTSILZO,O,O,O,O,X,X,X,X,X,X,X,O,X
JTSILOZ,X,O,X,O,X,X,X,X,X,X,O,O,X
JTSIZLO,O,O,O,X,X,X,X,X,X,X,X,O,X
JTSIZOL,O,O,O,O,X,X,X,X,X,X,X,O,X
JTSIOLZ,O,O,X,O,X,X,X,X,X,X,O,O,X
JTSIOZL,O,O,O,O,X,X,X,X,X,X,O,O,X
JTSLIZO,O,O,O,O,X,X,X,X,X,X,X,O,X
JTSLIOZ,X,O,O,O,X,X,X,X,X,X,O,O,X
JTSLZIO,O,O,O,O,X,X,O,X,X,X,X,O,X
JTSLZOI,O,O,O,O,X,X,O,X,X,X,O,X,X
JTSLOIZ,O,O,O,O,X,X,O,X,X,X,O,O,X
JTSLOZI,O,O,O,O,X,X,O,X,X,X,O,X,X
JTSZILO,O,O,O,X,X,X,O,X,X,X,X,O,X
JTSZIOL,O,O,O,O,X,X,X,X,X,X,X,O,X
JTSZLIO,O,O,O,O,X,X,O,X,X,X,X,O,X
JTSZLOI,O,O,O,O,X,X,O,X,X,X,O,X,X
JTSZOIL,O,O,O,O,X,X,O,X,X,X,O,X,X
JTSZOLI,O,O,O,O,X,X,O,X,X,X,O,X,X
JTSOILZ,O,O,X,O,X,X,O,X,X,X,O,O,X
JTSOIZL,O,O,O,O,X,X,X,X,X,X,O,O,X
JTSOLIZ,O,O,X,O,X,X,O,X,X,X,O,O,X
JTSOLZI,O,O,X,O,X,X,O,X,X,X,O,X,X
JTSOZIL,O,O,O,O,X,X,O,X,X,X,O,X,X
JTSOZLI,O,O,O,O,X,X,O,X,X,X,O,X,X
JTZILSO,X,X,O,X,X,X,O,X,X,X,X,X,X
JTZILOS,X,X,O,X,O,X,O,X,X,X,X,X,X
JTZISLO,X,O,O,X,X,X,O,X,X,X,X,X,X
JTZISOL,X,O,O,X,X,X,X,X,X,X,X,X,X
JTZIOLS,X,X,O,X,O,X,O,O,X,X,X,X,X
JTZIOSL,X,O,O,X,O,X,O,O,X,X,X,X,X
JTZLISO,X,O,O,X,X,X,O,X,X,O,X,X,X
JTZLIOS,X,O,O,X,O,X,O,X,X,O,X,X,X
JTZLSIO,X,O,O,X,X,X,O,X,X,O,X,X,X
JTZLSOI,X,O,O,X,O,X,O,X,X,O,X,X,X
JTZLOIS,X,O,O,X,O,X,O,O,X,O,X,X,X
JTZLOSI,X,O,O,X,O,X,O,X,X,O,X,X,X
JTZSILO,X,O,O,X,X,X,O,X,X,X,X,X,X
JTZSIOL,X,O,O,X,X,X,X,X,X,X,X,X,X
JTZSLIO,X,O,O,X,X,X,O,X,X,X,X,X,X
JTZSLOI,X,O,O,X,O,X,O,X,X,X,X,X,X
JTZSOIL,X,O,O,X,O,X,O,O,X,X,X,X,X
JTZSOLI,X,O,O,X,O,X,O,X,X,X,X,X,X
JTZOILS,X,X,O,X,O,X,O,O,X,X,X,X,X
JTZOISL,X,O,O,X,O,X,O,O,X,X,X,X,X
JTZOLIS,X,O,O,X,O,X,O,O,X,O,X,X,X
JTZOLSI,X,O,O,X,O,X,O,X,X,O,X,X,X
JTZOSIL,X,O,O,X,O,X,O,O,X,X,X,X,X
JTZOSLI,X,O,O,X,O,X,O,X,X,X,X,X,X
JTOILSZ,X,O,X,X,X,X,O,O,X,X,O,X,X
JTOILZS,X,O,X,X,O,X,O,O,X,X,X,X,X
JTOISLZ,X,O,X,X,X,X,O,X,X,X,O,X,X
JTOISZL,X,O,X,X,X,X,X,O,X,X,O,X,X
