sequence,v115@GhA8IeB8EeA8AeD8DeD8JeT/IvhFxgBXiB8nBmlBFq?BSwB,v115@GhA8IeB8EeA8AeD8DeD8Jei/IvhFfmBxhB8nBzkBur?B1vB,v115@GhA8IeB8EeA8AeD8DeD8Je/EJvhFUgBamBRiB+rBln?BTqB,v115@GhA8IeB8EeA8AeD8DeD8Je/EJvhFRgBFiB8nBKqBzl?B+rB,v115@GhA8IeB8EeA8AeD8DeD8Je/EJvhFFgBxhB8nBarBur?BTqB,v115@GhA8IeB8EeA8AeD8DeD8Je/EJvhFUgBRiB6rBlnBzl?B2vB,v115@GhA8IeB8EeA8AeD8DeD8Je/EJvhFRgB8nBOqBlmBzq?BCsB,v115@GhA8IeB8EeA8AeD8DeD8JeT/IvhF3gB8nBlmBRqB2v?BCsB
JOIZSLT,X,X,O,X,O,X,O,X
JOLTISZ,O,O,O,X,X,O,X,X
JOLTIZS,O,O,O,X,X,X,X,X
JOLTSIZ,O,O,O,O,O,O,O,X
JOLTSZI,O,O,O,O,O,O,O,X
JOLTZIS,O,O,O,O,O,X,X,X
JOLTZSI,O,O,O,O,O,X,O,X
JOLITSZ,X,O,O,X,X,X,X,X
JOLITZS,O,O,O,X,X,X,X,X
JOLISTZ,X,X,O,O,O,X,X,X
JOLISZT,O,X,O,O,O,X,X,X
JOLIZTS,O,O,X,O,O,X,X,X
JOLIZST,O,X,O,O,O,X,X,X
JOLSTIZ,X,O,O,O,O,O,O,X
JOLSTZI,X,O,O,O,O,O,O,X
JOLSITZ,X,X,O,O,O,X,O,X
JOLSIZT,O,X,O,O,O,X,O,X
JOLSZTI,O,O,O,O,O,O,O,X
JOLSZIT,O,X,O,O,O,X,O,X
JOLZTIS,O,O,O,O,O,X,X,X
JOLZTSI,O,O,O,O,O,X,O,X
JOLZITS,O,O,X,O,O,X,X,X
JOLZIST,O,X,O,O,O,X,X,X
JOLZSTI,O,O,O,O,O,X,O,X
JOLZSIT,O,X,O,O,O,X,O,X
JOSTILZ,X,O,O,X,X,O,O,X
JOSTIZL,X,O,O,X,O,X,O,X
JOSTLIZ,X,O,O,X,O,O,O,X
JOSTLZI,X,O,O,X,O,O,O,X
JOSTZIL,X,O,O,X,O,X,O,X
JOSTZLI,X,O,O,X,O,O,O,X
JOSITLZ,X,X,O,X,X,X,O,X
JOSITZL,X,X,O,X,O,X,O,X
JOSILTZ,X,X,O,X,O,X,O,X
JOSILZT,X,X,O,X,O,X,O,X
JOSIZTL,X,X,O,O,O,X,O,X
JOSIZLT,X,X,O,X,O,X,O,X
JOSLTIZ,X,O,O,O,O,O,O,X
JOSLTZI,X,O,O,O,O,O,O,X
JOSLITZ,X,X,O,O,O,X,O,X
JOSLIZT,X,X,O,O,O,X,O,X
JOSLZTI,X,O,O,O,O,O,O,X
JOSLZIT,X,X,O,O,O,X,O,X
JOSZTIL,X,O,O,O,O,X,O,X
JOSZTLI,X,O,O,O,O,O,O,X
JOSZITL,X,X,O,O,O,X,O,X
JOSZILT,X,X,O,X,O,X,O,X
JOSZLTI,X,O,O,O,O,O,O,X
JOSZLIT,X,X,O,O,O,X,O,X
JOZTILS,O,O,O,O,X,X,X,X
JOZTISL,O,O,O,X,O,X,O,O
JOZTLIS,O,O,O,O,O,X,X,X
JOZTLSI,O,O,O,O,O,X,O,X
JOZTSIL,O,O,O,O,O,X,O,O
JOZTSLI,O,O,O,O,O,X,O,X
JOZITLS,X,O,X,O,X,X,X,X
JOZITSL,X,O,X,X,O,X,O,O
JOZILTS,X,O,X,O,O,X,X,X
JOZILST,X,X,O,O,O,X,X,X
JOZISTL,X,X,O,X,O,X,O,O
JOZISLT,X,X,O,X,O,X,O,X
JOZLTIS,O,O,O,O,O,X,X,X
JOZLTSI,O,O,O,O,O,X,O,X
JOZLITS,O,O,X,O,O,X,X,X
JOZLIST,O,X,O,O,O,X,X,X
JOZLSTI,O,O,O,O,O,X,O,X
JOZLSIT,O,X,O,O,O,X,O,X
JOZSTIL,O,O,O,O,O,X,O,X
JOZSTLI,O,O,O,O,O,X,O,X
JOZSITL,O,X,O,O,O,X,O,X
JOZSILT,O,X,O,X,O,X,O,X
JOZSLTI,O,O,O,O,O,X,O,X
JOZSLIT,O,X,O,O,O,X,O,X
STILJZO,X,O,O,O,O,O,X,X
STILJOZ,X,X,O,X,X,O,X,X
STILZJO,X,O,X,O,O,O,X,X
STILZOJ,X,O,X,O,O,O,X,O
STILOJZ,X,X,X,X,X,O,X,X
STILOZJ,X,X,X,X,X,O,X,O
STIJLZO,X,O,O,X,X,O,X,X
STIJLOZ,X,X,O,X,X,O,X,X
STIJZLO,X,O,O,O,O,O,X,X
STIJZOL,X,O,O,O,O,X,O,O
STIJOLZ,X,O,O,X,X,O,X,X
STIJOZL,X,O,O,X,X,X,X,O
STIZLJO,X,O,X,O,O,O,X,X
STIZLOJ,X,O,X,O,O,O,X,O
STIZJLO,X,O,O,O,O,O,X,X
STIZJOL,X,O,O,O,O,X,O,O
STIZOLJ,X,O,X,O,O,O,X,O
STIZOJL,X,O,O,O,O,X,O,O
STIOLJZ,X,O,X,X,O,O,X,X
STIOLZJ,X,O,X,X,O,O,X,O
STIOJLZ,X,O,O,X,X,O,O,X
STIOJZL,X,O,O,X,O,X,O,O
STIOZLJ,X,O,X,X,O,O,X,O
STIOZJL,X,O,O,X,O,X,O,O
STLIJZO,X,O,O,O,O,O,X,X
STLIJOZ,X,X,O,X,X,O,X,X
STLIZJO,X,O,X,O,O,O,X,X
STLIZOJ,X,O,X,O,O,O,X,O
STLIOJZ,X,X,X,X,X,O,X,X
STLIOZJ,X,X,X,X,X,O,X,O
STLJIZO,O,O,O,O,O,O,X,X
STLJIOZ,O,X,O,X,X,O,X,X
STLJZIO,O,O,O,O,O,O,X,X
STLJZOI,O,O,O,O,O,O,O,X
STLJOIZ,O,O,O,O,X,O,X,X
STLJOZI,O,O,O,O,O,O,X,X
STLZIJO,O,O,X,O,O,O,X,X
STLZIOJ,O,O,X,O,O,O,X,O
STLZJIO,O,O,O,O,O,O,X,X
STLZJOI,O,O,O,O,O,O,O,X
STLZOIJ,O,O,X,O,O,O,X,O
STLZOJI,O,O,O,O,O,O,O,X
STLOIJZ,X,O,X,O,O,O,X,X
STLOIZJ,X,O,X,O,O,O,X,X
STLOJIZ,O,O,O,O,O,O,O,X
STLOJZI,O,O,O,O,O,O,O,X
STLOZIJ,O,O,X,O,O,O,X,O
STLOZJI,O,O,O,O,O,O,O,X
STJILZO,X,O,O,X,X,O,X,X
STJILOZ,X,X,O,X,X,O,X,X
STJIZLO,O,O,O,O,O,O,X,X
STJIZOL,O,O,O,O,O,X,O,O
STJIOLZ,X,O,O,X,X,O,X,X
STJIOZL,O,O,O,X,X,X,X,O
STJLIZO,X,O,O,O,O,O,X,X
STJLIOZ,X,X,O,X,X,O,X,X
STJLZIO,X,O,O,O,O,O,X,X
STJLZOI,X,O,O,O,O,O,O,X
STJLOIZ,X,O,O,O,X,O,X,X
STJLOZI,X,O,O,O,O,O,X,X
STJZILO,O,O,O,O,O,O,X,X
STJZIOL,O,O,O,O,O,X,O,O
STJZLIO,O,O,O,O,O,O,X,X
STJZLOI,O,O,O,O,O,O,O,X
STJZOIL,O,O,O,O,O,X,O,O
STJZOLI,O,O,O,O,O,O,O,X
STJOILZ,X,O,O,X,X,O,O,X
STJOIZL,O,O,O,X,O,X,O,X
STJOLIZ,X,O,O,X,O,O,O,X
STJOLZI,X,O,O,X,O,O,O,X
STJOZIL,O,O,O,X,O,X,O,O
STJOZLI,O,O,O,X,O,O,O,X
STZILJO,O,O,X,O,O,O,X,X
STZILOJ,O,O,X,O,O,O,X,O
STZIJLO,O,O,O,O,O,O,X,X
STZIJOL,O,O,O,O,O,X,O,O
STZIOLJ,O,O,X,O,O,O,X,O
STZIOJL,O,O,O,O,O,X,O,O
STZLIJO,O,O,X,O,O,O,X,X
STZLIOJ,O,O,X,O,O,O,X,O
STZLJIO,O,O,O,O,O,O,X,X
STZLJOI,O,O,O,O,O,O,O,X
STZLOIJ,O,O,X,O,O,O,X,O
STZLOJI,O,O,O,O,O,O,O,X
STZJILO,O,O,O,O,O,O,X,X
STZJIOL,O,O,O,O,O,X,O,O
STZJLIO,O,O,O,O,O,O,X,X
STZJLOI,O,O,O,O,O,O,O,X
STZJOIL,O,O,O,O,O,X,O,O
STZJOLI,O,O,O,O,O,O,O,X
STZOILJ,O,O,X,O,O,O,X,O
STZOIJL,O,O,O,O,O,X,O,O
STZOLIJ,O,O,X,O,O,O,X,O
STZOLJI,O,O,O,O,O,O,O,X
STZOJIL,O,O,O,O,O,X,O,O
STZOJLI,O,O,O,O,O,O,O,X
STOILJZ,X,O,X,X,O,O,X,X
STOILZJ,X,O,X,X,O,O,X,O
STOIJLZ,X,O,O,X,X,O,O,X
STOIJZL,X,O,O,X,O,X,O,O
STOIZLJ,X,O,X,X,O,O,X,O
STOIZJL,X,O,O,X,O,X,O,O
STOLIJZ,X,O,X,X,O,O,X,X
STOLIZJ,X,O,X,X,O,O,X,X
STOLJIZ,O,O,O,X,O,O,O,X
STOLJZI,O,O,O,X,O,O,O,X
STOLZIJ,O,O,X,X,O,O,X,O
STOLZJI,O,O,O,X,O,O,O,X
STOJILZ,X,O,O,X,X,O,O,X
STOJIZL,O,O,O,X,O,X,O,X
STOJLIZ,X,O,O,X,O,O,O,X
STOJLZI,X,O,O,X,O,O,O,X
STOJZIL,O,O,O,X,O,X,O,O
STOJZLI,O,O,O,X,O,O,O,X
STOZILJ,O,O,X,X,O,O,X,O
STOZIJL,O,O,O,X,O,X,O,O
STOZLIJ,O,O,X,X,O,O,X,O
STOZLJI,O,O,O,X,O,O,O,X
STOZJIL,O,O,O,X,O,X,O,O
STOZJLI,O,O,O,X,O,O,O,X
SITLJZO,X,X,O,O,O,O,X,X
SITLJOZ,X,X,O,X,X,O,X,X
SITLZJO,X,X,X,O,O,O,X,X
SITLZOJ,X,X,X,O,O,O,X,O
SITLOJZ,X,X,X,X,X,O,X,X
SITLOZJ,X,X,X,X,X,O,X,O
SITJLZO,X,X,O,X,X,O,X,X
SITJLOZ,X,X,O,X,X,O,X,X
SITJZLO,X,X,O,O,O,O,X,X
SITJZOL,X,X,O,O,O,X,O,O
SITJOLZ,X,X,O,X,X,O,X,X
SITJOZL,X,X,O,X,X,X,X,O
SITZLJO,X,X,X,O,O,O,X,X
SITZLOJ,X,X,X,O,O,O,X,O
SITZJLO,X,X,O,O,O,O,X,X
SITZJOL,X,X,O,O,O,X,O,O
SITZOLJ,X,X,X,O,O,O,X,O
SITZOJL,X,X,O,O,O,X,O,O
SITOLJZ,X,X,X,X,O,O,X,X
SITOLZJ,X,X,X,X,O,O,X,O
SITOJLZ,X,X,O,X,X,O,O,X
SITOJZL,X,X,O,X,O,X,O,O
SITOZLJ,X,X,X,X,O,O,X,O
SITOZJL,X,X,O,X,O,X,O,O
SILTJZO,X,X,X,O,O,O,X,X
SILTJOZ,X,X,X,X,X,O,X,X
SILTZJO,X,X,X,O,O,O,X,X
SILTZOJ,X,X,X,O,O,O,X,O
SILTOJZ,X,X,X,X,X,O,X,X
SILTOZJ,X,X,X,X,X,O,X,O
SILJTZO,X,X,X,O,O,O,X,X
SILJTOZ,X,X,X,X,X,O,X,X
SILJZTO,X,X,X,O,O,O,X,X
SILJZOT,X,X,X,O,O,X,X,X
SILJOTZ,X,X,X,O,X,X,X,X
SILJOZT,X,X,X,O,X,X,X,X
SILZTJO,X,X,X,O,O,O,X,X
SILZTOJ,X,X,X,O,O,O,X,O
SILZJTO,X,X,X,O,O,X,X,X
SILZJOT,X,X,X,O,O,X,X,X
SILZOTJ,X,X,X,O,O,X,X,O
SILZOJT,X,X,X,O,X,X,X,X
SILOTJZ,X,X,X,O,X,X,X,X
SILOTZJ,X,X,X,O,X,X,X,O
SILOJTZ,X,X,X,O,X,X,X,X
SILOJZT,X,X,X,O,X,X,X,X
SILOZTJ,X,X,X,O,X,X,X,O
SILOZJT,X,X,X,O,X,X,X,X
SIJTLZO,X,X,O,X,X,O,X,X
SIJTLOZ,X,X,O,X,X,O,X,X
SIJTZLO,X,X,O,O,O,O,X,X
SIJTZOL,X,X,O,O,O,X,O,O
SIJTOLZ,X,X,O,X,X,O,X,X
SIJTOZL,X,X,O,X,X,X,X,O
SIJLTZO,X,X,O,O,O,O,X,X
SIJLTOZ,X,X,O,X,X,O,X,X
SIJLZTO,X,X,O,O,O,O,X,X
SIJLZOT,X,X,O,O,O,X,X,X
SIJLOTZ,X,X,O,O,X,X,X,X
SIJLOZT,X,X,O,O,X,X,X,X
SIJZTLO,X,X,O,O,O,O,X,X
SIJZTOL,X,X,O,O,O,X,O,O
SIJZLTO,X,X,O,O,O,O,X,X
SIJZLOT,X,X,O,O,O,X,X,X
SIJZOTL,X,X,O,O,O,X,O,O
SIJZOLT,X,X,O,X,O,X,O,X
SIJOTLZ,X,X,O,X,X,X,O,X
SIJOTZL,X,X,O,X,O,X,O,O
SIJOLTZ,X,X,O,X,O,X,O,X
SIJOLZT,X,X,O,X,O,X,O,X
SIJOZTL,X,X,O,O,O,X,O,O
SIJOZLT,X,X,O,X,O,X,O,X
SIZTLJO,X,X,X,O,O,O,X,X
SIZTLOJ,X,X,X,O,O,O,X,O
SIZTJLO,X,X,O,O,O,O,X,X
SIZTJOL,X,X,O,O,O,X,O,O
SIZTOLJ,X,X,X,O,O,O,X,O
SIZTOJL,X,X,O,O,O,X,O,O
SIZLTJO,X,X,X,O,O,O,X,X
SIZLTOJ,X,X,X,O,O,O,X,O
SIZLJTO,X,X,O,O,O,X,X,X
SIZLJOT,X,X,O,O,O,X,X,X
SIZLOTJ,X,X,X,O,O,X,X,O
SIZLOJT,X,X,X,O,X,X,X,X
SIZJTLO,X,X,O,O,O,O,X,X
SIZJTOL,X,X,O,O,O,X,O,O
SIZJLTO,X,X,O,O,O,O,X,X
SIZJLOT,X,X,O,O,O,X,X,X
SIZJOTL,X,X,X,O,O,X,O,O
SIZJOLT,X,X,O,X,O,X,O,X
SIZOTLJ,X,X,X,O,O,X,X,O
SIZOTJL,X,X,O,O,O,X,O,O
SIZOLTJ,X,X,X,O,O,X,X,O
SIZOLJT,X,X,O,O,O,X,X,X
SIZOJTL,X,X,O,O,O,X,O,O
SIZOJLT,X,X,O,X,O,X,O,X
SIOTLJZ,X,X,X,X,O,X,X,X
SIOTLZJ,X,X,X,X,O,X,X,O
SIOTJLZ,X,X,O,X,X,X,O,X
SIOTJZL,X,X,O,X,O,X,O,O
SIOTZLJ,X,X,X,X,O,X,X,O
SIOTZJL,X,X,O,X,O,X,O,O
SIOLTJZ,X,X,X,X,O,X,X,X
SIOLTZJ,X,X,X,X,O,X,X,O
SIOLJTZ,X,X,X,X,O,X,X,X
SIOLJZT,X,X,X,O,O,X,X,X
SIOLZTJ,X,X,X,O,O,X,X,O
SIOLZJT,X,X,X,O,O,X,X,X
SIOJTLZ,X,X,O,X,X,X,O,X
SIOJTZL,X,X,O,X,O,X,O,O
SIOJLTZ,X,X,O,X,O,X,O,X
SIOJLZT,X,X,O,X,O,X,O,X
SIOJZTL,X,X,O,O,O,X,O,O
SIOJZLT,X,X,O,X,O,X,O,X
SIOZTLJ,X,X,X,O,O,X,X,O
SIOZTJL,X,X,O,O,O,X,O,O
SIOZLTJ,X,X,X,O,O,X,X,O
SIOZLJT,X,X,O,O,O,X,X,X
SIOZJTL,X,X,O,O,O,X,O,O
SIOZJLT,X,X,O,X,O,X,O,X
SLTIJZO,X,O,O,O,O,O,X,X
SLTIJOZ,X,X,O,X,X,O,X,X
SLTIZJO,X,O,X,O,O,O,X,X
SLTIZOJ,X,O,X,O,O,O,X,X
SLTIOJZ,X,X,X,X,X,O,X,X
SLTIOZJ,X,X,X,X,X,O,X,X
SLTJIZO,O,O,O,O,O,O,X,X
SLTJIOZ,O,X,O,X,X,O,X,X
SLTJZIO,O,O,O,O,O,O,X,X
SLTJZOI,O,O,O,O,O,O,O,X
SLTJOIZ,O,X,O,O,X,O,X,X
SLTJOZI,O,O,O,O,O,O,X,X
SLTZIJO,O,O,X,O,O,O,X,X
SLTZIOJ,O,O,X,O,O,O,X,X
SLTZJIO,O,O,O,O,O,O,X,X
SLTZJOI,O,O,O,O,O,O,O,X
SLTZOIJ,O,O,X,O,O,O,X,X
SLTZOJI,O,O,O,O,O,O,O,X
SLTOIJZ,X,X,X,O,O,O,X,X
SLTOIZJ,X,X,X,O,O,O,X,X
SLTOJIZ,O,X,O,O,O,O,O,X
SLTOJZI,O,O,O,O,O,O,O,X
SLTOZIJ,O,O,X,O,O,O,X,X
SLTOZJI,O,O,O,O,O,O,O,X
SLITJZO,X,X,X,O,O,O,X,X
SLITJOZ,X,X,X,X,X,O,X,X
SLITZJO,X,X,X,O,O,O,X,X
SLITZOJ,X,X,X,O,O,O,X,X
SLITOJZ,X,X,X,X,X,O,X,X
SLITOZJ,X,X,X,X,X,O,X,X
SLIJTZO,X,X,X,O,O,O,X,X
SLIJTOZ,X,X,X,X,X,O,X,X
SLIJZTO,X,X,X,O,O,O,X,X
SLIJZOT,X,X,X,O,O,X,X,X
SLIJOTZ,X,X,X,O,X,X,X,X
SLIJOZT,X,X,X,O,X,X,X,X
SLIZTJO,X,X,X,O,O,O,X,X
SLIZTOJ,X,X,X,O,O,O,X,X
SLIZJTO,X,X,X,O,O,X,X,X
SLIZJOT,X,X,X,O,O,X,X,X
SLIZOTJ,X,X,X,O,O,X,X,X
SLIZOJT,X,X,X,O,X,X,X,X
SLIOTJZ,X,X,X,O,X,X,X,X
SLIOTZJ,X,X,X,O,X,X,X,X
SLIOJTZ,X,X,X,O,X,X,X,X
SLIOJZT,X,X,X,O,X,X,X,X
SLIOZTJ,X,X,X,O,X,X,X,X
SLIOZJT,X,X,X,O,X,X,X,X
SLJTIZO,X,O,O,O,O,O,X,X
SLJTIOZ,X,X,O,X,X,O,X,X
SLJTZIO,X,O,O,O,O,O,X,X
SLJTZOI,X,O,O,O,O,O,O,X
SLJTOIZ,X,X,O,O,X,O,X,X
SLJTOZI,X,O,O,O,O,O,X,X
SLJITZO,X,X,O,O,O,O,X,X
SLJITOZ,X,X,O,X,X,O,X,X
SLJIZTO,O,X,O,O,O,O,X,X
SLJIZOT,O,X,O,O,O,X,X,X
SLJIOTZ,X,X,O,O,X,X,X,X
SLJIOZT,O,X,O,O,X,X,X,X
SLJZTIO,O,O,O,O,O,O,X,X
SLJZTOI,O,O,O,O,O,O,O,X
SLJZITO,O,X,O,O,O,O,X,X
SLJZIOT,O,X,O,O,O,X,X,X
SLJZOTI,O,O,O,O,O,O,O,X
SLJZOIT,O,X,O,O,O,X,O,X
SLJOTIZ,X,O,O,O,O,O,O,X
SLJOTZI,X,O,O,O,O,O,O,X
SLJOITZ,X,X,O,O,O,X,O,X
SLJOIZT,O,X,O,O,O,X,O,X
SLJOZTI,O,O,O,O,O,O,O,X
SLJOZIT,O,X,O,O,O,X,O,X
SLZTIJO,O,O,X,O,O,O,X,X
SLZTIOJ,O,O,X,O,O,O,X,X
SLZTJIO,O,O,O,O,O,O,X,X
SLZTJOI,O,O,O,O,O,O,O,X
SLZTOIJ,O,O,X,O,O,O,X,X
SLZTOJI,O,O,O,O,O,O,O,X
SLZITJO,O,X,X,O,O,O,X,X
SLZITOJ,O,X,X,O,O,O,X,X
SLZIJTO,O,X,O,O,O,X,X,X
SLZIJOT,O,X,O,O,O,X,X,X
SLZIOTJ,O,X,X,O,O,X,X,X
SLZIOJT,O,X,X,O,X,X,X,X
SLZJTIO,O,O,O,O,O,O,X,X
SLZJTOI,O,O,O,O,O,O,O,X
SLZJITO,O,X,O,O,O,O,X,X
SLZJIOT,O,X,O,O,O,X,X,X
SLZJOTI,O,O,O,O,O,O,O,X
SLZJOIT,O,X,O,O,O,X,O,X
SLZOTIJ,O,O,X,O,O,O,X,X
SLZOTJI,O,O,O,O,O,O,O,X
SLZOITJ,O,X,X,O,O,X,X,X
SLZOIJT,O,X,O,O,O,X,X,X
SLZOJTI,O,O,O,O,O,X,O,X
SLZOJIT,O,X,O,O,O,X,O,X
SLOTIJZ,X,O,X,O,O,O,X,X
SLOTIZJ,X,O,X,O,O,O,X,X
SLOTJIZ,O,O,O,O,O,O,O,X
SLOTJZI,O,O,O,O,O,O,O,X
SLOTZIJ,O,O,X,O,O,O,X,X
SLOTZJI,O,O,O,O,O,O,O,X
SLOITJZ,X,X,X,O,O,X,X,X
SLOITZJ,X,X,X,O,O,X,X,X
SLOIJTZ,X,X,X,O,O,X,X,X
SLOIJZT,X,X,X,O,O,X,X,X
SLOIZTJ,X,X,X,O,O,X,X,X
SLOIZJT,X,X,X,O,O,X,X,X
SLOJTIZ,X,O,O,O,O,O,O,X
SLOJTZI,X,O,O,O,O,O,O,X
SLOJITZ,X,X,O,O,O,X,O,X
SLOJIZT,O,X,O,O,O,X,O,X
SLOJZTI,O,O,O,O,O,O,O,X
SLOJZIT,O,X,O,O,O,X,O,X
SLOZTIJ,O,O,X,O,O,O,X,X
SLOZTJI,O,O,O,O,O,O,O,X
SLOZITJ,O,X,X,O,O,X,X,X
SLOZIJT,O,X,O,O,O,X,X,X
SLOZJTI,O,O,O,O,O,X,O,X
SLOZJIT,O,X,O,O,O,X,O,X
SJTILZO,X,O,O,X,X,O,X,X
SJTILOZ,X,X,O,X,X,O,X,X
SJTIZLO,X,O,O,O,O,O,X,X
SJTIZOL,X,O,O,O,O,X,O,X
SJTIOLZ,X,O,O,X,X,O,X,X
SJTIOZL,X,O,O,X,X,X,X,X
SJTLIZO,X,O,O,O,O,O,X,X
SJTLIOZ,X,X,O,X,X,O,X,X
SJTLZIO,X,O,O,O,O,O,X,X
SJTLZOI,X,O,O,O,O,O,O,X
SJTLOIZ,X,O,O,O,X,O,X,X
SJTLOZI,X,O,O,O,O,O,X,X
SJTZILO,X,O,O,O,O,O,X,X
SJTZIOL,X,O,O,O,O,X,O,X
SJTZLIO,X,O,O,O,O,O,X,X
SJTZLOI,X,O,O,O,O,O,O,X
SJTZOIL,X,O,O,O,O,X,O,X
SJTZOLI,X,O,O,O,O,O,O,X
SJTOILZ,X,O,O,X,X,O,O,X
SJTOIZL,X,O,O,X,O,X,O,X
SJTOLIZ,X,O,O,X,O,O,O,X
SJTOLZI,X,O,O,X,O,O,O,X
SJTOZIL,X,O,O,X,O,X,O,X
SJTOZLI,X,O,O,X,O,O,O,X
SJITLZO,X,X,O,X,X,O,X,X
SJITLOZ,X,X,O,X,X,O,X,X
SJITZLO,X,X,O,O,O,O,X,X
SJITZOL,X,X,O,O,O,X,O,X
SJITOLZ,X,X,O,X,X,O,X,X
SJITOZL,X,X,O,X,X,X,X,X
SJILTZO,X,X,O,O,O,O,X,X
SJILTOZ,X,X,O,X,X,O,X,X
SJILZTO,X,X,O,O,O,O,X,X
SJILZOT,X,X,O,O,O,X,X,X
SJILOTZ,X,X,O,O,X,X,X,X
SJILOZT,X,X,O,O,X,X,X,X
SJIZTLO,X,X,O,O,O,O,X,X
SJIZTOL,X,X,O,O,O,X,O,X
SJIZLTO,X,X,O,O,O,O,X,X
SJIZLOT,X,X,O,O,O,X,X,X
SJIZOTL,X,X,O,O,O,X,O,X
SJIZOLT,X,X,O,X,O,X,O,X
SJIOTLZ,X,X,O,X,X,X,O,X
SJIOTZL,X,X,O,X,O,X,O,X
SJIOLTZ,X,X,O,X,O,X,O,X
SJIOLZT,X,X,O,X,O,X,O,X
SJIOZTL,X,X,O,O,O,X,O,X
SJIOZLT,X,X,O,X,O,X,O,X
SJLTIZO,X,O,O,O,O,O,X,X
SJLTIOZ,X,X,O,X,X,O,X,X
SJLTZIO,X,O,O,O,O,O,X,X
SJLTZOI,X,O,O,O,O,O,O,X
SJLTOIZ,X,X,O,O,X,O,X,X
SJLTOZI,X,O,O,O,O,O,X,X
SJLITZO,X,X,O,O,O,O,X,X
SJLITOZ,X,X,O,X,X,O,X,X
SJLIZTO,X,X,O,O,O,O,X,X
SJLIZOT,X,X,O,O,O,X,X,X
SJLIOTZ,X,X,O,O,X,X,X,X
SJLIOZT,X,X,O,O,X,X,X,X
SJLZTIO,X,O,O,O,O,O,X,X
SJLZTOI,X,O,O,O,O,O,O,X
SJLZITO,X,X,O,O,O,O,X,X
SJLZIOT,X,X,O,O,O,X,X,X
SJLZOTI,X,O,O,O,O,O,O,X
SJLZOIT,X,X,O,O,O,X,O,X
SJLOTIZ,X,O,O,O,O,O,O,X
SJLOTZI,X,O,O,O,O,O,O,X
SJLOITZ,X,X,O,O,O,X,O,X
SJLOIZT,X,X,O,O,O,X,O,X
SJLOZTI,X,O,O,O,O,O,O,X
SJLOZIT,X,X,O,O,O,X,O,X
SJZTILO,X,O,O,O,O,O,X,X
SJZTIOL,X,O,O,O,O,X,O,X
SJZTLIO,X,O,O,O,O,O,X,X
SJZTLOI,X,O,O,O,O,O,O,X
SJZTOIL,X,O,O,O,O,X,O,X
SJZTOLI,X,O,O,O,O,O,O,X
SJZITLO,X,X,O,O,O,O,X,X
SJZITOL,X,X,O,O,O,X,O,X
SJZILTO,X,X,O,O,O,O,X,X
SJZILOT,X,X,O,O,O,X,X,X
SJZIOTL,X,X,O,O,O,X,O,X
SJZIOLT,X,X,O,X,O,X,O,X
SJZLTIO,X,O,O,O,O,O,X,X
SJZLTOI,X,O,O,O,O,O,O,X
SJZLITO,X,X,O,O,O,O,X,X
SJZLIOT,X,X,O,O,O,X,X,X
SJZLOTI,X,O,O,O,O,O,O,X
SJZLOIT,X,X,O,O,O,X,O,X
SJZOTIL,X,O,O,O,O,X,O,X
SJZOTLI,X,O,O,O,O,O,O,X
SJZOITL,X,X,O,O,O,X,O,X
SJZOILT,X,X,O,X,O,X,O,X
SJZOLTI,X,O,O,O,O,O,O,X
SJZOLIT,X,X,O,O,O,X,O,X
SJOTILZ,X,O,O,X,X,O,O,X
SJOTIZL,X,O,O,X,O,X,O,X
SJOTLIZ,X,O,O,X,O,O,O,X
SJOTLZI,X,O,O,X,O,O,O,X
SJOTZIL,X,O,O,X,O,X,O,X
SJOTZLI,X,O,O,X,O,O,O,X
SJOITLZ,X,X,O,X,X,X,O,X
SJOITZL,X,X,O,X,O,X,O,X
SJOILTZ,X,X,O,X,O,X,O,X
SJOILZT,X,X,O,X,O,X,O,X
SJOIZTL,X,X,O,O,O,X,O,X
SJOIZLT,X,X,O,X,O,X,O,X
SJOLTIZ,X,O,O,O,O,O,O,X
SJOLTZI,X,O,O,O,O,O,O,X
SJOLITZ,X,X,O,O,O,X,O,X
SJOLIZT,X,X,O,O,O,X,O,X
SJOLZTI,X,O,O,O,O,O,O,X
SJOLZIT,X,X,O,O,O,X,O,X
SJOZTIL,X,O,O,O,O,X,O,X
SJOZTLI,X,O,O,O,O,O,O,X
SJOZITL,X,X,O,O,O,X,O,X
SJOZILT,X,X,O,X,O,X,O,X
SJOZLTI,X,O,O,O,O,O,O,X
SJOZLIT,X,X,O,O,O,X,O,X
SZTILJO,O,O,X,O,O,O,X,X
SZTILOJ,O,O,X,O,O,O,X,O
SZTIJLO,O,O,O,O,O,O,X,X
SZTIJOL,O,O,O,O,O,X,O,O
SZTIOLJ,O,O,X,O,O,O,X,O
SZTIOJL,O,O,O,O,O,X,O,O
SZTLIJO,O,O,X,O,O,O,X,X
SZTLIOJ,O,O,X,O,O,O,X,O
SZTLJIO,O,O,O,O,O,O,X,X
SZTLJOI,O,O,O,O,O,O,O,X
SZTLOIJ,O,O,X,O,O,O,X,O
SZTLOJI,O,O,O,O,O,O,O,X
SZTJILO,O,O,O,O,O,O,X,X
SZTJIOL,O,O,O,O,O,X,O,O
SZTJLIO,O,O,O,O,O,O,X,X
SZTJLOI,O,O,O,O,O,O,O,X
SZTJOIL,O,O,O,O,O,X,O,O
