sequence,v115@FhB8HeB8HeB8BeB8BeD8JeZEJvhF0hB6nBupBzlBFl?B3rB,v115@FhB8HeB8HeB8BeB8BeD8JeZEJvhFThB6nBupBfrB8r?BFqB,v115@FhB8HeB8HeB8BeB8BeD8JeZEJvhFXhB6nBupBzmBFl?BUrB,v115@FhB8HeB8HeB8BeB8BeD8JeZEJvhF8lBfnB6nBupBFl?BTrB,v115@FhB8HeB8HeB8BeB8BeD8JeXAJvhFxhBSrBTnBlpBOp?BUrB,v115@FhB8HeB8HeB8BeB8BeD8Jex/IvhFXhBTiBWsBlpBUr?BipB,v115@FhB8HeB8HeB8BeB8BeD8Jex/IvhFXhB+nBypBFrB8r?BTpB,v115@FhB8HeB8HeB8BeB8BeD8JeRAJvhFGiB0lBVsBipB/p?BTrB,v115@FhB8HeB8HeB8BeB8BeD8JeFAJvhF8lBTiBipBxrB/p?B+rB,v115@FhB8HeB8HeB8BeB8BeD8JeFBJvhFxkBGnBypBXnBUr?BTpB
ILOTZJS,O,X,X,X,O,X,X,X,X,X
ILOTZSJ,X,X,X,X,O,X,X,X,X,X
ILOJTSZ,X,X,O,X,O,X,X,X,X,X
ILOJTZS,O,X,O,X,O,X,O,X,X,X
ILOJSTZ,O,X,O,O,X,X,X,X,X,X
ILOJSZT,O,O,O,O,X,X,X,X,X,X
ILOJZTS,O,X,O,X,X,X,X,X,X,X
ILOJZST,O,O,O,O,X,X,X,X,X,X
ILOSTJZ,O,X,O,O,O,X,X,X,X,X
ILOSTZJ,O,X,X,O,O,X,X,X,X,X
ILOSJTZ,O,X,O,O,X,X,X,X,X,X
ILOSJZT,O,O,O,O,X,X,X,X,X,X
ILOSZTJ,O,O,X,O,X,X,X,X,X,X
ILOSZJT,O,O,O,O,X,X,X,X,X,X
ILOZTJS,O,X,X,X,O,X,X,X,X,X
ILOZTSJ,X,X,X,X,O,X,X,X,X,X
ILOZJTS,O,X,O,X,X,X,X,X,O,X
ILOZJST,O,O,O,O,X,X,X,X,O,X
ILOZSTJ,X,O,X,O,X,X,X,X,O,X
ILOZSJT,O,O,O,O,X,X,X,X,O,X
IJTLSZO,X,O,X,O,X,X,O,X,X,X
IJTLSOZ,O,X,X,X,X,X,X,X,X,X
IJTLZSO,X,O,X,X,X,X,O,X,X,X
IJTLZOS,X,X,X,X,X,X,O,X,X,X
IJTLOSZ,X,X,O,X,X,X,O,X,X,X
IJTLOZS,O,X,O,X,X,X,O,X,X,X
IJTSLZO,X,O,X,O,X,X,X,X,X,X
IJTSLOZ,O,X,X,X,X,X,X,X,X,X
IJTSZLO,X,O,X,O,X,X,X,X,X,X
IJTSZOL,X,O,X,X,X,X,X,X,X,X
IJTSOLZ,O,X,X,X,X,X,X,X,X,X
IJTSOZL,O,X,X,X,X,X,X,X,X,X
IJTZLSO,X,O,X,X,X,X,X,X,X,X
IJTZLOS,X,X,X,X,X,X,X,X,X,X
IJTZSLO,X,O,X,O,X,X,X,X,X,X
IJTZSOL,X,O,O,X,X,X,X,X,X,X
IJTZOLS,X,X,O,X,X,X,X,X,X,X
IJTZOSL,X,X,O,X,X,X,X,X,X,X
IJTOLSZ,X,X,O,X,X,X,X,X,X,X
IJTOLZS,O,X,O,X,X,X,X,X,X,X
IJTOSLZ,X,X,O,O,X,X,X,X,X,X
IJTOSZL,X,X,X,O,X,X,X,X,X,X
IJTOZLS,O,X,O,X,X,X,X,X,X,X
IJTOZSL,X,X,O,O,X,X,X,X,X,X
IJLTSZO,X,O,X,O,X,X,O,X,X,X
IJLTSOZ,O,X,X,X,X,X,X,X,X,X
IJLTZSO,X,O,X,X,X,X,O,X,X,X
IJLTZOS,X,X,X,X,X,X,O,X,X,X
IJLTOSZ,X,X,O,X,X,X,O,X,X,X
IJLTOZS,O,X,O,X,X,X,O,X,X,X
IJLSTZO,X,O,X,O,X,X,O,X,X,X
IJLSTOZ,O,X,X,X,X,X,X,X,X,X
IJLSZTO,X,O,X,O,X,X,X,X,X,X
IJLSZOT,O,O,X,O,X,X,X,X,X,X
IJLSOTZ,O,X,O,X,X,X,X,X,X,X
IJLSOZT,O,O,O,O,X,X,X,X,X,X
IJLZTSO,X,O,X,X,X,X,O,X,O,X
IJLZTOS,X,X,X,X,X,X,O,X,O,X
IJLZSTO,X,O,X,O,X,X,X,X,O,X
IJLZSOT,O,O,O,O,X,X,X,X,O,X
IJLZOTS,O,X,O,X,X,X,X,X,O,X
IJLZOST,O,O,O,X,X,X,X,X,O,X
IJLOTSZ,X,X,O,X,X,X,X,X,X,X
IJLOTZS,O,X,O,X,X,X,O,X,X,X
IJLOSTZ,O,X,O,O,X,X,X,X,X,X
IJLOSZT,O,O,O,O,X,X,X,X,X,X
IJLOZTS,O,X,O,X,X,X,X,X,X,X
IJLOZST,O,O,O,O,X,X,X,X,X,X
IJSTLZO,X,O,X,O,X,X,X,X,X,X
IJSTLOZ,O,X,X,X,X,X,X,X,X,X
IJSTZLO,X,O,X,O,X,X,X,X,X,X
IJSTZOL,X,O,X,X,X,X,X,X,X,X
IJSTOLZ,O,X,X,X,X,X,X,X,X,X
IJSTOZL,O,X,X,X,X,X,X,X,X,X
IJSLTZO,X,O,X,O,X,X,X,X,X,X
IJSLTOZ,O,X,X,X,X,X,X,X,X,X
IJSLZTO,X,O,X,O,X,X,X,X,X,X
IJSLZOT,O,O,X,O,X,X,X,X,X,X
IJSLOTZ,O,X,O,X,X,X,X,X,X,X
IJSLOZT,O,O,O,O,X,X,X,X,X,X
IJSZTLO,X,O,X,O,X,X,X,X,X,X
IJSZTOL,X,O,O,X,X,X,X,X,X,X
IJSZLTO,X,O,X,O,X,X,X,X,X,X
IJSZLOT,O,O,O,O,X,X,X,X,X,X
IJSZOTL,O,O,O,X,X,X,X,X,X,X
IJSZOLT,O,O,O,O,X,X,X,X,X,X
IJSOTLZ,O,X,O,O,X,X,X,X,X,X
IJSOTZL,O,X,X,O,X,X,X,X,X,X
IJSOLTZ,O,X,O,O,X,X,X,X,X,X
IJSOLZT,O,O,O,O,X,X,X,X,X,X
IJSOZTL,O,O,O,O,X,X,X,X,X,X
IJSOZLT,O,O,O,O,X,X,X,X,X,X
IJZTLSO,X,O,X,X,X,X,X,X,X,O
IJZTLOS,X,X,X,X,X,X,X,X,X,O
IJZTSLO,X,O,X,O,X,X,X,X,X,O
IJZTSOL,X,O,O,X,X,X,X,X,X,O
IJZTOLS,X,X,O,X,X,X,X,X,X,O
IJZTOSL,X,X,O,X,X,X,X,X,X,O
IJZLTSO,X,O,X,X,X,X,X,X,O,O
IJZLTOS,X,X,X,X,X,X,X,X,O,O
IJZLSTO,X,O,X,O,X,X,X,X,O,X
IJZLSOT,O,O,O,O,X,X,X,X,O,X
IJZLOTS,O,X,O,X,X,X,X,X,O,X
IJZLOST,O,O,O,X,X,X,X,X,O,X
IJZSTLO,X,O,X,O,X,X,X,X,X,O
IJZSTOL,X,O,O,X,X,X,X,X,X,O
IJZSLTO,X,O,X,O,X,X,X,X,X,X
IJZSLOT,O,O,O,O,X,X,X,X,X,X
IJZSOTL,O,O,O,X,X,X,X,X,X,X
IJZSOLT,O,O,O,O,X,X,X,X,X,X
IJZOTLS,O,X,O,X,X,X,X,X,X,O
IJZOTSL,X,X,O,O,X,X,X,X,X,O
IJZOLTS,O,X,O,X,X,X,X,X,X,X
IJZOLST,O,O,O,O,X,X,X,X,X,X
IJZOSTL,X,O,O,O,X,X,X,X,X,X
IJZOSLT,O,O,O,O,X,X,X,X,X,X
IJOTLSZ,X,X,O,X,X,X,X,X,X,X
IJOTLZS,O,X,O,X,X,X,X,X,X,X
IJOTSLZ,X,X,O,O,X,X,X,X,X,X
IJOTSZL,X,X,X,O,X,X,X,X,X,X
IJOTZLS,O,X,O,X,X,X,X,X,X,X
IJOTZSL,X,X,O,O,X,X,X,X,X,X
IJOLTSZ,X,X,O,X,X,X,X,X,X,X
IJOLTZS,O,X,O,X,X,X,X,X,X,X
IJOLSTZ,O,X,O,O,X,X,X,X,X,X
IJOLSZT,O,O,O,O,X,X,X,X,X,X
IJOLZTS,O,X,O,X,X,X,X,X,X,X
IJOLZST,O,O,O,O,X,X,X,X,X,X
IJOSTLZ,O,X,O,O,X,X,X,X,X,X
IJOSTZL,O,X,X,O,X,X,X,X,X,X
IJOSLTZ,O,X,O,O,X,X,X,X,X,X
IJOSLZT,O,O,O,O,X,X,X,X,X,X
IJOSZTL,O,O,O,O,X,X,X,X,X,X
IJOSZLT,O,O,O,O,X,X,X,X,X,X
IJOZTLS,O,X,O,X,X,X,X,X,X,X
IJOZTSL,X,X,O,O,X,X,X,X,X,X
IJOZLTS,O,X,O,X,X,X,X,X,X,X
IJOZLST,O,O,O,O,X,X,X,X,X,X
IJOZSTL,X,O,O,O,X,X,X,X,X,X
IJOZSLT,O,O,O,O,X,X,X,X,X,X
ISTLJZO,X,O,X,O,X,X,X,X,X,X
ISTLJOZ,O,X,X,X,X,X,X,X,X,X
ISTLZJO,X,O,X,O,X,X,X,X,X,X
ISTLZOJ,O,O,X,X,X,X,X,X,X,X
ISTLOJZ,O,X,X,X,X,X,X,X,X,X
ISTLOZJ,O,X,X,X,X,X,X,X,X,X
ISTJLZO,X,O,X,O,X,X,X,X,X,X
ISTJLOZ,O,X,X,X,X,X,X,X,X,X
ISTJZLO,X,O,X,O,X,X,X,X,X,X
ISTJZOL,X,O,X,X,X,X,X,X,X,X
ISTJOLZ,O,X,X,X,X,X,X,X,X,X
ISTJOZL,O,X,X,X,X,X,X,X,X,X
ISTZLJO,X,O,X,O,X,X,X,X,X,X
ISTZLOJ,O,O,X,X,X,X,X,X,X,X
ISTZJLO,X,O,X,O,X,X,X,X,X,X
ISTZJOL,X,O,X,X,X,X,X,X,X,X
ISTZOLJ,O,O,X,X,X,X,X,X,X,X
ISTZOJL,O,O,X,X,X,X,X,X,X,X
ISTOLJZ,O,X,X,X,X,X,X,X,X,X
ISTOLZJ,O,X,X,X,X,X,X,X,X,X
ISTOJLZ,O,X,X,X,X,X,X,X,X,X
ISTOJZL,O,X,X,X,X,X,X,X,X,X
ISTOZLJ,O,X,X,X,X,X,X,X,X,X
ISTOZJL,O,X,X,X,X,X,X,X,X,X
ISLTJZO,X,O,X,O,X,X,X,X,X,X
ISLTJOZ,O,X,X,X,X,X,X,X,X,X
ISLTZJO,X,O,X,O,X,X,X,X,X,X
ISLTZOJ,O,O,X,X,X,X,X,X,X,X
ISLTOJZ,O,X,X,X,X,X,X,X,X,X
ISLTOZJ,O,X,X,X,X,X,X,X,X,X
ISLJTZO,X,O,X,O,X,X,X,X,X,X
ISLJTOZ,O,X,X,X,X,X,X,X,X,X
ISLJZTO,X,O,X,O,X,X,X,X,X,X
ISLJZOT,O,O,X,O,X,X,X,X,X,X
ISLJOTZ,O,X,O,X,X,X,X,X,X,X
ISLJOZT,O,O,O,O,X,X,X,X,X,X
ISLZTJO,X,O,X,O,X,X,X,X,O,X
ISLZTOJ,O,O,X,X,X,X,X,X,O,X
ISLZJTO,X,O,X,O,X,X,X,X,O,X
ISLZJOT,O,O,X,O,X,X,X,X,O,X
ISLZOTJ,O,O,X,X,X,X,X,X,O,X
ISLZOJT,O,O,X,O,X,X,X,X,O,X
ISLOTJZ,O,X,O,X,X,X,X,X,X,X
ISLOTZJ,O,X,X,X,X,X,X,X,X,X
ISLOJTZ,O,X,O,X,X,X,X,X,X,X
ISLOJZT,O,O,O,O,X,X,X,X,X,X
ISLOZTJ,O,O,X,X,X,X,X,X,X,X
ISLOZJT,O,O,O,O,X,X,X,X,X,X
ISJTLZO,X,O,X,O,X,X,X,X,X,X
ISJTLOZ,O,X,X,X,X,X,X,X,X,X
ISJTZLO,X,O,X,O,X,X,X,X,X,X
ISJTZOL,X,O,X,X,X,X,X,X,X,X
ISJTOLZ,O,X,X,X,X,X,X,X,X,X
ISJTOZL,O,X,X,X,X,X,X,X,X,X
ISJLTZO,X,O,X,O,X,X,X,X,X,X
ISJLTOZ,O,X,X,X,X,X,X,X,X,X
ISJLZTO,X,O,X,O,X,X,X,X,X,X
ISJLZOT,O,O,X,O,X,X,X,X,X,X
ISJLOTZ,O,X,O,X,X,X,X,X,X,X
ISJLOZT,O,O,O,O,X,X,X,X,X,X
ISJZTLO,X,O,X,O,X,X,X,X,X,X
ISJZTOL,X,O,O,X,X,X,X,X,X,X
ISJZLTO,X,O,X,O,X,X,X,X,X,X
ISJZLOT,O,O,O,O,X,X,X,X,X,X
ISJZOTL,O,O,O,X,X,X,X,X,X,X
ISJZOLT,O,O,O,O,X,X,X,X,X,X
ISJOTLZ,O,X,O,O,X,X,X,X,X,X
ISJOTZL,O,X,X,O,X,X,X,X,X,X
ISJOLTZ,O,X,O,O,X,X,X,X,X,X
ISJOLZT,O,O,O,O,X,X,X,X,X,X
ISJOZTL,O,O,O,O,X,X,X,X,X,X
ISJOZLT,O,O,O,O,X,X,X,X,X,X
ISZTLJO,X,O,X,O,X,X,X,X,X,X
ISZTLOJ,O,O,X,X,X,X,X,X,X,X
ISZTJLO,X,O,X,O,X,X,X,X,X,X
ISZTJOL,X,O,O,X,X,X,X,X,X,X
ISZTOLJ,O,O,O,X,X,X,X,X,X,X
ISZTOJL,O,O,O,X,X,X,X,X,X,X
ISZLTJO,X,O,X,O,X,X,X,X,O,X
ISZLTOJ,O,O,X,X,X,X,X,X,O,X
ISZLJTO,X,O,X,O,X,X,X,X,O,X
ISZLJOT,O,O,O,O,X,X,X,X,O,X
ISZLOTJ,O,O,O,X,X,X,X,X,O,X
ISZLOJT,O,O,O,O,X,X,X,X,O,X
ISZJTLO,X,O,X,O,X,X,X,X,X,X
ISZJTOL,X,O,O,X,X,X,X,X,X,X
ISZJLTO,X,O,X,O,X,X,X,X,X,X
ISZJLOT,O,O,O,O,X,X,X,X,X,X
ISZJOTL,O,O,O,X,X,X,X,X,X,X
ISZJOLT,O,O,O,O,X,X,X,X,X,X
ISZOTLJ,O,O,O,X,X,X,X,X,X,X
ISZOTJL,O,O,O,X,X,X,X,X,X,X
ISZOLTJ,O,O,O,X,X,X,X,X,X,X
ISZOLJT,O,O,O,O,X,X,X,X,X,X
ISZOJTL,O,O,O,X,X,X,X,X,X,X
ISZOJLT,O,O,O,O,X,X,X,X,X,X
ISOTLJZ,O,X,O,O,X,X,X,X,X,X
ISOTLZJ,O,X,X,O,X,X,X,X,X,X
ISOTJLZ,O,X,O,O,X,X,X,X,X,X
ISOTJZL,O,X,X,O,X,X,X,X,X,X
ISOTZLJ,O,X,X,O,X,X,X,X,X,X
ISOTZJL,O,X,X,O,X,X,X,X,X,X
ISOLTJZ,O,X,O,O,X,X,X,X,X,X
ISOLTZJ,O,X,X,O,X,X,X,X,X,X
ISOLJTZ,O,X,O,O,X,X,X,X,X,X
ISOLJZT,O,O,O,O,X,X,X,X,X,X
ISOLZTJ,O,O,X,O,X,X,X,X,X,X
ISOLZJT,O,O,O,O,X,X,X,X,X,X
ISOJTLZ,O,X,O,O,X,X,X,X,X,X
ISOJTZL,O,X,X,O,X,X,X,X,X,X
ISOJLTZ,O,X,O,O,X,X,X,X,X,X
ISOJLZT,O,O,O,O,X,X,X,X,X,X
ISOJZTL,O,O,O,O,X,X,X,X,X,X
ISOJZLT,O,O,O,O,X,X,X,X,X,X
ISOZTLJ,O,O,X,O,X,X,X,X,X,X
ISOZTJL,O,O,X,O,X,X,X,X,X,X
ISOZLTJ,O,O,X,O,X,X,X,X,X,X
ISOZLJT,O,O,O,O,X,X,X,X,X,X
ISOZJTL,O,O,X,O,X,X,X,X,X,X
ISOZJLT,O,O,O,O,X,X,X,X,X,X
IZTLJSO,X,O,X,X,X,X,X,O,O,O
IZTLJOS,X,X,X,X,X,X,X,X,O,O
IZTLSJO,X,O,X,X,X,X,X,O,O,X
IZTLSOJ,X,O,X,X,X,X,X,O,O,X
IZTLOJS,X,X,X,X,X,X,X,O,X,X
IZTLOSJ,X,X,X,X,X,X,X,O,X,X
IZTJLSO,X,O,X,X,X,O,X,O,X,O
IZTJLOS,X,X,X,X,X,O,X,X,X,O
IZTJSLO,X,O,X,O,X,O,X,X,X,O
IZTJSOL,X,O,O,X,X,O,X,X,X,O
IZTJOLS,X,X,O,X,X,O,X,X,X,O
IZTJOSL,X,X,O,X,X,O,X,X,X,O
IZTSLJO,X,O,X,O,X,O,X,X,X,X
IZTSLOJ,X,O,X,X,X,X,X,X,X,X
IZTSJLO,X,O,X,O,X,O,X,X,X,O
IZTSJOL,X,O,O,X,X,O,X,X,X,O
IZTSOLJ,X,O,O,X,X,X,X,X,X,X
IZTSOJL,X,O,O,X,X,O,X,X,X,X
IZTOLJS,X,X,O,X,X,X,X,X,X,X
IZTOLSJ,X,X,O,X,X,X,X,X,X,X
IZTOJLS,X,X,O,X,X,X,X,X,X,O
IZTOJSL,X,X,O,X,X,X,X,X,X,O
IZTOSLJ,X,X,O,X,X,X,X,X,X,X
IZTOSJL,X,X,O,X,X,X,X,X,X,X
IZLTJSO,X,O,X,X,X,X,X,O,O,O
IZLTJOS,X,X,X,X,X,X,X,X,O,O
IZLTSJO,X,O,X,X,X,X,X,O,O,X
IZLTSOJ,X,O,X,X,X,X,X,O,O,X
IZLTOJS,X,X,X,X,X,X,X,O,X,X
IZLTOSJ,X,X,X,X,X,X,X,O,X,X
IZLJTSO,X,O,X,X,X,X,X,X,O,O
IZLJTOS,X,X,X,X,X,X,X,X,O,O
IZLJSTO,X,O,X,O,X,X,X,X,O,X
IZLJSOT,O,O,O,O,X,X,X,X,O,X
IZLJOTS,O,X,O,X,X,X,X,X,O,X
IZLJOST,O,O,O,X,X,X,X,X,O,X
IZLSTJO,X,O,X,O,X,X,X,X,O,X
IZLSTOJ,O,O,X,X,X,X,X,X,O,X
IZLSJTO,X,O,X,O,X,X,X,X,O,X
IZLSJOT,O,O,O,O,X,X,X,X,O,X
IZLSOTJ,O,O,O,X,X,X,X,X,O,X
IZLSOJT,O,O,O,O,X,X,X,X,O,X
IZLOTJS,O,X,O,X,X,X,X,X,X,X
IZLOTSJ,X,X,O,X,X,X,X,X,X,X
IZLOJTS,O,X,O,X,X,X,X,X,O,X
IZLOJST,O,O,O,X,X,X,X,X,O,X
IZLOSTJ,X,O,O,X,X,X,X,X,O,X
IZLOSJT,O,O,O,X,X,X,X,X,O,X
IZJTLSO,X,O,X,X,X,O,X,X,X,O
IZJTLOS,X,X,X,X,X,O,X,X,X,O
IZJTSLO,X,O,X,O,X,O,X,X,X,O
IZJTSOL,X,O,O,X,X,O,X,X,X,O
IZJTOLS,X,X,O,X,X,O,X,X,X,O
IZJTOSL,X,X,O,X,X,O,X,X,X,O
IZJLTSO,X,O,X,X,X,X,X,X,O,O
IZJLTOS,X,X,X,X,X,X,X,X,O,O
IZJLSTO,X,O,X,O,X,X,X,X,O,X
IZJLSOT,O,O,O,O,X,X,X,X,O,X
IZJLOTS,O,X,O,X,X,X,X,X,O,X
IZJLOST,O,O,O,X,X,X,X,X,O,X
IZJSTLO,X,O,X,O,X,O,X,X,X,O
IZJSTOL,X,O,O,X,X,O,X,X,X,O
IZJSLTO,X,O,X,O,X,X,X,X,X,X
IZJSLOT,O,O,O,O,X,O,X,X,X,X
IZJSOTL,O,O,O,X,X,O,X,X,X,X
IZJSOLT,O,O,O,O,X,O,X,X,X,X
IZJOTLS,O,X,O,X,X,O,X,X,X,O
IZJOTSL,X,X,O,O,X,O,X,X,X,O
IZJOLTS,O,X,O,X,X,X,X,X,X,X
IZJOLST,O,O,O,O,X,X,X,X,X,X
IZJOSTL,X,O,O,O,X,O,X,X,X,X
IZJOSLT,O,O,O,O,X,O,X,X,X,X
IZSTLJO,X,O,X,O,X,O,X,X,X,X
IZSTLOJ,O,O,X,X,X,X,X,X,X,X
IZSTJLO,X,O,X,O,X,O,X,X,X,O
IZSTJOL,X,O,O,X,X,O,X,X,X,O
IZSTOLJ,O,O,O,X,X,X,X,X,X,X
IZSTOJL,O,O,O,X,X,O,X,X,X,X
IZSLTJO,X,O,X,O,X,X,X,X,O,X
IZSLTOJ,O,O,X,X,X,X,X,X,O,X
IZSLJTO,X,O,X,O,X,X,X,X,O,X
IZSLJOT,O,O,O,O,X,O,X,X,O,X
IZSLOTJ,O,O,O,X,X,X,X,X,O,X
IZSLOJT,O,O,O,O,X,X,X,X,O,X
IZSJTLO,X,O,X,O,X,O,X,X,X,O
IZSJTOL,X,O,O,X,X,O,X,X,X,O
IZSJLTO,X,O,X,O,X,X,X,X,X,X
IZSJLOT,O,O,O,O,X,O,X,X,X,X
IZSJOTL,O,O,O,X,X,O,X,X,X,X
IZSJOLT,O,O,O,O,X,O,X,X,X,X
IZSOTLJ,O,O,O,X,X,X,X,X,X,X
IZSOTJL,O,O,O,X,X,X,X,X,X,X
IZSOLTJ,O,O,O,X,X,X,X,X,X,X
IZSOLJT,O,O,O,O,X,X,X,X,X,X
IZSOJTL,O,O,O,X,X,O,X,X,X,X
IZSOJLT,O,O,O,O,X,O,X,X,X,X
IZOTLJS,O,X,O,X,X,X,X,X,X,X
IZOTLSJ,X,X,O,X,X,X,X,X,X,X
IZOTJLS,O,X,O,X,X,X,X,X,X,O
IZOTJSL,X,X,O,O,X,X,X,X,X,O
IZOTSLJ,X,X,O,O,X,X,X,X,X,X
IZOTSJL,X,X,O,O,X,X,X,X,X,X
IZOLTJS,O,X,O,X,X,X,X,X,X,X
IZOLTSJ,X,X,O,X,X,X,X,X,X,X
IZOLJTS,O,X,O,X,X,X,X,X,O,X
IZOLJST,O,O,O,O,X,X,X,X,O,X
IZOLSTJ,X,O,O,O,X,X,X,X,O,X
IZOLSJT,O,O,O,O,X,X,X,X,O,X
IZOJTLS,O,X,O,X,X,X,X,X,X,O
IZOJTSL,X,X,O,O,X,X,X,X,X,O
IZOJLTS,O,X,O,X,X,X,X,X,X,X
IZOJLST,O,O,O,O,X,X,X,X,X,X
IZOJSTL,X,O,O,O,X,X,X,X,X,X
IZOJSLT,O,O,O,O,X,X,X,X,X,X
IZOSTLJ,X,O,O,O,X,X,X,X,X,X
IZOSTJL,X,O,O,O,X,X,X,X,X,X
IZOSLTJ,X,O,O,O,X,X,X,X,X,X
IZOSLJT,O,O,O,O,X,X,X,X,X,X
IZOSJTL,X,O,O,O,X,X,X,X,X,X
IZOSJLT,O,O,O,O,X,X,X,X,X,X
IOTLJSZ,X,X,O,X,O,X,X,X,X,X
IOTLJZS,O,X,O,X,O,X,X,X,X,X
IOTLSJZ,X,X,O,X,O,X,X,X,X,X
IOTLSZJ,X,X,X,X,O,X,X,X,X,X
IOTLZJS,O,X,X,X,O,X,X,X,X,X
IOTLZSJ,X,X,X,X,O,X,X,X,X,X
IOTJLSZ,X,X,O,X,O,X,X,X,X,X
IOTJLZS,O,X,O,X,O,X,X,X,X,X
IOTJSLZ,X,X,O,O,X,X,X,X,X,X
IOTJSZL,X,X,X,O,X,X,X,X,X,X
IOTJZLS,O,X,O,X,X,X,X,X,X,X
IOTJZSL,X,X,O,O,X,X,X,X,X,X
IOTSLJZ,X,X,O,O,O,X,X,X,X,X
IOTSLZJ,X,X,X,O,O,X,X,X,X,X
IOTSJLZ,X,X,O,O,X,X,X,X,X,X
IOTSJZL,X,X,X,O,X,X,X,X,X,X
IOTSZLJ,X,X,X,O,X,X,X,X,X,X
IOTSZJL,X,X,X,O,X,X,X,X,X,X
IOTZLJS,O,X,X,X,O,X,X,X,X,X
IOTZLSJ,X,X,X,X,O,X,X,X,X,X
IOTZJLS,O,X,X,X,X,X,X,X,X,X
IOTZJSL,X,X,X,O,X,X,X,X,X,X
IOTZSLJ,X,X,X,O,X,X,X,X,X,X
IOTZSJL,X,X,X,O,X,X,X,X,X,X
IOLTJSZ,X,X,O,X,O,X,X,X,X,X
IOLTJZS,O,X,O,X,O,X,X,X,X,X
IOLTSJZ,X,X,O,X,O,X,X,X,X,X
IOLTSZJ,X,X,X,X,O,X,X,X,X,X
IOLTZJS,O,X,X,X,O,X,X,X,X,X
IOLTZSJ,X,X,X,X,O,X,X,X,X,X
IOLJTSZ,X,X,O,X,O,X,X,X,X,X
IOLJTZS,O,X,O,X,O,X,X,X,X,X
IOLJSTZ,O,X,O,O,X,X,X,X,X,X
IOLJSZT,O,O,O,O,X,X,X,X,X,X
IOLJZTS,O,X,O,X,X,X,X,X,X,X
IOLJZST,O,O,O,O,X,X,X,X,X,X
IOLSTJZ,O,X,O,O,O,X,X,X,X,X
IOLSTZJ,O,X,X,O,O,X,X,X,X,X
IOLSJTZ,O,X,O,O,X,X,X,X,X,X
IOLSJZT,O,O,O,O,X,X,X,X,X,X
IOLSZTJ,O,O,X,O,X,X,X,X,X,X
IOLSZJT,O,O,O,O,X,X,X,X,X,X
IOLZTJS,O,X,X,X,O,X,X,X,X,X
IOLZTSJ,X,X,X,X,O,X,X,X,X,X
IOLZJTS,O,X,O,X,X,X,X,X,O,X
IOLZJST,O,O,O,O,X,X,X,X,O,X
IOLZSTJ,X,O,X,O,X,X,X,X,O,X
IOLZSJT,O,O,O,O,X,X,X,X,O,X
IOJTLSZ,X,X,O,X,O,X,X,X,X,X
IOJTLZS,O,X,O,X,O,X,X,X,X,X
IOJTSLZ,X,X,O,O,X,X,X,X,X,X
IOJTSZL,X,X,X,O,X,X,X,X,X,X
IOJTZLS,O,X,O,X,X,X,X,X,X,X
IOJTZSL,X,X,O,O,X,X,X,X,X,X
IOJLTSZ,X,X,O,X,O,X,X,X,X,X
IOJLTZS,O,X,O,X,O,X,X,X,X,X
IOJLSTZ,O,X,O,O,X,X,X,X,X,X
IOJLSZT,O,O,O,O,X,X,X,X,X,X
IOJLZTS,O,X,O,X,X,X,X,X,X,X
IOJLZST,O,O,O,O,X,X,X,X,X,X
IOJSTLZ,O,X,O,O,X,X,X,X,X,X
IOJSTZL,O,X,X,O,X,X,X,X,X,X
IOJSLTZ,O,X,O,O,X,X,X,X,X,X
IOJSLZT,O,O,O,O,X,X,X,X,X,X
IOJSZTL,O,O,O,O,X,X,X,X,X,X
IOJSZLT,O,O,O,O,X,X,X,X,X,X
IOJZTLS,O,X,O,X,X,X,X,X,X,X
IOJZTSL,X,X,O,O,X,X,X,X,X,X
IOJZLTS,O,X,O,X,X,X,X,X,X,X
IOJZLST,O,O,O,O,X,X,X,X,X,X
IOJZSTL,X,O,O,O,X,X,X,X,X,X
IOJZSLT,O,O,O,O,X,X,X,X,X,X
IOSTLJZ,O,X,O,O,O,X,X,X,X,X
IOSTLZJ,O,X,X,O,O,X,X,X,X,X
IOSTJLZ,O,X,O,O,X,X,X,X,X,X
IOSTJZL,O,X,X,O,X,X,X,X,X,X
IOSTZLJ,O,X,X,O,X,X,X,X,X,X
IOSTZJL,O,X,X,O,X,X,X,X,X,X
IOSLTJZ,O,X,O,O,O,X,X,X,X,X
IOSLTZJ,O,X,X,O,O,X,X,X,X,X
IOSLJTZ,O,X,O,O,X,X,X,X,X,X
IOSLJZT,O,O,O,O,X,X,X,X,X,X
IOSLZTJ,O,O,X,O,X,X,X,X,X,X
IOSLZJT,O,O,O,O,X,X,X,X,X,X
IOSJTLZ,O,X,O,O,X,X,X,X,X,X
IOSJTZL,O,X,X,O,X,X,X,X,X,X
IOSJLTZ,O,X,O,O,X,X,X,X,X,X
IOSJLZT,O,O,O,O,X,X,X,X,X,X
IOSJZTL,O,O,O,O,X,X,X,X,X,X
IOSJZLT,O,O,O,O,X,X,X,X,X,X
IOSZTLJ,O,O,X,O,X,X,X,X,X,X
IOSZTJL,O,O,X,O,X,X,X,X,X,X
IOSZLTJ,O,O,X,O,X,X,X,X,X,X
IOSZLJT,O,O,O,O,X,X,X,X,X,X
IOSZJTL,O,O,X,O,X,X,X,X,X,X
IOSZJLT,O,O,O,O,X,X,X,X,X,X
IOZTLJS,O,X,O,X,O,X,X,X,X,X
