sequence,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8Je5EJvhFigB3hB?GjBcqBlnBzrB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8Je5EJvhFigBGiB?TjBcqBlmBXsB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8Je5EJvhFigBGjB?cqBlmB3nBzrB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8JeuEJvhF1lB0hB?xiBCoBXqBzrB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8Je5EJvhFXiBTjB?llBSsBOqB0rB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8JeRAJvhFGjBClB?0mBlnBXqBzrB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8JeRAJvhFFiBTjB?WqB6rBcsBXqB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8JexBJvhFTjBfqB?llBurBcsBCqB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8JeTDJvhFRlBGnB?XnBFqBCqB0rB
JLOTZIS,X,X,X,O,X,X,O,X,X
JLOTZSI,X,X,X,O,X,X,O,X,X
JLOITSZ,X,X,X,O,O,X,X,X,O
JLOITZS,X,X,X,O,X,X,O,X,X
JLOISTZ,X,X,X,O,O,X,X,X,O
JLOISZT,O,X,X,O,X,X,O,X,X
JLOIZTS,O,X,X,O,X,X,O,X,X
JLOIZST,O,X,X,O,X,X,O,X,X
JLOSTIZ,X,X,X,O,O,X,X,X,X
JLOSTZI,X,X,X,O,X,X,X,X,X
JLOSITZ,X,X,X,O,O,X,X,X,X
JLOSIZT,O,X,X,O,X,X,O,X,X
JLOSZTI,O,X,X,O,X,X,O,X,X
JLOSZIT,O,X,X,O,X,X,O,X,X
JLOZTIS,O,X,X,O,X,X,O,X,X
JLOZTSI,O,X,X,O,X,X,O,X,X
JLOZITS,O,X,X,O,X,X,O,X,X
JLOZIST,O,X,X,O,X,X,O,X,X
JLOZSTI,O,X,X,O,X,X,O,X,X
JLOZSIT,O,X,X,O,X,X,O,X,X
JSTILZO,O,O,O,O,X,O,X,X,X
JSTILOZ,X,O,X,O,X,O,X,X,X
JSTIZLO,O,O,O,O,X,O,X,X,X
JSTIZOL,O,O,O,O,X,X,X,X,X
JSTIOLZ,X,O,X,O,X,X,X,X,O
JSTIOZL,O,O,O,O,X,X,X,X,O
JSTLIZO,O,O,O,O,X,O,X,X,X
JSTLIOZ,X,O,X,O,X,O,X,X,X
JSTLZIO,O,O,O,O,X,O,X,X,X
JSTLZOI,O,O,O,O,X,O,X,X,X
JSTLOIZ,X,O,X,O,X,O,X,X,X
JSTLOZI,X,O,X,O,X,O,X,X,X
JSTZILO,O,O,O,O,X,O,X,O,X
JSTZIOL,O,O,O,O,X,X,X,O,X
JSTZLIO,O,O,O,O,X,O,X,O,X
JSTZLOI,O,O,O,O,X,O,X,O,X
JSTZOIL,O,O,O,O,X,X,X,O,X
JSTZOLI,O,O,O,O,X,O,X,O,X
JSTOILZ,X,O,X,O,X,X,X,X,O
JSTOIZL,O,O,O,O,X,X,X,X,O
JSTOLIZ,X,O,X,O,X,O,X,X,X
JSTOLZI,X,O,X,O,X,O,X,X,X
JSTOZIL,O,O,O,O,X,X,X,O,X
JSTOZLI,O,O,O,O,X,O,X,O,X
JSITLZO,O,O,O,O,X,O,X,X,X
JSITLOZ,X,O,X,O,X,O,X,X,X
JSITZLO,O,O,O,O,X,O,X,X,X
JSITZOL,O,O,O,O,X,X,X,X,X
JSITOLZ,X,O,X,O,X,X,X,X,X
JSITOZL,O,O,O,O,X,X,X,X,X
JSILTZO,X,X,O,O,X,O,X,X,X
JSILTOZ,X,X,X,O,X,O,X,X,X
JSILZTO,O,O,O,O,X,O,O,X,X
JSILZOT,O,O,O,X,X,X,O,X,X
JSILOTZ,X,X,X,O,X,O,X,X,X
JSILOZT,X,O,X,O,X,X,O,X,X
JSIZTLO,O,O,O,X,X,X,X,X,X
JSIZTOL,O,O,O,X,X,X,O,X,X
JSIZLTO,O,O,O,X,X,X,X,X,X
JSIZLOT,O,O,O,X,X,X,X,X,X
JSIZOTL,O,O,O,X,X,X,O,X,X
JSIZOLT,O,O,O,X,X,X,X,X,X
JSIOTLZ,X,O,X,O,X,X,X,X,O
JSIOTZL,O,O,O,O,X,X,X,X,O
JSIOLTZ,X,X,X,O,X,X,X,X,O
JSIOLZT,O,O,X,O,X,X,O,X,X
JSIOZTL,O,O,O,X,X,X,O,X,O
JSIOZLT,O,O,O,X,X,X,X,X,X
JSLTIZO,X,X,O,O,X,O,X,X,X
JSLTIOZ,X,X,X,O,X,O,X,X,X
JSLTZIO,X,X,O,O,X,O,X,X,X
JSLTZOI,X,X,O,O,X,O,X,X,X
JSLTOIZ,X,X,X,O,X,O,X,X,X
JSLTOZI,X,X,X,O,X,O,X,X,X
JSLITZO,X,X,O,O,X,O,X,X,X
JSLITOZ,X,X,X,O,X,O,X,X,X
JSLIZTO,O,O,O,O,X,O,O,X,X
JSLIZOT,O,O,O,X,X,X,O,X,X
JSLIOTZ,X,X,X,O,X,O,X,X,X
JSLIOZT,X,O,X,O,X,X,O,X,X
JSLZTIO,O,O,O,O,X,O,O,X,X
JSLZTOI,X,O,O,O,X,O,O,X,X
JSLZITO,O,O,O,O,X,O,O,X,X
JSLZIOT,O,O,O,X,X,X,O,X,X
JSLZOTI,X,O,O,O,X,X,O,X,X
JSLZOIT,O,O,O,O,X,X,O,X,X
JSLOTIZ,X,X,X,O,X,O,X,X,X
JSLOTZI,X,X,X,O,X,O,X,X,X
JSLOITZ,X,X,X,O,X,O,X,X,X
JSLOIZT,X,O,X,O,X,X,O,X,X
JSLOZTI,X,O,X,O,X,X,O,X,X
JSLOZIT,X,O,X,O,X,X,O,X,X
JSZTILO,O,O,O,O,X,O,X,O,X
JSZTIOL,O,O,O,O,X,X,O,O,X
JSZTLIO,O,O,O,O,X,O,X,O,X
JSZTLOI,O,O,O,O,X,O,X,O,X
JSZTOIL,O,O,O,O,X,X,O,O,X
JSZTOLI,O,O,O,O,X,O,X,O,X
JSZITLO,O,O,O,X,X,X,X,O,X
JSZITOL,O,O,O,X,X,X,O,O,X
JSZILTO,O,O,O,X,X,X,X,O,X
JSZILOT,O,O,O,X,X,X,X,O,X
JSZIOTL,O,O,O,X,X,X,O,O,X
JSZIOLT,O,O,O,X,X,X,X,O,X
JSZLTIO,O,O,O,O,X,O,O,O,X
JSZLTOI,O,O,O,O,X,O,O,O,X
JSZLITO,O,O,O,O,X,O,O,O,X
JSZLIOT,O,O,O,X,X,X,O,O,X
JSZLOTI,O,O,O,O,X,X,O,O,X
JSZLOIT,O,O,O,O,X,X,O,O,X
JSZOTIL,O,O,O,O,X,X,O,O,X
JSZOTLI,O,O,O,O,X,X,X,O,X
JSZOITL,O,O,O,X,X,X,O,O,X
JSZOILT,O,O,O,X,X,X,X,O,X
JSZOLTI,O,O,O,O,X,X,O,O,X
JSZOLIT,O,O,O,O,X,X,O,O,X
JSOTILZ,X,O,X,O,X,X,X,X,O
JSOTIZL,O,O,O,O,X,X,X,X,O
JSOTLIZ,X,O,X,O,X,O,X,X,X
JSOTLZI,X,O,X,O,X,O,X,X,X
JSOTZIL,O,O,O,O,X,X,X,O,X
JSOTZLI,O,O,O,O,X,O,X,O,X
JSOITLZ,X,O,X,O,X,X,X,X,O
JSOITZL,O,O,O,O,X,X,X,X,O
JSOILTZ,X,X,X,O,X,X,X,X,O
JSOILZT,O,O,X,O,X,X,O,X,X
JSOIZTL,O,O,O,X,X,X,O,X,O
JSOIZLT,O,O,O,X,X,X,X,X,X
JSOLTIZ,X,X,X,O,X,O,X,X,X
JSOLTZI,X,X,X,O,X,O,X,X,X
JSOLITZ,X,X,X,O,X,O,X,X,X
JSOLIZT,O,O,X,O,X,X,O,X,X
JSOLZTI,O,O,X,O,X,X,O,X,X
JSOLZIT,O,O,X,O,X,X,O,X,X
JSOZTIL,O,O,O,O,X,X,O,O,X
JSOZTLI,O,O,O,O,X,X,X,O,X
JSOZITL,O,O,O,O,X,X,O,O,X
JSOZILT,O,O,O,X,X,X,X,O,X
JSOZLTI,O,O,O,O,X,X,O,O,X
JSOZLIT,O,O,O,O,X,X,O,O,X
JZTILSO,O,O,O,X,X,X,X,X,X
JZTILOS,O,O,X,X,X,X,O,X,X
JZTISLO,O,O,O,X,X,O,X,O,X
JZTISOL,O,O,O,X,X,X,O,O,X
JZTIOLS,O,O,X,X,X,X,O,X,X
JZTIOSL,O,O,X,X,X,X,O,O,O
JZTLISO,O,O,O,X,X,X,O,X,X
JZTLIOS,O,O,X,X,X,X,O,X,X
JZTLSIO,O,O,O,X,X,O,O,X,X
JZTLSOI,O,O,O,X,X,O,O,X,X
JZTLOIS,O,O,X,X,X,X,O,X,X
JZTLOSI,O,O,X,X,X,X,O,X,X
JZTSILO,O,O,O,X,X,O,X,O,X
JZTSIOL,O,O,O,X,X,X,O,O,X
JZTSLIO,O,O,O,X,X,O,X,O,X
JZTSLOI,O,O,O,X,X,O,X,O,X
JZTSOIL,O,O,O,X,X,X,O,O,X
JZTSOLI,O,O,O,X,X,O,X,O,X
JZTOILS,O,O,X,X,X,X,O,X,X
JZTOISL,O,O,X,X,X,X,O,O,O
JZTOLIS,O,O,X,X,X,X,O,X,X
JZTOLSI,O,O,X,X,X,X,O,X,X
JZTOSIL,O,O,X,X,X,X,O,O,X
JZTOSLI,O,O,X,X,X,O,X,O,X
JZITLSO,O,O,O,X,X,X,X,X,X
JZITLOS,O,O,X,X,X,X,O,X,X
JZITSLO,O,O,O,X,X,X,X,O,X
JZITSOL,O,O,O,X,X,X,O,O,X
JZITOLS,O,O,X,X,X,X,O,X,X
JZITOSL,O,O,X,X,X,X,O,O,X
JZILTSO,O,O,O,X,X,X,O,X,X
JZILTOS,O,O,X,X,X,X,O,X,X
JZILSTO,O,O,O,X,X,X,O,O,X
JZILSOT,O,O,O,X,X,X,O,O,X
JZILOTS,O,O,X,X,X,X,O,X,X
JZILOST,O,O,O,X,X,X,O,O,X
JZISTLO,O,O,O,X,X,X,X,O,X
JZISTOL,O,O,O,X,X,X,O,O,X
JZISLTO,O,O,O,X,X,X,X,O,X
JZISLOT,O,O,O,X,X,X,X,O,X
JZISOTL,O,O,O,X,X,X,O,O,X
JZISOLT,O,O,O,X,X,X,X,O,X
JZIOTLS,O,O,X,X,X,X,O,X,X
JZIOTSL,O,O,X,X,X,X,O,O,O
JZIOLTS,O,O,X,X,X,X,O,X,X
JZIOLST,O,O,O,X,X,X,O,O,X
JZIOSTL,O,O,O,X,X,X,O,O,O
JZIOSLT,O,O,O,X,X,X,X,O,X
JZLTISO,O,O,O,X,X,X,O,X,X
JZLTIOS,O,O,X,X,X,X,O,X,X
JZLTSIO,O,O,O,X,X,X,O,X,X
JZLTSOI,O,O,O,X,X,X,O,X,X
JZLTOIS,O,O,X,X,X,X,O,X,X
JZLTOSI,O,O,X,X,X,X,O,X,X
JZLITSO,O,O,O,X,X,X,O,X,X
JZLITOS,O,O,X,X,X,X,O,X,X
JZLISTO,O,O,O,X,X,X,O,O,X
JZLISOT,O,O,O,X,X,X,O,O,X
JZLIOTS,O,O,X,X,X,X,O,X,X
JZLIOST,O,O,O,X,X,X,O,O,X
JZLSTIO,O,O,O,X,X,X,O,O,X
JZLSTOI,O,O,O,X,X,X,O,O,X
JZLSITO,O,O,O,X,X,X,O,O,X
JZLSIOT,O,O,O,X,X,X,O,O,X
JZLSOTI,O,O,O,X,X,X,O,O,X
JZLSOIT,O,O,O,X,X,X,O,O,X
JZLOTIS,O,O,X,X,X,X,O,X,X
JZLOTSI,O,O,X,X,X,X,O,X,X
JZLOITS,O,O,X,X,X,X,O,X,X
JZLOIST,O,O,O,X,X,X,O,O,X
JZLOSTI,O,O,O,X,X,X,O,O,X
JZLOSIT,O,O,O,X,X,X,O,O,X
JZSTILO,O,O,O,X,X,O,X,O,X
JZSTIOL,O,O,O,X,X,X,O,O,X
JZSTLIO,O,O,O,X,X,O,X,O,X
JZSTLOI,O,O,O,X,X,O,X,O,X
JZSTOIL,O,O,O,X,X,X,O,O,X
JZSTOLI,O,O,O,X,X,O,X,O,X
JZSITLO,O,O,O,X,X,X,X,O,X
JZSITOL,O,O,O,X,X,X,O,O,X
JZSILTO,O,O,O,X,X,X,X,O,X
JZSILOT,O,O,O,X,X,X,X,O,X
JZSIOTL,O,O,O,X,X,X,O,O,X
JZSIOLT,O,O,O,X,X,X,X,O,X
JZSLTIO,O,O,O,X,X,O,O,O,X
JZSLTOI,O,O,O,X,X,O,O,O,X
JZSLITO,O,O,O,X,X,O,O,O,X
JZSLIOT,O,O,O,X,X,X,O,O,X
JZSLOTI,O,O,O,X,X,X,O,O,X
JZSLOIT,O,O,O,X,X,X,O,O,X
JZSOTIL,O,O,O,X,X,X,O,O,X
JZSOTLI,O,O,O,X,X,X,X,O,X
JZSOITL,O,O,O,X,X,X,O,O,X
JZSOILT,O,O,O,X,X,X,X,O,X
JZSOLTI,O,O,O,X,X,X,O,O,X
JZSOLIT,O,O,O,X,X,X,O,O,X
JZOTILS,O,O,X,X,X,X,O,X,X
JZOTISL,O,O,X,X,X,X,O,O,O
JZOTLIS,O,O,X,X,X,X,O,X,X
JZOTLSI,O,O,X,X,X,X,O,X,X
JZOTSIL,O,O,X,X,X,X,O,O,X
JZOTSLI,O,O,X,X,X,X,X,O,X
JZOITLS,O,O,X,X,X,X,O,X,X
JZOITSL,O,O,X,X,X,X,O,O,O
JZOILTS,O,O,X,X,X,X,O,X,X
JZOILST,O,O,O,X,X,X,O,O,X
JZOISTL,O,O,O,X,X,X,O,O,O
JZOISLT,O,O,O,X,X,X,X,O,X
JZOLTIS,O,O,X,X,X,X,O,X,X
JZOLTSI,O,O,X,X,X,X,O,X,X
JZOLITS,O,O,X,X,X,X,O,X,X
JZOLIST,O,O,O,X,X,X,O,O,X
JZOLSTI,O,O,O,X,X,X,O,O,X
JZOLSIT,O,O,O,X,X,X,O,O,X
JZOSTIL,O,O,O,X,X,X,O,O,X
JZOSTLI,O,O,O,X,X,X,X,O,X
JZOSITL,O,O,O,X,X,X,O,O,X
JZOSILT,O,O,O,X,X,X,X,O,X
JZOSLTI,O,O,O,X,X,X,O,O,X
JZOSLIT,O,O,O,X,X,X,O,O,X
JOTILSZ,O,X,X,O,O,X,X,X,O
JOTILZS,O,O,X,O,X,X,O,X,X
JOTISLZ,O,X,X,X,X,X,X,X,O
JOTISZL,O,O,X,X,X,X,X,X,O
JOTIZLS,O,O,X,O,X,X,O,X,X
JOTIZSL,O,O,X,O,X,X,O,X,O
JOTLISZ,O,X,X,O,O,X,X,X,O
JOTLIZS,O,O,X,O,X,X,O,X,X
JOTLSIZ,O,X,X,O,O,X,X,X,X
JOTLSZI,O,X,X,O,X,X,X,X,X
JOTLZIS,O,O,X,O,X,X,O,X,X
JOTLZSI,O,O,X,O,X,X,O,X,X
JOTSILZ,O,X,X,O,X,X,X,X,O
JOTSIZL,O,O,X,O,X,X,X,X,O
JOTSLIZ,O,X,X,O,X,O,X,X,X
JOTSLZI,O,X,X,O,X,O,X,X,X
JOTSZIL,O,O,X,O,X,X,X,X,X
JOTSZLI,O,O,X,O,X,O,X,X,X
JOTZILS,O,O,X,O,X,X,O,X,X
JOTZISL,O,O,X,O,X,X,O,X,O
JOTZLIS,O,O,X,O,X,X,O,X,X
JOTZLSI,O,O,X,O,X,X,O,X,X
JOTZSIL,O,O,X,O,X,X,O,X,X
JOTZSLI,O,O,X,O,X,O,X,X,X
JOITLSZ,O,X,X,X,O,X,X,X,O
JOITLZS,O,O,X,X,X,X,O,X,X
JOITSLZ,O,X,X,X,X,X,X,X,O
JOITSZL,O,O,X,X,X,X,X,X,O
JOITZLS,O,O,X,X,X,X,O,X,X
JOITZSL,O,O,X,X,X,X,O,X,O
JOILTSZ,X,X,X,X,O,X,X,X,O
JOILTZS,X,X,X,X,X,X,O,X,X
JOILSTZ,X,X,X,X,O,X,X,X,O
JOILSZT,O,X,X,X,X,X,O,X,X
JOILZTS,O,X,X,X,X,X,O,X,X
JOILZST,O,X,X,X,X,X,O,X,X
JOISTLZ,O,O,X,X,X,X,X,X,O
JOISTZL,O,O,O,X,X,X,X,X,O
JOISLTZ,X,X,X,X,X,X,X,X,O
JOISLZT,O,O,X,X,X,X,O,X,X
JOISZTL,O,O,O,X,X,X,O,X,O
JOISZLT,O,O,O,X,X,X,X,X,X
JOIZTLS,O,O,X,X,X,X,O,X,X
JOIZTSL,O,O,X,X,X,X,O,X,O
JOIZLTS,O,O,X,X,X,X,O,X,X
JOIZLST,O,O,O,X,X,X,O,X,X
JOIZSTL,O,O,O,X,X,X,O,X,O
JOIZSLT,O,O,O,X,X,X,X,X,X
JOLTISZ,X,X,X,O,O,X,X,X,O
JOLTIZS,X,X,X,O,X,X,O,X,X
JOLTSIZ,X,X,X,O,O,X,X,X,X
JOLTSZI,X,X,X,O,X,X,X,X,X
JOLTZIS,X,X,X,O,X,X,O,X,X
JOLTZSI,X,X,X,O,X,X,O,X,X
JOLITSZ,X,X,X,O,O,X,X,X,O
JOLITZS,X,X,X,O,X,X,O,X,X
JOLISTZ,X,X,X,O,O,X,X,X,O
JOLISZT,O,X,X,O,X,X,O,X,X
JOLIZTS,O,X,X,O,X,X,O,X,X
JOLIZST,O,X,X,O,X,X,O,X,X
JOLSTIZ,X,X,X,O,O,X,X,X,X
JOLSTZI,X,X,X,O,X,X,X,X,X
JOLSITZ,X,X,X,O,O,X,X,X,X
JOLSIZT,O,X,X,O,X,X,O,X,X
JOLSZTI,O,X,X,O,X,X,O,X,X
JOLSZIT,O,X,X,O,X,X,O,X,X
JOLZTIS,O,X,X,O,X,X,O,X,X
JOLZTSI,O,X,X,O,X,X,O,X,X
JOLZITS,O,X,X,O,X,X,O,X,X
JOLZIST,O,X,X,O,X,X,O,X,X
JOLZSTI,O,X,X,O,X,X,O,X,X
JOLZSIT,O,X,X,O,X,X,O,X,X
JOSTILZ,O,O,X,O,X,X,X,X,O
JOSTIZL,O,O,O,O,X,X,X,X,O
JOSTLIZ,O,O,X,O,X,O,X,X,X
JOSTLZI,O,O,X,O,X,O,X,X,X
JOSTZIL,O,O,O,O,X,X,X,O,X
JOSTZLI,O,O,O,O,X,O,X,O,X
JOSITLZ,O,O,X,O,X,X,X,X,O
JOSITZL,O,O,O,O,X,X,X,X,O
JOSILTZ,X,X,X,O,X,X,X,X,O
JOSILZT,O,O,X,O,X,X,O,X,X
JOSIZTL,O,O,O,X,X,X,O,X,O
JOSIZLT,O,O,O,X,X,X,X,X,X
JOSLTIZ,X,X,X,O,X,O,X,X,X
JOSLTZI,X,X,X,O,X,O,X,X,X
JOSLITZ,X,X,X,O,X,O,X,X,X
JOSLIZT,O,O,X,O,X,X,O,X,X
JOSLZTI,O,O,X,O,X,X,O,X,X
JOSLZIT,O,O,X,O,X,X,O,X,X
JOSZTIL,O,O,O,O,X,X,O,O,X
JOSZTLI,O,O,O,O,X,X,X,O,X
JOSZITL,O,O,O,O,X,X,O,O,X
JOSZILT,O,O,O,X,X,X,X,O,X
JOSZLTI,O,O,O,O,X,X,O,O,X
JOSZLIT,O,O,O,O,X,X,O,O,X
JOZTILS,O,O,X,O,X,X,O,X,X
JOZTISL,O,O,X,O,X,X,O,O,O
JOZTLIS,O,O,X,O,X,X,O,X,X
JOZTLSI,O,O,X,O,X,X,O,X,X
JOZTSIL,O,O,X,O,X,X,O,O,X
JOZTSLI,O,O,X,O,X,X,X,O,X
JOZITLS,O,O,X,O,X,X,O,X,X
JOZITSL,O,O,X,O,X,X,O,O,O
JOZILTS,O,O,X,X,X,X,O,X,X
JOZILST,O,O,O,X,X,X,O,O,X
JOZISTL,O,O,O,O,X,X,O,O,O
JOZISLT,O,O,O,X,X,X,X,O,X
JOZLTIS,O,O,X,O,X,X,O,X,X
JOZLTSI,O,O,X,O,X,X,O,X,X
JOZLITS,O,O,X,O,X,X,O,X,X
JOZLIST,O,O,O,O,X,X,O,O,X
JOZLSTI,O,O,O,O,X,X,O,O,X
JOZLSIT,O,O,O,O,X,X,O,O,X
JOZSTIL,O,O,O,O,X,X,O,O,X
JOZSTLI,O,O,O,O,X,X,X,O,X
JOZSITL,O,O,O,O,X,X,O,O,X
JOZSILT,O,O,O,X,X,X,X,O,X
JOZSLTI,O,O,O,O,X,X,O,O,X
JOZSLIT,O,O,O,O,X,X,O,O,X
STILJZO,O,O,O,O,X,O,X,X,X
STILJOZ,X,O,X,O,O,O,X,X,X
STILZJO,O,O,O,O,X,O,X,X,X
STILZOJ,O,O,O,O,O,O,X,X,X
STILOJZ,X,O,X,O,O,O,X,X,X
STILOZJ,X,O,X,O,O,O,X,X,X
STIJLZO,O,O,O,O,X,O,X,X,X
STIJLOZ,X,O,X,O,X,O,X,X,X
STIJZLO,O,O,O,O,X,O,X,X,X
STIJZOL,O,O,O,O,X,X,X,X,X
STIJOLZ,X,O,X,O,X,X,X,X,O
STIJOZL,O,O,O,O,X,X,X,X,O
STIZLJO,O,O,O,O,X,O,X,X,X
STIZLOJ,O,O,O,O,X,O,X,X,X
STIZJLO,O,O,O,O,X,O,X,O,X
STIZJOL,O,O,O,O,X,X,X,O,X
STIZOLJ,O,O,O,X,X,X,X,X,X
STIZOJL,O,O,O,O,X,X,X,O,X
STIOLJZ,X,O,X,O,O,X,X,X,X
STIOLZJ,X,O,X,O,O,X,X,X,X
STIOJLZ,X,O,X,O,X,X,X,X,O
STIOJZL,O,O,O,O,X,X,X,X,O
STIOZLJ,O,O,O,O,X,X,X,X,X
STIOZJL,O,O,O,O,X,X,X,O,X
STLIJZO,O,O,O,O,X,O,X,X,X
STLIJOZ,X,O,X,O,O,O,X,X,X
STLIZJO,O,O,O,O,X,O,X,X,X
STLIZOJ,O,O,O,O,O,O,X,X,X
STLIOJZ,X,O,X,O,O,O,X,X,X
STLIOZJ,X,O,X,O,O,O,X,X,X
STLJIZO,O,O,O,O,X,O,X,X,X
STLJIOZ,X,O,X,O,O,O,X,X,X
STLJZIO,O,O,O,O,X,O,X,X,X
STLJZOI,O,O,O,O,X,O,X,X,X
STLJOIZ,X,O,X,O,O,O,X,X,X
STLJOZI,X,O,X,O,X,O,X,X,X
STLZIJO,O,O,O,O,X,O,X,X,X
STLZIOJ,O,O,O,O,O,O,X,X,X
STLZJIO,O,O,O,O,X,O,X,O,X
STLZJOI,O,O,O,O,X,O,X,O,X
STLZOIJ,O,O,O,O,O,O,X,X,X
STLZOJI,O,O,O,O,X,O,X,O,X
STLOIJZ,X,O,X,O,O,O,X,X,X
STLOIZJ,X,O,X,O,O,O,X,X,X
STLOJIZ,X,O,X,O,O,O,X,X,X
STLOJZI,X,O,X,O,X,O,X,X,X
STLOZIJ,X,O,X,O,O,O,X,X,X
STLOZJI,X,O,X,O,X,O,X,O,X
STJILZO,O,O,O,O,X,O,X,X,X
STJILOZ,X,O,X,O,X,O,X,X,X
STJIZLO,O,O,O,O,X,O,X,X,X
STJIZOL,O,O,O,O,X,X,X,X,X
STJIOLZ,X,O,X,O,X,X,X,X,O
STJIOZL,O,O,O,O,X,X,X,X,O
STJLIZO,O,O,O,O,X,O,X,X,X
STJLIOZ,X,O,X,O,X,O,X,X,X
STJLZIO,O,O,O,O,X,O,X,X,X
STJLZOI,O,O,O,O,X,O,X,X,X
STJLOIZ,X,O,X,O,X,O,X,X,X
STJLOZI,X,O,X,O,X,O,X,X,X
STJZILO,O,O,O,O,X,O,X,O,X
STJZIOL,O,O,O,O,X,X,X,O,X
STJZLIO,O,O,O,O,X,O,X,O,X
STJZLOI,O,O,O,O,X,O,X,O,X
STJZOIL,O,O,O,O,X,X,X,O,X
STJZOLI,O,O,O,O,X,O,X,O,X
STJOILZ,X,O,X,O,X,X,X,X,O
STJOIZL,O,O,O,O,X,X,X,X,O
STJOLIZ,X,O,X,O,X,O,X,X,X
STJOLZI,X,O,X,O,X,O,X,X,X
STJOZIL,O,O,O,O,X,X,X,O,X
STJOZLI,O,O,O,O,X,O,X,O,X
STZILJO,O,O,O,O,X,O,X,X,X
STZILOJ,O,O,O,O,X,O,X,X,X
STZIJLO,O,O,O,O,X,O,X,O,X
STZIJOL,O,O,O,O,X,X,X,O,X
STZIOLJ,O,O,O,X,X,X,X,X,X
STZIOJL,O,O,O,O,X,X,X,O,X
STZLIJO,O,O,O,O,X,O,X,X,X
STZLIOJ,O,O,O,O,X,O,X,X,X
STZLJIO,O,O,O,O,X,O,X,O,X
STZLJOI,O,O,O,O,X,O,X,O,X
STZLOIJ,O,O,O,O,X,O,X,X,X
STZLOJI,O,O,O,O,X,O,X,O,X
STZJILO,O,O,O,O,X,O,X,O,X
STZJIOL,O,O,O,O,X,X,X,O,X
STZJLIO,O,O,O,O,X,O,X,O,X
STZJLOI,O,O,O,O,X,O,X,O,X
STZJOIL,O,O,O,O,X,X,X,O,X
STZJOLI,O,O,O,O,X,O,X,O,X
STZOILJ,O,O,O,O,X,X,X,X,X
STZOIJL,O,O,O,O,X,X,X,O,X
STZOLIJ,O,O,O,O,X,O,X,X,X
STZOLJI,O,O,O,O,X,O,X,O,X
STZOJIL,O,O,O,O,X,X,X,O,X
STZOJLI,O,O,O,O,X,O,X,O,X
STOILJZ,X,O,X,O,O,X,X,X,X
STOILZJ,X,O,X,O,O,X,X,X,X
STOIJLZ,X,O,X,O,X,X,X,X,O
STOIJZL,O,O,O,O,X,X,X,X,O
STOIZLJ,O,O,O,O,X,X,X,X,X
STOIZJL,O,O,O,O,X,X,X,O,X
STOLIJZ,X,O,X,O,O,O,X,X,X
STOLIZJ,X,O,X,O,O,O,X,X,X
STOLJIZ,X,O,X,O,O,O,X,X,X
STOLJZI,X,O,X,O,X,O,X,X,X
STOLZIJ,X,O,X,O,O,O,X,X,X
STOLZJI,X,O,X,O,X,O,X,O,X
STOJILZ,X,O,X,O,X,X,X,X,O
STOJIZL,O,O,O,O,X,X,X,X,O
STOJLIZ,X,O,X,O,X,O,X,X,X
STOJLZI,X,O,X,O,X,O,X,X,X
STOJZIL,O,O,O,O,X,X,X,O,X
STOJZLI,O,O,O,O,X,O,X,O,X
STOZILJ,O,O,O,O,X,X,X,X,X
STOZIJL,O,O,O,O,X,X,X,O,X
STOZLIJ,O,O,O,O,X,O,X,X,X
STOZLJI,O,O,O,O,X,O,X,O,X
STOZJIL,O,O,O,O,X,X,X,O,X
STOZJLI,O,O,O,O,X,O,X,O,X
SITLJZO,O,O,O,O,X,O,X,X,X
SITLJOZ,X,O,X,O,O,O,X,X,X
SITLZJO,O,O,O,O,X,O,X,X,X
SITLZOJ,O,O,O,O,O,O,X,X,X
SITLOJZ,X,O,X,O,O,O,X,X,X
SITLOZJ,X,O,X,O,O,O,X,X,X
SITJLZO,O,O,O,O,X,O,X,X,X
SITJLOZ,X,O,X,O,X,O,X,X,X
SITJZLO,O,O,O,O,X,O,X,X,X
SITJZOL,O,O,O,O,X,X,X,X,X
SITJOLZ,X,O,X,O,X,X,X,X,X
SITJOZL,O,O,O,O,X,X,X,X,X
SITZLJO,O,O,O,O,X,O,X,X,X
SITZLOJ,O,O,O,O,X,O,X,X,X
SITZJLO,O,O,O,O,X,O,X,O,X
SITZJOL,O,O,O,O,X,X,X,O,X
SITZOLJ,O,O,O,X,X,X,X,X,X
SITZOJL,O,O,O,O,X,X,X,O,X
SITOLJZ,X,O,X,O,O,X,X,X,X
SITOLZJ,X,O,X,O,O,X,X,X,X
SITOJLZ,X,O,X,O,X,X,X,X,X
SITOJZL,O,O,O,O,X,X,X,X,X
SITOZLJ,O,O,O,O,X,X,X,X,X
SITOZJL,O,O,O,O,X,X,X,O,X
SILTJZO,O,O,O,O,X,O,X,X,X
SILTJOZ,X,O,X,O,O,O,X,X,X
