sequence,v115@QhF8DeA8BeB8BeA8AeB8JeCBJvhFFjBRsBOpB8pB/s?BTrB,v115@QhF8DeA8BeB8BeA8AeB8JezAJvhFWnBxiB8sB3rBip?BlpB,v115@QhF8DeA8BeB8BeA8AeB8Jez/IvhFGhBFjBRsBKpB/s?BUrB,v115@QhF8DeA8BeB8BeA8AeB8Jem/IvhFSmBFjBRsB/sBTp?BUrB,v115@QhF8DeA8BeB8BeA8AeB8JeyEJvhFlhB5nBOoB8rBfr?BTpB,v115@QhF8DeA8BeB8BeA8AeB8JezAJvhFxiBXnB8sB+rBip?BlpB,v115@QhF8DeA8BeB8BeA8AeB8JeyEJvhFxiBXnB8sBFrBTp?BGrB,v115@QhF8DeA8BeB8BeA8AeB8JeyEJvhFxiBXnB8sBGrBTp?BFrB,v115@QhF8DeA8BeB8BeA8AeB8Jez/IvhFlhB5nBOoB8rBKp?BfrB,v115@QhF8DeA8BeB8BeA8AeB8JeWGJvhFxiBXnB8sBlpBip?BTrB,v115@QhF8DeA8BeB8BeA8AeB8Je2EJvhFRhB8rBznBFrB3p?BCtB,v115@QhF8DeA8BeB8BeA8AeB8Je2EJvhFRmBznB8rB3pBFr?BCtB
LOTZJSI,X,X,X,X,X,X,X,X,X,X,X,X
LOTZSIJ,X,X,X,X,X,X,X,X,X,X,X,X
LOTZSJI,X,X,X,X,X,X,X,X,X,X,X,X
LOITJSZ,X,X,X,O,X,X,X,X,X,X,X,X
LOITJZS,X,X,X,X,X,X,X,X,X,X,X,X
LOITSJZ,X,X,X,O,X,X,X,X,X,X,X,X
LOITSZJ,X,X,X,O,X,X,X,X,X,X,X,X
LOITZJS,X,X,X,X,X,X,X,X,X,X,X,X
LOITZSJ,X,X,X,X,X,X,X,X,X,X,X,X
LOIJTSZ,X,X,X,O,X,X,X,X,X,X,X,X
LOIJTZS,X,X,X,X,X,X,X,X,X,X,X,X
LOIJSTZ,X,X,X,O,X,X,X,X,X,X,X,X
LOIJSZT,X,X,X,O,X,X,X,X,X,X,X,X
LOIJZTS,X,X,X,X,X,X,X,X,X,X,X,O
LOIJZST,X,X,X,O,O,X,X,X,X,X,X,O
LOISTJZ,X,X,X,O,X,X,X,X,X,X,X,X
LOISTZJ,O,X,X,O,X,X,X,X,X,X,X,X
LOISJTZ,X,X,X,O,X,X,X,X,X,X,X,X
LOISJZT,X,X,X,O,X,X,X,X,X,X,X,X
LOISZTJ,O,X,X,O,X,X,X,X,X,X,X,X
LOISZJT,O,X,X,O,X,X,X,X,X,X,X,X
LOIZTJS,X,X,X,X,X,X,X,X,X,X,X,X
LOIZTSJ,X,X,X,X,X,X,X,X,X,X,X,X
LOIZJTS,X,X,X,X,X,X,X,X,X,X,X,X
LOIZJST,O,X,X,O,O,X,X,X,X,X,X,X
LOIZSTJ,O,X,X,O,X,X,O,X,X,X,X,X
LOIZSJT,O,X,X,O,X,X,X,O,X,X,X,X
LOJTISZ,X,X,X,X,X,X,X,X,X,X,X,X
LOJTIZS,X,X,X,X,X,X,X,X,X,X,X,X
LOJTSIZ,X,X,X,X,X,X,X,X,X,X,X,X
LOJTSZI,X,X,X,X,X,X,X,X,X,X,X,X
LOJTZIS,X,X,X,X,X,X,X,X,X,X,X,X
LOJTZSI,X,X,X,X,X,X,X,X,X,X,X,X
LOJITSZ,X,X,X,X,X,X,X,X,X,X,X,X
LOJITZS,X,X,X,X,X,X,X,X,X,X,X,X
LOJISTZ,X,X,X,X,X,X,X,X,X,X,X,X
LOJISZT,X,X,X,X,X,X,X,X,X,X,X,X
LOJIZTS,X,X,X,X,X,X,X,X,X,X,X,O
LOJIZST,X,X,X,X,O,X,X,X,X,X,X,O
LOJSTIZ,X,X,X,X,X,X,X,X,X,X,X,X
LOJSTZI,X,X,X,X,X,X,X,X,X,X,X,X
LOJSITZ,X,X,X,X,X,X,X,X,X,X,X,X
LOJSIZT,X,X,X,X,X,X,X,X,X,X,X,X
LOJSZTI,X,X,X,X,X,X,X,X,X,X,X,X
LOJSZIT,X,X,X,X,X,X,X,X,X,X,X,X
LOJZTIS,X,X,X,X,X,X,X,X,X,X,O,X
LOJZTSI,X,X,X,X,X,X,X,X,X,X,O,X
LOJZITS,X,X,X,X,X,X,X,X,X,X,X,X
LOJZIST,X,X,X,X,O,X,X,X,X,X,X,X
LOJZSTI,X,X,X,X,X,X,X,X,X,X,X,X
LOJZSIT,X,X,X,X,X,X,X,X,X,X,X,X
LOSTIJZ,X,X,X,X,X,X,X,X,X,X,X,X
LOSTIZJ,X,X,X,X,X,X,X,X,X,X,X,X
LOSTJIZ,X,X,X,X,X,X,X,X,X,X,X,X
LOSTJZI,X,X,X,X,X,X,X,X,X,X,X,X
LOSTZIJ,X,X,X,X,X,X,X,X,X,X,X,X
LOSTZJI,X,X,X,X,X,X,X,X,X,X,X,X
LOSITJZ,X,X,X,X,X,X,X,X,X,X,X,X
LOSITZJ,X,X,X,X,X,X,X,X,X,X,X,X
LOSIJTZ,X,X,X,X,X,X,X,X,X,X,X,X
LOSIJZT,X,X,X,X,X,X,X,X,X,X,X,X
LOSIZTJ,X,X,X,X,X,X,X,X,X,X,X,X
LOSIZJT,X,X,X,X,X,X,X,X,X,X,X,X
LOSJTIZ,X,X,X,X,X,X,X,X,X,X,X,X
LOSJTZI,X,X,X,X,X,X,X,X,X,X,X,X
LOSJITZ,X,X,X,X,X,X,X,X,X,X,X,X
LOSJIZT,X,X,X,X,X,X,X,X,X,X,X,X
LOSJZTI,X,X,X,X,X,X,X,X,X,X,X,X
LOSJZIT,X,X,X,X,X,X,X,X,X,X,X,X
LOSZTIJ,X,X,X,X,X,X,X,X,X,X,X,X
LOSZTJI,X,X,X,X,X,X,X,X,X,X,X,X
LOSZITJ,X,X,X,X,X,X,X,X,X,X,X,X
LOSZIJT,X,X,X,X,X,X,X,X,X,X,X,X
LOSZJTI,X,X,X,X,X,X,X,X,X,X,X,X
LOSZJIT,X,X,X,X,X,X,X,X,X,X,X,X
LOZTIJS,X,X,X,X,X,X,X,X,X,X,O,X
LOZTISJ,X,X,X,X,X,X,X,X,X,X,X,X
LOZTJIS,X,X,X,X,X,X,X,X,X,X,O,X
LOZTJSI,X,X,X,X,X,X,X,X,X,X,O,X
LOZTSIJ,X,X,X,X,X,X,X,X,X,X,X,X
LOZTSJI,X,X,X,X,X,X,X,X,X,X,X,X
LOZITJS,X,X,X,X,X,X,X,X,X,X,X,X
LOZITSJ,X,X,X,X,X,X,X,X,X,X,X,X
LOZIJTS,X,X,X,X,X,X,X,X,X,X,X,X
LOZIJST,X,X,X,X,O,X,X,X,X,X,X,X
LOZISTJ,X,X,X,X,X,X,O,X,X,X,X,X
LOZISJT,X,X,X,X,X,X,X,O,X,X,X,X
LOZJTIS,X,X,X,X,X,X,X,X,X,X,O,X
LOZJTSI,X,X,X,X,X,X,X,X,X,X,O,X
LOZJITS,X,X,X,X,X,X,X,X,X,X,X,X
LOZJIST,X,X,X,X,O,X,X,X,X,X,X,X
LOZJSTI,X,X,X,X,X,X,X,X,X,X,X,X
LOZJSIT,X,X,X,X,X,X,X,X,X,X,X,X
LOZSTIJ,X,X,X,X,X,X,O,X,X,X,X,X
LOZSTJI,X,X,X,X,X,O,O,X,X,X,X,X
LOZSITJ,X,X,X,X,X,X,O,X,X,X,X,X
LOZSIJT,X,X,X,X,X,O,X,O,X,X,X,X
LOZSJTI,X,X,X,X,X,O,X,O,X,X,X,X
LOZSJIT,X,X,X,X,X,O,X,O,X,X,X,X
JTILSZO,X,X,X,X,X,X,X,X,X,X,X,X
JTILSOZ,X,X,X,X,X,X,X,X,X,X,X,X
JTILZSO,X,X,X,X,O,X,X,X,X,X,X,X
JTILZOS,X,X,X,X,X,X,X,X,X,X,X,X
JTILOSZ,X,X,X,X,X,X,X,X,X,X,X,X
JTILOZS,X,X,X,X,X,X,X,X,X,X,X,X
JTISLZO,X,X,X,X,X,X,X,X,X,X,X,X
JTISLOZ,X,X,X,X,X,X,X,X,X,X,X,X
JTISZLO,X,X,X,X,X,X,X,X,X,X,X,X
JTISZOL,X,X,X,X,X,X,X,X,X,X,X,X
JTISOLZ,X,X,X,X,X,X,X,X,X,X,X,X
JTISOZL,X,X,X,X,X,X,X,X,X,X,X,X
JTIZLSO,X,X,X,X,O,X,X,X,O,X,X,X
JTIZLOS,X,X,X,X,X,X,X,X,O,X,X,X
JTIZSLO,X,X,X,X,O,X,X,X,O,X,X,X
JTIZSOL,X,X,X,X,O,X,X,X,O,X,X,X
JTIZOLS,X,X,X,X,X,X,X,X,X,X,X,X
JTIZOSL,X,X,X,X,X,X,X,X,X,X,X,X
JTIOLSZ,X,X,X,X,X,X,X,X,X,X,X,X
JTIOLZS,X,X,X,X,X,X,X,X,X,X,X,X
JTIOSLZ,X,X,X,X,X,X,X,X,X,X,X,X
JTIOSZL,X,X,X,X,X,X,X,X,X,X,X,X
JTIOZLS,X,X,X,X,X,X,X,X,X,X,X,O
JTIOZSL,X,X,X,X,X,X,X,X,X,X,X,O
JTLISZO,X,X,X,X,X,X,X,X,X,X,X,X
JTLISOZ,X,X,X,X,X,X,X,X,X,X,X,X
JTLIZSO,X,X,X,X,O,X,X,X,X,X,X,X
JTLIZOS,X,X,X,X,X,X,X,X,X,X,X,X
JTLIOSZ,X,X,X,X,X,X,X,X,X,X,X,X
JTLIOZS,X,X,X,X,X,X,X,X,X,X,X,X
JTLSIZO,X,X,X,X,X,X,X,X,X,X,X,X
JTLSIOZ,X,X,X,X,X,X,X,X,X,X,X,X
JTLSZIO,X,X,X,X,X,X,X,X,X,X,X,X
JTLSZOI,X,X,X,X,X,X,X,X,X,X,X,X
JTLSOIZ,X,X,X,X,X,X,X,X,X,X,X,X
JTLSOZI,X,X,X,X,X,X,X,X,X,X,X,X
JTLZISO,X,X,X,X,O,X,X,X,X,X,X,X
JTLZIOS,X,X,X,X,X,X,X,X,X,X,X,X
JTLZSIO,X,X,X,X,X,X,X,X,X,X,X,X
JTLZSOI,X,X,X,X,X,X,X,X,X,X,X,X
JTLZOIS,X,X,X,X,X,X,X,X,X,X,X,X
JTLZOSI,X,X,X,X,X,X,X,X,X,X,X,X
JTLOISZ,X,X,X,X,X,X,X,X,X,X,X,X
JTLOIZS,X,X,X,X,X,X,X,X,X,X,X,X
JTLOSIZ,X,X,X,X,X,X,X,X,X,X,X,X
JTLOSZI,X,X,X,X,X,X,X,X,X,X,X,X
JTLOZIS,X,X,X,X,X,X,X,X,X,X,X,X
JTLOZSI,X,X,X,X,X,X,X,X,X,X,X,X
JTSILZO,X,X,X,X,X,X,X,X,X,X,X,X
JTSILOZ,X,X,X,X,X,X,X,X,X,X,X,X
JTSIZLO,X,X,X,X,X,X,X,X,X,X,X,X
JTSIZOL,X,X,X,X,X,X,X,X,X,X,X,X
JTSIOLZ,X,X,X,X,X,X,X,X,X,X,X,X
JTSIOZL,X,X,X,X,X,X,X,X,X,X,X,X
JTSLIZO,X,X,X,X,X,X,X,X,X,X,X,X
JTSLIOZ,X,X,X,X,X,X,X,X,X,X,X,X
JTSLZIO,X,X,X,X,X,X,X,X,X,X,X,X
JTSLZOI,X,X,X,X,X,X,X,X,X,X,X,X
JTSLOIZ,X,X,X,X,X,X,X,X,X,X,X,X
JTSLOZI,X,X,X,X,X,X,X,X,X,X,X,X
JTSZILO,X,X,X,X,X,X,X,X,X,X,X,X
JTSZIOL,X,X,X,X,X,X,X,X,X,X,X,X
JTSZLIO,X,X,X,X,X,X,X,X,X,X,X,X
JTSZLOI,X,X,X,X,X,X,X,X,X,X,X,X
JTSZOIL,X,X,X,X,X,X,X,X,X,X,X,X
JTSZOLI,X,X,X,X,X,X,X,X,X,X,X,X
JTSOILZ,X,X,X,X,X,X,X,X,X,X,X,X
JTSOIZL,X,X,X,X,X,X,X,X,X,X,X,X
JTSOLIZ,X,X,X,X,X,X,X,X,X,X,X,X
JTSOLZI,X,X,X,X,X,X,X,X,X,X,X,X
JTSOZIL,X,X,X,X,X,X,X,X,X,X,X,X
JTSOZLI,X,X,X,X,X,X,X,X,X,X,X,X
JTZILSO,X,X,X,X,O,X,X,X,O,X,X,X
JTZILOS,X,X,X,X,X,X,X,X,O,X,X,X
JTZISLO,X,X,X,X,O,X,X,X,O,X,X,X
JTZISOL,X,X,X,X,O,X,X,X,O,X,X,X
JTZIOLS,X,X,X,X,X,X,X,X,X,X,X,X
JTZIOSL,X,X,X,X,X,X,X,X,X,X,X,X
JTZLISO,X,X,X,X,O,X,X,X,X,X,X,X
JTZLIOS,X,X,X,X,X,X,X,X,X,X,X,X
JTZLSIO,X,X,X,X,X,X,X,X,X,X,X,X
JTZLSOI,X,X,X,X,X,X,X,X,X,X,X,X
JTZLOIS,X,X,X,X,X,X,X,X,X,X,X,X
JTZLOSI,X,X,X,X,X,X,X,X,X,X,X,X
JTZSILO,X,X,X,X,X,X,X,X,X,O,X,X
JTZSIOL,X,X,X,X,X,X,X,X,X,O,X,X
JTZSLIO,X,X,X,X,X,X,X,X,X,O,X,X
JTZSLOI,X,X,X,X,X,X,X,X,X,O,X,X
JTZSOIL,X,X,X,X,X,X,X,X,X,O,X,X
JTZSOLI,X,X,X,X,X,X,X,X,X,O,X,X
JTZOILS,X,X,X,X,X,X,X,X,X,X,O,X
JTZOISL,X,X,X,X,X,X,X,X,X,X,O,X
JTZOLIS,X,X,X,X,X,X,X,X,X,X,O,X
JTZOLSI,X,X,X,X,X,X,X,X,X,X,O,X
JTZOSIL,X,X,X,X,X,X,X,X,X,X,O,X
JTZOSLI,X,X,X,X,X,X,X,X,X,X,O,X
JTOILSZ,X,X,X,X,X,X,X,X,X,X,X,X
JTOILZS,X,X,X,X,X,X,X,X,X,X,X,X
JTOISLZ,X,X,X,X,X,X,X,X,X,X,X,X
JTOISZL,X,X,X,X,X,X,X,X,X,X,X,X
JTOIZLS,X,X,X,X,X,X,X,X,X,X,X,O
JTOIZSL,X,X,X,X,X,X,X,X,X,X,X,O
JTOLISZ,X,X,X,X,X,X,X,X,X,X,X,X
JTOLIZS,X,X,X,X,X,X,X,X,X,X,X,X
JTOLSIZ,X,X,X,X,X,X,X,X,X,X,X,X
JTOLSZI,X,X,X,X,X,X,X,X,X,X,X,X
JTOLZIS,X,X,X,X,X,X,X,X,X,X,X,X
JTOLZSI,X,X,X,X,X,X,X,X,X,X,X,X
JTOSILZ,X,X,X,X,X,X,X,X,X,X,X,X
JTOSIZL,X,X,X,X,X,X,X,X,X,X,X,X
JTOSLIZ,X,X,X,X,X,X,X,X,X,X,X,X
JTOSLZI,X,X,X,X,X,X,X,X,X,X,X,X
JTOSZIL,X,X,X,X,X,X,X,X,X,X,X,X
JTOSZLI,X,X,X,X,X,X,X,X,X,X,X,X
JTOZILS,X,X,X,X,X,X,X,X,X,X,O,X
JTOZISL,X,X,X,X,X,X,X,X,X,X,O,X
JTOZLIS,X,X,X,X,X,X,X,X,X,X,O,X
JTOZLSI,X,X,X,X,X,X,X,X,X,X,O,X
JTOZSIL,X,X,X,X,X,X,X,X,X,X,O,X
JTOZSLI,X,X,X,X,X,X,X,X,X,X,O,X
JITLSZO,X,X,X,X,X,X,X,X,X,X,X,X
JITLSOZ,X,X,X,X,X,X,X,X,X,X,X,X
JITLZSO,X,X,X,X,O,X,X,X,X,X,X,X
JITLZOS,X,X,X,X,X,X,X,X,X,X,X,X
JITLOSZ,X,X,X,X,X,X,X,X,X,X,X,X
JITLOZS,X,X,X,X,X,X,X,X,X,X,X,X
JITSLZO,X,X,X,X,X,X,X,X,X,X,X,X
JITSLOZ,X,X,X,X,X,X,X,X,X,X,X,X
JITSZLO,X,X,X,X,X,X,X,X,X,X,X,X
JITSZOL,X,X,X,X,X,X,X,X,X,X,X,X
JITSOLZ,X,X,X,X,X,X,X,X,X,X,X,X
JITSOZL,X,X,X,X,X,X,X,X,X,X,X,X
JITZLSO,X,X,X,X,O,X,X,X,O,X,X,X
JITZLOS,X,X,X,X,X,X,X,X,O,X,X,X
JITZSLO,X,X,X,X,O,X,X,X,O,X,X,X
JITZSOL,X,X,X,X,O,X,X,X,O,X,X,X
JITZOLS,X,X,X,X,X,X,X,X,X,X,X,X
JITZOSL,X,X,X,X,X,X,X,X,X,X,X,X
JITOLSZ,X,X,X,X,X,X,X,X,X,X,X,X
JITOLZS,X,X,X,X,X,X,X,X,X,X,X,X
JITOSLZ,X,X,X,X,X,X,X,X,X,X,X,X
JITOSZL,X,X,X,X,X,X,X,X,X,X,X,X
JITOZLS,X,X,X,X,X,X,X,X,X,X,X,O
JITOZSL,X,X,X,X,X,X,X,X,X,X,X,O
JILTSZO,X,X,X,X,X,X,X,X,X,X,X,X
JILTSOZ,X,X,X,X,X,X,X,X,X,X,X,X
JILTZSO,X,X,X,X,O,X,X,X,X,X,X,X
JILTZOS,X,X,X,X,X,X,X,X,X,X,X,X
JILTOSZ,X,X,X,X,X,X,X,X,X,X,X,X
JILTOZS,X,X,X,X,X,X,X,X,X,X,X,X
JILSTZO,O,X,O,X,X,X,X,X,X,X,X,X
JILSTOZ,X,X,O,O,X,X,X,X,X,X,X,X
JILSZTO,O,X,O,X,O,X,X,X,X,X,X,X
JILSZOT,O,X,O,X,O,X,X,X,X,X,X,X
JILSOTZ,X,X,O,O,X,X,X,X,X,X,X,X
JILSOZT,X,X,O,O,X,X,X,X,X,X,X,X
JILZTSO,O,X,O,X,O,X,X,X,O,X,X,X
JILZTOS,X,X,O,X,X,X,X,X,O,X,X,X
JILZSTO,O,X,O,X,O,X,O,O,O,X,X,X
JILZSOT,O,X,O,X,O,X,X,O,O,X,X,X
JILZOTS,X,X,O,X,X,X,X,X,O,X,X,X
JILZOST,O,X,O,X,O,X,X,X,O,X,X,X
JILOTSZ,X,X,X,O,X,X,X,X,X,X,X,X
JILOTZS,X,X,X,X,X,X,X,X,X,X,X,X
JILOSTZ,X,X,O,O,X,X,X,X,X,X,X,X
JILOSZT,X,X,O,O,X,X,X,X,X,X,X,X
JILOZTS,X,X,O,X,X,X,X,X,X,X,X,O
JILOZST,X,X,O,O,O,X,X,X,X,X,X,O
JISTLZO,O,X,O,X,X,X,X,X,X,X,X,X
JISTLOZ,X,X,O,O,X,X,X,X,X,X,X,X
JISTZLO,O,X,O,X,X,X,X,X,X,X,X,X
JISTZOL,O,X,O,X,X,X,X,X,X,X,X,X
JISTOLZ,O,X,X,O,X,X,X,X,X,X,X,X
JISTOZL,O,X,X,O,X,X,X,X,X,X,X,X
JISLTZO,O,X,O,X,X,X,X,X,X,X,X,X
JISLTOZ,X,X,O,O,X,X,X,X,X,X,X,X
JISLZTO,O,X,O,X,O,X,X,X,X,X,X,X
JISLZOT,O,X,O,X,O,X,X,X,X,X,X,X
JISLOTZ,X,X,O,O,X,X,X,X,X,X,X,X
JISLOZT,X,X,O,O,X,X,X,X,X,X,X,X
JISZTLO,O,X,O,X,O,X,X,X,O,X,X,X
JISZTOL,O,X,O,X,O,X,X,X,O,X,X,X
JISZLTO,O,X,O,X,O,X,X,X,O,X,X,X
JISZLOT,O,X,O,X,O,X,X,X,O,X,X,X
JISZOTL,O,X,O,X,O,X,X,X,O,X,X,X
JISZOLT,O,X,O,X,O,X,X,X,O,X,X,X
JISOTLZ,O,X,X,O,X,X,X,X,X,X,X,X
JISOTZL,O,X,X,O,X,X,X,X,X,X,X,X
JISOLTZ,O,X,X,O,X,X,X,X,X,X,X,X
JISOLZT,O,X,X,O,X,X,X,X,X,X,X,X
JISOZTL,O,X,X,O,X,X,X,X,X,X,X,O
JISOZLT,O,X,X,O,X,X,X,X,X,X,X,O
JIZTLSO,O,X,O,X,O,X,X,X,O,X,X,X
JIZTLOS,X,X,O,X,X,X,X,X,O,X,X,X
JIZTSLO,O,X,O,X,O,X,X,X,O,X,X,X
JIZTSOL,O,X,O,X,O,X,X,X,O,X,X,X
JIZTOLS,O,X,X,X,X,X,X,X,X,X,X,X
JIZTOSL,O,X,X,X,X,X,X,X,X,X,X,X
JIZLTSO,O,X,O,X,O,X,X,X,O,X,X,X
JIZLTOS,X,X,O,X,X,X,X,X,O,X,X,X
JIZLSTO,O,X,O,X,O,X,O,O,O,X,X,X
JIZLSOT,O,X,O,X,O,X,X,O,O,X,X,X
JIZLOTS,O,X,O,X,X,X,X,X,O,X,X,X
JIZLOST,O,X,O,X,O,X,X,X,O,X,X,X
JIZSTLO,O,O,O,X,O,O,O,O,O,O,X,X
JIZSTOL,O,O,O,X,O,O,X,X,O,O,X,X
JIZSLTO,O,O,O,X,O,O,O,O,O,O,X,X
JIZSLOT,O,O,O,X,O,O,X,O,O,X,X,X
JIZSOTL,O,O,O,X,O,O,X,X,O,O,X,X
JIZSOLT,O,O,O,X,O,O,X,O,O,X,X,X
JIZOTLS,O,X,X,X,X,X,X,X,X,X,O,O
JIZOTSL,O,X,X,X,X,X,X,X,X,X,O,O
JIZOLTS,O,X,O,X,X,X,X,X,O,X,X,O
JIZOLST,O,X,O,X,O,X,X,X,O,X,X,O
JIZOSTL,O,X,O,X,O,X,X,X,O,X,X,O
JIZOSLT,O,X,O,X,O,X,X,X,O,X,X,O
JIOTLSZ,X,X,X,O,X,X,X,X,X,X,X,X
JIOTLZS,X,X,X,X,X,X,X,X,X,X,X,X
JIOTSLZ,X,X,X,O,X,X,X,X,X,X,X,X
JIOTSZL,X,X,X,O,X,X,X,X,X,X,X,X
JIOTZLS,X,X,X,X,X,X,X,X,X,X,X,O
JIOTZSL,X,X,X,X,X,X,X,X,X,X,X,O
JIOLTSZ,X,X,X,O,X,X,X,X,X,X,X,X
JIOLTZS,X,X,X,X,X,X,X,X,X,X,X,X
JIOLSTZ,O,X,X,O,X,X,X,X,X,X,X,X
JIOLSZT,O,X,X,O,X,X,X,X,X,X,X,X
JIOLZTS,O,X,X,X,X,X,X,X,X,X,X,O
JIOLZST,O,X,X,O,O,X,X,X,X,X,X,O
JIOSTLZ,O,X,X,O,X,X,X,X,X,X,X,X
JIOSTZL,O,X,X,O,X,X,X,X,X,X,X,X
JIOSLTZ,O,X,X,O,X,X,X,X,X,X,X,X
JIOSLZT,O,X,X,O,X,X,X,X,X,X,X,X
JIOSZTL,O,X,X,O,X,X,X,X,X,X,X,O
JIOSZLT,O,X,X,O,X,X,X,X,X,X,X,O
JIOZTLS,O,X,X,X,X,X,X,X,X,X,O,O
JIOZTSL,O,X,X,X,X,X,X,X,X,X,O,O
JIOZLTS,O,X,X,X,X,X,X,X,O,X,X,O
JIOZLST,O,X,X,O,O,X,X,X,O,X,X,O
JIOZSTL,O,X,X,O,O,X,X,X,O,X,X,O
JIOZSLT,O,X,X,O,O,X,X,X,O,X,X,O
JLTISZO,X,X,X,X,X,X,X,X,X,X,X,X
JLTISOZ,X,X,X,X,X,X,X,X,X,X,X,X
JLTIZSO,X,X,X,X,O,X,X,X,X,X,X,X
JLTIZOS,X,X,X,X,X,X,X,X,X,X,X,X
JLTIOSZ,X,X,X,X,X,X,X,X,X,X,X,X
JLTIOZS,X,X,X,X,X,X,X,X,X,X,X,X
JLTSIZO,X,X,X,X,X,X,X,X,X,X,X,X
JLTSIOZ,X,X,X,X,X,X,X,X,X,X,X,X
JLTSZIO,X,X,X,X,X,X,X,X,X,X,X,X
JLTSZOI,X,X,X,X,X,X,X,X,X,X,X,X
JLTSOIZ,X,X,X,X,X,X,X,X,X,X,X,X
JLTSOZI,X,X,X,X,X,X,X,X,X,X,X,X
JLTZISO,X,X,X,X,O,X,X,X,X,X,X,X
JLTZIOS,X,X,X,X,X,X,X,X,X,X,X,X
JLTZSIO,X,X,X,X,X,X,X,X,X,X,X,X
JLTZSOI,X,X,X,X,X,X,X,X,X,X,X,X
JLTZOIS,X,X,X,X,X,X,X,X,X,X,X,X
JLTZOSI,X,X,X,X,X,X,X,X,X,X,X,X
JLTOISZ,X,X,X,X,X,X,X,X,X,X,X,X
JLTOIZS,X,X,X,X,X,X,X,X,X,X,X,X
JLTOSIZ,X,X,X,X,X,X,X,X,X,X,X,X
JLTOSZI,X,X,X,X,X,X,X,X,X,X,X,X
JLTOZIS,X,X,X,X,X,X,X,X,X,X,X,X
JLTOZSI,X,X,X,X,X,X,X,X,X,X,X,X
JLITSZO,X,X,X,X,X,X,X,X,X,X,X,X
JLITSOZ,X,X,X,X,X,X,X,X,X,X,X,X
JLITZSO,X,X,X,X,O,X,X,X,X,X,X,X
JLITZOS,X,X,X,X,X,X,X,X,X,X,X,X
JLITOSZ,X,X,X,X,X,X,X,X,X,X,X,X
JLITOZS,X,X,X,X,X,X,X,X,X,X,X,X
JLISTZO,O,X,X,X,X,X,X,X,X,X,X,X
JLISTOZ,X,X,X,O,X,X,X,X,X,X,X,X
JLISZTO,O,X,X,X,O,X,X,X,X,X,X,X
JLISZOT,O,X,X,X,O,X,X,X,X,X,X,X
JLISOTZ,X,X,X,O,X,X,X,X,X,X,X,X
JLISOZT,X,X,X,O,X,X,X,X,X,X,X,X
JLIZTSO,O,X,X,X,O,X,X,X,O,X,X,X
JLIZTOS,X,X,X,X,X,X,X,X,O,X,X,X
JLIZSTO,O,X,X,X,O,X,O,O,O,X,X,X
JLIZSOT,O,X,X,X,O,X,X,O,O,X,X,X
JLIZOTS,X,X,X,X,X,X,X,X,O,X,X,X
JLIZOST,O,X,X,X,O,X,X,X,O,X,X,X
JLIOTSZ,X,X,X,O,X,X,X,X,X,X,X,X
JLIOTZS,X,X,X,X,X,X,X,X,X,X,X,X
JLIOSTZ,X,X,X,O,X,X,X,X,X,X,X,X
JLIOSZT,X,X,X,O,X,X,X,X,X,X,X,X
JLIOZTS,X,X,X,X,X,X,X,X,X,X,X,O
JLIOZST,X,X,X,O,O,X,X,X,X,X,X,O
JLSTIZO,X,X,X,X,X,X,X,X,X,X,X,X
JLSTIOZ,X,X,X,X,X,X,X,X,X,X,X,X
JLSTZIO,X,X,X,X,X,X,X,X,X,X,X,X
JLSTZOI,X,X,X,X,X,X,X,X,X,X,X,X
JLSTOIZ,X,X,X,X,X,X,X,X,X,X,X,X
JLSTOZI,X,X,X,X,X,X,X,X,X,X,X,X
JLSITZO,X,X,X,X,X,X,X,X,X,X,X,X
JLSITOZ,X,X,X,X,X,X,X,X,X,X,X,X
JLSIZTO,X,X,X,X,O,X,X,X,X,X,X,X
JLSIZOT,X,X,X,X,O,X,X,X,X,X,X,X
JLSIOTZ,X,X,X,X,X,X,X,X,X,X,X,X
JLSIOZT,X,X,X,X,X,X,X,X,X,X,X,X
JLSZTIO,X,X,X,X,X,X,X,X,X,X,X,X
JLSZTOI,X,X,X,X,X,X,X,X,X,X,X,X
JLSZITO,X,X,X,X,O,X,X,X,X,X,X,X
JLSZIOT,X,X,X,X,O,X,X,X,X,X,X,X
JLSZOTI,X,X,X,X,X,X,X,X,X,X,X,X
JLSZOIT,X,X,X,X,X,X,X,X,X,X,X,X
JLSOTIZ,X,X,X,X,X,X,X,X,X,X,X,X
JLSOTZI,X,X,X,X,X,X,X,X,X,X,X,X
JLSOITZ,X,X,X,X,X,X,X,X,X,X,X,X
JLSOIZT,X,X,X,X,X,X,X,X,X,X,X,X
JLSOZTI,X,X,X,X,X,X,X,X,X,X,X,X
JLSOZIT,X,X,X,X,X,X,X,X,X,X,X,X
JLZTISO,X,X,X,X,O,X,X,X,X,X,X,X
JLZTIOS,X,X,X,X,X,X,X,X,X,X,X,X
JLZTSIO,X,X,X,X,X,X,X,X,X,X,X,X
JLZTSOI,X,X,X,X,X,X,X,X,X,X,X,X
JLZTOIS,X,X,X,X,X,X,X,X,X,X,X,X
JLZTOSI,X,X,X,X,X,X,X,X,X,X,X,X
JLZITSO,X,X,X,X,O,X,X,X,O,X,X,X
JLZITOS,X,X,X,X,X,X,X,X,O,X,X,X
JLZISTO,X,X,X,X,O,X,O,O,O,X,X,X
