sequence,v115@MhB8CeA8EeB8BeB8CeE8JeT/IvhF2lBRhBfoB6oBUq?BFrB,v115@MhB8CeA8EeB8BeB8CeE8JeT/IvhF2lBRhBSoBUoBFq?BXrB,v115@MhB8CeA8EeB8BeB8CeE8Jei/IvhFRhBziB+oBfqBVr?B0qB,v115@MhB8CeA8EeB8BeB8CeE8Jex/IvhFihBziB+oBlkBcq?BXrB,v115@MhB8CeA8EeB8BeB8CeE8Jei/IvhFRhBGjBzkBUoBFr?B3qB,v115@MhB8CeA8EeB8BeB8CeE8Jem/IvhFRhBCjB0kBToBFr?B3qB,v115@MhB8CeA8EeB8BeB8CeE8Je/EJvhFihBziB+oBxqB0q?BFqB,v115@MhB8CeA8EeB8BeB8CeE8Je/EJvhFUgBRhBCjBVrBTo?B2vB,v115@MhB8CeA8EeB8BeB8CeE8JeRBJvhFCjB0kBllBToBXr?BmpB
LTZOJIS,O,O,X,O,O,O,X,X,X
LTZOJSI,O,O,X,O,O,O,X,X,X
LTZOSIJ,O,O,X,X,O,O,X,X,X
LTZOSJI,O,O,X,X,O,O,X,X,X
LTOIJSZ,O,O,O,X,X,X,X,O,X
LTOIJZS,X,O,O,X,O,O,X,O,X
LTOISJZ,O,O,X,X,X,X,X,O,X
LTOISZJ,O,O,X,X,O,O,X,O,X
LTOIZJS,X,O,X,X,O,O,X,X,X
LTOIZSJ,X,X,X,X,O,O,X,O,X
LTOJISZ,O,O,O,X,X,X,X,O,X
LTOJIZS,X,O,O,X,O,O,X,O,X
LTOJSIZ,O,O,O,X,X,X,X,O,X
LTOJSZI,O,O,X,X,X,X,X,O,X
LTOJZIS,X,O,O,X,O,O,X,O,X
LTOJZSI,X,O,X,X,O,O,X,O,X
LTOSIJZ,O,O,X,X,X,X,X,O,X
LTOSIZJ,O,O,X,X,O,O,X,O,X
LTOSJIZ,O,O,X,X,X,X,X,O,X
LTOSJZI,O,O,X,X,X,X,X,O,X
LTOSZIJ,O,O,X,X,O,O,X,O,X
LTOSZJI,O,O,X,X,O,O,X,O,X
LTOZIJS,O,O,X,X,O,O,X,X,X
LTOZISJ,O,X,X,X,O,O,X,O,X
LTOZJIS,O,O,X,X,O,O,X,O,X
LTOZJSI,O,O,X,X,O,O,X,O,X
LTOZSIJ,O,O,X,X,O,O,X,O,X
LTOZSJI,O,O,X,X,O,O,X,O,X
LITJSZO,O,X,O,X,X,X,O,O,X
LITJSOZ,O,O,O,X,X,X,O,O,X
LITJZSO,X,X,X,X,O,O,X,O,X
LITJZOS,X,O,O,X,O,O,X,X,X
LITJOSZ,O,O,O,X,X,X,O,O,X
LITJOZS,X,O,O,X,X,X,X,X,X
LITSJZO,O,O,O,X,X,X,O,O,X
LITSJOZ,O,O,O,X,X,X,O,O,X
LITSZJO,O,O,O,X,O,O,X,O,X
LITSZOJ,O,O,X,X,X,X,X,O,X
LITSOJZ,O,O,O,X,X,X,X,O,X
LITSOZJ,O,O,X,X,X,X,X,O,X
LITZJSO,X,X,X,X,O,O,X,X,X
LITZJOS,X,O,O,X,O,O,X,X,X
LITZSJO,X,X,X,X,O,O,X,O,X
LITZSOJ,X,X,X,X,X,X,X,O,X
LITZOJS,X,O,X,X,O,O,X,X,X
LITZOSJ,X,X,X,X,O,O,X,X,X
LITOJSZ,O,O,O,X,X,X,X,O,X
LITOJZS,X,O,O,X,O,O,X,X,X
LITOSJZ,O,O,X,X,X,X,X,O,X
LITOSZJ,O,O,X,X,O,O,X,O,X
LITOZJS,X,O,X,X,O,O,X,X,X
LITOZSJ,X,X,X,X,O,O,X,O,X
LIJTSZO,X,X,O,X,X,X,O,O,X
LIJTSOZ,X,O,O,X,X,X,O,X,X
LIJTZSO,X,X,X,X,X,O,X,X,X
LIJTZOS,X,O,O,X,X,O,X,X,X
LIJTOSZ,X,O,O,X,X,X,O,X,X
LIJTOZS,X,O,O,X,X,X,X,X,X
LIJSTZO,X,O,O,X,X,X,O,X,X
LIJSTOZ,X,O,O,X,X,X,O,X,X
LIJSZTO,X,X,X,O,X,X,O,X,X
LIJSZOT,X,O,O,O,X,X,O,X,X
LIJSOTZ,X,O,O,X,X,X,O,X,X
LIJSOZT,X,O,O,O,X,X,O,X,X
LIJZTSO,X,X,X,O,O,O,X,X,X
LIJZTOS,X,X,X,O,O,O,X,X,X
LIJZSTO,X,X,X,X,O,O,O,X,X
LIJZSOT,X,X,X,O,O,O,O,X,X
LIJZOTS,X,X,O,O,O,O,X,X,X
LIJZOST,X,X,O,O,O,O,O,X,X
LIJOTSZ,X,X,O,X,X,X,O,X,X
LIJOTZS,X,X,O,X,X,X,X,X,X
LIJOSTZ,X,X,O,X,X,X,O,X,X
LIJOSZT,X,X,O,O,X,X,O,X,X
LIJOZTS,X,X,O,O,X,X,X,X,X
LIJOZST,X,X,O,O,X,X,O,X,X
LISTJZO,O,O,O,X,X,X,O,O,X
LISTJOZ,O,O,O,X,X,X,O,O,X
LISTZJO,O,O,O,X,X,O,X,O,X
LISTZOJ,O,O,X,X,X,X,X,O,O
LISTOJZ,O,O,O,X,X,X,X,X,O
LISTOZJ,O,O,X,X,X,X,X,O,O
LISJTZO,O,O,O,X,X,X,O,X,X
LISJTOZ,O,O,O,X,X,X,O,X,X
LISJZTO,O,X,X,O,X,X,O,X,X
LISJZOT,O,O,O,O,X,X,O,X,X
LISJOTZ,X,O,O,X,X,X,O,X,X
LISJOZT,X,O,O,O,X,X,O,X,X
LISZTJO,O,O,X,O,X,X,X,X,X
LISZTOJ,O,O,X,O,X,X,X,X,X
LISZJTO,O,X,X,O,O,O,O,X,X
LISZJOT,O,O,O,O,O,O,O,X,X
LISZOTJ,O,X,X,X,X,X,X,X,X
LISZOJT,O,O,X,O,X,X,X,X,X
LISOTJZ,O,O,X,X,X,X,X,X,O
LISOTZJ,O,O,X,X,X,X,X,X,O
LISOJTZ,X,O,O,X,X,X,O,X,O
LISOJZT,X,O,O,X,X,X,O,X,X
LISOZTJ,O,X,X,X,X,X,X,X,O
LISOZJT,O,O,X,X,X,X,X,X,X
LIZTJSO,X,X,X,O,O,O,X,X,X
LIZTJOS,X,O,X,O,O,O,X,X,X
LIZTSJO,X,X,X,O,O,O,X,O,X
LIZTSOJ,X,X,X,X,X,X,X,O,X
LIZTOJS,X,O,X,O,O,O,X,X,X
LIZTOSJ,X,X,X,X,O,X,X,X,X
LIZJTSO,X,X,X,O,O,O,X,X,X
LIZJTOS,X,X,X,O,O,O,X,X,X
LIZJSTO,O,X,X,X,O,O,O,X,X
LIZJSOT,O,X,X,O,O,O,O,X,X
LIZJOTS,X,X,O,O,O,O,X,X,X
LIZJOST,O,X,O,O,O,O,O,X,X
LIZSTJO,O,O,X,X,X,X,X,X,X
LIZSTOJ,O,O,X,X,X,X,X,X,X
LIZSJTO,O,X,X,X,O,O,O,X,X
LIZSJOT,O,O,X,O,O,O,O,X,X
LIZSOTJ,O,X,X,X,X,X,X,X,X
LIZSOJT,O,O,X,X,X,X,X,X,X
LIZOTJS,X,X,X,X,O,O,X,X,X
LIZOTSJ,X,X,X,X,O,X,X,X,X
LIZOJTS,X,X,X,O,O,O,X,X,X
LIZOJST,O,X,X,O,O,O,X,X,X
LIZOSTJ,O,X,X,X,X,X,X,X,X
LIZOSJT,O,X,X,X,O,O,X,X,X
LIOTJSZ,X,O,X,X,X,X,X,O,X
LIOTJZS,X,O,X,X,O,O,X,X,X
LIOTSJZ,X,O,X,X,X,X,X,O,O
LIOTSZJ,X,O,X,X,O,O,X,O,O
LIOTZJS,X,O,X,X,O,O,X,X,X
LIOTZSJ,X,X,X,X,O,O,X,O,X
LIOJTSZ,X,X,O,X,X,X,O,O,X
LIOJTZS,X,X,O,X,X,O,X,X,X
LIOJSTZ,X,X,O,X,X,X,O,X,O
LIOJSZT,X,X,O,X,X,X,O,X,X
LIOJZTS,X,X,O,X,O,O,X,X,X
LIOJZST,X,X,O,X,O,O,O,X,X
LIOSTJZ,X,O,X,X,X,X,X,O,O
LIOSTZJ,X,O,X,X,X,O,X,O,O
LIOSJTZ,X,O,X,X,X,X,O,X,O
LIOSJZT,X,O,X,X,X,X,O,X,X
LIOSZTJ,X,X,X,X,X,X,X,X,O
LIOSZJT,X,O,X,X,O,O,X,X,X
LIOZTJS,X,X,X,X,O,O,X,X,X
LIOZTSJ,X,X,X,X,O,O,X,O,X
LIOZJTS,X,X,X,X,O,O,X,X,X
LIOZJST,X,X,X,X,O,O,X,X,X
LIOZSTJ,X,X,X,X,X,X,X,X,O
LIOZSJT,X,X,X,X,O,O,X,X,X
LJTISZO,X,X,O,X,X,X,O,O,X
LJTISOZ,X,O,O,X,X,X,O,O,X
LJTIZSO,X,X,X,O,O,O,X,O,X
LJTIZOS,X,O,O,O,O,O,X,X,X
LJTIOSZ,X,O,O,X,X,X,O,O,X
LJTIOZS,X,O,O,O,X,X,X,X,X
LJTSIZO,X,O,O,X,X,X,O,O,X
LJTSIOZ,X,O,O,X,X,X,O,O,X
LJTSZIO,X,O,O,O,X,X,X,O,X
LJTSZOI,X,O,O,O,X,X,X,O,X
LJTSOIZ,X,O,O,X,X,X,O,O,X
LJTSOZI,X,O,O,O,X,X,X,O,X
LJTZISO,X,X,X,O,O,O,X,O,X
LJTZIOS,X,O,O,O,O,O,X,X,X
LJTZSIO,X,X,X,O,O,O,X,O,X
LJTZSOI,X,X,X,O,X,X,X,O,X
LJTZOIS,X,O,O,O,O,O,X,X,X
LJTZOSI,X,O,X,O,X,X,X,X,X
LJTOISZ,X,O,O,X,X,X,O,O,X
LJTOIZS,X,O,O,O,X,X,X,X,X
LJTOSIZ,X,O,O,X,X,X,O,O,X
LJTOSZI,X,O,O,O,X,X,X,O,X
LJTOZIS,X,O,O,O,X,X,X,X,X
LJTOZSI,X,O,X,O,X,X,X,X,X
LJITSZO,X,X,O,X,X,X,O,O,X
LJITSOZ,X,O,O,X,X,X,O,X,X
LJITZSO,X,X,X,X,X,O,X,X,X
LJITZOS,X,O,O,X,X,O,X,X,X
LJITOSZ,X,O,O,X,X,X,O,X,X
LJITOZS,X,O,O,X,X,X,X,X,X
LJISTZO,X,O,O,X,X,X,O,X,X
LJISTOZ,X,O,O,X,X,X,O,X,X
LJISZTO,X,X,X,O,X,X,O,X,X
LJISZOT,X,O,O,O,X,X,O,X,X
LJISOTZ,X,O,O,X,X,X,O,X,X
LJISOZT,X,O,O,O,X,X,O,X,X
LJIZTSO,X,X,X,O,O,O,X,X,X
LJIZTOS,X,X,X,O,O,O,X,X,X
LJIZSTO,X,X,X,X,O,O,O,X,X
LJIZSOT,X,X,X,O,O,O,O,X,X
LJIZOTS,X,X,O,O,O,O,X,X,X
LJIZOST,X,X,O,O,O,O,O,X,X
LJIOTSZ,X,X,O,X,X,X,O,X,X
LJIOTZS,X,X,O,X,X,X,X,X,X
LJIOSTZ,X,X,O,X,X,X,O,X,X
LJIOSZT,X,X,O,O,X,X,O,X,X
LJIOZTS,X,X,O,O,X,X,X,X,X
LJIOZST,X,X,O,O,X,X,O,X,X
LJSTIZO,X,O,O,X,X,X,O,O,X
LJSTIOZ,X,O,O,X,X,X,O,O,X
LJSTZIO,X,O,O,O,X,X,X,O,X
LJSTZOI,X,O,O,O,X,X,X,O,X
LJSTOIZ,X,O,O,X,X,X,O,O,X
LJSTOZI,X,O,O,O,X,X,X,O,X
LJSITZO,X,O,O,X,X,X,O,X,X
LJSITOZ,X,O,O,X,X,X,O,X,X
LJSIZTO,X,X,X,O,X,X,O,X,X
LJSIZOT,X,O,O,O,X,X,O,X,X
LJSIOTZ,X,O,O,X,X,X,O,X,X
LJSIOZT,X,O,O,O,X,X,O,X,X
LJSZTIO,X,X,O,O,X,X,X,X,X
LJSZTOI,X,X,O,O,X,X,X,X,X
LJSZITO,X,X,X,O,X,X,O,X,X
LJSZIOT,X,O,O,O,X,X,O,X,X
LJSZOTI,X,O,O,O,X,X,X,X,X
LJSZOIT,X,O,O,O,X,X,O,X,X
LJSOTIZ,X,O,O,X,X,X,O,X,X
LJSOTZI,X,O,O,O,X,X,X,X,X
LJSOITZ,X,O,O,X,X,X,O,X,X
LJSOIZT,X,O,O,O,X,X,O,X,X
LJSOZTI,X,O,O,O,X,X,X,X,X
LJSOZIT,X,O,O,O,X,X,O,X,X
LJZTISO,X,X,X,O,O,O,X,X,X
LJZTIOS,X,X,O,O,O,O,X,X,X
LJZTSIO,X,X,X,O,O,O,X,X,X
LJZTSOI,X,X,X,O,X,X,X,X,X
LJZTOIS,X,X,O,O,O,O,X,X,X
LJZTOSI,X,X,X,O,O,X,X,X,X
LJZITSO,X,X,X,O,O,O,X,X,X
LJZITOS,X,X,X,O,O,O,X,X,X
LJZISTO,X,X,X,X,O,O,O,X,X
LJZISOT,X,X,X,O,O,O,O,X,X
LJZIOTS,X,X,O,O,O,O,X,X,X
LJZIOST,X,X,O,O,O,O,O,X,X
LJZSTIO,X,X,O,O,O,O,X,X,X
LJZSTOI,X,X,O,O,X,X,X,X,X
LJZSITO,X,X,X,O,O,O,O,X,X
LJZSIOT,X,X,O,O,O,O,O,X,X
LJZSOTI,X,X,O,O,O,X,X,X,X
LJZSOIT,X,X,O,O,O,X,O,X,X
LJZOTIS,X,X,O,O,O,O,X,X,X
LJZOTSI,X,X,X,O,O,X,X,X,X
LJZOITS,X,X,O,O,O,O,X,X,X
LJZOIST,X,X,O,O,O,O,O,X,X
LJZOSTI,X,X,O,O,O,X,X,X,X
LJZOSIT,X,X,O,O,O,X,O,X,X
LJOTISZ,X,O,O,X,X,X,O,X,X
LJOTIZS,X,O,O,O,O,X,X,X,X
LJOTSIZ,X,O,O,X,X,X,O,X,X
LJOTSZI,X,O,O,O,X,X,X,X,X
LJOTZIS,X,O,O,O,O,X,X,X,X
LJOTZSI,X,O,X,O,O,X,X,X,X
LJOITSZ,X,X,O,X,X,X,O,X,X
LJOITZS,X,X,O,X,X,X,X,X,X
LJOISTZ,X,X,O,X,X,X,O,X,X
LJOISZT,X,X,O,O,X,X,O,X,X
LJOIZTS,X,X,O,O,O,X,X,X,X
LJOIZST,X,X,O,O,O,X,O,X,X
LJOSTIZ,X,O,O,X,X,X,O,X,X
LJOSTZI,X,O,O,O,X,X,X,X,X
LJOSITZ,X,O,O,X,X,X,O,X,X
LJOSIZT,X,O,O,O,X,X,O,X,X
LJOSZTI,X,O,O,O,X,X,X,X,X
LJOSZIT,X,O,O,O,X,X,O,X,X
LJOZTIS,X,X,O,O,O,X,X,X,X
LJOZTSI,X,X,X,O,O,X,X,X,X
LJOZITS,X,X,O,O,O,X,X,X,X
LJOZIST,X,X,O,O,O,X,O,X,X
LJOZSTI,X,X,O,O,O,X,X,X,X
LJOZSIT,X,X,O,O,O,X,O,X,X
LSTIJZO,O,O,O,X,X,X,O,O,X
LSTIJOZ,O,O,O,X,X,X,O,O,X
LSTIZJO,O,O,O,X,O,O,X,O,X
LSTIZOJ,O,O,X,X,X,X,X,O,O
LSTIOJZ,O,O,O,X,X,X,X,O,O
LSTIOZJ,O,O,X,X,X,X,X,O,O
LSTJIZO,O,O,O,X,X,X,O,O,X
LSTJIOZ,O,O,O,X,X,X,O,O,X
LSTJZIO,O,O,O,O,X,X,X,O,X
LSTJZOI,O,O,O,O,X,X,X,O,X
LSTJOIZ,O,O,O,X,X,X,O,O,X
LSTJOZI,O,O,O,O,X,X,X,O,X
LSTZIJO,O,O,O,O,O,O,X,O,X
LSTZIOJ,O,O,X,O,X,X,X,O,O
LSTZJIO,O,O,O,O,O,O,X,O,X
LSTZJOI,O,O,O,O,X,X,X,O,X
LSTZOIJ,O,O,X,O,X,X,X,O,O
LSTZOJI,O,O,X,O,X,X,X,O,O
LSTOIJZ,O,O,O,X,X,X,X,O,O
LSTOIZJ,O,O,X,X,X,X,X,O,O
LSTOJIZ,O,O,O,X,X,X,X,O,O
LSTOJZI,O,O,O,X,X,X,X,O,O
LSTOZIJ,O,O,X,X,X,X,X,O,O
LSTOZJI,O,O,X,X,X,X,X,O,O
LSITJZO,O,O,O,X,X,X,O,O,X
LSITJOZ,O,O,O,X,X,X,O,O,X
LSITZJO,O,O,O,X,X,O,X,O,X
LSITZOJ,O,O,X,X,X,X,X,O,O
LSITOJZ,O,O,O,X,X,X,X,X,O
LSITOZJ,O,O,X,X,X,X,X,O,O
LSIJTZO,O,O,O,X,X,X,O,X,X
LSIJTOZ,O,O,O,X,X,X,O,X,X
LSIJZTO,O,X,X,O,X,X,O,X,X
LSIJZOT,O,O,O,O,X,X,O,X,X
LSIJOTZ,X,O,O,X,X,X,O,X,X
LSIJOZT,X,O,O,O,X,X,O,X,X
LSIZTJO,O,O,X,O,X,X,X,X,X
LSIZTOJ,O,O,X,O,X,X,X,X,X
LSIZJTO,O,X,X,O,O,O,O,X,X
LSIZJOT,O,O,O,O,O,O,O,X,X
LSIZOTJ,O,X,X,X,X,X,X,X,X
LSIZOJT,O,O,X,O,X,X,X,X,X
LSIOTJZ,O,O,X,X,X,X,X,X,O
LSIOTZJ,O,O,X,X,X,X,X,X,O
LSIOJTZ,X,O,O,X,X,X,O,X,O
LSIOJZT,X,O,O,X,X,X,O,X,X
LSIOZTJ,O,X,X,X,X,X,X,X,O
LSIOZJT,O,O,X,X,X,X,X,X,X
LSJTIZO,O,O,O,X,X,X,O,O,X
LSJTIOZ,O,O,O,X,X,X,O,O,X
LSJTZIO,O,O,O,O,X,X,X,O,X
LSJTZOI,O,O,O,O,X,X,X,O,X
LSJTOIZ,O,O,O,X,X,X,O,O,X
LSJTOZI,O,O,O,O,X,X,X,O,X
LSJITZO,O,O,O,X,X,X,O,X,X
LSJITOZ,O,O,O,X,X,X,O,X,X
LSJIZTO,O,X,X,O,X,X,O,X,X
LSJIZOT,O,O,O,O,X,X,O,X,X
LSJIOTZ,X,O,O,X,X,X,O,X,X
LSJIOZT,X,O,O,O,X,X,O,X,X
LSJZTIO,O,X,O,O,X,X,X,X,X
LSJZTOI,O,X,O,O,X,X,X,X,X
LSJZITO,O,X,X,O,X,X,O,X,X
LSJZIOT,O,O,O,O,X,X,O,X,X
LSJZOTI,O,O,O,O,X,X,X,X,X
LSJZOIT,O,O,O,O,X,X,O,X,X
LSJOTIZ,O,O,O,X,X,X,O,X,X
LSJOTZI,O,O,O,O,X,X,X,X,X
LSJOITZ,X,O,O,X,X,X,O,X,X
LSJOIZT,X,O,O,O,X,X,O,X,X
LSJOZTI,O,O,O,O,X,X,X,X,X
LSJOZIT,O,O,O,O,X,X,O,X,X
LSZTIJO,O,O,O,O,O,O,X,O,X
LSZTIOJ,O,O,X,O,X,X,X,O,O
LSZTJIO,O,O,O,O,O,O,X,O,X
LSZTJOI,O,O,O,O,X,X,X,O,X
LSZTOIJ,O,O,X,O,X,X,X,O,O
LSZTOJI,O,O,X,O,X,X,X,X,O
LSZITJO,O,O,X,O,X,X,X,X,X
LSZITOJ,O,O,X,O,X,X,X,X,X
LSZIJTO,O,X,X,O,O,O,O,X,X
LSZIJOT,O,O,O,O,O,O,O,X,X
LSZIOTJ,O,X,X,X,X,X,X,X,X
LSZIOJT,O,O,X,O,X,X,X,X,X
LSZJTIO,O,X,O,O,O,O,X,X,X
LSZJTOI,O,X,O,O,X,X,X,X,X
LSZJITO,O,X,X,O,O,O,O,X,X
LSZJIOT,O,O,O,O,O,O,O,X,X
LSZJOTI,O,O,O,O,O,X,X,X,X
LSZJOIT,O,O,O,O,O,X,O,X,X
LSZOTIJ,O,O,X,O,O,X,X,X,O
LSZOTJI,O,O,X,O,O,X,X,X,O
LSZOITJ,O,X,X,X,X,X,X,X,O
LSZOIJT,O,O,X,O,O,X,X,X,X
LSZOJTI,O,O,X,O,O,X,X,X,O
LSZOJIT,O,O,X,O,O,X,X,X,X
LSOTIJZ,O,O,O,X,X,X,X,O,O
LSOTIZJ,O,O,X,X,O,X,X,O,O
LSOTJIZ,O,O,O,X,X,X,X,O,O
LSOTJZI,O,O,O,X,X,X,X,O,O
LSOTZIJ,O,O,X,X,O,X,X,O,O
LSOTZJI,O,O,X,X,O,X,X,O,O
LSOITJZ,O,O,X,X,X,X,X,O,O
LSOITZJ,O,O,X,X,X,X,X,O,O
LSOIJTZ,X,O,O,X,X,X,O,X,O
LSOIJZT,X,O,O,X,X,X,O,X,X
LSOIZTJ,O,X,X,X,X,X,X,X,O
LSOIZJT,O,O,X,X,O,X,X,X,X
LSOJTIZ,O,O,O,X,X,X,O,O,O
LSOJTZI,O,O,O,O,X,X,X,O,O
LSOJITZ,X,O,O,X,X,X,O,X,O
LSOJIZT,X,O,O,O,X,X,O,X,X
LSOJZTI,O,O,O,O,X,X,X,X,O
LSOJZIT,O,O,O,O,X,X,O,X,X
LSOZTIJ,O,O,X,O,O,X,X,O,O
LSOZTJI,O,O,X,O,O,X,X,O,O
LSOZITJ,O,X,X,X,X,X,X,X,O
LSOZIJT,O,O,X,O,O,X,X,X,X
LSOZJTI,O,O,X,O,O,X,X,X,O
LSOZJIT,O,O,X,O,O,X,X,X,X
LZTIJSO,O,X,X,O,O,O,X,X,X
LZTIJOS,O,O,O,O,O,O,X,X,X
LZTISJO,O,X,X,O,O,O,X,O,X
LZTISOJ,O,X,X,X,X,X,X,O,X
LZTIOJS,O,O,X,O,O,O,X,X,X
LZTIOSJ,O,X,X,X,O,O,X,X,X
LZTJISO,O,X,X,O,O,O,X,O,X
LZTJIOS,O,O,O,O,O,O,X,X,X
LZTJSIO,O,X,X,O,O,O,X,O,X
LZTJSOI,O,X,X,O,X,X,X,O,X
LZTJOIS,O,O,O,O,O,O,X,X,X
LZTJOSI,O,O,X,O,O,O,X,X,X
LZTSIJO,O,O,X,O,O,O,X,O,X
LZTSIOJ,O,O,X,X,X,X,X,O,X
LZTSJIO,O,O,X,O,O,O,X,O,X
LZTSJOI,O,O,X,O,X,X,X,O,X
LZTSOIJ,O,O,X,X,X,X,X,O,X
LZTSOJI,O,O,X,X,X,X,X,X,X
LZTOIJS,O,O,X,O,O,O,X,X,X
LZTOISJ,O,X,X,X,O,O,X,X,O
LZTOJIS,O,O,X,O,O,O,X,X,X
LZTOJSI,O,O,X,O,O,O,X,X,O
LZTOSIJ,O,O,X,X,O,O,X,X,O
LZTOSJI,O,O,X,X,O,O,X,X,O
LZITJSO,X,X,X,O,O,O,X,X,X
LZITJOS,X,O,X,O,O,O,X,X,X
LZITSJO,X,X,X,O,O,O,X,O,X
LZITSOJ,X,X,X,X,X,X,X,O,X
LZITOJS,X,O,X,O,O,O,X,X,X
LZITOSJ,X,X,X,X,O,X,X,X,X
LZIJTSO,X,X,X,O,O,O,X,X,X
LZIJTOS,X,X,X,O,O,O,X,X,X
LZIJSTO,O,X,X,X,O,O,O,X,X
LZIJSOT,O,X,X,O,O,O,O,X,X
LZIJOTS,X,X,O,O,O,O,X,X,X
LZIJOST,O,X,O,O,O,O,O,X,X
LZISTJO,O,O,X,X,X,X,X,X,X
LZISTOJ,O,O,X,X,X,X,X,X,X
LZISJTO,O,X,X,X,O,O,O,X,X
LZISJOT,O,O,X,O,O,O,O,X,X
LZISOTJ,O,X,X,X,X,X,X,X,X
LZISOJT,O,O,X,X,X,X,X,X,X
LZIOTJS,X,X,X,X,O,O,X,X,X
LZIOTSJ,X,X,X,X,O,X,X,X,X
LZIOJTS,X,X,X,O,O,O,X,X,X
LZIOJST,O,X,X,O,O,O,X,X,X
LZIOSTJ,O,X,X,X,X,X,X,X,X
LZIOSJT,O,X,X,X,O,O,X,X,X
LZJTISO,X,X,X,O,O,O,X,X,X
LZJTIOS,X,X,O,O,O,O,X,X,X
LZJTSIO,X,X,X,O,O,O,X,X,X
LZJTSOI,X,X,X,O,X,X,X,X,X
LZJTOIS,X,X,O,O,O,O,X,X,X
LZJTOSI,X,X,X,O,O,O,X,X,X
LZJITSO,X,X,X,O,O,O,X,X,X
LZJITOS,X,X,X,O,O,O,X,X,X
LZJISTO,O,X,X,X,O,O,O,X,X
LZJISOT,O,X,X,O,O,O,O,X,X
LZJIOTS,X,X,O,O,O,O,X,X,X
LZJIOST,O,X,O,O,O,O,O,X,X
LZJSTIO,O,X,O,O,O,O,X,X,X
LZJSTOI,O,X,O,O,X,X,X,X,X
LZJSITO,O,X,X,O,O,O,O,X,X
LZJSIOT,O,X,O,O,O,O,O,X,X
LZJSOTI,O,X,O,O,O,X,X,X,X
LZJSOIT,O,X,O,O,O,X,O,X,X
LZJOTIS,X,X,O,O,O,O,X,X,X
LZJOTSI,X,X,X,O,O,O,X,X,X
LZJOITS,X,X,O,O,O,O,X,X,X
LZJOIST,O,X,O,O,O,O,O,X,X
LZJOSTI,O,X,O,O,O,O,X,X,X
LZJOSIT,O,X,O,O,O,O,O,X,X
LZSTIJO,O,O,O,O,O,O,X,O,X
LZSTIOJ,O,O,X,O,X,X,X,O,O
LZSTJIO,O,O,O,O,O,O,X,O,X
LZSTJOI,O,O,O,O,X,X,X,O,X
LZSTOIJ,O,O,X,O,X,X,X,O,O
LZSTOJI,O,O,X,O,X,X,X,X,O
LZSITJO,O,O,X,O,X,X,X,X,X
LZSITOJ,O,O,X,O,X,X,X,X,X
LZSIJTO,O,X,X,O,O,O,O,X,X
LZSIJOT,O,O,O,O,O,O,O,X,X
LZSIOTJ,O,X,X,X,X,X,X,X,X
LZSIOJT,O,O,X,O,X,X,X,X,X
LZSJTIO,O,X,O,O,O,O,X,X,X
LZSJTOI,O,X,O,O,X,X,X,X,X
LZSJITO,O,X,X,O,O,O,O,X,X
LZSJIOT,O,O,O,O,O,O,O,X,X
LZSJOTI,O,O,O,O,O,X,X,X,X
LZSJOIT,O,O,O,O,O,X,O,X,X
LZSOTIJ,O,O,X,O,O,X,X,X,O
LZSOTJI,O,O,X,O,O,X,X,X,O
LZSOITJ,O,X,X,X,X,X,X,X,O
LZSOIJT,O,O,X,O,O,X,X,X,X
LZSOJTI,O,O,X,O,O,X,X,X,O
LZSOJIT,O,O,X,O,O,X,X,X,X
LZOTIJS,O,O,X,O,O,O,X,X,X
LZOTISJ,O,X,X,X,O,O,X,X,O
LZOTJIS,O,O,X,O,O,O,X,X,X
LZOTJSI,O,O,X,O,O,O,X,X,O
LZOTSIJ,O,O,X,X,O,O,X,X,O
LZOTSJI,O,O,X,X,O,O,X,X,O
LZOITJS,X,X,X,X,O,O,X,X,X
LZOITSJ,X,X,X,X,O,O,X,X,O
LZOIJTS,X,X,X,O,O,O,X,X,X
LZOIJST,O,X,X,O,O,O,X,X,X
LZOISTJ,O,X,X,X,X,X,X,X,O
LZOISJT,O,X,X,X,O,O,X,X,X
LZOJTIS,X,X,X,O,O,O,X,X,X
LZOJTSI,X,X,X,O,O,O,X,X,O
LZOJITS,X,X,X,O,O,O,X,X,X
LZOJIST,O,X,X,O,O,O,X,X,X
LZOJSTI,O,X,X,O,O,O,X,X,O
LZOJSIT,O,X,X,O,O,O,X,X,X
LZOSTIJ,O,O,X,X,O,O,X,X,O
LZOSTJI,O,O,X,X,O,O,X,X,O
LZOSITJ,O,X,X,X,X,X,X,X,O
LZOSIJT,O,O,X,X,O,O,X,X,X
LZOSJTI,O,O,X,X,O,O,X,X,O
LZOSJIT,O,O,X,X,O,O,X,X,X
LOTIJSZ,O,O,O,X,X,X,X,O,X
LOTIJZS,X,O,O,X,O,O,X,O,X
LOTISJZ,O,O,X,X,X,X,X,O,O
LOTISZJ,O,O,X,X,O,O,X,O,O
LOTIZJS,X,O,X,X,O,O,X,X,X
LOTIZSJ,X,X,X,X,O,O,X,O,X
LOTJISZ,O,O,O,X,X,X,X,O,X
LOTJIZS,X,O,O,X,O,O,X,O,X
LOTJSIZ,O,O,O,X,X,X,X,O,X
LOTJSZI,O,O,X,X,X,X,X,O,X
LOTJZIS,X,O,O,X,O,O,X,O,X
LOTJZSI,X,O,X,X,O,O,X,O,X
