sequence,v115@FhB8GeC8DeA8CeB8CeB8CeB8JeZEJvhFukB1lB0hB6?sBXqBzrB,v115@FhB8GeC8DeA8CeB8CeB8CeB8JeZEJvhFukB1lB0hBX?qBCsBTsB,v115@FhB8GeC8DeA8CeB8CeB8CeB8Je/EJvhFRgBFiBTlB0?mB2uBSxB,v115@FhB8GeC8DeA8CeB8CeB8CeB8JeZEJvhFCgB0hBllBz?pBGsBXsB,v115@FhB8GeC8DeA8CeB8CeB8CeB8Je2EJvhFRgB1mBcqBX?nBTpBSxB,v115@FhB8GeC8DeA8CeB8CeB8CeB8Jex/IvhF0hBTkBllBy?uBGsBXsB,v115@FhB8GeC8DeA8CeB8CeB8CeB8JeZEJvhF0hBupB3lB6?sBzrBFqB,v115@FhB8GeC8DeA8CeB8CeB8CeB8Jex/IvhF0hBlkB3lB2?uBCsBTsB,v115@FhB8GeC8DeA8CeB8CeB8CeB8JeT/IvhFxhBllBUnBi?pBWxBXqB,v115@FhB8GeC8DeA8CeB8CeB8CeB8JeZEJvhF0hBupB3lBC?sBFqBTsB,v115@FhB8GeC8DeA8CeB8CeB8CeB8JeZEJvhF0hBfqBllBT?nBWxBCqB,v115@FhB8GeC8DeA8CeB8CeB8CeB8Jex/IvhF0hBKpBfqBl?lBTnBWxB
JIOSTZL,O,X,O,O,X,X,O,X,X,X,O,X
JIOSLTZ,O,X,O,X,X,X,X,X,X,X,X,X
JIOSLZT,X,X,O,X,X,X,O,X,X,O,X,X
JIOSZTL,O,X,O,O,X,X,O,X,X,X,O,X
JIOSZLT,X,X,O,X,X,X,O,X,X,O,X,X
JIOZTLS,O,X,X,O,X,X,X,X,X,X,X,X
JIOZTSL,O,X,O,O,X,X,O,X,X,X,X,X
JIOZLTS,X,X,X,O,X,X,X,X,X,X,X,X
JIOZLST,X,X,X,X,X,X,O,X,X,X,X,X
JIOZSTL,O,X,O,O,X,X,O,X,X,X,O,X
JIOZSLT,X,X,O,X,X,X,O,X,X,X,X,X
JLTISZO,X,O,O,X,X,X,X,O,X,O,X,X
JLTISOZ,X,O,O,X,X,X,X,O,X,X,X,X
JLTIZSO,X,O,X,X,X,X,X,O,O,O,X,X
JLTIZOS,X,X,X,X,X,O,X,X,O,X,X,X
JLTIOSZ,X,X,O,X,X,O,X,X,X,X,X,X
JLTIOZS,X,X,X,X,X,O,X,X,O,X,X,X
JLTSIZO,X,O,O,X,X,X,X,O,X,O,O,O
JLTSIOZ,X,O,O,X,X,X,X,O,X,X,X,O
JLTSZIO,X,O,O,X,X,X,X,O,O,O,O,O
JLTSZOI,X,O,O,X,X,O,X,O,O,X,X,O
JLTSOIZ,X,O,O,X,X,O,X,O,X,X,X,O
JLTSOZI,X,O,O,X,X,O,X,O,O,X,X,O
JLTZISO,X,O,O,X,O,X,X,O,O,O,X,X
JLTZIOS,X,X,O,X,O,O,X,X,O,X,X,X
JLTZSIO,X,O,O,X,O,X,X,O,O,O,O,O
JLTZSOI,X,O,O,X,O,O,X,O,O,X,X,O
JLTZOIS,X,X,O,O,O,O,X,X,O,X,X,X
JLTZOSI,X,X,O,O,O,O,X,O,O,X,X,X
JLTOISZ,X,X,O,O,X,O,X,X,X,X,X,X
JLTOIZS,X,X,X,O,X,O,X,X,O,X,X,X
JLTOSIZ,X,X,O,O,X,O,X,O,X,X,X,X
JLTOSZI,X,X,O,O,X,O,X,O,O,X,X,X
JLTOZIS,X,X,O,O,O,O,X,X,O,X,X,X
JLTOZSI,X,X,O,O,O,O,X,O,O,X,X,X
JLITSZO,X,O,O,X,X,X,X,O,X,O,X,X
JLITSOZ,X,O,O,X,X,X,X,O,X,X,X,X
JLITZSO,X,O,X,X,X,X,X,O,O,O,X,X
JLITZOS,X,X,X,X,X,O,X,X,O,X,X,X
JLITOSZ,X,X,O,X,X,O,X,X,X,X,X,X
JLITOZS,X,X,X,X,X,O,X,X,O,X,X,X
JLISTZO,X,O,O,X,X,X,X,O,X,O,O,O
JLISTOZ,X,O,O,X,X,X,X,O,X,X,X,O
JLISZTO,X,O,O,X,X,X,X,O,X,O,O,O
JLISZOT,X,X,O,X,X,X,O,X,X,O,X,X
JLISOTZ,X,O,O,X,X,X,X,X,X,X,X,X
JLISOZT,X,X,O,X,X,X,O,X,X,O,X,X
JLIZTSO,X,O,O,X,X,X,X,O,O,O,X,X
JLIZTOS,X,X,O,X,X,O,X,X,O,X,X,X
JLIZSTO,X,O,O,X,X,X,X,O,O,O,O,O
JLIZSOT,X,X,O,X,X,X,X,X,O,O,X,X
JLIZOTS,X,X,O,O,X,O,X,X,O,X,X,X
JLIZOST,X,X,O,X,X,X,X,X,O,O,X,X
JLIOTSZ,X,X,O,O,X,O,X,X,X,X,X,X
JLIOTZS,X,X,X,O,X,O,X,X,O,X,X,X
JLIOSTZ,X,X,O,X,X,X,X,X,X,X,X,X
JLIOSZT,X,X,O,X,X,X,O,X,X,O,X,X
JLIOZTS,X,X,O,O,X,O,X,X,O,X,X,X
JLIOZST,X,X,O,X,X,X,O,X,O,O,X,X
JLSTIZO,X,O,O,X,X,X,X,O,X,O,O,O
JLSTIOZ,X,O,O,X,X,X,X,O,X,X,X,O
JLSTZIO,X,O,O,X,X,X,X,O,O,O,O,O
JLSTZOI,X,O,O,X,X,O,X,O,O,X,X,O
JLSTOIZ,X,O,O,X,X,O,X,O,X,X,X,O
JLSTOZI,X,O,O,X,X,O,X,O,O,X,X,O
JLSITZO,X,O,O,X,X,X,X,O,X,O,O,O
JLSITOZ,X,O,O,X,X,X,X,O,X,X,X,O
JLSIZTO,X,O,O,X,X,X,X,O,X,O,O,O
JLSIZOT,X,X,O,X,X,X,O,X,X,O,X,X
JLSIOTZ,X,O,O,X,X,X,X,X,X,X,X,X
JLSIOZT,X,X,O,X,X,X,O,X,X,O,X,X
JLSZTIO,X,O,O,X,X,X,X,O,O,O,O,O
JLSZTOI,X,O,O,X,X,O,X,O,O,X,X,O
JLSZITO,X,O,O,X,X,X,X,O,O,O,O,O
JLSZIOT,X,X,O,X,X,X,O,X,O,O,X,X
JLSZOTI,X,X,O,X,X,O,X,O,O,X,X,O
JLSZOIT,X,X,O,X,X,X,X,X,O,O,X,X
JLSOTIZ,X,O,O,X,X,O,X,O,X,X,X,O
JLSOTZI,X,O,O,X,X,O,X,O,O,X,X,O
JLSOITZ,X,O,O,X,X,X,X,X,X,X,X,X
JLSOIZT,X,X,O,X,X,X,O,X,X,O,X,X
JLSOZTI,X,X,O,X,X,O,X,O,O,X,X,O
JLSOZIT,X,X,O,X,X,X,O,X,O,O,X,X
JLZTISO,X,O,O,X,O,X,X,O,O,O,X,X
JLZTIOS,X,X,O,X,O,O,X,X,O,X,X,X
JLZTSIO,X,O,O,X,O,X,X,O,O,O,O,O
JLZTSOI,X,O,O,X,O,O,X,O,O,X,X,O
JLZTOIS,X,X,O,O,O,O,X,X,O,X,X,X
JLZTOSI,X,X,O,O,O,O,X,O,O,X,X,X
JLZITSO,X,O,O,X,O,X,X,O,O,O,X,X
JLZITOS,X,X,O,X,O,O,X,X,O,X,X,X
JLZISTO,X,O,O,X,O,X,X,O,O,O,O,O
JLZISOT,X,X,O,X,X,X,X,X,O,O,X,X
JLZIOTS,X,X,O,O,O,O,X,X,O,X,X,X
JLZIOST,X,X,O,X,X,X,X,X,O,O,X,X
JLZSTIO,X,O,O,X,O,X,X,O,O,O,O,O
JLZSTOI,X,O,O,X,O,O,X,O,O,X,X,O
JLZSITO,X,O,O,X,O,X,X,O,O,O,O,O
JLZSIOT,X,X,O,X,X,X,X,X,O,O,X,X
JLZSOTI,X,X,O,X,X,O,X,O,O,X,X,O
JLZSOIT,X,X,O,X,X,X,X,X,O,O,X,X
JLZOTIS,X,X,O,O,O,O,X,X,O,X,X,X
JLZOTSI,X,X,O,O,O,O,X,O,O,X,X,X
JLZOITS,X,X,O,O,O,O,X,X,O,X,X,X
JLZOIST,X,X,O,X,O,X,X,X,O,O,X,X
JLZOSTI,X,X,O,X,O,O,X,O,O,X,X,O
JLZOSIT,X,X,O,X,O,X,X,X,O,O,X,X
JLOTISZ,X,X,O,O,X,O,X,X,X,X,X,X
JLOTIZS,X,X,X,O,X,O,X,X,O,X,X,X
JLOTSIZ,X,X,O,O,X,O,X,O,X,X,X,X
JLOTSZI,X,X,O,O,X,O,X,O,O,X,X,X
JLOTZIS,X,X,O,O,O,O,X,X,O,X,X,X
JLOTZSI,X,X,O,O,O,O,X,O,O,X,X,X
JLOITSZ,X,X,O,O,X,O,X,X,X,X,X,X
JLOITZS,X,X,X,O,X,O,X,X,O,X,X,X
JLOISTZ,X,X,O,X,X,X,X,X,X,X,X,X
JLOISZT,X,X,O,X,X,X,O,X,X,O,X,X
JLOIZTS,X,X,O,O,X,O,X,X,O,X,X,X
JLOIZST,X,X,O,X,X,X,O,X,O,O,X,X
JLOSTIZ,X,X,O,X,X,O,X,O,X,X,X,O
JLOSTZI,X,X,O,X,X,O,X,O,O,X,X,O
JLOSITZ,X,X,O,X,X,X,X,X,X,X,X,X
JLOSIZT,X,X,O,X,X,X,O,X,X,O,X,X
JLOSZTI,X,X,O,X,X,O,X,O,O,X,X,O
JLOSZIT,X,X,O,X,X,X,O,X,O,O,X,X
JLOZTIS,X,X,O,O,O,O,X,X,O,X,X,X
JLOZTSI,X,X,O,O,O,O,X,O,O,X,X,X
JLOZITS,X,X,O,O,O,O,X,X,O,X,X,X
JLOZIST,X,X,O,X,O,X,O,X,O,O,X,X
JLOZSTI,X,X,O,X,O,O,X,O,O,X,X,O
JLOZSIT,X,X,O,X,O,X,O,X,O,O,X,X
JSTILZO,O,O,O,X,X,X,X,O,X,O,O,X
JSTILOZ,O,O,O,X,X,X,X,O,X,X,X,X
JSTIZLO,O,O,O,X,X,X,X,O,X,O,O,X
JSTIZOL,O,O,O,X,X,X,O,O,X,X,O,X
JSTIOLZ,O,O,O,X,X,X,X,O,X,X,X,X
JSTIOZL,O,O,O,X,X,X,O,O,X,X,O,X
JSTLIZO,O,O,O,X,X,X,X,O,X,O,O,X
JSTLIOZ,O,O,O,X,X,X,X,O,X,X,X,X
JSTLZIO,O,O,O,X,X,X,X,O,O,O,O,X
JSTLZOI,X,O,O,X,X,O,X,O,O,X,X,X
JSTLOIZ,O,O,O,X,X,O,X,O,X,X,X,X
JSTLOZI,O,O,O,X,X,O,X,O,O,X,X,X
JSTZILO,O,O,O,X,X,X,X,O,O,O,O,X
JSTZIOL,O,O,O,X,X,X,O,O,X,X,O,X
JSTZLIO,O,O,O,X,X,X,X,O,O,X,O,X
JSTZLOI,X,O,O,X,X,O,X,O,O,X,X,X
JSTZOIL,O,O,O,O,X,X,X,O,X,X,O,X
JSTZOLI,O,X,O,O,X,X,X,O,X,X,X,X
JSTOILZ,O,O,O,O,X,X,X,O,X,X,X,X
JSTOIZL,O,O,O,O,X,X,O,O,X,X,O,X
JSTOLIZ,O,O,O,O,X,X,X,O,X,X,X,X
JSTOLZI,O,O,O,O,X,X,X,O,X,X,X,X
JSTOZIL,O,O,O,O,X,X,O,O,X,X,O,X
JSTOZLI,O,X,O,O,X,X,X,O,X,X,X,X
JSITLZO,O,O,O,X,X,X,X,O,X,O,O,X
JSITLOZ,O,O,O,X,X,X,X,O,X,X,X,X
JSITZLO,O,O,O,X,X,X,X,O,X,O,O,X
JSITZOL,O,O,O,X,X,X,O,O,X,X,O,X
JSITOLZ,O,O,O,X,X,X,X,O,X,X,X,X
JSITOZL,O,O,O,X,X,X,O,O,X,X,O,X
JSILTZO,O,O,O,X,X,X,X,O,X,O,O,X
JSILTOZ,O,O,O,X,X,X,X,O,X,X,X,X
JSILZTO,X,O,O,X,X,X,X,O,X,O,O,X
JSILZOT,X,X,O,X,X,X,O,X,X,O,X,X
JSILOTZ,O,O,O,X,X,X,X,X,X,X,X,X
JSILOZT,X,X,O,X,X,X,O,X,X,O,X,X
JSIZTLO,O,O,O,X,X,X,X,O,X,O,O,X
JSIZTOL,O,O,O,X,X,X,O,O,X,X,O,X
JSIZLTO,X,O,O,X,X,X,X,X,X,O,O,X
JSIZLOT,X,X,O,X,X,X,O,X,X,O,X,X
JSIZOTL,O,X,O,O,X,X,O,X,X,X,O,X
JSIZOLT,X,X,O,X,X,X,O,X,X,O,X,X
JSIOTLZ,O,O,O,O,X,X,X,X,X,X,X,X
JSIOTZL,O,O,O,O,X,X,O,X,X,X,O,X
JSIOLTZ,O,O,O,X,X,X,X,X,X,X,X,X
JSIOLZT,X,X,O,X,X,X,O,X,X,O,X,X
JSIOZTL,O,X,O,O,X,X,O,X,X,X,O,X
JSIOZLT,X,X,O,X,X,X,O,X,X,O,X,X
JSLTIZO,O,O,O,X,X,X,X,O,X,O,O,O
JSLTIOZ,O,O,O,X,X,X,X,O,X,X,X,O
JSLTZIO,O,O,O,X,X,X,X,O,O,O,O,O
JSLTZOI,X,O,O,X,X,O,X,O,O,X,X,O
JSLTOIZ,O,O,O,X,X,O,X,O,X,X,X,O
JSLTOZI,O,O,O,X,X,O,X,O,O,X,X,O
JSLITZO,O,O,O,X,X,X,X,O,X,O,O,O
JSLITOZ,O,O,O,X,X,X,X,O,X,X,X,O
JSLIZTO,X,O,O,X,X,X,X,O,X,O,O,O
JSLIZOT,X,X,O,X,X,X,O,X,X,O,X,X
JSLIOTZ,O,O,O,X,X,X,X,X,X,X,X,X
JSLIOZT,X,X,O,X,X,X,O,X,X,O,X,X
JSLZTIO,X,O,O,X,X,X,X,O,O,O,O,O
JSLZTOI,X,O,O,X,X,O,X,O,O,X,X,O
JSLZITO,X,O,O,X,X,X,X,O,O,O,O,O
JSLZIOT,X,X,O,X,X,X,O,X,O,O,X,X
JSLZOTI,X,X,O,X,X,O,X,O,O,X,X,O
JSLZOIT,X,X,O,X,X,X,X,X,O,O,X,X
JSLOTIZ,O,O,O,X,X,O,X,O,X,X,X,O
JSLOTZI,O,O,O,X,X,O,X,O,O,X,X,O
JSLOITZ,O,O,O,X,X,X,X,X,X,X,X,X
JSLOIZT,X,X,O,X,X,X,O,X,X,O,X,X
JSLOZTI,X,X,O,X,X,O,X,O,O,X,X,O
JSLOZIT,X,X,O,X,X,X,O,X,O,O,X,X
JSZTILO,O,O,O,X,X,X,X,O,O,O,O,X
JSZTIOL,O,O,O,X,X,X,O,O,X,X,O,X
JSZTLIO,O,O,O,X,X,X,X,O,O,X,O,X
JSZTLOI,X,O,O,X,X,O,X,O,O,X,X,X
JSZTOIL,O,O,O,O,X,X,X,O,X,X,O,X
JSZTOLI,O,X,O,O,X,X,X,O,X,X,X,X
JSZITLO,O,O,O,X,X,X,X,O,O,O,O,X
JSZITOL,O,O,O,X,X,X,O,O,X,X,O,X
JSZILTO,X,O,O,X,X,X,X,X,O,O,O,X
JSZILOT,X,X,O,X,X,X,O,X,O,O,X,X
JSZIOTL,O,X,O,O,X,X,O,X,X,X,O,X
JSZIOLT,X,X,O,X,X,X,O,X,X,O,X,X
JSZLTIO,X,O,O,X,X,X,X,O,O,O,O,O
JSZLTOI,X,O,O,X,X,O,X,O,O,X,X,O
JSZLITO,X,O,O,X,X,X,X,O,O,O,O,O
JSZLIOT,X,X,O,X,X,X,O,X,O,O,X,X
JSZLOTI,X,X,O,X,X,O,X,O,O,X,X,O
JSZLOIT,X,X,O,X,X,X,X,X,O,O,X,X
JSZOTIL,O,X,O,O,X,X,O,O,X,X,O,X
JSZOTLI,O,X,O,O,X,X,X,O,X,X,X,X
JSZOITL,O,X,O,O,X,X,O,X,X,X,O,X
JSZOILT,X,X,O,X,X,X,O,X,X,O,X,X
JSZOLTI,X,X,O,X,X,X,X,X,X,X,X,X
JSZOLIT,X,X,O,X,X,X,O,X,X,X,X,X
JSOTILZ,O,O,O,O,X,X,X,O,X,X,X,X
JSOTIZL,O,O,O,O,X,X,O,O,X,X,O,X
JSOTLIZ,O,O,O,O,X,X,X,O,X,X,X,X
JSOTLZI,O,O,O,O,X,X,X,O,X,X,X,X
JSOTZIL,O,O,O,O,X,X,O,O,X,X,O,X
JSOTZLI,O,X,O,O,X,X,X,O,X,X,X,X
JSOITLZ,O,O,O,O,X,X,X,X,X,X,X,X
JSOITZL,O,O,O,O,X,X,O,X,X,X,O,X
JSOILTZ,O,O,O,X,X,X,X,X,X,X,X,X
JSOILZT,X,X,O,X,X,X,O,X,X,O,X,X
JSOIZTL,O,X,O,O,X,X,O,X,X,X,O,X
JSOIZLT,X,X,O,X,X,X,O,X,X,O,X,X
JSOLTIZ,O,O,O,X,X,X,X,O,X,X,X,X
JSOLTZI,O,O,O,X,X,X,X,O,X,X,X,X
JSOLITZ,O,O,O,X,X,X,X,X,X,X,X,X
JSOLIZT,X,X,O,X,X,X,O,X,X,O,X,X
JSOLZTI,X,X,O,X,X,X,X,O,X,X,X,X
JSOLZIT,X,X,O,X,X,X,O,X,X,O,X,X
JSOZTIL,O,X,O,O,X,X,O,O,X,X,O,X
JSOZTLI,O,X,O,O,X,X,X,O,X,X,X,X
JSOZITL,O,X,O,O,X,X,O,X,X,X,O,X
JSOZILT,X,X,O,X,X,X,O,X,X,O,X,X
JSOZLTI,X,X,O,X,X,X,X,X,X,X,X,X
JSOZLIT,X,X,O,X,X,X,O,X,X,X,X,X
JZTILSO,X,X,X,X,O,X,X,X,O,X,X,X
JZTILOS,X,X,X,X,O,O,X,X,O,X,X,X
JZTISLO,X,X,O,X,O,X,X,X,O,X,O,X
JZTISOL,X,X,O,X,X,X,X,X,X,X,O,X
JZTIOLS,X,X,X,O,O,X,X,X,O,X,X,X
JZTIOSL,X,X,O,O,X,X,X,X,X,X,X,X
JZTLISO,X,X,X,X,O,X,X,O,O,X,X,X
JZTLIOS,X,X,X,X,O,O,X,X,O,X,X,X
JZTLSIO,X,X,O,X,O,X,X,O,O,X,O,O
JZTLSOI,X,X,O,X,O,O,X,O,O,X,X,O
JZTLOIS,X,X,X,O,O,O,X,X,O,X,X,X
JZTLOSI,X,X,O,O,O,O,X,O,O,X,X,X
JZTSILO,X,X,O,X,O,X,X,O,O,X,O,X
JZTSIOL,X,X,O,X,X,X,X,O,X,X,O,X
JZTSLIO,X,X,O,X,O,X,X,O,O,X,O,X
JZTSLOI,X,X,O,X,O,O,X,O,O,X,X,X
JZTSOIL,X,X,O,O,X,X,X,O,X,X,O,X
JZTSOLI,X,X,O,O,X,X,X,O,X,X,X,X
JZTOILS,X,X,X,O,O,X,X,X,O,X,X,X
JZTOISL,X,X,O,O,O,X,X,X,X,X,X,X
JZTOLIS,X,X,X,O,O,O,X,X,O,X,X,X
JZTOLSI,X,X,O,O,O,O,X,X,O,X,X,X
JZTOSIL,X,X,O,O,O,X,X,X,X,X,O,X
JZTOSLI,X,X,O,O,O,X,X,X,X,X,X,X
JZITLSO,X,X,X,X,O,X,X,X,O,X,X,X
JZITLOS,X,X,X,X,O,O,X,X,O,X,X,X
JZITSLO,X,X,O,X,O,X,X,X,O,X,O,X
JZITSOL,X,X,O,X,X,X,X,X,X,X,O,X
JZITOLS,X,X,X,O,O,X,X,X,O,X,X,X
JZITOSL,X,X,O,O,X,X,X,X,X,X,X,X
JZILTSO,X,X,X,X,O,X,X,X,O,O,X,X
JZILTOS,X,X,X,X,O,O,X,X,O,X,X,X
JZILSTO,X,X,X,X,O,X,X,X,O,O,O,O
JZILSOT,X,X,X,X,X,X,X,X,O,O,X,X
JZILOTS,X,X,X,O,O,O,X,X,O,X,X,X
JZILOST,X,X,X,X,X,X,X,X,O,O,X,X
JZISTLO,X,X,O,X,O,X,X,X,O,O,O,X
JZISTOL,X,X,O,X,X,X,O,X,X,X,O,X
JZISLTO,X,X,O,X,O,X,X,X,O,O,O,X
JZISLOT,X,X,X,X,X,X,O,X,O,O,X,X
JZISOTL,X,X,O,O,X,X,O,X,X,X,O,X
JZISOLT,X,X,O,X,X,X,O,X,X,O,X,X
JZIOTLS,X,X,X,O,O,X,X,X,O,X,X,X
JZIOTSL,X,X,O,O,X,X,O,X,X,X,X,X
JZIOLTS,X,X,X,O,O,X,X,X,O,X,X,X
JZIOLST,X,X,X,X,X,X,O,X,O,X,X,X
JZIOSTL,X,X,O,O,X,X,O,X,X,X,O,X
JZIOSLT,X,X,O,X,X,X,O,X,X,X,X,X
JZLTISO,X,X,O,X,O,X,X,O,O,O,X,X
JZLTIOS,X,X,O,X,O,O,X,X,O,X,X,X
JZLTSIO,X,X,O,X,O,X,X,O,O,O,O,O
JZLTSOI,X,X,O,X,O,O,X,O,O,X,X,O
JZLTOIS,X,X,O,O,O,O,X,X,O,X,X,X
JZLTOSI,X,X,O,O,O,O,X,O,O,X,X,X
JZLITSO,X,X,O,X,O,X,X,O,O,O,X,X
JZLITOS,X,X,O,X,O,O,X,X,O,X,X,X
JZLISTO,X,X,O,X,O,X,X,O,O,O,O,O
JZLISOT,X,X,O,X,X,X,X,X,O,O,X,X
JZLIOTS,X,X,O,O,O,O,X,X,O,X,X,X
JZLIOST,X,X,O,X,X,X,X,X,O,O,X,X
JZLSTIO,X,X,O,X,O,X,X,O,O,O,O,O
JZLSTOI,X,X,O,X,O,O,X,O,O,X,X,O
JZLSITO,X,X,O,X,O,X,X,O,O,O,O,O
JZLSIOT,X,X,O,X,X,X,X,X,O,O,X,X
JZLSOTI,X,X,O,X,X,O,X,O,O,X,X,O
JZLSOIT,X,X,O,X,X,X,X,X,O,O,X,X
JZLOTIS,X,X,O,O,O,O,X,X,O,X,X,X
JZLOTSI,X,X,O,O,O,O,X,O,O,X,X,X
JZLOITS,X,X,O,O,O,O,X,X,O,X,X,X
JZLOIST,X,X,O,X,O,X,X,X,O,O,X,X
JZLOSTI,X,X,O,X,O,O,X,O,O,X,X,O
JZLOSIT,X,X,O,X,O,X,X,X,O,O,X,X
JZSTILO,X,X,O,X,O,X,X,O,O,O,O,X
JZSTIOL,X,X,O,X,X,X,O,O,X,X,O,X
JZSTLIO,X,X,O,X,O,X,X,O,O,X,O,X
JZSTLOI,X,X,O,X,O,O,X,O,O,X,X,X
JZSTOIL,X,X,O,O,X,X,X,O,X,X,O,X
JZSTOLI,X,X,O,O,X,X,X,O,X,X,X,X
JZSITLO,X,X,O,X,O,X,X,O,O,O,O,X
JZSITOL,X,X,O,X,X,X,O,O,X,X,O,X
JZSILTO,X,X,O,X,O,X,X,X,O,O,O,X
JZSILOT,X,X,O,X,X,X,O,X,O,O,X,X
JZSIOTL,X,X,O,O,X,X,O,X,X,X,O,X
JZSIOLT,X,X,O,X,X,X,O,X,X,O,X,X
JZSLTIO,X,X,O,X,O,X,X,O,O,O,O,O
JZSLTOI,X,X,O,X,O,O,X,O,O,X,X,O
JZSLITO,X,X,O,X,O,X,X,O,O,O,O,O
JZSLIOT,X,X,O,X,X,X,O,X,O,O,X,X
JZSLOTI,X,X,O,X,X,O,X,O,O,X,X,O
JZSLOIT,X,X,O,X,X,X,X,X,O,O,X,X
JZSOTIL,X,X,O,O,X,X,O,O,X,X,O,X
JZSOTLI,X,X,O,O,X,X,X,O,X,X,X,X
JZSOITL,X,X,O,O,X,X,O,X,X,X,O,X
JZSOILT,X,X,O,X,X,X,O,X,X,O,X,X
JZSOLTI,X,X,O,X,X,X,X,X,X,X,X,X
JZSOLIT,X,X,O,X,X,X,O,X,X,X,X,X
JZOTILS,X,X,X,O,O,X,X,X,O,X,X,X
JZOTISL,X,X,O,O,O,X,O,X,X,X,X,X
JZOTLIS,X,X,X,O,O,O,X,X,O,X,X,X
JZOTLSI,X,X,O,O,O,O,X,X,O,X,X,X
JZOTSIL,X,X,O,O,O,X,O,X,X,X,O,X
JZOTSLI,X,X,O,O,O,X,X,X,X,X,X,X
JZOITLS,X,X,X,O,O,X,X,X,O,X,X,X
JZOITSL,X,X,O,O,O,X,O,X,X,X,X,X
JZOILTS,X,X,X,O,O,X,X,X,O,X,X,X
JZOILST,X,X,X,X,O,X,O,X,O,X,X,X
JZOISTL,X,X,O,O,O,X,O,X,X,X,O,X
JZOISLT,X,X,O,X,O,X,O,X,X,X,X,X
JZOLTIS,X,X,O,O,O,O,X,X,O,X,X,X
JZOLTSI,X,X,O,O,O,O,X,X,O,X,X,X
JZOLITS,X,X,O,O,O,O,X,X,O,X,X,X
JZOLIST,X,X,O,X,O,X,O,X,O,X,X,X
JZOLSTI,X,X,O,X,O,O,X,X,O,X,X,O
JZOLSIT,X,X,O,X,O,X,O,X,O,X,X,X
JZOSTIL,X,X,O,O,O,X,O,X,X,X,O,X
JZOSTLI,X,X,O,O,O,X,X,X,X,X,X,X
JZOSITL,X,X,O,O,O,X,O,X,X,X,O,X
JZOSILT,X,X,O,X,O,X,O,X,X,X,X,X
JZOSLTI,X,X,O,X,O,X,X,X,X,X,X,X
JZOSLIT,X,X,O,X,O,X,O,X,X,X,X,X
JOTILSZ,X,X,X,O,X,X,X,X,X,X,X,X
JOTILZS,O,X,X,O,X,X,X,X,X,X,X,X
JOTISLZ,O,X,O,O,X,X,X,X,X,X,X,X
JOTISZL,O,X,O,O,X,X,O,X,X,X,X,X
JOTIZLS,O,X,X,O,X,X,X,X,X,X,X,X
JOTIZSL,O,X,X,O,X,X,O,X,X,X,X,X
JOTLISZ,X,X,O,O,X,O,X,X,X,X,X,X
JOTLIZS,O,X,X,O,X,O,X,X,O,X,X,X
JOTLSIZ,X,X,O,O,X,O,X,O,X,X,X,X
JOTLSZI,X,X,O,O,X,O,X,O,O,X,X,X
JOTLZIS,O,X,O,O,X,O,X,X,O,X,X,X
JOTLZSI,X,X,O,O,X,O,X,O,O,X,X,X
JOTSILZ,O,X,O,O,X,X,X,O,X,X,X,X
JOTSIZL,O,X,O,O,X,X,O,O,X,X,O,X
JOTSLIZ,O,X,O,O,X,X,X,O,X,X,X,X
JOTSLZI,O,X,O,O,X,X,X,O,X,X,X,X
JOTSZIL,O,X,O,O,X,X,O,O,X,X,O,X
JOTSZLI,O,X,O,O,X,X,X,O,X,X,X,X
JOTZILS,O,X,X,O,O,X,X,X,O,X,X,X
JOTZISL,O,X,O,O,O,X,O,X,X,X,X,X
JOTZLIS,O,X,X,O,O,O,X,X,O,X,X,X
JOTZLSI,X,X,O,O,O,O,X,X,O,X,X,X
JOTZSIL,O,X,O,O,O,X,O,X,X,X,O,X
JOTZSLI,O,X,O,O,O,X,X,X,X,X,X,X
JOITLSZ,X,X,X,O,X,X,X,X,X,X,X,X
JOITLZS,O,X,X,O,X,X,X,X,X,X,X,X
JOITSLZ,O,X,O,O,X,X,X,X,X,X,X,X
JOITSZL,O,X,O,O,X,X,O,X,X,X,X,X
JOITZLS,O,X,X,O,X,X,X,X,X,X,X,X
JOITZSL,O,X,X,O,X,X,O,X,X,X,X,X
JOILTSZ,X,X,O,O,X,X,X,X,X,X,X,X
JOILTZS,X,X,X,O,X,X,X,X,X,X,X,X
JOILSTZ,X,X,O,X,X,X,X,X,X,X,X,X
JOILSZT,X,X,O,X,X,X,O,X,X,O,X,X
JOILZTS,X,X,O,O,X,X,X,X,X,X,X,X
JOILZST,X,X,O,X,X,X,O,X,X,O,X,X
JOISTLZ,O,X,O,O,X,X,X,X,X,X,X,X
JOISTZL,O,X,O,O,X,X,O,X,X,X,O,X
JOISLTZ,O,X,O,X,X,X,X,X,X,X,X,X
JOISLZT,X,X,O,X,X,X,O,X,X,O,X,X
JOISZTL,O,X,O,O,X,X,O,X,X,X,O,X
JOISZLT,X,X,O,X,X,X,O,X,X,O,X,X
JOIZTLS,O,X,X,O,X,X,X,X,X,X,X,X
JOIZTSL,O,X,O,O,X,X,O,X,X,X,X,X
JOIZLTS,X,X,X,O,X,X,X,X,X,X,X,X
JOIZLST,X,X,X,X,X,X,O,X,X,X,X,X
JOIZSTL,O,X,O,O,X,X,O,X,X,X,O,X
JOIZSLT,X,X,O,X,X,X,O,X,X,X,X,X
JOLTISZ,X,X,O,O,X,O,X,X,X,X,X,X
