sequence,v115@9gB8HeB8HeA8GeD8BeB8CeA8JexAJvhFXiBTjBllBq?sBUqBmrB,v115@9gB8HeB8HeA8GeD8BeB8CeA8JexAJvhF6nBTjBllB3?mBUqB2xB,v115@9gB8HeB8HeA8GeD8BeB8CeA8JeeFJvhFChBTjBxmB3?qBFsB0sB,v115@9gB8HeB8HeA8GeD8BeB8CeA8JeFCJvhFTjBfsBqsBR?qBOqB8qB,v115@9gB8HeB8HeA8GeD8BeB8CeA8Je/FJvhFRhBGjBTmBi?nBUqB1xB,v115@9gB8HeB8HeA8GeD8BeB8CeA8Je/FJvhFRhBGjBimBU?qBFsBzsB,v115@9gB8HeB8HeA8GeD8BeB8CeA8Je/FJvhFFhBSnBTjBU?qBxrB2xB,v115@9gB8HeB8HeA8GeD8BeB8CeA8JeiAJvhFWnBTjBRqBF?sB3qB0sB,v115@9gB8HeB8HeA8GeD8BeB8CeA8JeiAJvhFTjBWsBRqB3?qB0sBFsB,v115@9gB8HeB8HeA8GeD8BeB8CeA8Je2FJvhFCiBTjBRqBF?sB0sB3qB,v115@9gB8HeB8HeA8GeD8BeB8CeA8JeeFJvhFRhBcnBTjBS?rB1xB3qB
LJZTSOI,O,X,X,X,X,O,X,X,X,X,O
LJZTOIS,O,X,X,X,X,X,X,X,X,X,O
LJZTOSI,O,X,X,X,X,O,X,X,X,X,O
LJZITSO,O,X,X,X,X,X,X,X,X,X,X
LJZITOS,O,X,X,X,X,X,X,X,X,X,X
LJZISTO,O,X,X,X,X,X,X,X,X,X,X
LJZISOT,O,X,X,X,X,X,X,X,X,X,X
LJZIOTS,O,X,X,X,X,X,X,X,X,X,X
LJZIOST,O,X,X,X,X,X,X,X,X,X,X
LJZSTIO,O,X,X,X,X,O,X,X,X,X,X
LJZSTOI,O,X,X,X,X,O,X,X,X,X,X
LJZSITO,O,X,X,X,X,O,X,X,X,X,X
LJZSIOT,O,X,X,X,O,X,X,X,X,X,X
LJZSOTI,O,X,X,X,X,X,X,X,X,X,X
LJZSOIT,O,X,X,X,O,X,X,X,X,X,X
LJZOTIS,O,X,X,X,X,X,X,X,X,X,O
LJZOTSI,O,X,X,X,X,X,X,X,X,X,O
LJZOITS,O,X,X,X,X,X,X,X,X,X,X
LJZOIST,O,X,X,X,X,X,X,X,X,X,X
LJZOSTI,O,X,X,X,X,X,X,X,X,X,X
LJZOSIT,O,X,X,X,O,X,X,X,X,X,X
LJOTISZ,O,X,X,X,X,X,X,X,X,X,X
LJOTIZS,O,X,X,X,X,X,X,X,X,X,O
LJOTSIZ,O,X,X,X,X,X,X,X,X,X,X
LJOTSZI,O,X,X,X,X,X,X,X,X,X,O
LJOTZIS,O,X,X,X,X,X,X,X,X,X,O
LJOTZSI,O,X,X,X,X,X,X,X,X,X,O
LJOITSZ,O,X,X,X,X,X,X,X,X,X,X
LJOITZS,O,X,X,X,X,X,X,X,X,X,O
LJOISTZ,O,X,X,O,X,X,X,X,O,X,X
LJOISZT,O,X,X,O,X,X,X,X,O,X,X
LJOIZTS,O,X,X,X,X,X,X,X,X,X,X
LJOIZST,O,X,X,X,X,X,X,X,O,X,X
LJOSTIZ,O,X,X,O,X,X,X,X,X,X,X
LJOSTZI,O,X,X,X,X,X,X,X,X,X,O
LJOSITZ,O,X,X,O,X,X,X,X,X,X,X
LJOSIZT,O,X,X,O,X,X,X,X,X,X,X
LJOSZTI,O,X,X,X,X,X,X,X,X,X,X
LJOSZIT,O,X,X,X,X,X,X,X,X,X,X
LJOZTIS,O,X,X,X,X,X,X,X,X,X,O
LJOZTSI,O,X,X,X,X,X,X,X,X,X,O
LJOZITS,O,X,X,X,X,X,X,X,X,X,X
LJOZIST,O,X,X,X,X,X,X,X,X,X,X
LJOZSTI,O,X,X,X,X,X,X,X,X,X,X
LJOZSIT,O,X,X,X,O,X,X,X,X,X,X
LSTIJZO,X,X,O,O,X,X,X,X,X,X,X
LSTIJOZ,X,O,O,O,X,X,X,X,X,X,X
LSTIZJO,X,X,X,O,X,X,X,X,X,X,X
LSTIZOJ,X,O,X,O,X,X,X,X,X,X,X
LSTIOJZ,O,O,O,O,X,X,X,X,X,X,X
LSTIOZJ,O,O,X,O,X,X,X,X,X,X,X
LSTJIZO,O,X,O,O,X,X,X,X,X,X,X
LSTJIOZ,O,O,O,O,X,X,X,X,X,X,X
LSTJZIO,O,X,O,X,X,X,X,X,X,X,O
LSTJZOI,O,X,O,X,X,X,X,X,X,X,O
LSTJOIZ,O,O,O,O,X,X,X,X,X,X,X
LSTJOZI,O,O,O,X,X,X,X,X,X,X,O
LSTZIJO,O,O,X,O,X,X,X,X,X,X,X
LSTZIOJ,O,O,X,O,X,X,X,X,X,X,X
LSTZJIO,O,O,X,X,X,X,X,X,X,X,O
LSTZJOI,O,O,X,X,X,X,X,X,X,X,O
LSTZOIJ,O,O,X,O,X,X,X,X,X,X,X
LSTZOJI,O,O,X,X,X,X,X,X,X,X,O
LSTOIJZ,O,O,O,O,X,X,X,X,X,X,X
LSTOIZJ,O,O,X,O,X,X,X,X,X,X,X
LSTOJIZ,O,O,O,O,X,X,X,X,X,X,X
LSTOJZI,O,O,O,X,X,X,X,X,X,X,O
LSTOZIJ,O,O,X,O,X,X,X,X,X,X,X
LSTOZJI,O,O,X,X,X,X,X,X,X,X,O
LSITJZO,X,X,X,O,X,X,X,X,X,X,X
LSITJOZ,X,O,X,O,X,X,X,X,X,X,X
LSITZJO,X,X,X,O,X,X,X,X,X,X,X
LSITZOJ,X,O,X,O,X,X,X,X,X,X,X
LSITOJZ,O,O,X,O,X,X,X,X,X,X,X
LSITOZJ,O,O,X,O,X,X,X,X,X,X,X
LSIJTZO,O,X,X,O,X,X,X,X,X,X,X
LSIJTOZ,O,X,O,O,X,X,X,X,X,X,X
LSIJZTO,O,X,X,O,X,X,X,X,X,X,X
LSIJZOT,O,X,O,O,X,X,X,X,X,X,X
LSIJOTZ,O,O,O,O,X,X,X,X,X,X,X
LSIJOZT,O,O,O,O,X,X,X,X,X,X,X
LSIZTJO,O,O,X,O,X,X,X,X,X,X,X
LSIZTOJ,O,O,X,O,X,X,X,X,X,X,X
LSIZJTO,O,X,X,O,X,X,X,X,X,X,X
LSIZJOT,O,O,X,O,X,X,X,X,X,X,X
LSIZOTJ,O,O,X,O,X,X,X,X,X,X,X
LSIZOJT,O,O,X,O,X,X,X,X,X,X,X
LSIOTJZ,O,O,X,O,X,X,X,X,X,X,X
LSIOTZJ,O,O,X,O,X,X,X,X,X,X,X
LSIOJTZ,O,O,O,O,X,X,X,X,X,X,X
LSIOJZT,O,O,O,O,X,X,X,X,X,X,X
LSIOZTJ,O,O,X,O,X,X,X,X,X,X,X
LSIOZJT,O,O,X,O,X,X,X,X,X,X,X
LSJTIZO,O,X,O,O,X,X,X,X,X,X,X
LSJTIOZ,O,O,O,O,X,X,X,X,X,X,X
LSJTZIO,O,X,O,X,X,X,X,X,X,X,O
LSJTZOI,O,X,O,X,X,X,X,X,X,X,O
LSJTOIZ,O,O,O,O,X,X,X,X,X,X,X
LSJTOZI,O,O,O,X,X,X,X,X,X,X,O
LSJITZO,O,X,O,O,X,X,X,X,X,X,X
LSJITOZ,O,X,O,O,X,X,X,X,X,X,X
LSJIZTO,O,X,X,O,X,X,X,X,X,X,X
LSJIZOT,O,X,O,O,X,X,X,X,X,X,X
LSJIOTZ,O,O,O,O,X,X,X,X,X,X,X
LSJIOZT,O,O,O,O,X,X,X,X,X,X,X
LSJZTIO,O,O,O,X,X,X,X,X,X,X,X
LSJZTOI,O,O,O,X,X,X,X,X,X,X,X
LSJZITO,O,X,X,X,X,X,X,X,X,X,X
LSJZIOT,O,O,O,X,X,X,X,X,X,X,X
LSJZOTI,O,O,O,X,X,X,X,X,X,X,X
LSJZOIT,O,O,O,X,X,X,X,X,X,X,X
LSJOTIZ,O,O,O,O,X,X,X,X,X,X,X
LSJOTZI,O,O,O,X,X,X,X,X,X,X,O
LSJOITZ,O,O,O,O,X,X,X,X,X,X,X
LSJOIZT,O,O,O,O,X,X,X,X,X,X,X
LSJOZTI,O,O,O,X,X,X,X,X,X,X,X
LSJOZIT,O,O,O,X,X,X,X,X,X,X,X
LSZTIJO,O,O,X,O,X,X,X,X,X,X,X
LSZTIOJ,O,O,X,O,X,X,X,X,X,X,X
LSZTJIO,O,O,X,X,X,X,X,X,X,X,X
LSZTJOI,O,O,X,X,X,X,X,X,X,X,X
LSZTOIJ,O,O,X,O,X,X,X,X,X,X,X
LSZTOJI,O,O,X,X,X,X,X,X,X,X,X
LSZITJO,O,O,X,O,X,X,X,X,X,X,X
LSZITOJ,O,O,X,O,X,X,X,X,X,X,X
LSZIJTO,O,X,X,O,X,X,X,X,X,X,X
LSZIJOT,O,O,X,O,X,X,X,X,X,X,X
LSZIOTJ,O,O,X,O,X,X,X,X,X,X,X
LSZIOJT,O,O,X,O,X,X,X,X,X,X,X
LSZJTIO,O,O,X,X,X,X,X,X,X,X,X
LSZJTOI,O,O,X,X,X,X,X,X,X,X,X
LSZJITO,O,X,X,X,X,X,X,X,X,X,X
LSZJIOT,O,O,X,X,X,X,X,X,X,X,X
LSZJOTI,O,O,X,X,X,X,X,X,X,X,X
LSZJOIT,O,O,X,X,X,X,X,X,X,X,X
LSZOTIJ,O,O,X,O,X,X,X,X,X,X,X
LSZOTJI,O,O,X,X,X,X,X,X,X,X,X
LSZOITJ,O,O,X,O,X,X,X,X,X,X,X
LSZOIJT,O,O,X,O,X,X,X,X,X,X,X
LSZOJTI,O,O,X,X,X,X,X,X,X,X,X
LSZOJIT,O,O,X,X,X,X,X,X,X,X,X
LSOTIJZ,O,O,O,O,X,X,X,X,X,X,X
LSOTIZJ,O,O,X,O,X,X,X,X,X,X,X
LSOTJIZ,O,O,O,O,X,X,X,X,X,X,X
LSOTJZI,O,O,O,X,X,X,X,X,X,X,O
LSOTZIJ,O,O,X,O,X,X,X,X,X,X,X
LSOTZJI,O,O,X,X,X,X,X,X,X,X,O
LSOITJZ,O,O,X,O,X,X,X,X,X,X,X
LSOITZJ,O,O,X,O,X,X,X,X,X,X,X
LSOIJTZ,O,O,O,O,X,X,X,X,X,X,X
LSOIJZT,O,O,O,O,X,X,X,X,X,X,X
LSOIZTJ,O,O,X,O,X,X,X,X,X,X,X
LSOIZJT,O,O,X,O,X,X,X,X,X,X,X
LSOJTIZ,O,O,O,O,X,X,X,X,X,X,X
LSOJTZI,O,O,O,X,X,X,X,X,X,X,O
LSOJITZ,O,O,O,O,X,X,X,X,X,X,X
LSOJIZT,O,O,O,O,X,X,X,X,X,X,X
LSOJZTI,O,O,O,X,X,X,X,X,X,X,X
LSOJZIT,O,O,O,X,X,X,X,X,X,X,X
LSOZTIJ,O,O,X,O,X,X,X,X,X,X,X
LSOZTJI,O,O,X,X,X,X,X,X,X,X,X
LSOZITJ,O,O,X,O,X,X,X,X,X,X,X
LSOZIJT,O,O,X,O,X,X,X,X,X,X,X
LSOZJTI,O,O,X,X,X,X,X,X,X,X,X
LSOZJIT,O,O,X,X,X,X,X,X,X,X,X
LZTIJSO,O,X,X,X,X,O,X,X,X,X,O
LZTIJOS,O,X,X,X,X,X,X,X,X,X,O
LZTISJO,O,O,X,X,X,O,X,X,X,X,X
LZTISOJ,O,O,X,X,X,O,X,X,X,X,X
LZTIOJS,O,X,X,X,X,X,X,X,X,X,O
LZTIOSJ,O,O,X,X,X,X,X,X,X,X,X
LZTJISO,O,X,X,X,X,O,X,X,X,X,O
LZTJIOS,O,X,X,X,X,X,X,X,X,X,O
LZTJSIO,O,X,X,X,X,O,X,X,X,X,O
LZTJSOI,O,X,X,X,X,O,X,X,X,X,O
LZTJOIS,O,X,X,X,X,X,X,X,X,X,O
LZTJOSI,O,X,X,X,X,O,X,X,X,X,O
LZTSIJO,O,O,X,X,X,O,X,X,X,X,X
LZTSIOJ,O,O,X,X,X,O,X,X,X,X,X
LZTSJIO,O,O,X,X,X,O,X,X,X,X,O
LZTSJOI,O,O,X,X,X,O,X,X,X,X,O
LZTSOIJ,O,O,X,X,X,O,X,X,X,X,X
LZTSOJI,O,O,X,X,X,O,X,X,X,X,O
LZTOIJS,O,X,X,X,X,X,X,X,X,X,O
LZTOISJ,O,O,X,X,X,X,X,X,X,X,X
LZTOJIS,O,X,X,X,X,X,X,X,X,X,O
LZTOJSI,O,X,X,X,X,O,X,X,X,X,O
LZTOSIJ,O,O,X,X,X,O,X,X,X,X,X
LZTOSJI,O,O,X,X,X,O,X,X,X,X,O
LZITJSO,O,X,X,X,X,X,X,X,X,X,X
LZITJOS,O,X,X,X,X,X,X,X,X,X,X
LZITSJO,O,X,X,X,X,X,O,X,X,X,X
LZITSOJ,O,X,X,X,X,X,O,X,X,X,X
LZITOJS,O,X,X,X,X,X,X,X,X,X,X
LZITOSJ,O,X,X,X,X,X,O,X,X,X,X
LZIJTSO,O,X,X,X,X,X,X,X,X,X,X
LZIJTOS,O,X,X,X,X,X,X,X,X,X,X
LZIJSTO,O,X,X,X,X,X,O,X,X,X,X
LZIJSOT,O,X,X,X,X,X,O,X,X,X,X
LZIJOTS,O,X,X,X,X,X,X,X,X,X,X
LZIJOST,O,X,X,X,X,X,O,X,X,X,X
LZISTJO,O,X,X,O,X,X,O,X,X,X,X
LZISTOJ,O,X,X,O,X,X,O,X,X,X,X
LZISJTO,O,X,X,O,X,X,O,X,X,X,X
LZISJOT,O,X,X,O,X,X,O,X,X,X,X
LZISOTJ,O,X,X,O,X,X,O,X,X,X,X
LZISOJT,O,X,X,O,X,X,O,X,X,X,X
LZIOTJS,O,X,X,X,X,X,X,X,X,X,X
LZIOTSJ,O,X,X,X,X,X,O,X,X,X,X
LZIOJTS,O,X,X,X,X,X,X,X,X,X,X
LZIOJST,O,X,X,X,X,X,O,X,X,X,X
LZIOSTJ,O,X,X,O,X,X,O,X,X,X,X
LZIOSJT,O,X,X,O,X,X,O,X,X,X,X
LZJTISO,O,X,X,X,X,O,X,X,X,X,O
LZJTIOS,O,X,X,X,X,X,X,X,X,X,O
LZJTSIO,O,X,X,X,X,O,X,X,X,X,O
LZJTSOI,O,X,X,X,X,O,X,X,X,X,O
LZJTOIS,O,X,X,X,X,X,X,X,X,X,O
LZJTOSI,O,X,X,X,X,O,X,X,X,X,O
LZJITSO,O,X,X,X,X,X,X,X,X,X,X
LZJITOS,O,X,X,X,X,X,X,X,X,X,X
LZJISTO,O,X,X,X,X,X,X,X,X,X,X
LZJISOT,O,X,X,X,X,X,X,X,X,X,X
LZJIOTS,O,X,X,X,X,X,X,X,X,X,X
LZJIOST,O,X,X,X,X,X,X,X,X,X,X
LZJSTIO,O,X,X,X,X,O,X,X,X,X,X
LZJSTOI,O,X,X,X,X,O,X,X,X,X,X
LZJSITO,O,X,X,X,X,O,X,X,X,X,X
LZJSIOT,O,X,X,X,O,X,X,X,X,X,X
LZJSOTI,O,X,X,X,X,X,X,X,X,X,X
LZJSOIT,O,X,X,X,O,X,X,X,X,X,X
LZJOTIS,O,X,X,X,X,X,X,X,X,X,O
LZJOTSI,O,X,X,X,X,X,X,X,X,X,O
LZJOITS,O,X,X,X,X,X,X,X,X,X,X
LZJOIST,O,X,X,X,X,X,X,X,X,X,X
LZJOSTI,O,X,X,X,X,X,X,X,X,X,X
LZJOSIT,O,X,X,X,O,X,X,X,X,X,X
LZSTIJO,O,O,X,O,X,O,O,X,X,X,X
LZSTIOJ,O,O,X,O,X,O,O,X,X,X,X
LZSTJIO,O,O,X,X,X,O,X,X,X,X,X
LZSTJOI,O,O,X,X,X,O,X,X,X,X,X
LZSTOIJ,O,O,X,O,X,O,O,X,X,X,X
LZSTOJI,O,O,X,X,X,O,X,X,X,X,X
LZSITJO,O,O,X,O,X,O,O,X,X,X,X
LZSITOJ,O,O,X,O,X,O,O,X,X,X,X
LZSIJTO,O,X,X,O,X,O,O,X,X,X,X
LZSIJOT,O,O,X,O,O,X,O,X,X,X,X
LZSIOTJ,O,O,X,O,X,X,O,X,X,X,X
LZSIOJT,O,O,X,O,X,X,O,X,X,X,X
LZSJTIO,O,O,X,X,X,O,X,X,X,X,X
LZSJTOI,O,O,X,X,X,O,X,X,X,X,X
LZSJITO,O,X,X,X,X,O,X,X,X,X,X
LZSJIOT,O,O,X,X,O,X,X,X,X,X,X
LZSJOTI,O,O,X,X,X,X,X,X,X,X,X
LZSJOIT,O,O,X,X,O,X,X,X,X,X,X
LZSOTIJ,O,O,X,O,O,X,O,X,X,X,X
LZSOTJI,O,O,X,X,O,X,X,X,X,X,X
LZSOITJ,O,O,X,O,O,X,O,X,X,X,X
LZSOIJT,O,O,X,O,O,X,O,X,X,X,X
LZSOJTI,O,O,X,X,X,X,X,X,X,X,X
LZSOJIT,O,O,X,X,O,X,X,X,X,X,X
LZOTIJS,O,X,X,X,O,X,X,X,X,X,O
LZOTISJ,O,O,X,X,O,X,X,X,X,X,X
LZOTJIS,O,X,X,X,O,X,X,X,X,X,O
LZOTJSI,O,X,X,X,O,X,X,X,X,X,O
LZOTSIJ,O,O,X,X,O,X,X,X,X,X,X
LZOTSJI,O,O,X,X,O,X,X,X,X,X,O
LZOITJS,O,X,X,X,X,X,X,X,X,X,X
LZOITSJ,O,X,X,X,X,X,O,X,X,X,X
LZOIJTS,O,X,X,X,X,X,X,X,X,X,X
LZOIJST,O,X,X,X,X,X,O,X,X,X,X
LZOISTJ,O,X,X,O,X,X,O,X,X,X,X
LZOISJT,O,X,X,O,X,X,O,X,X,X,X
LZOJTIS,O,X,X,X,X,X,X,X,X,X,O
LZOJTSI,O,X,X,X,X,X,X,X,X,X,O
LZOJITS,O,X,X,X,X,X,X,X,X,X,X
LZOJIST,O,X,X,X,X,X,X,X,X,X,X
LZOJSTI,O,X,X,X,X,X,X,X,X,X,X
LZOJSIT,O,X,X,X,O,X,X,X,X,X,X
LZOSTIJ,O,O,X,O,O,X,O,X,X,X,X
LZOSTJI,O,O,X,X,O,X,X,X,X,X,X
LZOSITJ,O,O,X,O,O,X,O,X,X,X,X
LZOSIJT,O,O,X,O,O,X,O,X,X,X,X
LZOSJTI,O,O,X,X,X,X,X,X,X,X,X
LZOSJIT,O,O,X,X,O,X,X,X,X,X,X
LOTIJSZ,X,X,X,X,X,X,X,O,X,X,X
LOTIJZS,X,X,X,X,O,X,X,X,X,X,O
LOTISJZ,X,X,O,O,X,X,X,O,X,X,X
LOTISZJ,X,X,X,O,X,X,X,O,X,X,X
LOTIZJS,X,X,X,X,O,X,X,X,X,X,O
LOTIZSJ,X,X,X,X,O,X,X,X,X,X,X
LOTJISZ,O,X,X,X,X,X,X,O,X,X,X
LOTJIZS,O,X,X,X,O,X,X,X,X,X,O
LOTJSIZ,O,X,X,X,X,X,X,X,X,X,X
LOTJSZI,O,X,X,X,O,X,X,X,X,X,O
LOTJZIS,O,X,X,X,O,X,X,X,X,X,O
LOTJZSI,O,X,X,X,O,X,X,X,X,X,O
LOTSIJZ,O,X,O,O,X,X,X,X,X,X,X
LOTSIZJ,O,X,X,O,X,X,X,X,X,X,X
LOTSJIZ,O,X,O,O,X,X,X,X,X,X,X
LOTSJZI,O,X,O,X,O,X,X,X,X,X,O
LOTSZIJ,O,X,X,O,O,X,X,X,X,X,X
LOTSZJI,O,X,X,X,O,X,X,X,X,X,O
LOTZIJS,O,X,X,X,O,X,X,X,X,X,O
LOTZISJ,O,X,X,X,O,X,X,X,X,X,X
LOTZJIS,O,X,X,X,O,X,X,X,X,X,O
LOTZJSI,O,X,X,X,O,X,X,X,X,X,O
LOTZSIJ,O,X,X,X,O,X,X,X,X,X,X
LOTZSJI,O,X,X,X,O,X,X,X,X,X,O
LOITJSZ,X,X,X,X,X,X,X,O,X,X,X
LOITJZS,X,X,X,X,X,X,X,X,X,X,O
LOITSJZ,X,X,X,O,X,X,X,O,X,X,X
LOITSZJ,X,X,X,O,X,X,X,O,X,X,X
LOITZJS,X,X,X,X,X,X,X,X,X,X,O
LOITZSJ,X,X,X,X,X,X,O,X,X,X,X
LOIJTSZ,O,X,X,X,X,X,X,X,X,X,X
LOIJTZS,O,X,X,X,X,X,X,X,X,X,O
LOIJSTZ,O,X,X,O,X,X,X,X,O,X,X
LOIJSZT,O,X,X,O,X,X,X,X,O,X,X
LOIJZTS,O,X,X,X,X,X,X,X,X,X,X
LOIJZST,O,X,X,X,X,X,O,X,O,X,X
LOISTJZ,O,X,X,O,X,X,X,X,X,X,X
LOISTZJ,O,X,X,O,X,X,X,X,X,X,X
LOISJTZ,O,X,X,O,X,X,X,X,X,X,X
LOISJZT,O,X,X,O,X,X,X,X,X,X,X
LOISZTJ,O,X,X,O,X,X,O,X,X,X,X
LOISZJT,O,X,X,O,X,X,O,X,X,X,X
LOIZTJS,O,X,X,X,X,X,X,X,X,X,X
LOIZTSJ,O,X,X,X,X,X,O,X,X,X,X
LOIZJTS,O,X,X,X,X,X,X,X,X,X,X
LOIZJST,O,X,X,X,X,X,O,X,X,X,X
LOIZSTJ,O,X,X,O,X,X,O,X,X,X,X
LOIZSJT,O,X,X,O,X,X,O,X,X,X,X
LOJTISZ,O,X,X,X,X,X,X,X,X,X,X
LOJTIZS,O,X,X,X,X,X,X,X,X,X,O
LOJTSIZ,O,X,X,X,X,X,X,X,X,X,X
LOJTSZI,O,X,X,X,X,X,X,X,X,X,O
LOJTZIS,O,X,X,X,X,X,X,X,X,X,O
LOJTZSI,O,X,X,X,X,X,X,X,X,X,O
LOJITSZ,O,X,X,X,X,X,X,X,X,X,X
LOJITZS,O,X,X,X,X,X,X,X,X,X,O
LOJISTZ,O,X,X,O,X,X,X,X,O,X,X
LOJISZT,O,X,X,O,X,X,X,X,O,X,X
LOJIZTS,O,X,X,X,X,X,X,X,X,X,X
LOJIZST,O,X,X,X,X,X,X,X,O,X,X
LOJSTIZ,O,X,X,O,X,X,X,X,X,X,X
LOJSTZI,O,X,X,X,X,X,X,X,X,X,O
LOJSITZ,O,X,X,O,X,X,X,X,X,X,X
LOJSIZT,O,X,X,O,X,X,X,X,X,X,X
LOJSZTI,O,X,X,X,X,X,X,X,X,X,X
LOJSZIT,O,X,X,X,X,X,X,X,X,X,X
LOJZTIS,O,X,X,X,X,X,X,X,X,X,O
LOJZTSI,O,X,X,X,X,X,X,X,X,X,O
LOJZITS,O,X,X,X,X,X,X,X,X,X,X
LOJZIST,O,X,X,X,X,X,X,X,X,X,X
LOJZSTI,O,X,X,X,X,X,X,X,X,X,X
LOJZSIT,O,X,X,X,O,X,X,X,X,X,X
LOSTIJZ,O,O,O,O,X,X,X,X,X,X,X
LOSTIZJ,O,O,X,O,X,X,X,X,X,X,X
LOSTJIZ,O,O,O,O,X,X,X,X,X,X,X
LOSTJZI,O,O,O,X,X,X,X,X,X,X,O
LOSTZIJ,O,O,X,O,X,X,X,X,X,X,X
LOSTZJI,O,O,X,X,X,X,X,X,X,X,O
LOSITJZ,O,O,X,O,X,X,X,X,X,X,X
LOSITZJ,O,O,X,O,X,X,X,X,X,X,X
LOSIJTZ,O,O,O,O,X,X,X,X,X,X,X
LOSIJZT,O,O,O,O,X,X,X,X,X,X,X
LOSIZTJ,O,O,X,O,X,X,X,X,X,X,X
LOSIZJT,O,O,X,O,X,X,X,X,X,X,X
LOSJTIZ,O,O,O,O,X,X,X,X,X,X,X
LOSJTZI,O,O,O,X,X,X,X,X,X,X,O
LOSJITZ,O,O,O,O,X,X,X,X,X,X,X
LOSJIZT,O,O,O,O,X,X,X,X,X,X,X
LOSJZTI,O,O,O,X,X,X,X,X,X,X,X
LOSJZIT,O,O,O,X,X,X,X,X,X,X,X
LOSZTIJ,O,O,X,O,X,X,X,X,X,X,X
LOSZTJI,O,O,X,X,X,X,X,X,X,X,X
LOSZITJ,O,O,X,O,X,X,X,X,X,X,X
LOSZIJT,O,O,X,O,X,X,X,X,X,X,X
LOSZJTI,O,O,X,X,X,X,X,X,X,X,X
LOSZJIT,O,O,X,X,X,X,X,X,X,X,X
LOZTIJS,O,X,X,X,O,X,X,X,X,X,O
LOZTISJ,O,O,X,X,O,X,X,X,X,X,X
LOZTJIS,O,X,X,X,O,X,X,X,X,X,O
LOZTJSI,O,X,X,X,O,X,X,X,X,X,O
LOZTSIJ,O,O,X,X,O,X,X,X,X,X,X
LOZTSJI,O,O,X,X,O,X,X,X,X,X,O
LOZITJS,O,X,X,X,X,X,X,X,X,X,X
LOZITSJ,O,X,X,X,X,X,O,X,X,X,X
LOZIJTS,O,X,X,X,X,X,X,X,X,X,X
LOZIJST,O,X,X,X,X,X,O,X,X,X,X
LOZISTJ,O,X,X,O,X,X,O,X,X,X,X
LOZISJT,O,X,X,O,X,X,O,X,X,X,X
LOZJTIS,O,X,X,X,X,X,X,X,X,X,O
LOZJTSI,O,X,X,X,X,X,X,X,X,X,O
LOZJITS,O,X,X,X,X,X,X,X,X,X,X
LOZJIST,O,X,X,X,X,X,X,X,X,X,X
LOZJSTI,O,X,X,X,X,X,X,X,X,X,X
LOZJSIT,O,X,X,X,O,X,X,X,X,X,X
LOZSTIJ,O,O,X,O,O,X,O,X,X,X,X
LOZSTJI,O,O,X,X,O,X,X,X,X,X,X
LOZSITJ,O,O,X,O,O,X,O,X,X,X,X
LOZSIJT,O,O,X,O,O,X,O,X,X,X,X
LOZSJTI,O,O,X,X,X,X,X,X,X,X,X
LOZSJIT,O,O,X,X,O,X,X,X,X,X,X
JTILSZO,O,X,X,X,X,X,X,O,X,O,X
JTILSOZ,O,X,X,X,X,X,X,O,X,X,X
JTILZSO,O,X,X,X,X,O,X,X,X,O,X
JTILZOS,O,X,X,X,X,X,X,X,X,O,X
JTILOSZ,O,X,X,X,X,X,X,O,X,X,X
JTILOZS,O,X,X,X,X,X,X,X,X,O,X
JTISLZO,O,X,O,X,X,X,X,O,O,O,X
JTISLOZ,O,X,O,X,X,X,X,O,O,X,X
JTISZLO,X,X,O,X,X,X,X,O,O,O,X
JTISZOL,X,X,O,X,X,X,X,O,O,O,X
JTISOLZ,O,X,O,X,X,X,X,O,O,X,X
JTISOZL,X,X,O,X,X,X,X,O,O,X,X
JTIZLSO,O,X,X,X,X,O,X,X,X,O,X
JTIZLOS,O,X,X,X,X,X,X,X,X,O,X
JTIZSLO,X,X,X,X,X,O,X,O,O,O,X
JTIZSOL,X,X,X,X,X,O,X,O,O,O,X
JTIZOLS,O,X,X,X,X,X,X,X,X,O,X
JTIZOSL,X,X,X,X,X,X,X,O,O,O,X
JTIOLSZ,O,X,X,X,X,X,X,O,X,X,X
JTIOLZS,O,X,X,X,X,X,X,X,X,O,X
JTIOSLZ,O,X,O,X,X,X,X,O,O,X,X
JTIOSZL,X,X,O,X,X,X,X,O,O,X,X
JTIOZLS,O,X,X,X,X,X,X,X,X,O,X
JTIOZSL,X,X,X,X,X,X,X,O,O,O,X
JTLISZO,O,X,X,X,X,X,X,O,X,O,X
JTLISOZ,O,X,X,X,X,X,X,O,X,X,X
JTLIZSO,O,X,X,X,X,O,X,X,X,O,O
JTLIZOS,O,X,X,X,X,X,X,X,X,O,O
JTLIOSZ,O,X,X,X,X,X,X,O,X,X,X
JTLIOZS,O,X,X,X,X,X,X,X,X,O,O
JTLSIZO,O,X,X,X,X,X,X,X,X,X,X
JTLSIOZ,O,X,X,X,X,X,X,X,X,X,X
JTLSZIO,O,X,X,X,X,O,X,X,X,X,O
JTLSZOI,O,X,X,X,X,O,X,X,X,X,O
JTLSOIZ,O,X,X,X,X,X,X,X,X,X,X
JTLSOZI,O,X,X,X,X,X,X,X,X,X,O
JTLZISO,O,X,X,X,X,O,X,X,X,X,O
JTLZIOS,O,X,X,X,X,X,X,X,X,X,O
JTLZSIO,O,X,X,X,X,O,X,X,X,X,O
JTLZSOI,O,X,X,X,X,O,X,X,X,X,O
JTLZOIS,O,X,X,X,X,X,X,X,X,X,O
