sequence,v115@GhA8HeB8CeB8CeC8BeB8CeB8JeOEJvhFVlBRhB3iB0?mBzpBSxB,v115@GhA8HeB8CeB8CeC8BeB8CeB8Jex/IvhFXhBliBikBU?nBzpBWxB,v115@GhA8HeB8CeB8CeC8BeB8CeB8JeOEJvhFXgBliBRmB0?mBzpBSxB,v115@GhA8HeB8CeB8CeC8BeB8CeB8Jex/IvhFXhBliBmkBz?mB0pBSxB,v115@GhA8HeB8CeB8CeC8BeB8CeB8Jex/IvhFXhB8mBunBi?kBzpBVxB,v115@GhA8HeB8CeB8CeC8BeB8CeB8JeUBJvhFRiB/pBFlB6?sBzrBmpB,v115@GhA8HeB8CeB8CeC8BeB8CeB8JeUBJvhF3iBxkBzmBm?pBSxBlpB,v115@GhA8HeB8CeB8CeC8BeB8CeB8JeKEJvhFUhBRiBFlBG?sBXsBzpB
JTSOLIZ,O,O,X,X,O,X,X,X
JTSOLZI,O,O,X,X,O,X,X,X
JTSOZIL,O,O,X,X,O,X,X,X
JTSOZLI,X,O,X,X,O,X,X,X
JTZILSO,O,O,X,O,O,X,O,X
JTZILOS,O,O,X,O,O,X,X,X
JTZISLO,O,O,O,O,O,X,O,X
JTZISOL,O,O,O,O,O,X,X,X
JTZIOLS,X,O,X,O,O,X,X,X
JTZIOSL,O,O,X,O,O,X,X,X
JTZLISO,O,O,O,O,O,X,O,O
JTZLIOS,O,O,X,O,O,X,X,X
JTZLSIO,O,O,X,O,O,X,O,O
JTZLSOI,O,O,X,O,O,X,X,O
JTZLOIS,O,O,X,O,O,X,X,X
JTZLOSI,O,O,X,O,O,X,X,O
JTZSILO,O,O,X,O,O,X,O,X
JTZSIOL,O,O,X,O,O,X,X,X
JTZSLIO,O,O,X,O,O,X,X,X
JTZSLOI,O,O,X,O,O,X,X,X
JTZSOIL,O,O,X,O,O,X,X,X
JTZSOLI,X,O,X,X,O,X,X,X
JTZOILS,X,O,X,O,O,X,X,X
JTZOISL,O,O,X,O,O,X,X,X
JTZOLIS,O,O,X,O,O,X,X,X
JTZOLSI,O,O,X,O,O,X,X,X
JTZOSIL,O,O,X,O,O,X,X,X
JTZOSLI,X,O,X,X,O,X,X,X
JTOILSZ,O,O,O,X,O,X,X,X
JTOILZS,X,O,O,X,O,X,X,X
JTOISLZ,O,O,O,X,X,X,X,X
JTOISZL,O,O,O,X,X,X,X,X
JTOIZLS,X,X,X,X,O,X,X,X
JTOIZSL,X,X,O,X,O,X,X,X
JTOLISZ,O,O,O,X,O,X,X,X
JTOLIZS,X,O,O,X,O,X,X,X
JTOLSIZ,O,O,O,X,O,X,X,X
JTOLSZI,O,O,O,X,O,X,X,X
JTOLZIS,O,O,O,X,O,X,X,X
JTOLZSI,O,O,O,X,O,X,X,X
JTOSILZ,O,O,O,X,X,X,X,X
JTOSIZL,O,O,O,X,X,X,X,X
JTOSLIZ,O,O,O,X,O,X,X,X
JTOSLZI,O,O,O,X,O,X,X,X
JTOSZIL,O,O,O,X,O,X,X,X
JTOSZLI,X,O,O,X,O,X,X,X
JTOZILS,X,O,X,X,O,X,X,X
JTOZISL,O,O,O,X,O,X,X,X
JTOZLIS,O,O,O,X,O,X,X,X
JTOZLSI,O,O,O,X,O,X,X,X
JTOZSIL,O,O,O,X,O,X,X,X
JTOZSLI,X,O,O,X,O,X,X,X
JITLSZO,O,O,O,X,O,X,O,X
JITLSOZ,O,O,O,X,X,X,X,X
JITLZSO,O,O,O,X,O,X,O,X
JITLZOS,O,X,X,X,O,X,X,X
JITLOSZ,O,O,O,X,X,X,X,X
JITLOZS,X,X,X,X,O,X,X,X
JITSLZO,O,O,O,X,X,X,O,X
JITSLOZ,O,O,O,X,X,X,X,X
JITSZLO,O,O,O,X,X,X,O,X
JITSZOL,O,O,O,X,X,X,X,X
JITSOLZ,O,O,O,X,X,X,X,X
JITSOZL,O,O,O,X,X,X,X,X
JITZLSO,O,X,X,X,O,X,O,X
JITZLOS,O,X,X,X,O,X,X,X
JITZSLO,O,X,O,X,O,X,O,X
JITZSOL,O,X,O,X,O,X,X,X
JITZOLS,X,X,X,X,O,X,X,X
JITZOSL,O,X,X,X,O,X,X,X
JITOLSZ,O,O,O,X,O,X,X,X
JITOLZS,X,O,X,X,O,X,X,X
JITOSLZ,O,O,O,X,X,X,X,X
JITOSZL,O,O,O,X,X,X,X,X
JITOZLS,X,X,X,X,O,X,X,X
JITOZSL,X,X,O,X,O,X,X,X
JILTSZO,O,O,O,X,O,X,O,O
JILTSOZ,O,O,O,X,X,X,X,O
JILTZSO,O,O,O,X,O,X,O,O
JILTZOS,O,O,X,X,O,X,X,X
JILTOSZ,O,O,O,X,X,X,X,X
JILTOZS,X,X,O,X,O,X,X,X
JILSTZO,O,O,O,X,O,X,O,X
JILSTOZ,O,O,O,X,X,X,X,X
JILSZTO,O,O,O,X,X,X,O,X
JILSZOT,X,O,X,X,X,X,O,X
JILSOTZ,X,O,O,X,X,X,X,X
JILSOZT,X,O,X,X,X,X,O,X
JILZTSO,O,O,O,X,O,X,O,O
JILZTOS,O,O,X,X,O,X,X,X
JILZSTO,O,O,O,X,X,X,O,X
JILZSOT,X,O,X,X,X,X,O,X
JILZOTS,X,O,X,X,X,X,X,X
JILZOST,X,O,X,X,X,X,O,X
JILOTSZ,X,O,O,X,X,X,X,X
JILOTZS,X,X,O,X,O,X,X,X
JILOSTZ,X,O,O,X,X,X,X,X
JILOSZT,X,O,O,X,X,X,O,X
JILOZTS,X,O,O,X,X,X,X,X
JILOZST,X,O,O,X,X,X,O,X
JISTLZO,O,O,O,X,X,X,O,X
JISTLOZ,O,O,O,X,X,X,X,X
JISTZLO,O,O,O,X,X,X,O,X
JISTZOL,O,O,O,X,X,X,X,X
JISTOLZ,O,O,O,X,X,X,X,X
JISTOZL,O,O,O,X,X,X,X,X
JISLTZO,O,O,O,X,X,X,O,X
JISLTOZ,O,O,O,X,X,X,X,X
JISLZTO,O,O,O,X,X,X,O,X
JISLZOT,X,O,X,X,X,X,O,X
JISLOTZ,X,O,O,X,X,X,X,X
JISLOZT,X,O,X,X,X,X,O,X
JISZTLO,O,O,O,X,X,X,O,X
JISZTOL,O,O,O,X,X,X,X,X
JISZLTO,X,O,O,X,X,X,O,X
JISZLOT,X,O,X,X,X,X,O,X
JISZOTL,X,O,X,X,X,X,X,X
JISZOLT,X,O,X,X,X,X,O,X
JISOTLZ,X,O,O,X,X,X,X,X
JISOTZL,X,O,O,X,X,X,X,X
JISOLTZ,X,O,O,X,X,X,X,X
JISOLZT,X,O,X,X,X,X,O,X
JISOZTL,X,O,X,X,X,X,X,X
JISOZLT,X,O,X,X,X,X,O,X
JIZTLSO,O,O,X,X,X,X,O,X
JIZTLOS,O,O,X,X,X,X,X,X
JIZTSLO,O,O,O,X,X,X,O,X
JIZTSOL,O,O,O,X,X,X,X,X
JIZTOLS,X,O,X,X,X,X,X,X
JIZTOSL,O,O,X,X,X,X,X,X
JIZLTSO,O,O,O,X,X,X,O,O
JIZLTOS,O,O,X,X,X,X,X,X
JIZLSTO,O,O,O,X,X,X,O,X
JIZLSOT,X,O,X,X,X,X,O,X
JIZLOTS,X,O,X,X,X,X,X,X
JIZLOST,X,O,X,X,X,X,O,X
JIZSTLO,O,O,O,X,X,X,O,X
JIZSTOL,O,O,O,X,X,X,X,X
JIZSLTO,X,O,O,X,X,X,O,X
JIZSLOT,X,O,X,X,X,X,O,X
JIZSOTL,X,O,X,X,X,X,X,X
JIZSOLT,X,O,X,X,X,X,O,X
JIZOTLS,X,O,X,X,X,X,X,X
JIZOTSL,X,O,X,X,X,X,X,X
JIZOLTS,X,O,X,X,X,X,X,X
JIZOLST,X,O,X,X,X,X,O,X
JIZOSTL,X,O,X,X,X,X,X,X
JIZOSLT,X,O,X,X,X,X,O,X
JIOTLSZ,X,O,O,X,O,X,X,X
JIOTLZS,X,O,O,X,O,X,X,X
JIOTSLZ,X,O,O,X,X,X,X,X
JIOTSZL,X,O,O,X,X,X,X,X
JIOTZLS,X,X,X,X,O,X,X,X
JIOTZSL,X,X,O,X,O,X,X,X
JIOLTSZ,X,O,O,X,O,X,X,X
JIOLTZS,X,O,O,X,O,X,X,X
JIOLSTZ,X,O,O,X,O,X,X,X
JIOLSZT,X,O,O,X,X,X,O,X
JIOLZTS,X,O,O,X,O,X,X,X
JIOLZST,X,O,O,X,X,X,O,X
JIOSTLZ,X,O,O,X,X,X,X,X
JIOSTZL,X,O,O,X,X,X,X,X
JIOSLTZ,X,O,O,X,X,X,X,X
JIOSLZT,X,O,O,X,X,X,O,X
JIOSZTL,X,O,O,X,X,X,X,X
JIOSZLT,X,O,O,X,X,X,O,X
JIOZTLS,X,O,X,X,X,X,X,X
JIOZTSL,X,O,O,X,X,X,X,X
JIOZLTS,X,O,O,X,X,X,X,X
JIOZLST,X,O,O,X,X,X,O,X
JIOZSTL,X,O,O,X,X,X,X,X
JIOZSLT,X,O,O,X,X,X,O,X
JLTISZO,O,O,O,X,O,X,O,O
JLTISOZ,O,O,O,X,X,X,X,O
JLTIZSO,O,O,O,X,O,X,O,O
JLTIZOS,O,O,X,X,O,X,X,X
JLTIOSZ,O,O,O,X,X,X,X,X
JLTIOZS,X,X,O,X,O,X,X,X
JLTSIZO,O,O,O,O,O,X,O,O
JLTSIOZ,O,O,O,O,X,X,X,O
JLTSZIO,O,O,X,O,O,X,O,O
JLTSZOI,O,O,X,O,O,X,X,O
JLTSOIZ,O,O,X,X,X,X,X,O
JLTSOZI,O,O,X,X,X,X,X,O
JLTZISO,O,O,O,O,O,X,O,O
JLTZIOS,O,O,X,O,O,X,X,X
JLTZSIO,O,O,X,O,O,X,O,O
JLTZSOI,O,O,X,O,O,X,X,O
JLTZOIS,O,O,X,O,O,X,X,X
JLTZOSI,O,O,X,O,O,X,X,O
JLTOISZ,O,O,O,X,O,X,X,X
JLTOIZS,X,O,O,X,O,X,X,X
JLTOSIZ,O,O,O,X,O,X,X,O
JLTOSZI,O,O,O,X,O,X,X,O
JLTOZIS,O,O,O,X,O,X,X,X
JLTOZSI,O,O,O,X,O,X,X,O
JLITSZO,O,O,O,X,O,X,O,O
JLITSOZ,O,O,O,X,X,X,X,O
JLITZSO,O,O,O,X,O,X,O,O
JLITZOS,O,O,X,X,O,X,X,X
JLITOSZ,O,O,O,X,X,X,X,X
JLITOZS,X,X,O,X,O,X,X,X
JLISTZO,O,O,O,X,O,X,O,X
JLISTOZ,O,O,O,X,X,X,X,X
JLISZTO,O,O,O,X,X,X,O,X
JLISZOT,X,O,X,X,X,X,O,X
JLISOTZ,X,O,O,X,X,X,X,X
JLISOZT,X,O,X,X,X,X,O,X
JLIZTSO,O,O,O,X,O,X,O,O
JLIZTOS,O,O,X,X,O,X,X,X
JLIZSTO,O,O,O,X,X,X,O,X
JLIZSOT,X,O,X,X,X,X,O,X
JLIZOTS,X,O,X,X,X,X,X,X
JLIZOST,X,O,X,X,X,X,O,X
JLIOTSZ,X,O,O,X,X,X,X,X
JLIOTZS,X,X,O,X,O,X,X,X
JLIOSTZ,X,O,O,X,X,X,X,X
JLIOSZT,X,O,O,X,X,X,O,X
JLIOZTS,X,O,O,X,X,X,X,X
JLIOZST,X,O,O,X,X,X,O,X
JLSTIZO,O,O,O,O,O,X,O,O
JLSTIOZ,O,O,O,O,X,X,X,O
JLSTZIO,O,O,X,O,O,X,O,O
JLSTZOI,O,O,X,O,O,O,X,O
JLSTOIZ,O,O,X,X,X,X,X,O
JLSTOZI,O,O,X,X,X,X,X,O
JLSITZO,O,O,O,O,O,X,O,X
JLSITOZ,O,O,O,O,X,X,X,X
JLSIZTO,O,O,O,X,X,X,O,X
JLSIZOT,X,O,X,X,X,X,O,X
JLSIOTZ,O,O,O,X,X,X,X,X
JLSIOZT,X,O,X,X,X,X,O,X
JLSZTIO,O,O,X,O,X,X,O,O
JLSZTOI,O,O,X,O,X,O,X,O
JLSZITO,O,O,X,O,X,X,O,X
JLSZIOT,O,O,X,O,X,X,O,X
JLSZOTI,O,O,X,O,X,X,X,X
JLSZOIT,O,O,X,O,X,X,O,X
JLSOTIZ,O,O,X,X,X,X,X,X
JLSOTZI,O,O,X,X,X,X,X,X
JLSOITZ,O,O,X,X,X,X,X,X
JLSOIZT,X,O,X,X,X,X,O,X
JLSOZTI,O,O,X,X,X,X,X,X
JLSOZIT,O,O,X,X,X,X,O,X
JLZTISO,O,O,O,O,O,X,O,O
JLZTIOS,O,O,X,O,O,X,X,X
JLZTSIO,O,O,X,O,O,X,O,O
JLZTSOI,O,O,X,O,O,X,X,O
JLZTOIS,O,O,X,O,O,X,X,X
JLZTOSI,O,O,X,O,O,X,X,O
JLZITSO,O,O,O,O,O,X,O,O
JLZITOS,O,O,X,O,O,X,X,X
JLZISTO,O,O,O,O,X,X,O,X
JLZISOT,O,O,X,O,X,X,O,X
JLZIOTS,O,O,X,O,X,X,X,X
JLZIOST,O,O,X,O,X,X,O,X
JLZSTIO,O,O,X,O,X,X,O,O
JLZSTOI,O,O,X,O,X,O,X,O
JLZSITO,O,O,X,O,X,X,O,X
JLZSIOT,O,O,X,O,X,X,O,X
JLZSOTI,O,O,X,O,X,X,X,X
JLZSOIT,O,O,X,O,X,X,O,X
JLZOTIS,O,O,X,O,X,X,X,X
JLZOTSI,O,O,X,O,X,X,X,O
JLZOITS,O,O,X,O,X,X,X,X
JLZOIST,O,O,X,O,X,X,O,X
JLZOSTI,O,O,X,O,X,X,X,X
JLZOSIT,O,O,X,O,X,X,O,X
JLOTISZ,O,O,O,X,O,X,X,X
JLOTIZS,O,O,O,X,O,X,X,X
JLOTSIZ,O,O,O,O,O,X,X,O
JLOTSZI,O,O,O,O,O,X,X,O
JLOTZIS,O,O,O,O,O,X,X,X
JLOTZSI,O,O,O,O,O,X,X,O
JLOITSZ,O,O,O,X,O,X,X,X
JLOITZS,O,O,O,X,O,X,X,X
JLOISTZ,O,O,O,X,O,X,X,X
JLOISZT,X,O,O,X,X,X,O,X
JLOIZTS,X,O,O,X,O,X,X,X
JLOIZST,X,O,O,X,X,X,O,X
JLOSTIZ,O,O,O,O,O,X,X,X
JLOSTZI,O,O,O,O,O,X,X,X
JLOSITZ,O,O,O,O,O,X,X,X
JLOSIZT,X,O,O,X,X,X,O,X
JLOSZTI,O,O,O,O,X,X,X,X
JLOSZIT,O,O,O,O,X,X,O,X
JLOZTIS,O,O,O,O,O,X,X,X
JLOZTSI,O,O,O,O,O,X,X,O
JLOZITS,O,O,O,O,O,X,X,X
JLOZIST,O,O,O,O,X,X,O,X
JLOZSTI,O,O,O,O,X,X,X,X
JLOZSIT,O,O,O,O,X,X,O,X
JSTILZO,O,O,O,O,X,X,O,X
JSTILOZ,O,O,O,O,X,X,X,X
JSTIZLO,O,O,O,O,X,X,O,X
JSTIZOL,O,O,O,O,X,X,X,X
JSTIOLZ,O,O,O,X,X,X,X,X
JSTIOZL,O,O,O,X,X,X,X,X
JSTLIZO,O,O,O,X,O,X,O,X
JSTLIOZ,O,O,O,X,X,X,X,X
JSTLZIO,O,O,X,X,O,X,O,X
JSTLZOI,O,O,X,X,O,O,X,X
JSTLOIZ,O,O,X,X,X,X,X,X
JSTLOZI,O,O,X,X,X,X,X,X
JSTZILO,O,O,X,O,O,X,O,X
JSTZIOL,O,O,X,O,O,X,X,X
JSTZLIO,O,O,X,O,O,X,X,X
JSTZLOI,O,O,X,X,O,O,X,X
JSTZOIL,O,O,X,O,O,X,X,X
JSTZOLI,X,O,X,X,O,O,X,X
JSTOILZ,O,O,X,X,X,X,X,X
JSTOIZL,O,O,X,X,X,X,X,X
JSTOLIZ,O,O,X,X,O,O,X,X
JSTOLZI,O,O,X,X,O,O,X,X
JSTOZIL,O,O,X,X,O,X,X,X
JSTOZLI,X,O,X,X,O,O,X,X
JSITLZO,O,O,O,O,X,X,O,X
JSITLOZ,O,O,O,O,X,X,X,X
JSITZLO,O,O,O,O,X,X,O,X
JSITZOL,O,O,O,O,X,X,X,X
JSITOLZ,O,O,O,X,X,X,X,X
JSITOZL,O,O,O,X,X,X,X,X
JSILTZO,O,O,O,O,X,X,O,X
JSILTOZ,O,O,O,O,X,X,X,X
JSILZTO,O,O,O,X,X,X,O,X
JSILZOT,X,O,X,X,X,X,O,X
JSILOTZ,X,O,O,X,X,X,X,X
JSILOZT,X,O,X,X,X,X,O,X
JSIZTLO,O,O,O,X,X,X,O,X
JSIZTOL,O,O,O,X,X,X,X,X
JSIZLTO,X,O,O,X,X,X,O,X
JSIZLOT,X,O,X,X,X,X,O,X
JSIZOTL,X,O,X,X,X,X,X,X
JSIZOLT,X,O,X,X,X,X,O,X
JSIOTLZ,O,O,O,X,X,X,X,X
JSIOTZL,O,O,O,X,X,X,X,X
JSIOLTZ,X,O,O,X,X,X,X,X
JSIOLZT,X,O,X,X,X,X,O,X
JSIOZTL,X,O,X,X,X,X,X,X
JSIOZLT,X,O,X,X,X,X,O,X
JSLTIZO,O,O,O,O,O,X,O,O
JSLTIOZ,O,O,O,O,X,X,X,O
JSLTZIO,O,O,X,O,O,X,O,O
JSLTZOI,O,O,X,O,O,O,X,O
JSLTOIZ,O,O,X,X,X,X,X,O
JSLTOZI,O,O,X,X,X,X,X,O
JSLITZO,O,O,O,O,O,X,O,X
JSLITOZ,O,O,O,O,X,X,X,X
JSLIZTO,O,O,O,X,X,X,O,X
JSLIZOT,X,O,X,X,X,X,O,X
JSLIOTZ,O,O,O,X,X,X,X,X
JSLIOZT,X,O,X,X,X,X,O,X
JSLZTIO,O,O,X,O,X,X,O,O
JSLZTOI,O,O,X,O,X,O,X,O
JSLZITO,O,O,X,O,X,X,O,X
JSLZIOT,O,O,X,O,X,X,O,X
JSLZOTI,O,O,X,O,X,X,X,X
JSLZOIT,O,O,X,O,X,X,O,X
JSLOTIZ,O,O,X,X,X,X,X,X
JSLOTZI,O,O,X,X,X,X,X,X
JSLOITZ,O,O,X,X,X,X,X,X
JSLOIZT,X,O,X,X,X,X,O,X
JSLOZTI,O,O,X,X,X,X,X,X
JSLOZIT,O,O,X,X,X,X,O,X
JSZTILO,O,O,X,O,X,X,O,X
JSZTIOL,O,O,X,O,X,X,X,X
JSZTLIO,O,O,X,O,X,X,X,X
JSZTLOI,O,O,X,O,X,O,X,X
JSZTOIL,O,O,X,O,X,X,X,X
JSZTOLI,X,O,X,X,X,O,X,X
JSZITLO,O,O,X,O,X,X,O,X
JSZITOL,O,O,X,O,X,X,X,X
JSZILTO,X,O,X,O,X,X,O,X
JSZILOT,X,O,X,O,X,X,O,X
JSZIOTL,O,O,X,O,X,X,X,X
JSZIOLT,X,O,X,O,X,X,O,X
JSZLTIO,O,O,X,O,X,X,O,O
JSZLTOI,O,O,X,O,X,O,X,O
JSZLITO,O,O,X,O,X,X,O,X
JSZLIOT,X,O,X,O,X,X,O,X
JSZLOTI,O,O,X,O,X,X,X,X
JSZLOIT,X,O,X,O,X,X,O,X
JSZOTIL,O,O,X,O,X,X,X,X
JSZOTLI,O,O,X,X,X,O,X,X
JSZOITL,O,O,X,O,X,X,X,X
JSZOILT,X,O,X,O,X,X,O,X
JSZOLTI,X,O,X,O,X,O,X,X
JSZOLIT,X,O,X,O,X,O,X,X
JSOTILZ,O,O,X,X,X,X,X,X
JSOTIZL,O,O,X,X,X,X,X,X
JSOTLIZ,O,O,X,X,O,O,X,X
JSOTLZI,O,O,X,X,O,O,X,X
JSOTZIL,O,O,X,X,O,X,X,X
JSOTZLI,O,O,X,X,O,O,X,X
JSOITLZ,O,O,X,X,X,X,X,X
JSOITZL,O,O,X,X,X,X,X,X
JSOILTZ,O,O,X,X,X,X,X,X
JSOILZT,X,O,X,X,X,X,O,X
JSOIZTL,X,O,X,X,X,X,X,X
JSOIZLT,X,O,X,X,X,X,O,X
JSOLTIZ,O,O,X,X,O,O,X,X
JSOLTZI,O,O,X,X,O,O,X,X
JSOLITZ,O,O,X,X,O,O,X,X
JSOLIZT,X,O,X,X,X,O,O,X
JSOLZTI,O,O,X,X,X,O,X,X
JSOLZIT,O,O,X,X,X,O,O,X
JSOZTIL,O,O,X,X,X,X,X,X
JSOZTLI,O,O,X,X,X,O,X,X
JSOZITL,O,O,X,X,X,X,X,X
JSOZILT,X,O,X,X,X,X,O,X
JSOZLTI,O,O,X,X,X,O,X,X
JSOZLIT,X,O,X,X,X,O,X,X
JZTILSO,O,O,X,O,O,X,O,X
JZTILOS,O,O,X,O,O,X,X,X
JZTISLO,O,O,O,O,O,X,O,X
JZTISOL,O,O,O,O,O,X,X,X
JZTIOLS,X,O,X,O,O,X,X,X
JZTIOSL,O,O,X,O,O,X,X,X
JZTLISO,O,O,O,O,O,X,O,O
JZTLIOS,O,O,X,O,O,X,X,X
JZTLSIO,O,O,X,O,O,X,O,O
JZTLSOI,O,O,X,O,O,X,X,O
JZTLOIS,O,O,X,O,O,X,X,X
JZTLOSI,O,O,X,O,O,X,X,O
JZTSILO,O,O,X,O,O,X,O,X
JZTSIOL,O,O,X,O,O,X,X,X
JZTSLIO,O,O,X,O,O,X,X,X
JZTSLOI,O,O,X,O,O,X,X,X
JZTSOIL,O,O,X,O,O,X,X,X
JZTSOLI,X,O,X,X,O,X,X,X
JZTOILS,X,O,X,O,O,X,X,X
JZTOISL,O,O,X,O,O,X,X,X
JZTOLIS,O,O,X,O,O,X,X,X
JZTOLSI,O,O,X,O,O,X,X,X
JZTOSIL,O,O,X,O,O,X,X,X
JZTOSLI,X,O,X,X,O,X,X,X
JZITLSO,O,O,X,O,X,X,O,X
JZITLOS,O,O,X,O,X,X,X,X
JZITSLO,O,O,O,O,X,X,O,X
JZITSOL,O,O,O,O,X,X,X,X
JZITOLS,X,O,X,O,X,X,X,X
JZITOSL,O,O,X,O,X,X,X,X
JZILTSO,O,O,O,O,X,X,O,O
JZILTOS,O,O,X,O,X,X,X,X
JZILSTO,O,O,O,O,X,X,O,X
JZILSOT,X,O,X,O,X,X,O,X
JZILOTS,X,O,X,O,X,X,X,X
JZILOST,X,O,X,O,X,X,O,X
JZISTLO,O,O,O,O,X,X,O,X
JZISTOL,O,O,O,O,X,X,X,X
JZISLTO,X,O,O,O,X,X,O,X
JZISLOT,X,O,X,O,X,X,O,X
JZISOTL,O,O,X,O,X,X,X,X
JZISOLT,X,O,X,O,X,X,O,X
JZIOTLS,O,O,X,O,X,X,X,X
JZIOTSL,O,O,X,O,X,X,X,X
JZIOLTS,X,O,X,O,X,X,X,X
JZIOLST,X,O,X,O,X,X,O,X
JZIOSTL,O,O,X,O,X,X,X,X
JZIOSLT,X,O,X,O,X,X,O,X
JZLTISO,O,O,O,O,O,X,O,O
JZLTIOS,O,O,X,O,O,X,X,X
JZLTSIO,O,O,X,O,O,X,O,O
JZLTSOI,O,O,X,O,O,X,X,O
JZLTOIS,O,O,X,O,O,X,X,X
JZLTOSI,O,O,X,O,O,X,X,O
JZLITSO,O,O,O,O,O,X,O,O
JZLITOS,O,O,X,O,O,X,X,X
JZLISTO,O,O,O,O,X,X,O,X
JZLISOT,O,O,X,O,X,X,O,X
JZLIOTS,O,O,X,O,X,X,X,X
JZLIOST,O,O,X,O,X,X,O,X
JZLSTIO,O,O,X,O,X,X,O,O
JZLSTOI,O,O,X,O,X,O,X,O
JZLSITO,O,O,X,O,X,X,O,X
JZLSIOT,O,O,X,O,X,X,O,X
JZLSOTI,O,O,X,O,X,X,X,X
JZLSOIT,O,O,X,O,X,X,O,X
JZLOTIS,O,O,X,O,X,X,X,X
JZLOTSI,O,O,X,O,X,X,X,O
JZLOITS,O,O,X,O,X,X,X,X
JZLOIST,O,O,X,O,X,X,O,X
JZLOSTI,O,O,X,O,X,X,X,X
JZLOSIT,O,O,X,O,X,X,O,X
JZSTILO,O,O,X,O,X,X,O,X
JZSTIOL,O,O,X,O,X,X,X,X
JZSTLIO,O,O,X,O,X,X,X,X
JZSTLOI,O,O,X,O,X,O,X,X
JZSTOIL,O,O,X,O,X,X,X,X
JZSTOLI,X,O,X,X,X,O,X,X
JZSITLO,O,O,X,O,X,X,O,X
JZSITOL,O,O,X,O,X,X,X,X
JZSILTO,X,O,X,O,X,X,O,X
JZSILOT,X,O,X,O,X,X,O,X
JZSIOTL,O,O,X,O,X,X,X,X
JZSIOLT,X,O,X,O,X,X,O,X
JZSLTIO,O,O,X,O,X,X,O,O
JZSLTOI,O,O,X,O,X,O,X,O
JZSLITO,O,O,X,O,X,X,O,X
JZSLIOT,X,O,X,O,X,X,O,X
JZSLOTI,O,O,X,O,X,X,X,X
JZSLOIT,X,O,X,O,X,X,O,X
JZSOTIL,O,O,X,O,X,X,X,X
JZSOTLI,O,O,X,X,X,O,X,X
JZSOITL,O,O,X,O,X,X,X,X
JZSOILT,X,O,X,O,X,X,O,X
JZSOLTI,X,O,X,O,X,O,X,X
JZSOLIT,X,O,X,O,X,O,X,X
JZOTILS,O,O,X,O,O,X,X,X
JZOTISL,O,O,X,O,O,X,X,X
JZOTLIS,O,O,X,O,O,X,X,X
JZOTLSI,O,O,X,O,O,X,X,X
JZOTSIL,O,O,X,O,O,X,X,X
JZOTSLI,O,O,X,X,O,X,X,X
JZOITLS,O,O,X,O,X,X,X,X
JZOITSL,O,O,X,O,X,X,X,X
JZOILTS,X,O,X,O,X,X,X,X
JZOILST,X,O,X,O,X,X,O,X
JZOISTL,O,O,X,O,X,X,X,X
JZOISLT,X,O,X,O,X,X,O,X
JZOLTIS,O,O,X,O,O,X,X,X
JZOLTSI,O,O,X,O,O,X,X,O
JZOLITS,O,O,X,O,O,X,X,X
JZOLIST,O,O,X,O,X,O,O,X
JZOLSTI,O,O,X,O,X,O,X,X
JZOLSIT,O,O,X,O,X,O,O,X
JZOSTIL,O,O,X,O,X,X,X,X
JZOSTLI,O,O,X,X,X,O,X,X
JZOSITL,O,O,X,O,X,X,X,X
JZOSILT,X,O,X,O,X,X,O,X
JZOSLTI,X,O,X,O,X,O,X,X
JZOSLIT,X,O,X,O,X,O,X,X
JOTILSZ,O,O,O,X,O,X,X,X
JOTILZS,O,O,O,X,O,X,X,X
JOTISLZ,O,O,O,X,X,X,X,X
JOTISZL,O,O,O,X,X,X,X,X
JOTIZLS,O,X,X,X,O,X,X,X
JOTIZSL,O,X,O,X,O,X,X,X
JOTLISZ,O,O,O,X,O,X,X,X
JOTLIZS,O,O,O,X,O,X,X,X
JOTLSIZ,O,O,O,X,O,X,X,X
JOTLSZI,O,O,O,X,O,X,X,X
JOTLZIS,O,O,O,X,O,X,X,X
JOTLZSI,O,O,O,X,O,X,X,X
JOTSILZ,O,O,O,X,X,X,X,X
JOTSIZL,O,O,O,X,X,X,X,X
JOTSLIZ,O,O,O,X,O,X,X,X
JOTSLZI,O,O,O,X,O,X,X,X
JOTSZIL,O,O,O,X,O,X,X,X
JOTSZLI,O,O,O,X,O,X,X,X
JOTZILS,O,O,X,X,O,X,X,X
JOTZISL,O,O,O,X,O,X,X,X
JOTZLIS,O,O,O,X,O,X,X,X
JOTZLSI,O,O,O,X,O,X,X,X
JOTZSIL,O,O,O,X,O,X,X,X
JOTZSLI,O,O,O,X,O,X,X,X
JOITLSZ,O,O,O,X,O,X,X,X
JOITLZS,O,O,O,X,O,X,X,X
JOITSLZ,O,O,O,X,X,X,X,X
JOITSZL,O,O,O,X,X,X,X,X
JOITZLS,O,X,X,X,O,X,X,X
JOITZSL,O,X,O,X,O,X,X,X
JOILTSZ,O,O,O,X,O,X,X,X
JOILTZS,O,O,O,X,O,X,X,X
JOILSTZ,O,O,O,X,O,X,X,X
JOILSZT,X,O,O,X,X,X,O,X
JOILZTS,X,O,O,X,O,X,X,X
JOILZST,X,O,O,X,X,X,O,X
JOISTLZ,O,O,O,X,X,X,X,X
JOISTZL,O,O,O,X,X,X,X,X
JOISLTZ,O,O,O,X,X,X,X,X
