sequence,v115@HhC8GeC8GeE8AeA8Mex/IvhF8lBzhBGjBqsB/tBlrB,v115@HhC8GeC8GeE8AeA8Mex/IvhF8lBzhBfoB6oBlrBWyB,v115@HhC8GeC8GeE8AeA8Mex/IvhFXhBTjBFnB0nBGrBSyB,v115@HhC8GeC8GeE8AeA8Mex/IvhFlhBGjBzlB/tBCsB0sB,v115@HhC8GeC8GeE8AeA8Mex/IvhF8lBzhBCjBlrBGtBXtB,v115@HhC8GeC8GeE8AeA8Mex/IvhFlhBGjBzlB8rBqsB/tB,v115@HhC8GeC8GeE8AeA8Mex/IvhF8lBzhBWoBXoBlrBSyB,v115@HhC8GeC8GeE8AeA8Mex/IvhFXhBSoBUnBGrBTtBlsB,v115@HhC8GeC8GeE8AeA8Mex/IvhF8lBzhBCoBlrBXtBGtB,v115@HhC8GeC8GeE8AeA8Mex/IvhFlhBzlB8rBCoBXtBGtB,v115@HhC8GeC8GeE8AeA8Mex/IvhF8lB3mBGoBlsBCsBTtB
LJZOTIS,X,X,O,X,O,O,O,O,X,X,X
LJZOTSI,X,X,O,X,O,O,O,O,X,X,X
LJZOITS,X,X,O,X,O,O,O,O,X,X,X
LJZOIST,X,X,O,X,X,O,X,O,X,X,X
LJZOSTI,X,X,O,X,X,O,X,O,X,X,X
LJZOSIT,X,X,O,X,X,O,X,O,X,X,X
LJOTISZ,X,X,O,O,X,X,X,O,X,X,X
LJOTIZS,X,X,O,X,O,X,O,O,X,X,X
LJOTSIZ,X,X,O,O,X,X,X,O,X,X,X
LJOTSZI,X,X,O,O,O,X,O,O,X,X,X
LJOTZIS,X,X,O,X,O,X,O,O,X,X,X
LJOTZSI,X,X,O,X,O,X,O,O,X,X,X
LJOITSZ,X,X,O,O,X,X,X,O,X,X,X
LJOITZS,X,X,O,X,X,X,X,O,X,X,X
LJOISTZ,X,X,O,O,X,O,X,O,X,X,X
LJOISZT,X,X,O,O,X,O,X,O,X,X,X
LJOIZTS,X,X,O,X,O,O,O,O,X,X,X
LJOIZST,X,X,O,X,X,O,X,O,X,X,X
LJOSTIZ,X,X,O,O,X,O,X,O,X,X,X
LJOSTZI,X,X,O,O,X,O,X,O,X,X,X
LJOSITZ,X,X,O,O,X,O,X,O,X,X,X
LJOSIZT,X,X,O,O,X,O,X,O,X,X,X
LJOSZTI,X,X,O,O,X,O,X,O,X,X,X
LJOSZIT,X,X,O,O,X,O,X,O,X,X,X
LJOZTIS,X,X,O,X,O,O,O,O,X,X,X
LJOZTSI,X,X,O,X,O,O,O,O,X,X,X
LJOZITS,X,X,O,X,O,O,O,O,X,X,X
LJOZIST,X,X,O,X,X,O,X,O,X,X,X
LJOZSTI,X,X,O,X,X,O,X,O,X,X,X
LJOZSIT,X,X,O,X,X,O,X,O,X,X,X
LSTIJZO,O,X,X,O,X,O,X,X,X,X,X
LSTIJOZ,O,X,O,O,X,O,X,X,X,X,X
LSTIZJO,O,X,X,O,X,O,X,X,O,X,X
LSTIZOJ,O,X,O,X,X,O,X,X,O,X,X
LSTIOJZ,O,X,O,O,X,O,X,X,X,X,X
LSTIOZJ,O,X,O,X,X,O,X,X,O,O,X
LSTJIZO,O,X,O,O,X,O,X,X,X,X,X
LSTJIOZ,O,X,O,O,X,O,X,X,X,X,X
LSTJZIO,O,X,O,O,X,O,O,X,O,X,O
LSTJZOI,O,X,O,X,X,O,O,X,O,X,O
LSTJOIZ,O,X,O,O,X,O,X,X,X,X,X
LSTJOZI,O,X,O,O,X,O,O,X,O,X,X
LSTZIJO,O,X,X,O,X,O,O,X,O,X,O
LSTZIOJ,O,X,O,X,X,O,O,X,O,X,X
LSTZJIO,O,X,X,O,X,O,O,X,O,X,O
LSTZJOI,O,X,X,X,X,O,O,X,O,X,O
LSTZOIJ,O,X,O,X,X,O,O,X,O,O,X
LSTZOJI,O,X,O,X,X,O,O,X,O,O,X
LSTOIJZ,O,X,O,O,X,O,X,X,X,X,X
LSTOIZJ,O,X,O,O,X,O,X,X,O,O,X
LSTOJIZ,O,X,O,O,X,O,X,X,X,X,X
LSTOJZI,O,X,O,O,X,O,O,X,O,X,X
LSTOZIJ,O,X,O,O,X,O,O,X,O,O,X
LSTOZJI,O,X,O,O,X,O,O,X,O,O,X
LSITJZO,O,X,X,O,X,O,X,X,X,X,X
LSITJOZ,O,X,O,O,X,O,X,X,X,X,X
LSITZJO,O,X,X,O,X,O,X,X,O,X,X
LSITZOJ,O,X,O,X,X,O,X,X,O,X,X
LSITOJZ,O,X,O,O,X,O,X,X,X,X,X
LSITOZJ,O,X,O,X,X,O,X,X,O,O,X
LSIJTZO,O,X,O,O,X,O,X,X,X,X,X
LSIJTOZ,O,X,O,O,X,O,X,X,X,X,X
LSIJZTO,O,X,O,O,X,O,O,X,O,X,X
LSIJZOT,O,X,O,X,X,O,X,X,X,X,X
LSIJOTZ,X,X,O,O,X,O,X,X,X,X,X
LSIJOZT,O,X,O,O,X,O,X,X,X,O,X
LSIZTJO,O,X,X,O,X,O,O,X,O,X,X
LSIZTOJ,O,X,X,X,X,O,O,X,O,X,X
LSIZJTO,O,X,X,O,X,O,O,X,O,X,X
LSIZJOT,O,X,X,X,X,O,X,X,X,X,X
LSIZOTJ,O,X,X,X,X,O,X,X,O,O,X
LSIZOJT,O,X,X,X,X,O,X,X,X,O,X
LSIOTJZ,X,X,O,O,X,O,X,X,X,X,X
LSIOTZJ,X,X,O,O,X,O,X,X,X,O,X
LSIOJTZ,X,X,O,O,X,O,X,X,X,X,X
LSIOJZT,O,X,O,O,X,O,X,X,X,O,X
LSIOZTJ,O,X,X,O,X,O,X,X,O,O,X
LSIOZJT,O,X,X,O,X,O,X,X,X,O,X
LSJTIZO,O,X,O,O,X,O,X,X,X,X,X
LSJTIOZ,O,X,O,O,X,O,X,X,X,X,X
LSJTZIO,O,X,O,O,X,O,O,X,O,X,X
LSJTZOI,O,X,O,X,X,O,O,X,O,X,X
LSJTOIZ,O,X,O,O,X,O,X,X,X,X,X
LSJTOZI,O,X,O,O,X,O,O,X,O,X,X
LSJITZO,O,X,O,O,X,O,X,X,X,X,X
LSJITOZ,O,X,O,O,X,O,X,X,X,X,X
LSJIZTO,O,X,O,O,X,O,O,X,O,X,X
LSJIZOT,O,X,O,X,X,O,X,X,X,X,X
LSJIOTZ,X,X,O,O,X,O,X,X,X,X,X
LSJIOZT,O,X,O,O,X,O,X,X,X,O,X
LSJZTIO,O,X,O,O,X,O,O,X,O,X,X
LSJZTOI,O,X,O,X,X,O,O,X,O,X,X
LSJZITO,O,X,O,O,X,O,O,X,O,X,X
LSJZIOT,O,X,O,X,X,O,X,X,X,X,X
LSJZOTI,O,X,O,O,X,O,X,X,X,O,X
LSJZOIT,O,X,O,O,X,O,X,X,X,O,X
LSJOTIZ,O,X,O,O,X,O,X,X,X,X,X
LSJOTZI,O,X,O,O,X,O,X,X,X,X,X
LSJOITZ,X,X,O,O,X,O,X,X,X,X,X
LSJOIZT,O,X,O,O,X,O,X,X,X,O,X
LSJOZTI,O,X,O,O,X,O,X,X,X,O,X
LSJOZIT,O,X,O,O,X,O,X,X,X,O,X
LSZTIJO,O,X,X,O,X,O,O,X,O,X,O
LSZTIOJ,O,X,X,X,X,O,O,X,O,X,X
LSZTJIO,O,X,X,O,X,O,O,X,O,X,O
LSZTJOI,O,X,X,X,X,O,O,X,O,X,O
LSZTOIJ,O,X,X,X,X,O,O,X,O,O,X
LSZTOJI,O,X,X,X,X,O,O,X,O,O,X
LSZITJO,O,X,X,O,X,O,O,X,O,X,O
LSZITOJ,O,X,X,X,X,O,O,X,O,X,X
LSZIJTO,O,X,X,O,X,O,O,X,O,X,X
LSZIJOT,O,X,X,X,X,O,X,X,X,X,X
LSZIOTJ,O,X,X,X,X,O,X,X,O,O,X
LSZIOJT,O,X,X,X,X,O,X,X,X,O,X
LSZJTIO,O,X,X,O,X,O,O,X,O,X,X
LSZJTOI,O,X,X,X,X,O,O,X,O,X,X
LSZJITO,O,X,X,O,X,O,O,X,O,X,X
LSZJIOT,O,X,X,X,X,O,X,X,X,X,X
LSZJOTI,O,X,X,O,X,O,X,X,X,O,X
LSZJOIT,O,X,X,O,X,O,X,X,X,O,X
LSZOTIJ,O,X,X,O,X,O,X,X,O,O,X
LSZOTJI,O,X,X,O,X,O,X,X,O,O,X
LSZOITJ,O,X,X,O,X,O,X,X,O,O,X
LSZOIJT,O,X,X,O,X,O,X,X,X,O,X
LSZOJTI,O,X,X,O,X,O,X,X,X,O,X
LSZOJIT,O,X,X,O,X,O,X,X,X,O,X
LSOTIJZ,O,X,O,O,X,O,X,X,X,X,X
LSOTIZJ,O,X,O,O,X,O,X,X,O,O,X
LSOTJIZ,O,X,O,O,X,O,X,X,X,X,X
LSOTJZI,O,X,O,O,X,O,X,X,O,X,X
LSOTZIJ,O,X,O,O,X,O,X,X,O,O,X
LSOTZJI,O,X,O,O,X,O,X,X,O,O,X
LSOITJZ,X,X,O,O,X,O,X,X,X,X,X
LSOITZJ,X,X,O,O,X,O,X,X,X,O,X
LSOIJTZ,X,X,O,O,X,O,X,X,X,X,X
LSOIJZT,O,X,O,O,X,O,X,X,X,O,X
LSOIZTJ,O,X,X,O,X,O,X,X,O,O,X
LSOIZJT,O,X,X,O,X,O,X,X,X,O,X
LSOJTIZ,O,X,O,O,X,O,X,X,X,X,X
LSOJTZI,O,X,O,O,X,O,X,X,X,X,X
LSOJITZ,X,X,O,O,X,O,X,X,X,X,X
LSOJIZT,O,X,O,O,X,O,X,X,X,O,X
LSOJZTI,O,X,O,O,X,O,X,X,X,O,X
LSOJZIT,O,X,O,O,X,O,X,X,X,O,X
LSOZTIJ,O,X,X,O,X,O,X,X,O,O,X
LSOZTJI,O,X,X,O,X,O,X,X,O,O,X
LSOZITJ,O,X,X,O,X,O,X,X,O,O,X
LSOZIJT,O,X,X,O,X,O,X,X,X,O,X
LSOZJTI,O,X,X,O,X,O,X,X,X,O,X
LSOZJIT,O,X,X,O,X,O,X,X,X,O,X
LZTIJSO,O,O,X,X,O,O,O,X,X,X,X
LZTIJOS,O,O,X,X,O,X,O,X,X,X,X
LZTISJO,O,X,X,O,X,O,O,X,O,X,X
LZTISOJ,O,X,O,X,X,O,O,X,O,X,X
LZTIOJS,O,O,X,X,O,X,O,X,X,X,X
LZTIOSJ,O,X,O,X,X,O,O,X,O,X,X
LZTJISO,O,O,O,X,O,O,O,X,X,X,X
LZTJIOS,O,O,O,X,O,X,O,X,X,X,X
LZTJSIO,O,O,O,X,O,O,O,X,X,X,X
LZTJSOI,O,O,O,X,O,O,O,X,X,X,X
LZTJOIS,O,O,O,X,O,X,O,X,X,X,X
LZTJOSI,O,O,O,X,O,X,O,X,X,X,X
LZTSIJO,O,X,X,O,X,O,O,X,O,X,X
LZTSIOJ,O,X,O,X,X,O,O,X,O,X,X
LZTSJIO,O,X,X,O,X,O,O,X,O,X,X
LZTSJOI,O,X,X,X,X,O,O,X,O,X,X
LZTSOIJ,O,X,O,X,X,O,O,X,O,X,X
LZTSOJI,O,X,O,X,X,O,O,X,O,X,X
LZTOIJS,O,O,X,X,O,O,O,X,X,X,X
LZTOISJ,O,X,O,X,X,O,O,X,O,X,X
LZTOJIS,O,O,O,X,O,O,O,X,X,X,X
LZTOJSI,O,O,O,X,O,O,O,X,X,X,X
LZTOSIJ,O,X,O,X,X,O,O,X,O,X,X
LZTOSJI,O,X,O,X,X,O,O,X,O,X,X
LZITJSO,O,O,X,X,O,O,O,X,X,X,X
LZITJOS,O,O,X,X,O,X,O,X,X,X,X
LZITSJO,O,X,X,O,X,O,O,X,O,X,X
LZITSOJ,O,X,O,X,X,O,O,X,O,X,X
LZITOJS,O,O,X,X,O,X,O,X,X,X,X
LZITOSJ,O,X,O,X,X,O,O,X,O,X,X
LZIJTSO,O,O,O,X,O,O,O,X,X,X,X
LZIJTOS,O,O,O,X,O,X,O,X,X,X,X
LZIJSTO,O,O,O,X,O,O,O,X,X,X,X
LZIJSOT,O,O,O,X,X,O,X,X,X,X,X
LZIJOTS,X,X,O,X,O,X,O,X,X,X,X
LZIJOST,X,X,O,X,X,X,X,X,X,X,X
LZISTJO,O,X,X,O,X,O,O,X,O,X,O
LZISTOJ,O,X,X,X,X,O,O,X,O,X,X
LZISJTO,O,X,X,O,X,O,O,X,O,X,X
LZISJOT,O,X,X,X,X,O,X,X,X,X,X
LZISOTJ,O,X,X,X,X,O,X,X,O,X,X
LZISOJT,O,X,X,X,X,O,X,X,X,X,X
LZIOTJS,O,X,X,X,X,O,O,X,X,X,X
LZIOTSJ,O,X,O,X,X,O,O,X,X,X,X
LZIOJTS,X,X,O,X,X,O,O,X,X,X,X
LZIOJST,X,X,O,X,X,O,X,X,X,X,X
LZIOSTJ,O,X,X,X,X,O,X,X,X,X,X
LZIOSJT,O,X,X,X,X,O,X,X,X,X,X
LZJTISO,O,O,O,X,O,O,O,X,X,X,X
LZJTIOS,O,O,O,X,O,X,O,X,X,X,X
LZJTSIO,O,O,O,X,O,O,O,X,X,X,X
LZJTSOI,O,O,O,X,O,O,O,X,X,X,X
LZJTOIS,O,O,O,X,O,X,O,X,X,X,X
LZJTOSI,O,O,O,X,O,X,O,X,X,X,X
LZJITSO,O,O,O,X,O,O,O,X,X,X,X
LZJITOS,O,O,O,X,O,X,O,X,X,X,X
LZJISTO,O,O,O,X,O,O,O,X,X,X,X
LZJISOT,O,O,O,X,X,O,X,O,X,X,X
LZJIOTS,X,X,O,X,O,X,O,O,X,X,X
LZJIOST,X,X,O,X,X,X,X,O,X,X,X
LZJSTIO,O,O,O,X,O,O,O,X,X,X,X
LZJSTOI,O,O,O,X,O,O,O,X,X,X,X
LZJSITO,O,O,O,X,O,O,O,X,X,X,X
LZJSIOT,O,O,O,X,X,O,X,O,X,X,X
LZJSOTI,O,O,O,X,X,O,X,O,X,X,X
LZJSOIT,O,O,O,X,X,O,X,O,X,X,X
LZJOTIS,X,X,O,X,O,O,O,O,X,X,X
LZJOTSI,X,X,O,X,O,O,O,O,X,X,X
LZJOITS,X,X,O,X,O,O,O,O,X,X,X
LZJOIST,X,X,O,X,X,O,X,O,X,X,X
LZJOSTI,X,X,O,X,X,O,X,O,X,X,X
LZJOSIT,X,X,O,X,X,O,X,O,X,X,X
LZSTIJO,O,X,X,O,X,O,O,X,O,X,O
LZSTIOJ,O,X,X,X,X,O,O,X,O,X,X
LZSTJIO,O,X,X,O,X,O,O,X,O,X,O
LZSTJOI,O,X,X,X,X,O,O,X,O,X,O
LZSTOIJ,O,X,X,X,X,O,O,X,O,O,X
LZSTOJI,O,X,X,X,X,O,O,X,O,O,X
LZSITJO,O,X,X,O,X,O,O,X,O,X,O
LZSITOJ,O,X,X,X,X,O,O,X,O,X,X
LZSIJTO,O,X,X,O,X,O,O,X,O,X,X
LZSIJOT,O,X,X,X,X,O,X,X,X,X,X
LZSIOTJ,O,X,X,X,X,O,X,X,O,O,X
LZSIOJT,O,X,X,X,X,O,X,X,X,O,X
LZSJTIO,O,X,X,O,X,O,O,X,O,X,X
LZSJTOI,O,X,X,X,X,O,O,X,O,X,X
LZSJITO,O,X,X,O,X,O,O,X,O,X,X
LZSJIOT,O,X,X,X,X,O,X,X,X,X,X
LZSJOTI,O,X,X,O,X,O,X,X,X,O,X
LZSJOIT,O,X,X,O,X,O,X,X,X,O,X
LZSOTIJ,O,X,X,O,X,O,X,X,O,O,X
LZSOTJI,O,X,X,O,X,O,X,O,O,O,X
LZSOITJ,O,X,X,O,X,O,X,X,O,O,X
LZSOIJT,O,X,X,O,X,O,X,O,X,O,X
LZSOJTI,O,X,X,O,X,O,X,O,X,O,X
LZSOJIT,O,X,X,O,X,O,X,O,X,O,X
LZOTIJS,O,X,X,X,X,O,O,X,X,X,X
LZOTISJ,O,X,O,O,X,O,O,X,X,O,X
LZOTJIS,O,X,O,X,X,O,O,O,X,X,X
LZOTJSI,O,X,O,X,X,O,O,O,X,X,X
LZOTSIJ,O,X,O,O,X,O,O,X,X,O,X
LZOTSJI,O,X,O,O,X,O,O,O,X,O,X
LZOITJS,O,X,X,X,X,O,O,X,X,X,X
LZOITSJ,O,X,O,O,X,O,O,X,X,O,X
LZOIJTS,X,X,O,X,X,O,O,O,X,X,X
LZOIJST,X,X,O,X,X,O,X,O,X,X,X
LZOISTJ,O,X,X,O,X,O,X,X,X,O,X
LZOISJT,O,X,X,O,X,O,X,O,X,O,X
LZOJTIS,X,X,O,X,X,O,O,O,X,X,X
LZOJTSI,X,X,O,X,X,O,O,O,X,X,X
LZOJITS,X,X,O,X,X,O,O,O,X,X,X
LZOJIST,X,X,O,X,X,O,X,O,X,X,X
LZOJSTI,X,X,O,X,X,O,X,O,X,X,X
LZOJSIT,X,X,O,X,X,O,X,O,X,X,X
LZOSTIJ,O,X,X,O,X,O,X,X,X,O,X
LZOSTJI,O,X,X,O,X,O,X,O,X,O,X
LZOSITJ,O,X,X,O,X,O,X,X,X,O,X
LZOSIJT,O,X,X,O,X,O,X,O,X,O,X
LZOSJTI,O,X,X,O,X,O,X,O,X,O,X
LZOSJIT,O,X,X,O,X,O,X,O,X,O,X
LOTIJSZ,X,X,O,O,X,X,X,O,X,X,X
LOTIJZS,X,X,O,X,X,X,O,O,X,X,X
LOTISJZ,O,X,O,O,X,O,X,X,X,X,X
LOTISZJ,O,X,O,O,X,O,X,X,X,X,X
LOTIZJS,O,X,X,X,X,O,O,X,X,X,X
LOTIZSJ,O,X,O,O,X,O,O,X,X,X,X
LOTJISZ,X,X,O,O,X,X,X,O,X,X,X
LOTJIZS,X,X,O,X,X,X,O,O,X,X,X
LOTJSIZ,O,X,O,O,X,X,X,O,X,X,X
LOTJSZI,O,X,O,O,X,X,O,O,X,X,X
LOTJZIS,O,X,O,X,X,X,O,O,X,X,X
LOTJZSI,O,X,O,X,X,X,O,O,X,X,X
LOTSIJZ,O,X,O,O,X,O,X,X,X,X,X
LOTSIZJ,O,X,O,O,X,O,X,X,X,X,X
LOTSJIZ,O,X,O,O,X,O,X,X,X,X,X
LOTSJZI,O,X,O,O,X,O,O,X,X,X,X
LOTSZIJ,O,X,O,O,X,O,O,X,X,X,X
LOTSZJI,O,X,O,O,X,O,O,X,X,X,X
LOTZIJS,O,X,X,X,X,O,O,X,X,X,X
LOTZISJ,O,X,O,O,X,O,O,X,X,X,X
LOTZJIS,O,X,O,X,X,O,O,O,X,X,X
LOTZJSI,O,X,O,X,X,O,O,O,X,X,X
LOTZSIJ,O,X,O,O,X,O,O,X,X,X,X
LOTZSJI,O,X,O,O,X,O,O,O,X,X,X
LOITJSZ,X,X,O,O,X,X,X,O,X,X,X
LOITJZS,X,X,O,X,X,X,X,O,X,X,X
LOITSJZ,X,X,O,O,X,O,X,X,X,X,X
LOITSZJ,X,X,O,O,X,O,X,X,X,X,X
LOITZJS,X,X,X,X,X,O,X,X,X,X,X
LOITZSJ,X,X,O,O,X,O,X,X,X,X,X
LOIJTSZ,X,X,O,O,X,X,X,O,X,X,X
LOIJTZS,X,X,O,X,X,X,X,O,X,X,X
LOIJSTZ,X,X,O,O,X,O,X,O,X,X,X
LOIJSZT,X,X,O,O,X,O,X,O,X,X,X
LOIJZTS,X,X,O,X,X,O,O,O,X,X,X
LOIJZST,X,X,O,X,X,O,X,O,X,X,X
LOISTJZ,X,X,O,O,X,O,X,X,X,X,X
LOISTZJ,X,X,O,O,X,O,X,X,X,O,X
LOISJTZ,X,X,O,O,X,O,X,O,X,X,X
LOISJZT,O,X,O,O,X,O,X,O,X,O,X
LOISZTJ,O,X,X,O,X,O,X,X,X,O,X
LOISZJT,O,X,X,O,X,O,X,X,X,O,X
LOIZTJS,O,X,X,X,X,O,O,X,X,X,X
LOIZTSJ,O,X,O,O,X,O,O,X,X,O,X
LOIZJTS,X,X,O,X,X,O,O,O,X,X,X
LOIZJST,X,X,O,X,X,O,X,O,X,X,X
LOIZSTJ,O,X,X,O,X,O,X,X,X,O,X
LOIZSJT,O,X,X,O,X,O,X,O,X,O,X
LOJTISZ,X,X,O,O,X,X,X,O,X,X,X
LOJTIZS,X,X,O,X,X,X,O,O,X,X,X
LOJTSIZ,X,X,O,O,X,X,X,O,X,X,X
LOJTSZI,X,X,O,O,X,X,O,O,X,X,X
LOJTZIS,X,X,O,X,X,X,O,O,X,X,X
LOJTZSI,X,X,O,X,X,X,O,O,X,X,X
LOJITSZ,X,X,O,O,X,X,X,O,X,X,X
LOJITZS,X,X,O,X,X,X,X,O,X,X,X
LOJISTZ,X,X,O,O,X,O,X,O,X,X,X
LOJISZT,X,X,O,O,X,O,X,O,X,X,X
LOJIZTS,X,X,O,X,X,O,O,O,X,X,X
LOJIZST,X,X,O,X,X,O,X,O,X,X,X
LOJSTIZ,X,X,O,O,X,O,X,O,X,X,X
LOJSTZI,X,X,O,O,X,O,X,O,X,X,X
LOJSITZ,X,X,O,O,X,O,X,O,X,X,X
LOJSIZT,X,X,O,O,X,O,X,O,X,X,X
LOJSZTI,X,X,O,O,X,O,X,O,X,X,X
LOJSZIT,X,X,O,O,X,O,X,O,X,X,X
LOJZTIS,X,X,O,X,X,O,O,O,X,X,X
LOJZTSI,X,X,O,X,X,O,O,O,X,X,X
LOJZITS,X,X,O,X,X,O,O,O,X,X,X
LOJZIST,X,X,O,X,X,O,X,O,X,X,X
LOJZSTI,X,X,O,X,X,O,X,O,X,X,X
LOJZSIT,X,X,O,X,X,O,X,O,X,X,X
LOSTIJZ,O,X,O,O,X,O,X,X,X,X,X
LOSTIZJ,O,X,O,O,X,O,X,X,X,O,X
LOSTJIZ,O,X,O,O,X,O,X,X,X,X,X
LOSTJZI,O,X,O,O,X,O,X,X,X,X,X
LOSTZIJ,O,X,O,O,X,O,X,X,X,O,X
LOSTZJI,O,X,O,O,X,O,X,X,X,O,X
LOSITJZ,X,X,O,O,X,O,X,X,X,X,X
LOSITZJ,X,X,O,O,X,O,X,X,X,O,X
LOSIJTZ,X,X,O,O,X,O,X,O,X,X,X
LOSIJZT,O,X,O,O,X,O,X,O,X,O,X
LOSIZTJ,O,X,X,O,X,O,X,X,X,O,X
LOSIZJT,O,X,X,O,X,O,X,X,X,O,X
LOSJTIZ,O,X,O,O,X,O,X,O,X,X,X
LOSJTZI,O,X,O,O,X,O,X,O,X,X,X
LOSJITZ,X,X,O,O,X,O,X,O,X,X,X
LOSJIZT,O,X,O,O,X,O,X,O,X,O,X
LOSJZTI,O,X,O,O,X,O,X,O,X,O,X
LOSJZIT,O,X,O,O,X,O,X,O,X,O,X
LOSZTIJ,O,X,X,O,X,O,X,X,X,O,X
LOSZTJI,O,X,X,O,X,O,X,O,X,O,X
LOSZITJ,O,X,X,O,X,O,X,X,X,O,X
LOSZIJT,O,X,X,O,X,O,X,O,X,O,X
LOSZJTI,O,X,X,O,X,O,X,O,X,O,X
LOSZJIT,O,X,X,O,X,O,X,O,X,O,X
LOZTIJS,O,X,X,X,X,O,O,X,X,X,X
LOZTISJ,O,X,O,O,X,O,O,X,X,O,X
LOZTJIS,O,X,O,X,X,O,O,O,X,X,X
LOZTJSI,O,X,O,X,X,O,O,O,X,X,X
LOZTSIJ,O,X,O,O,X,O,O,X,X,O,X
LOZTSJI,O,X,O,O,X,O,O,O,X,O,X
LOZITJS,O,X,X,X,X,O,O,X,X,X,X
LOZITSJ,O,X,O,O,X,O,O,X,X,O,X
LOZIJTS,X,X,O,X,X,O,O,O,X,X,X
LOZIJST,X,X,O,X,X,O,X,O,X,X,X
LOZISTJ,O,X,X,O,X,O,X,X,X,O,X
LOZISJT,O,X,X,O,X,O,X,O,X,O,X
LOZJTIS,X,X,O,X,X,O,O,O,X,X,X
LOZJTSI,X,X,O,X,X,O,O,O,X,X,X
LOZJITS,X,X,O,X,X,O,O,O,X,X,X
LOZJIST,X,X,O,X,X,O,X,O,X,X,X
LOZJSTI,X,X,O,X,X,O,X,O,X,X,X
LOZJSIT,X,X,O,X,X,O,X,O,X,X,X
LOZSTIJ,O,X,X,O,X,O,X,X,X,O,X
LOZSTJI,O,X,X,O,X,O,X,O,X,O,X
LOZSITJ,O,X,X,O,X,O,X,X,X,O,X
LOZSIJT,O,X,X,O,X,O,X,O,X,O,X
LOZSJTI,O,X,X,O,X,O,X,O,X,O,X
LOZSJIT,O,X,X,O,X,O,X,O,X,O,X
JTILSZO,X,X,O,X,X,X,X,X,X,X,X
JTILSOZ,X,X,O,X,X,X,X,X,X,X,X
JTILZSO,X,X,O,X,O,X,X,X,X,X,X
JTILZOS,X,X,O,X,O,X,X,X,X,X,X
JTILOSZ,X,X,O,X,X,X,X,X,X,X,X
JTILOZS,X,X,O,X,O,X,X,X,X,X,X
JTISLZO,X,O,O,X,X,X,X,X,X,X,X
JTISLOZ,X,O,O,X,X,X,X,X,X,X,X
JTISZLO,X,O,O,X,X,X,X,X,X,X,O
JTISZOL,X,O,X,X,X,X,X,O,X,X,O
JTISOLZ,X,O,O,X,X,X,X,O,X,X,X
JTISOZL,X,O,X,X,X,X,X,O,X,X,X
JTIZLSO,X,O,O,X,O,X,X,X,X,X,X
JTIZLOS,X,O,O,X,O,X,X,X,X,X,X
JTIZSLO,X,O,O,X,O,X,X,X,X,X,X
JTIZSOL,X,O,X,X,O,X,X,O,X,X,X
JTIZOLS,X,O,X,X,O,X,X,O,X,X,X
JTIZOSL,X,O,X,X,O,X,X,O,X,X,X
JTIOLSZ,X,X,O,X,X,X,X,O,X,X,X
JTIOLZS,X,X,O,X,O,X,X,O,X,X,X
JTIOSLZ,X,O,O,X,X,X,X,O,X,X,X
JTIOSZL,X,O,X,X,X,X,X,O,X,X,X
JTIOZLS,X,O,X,X,O,X,X,O,X,X,X
JTIOZSL,X,O,X,X,O,X,X,O,X,X,X
JTLISZO,X,X,O,X,X,X,X,X,X,X,X
JTLISOZ,X,X,O,X,X,X,X,X,X,X,X
JTLIZSO,X,X,O,X,O,X,O,X,X,X,X
JTLIZOS,X,X,O,X,O,X,O,X,X,X,X
JTLIOSZ,X,X,O,X,X,X,X,X,X,X,X
JTLIOZS,X,X,O,X,O,X,O,X,X,X,X
JTLSIZO,O,O,O,X,X,X,X,X,X,X,X
JTLSIOZ,O,O,O,X,X,X,X,X,X,X,X
JTLSZIO,O,O,O,X,O,X,O,X,X,X,O
JTLSZOI,O,O,O,X,O,X,O,X,X,X,O
JTLSOIZ,O,O,O,X,X,X,X,X,X,X,X
JTLSOZI,O,O,O,X,O,X,O,X,X,X,X
JTLZISO,O,O,O,X,O,X,O,X,X,X,X
JTLZIOS,O,O,O,X,O,X,O,X,X,X,X
JTLZSIO,O,O,O,X,O,X,O,X,X,X,X
JTLZSOI,O,O,O,X,O,X,O,X,X,X,X
JTLZOIS,O,O,O,X,O,X,O,X,X,X,X
JTLZOSI,O,O,O,X,O,X,O,X,X,X,X
JTLOISZ,X,X,O,X,X,X,X,X,X,X,X
JTLOIZS,X,X,O,X,O,X,O,X,X,X,X
JTLOSIZ,O,O,O,X,X,X,X,X,X,X,X
JTLOSZI,O,O,O,X,O,X,O,X,X,X,X
JTLOZIS,O,O,O,X,O,X,O,X,X,X,X
JTLOZSI,O,O,O,X,O,X,O,X,X,X,X
JTSILZO,X,O,O,X,X,X,X,X,X,X,X
JTSILOZ,X,O,O,X,X,X,X,X,X,X,X
JTSIZLO,X,O,O,X,X,X,X,X,X,X,O
JTSIZOL,X,O,X,X,X,X,X,O,X,X,O
JTSIOLZ,X,O,O,X,X,X,X,O,X,X,X
JTSIOZL,X,O,X,X,X,X,X,O,X,X,X
JTSLIZO,O,O,O,X,X,X,X,X,X,X,X
JTSLIOZ,O,O,O,X,X,X,X,X,X,X,X
JTSLZIO,O,O,O,X,O,X,X,X,O,X,O
JTSLZOI,O,O,O,X,O,X,X,X,O,X,O
JTSLOIZ,O,O,O,X,X,X,X,X,X,X,X
