sequence,v115@QhA8BeA8EeH8BeB8Jem/IvhFChBxiBTkBXmBlnBUsB,v115@QhA8BeA8EeH8BeB8Jex/IvhF/mBanBFjBTkB0lB+sB,v115@QhA8BeA8EeH8BeB8JeOEJvhF8kBqlBThBxiBVsB3sB,v115@QhA8BeA8EeH8BeB8Jex/IvhF0hBXjBTkBllB6sBmrB,v115@QhA8BeA8EeH8BeB8JeKEJvhFzfBFhBxiBWrB3nBUsB,v115@QhA8BeA8EeH8BeB8Jei/IvhFzgBFjB3kBGnBRrBUsB,v115@QhA8BeA8EeH8BeB8JeOEJvhF8kBRhBzlBfsBlnBCtB
JLSZTIO,O,X,X,X,O,X,X
JLSZTOI,O,O,X,O,O,X,X
JLSZITO,O,X,X,X,O,X,X
JLSZIOT,O,X,X,X,O,X,X
JLSZOTI,O,O,X,O,O,X,X
JLSZOIT,O,O,X,X,O,X,X
JLSOTIZ,O,O,X,O,O,X,X
JLSOTZI,X,O,X,O,O,X,X
JLSOITZ,O,O,X,X,O,X,X
JLSOIZT,O,O,X,X,O,X,X
JLSOZTI,O,O,X,O,O,X,X
JLSOZIT,O,O,X,X,O,X,X
JLZTISO,O,O,O,X,X,X,X
JLZTIOS,X,X,O,X,O,X,X
JLZTSIO,O,O,O,X,O,X,X
JLZTSOI,O,O,O,O,O,X,X
JLZTOIS,X,O,O,O,O,X,X
JLZTOSI,X,O,O,O,O,X,X
JLZITSO,X,O,O,X,X,X,X
JLZITOS,X,X,O,X,O,X,X
JLZISTO,O,O,O,X,X,X,X
JLZISOT,O,O,O,X,X,X,X
JLZIOTS,X,X,O,X,O,X,X
JLZIOST,X,X,O,X,X,X,X
JLZSTIO,O,O,O,X,O,X,X
JLZSTOI,O,O,O,O,O,X,X
JLZSITO,O,O,O,X,O,X,X
JLZSIOT,O,O,O,X,O,X,X
JLZSOTI,O,O,O,O,O,X,X
JLZSOIT,O,O,O,X,O,X,X
JLZOTIS,X,O,O,O,O,X,X
JLZOTSI,X,O,O,O,O,X,X
JLZOITS,X,O,O,X,O,X,X
JLZOIST,X,O,O,X,X,X,X
JLZOSTI,X,O,O,O,O,X,X
JLZOSIT,X,O,O,X,O,X,X
JLOTISZ,X,O,X,O,O,X,X
JLOTIZS,X,O,O,O,O,X,X
JLOTSIZ,X,O,X,O,O,X,X
JLOTSZI,X,O,X,O,O,X,X
JLOTZIS,X,O,O,O,O,X,X
JLOTZSI,X,O,O,O,O,X,X
JLOITSZ,X,O,X,X,O,X,X
JLOITZS,X,O,X,X,O,X,X
JLOISTZ,X,O,X,X,O,X,X
JLOISZT,X,O,X,X,O,X,X
JLOIZTS,X,O,O,X,O,X,X
JLOIZST,X,O,O,X,X,X,X
JLOSTIZ,X,O,X,O,O,X,X
JLOSTZI,X,O,X,O,O,X,X
JLOSITZ,X,O,X,X,O,X,X
JLOSIZT,X,O,X,X,O,X,X
JLOSZTI,X,O,X,O,O,X,X
JLOSZIT,X,O,X,X,O,X,X
JLOZTIS,X,O,O,O,O,X,X
JLOZTSI,X,O,O,O,O,X,X
JLOZITS,X,O,O,X,O,X,X
JLOZIST,X,O,O,X,X,X,X
JLOZSTI,X,O,O,O,O,X,X
JLOZSIT,X,O,O,X,O,X,X
JSTILZO,O,X,X,X,O,O,X
JSTILOZ,O,O,X,X,O,O,X
JSTIZLO,O,X,X,X,O,O,X
JSTIZOL,X,X,X,O,X,O,X
JSTIOLZ,O,O,X,O,O,O,X
JSTIOZL,O,O,X,O,X,O,X
JSTLIZO,O,X,X,X,O,O,X
JSTLIOZ,O,O,X,X,O,O,X
JSTLZIO,O,X,X,X,O,X,X
JSTLZOI,O,O,X,O,O,X,X
JSTLOIZ,O,O,X,O,O,X,X
JSTLOZI,O,O,X,O,O,X,X
JSTZILO,O,O,X,X,O,X,X
JSTZIOL,O,O,X,O,X,X,O
JSTZLIO,O,O,X,X,O,X,X
JSTZLOI,O,O,X,O,O,X,O
JSTZOIL,O,O,X,O,X,X,O
JSTZOLI,O,O,X,O,X,X,O
JSTOILZ,O,O,X,O,O,X,X
JSTOIZL,O,O,X,O,X,X,O
JSTOLIZ,O,O,X,O,O,X,X
JSTOLZI,O,O,X,O,O,X,X
JSTOZIL,O,O,X,O,X,X,O
JSTOZLI,O,O,X,O,X,X,O
JSITLZO,O,X,X,X,O,O,X
JSITLOZ,O,O,X,X,O,O,X
JSITZLO,O,X,X,X,O,O,X
JSITZOL,X,X,X,O,X,O,X
JSITOLZ,O,O,X,O,O,O,X
JSITOZL,X,O,X,O,X,O,X
JSILTZO,O,X,X,X,O,O,X
JSILTOZ,O,O,X,X,O,O,X
JSILZTO,O,X,X,X,O,O,X
JSILZOT,O,X,X,X,O,O,X
JSILOTZ,O,O,X,X,O,O,X
JSILOZT,O,O,X,X,O,O,X
JSIZTLO,O,X,X,X,O,O,X
JSIZTOL,O,X,X,O,X,O,X
JSIZLTO,O,X,X,X,O,O,X
JSIZLOT,O,X,X,X,O,O,X
JSIZOTL,X,X,X,O,X,O,X
JSIZOLT,O,X,X,X,X,O,X
JSIOTLZ,O,O,X,O,O,O,X
JSIOTZL,X,O,X,O,X,O,X
JSIOLTZ,O,O,X,X,O,O,X
JSIOLZT,O,O,X,X,O,O,X
JSIOZTL,X,O,X,O,X,O,X
JSIOZLT,O,O,X,X,X,O,X
JSLTIZO,O,X,X,X,O,O,X
JSLTIOZ,O,O,X,X,O,O,X
JSLTZIO,O,X,X,X,O,X,X
JSLTZOI,O,O,X,O,O,X,X
JSLTOIZ,O,O,X,O,O,X,X
JSLTOZI,O,O,X,O,O,X,X
JSLITZO,O,X,X,X,O,O,X
JSLITOZ,O,O,X,X,O,O,X
JSLIZTO,O,X,X,X,O,O,X
JSLIZOT,O,X,X,X,O,O,X
JSLIOTZ,O,O,X,X,O,O,X
JSLIOZT,O,O,X,X,O,O,X
JSLZTIO,O,X,X,X,O,X,X
JSLZTOI,O,O,X,O,O,X,X
JSLZITO,O,X,X,X,O,X,X
JSLZIOT,O,X,X,X,O,X,X
JSLZOTI,O,O,X,O,O,X,X
JSLZOIT,O,O,X,X,O,X,X
JSLOTIZ,O,O,X,O,O,X,X
JSLOTZI,O,O,X,O,O,X,X
JSLOITZ,O,O,X,X,O,X,X
JSLOIZT,O,O,X,X,O,X,X
JSLOZTI,O,O,X,O,O,X,X
JSLOZIT,O,O,X,X,O,X,X
JSZTILO,O,O,X,X,O,X,X
JSZTIOL,O,O,X,O,X,X,O
JSZTLIO,O,O,X,X,O,X,X
JSZTLOI,O,O,X,O,O,X,O
JSZTOIL,O,O,X,O,X,X,O
JSZTOLI,O,O,X,O,X,X,O
JSZITLO,O,O,X,X,O,X,X
JSZITOL,O,O,X,O,X,X,O
JSZILTO,O,O,X,X,O,X,X
JSZILOT,O,O,X,X,O,X,X
JSZIOTL,O,O,X,O,X,X,O
JSZIOLT,O,O,X,X,X,X,O
JSZLTIO,O,O,X,X,O,X,X
JSZLTOI,O,O,X,O,O,X,O
JSZLITO,O,O,X,X,O,X,X
JSZLIOT,O,O,X,X,O,X,X
JSZLOTI,O,O,X,O,O,X,O
JSZLOIT,O,O,X,X,O,X,O
JSZOTIL,O,O,X,O,X,X,O
JSZOTLI,O,O,X,O,X,X,O
JSZOITL,O,O,X,O,X,X,O
JSZOILT,O,O,X,X,X,X,O
JSZOLTI,O,O,X,O,X,X,O
JSZOLIT,O,O,X,X,X,X,O
JSOTILZ,O,O,X,O,O,X,X
JSOTIZL,O,O,X,O,X,X,O
JSOTLIZ,O,O,X,O,O,X,X
JSOTLZI,O,O,X,O,O,X,X
JSOTZIL,O,O,X,O,X,X,O
JSOTZLI,O,O,X,O,X,X,O
JSOITLZ,O,O,X,O,O,X,X
JSOITZL,O,O,X,O,X,X,O
JSOILTZ,O,O,X,X,O,X,X
JSOILZT,O,O,X,X,O,X,X
JSOIZTL,O,O,X,O,X,X,O
JSOIZLT,O,O,X,X,X,X,O
JSOLTIZ,O,O,X,O,O,X,X
JSOLTZI,O,O,X,O,O,X,X
JSOLITZ,O,O,X,X,O,X,X
JSOLIZT,O,O,X,X,O,X,X
JSOLZTI,O,O,X,O,O,X,X
JSOLZIT,O,O,X,X,O,X,X
JSOZTIL,O,O,X,O,X,X,O
JSOZTLI,O,O,X,O,X,X,O
JSOZITL,O,O,X,O,X,X,O
JSOZILT,O,O,X,X,X,X,O
JSOZLTI,O,O,X,O,X,X,O
JSOZLIT,O,O,X,X,X,X,O
JZTILSO,O,O,O,X,X,X,X
JZTILOS,X,X,O,X,O,X,X
JZTISLO,O,O,O,X,X,X,X
JZTISOL,O,O,X,O,X,X,X
JZTIOLS,O,O,O,O,X,X,X
JZTIOSL,O,O,X,O,X,X,X
JZTLISO,O,O,O,X,X,X,X
JZTLIOS,X,X,O,X,O,X,X
JZTLSIO,O,O,O,X,O,X,X
JZTLSOI,O,O,O,O,O,X,X
JZTLOIS,X,O,O,O,O,X,X
JZTLOSI,X,O,O,O,O,X,X
JZTSILO,O,O,O,X,O,X,X
JZTSIOL,O,O,X,O,X,X,O
JZTSLIO,O,O,O,X,O,X,X
JZTSLOI,O,O,O,O,O,X,O
JZTSOIL,O,O,X,O,X,X,O
JZTSOLI,O,O,X,O,X,X,O
JZTOILS,O,O,O,O,X,X,X
JZTOISL,O,O,X,O,X,X,O
JZTOLIS,O,O,O,O,X,X,X
JZTOLSI,O,O,O,O,X,X,X
JZTOSIL,O,O,X,O,X,X,O
JZTOSLI,O,O,X,O,X,X,O
JZITLSO,O,O,O,X,X,X,X
JZITLOS,X,X,O,X,O,X,X
JZITSLO,O,O,O,X,X,X,X
JZITSOL,O,O,X,O,X,X,X
JZITOLS,X,O,O,O,X,X,X
JZITOSL,O,O,X,O,X,X,X
JZILTSO,X,O,O,X,X,X,X
JZILTOS,X,X,O,X,O,X,X
JZILSTO,O,O,O,X,X,X,X
JZILSOT,O,O,O,X,X,X,X
JZILOTS,X,X,O,X,O,X,X
JZILOST,X,X,O,X,X,X,X
JZISTLO,O,O,O,X,X,X,X
JZISTOL,O,O,X,O,X,X,O
JZISLTO,O,O,O,X,X,X,X
JZISLOT,O,O,O,X,X,X,X
JZISOTL,O,O,X,O,X,X,O
JZISOLT,O,O,X,X,X,X,O
JZIOTLS,X,O,O,O,X,X,X
JZIOTSL,O,O,X,O,X,X,O
JZIOLTS,X,O,O,X,X,X,X
JZIOLST,O,O,O,X,X,X,O
JZIOSTL,O,O,X,O,X,X,O
JZIOSLT,O,O,X,X,X,X,O
JZLTISO,O,O,O,X,X,X,X
JZLTIOS,X,X,O,X,O,X,X
JZLTSIO,O,O,O,X,O,X,X
JZLTSOI,O,O,O,O,O,X,X
JZLTOIS,X,O,O,O,O,X,X
JZLTOSI,X,O,O,O,O,X,X
JZLITSO,X,O,O,X,X,X,X
JZLITOS,X,X,O,X,O,X,X
JZLISTO,O,O,O,X,X,X,X
JZLISOT,O,O,O,X,X,X,X
JZLIOTS,X,X,O,X,O,X,X
JZLIOST,X,X,O,X,X,X,X
JZLSTIO,O,O,O,X,O,X,X
JZLSTOI,O,O,O,O,O,X,O
JZLSITO,O,O,O,X,O,X,X
JZLSIOT,O,O,O,X,O,X,X
JZLSOTI,O,O,O,O,O,X,O
JZLSOIT,O,O,O,X,O,X,O
JZLOTIS,X,O,O,O,O,X,X
JZLOTSI,X,O,O,O,O,X,X
JZLOITS,X,O,O,X,O,X,X
JZLOIST,X,O,O,X,X,X,O
JZLOSTI,X,O,O,O,O,X,O
JZLOSIT,X,O,O,X,O,X,O
JZSTILO,O,O,O,X,O,X,X
JZSTIOL,O,O,X,O,X,X,O
JZSTLIO,O,O,O,X,O,X,X
JZSTLOI,O,O,O,O,O,X,O
JZSTOIL,O,O,X,O,X,X,O
JZSTOLI,O,O,X,O,X,X,O
JZSITLO,O,O,O,X,O,X,X
JZSITOL,O,O,X,O,X,X,O
JZSILTO,O,O,O,X,O,X,X
JZSILOT,O,O,O,X,O,X,X
JZSIOTL,O,O,X,O,X,X,O
JZSIOLT,O,O,X,X,X,X,O
JZSLTIO,O,O,O,X,O,X,X
JZSLTOI,O,O,O,O,O,X,O
JZSLITO,O,O,O,X,O,X,X
JZSLIOT,O,O,O,X,O,X,X
JZSLOTI,O,O,O,O,O,X,O
JZSLOIT,O,O,O,X,O,X,O
JZSOTIL,O,O,X,O,X,X,O
JZSOTLI,O,O,X,O,X,X,O
JZSOITL,O,O,X,O,X,X,O
JZSOILT,O,O,X,X,X,X,O
JZSOLTI,O,O,X,O,X,X,O
JZSOLIT,O,O,X,X,X,X,O
JZOTILS,O,O,O,O,X,X,X
JZOTISL,O,O,X,O,X,X,O
JZOTLIS,O,O,O,O,X,X,X
JZOTLSI,O,O,O,O,X,X,X
JZOTSIL,O,O,X,O,X,X,O
JZOTSLI,O,O,X,O,X,X,O
JZOITLS,O,O,O,O,X,X,X
JZOITSL,O,O,X,O,X,X,O
JZOILTS,X,O,O,X,X,X,X
JZOILST,O,O,O,X,X,X,O
JZOISTL,O,O,X,O,X,X,O
JZOISLT,O,O,X,X,X,X,O
JZOLTIS,O,O,O,O,X,X,X
JZOLTSI,O,O,O,O,X,X,X
JZOLITS,X,O,O,X,X,X,X
JZOLIST,O,O,O,X,X,X,O
JZOLSTI,O,O,O,O,X,X,O
JZOLSIT,O,O,O,X,X,X,O
JZOSTIL,O,O,X,O,X,X,O
JZOSTLI,O,O,X,O,X,X,O
JZOSITL,O,O,X,O,X,X,O
JZOSILT,O,O,X,X,X,X,O
JZOSLTI,O,O,X,O,X,X,O
JZOSLIT,O,O,X,X,X,X,O
JOTILSZ,O,O,X,O,O,X,X
JOTILZS,X,O,X,O,O,X,X
JOTISLZ,O,O,X,O,X,X,X
JOTISZL,O,O,X,O,X,X,X
JOTIZLS,X,O,X,O,X,X,X
JOTIZSL,O,O,X,O,X,X,X
JOTLISZ,O,O,X,O,O,X,X
JOTLIZS,X,O,X,O,O,X,X
JOTLSIZ,O,O,X,O,O,X,X
JOTLSZI,O,O,X,O,O,X,X
JOTLZIS,X,O,X,O,O,X,X
JOTLZSI,X,O,X,O,O,X,X
JOTSILZ,O,O,X,O,O,X,X
JOTSIZL,O,O,X,O,X,X,X
JOTSLIZ,O,O,X,O,O,X,X
JOTSLZI,O,O,X,O,O,X,X
JOTSZIL,O,O,X,O,X,X,X
JOTSZLI,O,O,X,O,X,X,X
JOTZILS,O,O,X,O,X,X,X
JOTZISL,O,O,X,O,X,X,X
JOTZLIS,O,O,X,O,X,X,X
JOTZLSI,O,O,X,O,X,X,X
JOTZSIL,O,O,X,O,X,X,X
JOTZSLI,O,O,X,O,X,X,X
JOITLSZ,O,O,X,O,O,X,X
JOITLZS,X,O,X,O,O,X,X
JOITSLZ,O,O,X,O,X,X,X
JOITSZL,O,O,X,O,X,X,X
JOITZLS,X,O,X,O,X,X,X
JOITZSL,O,O,X,O,X,X,X
JOILTSZ,O,O,X,X,O,X,X
JOILTZS,X,O,X,X,O,X,X
JOILSTZ,O,O,X,X,O,X,X
JOILSZT,O,O,X,X,X,X,X
JOILZTS,X,O,X,X,O,X,X
JOILZST,O,O,X,X,X,X,X
JOISTLZ,O,O,X,O,X,X,X
JOISTZL,O,O,X,O,X,X,O
JOISLTZ,O,O,X,X,X,X,X
JOISLZT,O,O,X,X,X,X,X
JOISZTL,O,O,X,O,X,X,O
JOISZLT,O,O,X,X,X,X,O
JOIZTLS,O,O,X,O,X,X,X
JOIZTSL,O,O,X,O,X,X,O
JOIZLTS,X,O,X,X,X,X,X
JOIZLST,O,O,X,X,X,X,O
JOIZSTL,O,O,X,O,X,X,O
JOIZSLT,O,O,X,X,X,X,O
JOLTISZ,O,O,X,O,O,X,X
JOLTIZS,X,O,X,O,O,X,X
JOLTSIZ,O,O,X,O,O,X,X
JOLTSZI,O,O,X,O,O,X,X
JOLTZIS,X,O,X,O,O,X,X
JOLTZSI,X,O,X,O,O,X,X
JOLITSZ,O,O,X,X,O,X,X
JOLITZS,X,O,X,X,O,X,X
JOLISTZ,O,O,X,X,O,X,X
JOLISZT,O,O,X,X,O,X,X
JOLIZTS,X,O,X,X,O,X,X
JOLIZST,O,O,X,X,X,X,X
JOLSTIZ,O,O,X,O,O,X,X
JOLSTZI,O,O,X,O,O,X,X
JOLSITZ,O,O,X,X,O,X,X
JOLSIZT,O,O,X,X,O,X,X
JOLSZTI,O,O,X,O,O,X,X
JOLSZIT,O,O,X,X,O,X,X
JOLZTIS,O,O,X,O,O,X,X
JOLZTSI,O,O,X,O,O,X,X
JOLZITS,X,O,X,X,O,X,X
JOLZIST,O,O,X,X,X,X,X
JOLZSTI,O,O,X,O,O,X,X
JOLZSIT,O,O,X,X,O,X,X
JOSTILZ,O,O,X,O,O,X,X
JOSTIZL,O,O,X,O,X,X,O
JOSTLIZ,O,O,X,O,O,X,X
JOSTLZI,O,O,X,O,O,X,X
JOSTZIL,O,O,X,O,X,X,O
JOSTZLI,O,O,X,O,X,X,O
JOSITLZ,O,O,X,O,O,X,X
JOSITZL,O,O,X,O,X,X,O
JOSILTZ,O,O,X,X,O,X,X
JOSILZT,O,O,X,X,O,X,X
JOSIZTL,O,O,X,O,X,X,O
JOSIZLT,O,O,X,X,X,X,O
JOSLTIZ,O,O,X,O,O,X,X
JOSLTZI,O,O,X,O,O,X,X
JOSLITZ,O,O,X,X,O,X,X
JOSLIZT,O,O,X,X,O,X,X
JOSLZTI,O,O,X,O,O,X,X
JOSLZIT,O,O,X,X,O,X,X
JOSZTIL,O,O,X,O,X,X,O
JOSZTLI,O,O,X,O,X,X,O
JOSZITL,O,O,X,O,X,X,O
JOSZILT,O,O,X,X,X,X,O
JOSZLTI,O,O,X,O,X,X,O
JOSZLIT,O,O,X,X,X,X,O
JOZTILS,O,O,X,O,X,X,X
JOZTISL,O,O,X,O,X,X,O
JOZTLIS,O,O,X,O,X,X,X
JOZTLSI,O,O,X,O,X,X,X
JOZTSIL,O,O,X,O,X,X,O
JOZTSLI,O,O,X,O,X,X,O
JOZITLS,O,O,X,O,X,X,X
JOZITSL,O,O,X,O,X,X,O
JOZILTS,X,O,X,X,X,X,X
JOZILST,O,O,X,X,X,X,O
JOZISTL,O,O,X,O,X,X,O
JOZISLT,O,O,X,X,X,X,O
JOZLTIS,O,O,X,O,X,X,X
JOZLTSI,O,O,X,O,X,X,X
JOZLITS,X,O,X,X,X,X,X
JOZLIST,O,O,X,X,X,X,O
JOZLSTI,O,O,X,O,X,X,O
JOZLSIT,O,O,X,X,X,X,O
JOZSTIL,O,O,X,O,X,X,O
JOZSTLI,O,O,X,O,X,X,O
JOZSITL,O,O,X,O,X,X,O
JOZSILT,O,O,X,X,X,X,O
JOZSLTI,O,O,X,O,X,X,O
JOZSLIT,O,O,X,X,X,X,O
STILJZO,O,X,X,X,O,O,X
STILJOZ,O,X,X,X,O,O,X
STILZJO,O,X,O,X,X,O,X
STILZOJ,O,X,O,X,X,O,X
STILOJZ,O,X,X,X,O,O,X
STILOZJ,O,X,O,X,X,O,X
STIJLZO,O,X,X,X,O,O,X
STIJLOZ,O,X,X,X,O,O,X
STIJZLO,O,X,X,X,O,O,X
STIJZOL,X,X,X,O,X,O,X
STIJOLZ,O,X,X,O,O,O,X
STIJOZL,O,X,X,O,X,O,X
STIZLJO,O,X,O,X,X,O,X
STIZLOJ,O,X,O,X,X,O,X
STIZJLO,O,X,O,X,X,O,X
STIZJOL,X,X,X,X,X,O,O
STIZOLJ,O,X,X,O,X,O,O
STIZOJL,O,X,X,O,X,O,O
STIOLJZ,O,X,X,O,X,O,X
STIOLZJ,O,X,O,O,X,O,O
STIOJLZ,O,X,X,O,X,O,X
STIOJZL,O,X,X,O,X,O,O
STIOZLJ,O,X,X,O,X,O,O
STIOZJL,O,X,X,O,X,O,O
STLIJZO,O,X,X,X,O,O,X
STLIJOZ,O,X,X,X,O,O,X
STLIZJO,O,X,O,X,X,O,X
STLIZOJ,O,X,O,X,X,O,X
STLIOJZ,O,X,X,X,O,O,X
STLIOZJ,O,X,O,X,X,O,X
STLJIZO,O,X,X,X,O,O,X
STLJIOZ,O,O,X,X,O,O,X
STLJZIO,O,X,X,X,O,X,X
STLJZOI,O,O,X,O,O,X,X
STLJOIZ,O,O,X,O,O,X,X
STLJOZI,O,O,X,O,O,X,X
STLZIJO,O,X,O,X,X,O,X
STLZIOJ,O,X,O,X,X,O,X
STLZJIO,O,X,O,X,X,X,X
STLZJOI,O,X,O,X,X,X,O
STLZOIJ,O,X,O,O,X,X,O
STLZOJI,O,X,O,O,X,X,O
STLOIJZ,O,O,X,O,O,O,X
STLOIZJ,O,X,O,O,X,O,O
STLOJIZ,O,O,X,O,O,X,X
STLOJZI,O,O,X,O,O,X,X
STLOZIJ,O,X,O,O,X,X,O
STLOZJI,O,X,O,O,X,X,O
STJILZO,O,X,X,X,O,O,X
STJILOZ,O,O,X,X,O,O,X
STJIZLO,O,X,X,X,O,O,X
STJIZOL,X,X,X,O,X,O,X
STJIOLZ,O,O,X,O,O,O,X
STJIOZL,O,O,X,O,X,O,X
STJLIZO,O,X,X,X,O,O,X
STJLIOZ,O,O,X,X,O,O,X
STJLZIO,O,X,X,X,O,X,X
STJLZOI,O,O,X,O,O,X,X
STJLOIZ,O,O,X,O,O,X,X
STJLOZI,O,O,X,O,O,X,X
STJZILO,O,O,X,X,O,X,X
STJZIOL,O,O,X,O,X,X,O
STJZLIO,O,O,X,X,O,X,X
STJZLOI,O,O,X,O,O,X,O
STJZOIL,O,O,X,O,X,X,O
STJZOLI,O,O,X,O,X,X,O
STJOILZ,O,O,X,O,O,X,X
STJOIZL,O,O,X,O,X,X,O
STJOLIZ,O,O,X,O,O,X,X
STJOLZI,O,O,X,O,O,X,X
STJOZIL,O,O,X,O,X,X,O
STJOZLI,O,O,X,O,X,X,O
STZILJO,O,X,O,X,X,O,X
STZILOJ,O,X,O,X,X,O,X
STZIJLO,O,O,O,X,X,O,X
STZIJOL,O,O,X,X,X,O,O
STZIOLJ,O,X,X,O,X,O,O
STZIOJL,O,X,X,O,X,O,O
STZLIJO,O,X,O,X,X,O,X
STZLIOJ,O,X,O,X,X,O,X
STZLJIO,O,X,O,X,X,X,X
STZLJOI,O,X,O,X,X,X,O
STZLOIJ,O,X,O,O,X,X,O
STZLOJI,O,X,O,O,X,X,O
STZJILO,O,O,O,X,X,X,X
STZJIOL,O,O,X,O,X,X,O
STZJLIO,O,O,O,X,X,X,X
STZJLOI,O,O,O,O,X,X,O
STZJOIL,O,O,X,O,X,X,O
STZJOLI,O,O,X,O,X,X,O
STZOILJ,O,X,X,O,X,X,O
STZOIJL,O,O,X,O,X,X,O
STZOLIJ,O,X,X,O,X,X,O
STZOLJI,O,X,X,O,X,X,O
STZOJIL,O,O,X,O,X,X,O
STZOJLI,O,O,X,O,X,X,O
STOILJZ,O,O,X,O,X,O,X
STOILZJ,O,X,O,O,X,O,O
STOIJLZ,O,O,X,O,X,O,X
STOIJZL,O,O,X,O,X,O,O
STOIZLJ,O,X,X,O,X,O,O
STOIZJL,O,O,X,O,X,O,O
STOLIJZ,O,O,X,O,X,O,X
STOLIZJ,O,X,O,O,X,O,O
STOLJIZ,O,O,X,O,X,X,X
STOLJZI,O,O,X,O,X,X,X
STOLZIJ,O,X,O,O,X,X,O
STOLZJI,O,X,O,O,X,X,O
STOJILZ,O,O,X,O,X,X,X
STOJIZL,O,O,X,O,X,X,O
STOJLIZ,O,O,X,O,X,X,X
STOJLZI,O,O,X,O,X,X,X
STOJZIL,O,O,X,O,X,X,O
STOJZLI,O,O,X,O,X,X,O
STOZILJ,O,X,X,O,X,X,O
STOZIJL,O,O,X,O,X,X,O
STOZLIJ,O,X,X,O,X,X,O
STOZLJI,O,X,X,O,X,X,O
STOZJIL,O,O,X,O,X,X,O
STOZJLI,O,O,X,O,X,X,O
SITLJZO,O,X,X,X,O,O,X
SITLJOZ,O,X,X,X,O,O,X
SITLZJO,O,X,O,X,X,O,X
SITLZOJ,O,X,O,X,X,O,X
SITLOJZ,O,X,X,X,O,O,X
SITLOZJ,O,X,O,X,X,O,X
SITJLZO,O,X,X,X,O,O,X
SITJLOZ,O,X,X,X,O,O,X
SITJZLO,O,X,X,X,O,O,X
SITJZOL,X,X,X,O,X,O,X
SITJOLZ,O,X,X,O,O,O,X
SITJOZL,O,X,X,O,X,O,X
SITZLJO,O,X,O,X,X,O,X
SITZLOJ,O,X,O,X,X,O,X
SITZJLO,O,X,O,X,X,O,X
SITZJOL,X,X,X,X,X,O,O
SITZOLJ,O,X,X,O,X,O,O
SITZOJL,O,X,X,O,X,O,O
SITOLJZ,O,X,X,O,X,O,X
SITOLZJ,O,X,O,O,X,O,O
SITOJLZ,O,X,X,O,X,O,X
SITOJZL,O,X,X,O,X,O,O
SITOZLJ,O,X,X,O,X,O,O
SITOZJL,O,X,X,O,X,O,O
SILTJZO,O,X,X,X,O,O,X
SILTJOZ,O,X,X,X,O,O,X
SILTZJO,O,X,O,X,X,O,X
SILTZOJ,O,X,O,X,X,O,X
SILTOJZ,O,X,X,X,O,O,X
SILTOZJ,O,X,O,X,X,O,X
SILJTZO,O,X,X,X,O,O,X
SILJTOZ,O,O,X,X,O,O,X
SILJZTO,O,X,X,X,O,O,X
SILJZOT,O,X,X,X,O,O,X
SILJOTZ,O,O,X,X,O,O,X
SILJOZT,O,O,X,X,O,O,X
SILZTJO,O,X,O,X,X,O,X
SILZTOJ,O,X,O,X,X,O,X
SILZJTO,O,X,O,X,O,O,X
SILZJOT,O,X,O,X,O,O,X
SILZOTJ,O,X,X,X,X,O,X
SILZOJT,O,X,O,X,O,O,X
SILOTJZ,O,O,X,X,O,O,X
SILOTZJ,O,X,X,X,X,O,X
SILOJTZ,O,O,X,X,O,O,X
SILOJZT,O,O,X,X,O,O,X
SILOZTJ,O,X,X,X,X,O,X
SILOZJT,O,O,O,X,O,O,X
SIJTLZO,O,X,X,X,O,O,X
SIJTLOZ,O,O,X,X,O,O,X
SIJTZLO,O,X,X,X,O,O,X
SIJTZOL,X,X,X,O,X,O,X
SIJTOLZ,O,O,X,O,O,O,X
SIJTOZL,X,O,X,O,X,O,X
SIJLTZO,O,X,X,X,O,O,X
SIJLTOZ,O,O,X,X,O,O,X
SIJLZTO,O,X,X,X,O,O,X
SIJLZOT,O,X,X,X,O,O,X
SIJLOTZ,O,O,X,X,O,O,X
SIJLOZT,O,O,X,X,O,O,X
SIJZTLO,O,X,X,X,O,O,X
SIJZTOL,O,X,X,O,X,O,X
SIJZLTO,O,X,X,X,O,O,X
SIJZLOT,O,X,X,X,O,O,X
SIJZOTL,X,X,X,O,X,O,X
SIJZOLT,O,X,X,X,X,O,X
SIJOTLZ,O,O,X,O,O,O,X
SIJOTZL,X,O,X,O,X,O,X
SIJOLTZ,O,O,X,X,O,O,X
SIJOLZT,O,O,X,X,O,O,X
SIJOZTL,X,O,X,O,X,O,X
SIJOZLT,O,O,X,X,X,O,X
SIZTLJO,O,X,O,X,X,O,X
SIZTLOJ,O,X,O,X,X,O,X
SIZTJLO,O,X,O,X,X,O,X
SIZTJOL,O,X,X,X,X,O,O
SIZTOLJ,O,X,X,X,X,O,O
SIZTOJL,O,X,X,X,X,O,O
SIZLTJO,O,X,O,X,X,O,X
SIZLTOJ,O,X,O,X,X,O,X
SIZLJTO,O,X,O,X,O,O,X
SIZLJOT,O,X,O,X,O,O,X
SIZLOTJ,O,X,X,X,X,O,X
SIZLOJT,O,X,O,X,O,O,X
SIZJTLO,O,X,O,X,O,O,X
SIZJTOL,O,X,X,X,X,O,O
SIZJLTO,O,X,O,X,O,O,X
SIZJLOT,O,X,O,X,O,O,X
SIZJOTL,O,X,X,X,X,O,O
SIZJOLT,O,X,X,X,X,O,O
SIZOTLJ,O,X,X,X,X,O,O
