sequence,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8Jei/IvhF5l?BlhBziBcpBeqB3sB,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8JeZEJvhFuk?BclBlhBziBSvB3sB,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8Jex/IvhFlh?BziB0kB6qB2uB3sB,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8Je0/IvhF6l?BlhB2pBznB3sBxuB,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8JeZEJvhFuk?BclBlhBznBSvB3sB,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8Je5FJvhFlh?BziBmkB0pB3sBipB
SZITLJO,O,O,X,X,X,O
SZITLOJ,O,O,X,X,X,O
SZITJLO,O,X,X,X,X,O
SZITJOL,O,X,X,X,X,O
SZITOLJ,O,O,X,X,X,O
SZITOJL,O,X,X,X,X,O
SZILTJO,O,O,X,X,X,O
SZILTOJ,O,O,X,X,X,O
SZILJTO,O,O,X,X,X,O
SZILJOT,O,O,X,X,X,O
SZILOTJ,O,O,X,X,X,O
SZILOJT,O,O,X,X,X,O
SZIJTLO,O,X,X,X,X,O
SZIJTOL,O,X,X,X,X,O
SZIJLTO,O,X,X,X,X,O
SZIJLOT,O,X,X,X,X,O
SZIJOTL,O,X,X,X,X,O
SZIJOLT,O,X,X,X,X,O
SZIOTLJ,O,O,X,X,X,O
SZIOTJL,O,X,X,X,X,O
SZIOLTJ,O,O,X,X,X,O
SZIOLJT,O,O,X,X,X,O
SZIOJTL,O,X,X,X,X,O
SZIOJLT,O,X,X,X,X,O
SZLTIJO,O,O,X,X,X,O
SZLTIOJ,O,O,O,X,X,O
SZLTJIO,O,O,O,X,X,O
SZLTJOI,O,O,O,X,X,O
SZLTOIJ,O,O,O,X,X,O
SZLTOJI,O,O,O,X,X,O
SZLITJO,O,O,X,X,X,O
SZLITOJ,O,O,O,X,X,O
SZLIJTO,O,O,X,X,X,O
SZLIJOT,O,O,X,X,X,O
SZLIOTJ,O,O,O,X,X,O
SZLIOJT,O,O,X,X,X,O
SZLJTIO,O,O,O,X,X,O
SZLJTOI,O,O,O,X,X,O
SZLJITO,O,O,O,X,X,O
SZLJIOT,O,O,O,X,X,O
SZLJOTI,O,O,O,X,X,O
SZLJOIT,O,O,O,X,X,O
SZLOTIJ,O,O,O,X,X,O
SZLOTJI,O,O,O,X,X,O
SZLOITJ,O,O,O,X,X,O
SZLOIJT,O,O,X,X,X,O
SZLOJTI,O,O,O,X,X,O
SZLOJIT,O,O,O,X,X,O
SZJTILO,O,X,O,X,X,O
SZJTIOL,O,X,O,X,X,O
SZJTLIO,O,X,O,X,X,O
SZJTLOI,O,X,O,X,X,O
SZJTOIL,O,X,O,X,X,O
SZJTOLI,O,X,O,X,X,O
SZJITLO,O,X,O,X,X,O
SZJITOL,O,X,O,X,X,O
SZJILTO,O,X,O,X,X,O
SZJILOT,O,X,O,X,X,O
SZJIOTL,O,X,O,X,X,O
SZJIOLT,O,X,O,X,X,O
SZJLTIO,O,X,O,X,X,O
SZJLTOI,O,X,O,X,X,O
SZJLITO,O,X,O,X,X,O
SZJLIOT,O,X,O,X,X,O
SZJLOTI,O,X,O,X,X,O
SZJLOIT,O,X,O,X,X,O
SZJOTIL,O,X,O,X,X,O
SZJOTLI,O,X,O,X,X,O
SZJOITL,O,X,O,X,X,O
SZJOILT,O,X,O,X,X,O
SZJOLTI,O,X,O,X,X,O
SZJOLIT,O,X,O,X,X,O
SZOTILJ,O,O,X,X,X,O
SZOTIJL,O,X,X,X,X,O
SZOTLIJ,O,O,O,X,X,O
SZOTLJI,O,O,O,X,X,O
SZOTJIL,O,X,O,X,X,O
SZOTJLI,O,X,O,X,X,O
SZOITLJ,O,O,X,X,X,O
SZOITJL,O,X,X,X,X,O
SZOILTJ,O,O,X,X,X,O
SZOILJT,O,O,X,X,X,O
SZOIJTL,O,X,X,X,X,O
SZOIJLT,O,X,X,X,X,O
SZOLTIJ,O,O,O,X,X,O
SZOLTJI,O,O,O,X,X,O
SZOLITJ,O,O,O,X,X,O
SZOLIJT,O,O,X,X,X,O
SZOLJTI,O,O,O,X,X,O
SZOLJIT,O,O,O,X,X,O
SZOJTIL,O,X,O,X,X,O
SZOJTLI,O,X,O,X,X,O
SZOJITL,O,X,O,X,X,O
SZOJILT,O,X,O,X,X,O
SZOJLTI,O,X,O,X,X,O
SZOJLIT,O,X,O,X,X,O
SOTILJZ,O,O,O,O,X,X
SOTILZJ,X,O,O,X,O,O
SOTIJLZ,O,O,O,O,X,X
SOTIJZL,O,X,O,O,X,O
SOTIZLJ,O,O,X,X,X,O
SOTIZJL,O,X,X,X,X,O
SOTLIJZ,O,O,O,X,X,X
SOTLIZJ,X,O,O,X,O,O
SOTLJIZ,O,O,O,X,X,X
SOTLJZI,O,O,O,X,X,X
SOTLZIJ,O,O,O,X,O,O
SOTLZJI,O,O,O,X,O,O
SOTJILZ,O,O,O,X,X,X
SOTJIZL,O,X,O,X,X,O
SOTJLIZ,O,O,O,X,X,X
SOTJLZI,O,O,O,X,X,X
SOTJZIL,O,X,O,X,X,O
SOTJZLI,O,X,O,X,X,O
SOTZILJ,O,O,X,X,X,O
SOTZIJL,O,X,X,X,X,O
SOTZLIJ,O,O,O,X,X,O
SOTZLJI,O,O,O,X,X,O
SOTZJIL,O,X,O,X,X,O
SOTZJLI,O,X,O,X,X,O
SOITLJZ,O,O,O,O,X,X
SOITLZJ,X,O,O,X,O,O
SOITJLZ,O,O,O,O,X,X
SOITJZL,O,X,O,O,X,O
SOITZLJ,O,O,X,X,X,O
SOITZJL,O,X,X,X,X,O
SOILTJZ,O,O,O,O,X,X
SOILTZJ,X,O,O,X,O,O
SOILJTZ,O,O,O,O,X,X
SOILJZT,O,O,O,O,X,X
SOILZTJ,X,O,O,X,O,O
SOILZJT,X,O,X,X,O,O
SOIJTLZ,O,O,O,O,X,X
SOIJTZL,O,X,O,O,X,O
SOIJLTZ,O,O,O,O,X,X
SOIJLZT,O,O,O,O,X,X
SOIJZTL,O,X,O,O,X,O
SOIJZLT,O,X,O,O,X,O
SOIZTLJ,O,O,X,X,X,O
SOIZTJL,O,X,X,X,X,O
SOIZLTJ,O,O,X,X,X,O
SOIZLJT,O,O,X,X,X,O
SOIZJTL,O,X,X,X,X,O
SOIZJLT,O,X,X,X,X,O
SOLTIJZ,O,O,O,X,X,X
SOLTIZJ,X,O,O,X,O,O
SOLTJIZ,O,O,O,X,X,X
SOLTJZI,O,O,O,X,X,X
SOLTZIJ,O,O,O,X,O,O
SOLTZJI,O,O,O,X,O,O
SOLITJZ,O,O,O,X,X,X
SOLITZJ,X,O,O,X,O,O
SOLIJTZ,O,O,O,X,X,X
SOLIJZT,O,O,O,X,X,X
SOLIZTJ,X,O,O,X,O,O
SOLIZJT,X,O,X,X,O,O
SOLJTIZ,O,O,O,X,X,X
SOLJTZI,O,O,O,X,X,X
SOLJITZ,O,O,O,X,X,X
SOLJIZT,O,O,O,X,X,X
SOLJZTI,O,O,O,X,X,X
SOLJZIT,O,O,O,X,X,X
SOLZTIJ,O,O,O,X,O,O
SOLZTJI,O,O,O,X,O,O
SOLZITJ,O,O,O,X,O,O
SOLZIJT,O,O,X,X,O,O
SOLZJTI,O,O,O,X,O,O
SOLZJIT,O,O,O,X,O,O
SOJTILZ,O,O,O,X,X,X
SOJTIZL,O,X,O,X,X,O
SOJTLIZ,O,O,O,X,X,X
SOJTLZI,O,O,O,X,X,X
SOJTZIL,O,X,O,X,X,O
SOJTZLI,O,X,O,X,X,O
SOJITLZ,O,O,O,X,X,X
SOJITZL,O,X,O,X,X,O
SOJILTZ,O,O,O,X,X,X
SOJILZT,O,O,O,X,X,X
SOJIZTL,O,X,O,X,X,O
SOJIZLT,O,X,O,X,X,O
SOJLTIZ,O,O,O,X,X,X
SOJLTZI,O,O,O,X,X,X
SOJLITZ,O,O,O,X,X,X
SOJLIZT,O,O,O,X,X,X
SOJLZTI,O,O,O,X,X,X
SOJLZIT,O,O,O,X,X,X
SOJZTIL,O,X,O,X,X,O
SOJZTLI,O,X,O,X,X,O
SOJZITL,O,X,O,X,X,O
SOJZILT,O,X,O,X,X,O
SOJZLTI,O,X,O,X,X,O
SOJZLIT,O,X,O,X,X,O
SOZTILJ,O,O,X,X,X,O
SOZTIJL,O,X,X,X,X,O
SOZTLIJ,O,O,O,X,X,O
SOZTLJI,O,O,O,X,X,O
SOZTJIL,O,X,O,X,X,O
SOZTJLI,O,X,O,X,X,O
SOZITLJ,O,O,X,X,X,O
SOZITJL,O,X,X,X,X,O
SOZILTJ,O,O,X,X,X,O
SOZILJT,O,O,X,X,X,O
SOZIJTL,O,X,X,X,X,O
SOZIJLT,O,X,X,X,X,O
SOZLTIJ,O,O,O,X,X,O
SOZLTJI,O,O,O,X,X,O
SOZLITJ,O,O,O,X,X,O
SOZLIJT,O,O,X,X,X,O
SOZLJTI,O,O,O,X,X,O
SOZLJIT,O,O,O,X,X,O
SOZJTIL,O,X,O,X,X,O
SOZJTLI,O,X,O,X,X,O
SOZJITL,O,X,O,X,X,O
SOZJILT,O,X,O,X,X,O
SOZJLTI,O,X,O,X,X,O
SOZJLIT,O,X,O,X,X,O
ZTILJSO,O,O,X,O,O,O
ZTILJOS,O,O,X,O,O,X
ZTILSJO,O,O,X,X,O,O
ZTILSOJ,O,O,X,X,O,O
ZTILOJS,X,O,X,O,O,X
ZTILOSJ,X,O,X,X,O,X
ZTIJLSO,O,X,X,O,X,O
ZTIJLOS,O,X,X,O,X,X
ZTIJSLO,O,X,X,O,X,O
ZTIJSOL,O,X,X,O,X,O
ZTIJOLS,O,X,X,O,X,X
ZTIJOSL,O,X,X,O,X,O
ZTISLJO,O,O,X,X,X,O
ZTISLOJ,O,O,X,X,X,O
ZTISJLO,O,X,X,X,X,O
ZTISJOL,O,X,X,X,X,O
ZTISOLJ,O,O,X,X,X,O
ZTISOJL,O,X,X,X,X,O
ZTIOLJS,X,X,X,O,O,X
ZTIOLSJ,X,X,X,X,O,X
ZTIOJLS,X,X,X,O,X,X
ZTIOJSL,X,X,X,O,X,O
ZTIOSLJ,X,X,X,X,X,O
ZTIOSJL,X,X,X,X,X,O
ZTLIJSO,O,O,X,X,O,O
ZTLIJOS,O,O,X,X,O,X
ZTLISJO,O,O,X,X,O,O
ZTLISOJ,O,O,O,X,O,O
ZTLIOJS,X,O,X,X,O,X
ZTLIOSJ,X,O,X,X,O,X
ZTLJISO,O,O,O,X,O,O
ZTLJIOS,O,O,O,X,O,X
ZTLJSIO,O,O,O,X,O,O
ZTLJSOI,O,O,O,X,O,O
ZTLJOIS,O,O,O,X,O,X
ZTLJOSI,O,O,O,X,O,X
ZTLSIJO,O,O,X,X,O,O
ZTLSIOJ,O,O,O,X,O,O
ZTLSJIO,O,O,O,X,O,O
ZTLSJOI,O,O,O,X,O,O
ZTLSOIJ,O,O,O,X,O,O
ZTLSOJI,O,O,O,X,O,O
ZTLOIJS,X,O,X,X,O,X
ZTLOISJ,X,O,X,X,O,X
ZTLOJIS,O,O,X,X,O,X
ZTLOJSI,O,O,X,X,O,X
ZTLOSIJ,O,O,X,X,O,X
ZTLOSJI,O,O,X,X,O,X
ZTJILSO,O,X,O,X,X,O
ZTJILOS,O,X,O,X,X,X
ZTJISLO,O,X,O,X,X,O
ZTJISOL,O,X,O,X,X,O
ZTJIOLS,O,X,X,X,X,X
ZTJIOSL,O,X,O,X,X,O
ZTJLISO,O,X,O,X,X,O
ZTJLIOS,O,X,O,X,X,X
ZTJLSIO,O,X,O,X,X,O
ZTJLSOI,O,X,O,X,X,O
ZTJLOIS,O,X,O,X,X,X
ZTJLOSI,O,X,O,X,X,X
ZTJSILO,O,X,O,X,X,O
ZTJSIOL,O,X,O,X,X,O
ZTJSLIO,O,X,O,X,X,O
ZTJSLOI,O,X,O,X,X,O
ZTJSOIL,O,X,O,X,X,O
ZTJSOLI,O,X,O,X,X,O
ZTJOILS,O,X,X,X,X,X
ZTJOISL,O,X,O,X,X,O
ZTJOLIS,O,X,O,X,X,X
ZTJOLSI,O,X,O,X,X,X
ZTJOSIL,O,X,O,X,X,O
ZTJOSLI,O,X,O,X,X,O
ZTSILJO,O,O,X,X,X,O
ZTSILOJ,O,O,X,X,X,O
ZTSIJLO,O,X,X,X,X,O
ZTSIJOL,O,X,X,X,X,O
ZTSIOLJ,O,O,X,X,X,O
ZTSIOJL,O,X,X,X,X,O
ZTSLIJO,O,O,X,X,X,O
ZTSLIOJ,O,O,O,X,X,O
ZTSLJIO,O,O,O,X,X,O
ZTSLJOI,O,O,O,X,X,O
ZTSLOIJ,O,O,O,X,X,O
ZTSLOJI,O,O,O,X,X,O
ZTSJILO,O,X,O,X,X,O
ZTSJIOL,O,X,O,X,X,O
ZTSJLIO,O,X,O,X,X,O
ZTSJLOI,O,X,O,X,X,O
ZTSJOIL,O,X,O,X,X,O
ZTSJOLI,O,X,O,X,X,O
ZTSOILJ,O,O,X,X,X,O
ZTSOIJL,O,X,X,X,X,O
ZTSOLIJ,O,O,O,X,X,O
ZTSOLJI,O,O,O,X,X,O
ZTSOJIL,O,X,O,X,X,O
ZTSOJLI,O,X,O,X,X,O
ZTOILJS,X,X,X,O,O,X
ZTOILSJ,X,X,X,X,O,X
ZTOIJLS,X,X,X,O,X,X
ZTOIJSL,X,X,X,O,X,O
ZTOISLJ,X,X,X,X,X,O
ZTOISJL,X,X,X,X,X,O
ZTOLIJS,X,X,X,X,O,X
ZTOLISJ,X,X,X,X,O,X
ZTOLJIS,O,X,X,X,O,X
ZTOLJSI,O,X,X,X,O,X
ZTOLSIJ,O,X,X,X,O,X
ZTOLSJI,O,X,X,X,O,X
ZTOJILS,O,X,X,X,X,X
ZTOJISL,O,X,X,X,X,O
ZTOJLIS,O,X,X,X,X,X
ZTOJLSI,O,X,X,X,X,X
ZTOJSIL,O,X,X,X,X,O
ZTOJSLI,O,X,X,X,X,O
ZTOSILJ,O,X,X,X,X,O
ZTOSIJL,O,X,X,X,X,O
ZTOSLIJ,O,X,X,X,X,O
ZTOSLJI,O,X,X,X,X,O
ZTOSJIL,O,X,X,X,X,O
ZTOSJLI,O,X,X,X,X,O
ZITLJSO,O,O,X,O,O,O
ZITLJOS,O,O,X,O,O,X
ZITLSJO,O,O,X,X,O,O
ZITLSOJ,O,O,X,X,O,O
ZITLOJS,X,O,X,O,O,X
ZITLOSJ,X,O,X,X,O,X
ZITJLSO,O,X,X,O,X,O
ZITJLOS,O,X,X,O,X,X
ZITJSLO,O,X,X,O,X,O
ZITJSOL,O,X,X,O,X,O
ZITJOLS,O,X,X,O,X,X
ZITJOSL,O,X,X,O,X,O
ZITSLJO,O,O,X,X,X,O
ZITSLOJ,O,O,X,X,X,O
ZITSJLO,O,X,X,X,X,O
ZITSJOL,O,X,X,X,X,O
ZITSOLJ,O,O,X,X,X,O
ZITSOJL,O,X,X,X,X,O
ZITOLJS,X,X,X,O,O,X
ZITOLSJ,X,X,X,X,O,X
ZITOJLS,X,X,X,O,X,X
ZITOJSL,X,X,X,O,X,O
ZITOSLJ,X,X,X,X,X,O
ZITOSJL,X,X,X,X,X,O
ZILTJSO,O,O,X,O,O,O
ZILTJOS,O,O,X,O,O,X
ZILTSJO,O,O,X,X,O,O
ZILTSOJ,O,O,X,X,O,O
ZILTOJS,X,O,X,O,O,X
ZILTOSJ,X,O,X,X,O,X
ZILJTSO,O,O,X,O,O,O
ZILJTOS,O,O,X,O,O,X
ZILJSTO,O,O,X,O,O,O
ZILJSOT,O,O,X,O,O,O
ZILJOTS,O,O,X,O,O,X
ZILJOST,O,O,X,O,O,X
ZILSTJO,O,O,X,X,O,O
ZILSTOJ,O,O,X,X,O,O
ZILSJTO,O,O,X,X,O,O
ZILSJOT,O,O,X,X,O,O
ZILSOTJ,O,O,X,X,O,O
ZILSOJT,O,O,X,X,O,O
ZILOTJS,X,O,X,O,O,X
ZILOTSJ,X,O,X,X,O,X
ZILOJTS,X,O,X,O,O,X
ZILOJST,X,O,X,O,O,X
ZILOSTJ,X,O,X,X,O,X
ZILOSJT,X,O,X,X,O,X
ZIJTLSO,O,X,X,O,X,O
ZIJTLOS,O,X,X,O,X,X
ZIJTSLO,O,X,X,O,X,O
ZIJTSOL,O,X,X,O,X,O
ZIJTOLS,O,X,X,O,X,X
ZIJTOSL,O,X,X,O,X,O
ZIJLTSO,O,X,X,O,X,O
ZIJLTOS,O,X,X,O,X,X
ZIJLSTO,O,X,X,O,X,O
ZIJLSOT,O,X,X,O,X,O
ZIJLOTS,O,X,X,O,X,X
ZIJLOST,O,X,X,O,X,X
ZIJSTLO,O,X,X,O,X,O
ZIJSTOL,O,X,X,O,X,O
ZIJSLTO,O,X,X,O,X,O
ZIJSLOT,O,X,X,O,X,O
ZIJSOTL,O,X,X,O,X,O
ZIJSOLT,O,X,X,O,X,O
ZIJOTLS,O,X,X,O,X,X
ZIJOTSL,O,X,X,O,X,O
ZIJOLTS,O,X,X,O,X,X
ZIJOLST,O,X,X,O,X,X
ZIJOSTL,O,X,X,O,X,O
ZIJOSLT,O,X,X,O,X,O
ZISTLJO,O,O,X,X,X,O
ZISTLOJ,O,O,X,X,X,O
ZISTJLO,O,X,X,X,X,O
ZISTJOL,O,X,X,X,X,O
ZISTOLJ,O,O,X,X,X,O
ZISTOJL,O,X,X,X,X,O
ZISLTJO,O,O,X,X,X,O
ZISLTOJ,O,O,X,X,X,O
ZISLJTO,O,O,X,X,X,O
ZISLJOT,O,O,X,X,X,O
ZISLOTJ,O,O,X,X,X,O
ZISLOJT,O,O,X,X,X,O
ZISJTLO,O,X,X,X,X,O
ZISJTOL,O,X,X,X,X,O
ZISJLTO,O,X,X,X,X,O
ZISJLOT,O,X,X,X,X,O
ZISJOTL,O,X,X,X,X,O
ZISJOLT,O,X,X,X,X,O
ZISOTLJ,O,O,X,X,X,O
ZISOTJL,O,X,X,X,X,O
ZISOLTJ,O,O,X,X,X,O
ZISOLJT,O,O,X,X,X,O
ZISOJTL,O,X,X,X,X,O
ZISOJLT,O,X,X,X,X,O
ZIOTLJS,X,X,X,O,O,X
ZIOTLSJ,X,X,X,X,O,X
ZIOTJLS,X,X,X,O,X,X
ZIOTJSL,X,X,X,O,X,O
ZIOTSLJ,X,X,X,X,X,O
ZIOTSJL,X,X,X,X,X,O
ZIOLTJS,X,X,X,O,O,X
ZIOLTSJ,X,X,X,X,O,X
ZIOLJTS,X,X,X,O,O,X
ZIOLJST,X,X,X,O,O,X
ZIOLSTJ,X,X,X,X,O,X
ZIOLSJT,X,X,X,X,O,X
ZIOJTLS,X,X,X,O,X,X
ZIOJTSL,X,X,X,O,X,O
ZIOJLTS,X,X,X,O,X,X
ZIOJLST,X,X,X,O,X,X
ZIOJSTL,X,X,X,O,X,O
ZIOJSLT,X,X,X,O,X,O
ZIOSTLJ,X,X,X,X,X,O
ZIOSTJL,X,X,X,X,X,O
ZIOSLTJ,X,X,X,X,X,O
ZIOSLJT,X,X,X,X,X,O
ZIOSJTL,X,X,X,X,X,O
ZIOSJLT,X,X,X,X,X,O
ZLTIJSO,O,O,X,X,O,O
ZLTIJOS,O,O,X,X,O,X
ZLTISJO,O,O,X,X,O,O
ZLTISOJ,O,O,O,X,O,O
ZLTIOJS,X,O,X,X,O,X
ZLTIOSJ,X,O,X,X,O,X
ZLTJISO,O,O,O,X,O,O
ZLTJIOS,O,O,O,X,O,X
ZLTJSIO,O,O,O,X,O,O
ZLTJSOI,O,O,O,X,O,O
ZLTJOIS,O,O,O,X,O,X
ZLTJOSI,O,O,O,X,O,X
ZLTSIJO,O,O,X,X,O,O
ZLTSIOJ,O,O,O,X,O,O
ZLTSJIO,O,O,O,X,O,O
ZLTSJOI,O,O,O,X,O,O
ZLTSOIJ,O,O,O,X,O,O
ZLTSOJI,O,O,O,X,O,O
ZLTOIJS,X,O,X,X,O,X
ZLTOISJ,X,O,X,X,O,X
ZLTOJIS,O,O,X,X,O,X
ZLTOJSI,O,O,X,X,O,X
ZLTOSIJ,O,O,X,X,O,X
ZLTOSJI,O,O,X,X,O,X
ZLITJSO,O,O,X,X,O,O
ZLITJOS,O,O,X,X,O,X
ZLITSJO,O,O,X,X,O,O
ZLITSOJ,O,O,O,X,O,O
ZLITOJS,X,O,X,X,O,X
ZLITOSJ,X,O,X,X,O,X
ZLIJTSO,O,O,X,X,O,O
ZLIJTOS,O,O,X,X,O,X
ZLIJSTO,O,O,X,X,O,O
ZLIJSOT,O,O,X,X,O,O
ZLIJOTS,O,O,X,X,O,X
ZLIJOST,O,O,X,X,O,X
ZLISTJO,O,O,X,X,O,O
ZLISTOJ,O,O,O,X,O,O
ZLISJTO,O,O,X,X,O,O
ZLISJOT,O,O,X,X,O,O
ZLISOTJ,O,O,O,X,O,O
ZLISOJT,O,O,X,X,O,O
ZLIOTJS,X,O,X,X,O,X
ZLIOTSJ,X,O,X,X,O,X
ZLIOJTS,X,O,X,X,O,X
ZLIOJST,X,O,X,X,O,X
ZLIOSTJ,X,O,X,X,O,X
ZLIOSJT,X,O,X,X,O,X
ZLJTISO,O,O,O,X,O,O
ZLJTIOS,O,O,O,X,O,X
ZLJTSIO,O,O,O,X,O,O
ZLJTSOI,O,O,O,X,O,O
ZLJTOIS,O,O,O,X,O,X
ZLJTOSI,O,O,O,X,O,X
ZLJITSO,O,O,O,X,O,O
ZLJITOS,O,O,O,X,O,X
ZLJISTO,O,O,O,X,O,O
ZLJISOT,O,O,O,X,O,O
ZLJIOTS,O,O,O,X,O,X
ZLJIOST,O,O,O,X,O,X
ZLJSTIO,O,O,O,X,O,O
ZLJSTOI,O,O,O,X,O,O
ZLJSITO,O,O,O,X,O,O
ZLJSIOT,O,O,O,X,O,O
ZLJSOTI,O,O,O,X,O,O
ZLJSOIT,O,O,O,X,O,O
ZLJOTIS,O,O,O,X,O,X
ZLJOTSI,O,O,O,X,O,X
ZLJOITS,O,O,O,X,O,X
ZLJOIST,O,O,O,X,O,X
ZLJOSTI,O,O,O,X,O,X
ZLJOSIT,O,O,O,X,O,X
ZLSTIJO,O,O,X,X,O,O
ZLSTIOJ,O,O,O,X,O,O
ZLSTJIO,O,O,O,X,O,O
ZLSTJOI,O,O,O,X,O,O
ZLSTOIJ,O,O,O,X,O,O
ZLSTOJI,O,O,O,X,O,O
ZLSITJO,O,O,X,X,O,O
ZLSITOJ,O,O,O,X,O,O
ZLSIJTO,O,O,X,X,O,O
ZLSIJOT,O,O,X,X,O,O
ZLSIOTJ,O,O,O,X,O,O
ZLSIOJT,O,O,X,X,O,O
ZLSJTIO,O,O,O,X,O,O
ZLSJTOI,O,O,O,X,O,O
ZLSJITO,O,O,O,X,O,O
ZLSJIOT,O,O,O,X,O,O
ZLSJOTI,O,O,O,X,O,O
ZLSJOIT,O,O,O,X,O,O
ZLSOTIJ,O,O,O,X,O,O
ZLSOTJI,O,O,O,X,O,O
ZLSOITJ,O,O,O,X,O,O
ZLSOIJT,O,O,X,X,O,O
ZLSOJTI,O,O,O,X,O,O
ZLSOJIT,O,O,O,X,O,O
ZLOTIJS,X,O,X,X,O,X
ZLOTISJ,X,O,X,X,O,X
ZLOTJIS,O,O,X,X,O,X
ZLOTJSI,O,O,X,X,O,X
ZLOTSIJ,O,O,X,X,O,X
ZLOTSJI,O,O,X,X,O,X
ZLOITJS,X,O,X,X,O,X
ZLOITSJ,X,O,X,X,O,X
ZLOIJTS,X,O,X,X,O,X
ZLOIJST,X,O,X,X,O,X
ZLOISTJ,X,O,X,X,O,X
ZLOISJT,X,O,X,X,O,X
ZLOJTIS,O,O,X,X,O,X
ZLOJTSI,O,O,X,X,O,X
ZLOJITS,O,O,X,X,O,X
ZLOJIST,O,O,X,X,O,X
ZLOJSTI,O,O,X,X,O,X
ZLOJSIT,O,O,X,X,O,X
ZLOSTIJ,O,O,X,X,O,X
ZLOSTJI,O,O,X,X,O,X
ZLOSITJ,O,O,X,X,O,X
ZLOSIJT,O,O,X,X,O,X
ZLOSJTI,O,O,X,X,O,X
ZLOSJIT,O,O,X,X,O,X
ZJTILSO,O,X,O,X,X,O
ZJTILOS,O,X,O,X,X,X
ZJTISLO,O,X,O,X,X,O
ZJTISOL,O,X,O,X,X,O
ZJTIOLS,O,X,X,X,X,X
ZJTIOSL,O,X,O,X,X,O
ZJTLISO,O,X,O,X,X,O
ZJTLIOS,O,X,O,X,X,X
ZJTLSIO,O,X,O,X,X,O
ZJTLSOI,O,X,O,X,X,O
ZJTLOIS,O,X,O,X,X,X
ZJTLOSI,O,X,O,X,X,X
ZJTSILO,O,X,O,X,X,O
ZJTSIOL,O,X,O,X,X,O
ZJTSLIO,O,X,O,X,X,O
ZJTSLOI,O,X,O,X,X,O
ZJTSOIL,O,X,O,X,X,O
ZJTSOLI,O,X,O,X,X,O
ZJTOILS,O,X,X,X,X,X
ZJTOISL,O,X,O,X,X,O
ZJTOLIS,O,X,O,X,X,X
ZJTOLSI,O,X,O,X,X,X
ZJTOSIL,O,X,O,X,X,O
ZJTOSLI,O,X,O,X,X,O
ZJITLSO,O,X,O,X,X,O
ZJITLOS,O,X,O,X,X,X
ZJITSLO,O,X,O,X,X,O
ZJITSOL,O,X,O,X,X,O
ZJITOLS,O,X,X,X,X,X
ZJITOSL,O,X,O,X,X,O
ZJILTSO,O,X,O,X,X,O
ZJILTOS,O,X,O,X,X,X
ZJILSTO,O,X,O,X,X,O
ZJILSOT,O,X,O,X,X,O
ZJILOTS,O,X,O,X,X,X
ZJILOST,O,X,O,X,X,X
ZJISTLO,O,X,O,X,X,O
ZJISTOL,O,X,O,X,X,O
ZJISLTO,O,X,O,X,X,O
ZJISLOT,O,X,O,X,X,O
ZJISOTL,O,X,O,X,X,O
ZJISOLT,O,X,O,X,X,O
ZJIOTLS,O,X,X,X,X,X
ZJIOTSL,O,X,O,X,X,O
ZJIOLTS,O,X,X,X,X,X
ZJIOLST,O,X,X,X,X,X
ZJIOSTL,O,X,O,X,X,O
ZJIOSLT,O,X,O,X,X,O
ZJLTISO,O,X,O,X,X,O
ZJLTIOS,O,X,O,X,X,X
ZJLTSIO,O,X,O,X,X,O
ZJLTSOI,O,X,O,X,X,O
ZJLTOIS,O,X,O,X,X,X
ZJLTOSI,O,X,O,X,X,X
ZJLITSO,O,X,O,X,X,O
ZJLITOS,O,X,O,X,X,X
ZJLISTO,O,X,O,X,X,O
ZJLISOT,O,X,O,X,X,O
ZJLIOTS,O,X,O,X,X,X
ZJLIOST,O,X,O,X,X,X
ZJLSTIO,O,X,O,X,X,O
ZJLSTOI,O,X,O,X,X,O
ZJLSITO,O,X,O,X,X,O
ZJLSIOT,O,X,O,X,X,O
ZJLSOTI,O,X,O,X,X,O
ZJLSOIT,O,X,O,X,X,O
ZJLOTIS,O,X,O,X,X,X
ZJLOTSI,O,X,O,X,X,X
ZJLOITS,O,X,O,X,X,X
ZJLOIST,O,X,O,X,X,X
ZJLOSTI,O,X,O,X,X,X
ZJLOSIT,O,X,O,X,X,X
ZJSTILO,O,X,O,X,X,O
ZJSTIOL,O,X,O,X,X,O
ZJSTLIO,O,X,O,X,X,O
ZJSTLOI,O,X,O,X,X,O
ZJSTOIL,O,X,O,X,X,O
ZJSTOLI,O,X,O,X,X,O
ZJSITLO,O,X,O,X,X,O
ZJSITOL,O,X,O,X,X,O
ZJSILTO,O,X,O,X,X,O
ZJSILOT,O,X,O,X,X,O
ZJSIOTL,O,X,O,X,X,O
ZJSIOLT,O,X,O,X,X,O
ZJSLTIO,O,X,O,X,X,O
ZJSLTOI,O,X,O,X,X,O
ZJSLITO,O,X,O,X,X,O
ZJSLIOT,O,X,O,X,X,O
ZJSLOTI,O,X,O,X,X,O
