sequence,v115@GhA8IeA8EeA8CeB8BeG8Jei/IvhFRhBziBFlBXmB2s?B0pB,v115@GhA8IeA8EeA8CeB8BeG8Jex/IvhF0hBmiB/pBaqBzq?B1xB,v115@GhA8IeA8EeA8CeB8BeG8Jex/IvhFlhB3iBmkBzlBys?B0pB,v115@GhA8IeA8EeA8CeB8BeG8Jex/IvhF0hBmiBTkByqB1s?BXqB,v115@GhA8IeA8EeA8CeB8BeG8JeOEJvhF0gBlhB3iBysBRq?BzpB,v115@GhA8IeA8EeA8CeB8BeG8Jem/IvhFfmBlhBaoBTnBxp?B0pB,v115@GhA8IeA8EeA8CeB8BeG8JeKEJvhFRhBcnBeoBFlBXm?BzpB
ZTSLJOI,O,O,O,O,X,X,X
ZTSLOIJ,O,O,O,O,X,X,X
ZTSLOJI,O,O,O,O,X,X,X
ZTSJILO,O,O,O,X,X,X,X
ZTSJIOL,O,O,X,X,X,X,X
ZTSJLIO,O,O,O,X,X,X,X
ZTSJLOI,O,O,O,O,X,X,X
ZTSJOIL,O,O,X,O,X,X,X
ZTSJOLI,O,O,X,O,X,X,X
ZTSOILJ,O,O,O,X,X,O,X
ZTSOIJL,O,O,X,O,X,O,X
ZTSOLIJ,O,O,O,O,X,O,X
ZTSOLJI,O,O,O,O,X,X,X
ZTSOJIL,O,O,O,O,X,X,X
ZTSOJLI,O,O,O,O,X,X,X
ZTOILJS,O,O,O,O,X,X,X
ZTOILSJ,X,X,O,O,X,X,X
ZTOIJLS,O,O,O,O,X,X,X
ZTOIJSL,O,O,O,O,X,X,X
ZTOISLJ,X,O,O,X,X,X,X
ZTOISJL,X,O,X,O,X,X,X
ZTOLIJS,O,O,O,O,X,X,X
ZTOLISJ,X,X,O,O,X,X,X
ZTOLJIS,O,O,O,O,X,X,X
ZTOLJSI,O,O,O,O,X,X,X
ZTOLSIJ,O,O,O,O,X,O,X
ZTOLSJI,O,O,O,O,X,X,X
ZTOJILS,O,O,O,O,X,X,X
ZTOJISL,O,O,O,O,X,X,X
ZTOJLIS,O,O,O,O,X,X,X
ZTOJLSI,O,O,O,O,X,X,X
ZTOJSIL,O,O,O,O,X,X,X
ZTOJSLI,O,O,O,O,X,X,X
ZTOSILJ,O,O,O,X,X,O,X
ZTOSIJL,O,O,X,O,X,O,X
ZTOSLIJ,O,O,O,O,X,O,X
ZTOSLJI,O,O,O,O,X,X,X
ZTOSJIL,O,O,O,O,X,X,X
ZTOSJLI,O,O,O,O,X,X,X
ZITLJSO,O,X,O,X,O,X,X
ZITLJOS,O,X,O,O,O,X,X
ZITLSJO,O,X,O,X,O,X,X
ZITLSOJ,O,X,O,X,O,X,X
ZITLOJS,O,X,O,O,O,X,X
ZITLOSJ,X,X,O,O,O,X,X
ZITJLSO,O,X,O,X,O,X,X
ZITJLOS,O,X,O,O,O,X,X
ZITJSLO,O,O,O,X,O,X,X
ZITJSOL,O,O,X,X,X,X,X
ZITJOLS,O,O,O,O,O,X,X
ZITJOSL,O,O,X,O,X,X,X
ZITSLJO,O,O,X,X,O,X,X
ZITSLOJ,O,O,X,X,O,X,X
ZITSJLO,O,O,X,X,O,X,X
ZITSJOL,O,O,X,X,X,X,X
ZITSOLJ,O,O,X,X,X,X,X
ZITSOJL,O,O,X,X,X,X,X
ZITOLJS,O,O,O,O,O,X,X
ZITOLSJ,X,X,O,O,O,X,X
ZITOJLS,O,O,O,O,O,X,X
ZITOJSL,O,O,O,O,X,X,X
ZITOSLJ,X,O,O,X,X,X,X
ZITOSJL,X,O,X,O,X,X,X
ZILTJSO,O,X,O,X,O,X,X
ZILTJOS,O,X,O,O,O,X,X
ZILTSJO,O,X,O,X,O,X,X
ZILTSOJ,O,X,O,X,O,X,X
ZILTOJS,O,X,O,O,O,X,X
ZILTOSJ,X,X,O,O,O,X,X
ZILJTSO,O,X,O,X,O,X,X
ZILJTOS,O,X,O,X,O,X,X
ZILJSTO,O,X,O,X,O,O,X
ZILJSOT,O,X,O,X,O,X,X
ZILJOTS,O,X,O,X,O,X,X
ZILJOST,O,X,O,X,O,X,X
ZILSTJO,O,X,O,X,O,O,X
ZILSTOJ,X,X,O,X,O,X,X
ZILSJTO,O,X,O,X,O,O,X
ZILSJOT,O,X,O,X,O,X,X
ZILSOTJ,X,X,O,X,O,X,X
ZILSOJT,O,X,O,X,O,X,X
ZILOTJS,X,X,O,O,O,X,X
ZILOTSJ,X,X,O,O,O,X,X
ZILOJTS,X,X,O,O,O,X,X
ZILOJST,X,X,O,X,O,X,X
ZILOSTJ,X,X,O,O,O,X,X
ZILOSJT,X,X,O,X,O,X,X
ZIJTLSO,O,X,O,X,O,X,X
ZIJTLOS,O,X,O,X,O,X,X
ZIJTSLO,O,X,O,X,O,X,X
ZIJTSOL,O,X,X,X,X,X,X
ZIJTOLS,O,X,O,X,O,X,X
ZIJTOSL,O,X,X,X,X,X,X
ZIJLTSO,O,X,O,X,O,X,X
ZIJLTOS,O,X,O,X,O,X,X
ZIJLSTO,O,X,O,X,O,O,X
ZIJLSOT,O,X,O,X,O,X,X
ZIJLOTS,O,X,O,X,O,X,X
ZIJLOST,O,X,O,X,O,X,X
ZIJSTLO,O,X,O,X,O,O,X
ZIJSTOL,O,X,X,X,X,O,X
ZIJSLTO,O,X,O,X,O,O,X
ZIJSLOT,O,X,O,X,O,X,X
ZIJSOTL,O,X,X,X,X,O,X
ZIJSOLT,O,X,X,X,X,O,X
ZIJOTLS,O,X,O,X,O,X,X
ZIJOTSL,O,X,O,X,X,X,X
ZIJOLTS,O,X,O,X,O,X,X
ZIJOLST,O,X,O,X,O,O,X
ZIJOSTL,O,X,O,X,X,O,X
ZIJOSLT,O,X,O,X,X,O,X
ZISTLJO,O,O,X,X,O,O,X
ZISTLOJ,O,O,X,X,O,X,X
ZISTJLO,O,O,X,X,O,O,X
ZISTJOL,O,O,X,X,X,O,X
ZISTOLJ,O,O,X,X,X,O,X
ZISTOJL,O,O,X,X,X,O,X
ZISLTJO,O,O,X,X,O,O,X
ZISLTOJ,O,O,X,X,O,X,X
ZISLJTO,O,O,X,X,O,O,X
ZISLJOT,O,X,X,X,O,X,X
ZISLOTJ,X,O,X,X,O,X,X
ZISLOJT,O,X,X,X,O,X,X
ZISJTLO,O,O,X,X,O,O,X
ZISJTOL,O,O,X,X,X,O,X
ZISJLTO,O,X,X,X,O,O,X
ZISJLOT,O,X,X,X,O,X,X
ZISJOTL,O,X,X,X,X,O,X
ZISJOLT,O,X,X,X,X,O,X
ZISOTLJ,O,O,X,X,X,O,X
ZISOTJL,O,O,X,X,X,O,X
ZISOLTJ,X,O,X,X,X,O,X
ZISOLJT,O,O,X,X,X,O,X
ZISOJTL,O,O,X,X,X,O,X
ZISOJLT,O,X,X,X,X,O,X
ZIOTLJS,X,O,O,O,O,X,X
ZIOTLSJ,X,X,O,O,O,X,X
ZIOTJLS,X,O,O,O,O,X,X
ZIOTJSL,X,O,O,O,X,X,X
ZIOTSLJ,X,O,O,X,X,X,X
ZIOTSJL,X,O,X,O,X,X,X
ZIOLTJS,X,O,O,O,O,X,X
ZIOLTSJ,X,X,O,O,O,X,X
ZIOLJTS,X,X,O,O,O,X,X
ZIOLJST,X,X,O,X,O,O,X
ZIOLSTJ,X,X,O,O,O,O,X
ZIOLSJT,X,X,O,X,O,O,X
ZIOJTLS,X,O,O,O,O,X,X
ZIOJTSL,X,O,O,O,X,X,X
ZIOJLTS,X,X,O,X,O,X,X
ZIOJLST,X,X,O,X,O,O,X
ZIOJSTL,X,X,O,X,X,O,X
ZIOJSLT,X,X,O,X,X,O,X
ZIOSTLJ,X,O,O,X,X,O,X
ZIOSTJL,X,O,X,O,X,O,X
ZIOSLTJ,X,O,O,X,X,O,X
ZIOSLJT,X,O,O,X,X,O,X
ZIOSJTL,X,O,X,X,X,O,X
ZIOSJLT,X,X,X,X,X,O,X
ZLTIJSO,O,X,O,X,O,X,X
ZLTIJOS,O,X,O,O,O,X,X
ZLTISJO,O,X,O,X,O,X,X
ZLTISOJ,O,X,O,X,O,X,X
ZLTIOJS,O,X,O,O,O,X,X
ZLTIOSJ,X,X,O,O,O,X,X
ZLTJISO,O,X,O,X,O,X,O
ZLTJIOS,O,X,O,O,O,X,X
ZLTJSIO,O,O,O,X,O,X,O
ZLTJSOI,O,O,O,O,X,X,O
ZLTJOIS,O,O,O,O,X,X,X
ZLTJOSI,O,O,O,O,X,X,O
ZLTSIJO,O,O,O,X,O,O,X
ZLTSIOJ,O,O,O,X,O,X,X
ZLTSJIO,O,O,O,X,O,X,O
ZLTSJOI,O,O,O,O,X,X,O
ZLTSOIJ,O,O,O,O,X,X,X
ZLTSOJI,O,O,O,O,X,X,X
ZLTOIJS,O,O,O,O,X,X,X
ZLTOISJ,X,X,O,O,X,X,X
ZLTOJIS,O,O,O,O,X,X,X
ZLTOJSI,O,O,O,O,X,X,X
ZLTOSIJ,O,O,O,O,X,X,X
ZLTOSJI,O,O,O,O,X,X,X
ZLITJSO,O,X,O,X,O,X,X
ZLITJOS,O,X,O,O,O,X,X
ZLITSJO,O,X,O,X,O,X,X
ZLITSOJ,O,X,O,X,O,X,X
ZLITOJS,O,X,O,O,O,X,X
ZLITOSJ,X,X,O,O,O,X,X
ZLIJTSO,O,X,O,X,O,X,X
ZLIJTOS,O,X,O,X,O,X,X
ZLIJSTO,O,X,O,X,O,O,X
ZLIJSOT,O,X,O,X,O,X,X
ZLIJOTS,O,X,O,X,O,X,X
ZLIJOST,O,X,O,X,O,X,X
ZLISTJO,O,X,O,X,O,O,X
ZLISTOJ,X,X,O,X,O,X,X
ZLISJTO,O,X,O,X,O,O,X
ZLISJOT,O,X,O,X,O,X,X
ZLISOTJ,X,X,O,X,O,X,X
ZLISOJT,O,X,O,X,O,X,X
ZLIOTJS,X,X,O,O,O,X,X
ZLIOTSJ,X,X,O,O,O,X,X
ZLIOJTS,X,X,O,O,O,X,X
ZLIOJST,X,X,O,X,O,X,X
ZLIOSTJ,X,X,O,O,O,X,X
ZLIOSJT,X,X,O,X,O,X,X
ZLJTISO,O,X,O,X,O,X,O
ZLJTIOS,O,X,O,O,O,X,X
ZLJTSIO,O,X,O,X,O,X,O
ZLJTSOI,O,X,O,O,X,X,O
ZLJTOIS,O,X,O,O,X,X,X
ZLJTOSI,O,X,O,O,X,X,O
ZLJITSO,O,X,O,X,O,X,O
ZLJITOS,O,X,O,X,O,X,X
ZLJISTO,O,X,O,X,O,X,O
ZLJISOT,O,X,O,X,O,X,O
ZLJIOTS,O,X,O,X,O,X,X
ZLJIOST,O,X,O,X,O,X,O
ZLJSTIO,O,X,O,X,O,X,O
ZLJSTOI,O,X,O,X,X,X,O
ZLJSITO,O,X,O,X,O,X,O
ZLJSIOT,O,X,O,X,O,X,O
ZLJSOTI,O,X,O,X,X,X,O
ZLJSOIT,O,X,O,X,X,X,O
ZLJOTIS,O,X,O,O,X,X,X
ZLJOTSI,O,X,O,O,X,X,O
ZLJOITS,O,X,O,O,X,X,X
ZLJOIST,O,X,O,X,X,X,O
ZLJOSTI,O,X,O,X,X,X,O
ZLJOSIT,O,X,O,X,X,X,O
ZLSTIJO,O,O,O,X,O,O,X
ZLSTIOJ,O,O,O,X,O,X,X
ZLSTJIO,O,O,O,X,O,X,O
ZLSTJOI,O,O,O,O,X,X,O
ZLSTOIJ,O,O,O,O,X,X,X
ZLSTOJI,O,O,O,O,X,X,X
ZLSITJO,O,O,O,X,O,O,X
ZLSITOJ,O,O,O,X,O,X,X
ZLSIJTO,O,O,O,X,O,O,X
ZLSIJOT,O,X,O,X,O,X,X
ZLSIOTJ,X,O,O,X,O,X,X
ZLSIOJT,O,X,O,X,O,X,X
ZLSJTIO,O,O,O,X,O,X,O
ZLSJTOI,O,O,O,X,X,X,O
ZLSJITO,O,O,O,X,O,X,O
ZLSJIOT,O,X,O,X,O,X,O
ZLSJOTI,O,X,O,X,X,X,O
ZLSJOIT,O,X,O,X,X,X,O
ZLSOTIJ,X,O,O,O,X,X,X
ZLSOTJI,X,O,O,O,X,X,X
ZLSOITJ,X,O,O,O,X,X,X
ZLSOIJT,O,O,O,X,X,X,X
ZLSOJTI,O,O,O,X,X,X,X
ZLSOJIT,O,O,O,X,X,X,X
ZLOTIJS,O,O,O,O,X,X,X
ZLOTISJ,X,X,O,O,X,X,X
ZLOTJIS,O,O,O,O,X,X,X
ZLOTJSI,O,O,O,O,X,X,X
ZLOTSIJ,O,O,O,O,X,X,X
ZLOTSJI,O,O,O,O,X,X,X
ZLOITJS,X,O,O,O,X,X,X
ZLOITSJ,X,X,O,O,X,X,X
ZLOIJTS,X,X,O,O,X,X,X
ZLOIJST,X,X,O,X,X,X,X
ZLOISTJ,X,X,O,O,X,X,X
ZLOISJT,X,X,O,X,X,X,X
ZLOJTIS,O,X,O,O,X,X,X
ZLOJTSI,O,X,O,O,X,X,X
ZLOJITS,O,X,O,O,X,X,X
ZLOJIST,O,X,O,X,X,X,X
ZLOJSTI,O,X,O,X,X,X,X
ZLOJSIT,O,X,O,X,X,X,X
ZLOSTIJ,X,O,O,O,X,X,X
ZLOSTJI,X,O,O,O,X,X,X
ZLOSITJ,X,O,O,O,X,X,X
ZLOSIJT,O,O,O,X,X,X,X
ZLOSJTI,O,O,O,X,X,X,X
ZLOSJIT,O,O,O,X,X,X,X
ZJTILSO,O,X,O,X,O,X,O
ZJTILOS,O,X,O,O,O,X,X
ZJTISLO,O,O,O,X,O,X,O
ZJTISOL,O,O,X,X,X,X,X
ZJTIOLS,O,O,O,O,O,X,X
ZJTIOSL,O,O,X,O,X,X,X
ZJTLISO,O,X,O,X,O,X,O
ZJTLIOS,O,X,O,O,O,X,X
ZJTLSIO,O,O,O,X,O,X,O
ZJTLSOI,O,O,O,O,X,X,O
ZJTLOIS,O,O,O,O,X,X,X
ZJTLOSI,O,O,O,O,X,X,O
ZJTSILO,O,O,O,X,X,X,O
ZJTSIOL,O,O,X,X,X,X,X
ZJTSLIO,O,O,O,X,X,X,O
ZJTSLOI,O,O,O,O,X,X,O
ZJTSOIL,O,O,X,O,X,X,X
ZJTSOLI,O,O,X,O,X,X,X
ZJTOILS,O,O,O,O,X,X,X
ZJTOISL,O,O,O,O,X,X,X
ZJTOLIS,O,O,O,O,X,X,X
ZJTOLSI,O,O,O,O,X,X,X
ZJTOSIL,O,O,O,O,X,X,X
ZJTOSLI,O,O,O,O,X,X,X
ZJITLSO,O,X,O,X,O,X,O
ZJITLOS,O,X,O,X,O,X,X
ZJITSLO,O,X,O,X,O,X,O
ZJITSOL,O,X,X,X,X,X,X
ZJITOLS,O,X,O,X,O,X,X
ZJITOSL,O,X,X,X,X,X,X
ZJILTSO,O,X,O,X,O,X,O
ZJILTOS,O,X,O,X,O,X,X
ZJILSTO,O,X,O,X,O,X,O
ZJILSOT,O,X,O,X,O,X,O
ZJILOTS,O,X,O,X,O,X,X
ZJILOST,O,X,O,X,O,X,O
ZJISTLO,O,X,O,X,O,X,O
ZJISTOL,O,X,X,X,X,X,X
ZJISLTO,O,X,O,X,O,X,O
ZJISLOT,O,X,O,X,O,X,O
ZJISOTL,O,X,X,X,X,X,X
ZJISOLT,O,X,X,X,X,X,O
ZJIOTLS,O,X,O,X,O,X,X
ZJIOTSL,O,X,O,X,X,X,X
ZJIOLTS,O,X,O,X,O,X,X
ZJIOLST,O,X,O,X,O,X,O
ZJIOSTL,O,X,O,X,X,X,X
ZJIOSLT,O,X,O,X,X,X,O
ZJLTISO,O,X,O,X,O,X,O
ZJLTIOS,O,X,O,O,O,X,X
ZJLTSIO,O,X,O,X,O,X,O
ZJLTSOI,O,X,O,O,X,X,O
ZJLTOIS,O,X,O,O,X,X,X
ZJLTOSI,O,X,O,O,X,X,O
ZJLITSO,O,X,O,X,O,X,O
ZJLITOS,O,X,O,X,O,X,X
ZJLISTO,O,X,O,X,O,X,O
ZJLISOT,O,X,O,X,O,X,O
ZJLIOTS,O,X,O,X,O,X,X
ZJLIOST,O,X,O,X,O,X,O
ZJLSTIO,O,X,O,X,O,X,O
ZJLSTOI,O,X,O,X,X,X,O
ZJLSITO,O,X,O,X,O,X,O
ZJLSIOT,O,X,O,X,O,X,O
ZJLSOTI,O,X,O,X,X,X,O
ZJLSOIT,O,X,O,X,X,X,O
ZJLOTIS,O,X,O,O,X,X,X
ZJLOTSI,O,X,O,O,X,X,O
ZJLOITS,O,X,O,O,X,X,X
ZJLOIST,O,X,O,X,X,X,O
ZJLOSTI,O,X,O,X,X,X,O
ZJLOSIT,O,X,O,X,X,X,O
ZJSTILO,O,O,O,X,X,X,O
ZJSTIOL,O,O,X,X,X,X,X
ZJSTLIO,O,O,O,X,X,X,O
ZJSTLOI,O,O,O,X,X,X,O
ZJSTOIL,O,O,X,X,X,X,X
ZJSTOLI,O,O,X,X,X,X,X
ZJSITLO,O,O,O,X,X,X,O
ZJSITOL,O,O,X,X,X,X,X
ZJSILTO,O,X,O,X,X,X,O
ZJSILOT,O,X,O,X,X,X,O
ZJSIOTL,O,X,X,X,X,X,X
ZJSIOLT,O,X,X,X,X,X,O
ZJSLTIO,O,O,O,X,X,X,O
ZJSLTOI,O,O,O,X,X,X,O
ZJSLITO,O,O,O,X,X,X,O
ZJSLIOT,O,X,O,X,X,X,O
ZJSLOTI,O,X,O,X,X,X,O
ZJSLOIT,O,X,O,X,X,X,O
ZJSOTIL,O,O,O,X,X,X,X
ZJSOTLI,O,O,O,X,X,X,X
ZJSOITL,O,O,O,X,X,X,X
ZJSOILT,O,X,O,X,X,X,O
ZJSOLTI,O,O,O,X,X,X,O
ZJSOLIT,O,O,O,X,X,X,O
ZJOTILS,O,O,O,O,X,X,X
ZJOTISL,O,O,O,O,X,X,X
ZJOTLIS,O,O,O,O,X,X,X
ZJOTLSI,O,O,O,O,X,X,X
ZJOTSIL,O,O,O,O,X,X,X
ZJOTSLI,O,O,O,O,X,X,X
ZJOITLS,O,O,O,O,X,X,X
ZJOITSL,O,O,O,O,X,X,X
ZJOILTS,O,X,O,X,X,X,X
ZJOILST,O,X,O,X,X,X,O
ZJOISTL,O,X,O,X,X,X,X
ZJOISLT,O,X,O,X,X,X,O
ZJOLTIS,O,X,O,O,X,X,X
ZJOLTSI,O,X,O,O,X,X,O
ZJOLITS,O,X,O,O,X,X,X
ZJOLIST,O,X,O,X,X,X,O
ZJOLSTI,O,X,O,X,X,X,O
ZJOLSIT,O,X,O,X,X,X,O
ZJOSTIL,O,O,O,X,X,X,X
ZJOSTLI,O,O,O,X,X,X,X
ZJOSITL,O,O,O,X,X,X,X
ZJOSILT,O,X,O,X,X,X,O
ZJOSLTI,O,O,O,X,X,X,O
ZJOSLIT,O,O,O,X,X,X,O
ZSTILJO,O,O,X,X,X,O,X
ZSTILOJ,O,O,X,X,X,X,X
ZSTIJLO,O,O,X,X,X,O,X
ZSTIJOL,O,O,X,X,X,O,X
ZSTIOLJ,O,O,X,X,X,O,X
ZSTIOJL,O,O,X,X,X,O,X
ZSTLIJO,O,O,O,X,X,O,X
ZSTLIOJ,O,O,O,X,X,X,X
ZSTLJIO,O,O,O,X,X,X,X
ZSTLJOI,O,O,O,O,X,X,X
ZSTLOIJ,O,O,O,O,X,X,X
ZSTLOJI,O,O,O,O,X,X,X
ZSTJILO,O,O,O,X,X,X,X
ZSTJIOL,O,O,X,X,X,X,X
ZSTJLIO,O,O,O,X,X,X,X
ZSTJLOI,O,O,O,O,X,X,X
ZSTJOIL,O,O,X,O,X,X,X
ZSTJOLI,O,O,X,O,X,X,X
ZSTOILJ,O,O,O,X,X,O,X
ZSTOIJL,O,O,X,O,X,O,X
ZSTOLIJ,O,O,O,O,X,O,X
ZSTOLJI,O,O,O,O,X,X,X
ZSTOJIL,O,O,O,O,X,X,X
ZSTOJLI,O,O,O,O,X,X,X
ZSITLJO,O,O,X,X,X,O,X
ZSITLOJ,O,O,X,X,X,X,X
ZSITJLO,O,O,X,X,X,O,X
ZSITJOL,O,O,X,X,X,O,X
ZSITOLJ,O,O,X,X,X,O,X
ZSITOJL,O,O,X,X,X,O,X
ZSILTJO,O,O,X,X,X,O,X
ZSILTOJ,O,O,X,X,X,X,X
ZSILJTO,O,O,X,X,X,O,X
ZSILJOT,O,X,X,X,X,X,X
ZSILOTJ,X,O,X,X,X,X,X
ZSILOJT,O,X,X,X,X,X,X
ZSIJTLO,O,O,X,X,X,O,X
ZSIJTOL,O,O,X,X,X,O,X
ZSIJLTO,O,X,X,X,X,O,X
ZSIJLOT,O,X,X,X,X,X,X
ZSIJOTL,O,X,X,X,X,O,X
ZSIJOLT,O,X,X,X,X,O,X
ZSIOTLJ,O,O,X,X,X,O,X
ZSIOTJL,O,O,X,X,X,O,X
ZSIOLTJ,X,O,X,X,X,O,X
ZSIOLJT,O,O,X,X,X,O,X
ZSIOJTL,O,O,X,X,X,O,X
ZSIOJLT,O,X,X,X,X,O,X
ZSLTIJO,O,O,O,X,X,O,X
ZSLTIOJ,O,O,O,X,X,X,X
ZSLTJIO,O,O,O,X,X,X,O
ZSLTJOI,O,O,O,O,X,X,O
ZSLTOIJ,O,O,O,O,X,X,X
ZSLTOJI,O,O,O,O,X,X,X
ZSLITJO,O,O,O,X,X,O,X
ZSLITOJ,O,O,O,X,X,X,X
ZSLIJTO,O,O,O,X,X,O,X
ZSLIJOT,O,X,O,X,X,X,X
ZSLIOTJ,X,O,O,X,X,X,X
ZSLIOJT,O,X,O,X,X,X,X
ZSLJTIO,O,O,O,X,X,X,O
ZSLJTOI,O,O,O,X,X,X,O
ZSLJITO,O,O,O,X,X,X,O
ZSLJIOT,O,X,O,X,X,X,O
ZSLJOTI,O,X,O,X,X,X,O
ZSLJOIT,O,X,O,X,X,X,O
ZSLOTIJ,X,O,O,O,X,X,X
ZSLOTJI,X,O,O,O,X,X,X
ZSLOITJ,X,O,O,O,X,X,X
ZSLOIJT,O,O,O,X,X,X,X
ZSLOJTI,O,O,O,X,X,X,X
ZSLOJIT,O,O,O,X,X,X,X
ZSJTILO,O,O,O,X,X,X,O
ZSJTIOL,O,O,X,X,X,X,X
ZSJTLIO,O,O,O,X,X,X,O
ZSJTLOI,O,O,O,X,X,X,O
ZSJTOIL,O,O,X,X,X,X,X
ZSJTOLI,O,O,X,X,X,X,X
ZSJITLO,O,O,O,X,X,X,O
ZSJITOL,O,O,X,X,X,X,X
ZSJILTO,O,X,O,X,X,X,O
ZSJILOT,O,X,O,X,X,X,O
ZSJIOTL,O,X,X,X,X,X,X
ZSJIOLT,O,X,X,X,X,X,O
ZSJLTIO,O,O,O,X,X,X,O
ZSJLTOI,O,O,O,X,X,X,O
ZSJLITO,O,O,O,X,X,X,O
ZSJLIOT,O,X,O,X,X,X,O
ZSJLOTI,O,X,O,X,X,X,O
ZSJLOIT,O,X,O,X,X,X,O
ZSJOTIL,O,O,O,X,X,X,X
ZSJOTLI,O,O,O,X,X,X,X
ZSJOITL,O,O,O,X,X,X,X
ZSJOILT,O,X,O,X,X,X,O
ZSJOLTI,O,O,O,X,X,X,O
ZSJOLIT,O,O,O,X,X,X,O
ZSOTILJ,O,O,O,X,X,O,X
ZSOTIJL,O,O,X,O,X,O,X
ZSOTLIJ,O,O,O,O,X,O,X
ZSOTLJI,O,O,O,O,X,X,X
ZSOTJIL,O,O,O,O,X,X,X
ZSOTJLI,O,O,O,O,X,X,X
ZSOITLJ,O,O,O,X,X,O,X
ZSOITJL,O,O,X,O,X,O,X
ZSOILTJ,X,O,O,X,X,O,X
ZSOILJT,O,O,O,X,X,O,X
ZSOIJTL,O,O,X,X,X,O,X
ZSOIJLT,O,X,X,X,X,O,X
ZSOLTIJ,X,O,O,O,X,O,X
ZSOLTJI,X,O,O,O,X,X,X
ZSOLITJ,X,O,O,O,X,O,X
ZSOLIJT,O,O,O,X,X,O,X
ZSOLJTI,O,O,O,X,X,X,X
ZSOLJIT,O,O,O,X,X,X,X
ZSOJTIL,O,O,O,X,X,X,X
ZSOJTLI,O,O,O,X,X,X,X
ZSOJITL,O,O,O,X,X,X,X
ZSOJILT,O,X,O,X,X,X,X
ZSOJLTI,O,O,O,X,X,X,X
ZSOJLIT,O,O,O,X,X,X,X
ZOTILJS,O,O,O,O,X,X,X
ZOTILSJ,X,X,O,O,X,X,X
ZOTIJLS,O,O,O,O,X,X,X
ZOTIJSL,O,O,O,O,X,X,X
ZOTISLJ,X,O,O,X,X,X,X
ZOTISJL,X,O,X,O,X,X,X
ZOTLIJS,O,O,O,O,X,X,X
ZOTLISJ,X,X,O,O,X,X,X
ZOTLJIS,O,O,O,O,X,X,X
ZOTLJSI,O,O,O,O,X,X,X
ZOTLSIJ,O,O,O,O,X,O,X
ZOTLSJI,O,O,O,O,X,X,X
ZOTJILS,O,O,O,O,X,X,X
ZOTJISL,O,O,O,O,X,X,X
ZOTJLIS,O,O,O,O,X,X,X
ZOTJLSI,O,O,O,O,X,X,X
ZOTJSIL,O,O,O,O,X,X,X
ZOTJSLI,O,O,O,O,X,X,X
ZOTSILJ,O,O,O,X,X,O,X
ZOTSIJL,O,O,X,O,X,O,X
ZOTSLIJ,O,O,O,O,X,O,X
ZOTSLJI,O,O,O,O,X,X,X
ZOTSJIL,O,O,O,O,X,X,X
ZOTSJLI,O,O,O,O,X,X,X
ZOITLJS,X,O,O,O,X,X,X
ZOITLSJ,X,X,O,O,X,X,X
ZOITJLS,X,O,O,O,X,X,X
ZOITJSL,X,O,O,O,X,X,X
ZOITSLJ,X,O,O,X,X,X,X
ZOITSJL,X,O,X,O,X,X,X
ZOILTJS,X,O,O,O,X,X,X
ZOILTSJ,X,X,O,O,X,X,X
ZOILJTS,X,X,O,O,X,X,X
ZOILJST,X,X,O,X,X,O,X
ZOILSTJ,X,X,O,O,X,O,X
ZOILSJT,X,X,O,X,X,O,X
ZOIJTLS,X,O,O,O,X,X,X
ZOIJTSL,X,O,O,O,X,X,X
ZOIJLTS,X,X,O,X,X,X,X
ZOIJLST,X,X,O,X,X,O,X
ZOIJSTL,X,X,O,X,X,O,X
ZOIJSLT,X,X,O,X,X,O,X
ZOISTLJ,X,O,O,X,X,O,X
ZOISTJL,X,O,X,O,X,O,X
ZOISLTJ,X,O,O,X,X,O,X
ZOISLJT,X,O,O,X,X,O,X
ZOISJTL,X,O,X,X,X,O,X
ZOISJLT,X,X,X,X,X,O,X
ZOLTIJS,O,O,O,O,X,X,X
ZOLTISJ,X,X,O,O,X,X,X
ZOLTJIS,O,O,O,O,X,X,X
ZOLTJSI,O,O,O,O,X,X,X
ZOLTSIJ,O,O,O,O,X,O,X
ZOLTSJI,O,O,O,O,X,X,X
ZOLITJS,X,O,O,O,X,X,X
ZOLITSJ,X,X,O,O,X,X,X
ZOLIJTS,X,X,O,O,X,X,X
ZOLIJST,X,X,O,X,X,O,X
ZOLISTJ,X,X,O,O,X,O,X
ZOLISJT,X,X,O,X,X,O,X
ZOLJTIS,O,X,O,O,X,X,X
ZOLJTSI,O,X,O,O,X,X,X
ZOLJITS,O,X,O,O,X,X,X
ZOLJIST,O,X,O,X,X,X,X
ZOLJSTI,O,X,O,X,X,X,X
ZOLJSIT,O,X,O,X,X,X,X
ZOLSTIJ,X,O,O,O,X,O,X
ZOLSTJI,X,O,O,O,X,X,X
ZOLSITJ,X,O,O,O,X,O,X
ZOLSIJT,O,O,O,X,X,O,X
ZOLSJTI,O,O,O,X,X,X,X
ZOLSJIT,O,O,O,X,X,X,X
ZOJTILS,O,O,O,O,X,X,X
ZOJTISL,O,O,O,O,X,X,X
ZOJTLIS,O,O,O,O,X,X,X
ZOJTLSI,O,O,O,O,X,X,X
ZOJTSIL,O,O,O,O,X,X,X
ZOJTSLI,O,O,O,O,X,X,X
ZOJITLS,O,O,O,O,X,X,X
ZOJITSL,O,O,O,O,X,X,X
ZOJILTS,O,X,O,X,X,X,X
