sequence,v115@vhGc/I5oB6rBmnBTpB3qB0sB,v115@vhG8/IZkBasBusBctBzpBXrB,v115@vhGz8I5oBOpBXlB0mBUrByxB,v115@vhH+CJzfBKpBUmB/tBFqB0sBRwB,v115@vhGz7IWnBKpBUmB/tB0sBRwB,v115@vhG0AJ5oB3mBatB2uB0qBTsB,v115@vhG8AJZkBzkBusBctB3qBywB
ZITOSLJ,X,X,O,X,O,O,X
ZITOSJL,X,X,O,X,O,O,X
ZILTJSO,X,X,O,O,O,X,X
ZILTJOS,X,X,O,X,O,O,X
ZILTSJO,X,X,O,O,O,X,X
ZILTSOJ,X,X,O,X,O,X,X
ZILTOJS,X,X,O,X,O,O,X
ZILTOSJ,X,X,O,X,O,O,X
ZILJTSO,X,X,O,O,O,X,X
ZILJTOS,X,X,O,X,O,O,X
ZILJSTO,X,X,O,O,O,X,O
ZILJSOT,O,O,O,O,O,O,O
ZILJOTS,O,O,O,X,O,O,X
ZILJOST,O,O,O,O,O,O,X
ZILSTJO,X,X,O,O,O,X,O
ZILSTOJ,X,X,O,X,O,X,O
ZILSJTO,X,X,O,O,O,X,O
ZILSJOT,O,O,O,O,O,O,O
ZILSOTJ,O,O,O,X,O,O,O
ZILSOJT,O,O,O,O,O,O,O
ZILOTJS,O,O,O,X,O,O,X
ZILOTSJ,O,O,O,X,O,O,X
ZILOJTS,O,O,O,X,O,O,X
ZILOJST,O,O,O,O,O,O,X
ZILOSTJ,O,O,O,X,O,O,X
ZILOSJT,O,O,O,O,O,O,X
ZIJTLSO,X,X,O,O,O,X,X
ZIJTLOS,X,X,O,X,O,O,X
ZIJTSLO,X,X,O,O,O,X,X
ZIJTSOL,X,X,O,X,O,O,X
ZIJTOLS,X,X,O,X,O,O,X
ZIJTOSL,X,X,O,X,O,O,X
ZIJLTSO,X,X,O,O,O,X,X
ZIJLTOS,X,X,O,X,O,O,X
ZIJLSTO,X,X,O,O,O,X,O
ZIJLSOT,O,O,O,O,O,O,O
ZIJLOTS,O,O,O,X,O,O,X
ZIJLOST,O,O,O,O,O,O,X
ZIJSTLO,X,X,O,O,O,X,O
ZIJSTOL,X,X,O,X,O,O,O
ZIJSLTO,X,X,O,O,O,X,O
ZIJSLOT,O,O,O,O,O,O,O
ZIJSOTL,O,O,O,X,O,O,O
ZIJSOLT,O,O,O,O,O,O,O
ZIJOTLS,O,O,O,X,O,O,X
ZIJOTSL,O,O,O,X,O,O,X
ZIJOLTS,O,O,O,X,O,O,X
ZIJOLST,O,O,O,O,O,O,X
ZIJOSTL,O,O,O,X,O,O,X
ZIJOSLT,O,O,O,O,O,O,X
ZISTLJO,X,X,O,O,O,X,O
ZISTLOJ,X,X,O,X,O,X,O
ZISTJLO,X,X,O,O,O,X,O
ZISTJOL,X,X,O,X,O,O,O
ZISTOLJ,X,X,O,X,O,O,O
ZISTOJL,X,X,O,X,O,O,O
ZISLTJO,X,X,O,O,O,X,O
ZISLTOJ,X,X,O,X,O,X,O
ZISLJTO,X,X,O,O,O,X,O
ZISLJOT,O,O,O,O,O,O,O
ZISLOTJ,O,O,O,X,O,O,O
ZISLOJT,O,O,O,O,O,O,O
ZISJTLO,X,X,O,O,O,X,O
ZISJTOL,X,X,O,X,O,O,O
ZISJLTO,X,X,O,O,O,X,O
ZISJLOT,O,O,O,O,O,O,O
ZISJOTL,O,O,O,X,O,O,O
ZISJOLT,O,O,O,O,O,O,O
ZISOTLJ,O,O,O,X,O,O,O
ZISOTJL,O,O,O,X,O,O,O
ZISOLTJ,O,O,O,X,O,O,O
ZISOLJT,O,O,O,O,O,O,O
ZISOJTL,O,O,O,X,O,O,O
ZISOJLT,O,O,O,O,O,O,O
ZIOTLJS,O,O,O,X,O,O,X
ZIOTLSJ,O,O,O,X,O,O,X
ZIOTJLS,O,O,O,X,O,O,X
ZIOTJSL,O,O,O,X,O,O,X
ZIOTSLJ,O,O,O,X,O,O,X
ZIOTSJL,O,O,O,X,O,O,X
ZIOLTJS,O,O,O,X,O,O,X
ZIOLTSJ,O,O,O,X,O,O,X
ZIOLJTS,O,O,O,X,O,O,X
ZIOLJST,O,O,O,O,O,O,X
ZIOLSTJ,O,O,O,X,O,O,X
ZIOLSJT,O,O,O,O,O,O,X
ZIOJTLS,O,O,O,X,O,O,X
ZIOJTSL,O,O,O,X,O,O,X
ZIOJLTS,O,O,O,X,O,O,X
ZIOJLST,O,O,O,O,O,O,X
ZIOJSTL,O,O,O,X,O,O,X
ZIOJSLT,O,O,O,O,O,O,X
ZIOSTLJ,O,O,O,X,O,O,X
ZIOSTJL,O,O,O,X,O,O,X
ZIOSLTJ,O,O,O,X,O,O,X
ZIOSLJT,O,O,O,O,O,O,X
ZIOSJTL,O,O,O,X,O,O,X
ZIOSJLT,O,O,O,O,O,O,X
ZLTIJSO,X,X,O,X,X,X,X
ZLTIJOS,X,X,O,X,X,O,X
ZLTISJO,X,X,O,X,X,X,X
ZLTISOJ,X,X,O,X,X,X,X
ZLTIOJS,X,X,O,X,X,O,X
ZLTIOSJ,X,X,O,X,X,O,X
ZLTJISO,X,X,O,X,X,X,X
ZLTJIOS,X,X,O,X,X,O,X
ZLTJSIO,X,X,O,X,X,X,X
ZLTJSOI,X,X,O,X,X,X,X
ZLTJOIS,X,X,O,X,X,O,X
ZLTJOSI,X,X,O,X,X,O,X
ZLTSIJO,X,X,O,X,X,X,X
ZLTSIOJ,X,X,O,X,X,X,X
ZLTSJIO,X,X,O,X,X,X,X
ZLTSJOI,X,X,O,X,X,X,X
ZLTSOIJ,X,X,O,X,X,X,X
ZLTSOJI,X,X,O,X,X,X,X
ZLTOIJS,X,X,O,X,X,O,X
ZLTOISJ,X,X,O,X,X,O,X
ZLTOJIS,X,X,O,X,X,O,X
ZLTOJSI,X,X,O,X,X,O,X
ZLTOSIJ,X,X,O,X,X,O,X
ZLTOSJI,X,X,O,X,X,O,X
ZLITJSO,X,X,O,O,O,X,X
ZLITJOS,X,X,O,X,O,O,X
ZLITSJO,X,X,O,O,O,X,X
ZLITSOJ,X,X,O,X,O,X,X
ZLITOJS,X,X,O,X,O,O,X
ZLITOSJ,X,X,O,X,O,O,X
ZLIJTSO,X,X,O,O,O,X,X
ZLIJTOS,X,X,O,X,O,O,X
ZLIJSTO,X,X,O,O,O,X,O
ZLIJSOT,O,O,O,O,O,O,O
ZLIJOTS,O,O,O,X,O,O,X
ZLIJOST,O,O,O,O,O,O,X
ZLISTJO,X,X,O,O,O,X,O
ZLISTOJ,X,X,O,X,O,X,O
ZLISJTO,X,X,O,O,O,X,O
ZLISJOT,O,O,O,O,O,O,O
ZLISOTJ,O,O,O,X,O,O,O
ZLISOJT,O,O,O,O,O,O,O
ZLIOTJS,O,O,O,X,O,O,X
ZLIOTSJ,O,O,O,X,O,O,X
ZLIOJTS,O,O,O,X,O,O,X
ZLIOJST,O,O,O,O,O,O,X
ZLIOSTJ,O,O,O,X,O,O,X
ZLIOSJT,O,O,O,O,O,O,X
ZLJTISO,X,X,O,X,X,X,X
ZLJTIOS,X,X,O,X,X,O,X
ZLJTSIO,X,X,O,X,X,X,X
ZLJTSOI,X,X,O,X,X,X,X
ZLJTOIS,X,X,O,X,X,O,X
ZLJTOSI,X,X,O,X,X,O,X
ZLJITSO,X,X,O,O,O,X,X
ZLJITOS,X,X,O,X,O,O,X
ZLJISTO,X,X,O,O,O,X,O
ZLJISOT,O,O,O,O,O,O,O
ZLJIOTS,O,O,O,X,O,O,X
ZLJIOST,O,O,O,O,O,O,X
ZLJSTIO,X,X,O,X,X,X,O
ZLJSTOI,X,X,O,X,X,X,O
ZLJSITO,X,X,O,O,O,X,O
ZLJSIOT,O,O,O,O,O,O,O
ZLJSOTI,O,O,O,X,X,O,O
ZLJSOIT,O,O,O,X,X,O,O
ZLJOTIS,O,O,O,X,X,O,X
ZLJOTSI,O,O,O,X,X,O,X
ZLJOITS,O,O,O,X,X,O,X
ZLJOIST,O,O,O,X,X,O,X
ZLJOSTI,O,O,O,X,X,O,X
ZLJOSIT,O,O,O,X,X,O,X
ZLSTIJO,X,X,O,X,X,X,O
ZLSTIOJ,X,X,O,X,X,X,O
ZLSTJIO,X,X,O,X,X,X,O
ZLSTJOI,X,X,O,X,X,X,O
ZLSTOIJ,X,X,O,X,X,X,O
ZLSTOJI,X,X,O,X,X,X,O
ZLSITJO,X,X,O,O,O,X,O
ZLSITOJ,X,X,O,X,O,X,O
ZLSIJTO,X,X,O,O,O,X,O
ZLSIJOT,O,O,O,O,O,O,O
ZLSIOTJ,O,O,O,X,O,O,O
ZLSIOJT,O,O,O,O,O,O,O
ZLSJTIO,X,X,O,X,X,X,O
ZLSJTOI,X,X,O,X,X,X,O
ZLSJITO,X,X,O,O,O,X,O
ZLSJIOT,O,O,O,O,O,O,O
ZLSJOTI,O,O,O,X,X,O,O
ZLSJOIT,O,O,O,X,X,O,O
ZLSOTIJ,O,O,O,X,X,O,O
ZLSOTJI,O,O,O,X,X,O,O
ZLSOITJ,O,O,O,X,X,O,O
ZLSOIJT,O,O,O,X,X,O,O
ZLSOJTI,O,O,O,X,X,O,O
ZLSOJIT,O,O,O,X,X,O,O
ZLOTIJS,O,O,O,X,X,O,X
ZLOTISJ,O,O,O,X,X,O,X
ZLOTJIS,O,O,O,X,X,O,X
ZLOTJSI,O,O,O,X,X,O,X
ZLOTSIJ,O,O,O,X,X,O,X
ZLOTSJI,O,O,O,X,X,O,X
ZLOITJS,O,O,O,X,X,O,X
ZLOITSJ,O,O,O,X,X,O,X
ZLOIJTS,O,O,O,X,X,O,X
ZLOIJST,O,O,O,X,X,O,X
ZLOISTJ,O,O,O,X,X,O,X
ZLOISJT,O,O,O,X,X,O,X
ZLOJTIS,O,O,O,X,X,O,X
ZLOJTSI,O,O,O,X,X,O,X
ZLOJITS,O,O,O,X,X,O,X
ZLOJIST,O,O,O,X,X,O,X
ZLOJSTI,O,O,O,X,X,O,X
ZLOJSIT,O,O,O,X,X,O,X
ZLOSTIJ,O,O,O,X,X,O,X
ZLOSTJI,O,O,O,X,X,O,X
ZLOSITJ,O,O,O,X,X,O,X
ZLOSIJT,O,O,O,X,X,O,X
ZLOSJTI,O,O,O,X,X,O,X
ZLOSJIT,O,O,O,X,X,O,X
ZJTILSO,X,X,O,X,X,X,X
ZJTILOS,X,X,O,X,X,O,X
ZJTISLO,X,X,O,X,X,X,X
ZJTISOL,X,X,O,X,X,O,X
ZJTIOLS,X,X,O,X,X,O,X
ZJTIOSL,X,X,O,X,X,O,X
ZJTLISO,X,X,O,X,X,X,X
ZJTLIOS,X,X,O,X,X,O,X
ZJTLSIO,X,X,O,X,X,X,X
ZJTLSOI,X,X,O,X,X,X,X
ZJTLOIS,X,X,O,X,X,O,X
ZJTLOSI,X,X,O,X,X,O,X
ZJTSILO,X,X,O,X,X,X,X
ZJTSIOL,X,X,O,X,X,O,X
ZJTSLIO,X,X,O,X,X,X,X
ZJTSLOI,X,X,O,X,X,X,X
ZJTSOIL,X,X,O,X,X,O,X
ZJTSOLI,X,X,O,X,X,O,X
ZJTOILS,X,X,O,X,X,O,X
ZJTOISL,X,X,O,X,X,O,X
ZJTOLIS,X,X,O,X,X,O,X
ZJTOLSI,X,X,O,X,X,O,X
ZJTOSIL,X,X,O,X,X,O,X
ZJTOSLI,X,X,O,X,X,O,X
ZJITLSO,X,X,O,O,O,X,X
ZJITLOS,X,X,O,X,O,O,X
ZJITSLO,X,X,O,O,O,X,X
ZJITSOL,X,X,O,X,O,O,X
ZJITOLS,X,X,O,X,O,O,X
ZJITOSL,X,X,O,X,O,O,X
ZJILTSO,X,X,O,O,O,X,X
ZJILTOS,X,X,O,X,O,O,X
ZJILSTO,X,X,O,O,O,X,O
ZJILSOT,O,O,O,O,O,O,O
ZJILOTS,O,O,O,X,O,O,X
ZJILOST,O,O,O,O,O,O,X
ZJISTLO,X,X,O,O,O,X,O
ZJISTOL,X,X,O,X,O,O,O
ZJISLTO,X,X,O,O,O,X,O
ZJISLOT,O,O,O,O,O,O,O
ZJISOTL,O,O,O,X,O,O,O
ZJISOLT,O,O,O,O,O,O,O
ZJIOTLS,O,O,O,X,O,O,X
ZJIOTSL,O,O,O,X,O,O,X
ZJIOLTS,O,O,O,X,O,O,X
ZJIOLST,O,O,O,O,O,O,X
ZJIOSTL,O,O,O,X,O,O,X
ZJIOSLT,O,O,O,O,O,O,X
ZJLTISO,X,X,O,X,X,X,X
ZJLTIOS,X,X,O,X,X,O,X
ZJLTSIO,X,X,O,X,X,X,X
ZJLTSOI,X,X,O,X,X,X,X
ZJLTOIS,X,X,O,X,X,O,X
ZJLTOSI,X,X,O,X,X,O,X
ZJLITSO,X,X,O,O,O,X,X
ZJLITOS,X,X,O,X,O,O,X
ZJLISTO,X,X,O,O,O,X,O
ZJLISOT,O,O,O,O,O,O,O
ZJLIOTS,O,O,O,X,O,O,X
ZJLIOST,O,O,O,O,O,O,X
ZJLSTIO,X,X,O,X,X,X,O
ZJLSTOI,X,X,O,X,X,X,O
ZJLSITO,X,X,O,O,O,X,O
ZJLSIOT,O,O,O,O,O,O,O
ZJLSOTI,O,O,O,X,X,O,O
ZJLSOIT,O,O,O,X,X,O,O
ZJLOTIS,O,O,O,X,X,O,X
ZJLOTSI,O,O,O,X,X,O,X
ZJLOITS,O,O,O,X,X,O,X
ZJLOIST,O,O,O,X,X,O,X
ZJLOSTI,O,O,O,X,X,O,X
ZJLOSIT,O,O,O,X,X,O,X
ZJSTILO,X,X,O,X,X,X,O
ZJSTIOL,X,X,O,X,X,O,O
ZJSTLIO,X,X,O,X,X,X,O
ZJSTLOI,X,X,O,X,X,X,O
ZJSTOIL,X,X,O,X,X,O,O
ZJSTOLI,X,X,O,X,X,O,O
ZJSITLO,X,X,O,O,O,X,O
ZJSITOL,X,X,O,X,O,O,O
ZJSILTO,X,X,O,O,O,X,O
ZJSILOT,O,O,O,O,O,O,O
ZJSIOTL,O,O,O,X,O,O,O
ZJSIOLT,O,O,O,O,O,O,O
ZJSLTIO,X,X,O,X,X,X,O
ZJSLTOI,X,X,O,X,X,X,O
ZJSLITO,X,X,O,O,O,X,O
ZJSLIOT,O,O,O,O,O,O,O
ZJSLOTI,O,O,O,X,X,O,O
ZJSLOIT,O,O,O,X,X,O,O
ZJSOTIL,O,O,O,X,X,O,O
ZJSOTLI,O,O,O,X,X,O,O
ZJSOITL,O,O,O,X,X,O,O
ZJSOILT,O,O,O,X,X,O,O
ZJSOLTI,O,O,O,X,X,O,O
ZJSOLIT,O,O,O,X,X,O,O
ZJOTILS,O,O,O,X,X,O,X
ZJOTISL,O,O,O,X,X,O,X
ZJOTLIS,O,O,O,X,X,O,X
ZJOTLSI,O,O,O,X,X,O,X
ZJOTSIL,O,O,O,X,X,O,X
ZJOTSLI,O,O,O,X,X,O,X
ZJOITLS,O,O,O,X,X,O,X
ZJOITSL,O,O,O,X,X,O,X
ZJOILTS,O,O,O,X,X,O,X
ZJOILST,O,O,O,X,X,O,X
ZJOISTL,O,O,O,X,X,O,X
ZJOISLT,O,O,O,X,X,O,X
ZJOLTIS,O,O,O,X,X,O,X
ZJOLTSI,O,O,O,X,X,O,X
ZJOLITS,O,O,O,X,X,O,X
ZJOLIST,O,O,O,X,X,O,X
ZJOLSTI,O,O,O,X,X,O,X
ZJOLSIT,O,O,O,X,X,O,X
ZJOSTIL,O,O,O,X,X,O,X
ZJOSTLI,O,O,O,X,X,O,X
ZJOSITL,O,O,O,X,X,O,X
ZJOSILT,O,O,O,X,X,O,X
ZJOSLTI,O,O,O,X,X,O,X
ZJOSLIT,O,O,O,X,X,O,X
ZSTILJO,X,X,O,X,X,X,O
ZSTILOJ,X,X,O,X,X,X,O
ZSTIJLO,X,X,O,X,X,X,O
ZSTIJOL,X,X,O,X,X,O,O
ZSTIOLJ,X,X,O,X,X,O,O
ZSTIOJL,X,X,O,X,X,O,O
ZSTLIJO,X,X,O,X,X,X,O
ZSTLIOJ,X,X,O,X,X,X,O
ZSTLJIO,X,X,O,X,X,X,O
ZSTLJOI,X,X,O,X,X,X,O
ZSTLOIJ,X,X,O,X,X,X,O
ZSTLOJI,X,X,O,X,X,X,O
ZSTJILO,X,X,O,X,X,X,O
ZSTJIOL,X,X,O,X,X,O,O
ZSTJLIO,X,X,O,X,X,X,O
ZSTJLOI,X,X,O,X,X,X,O
ZSTJOIL,X,X,O,X,X,O,O
ZSTJOLI,X,X,O,X,X,O,O
ZSTOILJ,X,X,O,X,X,O,O
ZSTOIJL,X,X,O,X,X,O,O
ZSTOLIJ,X,X,O,X,X,O,O
ZSTOLJI,X,X,O,X,X,O,O
ZSTOJIL,X,X,O,X,X,O,O
ZSTOJLI,X,X,O,X,X,O,O
ZSITLJO,X,X,O,O,O,X,O
ZSITLOJ,X,X,O,X,O,X,O
ZSITJLO,X,X,O,O,O,X,O
ZSITJOL,X,X,O,X,O,O,O
ZSITOLJ,X,X,O,X,O,O,O
ZSITOJL,X,X,O,X,O,O,O
ZSILTJO,X,X,O,O,O,X,O
ZSILTOJ,X,X,O,X,O,X,O
ZSILJTO,X,X,O,O,O,X,O
ZSILJOT,O,O,O,O,O,O,O
ZSILOTJ,O,O,O,X,O,O,O
ZSILOJT,O,O,O,O,O,O,O
ZSIJTLO,X,X,O,O,O,X,O
ZSIJTOL,X,X,O,X,O,O,O
ZSIJLTO,X,X,O,O,O,X,O
ZSIJLOT,O,O,O,O,O,O,O
ZSIJOTL,O,O,O,X,O,O,O
ZSIJOLT,O,O,O,O,O,O,O
ZSIOTLJ,O,O,O,X,O,O,O
ZSIOTJL,O,O,O,X,O,O,O
ZSIOLTJ,O,O,O,X,O,O,O
ZSIOLJT,O,O,O,O,O,O,O
ZSIOJTL,O,O,O,X,O,O,O
ZSIOJLT,O,O,O,O,O,O,O
ZSLTIJO,X,X,O,X,X,X,O
ZSLTIOJ,X,X,O,X,X,X,O
ZSLTJIO,X,X,O,X,X,X,O
ZSLTJOI,X,X,O,X,X,X,O
ZSLTOIJ,X,X,O,X,X,X,O
ZSLTOJI,X,X,O,X,X,X,O
ZSLITJO,X,X,O,O,O,X,O
ZSLITOJ,X,X,O,X,O,X,O
ZSLIJTO,X,X,O,O,O,X,O
ZSLIJOT,O,O,O,O,O,O,O
ZSLIOTJ,O,O,O,X,O,O,O
ZSLIOJT,O,O,O,O,O,O,O
ZSLJTIO,X,X,O,X,X,X,O
ZSLJTOI,X,X,O,X,X,X,O
ZSLJITO,X,X,O,O,O,X,O
ZSLJIOT,O,O,O,O,O,O,O
ZSLJOTI,O,O,O,X,X,O,O
ZSLJOIT,O,O,O,X,X,O,O
ZSLOTIJ,O,O,O,X,X,O,O
ZSLOTJI,O,O,O,X,X,O,O
ZSLOITJ,O,O,O,X,X,O,O
ZSLOIJT,O,O,O,X,X,O,O
ZSLOJTI,O,O,O,X,X,O,O
ZSLOJIT,O,O,O,X,X,O,O
ZSJTILO,X,X,O,X,X,X,O
ZSJTIOL,X,X,O,X,X,O,O
ZSJTLIO,X,X,O,X,X,X,O
ZSJTLOI,X,X,O,X,X,X,O
ZSJTOIL,X,X,O,X,X,O,O
ZSJTOLI,X,X,O,X,X,O,O
ZSJITLO,X,X,O,O,O,X,O
ZSJITOL,X,X,O,X,O,O,O
ZSJILTO,X,X,O,O,O,X,O
ZSJILOT,O,O,O,O,O,O,O
ZSJIOTL,O,O,O,X,O,O,O
ZSJIOLT,O,O,O,O,O,O,O
ZSJLTIO,X,X,O,X,X,X,O
ZSJLTOI,X,X,O,X,X,X,O
ZSJLITO,X,X,O,O,O,X,O
ZSJLIOT,O,O,O,O,O,O,O
ZSJLOTI,O,O,O,X,X,O,O
ZSJLOIT,O,O,O,X,X,O,O
ZSJOTIL,O,O,O,X,X,O,O
ZSJOTLI,O,O,O,X,X,O,O
ZSJOITL,O,O,O,X,X,O,O
ZSJOILT,O,O,O,X,X,O,O
ZSJOLTI,O,O,O,X,X,O,O
ZSJOLIT,O,O,O,X,X,O,O
ZSOTILJ,O,O,O,X,X,O,O
ZSOTIJL,O,O,O,X,X,O,O
ZSOTLIJ,O,O,O,X,X,O,O
ZSOTLJI,O,O,O,X,X,O,O
ZSOTJIL,O,O,O,X,X,O,O
ZSOTJLI,O,O,O,X,X,O,O
ZSOITLJ,O,O,O,X,X,O,O
ZSOITJL,O,O,O,X,X,O,O
ZSOILTJ,O,O,O,X,X,O,O
ZSOILJT,O,O,O,X,X,O,O
ZSOIJTL,O,O,O,X,X,O,O
ZSOIJLT,O,O,O,X,X,O,O
ZSOLTIJ,O,O,O,X,X,O,O
ZSOLTJI,O,O,O,X,X,O,O
ZSOLITJ,O,O,O,X,X,O,O
ZSOLIJT,O,O,O,X,X,O,O
ZSOLJTI,O,O,O,X,X,O,O
ZSOLJIT,O,O,O,X,X,O,O
ZSOJTIL,O,O,O,X,X,O,O
ZSOJTLI,O,O,O,X,X,O,O
ZSOJITL,O,O,O,X,X,O,O
ZSOJILT,O,O,O,X,X,O,O
ZSOJLTI,O,O,O,X,X,O,O
ZSOJLIT,O,O,O,X,X,O,O
ZOTILJS,O,O,O,X,X,O,X
ZOTILSJ,O,O,O,X,X,O,X
ZOTIJLS,O,O,O,X,X,O,X
ZOTIJSL,O,O,O,X,X,O,X
ZOTISLJ,O,O,O,X,X,O,X
ZOTISJL,O,O,O,X,X,O,X
ZOTLIJS,O,O,O,X,X,O,X
ZOTLISJ,O,O,O,X,X,O,X
ZOTLJIS,O,O,O,X,X,O,X
ZOTLJSI,O,O,O,X,X,O,X
ZOTLSIJ,O,O,O,X,X,O,X
ZOTLSJI,O,O,O,X,X,O,X
ZOTJILS,O,O,O,X,X,O,X
ZOTJISL,O,O,O,X,X,O,X
ZOTJLIS,O,O,O,X,X,O,X
ZOTJLSI,O,O,O,X,X,O,X
ZOTJSIL,O,O,O,X,X,O,X
ZOTJSLI,O,O,O,X,X,O,X
ZOTSILJ,O,O,O,X,X,O,X
ZOTSIJL,O,O,O,X,X,O,X
ZOTSLIJ,O,O,O,X,X,O,X
ZOTSLJI,O,O,O,X,X,O,X
ZOTSJIL,O,O,O,X,X,O,X
ZOTSJLI,O,O,O,X,X,O,X
ZOITLJS,O,O,O,X,X,O,X
ZOITLSJ,O,O,O,X,X,O,X
ZOITJLS,O,O,O,X,X,O,X
ZOITJSL,O,O,O,X,X,O,X
ZOITSLJ,O,O,O,X,X,O,X
ZOITSJL,O,O,O,X,X,O,X
ZOILTJS,O,O,O,X,X,O,X
ZOILTSJ,O,O,O,X,X,O,X
ZOILJTS,O,O,O,X,X,O,X
ZOILJST,O,O,O,X,X,O,X
ZOILSTJ,O,O,O,X,X,O,X
ZOILSJT,O,O,O,X,X,O,X
ZOIJTLS,O,O,O,X,X,O,X
ZOIJTSL,O,O,O,X,X,O,X
ZOIJLTS,O,O,O,X,X,O,X
ZOIJLST,O,O,O,X,X,O,X
ZOIJSTL,O,O,O,X,X,O,X
ZOIJSLT,O,O,O,X,X,O,X
ZOISTLJ,O,O,O,X,X,O,X
ZOISTJL,O,O,O,X,X,O,X
ZOISLTJ,O,O,O,X,X,O,X
ZOISLJT,O,O,O,X,X,O,X
ZOISJTL,O,O,O,X,X,O,X
ZOISJLT,O,O,O,X,X,O,X
ZOLTIJS,O,O,O,X,X,O,X
ZOLTISJ,O,O,O,X,X,O,X
ZOLTJIS,O,O,O,X,X,O,X
ZOLTJSI,O,O,O,X,X,O,X
ZOLTSIJ,O,O,O,X,X,O,X
ZOLTSJI,O,O,O,X,X,O,X
ZOLITJS,O,O,O,X,X,O,X
ZOLITSJ,O,O,O,X,X,O,X
ZOLIJTS,O,O,O,X,X,O,X
ZOLIJST,O,O,O,X,X,O,X
ZOLISTJ,O,O,O,X,X,O,X
ZOLISJT,O,O,O,X,X,O,X
ZOLJTIS,O,O,O,X,X,O,X
ZOLJTSI,O,O,O,X,X,O,X
ZOLJITS,O,O,O,X,X,O,X
ZOLJIST,O,O,O,X,X,O,X
ZOLJSTI,O,O,O,X,X,O,X
ZOLJSIT,O,O,O,X,X,O,X
ZOLSTIJ,O,O,O,X,X,O,X
ZOLSTJI,O,O,O,X,X,O,X
ZOLSITJ,O,O,O,X,X,O,X
ZOLSIJT,O,O,O,X,X,O,X
ZOLSJTI,O,O,O,X,X,O,X
ZOLSJIT,O,O,O,X,X,O,X
ZOJTILS,O,O,O,X,X,O,X
ZOJTISL,O,O,O,X,X,O,X
ZOJTLIS,O,O,O,X,X,O,X
ZOJTLSI,O,O,O,X,X,O,X
ZOJTSIL,O,O,O,X,X,O,X
ZOJTSLI,O,O,O,X,X,O,X
ZOJITLS,O,O,O,X,X,O,X
ZOJITSL,O,O,O,X,X,O,X
ZOJILTS,O,O,O,X,X,O,X
ZOJILST,O,O,O,X,X,O,X
ZOJISTL,O,O,O,X,X,O,X
ZOJISLT,O,O,O,X,X,O,X
ZOJLTIS,O,O,O,X,X,O,X
ZOJLTSI,O,O,O,X,X,O,X
ZOJLITS,O,O,O,X,X,O,X
ZOJLIST,O,O,O,X,X,O,X
ZOJLSTI,O,O,O,X,X,O,X
ZOJLSIT,O,O,O,X,X,O,X
ZOJSTIL,O,O,O,X,X,O,X
ZOJSTLI,O,O,O,X,X,O,X
ZOJSITL,O,O,O,X,X,O,X
ZOJSILT,O,O,O,X,X,O,X
ZOJSLTI,O,O,O,X,X,O,X
ZOJSLIT,O,O,O,X,X,O,X
ZOSTILJ,O,O,O,X,X,O,X
ZOSTIJL,O,O,O,X,X,O,X
ZOSTLIJ,O,O,O,X,X,O,X
ZOSTLJI,O,O,O,X,X,O,X
ZOSTJIL,O,O,O,X,X,O,X
ZOSTJLI,O,O,O,X,X,O,X
ZOSITLJ,O,O,O,X,X,O,X
ZOSITJL,O,O,O,X,X,O,X
ZOSILTJ,O,O,O,X,X,O,X
ZOSILJT,O,O,O,X,X,O,X
ZOSIJTL,O,O,O,X,X,O,X
ZOSIJLT,O,O,O,X,X,O,X
ZOSLTIJ,O,O,O,X,X,O,X
ZOSLTJI,O,O,O,X,X,O,X
ZOSLITJ,O,O,O,X,X,O,X
ZOSLIJT,O,O,O,X,X,O,X
ZOSLJTI,O,O,O,X,X,O,X
ZOSLJIT,O,O,O,X,X,O,X
ZOSJTIL,O,O,O,X,X,O,X
ZOSJTLI,O,O,O,X,X,O,X
ZOSJITL,O,O,O,X,X,O,X
ZOSJILT,O,O,O,X,X,O,X
ZOSJLTI,O,O,O,X,X,O,X
ZOSJLIT,O,O,O,X,X,O,X
OTILJSZ,O,O,X,X,X,O,X
OTILJZS,O,O,X,X,X,O,X
OTILSJZ,O,O,X,X,X,O,X
OTILSZJ,O,O,X,X,X,O,X
OTILZJS,O,O,X,X,X,O,X
OTILZSJ,O,O,X,X,X,O,X
OTIJLSZ,O,O,X,X,X,O,X
OTIJLZS,O,O,X,X,X,O,X
OTIJSLZ,O,O,X,X,X,O,X
OTIJSZL,O,O,X,X,X,O,X
OTIJZLS,O,O,X,X,X,O,X
OTIJZSL,O,O,X,X,X,O,X
OTISLJZ,O,O,X,X,X,O,X
OTISLZJ,O,O,X,X,X,O,X
OTISJLZ,O,O,X,X,X,O,X
OTISJZL,O,O,X,X,X,O,X
OTISZLJ,O,O,X,X,X,O,X
OTISZJL,O,O,X,X,X,O,X
OTIZLJS,O,O,X,X,X,O,X
OTIZLSJ,O,O,X,X,X,O,X
OTIZJLS,O,O,X,X,X,O,X
OTIZJSL,O,O,X,X,X,O,X
OTIZSLJ,O,O,X,X,X,O,X
OTIZSJL,O,O,X,X,X,O,X
OTLIJSZ,O,O,X,X,X,O,X
OTLIJZS,O,O,X,X,X,O,X
OTLISJZ,O,O,X,X,X,O,X
OTLISZJ,O,O,X,X,X,O,X
OTLIZJS,O,O,X,X,X,O,X
OTLIZSJ,O,O,X,X,X,O,X
