sequence,v115@KhB8EeA8BeB8EeF8CeA8Je/EJvhFalBRhBFjBzmB+s?BctB,v115@KhB8EeA8BeB8EeF8CeA8Jem/IvhFRhBSnBTjB0kBFs?BXtB,v115@KhB8EeA8BeB8EeF8CeA8Jei/IvhFRhBGjBzkBfsBVt?B0sB,v115@KhB8EeA8BeB8EeF8CeA8JeT/IvhFelBRhBFjBfsBSt?B0sB,v115@KhB8EeA8BeB8EeF8CeA8JeT/IvhFelBRhBfsBlnBct?BCtB,v115@KhB8EeA8BeB8EeF8CeA8Jem/IvhFRhB0kBzmBStB3s?BFtB,v115@KhB8EeA8BeB8EeF8CeA8JeyEJvhFRhB+oBfsBlnB0k?BzsB
SIZLOTJ,O,X,X,X,X,X,X
SIZLOJT,O,X,X,X,X,X,X
SIZJTLO,O,O,X,X,O,X,O
SIZJTOL,O,O,X,X,O,X,X
SIZJLTO,O,O,X,O,O,X,O
SIZJLOT,O,X,X,O,O,X,X
SIZJOTL,O,O,X,X,O,X,X
SIZJOLT,O,X,X,O,O,O,X
SIZOTLJ,O,O,O,X,X,X,X
SIZOTJL,O,O,O,X,O,X,X
SIZOLTJ,O,X,O,X,X,O,X
SIZOLJT,O,X,X,X,X,O,X
SIZOJTL,O,O,X,X,O,X,X
SIZOJLT,O,X,X,X,O,O,X
SIOTLJZ,O,O,O,X,X,X,X
SIOTLZJ,O,O,O,X,X,X,X
SIOTJLZ,O,O,O,X,X,X,X
SIOTJZL,O,O,O,X,X,X,X
SIOTZLJ,O,O,O,X,X,X,X
SIOTZJL,O,O,O,X,X,X,X
SIOLTJZ,O,X,O,O,X,X,X
SIOLTZJ,O,X,O,X,X,X,X
SIOLJTZ,O,X,O,O,X,X,O
SIOLJZT,O,X,X,O,X,X,X
SIOLZTJ,O,X,O,X,X,O,X
SIOLZJT,O,X,X,X,X,O,X
SIOJTLZ,O,X,O,O,X,X,O
SIOJTZL,O,X,O,X,O,X,X
SIOJLTZ,O,X,O,O,X,X,O
SIOJLZT,O,X,X,O,O,X,X
SIOJZTL,O,X,X,X,O,X,X
SIOJZLT,O,X,X,O,O,X,X
SIOZTLJ,O,O,O,X,X,X,X
SIOZTJL,O,O,O,X,O,X,X
SIOZLTJ,O,X,O,X,X,O,X
SIOZLJT,O,X,X,X,X,O,X
SIOZJTL,O,O,X,X,O,X,X
SIOZJLT,O,X,X,X,O,O,X
SLTIJZO,O,O,O,O,X,X,O
SLTIJOZ,X,O,O,O,X,X,O
SLTIZJO,O,O,O,O,X,X,X
SLTIZOJ,O,O,X,X,X,X,X
SLTIOJZ,O,O,O,O,X,X,X
SLTIOZJ,O,O,O,X,X,X,X
SLTJIZO,O,O,O,O,X,X,O
SLTJIOZ,X,O,O,O,X,X,O
SLTJZIO,O,O,O,O,X,X,O
SLTJZOI,O,O,X,O,X,X,O
SLTJOIZ,O,O,O,O,X,X,O
SLTJOZI,O,O,O,O,X,X,O
SLTZIJO,O,O,O,O,X,X,X
SLTZIOJ,O,O,X,X,X,X,X
SLTZJIO,O,O,O,O,X,X,X
SLTZJOI,O,O,X,O,X,X,X
SLTZOIJ,O,O,X,X,X,X,X
SLTZOJI,O,O,X,O,X,X,X
SLTOIJZ,O,O,O,O,X,X,X
SLTOIZJ,O,O,O,X,X,X,X
SLTOJIZ,O,O,O,O,X,X,X
SLTOJZI,O,O,O,O,X,X,X
SLTOZIJ,O,O,O,X,X,X,X
SLTOZJI,O,O,O,O,X,X,X
SLITJZO,O,O,O,O,X,X,O
SLITJOZ,X,O,O,O,X,X,O
SLITZJO,O,O,O,O,X,X,X
SLITZOJ,O,O,X,X,X,X,X
SLITOJZ,O,O,O,O,X,X,X
SLITOZJ,O,O,O,X,X,X,X
SLIJTZO,O,X,O,O,X,X,O
SLIJTOZ,X,X,O,O,X,X,O
SLIJZTO,O,X,X,O,O,X,O
SLIJZOT,O,X,X,O,O,X,X
SLIJOTZ,O,X,X,O,X,X,O
SLIJOZT,O,X,X,O,O,X,X
SLIZTJO,O,O,O,O,O,X,X
SLIZTOJ,O,O,X,X,X,X,X
SLIZJTO,O,O,X,O,O,X,O
SLIZJOT,O,X,X,O,O,X,X
SLIZOTJ,O,X,X,X,X,X,X
SLIZOJT,O,X,X,X,X,X,X
SLIOTJZ,O,X,O,O,X,X,X
SLIOTZJ,O,X,O,X,X,X,X
SLIOJTZ,O,X,O,O,X,X,O
SLIOJZT,O,X,X,O,X,X,X
SLIOZTJ,O,X,O,X,X,X,X
SLIOZJT,O,X,X,X,X,X,X
SLJTIZO,O,X,O,O,X,X,O
SLJTIOZ,X,X,O,O,X,X,O
SLJTZIO,O,X,O,O,X,X,O
SLJTZOI,O,X,X,O,X,X,O
SLJTOIZ,O,X,O,O,X,X,O
SLJTOZI,O,X,X,O,X,X,O
SLJITZO,O,X,O,O,X,X,O
SLJITOZ,X,X,O,O,X,X,O
SLJIZTO,O,X,X,O,O,X,O
SLJIZOT,O,X,X,O,O,X,X
SLJIOTZ,O,X,X,O,X,X,O
SLJIOZT,O,X,X,O,O,X,X
SLJZTIO,O,X,X,O,O,X,O
SLJZTOI,O,X,X,O,O,X,O
SLJZITO,O,X,X,O,O,X,O
SLJZIOT,O,X,X,O,O,X,X
SLJZOTI,O,X,X,O,O,X,X
SLJZOIT,O,X,X,O,O,X,X
SLJOTIZ,O,X,X,O,X,X,O
SLJOTZI,O,X,X,O,X,X,O
SLJOITZ,O,X,X,O,X,X,O
SLJOIZT,O,X,X,O,O,X,X
SLJOZTI,O,X,X,O,O,X,X
SLJOZIT,O,X,X,O,O,X,X
SLZTIJO,O,O,O,O,O,X,X
SLZTIOJ,O,O,X,X,X,X,X
SLZTJIO,O,O,O,O,O,X,X
SLZTJOI,O,O,X,O,O,X,X
SLZTOIJ,O,O,X,X,X,X,X
SLZTOJI,O,O,X,O,O,X,X
SLZITJO,O,O,O,O,O,X,X
SLZITOJ,O,O,X,X,X,X,X
SLZIJTO,O,O,X,O,O,X,O
SLZIJOT,O,X,X,O,O,X,X
SLZIOTJ,O,X,X,X,X,X,X
SLZIOJT,O,X,X,X,X,X,X
SLZJTIO,O,O,X,O,O,X,O
SLZJTOI,O,O,X,O,O,X,O
SLZJITO,O,O,X,O,O,X,O
SLZJIOT,O,X,X,O,O,X,X
SLZJOTI,O,O,X,O,O,O,X
SLZJOIT,O,X,X,O,O,O,X
SLZOTIJ,O,O,X,X,X,O,X
SLZOTJI,O,O,X,O,O,O,X
SLZOITJ,O,X,X,X,X,O,X
SLZOIJT,O,X,X,X,X,O,X
SLZOJTI,O,O,X,O,O,O,X
SLZOJIT,O,X,X,O,O,O,X
SLOTIJZ,O,O,O,O,X,X,X
SLOTIZJ,O,O,O,X,X,X,X
SLOTJIZ,O,O,O,O,X,X,X
SLOTJZI,O,O,O,O,X,X,X
SLOTZIJ,O,O,O,X,X,X,X
SLOTZJI,O,O,O,O,X,X,X
SLOITJZ,O,X,O,O,X,X,X
SLOITZJ,O,X,O,X,X,X,X
SLOIJTZ,O,X,O,O,X,X,O
SLOIJZT,O,X,X,O,X,X,X
SLOIZTJ,O,X,O,X,X,O,X
SLOIZJT,O,X,X,X,X,O,X
SLOJTIZ,O,X,O,O,X,X,O
SLOJTZI,O,X,O,O,X,X,O
SLOJITZ,O,X,O,O,X,X,O
SLOJIZT,O,X,X,O,O,X,X
SLOJZTI,O,X,X,O,O,X,X
SLOJZIT,O,X,X,O,O,X,X
SLOZTIJ,O,O,O,X,X,O,X
SLOZTJI,O,O,O,O,O,O,X
SLOZITJ,O,X,O,X,X,O,X
SLOZIJT,O,X,X,X,X,O,X
SLOZJTI,O,O,X,O,O,O,X
SLOZJIT,O,X,X,O,O,O,X
SJTILZO,O,O,O,O,X,X,O
SJTILOZ,X,O,O,O,X,X,O
SJTIZLO,O,O,O,X,O,X,O
SJTIZOL,O,O,O,X,O,X,X
SJTIOLZ,X,O,O,O,X,X,O
SJTIOZL,X,O,O,X,O,X,X
SJTLIZO,O,O,O,O,X,X,O
SJTLIOZ,X,O,O,O,X,X,O
SJTLZIO,O,O,O,O,X,X,O
SJTLZOI,O,O,X,O,X,X,O
SJTLOIZ,O,O,O,O,X,X,O
SJTLOZI,O,O,O,O,X,X,O
SJTZILO,O,O,O,X,O,X,O
SJTZIOL,O,O,O,X,O,X,X
SJTZLIO,O,O,O,X,O,X,O
SJTZLOI,O,O,X,X,O,X,O
SJTZOIL,O,O,O,X,O,X,X
SJTZOLI,O,O,O,X,O,X,X
SJTOILZ,O,O,O,O,X,X,O
SJTOIZL,O,O,O,X,O,X,X
SJTOLIZ,O,O,O,O,X,X,O
SJTOLZI,O,O,O,O,X,X,O
SJTOZIL,O,O,O,X,O,X,X
SJTOZLI,O,O,O,X,O,X,X
SJITLZO,O,O,O,O,X,X,O
SJITLOZ,X,O,O,O,X,X,O
SJITZLO,O,O,O,X,O,X,O
SJITZOL,O,O,O,X,O,X,X
SJITOLZ,X,O,O,O,X,X,O
SJITOZL,X,O,O,X,O,X,X
SJILTZO,O,X,O,O,X,X,O
SJILTOZ,X,X,O,O,X,X,O
SJILZTO,O,X,X,O,O,X,O
SJILZOT,O,X,X,O,O,X,X
SJILOTZ,O,X,X,O,X,X,O
SJILOZT,O,X,X,O,O,X,X
SJIZTLO,O,O,X,X,O,X,O
SJIZTOL,O,O,X,X,O,X,X
SJIZLTO,O,O,X,O,O,X,O
SJIZLOT,O,X,X,O,O,X,X
SJIZOTL,O,O,X,X,O,X,X
SJIZOLT,O,X,X,O,O,X,X
SJIOTLZ,O,X,O,O,X,X,O
SJIOTZL,O,X,O,X,O,X,X
SJIOLTZ,O,X,O,O,X,X,O
SJIOLZT,O,X,X,O,O,X,X
SJIOZTL,O,X,X,X,O,X,X
SJIOZLT,O,X,X,O,O,X,X
SJLTIZO,O,X,O,O,X,X,O
SJLTIOZ,X,X,O,O,X,X,O
SJLTZIO,O,X,O,O,X,X,O
SJLTZOI,O,X,X,O,X,X,O
SJLTOIZ,O,X,O,O,X,X,O
SJLTOZI,O,X,X,O,X,X,O
SJLITZO,O,X,O,O,X,X,O
SJLITOZ,X,X,O,O,X,X,O
SJLIZTO,O,X,X,O,O,X,O
SJLIZOT,O,X,X,O,O,X,X
SJLIOTZ,O,X,X,O,X,X,O
SJLIOZT,O,X,X,O,O,X,X
SJLZTIO,O,X,X,O,O,X,O
SJLZTOI,O,X,X,O,O,X,O
SJLZITO,O,X,X,O,O,X,O
SJLZIOT,O,X,X,O,O,X,X
SJLZOTI,O,X,X,O,O,X,X
SJLZOIT,O,X,X,O,O,X,X
SJLOTIZ,O,X,X,O,X,X,O
SJLOTZI,O,X,X,O,X,X,O
SJLOITZ,O,X,X,O,X,X,O
SJLOIZT,O,X,X,O,O,X,X
SJLOZTI,O,X,X,O,O,X,X
SJLOZIT,O,X,X,O,O,X,X
SJZTILO,O,O,X,X,O,X,O
SJZTIOL,O,O,X,X,O,X,X
SJZTLIO,O,O,X,X,O,X,O
SJZTLOI,O,O,X,X,O,X,O
SJZTOIL,O,O,X,X,O,X,X
SJZTOLI,O,O,X,X,O,X,X
SJZITLO,O,O,X,X,O,X,O
SJZITOL,O,O,X,X,O,X,X
SJZILTO,O,O,X,O,O,X,O
SJZILOT,O,X,X,O,O,X,X
SJZIOTL,O,O,X,X,O,X,X
SJZIOLT,O,X,X,O,O,X,X
SJZLTIO,O,O,X,O,O,X,O
SJZLTOI,O,O,X,O,O,X,O
SJZLITO,O,O,X,O,O,X,O
SJZLIOT,O,X,X,O,O,X,X
SJZLOTI,O,O,X,O,O,X,X
SJZLOIT,O,X,X,O,O,X,X
SJZOTIL,O,O,X,X,O,X,X
SJZOTLI,O,O,X,X,O,X,X
SJZOITL,O,O,X,X,O,X,X
SJZOILT,O,X,X,O,O,X,X
SJZOLTI,O,O,X,O,O,X,X
SJZOLIT,O,X,X,O,O,X,X
SJOTILZ,O,O,O,O,X,X,O
SJOTIZL,O,O,O,X,O,X,X
SJOTLIZ,O,O,O,O,X,X,O
SJOTLZI,O,O,O,O,X,X,O
SJOTZIL,O,O,O,X,O,X,X
SJOTZLI,O,O,O,X,O,X,X
SJOITLZ,O,X,O,O,X,X,O
SJOITZL,O,X,O,X,O,X,X
SJOILTZ,O,X,O,O,X,X,O
SJOILZT,O,X,X,O,O,X,X
SJOIZTL,O,X,X,X,O,X,X
SJOIZLT,O,X,X,O,O,X,X
SJOLTIZ,O,X,O,O,X,X,O
SJOLTZI,O,X,O,O,X,X,O
SJOLITZ,O,X,O,O,X,X,O
SJOLIZT,O,X,X,O,O,X,X
SJOLZTI,O,X,X,O,O,X,X
SJOLZIT,O,X,X,O,O,X,X
SJOZTIL,O,O,X,X,O,X,X
SJOZTLI,O,O,X,X,O,X,X
SJOZITL,O,O,X,X,O,X,X
SJOZILT,O,X,X,O,O,X,X
SJOZLTI,O,O,X,O,O,X,X
SJOZLIT,O,X,X,O,O,X,X
SZTILJO,O,O,O,X,O,X,X
SZTILOJ,O,O,X,X,X,X,X
SZTIJLO,O,O,O,X,O,X,X
SZTIJOL,O,O,O,X,O,X,X
SZTIOLJ,O,O,O,X,X,X,X
SZTIOJL,X,O,O,X,O,X,X
SZTLIJO,O,O,O,X,O,X,X
SZTLIOJ,O,O,X,X,X,X,X
SZTLJIO,O,O,O,X,O,X,X
SZTLJOI,O,O,X,X,O,X,X
SZTLOIJ,O,O,X,X,X,X,X
SZTLOJI,O,O,X,X,O,X,X
SZTJILO,O,O,O,X,O,X,X
SZTJIOL,O,O,O,X,O,X,X
SZTJLIO,O,O,O,X,O,X,X
SZTJLOI,O,O,X,X,O,X,X
SZTJOIL,O,O,O,X,O,X,X
SZTJOLI,O,O,O,X,O,X,X
SZTOILJ,O,O,O,X,X,X,X
SZTOIJL,O,O,O,X,O,X,X
SZTOLIJ,O,O,O,X,X,X,X
SZTOLJI,O,O,O,X,O,X,X
SZTOJIL,O,O,O,X,O,X,X
SZTOJLI,O,O,O,X,O,X,X
SZITLJO,O,O,O,X,O,X,X
SZITLOJ,O,O,X,X,X,X,X
SZITJLO,O,O,O,X,O,X,X
SZITJOL,O,O,O,X,O,X,X
SZITOLJ,O,O,O,X,X,X,X
SZITOJL,X,O,O,X,O,X,X
SZILTJO,O,O,O,O,O,X,X
SZILTOJ,O,O,X,X,X,X,X
SZILJTO,O,O,X,O,O,X,O
SZILJOT,O,X,X,O,O,X,X
SZILOTJ,O,X,X,X,X,X,X
SZILOJT,O,X,X,X,X,X,X
SZIJTLO,O,O,X,X,O,X,O
SZIJTOL,O,O,X,X,O,X,X
SZIJLTO,O,O,X,O,O,X,O
SZIJLOT,O,X,X,O,O,X,X
SZIJOTL,O,O,X,X,O,X,X
SZIJOLT,O,X,X,O,O,O,X
SZIOTLJ,O,O,O,X,X,X,X
SZIOTJL,O,O,O,X,O,X,X
SZIOLTJ,O,X,O,X,X,O,X
SZIOLJT,O,X,X,X,X,O,X
SZIOJTL,O,O,X,X,O,X,X
SZIOJLT,O,X,X,X,O,O,X
SZLTIJO,O,O,O,O,O,X,X
SZLTIOJ,O,O,X,X,X,X,X
SZLTJIO,O,O,O,O,O,X,X
SZLTJOI,O,O,X,O,O,X,X
SZLTOIJ,O,O,X,X,X,X,X
SZLTOJI,O,O,X,O,O,X,X
SZLITJO,O,O,O,O,O,X,X
SZLITOJ,O,O,X,X,X,X,X
SZLIJTO,O,O,X,O,O,X,O
SZLIJOT,O,X,X,O,O,X,X
SZLIOTJ,O,X,X,X,X,X,X
SZLIOJT,O,X,X,X,X,X,X
SZLJTIO,O,O,X,O,O,X,O
SZLJTOI,O,O,X,O,O,X,O
SZLJITO,O,O,X,O,O,X,O
SZLJIOT,O,X,X,O,O,X,X
SZLJOTI,O,O,X,O,O,O,X
SZLJOIT,O,X,X,O,O,O,X
SZLOTIJ,O,O,X,X,X,O,X
SZLOTJI,O,O,X,O,O,O,X
SZLOITJ,O,X,X,X,X,O,X
SZLOIJT,O,X,X,X,X,O,X
SZLOJTI,O,O,X,O,O,O,X
SZLOJIT,O,X,X,O,O,O,X
SZJTILO,O,O,X,X,O,X,O
SZJTIOL,O,O,X,X,O,X,X
SZJTLIO,O,O,X,X,O,X,O
SZJTLOI,O,O,X,X,O,X,O
SZJTOIL,O,O,X,X,O,X,X
SZJTOLI,O,O,X,X,O,X,X
SZJITLO,O,O,X,X,O,X,O
SZJITOL,O,O,X,X,O,X,X
SZJILTO,O,O,X,O,O,X,O
SZJILOT,O,X,X,O,O,X,X
SZJIOTL,O,O,X,X,O,X,X
SZJIOLT,O,X,X,O,O,O,X
SZJLTIO,O,O,X,O,O,X,O
SZJLTOI,O,O,X,O,O,X,O
SZJLITO,O,O,X,O,O,X,O
SZJLIOT,O,X,X,O,O,X,X
SZJLOTI,O,O,X,O,O,O,X
SZJLOIT,O,X,X,O,O,O,X
SZJOTIL,O,O,X,X,O,X,X
SZJOTLI,O,O,X,X,O,X,X
SZJOITL,O,O,X,X,O,X,X
SZJOILT,O,X,X,O,O,O,X
SZJOLTI,O,O,X,O,O,O,X
SZJOLIT,O,X,X,O,O,O,X
SZOTILJ,O,O,O,X,X,X,X
SZOTIJL,O,O,O,X,O,X,X
SZOTLIJ,O,O,O,X,X,X,X
SZOTLJI,O,O,O,X,O,X,X
SZOTJIL,O,O,O,X,O,X,X
SZOTJLI,O,O,O,X,O,X,X
SZOITLJ,O,O,O,X,X,X,X
SZOITJL,O,O,O,X,O,X,X
SZOILTJ,O,X,O,X,X,O,X
SZOILJT,O,X,X,X,X,O,X
SZOIJTL,O,O,X,X,O,X,X
SZOIJLT,O,X,X,X,O,O,X
SZOLTIJ,O,O,O,X,X,O,X
SZOLTJI,O,O,O,O,O,O,X
SZOLITJ,O,X,O,X,X,O,X
SZOLIJT,O,X,X,X,X,O,X
SZOLJTI,O,O,X,O,O,O,X
SZOLJIT,O,X,X,O,O,O,X
SZOJTIL,O,O,X,X,O,X,X
SZOJTLI,O,O,X,X,O,X,X
SZOJITL,O,O,X,X,O,X,X
SZOJILT,O,X,X,O,O,O,X
SZOJLTI,O,O,X,O,O,O,X
SZOJLIT,O,X,X,O,O,O,X
SOTILJZ,O,O,O,X,X,X,X
SOTILZJ,O,O,O,X,X,X,X
SOTIJLZ,O,O,O,X,X,X,X
SOTIJZL,O,O,O,X,X,X,X
SOTIZLJ,O,O,O,X,X,X,X
SOTIZJL,O,O,O,X,X,X,X
SOTLIJZ,O,O,O,O,X,X,X
SOTLIZJ,O,O,O,X,X,X,X
SOTLJIZ,O,O,O,O,X,X,X
SOTLJZI,O,O,O,O,X,X,X
SOTLZIJ,O,O,O,X,X,X,X
SOTLZJI,O,O,O,O,X,X,X
SOTJILZ,O,O,O,O,X,X,X
SOTJIZL,O,O,O,X,O,X,X
SOTJLIZ,O,O,O,O,X,X,X
SOTJLZI,O,O,O,O,X,X,X
SOTJZIL,O,O,O,X,O,X,X
SOTJZLI,O,O,O,X,O,X,X
SOTZILJ,O,O,O,X,X,X,X
SOTZIJL,O,O,O,X,O,X,X
SOTZLIJ,O,O,O,X,X,X,X
SOTZLJI,O,O,O,X,O,X,X
SOTZJIL,O,O,O,X,O,X,X
SOTZJLI,O,O,O,X,O,X,X
SOITLJZ,O,O,O,X,X,X,X
SOITLZJ,O,O,O,X,X,X,X
SOITJLZ,O,O,O,X,X,X,X
SOITJZL,O,O,O,X,X,X,X
SOITZLJ,O,O,O,X,X,X,X
SOITZJL,O,O,O,X,X,X,X
SOILTJZ,O,X,O,O,X,X,X
SOILTZJ,O,X,O,X,X,X,X
SOILJTZ,O,X,O,O,X,X,O
SOILJZT,O,X,X,O,X,X,X
SOILZTJ,O,X,O,X,X,O,X
SOILZJT,O,X,X,X,X,O,X
SOIJTLZ,O,X,O,O,X,X,O
SOIJTZL,O,X,O,X,O,X,X
SOIJLTZ,O,X,O,O,X,X,O
SOIJLZT,O,X,X,O,O,X,X
SOIJZTL,O,X,X,X,O,X,X
SOIJZLT,O,X,X,O,O,X,X
SOIZTLJ,O,O,O,X,X,X,X
SOIZTJL,O,O,O,X,O,X,X
SOIZLTJ,O,X,O,X,X,O,X
SOIZLJT,O,X,X,X,X,O,X
SOIZJTL,O,O,X,X,O,X,X
SOIZJLT,O,X,X,X,O,O,X
SOLTIJZ,O,O,O,O,X,X,X
SOLTIZJ,O,O,O,X,X,X,X
SOLTJIZ,O,O,O,O,X,X,X
SOLTJZI,O,O,O,O,X,X,X
SOLTZIJ,O,O,O,X,X,X,X
SOLTZJI,O,O,O,O,X,X,X
SOLITJZ,O,X,O,O,X,X,X
SOLITZJ,O,X,O,X,X,X,X
SOLIJTZ,O,X,O,O,X,X,O
SOLIJZT,O,X,X,O,X,X,X
SOLIZTJ,O,X,O,X,X,O,X
SOLIZJT,O,X,X,X,X,O,X
SOLJTIZ,O,X,O,O,X,X,O
SOLJTZI,O,X,O,O,X,X,O
SOLJITZ,O,X,O,O,X,X,O
SOLJIZT,O,X,X,O,O,X,X
SOLJZTI,O,X,X,O,O,X,X
SOLJZIT,O,X,X,O,O,X,X
SOLZTIJ,O,O,O,X,X,O,X
SOLZTJI,O,O,O,O,O,O,X
SOLZITJ,O,X,O,X,X,O,X
SOLZIJT,O,X,X,X,X,O,X
SOLZJTI,O,O,X,O,O,O,X
SOLZJIT,O,X,X,O,O,O,X
SOJTILZ,O,O,O,O,X,X,O
SOJTIZL,O,O,O,X,O,X,X
SOJTLIZ,O,O,O,O,X,X,O
SOJTLZI,O,O,O,O,X,X,O
SOJTZIL,O,O,O,X,O,X,X
SOJTZLI,O,O,O,X,O,X,X
SOJITLZ,O,X,O,O,X,X,O
SOJITZL,O,X,O,X,O,X,X
SOJILTZ,O,X,O,O,X,X,O
SOJILZT,O,X,X,O,O,X,X
SOJIZTL,O,X,X,X,O,X,X
SOJIZLT,O,X,X,O,O,X,X
SOJLTIZ,O,X,O,O,X,X,O
SOJLTZI,O,X,O,O,X,X,O
SOJLITZ,O,X,O,O,X,X,O
SOJLIZT,O,X,X,O,O,X,X
SOJLZTI,O,X,X,O,O,X,X
SOJLZIT,O,X,X,O,O,X,X
SOJZTIL,O,O,X,X,O,X,X
SOJZTLI,O,O,X,X,O,X,X
SOJZITL,O,O,X,X,O,X,X
SOJZILT,O,X,X,O,O,X,X
SOJZLTI,O,O,X,O,O,X,X
SOJZLIT,O,X,X,O,O,X,X
SOZTILJ,O,O,O,X,X,X,X
SOZTIJL,O,O,O,X,O,X,X
SOZTLIJ,O,O,O,X,X,X,X
SOZTLJI,O,O,O,X,O,X,X
SOZTJIL,O,O,O,X,O,X,X
SOZTJLI,O,O,O,X,O,X,X
SOZITLJ,O,O,O,X,X,X,X
SOZITJL,O,O,O,X,O,X,X
SOZILTJ,O,X,O,X,X,O,X
SOZILJT,O,X,X,X,X,O,X
SOZIJTL,O,O,X,X,O,X,X
SOZIJLT,O,X,X,X,O,O,X
SOZLTIJ,O,O,O,X,X,O,X
SOZLTJI,O,O,O,O,O,O,X
SOZLITJ,O,X,O,X,X,O,X
SOZLIJT,O,X,X,X,X,O,X
SOZLJTI,O,O,X,O,O,O,X
SOZLJIT,O,X,X,O,O,O,X
SOZJTIL,O,O,X,X,O,X,X
SOZJTLI,O,O,X,X,O,X,X
SOZJITL,O,O,X,X,O,X,X
SOZJILT,O,X,X,O,O,O,X
SOZJLTI,O,O,X,O,O,O,X
SOZJLIT,O,X,X,O,O,O,X
ZTILJSO,X,O,O,X,X,X,X
ZTILJOS,X,O,O,X,X,X,X
ZTILSJO,O,O,X,X,X,X,X
ZTILSOJ,O,O,X,X,X,X,X
ZTILOJS,X,O,X,X,X,X,X
ZTILOSJ,X,O,X,X,X,X,X
ZTIJLSO,O,O,O,X,X,X,X
ZTIJLOS,X,O,O,X,X,X,X
ZTIJSLO,O,O,X,X,O,X,X
ZTIJSOL,O,O,X,X,O,X,X
ZTIJOLS,O,O,O,X,X,O,X
ZTIJOSL,O,O,X,X,O,X,X
ZTISLJO,O,O,X,X,O,X,X
ZTISLOJ,O,O,X,X,X,X,X
ZTISJLO,O,O,X,X,O,X,X
ZTISJOL,O,O,X,X,O,X,X
ZTISOLJ,O,O,X,X,X,X,X
ZTISOJL,X,O,X,X,O,X,X
ZTIOLJS,X,O,O,X,X,O,X
ZTIOLSJ,X,O,X,X,X,O,X
ZTIOJLS,X,O,O,X,X,O,X
ZTIOJSL,X,O,X,X,X,X,X
ZTIOSLJ,O,O,X,X,X,X,X
ZTIOSJL,X,O,X,X,X,X,X
ZTLIJSO,X,O,O,X,X,X,X
ZTLIJOS,X,O,O,X,X,X,X
ZTLISJO,O,O,X,X,X,X,X
ZTLISOJ,O,O,X,X,X,X,X
ZTLIOJS,X,O,X,X,X,X,X
ZTLIOSJ,X,O,X,X,X,X,X
ZTLJISO,O,O,O,X,X,X,X
ZTLJIOS,X,O,O,X,X,X,X
ZTLJSIO,O,O,O,X,X,X,X
ZTLJSOI,O,O,X,X,X,X,X
ZTLJOIS,O,O,X,X,X,O,X
ZTLJOSI,O,O,X,X,X,O,X
ZTLSIJO,O,O,O,X,X,X,X
ZTLSIOJ,O,O,X,X,X,X,X
ZTLSJIO,O,O,O,X,X,X,X
ZTLSJOI,O,O,X,X,X,X,X
ZTLSOIJ,O,O,X,X,X,X,X
ZTLSOJI,O,O,X,X,X,X,X
ZTLOIJS,X,O,X,X,X,O,X
ZTLOISJ,X,O,X,X,X,O,X
ZTLOJIS,X,O,X,X,X,O,X
ZTLOJSI,X,O,X,X,X,O,X
ZTLOSIJ,X,O,X,X,X,O,X
ZTLOSJI,X,O,X,X,X,O,X
ZTJILSO,O,O,O,X,X,X,X
ZTJILOS,X,O,O,X,X,X,X
ZTJISLO,O,O,X,X,O,X,X
ZTJISOL,O,O,X,X,O,X,X
ZTJIOLS,O,O,O,X,X,O,X
ZTJIOSL,O,O,X,X,O,X,X
ZTJLISO,O,O,O,X,X,X,X
ZTJLIOS,X,O,O,X,X,X,X
ZTJLSIO,O,O,O,X,X,X,X
ZTJLSOI,O,O,X,X,X,X,X
ZTJLOIS,O,O,X,X,X,O,X
ZTJLOSI,O,O,X,X,X,O,X
ZTJSILO,O,O,O,X,O,X,X
ZTJSIOL,O,O,O,X,O,X,X
ZTJSLIO,O,O,O,X,O,X,X
ZTJSLOI,O,O,X,X,O,X,X
ZTJSOIL,O,O,O,X,O,X,X
ZTJSOLI,O,O,O,X,O,X,X
ZTJOILS,O,O,O,X,X,O,X
ZTJOISL,O,O,X,X,O,X,X
ZTJOLIS,O,O,O,X,X,O,X
ZTJOLSI,O,O,O,X,X,O,X
ZTJOSIL,O,O,O,X,O,X,X
ZTJOSLI,O,O,O,X,O,X,X
ZTSILJO,O,O,O,X,O,X,X
ZTSILOJ,O,O,X,X,X,X,X
ZTSIJLO,O,O,O,X,O,X,X
ZTSIJOL,O,O,O,X,O,X,X
ZTSIOLJ,O,O,O,X,X,X,X
ZTSIOJL,X,O,O,X,O,X,X
ZTSLIJO,O,O,O,X,O,X,X
ZTSLIOJ,O,O,X,X,X,X,X
ZTSLJIO,O,O,O,X,O,X,X
ZTSLJOI,O,O,X,X,O,X,X
ZTSLOIJ,O,O,X,X,X,X,X
ZTSLOJI,O,O,X,X,O,X,X
ZTSJILO,O,O,O,X,O,X,X
ZTSJIOL,O,O,O,X,O,X,X
ZTSJLIO,O,O,O,X,O,X,X
ZTSJLOI,O,O,X,X,O,X,X
ZTSJOIL,O,O,O,X,O,X,X
ZTSJOLI,O,O,O,X,O,X,X
ZTSOILJ,O,O,O,X,X,X,X
ZTSOIJL,O,O,O,X,O,X,X
ZTSOLIJ,O,O,O,X,X,X,X
ZTSOLJI,O,O,O,X,O,X,X
ZTSOJIL,O,O,O,X,O,X,X
ZTSOJLI,O,O,O,X,O,X,X
