sequence,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhF0iB6oBmlBz?mBFqB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhF8mBfoB6oBm?lBFqBTsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhFXiB6oBmlBz?nBFqBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhFTiB6oBmlBf?sB8sBFqB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFxhBimBGoBX?oBFqBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFxiBimBGoB0?mBFqB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeiAJvhFfnBxiBUmB+?sBToBFqB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFxhBXjB2rBS?tBFqBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhF0hBxiB2rBS?tBFqB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhF2mBfoB6oBF?qBxrBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFOmB8mBSoBF?qBxsB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeiAJvhFGjBRmBUoB3?mBFqBTsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8Je2FJvhFRhBSoB3mBU?oBFqBTsB
LTZOJIS,O,X,O,O,O,O,O,O,O,X,O,O,X
LTZOJSI,O,X,O,O,O,O,O,O,O,X,X,O,X
LTZOSIJ,O,X,O,O,O,X,O,O,X,O,X,O,X
LTZOSJI,O,X,O,O,O,O,O,O,X,X,X,O,X
LTOIJSZ,O,X,O,X,O,O,O,O,O,O,X,X,O
LTOIJZS,O,X,O,X,O,O,O,O,O,X,O,O,X
LTOISJZ,X,X,O,X,O,O,X,O,O,O,X,X,O
LTOISZJ,O,X,O,X,O,X,X,O,X,O,O,O,O
LTOIZJS,O,X,X,X,O,X,O,X,O,X,O,O,X
LTOIZSJ,O,X,X,X,O,X,X,X,X,X,O,O,X
LTOJISZ,O,X,O,O,O,O,O,O,O,X,X,X,O
LTOJIZS,O,X,O,O,O,O,O,O,O,X,X,O,X
LTOJSIZ,O,O,O,O,O,O,O,O,O,O,X,X,O
LTOJSZI,O,O,O,O,O,O,O,O,O,X,X,X,O
LTOJZIS,O,O,O,O,O,O,O,O,O,X,O,O,X
LTOJZSI,O,O,O,O,O,O,O,O,O,X,X,O,O
LTOSIJZ,O,O,O,X,O,O,X,O,O,O,X,X,O
LTOSIZJ,O,O,O,O,O,X,X,O,X,O,X,O,O
LTOSJIZ,O,O,O,O,O,O,O,O,O,O,X,X,O
LTOSJZI,O,O,O,O,O,O,O,O,O,X,X,X,O
LTOSZIJ,O,O,O,O,O,X,X,O,X,O,X,O,O
LTOSZJI,O,O,O,O,O,O,O,O,X,X,X,O,O
LTOZIJS,O,X,X,X,O,X,O,X,O,X,O,O,X
LTOZISJ,O,O,X,X,O,X,X,X,X,X,O,O,X
LTOZJIS,O,O,O,O,O,O,O,O,O,X,O,O,X
LTOZJSI,O,O,O,O,O,O,O,O,O,X,X,O,O
LTOZSIJ,O,O,O,O,O,X,O,O,X,O,X,O,O
LTOZSJI,O,O,O,O,O,O,O,O,X,X,X,O,O
LITJSZO,O,O,O,O,X,X,X,O,O,O,X,X,X
LITJSOZ,O,X,O,O,O,O,X,O,O,O,X,X,X
LITJZSO,O,X,O,O,O,X,X,O,O,X,O,X,X
LITJZOS,O,X,O,O,O,O,X,O,O,X,O,X,X
LITJOSZ,O,X,O,O,O,O,X,O,O,O,X,X,X
LITJOZS,O,X,O,O,O,O,X,O,O,X,O,X,X
LITSJZO,O,O,X,O,X,O,X,O,O,O,X,X,X
LITSJOZ,O,X,X,O,O,O,X,O,O,O,X,X,X
LITSZJO,O,O,X,O,O,X,X,O,X,O,O,X,X
LITSZOJ,O,O,X,O,O,X,X,O,X,O,O,X,X
LITSOJZ,O,X,X,X,O,O,X,O,O,O,X,X,X
LITSOZJ,O,X,X,O,O,X,X,O,X,O,O,X,X
LITZJSO,X,X,O,O,O,X,X,X,O,X,O,X,X
LITZJOS,X,X,O,O,O,X,X,X,O,X,O,X,X
LITZSJO,X,X,O,O,O,X,X,X,X,X,O,X,X
LITZSOJ,X,X,O,O,O,X,X,X,X,X,O,X,X
LITZOJS,X,X,X,X,O,X,X,X,O,X,O,X,X
LITZOSJ,X,X,X,X,O,X,X,X,X,X,O,X,X
LITOJSZ,O,X,O,X,O,O,X,O,O,O,X,X,X
LITOJZS,O,X,O,X,O,O,X,O,O,X,O,X,X
LITOSJZ,X,X,O,X,O,O,X,O,O,O,X,X,X
LITOSZJ,O,X,O,X,O,X,X,O,X,O,O,X,X
LITOZJS,O,X,X,X,O,X,X,X,O,X,O,X,X
LITOZSJ,O,X,X,X,O,X,X,X,X,X,O,X,X
LIJTSZO,O,X,X,O,X,X,X,O,O,O,X,X,X
LIJTSOZ,X,X,X,X,O,O,X,O,O,O,X,X,X
LIJTZSO,X,X,O,O,O,X,X,O,O,X,O,X,X
LIJTZOS,X,X,X,X,O,O,X,O,O,X,O,X,X
LIJTOSZ,X,X,O,X,O,O,X,O,O,O,X,X,X
LIJTOZS,O,X,X,X,O,O,X,O,O,X,O,X,X
LIJSTZO,O,X,X,O,X,X,X,O,O,O,X,X,X
LIJSTOZ,X,X,X,X,O,O,X,O,O,O,X,X,X
LIJSZTO,O,O,O,O,X,X,X,O,O,O,X,X,X
LIJSZOT,O,O,O,O,X,X,X,X,X,X,X,X,X
LIJSOTZ,O,X,O,X,X,X,X,O,X,O,X,X,X
LIJSOZT,O,X,O,O,X,X,X,X,X,X,X,X,X
LIJZTSO,X,X,O,O,O,X,X,O,O,X,O,X,X
LIJZTOS,X,X,X,X,O,O,X,O,O,X,O,X,X
LIJZSTO,O,X,O,O,O,X,X,O,O,X,O,X,X
LIJZSOT,O,X,O,O,X,X,X,X,X,X,X,X,X
LIJZOTS,O,X,X,X,O,X,X,X,O,X,O,X,X
LIJZOST,O,X,O,O,X,X,X,X,X,X,X,X,X
LIJOTSZ,X,X,O,X,O,O,X,O,O,X,X,X,X
LIJOTZS,O,X,X,X,O,O,X,O,O,X,X,X,X
LIJOSTZ,X,X,O,X,X,X,X,O,X,X,X,X,X
LIJOSZT,O,X,O,O,X,X,X,X,X,X,X,X,X
LIJOZTS,O,X,O,X,X,X,X,X,O,X,X,X,X
LIJOZST,O,X,O,O,X,X,X,X,X,X,X,X,X
LISTJZO,O,O,X,O,X,O,X,O,O,O,X,X,X
LISTJOZ,O,X,X,O,O,O,X,O,O,O,X,X,X
LISTZJO,O,O,X,O,O,X,X,O,X,O,O,X,X
LISTZOJ,O,O,X,O,O,X,X,O,X,O,O,X,X
LISTOJZ,O,X,X,X,O,O,X,O,O,O,X,X,X
LISTOZJ,O,X,X,O,O,X,X,O,X,O,O,X,X
LISJTZO,O,X,X,O,X,O,X,O,O,O,X,X,X
LISJTOZ,X,X,X,X,O,O,X,O,O,O,X,X,X
LISJZTO,O,O,X,O,X,O,X,O,O,O,X,X,X
LISJZOT,O,O,X,O,X,X,X,X,X,X,X,X,X
LISJOTZ,O,X,X,X,X,O,X,O,X,O,X,X,X
LISJOZT,O,X,X,O,X,X,X,X,X,X,X,X,X
LISZTJO,O,O,X,O,O,X,X,O,X,O,O,X,X
LISZTOJ,O,O,X,O,O,X,X,O,X,O,O,X,X
LISZJTO,O,O,X,O,O,X,X,O,X,O,O,X,X
LISZJOT,O,O,X,O,X,X,X,X,X,X,X,X,X
LISZOTJ,O,O,X,O,X,X,X,X,X,X,X,X,X
LISZOJT,O,O,X,O,X,X,X,X,X,X,X,X,X
LISOTJZ,O,X,X,X,X,X,X,O,X,O,X,X,X
LISOTZJ,O,X,X,X,X,X,X,O,X,O,X,X,X
LISOJTZ,O,X,X,X,X,X,X,O,X,O,X,X,X
LISOJZT,O,X,X,X,X,X,X,X,X,X,X,X,X
LISOZTJ,O,X,X,O,X,X,X,X,X,X,X,X,X
LISOZJT,O,X,X,O,X,X,X,X,X,X,X,X,X
LIZTJSO,X,X,O,O,O,X,X,X,O,X,O,X,X
LIZTJOS,X,X,O,O,O,X,X,X,O,X,O,X,X
LIZTSJO,X,X,O,O,O,X,X,X,X,X,O,X,X
LIZTSOJ,X,X,O,O,O,X,X,X,X,X,O,X,X
LIZTOJS,X,X,X,X,O,X,X,X,O,X,O,X,X
LIZTOSJ,X,X,X,X,O,X,X,X,X,X,O,X,X
LIZJTSO,X,X,O,O,O,X,X,X,O,X,O,X,X
LIZJTOS,X,X,X,X,O,X,X,X,O,X,O,X,X
LIZJSTO,X,X,O,O,O,X,X,X,O,X,O,X,X
LIZJSOT,X,X,O,O,X,X,X,X,X,X,X,X,X
LIZJOTS,X,X,X,X,O,X,X,X,O,X,O,X,X
LIZJOST,X,X,O,O,X,X,X,X,X,X,X,X,X
LIZSTJO,X,X,O,O,O,X,X,X,X,X,O,X,X
LIZSTOJ,X,X,O,O,O,X,X,X,X,X,O,X,X
LIZSJTO,X,X,O,O,O,X,X,X,X,X,O,X,X
LIZSJOT,X,X,O,O,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,X,O,O,X,X,X,X,X,X,X,X,X
LIZSOJT,X,X,O,O,X,X,X,X,X,X,X,X,X
LIZOTJS,X,X,X,X,O,X,X,X,X,X,O,X,X
LIZOTSJ,X,X,X,X,O,X,X,X,X,X,O,X,X
LIZOJTS,X,X,X,X,O,X,X,X,X,X,O,X,X
LIZOJST,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSJT,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,O,X,O,X,O,X,X,X,O,X,X,X,X
LIOTJZS,O,X,O,X,O,X,X,X,O,X,O,X,X
LIOTSJZ,X,X,O,X,O,X,X,X,O,X,X,X,X
LIOTSZJ,O,X,O,X,O,X,X,X,X,X,O,X,X
LIOTZJS,O,X,X,X,O,X,X,X,O,X,O,X,X
LIOTZSJ,O,X,X,X,O,X,X,X,X,X,O,X,X
LIOJTSZ,X,X,O,X,O,X,X,X,O,X,X,X,X
LIOJTZS,O,X,X,X,O,X,X,X,O,X,X,X,X
LIOJSTZ,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOJSZT,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOJZTS,O,X,O,X,X,X,X,X,O,X,X,X,X
LIOJZST,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOSTJZ,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOSJTZ,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOSJZT,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOSZJT,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOZTJS,O,X,X,X,O,X,X,X,X,X,O,X,X
LIOZTSJ,O,X,X,X,O,X,X,X,X,X,O,X,X
LIOZJTS,O,X,X,X,O,X,X,X,X,X,O,X,X
LIOZJST,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSJT,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTISZO,O,O,O,O,X,O,O,O,O,X,X,X,X
LJTISOZ,O,X,O,O,O,O,O,O,O,X,X,X,X
LJTIZSO,O,X,O,O,O,X,O,O,O,X,X,X,X
LJTIZOS,O,X,O,O,O,O,O,O,O,X,X,X,X
LJTIOSZ,O,X,O,O,O,O,O,O,O,X,X,X,X
LJTIOZS,O,X,O,O,O,O,O,O,O,X,X,X,X
LJTSIZO,O,O,O,O,X,O,O,O,O,O,X,X,X
LJTSIOZ,O,X,O,O,O,O,O,O,O,O,X,X,X
LJTSZIO,O,O,O,O,X,O,O,O,O,X,X,X,X
LJTSZOI,O,O,O,O,X,O,O,O,O,X,X,X,X
LJTSOIZ,O,X,O,O,O,O,O,O,O,O,X,X,X
LJTSOZI,O,O,O,O,O,O,O,O,O,X,X,X,X
LJTZISO,O,X,O,O,O,X,O,O,O,X,O,X,X
LJTZIOS,O,X,O,O,O,O,O,O,O,X,O,X,X
LJTZSIO,O,O,O,O,O,X,O,O,O,X,X,X,X
LJTZSOI,O,O,O,O,O,X,O,O,O,X,X,X,X
LJTZOIS,O,X,O,O,O,O,O,O,O,X,O,X,X
LJTZOSI,O,X,O,O,O,O,O,O,O,X,X,X,X
LJTOISZ,O,X,O,O,O,O,O,O,O,X,X,X,X
LJTOIZS,O,X,O,O,O,O,O,O,O,X,X,X,X
LJTOSIZ,O,X,O,O,O,O,O,O,O,O,X,X,X
LJTOSZI,O,O,O,O,O,O,O,O,O,X,X,X,X
LJTOZIS,O,X,O,O,O,O,O,O,O,X,O,X,X
LJTOZSI,O,X,O,O,O,O,O,O,O,X,X,X,X
LJITSZO,O,X,X,O,X,O,O,O,O,X,X,X,X
LJITSOZ,X,X,X,X,O,O,O,O,O,X,X,X,X
LJITZSO,X,X,O,O,O,X,X,O,O,X,X,X,X
LJITZOS,X,X,X,X,O,O,X,O,O,X,X,X,X
LJITOSZ,X,X,O,X,O,O,X,O,O,X,X,X,X
LJITOZS,O,X,X,X,O,O,X,O,O,X,X,X,X
LJISTZO,O,X,X,O,X,O,O,O,O,X,X,X,X
LJISTOZ,X,X,X,X,O,O,O,O,O,X,X,X,X
LJISZTO,O,O,O,O,X,O,O,O,O,X,X,X,X
LJISZOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LJISOTZ,O,X,O,X,X,O,X,O,X,X,X,X,X
LJISOZT,O,X,O,O,X,X,X,X,X,X,X,X,X
LJIZTSO,X,X,O,O,O,X,X,O,O,X,X,X,X
LJIZTOS,X,X,X,X,O,O,X,O,O,X,X,X,X
LJIZSTO,O,O,O,O,O,X,X,O,O,X,X,X,X
LJIZSOT,O,O,O,O,X,X,X,X,X,X,X,X,X
LJIZOTS,O,X,O,X,O,X,X,X,O,X,X,X,X
LJIZOST,O,X,O,O,X,X,X,X,X,X,X,X,X
LJIOTSZ,X,X,O,X,O,O,X,O,O,X,X,X,X
LJIOTZS,O,X,X,X,O,O,X,O,O,X,X,X,X
LJIOSTZ,X,X,O,X,X,X,X,O,X,X,X,X,X
LJIOSZT,O,X,O,O,X,X,X,X,X,X,X,X,X
LJIOZTS,O,X,O,X,X,X,X,X,O,X,X,X,X
LJIOZST,O,X,O,O,X,X,X,X,X,X,X,X,X
LJSTIZO,O,O,X,O,X,O,O,O,O,O,X,X,X
LJSTIOZ,O,X,X,O,O,O,O,O,O,O,X,X,X
LJSTZIO,O,O,X,O,X,O,O,O,O,X,X,X,X
LJSTZOI,O,O,X,O,X,O,O,O,O,X,X,X,X
LJSTOIZ,O,X,X,O,O,O,O,O,O,O,X,X,X
LJSTOZI,O,O,X,O,O,O,O,O,O,X,X,X,X
LJSITZO,O,X,X,O,X,O,O,O,O,O,X,X,X
LJSITOZ,X,X,X,X,O,O,O,O,O,O,X,X,X
LJSIZTO,O,O,O,O,X,O,O,O,O,O,X,X,X
LJSIZOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LJSIOTZ,O,X,O,X,X,O,X,O,X,O,X,X,X
LJSIOZT,O,X,O,O,X,X,X,X,X,X,X,X,X
LJSZTIO,O,O,O,O,X,O,O,O,O,X,X,X,X
LJSZTOI,O,O,X,O,X,O,O,O,O,X,X,X,X
LJSZITO,O,O,O,O,X,O,O,O,O,X,X,X,X
LJSZIOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LJSZOTI,O,O,X,O,X,X,O,X,X,X,X,X,X
LJSZOIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LJSOTIZ,O,X,O,X,X,O,O,O,X,X,X,X,X
LJSOTZI,O,X,O,X,X,O,O,O,X,X,X,X,X
LJSOITZ,O,X,O,X,X,O,O,O,X,X,X,X,X
LJSOIZT,O,X,O,O,X,X,O,X,X,X,X,X,X
LJSOZTI,O,O,O,O,X,X,O,X,X,X,X,X,X
LJSOZIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LJZTISO,X,X,O,O,O,X,X,O,O,X,O,X,X
LJZTIOS,X,X,O,O,O,O,X,O,O,X,O,X,X
LJZTSIO,X,X,O,O,O,X,O,O,O,X,X,X,X
LJZTSOI,X,X,O,O,O,X,O,O,O,X,X,X,X
LJZTOIS,X,X,O,O,O,O,X,O,O,X,O,X,X
LJZTOSI,X,X,O,O,O,O,O,O,O,X,X,X,X
LJZITSO,X,X,O,O,O,X,X,O,O,X,O,X,X
LJZITOS,X,X,X,X,O,O,X,O,O,X,O,X,X
LJZISTO,O,O,O,O,O,X,O,O,O,X,O,X,X
LJZISOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LJZIOTS,O,X,O,X,O,X,X,X,O,X,O,X,X
LJZIOST,O,X,O,O,X,X,O,X,X,X,X,X,X
LJZSTIO,O,O,O,O,O,X,O,O,O,X,X,X,X
LJZSTOI,X,O,O,O,O,X,O,O,O,X,X,X,X
LJZSITO,O,O,O,O,O,X,O,O,O,X,X,X,X
LJZSIOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LJZSOTI,O,O,O,O,X,X,O,X,X,X,X,X,X
LJZSOIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LJZOTIS,O,X,O,X,O,X,X,X,O,X,X,X,X
LJZOTSI,O,X,O,X,O,X,O,X,O,X,X,X,X
LJZOITS,O,X,O,X,O,X,X,X,O,X,X,X,X
LJZOIST,O,X,O,O,X,X,O,X,X,X,X,X,X
LJZOSTI,O,X,O,O,X,X,O,X,X,X,X,X,X
LJZOSIT,O,X,O,O,X,X,O,X,X,X,X,X,X
LJOTISZ,O,X,O,X,O,O,O,O,O,X,X,X,X
LJOTIZS,O,X,O,X,O,O,O,O,O,X,X,X,X
LJOTSIZ,O,X,O,X,O,O,O,O,O,X,X,X,X
LJOTSZI,O,X,O,X,O,O,O,O,O,X,X,X,X
LJOTZIS,O,X,O,X,O,O,O,O,O,X,X,X,X
LJOTZSI,O,X,O,X,O,O,O,O,O,X,X,X,X
LJOITSZ,X,X,O,X,O,O,O,O,O,X,X,X,X
LJOITZS,O,X,X,X,O,O,X,O,O,X,X,X,X
LJOISTZ,X,X,O,X,X,X,O,O,X,X,X,X,X
LJOISZT,O,X,O,O,X,X,O,X,X,X,X,X,X
LJOIZTS,O,X,O,X,X,X,X,X,O,X,X,X,X
LJOIZST,O,X,O,O,X,X,X,X,X,X,X,X,X
LJOSTIZ,O,X,O,X,X,X,O,O,X,X,X,X,X
LJOSTZI,O,O,O,X,X,X,O,O,X,X,X,X,X
LJOSITZ,O,X,O,X,X,X,O,O,X,X,X,X,X
LJOSIZT,O,O,O,O,X,X,O,X,X,X,X,X,X
LJOSZTI,O,O,O,O,X,X,O,X,X,X,X,X,X
LJOSZIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LJOZTIS,O,X,O,X,X,X,X,X,O,X,X,X,X
LJOZTSI,O,X,O,X,X,X,O,X,O,X,X,X,X
LJOZITS,O,X,O,X,X,X,X,X,O,X,X,X,X
LJOZIST,O,O,O,O,X,X,O,X,X,X,X,X,X
LJOZSTI,O,O,O,O,X,X,O,X,X,X,X,X,X
LJOZSIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LSTIJZO,O,O,X,O,X,O,X,O,O,O,X,X,X
LSTIJOZ,O,X,X,O,O,O,X,O,O,O,X,X,X
LSTIZJO,O,O,X,O,O,X,X,O,X,O,X,X,X
LSTIZOJ,O,O,X,O,O,X,X,O,X,O,X,X,X
LSTIOJZ,O,X,X,X,O,O,X,O,O,O,X,X,X
LSTIOZJ,O,X,X,O,O,X,X,O,X,O,X,X,X
LSTJIZO,O,O,O,O,X,O,X,O,O,O,X,X,X
LSTJIOZ,O,X,O,O,O,O,X,O,O,O,X,X,X
LSTJZIO,O,O,O,O,X,O,X,O,O,X,X,X,X
LSTJZOI,O,O,O,O,X,O,X,O,O,X,X,X,X
LSTJOIZ,O,X,O,O,O,O,X,O,O,O,X,X,X
LSTJOZI,O,O,O,O,O,O,X,O,O,X,X,X,X
LSTZIJO,O,O,O,O,O,X,X,O,X,O,X,X,X
LSTZIOJ,O,O,O,O,O,X,X,O,X,O,X,X,X
LSTZJIO,O,O,O,O,O,O,X,O,X,X,X,X,X
LSTZJOI,O,O,O,O,O,O,X,O,X,X,X,X,X
LSTZOIJ,O,O,O,O,O,X,X,O,X,O,X,X,X
LSTZOJI,O,O,O,O,O,O,X,O,X,X,X,X,X
LSTOIJZ,O,X,O,X,O,O,X,O,O,O,X,X,X
LSTOIZJ,O,X,O,O,O,X,X,O,X,O,X,X,X
LSTOJIZ,O,X,O,O,O,O,X,O,O,O,X,X,X
LSTOJZI,O,O,O,O,O,O,X,O,O,X,X,X,X
LSTOZIJ,O,O,O,O,O,X,X,O,X,O,X,X,X
LSTOZJI,O,O,O,O,O,O,X,O,X,X,X,X,X
LSITJZO,O,O,X,O,X,O,X,O,O,O,X,X,X
LSITJOZ,O,X,X,O,O,O,X,O,O,O,X,X,X
LSITZJO,O,O,X,O,O,X,X,O,X,O,X,X,X
LSITZOJ,O,O,X,O,O,X,X,O,X,O,X,X,X
LSITOJZ,O,X,X,X,O,O,X,O,O,O,X,X,X
LSITOZJ,O,X,X,O,O,X,X,O,X,O,X,X,X
LSIJTZO,O,X,X,O,X,O,X,O,O,O,X,X,X
LSIJTOZ,X,X,X,X,O,O,X,O,O,O,X,X,X
LSIJZTO,O,O,X,O,X,O,X,O,O,O,X,X,X
LSIJZOT,O,O,X,O,X,X,X,X,X,X,X,X,X
LSIJOTZ,O,X,X,X,X,O,X,O,X,O,X,X,X
LSIJOZT,O,X,X,O,X,X,X,X,X,X,X,X,X
LSIZTJO,O,O,X,O,O,X,X,O,X,O,X,X,X
LSIZTOJ,O,O,X,O,O,X,X,O,X,O,X,X,X
LSIZJTO,O,O,X,O,O,X,X,O,X,O,X,X,X
LSIZJOT,O,O,X,O,X,X,X,X,X,X,X,X,X
LSIZOTJ,O,O,X,O,X,X,X,X,X,X,X,X,X
LSIZOJT,O,O,X,O,X,X,X,X,X,X,X,X,X
LSIOTJZ,O,X,X,X,X,X,X,O,X,O,X,X,X
LSIOTZJ,O,X,X,X,X,X,X,O,X,O,X,X,X
LSIOJTZ,O,X,X,X,X,X,X,O,X,O,X,X,X
LSIOJZT,O,X,X,X,X,X,X,X,X,X,X,X,X
LSIOZTJ,O,X,X,O,X,X,X,X,X,X,X,X,X
LSIOZJT,O,X,X,O,X,X,X,X,X,X,X,X,X
LSJTIZO,O,O,X,O,X,O,X,O,O,O,X,X,X
LSJTIOZ,O,X,X,O,O,O,X,O,O,O,X,X,X
LSJTZIO,O,O,X,O,X,O,X,O,O,X,X,X,X
LSJTZOI,O,O,X,O,X,O,X,O,O,X,X,X,X
LSJTOIZ,O,X,X,O,O,O,X,O,O,O,X,X,X
LSJTOZI,O,O,X,O,O,O,X,O,O,X,X,X,X
LSJITZO,O,X,X,O,X,O,X,O,O,O,X,X,X
LSJITOZ,X,X,X,X,O,O,X,O,O,O,X,X,X
LSJIZTO,O,O,O,O,X,O,X,O,O,O,X,X,X
LSJIZOT,O,O,O,O,X,X,X,X,X,X,X,X,X
LSJIOTZ,O,X,O,X,X,O,X,O,X,O,X,X,X
LSJIOZT,O,X,O,O,X,X,X,X,X,X,X,X,X
LSJZTIO,O,O,O,O,X,O,X,O,O,X,X,X,X
LSJZTOI,O,O,X,O,X,O,X,O,O,X,X,X,X
LSJZITO,O,O,O,O,X,O,X,O,O,X,X,X,X
LSJZIOT,O,O,O,O,X,X,X,X,X,X,X,X,X
LSJZOTI,O,O,X,O,X,X,X,X,X,X,X,X,X
LSJZOIT,O,O,O,O,X,X,X,X,X,X,X,X,X
LSJOTIZ,O,X,O,X,X,O,X,O,X,X,X,X,X
LSJOTZI,O,X,O,X,X,O,X,O,X,X,X,X,X
LSJOITZ,O,X,O,X,X,O,X,O,X,X,X,X,X
LSJOIZT,O,X,O,O,X,X,X,X,X,X,X,X,X
LSJOZTI,O,O,O,O,X,X,X,X,X,X,X,X,X
LSJOZIT,O,O,O,O,X,X,X,X,X,X,X,X,X
LSZTIJO,O,O,O,O,O,X,X,O,X,O,X,X,X
LSZTIOJ,O,O,O,O,O,X,X,O,X,O,X,X,X
LSZTJIO,O,O,O,O,O,O,X,O,X,X,X,X,X
LSZTJOI,O,O,O,O,O,O,X,O,X,X,X,X,X
LSZTOIJ,O,O,O,O,O,X,X,O,X,O,X,X,X
LSZTOJI,O,O,O,O,O,O,X,O,X,X,X,X,X
LSZITJO,O,O,O,O,O,X,X,O,X,O,X,X,X
LSZITOJ,O,O,O,O,O,X,X,O,X,O,X,X,X
LSZIJTO,O,O,O,O,O,X,X,O,X,O,X,X,X
LSZIJOT,O,O,O,O,X,X,X,X,X,X,X,X,X
LSZIOTJ,O,O,O,O,X,X,X,X,X,X,X,X,X
LSZIOJT,O,O,O,O,X,X,X,X,X,X,X,X,X
LSZJTIO,O,O,O,O,O,O,X,O,X,X,X,X,X
LSZJTOI,O,O,O,O,O,O,X,O,X,X,X,X,X
LSZJITO,O,O,O,O,O,O,X,O,X,X,X,X,X
LSZJIOT,O,O,O,O,X,X,X,X,X,X,X,X,X
LSZJOTI,O,O,X,O,X,X,X,X,X,X,X,X,X
LSZJOIT,O,O,O,O,X,X,X,X,X,X,X,X,X
LSZOTIJ,O,O,O,O,X,X,X,X,X,X,X,X,X
LSZOTJI,O,O,O,O,X,X,X,X,X,X,X,X,X
LSZOITJ,O,O,O,O,X,X,X,X,X,X,X,X,X
LSZOIJT,O,O,O,O,X,X,X,X,X,X,X,X,X
LSZOJTI,O,O,X,O,X,X,X,X,X,X,X,X,X
LSZOJIT,O,O,O,O,X,X,X,X,X,X,X,X,X
LSOTIJZ,O,X,O,X,X,O,X,O,X,O,X,X,X
LSOTIZJ,O,X,O,O,X,X,X,O,X,O,X,X,X
LSOTJIZ,O,X,O,O,X,O,X,O,X,O,X,X,X
LSOTJZI,O,O,O,O,X,O,X,O,X,X,X,X,X
LSOTZIJ,O,O,O,O,X,X,X,O,X,O,X,X,X
LSOTZJI,O,O,O,O,X,O,X,O,X,X,X,X,X
LSOITJZ,O,X,O,X,X,X,X,O,X,O,X,X,X
LSOITZJ,O,X,O,X,X,X,X,O,X,O,X,X,X
LSOIJTZ,O,X,O,X,X,X,X,O,X,O,X,X,X
LSOIJZT,O,X,O,X,X,X,X,X,X,X,X,X,X
LSOIZTJ,O,X,O,O,X,X,X,X,X,X,X,X,X
LSOIZJT,O,X,O,O,X,X,X,X,X,X,X,X,X
LSOJTIZ,O,X,O,X,X,O,X,O,X,X,X,X,X
LSOJTZI,O,X,O,X,X,O,X,O,X,X,X,X,X
LSOJITZ,O,X,O,X,X,O,X,O,X,X,X,X,X
LSOJIZT,O,X,O,O,X,X,X,X,X,X,X,X,X
LSOJZTI,O,O,O,O,X,X,X,X,X,X,X,X,X
LSOJZIT,O,O,O,O,X,X,X,X,X,X,X,X,X
LSOZTIJ,O,O,O,O,X,X,X,X,X,X,X,X,X
LSOZTJI,O,O,O,O,X,X,X,X,X,X,X,X,X
LSOZITJ,O,O,O,O,X,X,X,X,X,X,X,X,X
LSOZIJT,O,O,O,O,X,X,X,X,X,X,X,X,X
LSOZJTI,O,O,O,O,X,X,X,X,X,X,X,X,X
LSOZJIT,O,O,O,O,X,X,X,X,X,X,X,X,X
LZTIJSO,X,X,O,O,O,X,X,X,O,X,O,O,X
LZTIJOS,X,X,O,O,O,X,X,X,O,X,O,O,X
