sequence,v115@vhGZEJXhB8mBzkB+tBSvB2wB,v115@vhG5DJ2kBaoB3lBTpB0rBWyB,v115@vhGSDJZkBupB3lBToB0rBWyB,v115@vhG+/I5jBaoB/qBUmBTpBWyB,v115@vhG/CJTjBxkBipBUrB2xBGtB,v115@vhG/CJOoBxkB+tBipBUrBTsB,v115@vhGT5IOoBKpBUmB/sB+tBRwB,v115@vhGT5I5oBOpB8pBCmBXnB2wB,v115@vhGT5I5oBOpB8pBfrB6rBOsB,v115@vhGaGJ8mB5oB/pBznBWwB2xB,v115@vhG3/I6oBRnBTpB2vBmrBUtB
LSTIJZO,O,X,X,X,O,X,O,X,X,O,X
LSTIJOZ,O,X,X,X,O,X,O,X,X,O,X
LSTIZJO,O,X,X,X,X,X,O,O,O,O,X
LSTIZOJ,O,X,X,O,X,X,X,O,O,X,X
LSTIOJZ,O,X,X,O,O,X,X,X,X,X,X
LSTIOZJ,O,X,X,O,X,X,X,O,O,X,X
LSTJIZO,O,X,X,X,O,X,O,X,X,O,X
LSTJIOZ,O,X,X,X,O,X,O,X,X,O,X
LSTJZIO,O,X,X,X,O,X,X,X,X,O,X
LSTJZOI,O,X,X,X,O,X,X,X,X,O,X
LSTJOIZ,O,X,X,X,O,X,O,X,X,O,X
LSTJOZI,O,X,X,X,O,X,X,X,X,O,X
LSTZIJO,O,X,X,X,X,X,X,O,O,O,X
LSTZIOJ,O,X,X,O,X,X,X,O,O,X,X
LSTZJIO,O,X,X,X,X,X,X,O,O,O,X
LSTZJOI,O,X,X,X,X,X,X,X,X,O,X
LSTZOIJ,O,X,X,O,X,X,X,X,X,X,X
LSTZOJI,O,X,X,O,X,X,X,X,X,X,X
LSTOIJZ,O,X,X,O,O,X,X,X,X,X,X
LSTOIZJ,O,X,X,O,X,X,X,X,X,X,X
LSTOJIZ,O,X,X,O,O,X,X,X,X,X,X
LSTOJZI,O,X,X,O,O,X,X,X,X,X,X
LSTOZIJ,O,X,X,O,X,X,X,X,X,X,X
LSTOZJI,O,X,X,O,X,X,X,X,X,X,X
LSITJZO,O,X,X,X,O,X,O,X,X,O,X
LSITJOZ,O,X,X,X,O,X,O,X,X,O,X
LSITZJO,O,X,X,X,X,X,O,O,O,O,X
LSITZOJ,O,X,X,O,X,X,X,O,O,X,X
LSITOJZ,O,X,X,O,O,X,X,X,X,X,X
LSITOZJ,O,X,X,O,X,X,X,O,O,X,X
LSIJTZO,O,X,X,X,O,X,O,X,X,O,X
LSIJTOZ,O,X,X,X,O,X,O,X,X,O,X
LSIJZTO,O,X,X,X,O,X,O,O,O,O,X
LSIJZOT,O,X,X,O,O,O,O,O,O,O,X
LSIJOTZ,O,X,X,O,O,O,O,X,X,O,X
LSIJOZT,O,X,X,O,O,O,O,O,O,O,X
LSIZTJO,O,X,X,X,X,X,O,O,O,O,X
LSIZTOJ,O,O,X,O,X,X,X,O,O,X,X
LSIZJTO,O,X,X,X,O,X,O,O,O,O,X
LSIZJOT,O,O,X,O,O,O,O,O,O,O,X
LSIZOTJ,O,O,X,O,X,O,X,O,O,X,X
LSIZOJT,O,O,X,O,O,O,O,O,O,O,X
LSIOTJZ,O,X,X,O,O,O,X,X,X,X,X
LSIOTZJ,O,X,X,O,X,O,X,O,O,X,X
LSIOJTZ,O,X,X,O,O,O,O,X,X,O,X
LSIOJZT,O,O,X,O,O,O,O,O,O,O,X
LSIOZTJ,O,O,X,O,X,O,X,O,O,X,X
LSIOZJT,O,O,X,O,O,O,O,O,O,O,X
LSJTIZO,O,X,X,X,O,X,O,X,X,O,X
LSJTIOZ,O,X,X,X,O,X,O,X,X,O,X
LSJTZIO,O,X,X,X,O,X,X,X,X,O,X
LSJTZOI,O,X,X,X,O,X,X,X,X,O,X
LSJTOIZ,O,X,X,X,O,X,O,X,X,O,X
LSJTOZI,O,X,X,X,O,X,X,X,X,O,X
LSJITZO,O,X,X,X,O,X,O,X,X,O,X
LSJITOZ,O,X,X,X,O,X,O,X,X,O,X
LSJIZTO,O,X,X,X,O,X,O,O,O,O,X
LSJIZOT,O,X,X,O,O,O,O,O,O,O,X
LSJIOTZ,O,X,X,O,O,O,O,X,X,O,X
LSJIOZT,O,X,X,O,O,O,O,O,O,O,X
LSJZTIO,O,X,X,X,O,X,X,O,O,O,X
LSJZTOI,O,X,X,X,O,X,X,X,X,O,X
LSJZITO,O,X,X,X,O,X,O,O,O,O,X
LSJZIOT,O,X,X,O,O,O,O,O,O,O,X
LSJZOTI,O,X,X,O,O,O,X,X,X,O,X
LSJZOIT,O,X,X,O,O,O,O,O,O,O,X
LSJOTIZ,O,X,X,O,O,O,O,X,X,O,X
LSJOTZI,O,X,X,O,O,O,X,X,X,O,X
LSJOITZ,O,X,X,O,O,O,O,X,X,O,X
LSJOIZT,O,X,X,O,O,O,O,X,X,O,X
LSJOZTI,O,X,X,O,O,O,X,X,X,O,X
LSJOZIT,O,X,X,O,O,O,O,X,X,O,X
LSZTIJO,O,X,X,X,X,X,X,O,O,O,X
LSZTIOJ,O,O,X,O,X,X,X,O,O,X,X
LSZTJIO,O,X,X,X,X,X,X,O,O,O,X
LSZTJOI,O,X,X,X,X,X,X,X,X,O,X
LSZTOIJ,O,O,X,O,X,X,X,X,X,X,X
LSZTOJI,O,O,X,O,X,X,X,X,X,X,X
LSZITJO,O,X,X,X,X,X,O,O,O,O,X
LSZITOJ,O,O,X,O,X,X,X,O,O,X,X
LSZIJTO,O,X,X,X,O,X,O,O,O,O,X
LSZIJOT,O,O,X,O,O,O,O,O,O,O,X
LSZIOTJ,O,O,X,O,X,O,X,O,O,X,X
LSZIOJT,O,O,X,O,O,O,O,O,O,O,X
LSZJTIO,O,X,X,X,O,X,X,O,O,O,X
LSZJTOI,O,X,X,X,O,X,X,X,X,O,X
LSZJITO,O,X,X,X,O,X,O,O,O,O,X
LSZJIOT,O,O,X,O,O,O,O,O,O,O,X
LSZJOTI,O,O,X,O,O,O,X,X,X,O,X
LSZJOIT,O,O,X,O,O,O,O,O,O,O,X
LSZOTIJ,O,O,X,O,X,O,X,X,X,X,X
LSZOTJI,O,O,X,O,X,O,X,X,X,X,X
LSZOITJ,O,O,X,O,X,O,X,O,O,X,X
LSZOIJT,O,O,X,O,O,O,X,O,O,O,X
LSZOJTI,O,O,X,O,O,O,X,X,X,O,X
LSZOJIT,O,O,X,O,O,O,X,O,O,O,X
LSOTIJZ,O,X,X,O,O,O,X,X,X,X,X
LSOTIZJ,O,X,X,O,X,O,X,X,X,X,X
LSOTJIZ,O,X,X,O,O,O,X,X,X,X,X
LSOTJZI,O,X,X,O,O,O,X,X,X,X,X
LSOTZIJ,O,X,X,O,X,O,X,X,X,X,X
LSOTZJI,O,X,X,O,X,O,X,X,X,X,X
LSOITJZ,O,X,X,O,O,O,X,X,X,X,X
LSOITZJ,O,X,X,O,X,O,X,O,O,X,X
LSOIJTZ,O,X,X,O,O,O,O,X,X,O,X
LSOIJZT,O,O,X,O,O,O,O,O,O,O,X
LSOIZTJ,O,O,X,O,X,O,X,O,O,X,X
LSOIZJT,O,O,X,O,O,O,O,O,O,O,X
LSOJTIZ,O,X,X,O,O,O,O,X,X,O,X
LSOJTZI,O,X,X,O,O,O,X,X,X,O,X
LSOJITZ,O,X,X,O,O,O,O,X,X,O,X
LSOJIZT,O,O,X,O,O,O,O,X,X,O,X
LSOJZTI,O,O,X,O,O,O,X,X,X,O,X
LSOJZIT,O,O,X,O,O,O,O,X,X,O,X
LSOZTIJ,O,O,X,O,X,O,X,X,X,X,X
LSOZTJI,O,O,X,O,X,O,X,X,X,X,X
LSOZITJ,O,O,X,O,X,O,X,O,O,X,X
LSOZIJT,O,O,X,O,O,O,X,O,O,O,X
LSOZJTI,O,O,X,O,O,O,X,X,X,O,X
LSOZJIT,O,O,X,O,O,O,X,O,O,O,X
LZTIJSO,O,X,X,X,O,X,X,O,X,O,X
LZTIJOS,O,X,X,X,O,O,X,O,X,O,O
LZTISJO,O,X,X,X,X,X,X,O,X,O,X
LZTISOJ,O,O,X,X,X,X,X,O,X,X,X
LZTIOJS,O,O,X,X,O,O,X,O,X,X,O
LZTIOSJ,O,O,X,X,X,O,X,O,X,X,O
LZTJISO,O,X,X,X,O,X,X,O,X,O,X
LZTJIOS,O,X,X,X,O,O,X,O,X,O,O
LZTJSIO,O,X,X,X,O,X,X,O,X,O,X
LZTJSOI,O,X,X,X,O,X,X,X,X,O,X
LZTJOIS,O,X,X,X,O,O,X,X,X,O,O
LZTJOSI,O,X,X,X,O,O,X,X,X,O,O
LZTSIJO,O,X,X,X,X,X,X,O,X,O,X
LZTSIOJ,O,O,X,X,X,X,X,O,X,X,X
LZTSJIO,O,X,X,X,X,X,X,O,X,O,X
LZTSJOI,O,X,X,X,X,X,X,X,X,O,X
LZTSOIJ,O,O,X,X,X,X,X,X,X,X,X
LZTSOJI,O,O,X,X,X,X,X,X,X,X,X
LZTOIJS,O,O,X,X,O,O,X,X,X,X,O
LZTOISJ,O,O,X,X,X,O,X,X,X,X,O
LZTOJIS,O,O,X,X,O,O,X,X,X,X,O
LZTOJSI,O,O,X,X,O,O,X,X,X,X,O
LZTOSIJ,O,O,X,X,X,O,X,X,X,X,O
LZTOSJI,O,O,X,X,X,O,X,X,X,X,O
LZITJSO,O,X,X,X,O,X,O,O,X,O,X
LZITJOS,O,X,X,X,O,O,O,O,X,O,O
LZITSJO,O,X,X,X,X,X,O,O,X,O,X
LZITSOJ,O,O,X,X,X,X,X,O,X,X,X
LZITOJS,O,O,X,X,O,O,X,O,X,X,O
LZITOSJ,O,O,X,X,X,O,X,O,X,X,O
LZIJTSO,O,X,X,X,O,X,O,O,X,O,X
LZIJTOS,O,X,X,X,O,O,O,O,X,O,O
LZIJSTO,O,X,X,X,O,X,O,O,O,O,X
LZIJSOT,O,O,O,X,O,O,O,O,O,O,O
LZIJOTS,O,O,O,X,O,O,O,O,X,O,O
LZIJOST,O,O,O,X,O,O,O,O,O,O,O
LZISTJO,O,X,X,X,X,X,O,O,O,O,X
LZISTOJ,O,O,X,O,X,X,X,O,O,X,X
LZISJTO,O,X,X,X,O,X,O,O,O,O,X
LZISJOT,O,O,O,O,O,O,O,O,O,O,O
LZISOTJ,O,O,O,O,X,O,X,O,O,X,O
LZISOJT,O,O,O,O,O,O,O,O,O,O,O
LZIOTJS,O,O,O,X,O,O,X,O,X,X,O
LZIOTSJ,O,O,O,X,X,O,X,O,X,X,O
LZIOJTS,O,O,O,X,O,O,O,O,X,O,O
LZIOJST,O,O,O,O,O,O,O,O,O,O,O
LZIOSTJ,O,O,O,O,X,O,X,O,O,X,O
LZIOSJT,O,O,O,O,O,O,O,O,O,O,O
LZJTISO,O,X,X,X,O,X,X,O,X,O,X
LZJTIOS,O,X,X,X,O,O,X,O,X,O,O
LZJTSIO,O,X,X,X,O,X,X,O,X,O,X
LZJTSOI,O,X,X,X,O,X,X,X,X,O,X
LZJTOIS,O,X,X,X,O,O,X,X,X,O,O
LZJTOSI,O,X,X,X,O,O,X,X,X,O,O
LZJITSO,O,X,X,X,O,X,O,O,X,O,X
LZJITOS,O,X,X,X,O,O,O,O,X,O,O
LZJISTO,O,X,X,X,O,X,O,O,O,O,X
LZJISOT,O,O,O,X,O,O,O,O,O,O,O
LZJIOTS,O,O,O,X,O,O,O,O,X,O,O
LZJIOST,O,O,O,X,O,O,O,O,O,O,O
LZJSTIO,O,X,X,X,O,X,X,O,O,O,X
LZJSTOI,O,X,X,X,O,X,X,X,X,O,X
LZJSITO,O,X,X,X,O,X,O,O,O,O,X
LZJSIOT,O,O,O,X,O,O,O,O,O,O,O
LZJSOTI,O,O,O,X,O,O,X,X,X,O,O
LZJSOIT,O,O,O,X,O,O,O,O,O,O,O
LZJOTIS,O,O,O,X,O,O,X,X,X,O,O
LZJOTSI,O,O,O,X,O,O,X,X,X,O,O
LZJOITS,O,O,O,X,O,O,O,O,X,O,O
LZJOIST,O,O,O,X,O,O,O,O,X,O,O
LZJOSTI,O,O,O,X,O,O,X,X,X,O,O
LZJOSIT,O,O,O,X,O,O,O,O,X,O,O
LZSTIJO,O,X,X,X,X,X,X,O,O,O,X
LZSTIOJ,O,O,X,O,X,X,X,O,O,X,X
LZSTJIO,O,X,X,X,X,X,X,O,O,O,X
LZSTJOI,O,X,X,X,X,X,X,X,X,O,X
LZSTOIJ,O,O,X,O,X,X,X,X,X,X,X
LZSTOJI,O,O,X,O,X,X,X,X,X,X,X
LZSITJO,O,X,X,X,X,X,O,O,O,O,X
LZSITOJ,O,O,X,O,X,X,X,O,O,X,X
LZSIJTO,O,X,X,X,O,X,O,O,O,O,X
LZSIJOT,O,O,O,O,O,O,O,O,O,O,O
LZSIOTJ,O,O,O,O,X,O,X,O,O,X,O
LZSIOJT,O,O,O,O,O,O,O,O,O,O,O
LZSJTIO,O,X,X,X,O,X,X,O,O,O,X
LZSJTOI,O,X,X,X,O,X,X,X,X,O,X
LZSJITO,O,X,X,X,O,X,O,O,O,O,X
LZSJIOT,O,O,O,O,O,O,O,O,O,O,O
LZSJOTI,O,O,O,O,O,O,X,X,X,O,O
LZSJOIT,O,O,O,O,O,O,O,O,O,O,O
LZSOTIJ,O,O,O,O,X,O,X,X,X,X,O
LZSOTJI,O,O,O,O,X,O,X,X,X,X,O
LZSOITJ,O,O,O,O,X,O,X,O,O,X,O
LZSOIJT,O,O,O,O,O,O,X,O,O,O,O
LZSOJTI,O,O,O,O,O,O,X,X,X,O,O
LZSOJIT,O,O,O,O,O,O,X,O,O,O,O
LZOTIJS,O,O,O,X,O,O,X,X,X,X,O
LZOTISJ,O,O,O,X,X,O,X,X,X,X,O
LZOTJIS,O,O,O,X,O,O,X,X,X,X,O
LZOTJSI,O,O,O,X,O,O,X,X,X,X,O
LZOTSIJ,O,O,O,X,X,O,X,X,X,X,O
LZOTSJI,O,O,O,X,X,O,X,X,X,X,O
LZOITJS,O,O,O,X,O,O,X,O,X,X,O
LZOITSJ,O,O,O,X,X,O,X,O,X,X,O
LZOIJTS,O,O,O,X,O,O,X,O,X,O,O
LZOIJST,O,O,O,O,O,O,X,O,X,O,O
LZOISTJ,O,O,O,O,X,O,X,O,X,X,O
LZOISJT,O,O,O,O,O,O,X,O,X,O,O
LZOJTIS,O,O,O,X,O,O,X,X,X,O,O
LZOJTSI,O,O,O,X,O,O,X,X,X,O,O
LZOJITS,O,O,O,X,O,O,X,O,X,O,O
LZOJIST,O,O,O,O,O,O,X,O,X,O,O
LZOJSTI,O,O,O,O,O,O,X,X,X,O,O
LZOJSIT,O,O,O,O,O,O,X,O,X,O,O
LZOSTIJ,O,O,O,O,X,O,X,X,X,X,O
LZOSTJI,O,O,O,O,X,O,X,X,X,X,O
LZOSITJ,O,O,O,O,X,O,X,O,X,X,O
LZOSIJT,O,O,O,O,O,O,X,O,X,O,O
LZOSJTI,O,O,O,O,O,O,X,X,X,O,O
LZOSJIT,O,O,O,O,O,O,X,O,X,O,O
LOTIJSZ,O,X,X,O,O,O,X,X,X,X,X
LOTIJZS,O,O,O,X,O,O,X,X,X,X,X
LOTISJZ,O,X,X,O,O,O,X,X,X,X,X
LOTISZJ,O,X,X,O,X,O,X,X,X,X,X
LOTIZJS,O,O,O,X,O,O,X,X,X,X,X
LOTIZSJ,O,O,O,X,X,O,X,X,X,X,X
LOTJISZ,O,X,X,O,O,O,X,X,X,X,X
LOTJIZS,O,O,O,X,O,O,X,X,X,X,X
LOTJSIZ,O,X,X,O,O,O,X,X,X,X,X
LOTJSZI,O,X,X,O,O,O,X,X,X,X,X
LOTJZIS,O,O,O,X,O,O,X,X,X,X,X
LOTJZSI,O,O,O,X,O,O,X,X,X,X,X
LOTSIJZ,O,X,X,O,O,O,X,X,X,X,X
LOTSIZJ,O,X,X,O,X,O,X,X,X,X,X
LOTSJIZ,O,X,X,O,O,O,X,X,X,X,X
LOTSJZI,O,X,X,O,O,O,X,X,X,X,X
LOTSZIJ,O,X,X,O,X,O,X,X,X,X,X
LOTSZJI,O,X,X,O,X,O,X,X,X,X,X
LOTZIJS,O,O,O,X,O,O,X,X,X,X,X
LOTZISJ,O,O,O,X,X,O,X,X,X,X,X
LOTZJIS,O,O,O,X,O,O,X,X,X,X,X
LOTZJSI,O,O,O,X,O,O,X,X,X,X,X
LOTZSIJ,O,O,O,X,X,O,X,X,X,X,X
LOTZSJI,O,O,O,X,X,O,X,X,X,X,X
LOITJSZ,O,X,X,O,O,O,X,X,X,X,X
LOITJZS,O,O,O,X,O,O,X,X,X,X,X
LOITSJZ,O,X,X,O,O,O,X,X,X,X,X
LOITSZJ,O,X,X,O,X,O,X,O,O,X,X
LOITZJS,O,O,O,X,O,O,X,O,X,X,X
LOITZSJ,O,O,O,X,X,O,X,O,X,X,X
LOIJTSZ,O,X,X,O,O,O,O,X,X,O,X
LOIJTZS,O,O,O,X,O,O,O,X,X,O,X
LOIJSTZ,O,X,X,O,O,O,O,X,X,O,X
LOIJSZT,O,O,O,O,O,O,O,O,O,O,X
LOIJZTS,O,O,O,X,O,O,O,O,X,O,X
LOIJZST,O,O,O,O,O,O,O,O,X,O,X
LOISTJZ,O,X,X,O,O,O,X,X,X,X,X
LOISTZJ,O,X,X,O,X,O,X,O,O,X,X
LOISJTZ,O,X,X,O,O,O,O,X,X,O,X
LOISJZT,O,O,O,O,O,O,O,O,O,O,X
LOISZTJ,O,O,O,O,X,O,X,O,O,X,X
LOISZJT,O,O,O,O,O,O,O,O,O,O,X
LOIZTJS,O,O,O,X,O,O,X,O,X,X,X
LOIZTSJ,O,O,O,X,X,O,X,O,X,X,X
LOIZJTS,O,O,O,X,O,O,O,O,X,O,X
LOIZJST,O,O,O,O,O,O,O,O,X,O,X
LOIZSTJ,O,O,O,O,X,O,X,O,O,X,X
LOIZSJT,O,O,O,O,O,O,O,O,O,O,X
LOJTISZ,O,X,X,O,O,O,O,X,X,O,X
LOJTIZS,O,O,O,X,O,O,O,X,X,O,X
LOJTSIZ,O,X,X,O,O,O,O,X,X,O,X
LOJTSZI,O,X,X,O,O,O,X,X,X,O,X
LOJTZIS,O,O,O,X,O,O,X,X,X,O,X
LOJTZSI,O,O,O,X,O,O,X,X,X,O,X
LOJITSZ,O,X,X,O,O,O,O,X,X,O,X
LOJITZS,O,O,O,X,O,O,O,X,X,O,X
LOJISTZ,O,X,X,O,O,O,O,X,X,O,X
LOJISZT,O,O,O,O,O,O,O,X,X,O,X
LOJIZTS,O,O,O,X,O,O,O,X,X,O,X
LOJIZST,O,O,O,O,O,O,O,X,X,O,X
LOJSTIZ,O,X,X,O,O,O,O,X,X,O,X
LOJSTZI,O,X,X,O,O,O,X,X,X,O,X
LOJSITZ,O,X,X,O,O,O,O,X,X,O,X
LOJSIZT,O,O,O,O,O,O,O,X,X,O,X
LOJSZTI,O,O,O,O,O,O,X,X,X,O,O
LOJSZIT,O,O,O,O,O,O,O,X,X,O,O
LOJZTIS,O,O,O,X,O,O,X,X,X,O,O
LOJZTSI,O,O,O,X,O,O,X,X,X,O,O
LOJZITS,O,O,O,X,O,O,O,X,X,O,O
LOJZIST,O,O,O,O,O,O,O,X,X,O,O
LOJZSTI,O,O,O,O,O,O,X,X,X,O,O
LOJZSIT,O,O,O,O,O,O,O,X,X,O,O
LOSTIJZ,O,X,X,O,O,O,X,X,X,X,X
LOSTIZJ,O,X,X,O,X,O,X,X,X,X,X
LOSTJIZ,O,X,X,O,O,O,X,X,X,X,X
LOSTJZI,O,X,X,O,O,O,X,X,X,X,X
LOSTZIJ,O,X,X,O,X,O,X,X,X,X,X
LOSTZJI,O,X,X,O,X,O,X,X,X,X,X
LOSITJZ,O,X,X,O,O,O,X,X,X,X,X
LOSITZJ,O,X,X,O,X,O,X,O,O,X,X
LOSIJTZ,O,X,X,O,O,O,O,X,X,O,X
LOSIJZT,O,O,O,O,O,O,O,O,O,O,X
LOSIZTJ,O,O,O,O,X,O,X,O,O,X,X
LOSIZJT,O,O,O,O,O,O,O,O,O,O,X
LOSJTIZ,O,X,X,O,O,O,O,X,X,O,X
LOSJTZI,O,X,X,O,O,O,X,X,X,O,X
LOSJITZ,O,X,X,O,O,O,O,X,X,O,X
LOSJIZT,O,O,O,O,O,O,O,X,X,O,X
LOSJZTI,O,O,O,O,O,O,X,X,X,O,O
LOSJZIT,O,O,O,O,O,O,O,X,X,O,O
LOSZTIJ,O,O,O,O,X,O,X,X,X,X,O
LOSZTJI,O,O,O,O,X,O,X,X,X,X,O
LOSZITJ,O,O,O,O,X,O,X,O,O,X,O
LOSZIJT,O,O,O,O,O,O,X,O,O,O,O
LOSZJTI,O,O,O,O,O,O,X,X,X,O,O
LOSZJIT,O,O,O,O,O,O,X,O,O,O,O
LOZTIJS,O,O,O,X,O,O,X,X,X,X,O
LOZTISJ,O,O,O,X,X,O,X,X,X,X,O
LOZTJIS,O,O,O,X,O,O,X,X,X,X,O
LOZTJSI,O,O,O,X,O,O,X,X,X,X,O
LOZTSIJ,O,O,O,X,X,O,X,X,X,X,O
LOZTSJI,O,O,O,X,X,O,X,X,X,X,O
LOZITJS,O,O,O,X,O,O,X,O,X,X,O
LOZITSJ,O,O,O,X,X,O,X,O,X,X,O
LOZIJTS,O,O,O,X,O,O,X,O,X,O,O
LOZIJST,O,O,O,O,O,O,X,O,X,O,O
LOZISTJ,O,O,O,O,X,O,X,O,X,X,O
LOZISJT,O,O,O,O,O,O,X,O,X,O,O
LOZJTIS,O,O,O,X,O,O,X,X,X,O,O
LOZJTSI,O,O,O,X,O,O,X,X,X,O,O
LOZJITS,O,O,O,X,O,O,X,O,X,O,O
LOZJIST,O,O,O,O,O,O,X,O,X,O,O
LOZJSTI,O,O,O,O,O,O,X,X,X,O,O
LOZJSIT,O,O,O,O,O,O,X,O,X,O,O
LOZSTIJ,O,O,O,O,X,O,X,X,X,X,O
LOZSTJI,O,O,O,O,X,O,X,X,X,X,O
LOZSITJ,O,O,O,O,X,O,X,O,X,X,O
LOZSIJT,O,O,O,O,O,O,X,O,X,O,O
LOZSJTI,O,O,O,O,O,O,X,X,X,O,O
LOZSJIT,O,O,O,O,O,O,X,O,X,O,O
JTILSZO,O,X,X,X,X,X,O,X,X,O,X
JTILSOZ,O,X,X,X,X,X,O,X,X,O,X
JTILZSO,O,X,X,X,X,X,O,X,X,O,X
JTILZOS,O,X,X,X,X,X,O,X,X,O,X
JTILOSZ,O,X,X,X,X,X,O,X,X,O,X
JTILOZS,O,X,X,X,X,X,O,X,X,O,X
JTISLZO,O,X,X,X,X,X,O,X,X,O,X
JTISLOZ,O,X,X,X,X,X,O,X,X,O,X
JTISZLO,O,X,X,X,X,X,O,O,X,O,X
JTISZOL,X,X,X,X,X,X,O,O,X,O,X
JTISOLZ,X,X,X,X,X,X,O,X,X,O,X
JTISOZL,X,X,X,X,X,X,O,O,X,O,X
JTIZLSO,O,X,X,X,X,X,O,O,X,O,X
JTIZLOS,O,X,X,X,X,X,O,O,X,O,X
JTIZSLO,O,X,X,X,X,X,O,O,O,O,X
JTIZSOL,X,X,O,X,X,X,O,O,O,O,X
JTIZOLS,X,X,O,X,X,X,O,O,X,O,X
JTIZOSL,X,X,O,X,X,X,O,O,O,O,X
JTIOLSZ,X,X,X,X,X,X,O,X,X,O,X
JTIOLZS,X,X,O,X,X,X,O,X,X,O,X
JTIOSLZ,X,X,X,X,X,X,O,X,X,O,X
JTIOSZL,X,X,X,X,X,X,O,O,X,O,X
JTIOZLS,X,X,O,X,X,X,O,O,X,O,X
JTIOZSL,X,X,O,X,X,X,O,O,O,O,X
JTLISZO,O,X,X,X,O,X,O,X,X,O,X
JTLISOZ,O,X,X,X,O,X,O,X,X,O,X
JTLIZSO,O,X,X,X,O,X,O,X,X,O,X
JTLIZOS,O,X,X,X,O,O,O,X,X,O,X
JTLIOSZ,O,X,X,X,O,O,O,X,X,O,X
JTLIOZS,O,X,X,X,O,O,O,X,X,O,X
JTLSIZO,O,X,X,X,O,X,O,X,X,O,X
JTLSIOZ,O,X,X,X,O,X,O,X,X,O,X
JTLSZIO,O,X,X,X,O,X,X,X,X,O,X
JTLSZOI,O,X,X,X,O,X,X,X,X,O,X
JTLSOIZ,O,X,X,X,O,X,O,X,X,O,X
JTLSOZI,O,X,X,X,O,X,X,X,X,O,X
JTLZISO,O,X,X,X,O,X,X,X,X,O,X
JTLZIOS,O,X,X,X,O,O,X,X,X,O,X
JTLZSIO,O,X,X,X,O,X,X,X,X,O,X
JTLZSOI,O,X,X,X,O,X,X,X,X,O,X
JTLZOIS,O,X,X,X,O,O,X,X,X,O,X
JTLZOSI,O,X,X,X,O,O,X,X,X,O,X
JTLOISZ,O,X,X,X,O,O,O,X,X,O,X
JTLOIZS,O,X,X,X,O,O,O,X,X,O,X
JTLOSIZ,O,X,X,X,O,O,O,X,X,O,X
JTLOSZI,O,X,X,X,O,O,X,X,X,O,X
JTLOZIS,O,X,X,X,O,O,X,X,X,O,X
JTLOZSI,O,X,X,X,O,O,X,X,X,O,X
JTSILZO,O,X,X,X,X,X,O,X,X,O,X
JTSILOZ,O,X,X,X,X,X,O,X,X,O,X
JTSIZLO,O,X,X,X,X,X,O,O,X,O,X
JTSIZOL,X,X,X,X,X,X,O,O,X,O,X
JTSIOLZ,X,X,X,X,X,X,O,X,X,O,X
JTSIOZL,X,X,X,X,X,X,O,O,X,O,X
JTSLIZO,O,X,X,X,O,X,O,X,X,O,X
JTSLIOZ,O,X,X,X,O,X,O,X,X,O,X
JTSLZIO,O,X,X,X,O,X,X,X,X,O,X
JTSLZOI,O,X,X,X,O,X,X,X,X,O,X
JTSLOIZ,O,X,X,X,O,X,O,X,X,O,X
JTSLOZI,O,X,X,X,O,X,X,X,X,O,X
JTSZILO,O,X,X,X,X,X,X,O,X,O,X
JTSZIOL,X,X,X,X,X,X,X,O,X,O,X
JTSZLIO,O,X,X,X,O,X,X,O,X,O,X
JTSZLOI,O,X,X,X,O,X,X,X,X,O,X
JTSZOIL,X,X,X,X,X,X,X,X,X,O,X
JTSZOLI,X,X,X,X,O,X,X,X,X,O,X
JTSOILZ,X,X,X,X,X,X,O,X,X,O,X
JTSOIZL,X,X,X,X,X,X,O,X,X,O,X
JTSOLIZ,X,X,X,X,O,X,O,X,X,O,X
JTSOLZI,X,X,X,X,O,X,X,X,X,O,X
JTSOZIL,X,X,X,X,X,X,X,X,X,O,X
JTSOZLI,X,X,X,X,O,X,X,X,X,O,X
JTZILSO,O,X,X,X,X,X,X,O,X,O,X
JTZILOS,O,X,X,X,X,X,X,O,X,O,O
JTZISLO,O,X,X,X,X,X,X,O,O,O,X
JTZISOL,X,X,O,X,X,X,X,O,O,O,X
JTZIOLS,X,X,O,X,X,X,X,O,X,O,O
JTZIOSL,X,X,O,X,X,X,X,O,O,O,O
JTZLISO,O,X,X,X,O,X,X,O,X,O,X
JTZLIOS,O,X,X,X,O,O,X,O,X,O,O
JTZLSIO,O,X,X,X,O,X,X,O,X,O,X
JTZLSOI,O,X,X,X,O,X,X,X,X,O,X
JTZLOIS,O,X,X,X,O,O,X,X,X,O,O
JTZLOSI,O,X,X,X,O,O,X,X,X,O,O
JTZSILO,O,X,X,X,X,X,X,O,O,O,X
JTZSIOL,X,X,O,X,X,X,X,O,O,O,X
JTZSLIO,O,X,X,X,O,X,X,O,O,O,X
JTZSLOI,O,X,X,X,O,X,X,X,X,O,X
JTZSOIL,X,X,O,X,X,X,X,X,X,O,X
JTZSOLI,X,X,O,X,O,X,X,X,X,O,X
JTZOILS,X,X,O,X,X,X,X,X,X,O,O
JTZOISL,X,X,O,X,X,X,X,X,X,O,O
JTZOLIS,X,X,O,X,O,O,X,X,X,O,O
JTZOLSI,X,X,O,X,O,O,X,X,X,O,O
JTZOSIL,X,X,O,X,X,X,X,X,X,O,O
