sequence,v115@MhB8HeB8BeB8CeF8Jel/IvhFRhBunBcoB/pBKqBzqB,v115@MhB8HeB8BeB8CeF8JeT/IvhF2lBRhBCjBXoB0pBlqB,v115@MhB8HeB8BeB8CeF8Jei/IvhFRhBGjB1pB8qBznBXqB,v115@MhB8HeB8BeB8CeF8Jel/IvhFRhBqnBTjB2pB8qBXqB,v115@MhB8HeB8BeB8CeF8JeRBJvhFqnBTjB/pBFlB8qBmpB,v115@MhB8HeB8BeB8CeF8JeRBJvhFCjB2pBzlBXoBUqBlpB,v115@MhB8HeB8BeB8CeF8JeKEJvhFRhBWoBFlB8qBXoBzpB
LSIZTJO,O,O,X,X,O,X,O
LSIZTOJ,O,O,X,X,O,X,X
LSIZJTO,O,O,X,O,O,X,O
LSIZJOT,O,X,X,O,O,X,X
LSIZOTJ,O,O,X,X,O,X,X
LSIZOJT,O,X,X,O,O,O,X
LSIOTJZ,O,O,X,X,X,O,X
LSIOTZJ,O,O,X,X,O,X,X
LSIOJTZ,O,X,X,O,X,O,X
LSIOJZT,O,X,X,X,O,O,X
LSIOZTJ,O,O,X,X,O,X,X
LSIOZJT,O,X,X,O,O,O,X
LSJTIZO,O,O,X,X,X,X,X
LSJTIOZ,X,O,X,O,X,X,X
LSJTZIO,O,O,X,O,X,X,X
LSJTZOI,O,O,X,O,X,X,X
LSJTOIZ,O,O,X,O,X,O,X
LSJTOZI,O,O,X,O,X,O,X
LSJITZO,O,O,X,X,X,X,X
LSJITOZ,X,O,X,O,X,X,X
LSJIZTO,O,O,X,X,O,X,O
LSJIZOT,O,X,X,X,O,X,X
LSJIOTZ,X,X,X,O,X,O,X
LSJIOZT,X,X,X,X,O,O,X
LSJZTIO,O,O,X,O,O,X,O
LSJZTOI,O,O,X,O,O,X,O
LSJZITO,O,O,X,O,O,X,O
LSJZIOT,O,X,X,O,O,X,X
LSJZOTI,O,O,X,O,O,O,X
LSJZOIT,O,X,X,O,O,O,X
LSJOTIZ,O,X,X,O,X,O,X
LSJOTZI,O,X,X,O,X,O,X
LSJOITZ,O,X,X,O,X,O,X
LSJOIZT,O,X,X,X,O,O,X
LSJOZTI,O,X,X,O,O,O,X
LSJOZIT,O,X,X,O,O,O,X
LSZTIJO,O,O,X,X,O,X,O
LSZTIOJ,O,O,X,X,O,X,X
LSZTJIO,O,O,X,X,O,X,O
LSZTJOI,O,O,X,X,O,X,O
LSZTOIJ,O,O,X,X,O,X,X
LSZTOJI,O,O,X,X,O,X,X
LSZITJO,O,O,X,X,O,X,O
LSZITOJ,O,O,X,X,O,X,X
LSZIJTO,O,O,X,O,O,X,O
LSZIJOT,O,X,X,O,O,X,X
LSZIOTJ,O,O,X,X,O,X,X
LSZIOJT,O,X,X,O,O,O,X
LSZJTIO,O,O,X,O,O,X,O
LSZJTOI,O,O,X,O,O,X,O
LSZJITO,O,O,X,O,O,X,O
LSZJIOT,O,X,X,O,O,X,X
LSZJOTI,O,O,X,O,O,O,X
LSZJOIT,O,X,X,O,O,O,X
LSZOTIJ,O,O,X,X,O,X,X
LSZOTJI,O,O,X,X,O,X,X
LSZOITJ,O,O,X,X,O,X,X
LSZOIJT,O,X,X,O,O,O,X
LSZOJTI,O,O,X,O,O,O,X
LSZOJIT,O,X,X,O,O,O,X
LSOTIJZ,O,O,X,X,X,O,X
LSOTIZJ,O,O,X,X,O,X,X
LSOTJIZ,O,O,X,X,X,O,X
LSOTJZI,O,O,X,X,X,O,X
LSOTZIJ,O,O,X,X,O,X,X
LSOTZJI,O,O,X,X,O,X,X
LSOITJZ,O,O,X,X,X,O,X
LSOITZJ,O,O,X,X,O,X,X
LSOIJTZ,O,X,X,O,X,O,X
LSOIJZT,O,X,X,X,O,O,X
LSOIZTJ,O,O,X,X,O,X,X
LSOIZJT,O,X,X,O,O,O,X
LSOJTIZ,O,X,X,O,X,O,X
LSOJTZI,O,X,X,O,X,O,X
LSOJITZ,O,X,X,O,X,O,X
LSOJIZT,O,X,X,X,O,O,X
LSOJZTI,O,X,X,O,O,O,X
LSOJZIT,O,X,X,O,O,O,X
LSOZTIJ,O,O,X,X,O,X,X
LSOZTJI,O,O,X,X,O,X,X
LSOZITJ,O,O,X,X,O,X,X
LSOZIJT,O,X,X,O,O,O,X
LSOZJTI,O,O,X,O,O,O,X
LSOZJIT,O,X,X,O,O,O,X
LZTIJSO,O,O,O,O,X,X,O
LZTIJOS,X,O,O,O,X,X,O
LZTISJO,O,O,O,X,O,X,O
LZTISOJ,O,O,O,X,O,X,X
LZTIOJS,X,O,O,O,X,X,O
LZTIOSJ,X,O,O,X,O,X,X
LZTJISO,O,O,O,O,X,X,O
LZTJIOS,X,O,O,O,X,X,O
LZTJSIO,O,O,O,O,X,X,O
LZTJSOI,O,O,X,O,X,X,O
LZTJOIS,O,O,O,O,X,X,O
LZTJOSI,O,O,O,O,X,X,O
LZTSIJO,O,O,O,X,O,X,O
LZTSIOJ,O,O,O,X,O,X,X
LZTSJIO,O,O,O,X,O,X,O
LZTSJOI,O,O,X,X,O,X,O
LZTSOIJ,O,O,O,X,O,X,X
LZTSOJI,O,O,O,X,O,X,X
LZTOIJS,O,O,O,O,X,X,O
LZTOISJ,O,O,O,X,O,X,X
LZTOJIS,O,O,O,O,X,X,O
LZTOJSI,O,O,O,O,X,X,O
LZTOSIJ,O,O,O,X,O,X,X
LZTOSJI,O,O,O,X,O,X,X
LZITJSO,O,O,O,O,X,X,O
LZITJOS,X,O,O,O,X,X,O
LZITSJO,O,O,O,X,O,X,O
LZITSOJ,O,O,O,X,O,X,X
LZITOJS,X,O,O,O,X,X,O
LZITOSJ,X,O,O,X,O,X,X
LZIJTSO,O,X,O,O,X,X,O
LZIJTOS,X,X,O,O,X,X,O
LZIJSTO,O,X,X,O,O,X,O
LZIJSOT,O,X,X,O,O,X,X
LZIJOTS,O,X,X,O,X,X,O
LZIJOST,O,X,X,O,O,X,X
LZISTJO,O,O,X,X,O,X,O
LZISTOJ,O,O,X,X,O,X,X
LZISJTO,O,O,X,O,O,X,O
LZISJOT,O,X,X,O,O,X,X
LZISOTJ,O,O,X,X,O,X,X
LZISOJT,O,X,X,O,O,X,X
LZIOTJS,O,X,O,O,X,X,O
LZIOTSJ,O,X,O,X,O,X,X
LZIOJTS,O,X,O,O,X,X,O
LZIOJST,O,X,X,O,O,X,X
LZIOSTJ,O,X,X,X,O,X,X
LZIOSJT,O,X,X,O,O,X,X
LZJTISO,O,X,O,O,X,X,O
LZJTIOS,X,X,O,O,X,X,O
LZJTSIO,O,X,O,O,X,X,O
LZJTSOI,O,X,X,O,X,X,O
LZJTOIS,O,X,O,O,X,X,O
LZJTOSI,O,X,X,O,X,X,O
LZJITSO,O,X,O,O,X,X,O
LZJITOS,X,X,O,O,X,X,O
LZJISTO,O,X,X,O,O,X,O
LZJISOT,O,X,X,O,O,X,X
LZJIOTS,O,X,X,O,X,X,O
LZJIOST,O,X,X,O,O,X,X
LZJSTIO,O,X,X,O,O,X,O
LZJSTOI,O,X,X,O,O,X,O
LZJSITO,O,X,X,O,O,X,O
LZJSIOT,O,X,X,O,O,X,X
LZJSOTI,O,X,X,O,O,X,X
LZJSOIT,O,X,X,O,O,X,X
LZJOTIS,O,X,X,O,X,X,O
LZJOTSI,O,X,X,O,X,X,O
LZJOITS,O,X,X,O,X,X,O
LZJOIST,O,X,X,O,O,X,X
LZJOSTI,O,X,X,O,O,X,X
LZJOSIT,O,X,X,O,O,X,X
LZSTIJO,O,O,X,X,O,X,O
LZSTIOJ,O,O,X,X,O,X,X
LZSTJIO,O,O,X,X,O,X,O
LZSTJOI,O,O,X,X,O,X,O
LZSTOIJ,O,O,X,X,O,X,X
LZSTOJI,O,O,X,X,O,X,X
LZSITJO,O,O,X,X,O,X,O
LZSITOJ,O,O,X,X,O,X,X
LZSIJTO,O,O,X,O,O,X,O
LZSIJOT,O,X,X,O,O,X,X
LZSIOTJ,O,O,X,X,O,X,X
LZSIOJT,O,X,X,O,O,X,X
LZSJTIO,O,O,X,O,O,X,O
LZSJTOI,O,O,X,O,O,X,O
LZSJITO,O,O,X,O,O,X,O
LZSJIOT,O,X,X,O,O,X,X
LZSJOTI,O,O,X,O,O,X,X
LZSJOIT,O,X,X,O,O,X,X
LZSOTIJ,O,O,X,X,O,X,X
LZSOTJI,O,O,X,X,O,X,X
LZSOITJ,O,O,X,X,O,X,X
LZSOIJT,O,X,X,O,O,X,X
LZSOJTI,O,O,X,O,O,X,X
LZSOJIT,O,X,X,O,O,X,X
LZOTIJS,O,O,O,O,X,X,O
LZOTISJ,O,O,O,X,O,X,X
LZOTJIS,O,O,O,O,X,X,O
LZOTJSI,O,O,O,O,X,X,O
LZOTSIJ,O,O,O,X,O,X,X
LZOTSJI,O,O,O,X,O,X,X
LZOITJS,O,X,O,O,X,X,O
LZOITSJ,O,X,O,X,O,X,X
LZOIJTS,O,X,O,O,X,X,O
LZOIJST,O,X,X,O,O,X,X
LZOISTJ,O,X,X,X,O,X,X
LZOISJT,O,X,X,O,O,X,X
LZOJTIS,O,X,O,O,X,X,O
LZOJTSI,O,X,O,O,X,X,O
LZOJITS,O,X,O,O,X,X,O
LZOJIST,O,X,X,O,O,X,X
LZOJSTI,O,X,X,O,O,X,X
LZOJSIT,O,X,X,O,O,X,X
LZOSTIJ,O,O,X,X,O,X,X
LZOSTJI,O,O,X,X,O,X,X
LZOSITJ,O,O,X,X,O,X,X
LZOSIJT,O,X,X,O,O,X,X
LZOSJTI,O,O,X,O,O,X,X
LZOSJIT,O,X,X,O,O,X,X
LOTIJSZ,X,X,O,O,X,X,X
LOTIJZS,X,X,O,O,X,X,X
LOTISJZ,O,X,O,X,X,X,X
LOTISZJ,O,X,X,X,O,X,X
LOTIZJS,O,X,O,O,X,X,X
LOTIZSJ,O,X,O,X,O,X,X
LOTJISZ,X,X,O,O,X,X,X
LOTJIZS,X,X,O,O,X,X,X
LOTJSIZ,X,X,O,O,X,X,X
LOTJSZI,X,X,O,O,X,X,X
LOTJZIS,X,X,O,O,X,X,X
LOTJZSI,X,X,O,O,X,X,X
LOTSIJZ,O,X,O,X,X,X,X
LOTSIZJ,O,X,X,X,O,X,X
LOTSJIZ,O,X,O,X,X,X,X
LOTSJZI,O,X,O,X,X,X,X
LOTSZIJ,O,X,O,X,O,X,X
LOTSZJI,O,X,O,X,O,X,X
LOTZIJS,O,X,O,O,X,X,X
LOTZISJ,O,X,O,X,O,X,X
LOTZJIS,O,X,O,O,X,X,X
LOTZJSI,O,X,O,O,X,X,X
LOTZSIJ,O,X,O,X,O,X,X
LOTZSJI,O,X,O,X,O,X,X
LOITJSZ,X,X,O,O,X,X,X
LOITJZS,X,X,O,O,X,X,X
LOITSJZ,O,X,O,X,X,X,X
LOITSZJ,O,X,X,X,O,X,X
LOITZJS,O,X,O,O,X,X,X
LOITZSJ,O,X,X,X,O,X,X
LOIJTSZ,X,X,O,O,X,X,X
LOIJTZS,X,X,O,O,X,X,X
LOIJSTZ,O,X,X,O,X,O,X
LOIJSZT,O,X,X,X,O,O,X
LOIJZTS,O,X,O,O,X,X,O
LOIJZST,O,X,X,O,O,X,X
LOISTJZ,O,X,X,X,X,O,X
LOISTZJ,O,X,X,X,O,X,X
LOISJTZ,O,X,X,O,X,O,X
LOISJZT,O,X,X,X,O,O,X
LOISZTJ,O,X,X,X,O,X,X
LOISZJT,O,X,X,O,O,O,X
LOIZTJS,O,X,O,O,X,X,O
LOIZTSJ,O,X,O,X,O,X,X
LOIZJTS,O,X,O,O,X,X,O
LOIZJST,O,X,X,O,O,X,X
LOIZSTJ,O,X,X,X,O,X,X
LOIZSJT,O,X,X,O,O,X,X
LOJTISZ,X,X,O,O,X,X,X
LOJTIZS,X,X,O,O,X,X,X
LOJTSIZ,X,X,O,O,X,X,X
LOJTSZI,X,X,O,O,X,X,X
LOJTZIS,X,X,O,O,X,X,X
LOJTZSI,X,X,O,O,X,X,X
LOJITSZ,X,X,O,O,X,X,X
LOJITZS,X,X,O,O,X,X,X
LOJISTZ,O,X,X,O,X,O,X
LOJISZT,O,X,X,X,O,O,X
LOJIZTS,O,X,O,O,X,X,O
LOJIZST,O,X,X,O,O,X,X
LOJSTIZ,O,X,X,O,X,O,X
LOJSTZI,O,X,X,O,X,O,X
LOJSITZ,O,X,X,O,X,O,X
LOJSIZT,O,X,X,X,O,O,X
LOJSZTI,O,X,X,O,O,O,X
LOJSZIT,O,X,X,O,O,O,X
LOJZTIS,O,X,O,O,X,X,O
LOJZTSI,O,X,O,O,X,X,O
LOJZITS,O,X,O,O,X,X,O
LOJZIST,O,X,X,O,O,X,X
LOJZSTI,O,X,X,O,O,X,X
LOJZSIT,O,X,X,O,O,X,X
LOSTIJZ,O,X,X,X,X,O,X
LOSTIZJ,O,X,X,X,O,X,X
LOSTJIZ,O,X,X,X,X,O,X
LOSTJZI,O,X,X,X,X,O,X
LOSTZIJ,O,X,X,X,O,X,X
LOSTZJI,O,X,X,X,O,X,X
LOSITJZ,O,X,X,X,X,O,X
LOSITZJ,O,X,X,X,O,X,X
LOSIJTZ,O,X,X,O,X,O,X
LOSIJZT,O,X,X,X,O,O,X
LOSIZTJ,O,X,X,X,O,X,X
LOSIZJT,O,X,X,O,O,O,X
LOSJTIZ,O,X,X,O,X,O,X
LOSJTZI,O,X,X,O,X,O,X
LOSJITZ,O,X,X,O,X,O,X
LOSJIZT,O,X,X,X,O,O,X
LOSJZTI,O,X,X,O,O,O,X
LOSJZIT,O,X,X,O,O,O,X
LOSZTIJ,O,X,X,X,O,X,X
LOSZTJI,O,X,X,X,O,X,X
LOSZITJ,O,X,X,X,O,X,X
LOSZIJT,O,X,X,O,O,O,X
LOSZJTI,O,X,X,O,O,O,X
LOSZJIT,O,X,X,O,O,O,X
LOZTIJS,O,X,O,O,X,X,O
LOZTISJ,O,X,O,X,O,X,X
LOZTJIS,O,X,O,O,X,X,O
LOZTJSI,O,X,O,O,X,X,O
LOZTSIJ,O,X,O,X,O,X,X
LOZTSJI,O,X,O,X,O,X,X
LOZITJS,O,X,O,O,X,X,O
LOZITSJ,O,X,O,X,O,X,X
LOZIJTS,O,X,O,O,X,X,O
LOZIJST,O,X,X,O,O,X,X
LOZISTJ,O,X,X,X,O,X,X
LOZISJT,O,X,X,O,O,X,X
LOZJTIS,O,X,O,O,X,X,O
LOZJTSI,O,X,O,O,X,X,O
LOZJITS,O,X,O,O,X,X,O
LOZJIST,O,X,X,O,O,X,X
LOZJSTI,O,X,X,O,O,X,X
LOZJSIT,O,X,X,O,O,X,X
LOZSTIJ,O,X,X,X,O,X,X
LOZSTJI,O,X,X,X,O,X,X
LOZSITJ,O,X,X,X,O,X,X
LOZSIJT,O,X,X,O,O,X,X
LOZSJTI,O,X,X,O,O,X,X
LOZSJIT,O,X,X,O,O,X,X
JTILSZO,X,O,O,X,X,X,X
JTILSOZ,X,O,O,O,X,X,X
JTILZSO,X,O,O,O,X,X,O
JTILZOS,X,O,O,O,X,X,O
JTILOSZ,X,X,O,O,X,X,X
JTILOZS,X,X,O,O,X,X,X
JTISLZO,X,O,O,X,X,X,X
JTISLOZ,X,O,O,O,X,X,X
JTISZLO,X,O,X,X,X,X,X
JTISZOL,X,O,X,X,X,X,X
JTISOLZ,X,O,X,X,X,X,X
JTISOZL,X,O,X,X,X,X,X
JTIZLSO,X,O,O,O,X,X,O
JTIZLOS,X,O,O,O,X,X,O
JTIZSLO,X,O,O,O,X,X,X
JTIZSOL,X,O,X,X,X,X,X
JTIZOLS,X,O,O,O,X,X,X
JTIZOSL,X,O,X,X,X,X,X
JTIOLSZ,X,X,O,O,X,X,X
JTIOLZS,X,X,O,O,X,X,X
JTIOSLZ,X,O,O,X,X,X,X
JTIOSZL,X,O,X,X,X,X,X
JTIOZLS,X,O,O,O,X,X,X
JTIOZSL,X,O,X,X,X,X,X
JTLISZO,X,O,O,X,X,X,X
JTLISOZ,X,O,O,O,X,X,X
JTLIZSO,X,O,O,O,X,X,O
JTLIZOS,X,O,O,O,X,X,O
JTLIOSZ,X,X,O,O,X,X,X
JTLIOZS,X,X,O,O,X,X,X
JTLSIZO,X,O,O,X,X,X,X
JTLSIOZ,X,O,O,O,X,X,X
JTLSZIO,X,O,O,O,X,X,X
JTLSZOI,X,O,X,O,X,X,X
JTLSOIZ,X,O,X,O,X,X,X
JTLSOZI,X,O,X,O,X,X,X
JTLZISO,X,O,O,O,X,X,O
JTLZIOS,X,O,O,O,X,X,O
JTLZSIO,X,O,O,O,X,X,O
JTLZSOI,X,O,X,O,X,X,O
JTLZOIS,X,O,O,O,X,X,O
JTLZOSI,X,O,O,O,X,X,O
JTLOISZ,X,X,O,O,X,X,X
JTLOIZS,X,X,O,O,X,X,X
JTLOSIZ,X,X,O,O,X,X,X
JTLOSZI,X,X,O,O,X,X,X
JTLOZIS,X,X,O,O,X,X,X
JTLOZSI,X,X,O,O,X,X,X
JTSILZO,X,O,O,X,X,X,X
JTSILOZ,X,O,O,O,X,X,X
JTSIZLO,X,O,X,X,X,X,X
JTSIZOL,X,O,X,X,X,X,X
JTSIOLZ,X,O,X,X,X,X,X
JTSIOZL,X,O,X,X,X,X,X
JTSLIZO,X,O,O,X,X,X,X
JTSLIOZ,X,O,O,O,X,X,X
JTSLZIO,X,O,O,O,X,X,X
JTSLZOI,X,O,X,O,X,X,X
JTSLOIZ,X,O,X,O,X,O,X
JTSLOZI,X,O,X,O,X,O,X
JTSZILO,X,O,O,O,X,X,X
JTSZIOL,X,O,X,X,X,X,X
JTSZLIO,X,O,O,O,X,X,X
JTSZLOI,X,O,X,O,X,X,X
JTSZOIL,X,O,X,X,X,X,X
JTSZOLI,X,O,X,O,X,X,X
JTSOILZ,X,O,X,X,X,O,X
JTSOIZL,X,O,X,X,X,O,X
JTSOLIZ,X,O,X,O,X,O,X
JTSOLZI,X,O,X,O,X,O,X
JTSOZIL,X,O,X,X,X,O,X
JTSOZLI,X,O,X,O,X,O,X
JTZILSO,X,O,O,O,X,X,O
JTZILOS,X,O,O,O,X,X,O
JTZISLO,X,O,O,O,X,X,X
JTZISOL,X,O,X,X,X,X,X
JTZIOLS,X,O,O,O,X,X,X
JTZIOSL,X,O,O,X,X,X,X
JTZLISO,X,O,O,O,X,X,O
JTZLIOS,X,O,O,O,X,X,O
JTZLSIO,X,O,O,O,X,X,O
JTZLSOI,X,O,X,O,X,X,O
JTZLOIS,X,O,O,O,X,X,O
JTZLOSI,X,O,O,O,X,X,O
JTZSILO,X,O,O,O,X,X,X
JTZSIOL,X,O,X,X,X,X,X
JTZSLIO,X,O,O,O,X,X,X
JTZSLOI,X,O,X,O,X,X,X
JTZSOIL,X,O,X,X,X,X,X
JTZSOLI,X,O,X,O,X,X,X
JTZOILS,X,O,O,O,X,X,X
JTZOISL,X,O,O,X,X,X,X
JTZOLIS,X,O,O,O,X,X,X
JTZOLSI,X,O,O,O,X,X,X
JTZOSIL,X,O,O,X,X,X,X
JTZOSLI,X,O,O,O,X,X,X
JTOILSZ,X,X,O,O,X,X,X
JTOILZS,X,X,O,O,X,X,X
JTOISLZ,X,O,O,X,X,O,X
JTOISZL,X,O,X,X,X,O,X
JTOIZLS,X,O,O,O,X,X,X
JTOIZSL,X,O,O,X,X,X,X
JTOLISZ,X,X,O,O,X,X,X
JTOLIZS,X,X,O,O,X,X,X
JTOLSIZ,X,X,O,O,X,X,X
JTOLSZI,X,X,O,O,X,X,X
JTOLZIS,X,X,O,O,X,X,X
JTOLZSI,X,X,O,O,X,X,X
JTOSILZ,X,O,O,X,X,O,X
JTOSIZL,X,O,X,X,X,O,X
JTOSLIZ,X,O,O,O,X,O,X
JTOSLZI,X,O,O,O,X,O,X
JTOSZIL,X,O,O,X,X,O,X
JTOSZLI,X,O,O,O,X,O,X
JTOZILS,X,O,O,O,X,X,X
JTOZISL,X,O,O,X,X,X,X
JTOZLIS,X,O,O,O,X,X,X
JTOZLSI,X,O,O,O,X,X,X
JTOZSIL,X,O,O,X,X,X,X
JTOZSLI,X,O,O,O,X,X,X
JITLSZO,X,O,O,X,X,X,X
JITLSOZ,X,O,O,O,X,X,X
JITLZSO,X,O,O,O,X,X,O
JITLZOS,X,O,O,O,X,X,O
JITLOSZ,X,X,O,O,X,X,X
JITLOZS,X,X,O,O,X,X,X
JITSLZO,X,O,O,X,X,X,X
JITSLOZ,X,O,O,O,X,X,X
JITSZLO,X,O,X,X,X,X,X
JITSZOL,X,O,X,X,X,X,X
JITSOLZ,X,O,X,X,X,X,X
JITSOZL,X,O,X,X,X,X,X
JITZLSO,X,O,O,O,X,X,O
JITZLOS,X,O,O,O,X,X,O
JITZSLO,X,O,O,O,X,X,X
JITZSOL,X,O,X,X,X,X,X
JITZOLS,X,O,O,O,X,X,X
JITZOSL,X,O,X,X,X,X,X
JITOLSZ,X,X,O,O,X,X,X
JITOLZS,X,X,O,O,X,X,X
JITOSLZ,X,O,O,X,X,X,X
JITOSZL,X,O,X,X,X,X,X
JITOZLS,X,O,O,O,X,X,X
JITOZSL,X,O,X,X,X,X,X
JILTSZO,X,X,O,X,X,X,X
JILTSOZ,X,X,O,O,X,X,X
JILTZSO,X,X,O,O,X,X,O
JILTZOS,X,X,O,O,X,X,O
JILTOSZ,X,X,O,O,X,X,X
JILTOZS,X,X,O,O,X,X,X
JILSTZO,O,X,X,X,X,X,X
JILSTOZ,X,X,X,O,X,X,X
JILSZTO,O,X,X,X,O,X,O
JILSZOT,O,X,X,X,O,X,X
JILSOTZ,X,X,X,O,X,X,X
JILSOZT,X,X,X,X,O,X,X
JILZTSO,O,X,O,O,X,X,O
JILZTOS,X,X,O,O,X,X,O
JILZSTO,O,X,X,O,O,X,O
JILZSOT,O,X,X,O,O,X,X
JILZOTS,X,X,X,O,X,X,O
JILZOST,O,X,X,O,O,X,X
JILOTSZ,X,X,X,O,X,X,X
JILOTZS,X,X,X,O,X,X,X
JILOSTZ,X,X,X,O,X,X,X
JILOSZT,X,X,X,X,O,X,X
JILOZTS,X,X,X,O,X,X,O
JILOZST,X,X,X,O,O,X,X
JISTLZO,X,O,O,X,X,X,X
JISTLOZ,X,O,O,O,X,X,X
JISTZLO,O,O,X,X,X,X,X
JISTZOL,O,O,X,X,X,X,X
JISTOLZ,X,O,X,X,X,X,X
JISTOZL,X,O,X,X,X,X,X
JISLTZO,O,O,X,X,X,X,X
JISLTOZ,X,O,X,O,X,X,X
JISLZTO,O,O,X,X,O,X,O
JISLZOT,O,X,X,X,O,X,X
JISLOTZ,X,X,X,O,X,O,X
JISLOZT,X,X,X,X,O,O,X
JISZTLO,O,O,O,X,O,X,X
JISZTOL,O,O,X,X,X,X,X
JISZLTO,O,O,X,X,O,X,O
JISZLOT,O,X,X,X,O,X,X
JISZOTL,O,X,X,X,X,X,X
JISZOLT,O,X,X,X,X,X,X
JISOTLZ,X,X,X,X,X,O,X
JISOTZL,X,X,X,X,X,O,X
JISOLTZ,X,X,X,X,X,O,X
JISOLZT,X,X,X,X,X,O,X
JISOZTL,X,X,X,X,X,O,X
JISOZLT,X,X,X,X,X,O,X
JIZTLSO,O,O,O,O,X,X,O
JIZTLOS,X,O,O,O,X,X,O
JIZTSLO,O,O,O,O,X,X,X
JIZTSOL,O,O,X,X,X,X,X
JIZTOLS,O,O,O,O,X,X,X
JIZTOSL,O,O,O,X,X,X,X
JIZLTSO,O,X,O,O,X,X,O
JIZLTOS,X,X,O,O,X,X,O
JIZLSTO,O,X,X,O,O,X,O
JIZLSOT,O,X,X,O,O,X,X
JIZLOTS,O,X,X,O,X,X,O
JIZLOST,O,X,X,O,O,X,X
JIZSTLO,O,O,O,O,O,X,X
JIZSTOL,O,O,X,X,X,X,X
JIZSLTO,O,O,X,O,O,X,O
JIZSLOT,O,X,X,O,O,X,X
JIZSOTL,O,X,X,X,X,X,X
JIZSOLT,O,X,X,X,X,X,X
JIZOTLS,O,X,O,O,X,X,X
JIZOTSL,O,X,O,X,X,X,X
JIZOLTS,O,X,O,O,X,X,O
JIZOLST,O,X,X,O,X,X,X
JIZOSTL,O,X,O,X,X,X,X
JIZOSLT,O,X,X,X,X,X,X
JIOTLSZ,X,X,O,O,X,X,X
JIOTLZS,X,X,O,O,X,X,X
JIOTSLZ,X,X,O,X,X,O,X
JIOTSZL,X,X,X,X,X,O,X
JIOTZLS,X,X,O,O,X,X,X
JIOTZSL,X,X,O,X,X,X,X
JIOLTSZ,X,X,O,O,X,X,X
JIOLTZS,X,X,O,O,X,X,X
JIOLSTZ,O,X,X,O,X,O,X
JIOLSZT,O,X,X,X,X,O,X
JIOLZTS,O,X,O,O,X,X,O
JIOLZST,O,X,X,O,X,X,X
JIOSTLZ,X,X,O,X,X,O,X
JIOSTZL,X,X,X,X,X,O,X
JIOSLTZ,O,X,X,X,X,O,X
JIOSLZT,O,X,X,X,X,O,X
JIOSZTL,O,X,O,X,X,O,X
JIOSZLT,O,X,X,X,X,O,X
JIOZTLS,O,X,O,O,X,X,X
JIOZTSL,O,X,O,X,X,X,X
JIOZLTS,O,X,O,O,X,X,O
JIOZLST,O,X,X,O,X,X,X
JIOZSTL,O,X,O,X,X,O,X
JIOZSLT,O,X,X,X,X,O,X
JLTISZO,X,X,O,X,X,X,X
JLTISOZ,X,X,O,O,X,X,X
JLTIZSO,X,X,O,O,X,X,O
JLTIZOS,X,X,O,O,X,X,O
JLTIOSZ,X,X,O,O,X,X,X
JLTIOZS,X,X,O,O,X,X,X
JLTSIZO,X,X,O,X,X,X,X
JLTSIOZ,X,X,O,O,X,X,X
JLTSZIO,X,X,O,O,X,X,X
JLTSZOI,X,X,X,O,X,X,X
JLTSOIZ,X,X,X,O,X,X,X
JLTSOZI,X,X,X,O,X,X,X
JLTZISO,X,X,O,O,X,X,O
JLTZIOS,X,X,O,O,X,X,O
JLTZSIO,X,X,O,O,X,X,O
JLTZSOI,X,X,X,O,X,X,O
JLTZOIS,X,X,O,O,X,X,O
JLTZOSI,X,X,X,O,X,X,O
JLTOISZ,X,X,O,O,X,X,X
JLTOIZS,X,X,O,O,X,X,X
JLTOSIZ,X,X,X,O,X,X,X
JLTOSZI,X,X,X,O,X,X,X
JLTOZIS,X,X,O,O,X,X,X
JLTOZSI,X,X,X,O,X,X,X
JLITSZO,X,X,O,X,X,X,X
JLITSOZ,X,X,O,O,X,X,X
JLITZSO,X,X,O,O,X,X,O
JLITZOS,X,X,O,O,X,X,O
JLITOSZ,X,X,O,O,X,X,X
JLITOZS,X,X,O,O,X,X,X
JLISTZO,O,X,X,X,X,X,X
JLISTOZ,X,X,X,O,X,X,X
JLISZTO,O,X,X,X,O,X,O
JLISZOT,O,X,X,X,O,X,X
JLISOTZ,X,X,X,O,X,X,X
JLISOZT,X,X,X,X,O,X,X
JLIZTSO,O,X,O,O,X,X,O
JLIZTOS,X,X,O,O,X,X,O
JLIZSTO,O,X,X,O,O,X,O
JLIZSOT,O,X,X,O,O,X,X
JLIZOTS,X,X,X,O,X,X,O
JLIZOST,O,X,X,O,O,X,X
JLIOTSZ,X,X,X,O,X,X,X
JLIOTZS,X,X,X,O,X,X,X
JLIOSTZ,X,X,X,O,X,X,X
JLIOSZT,X,X,X,X,O,X,X
JLIOZTS,X,X,X,O,X,X,O
JLIOZST,X,X,X,O,O,X,X
JLSTIZO,O,X,X,X,X,X,X
JLSTIOZ,X,X,X,O,X,X,X
JLSTZIO,O,X,X,O,X,X,X
JLSTZOI,O,X,X,O,X,X,X
JLSTOIZ,O,X,X,O,X,O,X
JLSTOZI,O,X,X,O,X,O,X
JLSITZO,O,X,X,X,X,X,X
JLSITOZ,X,X,X,O,X,X,X
JLSIZTO,O,X,X,X,O,X,O
JLSIZOT,O,X,X,X,O,X,X
JLSIOTZ,X,X,X,O,X,O,X
JLSIOZT,X,X,X,X,O,O,X
