sequence,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8Jem6IvhFzbB/iB?ajB5jB0fBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8Je//IvhFagBzbB?mdB5jB0iBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8JeT6IvhFmbBxdB?XgB0iB6oBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8JeT6IvhFmbByiB?5jBXgB0iBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8JeT6IvhFygBmdB?5jB0iBXgBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8Jem7IvhFTdBxfB?XjB0fB6oBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8Jex6IvhFygB/iB?0fBTjBGoBlsB
ZOLISJT,O,O,O,X,O,X,X
ZOLJTIS,O,X,O,X,O,X,X
ZOLJTSI,O,X,X,X,X,X,X
ZOLJITS,O,X,O,X,O,X,X
ZOLJIST,O,O,O,X,O,X,X
ZOLJSTI,O,O,O,X,X,X,X
ZOLJSIT,O,O,O,X,O,X,X
ZOLSTIJ,O,O,O,X,X,X,O
ZOLSTJI,O,O,O,X,X,X,O
ZOLSITJ,O,O,O,X,X,X,O
ZOLSIJT,O,O,O,X,O,X,X
ZOLSJTI,O,O,O,X,X,X,X
ZOLSJIT,O,O,O,X,O,X,X
ZOJTILS,O,X,O,X,O,X,X
ZOJTISL,O,O,O,X,X,O,X
ZOJTLIS,O,X,O,X,O,X,X
ZOJTLSI,O,X,O,X,X,X,X
ZOJTSIL,O,O,O,X,X,O,X
ZOJTSLI,O,O,O,X,X,X,X
ZOJITLS,O,X,O,X,O,X,X
ZOJITSL,O,O,O,X,X,O,X
ZOJILTS,O,X,O,X,O,X,X
ZOJILST,O,O,O,X,O,X,X
ZOJISTL,O,O,O,X,X,X,X
ZOJISLT,O,O,O,X,O,X,X
ZOJLTIS,O,X,O,X,O,X,X
ZOJLTSI,O,X,X,X,X,X,X
ZOJLITS,O,X,O,X,O,X,X
ZOJLIST,O,O,O,X,O,X,X
ZOJLSTI,O,O,O,X,X,X,X
ZOJLSIT,O,O,O,X,O,X,X
ZOJSTIL,O,O,O,X,X,X,X
ZOJSTLI,O,O,O,X,X,X,X
ZOJSITL,O,O,O,X,X,X,X
ZOJSILT,O,O,O,X,O,X,X
ZOJSLTI,O,O,O,X,X,X,X
ZOJSLIT,O,O,O,X,O,X,X
ZOSTILJ,O,O,X,X,X,X,O
ZOSTIJL,O,O,O,X,X,X,O
ZOSTLIJ,O,O,O,X,X,X,O
ZOSTLJI,O,O,O,X,X,X,O
ZOSTJIL,O,O,O,X,X,X,O
ZOSTJLI,O,O,O,X,X,X,O
ZOSITLJ,O,O,X,X,X,X,O
ZOSITJL,O,O,O,X,X,X,O
ZOSILTJ,O,O,O,X,X,X,O
ZOSILJT,O,O,O,X,O,X,X
ZOSIJTL,O,O,O,X,X,X,X
ZOSIJLT,O,O,O,X,O,X,X
ZOSLTIJ,O,O,O,X,X,X,O
ZOSLTJI,O,O,O,X,X,X,O
ZOSLITJ,O,O,O,X,X,X,O
ZOSLIJT,O,O,O,X,O,X,X
ZOSLJTI,O,O,O,X,X,X,X
ZOSLJIT,O,O,O,X,O,X,X
ZOSJTIL,O,O,O,X,X,X,X
ZOSJTLI,O,O,O,X,X,X,X
ZOSJITL,O,O,O,X,X,X,X
ZOSJILT,O,O,O,X,O,X,X
ZOSJLTI,O,O,O,X,X,X,X
ZOSJLIT,O,O,O,X,O,X,X
OTILJSZ,X,X,O,O,X,O,X
OTILJZS,X,X,O,X,O,X,X
OTILSJZ,O,O,O,O,X,O,X
OTILSZJ,O,O,X,O,O,X,O
OTILZJS,O,O,O,X,O,X,O
OTILZSJ,O,O,O,X,O,X,O
OTIJLSZ,X,X,O,O,X,O,X
OTIJLZS,X,X,O,X,O,X,X
OTIJSLZ,O,O,X,O,X,O,X
OTIJSZL,O,O,X,O,X,O,X
OTIJZLS,O,O,O,X,O,X,X
OTIJZSL,O,O,O,X,O,O,X
OTISLJZ,O,O,X,O,X,O,X
OTISLZJ,O,O,X,O,O,X,O
OTISJLZ,O,O,X,O,X,O,X
OTISJZL,O,O,X,O,X,O,X
OTISZLJ,O,O,X,O,O,X,O
OTISZJL,O,O,X,O,O,O,O
OTIZLJS,O,O,O,X,O,X,O
OTIZLSJ,O,O,O,X,O,X,O
OTIZJLS,O,O,O,X,O,X,O
OTIZJSL,O,O,O,X,O,O,O
OTIZSLJ,O,O,X,X,O,X,O
OTIZSJL,O,O,O,X,O,O,O
OTLIJSZ,X,X,O,O,X,O,X
OTLIJZS,X,X,O,X,O,X,X
OTLISJZ,O,O,O,O,X,O,X
OTLISZJ,O,O,O,O,O,X,O
OTLIZJS,O,O,O,X,O,X,O
OTLIZSJ,O,O,O,X,O,X,O
OTLJISZ,X,X,O,O,X,O,X
OTLJIZS,X,X,O,X,O,X,X
OTLJSIZ,X,X,O,O,X,O,X
OTLJSZI,X,X,O,O,X,X,O
OTLJZIS,X,X,O,X,O,X,O
OTLJZSI,X,X,O,X,O,X,O
OTLSIJZ,O,O,O,O,X,O,X
OTLSIZJ,O,O,O,O,O,X,O
OTLSJIZ,O,O,O,O,X,O,X
OTLSJZI,O,O,O,O,X,X,O
OTLSZIJ,O,O,O,O,O,X,O
OTLSZJI,O,O,O,O,O,X,O
OTLZIJS,O,O,O,X,O,X,O
OTLZISJ,O,O,O,X,O,X,O
OTLZJIS,O,O,O,X,O,X,O
OTLZJSI,O,O,O,X,O,X,O
OTLZSIJ,O,O,O,X,O,X,O
OTLZSJI,O,O,O,X,O,X,O
OTJILSZ,X,X,O,O,X,O,X
OTJILZS,X,X,O,X,O,X,X
OTJISLZ,O,O,X,O,X,O,X
OTJISZL,O,O,X,O,X,O,X
OTJIZLS,O,O,O,X,O,X,X
OTJIZSL,O,O,O,X,O,O,X
OTJLISZ,X,X,O,O,X,O,X
OTJLIZS,X,X,O,X,O,X,X
OTJLSIZ,X,X,O,O,X,O,X
OTJLSZI,X,X,O,O,X,X,O
OTJLZIS,X,X,O,X,O,X,O
OTJLZSI,X,X,O,X,O,X,O
OTJSILZ,O,O,O,O,X,O,X
OTJSIZL,O,O,O,O,X,O,X
OTJSLIZ,O,O,O,O,X,O,X
OTJSLZI,O,O,O,O,X,X,O
OTJSZIL,O,O,O,O,X,O,O
OTJSZLI,O,O,O,O,X,X,O
OTJZILS,O,O,O,X,O,X,O
OTJZISL,O,O,O,X,O,O,O
OTJZLIS,O,O,O,X,O,X,O
OTJZLSI,O,O,O,X,O,X,O
OTJZSIL,O,O,O,X,O,O,O
OTJZSLI,O,O,O,X,O,X,O
OTSILJZ,O,O,O,O,X,O,X
OTSILZJ,O,O,O,O,O,X,O
OTSIJLZ,O,O,O,O,X,O,X
OTSIJZL,O,O,O,O,X,O,X
OTSIZLJ,O,O,O,O,O,X,O
OTSIZJL,O,O,O,O,O,O,O
OTSLIJZ,O,O,O,O,X,O,X
OTSLIZJ,O,O,O,O,O,X,O
OTSLJIZ,O,O,O,O,X,O,X
OTSLJZI,O,O,O,O,X,X,O
OTSLZIJ,O,O,O,O,O,X,O
OTSLZJI,O,O,O,O,O,X,O
OTSJILZ,O,O,O,O,X,O,X
OTSJIZL,O,O,O,O,X,O,X
OTSJLIZ,O,O,O,O,X,O,X
OTSJLZI,O,O,O,O,X,X,O
OTSJZIL,O,O,O,O,X,O,O
OTSJZLI,O,O,O,O,X,X,O
OTSZILJ,O,O,O,O,O,X,O
OTSZIJL,O,O,O,O,O,O,O
OTSZLIJ,O,O,O,O,O,X,O
OTSZLJI,O,O,O,O,O,X,O
OTSZJIL,O,O,O,O,O,O,O
OTSZJLI,O,O,O,O,O,X,O
OTZILJS,O,O,O,X,O,X,O
OTZILSJ,O,O,O,X,O,X,O
OTZIJLS,O,O,O,X,O,X,O
OTZIJSL,O,O,O,X,O,O,O
OTZISLJ,O,O,O,X,O,X,O
OTZISJL,O,O,O,X,O,O,O
OTZLIJS,O,O,O,X,O,X,O
OTZLISJ,O,O,O,X,O,X,O
OTZLJIS,O,O,O,X,O,X,O
OTZLJSI,O,O,O,X,O,X,O
OTZLSIJ,O,O,O,X,O,X,O
OTZLSJI,O,O,O,X,O,X,O
OTZJILS,O,O,O,X,O,X,O
OTZJISL,O,O,O,X,O,O,O
OTZJLIS,O,O,O,X,O,X,O
OTZJLSI,O,O,O,X,O,X,O
OTZJSIL,O,O,O,X,O,O,O
OTZJSLI,O,O,O,X,O,X,O
OTZSILJ,O,O,O,X,O,X,O
OTZSIJL,O,O,O,X,O,O,O
OTZSLIJ,O,O,O,X,O,X,O
OTZSLJI,O,O,O,X,O,X,O
OTZSJIL,O,O,O,X,O,O,O
OTZSJLI,O,O,O,X,O,X,O
OITLJSZ,X,X,O,O,X,O,X
OITLJZS,X,X,O,X,O,X,X
OITLSJZ,O,O,O,O,X,O,X
OITLSZJ,O,O,X,O,O,X,X
OITLZJS,O,O,O,X,O,X,X
OITLZSJ,O,O,O,X,O,X,X
OITJLSZ,X,X,O,O,X,O,X
OITJLZS,X,X,O,X,O,X,X
OITJSLZ,O,O,X,O,X,O,X
OITJSZL,O,O,X,O,X,O,X
OITJZLS,O,O,O,X,O,X,X
OITJZSL,O,O,O,X,O,O,X
OITSLJZ,O,O,X,O,X,O,X
OITSLZJ,O,O,X,O,O,X,X
OITSJLZ,O,O,X,O,X,O,X
OITSJZL,O,O,X,O,X,O,X
OITSZLJ,O,O,X,O,O,X,X
OITSZJL,O,O,X,O,O,O,X
OITZLJS,O,O,O,X,O,X,X
OITZLSJ,O,O,O,X,O,X,X
OITZJLS,O,O,O,X,O,X,X
OITZJSL,O,O,O,X,O,O,X
OITZSLJ,O,O,X,X,O,X,X
OITZSJL,O,O,O,X,O,O,X
OILTJSZ,X,X,O,X,X,O,X
OILTJZS,X,X,O,X,O,X,X
OILTSJZ,O,O,X,X,X,O,X
OILTSZJ,O,O,X,X,O,X,X
OILTZJS,O,O,X,X,O,X,X
OILTZSJ,O,O,X,X,O,X,X
OILJTSZ,X,X,O,X,X,O,X
OILJTZS,X,X,O,X,O,X,X
OILJSTZ,X,X,O,O,X,X,X
OILJSZT,X,X,O,O,X,X,X
OILJZTS,X,X,O,X,O,X,X
OILJZST,X,X,O,X,O,X,X
OILSTJZ,X,O,X,O,X,X,X
OILSTZJ,O,O,X,X,O,X,X
OILSJTZ,X,O,O,O,X,X,X
OILSJZT,O,O,O,O,X,X,X
OILSZTJ,O,O,X,X,X,X,X
OILSZJT,O,O,X,O,O,X,X
OILZTJS,O,X,O,X,O,X,X
OILZTSJ,O,X,X,X,O,X,X
OILZJTS,O,X,O,X,O,X,X
OILZJST,O,O,O,X,O,X,X
OILZSTJ,O,O,X,X,X,X,X
OILZSJT,O,O,O,X,O,X,X
OIJTLSZ,X,X,O,O,X,O,X
OIJTLZS,X,X,O,X,O,X,X
OIJTSLZ,O,O,X,O,X,O,X
OIJTSZL,O,O,X,O,X,O,X
OIJTZLS,O,O,O,X,O,X,X
OIJTZSL,O,O,O,X,O,O,X
OIJLTSZ,X,X,O,X,X,O,X
OIJLTZS,X,X,O,X,O,X,X
OIJLSTZ,X,X,O,O,X,X,X
OIJLSZT,X,X,O,O,X,X,X
OIJLZTS,X,X,O,X,O,X,X
OIJLZST,X,X,O,X,O,X,X
OIJSTLZ,X,O,X,O,X,O,X
OIJSTZL,X,O,X,O,X,O,X
OIJSLTZ,X,O,X,O,X,X,X
OIJSLZT,O,O,X,O,X,X,X
OIJSZTL,O,O,X,O,X,X,X
OIJSZLT,O,O,X,O,X,X,X
OIJZTLS,O,X,O,X,O,X,X
OIJZTSL,O,O,O,X,X,O,X
OIJZLTS,O,X,O,X,O,X,X
OIJZLST,O,O,O,X,O,X,X
OIJZSTL,O,O,O,X,X,X,X
OIJZSLT,O,O,O,X,O,X,X
OISTLJZ,O,O,X,O,X,O,X
OISTLZJ,O,O,X,O,O,X,X
OISTJLZ,O,O,X,O,X,O,X
OISTJZL,O,O,X,O,X,O,X
OISTZLJ,O,O,X,O,O,X,X
OISTZJL,O,O,X,O,O,O,X
OISLTJZ,X,O,X,O,X,X,X
OISLTZJ,O,O,X,O,O,X,X
OISLJTZ,X,O,X,O,X,X,X
OISLJZT,O,O,X,O,X,X,X
OISLZTJ,O,O,X,X,X,X,X
OISLZJT,O,O,X,O,O,X,X
OISJTLZ,X,O,X,O,X,O,X
OISJTZL,X,O,X,O,X,O,X
OISJLTZ,X,O,X,O,X,X,X
OISJLZT,O,O,X,O,X,X,X
OISJZTL,O,O,X,O,X,X,X
OISJZLT,O,O,X,O,X,X,X
OISZTLJ,O,O,X,O,X,X,X
OISZTJL,O,O,X,O,X,X,X
OISZLTJ,O,O,X,X,X,X,X
OISZLJT,O,O,X,O,O,X,X
OISZJTL,O,O,X,O,X,X,X
OISZJLT,O,O,X,O,O,X,X
OIZTLJS,O,O,X,X,O,X,X
OIZTLSJ,O,O,X,X,O,X,X
OIZTJLS,O,O,O,X,O,X,X
OIZTJSL,O,O,O,X,O,O,X
OIZTSLJ,O,O,X,X,O,X,X
OIZTSJL,O,O,X,X,O,O,X
OIZLTJS,O,X,O,X,O,X,X
OIZLTSJ,O,X,X,X,O,X,X
OIZLJTS,O,X,O,X,O,X,X
OIZLJST,O,O,O,X,O,X,X
OIZLSTJ,O,O,X,X,X,X,X
OIZLSJT,O,O,O,X,O,X,X
OIZJTLS,O,X,O,X,O,X,X
OIZJTSL,O,O,O,X,X,O,X
OIZJLTS,O,X,O,X,O,X,X
OIZJLST,O,O,O,X,O,X,X
OIZJSTL,O,O,O,X,X,X,X
OIZJSLT,O,O,O,X,O,X,X
OIZSTLJ,O,O,X,X,X,X,X
OIZSTJL,O,O,X,X,X,X,X
OIZSLTJ,O,O,X,X,X,X,X
OIZSLJT,O,O,X,X,O,X,X
OIZSJTL,O,O,O,X,X,X,X
OIZSJLT,O,O,O,X,O,X,X
OLTIJSZ,X,X,O,X,X,O,X
OLTIJZS,X,X,O,X,O,X,X
OLTISJZ,O,O,O,X,X,O,X
OLTISZJ,O,O,X,X,O,X,O
OLTIZJS,O,O,O,X,O,X,O
OLTIZSJ,O,O,O,X,O,X,O
OLTJISZ,X,X,O,X,X,O,X
OLTJIZS,X,X,O,X,O,X,X
OLTJSIZ,X,X,O,X,X,O,X
OLTJSZI,X,X,O,X,X,X,O
OLTJZIS,X,X,O,X,O,X,O
OLTJZSI,X,X,O,X,O,X,O
OLTSIJZ,O,O,O,X,X,O,X
OLTSIZJ,O,O,X,X,O,X,O
OLTSJIZ,O,O,O,X,X,O,X
OLTSJZI,O,O,O,X,X,X,O
OLTSZIJ,O,O,O,X,O,X,O
OLTSZJI,O,O,O,X,O,X,O
OLTZIJS,O,O,O,X,O,X,O
OLTZISJ,O,O,O,X,O,X,O
OLTZJIS,O,O,O,X,O,X,O
OLTZJSI,O,O,O,X,O,X,O
OLTZSIJ,O,O,O,X,O,X,O
OLTZSJI,O,O,O,X,O,X,O
OLITJSZ,X,X,O,X,X,O,X
OLITJZS,X,X,O,X,O,X,X
OLITSJZ,O,O,X,X,X,O,X
OLITSZJ,O,O,X,X,O,X,X
OLITZJS,O,O,X,X,O,X,X
OLITZSJ,O,O,X,X,O,X,X
OLIJTSZ,X,X,O,X,X,O,X
OLIJTZS,X,X,O,X,O,X,X
OLIJSTZ,X,X,O,O,X,X,X
OLIJSZT,X,X,O,O,X,X,X
OLIJZTS,X,X,O,X,O,X,X
OLIJZST,X,X,O,X,O,X,X
OLISTJZ,X,O,O,O,X,X,X
OLISTZJ,O,O,X,X,O,X,X
OLISJTZ,X,O,O,O,X,X,X
OLISJZT,O,O,O,O,X,X,X
OLISZTJ,O,O,X,X,X,X,X
OLISZJT,O,O,O,O,O,X,X
OLIZTJS,O,X,O,X,O,X,X
OLIZTSJ,O,X,X,X,O,X,X
OLIZJTS,O,X,O,X,O,X,X
OLIZJST,O,O,O,X,O,X,X
OLIZSTJ,O,O,X,X,X,X,X
OLIZSJT,O,O,O,X,O,X,X
OLJTISZ,X,X,O,X,X,O,X
OLJTIZS,X,X,O,X,O,X,X
OLJTSIZ,X,X,O,X,X,O,X
OLJTSZI,X,X,O,X,X,X,X
OLJTZIS,X,X,O,X,O,X,X
OLJTZSI,X,X,O,X,O,X,X
OLJITSZ,X,X,O,X,X,O,X
OLJITZS,X,X,O,X,O,X,X
OLJISTZ,X,X,O,O,X,X,X
OLJISZT,X,X,O,O,X,X,X
OLJIZTS,X,X,O,X,O,X,X
OLJIZST,X,X,O,X,O,X,X
OLJSTIZ,X,X,O,O,X,X,X
OLJSTZI,X,X,O,X,X,X,X
OLJSITZ,X,X,O,O,X,X,X
OLJSIZT,X,X,O,O,X,X,X
OLJSZTI,X,X,O,X,X,X,X
OLJSZIT,X,X,O,O,X,X,X
OLJZTIS,X,X,O,X,O,X,X
OLJZTSI,X,X,X,X,X,X,X
OLJZITS,X,X,O,X,O,X,X
OLJZIST,X,X,O,X,O,X,X
OLJZSTI,X,X,O,X,X,X,X
OLJZSIT,X,X,O,X,O,X,X
OLSTIJZ,O,O,O,O,X,X,X
OLSTIZJ,O,O,X,X,O,X,O
OLSTJIZ,O,O,O,O,X,X,X
OLSTJZI,O,O,O,X,X,X,O
OLSTZIJ,O,O,O,X,O,X,O
OLSTZJI,O,O,O,X,O,X,O
OLSITJZ,X,O,O,O,X,X,X
OLSITZJ,O,O,X,X,O,X,X
OLSIJTZ,X,O,O,O,X,X,X
OLSIJZT,O,O,O,O,X,X,X
OLSIZTJ,O,O,O,X,X,X,X
OLSIZJT,O,O,O,O,O,X,X
OLSJTIZ,X,O,O,O,X,X,X
OLSJTZI,X,O,O,X,X,X,X
OLSJITZ,X,O,O,O,X,X,X
OLSJIZT,O,O,O,O,X,X,X
OLSJZTI,O,O,O,X,X,X,X
OLSJZIT,O,O,O,O,X,X,X
OLSZTIJ,O,O,O,X,X,X,O
OLSZTJI,O,O,O,X,X,X,O
OLSZITJ,O,O,O,X,X,X,O
OLSZIJT,O,O,O,O,O,X,X
OLSZJTI,O,O,O,X,X,X,X
OLSZJIT,O,O,O,O,O,X,X
OLZTIJS,O,X,O,X,O,X,O
OLZTISJ,O,X,X,X,O,X,O
OLZTJIS,O,X,O,X,O,X,O
OLZTJSI,O,X,X,X,O,X,O
OLZTSIJ,O,X,X,X,O,X,O
OLZTSJI,O,X,X,X,O,X,O
OLZITJS,O,X,O,X,O,X,O
OLZITSJ,O,X,X,X,O,X,O
OLZIJTS,O,X,O,X,O,X,X
OLZIJST,O,O,O,X,O,X,X
OLZISTJ,O,O,O,X,X,X,O
OLZISJT,O,O,O,X,O,X,X
OLZJTIS,O,X,O,X,O,X,X
OLZJTSI,O,X,X,X,X,X,X
OLZJITS,O,X,O,X,O,X,X
OLZJIST,O,O,O,X,O,X,X
OLZJSTI,O,O,O,X,X,X,X
OLZJSIT,O,O,O,X,O,X,X
OLZSTIJ,O,O,O,X,X,X,O
OLZSTJI,O,O,O,X,X,X,O
OLZSITJ,O,O,O,X,X,X,O
OLZSIJT,O,O,O,X,O,X,X
OLZSJTI,O,O,O,X,X,X,X
OLZSJIT,O,O,O,X,O,X,X
OJTILSZ,X,X,O,O,X,O,X
OJTILZS,X,X,O,X,O,X,X
OJTISLZ,O,O,X,O,X,O,X
OJTISZL,O,O,X,O,X,O,X
OJTIZLS,O,O,O,X,O,X,X
OJTIZSL,O,O,O,X,O,O,X
OJTLISZ,X,X,O,O,X,O,X
OJTLIZS,X,X,O,X,O,X,X
OJTLSIZ,X,X,O,O,X,O,X
OJTLSZI,X,X,O,O,X,X,X
OJTLZIS,X,X,O,X,O,X,X
OJTLZSI,X,X,O,X,O,X,X
OJTSILZ,O,O,O,O,X,O,X
OJTSIZL,O,O,O,O,X,O,X
OJTSLIZ,O,O,O,O,X,O,X
OJTSLZI,O,O,O,O,X,X,X
OJTSZIL,O,O,O,O,X,O,X
OJTSZLI,O,O,O,O,X,X,X
OJTZILS,O,O,O,X,O,X,X
OJTZISL,O,O,O,X,O,O,X
OJTZLIS,O,O,O,X,O,X,X
OJTZLSI,O,O,O,X,O,X,X
OJTZSIL,O,O,O,X,O,O,X
OJTZSLI,O,O,O,X,O,X,X
OJITLSZ,X,X,O,O,X,O,X
OJITLZS,X,X,O,X,O,X,X
OJITSLZ,O,O,X,O,X,O,X
OJITSZL,O,O,X,O,X,O,X
OJITZLS,O,O,O,X,O,X,X
OJITZSL,O,O,O,X,O,O,X
OJILTSZ,X,X,O,X,X,O,X
OJILTZS,X,X,O,X,O,X,X
OJILSTZ,X,X,O,O,X,X,X
OJILSZT,X,X,O,O,X,X,X
OJILZTS,X,X,O,X,O,X,X
OJILZST,X,X,O,X,O,X,X
OJISTLZ,X,O,X,O,X,O,X
OJISTZL,X,O,X,O,X,O,X
OJISLTZ,X,O,X,O,X,X,X
OJISLZT,O,O,X,O,X,X,X
OJISZTL,O,O,X,O,X,X,X
OJISZLT,O,O,X,O,X,X,X
OJIZTLS,O,X,O,X,O,X,X
OJIZTSL,O,O,O,X,X,O,X
OJIZLTS,O,X,O,X,O,X,X
OJIZLST,O,O,O,X,O,X,X
OJIZSTL,O,O,O,X,X,X,X
OJIZSLT,O,O,O,X,O,X,X
OJLTISZ,X,X,O,X,X,O,X
OJLTIZS,X,X,O,X,O,X,X
OJLTSIZ,X,X,O,X,X,O,X
OJLTSZI,X,X,O,X,X,X,X
OJLTZIS,X,X,O,X,O,X,X
OJLTZSI,X,X,O,X,O,X,X
OJLITSZ,X,X,O,X,X,O,X
OJLITZS,X,X,O,X,O,X,X
OJLISTZ,X,X,O,O,X,X,X
OJLISZT,X,X,O,O,X,X,X
OJLIZTS,X,X,O,X,O,X,X
OJLIZST,X,X,O,X,O,X,X
OJLSTIZ,X,X,O,O,X,X,X
OJLSTZI,X,X,O,X,X,X,X
OJLSITZ,X,X,O,O,X,X,X
OJLSIZT,X,X,O,O,X,X,X
OJLSZTI,X,X,O,X,X,X,X
OJLSZIT,X,X,O,O,X,X,X
OJLZTIS,X,X,O,X,O,X,X
OJLZTSI,X,X,X,X,X,X,X
OJLZITS,X,X,O,X,O,X,X
OJLZIST,X,X,O,X,O,X,X
OJLZSTI,X,X,O,X,X,X,X
OJLZSIT,X,X,O,X,O,X,X
OJSTILZ,O,O,O,O,X,O,X
OJSTIZL,O,O,O,O,X,O,X
OJSTLIZ,O,O,O,O,X,O,X
OJSTLZI,O,O,O,O,X,X,X
OJSTZIL,O,O,O,O,X,O,X
OJSTZLI,O,O,O,O,X,X,X
OJSITLZ,X,O,O,O,X,O,X
OJSITZL,X,O,O,O,X,O,X
OJSILTZ,X,O,O,O,X,X,X
OJSILZT,O,O,O,O,X,X,X
OJSIZTL,O,O,O,O,X,X,X
OJSIZLT,O,O,O,O,X,X,X
OJSLTIZ,X,O,O,O,X,X,X
OJSLTZI,X,O,O,O,X,X,X
OJSLITZ,X,O,O,O,X,X,X
OJSLIZT,O,O,O,O,X,X,X
OJSLZTI,O,O,O,X,X,X,X
OJSLZIT,O,O,O,O,X,X,X
OJSZTIL,O,O,O,O,X,X,X
OJSZTLI,O,O,O,O,X,X,X
OJSZITL,O,O,O,O,X,X,X
OJSZILT,O,O,O,O,X,X,X
OJSZLTI,O,O,O,X,X,X,X
OJSZLIT,O,O,O,O,X,X,X
OJZTILS,O,X,O,X,O,X,X
OJZTISL,O,O,O,X,X,O,X
OJZTLIS,O,X,O,X,O,X,X
OJZTLSI,O,X,O,X,X,X,X
OJZTSIL,O,O,O,X,X,O,X
OJZTSLI,O,O,O,X,X,X,X
OJZITLS,O,X,O,X,O,X,X
OJZITSL,O,O,O,X,X,O,X
OJZILTS,O,X,O,X,O,X,X
OJZILST,O,O,O,X,O,X,X
OJZISTL,O,O,O,X,X,X,X
OJZISLT,O,O,O,X,O,X,X
OJZLTIS,O,X,O,X,O,X,X
OJZLTSI,O,X,X,X,X,X,X
OJZLITS,O,X,O,X,O,X,X
OJZLIST,O,O,O,X,O,X,X
OJZLSTI,O,O,O,X,X,X,X
OJZLSIT,O,O,O,X,O,X,X
OJZSTIL,O,O,O,X,X,X,X
OJZSTLI,O,O,O,X,X,X,X
OJZSITL,O,O,O,X,X,X,X
OJZSILT,O,O,O,X,O,X,X
OJZSLTI,O,O,O,X,X,X,X
OJZSLIT,O,O,O,X,O,X,X
OSTILJZ,O,O,O,O,X,O,X
OSTILZJ,O,O,O,O,O,X,O
OSTIJLZ,O,O,O,O,X,O,X
OSTIJZL,O,O,O,O,X,O,X
OSTIZLJ,O,O,O,O,O,X,O
OSTIZJL,O,O,O,O,O,O,O
OSTLIJZ,O,O,O,O,X,O,X
OSTLIZJ,O,O,O,O,O,X,O
OSTLJIZ,O,O,O,O,X,O,X
OSTLJZI,O,O,O,O,X,X,O
OSTLZIJ,O,O,O,O,O,X,O
OSTLZJI,O,O,O,O,O,X,O
OSTJILZ,O,O,O,O,X,O,X
OSTJIZL,O,O,O,O,X,O,X
OSTJLIZ,O,O,O,O,X,O,X
OSTJLZI,O,O,O,O,X,X,O
OSTJZIL,O,O,O,O,X,O,O
OSTJZLI,O,O,O,O,X,X,O
OSTZILJ,O,O,O,O,O,X,O
OSTZIJL,O,O,O,O,O,O,O
OSTZLIJ,O,O,O,O,O,X,O
OSTZLJI,O,O,O,O,O,X,O
OSTZJIL,O,O,O,O,O,O,O
OSTZJLI,O,O,O,O,O,X,O
OSITLJZ,O,O,O,O,X,O,X
OSITLZJ,O,O,O,O,O,X,X
OSITJLZ,O,O,O,O,X,O,X
OSITJZL,O,O,O,O,X,O,X
OSITZLJ,O,O,O,O,O,X,X
OSITZJL,O,O,O,O,O,O,X
OSILTJZ,X,O,O,O,X,X,X
OSILTZJ,O,O,X,O,O,X,X
OSILJTZ,X,O,O,O,X,X,X
OSILJZT,O,O,O,O,X,X,X
OSILZTJ,O,O,O,X,X,X,X
OSILZJT,O,O,O,O,O,X,X
OSIJTLZ,X,O,O,O,X,O,X
OSIJTZL,X,O,O,O,X,O,X
OSIJLTZ,X,O,O,O,X,X,X
OSIJLZT,O,O,O,O,X,X,X
OSIJZTL,O,O,O,O,X,X,X
OSIJZLT,O,O,O,O,X,X,X
OSIZTLJ,O,O,X,O,X,X,X
OSIZTJL,O,O,O,O,X,X,X
OSIZLTJ,O,O,O,X,X,X,X
OSIZLJT,O,O,O,O,O,X,X
OSIZJTL,O,O,O,O,X,X,X
OSIZJLT,O,O,O,O,O,X,X
OSLTIJZ,O,O,O,O,X,X,X
OSLTIZJ,O,O,O,O,O,X,O
OSLTJIZ,O,O,O,O,X,X,X
OSLTJZI,O,O,O,O,X,X,O
OSLTZIJ,O,O,O,O,O,X,O
OSLTZJI,O,O,O,O,O,X,O
OSLITJZ,X,O,O,O,X,X,X
OSLITZJ,O,O,X,O,O,X,X
OSLIJTZ,X,O,O,O,X,X,X
OSLIJZT,O,O,O,O,X,X,X
OSLIZTJ,O,O,O,X,X,X,X
OSLIZJT,O,O,O,O,O,X,X
OSLJTIZ,X,O,O,O,X,X,X
OSLJTZI,X,O,O,O,X,X,X
OSLJITZ,X,O,O,O,X,X,X
OSLJIZT,O,O,O,O,X,X,X
OSLJZTI,O,O,O,X,X,X,X
OSLJZIT,O,O,O,O,X,X,X
OSLZTIJ,O,O,O,X,X,X,O
OSLZTJI,O,O,O,X,X,X,O
OSLZITJ,O,O,O,X,X,X,O
OSLZIJT,O,O,O,O,O,X,X
OSLZJTI,O,O,O,X,X,X,X
OSLZJIT,O,O,O,O,O,X,X
OSJTILZ,O,O,O,O,X,O,X
OSJTIZL,O,O,O,O,X,O,X
OSJTLIZ,O,O,O,O,X,O,X
