sequence,v115@QhB8FeE8CeE8Je/EJvhFUgBGhBxiBNrBinBTqB,v115@QhB8FeE8CeE8JeT/IvhF/lBGhBxiBNrBinBUqB,v115@QhB8FeE8CeE8Je/EJvhFUgB9mBxiBinBzlB2vB,v115@QhB8FeE8CeE8JeT/IvhF9mBOnBXjBRqB0qBiqB,v115@QhB8FeE8CeE8Jem/IvhFtlBxhBXjB0kBzmByvB,v115@QhB8FeE8CeE8Je3AJvhF9mBxiB0kBinBzqBmpB
SZLJTIO,O,O,O,X,O,X
SZLJTOI,O,O,O,X,O,X
SZLJITO,O,O,O,X,O,X
SZLJIOT,X,O,O,X,O,X
SZLJOTI,X,O,O,X,O,X
SZLJOIT,X,O,O,X,O,X
SZLOTIJ,O,O,O,X,O,O
SZLOTJI,O,O,O,X,O,O
SZLOITJ,O,O,O,X,O,O
SZLOIJT,O,O,O,X,O,X
SZLOJTI,O,O,O,X,O,X
SZLOJIT,O,O,O,X,O,X
SZJTILO,O,O,O,O,X,X
SZJTIOL,O,O,X,O,X,X
SZJTLIO,O,O,O,X,X,X
SZJTLOI,O,O,O,X,X,X
SZJTOIL,O,O,X,O,X,X
SZJTOLI,O,O,O,X,O,X
SZJITLO,O,O,O,O,X,X
SZJITOL,O,O,X,O,X,X
SZJILTO,O,O,O,X,X,X
SZJILOT,X,O,O,X,X,X
SZJIOTL,X,O,X,O,X,X
SZJIOLT,X,O,O,X,O,X
SZJLTIO,O,O,O,X,X,X
SZJLTOI,O,O,O,X,X,X
SZJLITO,O,O,O,X,X,X
SZJLIOT,X,O,O,X,X,X
SZJLOTI,X,O,O,X,O,X
SZJLOIT,X,O,O,X,O,X
SZJOTIL,X,O,X,O,X,X
SZJOTLI,X,O,O,X,O,X
SZJOITL,X,O,X,O,X,X
SZJOILT,X,O,O,X,O,X
SZJOLTI,X,O,O,X,O,X
SZJOLIT,X,O,O,X,O,X
SZOTILJ,O,O,X,X,O,O
SZOTIJL,O,O,X,O,X,X
SZOTLIJ,O,O,O,X,O,O
SZOTLJI,O,O,O,X,O,O
SZOTJIL,O,O,X,O,X,X
SZOTJLI,O,O,X,X,O,O
SZOITLJ,O,O,X,X,O,O
SZOITJL,O,O,X,O,X,X
SZOILTJ,O,O,O,X,O,O
SZOILJT,O,O,O,X,O,X
SZOIJTL,O,O,X,O,X,X
SZOIJLT,O,O,O,X,O,X
SZOLTIJ,O,O,O,X,O,O
SZOLTJI,O,O,O,X,O,O
SZOLITJ,O,O,O,X,O,O
SZOLIJT,O,O,O,X,O,X
SZOLJTI,O,O,O,X,O,X
SZOLJIT,O,O,O,X,O,X
SZOJTIL,O,O,X,O,X,X
SZOJTLI,O,O,O,X,O,O
SZOJITL,O,O,X,O,X,X
SZOJILT,O,O,O,X,O,X
SZOJLTI,O,O,O,X,O,X
SZOJLIT,O,O,O,X,O,X
SOTILJZ,O,X,X,O,O,O
SOTILZJ,O,X,X,X,O,O
SOTIJLZ,O,X,X,O,X,X
SOTIJZL,O,X,X,O,X,X
SOTIZLJ,O,O,X,X,O,O
SOTIZJL,O,O,X,O,X,X
SOTLIJZ,O,X,O,O,O,O
SOTLIZJ,O,O,O,X,O,O
SOTLJIZ,O,X,O,O,O,O
SOTLJZI,O,X,O,X,O,O
SOTLZIJ,O,O,O,X,O,O
SOTLZJI,O,O,O,X,O,O
SOTJILZ,O,X,X,O,X,X
SOTJIZL,O,X,X,O,X,X
SOTJLIZ,O,X,O,O,X,O
SOTJLZI,O,X,O,X,X,O
SOTJZIL,O,X,X,O,X,X
SOTJZLI,O,X,O,X,X,O
SOTZILJ,O,O,X,X,O,O
SOTZIJL,O,O,X,O,X,X
SOTZLIJ,O,O,O,X,O,O
SOTZLJI,O,O,O,X,O,O
SOTZJIL,O,O,X,O,X,X
SOTZJLI,O,O,X,X,O,O
SOITLJZ,O,X,X,O,O,O
SOITLZJ,O,X,X,X,O,O
SOITJLZ,O,X,X,O,X,X
SOITJZL,O,X,X,O,X,X
SOITZLJ,O,O,X,X,O,O
SOITZJL,O,O,X,O,X,X
SOILTJZ,O,X,O,O,O,O
SOILTZJ,O,O,O,X,O,O
SOILJTZ,O,X,O,O,O,X
SOILJZT,O,X,O,X,O,X
SOILZTJ,O,O,O,X,O,O
SOILZJT,O,O,O,X,O,X
SOIJTLZ,O,X,X,O,X,X
SOIJTZL,O,X,X,O,X,X
SOIJLTZ,O,X,O,O,O,X
SOIJLZT,O,X,O,X,O,X
SOIJZTL,O,X,X,O,X,X
SOIJZLT,O,X,O,X,O,X
SOIZTLJ,O,O,X,X,O,O
SOIZTJL,O,O,X,O,X,X
SOIZLTJ,O,O,O,X,O,O
SOIZLJT,O,O,O,X,O,X
SOIZJTL,O,O,X,O,X,X
SOIZJLT,O,O,O,X,O,X
SOLTIJZ,O,X,O,O,O,O
SOLTIZJ,O,O,O,X,O,O
SOLTJIZ,O,X,O,O,O,O
SOLTJZI,O,X,O,X,O,O
SOLTZIJ,O,O,O,X,O,O
SOLTZJI,O,O,O,X,O,O
SOLITJZ,O,X,O,O,O,O
SOLITZJ,O,O,O,X,O,O
SOLIJTZ,O,X,O,O,O,X
SOLIJZT,O,X,O,X,O,X
SOLIZTJ,O,O,O,X,O,O
SOLIZJT,O,O,O,X,O,X
SOLJTIZ,O,X,O,O,O,X
SOLJTZI,O,X,O,X,O,X
SOLJITZ,O,X,O,O,O,X
SOLJIZT,O,X,O,X,O,X
SOLJZTI,O,X,O,X,O,X
SOLJZIT,O,X,O,X,O,X
SOLZTIJ,O,O,O,X,O,O
SOLZTJI,O,O,O,X,O,O
SOLZITJ,O,O,O,X,O,O
SOLZIJT,O,O,O,X,O,X
SOLZJTI,O,O,O,X,O,X
SOLZJIT,O,O,O,X,O,X
SOJTILZ,O,X,X,O,X,X
SOJTIZL,O,X,X,O,X,X
SOJTLIZ,O,X,O,O,X,O
SOJTLZI,O,X,O,X,X,O
SOJTZIL,O,X,X,O,X,X
SOJTZLI,O,X,O,X,X,O
SOJITLZ,O,X,X,O,X,X
SOJITZL,O,X,X,O,X,X
SOJILTZ,O,X,O,O,O,X
SOJILZT,O,X,O,X,O,X
SOJIZTL,O,X,X,O,X,X
SOJIZLT,O,X,O,X,O,X
SOJLTIZ,O,X,O,O,O,X
SOJLTZI,O,X,O,X,O,X
SOJLITZ,O,X,O,O,O,X
SOJLIZT,O,X,O,X,O,X
SOJLZTI,O,X,O,X,O,X
SOJLZIT,O,X,O,X,O,X
SOJZTIL,O,X,X,O,X,X
SOJZTLI,O,X,O,X,O,O
SOJZITL,O,X,X,O,X,X
SOJZILT,O,X,O,X,O,X
SOJZLTI,O,X,O,X,O,X
SOJZLIT,O,X,O,X,O,X
SOZTILJ,O,O,X,X,O,O
SOZTIJL,O,O,X,O,X,X
SOZTLIJ,O,O,O,X,O,O
SOZTLJI,O,O,O,X,O,O
SOZTJIL,O,O,X,O,X,X
SOZTJLI,O,O,X,X,O,O
SOZITLJ,O,O,X,X,O,O
SOZITJL,O,O,X,O,X,X
SOZILTJ,O,O,O,X,O,O
SOZILJT,O,O,O,X,O,X
SOZIJTL,O,O,X,O,X,X
SOZIJLT,O,O,O,X,O,X
SOZLTIJ,O,O,O,X,O,O
SOZLTJI,O,O,O,X,O,O
SOZLITJ,O,O,O,X,O,O
SOZLIJT,O,O,O,X,O,X
SOZLJTI,O,O,O,X,O,X
SOZLJIT,O,O,O,X,O,X
SOZJTIL,O,O,X,O,X,X
SOZJTLI,O,O,O,X,O,O
SOZJITL,O,O,X,O,X,X
SOZJILT,O,O,O,X,O,X
SOZJLTI,O,O,O,X,O,X
SOZJLIT,O,O,O,X,O,X
ZTILJSO,X,O,X,X,X,X
ZTILJOS,X,O,X,X,X,X
ZTILSJO,X,O,X,X,X,X
ZTILSOJ,X,O,X,X,X,X
ZTILOJS,X,O,X,X,X,O
ZTILOSJ,X,O,X,X,X,O
ZTIJLSO,X,X,X,O,X,X
ZTIJLOS,X,X,X,O,X,X
ZTIJSLO,O,O,X,O,X,X
ZTIJSOL,O,O,X,O,X,X
ZTIJOLS,X,X,X,O,X,X
ZTIJOSL,O,O,X,O,X,X
ZTISLJO,O,O,X,X,X,X
ZTISLOJ,X,O,X,X,X,X
ZTISJLO,O,O,X,O,X,X
ZTISJOL,O,O,X,O,X,X
ZTISOLJ,O,O,X,X,X,X
ZTISOJL,O,O,X,O,X,X
ZTIOLJS,X,O,X,X,X,O
ZTIOLSJ,X,O,X,X,X,O
ZTIOJLS,X,X,X,O,X,X
ZTIOJSL,O,O,X,O,X,X
ZTIOSLJ,O,O,X,X,X,X
ZTIOSJL,O,O,X,O,X,X
ZTLIJSO,O,O,O,X,X,X
ZTLIJOS,O,O,X,X,X,X
ZTLISJO,O,O,O,X,X,X
ZTLISOJ,O,O,O,X,X,X
ZTLIOJS,O,O,X,X,X,O
ZTLIOSJ,O,O,X,X,X,O
ZTLJISO,O,O,O,X,X,X
ZTLJIOS,O,O,X,X,X,X
ZTLJSIO,O,O,O,X,X,X
ZTLJSOI,O,O,O,X,X,X
ZTLJOIS,O,O,X,X,X,X
ZTLJOSI,O,O,X,X,X,X
ZTLSIJO,O,O,O,X,X,X
ZTLSIOJ,O,O,O,X,X,X
ZTLSJIO,O,O,O,X,X,X
ZTLSJOI,O,O,O,X,X,X
ZTLSOIJ,O,O,O,X,X,X
ZTLSOJI,O,O,O,X,X,X
ZTLOIJS,O,O,X,X,X,O
ZTLOISJ,O,O,X,X,X,O
ZTLOJIS,O,O,X,X,X,O
ZTLOJSI,O,O,X,X,X,O
ZTLOSIJ,O,O,X,X,X,O
ZTLOSJI,O,O,X,X,X,O
ZTJILSO,X,X,X,O,X,X
ZTJILOS,X,X,X,O,X,X
ZTJISLO,O,O,X,O,X,X
ZTJISOL,O,O,X,O,X,X
ZTJIOLS,X,X,X,O,X,X
ZTJIOSL,O,O,X,O,X,X
ZTJLISO,O,O,O,X,X,X
ZTJLIOS,O,O,X,X,X,X
ZTJLSIO,O,O,O,X,X,X
ZTJLSOI,O,O,O,X,X,X
ZTJLOIS,O,O,X,X,X,X
ZTJLOSI,O,O,X,X,X,X
ZTJSILO,O,O,O,O,X,X
ZTJSIOL,O,O,X,O,X,X
ZTJSLIO,O,O,O,X,X,X
ZTJSLOI,O,O,O,X,X,X
ZTJSOIL,O,O,X,O,X,X
ZTJSOLI,O,O,O,X,O,X
ZTJOILS,X,X,X,O,X,X
ZTJOISL,O,O,X,O,X,X
ZTJOLIS,O,O,X,X,O,X
ZTJOLSI,O,O,X,X,O,X
ZTJOSIL,O,O,X,O,X,X
ZTJOSLI,O,O,X,X,O,X
ZTSILJO,O,O,O,X,X,X
ZTSILOJ,O,O,O,X,X,X
ZTSIJLO,O,O,X,O,X,X
ZTSIJOL,O,O,X,O,X,X
ZTSIOLJ,O,O,X,X,X,X
ZTSIOJL,O,O,X,O,X,X
ZTSLIJO,O,O,O,X,X,X
ZTSLIOJ,O,O,O,X,X,X
ZTSLJIO,O,O,O,X,X,X
ZTSLJOI,O,O,O,X,X,X
ZTSLOIJ,O,O,O,X,X,X
ZTSLOJI,O,O,O,X,X,X
ZTSJILO,O,O,O,O,X,X
ZTSJIOL,O,O,X,O,X,X
ZTSJLIO,O,O,O,X,X,X
ZTSJLOI,O,O,O,X,X,X
ZTSJOIL,O,O,X,O,X,X
ZTSJOLI,O,O,O,X,O,X
ZTSOILJ,O,O,X,X,O,X
ZTSOIJL,O,O,X,O,X,X
ZTSOLIJ,O,O,O,X,O,X
ZTSOLJI,O,O,O,X,O,X
ZTSOJIL,O,O,X,O,X,X
ZTSOJLI,O,O,X,X,O,X
ZTOILJS,X,O,X,X,O,O
ZTOILSJ,X,O,X,X,O,O
ZTOIJLS,X,X,X,O,X,X
ZTOIJSL,O,O,X,O,X,X
ZTOISLJ,O,O,X,X,O,O
ZTOISJL,O,O,X,O,X,X
ZTOLIJS,O,O,X,X,O,O
ZTOLISJ,O,O,X,X,O,O
ZTOLJIS,O,O,X,X,O,O
ZTOLJSI,O,O,X,X,O,O
ZTOLSIJ,O,O,X,X,O,O
ZTOLSJI,O,O,X,X,O,O
ZTOJILS,X,X,X,O,X,X
ZTOJISL,O,O,X,O,X,X
ZTOJLIS,O,O,X,X,O,O
ZTOJLSI,O,O,X,X,O,O
ZTOJSIL,O,O,X,O,X,X
ZTOJSLI,O,O,X,X,O,O
ZTOSILJ,O,O,X,X,O,O
ZTOSIJL,O,O,X,O,X,X
ZTOSLIJ,O,O,X,X,O,O
ZTOSLJI,O,O,X,X,O,O
ZTOSJIL,O,O,X,O,X,X
ZTOSJLI,O,O,X,X,O,O
ZITLJSO,X,O,X,X,X,X
ZITLJOS,X,O,X,X,X,X
ZITLSJO,X,O,X,X,X,X
ZITLSOJ,X,O,X,X,X,X
ZITLOJS,X,O,X,X,X,O
ZITLOSJ,X,O,X,X,X,O
ZITJLSO,X,X,X,O,X,X
ZITJLOS,X,X,X,O,X,X
ZITJSLO,O,O,X,O,X,X
ZITJSOL,O,O,X,O,X,X
ZITJOLS,X,X,X,O,X,X
ZITJOSL,O,O,X,O,X,X
ZITSLJO,O,O,X,X,X,X
ZITSLOJ,X,O,X,X,X,X
ZITSJLO,O,O,X,O,X,X
ZITSJOL,O,O,X,O,X,X
ZITSOLJ,O,O,X,X,X,X
ZITSOJL,O,O,X,O,X,X
ZITOLJS,X,O,X,X,X,O
ZITOLSJ,X,O,X,X,X,O
ZITOJLS,X,X,X,O,X,X
ZITOJSL,O,O,X,O,X,X
ZITOSLJ,O,O,X,X,X,X
ZITOSJL,O,O,X,O,X,X
ZILTJSO,O,O,O,X,X,X
ZILTJOS,O,O,X,X,X,X
ZILTSJO,O,O,O,X,X,X
ZILTSOJ,O,O,O,X,X,X
ZILTOJS,O,O,X,X,X,O
ZILTOSJ,O,O,X,X,X,O
ZILJTSO,X,O,O,X,X,X
ZILJTOS,X,O,X,X,X,X
ZILJSTO,X,O,O,X,X,X
ZILJSOT,X,O,O,X,X,X
ZILJOTS,X,O,X,X,X,O
ZILJOST,X,O,X,X,X,X
ZILSTJO,O,O,O,X,X,X
ZILSTOJ,O,O,O,X,X,X
ZILSJTO,O,O,O,X,X,X
ZILSJOT,X,O,O,X,X,X
ZILSOTJ,O,O,O,X,X,O
ZILSOJT,O,O,O,X,X,X
ZILOTJS,O,O,X,X,X,O
ZILOTSJ,O,O,X,X,X,O
ZILOJTS,X,O,X,X,X,O
ZILOJST,X,O,X,X,X,X
ZILOSTJ,O,O,X,X,X,O
ZILOSJT,O,O,X,X,X,X
ZIJTLSO,X,X,X,O,X,X
ZIJTLOS,X,X,X,O,X,X
ZIJTSLO,X,O,X,O,X,X
ZIJTSOL,X,O,X,O,X,X
ZIJTOLS,X,X,X,O,X,X
ZIJTOSL,X,O,X,O,X,X
ZIJLTSO,X,O,O,X,X,X
ZIJLTOS,X,O,X,X,X,X
ZIJLSTO,X,O,O,X,X,X
ZIJLSOT,X,O,O,X,X,X
ZIJLOTS,X,O,X,X,X,O
ZIJLOST,X,O,X,X,X,X
ZIJSTLO,X,O,O,O,X,X
ZIJSTOL,X,O,X,O,X,X
ZIJSLTO,X,O,O,X,X,X
ZIJSLOT,X,O,O,X,X,X
ZIJSOTL,X,O,X,O,X,X
ZIJSOLT,X,O,O,X,O,X
ZIJOTLS,X,X,X,O,X,X
ZIJOTSL,X,O,X,O,X,X
ZIJOLTS,X,O,X,X,O,O
ZIJOLST,X,O,X,X,O,X
ZIJOSTL,X,O,X,O,X,X
ZIJOSLT,X,O,X,X,O,X
ZISTLJO,O,O,O,X,X,X
ZISTLOJ,O,O,O,X,X,X
ZISTJLO,O,O,O,O,X,X
ZISTJOL,O,O,X,O,X,X
ZISTOLJ,O,O,X,X,X,X
ZISTOJL,O,O,X,O,X,X
ZISLTJO,O,O,O,X,X,X
ZISLTOJ,O,O,O,X,X,X
ZISLJTO,O,O,O,X,X,X
ZISLJOT,X,O,O,X,X,X
ZISLOTJ,O,O,O,X,X,O
ZISLOJT,O,O,O,X,X,X
ZISJTLO,O,O,O,O,X,X
ZISJTOL,O,O,X,O,X,X
ZISJLTO,O,O,O,X,X,X
ZISJLOT,X,O,O,X,X,X
ZISJOTL,X,O,X,O,X,X
ZISJOLT,X,O,O,X,O,X
ZISOTLJ,O,O,X,X,O,X
ZISOTJL,O,O,X,O,X,X
ZISOLTJ,O,O,O,X,O,O
ZISOLJT,O,O,O,X,O,X
ZISOJTL,O,O,X,O,X,X
ZISOJLT,O,O,O,X,O,X
ZIOTLJS,X,O,X,X,O,O
ZIOTLSJ,X,O,X,X,O,O
ZIOTJLS,X,X,X,O,X,X
ZIOTJSL,O,O,X,O,X,X
ZIOTSLJ,O,O,X,X,O,O
ZIOTSJL,O,O,X,O,X,X
ZIOLTJS,O,O,X,X,O,O
ZIOLTSJ,O,O,X,X,O,O
ZIOLJTS,X,O,X,X,O,O
ZIOLJST,X,O,X,X,O,X
ZIOLSTJ,O,O,X,X,O,O
ZIOLSJT,O,O,X,X,O,X
ZIOJTLS,X,X,X,O,X,X
ZIOJTSL,X,O,X,O,X,X
ZIOJLTS,X,O,X,X,O,O
ZIOJLST,X,O,X,X,O,X
ZIOJSTL,X,O,X,O,X,X
ZIOJSLT,X,O,X,X,O,X
ZIOSTLJ,O,O,X,X,O,O
ZIOSTJL,O,O,X,O,X,X
ZIOSLTJ,O,O,X,X,O,O
ZIOSLJT,O,O,X,X,O,X
ZIOSJTL,O,O,X,O,X,X
ZIOSJLT,O,O,X,X,O,X
ZLTIJSO,O,O,O,X,O,X
ZLTIJOS,O,O,X,X,O,X
ZLTISJO,O,O,O,X,O,X
ZLTISOJ,O,O,O,X,O,X
ZLTIOJS,O,O,X,X,O,O
ZLTIOSJ,O,O,X,X,O,O
ZLTJISO,O,O,O,X,O,X
ZLTJIOS,O,O,X,X,O,X
ZLTJSIO,O,O,O,X,O,X
ZLTJSOI,O,O,O,X,O,X
ZLTJOIS,O,O,X,X,O,X
ZLTJOSI,O,O,X,X,O,X
ZLTSIJO,O,O,O,X,O,X
ZLTSIOJ,O,O,O,X,O,X
ZLTSJIO,O,O,O,X,O,X
ZLTSJOI,O,O,O,X,O,X
ZLTSOIJ,O,O,O,X,O,X
ZLTSOJI,O,O,O,X,O,X
ZLTOIJS,O,O,X,X,O,O
ZLTOISJ,O,O,X,X,O,O
ZLTOJIS,O,O,X,X,O,O
ZLTOJSI,O,O,X,X,O,O
ZLTOSIJ,O,O,X,X,O,O
ZLTOSJI,O,O,X,X,O,O
ZLITJSO,O,O,O,X,O,X
ZLITJOS,O,O,X,X,O,X
ZLITSJO,O,O,O,X,O,X
ZLITSOJ,O,O,O,X,O,X
ZLITOJS,O,O,X,X,O,O
ZLITOSJ,O,O,X,X,O,O
ZLIJTSO,X,O,O,X,O,X
ZLIJTOS,X,O,X,X,O,X
ZLIJSTO,X,O,O,X,O,X
ZLIJSOT,X,O,O,X,O,X
ZLIJOTS,X,O,X,X,O,O
ZLIJOST,X,O,X,X,O,X
ZLISTJO,O,O,O,X,O,X
ZLISTOJ,O,O,O,X,O,X
ZLISJTO,O,O,O,X,O,X
ZLISJOT,X,O,O,X,O,X
ZLISOTJ,O,O,O,X,O,O
ZLISOJT,O,O,O,X,O,X
ZLIOTJS,O,O,X,X,O,O
ZLIOTSJ,O,O,X,X,O,O
ZLIOJTS,X,O,X,X,O,O
ZLIOJST,X,O,X,X,O,X
ZLIOSTJ,O,O,X,X,O,O
ZLIOSJT,O,O,X,X,O,X
ZLJTISO,X,O,O,X,O,X
ZLJTIOS,X,O,X,X,O,X
ZLJTSIO,X,O,O,X,O,X
ZLJTSOI,X,O,O,X,O,X
ZLJTOIS,X,O,X,X,O,X
ZLJTOSI,X,O,X,X,O,X
ZLJITSO,X,O,O,X,O,X
ZLJITOS,X,O,X,X,O,X
ZLJISTO,X,O,O,X,O,X
ZLJISOT,X,O,O,X,O,X
ZLJIOTS,X,O,X,X,O,O
ZLJIOST,X,O,X,X,O,X
ZLJSTIO,X,O,O,X,O,X
ZLJSTOI,X,O,O,X,O,X
ZLJSITO,X,O,O,X,O,X
ZLJSIOT,X,O,O,X,O,X
ZLJSOTI,X,O,O,X,O,X
ZLJSOIT,X,O,O,X,O,X
ZLJOTIS,X,O,X,X,O,O
ZLJOTSI,X,O,X,X,O,O
ZLJOITS,X,O,X,X,O,O
ZLJOIST,X,O,X,X,O,X
ZLJOSTI,X,O,X,X,O,X
ZLJOSIT,X,O,X,X,O,X
ZLSTIJO,O,O,O,X,O,X
ZLSTIOJ,O,O,O,X,O,X
ZLSTJIO,O,O,O,X,O,X
ZLSTJOI,O,O,O,X,O,X
ZLSTOIJ,O,O,O,X,O,X
ZLSTOJI,O,O,O,X,O,X
ZLSITJO,O,O,O,X,O,X
ZLSITOJ,O,O,O,X,O,X
ZLSIJTO,O,O,O,X,O,X
ZLSIJOT,X,O,O,X,O,X
ZLSIOTJ,O,O,O,X,O,O
ZLSIOJT,O,O,O,X,O,X
ZLSJTIO,O,O,O,X,O,X
ZLSJTOI,O,O,O,X,O,X
ZLSJITO,O,O,O,X,O,X
ZLSJIOT,X,O,O,X,O,X
ZLSJOTI,X,O,O,X,O,X
ZLSJOIT,X,O,O,X,O,X
ZLSOTIJ,O,O,O,X,O,O
ZLSOTJI,O,O,O,X,O,O
ZLSOITJ,O,O,O,X,O,O
ZLSOIJT,O,O,O,X,O,X
ZLSOJTI,O,O,O,X,O,X
ZLSOJIT,O,O,O,X,O,X
ZLOTIJS,O,O,X,X,O,O
ZLOTISJ,O,O,X,X,O,O
ZLOTJIS,O,O,X,X,O,O
ZLOTJSI,O,O,X,X,O,O
ZLOTSIJ,O,O,X,X,O,O
ZLOTSJI,O,O,X,X,O,O
ZLOITJS,O,O,X,X,O,O
ZLOITSJ,O,O,X,X,O,O
ZLOIJTS,X,O,X,X,O,O
ZLOIJST,X,O,X,X,O,X
ZLOISTJ,O,O,X,X,O,O
ZLOISJT,O,O,X,X,O,X
ZLOJTIS,X,O,X,X,O,O
ZLOJTSI,X,O,X,X,O,O
ZLOJITS,X,O,X,X,O,O
ZLOJIST,X,O,X,X,O,X
ZLOJSTI,X,O,X,X,O,X
ZLOJSIT,X,O,X,X,O,X
ZLOSTIJ,O,O,X,X,O,O
ZLOSTJI,O,O,X,X,O,O
ZLOSITJ,O,O,X,X,O,O
ZLOSIJT,O,O,X,X,O,X
ZLOSJTI,O,O,X,X,O,X
ZLOSJIT,O,O,X,X,O,X
ZJTILSO,X,X,X,O,X,X
ZJTILOS,X,X,X,O,X,X
ZJTISLO,X,O,X,O,X,X
ZJTISOL,X,O,X,O,X,X
ZJTIOLS,X,X,X,O,X,X
ZJTIOSL,X,O,X,O,X,X
ZJTLISO,X,O,O,X,X,X
ZJTLIOS,X,O,X,X,X,X
ZJTLSIO,X,O,O,X,X,X
ZJTLSOI,X,O,O,X,X,X
ZJTLOIS,X,O,X,X,X,X
ZJTLOSI,X,O,X,X,X,X
ZJTSILO,X,O,O,O,X,X
ZJTSIOL,X,O,X,O,X,X
ZJTSLIO,X,O,O,X,X,X
ZJTSLOI,X,O,O,X,X,X
ZJTSOIL,X,O,X,O,X,X
ZJTSOLI,X,O,O,X,O,X
ZJTOILS,X,X,X,O,X,X
ZJTOISL,X,O,X,O,X,X
ZJTOLIS,X,O,X,X,O,X
ZJTOLSI,X,O,X,X,O,X
ZJTOSIL,X,O,X,O,X,X
ZJTOSLI,X,O,X,X,O,X
ZJITLSO,X,X,X,O,X,X
ZJITLOS,X,X,X,O,X,X
ZJITSLO,X,O,X,O,X,X
ZJITSOL,X,O,X,O,X,X
ZJITOLS,X,X,X,O,X,X
ZJITOSL,X,O,X,O,X,X
ZJILTSO,X,O,O,X,X,X
ZJILTOS,X,O,X,X,X,X
ZJILSTO,X,O,O,X,X,X
ZJILSOT,X,O,O,X,X,X
ZJILOTS,X,O,X,X,X,O
ZJILOST,X,O,X,X,X,X
ZJISTLO,X,O,O,O,X,X
ZJISTOL,X,O,X,O,X,X
ZJISLTO,X,O,O,X,X,X
ZJISLOT,X,O,O,X,X,X
ZJISOTL,X,O,X,O,X,X
ZJISOLT,X,O,O,X,O,X
ZJIOTLS,X,X,X,O,X,X
ZJIOTSL,X,O,X,O,X,X
ZJIOLTS,X,O,X,X,O,O
ZJIOLST,X,O,X,X,O,X
ZJIOSTL,X,O,X,O,X,X
ZJIOSLT,X,O,X,X,O,X
ZJLTISO,X,O,O,X,X,X
ZJLTIOS,X,O,X,X,X,X
ZJLTSIO,X,O,O,X,X,X
ZJLTSOI,X,O,O,X,X,X
ZJLTOIS,X,O,X,X,X,X
ZJLTOSI,X,O,X,X,X,X
ZJLITSO,X,O,O,X,X,X
ZJLITOS,X,O,X,X,X,X
ZJLISTO,X,O,O,X,X,X
ZJLISOT,X,O,O,X,X,X
ZJLIOTS,X,O,X,X,X,O
ZJLIOST,X,O,X,X,X,X
ZJLSTIO,X,O,O,X,X,X
ZJLSTOI,X,O,O,X,X,X
ZJLSITO,X,O,O,X,X,X
ZJLSIOT,X,O,O,X,X,X
ZJLSOTI,X,O,O,X,O,X
ZJLSOIT,X,O,O,X,O,X
ZJLOTIS,X,O,X,X,O,O
ZJLOTSI,X,O,X,X,O,O
ZJLOITS,X,O,X,X,O,O
ZJLOIST,X,O,X,X,O,X
ZJLOSTI,X,O,X,X,O,X
ZJLOSIT,X,O,X,X,O,X
ZJSTILO,X,O,O,O,X,X
ZJSTIOL,X,O,X,O,X,X
ZJSTLIO,X,O,O,X,X,X
ZJSTLOI,X,O,O,X,X,X
ZJSTOIL,X,O,X,O,X,X
ZJSTOLI,X,O,O,X,O,X
ZJSITLO,X,O,O,O,X,X
ZJSITOL,X,O,X,O,X,X
ZJSILTO,X,O,O,X,X,X
ZJSILOT,X,O,O,X,X,X
ZJSIOTL,X,O,X,O,X,X
ZJSIOLT,X,O,O,X,O,X
ZJSLTIO,X,O,O,X,X,X
ZJSLTOI,X,O,O,X,X,X
ZJSLITO,X,O,O,X,X,X
ZJSLIOT,X,O,O,X,X,X
ZJSLOTI,X,O,O,X,O,X
ZJSLOIT,X,O,O,X,O,X
ZJSOTIL,X,O,X,O,X,X
ZJSOTLI,X,O,O,X,O,X
ZJSOITL,X,O,X,O,X,X
ZJSOILT,X,O,O,X,O,X
ZJSOLTI,X,O,O,X,O,X
ZJSOLIT,X,O,O,X,O,X
ZJOTILS,X,X,X,O,X,X
ZJOTISL,X,O,X,O,X,X
ZJOTLIS,X,O,X,X,O,O
ZJOTLSI,X,O,X,X,O,O
ZJOTSIL,X,O,X,O,X,X
ZJOTSLI,X,O,X,X,O,O
ZJOITLS,X,X,X,O,X,X
ZJOITSL,X,O,X,O,X,X
ZJOILTS,X,O,X,X,O,O
ZJOILST,X,O,X,X,O,X
ZJOISTL,X,O,X,O,X,X
ZJOISLT,X,O,X,X,O,X
ZJOLTIS,X,O,X,X,O,O
ZJOLTSI,X,O,X,X,O,O
ZJOLITS,X,O,X,X,O,O
ZJOLIST,X,O,X,X,O,X
ZJOLSTI,X,O,X,X,O,X
ZJOLSIT,X,O,X,X,O,X
ZJOSTIL,X,O,X,O,X,X
ZJOSTLI,X,O,X,X,O,O
ZJOSITL,X,O,X,O,X,X
ZJOSILT,X,O,X,X,O,X
ZJOSLTI,X,O,X,X,O,X
ZJOSLIT,X,O,X,X,O,X
ZSTILJO,O,O,O,X,X,X
ZSTILOJ,O,O,O,X,X,X
ZSTIJLO,O,O,O,O,X,X
ZSTIJOL,O,O,X,O,X,X
ZSTIOLJ,O,O,X,X,X,X
ZSTIOJL,O,O,X,O,X,X
ZSTLIJO,O,O,O,X,X,X
ZSTLIOJ,O,O,O,X,X,X
ZSTLJIO,O,O,O,X,X,X
