sequence,v115@vhGfGJ0hB5oBKpBznBSwB2xB,v115@vhGZ/IukBSoBUnByuBXrBTtB,v115@vhG2/I5oBTkBUnBatByuBXrB,v115@vhGZ/IKjBukB3mBcsByuBTtB,v115@vhGcAJTfBxnBipBSvB3rBGtB,v115@vhGcAJ6kBKpBxnBTqB3rBGtB,v115@vhGT1I6kBKpBcqB3mB+tBRwB,v115@vhGT1IZkB0lBmmBftB6tBSwB,v115@vhGT1IZkB6qBOrB8rBftB6tB,v115@vhGZEJfmBumBzkBctBSvBywB,v115@vhGOEJUjBRlB3pBCrBSxBTtB
JTOILZS,O,X,X,O,O,O,X,X,X,X,X
JTOISLZ,O,O,X,X,O,O,X,X,X,X,X
JTOISZL,O,O,X,X,X,O,X,X,X,X,X
JTOIZLS,O,X,X,O,O,O,X,X,X,X,X
JTOIZSL,O,X,X,O,X,O,X,X,X,X,X
JTOLISZ,O,O,X,X,O,O,X,X,X,X,X
JTOLIZS,O,X,X,O,O,O,X,X,X,X,X
JTOLSIZ,O,O,X,X,O,O,X,X,X,X,X
JTOLSZI,O,O,X,X,O,O,X,X,X,X,X
JTOLZIS,O,X,X,O,O,O,X,X,X,X,X
JTOLZSI,O,X,X,O,O,O,X,X,X,X,X
JTOSILZ,O,O,X,X,O,O,X,X,X,X,X
JTOSIZL,O,O,X,X,X,O,X,X,X,X,X
JTOSLIZ,O,O,X,X,O,O,X,X,X,X,X
JTOSLZI,O,O,X,X,O,O,X,X,X,X,X
JTOSZIL,O,O,X,X,X,O,X,X,X,X,X
JTOSZLI,O,O,X,X,X,O,X,X,X,X,X
JTOZILS,O,X,X,O,O,O,X,X,X,X,X
JTOZISL,O,X,X,O,X,O,X,X,X,X,X
JTOZLIS,O,X,X,O,O,O,X,X,X,X,X
JTOZLSI,O,X,X,O,O,O,X,X,X,X,X
JTOZSIL,O,X,X,O,X,O,X,X,X,X,X
JTOZSLI,O,X,X,O,X,O,X,X,X,X,X
JITLSZO,O,X,X,X,O,X,O,X,X,O,X
JITLSOZ,O,X,X,X,O,O,O,X,X,O,X
JITLZSO,O,X,X,X,O,X,O,X,X,O,X
JITLZOS,O,X,X,X,O,X,O,X,X,O,X
JITLOSZ,O,X,X,X,O,O,O,X,X,O,X
JITLOZS,O,X,X,X,O,O,O,X,X,O,X
JITSLZO,O,X,X,X,O,X,O,O,X,O,X
JITSLOZ,O,X,X,X,O,O,O,O,X,O,X
JITSZLO,O,X,X,X,X,X,O,O,X,O,X
JITSZOL,O,O,X,X,X,X,X,O,X,X,X
JITSOLZ,O,O,X,X,O,O,X,O,X,X,X
JITSOZL,O,O,X,X,X,O,X,O,X,X,X
JITZLSO,O,X,X,X,O,X,O,X,X,O,X
JITZLOS,O,X,X,X,O,X,O,X,X,O,X
JITZSLO,O,X,X,X,X,X,O,O,O,O,X
JITZSOL,O,X,X,O,X,X,X,O,O,X,X
JITZOLS,O,X,X,O,O,X,X,X,X,X,X
JITZOSL,O,X,X,O,X,X,X,O,O,X,X
JITOLSZ,O,O,X,X,O,O,X,X,X,X,X
JITOLZS,O,X,X,O,O,O,X,X,X,X,X
JITOSLZ,O,O,X,X,O,O,X,O,X,X,X
JITOSZL,O,O,X,X,X,O,X,O,X,X,X
JITOZLS,O,X,X,O,O,O,X,X,X,X,X
JITOZSL,O,X,X,O,X,O,X,O,O,X,X
JILTSZO,O,X,X,X,O,X,O,X,X,O,X
JILTSOZ,O,X,X,X,O,O,O,X,X,O,X
JILTZSO,O,X,X,X,O,X,O,X,X,O,X
JILTZOS,O,X,X,X,O,X,O,X,X,O,X
JILTOSZ,O,X,X,X,O,O,O,X,X,O,X
JILTOZS,O,X,X,X,O,O,O,X,X,O,X
JILSTZO,O,X,X,X,O,X,O,O,X,O,X
JILSTOZ,O,X,X,X,O,O,O,O,X,O,X
JILSZTO,O,X,X,X,O,X,O,O,O,O,X
JILSZOT,O,O,O,X,O,O,O,O,O,O,X
JILSOTZ,O,O,O,X,O,O,O,O,X,O,X
JILSOZT,O,O,O,X,O,O,O,O,O,O,X
JILZTSO,O,X,X,X,O,X,O,X,X,O,X
JILZTOS,O,X,X,X,O,X,O,X,X,O,X
JILZSTO,O,X,X,X,O,X,O,O,O,O,X
JILZSOT,O,X,X,O,O,O,O,O,O,O,X
JILZOTS,O,X,X,O,O,O,O,X,X,O,X
JILZOST,O,X,X,O,O,O,O,O,O,O,X
JILOTSZ,O,O,O,X,O,O,O,X,X,O,X
JILOTZS,O,X,X,O,O,O,O,X,X,O,X
JILOSTZ,O,O,O,X,O,O,O,O,X,O,X
JILOSZT,O,O,O,O,O,O,O,O,O,O,X
JILOZTS,O,X,X,O,O,O,O,X,X,O,X
JILOZST,O,O,O,O,O,O,O,O,O,O,X
JISTLZO,O,X,X,X,O,X,O,O,X,O,X
JISTLOZ,O,X,X,X,O,O,O,O,X,O,X
JISTZLO,O,X,X,X,X,X,O,O,X,O,X
JISTZOL,O,O,X,X,X,X,X,O,X,X,X
JISTOLZ,O,O,X,X,O,O,X,O,X,X,X
JISTOZL,O,O,X,X,X,O,X,O,X,X,X
JISLTZO,O,X,X,X,O,X,O,O,X,O,X
JISLTOZ,O,X,X,X,O,O,O,O,X,O,X
JISLZTO,O,X,X,X,O,X,O,O,O,O,X
JISLZOT,O,O,O,X,O,O,O,O,O,O,X
JISLOTZ,O,O,O,X,O,O,O,O,X,O,X
JISLOZT,O,O,O,X,O,O,O,O,O,O,X
JISZTLO,O,X,X,X,X,X,O,O,O,O,X
JISZTOL,O,O,X,O,X,X,X,O,O,X,X
JISZLTO,O,X,X,X,O,X,O,O,O,O,X
JISZLOT,O,O,O,O,O,O,O,O,O,O,X
JISZOTL,O,O,O,O,X,O,X,O,O,X,X
JISZOLT,O,O,O,O,O,O,O,O,O,O,X
JISOTLZ,O,O,O,X,O,O,X,O,X,X,X
JISOTZL,O,O,O,X,X,O,X,O,X,X,X
JISOLTZ,O,O,O,X,O,O,O,O,X,O,X
JISOLZT,O,O,O,O,O,O,O,O,O,O,X
JISOZTL,O,O,O,O,X,O,X,O,O,X,X
JISOZLT,O,O,O,O,O,O,O,O,O,O,X
JIZTLSO,O,X,X,X,O,X,O,X,X,O,X
JIZTLOS,O,X,X,X,O,X,O,X,X,O,X
JIZTSLO,O,X,X,X,X,X,O,O,O,O,X
JIZTSOL,O,X,X,O,X,X,X,O,O,X,X
JIZTOLS,O,X,X,O,O,X,X,X,X,X,X
JIZTOSL,O,X,X,O,X,X,X,O,O,X,X
JIZLTSO,O,X,X,X,O,X,O,X,X,O,X
JIZLTOS,O,X,X,X,O,X,O,X,X,O,X
JIZLSTO,O,X,X,X,O,X,O,O,O,O,X
JIZLSOT,O,X,X,O,O,O,O,O,O,O,X
JIZLOTS,O,X,X,O,O,O,O,X,X,O,X
JIZLOST,O,X,X,O,O,O,O,O,O,O,X
JIZSTLO,O,X,X,X,X,X,O,O,O,O,X
JIZSTOL,O,O,X,O,X,X,X,O,O,X,X
JIZSLTO,O,X,X,X,O,X,O,O,O,O,X
JIZSLOT,O,O,X,O,O,O,O,O,O,O,X
JIZSOTL,O,O,X,O,X,O,X,O,O,X,X
JIZSOLT,O,O,X,O,O,O,O,O,O,O,X
JIZOTLS,O,X,X,O,O,O,X,X,X,X,X
JIZOTSL,O,X,X,O,X,O,X,O,O,X,X
JIZOLTS,O,X,X,O,O,O,O,X,X,O,X
JIZOLST,O,O,X,O,O,O,O,O,O,O,X
JIZOSTL,O,O,X,O,X,O,X,O,O,X,X
JIZOSLT,O,O,X,O,O,O,O,O,O,O,X
JIOTLSZ,O,O,O,X,O,O,X,X,X,X,X
JIOTLZS,O,X,X,O,O,O,X,X,X,X,X
JIOTSLZ,O,O,O,X,O,O,X,O,X,X,X
JIOTSZL,O,O,O,X,X,O,X,O,X,X,X
JIOTZLS,O,X,X,O,O,O,X,X,X,X,X
JIOTZSL,O,X,X,O,X,O,X,O,O,X,X
JIOLTSZ,O,O,O,X,O,O,O,X,X,O,X
JIOLTZS,O,X,X,O,O,O,O,X,X,O,X
JIOLSTZ,O,O,O,X,O,O,O,O,X,O,X
JIOLSZT,O,O,O,O,O,O,O,O,O,O,X
JIOLZTS,O,X,X,O,O,O,O,X,X,O,X
JIOLZST,O,O,O,O,O,O,O,O,O,O,X
JIOSTLZ,O,O,O,X,O,O,X,O,X,X,X
JIOSTZL,O,O,O,X,X,O,X,O,X,X,X
JIOSLTZ,O,O,O,X,O,O,O,O,X,O,X
JIOSLZT,O,O,O,O,O,O,O,O,O,O,X
JIOSZTL,O,O,O,O,X,O,X,O,O,X,X
JIOSZLT,O,O,O,O,O,O,O,O,O,O,X
JIOZTLS,O,X,X,O,O,O,X,X,X,X,X
JIOZTSL,O,X,X,O,X,O,X,O,O,X,X
JIOZLTS,O,X,X,O,O,O,O,X,X,O,X
JIOZLST,O,O,O,O,O,O,O,O,O,O,X
JIOZSTL,O,O,O,O,X,O,X,O,O,X,X
JIOZSLT,O,O,O,O,O,O,O,O,O,O,X
JLTISZO,O,X,X,X,O,X,O,X,X,O,X
JLTISOZ,O,X,X,X,O,O,O,X,X,O,X
JLTIZSO,O,X,X,X,O,X,O,X,X,O,X
JLTIZOS,O,X,X,X,O,X,O,X,X,O,X
JLTIOSZ,O,X,X,X,O,O,O,X,X,O,X
JLTIOZS,O,X,X,X,O,O,O,X,X,O,X
JLTSIZO,O,X,X,X,O,X,X,X,X,O,X
JLTSIOZ,O,X,X,X,O,O,X,X,X,O,X
JLTSZIO,O,X,X,X,O,X,X,X,X,O,X
JLTSZOI,O,X,X,X,O,X,X,X,X,O,X
JLTSOIZ,O,X,X,X,O,O,X,X,X,O,X
JLTSOZI,O,X,X,X,O,O,X,X,X,O,X
JLTZISO,O,X,X,X,O,X,O,X,X,O,X
JLTZIOS,O,X,X,X,O,X,O,X,X,O,X
JLTZSIO,O,X,X,X,O,X,X,X,X,O,X
JLTZSOI,O,X,X,X,O,X,X,X,X,O,X
JLTZOIS,O,X,X,X,O,X,O,X,X,O,X
JLTZOSI,O,X,X,X,O,X,X,X,X,O,X
JLTOISZ,O,X,X,X,O,O,O,X,X,O,X
JLTOIZS,O,X,X,X,O,O,O,X,X,O,X
JLTOSIZ,O,X,X,X,O,O,X,X,X,O,X
JLTOSZI,O,X,X,X,O,O,X,X,X,O,X
JLTOZIS,O,X,X,X,O,O,O,X,X,O,X
JLTOZSI,O,X,X,X,O,O,X,X,X,O,X
JLITSZO,O,X,X,X,O,X,O,X,X,O,X
JLITSOZ,O,X,X,X,O,O,O,X,X,O,X
JLITZSO,O,X,X,X,O,X,O,X,X,O,X
JLITZOS,O,X,X,X,O,X,O,X,X,O,X
JLITOSZ,O,X,X,X,O,O,O,X,X,O,X
JLITOZS,O,X,X,X,O,O,O,X,X,O,X
JLISTZO,O,X,X,X,O,X,O,O,X,O,X
JLISTOZ,O,X,X,X,O,O,O,O,X,O,X
JLISZTO,O,X,X,X,O,X,O,O,O,O,X
JLISZOT,O,O,O,X,O,O,O,O,O,O,X
JLISOTZ,O,O,O,X,O,O,O,O,X,O,X
JLISOZT,O,O,O,X,O,O,O,O,O,O,X
JLIZTSO,O,X,X,X,O,X,O,X,X,O,X
JLIZTOS,O,X,X,X,O,X,O,X,X,O,X
JLIZSTO,O,X,X,X,O,X,O,O,O,O,X
JLIZSOT,O,X,X,O,O,O,O,O,O,O,X
JLIZOTS,O,X,X,O,O,O,O,X,X,O,X
JLIZOST,O,X,X,O,O,O,O,O,O,O,X
JLIOTSZ,O,O,O,X,O,O,O,X,X,O,X
JLIOTZS,O,X,X,O,O,O,O,X,X,O,X
JLIOSTZ,O,O,O,X,O,O,O,O,X,O,X
JLIOSZT,O,O,O,O,O,O,O,O,O,O,X
JLIOZTS,O,X,X,O,O,O,O,X,X,O,X
JLIOZST,O,O,O,O,O,O,O,O,O,O,X
JLSTIZO,O,X,X,X,O,X,X,O,X,O,X
JLSTIOZ,O,X,X,X,O,O,X,O,X,O,O
JLSTZIO,O,X,X,X,O,X,X,O,X,O,X
JLSTZOI,O,X,X,X,O,X,X,X,X,O,X
JLSTOIZ,O,X,X,X,O,O,X,X,X,O,O
JLSTOZI,O,X,X,X,O,O,X,X,X,O,O
JLSITZO,O,X,X,X,O,X,O,O,X,O,X
JLSITOZ,O,X,X,X,O,O,O,O,X,O,O
JLSIZTO,O,X,X,X,O,X,O,O,O,O,X
JLSIZOT,O,O,O,X,O,O,O,O,O,O,O
JLSIOTZ,O,O,O,X,O,O,O,O,X,O,O
JLSIOZT,O,O,O,X,O,O,O,O,O,O,O
JLSZTIO,O,X,X,X,O,X,X,O,O,O,X
JLSZTOI,O,X,X,X,O,X,X,X,X,O,X
JLSZITO,O,X,X,X,O,X,O,O,O,O,X
JLSZIOT,O,O,O,X,O,O,O,O,O,O,O
JLSZOTI,O,O,O,X,O,O,X,X,X,O,O
JLSZOIT,O,O,O,X,O,O,O,O,O,O,O
JLSOTIZ,O,O,O,X,O,O,X,X,X,O,O
JLSOTZI,O,O,O,X,O,O,X,X,X,O,O
JLSOITZ,O,O,O,X,O,O,O,O,X,O,O
JLSOIZT,O,O,O,X,O,O,O,O,X,O,O
JLSOZTI,O,O,O,X,O,O,X,X,X,O,O
JLSOZIT,O,O,O,X,O,O,O,O,X,O,O
JLZTISO,O,X,X,X,O,X,O,X,X,O,X
JLZTIOS,O,X,X,X,O,X,O,X,X,O,X
JLZTSIO,O,X,X,X,O,X,X,X,X,O,X
JLZTSOI,O,X,X,X,O,X,X,X,X,O,X
JLZTOIS,O,X,X,X,O,X,O,X,X,O,X
JLZTOSI,O,X,X,X,O,X,X,X,X,O,X
JLZITSO,O,X,X,X,O,X,O,X,X,O,X
JLZITOS,O,X,X,X,O,X,O,X,X,O,X
JLZISTO,O,X,X,X,O,X,O,O,O,O,X
JLZISOT,O,X,X,O,O,O,O,O,O,O,X
JLZIOTS,O,X,X,O,O,O,O,X,X,O,X
JLZIOST,O,X,X,O,O,O,O,O,O,O,X
JLZSTIO,O,X,X,X,O,X,X,O,O,O,X
JLZSTOI,O,X,X,X,O,X,X,X,X,O,X
JLZSITO,O,X,X,X,O,X,O,O,O,O,X
JLZSIOT,O,X,X,O,O,O,O,O,O,O,X
JLZSOTI,O,X,X,O,O,O,X,X,X,O,X
JLZSOIT,O,X,X,O,O,O,O,O,O,O,X
JLZOTIS,O,X,X,O,O,O,O,X,X,O,X
JLZOTSI,O,X,X,O,O,O,X,X,X,O,X
JLZOITS,O,X,X,O,O,O,O,X,X,O,X
JLZOIST,O,X,X,O,O,O,O,X,X,O,X
JLZOSTI,O,X,X,O,O,O,X,X,X,O,X
JLZOSIT,O,X,X,O,O,O,O,X,X,O,X
JLOTISZ,O,O,O,X,O,O,O,X,X,O,X
JLOTIZS,O,X,X,O,O,O,O,X,X,O,X
JLOTSIZ,O,O,O,X,O,O,X,X,X,O,X
JLOTSZI,O,O,O,X,O,O,X,X,X,O,X
JLOTZIS,O,X,X,O,O,O,O,X,X,O,X
JLOTZSI,O,X,X,O,O,O,X,X,X,O,X
JLOITSZ,O,O,O,X,O,O,O,X,X,O,X
JLOITZS,O,X,X,O,O,O,O,X,X,O,X
JLOISTZ,O,O,O,X,O,O,O,X,X,O,X
JLOISZT,O,O,O,O,O,O,O,X,X,O,X
JLOIZTS,O,X,X,O,O,O,O,X,X,O,X
JLOIZST,O,O,O,O,O,O,O,X,X,O,X
JLOSTIZ,O,O,O,X,O,O,X,X,X,O,O
JLOSTZI,O,O,O,X,O,O,X,X,X,O,O
JLOSITZ,O,O,O,X,O,O,O,X,X,O,O
JLOSIZT,O,O,O,O,O,O,O,X,X,O,O
JLOSZTI,O,O,O,O,O,O,X,X,X,O,O
JLOSZIT,O,O,O,O,O,O,O,X,X,O,O
JLOZTIS,O,X,X,O,O,O,O,X,X,O,X
JLOZTSI,O,X,X,O,O,O,X,X,X,O,X
JLOZITS,O,X,X,O,O,O,O,X,X,O,X
JLOZIST,O,O,O,O,O,O,O,X,X,O,X
JLOZSTI,O,O,O,O,O,O,X,X,X,O,O
JLOZSIT,O,O,O,O,O,O,O,X,X,O,O
JSTILZO,O,X,X,X,O,X,X,O,X,O,X
JSTILOZ,O,X,X,X,O,O,X,O,X,O,O
JSTIZLO,O,X,X,X,X,X,X,O,X,O,X
JSTIZOL,O,O,X,X,X,X,X,O,X,X,X
JSTIOLZ,O,O,X,X,O,O,X,O,X,X,O
JSTIOZL,O,O,X,X,X,O,X,O,X,X,O
JSTLIZO,O,X,X,X,O,X,X,O,X,O,X
JSTLIOZ,O,X,X,X,O,O,X,O,X,O,O
JSTLZIO,O,X,X,X,O,X,X,O,X,O,X
JSTLZOI,O,X,X,X,O,X,X,X,X,O,X
JSTLOIZ,O,X,X,X,O,O,X,X,X,O,O
JSTLOZI,O,X,X,X,O,O,X,X,X,O,O
JSTZILO,O,X,X,X,X,X,X,O,X,O,X
JSTZIOL,O,O,X,X,X,X,X,O,X,X,X
JSTZLIO,O,X,X,X,X,X,X,O,X,O,X
JSTZLOI,O,X,X,X,X,X,X,X,X,O,X
JSTZOIL,O,O,X,X,X,X,X,X,X,X,X
JSTZOLI,O,O,X,X,X,X,X,X,X,X,X
JSTOILZ,O,O,X,X,O,O,X,X,X,X,O
JSTOIZL,O,O,X,X,X,O,X,X,X,X,O
JSTOLIZ,O,O,X,X,O,O,X,X,X,X,O
JSTOLZI,O,O,X,X,O,O,X,X,X,X,O
JSTOZIL,O,O,X,X,X,O,X,X,X,X,O
JSTOZLI,O,O,X,X,X,O,X,X,X,X,O
JSITLZO,O,X,X,X,O,X,O,O,X,O,X
JSITLOZ,O,X,X,X,O,O,O,O,X,O,O
JSITZLO,O,X,X,X,X,X,O,O,X,O,X
JSITZOL,O,O,X,X,X,X,X,O,X,X,X
JSITOLZ,O,O,X,X,O,O,X,O,X,X,O
JSITOZL,O,O,X,X,X,O,X,O,X,X,O
JSILTZO,O,X,X,X,O,X,O,O,X,O,X
JSILTOZ,O,X,X,X,O,O,O,O,X,O,O
JSILZTO,O,X,X,X,O,X,O,O,O,O,X
JSILZOT,O,O,O,X,O,O,O,O,O,O,O
JSILOTZ,O,O,O,X,O,O,O,O,X,O,O
JSILOZT,O,O,O,X,O,O,O,O,O,O,O
JSIZTLO,O,X,X,X,X,X,O,O,O,O,X
JSIZTOL,O,O,X,O,X,X,X,O,O,X,X
JSIZLTO,O,X,X,X,O,X,O,O,O,O,X
JSIZLOT,O,O,O,O,O,O,O,O,O,O,O
JSIZOTL,O,O,O,O,X,O,X,O,O,X,O
JSIZOLT,O,O,O,O,O,O,O,O,O,O,O
JSIOTLZ,O,O,O,X,O,O,X,O,X,X,O
JSIOTZL,O,O,O,X,X,O,X,O,X,X,O
JSIOLTZ,O,O,O,X,O,O,O,O,X,O,O
JSIOLZT,O,O,O,O,O,O,O,O,O,O,O
JSIOZTL,O,O,O,O,X,O,X,O,O,X,O
JSIOZLT,O,O,O,O,O,O,O,O,O,O,O
JSLTIZO,O,X,X,X,O,X,X,O,X,O,X
JSLTIOZ,O,X,X,X,O,O,X,O,X,O,O
JSLTZIO,O,X,X,X,O,X,X,O,X,O,X
JSLTZOI,O,X,X,X,O,X,X,X,X,O,X
JSLTOIZ,O,X,X,X,O,O,X,X,X,O,O
JSLTOZI,O,X,X,X,O,O,X,X,X,O,O
JSLITZO,O,X,X,X,O,X,O,O,X,O,X
JSLITOZ,O,X,X,X,O,O,O,O,X,O,O
JSLIZTO,O,X,X,X,O,X,O,O,O,O,X
JSLIZOT,O,O,O,X,O,O,O,O,O,O,O
JSLIOTZ,O,O,O,X,O,O,O,O,X,O,O
JSLIOZT,O,O,O,X,O,O,O,O,O,O,O
JSLZTIO,O,X,X,X,O,X,X,O,O,O,X
JSLZTOI,O,X,X,X,O,X,X,X,X,O,X
JSLZITO,O,X,X,X,O,X,O,O,O,O,X
JSLZIOT,O,O,O,X,O,O,O,O,O,O,O
JSLZOTI,O,O,O,X,O,O,X,X,X,O,O
JSLZOIT,O,O,O,X,O,O,O,O,O,O,O
JSLOTIZ,O,O,O,X,O,O,X,X,X,O,O
JSLOTZI,O,O,O,X,O,O,X,X,X,O,O
JSLOITZ,O,O,O,X,O,O,O,O,X,O,O
JSLOIZT,O,O,O,X,O,O,O,O,X,O,O
JSLOZTI,O,O,O,X,O,O,X,X,X,O,O
JSLOZIT,O,O,O,X,O,O,O,O,X,O,O
JSZTILO,O,X,X,X,X,X,X,O,O,O,X
JSZTIOL,O,O,X,O,X,X,X,O,O,X,X
JSZTLIO,O,X,X,X,X,X,X,O,O,O,X
JSZTLOI,O,X,X,X,X,X,X,X,X,O,X
JSZTOIL,O,O,X,O,X,X,X,X,X,X,X
JSZTOLI,O,O,X,O,X,X,X,X,X,X,X
JSZITLO,O,X,X,X,X,X,O,O,O,O,X
JSZITOL,O,O,X,O,X,X,X,O,O,X,X
JSZILTO,O,X,X,X,O,X,O,O,O,O,X
JSZILOT,O,O,O,O,O,O,O,O,O,O,O
JSZIOTL,O,O,O,O,X,O,X,O,O,X,O
JSZIOLT,O,O,O,O,O,O,O,O,O,O,O
JSZLTIO,O,X,X,X,O,X,X,O,O,O,X
JSZLTOI,O,X,X,X,O,X,X,X,X,O,X
JSZLITO,O,X,X,X,O,X,O,O,O,O,X
JSZLIOT,O,O,O,O,O,O,O,O,O,O,O
JSZLOTI,O,O,O,O,O,O,X,X,X,O,O
JSZLOIT,O,O,O,O,O,O,O,O,O,O,O
JSZOTIL,O,O,O,O,X,O,X,X,X,X,O
JSZOTLI,O,O,O,O,X,O,X,X,X,X,O
JSZOITL,O,O,O,O,X,O,X,O,O,X,O
JSZOILT,O,O,O,O,O,O,X,O,O,O,O
JSZOLTI,O,O,O,O,O,O,X,X,X,O,O
JSZOLIT,O,O,O,O,O,O,X,O,O,O,O
JSOTILZ,O,O,O,X,O,O,X,X,X,X,O
JSOTIZL,O,O,O,X,X,O,X,X,X,X,O
JSOTLIZ,O,O,O,X,O,O,X,X,X,X,O
JSOTLZI,O,O,O,X,O,O,X,X,X,X,O
JSOTZIL,O,O,O,X,X,O,X,X,X,X,O
JSOTZLI,O,O,O,X,X,O,X,X,X,X,O
JSOITLZ,O,O,O,X,O,O,X,O,X,X,O
JSOITZL,O,O,O,X,X,O,X,O,X,X,O
JSOILTZ,O,O,O,X,O,O,X,O,X,O,O
JSOILZT,O,O,O,O,O,O,X,O,X,O,O
JSOIZTL,O,O,O,O,X,O,X,O,X,X,O
JSOIZLT,O,O,O,O,O,O,X,O,X,O,O
JSOLTIZ,O,O,O,X,O,O,X,X,X,O,O
JSOLTZI,O,O,O,X,O,O,X,X,X,O,O
JSOLITZ,O,O,O,X,O,O,X,O,X,O,O
JSOLIZT,O,O,O,O,O,O,X,O,X,O,O
JSOLZTI,O,O,O,O,O,O,X,X,X,O,O
JSOLZIT,O,O,O,O,O,O,X,O,X,O,O
JSOZTIL,O,O,O,O,X,O,X,X,X,X,O
JSOZTLI,O,O,O,O,X,O,X,X,X,X,O
JSOZITL,O,O,O,O,X,O,X,O,X,X,O
JSOZILT,O,O,O,O,O,O,X,O,X,O,O
JSOZLTI,O,O,O,O,O,O,X,X,X,O,O
JSOZLIT,O,O,O,O,O,O,X,O,X,O,O
JZTILSO,O,X,X,X,O,X,O,X,X,O,X
JZTILOS,O,X,X,X,O,X,O,X,X,O,X
JZTISLO,O,X,X,X,X,X,O,O,O,O,X
JZTISOL,O,X,X,O,X,X,X,O,O,X,X
JZTIOLS,O,X,X,O,O,X,X,X,X,X,X
JZTIOSL,O,X,X,O,X,X,X,O,O,X,X
JZTLISO,O,X,X,X,O,X,O,X,X,O,X
JZTLIOS,O,X,X,X,O,X,O,X,X,O,X
JZTLSIO,O,X,X,X,O,X,X,X,X,O,X
JZTLSOI,O,X,X,X,O,X,X,X,X,O,X
JZTLOIS,O,X,X,X,O,X,O,X,X,O,X
JZTLOSI,O,X,X,X,O,X,X,X,X,O,X
JZTSILO,O,X,X,X,X,X,X,O,O,O,X
JZTSIOL,O,X,X,O,X,X,X,O,O,X,X
JZTSLIO,O,X,X,X,X,X,X,O,O,O,X
JZTSLOI,O,X,X,X,X,X,X,X,X,O,X
JZTSOIL,O,X,X,O,X,X,X,X,X,X,X
JZTSOLI,O,X,X,O,X,X,X,X,X,X,X
JZTOILS,O,X,X,O,O,X,X,X,X,X,X
JZTOISL,O,X,X,O,X,X,X,X,X,X,X
JZTOLIS,O,X,X,O,O,X,X,X,X,X,X
JZTOLSI,O,X,X,O,O,X,X,X,X,X,X
JZTOSIL,O,X,X,O,X,X,X,X,X,X,X
JZTOSLI,O,X,X,O,X,X,X,X,X,X,X
JZITLSO,O,X,X,X,O,X,O,X,X,O,X
JZITLOS,O,X,X,X,O,X,O,X,X,O,X
JZITSLO,O,X,X,X,X,X,O,O,O,O,X
JZITSOL,O,X,X,O,X,X,X,O,O,X,X
JZITOLS,O,X,X,O,O,X,X,X,X,X,X
JZITOSL,O,X,X,O,X,X,X,O,O,X,X
JZILTSO,O,X,X,X,O,X,O,X,X,O,X
JZILTOS,O,X,X,X,O,X,O,X,X,O,X
JZILSTO,O,X,X,X,O,X,O,O,O,O,X
JZILSOT,O,X,X,O,O,O,O,O,O,O,X
JZILOTS,O,X,X,O,O,O,O,X,X,O,X
JZILOST,O,X,X,O,O,O,O,O,O,O,X
JZISTLO,O,X,X,X,X,X,O,O,O,O,X
JZISTOL,O,O,X,O,X,X,X,O,O,X,X
JZISLTO,O,X,X,X,O,X,O,O,O,O,X
JZISLOT,O,O,X,O,O,O,O,O,O,O,X
JZISOTL,O,O,X,O,X,O,X,O,O,X,X
JZISOLT,O,O,X,O,O,O,O,O,O,O,X
JZIOTLS,O,X,X,O,O,O,X,X,X,X,X
JZIOTSL,O,X,X,O,X,O,X,O,O,X,X
JZIOLTS,O,X,X,O,O,O,O,X,X,O,X
JZIOLST,O,O,X,O,O,O,O,O,O,O,X
JZIOSTL,O,O,X,O,X,O,X,O,O,X,X
JZIOSLT,O,O,X,O,O,O,O,O,O,O,X
JZLTISO,O,X,X,X,O,X,O,X,X,O,X
JZLTIOS,O,X,X,X,O,X,O,X,X,O,X
JZLTSIO,O,X,X,X,O,X,X,X,X,O,X
JZLTSOI,O,X,X,X,O,X,X,X,X,O,X
JZLTOIS,O,X,X,X,O,X,O,X,X,O,X
JZLTOSI,O,X,X,X,O,X,X,X,X,O,X
JZLITSO,O,X,X,X,O,X,O,X,X,O,X
JZLITOS,O,X,X,X,O,X,O,X,X,O,X
JZLISTO,O,X,X,X,O,X,O,O,O,O,X
JZLISOT,O,X,X,O,O,O,O,O,O,O,X
JZLIOTS,O,X,X,O,O,O,O,X,X,O,X
JZLIOST,O,X,X,O,O,O,O,O,O,O,X
JZLSTIO,O,X,X,X,O,X,X,O,O,O,X
JZLSTOI,O,X,X,X,O,X,X,X,X,O,X
JZLSITO,O,X,X,X,O,X,O,O,O,O,X
JZLSIOT,O,X,X,O,O,O,O,O,O,O,X
JZLSOTI,O,X,X,O,O,O,X,X,X,O,X
JZLSOIT,O,X,X,O,O,O,O,O,O,O,X
JZLOTIS,O,X,X,O,O,O,O,X,X,O,X
JZLOTSI,O,X,X,O,O,O,X,X,X,O,X
JZLOITS,O,X,X,O,O,O,O,X,X,O,X
JZLOIST,O,X,X,O,O,O,O,X,X,O,X
JZLOSTI,O,X,X,O,O,O,X,X,X,O,X
JZLOSIT,O,X,X,O,O,O,O,X,X,O,X
JZSTILO,O,X,X,X,X,X,X,O,O,O,X
JZSTIOL,O,O,X,O,X,X,X,O,O,X,X
JZSTLIO,O,X,X,X,X,X,X,O,O,O,X
JZSTLOI,O,X,X,X,X,X,X,X,X,O,X
JZSTOIL,O,O,X,O,X,X,X,X,X,X,X
