sequence,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeZ/IvhFufBcgBzcBC?eBXjBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeZ/IvhFCbBzcBuiBc?jBXgBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8Jex6IvhFCdBTeBOkBX?gB0iBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeZ/IvhFWgBCdBTeB0?iBXgBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeZ/IvhFCbBWiBTeBX?gB0iBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JeT7IvhFCdB0fBxiBO?kBXjBFqB,v115@3gA8IeA8HeD8BeA8DeH8AeG8JecAJvhFWiBxdBTfBX?jBikBFqB
ZTJOSIL,O,O,O,O,O,X,O
ZTJOSLI,O,O,O,O,O,X,O
ZTSILJO,O,O,O,O,O,X,O
ZTSILOJ,O,O,O,O,O,O,O
ZTSIJLO,O,O,O,O,O,X,O
ZTSIJOL,O,O,O,O,O,X,O
ZTSIOLJ,O,O,O,O,O,O,O
ZTSIOJL,O,O,O,O,O,X,O
ZTSLIJO,O,O,O,O,O,X,O
ZTSLIOJ,O,O,O,O,O,O,O
ZTSLJIO,O,O,O,O,O,X,O
ZTSLJOI,O,O,O,O,O,X,O
ZTSLOIJ,O,O,O,O,O,O,O
ZTSLOJI,O,O,O,O,O,X,O
ZTSJILO,O,O,O,O,O,X,O
ZTSJIOL,O,O,O,O,O,X,O
ZTSJLIO,O,O,O,O,O,X,O
ZTSJLOI,O,O,O,O,O,X,O
ZTSJOIL,O,O,O,O,O,X,O
ZTSJOLI,O,O,O,O,O,X,O
ZTSOILJ,O,O,O,O,O,O,O
ZTSOIJL,O,O,O,O,O,X,O
ZTSOLIJ,O,O,O,O,O,O,O
ZTSOLJI,O,O,O,O,O,X,O
ZTSOJIL,O,O,O,O,O,X,O
ZTSOJLI,O,O,O,O,O,X,O
ZTOILJS,O,O,O,O,X,O,X
ZTOILSJ,O,O,O,O,X,O,X
ZTOIJLS,O,O,O,O,X,O,X
ZTOIJSL,O,O,O,O,O,X,O
ZTOISLJ,O,O,O,O,O,O,O
ZTOISJL,O,O,O,O,O,X,O
ZTOLIJS,O,O,O,O,X,O,X
ZTOLISJ,O,O,O,O,X,O,X
ZTOLJIS,O,O,O,O,X,O,X
ZTOLJSI,O,O,O,O,X,X,O
ZTOLSIJ,O,O,O,O,X,O,O
ZTOLSJI,O,O,O,O,X,X,O
ZTOJILS,O,O,O,O,X,O,X
ZTOJISL,O,O,O,O,O,X,O
ZTOJLIS,O,O,O,O,X,O,X
ZTOJLSI,O,O,O,O,X,X,O
ZTOJSIL,O,O,O,O,O,X,O
ZTOJSLI,O,O,O,O,O,X,O
ZTOSILJ,O,O,O,O,O,O,O
ZTOSIJL,O,O,O,O,O,X,O
ZTOSLIJ,O,O,O,O,O,O,O
ZTOSLJI,O,O,O,O,O,X,O
ZTOSJIL,O,O,O,O,O,X,O
ZTOSJLI,O,O,O,O,O,X,O
ZITLJSO,O,O,O,O,X,X,X
ZITLJOS,O,O,O,O,X,O,X
ZITLSJO,O,O,O,O,X,X,X
ZITLSOJ,O,O,O,O,X,O,X
ZITLOJS,O,O,O,O,X,O,X
ZITLOSJ,O,O,O,O,X,O,X
ZITJLSO,O,O,O,O,X,X,X
ZITJLOS,O,O,O,O,X,O,X
ZITJSLO,O,O,O,O,O,X,O
ZITJSOL,O,O,O,O,O,X,O
ZITJOLS,O,O,O,O,X,O,X
ZITJOSL,O,O,O,O,O,X,O
ZITSLJO,O,O,O,O,O,X,O
ZITSLOJ,O,O,O,O,O,O,O
ZITSJLO,O,O,O,O,O,X,O
ZITSJOL,O,O,O,O,O,X,O
ZITSOLJ,O,O,O,O,O,O,O
ZITSOJL,O,O,O,O,O,X,O
ZITOLJS,O,O,O,O,X,O,X
ZITOLSJ,O,O,O,O,X,O,X
ZITOJLS,O,O,O,O,X,O,X
ZITOJSL,O,O,O,O,O,X,O
ZITOSLJ,O,O,O,O,O,O,O
ZITOSJL,O,O,O,O,O,X,O
ZILTJSO,X,O,O,O,X,X,X
ZILTJOS,X,O,O,O,X,O,X
ZILTSJO,X,O,O,O,X,X,X
ZILTSOJ,X,O,O,O,X,O,X
ZILTOJS,X,O,O,O,X,O,X
ZILTOSJ,X,O,O,O,X,O,X
ZILJTSO,X,O,X,O,X,X,X
ZILJTOS,X,O,O,O,X,X,X
ZILJSTO,O,O,O,X,X,X,X
ZILJSOT,O,O,O,O,X,X,X
ZILJOTS,X,O,O,O,X,X,X
ZILJOST,O,O,O,O,X,X,X
ZILSTJO,O,O,X,O,X,X,X
ZILSTOJ,O,O,O,O,X,X,X
ZILSJTO,O,O,O,X,X,X,X
ZILSJOT,O,O,O,O,X,X,X
ZILSOTJ,O,O,O,O,X,X,X
ZILSOJT,O,O,O,O,X,X,X
ZILOTJS,X,O,O,O,X,O,X
ZILOTSJ,X,O,O,O,X,O,X
ZILOJTS,X,O,O,O,X,X,X
ZILOJST,O,O,O,O,X,X,X
ZILOSTJ,O,O,O,O,X,X,X
ZILOSJT,O,O,O,O,X,X,X
ZIJTLSO,X,O,X,O,X,X,X
ZIJTLOS,X,O,O,O,X,X,X
ZIJTSLO,O,O,X,O,O,X,O
ZIJTSOL,O,O,X,O,O,X,O
ZIJTOLS,X,O,O,O,X,X,X
ZIJTOSL,O,O,X,O,O,X,O
ZIJLTSO,X,O,X,O,X,X,X
ZIJLTOS,X,O,O,O,X,X,X
ZIJLSTO,O,O,O,X,X,X,X
ZIJLSOT,O,O,O,O,X,X,X
ZIJLOTS,X,O,O,O,X,X,X
ZIJLOST,O,O,O,O,X,X,X
ZIJSTLO,O,O,O,X,X,X,O
ZIJSTOL,O,O,O,X,X,X,O
ZIJSLTO,O,O,O,X,X,X,O
ZIJSLOT,O,O,O,O,O,X,X
ZIJSOTL,O,O,O,X,X,X,O
ZIJSOLT,O,O,O,O,O,X,X
ZIJOTLS,X,O,O,O,X,X,X
ZIJOTSL,O,O,X,O,O,X,X
ZIJOLTS,X,O,O,O,X,X,X
ZIJOLST,O,O,O,O,X,X,X
ZIJOSTL,O,O,O,X,X,X,X
ZIJOSLT,O,O,O,O,O,X,X
ZISTLJO,O,O,X,O,X,X,O
ZISTLOJ,O,O,O,O,X,X,O
ZISTJLO,O,O,X,O,X,X,O
ZISTJOL,O,O,X,O,X,X,O
ZISTOLJ,O,O,O,O,X,X,O
ZISTOJL,O,O,X,O,X,X,O
ZISLTJO,O,O,X,O,X,X,O
ZISLTOJ,O,O,O,O,X,X,O
ZISLJTO,O,O,O,X,X,X,O
ZISLJOT,O,O,O,O,O,X,X
ZISLOTJ,O,O,O,O,X,X,X
ZISLOJT,O,O,O,O,O,X,X
ZISJTLO,O,O,O,X,X,X,O
ZISJTOL,O,O,O,X,X,X,O
ZISJLTO,O,O,O,X,X,X,O
ZISJLOT,O,O,O,O,O,X,X
ZISJOTL,O,O,O,X,X,X,O
ZISJOLT,O,O,O,O,O,X,X
ZISOTLJ,O,O,O,O,X,X,O
ZISOTJL,O,O,X,O,X,X,O
ZISOLTJ,O,O,O,O,X,X,X
ZISOLJT,O,O,O,O,O,X,X
ZISOJTL,O,O,O,X,X,X,O
ZISOJLT,O,O,O,O,O,X,X
ZIOTLJS,O,O,O,O,X,O,X
ZIOTLSJ,O,O,O,O,X,O,X
ZIOTJLS,O,O,O,O,X,O,X
ZIOTJSL,O,O,O,O,O,X,X
ZIOTSLJ,O,O,O,O,O,O,X
ZIOTSJL,O,O,O,O,O,X,X
ZIOLTJS,X,O,O,O,X,O,X
ZIOLTSJ,X,O,O,O,X,O,X
ZIOLJTS,X,O,O,O,X,X,X
ZIOLJST,O,O,O,O,X,X,X
ZIOLSTJ,O,O,O,O,X,X,X
ZIOLSJT,O,O,O,O,X,X,X
ZIOJTLS,X,O,O,O,X,X,X
ZIOJTSL,O,O,X,O,O,X,X
ZIOJLTS,X,O,O,O,X,X,X
ZIOJLST,O,O,O,O,X,X,X
ZIOJSTL,O,O,O,X,X,X,X
ZIOJSLT,O,O,O,O,O,X,X
ZIOSTLJ,O,O,O,O,X,X,X
ZIOSTJL,O,O,X,O,X,X,X
ZIOSLTJ,O,O,O,O,X,X,X
ZIOSLJT,O,O,O,O,O,X,X
ZIOSJTL,O,O,O,X,X,X,X
ZIOSJLT,O,O,O,O,O,X,X
ZLTIJSO,O,O,O,O,X,X,X
ZLTIJOS,O,O,O,O,X,O,X
ZLTISJO,O,O,O,O,X,X,X
ZLTISOJ,O,O,O,O,X,O,X
ZLTIOJS,O,O,O,O,X,O,X
ZLTIOSJ,O,O,O,O,X,O,X
ZLTJISO,O,O,O,O,X,X,X
ZLTJIOS,O,O,O,O,X,O,X
ZLTJSIO,O,O,O,O,X,X,O
ZLTJSOI,O,O,O,O,X,X,O
ZLTJOIS,O,O,O,O,X,O,X
ZLTJOSI,O,O,O,O,X,X,O
ZLTSIJO,O,O,O,O,X,X,O
ZLTSIOJ,O,O,O,O,X,O,O
ZLTSJIO,O,O,O,O,X,X,O
ZLTSJOI,O,O,O,O,X,X,O
ZLTSOIJ,O,O,O,O,X,O,O
ZLTSOJI,O,O,O,O,X,X,O
ZLTOIJS,O,O,O,O,X,O,X
ZLTOISJ,O,O,O,O,X,O,X
ZLTOJIS,O,O,O,O,X,O,X
ZLTOJSI,O,O,O,O,X,X,O
ZLTOSIJ,O,O,O,O,X,O,O
ZLTOSJI,O,O,O,O,X,X,O
ZLITJSO,X,O,O,O,X,X,X
ZLITJOS,X,O,O,O,X,O,X
ZLITSJO,X,O,O,O,X,X,X
ZLITSOJ,X,O,O,O,X,O,X
ZLITOJS,X,O,O,O,X,O,X
ZLITOSJ,X,O,O,O,X,O,X
ZLIJTSO,X,O,X,O,X,X,X
ZLIJTOS,X,O,O,O,X,X,X
ZLIJSTO,O,O,O,X,X,X,X
ZLIJSOT,O,O,O,O,X,X,X
ZLIJOTS,X,O,O,O,X,X,X
ZLIJOST,O,O,O,O,X,X,X
ZLISTJO,O,O,X,O,X,X,X
ZLISTOJ,O,O,O,O,X,X,X
ZLISJTO,O,O,O,X,X,X,X
ZLISJOT,O,O,O,O,X,X,X
ZLISOTJ,O,O,O,O,X,X,X
ZLISOJT,O,O,O,O,X,X,X
ZLIOTJS,X,O,O,O,X,O,X
ZLIOTSJ,X,O,O,O,X,O,X
ZLIOJTS,X,O,O,O,X,X,X
ZLIOJST,O,O,O,O,X,X,X
ZLIOSTJ,O,O,O,O,X,X,X
ZLIOSJT,O,O,O,O,X,X,X
ZLJTISO,X,O,O,O,X,X,X
ZLJTIOS,X,O,O,O,X,X,X
ZLJTSIO,X,O,O,O,X,X,O
ZLJTSOI,X,O,O,O,X,X,O
ZLJTOIS,X,O,O,O,X,X,X
ZLJTOSI,X,O,O,O,X,X,O
ZLJITSO,X,O,X,O,X,X,X
ZLJITOS,X,O,O,O,X,X,X
ZLJISTO,O,O,O,X,X,X,X
ZLJISOT,O,O,O,O,X,X,X
ZLJIOTS,X,O,O,O,X,X,X
ZLJIOST,O,O,O,O,X,X,X
ZLJSTIO,O,O,O,X,X,X,O
ZLJSTOI,O,O,O,X,X,X,O
ZLJSITO,O,O,O,X,X,X,O
ZLJSIOT,O,O,O,O,X,X,X
ZLJSOTI,O,O,O,X,X,X,X
ZLJSOIT,O,O,O,O,X,X,X
ZLJOTIS,X,O,O,O,X,X,X
ZLJOTSI,X,O,O,O,X,X,X
ZLJOITS,X,O,O,O,X,X,X
ZLJOIST,O,O,O,O,X,X,X
ZLJOSTI,O,O,O,X,X,X,X
ZLJOSIT,O,O,O,O,X,X,X
ZLSTIJO,O,O,O,O,X,X,O
ZLSTIOJ,O,O,O,O,X,X,O
ZLSTJIO,O,O,O,O,X,X,O
ZLSTJOI,O,O,O,O,X,X,O
ZLSTOIJ,O,O,O,O,X,X,O
ZLSTOJI,O,O,O,O,X,X,O
ZLSITJO,O,O,X,O,X,X,O
ZLSITOJ,O,O,O,O,X,X,O
ZLSIJTO,O,O,O,X,X,X,O
ZLSIJOT,O,O,O,O,X,X,X
ZLSIOTJ,O,O,O,O,X,X,X
ZLSIOJT,O,O,O,O,X,X,X
ZLSJTIO,O,O,O,X,X,X,O
ZLSJTOI,O,O,O,X,X,X,O
ZLSJITO,O,O,O,X,X,X,O
ZLSJIOT,O,O,O,O,X,X,X
ZLSJOTI,O,O,O,X,X,X,X
ZLSJOIT,O,O,O,O,X,X,X
ZLSOTIJ,O,O,O,O,X,X,X
ZLSOTJI,O,O,O,O,X,X,X
ZLSOITJ,O,O,O,O,X,X,X
ZLSOIJT,O,O,O,O,X,X,X
ZLSOJTI,O,O,O,X,X,X,X
ZLSOJIT,O,O,O,O,X,X,X
ZLOTIJS,O,O,O,O,X,O,X
ZLOTISJ,O,O,O,O,X,O,X
ZLOTJIS,O,O,O,O,X,O,X
ZLOTJSI,O,O,O,O,X,X,X
ZLOTSIJ,O,O,O,O,X,O,X
ZLOTSJI,O,O,O,O,X,X,X
ZLOITJS,X,O,O,O,X,O,X
ZLOITSJ,X,O,O,O,X,O,X
ZLOIJTS,X,O,O,O,X,X,X
ZLOIJST,O,O,O,O,X,X,X
ZLOISTJ,O,O,O,O,X,X,X
ZLOISJT,O,O,O,O,X,X,X
ZLOJTIS,X,O,O,O,X,X,X
ZLOJTSI,X,O,O,O,X,X,X
ZLOJITS,X,O,O,O,X,X,X
ZLOJIST,O,O,O,O,X,X,X
ZLOJSTI,O,O,O,X,X,X,X
ZLOJSIT,O,O,O,O,X,X,X
ZLOSTIJ,O,O,O,O,X,X,X
ZLOSTJI,O,O,O,O,X,X,X
ZLOSITJ,O,O,O,O,X,X,X
ZLOSIJT,O,O,O,O,X,X,X
ZLOSJTI,O,O,O,X,X,X,X
ZLOSJIT,O,O,O,O,X,X,X
ZJTILSO,O,O,O,O,X,X,X
ZJTILOS,O,O,O,O,X,X,X
ZJTISLO,O,O,O,O,O,X,O
ZJTISOL,O,O,O,O,O,X,O
ZJTIOLS,O,O,O,O,X,X,X
ZJTIOSL,O,O,O,O,O,X,O
ZJTLISO,O,O,O,O,X,X,X
ZJTLIOS,O,O,O,O,X,X,X
ZJTLSIO,O,O,O,O,X,X,O
ZJTLSOI,O,O,O,O,X,X,O
ZJTLOIS,O,O,O,O,X,X,X
ZJTLOSI,O,O,O,O,X,X,O
ZJTSILO,O,O,O,O,O,X,O
ZJTSIOL,O,O,O,O,O,X,O
ZJTSLIO,O,O,O,O,O,X,O
ZJTSLOI,O,O,O,O,O,X,O
ZJTSOIL,O,O,O,O,O,X,O
ZJTSOLI,O,O,O,O,O,X,O
ZJTOILS,O,O,O,O,X,X,X
ZJTOISL,O,O,O,O,O,X,O
ZJTOLIS,O,O,O,O,X,X,X
ZJTOLSI,O,O,O,O,X,X,O
ZJTOSIL,O,O,O,O,O,X,O
ZJTOSLI,O,O,O,O,O,X,O
ZJITLSO,X,O,X,O,X,X,X
ZJITLOS,X,O,O,O,X,X,X
ZJITSLO,O,O,X,O,O,X,O
ZJITSOL,O,O,X,O,O,X,O
ZJITOLS,X,O,O,O,X,X,X
ZJITOSL,O,O,X,O,O,X,O
ZJILTSO,X,O,X,O,X,X,X
ZJILTOS,X,O,O,O,X,X,X
ZJILSTO,O,O,O,X,X,X,X
ZJILSOT,O,O,O,O,X,X,X
ZJILOTS,X,O,O,O,X,X,X
ZJILOST,O,O,O,O,X,X,X
ZJISTLO,O,O,O,X,X,X,O
ZJISTOL,O,O,O,X,X,X,O
ZJISLTO,O,O,O,X,X,X,O
ZJISLOT,O,O,O,O,O,X,X
ZJISOTL,O,O,O,X,X,X,O
ZJISOLT,O,O,O,O,O,X,X
ZJIOTLS,X,O,O,O,X,X,X
ZJIOTSL,O,O,X,O,O,X,X
ZJIOLTS,X,O,O,O,X,X,X
ZJIOLST,O,O,O,O,X,X,X
ZJIOSTL,O,O,O,X,X,X,X
ZJIOSLT,O,O,O,O,O,X,X
ZJLTISO,X,O,O,O,X,X,X
ZJLTIOS,X,O,O,O,X,X,X
ZJLTSIO,X,O,O,O,X,X,O
ZJLTSOI,X,O,O,O,X,X,O
ZJLTOIS,X,O,O,O,X,X,X
ZJLTOSI,X,O,O,O,X,X,O
ZJLITSO,X,O,X,O,X,X,X
ZJLITOS,X,O,O,O,X,X,X
ZJLISTO,O,O,O,X,X,X,X
ZJLISOT,O,O,O,O,X,X,X
ZJLIOTS,X,O,O,O,X,X,X
ZJLIOST,O,O,O,O,X,X,X
ZJLSTIO,O,O,O,X,X,X,O
ZJLSTOI,O,O,O,X,X,X,O
ZJLSITO,O,O,O,X,X,X,O
ZJLSIOT,O,O,O,O,X,X,X
ZJLSOTI,O,O,O,X,X,X,X
ZJLSOIT,O,O,O,O,X,X,X
ZJLOTIS,X,O,O,O,X,X,X
ZJLOTSI,X,O,O,O,X,X,X
ZJLOITS,X,O,O,O,X,X,X
ZJLOIST,O,O,O,O,X,X,X
ZJLOSTI,O,O,O,X,X,X,X
ZJLOSIT,O,O,O,O,X,X,X
ZJSTILO,O,O,O,X,X,X,O
ZJSTIOL,O,O,O,X,X,X,O
ZJSTLIO,O,O,O,X,X,X,O
ZJSTLOI,O,O,O,X,X,X,O
ZJSTOIL,O,O,O,X,X,X,O
ZJSTOLI,O,O,O,X,X,X,O
ZJSITLO,O,O,O,X,X,X,O
ZJSITOL,O,O,O,X,X,X,O
ZJSILTO,O,O,O,X,X,X,O
ZJSILOT,O,O,O,O,O,X,X
ZJSIOTL,O,O,O,X,X,X,O
ZJSIOLT,O,O,O,O,O,X,X
ZJSLTIO,O,O,O,X,X,X,O
ZJSLTOI,O,O,O,X,X,X,O
ZJSLITO,O,O,O,X,X,X,O
ZJSLIOT,O,O,O,O,O,X,X
ZJSLOTI,O,O,O,X,X,X,X
ZJSLOIT,O,O,O,O,O,X,X
ZJSOTIL,O,O,O,X,X,X,O
ZJSOTLI,O,O,O,X,X,X,O
ZJSOITL,O,O,O,X,X,X,O
ZJSOILT,O,O,O,O,O,X,X
ZJSOLTI,O,O,O,X,X,X,X
ZJSOLIT,O,O,O,O,O,X,X
ZJOTILS,O,O,O,O,X,X,X
ZJOTISL,O,O,O,O,O,X,O
ZJOTLIS,O,O,O,O,X,X,X
ZJOTLSI,O,O,O,O,X,X,O
ZJOTSIL,O,O,O,O,O,X,O
ZJOTSLI,O,O,O,O,O,X,O
ZJOITLS,X,O,O,O,X,X,X
ZJOITSL,O,O,X,O,O,X,X
ZJOILTS,X,O,O,O,X,X,X
ZJOILST,O,O,O,O,X,X,X
ZJOISTL,O,O,O,X,X,X,X
ZJOISLT,O,O,O,O,O,X,X
ZJOLTIS,X,O,O,O,X,X,X
ZJOLTSI,X,O,O,O,X,X,X
ZJOLITS,X,O,O,O,X,X,X
ZJOLIST,O,O,O,O,X,X,X
ZJOLSTI,O,O,O,X,X,X,X
ZJOLSIT,O,O,O,O,X,X,X
ZJOSTIL,O,O,O,X,X,X,O
ZJOSTLI,O,O,O,X,X,X,O
ZJOSITL,O,O,O,X,X,X,O
ZJOSILT,O,O,O,O,O,X,X
ZJOSLTI,O,O,O,X,X,X,X
ZJOSLIT,O,O,O,O,O,X,X
ZSTILJO,O,O,O,O,X,X,O
ZSTILOJ,O,O,O,O,X,X,O
ZSTIJLO,O,O,O,O,X,X,O
ZSTIJOL,O,O,O,O,X,X,O
ZSTIOLJ,O,O,O,O,X,X,O
ZSTIOJL,O,O,O,O,X,X,O
ZSTLIJO,O,O,O,O,X,X,O
ZSTLIOJ,O,O,O,O,X,X,O
ZSTLJIO,O,O,O,O,X,X,O
ZSTLJOI,O,O,O,O,X,X,O
ZSTLOIJ,O,O,O,O,X,X,O
ZSTLOJI,O,O,O,O,X,X,O
ZSTJILO,O,O,O,O,X,X,O
ZSTJIOL,O,O,O,O,X,X,O
ZSTJLIO,O,O,O,O,X,X,O
ZSTJLOI,O,O,O,O,X,X,O
ZSTJOIL,O,O,O,O,X,X,O
ZSTJOLI,O,O,O,O,X,X,O
ZSTOILJ,O,O,O,O,X,X,O
ZSTOIJL,O,O,O,O,X,X,O
ZSTOLIJ,O,O,O,O,X,X,O
ZSTOLJI,O,O,O,O,X,X,O
ZSTOJIL,O,O,O,O,X,X,O
ZSTOJLI,O,O,O,O,X,X,O
ZSITLJO,O,O,X,O,X,X,O
ZSITLOJ,O,O,O,O,X,X,O
ZSITJLO,O,O,X,O,X,X,O
ZSITJOL,O,O,X,O,X,X,O
ZSITOLJ,O,O,O,O,X,X,O
ZSITOJL,O,O,X,O,X,X,O
ZSILTJO,O,O,X,O,X,X,O
ZSILTOJ,O,O,O,O,X,X,O
ZSILJTO,O,O,O,X,X,X,O
ZSILJOT,O,O,O,O,O,X,X
ZSILOTJ,O,O,O,O,X,X,X
ZSILOJT,O,O,O,O,O,X,X
ZSIJTLO,O,O,O,X,X,X,O
ZSIJTOL,O,O,O,X,X,X,O
ZSIJLTO,O,O,O,X,X,X,O
ZSIJLOT,O,O,O,O,O,X,X
ZSIJOTL,O,O,O,X,X,X,O
ZSIJOLT,O,O,O,O,O,X,X
ZSIOTLJ,O,O,O,O,X,X,O
ZSIOTJL,O,O,X,O,X,X,O
ZSIOLTJ,O,O,O,O,X,X,X
ZSIOLJT,O,O,O,O,O,X,X
ZSIOJTL,O,O,O,X,X,X,O
ZSIOJLT,O,O,O,O,O,X,X
ZSLTIJO,O,O,O,O,X,X,O
ZSLTIOJ,O,O,O,O,X,X,O
ZSLTJIO,O,O,O,O,X,X,O
ZSLTJOI,O,O,O,O,X,X,O
ZSLTOIJ,O,O,O,O,X,X,O
ZSLTOJI,O,O,O,O,X,X,O
ZSLITJO,O,O,X,O,X,X,O
ZSLITOJ,O,O,O,O,X,X,O
ZSLIJTO,O,O,O,X,X,X,O
ZSLIJOT,O,O,O,O,O,X,X
ZSLIOTJ,O,O,O,O,X,X,X
ZSLIOJT,O,O,O,O,O,X,X
ZSLJTIO,O,O,O,X,X,X,O
ZSLJTOI,O,O,O,X,X,X,O
ZSLJITO,O,O,O,X,X,X,O
ZSLJIOT,O,O,O,O,O,X,X
ZSLJOTI,O,O,O,X,X,X,X
ZSLJOIT,O,O,O,O,O,X,X
ZSLOTIJ,O,O,O,O,X,X,X
ZSLOTJI,O,O,O,O,X,X,X
ZSLOITJ,O,O,O,O,X,X,X
ZSLOIJT,O,O,O,O,O,X,X
ZSLOJTI,O,O,O,X,X,X,X
ZSLOJIT,O,O,O,O,O,X,X
ZSJTILO,O,O,O,X,X,X,O
ZSJTIOL,O,O,O,X,X,X,O
ZSJTLIO,O,O,O,X,X,X,O
ZSJTLOI,O,O,O,X,X,X,O
ZSJTOIL,O,O,O,X,X,X,O
ZSJTOLI,O,O,O,X,X,X,O
ZSJITLO,O,O,O,X,X,X,O
ZSJITOL,O,O,O,X,X,X,O
ZSJILTO,O,O,O,X,X,X,O
ZSJILOT,O,O,O,O,O,X,X
ZSJIOTL,O,O,O,X,X,X,O
ZSJIOLT,O,O,O,O,O,X,X
ZSJLTIO,O,O,O,X,X,X,O
ZSJLTOI,O,O,O,X,X,X,O
ZSJLITO,O,O,O,X,X,X,O
ZSJLIOT,O,O,O,O,O,X,X
ZSJLOTI,O,O,O,X,X,X,X
ZSJLOIT,O,O,O,O,O,X,X
ZSJOTIL,O,O,O,X,X,X,O
ZSJOTLI,O,O,O,X,X,X,O
ZSJOITL,O,O,O,X,X,X,O
ZSJOILT,O,O,O,O,O,X,X
ZSJOLTI,O,O,O,X,X,X,X
ZSJOLIT,O,O,O,O,O,X,X
ZSOTILJ,O,O,O,O,X,X,O
ZSOTIJL,O,O,O,O,X,X,O
ZSOTLIJ,O,O,O,O,X,X,O
ZSOTLJI,O,O,O,O,X,X,O
ZSOTJIL,O,O,O,O,X,X,O
ZSOTJLI,O,O,O,O,X,X,O
ZSOITLJ,O,O,O,O,X,X,O
ZSOITJL,O,O,X,O,X,X,O
ZSOILTJ,O,O,O,O,X,X,X
ZSOILJT,O,O,O,O,O,X,X
ZSOIJTL,O,O,O,X,X,X,O
ZSOIJLT,O,O,O,O,O,X,X
ZSOLTIJ,O,O,O,O,X,X,X
ZSOLTJI,O,O,O,O,X,X,X
ZSOLITJ,O,O,O,O,X,X,X
ZSOLIJT,O,O,O,O,O,X,X
ZSOLJTI,O,O,O,X,X,X,X
ZSOLJIT,O,O,O,O,O,X,X
ZSOJTIL,O,O,O,X,X,X,O
ZSOJTLI,O,O,O,X,X,X,O
ZSOJITL,O,O,O,X,X,X,O
ZSOJILT,O,O,O,O,O,X,X
ZSOJLTI,O,O,O,X,X,X,X
ZSOJLIT,O,O,O,O,O,X,X
ZOTILJS,O,O,O,O,X,O,X
ZOTILSJ,O,O,O,O,X,O,X
ZOTIJLS,O,O,O,O,X,O,X
ZOTIJSL,O,O,O,O,O,X,O
ZOTISLJ,O,O,O,O,O,O,O
ZOTISJL,O,O,O,O,O,X,O
ZOTLIJS,O,O,O,O,X,O,X
ZOTLISJ,O,O,O,O,X,O,X
ZOTLJIS,O,O,O,O,X,O,X
ZOTLJSI,O,O,O,O,X,X,O
ZOTLSIJ,O,O,O,O,X,O,O
ZOTLSJI,O,O,O,O,X,X,O
ZOTJILS,O,O,O,O,X,O,X
ZOTJISL,O,O,O,O,O,X,O
ZOTJLIS,O,O,O,O,X,O,X
ZOTJLSI,O,O,O,O,X,X,O
ZOTJSIL,O,O,O,O,O,X,O
ZOTJSLI,O,O,O,O,O,X,O
ZOTSILJ,O,O,O,O,O,O,O
ZOTSIJL,O,O,O,O,O,X,O
ZOTSLIJ,O,O,O,O,O,O,O
ZOTSLJI,O,O,O,O,O,X,O
ZOTSJIL,O,O,O,O,O,X,O
ZOTSJLI,O,O,O,O,O,X,O
ZOITLJS,O,O,O,O,X,O,X
ZOITLSJ,O,O,O,O,X,O,X
ZOITJLS,O,O,O,O,X,O,X
ZOITJSL,O,O,O,O,O,X,X
ZOITSLJ,O,O,O,O,O,O,X
ZOITSJL,O,O,O,O,O,X,X
ZOILTJS,X,O,O,O,X,O,X
ZOILTSJ,X,O,O,O,X,O,X
ZOILJTS,X,O,O,O,X,X,X
ZOILJST,O,O,O,O,X,X,X
ZOILSTJ,O,O,O,O,X,X,X
ZOILSJT,O,O,O,O,X,X,X
ZOIJTLS,X,O,O,O,X,X,X
ZOIJTSL,O,O,X,O,O,X,X
ZOIJLTS,X,O,O,O,X,X,X
ZOIJLST,O,O,O,O,X,X,X
ZOIJSTL,O,O,O,X,X,X,X
ZOIJSLT,O,O,O,O,O,X,X
ZOISTLJ,O,O,O,O,X,X,X
ZOISTJL,O,O,X,O,X,X,X
ZOISLTJ,O,O,O,O,X,X,X
ZOISLJT,O,O,O,O,O,X,X
ZOISJTL,O,O,O,X,X,X,X
ZOISJLT,O,O,O,O,O,X,X
ZOLTIJS,O,O,O,O,X,O,X
ZOLTISJ,O,O,O,O,X,O,X
ZOLTJIS,O,O,O,O,X,O,X
ZOLTJSI,O,O,O,O,X,X,X
ZOLTSIJ,O,O,O,O,X,O,X
ZOLTSJI,O,O,O,O,X,X,X
ZOLITJS,X,O,O,O,X,O,X
ZOLITSJ,X,O,O,O,X,O,X
ZOLIJTS,X,O,O,O,X,X,X
ZOLIJST,O,O,O,O,X,X,X
ZOLISTJ,O,O,O,O,X,X,X
ZOLISJT,O,O,O,O,X,X,X
ZOLJTIS,X,O,O,O,X,X,X
ZOLJTSI,X,O,O,O,X,X,X
ZOLJITS,X,O,O,O,X,X,X
ZOLJIST,O,O,O,O,X,X,X
ZOLJSTI,O,O,O,X,X,X,X
ZOLJSIT,O,O,O,O,X,X,X
ZOLSTIJ,O,O,O,O,X,X,X
ZOLSTJI,O,O,O,O,X,X,X
