sequence,v115@vhG8/IZkBasBGoBzpBXrBzsB,v115@vhGfDJ5oBikBuqBzpB0rBzsB,v115@vhGc/I5oB6rBTnBetBTpB3qB,v115@vhG/DJZkBqpBTlBOrBUsBTtB,v115@vhGT/IihBcqB3mB+tBTpBRwB,v115@vhGGBJTjBKpBUmB/sBTtBRwB,v115@vhGT/IXhB8mB+tBTpBiqBRwB,v115@vhGfGJ0hBTjBKpBGsBTtBRwB,v115@vhGz/IihBcqB3mB+tBTpBRwB,v115@vhGGBJziBKpBUmB/sBTtBRwB,v115@vhGz/IXhB8mB+tBTpBiqBRwB,v115@vhGfGJ0hBziBKpBGsBTtBRwB,v115@vhGSDJxkB/rB8sB+tBTpBTqB,v115@vhG2/IKpBfqBcrBxnBTsBTtB
JSTLIZO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JSTLIOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X
JSTLZIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JSTLZOI,X,X,O,O,X,X,X,X,X,X,X,X,O,X
JSTLOIZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X
JSTLOZI,O,X,O,O,X,X,X,X,X,X,X,X,O,X
JSTZILO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JSTZIOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JSTZLIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JSTZLOI,X,X,O,O,X,X,X,X,X,X,X,X,O,X
JSTZOIL,X,O,O,X,X,X,X,X,X,X,X,X,O,X
JSTZOLI,X,O,O,X,X,X,X,X,X,X,X,X,O,X
JSTOILZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JSTOIZL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JSTOLIZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JSTOLZI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JSTOZIL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JSTOZLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JSITLZO,X,X,O,O,O,X,X,O,O,X,X,O,X,X
JSITLOZ,O,X,O,O,O,X,X,O,X,X,X,O,X,X
JSITZLO,X,X,O,O,O,X,X,O,O,X,X,O,X,X
JSITZOL,X,O,O,X,O,X,X,O,O,X,X,O,X,X
JSITOLZ,O,O,O,X,O,X,X,O,X,X,X,O,X,X
JSITOZL,O,O,O,X,O,X,X,O,X,X,X,O,X,X
JSILTZO,X,X,O,O,O,X,O,O,O,X,O,O,X,X
JSILTOZ,O,X,O,O,O,X,O,O,X,X,O,O,X,X
JSILZTO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
JSILZOT,O,O,O,O,O,O,O,O,O,O,O,O,O,X
JSILOTZ,O,O,O,O,O,X,O,O,X,X,O,O,O,X
JSILOZT,O,O,O,O,O,O,O,O,O,O,O,O,O,X
JSIZTLO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
JSIZTOL,X,O,O,X,O,O,X,O,O,O,X,O,X,X
JSIZLTO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
JSIZLOT,O,O,O,O,O,O,O,O,O,O,O,O,O,X
JSIZOTL,O,O,O,X,O,O,X,O,O,O,X,O,O,X
JSIZOLT,O,O,O,O,O,O,O,O,O,O,O,O,O,X
JSIOTLZ,O,O,O,X,O,X,X,O,X,X,X,O,O,X
JSIOTZL,O,O,O,X,O,X,X,O,X,X,X,O,O,X
JSIOLTZ,O,O,O,O,O,X,O,O,X,X,O,O,O,X
JSIOLZT,O,O,O,O,O,O,O,O,O,O,O,O,O,X
JSIOZTL,O,O,O,X,O,O,X,O,O,O,X,O,O,X
JSIOZLT,O,O,O,O,O,O,O,O,O,O,O,O,O,X
JSLTIZO,X,X,O,O,X,X,O,X,X,X,O,X,X,X
JSLTIOZ,O,X,O,O,X,X,O,X,X,X,O,X,X,X
JSLTZIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JSLTZOI,X,X,O,O,X,X,X,X,X,X,X,X,O,X
JSLTOIZ,O,X,O,O,X,X,O,X,X,X,O,X,O,X
JSLTOZI,O,X,O,O,X,X,X,X,X,X,X,X,O,X
JSLITZO,X,X,O,O,X,X,O,O,X,X,O,O,X,X
JSLITOZ,O,X,O,O,X,X,O,O,X,X,O,O,X,X
JSLIZTO,X,X,O,O,X,O,O,O,X,O,O,O,X,X
JSLIZOT,O,O,O,O,X,O,O,O,X,O,O,O,O,X
JSLIOTZ,O,O,O,O,X,X,O,O,X,X,O,O,O,X
JSLIOZT,O,O,O,O,X,O,O,O,X,O,O,O,O,X
JSLZTIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JSLZTOI,X,X,O,O,X,X,X,X,X,X,X,X,O,X
JSLZITO,X,X,O,O,X,X,O,O,X,X,O,O,X,X
JSLZIOT,O,O,O,O,X,X,O,O,X,X,O,O,O,X
JSLZOTI,O,O,O,O,X,X,X,X,X,X,X,X,O,X
JSLZOIT,O,O,O,O,X,X,O,O,X,X,O,O,O,X
JSLOTIZ,O,O,O,O,X,X,O,X,X,X,O,X,O,X
JSLOTZI,O,O,O,O,X,X,X,X,X,X,X,X,O,X
JSLOITZ,O,O,O,O,X,X,O,O,X,X,O,O,O,X
JSLOIZT,O,O,O,O,X,O,O,O,X,O,O,O,O,X
JSLOZTI,O,O,O,O,X,X,X,X,X,X,X,X,O,X
JSLOZIT,O,O,O,O,X,X,O,O,X,X,O,O,O,X
JSZTILO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JSZTIOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JSZTLIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JSZTLOI,X,X,O,O,X,X,X,X,X,X,X,X,O,X
JSZTOIL,X,O,O,X,X,X,X,X,X,X,X,X,O,X
JSZTOLI,X,O,O,X,X,X,X,X,X,X,X,X,O,X
JSZITLO,X,X,O,O,O,X,X,O,O,X,X,O,X,X
JSZITOL,X,O,O,X,O,X,X,O,O,X,X,O,X,X
JSZILTO,X,X,O,O,O,X,X,O,O,X,X,O,X,X
JSZILOT,O,O,O,O,O,X,X,O,O,X,X,O,O,X
JSZIOTL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
JSZIOLT,O,O,O,O,O,X,X,O,O,X,X,O,O,X
JSZLTIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JSZLTOI,X,X,O,O,X,X,X,X,X,X,X,X,O,X
JSZLITO,X,X,O,O,X,X,X,O,X,X,X,O,X,X
JSZLIOT,O,O,O,O,X,X,X,O,X,X,X,O,O,X
JSZLOTI,O,O,O,O,X,X,X,X,X,X,X,X,O,X
JSZLOIT,O,O,O,O,X,X,X,O,X,X,X,O,O,X
JSZOTIL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JSZOTLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JSZOITL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
JSZOILT,O,O,O,O,O,X,X,O,O,X,X,O,O,X
JSZOLTI,O,O,O,O,X,X,X,X,X,X,X,X,O,X
JSZOLIT,O,O,O,O,X,X,X,O,X,X,X,O,O,X
JSOTILZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JSOTIZL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JSOTLIZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JSOTLZI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JSOTZIL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JSOTZLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JSOITLZ,O,O,O,X,O,X,X,O,X,X,X,O,O,X
JSOITZL,O,O,O,X,O,X,X,O,X,X,X,O,O,X
JSOILTZ,O,O,O,O,O,X,O,O,X,X,O,O,O,X
JSOILZT,O,O,O,O,O,O,O,O,X,O,O,O,O,X
JSOIZTL,O,O,O,X,O,O,X,O,X,O,X,O,O,X
JSOIZLT,O,O,O,O,O,O,O,O,X,O,O,O,O,X
JSOLTIZ,O,O,O,O,X,X,O,X,X,X,O,X,O,X
JSOLTZI,O,O,O,O,X,X,X,X,X,X,X,X,O,X
JSOLITZ,O,O,O,O,X,X,O,O,X,X,O,O,O,X
JSOLIZT,O,O,O,O,X,O,O,O,X,O,O,O,O,X
JSOLZTI,O,O,O,O,X,X,X,X,X,X,X,X,O,X
JSOLZIT,O,O,O,O,X,X,O,O,X,X,O,O,O,X
JSOZTIL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JSOZTLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JSOZITL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
JSOZILT,O,O,O,O,O,X,X,O,O,X,X,O,O,X
JSOZLTI,O,O,O,O,X,X,X,X,X,X,X,X,O,X
JSOZLIT,O,O,O,O,X,X,X,O,X,X,X,O,O,X
JZTILSO,X,X,O,O,X,X,X,O,X,X,X,O,X,X
JZTILOS,X,O,O,O,X,X,X,O,X,X,X,O,O,X
JZTISLO,X,X,O,O,O,X,X,O,O,X,X,O,X,X
JZTISOL,X,O,O,X,O,X,X,O,O,X,X,O,X,X
JZTIOLS,X,O,O,X,X,X,X,O,X,X,X,O,O,X
JZTIOSL,X,O,O,X,O,X,X,O,O,X,X,O,O,X
JZTLISO,X,X,O,O,X,X,X,O,X,X,X,O,X,X
JZTLIOS,X,O,O,O,X,X,X,O,X,X,X,O,O,X
JZTLSIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZTLSOI,X,X,O,O,X,X,X,X,X,X,X,X,O,X
JZTLOIS,X,O,O,O,X,X,X,O,X,X,X,O,O,X
JZTLOSI,X,O,O,O,X,X,X,X,X,X,X,X,O,X
JZTSILO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZTSIOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZTSLIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZTSLOI,X,X,O,O,X,X,X,X,X,X,X,X,O,X
JZTSOIL,X,O,O,X,X,X,X,X,X,X,X,X,O,X
JZTSOLI,X,O,O,X,X,X,X,X,X,X,X,X,O,X
JZTOILS,X,O,O,X,X,X,X,O,X,X,X,O,O,X
JZTOISL,X,O,O,X,O,X,X,O,O,X,X,O,O,X
JZTOLIS,X,O,O,X,X,X,X,O,X,X,X,O,O,X
JZTOLSI,X,O,O,X,X,X,X,X,X,X,X,X,O,X
JZTOSIL,X,O,O,X,X,X,X,X,X,X,X,X,O,X
JZTOSLI,X,O,O,X,X,X,X,X,X,X,X,X,O,X
JZITLSO,X,X,O,O,X,X,O,O,X,X,O,O,X,X
JZITLOS,X,O,O,O,X,X,O,O,X,X,O,O,O,X
JZITSLO,X,X,O,O,O,X,O,O,O,X,O,O,X,X
JZITSOL,X,O,O,X,O,X,X,O,O,X,X,O,X,X
JZITOLS,X,O,O,X,X,X,O,O,X,X,O,O,O,X
JZITOSL,X,O,O,X,O,X,X,O,O,X,X,O,O,X
JZILTSO,X,X,O,O,X,X,O,O,X,X,O,O,X,X
JZILTOS,X,O,O,O,X,X,O,O,X,X,O,O,O,X
JZILSTO,X,X,O,O,O,X,O,O,O,X,O,O,X,X
JZILSOT,O,O,O,O,O,X,O,O,O,X,O,O,O,X
JZILOTS,O,O,O,O,X,X,O,O,X,X,O,O,O,X
JZILOST,O,O,O,O,O,X,O,O,O,X,O,O,O,X
JZISTLO,X,X,O,O,O,X,O,O,O,X,O,O,X,X
JZISTOL,X,O,O,X,O,X,X,O,O,X,X,O,X,X
JZISLTO,X,X,O,O,O,X,O,O,O,X,O,O,X,X
JZISLOT,O,O,O,O,O,X,O,O,O,X,O,O,O,X
JZISOTL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
JZISOLT,O,O,O,O,O,X,O,O,O,X,O,O,O,X
JZIOTLS,O,O,O,X,X,X,O,O,X,X,O,O,O,X
JZIOTSL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
JZIOLTS,O,O,O,O,X,X,O,O,X,X,O,O,O,X
JZIOLST,O,O,O,O,O,X,O,O,O,X,O,O,O,X
JZIOSTL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
JZIOSLT,O,O,O,O,O,X,O,O,O,X,O,O,O,X
JZLTISO,X,X,O,O,X,X,X,O,X,X,X,O,X,X
JZLTIOS,X,O,O,O,X,X,X,O,X,X,X,O,O,X
JZLTSIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZLTSOI,X,X,O,O,X,X,X,X,X,X,X,X,O,O
JZLTOIS,X,O,O,O,X,X,X,O,X,X,X,O,O,O
JZLTOSI,X,O,O,O,X,X,X,X,X,X,X,X,O,O
JZLITSO,X,X,O,O,X,X,O,O,X,X,O,O,X,X
JZLITOS,X,O,O,O,X,X,O,O,X,X,O,O,O,X
JZLISTO,X,X,O,O,O,X,O,O,O,X,O,O,X,X
JZLISOT,O,O,O,O,O,X,O,O,O,X,O,O,O,O
JZLIOTS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
JZLIOST,O,O,O,O,O,X,O,O,O,X,O,O,O,O
JZLSTIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZLSTOI,X,X,O,O,X,X,X,X,X,X,X,X,O,O
JZLSITO,X,X,O,O,X,X,O,O,X,X,O,O,X,X
JZLSIOT,O,O,O,O,X,X,O,O,X,X,O,O,O,O
JZLSOTI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
JZLSOIT,O,O,O,O,X,X,O,O,X,X,O,O,O,O
JZLOTIS,O,O,O,O,X,X,X,O,X,X,X,O,O,O
JZLOTSI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
JZLOITS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
JZLOIST,O,O,O,O,O,X,O,O,O,X,O,O,O,O
JZLOSTI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
JZLOSIT,O,O,O,O,X,X,O,O,X,X,O,O,O,O
JZSTILO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZSTIOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JZSTLIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZSTLOI,X,X,O,O,X,X,X,X,X,X,X,X,O,X
JZSTOIL,X,O,O,X,X,X,X,X,X,X,X,X,O,X
JZSTOLI,X,O,O,X,X,X,X,X,X,X,X,X,O,X
JZSITLO,X,X,O,O,O,X,X,O,O,X,X,O,X,X
JZSITOL,X,O,O,X,O,X,X,O,O,X,X,O,X,X
JZSILTO,X,X,O,O,O,X,X,O,O,X,X,O,X,X
JZSILOT,O,O,O,O,O,X,X,O,O,X,X,O,O,X
JZSIOTL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
JZSIOLT,O,O,O,O,O,X,X,O,O,X,X,O,O,X
JZSLTIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JZSLTOI,X,X,O,O,X,X,X,X,X,X,X,X,O,X
JZSLITO,X,X,O,O,X,X,X,O,X,X,X,O,X,X
JZSLIOT,O,O,O,O,X,X,X,O,X,X,X,O,O,X
JZSLOTI,O,O,O,O,X,X,X,X,X,X,X,X,O,X
JZSLOIT,O,O,O,O,X,X,X,O,X,X,X,O,O,X
JZSOTIL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JZSOTLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JZSOITL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
JZSOILT,O,O,O,O,O,X,X,O,O,X,X,O,O,X
JZSOLTI,O,O,O,O,X,X,X,X,X,X,X,X,O,X
JZSOLIT,O,O,O,O,X,X,X,O,X,X,X,O,O,X
JZOTILS,O,O,O,X,X,X,X,O,X,X,X,O,O,X
JZOTISL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
JZOTLIS,O,O,O,X,X,X,X,O,X,X,X,O,O,X
JZOTLSI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JZOTSIL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JZOTSLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JZOITLS,O,O,O,X,X,X,O,O,X,X,O,O,O,X
JZOITSL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
JZOILTS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
JZOILST,O,O,O,O,O,X,O,O,O,X,O,O,O,O
JZOISTL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
JZOISLT,O,O,O,O,O,X,O,O,O,X,O,O,O,X
JZOLTIS,O,O,O,O,X,X,X,O,X,X,X,O,O,O
JZOLTSI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
JZOLITS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
JZOLIST,O,O,O,O,O,X,O,O,O,X,O,O,O,O
JZOLSTI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
JZOLSIT,O,O,O,O,X,X,O,O,X,X,O,O,O,O
JZOSTIL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JZOSTLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JZOSITL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
JZOSILT,O,O,O,O,O,X,X,O,O,X,X,O,O,X
JZOSLTI,O,O,O,O,X,X,X,X,X,X,X,X,O,X
JZOSLIT,O,O,O,O,X,X,X,O,X,X,X,O,O,X
JOTILSZ,O,O,O,X,X,X,O,O,X,X,O,O,O,X
JOTILZS,O,O,O,X,X,X,O,O,X,X,O,O,O,X
JOTISLZ,O,O,O,X,O,X,X,O,X,X,X,O,O,X
JOTISZL,O,O,O,X,O,X,X,O,X,X,X,O,O,X
JOTIZLS,O,O,O,X,X,X,O,O,X,X,O,O,O,X
JOTIZSL,O,O,O,X,O,X,X,O,X,X,X,O,O,X
JOTLISZ,O,O,O,X,X,X,O,O,X,X,O,O,O,X
JOTLIZS,O,O,O,X,X,X,O,O,X,X,O,O,O,X
JOTLSIZ,O,O,O,X,X,X,O,X,X,X,O,X,O,X
JOTLSZI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JOTLZIS,O,O,O,X,X,X,X,O,X,X,X,O,O,X
JOTLZSI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JOTSILZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JOTSIZL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JOTSLIZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JOTSLZI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JOTSZIL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JOTSZLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JOTZILS,O,O,O,X,X,X,X,O,X,X,X,O,O,X
JOTZISL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
JOTZLIS,O,O,O,X,X,X,X,O,X,X,X,O,O,X
JOTZLSI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JOTZSIL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JOTZSLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JOITLSZ,O,O,O,X,X,X,O,O,X,X,O,O,O,X
JOITLZS,O,O,O,X,X,X,O,O,X,X,O,O,O,X
JOITSLZ,O,O,O,X,O,X,X,O,X,X,X,O,O,X
JOITSZL,O,O,O,X,O,X,X,O,X,X,X,O,O,X
JOITZLS,O,O,O,X,X,X,O,O,X,X,O,O,O,X
JOITZSL,O,O,O,X,O,X,X,O,X,X,X,O,O,X
JOILTSZ,O,O,O,O,X,X,O,O,X,X,O,O,O,O
JOILTZS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
JOILSTZ,O,O,O,O,O,X,O,O,X,X,O,O,O,O
JOILSZT,O,O,O,O,O,O,O,O,X,X,O,O,O,O
JOILZTS,O,O,O,O,X,O,O,O,X,X,O,O,O,O
JOILZST,O,O,O,O,O,O,O,O,X,X,O,O,O,O
JOISTLZ,O,O,O,X,O,X,X,O,X,X,X,O,O,X
JOISTZL,O,O,O,X,O,X,X,O,X,X,X,O,O,X
JOISLTZ,O,O,O,O,O,X,O,O,X,X,O,O,O,X
JOISLZT,O,O,O,O,O,O,O,O,O,X,O,O,O,X
JOISZTL,O,O,O,X,O,O,X,O,O,X,X,O,O,X
JOISZLT,O,O,O,O,O,O,O,O,O,X,O,O,O,X
JOIZTLS,O,O,O,X,X,O,O,O,X,X,O,O,O,X
JOIZTSL,O,O,O,X,O,O,X,O,O,X,X,O,O,X
JOIZLTS,O,O,O,O,X,O,O,O,X,X,O,O,O,O
JOIZLST,O,O,O,O,O,O,O,O,O,X,O,O,O,O
JOIZSTL,O,O,O,X,O,O,X,O,O,X,X,O,O,X
JOIZSLT,O,O,O,O,O,O,O,O,O,X,O,O,O,X
JOLTISZ,O,O,O,O,X,X,O,O,X,X,O,O,O,O
JOLTIZS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
JOLTSIZ,O,O,O,O,X,X,O,X,X,X,O,X,O,O
JOLTSZI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
JOLTZIS,O,O,O,O,X,X,X,O,X,X,X,O,O,O
JOLTZSI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
JOLITSZ,O,O,O,O,X,X,O,O,X,X,O,O,O,O
JOLITZS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
JOLISTZ,O,O,O,O,O,X,O,O,X,X,O,O,O,O
JOLISZT,O,O,O,O,O,O,O,O,X,X,O,O,O,O
JOLIZTS,O,O,O,O,X,O,O,O,X,X,O,O,O,O
JOLIZST,O,O,O,O,O,O,O,O,X,X,O,O,O,O
JOLSTIZ,O,O,O,O,X,X,O,X,X,X,O,X,O,O
JOLSTZI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
JOLSITZ,O,O,O,O,X,X,O,O,X,X,O,O,O,O
JOLSIZT,O,O,O,O,X,O,O,O,X,O,O,O,O,O
JOLSZTI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
JOLSZIT,O,O,O,O,X,X,O,O,X,X,O,O,O,O
JOLZTIS,O,O,O,O,X,X,X,O,X,X,X,O,O,O
JOLZTSI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
JOLZITS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
JOLZIST,O,O,O,O,O,X,O,O,O,X,O,O,O,O
JOLZSTI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
JOLZSIT,O,O,O,O,X,X,O,O,X,X,O,O,O,O
JOSTILZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JOSTIZL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JOSTLIZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JOSTLZI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JOSTZIL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JOSTZLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JOSITLZ,O,O,O,X,O,X,X,O,X,X,X,O,O,X
JOSITZL,O,O,O,X,O,X,X,O,X,X,X,O,O,X
JOSILTZ,O,O,O,O,O,X,O,O,X,X,O,O,O,X
JOSILZT,O,O,O,O,O,O,O,O,X,O,O,O,O,X
JOSIZTL,O,O,O,X,O,O,X,O,X,O,X,O,O,X
JOSIZLT,O,O,O,O,O,O,O,O,X,O,O,O,O,X
JOSLTIZ,O,O,O,O,X,X,O,X,X,X,O,X,O,X
JOSLTZI,O,O,O,O,X,X,X,X,X,X,X,X,O,X
JOSLITZ,O,O,O,O,X,X,O,O,X,X,O,O,O,X
JOSLIZT,O,O,O,O,X,O,O,O,X,O,O,O,O,X
JOSLZTI,O,O,O,O,X,X,X,X,X,X,X,X,O,X
JOSLZIT,O,O,O,O,X,X,O,O,X,X,O,O,O,X
JOSZTIL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JOSZTLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JOSZITL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
JOSZILT,O,O,O,O,O,X,X,O,O,X,X,O,O,X
JOSZLTI,O,O,O,O,X,X,X,X,X,X,X,X,O,X
JOSZLIT,O,O,O,O,X,X,X,O,X,X,X,O,O,X
JOZTILS,O,O,O,X,X,X,X,O,X,X,X,O,O,X
JOZTISL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
JOZTLIS,O,O,O,X,X,X,X,O,X,X,X,O,O,X
JOZTLSI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JOZTSIL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JOZTSLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JOZITLS,O,O,O,X,X,X,O,O,X,X,O,O,O,X
JOZITSL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
JOZILTS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
JOZILST,O,O,O,O,O,X,O,O,O,X,O,O,O,O
JOZISTL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
JOZISLT,O,O,O,O,O,X,O,O,O,X,O,O,O,X
JOZLTIS,O,O,O,O,X,X,X,O,X,X,X,O,O,O
JOZLTSI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
JOZLITS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
JOZLIST,O,O,O,O,O,X,O,O,O,X,O,O,O,O
JOZLSTI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
JOZLSIT,O,O,O,O,X,X,O,O,X,X,O,O,O,O
JOZSTIL,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JOZSTLI,O,O,O,X,X,X,X,X,X,X,X,X,O,X
JOZSITL,O,O,O,X,O,X,X,O,O,X,X,O,O,X
JOZSILT,O,O,O,O,O,X,X,O,O,X,X,O,O,X
JOZSLTI,O,O,O,O,X,X,X,X,X,X,X,X,O,X
JOZSLIT,O,O,O,O,X,X,X,O,X,X,X,O,O,X
STILJZO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STILJOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STILZJO,X,X,O,O,X,O,X,X,X,O,X,X,X,X
STILZOJ,O,X,X,O,X,O,X,X,X,O,X,X,X,X
STILOJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STILOZJ,O,X,X,O,X,O,X,X,X,O,X,X,X,X
STIJLZO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STIJLOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STIJZLO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STIJZOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STIJOLZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STIJOZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STIZLJO,X,X,O,O,X,O,X,X,X,O,X,X,X,X
STIZLOJ,O,X,X,O,X,O,X,X,X,O,X,X,X,X
STIZJLO,X,X,O,O,X,O,X,X,X,O,X,X,X,X
STIZJOL,X,O,O,X,X,O,X,X,X,O,X,X,X,X
STIZOLJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X
STIZOJL,O,O,X,X,X,O,X,X,X,O,X,X,X,X
STIOLJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STIOLZJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X
STIOJLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STIOJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STIOZLJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X
STIOZJL,O,O,X,X,X,O,X,X,X,O,X,X,X,X
STLIJZO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STLIJOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STLIZJO,X,X,O,O,X,O,X,X,X,O,X,X,X,X
