sequence,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhFXgBxhBzlBCnBUq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF8kBfmBxhBCnBTq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF0gBxhBzkBCnB3q?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhFTgBxhBfqB8qBCn?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JexAJvhFTiBikBGmB0kB3q?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhFTiBikBGmBXmBUq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhF8lBGiBTkBKqB3m?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Je0/IvhFxgBTiB2pBSrBls?B3qB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhFXhBTiB2pBSrBls?BUqB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF8kBSmBTiBxqBls?B3qB,v115@FhB8HeB8IeC8BeC8AeB8Je2EJvhFfmB6mBTiBxpBls?BUqB,v115@FhB8HeB8IeC8BeC8AeB8Jei/IvhFGiB3kBRmBUmBTq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Je2EJvhFRhBSnBUmB3kBTq?BlsB
LZTJOIS,O,X,X,O,O,O,O,O,O,O,X,X,X
LZTJOSI,O,O,X,O,O,O,O,O,O,X,X,X,X
LZTSIJO,O,O,X,O,X,O,O,X,X,X,O,X,X
LZTSIOJ,O,O,X,O,X,O,O,X,O,X,O,X,X
LZTSJIO,O,O,X,O,O,O,O,X,O,X,X,X,X
LZTSJOI,O,O,X,O,O,O,O,X,O,X,X,X,X
LZTSOIJ,O,O,X,O,X,O,O,X,O,X,O,X,X
LZTSOJI,O,O,X,O,O,O,O,X,O,X,X,X,X
LZTOIJS,O,X,X,O,X,O,O,O,X,O,X,X,X
LZTOISJ,O,X,X,O,X,O,O,X,X,O,X,X,X
LZTOJIS,O,X,X,O,O,O,O,O,O,O,X,X,X
LZTOJSI,O,O,X,O,O,O,O,O,O,X,X,X,X
LZTOSIJ,O,O,X,O,X,O,O,X,O,X,O,X,X
LZTOSJI,O,O,X,O,O,O,O,X,O,X,X,X,X
LZITJSO,O,X,X,O,X,O,O,O,X,O,X,X,X
LZITJOS,X,X,X,X,X,O,O,O,X,O,X,X,X
LZITSJO,O,X,X,O,X,O,O,X,X,O,X,X,X
LZITSOJ,X,X,X,O,X,O,X,X,X,O,X,X,X
LZITOJS,X,X,X,X,X,O,O,O,X,O,X,X,X
LZITOSJ,X,X,X,X,X,O,O,X,X,O,X,X,X
LZIJTSO,O,X,X,O,X,O,O,O,X,O,X,X,X
LZIJTOS,X,X,X,X,O,O,O,O,X,O,X,X,X
LZIJSTO,O,O,O,O,X,O,O,O,X,O,X,X,X
LZIJSOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LZIJOTS,O,X,O,X,X,O,X,O,X,O,X,X,X
LZIJOST,O,X,O,O,X,X,X,X,X,X,X,X,X
LZISTJO,O,O,O,O,X,O,O,X,X,O,X,X,X
LZISTOJ,X,X,O,O,X,O,X,X,X,O,X,X,X
LZISJTO,O,O,O,O,O,O,O,X,X,O,X,X,X
LZISJOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LZISOTJ,X,X,O,O,X,X,O,X,X,X,X,X,X
LZISOJT,O,O,O,O,X,X,O,X,X,X,X,X,X
LZIOTJS,O,X,O,X,X,O,O,X,X,O,X,X,X
LZIOTSJ,O,X,X,X,X,O,O,X,X,O,X,X,X
LZIOJTS,O,X,O,X,X,O,O,X,X,O,X,X,X
LZIOJST,O,X,O,O,X,X,O,X,X,X,X,X,X
LZIOSTJ,O,X,X,O,X,X,O,X,X,X,X,X,X
LZIOSJT,O,X,O,O,X,X,O,X,X,X,X,X,X
LZJTISO,O,O,X,O,X,O,O,O,O,O,X,X,X
LZJTIOS,O,X,X,O,O,O,O,O,O,O,X,X,X
LZJTSIO,O,O,X,O,X,O,O,O,O,X,X,X,X
LZJTSOI,O,O,X,O,X,O,O,O,O,X,X,X,X
LZJTOIS,O,X,X,O,O,O,O,O,O,O,X,X,X
LZJTOSI,O,O,X,O,O,O,O,O,O,X,X,X,X
LZJITSO,O,X,X,O,X,O,O,O,O,O,X,X,X
LZJITOS,X,X,X,X,O,O,O,O,O,O,X,X,X
LZJISTO,O,O,O,O,X,O,O,O,O,O,X,X,X
LZJISOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LZJIOTS,O,X,O,X,X,O,X,O,X,O,X,X,X
LZJIOST,O,X,O,O,X,X,X,X,X,X,X,X,X
LZJSTIO,O,O,O,O,X,O,O,O,O,X,X,X,X
LZJSTOI,O,O,X,O,X,O,O,O,O,X,X,X,X
LZJSITO,O,O,O,O,X,O,O,O,O,X,X,X,X
LZJSIOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LZJSOTI,O,O,X,O,X,X,O,X,X,X,X,X,X
LZJSOIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LZJOTIS,O,X,O,X,X,O,O,O,X,X,X,X,X
LZJOTSI,O,X,O,X,X,O,O,O,X,X,X,X,X
LZJOITS,O,X,O,X,X,O,O,O,X,X,X,X,X
LZJOIST,O,X,O,O,X,X,O,X,X,X,X,X,X
LZJOSTI,O,O,O,O,X,X,O,X,X,X,X,X,X
LZJOSIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LZSTIJO,O,O,O,O,X,O,O,X,X,X,O,X,X
LZSTIOJ,O,O,O,O,X,O,X,X,O,X,O,X,X
LZSTJIO,O,O,O,O,O,O,O,X,O,X,X,X,X
LZSTJOI,O,O,X,O,O,O,O,X,O,X,X,X,X
LZSTOIJ,O,O,O,O,X,O,O,X,O,X,O,X,X
LZSTOJI,O,O,O,O,O,O,O,X,O,X,X,X,X
LZSITJO,O,O,O,O,X,O,O,X,X,X,O,X,X
LZSITOJ,X,X,O,O,X,O,X,X,O,X,O,X,X
LZSIJTO,O,O,O,O,O,O,O,X,X,X,O,X,X
LZSIJOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LZSIOTJ,X,X,O,O,X,X,O,X,X,X,X,X,X
LZSIOJT,O,O,O,O,X,X,O,X,X,X,X,X,X
LZSJTIO,O,O,O,O,O,O,O,X,O,X,X,X,X
LZSJTOI,O,O,X,O,O,O,O,X,O,X,X,X,X
LZSJITO,O,O,O,O,O,O,O,X,O,X,X,X,X
LZSJIOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LZSJOTI,O,O,O,O,X,X,O,X,X,X,X,X,X
LZSJOIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LZSOTIJ,O,X,O,O,X,X,O,X,X,X,X,X,X
LZSOTJI,O,X,O,O,X,X,O,X,X,X,X,X,X
LZSOITJ,O,X,O,O,X,X,O,X,X,X,X,X,X
LZSOIJT,O,O,O,O,X,X,O,X,X,X,X,X,X
LZSOJTI,O,O,O,O,X,X,O,X,X,X,X,X,X
LZSOJIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LZOTIJS,O,X,O,X,X,O,O,X,X,X,X,X,X
LZOTISJ,O,X,X,X,X,O,O,X,X,X,X,X,X
LZOTJIS,O,X,O,X,X,O,O,X,X,X,X,X,X
LZOTJSI,O,O,O,X,X,O,O,X,X,X,X,X,X
LZOTSIJ,O,O,X,X,X,O,O,X,X,X,X,X,X
LZOTSJI,O,O,X,X,X,O,O,X,X,X,X,X,X
LZOITJS,O,X,O,X,X,O,O,X,X,X,X,X,X
LZOITSJ,O,X,X,X,X,O,O,X,X,X,X,X,X
LZOIJTS,O,X,O,X,X,O,O,X,X,X,X,X,X
LZOIJST,O,O,O,O,X,X,O,X,X,X,X,X,X
LZOISTJ,O,O,X,O,X,X,O,X,X,X,X,X,X
LZOISJT,O,O,O,O,X,X,O,X,X,X,X,X,X
LZOJTIS,O,X,O,X,X,O,O,X,X,X,X,X,X
LZOJTSI,O,O,O,X,X,O,O,X,X,X,X,X,X
LZOJITS,O,X,O,X,X,O,O,X,X,X,X,X,X
LZOJIST,O,O,O,O,X,X,O,X,X,X,X,X,X
LZOJSTI,O,O,O,O,X,X,O,X,X,X,X,X,X
LZOJSIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LZOSTIJ,O,O,O,O,X,X,O,X,X,X,X,X,X
LZOSTJI,O,O,O,O,X,X,O,X,X,X,X,X,X
LZOSITJ,O,O,O,O,X,X,O,X,X,X,X,X,X
LZOSIJT,O,O,O,O,X,X,O,X,X,X,X,X,X
LZOSJTI,O,O,O,O,X,X,O,X,X,X,X,X,X
LZOSJIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LOTIJSZ,O,X,O,X,O,O,O,O,O,X,X,O,X
LOTIJZS,O,X,O,X,O,O,O,O,O,X,X,X,O
LOTISJZ,O,O,O,X,O,O,O,O,O,X,O,O,X
LOTISZJ,O,O,O,X,X,O,O,X,O,X,O,O,X
LOTIZJS,O,O,O,X,X,O,O,O,X,X,X,X,O
LOTIZSJ,O,O,O,X,X,O,O,X,X,X,X,X,O
LOTJISZ,O,X,O,X,O,O,O,O,O,X,X,O,X
LOTJIZS,O,X,O,X,O,O,O,O,O,X,X,X,O
LOTJSIZ,O,O,O,X,O,O,O,O,O,X,O,O,X
LOTJSZI,O,O,O,X,O,O,O,O,O,X,X,O,O
LOTJZIS,O,O,O,X,O,O,O,O,O,X,X,X,O
LOTJZSI,O,O,O,X,O,O,O,O,O,X,X,X,O
LOTSIJZ,O,O,O,X,O,O,O,O,O,X,O,O,X
LOTSIZJ,O,O,O,X,X,O,O,X,O,X,O,O,X
LOTSJIZ,O,O,O,X,O,O,O,O,O,X,O,O,X
LOTSJZI,O,O,O,X,O,O,O,O,O,X,X,O,O
LOTSZIJ,O,O,O,X,X,O,O,X,O,X,O,O,O
LOTSZJI,O,O,O,X,O,O,O,X,O,X,X,O,O
LOTZIJS,O,O,O,X,X,O,O,O,X,X,X,X,O
LOTZISJ,O,O,O,X,X,O,O,X,X,X,X,X,O
LOTZJIS,O,O,O,X,O,O,O,O,O,X,X,X,O
LOTZJSI,O,O,O,X,O,O,O,O,O,X,X,X,O
LOTZSIJ,O,O,O,X,X,O,O,X,O,X,O,X,O
LOTZSJI,O,O,O,X,O,O,O,X,O,X,X,X,O
LOITJSZ,O,X,X,X,X,O,O,O,X,X,X,X,X
LOITJZS,X,X,O,X,X,O,O,O,X,X,X,X,X
LOITSJZ,O,X,X,X,X,O,O,O,X,X,X,X,X
LOITSZJ,X,X,X,X,X,O,O,X,X,X,X,X,X
LOITZJS,X,X,O,X,X,O,O,O,X,X,X,X,X
LOITZSJ,X,X,X,X,X,O,O,X,X,X,X,X,X
LOIJTSZ,O,X,X,X,O,O,X,O,X,X,X,X,X
LOIJTZS,X,X,O,X,O,O,O,O,X,X,X,X,X
LOIJSTZ,O,X,O,X,X,X,X,X,X,X,X,O,X
LOIJSZT,O,X,O,O,X,X,X,X,X,X,X,O,X
LOIJZTS,X,X,O,X,X,X,O,O,X,X,X,X,X
LOIJZST,O,X,O,O,X,X,O,X,X,X,X,X,X
LOISTJZ,O,X,O,X,X,X,X,X,X,X,X,O,X
LOISTZJ,X,O,O,X,X,X,O,X,X,X,X,X,X
LOISJTZ,O,X,O,X,O,X,X,X,X,X,X,O,X
LOISJZT,O,O,O,O,X,X,O,X,X,X,X,O,X
LOISZTJ,X,O,O,O,X,X,O,X,X,X,X,X,X
LOISZJT,O,O,O,O,X,X,O,X,X,X,X,O,X
LOIZTJS,X,X,O,X,X,O,O,X,X,X,X,X,X
LOIZTSJ,X,X,X,X,X,O,O,X,X,X,X,X,X
LOIZJTS,X,X,O,X,X,O,O,X,X,X,X,X,X
LOIZJST,O,O,O,O,X,X,O,X,X,X,X,X,X
LOIZSTJ,X,O,X,O,X,X,O,X,X,X,X,X,X
LOIZSJT,O,O,O,O,X,X,O,X,X,X,X,X,X
LOJTISZ,O,X,O,X,O,O,O,O,O,X,X,X,X
LOJTIZS,O,X,O,X,O,O,O,O,O,X,X,X,O
LOJTSIZ,O,X,O,X,O,O,O,O,O,X,X,X,X
LOJTSZI,O,X,O,X,O,O,O,O,O,X,X,X,O
LOJTZIS,O,X,O,X,O,O,O,O,O,X,X,X,O
LOJTZSI,O,X,O,X,O,O,O,O,O,X,X,X,O
LOJITSZ,O,X,X,X,O,O,X,O,O,X,X,X,X
LOJITZS,X,X,O,X,O,O,O,O,O,X,X,X,X
LOJISTZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LOJISZT,O,X,O,O,X,X,X,X,X,X,X,X,X
LOJIZTS,X,X,O,X,X,X,O,O,X,X,X,X,X
LOJIZST,O,X,O,O,X,X,O,X,X,X,X,X,X
LOJSTIZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LOJSTZI,O,X,O,X,X,X,O,X,O,X,X,X,X
LOJSITZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LOJSIZT,O,O,O,O,X,X,O,X,X,X,X,X,X
LOJSZTI,O,O,O,O,X,X,O,X,X,X,X,X,X
LOJSZIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LOJZTIS,O,X,O,X,X,X,O,O,X,X,X,X,O
LOJZTSI,O,O,O,X,X,X,O,O,X,X,X,X,O
LOJZITS,O,X,O,X,X,X,O,O,X,X,X,X,O
LOJZIST,O,O,O,O,X,X,O,X,X,X,X,X,O
LOJZSTI,O,O,O,O,X,X,O,X,X,X,X,X,O
LOJZSIT,O,O,O,O,X,X,O,X,X,X,X,X,O
LOSTIJZ,O,O,O,X,O,X,O,X,O,X,O,O,X
LOSTIZJ,O,O,O,X,X,X,O,X,O,X,O,O,X
LOSTJIZ,O,O,O,X,O,X,O,X,O,X,O,O,X
LOSTJZI,O,O,O,X,O,X,O,X,O,X,X,O,X
LOSTZIJ,O,O,O,X,X,X,O,X,O,X,O,O,X
LOSTZJI,O,O,O,X,O,X,O,X,O,X,X,O,X
LOSITJZ,O,X,O,X,X,X,X,X,O,X,O,O,X
LOSITZJ,X,O,O,X,X,X,O,X,O,X,O,O,X
LOSIJTZ,O,X,O,X,O,X,X,X,X,X,O,O,X
LOSIJZT,O,O,O,O,X,X,O,X,X,X,X,O,X
LOSIZTJ,X,O,O,O,X,X,O,X,X,X,X,X,X
LOSIZJT,O,O,O,O,X,X,O,X,X,X,X,O,X
LOSJTIZ,O,X,O,X,O,X,X,X,O,X,X,O,X
LOSJTZI,O,X,O,X,O,X,O,X,O,X,X,O,X
LOSJITZ,O,X,O,X,O,X,X,X,O,X,X,O,X
LOSJIZT,O,O,O,O,X,X,O,X,X,X,X,O,X
LOSJZTI,O,O,O,O,X,X,O,X,X,X,X,X,X
LOSJZIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LOSZTIJ,X,O,O,O,X,X,O,X,X,X,X,O,X
LOSZTJI,X,O,O,O,X,X,O,X,X,X,X,O,X
LOSZITJ,X,O,O,O,X,X,O,X,X,X,X,X,X
LOSZIJT,O,O,O,O,X,X,O,X,X,X,X,O,X
LOSZJTI,O,O,O,O,X,X,O,X,X,X,X,X,X
LOSZJIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LOZTIJS,O,O,O,X,X,O,O,X,X,X,X,X,O
LOZTISJ,O,O,O,X,X,O,O,X,X,X,X,X,O
LOZTJIS,O,O,O,X,X,O,O,X,X,X,X,X,O
LOZTJSI,O,O,O,X,X,O,O,X,X,X,X,X,O
LOZTSIJ,O,O,O,X,X,O,O,X,X,X,X,X,O
LOZTSJI,O,O,O,X,X,O,O,X,X,X,X,X,O
LOZITJS,O,X,O,X,X,O,O,X,X,X,X,X,O
LOZITSJ,O,X,X,X,X,O,O,X,X,X,X,X,X
LOZIJTS,O,X,O,X,X,O,O,X,X,X,X,X,O
LOZIJST,O,O,O,O,X,X,O,X,X,X,X,X,O
LOZISTJ,O,O,X,O,X,X,O,X,X,X,X,X,X
LOZISJT,O,O,O,O,X,X,O,X,X,X,X,X,O
LOZJTIS,O,O,O,X,X,O,O,X,X,X,X,X,O
LOZJTSI,O,O,O,X,X,O,O,X,X,X,X,X,O
LOZJITS,O,X,O,X,X,O,O,X,X,X,X,X,O
LOZJIST,O,O,O,O,X,X,O,X,X,X,X,X,O
LOZJSTI,O,O,O,O,X,X,O,X,X,X,X,X,O
LOZJSIT,O,O,O,O,X,X,O,X,X,X,X,X,O
LOZSTIJ,O,O,O,O,X,X,O,X,X,X,X,X,X
LOZSTJI,O,O,O,O,X,X,O,X,X,X,X,X,X
LOZSITJ,O,O,O,O,X,X,O,X,X,X,X,X,X
LOZSIJT,O,O,O,O,X,X,O,X,X,X,X,X,O
LOZSJTI,O,O,O,O,X,X,O,X,X,X,X,X,O
LOZSJIT,O,O,O,O,X,X,O,X,X,X,X,X,O
JTILSZO,O,X,O,O,O,X,O,O,O,X,O,O,X
JTILSOZ,O,X,O,O,O,O,O,O,O,X,O,O,X
JTILZSO,O,O,O,O,X,X,O,O,O,O,X,X,X
JTILZOS,O,X,O,O,O,O,O,O,O,O,X,X,X
JTILOSZ,O,X,O,O,O,O,O,O,O,X,O,X,X
JTILOZS,O,X,O,O,O,O,O,O,O,O,X,X,X
JTISLZO,X,X,O,O,O,X,O,X,O,X,O,O,X
JTISLOZ,X,X,O,O,O,X,O,X,O,X,O,O,X
JTISZLO,X,X,O,O,O,X,O,X,X,X,O,O,X
JTISZOL,X,X,O,O,O,X,O,X,X,X,O,X,X
JTISOLZ,X,X,X,X,O,X,O,X,O,X,O,O,X
JTISOZL,X,X,X,X,O,X,X,X,X,X,O,X,X
JTIZLSO,O,O,X,O,X,O,X,O,O,O,X,X,X
JTIZLOS,O,X,X,O,O,O,X,O,O,O,X,X,X
JTIZSLO,O,O,X,O,O,X,X,O,X,O,O,O,X
JTIZSOL,O,O,X,O,O,X,X,O,X,O,O,X,X
JTIZOLS,O,X,X,X,O,O,X,O,O,O,X,X,X
JTIZOSL,O,X,X,O,O,X,X,O,X,O,O,X,X
JTIOLSZ,O,X,O,X,O,O,O,O,O,X,O,O,X
JTIOLZS,O,X,O,X,O,O,O,O,O,O,X,X,X
JTIOSLZ,O,X,X,X,O,X,O,X,O,X,O,O,X
JTIOSZL,O,X,X,X,O,X,X,X,X,X,O,O,X
JTIOZLS,X,X,O,X,O,O,X,O,O,O,X,X,X
JTIOZSL,O,X,O,X,O,X,X,O,X,O,O,O,X
JTLISZO,O,O,O,O,O,X,O,O,O,X,X,O,X
JTLISOZ,O,X,O,O,O,O,O,O,O,X,X,O,X
JTLIZSO,O,O,O,O,X,O,O,O,O,X,X,X,X
JTLIZOS,O,X,O,O,O,O,O,O,O,X,X,X,X
JTLIOSZ,O,X,O,O,O,O,O,O,O,X,X,X,X
JTLIOZS,O,X,O,O,O,O,O,O,O,X,X,X,X
JTLSIZO,O,O,O,O,O,X,O,O,O,X,O,O,X
JTLSIOZ,O,X,O,O,O,O,O,O,O,X,O,O,X
JTLSZIO,O,O,O,O,O,X,O,O,O,X,X,O,X
JTLSZOI,O,O,O,O,O,X,O,O,O,X,X,X,X
JTLSOIZ,O,X,O,O,O,O,O,O,O,X,O,O,X
JTLSOZI,O,X,O,O,O,O,O,O,O,X,X,X,X
JTLZISO,O,O,O,O,X,O,O,O,O,O,X,X,X
JTLZIOS,O,X,O,O,O,O,O,O,O,O,X,X,X
JTLZSIO,O,O,O,O,X,O,O,O,O,X,X,X,X
JTLZSOI,O,O,O,O,X,O,O,O,O,X,X,X,X
JTLZOIS,O,X,O,O,O,O,O,O,O,O,X,X,X
JTLZOSI,O,O,O,O,O,O,O,O,O,X,X,X,X
JTLOISZ,O,X,O,O,O,O,O,O,O,X,X,O,X
JTLOIZS,O,X,O,O,O,O,O,O,O,X,X,X,O
JTLOSIZ,O,O,O,O,O,O,O,O,O,X,O,O,X
JTLOSZI,O,O,O,O,O,O,O,O,O,X,X,O,O
JTLOZIS,O,O,O,O,O,O,O,O,O,O,X,X,O
JTLOZSI,O,O,O,O,O,O,O,O,O,X,X,X,O
JTSILZO,X,X,O,O,O,X,O,X,O,X,O,O,X
JTSILOZ,X,X,O,O,O,X,O,X,O,X,O,O,X
JTSIZLO,X,O,O,O,O,X,O,X,X,X,O,O,X
JTSIZOL,X,O,O,O,O,X,O,X,X,X,O,X,X
JTSIOLZ,X,X,X,X,O,X,O,X,O,X,O,O,X
JTSIOZL,X,X,X,X,O,X,X,X,X,X,O,X,X
JTSLIZO,O,O,O,O,O,X,O,O,O,X,O,O,X
JTSLIOZ,O,X,O,O,O,O,O,O,O,X,O,O,X
JTSLZIO,O,O,O,O,O,X,O,O,O,X,X,O,X
JTSLZOI,O,O,O,O,O,X,O,O,O,X,X,X,X
JTSLOIZ,O,X,O,O,O,O,O,O,O,X,O,O,X
JTSLOZI,O,X,O,O,O,O,O,O,O,X,X,X,X
JTSZILO,O,O,O,O,O,X,O,O,X,O,X,O,X
JTSZIOL,O,O,O,O,O,X,O,O,X,O,X,X,X
JTSZLIO,O,O,O,O,O,O,O,O,X,X,X,O,X
JTSZLOI,O,O,O,O,O,O,O,O,X,X,X,X,X
JTSZOIL,O,O,O,O,O,X,O,O,X,O,X,X,X
JTSZOLI,O,O,O,O,O,O,O,O,X,X,X,X,X
JTSOILZ,O,X,O,X,O,X,O,X,O,X,O,O,X
JTSOIZL,O,X,O,X,O,X,X,X,X,X,O,O,X
JTSOLIZ,O,X,O,O,O,O,O,O,O,X,O,O,X
JTSOLZI,O,X,O,O,O,O,O,O,O,X,X,O,X
JTSOZIL,O,X,O,O,O,X,O,O,X,O,X,O,X
JTSOZLI,O,X,O,O,O,O,O,O,X,X,X,O,X
JTZILSO,O,O,X,O,X,O,X,O,O,O,X,X,X
JTZILOS,O,X,X,O,O,O,X,O,O,O,X,X,X
JTZISLO,O,O,X,O,O,X,X,O,X,O,X,O,X
JTZISOL,O,O,X,O,O,X,X,O,X,O,X,X,X
JTZIOLS,O,X,X,X,O,O,X,O,O,O,X,X,X
JTZIOSL,O,X,X,O,O,X,X,O,X,O,X,X,X
JTZLISO,O,O,O,O,X,O,O,O,O,O,X,X,X
JTZLIOS,O,X,O,O,O,O,O,O,O,O,X,X,X
JTZLSIO,O,O,O,O,X,O,O,O,O,X,X,X,X
JTZLSOI,O,O,O,O,X,O,O,O,O,X,X,X,X
JTZLOIS,O,X,O,O,O,O,O,O,O,O,X,X,X
JTZLOSI,O,O,O,O,O,O,O,O,O,X,X,X,X
JTZSILO,O,O,O,O,O,X,O,O,X,O,X,O,X
JTZSIOL,O,O,O,O,O,X,O,O,X,O,X,X,X
JTZSLIO,O,O,O,O,O,O,O,O,X,X,X,O,X
JTZSLOI,O,O,O,O,O,O,O,O,X,X,X,X,X
JTZSOIL,O,O,O,O,O,X,O,O,X,O,X,X,X
JTZSOLI,O,O,O,O,O,O,O,O,X,X,X,X,X
JTZOILS,O,X,O,X,O,O,X,O,O,O,X,X,X
JTZOISL,O,X,O,O,O,X,X,O,X,O,X,O,X
JTZOLIS,O,X,O,O,O,O,O,O,O,O,X,X,X
JTZOLSI,O,O,O,O,O,O,O,O,O,X,X,X,X
JTZOSIL,O,O,O,O,O,X,X,O,X,O,X,O,X
JTZOSLI,O,O,O,O,O,O,O,O,X,X,X,O,X
JTOILSZ,O,X,O,X,O,O,O,O,O,X,O,O,X
JTOILZS,O,X,O,X,O,O,O,O,O,O,X,X,O
JTOISLZ,O,X,X,X,O,X,O,X,O,X,O,O,X
JTOISZL,O,X,X,X,O,X,X,X,X,X,O,O,X
JTOIZLS,X,X,O,X,O,O,X,O,O,O,X,X,O
JTOIZSL,O,X,O,X,O,X,X,O,X,O,O,O,O
JTOLISZ,O,X,O,O,O,O,O,O,O,X,X,O,X
JTOLIZS,O,X,O,O,O,O,O,O,O,X,X,X,O
JTOLSIZ,O,O,O,O,O,O,O,O,O,X,O,O,X
JTOLSZI,O,O,O,O,O,O,O,O,O,X,X,O,O
JTOLZIS,O,O,O,O,O,O,O,O,O,O,X,X,O
JTOLZSI,O,O,O,O,O,O,O,O,O,X,X,X,O
JTOSILZ,O,X,X,X,O,X,O,X,O,X,O,O,X
JTOSIZL,O,O,X,X,O,X,X,X,X,X,O,O,X
JTOSLIZ,O,O,O,O,O,O,O,O,O,X,O,O,X
JTOSLZI,O,O,O,O,O,O,O,O,O,X,X,O,O
JTOSZIL,O,O,O,O,O,X,O,O,X,O,X,O,O
JTOSZLI,O,O,O,O,O,O,O,O,X,X,X,O,O
JTOZILS,O,O,O,X,O,O,X,O,O,O,X,X,O
JTOZISL,O,O,O,O,O,X,X,O,X,O,X,O,O
JTOZLIS,O,O,O,O,O,O,O,O,O,O,X,X,O
JTOZLSI,O,O,O,O,O,O,O,O,O,X,X,X,O
JTOZSIL,O,O,O,O,O,X,X,O,X,O,X,O,O
JTOZSLI,O,O,O,O,O,O,O,O,X,X,X,O,O
JITLSZO,O,X,O,O,O,X,X,O,O,X,O,X,X
JITLSOZ,O,X,O,O,O,O,X,O,O,X,O,X,X
JITLZSO,O,O,O,O,X,X,X,O,O,O,X,X,X
JITLZOS,O,X,O,O,O,O,X,O,O,O,X,X,X
JITLOSZ,O,X,O,O,O,O,X,O,O,X,O,X,X
JITLOZS,O,X,O,O,O,O,X,O,O,O,X,X,X
JITSLZO,X,X,O,O,O,X,X,X,O,X,O,X,X
JITSLOZ,X,X,O,O,O,X,X,X,O,X,O,X,X
JITSZLO,X,X,O,O,O,X,X,X,X,X,O,X,X
JITSZOL,X,X,O,O,O,X,X,X,X,X,O,X,X
JITSOLZ,X,X,X,X,O,X,X,X,O,X,O,X,X
JITSOZL,X,X,X,X,O,X,X,X,X,X,O,X,X
JITZLSO,O,O,X,O,X,O,X,O,O,O,X,X,X
JITZLOS,O,X,X,O,O,O,X,O,O,O,X,X,X
JITZSLO,O,O,X,O,O,X,X,O,X,O,O,X,X
JITZSOL,O,O,X,O,O,X,X,O,X,O,O,X,X
JITZOLS,O,X,X,X,O,O,X,O,O,O,X,X,X
JITZOSL,O,X,X,O,O,X,X,O,X,O,O,X,X
JITOLSZ,O,X,O,X,O,O,X,O,O,X,O,X,X
JITOLZS,O,X,O,X,O,O,X,O,O,O,X,X,X
JITOSLZ,O,X,X,X,O,X,X,X,O,X,O,X,X
JITOSZL,O,X,X,X,O,X,X,X,X,X,O,X,X
JITOZLS,X,X,O,X,O,O,X,O,O,O,X,X,X
JITOZSL,O,X,O,X,O,X,X,O,X,O,O,X,X
JILTSZO,X,X,O,O,O,X,X,O,O,X,O,X,X
JILTSOZ,X,X,X,X,O,O,X,O,O,X,O,X,X
JILTZSO,O,X,X,O,X,X,X,O,O,O,X,X,X
JILTZOS,X,X,X,X,O,O,X,O,O,O,X,X,X
JILTOSZ,O,X,X,X,O,O,X,O,O,X,O,X,X
JILTOZS,X,X,O,X,O,O,X,O,O,O,X,X,X
JILSTZO,X,X,O,O,O,X,X,O,O,X,O,X,X
JILSTOZ,X,X,X,X,O,O,X,O,O,X,O,X,X
JILSZTO,O,X,O,O,O,X,X,O,O,X,O,X,X
JILSZOT,O,X,O,O,X,X,X,X,X,X,X,X,X
JILSOTZ,O,X,X,X,O,X,X,X,O,X,O,X,X
JILSOZT,O,X,O,O,X,X,X,X,X,X,X,X,X
JILZTSO,O,X,X,O,X,X,X,O,O,O,X,X,X
JILZTOS,X,X,X,X,O,O,X,O,O,O,X,X,X
JILZSTO,O,O,O,O,X,X,X,O,O,O,X,X,X
JILZSOT,O,O,O,O,X,X,X,X,X,X,X,X,X
JILZOTS,O,X,O,X,X,X,X,O,X,O,X,X,X
JILZOST,O,X,O,O,X,X,X,X,X,X,X,X,X
JILOTSZ,O,X,X,X,O,O,X,O,O,X,X,X,X
