sequence,v115@HhA8IeC8FeF8CeB8Jex/IvhFihB3iBcoBGlB9rBTsB,v115@HhA8IeC8FeF8CeB8Jex/IvhFihBcnBTjBGlB9rB3sB,v115@HhA8IeC8FeF8CeB8Jex/IvhFNmB3iBcoBGlBzmBSxB,v115@HhA8IeC8FeF8CeB8Je0/IvhF6lBNmBTjBRsBXsBGsB,v115@HhA8IeC8FeF8CeB8Je0/IvhFxgBdnBCjBzlBXoBWxB,v115@HhA8IeC8FeF8CeB8Jex/IvhFNmBUiBGlBXoBzrBCtB
ZSTILOJ,O,O,X,O,X,X
ZSTIJLO,O,O,O,X,X,X
ZSTIJOL,O,O,O,X,X,X
ZSTIOLJ,O,O,X,O,X,X
ZSTIOJL,O,O,X,X,X,X
ZSTLIJO,O,O,O,O,X,X
ZSTLIOJ,O,O,X,O,X,X
ZSTLJIO,O,O,O,X,X,X
ZSTLJOI,O,O,O,X,X,X
ZSTLOIJ,O,O,X,O,X,X
ZSTLOJI,O,O,O,X,O,X
ZSTJILO,O,O,O,X,X,X
ZSTJIOL,O,O,O,X,X,X
ZSTJLIO,O,O,O,X,X,X
ZSTJLOI,O,O,O,X,X,X
ZSTJOIL,O,O,O,X,X,X
ZSTJOLI,O,O,O,X,X,X
ZSTOILJ,O,O,X,O,X,X
ZSTOIJL,O,O,X,X,O,X
ZSTOLIJ,O,O,X,O,X,X
ZSTOLJI,O,O,X,X,O,X
ZSTOJIL,O,O,O,X,O,X
ZSTOJLI,O,O,O,X,O,X
ZSITLJO,O,O,O,O,X,X
ZSITLOJ,O,O,X,O,X,X
ZSITJLO,O,O,O,X,X,X
ZSITJOL,O,O,O,X,X,X
ZSITOLJ,O,O,X,O,X,X
ZSITOJL,O,O,X,X,X,X
ZSILTJO,O,O,O,O,X,X
ZSILTOJ,O,O,X,O,X,X
ZSILJTO,O,O,O,X,X,X
ZSILJOT,X,O,O,X,X,X
ZSILOTJ,X,O,X,O,X,X
ZSILOJT,X,O,O,X,O,X
ZSIJTLO,O,O,O,X,O,X
ZSIJTOL,O,O,O,X,O,X
ZSIJLTO,O,O,O,X,O,X
ZSIJLOT,X,O,O,X,X,X
ZSIJOTL,O,O,O,X,O,O
ZSIJOLT,O,O,O,X,X,X
ZSIOTLJ,O,O,X,O,X,X
ZSIOTJL,O,O,X,X,O,X
ZSIOLTJ,O,O,X,O,X,X
ZSIOLJT,O,O,O,X,O,X
ZSIOJTL,O,O,O,X,O,O
ZSIOJLT,O,O,O,X,O,X
ZSLTIJO,O,O,O,O,X,X
ZSLTIOJ,O,O,X,O,X,X
ZSLTJIO,O,O,O,X,X,X
ZSLTJOI,O,O,O,X,X,X
ZSLTOIJ,O,O,X,O,X,X
ZSLTOJI,O,O,O,X,O,X
ZSLITJO,O,O,O,O,X,X
ZSLITOJ,O,O,X,O,X,X
ZSLIJTO,O,O,O,X,X,X
ZSLIJOT,X,O,O,X,X,X
ZSLIOTJ,X,O,X,O,X,X
ZSLIOJT,X,O,O,X,O,X
ZSLJTIO,O,O,O,X,X,X
ZSLJTOI,O,O,O,X,X,X
ZSLJITO,O,O,O,X,X,X
ZSLJIOT,X,O,O,X,X,X
ZSLJOTI,X,O,O,X,O,X
ZSLJOIT,X,O,O,X,O,X
ZSLOTIJ,X,O,X,O,X,X
ZSLOTJI,X,O,O,X,O,X
ZSLOITJ,X,O,X,O,X,X
ZSLOIJT,X,O,O,X,O,X
ZSLOJTI,X,O,O,X,O,X
ZSLOJIT,X,O,O,X,O,X
ZSJTILO,O,O,O,X,O,X
ZSJTIOL,O,O,O,X,O,X
ZSJTLIO,O,O,O,X,O,X
ZSJTLOI,O,O,O,X,O,X
ZSJTOIL,O,O,O,X,O,X
ZSJTOLI,O,O,O,X,O,X
ZSJITLO,O,O,O,X,O,X
ZSJITOL,O,O,O,X,O,X
ZSJILTO,O,O,O,X,O,X
ZSJILOT,X,O,O,X,O,X
ZSJIOTL,O,O,O,X,O,O
ZSJIOLT,O,O,O,X,O,X
ZSJLTIO,O,O,O,X,O,X
ZSJLTOI,O,O,O,X,O,X
ZSJLITO,O,O,O,X,O,X
ZSJLIOT,X,O,O,X,O,X
ZSJLOTI,X,O,O,X,O,X
ZSJLOIT,X,O,O,X,O,X
ZSJOTIL,O,O,O,X,O,O
ZSJOTLI,O,O,O,X,O,O
ZSJOITL,O,O,O,X,O,O
ZSJOILT,O,O,O,X,O,X
ZSJOLTI,O,O,O,X,O,X
ZSJOLIT,O,O,O,X,O,X
ZSOTILJ,O,O,X,O,X,X
ZSOTIJL,O,O,X,X,O,O
ZSOTLIJ,O,O,X,O,X,X
ZSOTLJI,O,O,X,X,O,O
ZSOTJIL,O,O,O,X,O,O
ZSOTJLI,O,O,O,X,O,O
ZSOITLJ,O,O,X,O,X,X
ZSOITJL,O,O,X,X,O,O
ZSOILTJ,O,O,X,O,X,X
ZSOILJT,O,O,O,X,O,X
ZSOIJTL,O,O,O,X,O,O
ZSOIJLT,O,O,O,X,O,X
ZSOLTIJ,O,O,X,O,X,X
ZSOLTJI,O,O,O,X,O,O
ZSOLITJ,O,O,X,O,X,X
ZSOLIJT,O,O,O,X,O,X
ZSOLJTI,O,O,O,X,O,X
ZSOLJIT,O,O,O,X,O,X
ZSOJTIL,O,O,O,X,O,O
ZSOJTLI,O,O,O,X,O,O
ZSOJITL,O,O,O,X,O,O
ZSOJILT,O,O,O,X,O,X
ZSOJLTI,O,O,O,X,O,X
ZSOJLIT,O,O,O,X,O,X
ZOTILJS,O,X,X,O,X,X
ZOTILSJ,O,X,X,O,X,X
ZOTIJLS,O,X,X,O,O,O
ZOTIJSL,O,X,X,X,O,O
ZOTISLJ,O,O,X,O,X,X
ZOTISJL,O,O,X,X,O,O
ZOTLIJS,O,X,X,O,X,X
ZOTLISJ,O,X,X,O,X,X
ZOTLJIS,O,X,O,O,X,O
ZOTLJSI,O,X,O,X,X,O
ZOTLSIJ,O,X,X,O,X,X
ZOTLSJI,O,X,O,X,X,O
ZOTJILS,O,X,O,O,O,O
ZOTJISL,O,O,O,X,O,O
ZOTJLIS,O,X,O,O,O,O
ZOTJLSI,O,X,O,X,O,O
ZOTJSIL,O,O,O,X,O,O
ZOTJSLI,O,O,O,X,O,O
ZOTSILJ,O,O,X,O,X,X
ZOTSIJL,O,O,X,X,O,O
ZOTSLIJ,O,O,X,O,X,X
ZOTSLJI,O,O,X,X,O,O
ZOTSJIL,O,O,O,X,O,O
ZOTSJLI,O,O,O,X,O,O
ZOITLJS,O,X,X,O,X,X
ZOITLSJ,O,X,X,O,X,X
ZOITJLS,O,X,X,O,O,O
ZOITJSL,O,X,X,X,O,O
ZOITSLJ,O,O,X,O,X,X
ZOITSJL,O,O,X,X,O,O
ZOILTJS,O,X,X,O,X,X
ZOILTSJ,O,X,X,O,X,X
ZOILJTS,O,X,O,O,O,X
ZOILJST,O,X,O,X,O,X
ZOILSTJ,O,X,X,O,X,X
ZOILSJT,O,X,O,X,O,X
ZOIJTLS,O,X,O,O,O,O
ZOIJTSL,O,O,O,X,O,O
ZOIJLTS,O,X,O,O,O,X
ZOIJLST,O,X,O,X,O,X
ZOIJSTL,O,O,O,X,O,O
ZOIJSLT,O,O,O,X,O,X
ZOISTLJ,O,O,X,O,X,X
ZOISTJL,O,O,X,X,O,O
ZOISLTJ,O,O,X,O,X,X
ZOISLJT,O,O,O,X,O,X
ZOISJTL,O,O,O,X,O,O
ZOISJLT,O,O,O,X,O,X
ZOLTIJS,O,X,X,O,X,X
ZOLTISJ,O,X,X,O,X,X
ZOLTJIS,O,X,O,O,X,O
ZOLTJSI,O,X,O,X,X,O
ZOLTSIJ,O,X,X,O,X,X
ZOLTSJI,O,X,O,X,X,O
ZOLITJS,O,X,X,O,X,X
ZOLITSJ,O,X,X,O,X,X
ZOLIJTS,O,X,O,O,O,X
ZOLIJST,O,X,O,X,O,X
ZOLISTJ,O,X,X,O,X,X
ZOLISJT,O,X,O,X,O,X
ZOLJTIS,O,X,O,O,O,X
ZOLJTSI,O,X,O,X,O,X
ZOLJITS,O,X,O,O,O,X
ZOLJIST,O,X,O,X,O,X
ZOLJSTI,O,X,O,X,O,X
ZOLJSIT,O,X,O,X,O,X
ZOLSTIJ,O,X,X,O,X,X
ZOLSTJI,O,X,O,X,O,O
ZOLSITJ,O,X,X,O,X,X
ZOLSIJT,O,X,O,X,O,X
ZOLSJTI,O,X,O,X,O,X
ZOLSJIT,O,X,O,X,O,X
ZOJTILS,O,X,O,O,O,O
ZOJTISL,O,O,O,X,O,O
ZOJTLIS,O,X,O,O,O,O
ZOJTLSI,O,X,O,X,O,O
ZOJTSIL,O,O,O,X,O,O
ZOJTSLI,O,O,O,X,O,O
ZOJITLS,O,X,O,O,O,O
ZOJITSL,O,O,O,X,O,O
ZOJILTS,O,X,O,O,O,X
ZOJILST,O,X,O,X,O,X
ZOJISTL,O,O,O,X,O,O
ZOJISLT,O,O,O,X,O,X
ZOJLTIS,O,X,O,O,O,X
ZOJLTSI,O,X,O,X,O,X
ZOJLITS,O,X,O,O,O,X
ZOJLIST,O,X,O,X,O,X
ZOJLSTI,O,X,O,X,O,X
ZOJLSIT,O,X,O,X,O,X
ZOJSTIL,O,O,O,X,O,O
ZOJSTLI,O,O,O,X,O,O
ZOJSITL,O,O,O,X,O,O
ZOJSILT,O,O,O,X,O,X
ZOJSLTI,O,O,O,X,O,X
ZOJSLIT,O,O,O,X,O,X
ZOSTILJ,O,O,X,O,X,X
ZOSTIJL,O,O,X,X,O,O
ZOSTLIJ,O,O,X,O,X,X
ZOSTLJI,O,O,X,X,O,O
ZOSTJIL,O,O,O,X,O,O
ZOSTJLI,O,O,O,X,O,O
ZOSITLJ,O,O,X,O,X,X
ZOSITJL,O,O,X,X,O,O
ZOSILTJ,O,O,X,O,X,X
ZOSILJT,O,O,O,X,O,X
ZOSIJTL,O,O,O,X,O,O
ZOSIJLT,O,O,O,X,O,X
ZOSLTIJ,O,O,X,O,X,X
ZOSLTJI,O,O,O,X,O,O
ZOSLITJ,O,O,X,O,X,X
ZOSLIJT,O,O,O,X,O,X
ZOSLJTI,O,O,O,X,O,X
ZOSLJIT,O,O,O,X,O,X
ZOSJTIL,O,O,O,X,O,O
ZOSJTLI,O,O,O,X,O,O
ZOSJITL,O,O,O,X,O,O
ZOSJILT,O,O,O,X,O,X
ZOSJLTI,O,O,O,X,O,X
ZOSJLIT,O,O,O,X,O,X
OTILJSZ,O,X,X,O,X,X
OTILJZS,O,X,X,O,X,X
OTILSJZ,X,X,X,O,X,X
OTILSZJ,O,O,X,O,X,X
OTILZJS,O,X,X,O,X,X
OTILZSJ,O,X,X,O,X,X
OTIJLSZ,O,O,X,O,O,O
OTIJLZS,O,X,X,O,O,O
OTIJSLZ,O,O,X,X,O,O
OTIJSZL,O,O,X,X,O,O
OTIJZLS,O,X,X,O,O,O
OTIJZSL,O,O,X,X,O,O
OTISLJZ,X,X,X,O,X,X
OTISLZJ,O,O,X,O,X,X
OTISJLZ,X,O,X,X,O,O
OTISJZL,X,O,X,X,O,O
OTISZLJ,O,O,X,O,X,X
OTISZJL,O,O,X,X,O,O
OTIZLJS,O,X,X,O,X,X
OTIZLSJ,O,X,X,O,X,X
OTIZJLS,O,X,X,O,O,O
OTIZJSL,O,X,X,X,O,O
OTIZSLJ,O,O,X,O,X,X
OTIZSJL,O,O,X,X,O,O
OTLIJSZ,O,X,X,O,X,X
OTLIJZS,O,X,X,O,X,X
OTLISJZ,X,X,X,O,X,X
OTLISZJ,O,O,X,O,X,X
OTLIZJS,O,X,X,O,X,X
OTLIZSJ,O,X,X,O,X,X
OTLJISZ,O,O,X,O,X,O
OTLJIZS,O,X,O,O,X,O
OTLJSIZ,O,O,X,X,X,O
OTLJSZI,O,O,X,X,X,O
OTLJZIS,O,X,O,O,X,O
OTLJZSI,O,X,O,X,X,O
OTLSIJZ,X,X,X,O,X,X
OTLSIZJ,O,O,X,O,X,X
OTLSJIZ,O,O,X,X,X,O
OTLSJZI,O,O,X,X,X,O
OTLSZIJ,O,O,X,O,X,X
OTLSZJI,O,O,X,X,X,O
OTLZIJS,O,X,X,O,X,X
OTLZISJ,O,X,X,O,X,X
OTLZJIS,O,X,O,O,X,O
OTLZJSI,O,X,O,X,X,O
OTLZSIJ,O,X,X,O,X,X
OTLZSJI,O,X,O,X,X,O
OTJILSZ,O,O,X,O,O,O
OTJILZS,O,X,O,O,O,O
OTJISLZ,O,O,X,X,O,O
OTJISZL,O,O,X,X,O,O
OTJIZLS,O,X,O,O,O,O
OTJIZSL,O,O,O,X,O,O
OTJLISZ,O,O,X,O,O,O
OTJLIZS,O,X,O,O,O,O
OTJLSIZ,O,O,X,X,O,O
OTJLSZI,O,O,X,X,O,O
OTJLZIS,O,X,O,O,O,O
OTJLZSI,O,X,O,X,O,O
OTJSILZ,O,O,X,X,O,O
OTJSIZL,O,O,X,X,O,O
OTJSLIZ,O,O,X,X,O,O
OTJSLZI,O,O,X,X,O,O
OTJSZIL,O,O,X,X,O,O
OTJSZLI,O,O,X,X,O,O
OTJZILS,O,X,O,O,O,O
OTJZISL,O,O,O,X,O,O
OTJZLIS,O,X,O,O,O,O
OTJZLSI,O,X,O,X,O,O
OTJZSIL,O,O,O,X,O,O
OTJZSLI,O,O,O,X,O,O
OTSILJZ,X,X,X,O,X,X
OTSILZJ,O,O,X,O,X,X
OTSIJLZ,X,O,X,X,O,O
OTSIJZL,X,O,X,X,O,O
OTSIZLJ,O,O,X,O,X,X
OTSIZJL,O,O,X,X,O,O
OTSLIJZ,X,X,X,O,X,X
OTSLIZJ,O,O,X,O,X,X
OTSLJIZ,O,O,X,X,O,O
OTSLJZI,O,O,X,X,O,O
OTSLZIJ,O,O,X,O,X,X
OTSLZJI,O,O,X,X,O,O
OTSJILZ,O,O,X,X,O,O
OTSJIZL,O,O,X,X,O,O
OTSJLIZ,O,O,X,X,O,O
OTSJLZI,O,O,X,X,O,O
OTSJZIL,O,O,X,X,O,O
OTSJZLI,O,O,X,X,O,O
OTSZILJ,O,O,X,O,X,X
OTSZIJL,O,O,X,X,O,O
OTSZLIJ,O,O,X,O,X,X
OTSZLJI,O,O,X,X,O,O
OTSZJIL,O,O,X,X,O,O
OTSZJLI,O,O,X,X,O,O
OTZILJS,O,X,X,O,X,X
OTZILSJ,O,X,X,O,X,X
OTZIJLS,O,X,X,O,O,O
OTZIJSL,O,X,X,X,O,O
OTZISLJ,O,O,X,O,X,X
OTZISJL,O,O,X,X,O,O
OTZLIJS,O,X,X,O,X,X
OTZLISJ,O,X,X,O,X,X
OTZLJIS,O,X,O,O,X,O
OTZLJSI,O,X,O,X,X,O
OTZLSIJ,O,X,X,O,X,X
OTZLSJI,O,X,O,X,X,O
OTZJILS,O,X,O,O,O,O
OTZJISL,O,O,O,X,O,O
OTZJLIS,O,X,O,O,O,O
OTZJLSI,O,X,O,X,O,O
OTZJSIL,O,O,O,X,O,O
OTZJSLI,O,O,O,X,O,O
OTZSILJ,O,O,X,O,X,X
OTZSIJL,O,O,X,X,O,O
OTZSLIJ,O,O,X,O,X,X
OTZSLJI,O,O,X,X,O,O
OTZSJIL,O,O,O,X,O,O
OTZSJLI,O,O,O,X,O,O
OITLJSZ,O,X,X,O,X,X
OITLJZS,O,X,X,O,X,X
OITLSJZ,X,X,X,O,X,X
OITLSZJ,O,O,X,O,X,X
OITLZJS,O,X,X,O,X,X
OITLZSJ,O,X,X,O,X,X
OITJLSZ,O,O,X,O,O,O
OITJLZS,O,X,X,O,O,O
OITJSLZ,O,O,X,X,O,O
OITJSZL,O,O,X,X,O,O
OITJZLS,O,X,X,O,O,O
OITJZSL,O,O,X,X,O,O
OITSLJZ,X,X,X,O,X,X
OITSLZJ,O,O,X,O,X,X
OITSJLZ,X,O,X,X,O,O
OITSJZL,X,O,X,X,O,O
OITSZLJ,O,O,X,O,X,X
OITSZJL,O,O,X,X,O,O
OITZLJS,O,X,X,O,X,X
OITZLSJ,O,X,X,O,X,X
OITZJLS,O,X,X,O,O,O
OITZJSL,O,X,X,X,O,O
OITZSLJ,O,O,X,O,X,X
OITZSJL,O,O,X,X,O,O
OILTJSZ,X,X,X,O,X,X
OILTJZS,O,X,X,O,X,X
OILTSJZ,X,X,X,O,X,X
OILTSZJ,O,O,X,O,X,X
OILTZJS,O,X,X,O,X,X
OILTZSJ,O,X,X,O,X,X
OILJTSZ,O,O,X,O,O,O
OILJTZS,O,X,O,O,O,O
OILJSTZ,X,O,X,X,O,O
OILJSZT,X,O,X,X,O,X
OILJZTS,O,X,O,O,O,X
OILJZST,O,X,O,X,O,X
OILSTJZ,X,X,X,O,X,X
OILSTZJ,X,O,X,O,X,X
OILSJTZ,X,O,X,X,O,O
OILSJZT,X,O,X,X,O,X
OILSZTJ,X,O,X,O,X,X
OILSZJT,X,O,X,X,O,X
OILZTJS,O,X,X,O,X,X
OILZTSJ,O,X,X,O,X,X
OILZJTS,O,X,O,O,O,X
OILZJST,O,X,O,X,O,X
OILZSTJ,O,X,X,O,X,X
OILZSJT,O,X,O,X,O,X
OIJTLSZ,O,O,X,O,O,O
OIJTLZS,O,X,O,O,O,O
OIJTSLZ,O,O,X,X,O,O
OIJTSZL,O,O,X,X,O,O
OIJTZLS,O,X,O,O,O,O
OIJTZSL,O,O,O,X,O,O
OIJLTSZ,O,O,X,O,O,O
OIJLTZS,O,X,O,O,O,O
OIJLSTZ,X,O,X,X,O,O
OIJLSZT,X,O,X,X,O,X
OIJLZTS,O,X,O,O,O,X
OIJLZST,O,X,O,X,O,X
OIJSTLZ,O,O,X,X,O,O
OIJSTZL,O,O,X,X,O,O
OIJSLTZ,X,O,X,X,O,O
OIJSLZT,X,O,X,X,O,X
OIJSZTL,O,O,X,X,O,O
OIJSZLT,O,O,X,X,O,X
OIJZTLS,O,X,O,O,O,O
OIJZTSL,O,O,O,X,O,O
OIJZLTS,O,X,O,O,O,X
OIJZLST,O,X,O,X,O,X
OIJZSTL,O,O,O,X,O,O
OIJZSLT,O,O,O,X,O,X
OISTLJZ,X,X,X,O,X,X
OISTLZJ,O,O,X,O,X,X
OISTJLZ,X,O,X,X,O,O
OISTJZL,X,O,X,X,O,O
OISTZLJ,O,O,X,O,X,X
OISTZJL,O,O,X,X,O,O
OISLTJZ,X,X,X,O,X,X
OISLTZJ,X,O,X,O,X,X
OISLJTZ,X,O,X,X,O,O
OISLJZT,X,O,X,X,O,X
OISLZTJ,X,O,X,O,X,X
OISLZJT,X,O,X,X,O,X
OISJTLZ,O,O,X,X,O,O
OISJTZL,O,O,X,X,O,O
OISJLTZ,X,O,X,X,O,O
OISJLZT,X,O,X,X,O,X
OISJZTL,O,O,X,X,O,O
OISJZLT,O,O,X,X,O,X
OISZTLJ,O,O,X,O,X,X
OISZTJL,O,O,X,X,O,O
OISZLTJ,O,O,X,O,X,X
OISZLJT,O,O,X,X,O,X
OISZJTL,O,O,X,X,O,O
OISZJLT,O,O,X,X,O,X
OIZTLJS,O,X,X,O,X,X
OIZTLSJ,O,X,X,O,X,X
OIZTJLS,O,X,X,O,O,O
OIZTJSL,O,X,X,X,O,O
OIZTSLJ,O,O,X,O,X,X
OIZTSJL,O,O,X,X,O,O
OIZLTJS,O,X,X,O,X,X
OIZLTSJ,O,X,X,O,X,X
OIZLJTS,O,X,O,O,O,X
OIZLJST,O,X,O,X,O,X
OIZLSTJ,O,X,X,O,X,X
OIZLSJT,O,X,O,X,O,X
OIZJTLS,O,X,O,O,O,O
OIZJTSL,O,O,O,X,O,O
OIZJLTS,O,X,O,O,O,X
OIZJLST,O,X,O,X,O,X
OIZJSTL,O,O,O,X,O,O
OIZJSLT,O,O,O,X,O,X
OIZSTLJ,O,O,X,O,X,X
OIZSTJL,O,O,X,X,O,O
OIZSLTJ,O,O,X,O,X,X
OIZSLJT,O,O,O,X,O,X
OIZSJTL,O,O,O,X,O,O
OIZSJLT,O,O,O,X,O,X
OLTIJSZ,O,X,X,O,X,X
OLTIJZS,O,X,X,O,X,X
OLTISJZ,X,X,X,O,X,X
OLTISZJ,O,O,X,O,X,X
OLTIZJS,O,X,X,O,X,X
OLTIZSJ,O,X,X,O,X,X
OLTJISZ,O,O,X,O,X,O
OLTJIZS,O,X,O,O,X,O
OLTJSIZ,O,O,X,X,X,O
OLTJSZI,O,O,X,X,X,O
OLTJZIS,O,X,O,O,X,O
OLTJZSI,O,X,O,X,X,O
OLTSIJZ,X,X,X,O,X,X
OLTSIZJ,O,O,X,O,X,X
OLTSJIZ,O,O,X,X,X,O
OLTSJZI,O,O,X,X,X,O
OLTSZIJ,O,O,X,O,X,X
OLTSZJI,O,O,X,X,X,O
OLTZIJS,O,X,X,O,X,X
OLTZISJ,O,X,X,O,X,X
OLTZJIS,O,X,O,O,X,O
OLTZJSI,O,X,O,X,X,O
OLTZSIJ,O,X,X,O,X,X
OLTZSJI,O,X,O,X,X,O
OLITJSZ,X,X,X,O,X,X
OLITJZS,O,X,X,O,X,X
OLITSJZ,X,X,X,O,X,X
OLITSZJ,O,O,X,O,X,X
OLITZJS,O,X,X,O,X,X
OLITZSJ,O,X,X,O,X,X
OLIJTSZ,O,O,X,O,O,O
OLIJTZS,O,X,O,O,O,O
OLIJSTZ,X,O,X,X,O,O
OLIJSZT,X,O,X,X,O,X
OLIJZTS,O,X,O,O,O,X
OLIJZST,O,X,O,X,O,X
OLISTJZ,X,X,X,O,X,X
OLISTZJ,X,O,X,O,X,X
OLISJTZ,X,O,X,X,O,O
OLISJZT,X,O,X,X,O,X
OLISZTJ,X,O,X,O,X,X
OLISZJT,X,O,X,X,O,X
OLIZTJS,O,X,X,O,X,X
OLIZTSJ,O,X,X,O,X,X
OLIZJTS,O,X,O,O,O,X
OLIZJST,O,X,O,X,O,X
OLIZSTJ,O,X,X,O,X,X
OLIZSJT,O,X,O,X,O,X
OLJTISZ,O,O,X,O,O,O
OLJTIZS,O,X,O,O,O,O
OLJTSIZ,O,O,X,X,O,O
OLJTSZI,O,O,X,X,O,O
OLJTZIS,O,X,O,O,O,O
OLJTZSI,O,X,O,X,O,O
OLJITSZ,O,O,X,O,O,O
OLJITZS,O,X,O,O,O,O
OLJISTZ,X,O,X,X,O,O
OLJISZT,X,O,X,X,O,X
OLJIZTS,O,X,O,O,O,X
OLJIZST,O,X,O,X,O,X
OLJSTIZ,X,O,X,X,O,O
OLJSTZI,X,O,X,X,O,O
OLJSITZ,X,O,X,X,O,O
OLJSIZT,X,O,X,X,O,X
OLJSZTI,X,O,X,X,O,X
OLJSZIT,X,O,X,X,O,X
OLJZTIS,O,X,O,O,O,X
OLJZTSI,O,X,O,X,O,X
OLJZITS,O,X,O,O,O,X
OLJZIST,O,X,O,X,O,X
OLJZSTI,O,X,O,X,O,X
OLJZSIT,O,X,O,X,O,X
OLSTIJZ,X,X,X,O,X,X
OLSTIZJ,X,O,X,O,X,X
OLSTJIZ,X,O,X,X,O,O
OLSTJZI,X,O,X,X,O,O
OLSTZIJ,X,O,X,O,X,X
OLSTZJI,X,O,X,X,O,O
OLSITJZ,X,X,X,O,X,X
OLSITZJ,X,O,X,O,X,X
OLSIJTZ,X,O,X,X,O,O
OLSIJZT,X,O,X,X,O,X
OLSIZTJ,X,O,X,O,X,X
OLSIZJT,X,O,X,X,O,X
OLSJTIZ,X,O,X,X,O,O
OLSJTZI,X,O,X,X,O,O
OLSJITZ,X,O,X,X,O,O
OLSJIZT,X,O,X,X,O,X
OLSJZTI,X,O,X,X,O,X
OLSJZIT,X,O,X,X,O,X
OLSZTIJ,X,O,X,O,X,X
OLSZTJI,X,O,X,X,O,O
OLSZITJ,X,O,X,O,X,X
OLSZIJT,X,O,X,X,O,X
OLSZJTI,X,O,X,X,O,X
OLSZJIT,X,O,X,X,O,X
OLZTIJS,O,X,X,O,X,X
OLZTISJ,O,X,X,O,X,X
OLZTJIS,O,X,O,O,X,O
OLZTJSI,O,X,O,X,X,O
OLZTSIJ,O,X,X,O,X,X
OLZTSJI,O,X,O,X,X,O
OLZITJS,O,X,X,O,X,X
OLZITSJ,O,X,X,O,X,X
OLZIJTS,O,X,O,O,O,X
OLZIJST,O,X,O,X,O,X
OLZISTJ,O,X,X,O,X,X
OLZISJT,O,X,O,X,O,X
OLZJTIS,O,X,O,O,O,X
OLZJTSI,O,X,O,X,O,X
OLZJITS,O,X,O,O,O,X
OLZJIST,O,X,O,X,O,X
OLZJSTI,O,X,O,X,O,X
OLZJSIT,O,X,O,X,O,X
OLZSTIJ,O,X,X,O,X,X
OLZSTJI,O,X,O,X,O,O
OLZSITJ,O,X,X,O,X,X
OLZSIJT,O,X,O,X,O,X
OLZSJTI,O,X,O,X,O,X
OLZSJIT,O,X,O,X,O,X
OJTILSZ,O,O,X,O,O,O
OJTILZS,O,X,O,O,O,O
OJTISLZ,O,O,X,X,O,O
OJTISZL,O,O,X,X,O,O
OJTIZLS,O,X,O,O,O,O
OJTIZSL,O,O,O,X,O,O
OJTLISZ,O,O,X,O,O,O
OJTLIZS,O,X,O,O,O,O
OJTLSIZ,O,O,X,X,O,O
OJTLSZI,O,O,X,X,O,O
OJTLZIS,O,X,O,O,O,O
OJTLZSI,O,X,O,X,O,O
OJTSILZ,O,O,X,X,O,O
OJTSIZL,O,O,X,X,O,O
OJTSLIZ,O,O,X,X,O,O
OJTSLZI,O,O,X,X,O,O
OJTSZIL,O,O,X,X,O,O
OJTSZLI,O,O,X,X,O,O
OJTZILS,O,X,O,O,O,O
OJTZISL,O,O,O,X,O,O
OJTZLIS,O,X,O,O,O,O
OJTZLSI,O,X,O,X,O,O
OJTZSIL,O,O,O,X,O,O
OJTZSLI,O,O,O,X,O,O
OJITLSZ,O,O,X,O,O,O
OJITLZS,O,X,O,O,O,O
OJITSLZ,O,O,X,X,O,O
OJITSZL,O,O,X,X,O,O
OJITZLS,O,X,O,O,O,O
OJITZSL,O,O,O,X,O,O
OJILTSZ,O,O,X,O,O,O
OJILTZS,O,X,O,O,O,O
OJILSTZ,X,O,X,X,O,O
OJILSZT,X,O,X,X,O,X
OJILZTS,O,X,O,O,O,X
OJILZST,O,X,O,X,O,X
OJISTLZ,O,O,X,X,O,O
OJISTZL,O,O,X,X,O,O
OJISLTZ,X,O,X,X,O,O
OJISLZT,X,O,X,X,O,X
OJISZTL,O,O,X,X,O,O
OJISZLT,O,O,X,X,O,X
OJIZTLS,O,X,O,O,O,O
OJIZTSL,O,O,O,X,O,O
OJIZLTS,O,X,O,O,O,X
OJIZLST,O,X,O,X,O,X
OJIZSTL,O,O,O,X,O,O
OJIZSLT,O,O,O,X,O,X
OJLTISZ,O,O,X,O,O,O
OJLTIZS,O,X,O,O,O,O
OJLTSIZ,O,O,X,X,O,O
OJLTSZI,O,O,X,X,O,O
OJLTZIS,O,X,O,O,O,O
OJLTZSI,O,X,O,X,O,O
OJLITSZ,O,O,X,O,O,O
OJLITZS,O,X,O,O,O,O
OJLISTZ,X,O,X,X,O,O
OJLISZT,X,O,X,X,O,X
OJLIZTS,O,X,O,O,O,X
OJLIZST,O,X,O,X,O,X
OJLSTIZ,X,O,X,X,O,O
OJLSTZI,X,O,X,X,O,O
OJLSITZ,X,O,X,X,O,O
OJLSIZT,X,O,X,X,O,X
OJLSZTI,X,O,X,X,O,X
OJLSZIT,X,O,X,X,O,X
OJLZTIS,O,X,O,O,O,X
OJLZTSI,O,X,O,X,O,X
OJLZITS,O,X,O,O,O,X
OJLZIST,O,X,O,X,O,X
OJLZSTI,O,X,O,X,O,X
OJLZSIT,O,X,O,X,O,X
OJSTILZ,O,O,X,X,O,O
OJSTIZL,O,O,X,X,O,O
OJSTLIZ,O,O,X,X,O,O
OJSTLZI,O,O,X,X,O,O
OJSTZIL,O,O,X,X,O,O
OJSTZLI,O,O,X,X,O,O
