sequence,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeOAJvhFXcBldBUiBS?qBTmBxvB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeT7IvhFicB3dBWnBV?qBUmBxvB,v115@zgB8GeC8FeD8FeC8EeF8DeD8Jex7IvhFldBelBUiBC?mBTrB3qB,v115@zgB8GeC8FeD8FeC8EeF8DeD8Je07IvhFlcB3dBelBz?lBCnBxvB,v115@zgB8GeC8FeD8FeC8EeF8DeD8Je2AJvhFRdBcmBTiB3?gBFqBSwB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeyAJvhFRdBGiBXlBl?mBUrBTqB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeyAJvhFzcBuiB0lBl?mBXlBxvB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeyAJvhF3dB5mBTgBU?iBerBFqB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeKAJvhFzbB3dB5mBU?iBerBFqB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeR9IvhF/lBTiB6rBF?mBUqBmqB,v115@zgB8GeC8FeD8FeC8EeF8DeD8Jex7IvhFuiBTgBihBF?qBXrB8rB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeyAJvhFUdB5mBTgB3?iBerBFqB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JecBJvhFelB5lBXiBl?iBTrBiqB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeuCJvhFxgBFqBXrB8?rBTqBirB,v115@zgB8GeC8FeD8FeC8EeF8DeD8Je39IvhFelBChBxmBl?mBUrBTqB
TJZSIOL,O,O,O,O,X,O,X,X,X,X,X,X,X,O,X
TJZSLIO,O,O,X,X,X,O,X,O,O,X,X,X,X,O,O
TJZSLOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
TJZSOIL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X
TJZSOLI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TJZOILS,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TJZOISL,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TJZOLIS,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TJZOLSI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TJZOSIL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZOSLI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TJOILSZ,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X
TJOILZS,X,O,O,X,O,O,O,X,O,X,X,O,X,X,X
TJOISLZ,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TJOISZL,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
TJOIZLS,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X
TJOIZSL,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X
TJOLISZ,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X
TJOLIZS,X,X,O,X,O,O,O,X,O,X,X,O,X,X,X
TJOLSIZ,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TJOLSZI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TJOLZIS,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X
TJOLZSI,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X
TJOSILZ,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TJOSIZL,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
TJOSLIZ,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TJOSLZI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TJOSZIL,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X
TJOSZLI,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TJOZILS,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TJOZISL,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X
TJOZLIS,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TJOZLSI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TJOZSIL,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
TJOZSLI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TSILJZO,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
TSILJOZ,O,O,X,O,X,X,O,X,O,X,O,X,X,X,X
TSILZJO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSILZOJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSILOJZ,O,O,X,O,X,X,O,X,O,X,O,X,X,X,X
TSILOZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSIJLZO,X,O,X,O,X,O,X,O,O,X,X,X,X,X,O
TSIJLOZ,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X
TSIJZLO,X,O,X,O,X,O,O,O,O,X,X,X,X,O,X
TSIJZOL,X,O,X,O,X,O,O,X,X,X,X,X,X,O,X
TSIJOLZ,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X
TSIJOZL,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TSIZLJO,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X
TSIZLOJ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSIZJLO,O,O,X,O,X,O,O,X,X,X,X,X,X,O,O
TSIZJOL,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X
TSIZOLJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSIZOJL,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X
TSIOLJZ,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X
TSIOLZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSIOJLZ,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X
TSIOJZL,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TSIOZLJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSIOZJL,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSLIJZO,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
TSLIJOZ,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X
TSLIZJO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLIZOJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLIOJZ,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X
TSLIOZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSLJIZO,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X
TSLJIOZ,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X
TSLJZIO,O,X,X,X,X,O,X,O,O,X,X,X,X,O,X
TSLJZOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
TSLJOIZ,O,O,X,X,X,X,O,O,O,X,O,X,X,X,X
TSLJOZI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TSLZIJO,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X
TSLZIOJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLZJIO,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X
TSLZJOI,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X
TSLZOIJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSLZOJI,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X
TSLOIJZ,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X
TSLOIZJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSLOJIZ,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X
TSLOJZI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TSLOZIJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSLOZJI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X
TSJILZO,X,O,X,O,X,O,X,O,O,X,X,O,X,X,O
TSJILOZ,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X
TSJIZLO,X,O,X,O,X,O,O,O,O,X,X,O,X,O,X
TSJIZOL,X,O,O,O,X,O,O,X,X,X,X,X,X,O,X
TSJIOLZ,X,O,O,O,X,X,O,O,O,X,O,X,X,X,X
TSJIOZL,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TSJLIZO,X,O,X,O,X,O,X,O,O,X,X,O,X,X,X
TSJLIOZ,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X
TSJLZIO,X,X,X,X,X,O,X,O,O,X,X,X,X,O,X
TSJLZOI,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X
TSJLOIZ,X,O,X,X,X,X,O,O,O,X,O,X,X,X,X
TSJLOZI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TSJZILO,X,O,X,O,X,O,X,O,O,X,X,X,X,O,O
TSJZIOL,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X
TSJZLIO,X,O,X,X,X,O,X,O,O,X,X,X,X,O,O
TSJZLOI,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X
TSJZOIL,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X
TSJZOLI,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TSJOILZ,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TSJOIZL,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
TSJOLIZ,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TSJOLZI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TSJOZIL,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X
TSJOZLI,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TSZILJO,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X
TSZILOJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZIJLO,O,O,X,O,X,O,X,X,X,X,X,X,X,O,O
TSZIJOL,O,O,O,O,X,O,X,X,X,X,X,X,X,O,X
TSZIOLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZIOJL,O,O,O,O,X,O,X,X,X,X,X,X,X,O,X
TSZLIJO,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X
TSZLIOJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZLJIO,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X
TSZLJOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
TSZLOIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZLOJI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
TSZJILO,O,O,X,X,X,O,X,O,O,X,X,X,X,O,O
TSZJIOL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X
TSZJLIO,O,O,X,X,X,O,X,O,O,X,X,X,X,O,O
TSZJLOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
TSZJOIL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X
TSZJOLI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TSZOILJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZOIJL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X
TSZOLIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZOLJI,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TSZOJIL,O,O,O,X,X,O,X,X,X,X,X,X,O,O,X
TSZOJLI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TSOILJZ,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X
TSOILZJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSOIJLZ,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X
TSOIJZL,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TSOIZLJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSOIZJL,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSOLIJZ,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X
TSOLIZJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSOLJIZ,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X
TSOLJZI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TSOLZIJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSOLZJI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X
TSOJILZ,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TSOJIZL,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
TSOJLIZ,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TSOJLZI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TSOJZIL,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X
TSOJZLI,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TSOZILJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSOZIJL,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
TSOZLIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSOZLJI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TSOZJIL,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X
TSOZJLI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TZILJSO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TZILJOS,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TZILSJO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZILSOJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZILOJS,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TZILOSJ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TZIJLSO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O
TZIJLOS,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TZIJSLO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O
TZIJSOL,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TZIJOLS,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TZIJOSL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TZISLJO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZISLOJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZISJLO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O
TZISJOL,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TZISOLJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TZISOJL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TZIOLJS,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TZIOLSJ,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X
TZIOJLS,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TZIOJSL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TZIOSLJ,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
TZIOSJL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TZLIJSO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZLIJOS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TZLISJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLISOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLIOJS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TZLIOSJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TZLJISO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TZLJIOS,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
TZLJSIO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TZLJSOI,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
TZLJOIS,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X
TZLJOSI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
TZLSIJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSIOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSJIO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TZLSJOI,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
TZLSOIJ,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
TZLSOJI,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
TZLOIJS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TZLOISJ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
TZLOJIS,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X
TZLOJSI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
TZLOSIJ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
TZLOSJI,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X
TZJILSO,O,O,X,X,X,O,O,O,O,X,X,O,X,X,O
TZJILOS,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X
TZJISLO,O,O,X,X,X,O,O,O,O,X,X,O,X,X,O
TZJISOL,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TZJIOLS,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
TZJIOSL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TZJLISO,O,O,X,X,X,O,X,O,O,X,X,O,X,X,O
TZJLIOS,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X
TZJLSIO,O,O,X,X,X,O,X,O,O,X,X,X,X,X,O
TZJLSOI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TZJLOIS,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X
TZJLOSI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
TZJSILO,O,O,X,X,X,O,X,O,O,X,X,X,X,O,O
TZJSIOL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X
TZJSLIO,O,O,X,X,X,O,X,O,O,X,X,X,X,O,O
TZJSLOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
TZJSOIL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X
TZJSOLI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TZJOILS,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TZJOISL,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TZJOLIS,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TZJOLSI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TZJOSIL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJOSLI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TZSILJO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TZSILOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSIJLO,O,O,X,X,X,O,X,X,X,X,X,X,X,O,O
TZSIJOL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X
TZSIOLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZSIOJL,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
TZSLIJO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TZSLIOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSLJIO,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X
TZSLJOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
TZSLOIJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TZSLOJI,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X
TZSJILO,O,O,X,X,X,O,X,O,O,X,X,X,X,O,O
TZSJIOL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X
TZSJLIO,O,O,X,X,X,O,X,O,O,X,X,X,X,O,O
TZSJLOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
TZSJOIL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X
TZSJOLI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TZSOILJ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TZSOIJL,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
TZSOLIJ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TZSOLJI,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
TZSOJIL,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
TZSOJLI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TZOILJS,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TZOILSJ,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X
TZOIJLS,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TZOIJSL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TZOISLJ,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
TZOISJL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TZOLIJS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TZOLISJ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
TZOLJIS,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X
TZOLJSI,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TZOLSIJ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
TZOLSJI,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X
TZOJILS,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TZOJISL,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TZOJLIS,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TZOJLSI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TZOJSIL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZOJSLI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TZOSILJ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TZOSIJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZOSLIJ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TZOSLJI,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
TZOSJIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZOSJLI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
TOILJSZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TOILJZS,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TOILSJZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TOILSZJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TOILZJS,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TOILZSJ,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X
TOIJLSZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TOIJLZS,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X
TOIJSLZ,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X
TOIJSZL,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TOIJZLS,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TOIJZSL,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TOISLJZ,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
TOISLZJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TOISJLZ,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
TOISJZL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TOISZLJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TOISZJL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TOIZLJS,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TOIZLSJ,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X
TOIZJLS,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TOIZJSL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TOIZSLJ,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
TOIZSJL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TOLIJSZ,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
TOLIJZS,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TOLISJZ,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
TOLISZJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TOLIZJS,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TOLIZSJ,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X
TOLJISZ,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
TOLJIZS,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X
TOLJSIZ,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X
TOLJSZI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TOLJZIS,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X
TOLJZSI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
TOLSIJZ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TOLSIZJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TOLSJIZ,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X
TOLSJZI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TOLSZIJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TOLSZJI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X
TOLZIJS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TOLZISJ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
TOLZJIS,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TOLZJSI,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
TOLZSIJ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
TOLZSJI,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X
TOJILSZ,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X
TOJILZS,X,O,O,X,O,O,O,X,O,X,X,O,X,X,X
TOJISLZ,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TOJISZL,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
TOJIZLS,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X
TOJIZSL,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X
TOJLISZ,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X
TOJLIZS,X,X,O,X,O,O,O,X,O,X,X,O,X,X,X
TOJLSIZ,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TOJLSZI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TOJLZIS,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X
TOJLZSI,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X
TOJSILZ,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TOJSIZL,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
TOJSLIZ,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TOJSLZI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TOJSZIL,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X
TOJSZLI,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
TOJZILS,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TOJZISL,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X
TOJZLIS,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TOJZLSI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TOJZSIL,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
