sequence,v115@6gC8HeB8HeE8AeF8DeF8Jei6IvhFzbBUdB3fBWnBll?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Jei6IvhF3bBuhB1kB8lBTn?BxuB,v115@6gC8HeB8HeE8AeF8DeF8JeO/IvhF8fBzbBqhB/iBll?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Je06IvhFlbB3cB2kBTiBCm?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Jel6IvhF3bBzcB2kB8lBSs?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Jem6IvhFCcB/iBTfB0hBll?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Jeu/IvhFcgBXhBTiBSvBZk?BlrB,v115@6gC8HeB8HeE8AeF8DeF8JeK/IvhFzaBWhB/iB0hBll?BxuB,v115@6gC8HeB8HeE8AeF8DeF8Jex6IvhFzcB3fBSnBllB8q?B2uB,v115@6gC8HeB8HeE8AeF8DeF8Jex6IvhFlcBTiBCmBOpB8p?B3qB,v115@6gC8HeB8HeE8AeF8DeF8Jez6IvhFCcB/iB0hBllBZk?BWvB,v115@6gC8HeB8HeE8AeF8DeF8JeK/IvhFxbB/iB0hBllB+p?BTqB
JLIOTZS,X,X,X,O,O,X,O,X,X,O,X,X
JLIOSTZ,X,X,X,O,O,X,X,X,X,X,X,X
JLIOSZT,X,X,X,O,O,X,O,X,X,X,X,X
JLIOZTS,X,X,X,O,O,X,O,X,X,X,X,X
JLIOZST,X,X,X,O,O,X,O,X,X,X,X,X
JLSTIZO,O,X,O,O,O,X,X,X,O,O,X,X
JLSTIOZ,O,X,X,O,O,X,X,O,O,O,X,X
JLSTZIO,O,X,O,O,O,X,X,X,O,O,X,X
JLSTZOI,O,X,O,O,O,X,X,O,O,X,X,X
JLSTOIZ,O,X,X,X,O,X,X,O,O,X,X,X
JLSTOZI,O,X,X,O,O,X,X,O,O,X,X,X
JLSITZO,O,X,O,O,O,X,X,O,X,O,X,X
JLSITOZ,O,X,X,O,O,X,X,O,X,O,X,X
JLSIZTO,O,X,O,O,O,X,X,X,X,X,X,X
JLSIZOT,O,X,O,O,O,X,O,X,X,X,X,X
JLSIOTZ,O,X,X,O,O,X,X,O,X,X,X,X
JLSIOZT,O,X,O,O,O,X,O,X,X,X,X,X
JLSZTIO,O,X,O,O,O,X,X,X,X,O,X,O
JLSZTOI,O,X,O,O,O,X,X,X,X,X,X,O
JLSZITO,O,X,O,O,O,X,X,X,X,O,X,X
JLSZIOT,O,X,O,X,O,X,O,X,X,X,X,X
JLSZOTI,O,X,O,O,O,X,O,X,X,X,X,X
JLSZOIT,O,X,O,X,O,X,O,X,X,X,X,X
JLSOTIZ,O,X,X,X,O,X,X,O,O,X,X,X
JLSOTZI,O,X,X,O,O,X,X,O,O,X,X,X
JLSOITZ,O,X,X,X,O,X,X,O,X,X,X,X
JLSOIZT,O,X,O,X,O,X,O,X,X,X,X,X
JLSOZTI,O,X,O,O,O,X,O,X,X,X,X,X
JLSOZIT,O,X,O,X,O,X,O,X,X,X,X,X
JLZTISO,O,X,X,O,O,X,X,X,X,O,X,X
JLZTIOS,O,X,X,X,O,X,O,X,X,O,X,X
JLZTSIO,O,X,O,O,O,X,X,X,X,O,X,X
JLZTSOI,O,X,O,O,O,X,X,X,X,X,X,X
JLZTOIS,O,X,X,X,O,X,O,X,X,O,X,X
JLZTOSI,O,X,X,O,O,X,O,X,X,X,X,X
JLZITSO,O,O,X,O,O,X,X,X,X,O,X,X
JLZITOS,O,O,X,X,O,X,O,X,X,O,X,X
JLZISTO,O,O,X,O,O,X,X,X,X,O,X,X
JLZISOT,O,X,X,X,O,X,O,X,X,X,X,X
JLZIOTS,X,X,X,X,O,X,O,X,X,O,X,X
JLZIOST,X,X,X,X,O,X,O,X,X,X,X,X
JLZSTIO,O,X,O,O,O,X,X,X,X,O,X,X
JLZSTOI,O,X,O,O,O,X,X,X,X,X,X,X
JLZSITO,O,O,O,O,O,X,X,X,X,O,X,X
JLZSIOT,O,X,O,X,O,X,O,X,X,X,X,X
JLZSOTI,O,X,O,O,O,X,O,X,X,X,X,X
JLZSOIT,O,X,O,X,O,X,O,X,X,X,X,X
JLZOTIS,X,X,X,O,O,X,O,X,X,O,X,X
JLZOTSI,X,X,X,O,O,X,O,X,X,X,X,X
JLZOITS,X,X,X,O,O,X,O,X,X,O,X,X
JLZOIST,X,X,X,O,O,X,O,X,X,X,X,X
JLZOSTI,X,X,X,O,O,X,O,X,X,X,X,X
JLZOSIT,X,X,X,O,O,X,O,X,X,X,X,X
JLOTISZ,X,X,X,X,O,X,X,O,X,O,X,X
JLOTIZS,X,X,X,X,O,X,O,X,X,O,X,X
JLOTSIZ,X,X,X,O,O,X,X,O,O,X,X,X
JLOTSZI,X,X,X,O,O,X,X,O,O,X,X,X
JLOTZIS,X,X,X,O,O,X,O,X,X,O,X,X
JLOTZSI,X,X,X,O,O,X,O,O,X,X,X,X
JLOITSZ,X,X,X,O,O,X,X,X,X,O,X,X
JLOITZS,X,X,X,O,O,X,O,X,X,O,X,X
JLOISTZ,X,X,X,O,O,X,X,X,X,X,X,X
JLOISZT,X,X,X,O,O,X,O,X,X,X,X,X
JLOIZTS,X,X,X,O,O,X,O,X,X,X,X,X
JLOIZST,X,X,X,O,O,X,O,X,X,X,X,X
JLOSTIZ,X,X,X,O,O,X,X,O,O,X,X,X
JLOSTZI,X,X,X,O,O,X,X,O,O,X,X,X
JLOSITZ,X,X,X,O,O,X,X,O,X,X,X,X
JLOSIZT,X,X,X,O,O,X,O,X,X,X,X,X
JLOSZTI,X,X,X,O,O,X,O,X,X,X,X,X
JLOSZIT,X,X,X,O,O,X,O,X,X,X,X,X
JLOZTIS,X,X,X,O,O,X,O,X,X,O,X,X
JLOZTSI,X,X,X,O,O,X,O,X,X,X,X,X
JLOZITS,X,X,X,O,O,X,O,X,X,O,X,X
JLOZIST,X,X,X,O,O,X,O,X,X,X,X,X
JLOZSTI,X,X,X,O,O,X,O,X,X,X,X,X
JLOZSIT,X,X,X,O,O,X,O,X,X,X,X,X
JSTILZO,O,O,O,X,X,O,X,O,X,X,O,X
JSTILOZ,O,X,O,X,X,O,X,O,X,X,O,X
JSTIZLO,O,O,O,X,X,O,X,O,X,X,O,X
JSTIZOL,O,O,O,X,X,X,X,X,X,X,O,X
JSTIOLZ,O,X,X,X,X,O,X,O,X,X,O,X
JSTIOZL,O,X,X,X,X,O,X,X,X,X,O,X
JSTLIZO,O,O,O,X,O,O,X,O,O,X,O,X
JSTLIOZ,O,X,O,X,O,O,X,O,O,X,O,X
JSTLZIO,O,O,O,X,O,O,X,X,O,X,O,X
JSTLZOI,O,O,O,X,O,O,X,X,O,X,O,X
JSTLOIZ,O,X,O,X,O,O,X,X,O,X,O,X
JSTLOZI,O,X,O,X,O,O,X,X,O,X,O,X
JSTZILO,O,O,O,X,O,X,X,O,X,X,O,X
JSTZIOL,O,X,O,X,X,X,X,X,X,X,O,X
JSTZLIO,O,O,O,X,O,O,X,X,X,X,O,X
JSTZLOI,O,O,O,X,O,O,X,X,X,X,O,X
JSTZOIL,O,X,X,X,X,X,X,X,X,X,O,X
JSTZOLI,O,O,O,X,O,X,X,X,X,X,O,X
JSTOILZ,O,X,X,X,X,X,X,O,X,X,O,X
JSTOIZL,O,X,X,X,X,X,X,X,X,X,O,X
JSTOLIZ,O,X,X,X,X,O,X,X,X,X,O,X
JSTOLZI,O,X,X,X,X,O,X,X,X,X,O,X
JSTOZIL,O,X,X,X,X,X,X,X,X,X,O,X
JSTOZLI,O,X,X,X,X,X,X,X,X,X,O,X
JSITLZO,O,O,O,X,X,O,X,O,X,X,X,X
JSITLOZ,O,X,O,X,X,O,X,O,X,X,X,X
JSITZLO,O,O,O,X,X,O,X,O,X,X,X,X
JSITZOL,O,O,O,X,X,X,X,X,X,X,X,X
JSITOLZ,O,X,X,X,X,O,X,O,X,X,X,X
JSITOZL,O,X,X,X,X,O,X,X,X,X,X,X
JSILTZO,O,X,O,X,X,X,X,O,X,X,X,X
JSILTOZ,O,X,O,X,X,X,X,O,X,X,X,X
JSILZTO,O,X,O,X,X,X,X,X,X,X,X,X
JSILZOT,O,X,O,X,X,X,X,X,X,X,X,X
JSILOTZ,O,X,X,X,X,X,X,O,X,X,X,X
JSILOZT,O,X,O,X,X,X,X,X,X,X,X,X
JSIZTLO,O,O,O,X,X,O,X,X,X,X,X,X
JSIZTOL,O,O,O,X,X,O,X,X,X,X,X,X
JSIZLTO,O,O,O,X,X,X,X,X,X,X,X,X
JSIZLOT,O,X,O,X,X,O,X,X,X,X,X,X
JSIZOTL,O,O,O,X,X,O,X,X,X,X,X,X
JSIZOLT,O,X,O,X,X,O,X,X,X,X,X,X
JSIOTLZ,O,X,X,X,X,O,X,X,X,X,X,X
JSIOTZL,O,X,X,X,X,O,X,X,X,X,X,X
JSIOLTZ,O,X,X,X,X,O,X,X,X,X,X,X
JSIOLZT,O,X,O,X,X,O,X,X,X,X,X,X
JSIOZTL,O,X,O,X,X,O,X,X,X,X,X,X
JSIOZLT,O,X,O,X,X,O,X,X,X,X,X,X
JSLTIZO,O,X,O,O,O,X,X,X,O,X,X,X
JSLTIOZ,O,X,O,X,O,X,X,O,O,X,X,X
JSLTZIO,O,X,O,O,O,X,X,X,O,X,X,X
JSLTZOI,O,X,O,O,O,X,X,O,O,X,X,X
JSLTOIZ,O,X,O,X,O,X,X,O,O,X,X,X
JSLTOZI,O,X,O,O,O,X,X,O,O,X,X,X
JSLITZO,O,X,O,O,O,X,X,O,X,X,X,X
JSLITOZ,O,X,O,X,O,X,X,O,X,X,X,X
JSLIZTO,O,X,O,O,O,X,X,X,X,X,X,X
JSLIZOT,O,X,O,X,O,X,O,X,X,X,X,X
JSLIOTZ,O,X,X,X,O,X,X,O,X,X,X,X
JSLIOZT,O,X,O,X,O,X,O,X,X,X,X,X
JSLZTIO,O,X,O,O,O,X,X,X,X,X,X,O
JSLZTOI,O,X,O,O,O,X,X,X,X,X,X,O
JSLZITO,O,X,O,O,O,X,X,X,X,X,X,X
JSLZIOT,O,X,O,X,O,X,O,X,X,X,X,X
JSLZOTI,O,X,O,O,O,X,O,X,X,X,X,X
JSLZOIT,O,X,O,X,O,X,O,X,X,X,X,X
JSLOTIZ,O,X,X,X,O,X,X,O,O,X,X,X
JSLOTZI,O,X,X,O,O,X,X,O,O,X,X,X
JSLOITZ,O,X,X,X,O,X,X,O,X,X,X,X
JSLOIZT,O,X,O,X,O,X,O,X,X,X,X,X
JSLOZTI,O,X,O,O,O,X,O,X,X,X,X,X
JSLOZIT,O,X,O,X,O,X,O,X,X,X,X,X
JSZTILO,O,O,O,X,O,O,X,X,X,X,O,X
JSZTIOL,O,O,O,X,X,O,X,X,X,X,O,X
JSZTLIO,O,X,O,O,O,O,X,X,X,X,O,X
JSZTLOI,O,X,O,O,O,O,X,X,X,X,O,X
JSZTOIL,O,X,X,O,X,X,X,X,X,X,O,X
JSZTOLI,O,X,O,O,O,O,X,X,X,X,O,X
JSZITLO,O,O,O,X,O,O,X,X,X,X,X,X
JSZITOL,O,O,O,X,X,O,X,X,X,X,X,X
JSZILTO,O,O,O,X,O,X,X,X,X,X,X,X
JSZILOT,O,X,O,X,O,O,X,X,X,X,X,X
JSZIOTL,O,O,O,X,X,O,X,X,X,X,X,X
JSZIOLT,O,X,O,X,X,O,X,X,X,X,X,X
JSZLTIO,O,X,O,O,O,X,X,X,X,X,X,O
JSZLTOI,O,X,O,O,O,X,X,X,X,X,X,O
JSZLITO,O,O,O,O,O,X,X,X,X,X,X,X
JSZLIOT,O,X,O,X,O,X,X,X,X,X,X,X
JSZLOTI,O,X,O,O,O,O,X,X,X,X,X,X
JSZLOIT,O,X,O,X,O,O,X,X,X,X,X,X
JSZOTIL,O,X,X,O,X,O,X,X,X,X,X,X
JSZOTLI,O,X,O,O,O,O,X,X,X,X,X,X
JSZOITL,O,O,O,O,X,O,X,X,X,X,X,X
JSZOILT,O,X,O,O,X,O,X,X,X,X,X,X
JSZOLTI,O,X,O,O,O,O,X,X,X,X,X,X
JSZOLIT,O,X,O,O,O,O,X,X,X,X,X,X
JSOTILZ,O,X,X,O,X,O,X,X,X,X,X,X
JSOTIZL,O,X,X,O,X,O,X,X,X,X,X,X
JSOTLIZ,O,X,X,O,X,O,X,X,X,X,X,X
JSOTLZI,O,X,X,O,X,O,X,X,X,X,X,X
JSOTZIL,O,X,X,O,X,O,X,X,X,X,X,X
JSOTZLI,O,X,X,O,X,O,X,X,X,X,X,X
JSOITLZ,O,X,X,O,X,O,X,X,X,X,X,X
JSOITZL,O,X,X,O,X,O,X,X,X,X,X,X
JSOILTZ,O,X,X,O,X,O,X,X,X,X,X,X
JSOILZT,O,X,O,O,X,O,X,X,X,X,X,X
JSOIZTL,O,X,O,O,X,O,X,X,X,X,X,X
JSOIZLT,O,X,O,O,X,O,X,X,X,X,X,X
JSOLTIZ,O,X,X,O,X,O,X,X,X,X,X,X
JSOLTZI,O,X,X,O,X,O,X,X,X,X,X,X
JSOLITZ,O,X,X,O,X,O,X,X,X,X,X,X
JSOLIZT,O,X,O,O,X,O,O,X,X,X,X,X
JSOLZTI,O,X,O,O,X,O,O,X,X,X,X,X
JSOLZIT,O,X,O,O,X,O,O,X,X,X,X,X
JSOZTIL,O,X,X,O,X,O,X,X,X,X,X,X
JSOZTLI,O,X,O,O,X,O,X,X,X,X,X,X
JSOZITL,O,X,O,O,X,O,X,X,X,X,X,X
JSOZILT,O,X,O,O,X,O,X,X,X,X,X,X
JSOZLTI,O,X,O,O,X,O,X,X,X,X,X,X
JSOZLIT,O,X,O,O,X,O,X,X,X,X,X,X
JZTILSO,O,O,O,O,O,X,X,X,X,X,X,X
JZTILOS,O,O,X,X,O,X,X,X,X,X,X,X
JZTISLO,O,O,O,X,O,X,X,X,X,X,X,X
JZTISOL,O,O,O,X,X,X,X,X,X,X,X,X
JZTIOLS,O,O,X,X,X,X,X,X,X,X,X,X
JZTIOSL,O,O,O,O,X,X,X,X,X,X,X,X
JZTLISO,O,O,X,O,O,X,X,X,X,X,X,X
JZTLIOS,O,O,X,X,O,X,X,X,X,X,X,X
JZTLSIO,O,O,O,O,O,X,X,X,X,X,X,X
JZTLSOI,O,O,O,O,O,X,X,X,X,X,X,X
JZTLOIS,O,X,X,X,O,X,X,X,X,X,X,X
JZTLOSI,O,O,X,O,O,X,X,X,X,X,X,X
JZTSILO,O,O,O,X,O,X,X,X,X,X,X,X
JZTSIOL,O,O,O,X,X,X,X,X,X,X,X,X
JZTSLIO,O,O,O,O,O,X,X,X,X,X,X,X
JZTSLOI,O,O,O,O,O,X,X,X,X,X,X,X
JZTSOIL,O,X,X,O,X,X,X,X,X,X,X,X
JZTSOLI,O,O,O,O,O,X,X,X,X,X,X,X
JZTOILS,O,X,X,O,X,X,X,X,X,X,X,X
JZTOISL,O,X,X,O,X,X,X,X,X,X,X,X
JZTOLIS,O,X,X,O,O,X,X,X,X,X,X,X
JZTOLSI,O,O,X,O,O,X,X,X,X,X,X,X
JZTOSIL,O,X,X,O,X,X,X,X,X,X,X,X
JZTOSLI,O,O,O,O,O,X,X,X,X,X,X,X
JZITLSO,O,O,X,O,O,X,X,X,X,X,X,X
JZITLOS,O,O,X,X,O,X,X,X,X,X,X,X
JZITSLO,O,O,O,X,O,X,X,X,X,X,X,X
JZITSOL,O,O,X,X,O,X,X,X,X,X,X,X
JZITOLS,O,O,X,X,O,X,X,X,X,X,X,X
JZITOSL,O,O,X,O,O,X,X,X,X,X,X,X
JZILTSO,O,O,X,O,O,X,X,X,X,X,X,X
JZILTOS,O,O,X,X,O,X,X,X,X,X,X,X
JZILSTO,O,O,X,O,O,X,X,X,X,X,X,X
JZILSOT,O,X,X,X,O,X,X,X,X,X,X,X
JZILOTS,X,X,X,X,O,X,X,X,X,X,X,X
JZILOST,X,X,X,X,O,X,X,X,X,X,X,X
JZISTLO,O,O,O,X,O,X,X,X,X,X,X,X
JZISTOL,O,O,O,X,O,X,X,X,X,X,X,X
JZISLTO,O,O,O,X,O,X,X,X,X,X,X,X
JZISLOT,O,X,O,X,O,X,X,X,X,X,X,X
JZISOTL,O,O,O,X,O,X,X,X,X,X,X,X
JZISOLT,O,O,O,X,O,X,X,X,X,X,X,X
JZIOTLS,O,O,X,O,O,X,X,X,X,X,X,X
JZIOTSL,O,O,X,O,O,X,X,X,X,X,X,X
JZIOLTS,X,O,X,O,O,X,X,X,X,X,X,X
JZIOLST,X,O,X,O,O,X,X,X,X,X,X,X
JZIOSTL,O,O,X,O,O,X,X,X,X,X,X,X
JZIOSLT,O,O,X,O,O,X,X,X,X,X,X,X
JZLTISO,O,X,X,O,O,X,X,X,X,X,X,X
JZLTIOS,O,X,X,X,O,X,O,X,X,X,X,X
JZLTSIO,O,X,O,O,O,X,X,X,X,X,X,X
JZLTSOI,O,X,O,O,O,X,X,X,X,X,X,X
JZLTOIS,O,X,X,X,O,X,O,X,X,X,X,X
JZLTOSI,O,X,X,O,O,X,O,X,X,X,X,X
JZLITSO,O,O,X,O,O,X,X,X,X,X,X,X
JZLITOS,O,O,X,X,O,X,O,X,X,X,X,X
JZLISTO,O,O,X,O,O,X,X,X,X,X,X,X
JZLISOT,O,X,X,X,O,X,O,X,X,X,X,X
JZLIOTS,X,X,X,X,O,X,O,X,X,X,X,X
JZLIOST,X,X,X,X,O,X,O,X,X,X,X,X
JZLSTIO,O,X,O,O,O,X,X,X,X,X,X,X
JZLSTOI,O,X,O,O,O,X,X,X,X,X,X,X
JZLSITO,O,O,O,O,O,X,X,X,X,X,X,X
JZLSIOT,O,X,O,X,O,X,O,X,X,X,X,X
JZLSOTI,O,X,O,O,O,X,O,X,X,X,X,X
JZLSOIT,O,X,O,X,O,X,O,X,X,X,X,X
JZLOTIS,X,X,X,O,O,X,O,X,X,X,X,X
JZLOTSI,X,X,X,O,O,X,O,X,X,X,X,X
JZLOITS,X,X,X,O,O,X,O,X,X,X,X,X
JZLOIST,X,X,X,O,O,X,O,X,X,X,X,X
JZLOSTI,X,X,X,O,O,X,O,X,X,X,X,X
JZLOSIT,X,X,X,O,O,X,O,X,X,X,X,X
JZSTILO,O,O,O,X,O,X,X,X,X,X,X,X
JZSTIOL,O,O,O,X,X,X,X,X,X,X,X,X
JZSTLIO,O,X,O,O,O,X,X,X,X,X,X,X
JZSTLOI,O,X,O,O,O,X,X,X,X,X,X,X
JZSTOIL,O,X,X,O,X,X,X,X,X,X,X,X
JZSTOLI,O,X,O,O,O,X,X,X,X,X,X,X
JZSITLO,O,O,O,X,O,X,X,X,X,X,X,X
JZSITOL,O,O,O,X,O,X,X,X,X,X,X,X
JZSILTO,O,O,O,X,O,X,X,X,X,X,X,X
JZSILOT,O,X,O,X,O,X,X,X,X,X,X,X
JZSIOTL,O,O,O,X,O,X,X,X,X,X,X,X
JZSIOLT,O,O,O,X,O,X,X,X,X,X,X,X
JZSLTIO,O,X,O,O,O,X,X,X,X,X,X,X
JZSLTOI,O,X,O,O,O,X,X,X,X,X,X,X
JZSLITO,O,O,O,O,O,X,X,X,X,X,X,X
JZSLIOT,O,X,O,X,O,X,X,X,X,X,X,X
JZSLOTI,O,X,O,O,O,X,X,X,X,X,X,X
JZSLOIT,O,X,O,X,O,X,X,X,X,X,X,X
JZSOTIL,O,O,X,O,X,X,X,X,X,X,X,X
JZSOTLI,O,X,O,O,O,X,X,X,X,X,X,X
JZSOITL,O,O,O,O,X,X,X,X,X,X,X,X
JZSOILT,O,O,O,O,X,X,X,X,X,X,X,X
JZSOLTI,O,X,O,O,O,X,X,X,X,X,X,X
JZSOLIT,O,O,O,O,O,X,X,X,X,X,X,X
JZOTILS,O,O,X,O,X,X,X,X,X,X,X,X
JZOTISL,O,O,X,O,X,X,X,X,X,X,X,X
JZOTLIS,O,X,X,O,O,X,X,X,X,X,X,X
JZOTLSI,O,X,X,O,O,X,X,X,X,X,X,X
JZOTSIL,O,O,X,O,X,X,X,X,X,X,X,X
JZOTSLI,O,X,O,O,O,X,X,X,X,X,X,X
JZOITLS,O,O,X,O,X,X,X,X,X,X,X,X
JZOITSL,O,O,X,O,X,X,X,X,X,X,X,X
JZOILTS,X,O,X,O,X,X,X,X,X,X,X,X
JZOILST,X,O,X,O,X,X,X,X,X,X,X,X
JZOISTL,O,O,X,O,X,X,X,X,X,X,X,X
JZOISLT,O,O,X,O,X,X,X,X,X,X,X,X
JZOLTIS,X,X,X,O,O,X,O,X,X,X,X,X
JZOLTSI,X,X,X,O,O,X,O,X,X,X,X,X
JZOLITS,X,O,X,O,O,X,O,X,X,X,X,X
JZOLIST,X,O,X,O,O,X,O,X,X,X,X,X
JZOLSTI,X,X,X,O,O,X,O,X,X,X,X,X
JZOLSIT,X,O,X,O,O,X,O,X,X,X,X,X
JZOSTIL,O,O,X,O,X,X,X,X,X,X,X,X
JZOSTLI,O,X,O,O,O,X,X,X,X,X,X,X
JZOSITL,O,O,O,O,X,X,X,X,X,X,X,X
JZOSILT,O,O,O,O,X,X,X,X,X,X,X,X
JZOSLTI,O,X,O,O,O,X,X,X,X,X,X,X
JZOSLIT,O,O,O,O,O,X,X,X,X,X,X,X
JOTILSZ,O,O,X,O,X,X,X,X,X,X,X,X
JOTILZS,O,O,X,O,X,X,X,X,X,X,X,X
JOTISLZ,O,O,X,O,X,O,X,X,X,X,X,X
JOTISZL,O,O,X,O,X,X,X,X,X,X,X,X
JOTIZLS,O,O,X,O,X,X,X,X,X,X,X,X
JOTIZSL,O,O,X,O,X,X,X,X,X,X,X,X
JOTLISZ,O,O,X,X,O,X,X,X,X,X,X,X
JOTLIZS,O,O,X,X,O,X,O,X,X,X,X,X
JOTLSIZ,O,O,X,O,O,O,X,X,X,X,X,X
JOTLSZI,O,O,X,O,O,O,X,X,X,X,X,X
JOTLZIS,O,O,X,O,O,X,O,X,X,X,X,X
JOTLZSI,O,O,X,O,O,X,O,X,X,X,X,X
JOTSILZ,O,O,X,O,X,O,X,X,X,X,X,X
JOTSIZL,O,O,X,O,X,O,X,X,X,X,X,X
JOTSLIZ,O,O,X,O,X,O,X,X,X,X,X,X
JOTSLZI,O,O,X,O,X,O,X,X,X,X,X,X
JOTSZIL,O,O,X,O,X,O,X,X,X,X,X,X
JOTSZLI,O,O,X,O,X,O,X,X,X,X,X,X
JOTZILS,O,O,X,O,X,X,X,X,X,X,X,X
JOTZISL,O,O,X,O,X,X,X,X,X,X,X,X
JOTZLIS,O,O,X,O,O,X,X,X,X,X,X,X
JOTZLSI,O,O,X,O,O,X,X,X,X,X,X,X
JOTZSIL,O,O,X,O,X,X,X,X,X,X,X,X
JOTZSLI,O,O,X,O,O,O,X,X,X,X,X,X
JOITLSZ,O,O,X,O,X,X,X,X,X,X,X,X
JOITLZS,O,O,X,O,X,X,X,X,X,X,X,X
JOITSLZ,O,O,X,O,X,O,X,X,X,X,X,X
JOITSZL,O,O,X,O,X,X,X,X,X,X,X,X
JOITZLS,O,O,X,O,X,X,X,X,X,X,X,X
JOITZSL,O,O,X,O,X,X,X,X,X,X,X,X
JOILTSZ,X,O,X,O,X,X,X,X,X,X,X,X
JOILTZS,X,O,X,O,X,X,O,X,X,X,X,X
JOILSTZ,X,X,X,O,X,X,X,X,X,X,X,X
JOILSZT,X,X,X,O,X,X,O,X,X,X,X,X
JOILZTS,X,O,X,O,X,X,O,X,X,X,X,X
JOILZST,X,O,X,O,X,X,O,X,X,X,X,X
JOISTLZ,O,O,X,O,X,O,X,X,X,X,X,X
JOISTZL,O,O,X,O,X,O,X,X,X,X,X,X
JOISLTZ,O,X,X,O,X,O,X,X,X,X,X,X
JOISLZT,O,X,X,O,X,O,X,X,X,X,X,X
JOISZTL,O,O,X,O,X,O,X,X,X,X,X,X
JOISZLT,O,O,X,O,X,O,X,X,X,X,X,X
JOIZTLS,O,O,X,O,X,X,X,X,X,X,X,X
JOIZTSL,O,O,X,O,X,X,X,X,X,X,X,X
JOIZLTS,X,O,X,O,X,X,X,X,X,X,X,X
JOIZLST,X,O,X,O,X,X,X,X,X,X,X,X
JOIZSTL,O,O,X,O,X,X,X,X,X,X,X,X
JOIZSLT,O,O,X,O,X,X,X,X,X,X,X,X
JOLTISZ,X,O,X,O,O,X,X,X,X,O,X,X
JOLTIZS,X,O,X,O,O,X,O,X,X,O,X,X
JOLTSIZ,X,O,X,O,O,O,X,X,X,O,X,X
JOLTSZI,X,O,X,O,O,O,X,X,X,O,X,X
JOLTZIS,X,O,X,O,O,X,O,X,X,O,X,X
JOLTZSI,X,O,X,O,O,X,O,X,X,O,X,X
JOLITSZ,X,O,X,O,O,X,X,X,X,O,X,X
JOLITZS,X,O,X,O,O,X,O,X,X,O,X,X
JOLISTZ,X,X,X,O,O,X,X,X,X,O,X,X
JOLISZT,X,X,X,O,O,X,O,X,X,X,X,X
JOLIZTS,X,O,X,O,O,X,O,X,X,O,X,X
JOLIZST,X,O,X,O,O,X,O,X,X,O,X,X
JOLSTIZ,X,X,X,O,O,O,X,X,X,O,X,X
JOLSTZI,X,X,X,O,O,O,X,X,X,O,X,X
JOLSITZ,X,X,X,O,O,O,X,X,X,O,X,X
JOLSIZT,X,X,X,O,O,O,O,X,X,X,X,X
JOLSZTI,X,X,X,O,O,O,O,X,X,O,X,X
JOLSZIT,X,X,X,O,O,O,O,X,X,O,X,X
JOLZTIS,X,X,X,O,O,X,O,X,X,O,X,X
JOLZTSI,X,X,X,O,O,X,O,X,X,O,X,X
JOLZITS,X,O,X,O,O,X,O,X,X,O,X,X
JOLZIST,X,O,X,O,O,X,O,X,X,O,X,X
JOLZSTI,X,X,X,O,O,X,O,X,X,O,X,X
JOLZSIT,X,O,X,O,O,X,O,X,X,O,X,X
JOSTILZ,O,O,X,O,X,O,X,X,X,X,X,X
JOSTIZL,O,O,X,O,X,O,X,X,X,X,X,X
JOSTLIZ,O,O,X,O,X,O,X,X,X,X,X,X
JOSTLZI,O,O,X,O,X,O,X,X,X,X,X,X
JOSTZIL,O,O,X,O,X,O,X,X,X,X,X,X
JOSTZLI,O,O,X,O,X,O,X,X,X,X,X,X
JOSITLZ,O,O,X,O,X,O,X,X,X,X,X,X
JOSITZL,O,O,X,O,X,O,X,X,X,X,X,X
JOSILTZ,O,X,X,O,X,O,X,X,X,X,X,X
JOSILZT,O,X,O,O,X,O,X,X,X,X,X,X
JOSIZTL,O,O,O,O,X,O,X,X,X,X,X,X
JOSIZLT,O,O,O,O,X,O,X,X,X,X,X,X
JOSLTIZ,O,X,X,O,X,O,X,X,X,X,X,X
JOSLTZI,O,X,X,O,X,O,X,X,X,X,X,X
JOSLITZ,O,X,X,O,X,O,X,X,X,X,X,X
JOSLIZT,O,X,O,O,X,O,O,X,X,X,X,X
JOSLZTI,O,X,O,O,X,O,O,X,X,X,X,X
JOSLZIT,O,X,O,O,X,O,O,X,X,X,X,X
JOSZTIL,O,O,X,O,X,O,X,X,X,X,X,X
JOSZTLI,O,X,O,O,X,O,X,X,X,X,X,X
JOSZITL,O,O,O,O,X,O,X,X,X,X,X,X
JOSZILT,O,O,O,O,X,O,X,X,X,X,X,X
JOSZLTI,O,X,O,O,X,O,X,X,X,X,X,X
JOSZLIT,O,O,O,O,X,O,X,X,X,X,X,X
JOZTILS,O,O,X,O,X,X,X,X,X,X,X,X
JOZTISL,O,O,X,O,X,X,X,X,X,X,X,X
JOZTLIS,O,O,X,O,O,X,X,X,X,X,X,X
JOZTLSI,O,O,X,O,O,X,X,X,X,X,X,X
JOZTSIL,O,O,X,O,X,X,X,X,X,X,X,X
JOZTSLI,O,O,O,O,O,O,X,X,X,X,X,X
JOZITLS,O,O,X,O,X,X,X,X,X,X,X,X
JOZITSL,O,O,X,O,X,X,X,X,X,X,X,X
