sequence,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeF7IvhF0cB6iB3gBT?mB2sBxwB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeU7IvhFGcBTdBylB3?mB1sBxwB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeF7IvhFxcB3gBqnBm?mBTrBUsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeU7IvhFFcBXdBqnBm?lBzmBxwB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeR7IvhFSiBTgB/mBU?iB2wBlsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeR7IvhFWiBigBFmB0?nB3rBTsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeaAJvhFzbBWiBFmBX?nB0nBxwB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeU7IvhFWiBZmB3gBT?iBqrBlsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeU7IvhFzcB+iBZmB3?gBqrBlsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeR7IvhFTgBcnBOrBl?mB3sBCsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeaAJvhFxcBGhBTiB0?rBlsBfrB,v115@zgA8GeD8FeD8FeF8EeE8DeB8Je37IvhFWiBZmBUgBT?iBqrBlsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8Je/BJvhF0gBZnBqnBF?gBTrBGsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeaAJvhFxhB0rBlsBf?rBGrBTsB,v115@zgA8GeD8FeD8FeF8EeE8DeB8JeU7IvhFmhBqnBxlBF?mB3rBTsB
STIZOLJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STIZOJL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STIOLJZ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
STIOLZJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STIOJLZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STIOJZL,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X
STIOZLJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STIOZJL,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
STLIJZO,O,O,X,X,X,O,O,O,O,X,X,O,X,X,O
STLIJOZ,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X
STLIZJO,O,O,X,X,X,O,O,O,O,X,X,O,X,X,O
STLIZOJ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
STLIOJZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
STLIOZJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STLJIZO,O,O,X,X,X,O,X,O,O,X,X,O,X,X,O
STLJIOZ,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X
STLJZIO,O,O,X,X,X,O,X,O,O,X,X,X,X,X,O
STLJZOI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
STLJOIZ,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X
STLJOZI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
STLZIJO,O,O,X,X,X,O,X,O,O,X,X,X,X,O,O
STLZIOJ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X
STLZJIO,O,O,X,X,X,O,X,O,O,X,X,X,X,O,O
STLZJOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
STLZOIJ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X
STLZOJI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
STLOIJZ,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
STLOIZJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STLOJIZ,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
STLOJZI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STLOZIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STLOZJI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
STJILZO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STJILOZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
STJIZLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJIZOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJIOLZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STJIOZL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STJLIZO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
STJLIOZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
STJLZIO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
STJLZOI,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
STJLOIZ,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X
STJLOZI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
STJZILO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZIOL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZLIO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
STJZLOI,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
STJZOIL,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
STJZOLI,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
STJOILZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STJOIZL,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
STJOLIZ,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X
STJOLZI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
STJOZIL,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
STJOZLI,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X
STZILJO,O,O,X,X,X,O,X,X,X,X,X,X,X,O,O
STZILOJ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X
STZIJLO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STZIJOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZIOLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STZIOJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZLIJO,O,O,X,X,X,O,X,O,O,X,X,X,X,O,O
STZLIOJ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X
STZLJIO,O,O,X,X,X,O,X,O,O,X,X,X,X,O,O
STZLJOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
STZLOIJ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X
STZLOJI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
STZJILO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STZJIOL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJLIO,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X
STZJLOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
STZJOIL,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
STZJOLI,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X
STZOILJ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STZOIJL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
STZOLIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STZOLJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
STZOJIL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
STZOJLI,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
STOILJZ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
STOILZJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STOIJLZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STOIJZL,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X
STOIZLJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STOIZJL,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
STOLIJZ,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
STOLIZJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STOLJIZ,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
STOLJZI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STOLZIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOLZJI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
STOJILZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STOJIZL,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
STOJLIZ,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X
STOJLZI,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
STOJZIL,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
STOJZLI,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X
STOZILJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOZIJL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
STOZLIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOZLJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
STOZJIL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
STOZJLI,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
SITLJZO,O,O,X,X,X,O,O,X,X,X,X,O,X,X,O
SITLJOZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
SITLZJO,O,O,X,X,X,O,O,X,X,X,X,O,X,X,O
SITLZOJ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SITLOJZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
SITLOZJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SITJLZO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SITJLOZ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SITJZLO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SITJZOL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SITJOLZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SITJOZL,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SITZLJO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O
SITZLOJ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SITZJLO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SITZJOL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SITZOLJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SITZOJL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SITOLJZ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SITOLZJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SITOJLZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SITOJZL,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X
SITOZLJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SITOZJL,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
SILTJZO,O,O,X,O,X,O,O,O,O,X,X,O,X,X,O
SILTJOZ,O,O,O,O,X,O,O,X,O,X,X,O,X,X,X
SILTZJO,O,O,X,O,X,O,O,O,O,X,X,O,X,X,O
SILTZOJ,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X
SILTOJZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
SILTOZJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SILJTZO,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O
SILJTOZ,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X
SILJZTO,O,O,X,O,X,X,O,O,X,X,X,O,X,X,O
SILJZOT,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O
SILJOTZ,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X
SILJOZT,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O
SILZTJO,O,O,X,O,X,X,O,O,O,X,X,O,X,X,O
SILZTOJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SILZJTO,O,O,X,O,X,X,O,O,X,X,X,O,X,X,O
SILZJOT,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O
SILZOTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILZOJT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SILOTJZ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
SILOTZJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SILOJTZ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
SILOJZT,O,X,O,O,X,X,X,X,X,O,X,O,X,X,O
SILOZTJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILOZJT,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O
SIJTLZO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SIJTLOZ,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
SIJTZLO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJTZOL,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJTOLZ,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SIJTOZL,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SIJLTZO,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O
SIJLTOZ,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X
SIJLZTO,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O
SIJLZOT,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O
SIJLOTZ,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X
SIJLOZT,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O
SIJZTLO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJZTOL,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJZLTO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
SIJZLOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SIJZOTL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIJZOLT,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIJOTLZ,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SIJOTZL,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X
SIJOLTZ,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SIJOLZT,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
SIJOZTL,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
SIJOZLT,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
SIZTLJO,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O
SIZTLOJ,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X
SIZTJLO,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SIZTJOL,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SIZTOLJ,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X
SIZTOJL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIZLTJO,O,O,X,O,X,O,O,O,O,X,X,O,X,X,O
SIZLTOJ,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SIZLJTO,O,O,X,O,X,X,O,O,X,X,X,O,X,X,O
SIZLJOT,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O
SIZLOTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZLOJT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SIZJTLO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SIZJTOL,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SIZJLTO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
SIZJLOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SIZJOTL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZJOLT,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZOTLJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIZOTJL,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZOLTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZOLJT,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O
SIZOJTL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZOJLT,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIOTLJZ,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SIOTLZJ,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIOTJLZ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
SIOTJZL,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X
SIOTZLJ,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIOTZJL,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
SIOLTJZ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
SIOLTZJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SIOLJTZ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
SIOLJZT,O,X,O,O,X,X,X,X,X,O,X,O,X,X,O
SIOLZTJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIOLZJT,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O
SIOJTLZ,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SIOJTZL,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X
SIOJLTZ,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SIOJLZT,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
SIOJZTL,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
SIOJZLT,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
SIOZTLJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIOZTJL,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SIOZLTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOZLJT,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O
SIOZJTL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIOZJLT,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SLTIJZO,O,X,X,O,X,O,O,O,O,X,X,O,X,X,O
SLTIJOZ,O,X,O,O,X,O,O,X,O,X,X,O,X,X,X
SLTIZJO,O,X,X,O,X,O,O,O,O,X,X,O,X,X,O
SLTIZOJ,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
SLTIOJZ,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X
SLTIOZJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SLTJIZO,O,X,X,X,X,O,X,O,O,X,X,O,X,X,O
SLTJIOZ,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X
SLTJZIO,O,X,X,X,X,O,X,O,O,X,X,X,X,X,O
SLTJZOI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SLTJOIZ,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X
SLTJOZI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
SLTZIJO,O,X,X,O,X,O,X,O,O,X,X,X,X,O,O
SLTZIOJ,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X
SLTZJIO,O,X,X,X,X,O,X,O,O,X,X,X,X,O,O
SLTZJOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
SLTZOIJ,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X
SLTZOJI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SLTOIJZ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SLTOIZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLTOJIZ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SLTOJZI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLTOZIJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTOZJI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SLITJZO,O,O,X,O,X,O,O,O,O,X,X,O,X,X,O
SLITJOZ,O,O,O,O,X,O,O,X,O,X,X,O,X,X,X
SLITZJO,O,O,X,O,X,O,O,O,O,X,X,O,X,X,O
SLITZOJ,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X
SLITOJZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
SLITOZJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLIJTZO,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O
SLIJTOZ,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X
SLIJZTO,O,O,X,O,X,X,O,O,X,X,X,O,X,X,O
SLIJZOT,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O
SLIJOTZ,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X
SLIJOZT,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O
SLIZTJO,O,O,X,O,X,X,O,O,O,X,X,O,X,X,O
SLIZTOJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLIZJTO,O,O,X,O,X,X,O,O,X,X,X,O,X,X,O
SLIZJOT,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O
SLIZOTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIZOJT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SLIOTJZ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
SLIOTZJ,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X
SLIOJTZ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
SLIOJZT,O,X,O,O,X,X,X,X,X,O,X,O,O,X,O
SLIOZTJ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X
SLIOZJT,O,X,X,O,X,X,X,X,X,O,X,X,O,X,O
SLJTIZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLJTIOZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLJTZIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLJTZOI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTOIZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLJTOZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLJITZO,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O
SLJITOZ,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
SLJIZTO,O,O,X,O,X,X,X,O,X,X,X,O,X,X,O
SLJIZOT,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O
SLJIOTZ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SLJIOZT,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
SLJZTIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLJZTOI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZITO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O
SLJZIOT,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
SLJZOTI,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLJZOIT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
SLJOTIZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLJOTZI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLJOITZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLJOIZT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O
SLJOZTI,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SLJOZIT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O
SLZTIJO,O,X,X,O,X,X,X,O,O,X,X,X,X,O,O
SLZTIOJ,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X
SLZTJIO,O,X,X,X,X,X,X,O,O,X,X,X,X,O,O
SLZTJOI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
SLZTOIJ,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
SLZTOJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SLZITJO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,O
SLZITOJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZIJTO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O
SLZIJOT,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
SLZIOTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLZIOJT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SLZJTIO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLZJTOI,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
SLZJITO,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
SLZJIOT,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
SLZJOTI,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SLZJOIT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
SLZOTIJ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SLZOTJI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLZOITJ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
SLZOIJT,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
SLZOJTI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SLZOJIT,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O
SLOTIJZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOTIZJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SLOTJIZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOTJZI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOTZIJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SLOTZJI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOITJZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOITZJ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
SLOIJTZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLOIJZT,X,X,O,O,X,X,X,X,X,O,X,X,O,X,O
SLOIZTJ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
SLOIZJT,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
SLOJTIZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOJTZI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOJITZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOJIZT,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O
SLOJZTI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SLOJZIT,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O
SLOZTIJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SLOZTJI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOZITJ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
SLOZIJT,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O
SLOZJTI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SLOZJIT,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O
SJTILZO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SJTILOZ,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SJTIZLO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
