sequence,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8JeX8IvhFxdBUgB?FiBTjB6rBmqB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8Jex9IvhFUgBFhB?XiBTjB6rBmqB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8JeX8IvhFxdBUgB?FiBTjByqB+rB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8Jex8IvhF6jBFgB?0hBmiB3lBTrB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8JeeCJvhFfjB6jB?UgBFhBxqBTrB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8JeX8IvhFxdBalB?FiBTjBGmBUrB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8JeT8IvhFeiBfjB?6jBFgBxqBUrB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8Jem8IvhFCeBUgB?FhBTjBxqB3rB
JTSZIOL,O,O,O,O,O,X,O,X
JTSZLIO,O,X,X,O,O,X,O,X
JTSZLOI,O,O,X,O,O,X,O,X
JTSZOIL,O,O,O,O,X,X,X,X
JTSZOLI,O,O,X,O,O,X,O,X
JTSOILZ,O,X,O,O,X,O,O,X
JTSOIZL,O,O,O,X,X,X,O,X
JTSOLIZ,O,X,O,O,X,X,O,X
JTSOLZI,X,X,O,O,X,X,O,X
JTSOZIL,O,O,O,O,X,X,X,X
JTSOZLI,O,O,X,O,X,X,O,X
JTZILSO,O,X,O,O,O,O,O,X
JTZILOS,X,X,X,O,X,X,O,X
JTZISLO,O,X,O,O,O,O,O,X
JTZISOL,O,O,O,X,O,O,O,X
JTZIOLS,O,X,O,O,X,O,O,X
JTZIOSL,O,O,O,X,O,O,O,X
JTZLISO,O,X,O,O,X,O,X,X
JTZLIOS,O,X,X,O,X,X,X,X
JTZLSIO,O,X,O,O,O,O,X,X
JTZLSOI,O,O,O,O,O,O,X,X
JTZLOIS,O,X,O,O,X,O,X,X
JTZLOSI,O,O,O,O,X,O,X,X
JTZSILO,O,X,O,O,O,O,O,X
JTZSIOL,O,O,O,O,O,O,O,X
JTZSLIO,O,X,O,O,O,O,O,X
JTZSLOI,O,O,O,O,O,O,O,X
JTZSOIL,O,O,O,O,X,O,X,X
JTZSOLI,O,O,O,O,O,O,O,X
JTZOILS,O,X,O,O,X,O,X,X
JTZOISL,O,O,O,O,X,O,X,X
JTZOLIS,O,X,O,O,X,O,X,X
JTZOLSI,O,O,O,O,X,O,X,X
JTZOSIL,O,O,O,O,X,O,X,X
JTZOSLI,O,O,O,O,O,O,O,X
JTOILSZ,O,X,O,O,X,O,O,X
JTOILZS,O,X,O,O,X,O,X,X
JTOISLZ,O,X,O,O,X,O,O,X
JTOISZL,O,O,O,X,X,X,O,X
JTOIZLS,O,X,O,O,X,O,O,X
JTOIZSL,O,O,O,O,X,O,O,X
JTOLISZ,O,X,O,O,X,O,X,X
JTOLIZS,O,X,O,O,X,O,X,X
JTOLSIZ,O,X,O,O,X,O,O,X
JTOLSZI,O,X,O,O,X,X,O,X
JTOLZIS,O,X,O,O,X,O,X,X
JTOLZSI,O,X,O,O,X,O,X,X
JTOSILZ,O,X,O,O,X,O,O,X
JTOSIZL,O,O,O,X,X,X,O,X
JTOSLIZ,O,X,O,O,X,X,O,X
JTOSLZI,X,X,O,O,X,X,O,X
JTOSZIL,O,O,O,O,X,X,X,X
JTOSZLI,O,O,X,O,X,X,O,X
JTOZILS,O,X,O,O,X,O,X,X
JTOZISL,O,O,O,O,X,O,X,X
JTOZLIS,O,X,O,O,X,O,X,X
JTOZLSI,O,O,O,O,X,O,X,X
JTOZSIL,O,O,O,O,X,O,X,X
JTOZSLI,O,O,O,O,X,O,O,X
JITLSZO,O,X,O,O,X,X,O,X
JITLSOZ,O,X,O,O,X,X,O,X
JITLZSO,O,X,O,O,X,X,O,X
JITLZOS,X,X,X,O,X,X,O,X
JITLOSZ,X,X,O,O,X,X,O,X
JITLOZS,X,X,O,O,X,X,X,X
JITSLZO,O,X,O,O,O,X,O,X
JITSLOZ,O,X,O,O,X,X,O,X
JITSZLO,O,X,O,O,O,X,O,X
JITSZOL,O,X,O,O,O,X,O,X
JITSOLZ,O,X,O,O,X,X,O,X
JITSOZL,O,X,O,X,X,X,O,X
JITZLSO,O,X,O,O,O,X,O,X
JITZLOS,X,X,X,O,X,X,O,X
JITZSLO,O,X,O,O,O,X,O,X
JITZSOL,O,X,O,X,O,X,O,X
JITZOLS,O,X,X,O,X,X,O,X
JITZOSL,O,X,X,X,O,X,O,X
JITOLSZ,O,X,O,O,X,X,O,X
JITOLZS,O,X,O,O,X,X,X,X
JITOSLZ,O,X,O,O,X,X,O,X
JITOSZL,O,X,O,X,X,X,O,X
JITOZLS,O,X,O,O,X,X,O,X
JITOZSL,O,X,O,O,X,X,O,X
JILTSZO,O,X,O,O,X,X,O,X
JILTSOZ,O,X,O,O,X,X,O,X
JILTZSO,O,X,O,O,X,X,O,X
JILTZOS,X,X,X,O,X,X,O,X
JILTOSZ,O,X,O,O,X,X,O,X
JILTOZS,O,X,O,O,X,X,X,X
JILSTZO,O,X,O,O,O,X,O,O
JILSTOZ,O,X,O,O,X,X,O,O
JILSZTO,X,X,X,O,O,X,O,O
JILSZOT,X,X,X,O,O,X,O,O
JILSOTZ,O,X,O,O,X,X,O,O
JILSOZT,O,X,O,O,O,X,O,O
JILZTSO,X,X,X,O,O,X,X,O
JILZTOS,X,X,X,O,X,X,X,O
JILZSTO,X,X,X,O,O,X,O,O
JILZSOT,X,X,X,O,O,X,O,O
JILZOTS,X,X,X,O,X,X,X,X
JILZOST,X,X,X,O,X,X,O,X
JILOTSZ,O,X,O,O,X,X,X,X
JILOTZS,O,X,O,O,X,X,X,X
JILOSTZ,O,X,O,O,X,X,O,X
JILOSZT,O,X,O,O,X,X,O,X
JILOZTS,O,X,O,O,X,X,X,X
JILOZST,O,X,O,O,X,X,X,X
JISTLZO,X,X,X,O,O,X,O,O
JISTLOZ,X,X,X,O,X,X,O,O
JISTZLO,X,X,X,X,O,X,O,O
JISTZOL,X,X,X,X,O,X,O,O
JISTOLZ,X,X,X,X,X,X,O,O
JISTOZL,X,X,X,X,X,X,O,O
JISLTZO,X,X,X,O,O,X,O,O
JISLTOZ,X,X,X,O,X,X,O,O
JISLZTO,X,X,X,O,O,X,O,O
JISLZOT,X,X,X,O,O,X,O,O
JISLOTZ,X,X,X,O,X,X,O,O
JISLOZT,X,X,X,O,O,X,O,O
JISZTLO,X,X,X,O,O,X,O,O
JISZTOL,X,O,X,X,O,X,O,O
JISZLTO,X,X,X,O,O,X,O,O
JISZLOT,X,X,X,O,O,X,O,O
JISZOTL,X,O,X,X,O,X,O,O
JISZOLT,X,O,X,O,O,X,O,O
JISOTLZ,X,X,X,X,X,X,O,O
JISOTZL,X,O,X,X,X,X,O,O
JISOLTZ,X,X,X,O,X,X,O,O
JISOLZT,X,O,X,O,O,X,O,O
JISOZTL,X,O,X,X,O,X,O,O
JISOZLT,X,O,X,X,O,X,O,O
JIZTLSO,O,X,O,O,O,X,O,O
JIZTLOS,X,X,X,O,X,X,O,O
JIZTSLO,O,X,O,X,O,X,O,O
JIZTSOL,O,O,O,X,O,X,O,O
JIZTOLS,O,X,O,X,X,X,O,O
JIZTOSL,O,O,O,X,O,X,O,O
JIZLTSO,O,X,X,O,O,X,X,O
JIZLTOS,O,X,X,O,X,X,X,O
JIZLSTO,O,X,X,O,O,X,O,O
JIZLSOT,O,X,X,O,O,X,O,O
JIZLOTS,O,X,X,O,X,X,X,X
JIZLOST,O,X,X,O,X,X,O,X
JIZSTLO,O,X,O,X,O,X,O,O
JIZSTOL,O,O,O,X,O,X,O,O
JIZSLTO,X,X,X,O,O,X,O,O
JIZSLOT,X,X,X,O,O,X,O,O
JIZSOTL,O,O,O,X,O,X,O,O
JIZSOLT,O,O,O,X,O,X,O,O
JIZOTLS,O,X,O,X,X,X,X,O
JIZOTSL,O,O,O,X,O,X,O,O
JIZOLTS,O,X,O,O,X,X,X,O
JIZOLST,O,O,O,O,X,X,O,O
JIZOSTL,O,O,O,X,O,X,O,O
JIZOSLT,O,O,O,X,O,X,O,O
JIOTLSZ,O,X,O,O,X,X,O,X
JIOTLZS,O,X,O,O,X,X,X,X
JIOTSLZ,O,X,O,O,X,X,O,X
JIOTSZL,O,O,O,X,X,X,O,X
JIOTZLS,O,X,O,O,X,X,O,X
JIOTZSL,O,O,O,O,X,X,O,X
JIOLTSZ,O,X,O,O,X,X,X,X
JIOLTZS,O,X,O,O,X,X,X,X
JIOLSTZ,O,X,O,O,X,X,O,O
JIOLSZT,O,O,O,O,X,X,O,O
JIOLZTS,O,X,O,O,X,X,X,O
JIOLZST,O,O,O,O,X,X,X,O
JIOSTLZ,O,X,O,O,X,X,O,O
JIOSTZL,O,O,O,X,X,X,O,O
JIOSLTZ,O,X,O,O,X,X,O,O
JIOSLZT,O,O,O,O,O,X,O,O
JIOSZTL,O,O,O,O,O,X,O,O
JIOSZLT,O,O,O,O,O,X,O,O
JIOZTLS,O,X,O,O,X,X,X,O
JIOZTSL,O,O,O,X,O,X,O,O
JIOZLTS,O,X,O,O,X,X,X,O
JIOZLST,O,O,O,O,X,X,O,O
JIOZSTL,O,O,O,X,O,X,O,O
JIOZSLT,O,O,O,O,O,X,O,O
JLTISZO,O,X,O,O,X,X,O,X
JLTISOZ,O,X,O,O,X,O,O,X
JLTIZSO,O,X,O,O,X,O,O,X
JLTIZOS,X,X,X,O,X,X,O,X
JLTIOSZ,O,X,O,O,X,X,O,X
JLTIOZS,O,X,O,O,X,X,X,X
JLTSIZO,O,X,O,O,X,X,O,X
JLTSIOZ,O,X,O,O,X,O,O,X
JLTSZIO,O,X,O,O,X,X,O,X
JLTSZOI,O,X,O,O,X,X,O,X
JLTSOIZ,O,X,O,O,X,O,O,X
JLTSOZI,O,X,O,O,X,X,O,X
JLTZISO,O,X,O,O,X,O,X,X
JLTZIOS,X,X,X,O,X,X,X,X
JLTZSIO,O,X,O,O,X,O,X,X
JLTZSOI,O,X,O,O,X,O,X,X
JLTZOIS,O,X,O,O,X,O,X,X
JLTZOSI,O,X,O,O,X,O,X,X
JLTOISZ,O,X,O,O,X,O,X,X
JLTOIZS,O,X,O,O,X,O,X,X
JLTOSIZ,O,X,O,O,X,O,O,X
JLTOSZI,O,X,O,O,X,X,O,X
JLTOZIS,O,X,O,O,X,O,X,X
JLTOZSI,O,X,O,O,X,O,X,X
JLITSZO,O,X,O,O,X,X,O,X
JLITSOZ,O,X,O,O,X,X,O,X
JLITZSO,O,X,O,O,X,X,O,X
JLITZOS,X,X,X,O,X,X,O,X
JLITOSZ,O,X,O,O,X,X,O,X
JLITOZS,O,X,O,O,X,X,X,X
JLISTZO,O,X,O,O,O,X,O,O
JLISTOZ,O,X,O,O,X,X,O,O
JLISZTO,X,X,X,O,O,X,O,O
JLISZOT,X,X,X,O,O,X,O,O
JLISOTZ,O,X,O,O,X,X,O,O
JLISOZT,O,X,O,O,O,X,O,O
JLIZTSO,X,X,X,O,O,X,X,O
JLIZTOS,X,X,X,O,X,X,X,O
JLIZSTO,X,X,X,O,O,X,O,O
JLIZSOT,X,X,X,O,O,X,O,O
JLIZOTS,X,X,X,O,X,X,X,X
JLIZOST,X,X,X,O,X,X,O,X
JLIOTSZ,O,X,O,O,X,X,X,X
JLIOTZS,O,X,O,O,X,X,X,X
JLIOSTZ,O,X,O,O,X,X,O,X
JLIOSZT,O,X,O,O,X,X,O,X
JLIOZTS,O,X,O,O,X,X,X,X
JLIOZST,O,X,O,O,X,X,X,X
JLSTIZO,O,X,O,O,O,X,O,X
JLSTIOZ,O,X,O,O,X,X,O,X
JLSTZIO,O,X,O,O,O,X,O,X
JLSTZOI,O,X,O,O,O,X,O,X
JLSTOIZ,O,X,O,O,X,X,O,X
JLSTOZI,O,X,O,O,X,X,O,X
JLSITZO,O,X,O,O,O,X,O,X
JLSITOZ,O,X,O,O,X,X,O,X
JLSIZTO,X,X,X,O,O,X,O,X
JLSIZOT,X,X,X,O,O,X,O,X
JLSIOTZ,O,X,O,O,X,X,O,X
JLSIOZT,O,X,O,O,O,X,O,X
JLSZTIO,O,X,O,O,O,X,O,X
JLSZTOI,O,O,O,X,O,X,O,X
JLSZITO,X,X,X,O,O,X,O,X
JLSZIOT,X,X,X,O,O,X,O,X
JLSZOTI,O,O,O,X,O,X,O,X
JLSZOIT,O,O,O,O,O,X,O,X
JLSOTIZ,O,X,O,O,X,X,O,X
JLSOTZI,O,X,O,O,X,X,O,X
JLSOITZ,O,X,O,O,X,X,O,X
JLSOIZT,O,O,O,O,O,X,O,X
JLSOZTI,O,O,O,O,O,X,O,X
JLSOZIT,O,O,O,O,O,X,O,X
JLZTISO,O,X,O,O,X,O,X,X
JLZTIOS,O,X,X,O,X,O,X,O
JLZTSIO,O,X,O,O,O,O,X,X
JLZTSOI,O,O,O,O,O,O,X,O
JLZTOIS,O,X,O,O,X,O,X,O
JLZTOSI,O,O,O,O,X,O,X,O
JLZITSO,O,X,X,O,O,O,X,O
JLZITOS,O,X,X,O,X,O,X,O
JLZISTO,O,X,X,O,O,O,X,O
JLZISOT,O,X,X,O,O,O,X,O
JLZIOTS,O,X,X,O,X,O,X,X
JLZIOST,O,X,X,O,X,O,X,X
JLZSTIO,O,X,O,O,O,O,X,X
JLZSTOI,O,O,O,X,O,O,X,X
JLZSITO,O,X,X,O,O,O,X,X
JLZSIOT,O,X,X,O,O,O,X,X
JLZSOTI,O,O,O,X,O,O,X,X
JLZSOIT,O,O,O,O,O,O,X,X
JLZOTIS,O,X,O,O,X,O,X,X
JLZOTSI,O,O,O,O,X,O,X,X
JLZOITS,O,X,O,O,X,O,X,X
JLZOIST,O,O,O,O,X,O,X,X
JLZOSTI,O,O,O,O,X,O,X,X
JLZOSIT,O,O,O,O,X,O,X,X
JLOTISZ,O,X,O,O,X,O,X,X
JLOTIZS,O,X,O,O,X,O,X,X
JLOTSIZ,O,X,O,O,X,O,X,X
JLOTSZI,O,X,O,O,X,X,X,X
JLOTZIS,O,X,O,O,X,O,X,X
JLOTZSI,O,X,O,O,X,O,X,X
JLOITSZ,O,X,O,O,X,O,X,X
JLOITZS,O,X,O,O,X,O,X,X
JLOISTZ,O,X,O,O,X,X,X,X
JLOISZT,O,O,O,O,X,X,X,X
JLOIZTS,O,X,O,O,X,O,X,X
JLOIZST,O,O,O,O,X,O,X,X
JLOSTIZ,O,X,O,O,X,X,O,X
JLOSTZI,O,X,O,O,X,X,O,X
JLOSITZ,O,X,O,O,X,X,O,X
JLOSIZT,O,O,O,O,X,X,O,X
JLOSZTI,O,O,O,O,X,X,O,X
JLOSZIT,O,O,O,O,X,X,O,X
JLOZTIS,O,X,O,O,X,O,X,X
JLOZTSI,O,O,O,O,X,O,X,X
JLOZITS,O,X,O,O,X,O,X,X
JLOZIST,O,O,O,O,X,O,X,X
JLOZSTI,O,O,O,O,X,O,X,X
JLOZSIT,O,O,O,O,X,O,X,X
JSTILZO,O,X,O,O,O,X,O,X
JSTILOZ,O,X,O,O,X,X,O,X
JSTIZLO,O,X,O,O,O,X,O,X
JSTIZOL,O,X,O,O,O,X,O,X
JSTIOLZ,O,X,O,O,X,X,O,X
JSTIOZL,O,X,O,X,X,X,O,X
JSTLIZO,O,X,O,O,O,X,O,X
JSTLIOZ,O,X,O,O,X,X,O,X
JSTLZIO,X,X,O,O,O,X,O,X
JSTLZOI,X,X,O,O,O,X,O,X
JSTLOIZ,O,X,O,O,X,X,O,X
JSTLOZI,X,X,O,O,X,X,O,X
JSTZILO,O,X,O,O,O,X,O,X
JSTZIOL,O,O,O,O,O,X,O,X
JSTZLIO,O,X,X,O,O,X,O,X
JSTZLOI,O,O,X,O,O,X,O,X
JSTZOIL,O,O,O,O,X,X,X,X
JSTZOLI,O,O,X,O,O,X,O,X
JSTOILZ,O,X,O,O,X,X,O,X
JSTOIZL,O,O,O,X,X,X,O,X
JSTOLIZ,O,X,O,O,X,X,O,X
JSTOLZI,X,X,O,O,X,X,O,X
JSTOZIL,O,O,O,O,X,X,X,X
JSTOZLI,O,O,X,O,X,X,O,X
JSITLZO,X,X,X,O,O,X,O,X
JSITLOZ,X,X,X,O,X,X,O,X
JSITZLO,X,X,X,X,O,X,O,X
JSITZOL,X,X,X,X,O,X,O,X
JSITOLZ,X,X,X,X,X,X,O,X
JSITOZL,X,X,X,X,X,X,O,X
JSILTZO,X,X,X,O,O,X,O,X
JSILTOZ,X,X,X,O,X,X,O,X
JSILZTO,X,X,X,O,O,X,O,X
JSILZOT,X,X,X,O,O,X,O,X
JSILOTZ,X,X,X,O,X,X,O,X
JSILOZT,X,X,X,O,O,X,O,X
JSIZTLO,X,X,X,O,O,X,O,X
JSIZTOL,X,O,X,X,O,X,O,X
JSIZLTO,X,X,X,O,O,X,O,X
JSIZLOT,X,X,X,O,O,X,O,X
JSIZOTL,X,O,X,X,O,X,O,X
JSIZOLT,X,O,X,O,O,X,O,X
JSIOTLZ,X,X,X,X,X,X,O,X
JSIOTZL,X,O,X,X,X,X,O,X
JSIOLTZ,X,X,X,O,X,X,O,X
JSIOLZT,X,O,X,O,O,X,O,X
JSIOZTL,X,O,X,X,O,X,O,X
JSIOZLT,X,O,X,X,O,X,O,X
JSLTIZO,O,X,O,O,O,X,O,X
JSLTIOZ,O,X,O,O,X,X,O,X
JSLTZIO,O,X,O,O,O,X,O,X
JSLTZOI,O,X,O,O,O,X,O,X
JSLTOIZ,O,X,O,O,X,X,O,X
JSLTOZI,O,X,O,O,X,X,O,X
JSLITZO,O,X,O,O,O,X,O,X
JSLITOZ,O,X,O,O,X,X,O,X
JSLIZTO,X,X,X,O,O,X,O,X
JSLIZOT,X,X,X,O,O,X,O,X
JSLIOTZ,O,X,O,O,X,X,O,X
JSLIOZT,O,X,O,O,O,X,O,X
JSLZTIO,O,X,O,O,O,X,O,X
JSLZTOI,O,O,O,X,O,X,O,X
JSLZITO,X,X,X,O,O,X,O,X
JSLZIOT,X,X,X,O,O,X,O,X
JSLZOTI,O,O,O,X,O,X,O,X
JSLZOIT,O,O,O,O,O,X,O,X
JSLOTIZ,O,X,O,O,X,X,O,X
JSLOTZI,O,X,O,O,X,X,O,X
JSLOITZ,O,X,O,O,X,X,O,X
JSLOIZT,O,O,O,O,O,X,O,X
JSLOZTI,O,O,O,O,O,X,O,X
JSLOZIT,O,O,O,O,O,X,O,X
JSZTILO,O,X,O,O,O,X,O,X
JSZTIOL,O,O,O,X,O,X,O,X
JSZTLIO,O,X,O,O,O,X,O,X
JSZTLOI,O,O,O,X,O,X,O,X
JSZTOIL,O,O,O,X,X,X,X,X
JSZTOLI,O,O,O,X,O,X,O,X
JSZITLO,O,X,O,O,O,X,O,X
JSZITOL,O,O,O,X,O,X,O,X
JSZILTO,X,X,X,O,O,X,O,X
JSZILOT,X,X,X,O,O,X,O,X
JSZIOTL,O,O,O,X,O,X,O,X
JSZIOLT,O,O,O,O,O,X,O,X
JSZLTIO,O,X,O,O,O,X,O,X
JSZLTOI,O,O,O,X,O,X,O,X
JSZLITO,O,X,X,O,O,X,O,X
JSZLIOT,O,X,X,O,O,X,O,X
JSZLOTI,O,O,O,X,O,X,O,X
JSZLOIT,O,O,O,O,O,X,O,X
JSZOTIL,O,O,O,X,X,X,X,X
JSZOTLI,O,O,O,X,O,X,X,X
JSZOITL,O,O,O,X,O,X,X,X
JSZOILT,O,O,O,O,O,X,X,X
JSZOLTI,O,O,O,X,O,X,O,X
JSZOLIT,O,O,O,O,O,X,O,X
JSOTILZ,O,X,O,O,X,X,O,X
JSOTIZL,O,O,O,X,X,X,O,X
JSOTLIZ,O,X,O,O,X,X,O,X
JSOTLZI,X,X,O,O,X,X,O,X
JSOTZIL,O,O,O,O,X,X,X,X
JSOTZLI,O,O,X,O,X,X,O,X
JSOITLZ,O,X,O,O,X,X,O,X
JSOITZL,O,O,O,X,X,X,O,X
JSOILTZ,O,X,O,O,X,X,O,X
JSOILZT,O,O,O,O,O,X,O,X
JSOIZTL,O,O,O,O,O,X,O,X
JSOIZLT,O,O,O,O,O,X,O,X
JSOLTIZ,O,X,O,O,X,X,O,X
JSOLTZI,O,X,O,O,X,X,O,X
JSOLITZ,O,X,O,O,X,X,O,X
JSOLIZT,O,O,O,O,O,X,O,X
JSOLZTI,O,O,O,O,O,X,O,X
JSOLZIT,O,O,O,O,O,X,O,X
JSOZTIL,O,O,O,O,X,X,X,X
JSOZTLI,O,O,O,O,O,X,X,X
JSOZITL,O,O,O,O,O,X,X,X
JSOZILT,O,O,O,O,O,X,X,X
JSOZLTI,O,O,O,O,O,X,O,X
JSOZLIT,O,O,O,O,O,X,O,X
JZTILSO,O,X,O,O,O,O,O,X
JZTILOS,X,X,X,O,X,X,O,O
JZTISLO,O,X,O,O,O,O,O,X
JZTISOL,O,O,O,X,O,O,O,X
JZTIOLS,O,X,O,O,X,O,O,O
JZTIOSL,O,O,O,X,O,O,O,X
JZTLISO,O,X,O,O,X,O,X,X
JZTLIOS,O,X,X,O,X,X,X,O
JZTLSIO,O,X,O,O,O,O,X,X
JZTLSOI,O,O,O,O,O,O,X,O
JZTLOIS,O,X,O,O,X,O,X,O
JZTLOSI,O,O,O,O,X,O,X,O
JZTSILO,O,X,O,O,O,O,O,X
JZTSIOL,O,O,O,O,O,O,O,X
JZTSLIO,O,X,O,O,O,O,O,X
JZTSLOI,O,O,O,O,O,O,O,O
JZTSOIL,O,O,O,O,X,O,X,X
JZTSOLI,O,O,O,O,O,O,O,O
JZTOILS,O,X,O,O,X,O,X,O
JZTOISL,O,O,O,O,X,O,X,X
JZTOLIS,O,X,O,O,X,O,X,O
JZTOLSI,O,O,O,O,X,O,X,O
JZTOSIL,O,O,O,O,X,O,X,X
JZTOSLI,O,O,O,O,O,O,O,O
JZITLSO,O,X,O,O,O,O,O,O
JZITLOS,X,X,X,O,X,X,O,O
JZITSLO,O,X,O,X,O,O,O,O
JZITSOL,O,O,O,X,O,O,O,O
JZITOLS,O,X,O,X,X,O,O,O
JZITOSL,O,O,O,X,O,O,O,O
JZILTSO,O,X,X,O,O,X,X,O
JZILTOS,O,X,X,O,X,X,X,O
JZILSTO,O,X,X,O,O,X,O,O
JZILSOT,O,X,X,O,O,X,O,O
JZILOTS,O,X,X,O,X,X,X,X
JZILOST,O,X,X,O,X,X,O,X
JZISTLO,O,X,O,X,O,O,O,O
JZISTOL,O,O,O,X,O,O,O,O
JZISLTO,X,X,X,O,O,X,O,O
JZISLOT,X,X,X,O,O,X,O,O
JZISOTL,O,O,O,X,O,O,O,O
JZISOLT,O,O,O,X,O,O,O,O
JZIOTLS,O,X,O,X,X,O,X,O
JZIOTSL,O,O,O,X,O,O,O,O
JZIOLTS,O,X,O,O,X,O,X,O
JZIOLST,O,O,O,O,X,O,O,O
JZIOSTL,O,O,O,X,O,O,O,O
JZIOSLT,O,O,O,X,O,O,O,O
JZLTISO,O,X,O,O,X,O,X,X
JZLTIOS,O,X,O,O,X,X,X,O
JZLTSIO,O,X,O,O,O,O,X,X
JZLTSOI,O,O,O,O,O,O,X,O
JZLTOIS,O,X,O,O,X,O,X,O
JZLTOSI,O,O,O,O,X,O,X,O
JZLITSO,O,X,O,O,O,X,X,O
JZLITOS,O,X,O,O,X,X,X,O
JZLISTO,O,X,O,O,O,X,X,O
JZLISOT,O,X,O,O,O,X,X,O
JZLIOTS,O,X,O,O,X,X,X,X
JZLIOST,O,X,O,O,X,X,X,X
JZLSTIO,O,X,O,O,O,O,X,X
JZLSTOI,O,O,O,X,O,O,X,X
JZLSITO,O,X,O,O,O,X,X,X
JZLSIOT,O,X,O,O,O,X,X,X
JZLSOTI,O,O,O,X,O,O,X,X
JZLSOIT,O,O,O,O,O,O,X,X
JZLOTIS,O,X,O,O,X,O,X,X
JZLOTSI,O,O,O,O,X,O,X,X
JZLOITS,O,X,O,O,X,O,X,X
JZLOIST,O,O,O,O,X,O,X,X
JZLOSTI,O,O,O,O,X,O,X,X
JZLOSIT,O,O,O,O,X,O,X,X
JZSTILO,O,X,O,O,O,O,O,X
JZSTIOL,O,O,O,X,O,O,O,X
JZSTLIO,O,X,O,O,O,O,O,X
JZSTLOI,O,O,O,X,O,O,O,X
JZSTOIL,O,O,O,X,X,O,X,X
JZSTOLI,O,O,O,X,O,O,O,X
JZSITLO,O,X,O,O,O,O,O,X
JZSITOL,O,O,O,X,O,O,O,X
JZSILTO,X,X,X,O,O,X,O,X
JZSILOT,X,X,X,O,O,X,O,X
JZSIOTL,O,O,O,X,O,O,O,X
JZSIOLT,O,O,O,O,O,O,O,X
JZSLTIO,O,X,O,O,O,O,O,X
JZSLTOI,O,O,O,X,O,O,O,X
JZSLITO,O,X,X,O,O,X,O,X
JZSLIOT,O,X,X,O,O,X,O,X
JZSLOTI,O,O,O,X,O,O,O,X
JZSLOIT,O,O,O,O,O,O,O,X
JZSOTIL,O,O,O,X,X,O,X,X
JZSOTLI,O,O,O,X,O,O,X,X
JZSOITL,O,O,O,X,O,O,X,X
JZSOILT,O,O,O,O,O,O,X,X
JZSOLTI,O,O,O,X,O,O,O,X
JZSOLIT,O,O,O,O,O,O,O,X
JZOTILS,O,X,O,O,X,O,X,O
JZOTISL,O,O,O,O,X,O,X,X
JZOTLIS,O,X,O,O,X,O,X,O
JZOTLSI,O,O,O,O,X,O,X,O
JZOTSIL,O,O,O,O,X,O,X,X
JZOTSLI,O,O,O,O,O,O,X,O
JZOITLS,O,X,O,O,X,O,X,O
JZOITSL,O,O,O,X,O,O,X,O
JZOILTS,O,X,O,O,X,O,X,O
JZOILST,O,O,O,O,X,O,X,O
JZOISTL,O,O,O,X,O,O,X,O
JZOISLT,O,O,O,O,O,O,X,O
JZOLTIS,O,X,O,O,X,O,X,O
JZOLTSI,O,O,O,O,X,O,X,O
JZOLITS,O,X,O,O,X,O,X,O
JZOLIST,O,O,O,O,X,O,X,O
JZOLSTI,O,O,O,O,X,O,X,X
JZOLSIT,O,O,O,O,X,O,X,X
JZOSTIL,O,O,O,O,X,O,X,X
JZOSTLI,O,O,O,O,O,O,X,X
JZOSITL,O,O,O,O,O,O,X,X
JZOSILT,O,O,O,O,O,O,X,X
JZOSLTI,O,O,O,O,O,O,O,X
JZOSLIT,O,O,O,O,O,O,O,X
JOTILSZ,O,X,O,O,X,O,O,X
JOTILZS,O,X,O,O,X,O,X,X
JOTISLZ,O,X,O,O,X,O,O,X
JOTISZL,O,O,O,X,X,X,O,X
JOTIZLS,O,X,O,O,X,O,O,X
JOTIZSL,O,O,O,O,X,O,O,X
JOTLISZ,O,X,O,O,X,O,X,X
JOTLIZS,O,X,O,O,X,O,X,X
JOTLSIZ,O,X,O,O,X,O,O,X
JOTLSZI,O,X,O,O,X,X,O,X
JOTLZIS,O,X,O,O,X,O,X,X
JOTLZSI,O,X,O,O,X,O,X,X
JOTSILZ,O,X,O,O,X,O,O,X
JOTSIZL,O,O,O,X,X,X,O,X
JOTSLIZ,O,X,O,O,X,X,O,X
JOTSLZI,X,X,O,O,X,X,O,X
JOTSZIL,O,O,O,O,X,X,X,X
JOTSZLI,O,O,X,O,X,X,O,X
JOTZILS,O,X,O,O,X,O,X,X
JOTZISL,O,O,O,O,X,O,X,X
JOTZLIS,O,X,O,O,X,O,X,X
JOTZLSI,O,O,O,O,X,O,X,X
JOTZSIL,O,O,O,O,X,O,X,X
JOTZSLI,O,O,O,O,X,O,O,X
JOITLSZ,O,X,O,O,X,O,O,X
JOITLZS,O,X,O,O,X,O,X,X
JOITSLZ,O,X,O,O,X,O,O,X
JOITSZL,O,O,O,X,X,X,O,X
JOITZLS,O,X,O,O,X,O,O,X
JOITZSL,O,O,O,O,X,O,O,X
JOILTSZ,O,X,O,O,X,O,X,X
