sequence,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFzcBGeB?0fBSnB/oBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFCdBTeB?0fBXiBGoBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8JeT6IvhFUdBajB?5jBWnBXgBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFGdB0fB?zhB6oBXjBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8JeT6IvhFqhBmdB?5jB0iBXgBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFGdB0fB?zhBXjB6oBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFqhB/iB?0fBTjBGoBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFFdBTeB?0fBfnBWoBCtB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Je//IvhFuhBciB?TeBFgBxsBCtB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Je//IvhFGdB6jB?zhBxsB8sBFqB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Je//IvhFUdBWnB?TjBFgBxsBCtB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Je//IvhFzcBSjB?FgBUjBxsBGsB
LOTIZJS,O,X,O,O,O,X,O,X,X,X,X,X
LOTIZSJ,O,X,X,O,O,X,O,X,X,X,X,X
LOTJISZ,O,X,O,X,X,X,X,X,X,X,X,X
LOTJIZS,X,X,O,O,O,X,X,X,X,X,X,X
LOTJSIZ,O,X,O,X,X,X,X,X,X,X,X,X
LOTJSZI,O,X,O,O,X,O,O,X,X,X,X,X
LOTJZIS,O,X,O,O,O,O,O,X,X,X,X,X
LOTJZSI,O,X,O,O,O,O,O,X,X,X,X,X
LOTSIJZ,O,X,O,X,X,X,X,X,X,X,X,X
LOTSIZJ,O,X,X,X,O,X,O,X,X,X,X,X
LOTSJIZ,O,X,O,X,X,X,X,X,X,X,X,X
LOTSJZI,O,X,O,O,X,O,O,X,X,X,X,X
LOTSZIJ,O,X,X,O,O,O,O,X,X,X,X,X
LOTSZJI,O,X,X,O,O,O,O,X,X,X,X,X
LOTZIJS,O,X,O,O,O,O,O,X,X,X,X,X
LOTZISJ,O,X,X,O,O,O,O,X,X,X,X,X
LOTZJIS,O,X,O,O,O,O,O,X,X,X,X,X
LOTZJSI,O,X,O,O,O,O,O,X,X,X,X,X
LOTZSIJ,O,X,X,O,O,O,O,X,X,X,X,X
LOTZSJI,O,X,X,O,O,O,O,X,X,X,X,X
LOITJSZ,O,X,O,X,X,X,X,X,X,X,X,X
LOITJZS,X,X,O,X,O,X,X,X,X,X,X,X
LOITSJZ,O,X,O,X,X,X,X,X,X,X,X,X
LOITSZJ,O,X,X,X,O,X,X,X,X,X,X,X
LOITZJS,O,X,O,X,O,X,X,X,X,X,X,X
LOITZSJ,O,X,X,X,O,X,X,X,X,X,X,X
LOIJTSZ,O,X,X,X,X,X,X,O,X,X,X,X
LOIJTZS,X,X,X,X,O,X,X,X,X,X,X,X
LOIJSTZ,O,X,X,X,X,X,X,O,X,X,X,X
LOIJSZT,O,X,X,X,X,X,X,O,X,X,X,X
LOIJZTS,X,X,O,O,O,X,X,X,X,X,X,X
LOIJZST,X,X,O,O,O,X,X,O,X,X,X,X
LOISTJZ,O,X,X,X,X,X,X,O,X,X,X,X
LOISTZJ,O,X,X,X,O,X,X,X,X,X,X,X
LOISJTZ,O,X,X,X,X,X,X,O,X,X,X,X
LOISJZT,O,X,X,X,X,X,X,O,X,X,X,X
LOISZTJ,O,X,X,X,X,X,X,X,X,O,X,X
LOISZJT,O,X,X,X,O,X,X,X,X,O,X,X
LOIZTJS,O,X,X,O,O,X,X,X,X,O,X,X
LOIZTSJ,O,X,X,X,O,X,X,X,X,O,X,X
LOIZJTS,O,X,X,O,O,X,X,X,X,O,X,X
LOIZJST,O,X,X,O,O,X,X,X,X,O,X,X
LOIZSTJ,O,X,X,X,X,X,X,X,X,O,X,X
LOIZSJT,O,X,X,O,O,X,X,X,X,O,X,X
LOJTISZ,O,X,O,X,X,X,X,O,X,X,X,X
LOJTIZS,X,X,O,O,O,X,X,X,X,X,X,X
LOJTSIZ,O,X,O,X,X,X,X,O,X,X,X,X
LOJTSZI,O,X,O,O,X,O,X,O,X,X,X,X
LOJTZIS,O,X,O,O,O,O,X,O,X,X,X,X
LOJTZSI,O,X,O,O,O,O,X,O,X,X,X,X
LOJITSZ,O,X,X,X,X,X,X,O,X,X,X,X
LOJITZS,X,X,X,X,O,X,X,X,X,X,X,X
LOJISTZ,O,X,X,X,X,X,X,O,X,X,X,X
LOJISZT,O,X,X,X,X,X,X,O,X,X,X,X
LOJIZTS,X,X,O,O,O,X,X,O,X,X,X,X
LOJIZST,X,X,O,O,O,X,X,O,X,X,X,X
LOJSTIZ,O,X,X,X,X,X,X,O,X,X,X,X
LOJSTZI,O,X,X,X,X,X,X,O,X,X,X,X
LOJSITZ,O,X,X,X,X,X,X,O,X,X,X,X
LOJSIZT,O,X,X,X,X,X,X,O,X,X,X,X
LOJSZTI,O,X,X,O,X,X,X,O,X,X,X,X
LOJSZIT,O,X,X,O,X,X,X,O,X,X,X,X
LOJZTIS,O,X,O,O,O,O,X,O,X,X,X,X
LOJZTSI,O,X,O,O,X,O,X,O,X,X,X,X
LOJZITS,O,X,O,O,O,O,X,O,X,X,X,X
LOJZIST,O,X,O,O,O,X,X,O,X,X,X,X
LOJZSTI,O,X,X,O,X,X,X,O,X,X,X,X
LOJZSIT,O,X,O,O,O,X,X,O,X,X,X,X
LOSTIJZ,O,X,X,X,X,X,X,O,X,X,X,X
LOSTIZJ,O,X,X,X,O,X,O,X,X,X,X,X
LOSTJIZ,O,X,X,X,X,X,X,O,X,X,X,X
LOSTJZI,O,X,X,X,X,X,O,O,X,X,X,X
LOSTZIJ,O,X,X,X,O,X,O,O,X,X,X,X
LOSTZJI,O,X,X,X,O,X,O,O,X,X,X,X
LOSITJZ,O,X,X,X,X,X,X,O,X,X,X,X
LOSITZJ,O,X,X,X,O,X,X,X,X,X,X,X
LOSIJTZ,O,X,X,X,X,X,X,O,X,X,X,X
LOSIJZT,O,X,X,X,X,X,X,O,X,X,X,X
LOSIZTJ,O,X,X,X,X,X,X,X,X,O,X,X
LOSIZJT,O,X,X,X,O,X,X,X,X,O,X,X
LOSJTIZ,O,X,X,X,X,X,X,O,X,X,X,X
LOSJTZI,O,X,X,X,X,X,X,O,X,X,X,X
LOSJITZ,O,X,X,X,X,X,X,O,X,X,X,X
LOSJIZT,O,X,X,X,X,X,X,O,X,X,X,X
LOSJZTI,O,X,X,O,X,X,X,O,X,X,X,X
LOSJZIT,O,X,X,O,X,X,X,O,X,X,X,X
LOSZTIJ,O,X,X,X,X,X,O,O,X,X,X,X
LOSZTJI,O,X,X,X,X,X,O,O,X,X,X,X
LOSZITJ,O,X,X,X,X,X,O,O,X,X,X,X
LOSZIJT,O,X,X,O,O,X,X,O,X,X,X,X
LOSZJTI,O,X,X,O,X,X,X,O,X,X,X,X
LOSZJIT,O,X,X,O,O,X,X,O,X,X,X,X
LOZTIJS,O,X,X,O,O,O,O,X,X,X,X,X
LOZTISJ,O,X,X,O,O,O,O,X,X,X,X,X
LOZTJIS,O,X,X,O,O,O,O,X,X,X,X,X
LOZTJSI,O,X,X,O,O,O,O,X,X,X,X,X
LOZTSIJ,O,X,X,O,O,O,O,X,X,X,X,X
LOZTSJI,O,X,X,O,O,O,O,X,X,X,X,X
LOZITJS,O,X,X,O,O,O,O,X,X,X,X,X
LOZITSJ,O,X,X,O,O,O,O,X,X,X,X,X
LOZIJTS,O,X,X,O,O,O,X,O,X,X,X,X
LOZIJST,O,X,X,O,O,X,X,O,X,X,X,X
LOZISTJ,O,X,X,X,X,X,O,O,X,X,X,X
LOZISJT,O,X,X,O,O,X,X,O,X,X,X,X
LOZJTIS,O,X,X,O,O,O,X,O,X,X,X,X
LOZJTSI,O,X,X,O,X,O,X,O,X,X,X,X
LOZJITS,O,X,X,O,O,O,X,O,X,X,X,X
LOZJIST,O,X,X,O,O,X,X,O,X,X,X,X
LOZJSTI,O,X,X,O,X,X,X,O,X,X,X,X
LOZJSIT,O,X,X,O,O,X,X,O,X,X,X,X
LOZSTIJ,O,X,X,X,X,X,O,O,X,X,X,X
LOZSTJI,O,X,X,X,X,X,O,O,X,X,X,X
LOZSITJ,O,X,X,X,X,X,O,O,X,X,X,X
LOZSIJT,O,X,X,O,O,X,X,O,X,X,X,X
LOZSJTI,O,X,X,O,X,X,X,O,X,X,X,X
LOZSJIT,O,X,X,O,O,X,X,O,X,X,X,X
JTILSZO,O,O,O,X,X,X,X,X,X,X,X,X
JTILSOZ,O,O,O,X,X,X,X,X,X,X,X,X
JTILZSO,X,X,O,X,O,X,X,X,X,X,X,X
JTILZOS,X,X,O,X,O,X,X,X,X,X,X,X
JTILOSZ,O,O,O,X,X,X,X,X,X,X,X,X
JTILOZS,X,X,O,X,O,X,X,X,X,X,X,X
JTISLZO,O,O,O,X,X,X,X,X,X,X,X,X
JTISLOZ,O,O,O,X,X,X,X,X,X,X,X,X
JTISZLO,O,O,O,X,X,X,X,X,O,X,X,X
JTISZOL,X,O,O,X,X,X,X,X,X,X,O,X
JTISOLZ,O,O,O,X,X,X,X,X,X,X,X,X
JTISOZL,X,O,O,X,X,X,X,X,X,X,O,X
JTIZLSO,X,O,O,X,X,X,X,X,O,X,X,X
JTIZLOS,X,O,O,X,X,X,X,X,O,X,X,X
JTIZSLO,X,O,O,X,X,X,X,X,O,X,X,X
JTIZSOL,X,O,O,X,X,X,X,X,X,X,O,X
JTIZOLS,X,O,O,X,X,X,X,X,X,X,X,X
JTIZOSL,X,O,O,X,X,X,X,X,X,X,O,X
JTIOLSZ,X,O,O,X,X,X,X,X,X,X,X,X
JTIOLZS,X,X,O,X,O,X,X,X,X,X,X,X
JTIOSLZ,X,O,O,X,X,X,X,X,X,X,X,X
JTIOSZL,X,O,O,X,X,X,X,X,X,X,O,X
JTIOZLS,X,O,O,X,X,X,X,X,X,X,X,X
JTIOZSL,X,O,O,X,X,X,X,X,X,X,O,X
JTLISZO,O,O,O,X,X,X,X,X,X,X,X,X
JTLISOZ,O,O,O,X,X,X,X,X,X,X,X,X
JTLIZSO,X,X,O,X,O,X,X,X,X,X,X,X
JTLIZOS,X,X,O,X,O,X,X,X,X,X,X,X
JTLIOSZ,O,O,O,X,X,X,X,X,X,X,X,X
JTLIOZS,X,X,O,X,O,X,X,X,X,X,X,X
JTLSIZO,O,O,O,X,X,X,X,X,X,X,X,X
JTLSIOZ,O,O,O,X,X,X,X,X,X,X,X,X
JTLSZIO,O,O,O,X,X,X,O,X,X,X,X,X
JTLSZOI,O,O,O,X,X,X,O,X,X,X,X,X
JTLSOIZ,O,O,O,X,X,X,X,X,X,X,X,X
JTLSOZI,O,O,O,X,X,X,O,X,X,X,X,X
JTLZISO,O,O,O,X,O,X,O,X,X,X,X,X
JTLZIOS,O,O,O,O,O,X,O,X,X,X,X,X
JTLZSIO,O,O,O,X,O,X,O,X,X,X,X,X
JTLZSOI,O,O,O,X,O,X,O,X,X,X,X,X
JTLZOIS,O,O,O,O,O,X,O,X,X,X,X,X
JTLZOSI,O,O,O,O,O,X,O,X,X,X,X,X
JTLOISZ,O,O,O,X,X,X,X,X,X,X,X,X
JTLOIZS,X,X,O,O,O,X,X,X,X,X,X,X
JTLOSIZ,O,O,O,X,X,X,X,X,X,X,X,X
JTLOSZI,O,O,O,O,X,X,O,X,X,X,X,X
JTLOZIS,O,O,O,O,O,X,O,X,X,X,X,X
JTLOZSI,O,O,O,O,O,X,O,X,X,X,X,X
JTSILZO,O,O,O,X,X,X,X,X,X,X,X,X
JTSILOZ,O,O,O,X,X,X,X,X,X,X,X,X
JTSIZLO,O,O,O,X,X,X,X,X,O,X,X,X
JTSIZOL,O,O,O,X,X,X,X,X,X,X,O,X
JTSIOLZ,O,O,O,X,X,X,X,X,X,X,X,X
JTSIOZL,X,O,O,X,X,X,X,X,X,X,O,X
JTSLIZO,O,O,O,X,X,X,X,X,X,X,X,X
JTSLIOZ,O,O,O,X,X,X,X,X,X,X,X,X
JTSLZIO,O,O,O,X,X,X,X,X,X,X,X,X
JTSLZOI,O,O,O,X,X,X,X,X,X,X,X,X
JTSLOIZ,O,O,O,X,X,X,X,X,X,X,X,X
JTSLOZI,O,O,O,X,X,X,X,X,X,X,X,X
JTSZILO,O,O,O,X,X,X,X,X,X,X,X,X
JTSZIOL,O,O,O,X,X,O,X,X,X,X,O,X
JTSZLIO,O,O,O,X,X,X,X,X,X,X,X,X
JTSZLOI,O,O,O,X,X,X,X,X,X,X,X,X
JTSZOIL,O,O,O,X,X,O,X,X,X,X,X,X
JTSZOLI,O,O,O,X,X,O,X,X,X,X,X,X
JTSOILZ,O,O,O,X,X,X,X,X,X,X,X,X
JTSOIZL,X,O,O,X,X,O,X,X,X,X,X,X
JTSOLIZ,O,O,O,X,X,X,X,X,X,X,X,X
JTSOLZI,O,O,O,X,X,O,X,X,X,X,X,X
JTSOZIL,O,O,O,X,X,O,X,X,X,X,X,X
JTSOZLI,O,O,O,X,X,O,X,X,X,X,X,X
JTZILSO,O,O,O,X,X,X,O,X,X,X,X,X
JTZILOS,O,O,O,O,X,X,O,X,X,X,X,X
JTZISLO,O,O,O,X,X,X,X,X,X,X,X,X
JTZISOL,O,O,O,X,X,O,X,X,X,X,O,X
JTZIOLS,X,O,O,O,X,O,O,X,X,X,X,X
JTZIOSL,X,O,O,O,X,O,X,X,X,X,O,X
JTZLISO,O,O,O,X,X,X,O,X,X,X,X,X
JTZLIOS,O,O,O,O,X,X,O,X,X,X,X,X
JTZLSIO,O,O,O,X,X,X,O,X,X,X,X,X
JTZLSOI,O,O,O,X,X,X,O,X,X,X,X,X
JTZLOIS,O,O,O,O,X,X,O,X,X,X,X,X
JTZLOSI,O,O,O,O,X,X,O,X,X,X,X,X
JTZSILO,O,O,O,X,X,X,X,X,X,X,X,X
JTZSIOL,O,O,O,X,X,O,X,X,X,X,O,X
JTZSLIO,O,O,O,X,X,X,X,X,X,X,X,X
JTZSLOI,O,O,O,X,X,X,X,X,X,X,X,X
JTZSOIL,O,O,O,X,X,O,X,X,X,X,X,X
JTZSOLI,O,O,O,X,X,O,X,X,X,X,X,X
JTZOILS,X,O,O,O,X,O,O,X,X,X,X,X
JTZOISL,X,O,O,O,X,O,X,X,X,X,X,X
JTZOLIS,X,O,O,O,X,O,O,X,X,X,X,X
JTZOLSI,X,O,O,O,X,O,O,X,X,X,X,X
JTZOSIL,X,O,O,O,X,O,X,X,X,X,X,X
JTZOSLI,X,O,O,O,X,O,X,X,X,X,X,X
JTOILSZ,X,O,O,X,X,X,X,X,X,X,X,X
JTOILZS,X,X,O,O,O,X,X,X,X,X,X,X
JTOISLZ,X,O,O,X,X,X,X,X,X,X,X,X
JTOISZL,X,O,O,X,X,O,X,X,X,X,X,X
JTOIZLS,X,O,O,O,X,O,X,X,X,X,X,X
JTOIZSL,X,O,O,O,X,O,X,X,X,X,X,X
JTOLISZ,X,O,O,X,X,X,X,X,X,X,X,X
JTOLIZS,X,X,O,O,O,X,X,X,X,X,X,X
JTOLSIZ,X,O,O,X,X,X,X,X,X,X,X,X
JTOLSZI,X,O,O,O,X,O,O,X,X,X,X,X
JTOLZIS,X,O,O,O,O,O,O,X,X,X,X,X
JTOLZSI,X,O,O,O,O,O,O,X,X,X,X,X
JTOSILZ,X,O,O,X,X,X,X,X,X,X,X,X
JTOSIZL,X,O,O,X,X,O,X,X,X,X,X,X
JTOSLIZ,X,O,O,X,X,X,X,X,X,X,X,X
JTOSLZI,X,O,O,O,X,O,X,X,X,X,X,X
JTOSZIL,X,O,O,O,X,O,X,X,X,X,X,X
JTOSZLI,X,O,O,O,X,O,X,X,X,X,X,X
JTOZILS,X,O,O,O,X,O,O,X,X,X,X,X
JTOZISL,X,O,O,O,X,O,X,X,X,X,X,X
JTOZLIS,X,O,O,O,X,O,O,X,X,X,X,X
JTOZLSI,X,O,O,O,X,O,O,X,X,X,X,X
JTOZSIL,X,O,O,O,X,O,X,X,X,X,X,X
JTOZSLI,X,O,O,O,X,O,X,X,X,X,X,X
JITLSZO,O,O,O,X,X,X,X,X,X,X,X,X
JITLSOZ,O,O,O,X,X,X,X,X,X,X,X,O
JITLZSO,X,X,O,X,O,X,X,X,X,X,X,X
JITLZOS,X,X,O,X,O,X,X,X,X,X,X,X
JITLOSZ,O,O,O,X,X,X,X,X,X,X,X,O
JITLOZS,X,X,O,X,O,X,X,X,X,X,X,X
JITSLZO,O,O,O,X,X,X,X,X,X,X,X,X
JITSLOZ,O,O,O,X,X,X,X,X,X,X,X,O
JITSZLO,O,O,O,X,X,X,X,X,O,X,X,X
JITSZOL,X,O,O,X,X,X,X,X,X,X,O,X
JITSOLZ,O,O,O,X,X,X,X,X,X,X,X,O
JITSOZL,X,O,O,X,X,X,X,X,X,X,O,X
JITZLSO,X,X,O,X,X,X,X,X,O,X,X,X
JITZLOS,X,X,O,X,X,X,X,X,O,X,X,X
JITZSLO,X,O,O,X,X,X,X,X,O,X,X,X
JITZSOL,X,O,O,X,X,X,X,X,X,X,O,X
JITZOLS,X,X,O,X,X,X,X,X,X,X,X,X
JITZOSL,X,O,O,X,X,X,X,X,X,X,O,X
JITOLSZ,X,O,O,X,X,X,X,X,X,X,X,O
JITOLZS,X,X,O,X,O,X,X,X,X,X,X,X
JITOSLZ,X,O,O,X,X,X,X,X,X,X,X,O
JITOSZL,X,O,O,X,X,X,X,X,X,X,O,X
JITOZLS,X,X,O,X,X,X,X,X,X,X,X,X
JITOZSL,X,O,O,X,X,X,X,X,X,X,O,X
JILTSZO,O,X,X,X,X,X,X,O,X,X,X,X
JILTSOZ,O,X,X,X,X,X,X,O,X,X,X,O
JILTZSO,X,X,X,X,O,X,X,X,X,X,X,X
JILTZOS,X,X,X,X,O,X,X,X,X,X,X,X
JILTOSZ,O,X,X,X,X,X,X,O,X,X,X,O
JILTOZS,X,X,X,X,O,X,X,X,X,X,X,X
JILSTZO,X,X,X,X,X,X,X,O,X,X,X,X
JILSTOZ,O,O,X,X,X,X,X,O,X,X,X,O
JILSZTO,X,X,X,X,X,X,X,O,O,X,X,X
JILSZOT,O,O,X,X,X,X,X,O,O,O,O,O
JILSOTZ,O,O,X,X,X,X,X,O,X,X,X,O
JILSOZT,O,O,X,X,X,X,X,O,O,X,O,O
JILZTSO,X,X,X,X,X,X,X,X,O,X,X,X
JILZTOS,X,X,O,X,O,X,X,X,O,X,X,X
JILZSTO,X,X,X,X,X,X,X,O,O,X,X,X
JILZSOT,X,X,O,X,O,X,X,O,O,O,O,O
JILZOTS,X,X,O,X,O,X,X,X,O,O,X,X
JILZOST,X,X,O,X,O,X,X,O,O,O,O,O
JILOTSZ,O,X,X,X,X,X,X,O,X,X,X,O
JILOTZS,X,X,X,X,O,X,X,X,X,X,X,X
JILOSTZ,O,O,X,X,X,X,X,O,X,X,X,O
JILOSZT,O,O,X,X,X,X,X,O,O,X,O,O
JILOZTS,X,X,O,X,O,X,X,X,O,X,X,X
JILOZST,X,X,O,X,O,X,X,O,O,X,O,O
JISTLZO,O,O,X,X,X,X,X,O,X,X,X,X
JISTLOZ,O,O,X,X,X,X,X,O,X,X,X,O
JISTZLO,O,O,X,X,X,X,X,X,O,X,X,X
JISTZOL,X,O,X,X,X,X,X,X,X,X,O,X
JISTOLZ,O,O,X,X,X,X,X,X,X,X,X,O
JISTOZL,X,O,X,X,X,X,X,X,X,X,O,X
JISLTZO,O,O,X,X,X,X,X,O,X,X,X,X
JISLTOZ,O,O,X,X,X,X,X,O,X,X,X,O
JISLZTO,X,O,X,X,X,X,X,O,O,X,X,X
JISLZOT,O,O,X,X,X,X,X,O,O,O,O,O
JISLOTZ,O,O,X,X,X,X,X,O,X,X,X,O
JISLOZT,O,O,X,X,X,X,X,O,O,X,O,O
JISZTLO,O,O,X,X,X,X,X,X,O,X,X,X
JISZTOL,X,O,X,X,X,X,X,X,X,X,O,X
JISZLTO,X,O,X,X,X,X,X,X,O,X,X,X
JISZLOT,O,O,O,X,X,X,X,X,O,O,O,O
JISZOTL,X,O,X,X,X,X,X,X,X,O,O,X
JISZOLT,X,O,O,X,X,X,X,X,O,O,O,O
JISOTLZ,O,O,X,X,X,X,X,X,X,X,X,O
JISOTZL,X,X,X,X,X,X,X,X,X,X,O,X
JISOLTZ,O,O,X,X,X,X,X,X,X,X,X,O
JISOLZT,O,O,X,X,X,X,X,X,X,X,O,O
JISOZTL,X,O,X,X,X,X,X,X,X,O,O,X
JISOZLT,X,O,O,X,X,X,X,X,O,O,O,O
JIZTLSO,X,X,O,X,X,X,X,X,O,X,X,X
JIZTLOS,X,X,O,X,X,X,X,X,O,X,X,X
JIZTSLO,X,O,O,X,X,X,X,X,O,X,X,X
JIZTSOL,X,O,O,X,X,X,X,X,X,X,O,X
JIZTOLS,X,X,O,X,X,X,X,X,X,X,X,X
JIZTOSL,X,O,O,X,X,X,X,X,X,X,O,X
JIZLTSO,X,X,X,X,X,X,X,X,O,X,X,X
JIZLTOS,X,X,O,X,X,X,X,X,O,X,X,X
JIZLSTO,X,O,X,X,X,X,X,X,O,X,X,X
JIZLSOT,X,O,O,X,X,X,X,X,O,O,O,O
JIZLOTS,X,X,O,X,X,X,X,X,O,O,X,X
JIZLOST,X,O,O,X,X,X,X,X,O,O,O,O
JIZSTLO,X,O,X,X,X,X,X,X,O,X,X,X
JIZSTOL,X,O,X,X,X,X,X,X,X,X,O,X
JIZSLTO,X,O,X,X,X,X,X,X,O,X,X,X
JIZSLOT,X,O,O,X,X,X,X,X,O,O,O,O
JIZSOTL,X,O,X,X,X,X,X,X,X,O,O,X
JIZSOLT,X,O,O,X,X,X,X,X,O,O,O,O
JIZOTLS,X,X,O,X,X,X,X,X,X,O,X,X
JIZOTSL,X,O,O,X,X,X,X,X,X,O,O,X
JIZOLTS,X,X,O,X,X,X,X,X,O,O,X,X
JIZOLST,X,O,O,X,X,X,X,X,O,O,O,O
JIZOSTL,X,O,X,X,X,X,X,X,X,O,O,X
JIZOSLT,X,O,O,X,X,X,X,X,O,O,O,O
JIOTLSZ,X,X,O,X,X,X,X,X,X,X,X,O
JIOTLZS,X,X,O,X,O,X,X,X,X,X,X,X
JIOTSLZ,X,O,O,X,X,X,X,X,X,X,X,O
JIOTSZL,X,X,O,X,X,X,X,X,X,X,O,X
JIOTZLS,X,X,O,X,X,X,X,X,X,X,X,X
JIOTZSL,X,X,O,X,X,X,X,X,X,X,O,X
JIOLTSZ,X,X,X,X,X,X,X,X,X,X,X,O
JIOLTZS,X,X,X,X,O,X,X,X,X,X,X,X
JIOLSTZ,X,O,X,X,X,X,X,X,X,X,X,O
JIOLSZT,X,O,X,X,X,X,X,X,X,X,O,O
JIOLZTS,X,X,O,X,O,X,X,X,X,X,X,X
JIOLZST,X,X,O,X,O,X,X,X,X,X,O,O
JIOSTLZ,X,O,X,X,X,X,X,X,X,X,X,O
JIOSTZL,X,X,X,X,X,X,X,X,X,X,O,X
JIOSLTZ,X,O,X,X,X,X,X,X,X,X,X,O
JIOSLZT,X,O,X,X,X,X,X,X,X,X,O,O
JIOSZTL,X,O,X,X,X,X,X,X,X,O,O,X
JIOSZLT,X,O,O,X,X,X,X,X,O,O,O,O
JIOZTLS,X,X,O,X,X,X,X,X,X,O,X,X
JIOZTSL,X,O,O,X,X,X,X,X,X,O,O,X
JIOZLTS,X,X,O,X,X,X,X,X,O,O,X,X
JIOZLST,X,O,O,X,X,X,X,X,O,O,O,O
JIOZSTL,X,O,X,X,X,X,X,X,X,O,O,X
JIOZSLT,X,O,O,X,X,X,X,X,O,O,O,O
JLTISZO,O,X,O,X,X,X,X,O,X,X,X,X
JLTISOZ,O,X,O,X,X,X,X,O,X,X,X,X
JLTIZSO,X,X,O,X,O,X,X,X,X,X,X,X
JLTIZOS,X,X,O,X,O,X,X,X,X,X,X,X
JLTIOSZ,O,X,O,X,X,X,X,O,X,X,X,X
JLTIOZS,X,X,O,X,O,X,X,X,X,X,X,X
JLTSIZO,O,X,O,X,X,X,X,O,X,X,X,X
JLTSIOZ,O,X,O,X,X,X,X,O,X,X,X,X
JLTSZIO,O,X,O,X,X,X,O,O,X,X,X,X
JLTSZOI,O,X,O,X,X,X,O,O,X,X,X,X
JLTSOIZ,O,X,O,X,X,X,X,O,X,X,X,X
JLTSOZI,O,X,O,X,X,X,O,O,X,X,X,X
JLTZISO,O,X,O,X,O,X,O,O,X,X,X,X
JLTZIOS,O,X,O,O,O,X,O,O,X,X,X,X
JLTZSIO,O,X,O,X,O,X,O,O,X,X,X,X
JLTZSOI,O,X,O,X,O,X,O,O,X,X,X,X
JLTZOIS,O,X,O,O,O,X,O,O,X,X,X,X
JLTZOSI,O,X,O,O,O,X,O,O,X,X,X,X
JLTOISZ,O,X,O,X,X,X,X,O,X,X,X,X
JLTOIZS,X,X,O,O,O,X,X,X,X,X,X,X
JLTOSIZ,O,X,O,X,X,X,X,O,X,X,X,X
JLTOSZI,O,X,O,O,X,X,O,O,X,X,X,X
JLTOZIS,O,X,O,O,O,X,O,O,X,X,X,X
JLTOZSI,O,X,O,O,O,X,O,O,X,X,X,X
JLITSZO,O,X,X,X,X,X,X,O,X,X,X,X
JLITSOZ,O,X,X,X,X,X,X,O,X,X,X,X
JLITZSO,X,X,X,X,O,X,X,X,X,X,X,X
JLITZOS,X,X,X,X,O,X,X,X,X,X,X,X
JLITOSZ,O,X,X,X,X,X,X,O,X,X,X,X
JLITOZS,X,X,X,X,O,X,X,X,X,X,X,X
JLISTZO,X,X,X,X,X,X,X,O,X,X,X,X
JLISTOZ,O,O,X,X,X,X,X,O,X,X,X,X
JLISZTO,X,X,X,X,X,X,X,O,O,X,X,X
JLISZOT,O,O,X,X,X,X,X,O,O,X,O,X
JLISOTZ,O,O,X,X,X,X,X,O,X,X,X,X
JLISOZT,O,O,X,X,X,X,X,O,X,X,O,X
JLIZTSO,X,X,X,X,X,X,X,O,O,X,X,X
JLIZTOS,X,X,O,X,O,X,X,O,O,X,X,X
JLIZSTO,X,X,X,X,X,X,X,O,O,X,X,X
JLIZSOT,X,X,O,X,O,X,X,O,O,X,O,X
JLIZOTS,X,X,O,X,O,X,X,O,O,X,X,X
JLIZOST,X,X,O,X,O,X,X,O,O,X,O,X
JLIOTSZ,O,X,X,X,X,X,X,O,X,X,X,X
JLIOTZS,X,X,X,X,O,X,X,X,X,X,X,X
JLIOSTZ,O,O,X,X,X,X,X,O,X,X,X,X
JLIOSZT,O,O,X,X,X,X,X,O,X,X,O,X
JLIOZTS,X,X,O,X,O,X,X,O,X,X,X,X
JLIOZST,X,X,O,X,O,X,X,O,X,X,O,X
JLSTIZO,X,X,X,X,X,X,X,O,X,X,X,X
JLSTIOZ,O,O,X,X,X,X,X,O,X,X,X,X
JLSTZIO,O,O,X,X,X,X,O,O,X,X,X,X
JLSTZOI,O,O,X,X,X,X,O,O,X,X,X,X
JLSTOIZ,O,O,X,X,X,X,X,O,X,X,X,X
JLSTOZI,O,O,X,X,X,X,O,O,X,X,X,X
JLSITZO,X,X,X,X,X,X,X,O,X,X,X,X
JLSITOZ,O,O,X,X,X,X,X,O,X,X,X,X
JLSIZTO,O,O,X,X,X,X,X,O,O,X,X,X
JLSIZOT,O,O,X,X,X,X,X,O,O,X,O,X
JLSIOTZ,O,O,X,X,X,X,X,O,X,X,X,X
JLSIOZT,O,O,X,X,X,X,X,O,X,X,O,X
JLSZTIO,O,O,X,X,X,X,O,O,X,X,X,X
