sequence,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFxcBTeB?FhB0iBqrB/sB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFXcBidB?cjB1mB5nBzrB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFXcBxdB?UiBFjB6rBTsB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeT+IvhFxgB0iB?igBlmBXsBGsB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8Jex7IvhFTeBigB?FiB0mBusBXsB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8Jex7IvhFTeBigB?0mBlnBGsBXsB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFxdBUhB?FiBXjB6rBTsB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8Jex7IvhFTeBigB?lmB3nB8rB+sB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8Jex7IvhFldBcjB?igB3hBTnBWxB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFTeBFhB?RnB6sBXnB0rB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFxcBTeB?FhB8mB3nBSxB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8Je5BJvhFcjBmgB?TiBigBXsBlsB
LOTIZJS,O,O,O,O,X,O,X,X,X,X,X,X
LOTIZSJ,X,O,O,O,X,O,X,X,X,X,X,X
LOTJISZ,O,O,O,X,X,X,X,X,X,O,X,X
LOTJIZS,O,O,O,X,O,X,X,X,X,O,X,X
LOTJSIZ,O,O,O,X,X,X,O,O,X,X,X,X
LOTJSZI,O,O,O,X,O,X,O,O,X,X,X,X
LOTJZIS,O,O,O,X,O,O,X,X,X,X,X,X
LOTJZSI,O,O,O,X,O,O,O,X,X,X,X,X
LOTSIJZ,O,O,O,X,X,X,O,O,X,X,X,X
LOTSIZJ,O,O,O,X,X,X,O,O,X,X,X,X
LOTSJIZ,O,O,O,X,X,X,O,O,X,X,X,X
LOTSJZI,O,O,O,X,X,X,O,O,X,X,X,X
LOTSZIJ,O,O,O,X,X,O,O,O,X,X,X,X
LOTSZJI,O,O,O,X,X,O,O,O,X,X,X,X
LOTZIJS,O,O,O,X,X,O,X,X,X,X,X,X
LOTZISJ,X,O,O,X,X,O,X,X,X,X,X,X
LOTZJIS,O,O,O,X,X,O,X,X,X,X,X,X
LOTZJSI,O,O,O,X,X,O,O,X,X,X,X,X
LOTZSIJ,O,O,O,X,X,O,O,X,X,X,X,X
LOTZSJI,O,O,O,X,X,O,O,O,X,X,X,X
LOITJSZ,O,O,O,X,X,X,X,X,X,O,X,X
LOITJZS,O,O,O,X,O,X,X,X,X,O,X,X
LOITSJZ,O,O,O,X,X,X,X,O,X,X,X,X
LOITSZJ,O,O,O,X,X,X,X,O,X,X,X,X
LOITZJS,O,O,O,O,X,O,X,X,X,X,X,X
LOITZSJ,X,O,O,O,X,O,X,X,X,X,X,X
LOIJTSZ,O,O,O,X,X,X,X,X,X,O,X,X
LOIJTZS,O,O,O,X,O,X,X,X,O,O,X,X
LOIJSTZ,O,X,O,X,X,X,X,X,X,X,X,X
LOIJSZT,X,X,O,X,O,X,X,X,O,X,X,X
LOIJZTS,O,O,O,X,O,O,X,X,O,X,X,X
LOIJZST,X,X,O,X,O,X,X,X,O,X,X,X
LOISTJZ,O,X,O,X,X,X,X,O,X,X,X,X
LOISTZJ,O,X,O,X,X,X,X,X,X,X,X,X
LOISJTZ,O,X,O,X,X,X,X,X,X,X,X,X
LOISJZT,X,X,O,X,O,X,X,X,O,X,X,X
LOISZTJ,X,X,O,O,X,O,X,X,O,X,X,X
LOISZJT,X,X,O,O,X,X,X,X,O,X,X,X
LOIZTJS,O,O,O,O,X,O,X,X,O,X,X,X
LOIZTSJ,X,O,O,O,X,O,X,X,O,X,X,X
LOIZJTS,O,O,O,O,O,O,X,X,O,X,X,X
LOIZJST,X,X,O,O,O,X,X,X,O,X,X,X
LOIZSTJ,X,X,O,O,X,O,X,X,O,X,X,X
LOIZSJT,X,X,O,O,X,X,X,X,O,X,X,X
LOJTISZ,O,O,O,X,X,X,X,X,X,O,X,X
LOJTIZS,O,O,O,X,O,X,X,X,O,O,X,X
LOJTSIZ,O,O,O,X,X,X,O,O,O,X,X,X
LOJTSZI,O,O,O,X,O,X,O,O,O,X,X,X
LOJTZIS,O,O,O,X,O,O,X,X,O,X,X,X
LOJTZSI,O,O,O,X,O,O,O,X,O,X,X,X
LOJITSZ,O,O,O,X,X,X,X,X,X,O,X,X
LOJITZS,O,O,O,X,O,X,X,X,O,O,X,X
LOJISTZ,O,X,O,X,X,X,X,X,O,X,X,X
LOJISZT,X,X,O,X,O,X,X,X,O,X,X,X
LOJIZTS,O,O,O,X,O,O,X,X,O,X,X,X
LOJIZST,X,X,O,X,O,X,X,X,O,X,X,X
LOJSTIZ,O,O,O,X,X,X,O,O,O,X,X,X
LOJSTZI,O,O,O,X,O,X,O,O,O,X,X,X
LOJSITZ,O,X,O,X,X,X,O,X,O,X,X,X
LOJSIZT,X,X,O,X,O,X,X,X,O,X,X,X
LOJSZTI,O,O,O,X,O,X,O,X,O,X,O,X
LOJSZIT,O,X,O,X,O,X,X,X,O,X,O,X
LOJZTIS,O,O,O,X,O,O,X,X,O,X,X,X
LOJZTSI,O,O,O,X,O,O,O,X,O,X,X,X
LOJZITS,O,O,O,X,O,O,X,X,O,X,X,X
LOJZIST,O,X,O,X,O,X,X,X,O,X,X,X
LOJZSTI,O,O,O,X,O,X,O,X,O,X,X,X
LOJZSIT,O,X,O,X,O,X,X,X,O,X,X,X
LOSTIJZ,O,O,O,X,X,X,O,O,X,X,X,X
LOSTIZJ,O,O,O,X,X,X,O,O,X,X,X,X
LOSTJIZ,O,O,O,X,X,X,O,O,X,X,X,X
LOSTJZI,O,O,O,X,X,X,O,O,X,X,X,X
LOSTZIJ,O,O,O,X,X,O,O,O,X,X,X,X
LOSTZJI,O,O,O,X,X,O,O,O,X,X,X,X
LOSITJZ,O,X,O,X,X,X,O,O,X,X,X,X
LOSITZJ,O,X,O,X,X,X,O,X,X,X,X,X
LOSIJTZ,O,X,O,X,X,X,O,X,X,X,X,X
LOSIJZT,X,X,O,X,O,X,X,X,O,X,X,X
LOSIZTJ,X,X,O,O,X,O,X,X,O,X,X,X
LOSIZJT,X,X,O,O,X,X,X,X,O,X,X,X
LOSJTIZ,O,O,O,X,X,X,O,O,X,X,X,X
LOSJTZI,O,O,O,X,O,X,O,O,X,X,X,X
LOSJITZ,O,X,O,X,X,X,O,X,X,X,X,X
LOSJIZT,X,X,O,X,O,X,X,X,O,X,X,X
LOSJZTI,O,O,O,X,O,X,O,X,O,X,O,X
LOSJZIT,O,X,O,X,O,X,X,X,O,X,O,X
LOSZTIJ,O,O,O,O,X,O,O,X,O,X,O,X
LOSZTJI,O,O,O,X,X,O,O,O,X,X,O,X
LOSZITJ,O,X,O,O,X,O,X,X,O,X,O,X
LOSZIJT,O,X,O,O,X,X,X,X,O,X,O,X
LOSZJTI,O,O,O,X,X,X,O,X,O,X,O,X
LOSZJIT,O,X,O,X,X,X,X,X,O,X,O,X
LOZTIJS,O,O,O,O,X,O,X,X,O,X,X,X
LOZTISJ,X,O,O,O,X,O,X,X,O,X,X,X
LOZTJIS,O,O,O,X,X,O,X,X,X,X,X,X
LOZTJSI,O,O,O,X,X,O,O,X,X,X,X,X
LOZTSIJ,O,O,O,X,X,O,O,X,O,X,X,X
LOZTSJI,O,O,O,X,X,O,O,O,X,X,X,X
LOZITJS,O,O,O,O,X,O,X,X,O,X,X,X
LOZITSJ,X,O,O,O,X,O,X,X,O,X,X,X
LOZIJTS,O,O,O,O,O,O,X,X,O,X,X,X
LOZIJST,O,X,O,O,O,X,X,X,O,X,X,X
LOZISTJ,X,X,O,O,X,O,X,X,O,X,X,X
LOZISJT,X,X,O,O,X,X,X,X,O,X,X,X
LOZJTIS,O,O,O,X,O,O,X,X,O,X,X,X
LOZJTSI,O,O,O,X,O,O,O,X,O,X,X,X
LOZJITS,O,O,O,X,O,O,X,X,O,X,X,X
LOZJIST,O,X,O,X,O,X,X,X,O,X,X,X
LOZJSTI,O,O,O,X,O,X,O,X,O,X,X,X
LOZJSIT,O,X,O,X,O,X,X,X,O,X,X,X
LOZSTIJ,O,O,O,O,X,O,O,X,O,X,X,X
LOZSTJI,O,O,O,X,X,O,O,O,X,X,X,X
LOZSITJ,O,X,O,O,X,O,X,X,O,X,X,X
LOZSIJT,O,X,O,O,X,X,X,X,O,X,X,X
LOZSJTI,O,O,O,X,X,X,O,X,O,X,X,X
LOZSJIT,O,X,O,X,X,X,X,X,O,X,X,X
JTILSZO,O,O,O,X,X,X,X,X,X,X,X,X
JTILSOZ,O,X,O,X,X,X,X,X,X,O,X,X
JTILZSO,O,O,O,X,X,X,X,X,X,X,X,X
JTILZOS,O,O,O,X,X,X,X,X,X,O,X,X
JTILOSZ,O,X,O,X,X,X,X,X,X,O,X,X
JTILOZS,O,X,O,X,O,X,X,X,X,O,X,X
JTISLZO,O,O,O,X,X,X,X,X,X,X,X,X
JTISLOZ,O,X,O,X,X,X,X,X,X,O,X,X
JTISZLO,X,O,O,X,X,X,X,X,X,X,X,X
JTISZOL,X,O,O,X,X,X,X,X,X,X,X,X
JTISOLZ,O,X,O,X,X,X,X,X,X,O,X,X
JTISOZL,X,O,O,X,X,X,X,X,X,X,X,X
JTIZLSO,O,O,O,X,X,X,X,X,X,X,X,X
JTIZLOS,O,O,X,X,X,X,X,X,X,O,X,X
JTIZSLO,X,O,O,X,X,X,X,X,X,X,X,X
JTIZSOL,X,O,O,X,X,X,X,X,X,X,X,X
JTIZOLS,O,O,O,O,X,X,X,X,X,O,X,X
JTIZOSL,X,O,O,X,X,X,X,X,X,X,X,X
JTIOLSZ,O,O,O,X,X,X,X,X,X,O,X,X
JTIOLZS,O,O,O,X,O,X,X,X,X,O,X,X
JTIOSLZ,O,O,O,X,X,X,X,X,X,O,X,X
JTIOSZL,X,O,O,X,X,X,X,X,X,X,X,X
JTIOZLS,O,O,O,O,X,X,X,X,X,O,X,X
JTIOZSL,X,O,O,X,X,X,X,X,X,X,X,X
JTLISZO,O,O,O,X,X,X,X,O,O,X,X,X
JTLISOZ,O,X,O,X,X,X,X,X,X,O,X,X
JTLIZSO,O,O,O,X,O,X,X,X,O,X,X,X
JTLIZOS,O,O,O,X,O,X,X,X,O,O,X,X
JTLIOSZ,O,X,O,X,X,X,X,X,X,O,X,X
JTLIOZS,O,X,O,X,O,X,X,X,O,O,X,X
JTLSIZO,O,O,O,X,X,X,X,O,O,X,X,X
JTLSIOZ,O,X,O,X,X,X,X,O,X,X,X,X
JTLSZIO,O,O,O,X,X,X,X,O,O,X,X,X
JTLSZOI,O,O,O,X,X,X,X,O,O,X,X,X
JTLSOIZ,O,X,O,X,X,X,X,O,X,X,X,X
JTLSOZI,O,X,O,X,O,X,X,O,X,X,X,X
JTLZISO,O,O,O,X,O,O,X,X,O,X,X,X
JTLZIOS,O,O,O,X,O,O,X,X,O,X,X,X
JTLZSIO,O,O,O,X,O,O,X,X,O,X,X,X
JTLZSOI,O,O,O,X,O,O,X,X,O,X,X,X
JTLZOIS,O,X,O,X,O,O,X,X,O,X,X,X
JTLZOSI,O,O,O,X,O,O,X,X,O,X,X,X
JTLOISZ,O,X,O,X,X,X,X,X,X,O,X,X
JTLOIZS,O,X,O,X,O,X,X,X,O,O,X,X
JTLOSIZ,O,X,O,X,X,X,X,O,O,X,X,X
JTLOSZI,O,X,O,X,O,X,X,O,O,X,X,X
JTLOZIS,O,X,O,X,O,O,X,X,O,X,X,X
JTLOZSI,O,X,O,X,O,O,X,X,O,X,X,X
JTSILZO,O,O,O,X,X,X,O,X,X,X,X,X
JTSILOZ,O,X,O,X,X,X,X,X,X,O,X,X
JTSIZLO,X,O,O,X,X,X,O,X,O,X,X,X
JTSIZOL,X,O,O,X,X,X,O,X,O,X,X,O
JTSIOLZ,O,X,O,X,X,X,O,X,X,O,X,X
JTSIOZL,X,O,O,X,X,X,O,X,X,X,X,O
JTSLIZO,O,O,O,X,X,X,O,O,O,X,X,X
JTSLIOZ,O,X,O,X,X,X,X,O,X,X,X,X
JTSLZIO,O,O,O,X,X,X,O,O,O,X,X,X
JTSLZOI,O,O,O,X,X,X,O,O,O,X,X,X
JTSLOIZ,O,X,O,X,X,X,X,O,X,X,X,X
JTSLOZI,O,X,O,X,O,X,X,O,X,X,X,X
JTSZILO,X,O,O,X,X,X,O,X,O,X,O,X
JTSZIOL,O,O,O,X,X,X,O,X,O,X,O,O
JTSZLIO,O,O,X,X,X,X,O,X,O,X,O,X
JTSZLOI,O,O,X,X,X,X,O,X,O,X,O,X
JTSZOIL,O,O,X,X,X,X,O,X,O,X,O,O
JTSZOLI,O,O,X,X,X,X,O,X,O,X,O,X
JTSOILZ,O,O,O,X,X,X,O,X,X,O,X,X
JTSOIZL,X,O,O,X,X,X,O,X,X,X,X,O
JTSOLIZ,O,O,O,X,X,X,O,O,X,X,X,X
JTSOLZI,O,O,O,X,O,X,O,O,X,X,X,X
JTSOZIL,X,O,O,X,X,X,O,X,X,X,O,O
JTSOZLI,O,O,O,X,X,X,O,X,X,X,O,X
JTZILSO,O,O,O,X,O,X,X,X,O,X,X,X
JTZILOS,O,O,X,X,O,X,X,X,O,O,X,X
JTZISLO,X,O,O,X,X,X,O,X,O,X,X,X
JTZISOL,X,O,O,X,X,X,O,X,O,X,X,X
JTZIOLS,O,O,O,O,O,X,X,X,X,O,X,X
JTZIOSL,O,O,O,X,X,X,X,X,X,X,X,X
JTZLISO,O,O,O,X,O,O,X,X,O,X,X,X
JTZLIOS,O,O,O,X,O,O,X,X,O,X,X,X
JTZLSIO,O,O,O,X,O,O,O,X,O,X,X,X
JTZLSOI,O,O,O,X,O,O,O,X,O,X,X,X
JTZLOIS,O,X,O,X,O,O,X,X,O,X,X,X
JTZLOSI,O,O,O,X,O,O,X,X,O,X,X,X
JTZSILO,X,O,O,X,X,X,O,X,O,X,X,X
JTZSIOL,O,O,O,X,X,X,O,X,O,X,X,O
JTZSLIO,O,O,X,X,O,X,O,X,O,X,X,X
JTZSLOI,O,O,X,X,O,X,O,X,O,X,X,X
JTZSOIL,O,O,X,X,X,X,O,X,O,X,X,O
JTZSOLI,O,O,X,X,O,X,O,X,O,X,X,X
JTZOILS,O,O,O,O,O,X,X,X,O,O,X,X
JTZOISL,O,O,O,X,X,X,O,X,O,X,X,X
JTZOLIS,O,O,O,X,O,O,X,X,O,X,X,X
JTZOLSI,O,O,O,X,O,O,O,X,O,X,X,X
JTZOSIL,O,O,O,X,X,X,O,X,O,X,X,X
JTZOSLI,O,O,O,X,O,X,O,X,O,X,X,X
JTOILSZ,O,O,O,X,X,X,X,X,X,O,X,X
JTOILZS,O,O,O,X,O,X,X,X,X,O,X,X
JTOISLZ,O,O,O,X,X,X,O,X,X,O,X,X
JTOISZL,X,O,O,X,X,X,O,X,X,X,X,X
JTOIZLS,O,O,O,O,X,X,X,X,X,O,X,X
JTOIZSL,X,O,O,X,X,X,O,X,X,X,X,X
JTOLISZ,O,O,O,X,X,X,X,X,X,O,X,X
JTOLIZS,O,O,O,X,O,X,X,X,O,O,X,X
JTOLSIZ,O,O,O,X,X,X,O,O,O,X,X,X
JTOLSZI,O,O,O,X,O,X,O,O,O,X,X,X
JTOLZIS,O,O,O,X,O,O,X,X,O,X,X,X
JTOLZSI,O,O,O,X,O,O,O,X,O,X,X,X
JTOSILZ,O,O,O,X,X,X,O,X,X,O,X,X
JTOSIZL,X,O,O,X,X,X,O,X,O,X,X,X
JTOSLIZ,O,O,O,X,X,X,O,O,O,X,X,X
JTOSLZI,O,O,O,X,O,X,O,O,O,X,X,X
JTOSZIL,X,O,O,X,X,X,O,X,O,X,O,X
JTOSZLI,O,O,O,X,X,X,O,X,O,X,O,X
JTOZILS,O,O,O,X,O,X,X,X,O,O,X,X
JTOZISL,O,O,O,X,X,X,O,X,O,X,X,X
JTOZLIS,O,O,O,X,O,O,X,X,O,X,X,X
JTOZLSI,O,O,O,X,O,O,O,X,O,X,X,X
JTOZSIL,O,O,O,X,X,X,O,X,O,X,X,X
JTOZSLI,O,O,O,X,O,X,O,X,O,X,X,X
JITLSZO,O,O,O,X,X,X,X,X,X,X,X,X
JITLSOZ,O,X,O,X,X,X,X,X,X,O,X,X
JITLZSO,O,O,O,X,X,X,X,X,X,X,X,X
JITLZOS,O,O,O,X,X,X,X,X,X,O,X,X
JITLOSZ,O,X,O,X,X,X,X,X,X,O,X,X
JITLOZS,O,X,O,X,O,X,X,X,X,O,X,X
JITSLZO,O,O,O,X,X,X,X,X,X,X,X,X
JITSLOZ,O,X,O,X,X,X,X,X,X,O,X,X
JITSZLO,X,O,O,X,X,X,X,X,X,X,X,X
JITSZOL,X,O,O,X,X,X,X,X,X,X,X,X
JITSOLZ,O,X,O,X,X,X,X,X,X,O,X,X
JITSOZL,X,O,O,X,X,X,X,X,X,X,X,X
JITZLSO,O,O,O,X,X,X,X,X,X,X,X,X
JITZLOS,O,O,X,X,X,X,X,X,X,O,X,X
JITZSLO,X,O,O,X,X,X,X,X,X,X,X,X
JITZSOL,X,O,O,X,X,X,X,X,X,X,X,X
JITZOLS,O,O,O,O,X,X,X,X,X,O,X,X
JITZOSL,X,O,O,X,X,X,X,X,X,X,X,X
JITOLSZ,O,O,O,X,X,X,X,X,X,O,X,X
JITOLZS,O,O,O,X,O,X,X,X,X,O,X,X
JITOSLZ,O,O,O,X,X,X,X,X,X,O,X,X
JITOSZL,X,O,O,X,X,X,X,X,X,X,X,X
JITOZLS,O,O,O,O,X,X,X,X,X,O,X,X
JITOZSL,X,O,O,X,X,X,X,X,X,X,X,X
JILTSZO,O,O,O,X,X,X,X,X,O,X,X,X
JILTSOZ,O,X,O,X,X,X,X,X,X,O,X,X
JILTZSO,O,O,O,X,O,X,X,X,O,X,X,X
JILTZOS,O,O,O,X,O,X,X,X,O,O,X,X
JILTOSZ,O,X,O,X,X,X,X,X,X,O,X,X
JILTOZS,O,X,X,X,O,X,X,X,O,O,X,X
JILSTZO,O,X,O,X,X,X,X,X,O,X,X,X
JILSTOZ,O,X,O,X,X,X,X,X,X,X,X,X
JILSZTO,O,X,O,X,O,X,X,X,O,X,X,X
JILSZOT,O,X,O,X,O,X,X,X,O,X,X,X
JILSOTZ,O,X,O,X,X,X,X,X,X,X,X,X
JILSOZT,X,X,O,X,O,X,X,X,O,X,X,X
JILZTSO,X,O,O,X,O,X,X,X,O,X,X,X
JILZTOS,O,O,O,X,O,X,X,X,O,X,X,X
JILZSTO,X,O,O,X,O,X,X,X,O,X,X,X
JILZSOT,X,X,O,X,O,X,X,X,O,X,X,X
JILZOTS,O,O,X,X,O,X,X,X,O,X,X,X
JILZOST,X,X,O,X,O,X,X,X,O,X,X,X
JILOTSZ,O,O,O,X,X,X,X,X,X,O,X,X
JILOTZS,O,O,O,X,O,X,X,X,O,O,X,X
JILOSTZ,O,X,O,X,X,X,X,X,O,X,X,X
JILOSZT,X,X,O,X,O,X,X,X,O,X,X,X
JILOZTS,O,O,O,X,O,X,X,X,O,X,X,X
JILOZST,X,X,O,X,O,X,X,X,O,X,X,X
JISTLZO,X,O,O,X,X,X,O,X,X,X,X,X
JISTLOZ,X,X,O,X,X,X,X,X,X,O,X,X
JISTZLO,X,O,O,X,X,X,O,X,O,X,X,X
JISTZOL,X,O,O,X,X,X,O,X,O,X,X,O
JISTOLZ,X,X,O,X,X,X,O,X,X,O,X,X
JISTOZL,X,O,O,X,X,X,O,X,X,X,X,O
JISLTZO,O,X,O,X,X,X,O,X,O,X,X,X
JISLTOZ,O,X,O,X,X,X,X,X,X,X,X,X
JISLZTO,O,X,O,X,X,X,X,X,O,X,X,X
JISLZOT,O,X,O,X,X,X,X,X,O,X,X,O
JISLOTZ,O,X,O,X,X,X,O,X,X,X,X,X
JISLOZT,X,X,O,X,X,X,X,X,O,X,X,O
JISZTLO,X,O,X,X,X,X,O,X,O,X,O,X
JISZTOL,O,O,X,X,X,X,O,X,O,X,O,O
JISZLTO,O,O,X,X,X,X,X,X,O,X,X,X
JISZLOT,O,X,X,X,X,X,X,X,O,X,O,O
JISZOTL,O,O,X,O,X,X,O,X,O,X,O,O
JISZOLT,O,X,X,O,X,X,X,X,X,X,O,O
JISOTLZ,X,O,O,X,X,X,O,X,X,O,X,X
JISOTZL,X,O,O,X,X,X,O,X,X,X,X,O
JISOLTZ,O,X,X,X,X,X,O,X,X,X,X,X
JISOLZT,X,X,X,X,X,X,X,X,X,X,X,O
JISOZTL,X,O,O,O,X,X,O,X,O,X,O,O
JISOZLT,X,X,O,O,X,X,X,X,X,X,O,O
JIZTLSO,X,O,X,X,O,X,X,X,O,X,X,X
JIZTLOS,X,O,X,X,O,X,X,X,O,O,X,X
JIZTSLO,X,O,X,X,X,X,O,X,O,X,X,X
JIZTSOL,X,O,X,X,X,X,O,X,O,X,X,X
JIZTOLS,O,O,X,X,O,X,X,X,X,O,X,X
JIZTOSL,O,O,X,X,X,X,X,X,X,X,X,X
JIZLTSO,X,O,X,X,O,X,X,X,O,X,X,X
JIZLTOS,O,O,X,X,O,X,X,X,O,X,X,X
JIZLSTO,X,O,X,X,O,X,X,X,O,X,X,X
JIZLSOT,X,X,X,X,O,X,X,X,O,X,X,X
JIZLOTS,O,O,X,X,O,X,X,X,O,X,X,X
JIZLOST,O,X,X,X,O,X,X,X,O,X,X,X
JIZSTLO,X,O,X,X,X,X,O,X,O,X,X,X
JIZSTOL,O,O,X,X,X,X,O,X,O,X,X,O
JIZSLTO,O,O,X,X,X,X,X,X,O,X,X,X
JIZSLOT,O,X,X,X,X,X,X,X,O,X,X,O
JIZSOTL,O,O,X,X,X,X,X,X,O,X,X,O
JIZSOLT,O,X,X,X,X,X,X,X,X,X,X,O
JIZOTLS,O,O,X,O,O,X,X,X,O,O,X,X
JIZOTSL,O,O,X,X,X,X,O,X,O,X,X,X
JIZOLTS,O,O,X,O,O,X,X,X,O,X,X,X
JIZOLST,O,X,X,O,O,X,X,X,O,X,X,X
JIZOSTL,O,O,X,O,X,X,O,X,O,X,X,X
JIZOSLT,O,X,X,O,X,X,X,X,O,X,X,X
JIOTLSZ,O,O,O,X,X,X,X,X,X,O,X,X
JIOTLZS,O,O,O,X,O,X,X,X,X,O,X,X
JIOTSLZ,O,O,O,X,X,X,O,X,X,O,X,X
JIOTSZL,X,O,O,X,X,X,O,X,X,X,X,X
JIOTZLS,O,O,O,O,X,X,X,X,X,O,X,X
JIOTZSL,X,O,O,X,X,X,O,X,X,X,X,X
JIOLTSZ,O,O,O,X,X,X,X,X,X,O,X,X
JIOLTZS,O,O,O,X,O,X,X,X,O,O,X,X
JIOLSTZ,O,X,O,X,X,X,X,X,O,X,X,X
JIOLSZT,X,X,O,X,O,X,X,X,O,X,X,X
JIOLZTS,O,O,O,X,O,X,X,X,O,X,X,X
JIOLZST,X,X,O,X,O,X,X,X,O,X,X,X
JIOSTLZ,X,O,O,X,X,X,O,X,X,O,X,X
JIOSTZL,X,O,O,X,X,X,O,X,O,X,X,X
JIOSLTZ,O,X,X,X,X,X,O,X,O,X,X,X
JIOSLZT,X,X,X,X,X,X,X,X,O,X,X,X
JIOSZTL,X,O,O,O,X,X,O,X,O,X,O,X
JIOSZLT,X,X,O,O,X,X,X,X,O,X,O,X
JIOZTLS,O,O,O,O,O,X,X,X,O,O,X,X
JIOZTSL,O,O,O,X,X,X,O,X,O,X,X,X
JIOZLTS,O,O,X,O,O,X,X,X,O,X,X,X
JIOZLST,O,X,O,O,O,X,X,X,O,X,X,X
JIOZSTL,O,O,O,O,X,X,O,X,O,X,X,X
JIOZSLT,O,X,O,O,X,X,X,X,O,X,X,X
JLTISZO,O,O,O,X,X,X,X,O,O,X,X,X
JLTISOZ,O,X,O,X,X,X,X,X,X,O,X,X
JLTIZSO,O,O,O,X,O,X,X,X,O,X,X,X
JLTIZOS,O,O,O,X,O,X,X,X,O,O,X,X
JLTIOSZ,O,X,O,X,X,X,X,X,X,O,X,X
JLTIOZS,O,X,O,X,O,X,X,X,O,O,X,X
JLTSIZO,O,O,O,X,X,X,X,O,O,X,X,X
JLTSIOZ,O,X,O,X,X,X,X,O,X,X,X,X
JLTSZIO,O,O,O,X,X,X,X,O,O,X,X,X
JLTSZOI,O,O,O,X,X,X,X,O,O,X,X,X
JLTSOIZ,O,X,O,X,X,X,X,O,X,X,X,X
JLTSOZI,O,X,O,X,O,X,X,O,X,X,X,X
JLTZISO,O,O,O,X,O,O,X,X,O,X,X,X
JLTZIOS,O,O,O,X,O,O,X,X,O,X,X,X
JLTZSIO,O,O,O,X,O,O,X,X,O,X,X,X
JLTZSOI,O,O,O,X,O,O,X,X,O,X,X,X
JLTZOIS,O,X,O,X,O,O,X,X,O,X,X,X
JLTZOSI,O,O,O,X,O,O,X,X,O,X,X,X
JLTOISZ,O,X,O,X,X,X,X,X,X,O,X,X
JLTOIZS,O,X,O,X,O,X,X,X,O,O,X,X
JLTOSIZ,O,X,O,X,X,X,X,O,O,X,X,X
JLTOSZI,O,X,O,X,O,X,X,O,O,X,X,X
JLTOZIS,O,X,O,X,O,O,X,X,O,X,X,X
JLTOZSI,O,X,O,X,O,O,X,X,O,X,X,X
JLITSZO,O,O,O,X,X,X,X,O,O,X,X,X
JLITSOZ,O,X,O,X,X,X,X,X,X,O,X,X
JLITZSO,O,O,O,X,O,X,X,X,O,X,X,X
JLITZOS,O,O,O,X,O,X,X,X,O,O,X,X
JLITOSZ,O,X,O,X,X,X,X,X,X,O,X,X
JLITOZS,O,X,X,X,O,X,X,X,O,O,X,X
JLISTZO,O,X,O,X,X,X,X,X,O,X,X,X
JLISTOZ,O,X,O,X,X,X,X,X,X,X,X,X
JLISZTO,O,X,O,X,O,X,X,X,O,X,X,X
JLISZOT,O,X,O,X,O,X,X,X,O,X,X,X
JLISOTZ,O,X,O,X,X,X,X,X,X,X,X,X
JLISOZT,X,X,O,X,O,X,X,X,O,X,X,X
JLIZTSO,X,O,O,X,O,O,X,X,O,X,X,X
JLIZTOS,O,O,O,X,O,O,X,X,O,X,X,X
JLIZSTO,X,O,O,X,O,X,X,X,O,X,X,X
JLIZSOT,X,X,O,X,O,X,X,X,O,X,X,X
JLIZOTS,O,O,X,X,O,O,X,X,O,X,X,X
JLIZOST,X,X,O,X,O,X,X,X,O,X,X,X
JLIOTSZ,O,O,O,X,X,X,X,X,X,O,X,X
JLIOTZS,O,O,O,X,O,X,X,X,O,O,X,X
JLIOSTZ,O,X,O,X,X,X,X,X,O,X,X,X
JLIOSZT,X,X,O,X,O,X,X,X,O,X,X,X
JLIOZTS,O,O,O,X,O,O,X,X,O,X,X,X
JLIOZST,X,X,O,X,O,X,X,X,O,X,X,X
JLSTIZO,O,O,O,X,X,X,O,O,O,X,X,X
JLSTIOZ,O,X,O,X,X,X,X,O,X,X,X,X
JLSTZIO,O,O,O,X,X,X,O,O,O,X,X,X
JLSTZOI,O,O,O,X,X,X,O,O,O,X,X,X
JLSTOIZ,O,X,O,X,X,X,X,O,X,X,X,X
JLSTOZI,O,X,O,X,O,X,X,O,X,X,X,X
JLSITZO,O,X,O,X,X,X,O,X,O,X,X,X
JLSITOZ,O,X,O,X,X,X,X,X,X,X,X,X
JLSIZTO,O,X,O,X,O,X,X,X,O,X,X,X
JLSIZOT,O,X,O,X,O,X,X,X,O,X,X,O
JLSIOTZ,O,X,O,X,X,X,O,X,X,X,X,X
JLSIOZT,X,X,O,X,O,X,X,X,O,X,X,O
JLSZTIO,O,O,O,X,O,X,O,X,O,X,O,X
