sequence,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jei7IvhFWiBxdB?TjBUlBFmB3qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jex7IvhFyhBGeB?UjBFlBXmBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jex7IvhF8hBCeB?mgBTjBFlB3qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jex7IvhF8hBfjB?6jBemBFlBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jei7IvhFWiBxdB?UhBTjBFlB3qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8JeX8IvhFxdBCiB?TjBFlB8qBOqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jex7IvhFyhBGeB?XgBUjBFmBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jem8IvhFSjBxgB?UjBFlBXmBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je2AJvhFRcBCeB?3hBTjB1qBUqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je2AJvhFCdBxiB?TjBUlBFmB3qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je/AJvhFRcBzdB?+jBlhBaqB8qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je2AJvhFCdBxiB?UhBTjBFlB3qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8JeeAJvhFSjBRhB?fmBlhBUjBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8JeSDJvhFVlBRhB?3hBUjBmlBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je1AJvhF8hBzdB?+jBRlBKqBXrB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je2AJvhF8hBfjB?6jBRlBFmBTqB
LTSIZOJ,X,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X
LTSIOJZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LTSIOZJ,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X
LTSJIZO,X,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X
LTSJIOZ,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
LTSJZIO,X,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X
LTSJZOI,X,O,O,O,X,X,O,X,O,X,O,X,X,X,X,X
LTSJOIZ,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
LTSJOZI,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X
LTSZIJO,X,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X
LTSZIOJ,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LTSZJIO,X,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
LTSZJOI,X,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
LTSZOIJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
LTSZOJI,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
LTSOIJZ,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LTSOIZJ,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LTSOJIZ,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
LTSOJZI,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X
LTSOZIJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
LTSOZJI,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
LTZIJSO,O,O,O,X,O,X,O,X,O,O,O,X,X,O,X,X
LTZIJOS,O,X,O,X,O,X,O,X,O,O,O,X,X,X,X,X
LTZISJO,X,X,O,X,X,X,O,X,O,O,O,X,X,O,X,X
LTZISOJ,X,X,O,X,X,O,O,X,O,X,O,X,X,O,X,X
LTZIOJS,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
LTZIOSJ,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X
LTZJISO,O,O,O,X,O,X,O,X,O,O,O,X,X,X,X,X
LTZJIOS,O,X,O,X,O,X,O,X,O,O,O,X,X,X,X,X
LTZJSIO,O,O,O,X,O,X,O,X,O,O,O,X,X,X,X,X
LTZJSOI,O,O,X,X,O,O,O,X,O,X,O,X,X,X,X,X
LTZJOIS,O,X,O,X,O,O,O,X,O,O,O,X,X,X,X,X
LTZJOSI,O,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X
LTZSIJO,X,O,O,X,X,X,O,O,O,O,O,X,X,X,X,X
LTZSIOJ,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X,X
LTZSJIO,O,O,O,X,O,X,O,O,O,O,O,X,X,X,X,X
LTZSJOI,O,O,O,X,O,O,O,X,O,X,O,X,X,X,X,X
LTZSOIJ,O,O,O,X,O,O,O,X,O,X,O,X,X,X,X,X
LTZSOJI,O,O,O,X,O,O,O,X,O,X,O,X,X,X,X,X
LTZOIJS,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
LTZOISJ,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
LTZOJIS,O,X,O,X,O,O,O,X,O,O,O,X,X,X,X,X
LTZOJSI,O,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X
LTZOSIJ,O,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X
LTZOSJI,O,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X
LTOIJSZ,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X
LTOIJZS,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X,X
LTOISJZ,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
LTOISZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
LTOIZJS,O,X,O,X,O,O,O,X,O,O,X,X,X,O,X,X
LTOIZSJ,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X
LTOJISZ,X,X,X,X,O,X,X,X,O,X,O,X,O,O,X,X
LTOJIZS,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X,X
LTOJSIZ,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LTOJSZI,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
LTOJZIS,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
LTOJZSI,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
LTOSIJZ,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X,X
LTOSIZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
LTOSJIZ,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
LTOSJZI,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
LTOSZIJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
LTOSZJI,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
LTOZIJS,O,X,O,X,O,O,O,X,O,O,X,X,X,O,X,X
LTOZISJ,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X
LTOZJIS,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
LTOZJSI,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
LTOZSIJ,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
LTOZSJI,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
LITJSZO,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X
LITJSOZ,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X
LITJZSO,X,X,O,X,X,X,O,X,O,O,X,O,O,O,X,X
LITJZOS,X,X,O,X,X,X,O,X,O,O,X,O,X,X,O,X
LITJOSZ,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X
LITJOZS,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X
LITSJZO,X,X,X,X,X,X,O,O,O,X,X,O,X,O,X,X
LITSJOZ,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X
LITSZJO,X,X,X,X,X,X,O,O,O,O,X,O,X,O,X,X
LITSZOJ,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
LITSOJZ,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
LITSOZJ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LITZJSO,X,O,O,X,X,X,O,X,O,O,X,O,X,O,X,X
LITZJOS,X,X,O,X,X,X,O,X,O,O,X,O,X,X,O,X
LITZSJO,X,X,O,X,X,X,O,X,O,O,X,X,X,O,X,X
LITZSOJ,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X
LITZOJS,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LITZOSJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LITOJSZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LITOJZS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LITOSJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOSZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LITOZJS,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LITOZSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJTSZO,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LIJTSOZ,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X
LIJTZSO,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X
LIJTZOS,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
LIJTOSZ,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIJTOZS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LIJSTZO,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,O
LIJSTOZ,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X
LIJSZTO,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O
LIJSZOT,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O
LIJSOTZ,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X
LIJSOZT,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O
LIJZTSO,X,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X
LIJZTOS,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LIJZSTO,X,O,X,X,X,X,O,X,X,O,O,X,O,X,X,O
LIJZSOT,X,O,X,X,X,X,O,X,X,O,O,X,O,X,X,O
LIJZOTS,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
LIJZOST,X,O,X,X,X,X,O,X,X,O,O,X,O,X,X,X
LIJOTSZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJOTZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJOSTZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LIJOSZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIJOZTS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJOZST,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LISTJZO,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,O
LISTJOZ,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X
LISTZJO,X,O,O,X,X,X,O,O,O,O,X,O,X,X,X,X
LISTZOJ,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
LISTOJZ,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
LISTOZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJTZO,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,O
LISJTOZ,X,X,X,X,X,X,X,O,O,X,O,O,O,X,X,X
LISJZTO,X,O,O,X,X,X,O,O,X,X,X,X,O,X,X,O
LISJZOT,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X,O
LISJOTZ,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X
LISJOZT,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O
LISZTJO,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
LISZTOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LISZJTO,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X,O
LISZJOT,X,O,O,X,X,X,O,O,O,O,X,X,X,X,X,O
LISZOTJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LISZOJT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
LISOTJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISOTZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOJTZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LISOJZT,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
LISOZTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LISOZJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LIZTJSO,X,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X
LIZTJOS,X,X,O,X,X,X,O,X,X,O,O,O,X,X,O,X
LIZTSJO,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LIZTSOJ,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X
LIZTOJS,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X
LIZTOSJ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZJTSO,X,O,O,X,X,X,O,X,X,O,O,X,O,X,X,X
LIZJTOS,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LIZJSTO,X,O,O,X,X,X,O,X,X,O,O,X,O,X,X,O
LIZJSOT,X,O,O,X,X,X,O,X,X,O,O,X,O,X,X,O
LIZJOTS,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
LIZJOST,X,O,O,X,X,X,O,X,X,O,O,X,O,X,X,X
LIZSTJO,X,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X
LIZSTOJ,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O
LIZSJTO,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,O
LIZSJOT,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,O
LIZSOTJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LIZSOJT,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,O
LIZOTJS,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X
LIZOTSJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LIZOJTS,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X
LIZOJST,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LIZOSTJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LIZOSJT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOTJSZ,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X
LIOTJZS,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X
LIOTSJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIOTSZJ,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LIOTZJS,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X,X
LIOTZSJ,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X
LIOJTSZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIOJTZS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIOJSTZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIOJSZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIOJZTS,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LIOJZST,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LIOSTJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOSTZJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOSJTZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIOSJZT,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LIOSZTJ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LIOSZJT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOZTJS,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
LIOZTSJ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LIOZJTS,X,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X
LIOZJST,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X
LIOZSTJ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LIOZSJT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTISZO,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X
LJTISOZ,X,X,X,X,O,X,X,X,O,X,O,X,O,X,X,X
LJTIZSO,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X,X
LJTIZOS,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
LJTIOSZ,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LJTIOZS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJTSIZO,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X
LJTSIOZ,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
LJTSZIO,X,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X
LJTSZOI,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
LJTSOIZ,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
LJTSOZI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LJTZISO,O,X,O,O,O,X,O,X,O,X,O,X,X,X,X,X
LJTZIOS,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
LJTZSIO,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X
LJTZSOI,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
LJTZOIS,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
LJTZOSI,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
LJTOISZ,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LJTOIZS,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJTOSIZ,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LJTOSZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJTOZIS,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJTOZSI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJITSZO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJITSOZ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
LJITZSO,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJITZOS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LJITOSZ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJITOZS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LJISTZO,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
LJISTOZ,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X
LJISZTO,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
LJISZOT,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
LJISOTZ,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X
LJISOZT,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJIZTSO,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X
LJIZTOS,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LJIZSTO,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X
LJIZSOT,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LJIZOTS,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LJIZOST,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LJIOTSZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJIOTZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJIOSTZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJIOSZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJIOZTS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJIOZST,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJSTIZO,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X
LJSTIOZ,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
LJSTZIO,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X
LJSTZOI,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LJSTOIZ,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
LJSTOZI,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LJSITZO,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X
LJSITOZ,X,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X
LJSIZTO,X,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X
LJSIZOT,X,O,O,O,O,X,O,O,O,X,X,X,O,X,X,X
LJSIOTZ,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X
LJSIOZT,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
LJSZTIO,X,O,O,O,O,X,O,O,X,X,O,X,X,X,X,X
LJSZTOI,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
LJSZITO,X,O,O,O,O,X,O,O,X,X,O,X,X,X,X,X
LJSZIOT,X,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X
LJSZOTI,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X
LJSZOIT,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
LJSOTIZ,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
LJSOTZI,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LJSOITZ,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
LJSOIZT,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LJSOZTI,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LJSOZIT,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LJZTISO,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LJZTIOS,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LJZTSIO,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LJZTSOI,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X
LJZTOIS,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
LJZTOSI,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LJZITSO,O,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
LJZITOS,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LJZISTO,O,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X
LJZISOT,O,O,O,O,O,X,O,X,X,X,O,X,O,X,X,X
LJZIOTS,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
LJZIOST,O,O,O,X,O,X,O,X,X,X,O,X,O,X,X,X
LJZSTIO,X,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X
LJZSTOI,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LJZSITO,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X
LJZSIOT,O,O,O,O,O,X,O,O,X,X,O,X,X,X,X,X
LJZSOTI,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LJZSOIT,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
LJZOTIS,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LJZOTSI,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LJZOITS,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LJZOIST,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LJZOSTI,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJZOSIT,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LJOTISZ,X,X,X,X,O,X,X,X,X,X,O,X,O,O,X,X
LJOTIZS,O,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X
LJOTSIZ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJOTSZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJOTZIS,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LJOTZSI,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJOITSZ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
LJOITZS,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
LJOISTZ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
LJOISZT,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJOIZTS,O,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LJOIZST,O,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LJOSTIZ,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
LJOSTZI,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJOSITZ,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X
LJOSIZT,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X
LJOSZTI,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LJOSZIT,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LJOZTIS,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOZTSI,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LJOZITS,O,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
LJOZIST,O,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LJOZSTI,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJOZSIT,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LSTIJZO,X,O,O,O,O,X,O,O,O,X,X,O,X,O,X,O
LSTIJOZ,X,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X
LSTIZJO,X,O,O,X,O,X,O,O,O,X,X,O,X,O,X,X
LSTIZOJ,X,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O
LSTIOJZ,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
LSTIOZJ,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X
LSTJIZO,X,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X
LSTJIOZ,X,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X
LSTJZIO,X,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X
LSTJZOI,X,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
LSTJOIZ,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X
LSTJOZI,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LSTZIJO,X,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X
LSTZIOJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
LSTZJIO,X,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X
LSTZJOI,X,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
LSTZOIJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
