sequence,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jex7IvhFOiBXeBclBT?hBSoBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jex7IvhFXdB6jBclB2?mBziBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jex7IvhFidB+jBclBT?hB3iBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Je07IvhFxcBzhBGjBX?jBilBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jel7IvhFfjB6jBZmBu?rBUnBTqB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jem7IvhFzcBfjB6jBc?lBxmBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jex7IvhFTeBclBihBW?oBXiBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jem7IvhFSiBTeBclB3?hBxnBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jez8IvhFGeB3gBUjBx?mBilBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Je07IvhFlcBXiBTjBC?jBxqBmqB
JIZOLST,O,O,X,O,X,O,X,O,O,X
JIZOSTL,X,O,X,O,X,O,X,X,O,O
JIZOSLT,X,O,O,O,X,O,X,O,O,X
JIOTLSZ,X,X,X,O,O,X,X,X,X,X
JIOTLZS,X,X,X,O,O,X,O,O,X,X
JIOTSLZ,X,X,X,X,O,X,X,X,X,X
JIOTSZL,X,X,X,O,O,X,X,X,X,X
JIOTZLS,X,X,X,O,O,X,O,O,X,X
JIOTZSL,X,X,X,O,O,X,O,O,X,X
JIOLTSZ,X,X,X,X,O,X,X,X,X,X
JIOLTZS,X,X,X,O,O,X,X,O,X,X
JIOLSTZ,X,X,X,X,O,X,X,X,X,X
JIOLSZT,O,O,X,O,O,X,X,X,X,X
JIOLZTS,X,O,X,O,O,X,X,O,X,X
JIOLZST,X,O,X,O,O,X,X,O,X,X
JIOSTLZ,X,X,X,X,O,X,X,X,X,O
JIOSTZL,X,X,X,X,O,X,X,X,X,O
JIOSLTZ,X,X,X,X,O,X,X,X,X,O
JIOSLZT,X,O,O,O,O,O,X,X,X,O
JIOSZTL,X,O,X,O,O,O,X,X,O,O
JIOSZLT,X,O,X,O,O,O,X,X,O,O
JIOZTLS,X,O,O,X,O,X,O,O,X,X
JIOZTSL,X,O,O,O,O,O,O,O,O,X
JIOZLTS,X,O,X,O,O,X,X,O,X,X
JIOZLST,X,O,X,O,O,O,X,O,O,X
JIOZSTL,X,O,X,O,O,O,X,X,O,O
JIOZSLT,X,O,O,O,O,O,X,O,O,X
JLTISZO,O,O,X,X,O,X,X,X,X,X
JLTISOZ,O,X,X,X,O,X,X,X,X,X
JLTIZSO,O,O,X,X,O,X,O,X,X,X
JLTIZOS,O,O,X,O,X,X,O,X,X,X
JLTIOSZ,O,X,X,O,O,X,X,X,X,X
JLTIOZS,O,X,X,O,X,X,O,X,X,X
JLTSIZO,O,O,O,X,O,O,X,X,X,X
JLTSIOZ,O,X,O,X,O,O,X,X,X,X
JLTSZIO,O,O,O,X,X,O,O,X,X,X
JLTSZOI,O,O,O,O,X,X,O,X,X,X
JLTSOIZ,O,X,O,O,O,X,X,X,X,X
JLTSOZI,O,O,O,O,X,X,O,X,X,X
JLTZISO,O,O,O,X,X,X,O,X,X,X
JLTZIOS,O,O,O,O,X,X,O,X,X,X
JLTZSIO,O,O,O,X,X,O,O,X,X,X
JLTZSOI,O,O,O,O,X,X,O,X,X,X
JLTZOIS,O,O,O,O,X,X,O,X,X,X
JLTZOSI,O,O,O,O,X,X,O,X,X,X
JLTOISZ,O,O,X,O,O,X,X,X,X,X
JLTOIZS,O,O,X,O,O,X,O,X,X,X
JLTOSIZ,O,O,O,O,O,X,X,X,X,X
JLTOSZI,O,O,O,O,X,X,O,X,X,X
JLTOZIS,O,O,O,O,X,X,O,X,X,X
JLTOZSI,O,O,O,O,X,X,O,X,X,X
JLITSZO,O,X,X,X,O,X,X,X,X,X
JLITSOZ,O,X,X,X,O,X,X,X,X,X
JLITZSO,O,X,X,X,O,X,X,X,X,X
JLITZOS,O,X,X,X,X,X,X,X,X,X
JLITOSZ,O,X,X,X,O,X,X,X,X,X
JLITOZS,O,X,X,X,X,X,X,X,X,X
JLISTZO,O,X,O,X,O,X,X,X,X,X
JLISTOZ,O,X,X,X,O,X,X,X,X,X
JLISZTO,O,O,O,X,O,O,X,X,X,X
JLISZOT,O,O,O,X,X,O,X,X,X,X
JLISOTZ,X,X,X,X,O,X,X,X,X,X
JLISOZT,O,X,O,X,O,X,X,X,X,X
JLIZTSO,O,O,O,X,O,X,X,X,X,X
JLIZTOS,O,O,O,X,X,X,X,X,X,X
JLIZSTO,O,O,O,X,O,O,X,X,X,X
JLIZSOT,O,O,O,X,X,O,X,X,X,X
JLIZOTS,X,O,X,O,X,X,X,X,X,X
JLIZOST,O,O,X,O,X,X,X,X,X,X
JLIOTSZ,X,X,X,X,O,X,X,X,X,X
JLIOTZS,X,X,X,O,O,X,X,X,X,X
JLIOSTZ,X,X,X,X,O,X,X,X,X,X
JLIOSZT,O,O,X,O,O,X,X,X,X,X
JLIOZTS,X,X,X,O,O,X,X,X,X,X
JLIOZST,X,X,X,O,O,X,X,X,X,X
JLSTIZO,O,X,O,X,O,O,X,X,X,X
JLSTIOZ,O,X,O,X,O,O,X,X,X,X
JLSTZIO,O,O,O,X,X,O,X,X,X,X
JLSTZOI,O,X,O,X,X,X,X,X,X,X
JLSTOIZ,O,X,O,X,O,X,X,X,X,X
JLSTOZI,O,X,O,X,X,X,X,X,X,X
JLSITZO,O,X,O,X,O,X,X,X,X,X
JLSITOZ,O,X,O,X,O,X,X,X,X,X
JLSIZTO,O,O,O,X,O,O,X,X,X,X
JLSIZOT,O,O,O,X,X,O,X,X,X,X
JLSIOTZ,X,X,X,X,O,X,X,X,X,X
JLSIOZT,O,X,O,X,O,O,X,X,X,X
JLSZTIO,O,O,O,X,X,O,X,X,X,X
JLSZTOI,O,X,O,X,X,X,X,X,X,X
JLSZITO,O,O,O,X,O,O,X,X,X,X
JLSZIOT,O,O,O,X,X,O,X,X,X,X
JLSZOTI,O,O,O,O,X,X,X,X,X,X
JLSZOIT,O,O,O,O,O,O,X,X,X,X
JLSOTIZ,O,X,O,X,O,X,X,X,X,X
JLSOTZI,O,O,O,X,X,X,X,X,X,X
JLSOITZ,X,X,X,X,O,X,X,X,X,X
JLSOIZT,O,O,O,O,O,X,X,X,X,X
JLSOZTI,O,O,O,O,X,X,X,X,X,X
JLSOZIT,O,O,O,O,O,O,X,X,X,X
JLZTISO,O,O,O,X,X,X,O,X,X,X
JLZTIOS,O,O,O,O,X,X,O,X,X,X
JLZTSIO,O,O,O,X,X,O,O,X,X,X
JLZTSOI,O,O,O,O,X,X,O,X,X,X
JLZTOIS,O,O,O,O,X,X,O,X,X,X
JLZTOSI,O,O,O,O,X,X,O,X,X,X
JLZITSO,O,O,O,X,O,X,X,X,X,X
JLZITOS,O,O,O,X,X,X,X,O,X,X
JLZISTO,O,O,O,X,O,O,X,X,X,X
JLZISOT,O,O,O,X,X,O,X,O,X,X
JLZIOTS,X,O,X,O,X,X,X,O,X,X
JLZIOST,O,O,X,O,X,O,X,O,X,X
JLZSTIO,O,O,O,X,X,O,X,X,X,X
JLZSTOI,O,X,O,X,X,X,X,X,X,X
JLZSITO,O,O,O,X,O,O,X,X,X,X
JLZSIOT,O,O,O,X,X,O,X,X,X,X
JLZSOTI,O,O,O,O,X,X,X,X,X,X
JLZSOIT,O,O,O,O,O,O,X,X,X,X
JLZOTIS,O,O,X,O,X,X,O,X,X,X
JLZOTSI,O,O,X,O,X,X,O,X,X,X
JLZOITS,X,O,X,O,O,X,X,X,X,X
JLZOIST,O,O,X,O,O,X,X,X,X,X
JLZOSTI,O,O,X,O,X,X,X,X,X,X
JLZOSIT,O,O,X,O,O,O,X,X,X,X
JLOTISZ,O,O,X,O,O,X,X,X,X,X
JLOTIZS,O,O,X,O,O,X,O,X,X,X
JLOTSIZ,O,O,X,O,O,X,X,X,X,X
JLOTSZI,O,O,X,O,X,X,O,X,X,X
JLOTZIS,O,O,X,O,X,X,O,X,X,X
JLOTZSI,O,O,X,O,X,X,O,X,X,X
JLOITSZ,X,X,X,X,O,X,X,X,X,X
JLOITZS,X,X,X,O,O,X,X,X,X,X
JLOISTZ,X,X,X,X,O,X,X,X,X,X
JLOISZT,O,O,X,O,O,X,X,X,X,X
JLOIZTS,X,O,X,O,O,X,X,X,X,X
JLOIZST,X,O,X,O,O,X,X,X,X,X
JLOSTIZ,O,O,X,X,O,X,X,X,X,X
JLOSTZI,O,O,X,X,X,X,X,X,X,X
JLOSITZ,X,X,X,X,O,X,X,X,X,X
JLOSIZT,O,O,X,O,O,X,X,X,X,X
JLOSZTI,O,O,X,O,X,X,X,X,X,X
JLOSZIT,O,O,X,O,O,O,X,X,X,X
JLOZTIS,O,O,X,O,X,X,O,X,X,X
JLOZTSI,O,O,X,O,X,X,O,X,X,X
JLOZITS,X,O,X,O,O,X,X,X,X,X
JLOZIST,O,O,X,O,O,X,X,X,X,X
JLOZSTI,O,O,X,O,X,X,X,X,X,X
JLOZSIT,O,O,X,O,O,O,X,X,X,X
JSTILZO,X,X,O,X,O,O,X,X,X,X
JSTILOZ,X,X,O,X,O,O,X,X,X,X
JSTIZLO,X,X,O,X,O,O,X,X,X,X
JSTIZOL,X,X,O,X,X,O,X,X,X,X
JSTIOLZ,X,X,O,X,O,O,X,X,X,X
JSTIOZL,X,X,O,X,X,O,X,X,X,X
JSTLIZO,O,X,O,X,O,O,X,X,X,X
JSTLIOZ,O,X,O,X,O,O,X,X,X,X
JSTLZIO,O,O,O,X,X,O,O,X,X,X
JSTLZOI,O,X,O,O,X,X,O,X,X,X
JSTLOIZ,O,X,O,O,O,X,X,X,X,X
JSTLOZI,O,X,O,O,X,X,O,X,X,X
JSTZILO,O,O,O,X,X,O,O,X,X,X
JSTZIOL,X,O,O,X,X,O,O,X,X,X
JSTZLIO,O,O,O,X,X,O,O,X,X,X
JSTZLOI,O,X,O,O,X,X,O,X,X,X
JSTZOIL,O,O,O,O,X,X,O,X,X,X
JSTZOLI,O,O,O,O,X,X,O,X,X,O
JSTOILZ,X,X,O,X,O,X,X,X,X,X
JSTOIZL,X,X,O,O,O,X,X,X,X,X
JSTOLIZ,O,X,O,O,O,X,X,X,X,X
JSTOLZI,O,O,O,O,X,X,O,X,X,X
JSTOZIL,O,O,O,O,X,X,O,X,X,X
JSTOZLI,O,O,O,O,X,X,O,X,X,O
JSITLZO,X,X,O,X,O,X,X,X,X,O
JSITLOZ,X,X,O,X,O,X,X,X,X,O
JSITZLO,X,X,O,X,O,X,X,X,X,O
JSITZOL,X,X,O,X,X,X,X,X,X,O
JSITOLZ,X,X,O,X,O,X,X,X,X,O
JSITOZL,X,X,O,X,X,X,X,X,X,O
JSILTZO,O,X,O,X,O,X,X,X,X,O
JSILTOZ,X,X,O,X,O,X,X,X,X,O
JSILZTO,O,O,O,X,O,O,X,X,X,O
JSILZOT,O,O,O,X,X,O,X,X,X,O
JSILOTZ,X,X,X,X,O,X,X,X,X,O
JSILOZT,O,X,O,X,O,O,X,X,X,O
JSIZTLO,X,O,O,X,O,O,X,X,X,O
JSIZTOL,X,O,O,X,X,O,X,X,X,O
JSIZLTO,X,O,O,X,O,O,X,X,X,O
JSIZLOT,X,O,O,X,X,O,X,X,X,O
JSIZOTL,X,O,X,X,X,O,X,X,X,O
JSIZOLT,X,O,O,X,X,O,X,X,X,O
JSIOTLZ,X,X,X,X,O,X,X,X,X,O
JSIOTZL,X,X,X,X,O,X,X,X,X,O
JSIOLTZ,X,X,X,X,O,X,X,X,X,O
JSIOLZT,X,O,O,X,O,O,X,X,X,O
JSIOZTL,X,O,X,X,O,O,X,X,X,O
JSIOZLT,X,O,X,X,O,O,X,X,X,O
JSLTIZO,O,X,O,X,O,O,X,X,X,X
JSLTIOZ,O,X,O,X,O,O,X,X,X,X
JSLTZIO,O,O,O,X,X,O,X,X,X,X
JSLTZOI,O,X,O,X,X,X,X,X,X,X
JSLTOIZ,O,X,O,X,O,X,X,X,X,X
JSLTOZI,O,X,O,X,X,X,X,X,X,X
JSLITZO,O,X,O,X,O,X,X,X,X,X
JSLITOZ,O,X,O,X,O,X,X,X,X,X
JSLIZTO,O,O,O,X,O,O,X,X,X,X
JSLIZOT,O,O,O,X,X,O,X,X,X,X
JSLIOTZ,X,X,X,X,O,X,X,X,X,X
JSLIOZT,O,X,O,X,O,O,X,X,X,X
JSLZTIO,O,O,O,X,X,O,X,X,X,X
JSLZTOI,O,X,O,X,X,X,X,X,X,X
JSLZITO,O,O,O,X,O,O,X,X,X,X
JSLZIOT,O,O,O,X,X,O,X,X,X,X
JSLZOTI,O,O,O,O,X,X,X,X,X,X
JSLZOIT,O,O,O,O,O,O,X,X,X,X
JSLOTIZ,O,X,O,X,O,X,X,X,X,X
JSLOTZI,O,O,O,X,X,X,X,X,X,X
JSLOITZ,X,X,X,X,O,X,X,X,X,X
JSLOIZT,O,O,O,O,O,X,X,X,X,X
JSLOZTI,O,O,O,O,X,X,X,X,X,X
JSLOZIT,O,O,O,O,O,O,X,X,X,X
JSZTILO,O,O,O,X,X,O,O,X,X,X
JSZTIOL,X,O,O,X,X,O,O,X,X,X
JSZTLIO,O,O,O,X,X,O,O,X,X,X
JSZTLOI,O,X,O,O,X,X,O,X,X,X
JSZTOIL,O,O,O,O,X,X,O,X,X,X
JSZTOLI,O,O,O,O,X,X,O,X,X,O
JSZITLO,X,O,O,X,O,O,X,X,X,X
JSZITOL,X,O,O,X,X,O,X,X,X,X
JSZILTO,O,O,O,X,O,O,X,X,X,X
JSZILOT,O,O,O,X,X,O,X,O,X,X
JSZIOTL,X,O,X,X,X,O,X,X,X,X
JSZIOLT,X,O,O,X,X,O,X,O,X,X
JSZLTIO,O,O,O,X,X,O,X,X,X,X
JSZLTOI,O,X,O,X,X,X,X,X,X,X
JSZLITO,O,O,O,X,O,O,X,X,X,X
JSZLIOT,O,O,O,X,X,O,X,X,X,X
JSZLOTI,O,O,O,O,X,X,X,X,X,X
JSZLOIT,O,O,O,O,O,O,X,X,X,X
JSZOTIL,X,O,O,O,X,X,O,X,X,X
JSZOTLI,X,O,O,O,X,X,O,X,X,O
JSZOITL,X,O,X,O,O,O,X,X,X,X
JSZOILT,X,O,O,O,O,O,X,X,X,X
JSZOLTI,X,O,O,O,X,X,X,X,X,X
JSZOLIT,X,O,O,O,O,O,X,X,X,X
JSOTILZ,X,X,O,X,O,X,X,X,X,X
JSOTIZL,X,X,O,O,O,X,X,X,X,X
JSOTLIZ,X,X,O,O,O,X,X,X,X,X
JSOTLZI,X,O,O,O,X,X,O,X,X,X
JSOTZIL,X,O,O,O,X,X,O,X,X,X
JSOTZLI,X,O,O,O,X,X,O,X,X,O
JSOITLZ,X,X,X,X,O,X,X,X,X,O
JSOITZL,X,X,X,X,O,X,X,X,X,O
JSOILTZ,X,X,X,X,O,X,X,X,X,O
JSOILZT,X,O,O,O,O,X,X,X,X,O
JSOIZTL,X,O,X,O,O,X,X,X,X,O
JSOIZLT,X,O,X,O,O,X,X,X,X,O
JSOLTIZ,X,X,O,X,O,X,X,X,X,X
JSOLTZI,X,O,O,X,X,X,X,X,X,X
JSOLITZ,X,X,X,X,O,X,X,X,X,X
JSOLIZT,X,O,O,O,O,X,X,X,X,X
JSOLZTI,X,O,O,O,X,X,X,X,X,X
JSOLZIT,X,O,O,O,O,O,X,X,X,X
JSOZTIL,X,O,O,O,X,X,O,X,X,X
JSOZTLI,X,O,O,O,X,X,O,X,X,O
JSOZITL,X,O,X,O,O,O,X,X,X,X
JSOZILT,X,O,O,O,O,O,X,X,X,X
JSOZLTI,X,O,O,O,X,X,X,X,X,X
JSOZLIT,X,O,O,O,O,O,X,X,X,X
JZTILSO,O,O,O,X,X,O,O,O,O,X
JZTILOS,O,O,O,O,X,O,O,O,O,X
JZTISLO,O,O,O,X,X,O,O,O,O,X
JZTISOL,X,O,O,X,X,O,O,O,O,O
JZTIOLS,O,O,O,O,X,O,O,O,O,X
JZTIOSL,O,O,O,O,X,O,O,O,O,X
JZTLISO,O,O,O,X,X,O,O,O,O,X
JZTLIOS,O,O,O,O,X,O,O,O,O,X
JZTLSIO,O,O,O,X,X,O,O,X,X,X
JZTLSOI,O,O,O,O,X,X,O,X,X,X
JZTLOIS,O,O,O,O,X,X,O,X,X,X
JZTLOSI,O,O,O,O,X,X,O,X,X,X
JZTSILO,O,O,O,X,X,O,O,O,O,X
JZTSIOL,X,O,O,X,X,O,O,O,O,X
JZTSLIO,O,O,O,X,X,O,O,X,X,X
JZTSLOI,O,O,O,O,X,X,O,X,X,X
JZTSOIL,O,O,O,O,X,X,O,X,X,X
JZTSOLI,O,O,O,O,X,X,O,X,X,O
JZTOILS,O,O,O,O,X,O,O,O,O,X
JZTOISL,O,O,O,O,X,O,O,O,O,X
JZTOLIS,O,O,O,O,X,X,O,X,X,X
JZTOLSI,O,O,O,O,X,X,O,X,X,X
JZTOSIL,O,O,O,O,X,X,O,X,X,X
JZTOSLI,O,O,O,O,X,X,O,X,X,X
JZITLSO,O,O,O,X,O,X,O,O,O,X
JZITLOS,O,O,O,O,X,X,O,O,O,X
JZITSLO,O,O,O,X,O,O,O,O,O,X
JZITSOL,X,O,O,X,X,O,O,O,O,O
JZITOLS,O,O,O,O,X,X,O,O,O,X
JZITOSL,O,O,O,O,X,O,O,O,O,X
JZILTSO,O,O,O,X,O,X,X,X,X,X
JZILTOS,O,O,O,X,X,X,X,O,X,X
JZILSTO,O,O,O,X,O,O,X,X,X,X
JZILSOT,O,O,O,X,X,O,X,O,O,X
JZILOTS,X,O,X,O,X,X,X,O,X,X
JZILOST,O,O,X,O,X,O,X,O,O,X
JZISTLO,X,O,O,X,O,O,X,X,X,X
JZISTOL,X,O,O,X,X,O,X,X,O,O
JZISLTO,O,O,O,X,O,O,X,X,X,X
JZISLOT,O,O,O,X,X,O,X,O,O,X
JZISOTL,X,O,X,X,X,O,X,X,O,O
JZISOLT,X,O,O,X,X,O,X,O,O,X
JZIOTLS,X,O,O,X,X,X,O,O,X,X
JZIOTSL,X,O,O,O,X,O,O,O,O,X
JZIOLTS,X,O,X,O,X,X,X,O,X,X
JZIOLST,O,O,X,O,X,O,X,O,O,X
JZIOSTL,X,O,X,O,X,O,X,X,O,O
JZIOSLT,X,O,O,O,X,O,X,O,O,X
JZLTISO,O,O,O,X,X,X,O,X,O,X
JZLTIOS,O,O,O,O,X,X,O,X,O,X
JZLTSIO,O,O,O,X,X,O,O,X,X,X
JZLTSOI,O,O,O,O,X,X,O,X,X,X
JZLTOIS,O,O,O,O,X,X,O,X,X,X
JZLTOSI,O,O,O,O,X,X,O,X,X,X
JZLITSO,O,O,O,X,O,X,X,X,X,X
JZLITOS,O,O,O,X,X,X,X,O,X,X
JZLISTO,O,O,O,X,O,O,X,X,X,X
JZLISOT,O,O,O,X,X,O,X,O,O,X
JZLIOTS,X,O,X,O,X,X,X,O,X,X
JZLIOST,O,O,X,O,X,O,X,O,O,X
JZLSTIO,O,O,O,X,X,O,X,X,X,X
JZLSTOI,O,X,O,X,X,X,X,X,X,X
JZLSITO,O,O,O,X,O,O,X,X,X,X
JZLSIOT,O,O,O,X,X,O,X,X,X,X
JZLSOTI,O,O,O,O,X,X,X,X,X,X
JZLSOIT,O,O,O,O,O,O,X,X,X,X
JZLOTIS,O,O,X,O,X,X,O,X,X,X
JZLOTSI,O,O,X,O,X,X,O,X,X,X
JZLOITS,X,O,X,O,O,X,X,X,X,X
JZLOIST,O,O,X,O,O,X,X,X,X,X
JZLOSTI,O,O,X,O,X,X,X,X,X,X
JZLOSIT,O,O,X,O,O,O,X,X,X,X
JZSTILO,O,O,O,X,X,O,O,X,O,X
JZSTIOL,X,O,O,X,X,O,O,X,O,X
JZSTLIO,O,O,O,X,X,O,O,X,X,X
JZSTLOI,O,X,O,O,X,X,O,X,X,X
JZSTOIL,O,O,O,O,X,X,O,X,X,X
JZSTOLI,O,O,O,O,X,X,O,X,X,O
JZSITLO,X,O,O,X,O,O,X,X,X,X
JZSITOL,X,O,O,X,X,O,X,X,O,X
JZSILTO,O,O,O,X,O,O,X,X,X,X
JZSILOT,O,O,O,X,X,O,X,O,O,X
JZSIOTL,X,O,X,X,X,O,X,X,O,X
JZSIOLT,X,O,O,X,X,O,X,O,O,X
JZSLTIO,O,O,O,X,X,O,X,X,X,X
JZSLTOI,O,X,O,X,X,X,X,X,X,X
JZSLITO,O,O,O,X,O,O,X,X,X,X
JZSLIOT,O,O,O,X,X,O,X,X,X,X
JZSLOTI,O,O,O,O,X,X,X,X,X,X
JZSLOIT,O,O,O,O,O,O,X,X,X,X
JZSOTIL,X,O,O,O,X,X,O,X,X,X
JZSOTLI,X,O,O,O,X,X,O,X,X,O
JZSOITL,X,O,X,O,O,O,X,X,X,X
JZSOILT,X,O,O,O,O,O,X,X,X,X
JZSOLTI,X,O,O,O,X,X,X,X,X,X
JZSOLIT,X,O,O,O,O,O,X,X,X,X
JZOTILS,O,O,O,O,X,X,O,X,O,X
JZOTISL,O,O,O,O,X,X,O,X,O,X
JZOTLIS,O,O,O,O,X,X,O,X,X,X
JZOTLSI,O,O,O,O,X,X,O,X,X,X
JZOTSIL,O,O,O,O,X,X,O,X,X,X
JZOTSLI,O,O,O,O,X,X,O,X,X,X
JZOITLS,X,O,O,X,O,X,O,O,X,X
JZOITSL,X,O,O,O,O,O,O,X,O,X
JZOILTS,X,O,X,O,O,X,X,O,X,X
JZOILST,O,O,X,O,O,O,X,O,O,X
JZOISTL,X,O,X,O,O,O,X,X,O,O
JZOISLT,X,O,O,O,O,O,X,O,O,X
JZOLTIS,O,O,X,O,X,X,O,X,X,X
JZOLTSI,O,O,X,O,X,X,O,X,X,X
JZOLITS,X,O,X,O,O,X,X,X,X,X
JZOLIST,O,O,X,O,O,X,X,X,X,X
JZOLSTI,O,O,X,O,X,X,X,X,X,X
JZOLSIT,O,O,X,O,O,O,X,X,X,X
JZOSTIL,X,O,O,O,X,X,O,X,X,X
JZOSTLI,X,O,O,O,X,X,O,X,X,O
JZOSITL,X,O,X,O,O,O,X,X,X,X
JZOSILT,X,O,O,O,O,O,X,X,X,X
JZOSLTI,X,O,O,O,X,X,X,X,X,X
JZOSLIT,X,O,O,O,O,O,X,X,X,X
JOTILSZ,O,O,X,O,O,X,X,X,X,X
JOTILZS,O,O,X,O,O,X,O,X,X,X
JOTISLZ,X,O,O,X,O,X,X,X,X,X
JOTISZL,X,O,O,O,O,X,X,X,X,X
JOTIZLS,O,O,O,O,O,X,O,X,X,X
JOTIZSL,O,O,O,O,O,X,O,X,X,X
JOTLISZ,O,O,X,O,O,X,X,X,X,X
JOTLIZS,O,O,X,O,O,X,O,X,X,X
JOTLSIZ,O,O,O,O,O,X,X,X,X,X
JOTLSZI,O,O,O,O,X,X,O,X,X,X
JOTLZIS,O,O,O,O,X,X,O,X,X,X
JOTLZSI,O,O,O,O,X,X,O,X,X,X
JOTSILZ,X,O,O,X,O,X,X,X,X,X
JOTSIZL,X,O,O,O,O,X,X,X,X,X
JOTSLIZ,O,O,O,O,O,X,X,X,X,X
JOTSLZI,O,O,O,O,X,X,O,X,X,X
JOTSZIL,O,O,O,O,X,X,O,X,X,X
JOTSZLI,O,O,O,O,X,X,O,X,X,X
JOTZILS,O,O,O,O,X,X,O,X,X,X
JOTZISL,O,O,O,O,X,X,O,X,X,X
JOTZLIS,O,O,O,O,X,X,O,X,X,X
JOTZLSI,O,O,O,O,X,X,O,X,X,X
JOTZSIL,O,O,O,O,X,X,O,X,X,X
JOTZSLI,O,O,O,O,X,X,O,X,X,X
JOITLSZ,X,X,X,O,O,X,X,X,X,X
JOITLZS,X,X,X,O,O,X,O,X,X,X
JOITSLZ,X,X,X,X,O,X,X,X,X,X
JOITSZL,X,X,X,O,O,X,X,X,X,X
JOITZLS,X,X,X,O,O,X,O,X,X,X
JOITZSL,X,X,X,O,O,X,O,X,X,X
JOILTSZ,X,X,X,X,O,X,X,X,X,X
JOILTZS,X,X,X,O,O,X,X,X,X,X
JOILSTZ,X,X,X,X,O,X,X,X,X,X
JOILSZT,O,O,X,O,O,X,X,X,X,X
JOILZTS,X,O,X,O,O,X,X,X,X,X
JOILZST,X,O,X,O,O,X,X,X,X,X
JOISTLZ,X,X,X,X,O,X,X,X,X,O
JOISTZL,X,X,X,X,O,X,X,X,X,O
JOISLTZ,X,X,X,X,O,X,X,X,X,O
JOISLZT,X,O,O,O,O,X,X,X,X,O
JOISZTL,X,O,X,O,O,X,X,X,X,O
JOISZLT,X,O,X,O,O,X,X,X,X,O
JOIZTLS,X,O,O,X,O,X,O,X,X,X
JOIZTSL,X,O,O,O,O,X,O,X,X,X
JOIZLTS,X,O,X,O,O,X,X,X,X,X
JOIZLST,X,O,X,O,O,X,X,X,X,X
JOIZSTL,X,O,X,O,O,X,X,X,X,O
JOIZSLT,X,O,O,O,O,X,X,X,X,X
JOLTISZ,O,O,X,O,O,X,X,X,X,X
JOLTIZS,O,O,X,O,O,X,O,X,X,X
JOLTSIZ,O,O,X,O,O,X,X,X,X,X
JOLTSZI,O,O,X,O,X,X,O,X,X,X
JOLTZIS,O,O,X,O,X,X,O,X,X,X
JOLTZSI,O,O,X,O,X,X,O,X,X,X
JOLITSZ,X,X,X,X,O,X,X,X,X,X
JOLITZS,X,X,X,O,O,X,X,X,X,X
JOLISTZ,X,X,X,X,O,X,X,X,X,X
JOLISZT,O,O,X,O,O,X,X,X,X,X
JOLIZTS,X,O,X,O,O,X,X,X,X,X
JOLIZST,X,O,X,O,O,X,X,X,X,X
JOLSTIZ,O,O,X,X,O,X,X,X,X,X
JOLSTZI,O,O,X,X,X,X,X,X,X,X
JOLSITZ,X,X,X,X,O,X,X,X,X,X
JOLSIZT,O,O,X,O,O,X,X,X,X,X
JOLSZTI,O,O,X,O,X,X,X,X,X,X
JOLSZIT,O,O,X,O,O,O,X,X,X,X
JOLZTIS,O,O,X,O,X,X,O,X,X,X
JOLZTSI,O,O,X,O,X,X,O,X,X,X
JOLZITS,X,O,X,O,O,X,X,X,X,X
JOLZIST,O,O,X,O,O,X,X,X,X,X
JOLZSTI,O,O,X,O,X,X,X,X,X,X
JOLZSIT,O,O,X,O,O,O,X,X,X,X
JOSTILZ,X,O,O,X,O,X,X,X,X,X
JOSTIZL,X,O,O,O,O,X,X,X,X,X
JOSTLIZ,X,O,O,O,O,X,X,X,X,X
JOSTLZI,X,O,O,O,X,X,O,X,X,X
JOSTZIL,X,O,O,O,X,X,O,X,X,X
JOSTZLI,X,O,O,O,X,X,O,X,X,O
JOSITLZ,X,X,X,X,O,X,X,X,X,O
JOSITZL,X,X,X,X,O,X,X,X,X,O
JOSILTZ,X,X,X,X,O,X,X,X,X,O
JOSILZT,X,O,O,O,O,X,X,X,X,O
JOSIZTL,X,O,X,O,O,X,X,X,X,O
JOSIZLT,X,O,X,O,O,X,X,X,X,O
JOSLTIZ,X,O,O,X,O,X,X,X,X,X
JOSLTZI,X,O,O,X,X,X,X,X,X,X
JOSLITZ,X,X,X,X,O,X,X,X,X,X
JOSLIZT,X,O,O,O,O,X,X,X,X,X
JOSLZTI,X,O,O,O,X,X,X,X,X,X
JOSLZIT,X,O,O,O,O,O,X,X,X,X
JOSZTIL,X,O,O,O,X,X,O,X,X,X
JOSZTLI,X,O,O,O,X,X,O,X,X,O
JOSZITL,X,O,X,O,O,O,X,X,X,X
JOSZILT,X,O,O,O,O,O,X,X,X,X
JOSZLTI,X,O,O,O,X,X,X,X,X,X
JOSZLIT,X,O,O,O,O,O,X,X,X,X
JOZTILS,O,O,O,O,X,X,O,X,X,X
