sequence,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeG8IvhFldBTgB?/mBZnB8nByvB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8Jez7IvhFRdB2lB?FiB8nBfsByvB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8Je37IvhFUdBajB?xrBOrBTqBFsB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeR8IvhFajB3gB?FiBTmBcsB2vB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeqBJvhFmdBTgB?ZmB0iBFsB3qB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JecAJvhFmcBzdB?XhBRnByvBFsB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8Je37IvhFzcBajB?VmBxrBcsB2vB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeU9IvhFajBTgB?ZmBWnBFsB3qB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8Je37IvhFqhBmdB?ZmB0iBFsBTqB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeG8IvhFzdBcrB?3nBZnBiqBlqB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8Je37IvhFUdBajB?ZmBWnBFsBTqB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeR8IvhFzdB3hB?lnBmrB0qBiqB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeyBJvhFzdBxlB?lnBmrBcqBXrB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeF8IvhFzdB+mB?3nBZnBiqB0qB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8Jez7IvhF2lBRiB?FiB8nBfsByvB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeaDJvhFTgBxhB?UiBOrBFsB3qB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeyBJvhFzdBmlB?RnBFsBcqBXrB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8Je2FJvhFRhBziB?asBcrBlnB3qB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8Je37IvhFajBxhB?UiBOrBFsBTqB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeR8IvhFejBTgB?/mBFiBcsByvB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeU9IvhFajBTgB?xrBOrBFsB3qB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeR8IvhFajB2lB?crBTnB3qBFsB
TLOISZJ,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOIZJS,O,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TLOIZSJ,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOJISZ,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,O,X,X,X
TLOJIZS,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X
TLOJSIZ,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,O,X,X
TLOJSZI,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
TLOJZIS,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TLOJZSI,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TLOSIJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSIZJ,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSJIZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
TLOSJZI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLOSZIJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSZJI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZIJS,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZISJ,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZJIS,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
TLOZJSI,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TLOZSIJ,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZSJI,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILSZO,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
TJILSOZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X
TJILZSO,X,X,X,X,X,O,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
TJILZOS,X,X,X,X,X,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TJILOSZ,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O,O,O,X,X,X
TJILOZS,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X
TJISLZO,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
TJISLOZ,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,X,O,X,X,X
TJISZLO,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
TJISZOL,X,X,X,X,X,X,O,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X
TJISOLZ,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,X,O,X,X,X
TJISOZL,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X
TJIZLSO,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
TJIZLOS,X,X,X,X,X,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TJIZSLO,X,X,X,X,X,X,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X
TJIZSOL,X,X,X,X,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
TJIZOLS,X,X,X,X,X,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TJIZOSL,X,X,X,X,X,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
TJIOLSZ,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O,O,O,X,X,X
TJIOLZS,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X
TJIOSLZ,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X
TJIOSZL,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
TJIOZLS,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TJIOZSL,X,X,X,X,X,O,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
TJLISZO,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
TJLISOZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X
TJLIZSO,X,X,X,X,X,O,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
TJLIZOS,X,X,X,X,X,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TJLIOSZ,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O,O,O,X,X,X
TJLIOZS,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X
TJLSIZO,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X
TJLSIOZ,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,X,O,X,X,X
TJLSZIO,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TJLSZOI,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJLSOIZ,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
TJLSOZI,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJLZISO,X,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
TJLZIOS,X,X,X,X,O,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TJLZSIO,X,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TJLZSOI,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJLZOIS,X,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TJLZOSI,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJLOISZ,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,O,O,O,X,X,X
TJLOIZS,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X,X
TJLOSIZ,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,O,X,X
TJLOSZI,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
TJLOZIS,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TJLOZSI,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJSILZO,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,O,X,O,X,X,X
TJSILOZ,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,X,O,X,X,X
TJSIZLO,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
TJSIZOL,X,X,X,X,X,X,O,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X
TJSIOLZ,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,X,O,X,X,X
TJSIOZL,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X,O,X,X,X,X,X
TJSLIZO,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,O,X,O,X,X,X
TJSLIOZ,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,X,O,X,X,X
TJSLZIO,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TJSLZOI,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TJSLOIZ,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
TJSLOZI,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TJSZILO,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TJSZIOL,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TJSZLIO,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TJSZLOI,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJSZOIL,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TJSZOLI,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJSOILZ,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
TJSOIZL,X,X,X,X,X,X,X,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X
TJSOLIZ,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
TJSOLZI,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TJSOZIL,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TJSOZLI,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZILSO,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
TJZILOS,X,X,X,X,O,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TJZISLO,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X
TJZISOL,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
TJZIOLS,X,X,X,X,O,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TJZIOSL,X,O,X,X,O,O,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
TJZLISO,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X
TJZLIOS,X,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TJZLSIO,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TJZLSOI,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZLOIS,X,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TJZLOSI,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZSILO,X,O,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TJZSIOL,X,O,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TJZSLIO,X,O,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TJZSLOI,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZSOIL,X,O,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TJZSOLI,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZOILS,X,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TJZOISL,X,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TJZOLIS,X,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TJZOLSI,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZOSIL,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZOSLI,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOILSZ,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,O,O,O,X,X,X
TJOILZS,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X,X
TJOISLZ,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,O,O,X,O,X,X,X
TJOISZL,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
TJOIZLS,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X
TJOIZSL,X,X,X,X,O,X,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
TJOLISZ,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,O,O,O,X,X,X
TJOLIZS,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X,X
TJOLSIZ,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
TJOLSZI,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOLZIS,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TJOLZSI,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOSILZ,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,O,X,X,X,O,X,X
TJOSIZL,X,X,X,X,X,X,X,O,X,X,X,O,O,O,O,X,X,X,X,O,X,X
TJOSLIZ,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,O,X,X,X,O,X,X
TJOSLZI,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
TJOSZIL,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X
TJOSZLI,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
TJOZILS,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TJOZISL,X,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TJOZLIS,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TJOZLSI,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOZSIL,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOZSLI,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSILJZO,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSILJOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TSILZJO,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSILZOJ,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILOJZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSILOZJ,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJLZO,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TSIJLOZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TSIJZLO,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TSIJZOL,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TSIJOLZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TSIJOZL,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X
TSIZLJO,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIZLOJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIZJLO,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIZJOL,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIZOLJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIZOJL,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOLJZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIOLZJ,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOJLZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TSIOJZL,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TSIOZLJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOZJL,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLIJZO,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLIJOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TSLIZJO,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLIZOJ,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLIOJZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLIOZJ,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJIZO,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TSLJIOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
TSLJZIO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLJZOI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJOIZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSLJOZI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZIJO,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZIOJ,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZJIO,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZJOI,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZOIJ,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZOJI,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOIJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOIZJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOJIZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSLOJZI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOZIJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOZJI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJILZO,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,O,X,O,X,X,X
TSJILOZ,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,X,O,X,X,X
TSJIZLO,O,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,O,X,O,X,X,X
TSJIZOL,O,X,X,X,X,X,O,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X
TSJIOLZ,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,X,O,X,X,X
TSJIOZL,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X,O,X,X,X,X,X
TSJLIZO,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,O,X,O,X,X,X
TSJLIOZ,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,O,X,O,X,X,X
TSJLZIO,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSJLZOI,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TSJLOIZ,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
TSJLOZI,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TSJZILO,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSJZIOL,O,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSJZLIO,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSJZLOI,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSJZOIL,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TSJZOLI,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSJOILZ,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
TSJOIZL,X,X,X,X,X,X,X,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X
TSJOLIZ,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
TSJOLZI,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TSJOZIL,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TSJOZLI,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSZILJO,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZILOJ,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZIJLO,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZIJOL,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZIOLJ,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZIOJL,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZLIJO,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZLIOJ,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZLJIO,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZLJOI,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZLOIJ,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZLOJI,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZJILO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZJIOL,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZJLIO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZJLOI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZJOIL,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZJOLI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZOILJ,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZOIJL,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZOLIJ,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZOLJI,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZOJIL,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZOJLI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOILJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOILZJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOIJLZ,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSOIJZL,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSOIZLJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOIZJL,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOLIJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
