sequence,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF3cBciBTeBWsBFo?BSyB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF3cBqiBTeB8mB+t?BlsB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhFUdBGeB6mB/oBTn?BVyB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF8iB+jBlhB/sBCn?BTtB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhFGdBlhB6oBXnB8s?BTtB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF3cBFeBTiBcoBWs?BSyB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhFXeBSoBUnBlmBTt?BGsB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhFFdBXeB0hBSoBGs?BTtB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF3cB+jBliBzmBCt?BUtB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF3cBliBzmBCtBct?BGtB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhFlhBcnBTjBCnBGt?BXtB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF3cBliBzmBGtBct?BCtB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF+jBlhB3iBzmBCt?BUtB
LSZTJOI,X,X,O,X,O,O,X,X,X,X,X,X,X
LSZTOIJ,X,X,O,X,O,O,X,X,X,X,X,X,X
LSZTOJI,X,X,O,X,O,X,X,X,X,X,X,X,X
LSZITJO,X,X,O,X,O,O,X,X,X,X,X,X,X
LSZITOJ,X,X,O,X,O,O,X,X,X,X,X,X,X
LSZIJTO,O,O,X,X,O,O,X,X,X,X,X,X,X
LSZIJOT,O,X,X,X,X,O,X,X,X,X,X,X,X
LSZIOTJ,X,X,O,X,O,O,X,X,X,X,X,X,X
LSZIOJT,X,X,X,X,X,O,X,X,X,X,X,X,X
LSZJTIO,O,O,X,X,O,O,X,X,X,X,X,X,X
LSZJTOI,O,O,X,X,O,O,X,X,X,X,X,X,X
LSZJITO,O,O,X,X,O,O,X,X,X,X,X,X,X
LSZJIOT,O,X,X,X,X,O,X,X,X,X,X,X,X
LSZJOTI,O,X,X,X,X,O,X,X,X,X,X,X,X
LSZJOIT,O,X,X,X,X,O,X,X,X,X,X,X,X
LSZOTIJ,X,X,O,X,O,O,X,X,X,X,X,X,X
LSZOTJI,X,X,O,X,O,X,X,X,X,X,X,X,X
LSZOITJ,X,X,O,X,O,O,X,X,X,X,X,X,X
LSZOIJT,X,X,X,X,X,O,X,X,X,X,X,X,X
LSZOJTI,X,X,X,X,X,O,X,X,X,X,X,X,X
LSZOJIT,X,X,X,X,X,O,X,X,X,X,X,X,X
LSOTIJZ,X,X,O,O,X,X,X,X,X,X,X,X,X
LSOTIZJ,X,X,O,X,X,X,X,X,X,O,X,X,X
LSOTJIZ,X,X,O,O,X,X,X,X,O,X,X,X,X
LSOTJZI,X,X,O,O,X,X,X,X,O,X,X,X,X
LSOTZIJ,X,X,O,X,X,X,X,X,X,X,X,X,X
LSOTZJI,X,X,O,X,X,X,X,X,X,X,X,X,X
LSOITJZ,X,X,O,O,X,X,X,X,X,X,X,X,X
LSOITZJ,X,X,O,X,X,X,X,X,X,O,X,X,X
LSOIJTZ,X,X,X,O,X,O,X,X,O,X,X,X,X
LSOIJZT,O,X,X,O,X,O,X,X,O,O,X,O,X
LSOIZTJ,X,X,O,X,X,O,X,X,X,O,X,X,X
LSOIZJT,X,X,X,X,X,O,X,X,X,O,X,X,X
LSOJTIZ,X,X,X,O,X,O,X,X,O,X,X,X,X
LSOJTZI,X,X,X,O,X,O,X,X,O,X,X,X,X
LSOJITZ,X,X,X,O,X,O,X,X,O,X,X,X,X
LSOJIZT,O,X,X,O,X,O,X,X,O,O,X,O,X
LSOJZTI,O,X,X,O,X,O,X,X,O,X,X,X,X
LSOJZIT,O,X,X,O,X,O,X,X,O,X,X,X,X
LSOZTIJ,X,X,O,X,X,O,X,X,X,X,X,X,X
LSOZTJI,X,X,O,X,X,X,X,X,X,X,X,X,X
LSOZITJ,X,X,O,X,X,O,X,X,X,O,X,X,X
LSOZIJT,X,X,X,X,X,O,X,X,X,O,X,X,X
LSOZJTI,X,X,X,X,X,O,X,X,O,X,X,X,X
LSOZJIT,X,X,X,X,X,O,X,X,O,X,X,X,X
LZTIJSO,O,X,O,X,X,O,X,O,X,X,X,X,O
LZTIJOS,O,X,X,X,X,O,X,O,X,X,O,X,X
LZTISJO,O,X,O,X,O,O,X,X,X,X,X,X,X
LZTISOJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LZTIOJS,O,X,O,X,X,O,X,O,X,X,X,X,X
LZTIOSJ,O,X,O,X,X,O,X,O,X,X,X,X,X
LZTJISO,O,X,O,X,X,O,X,O,X,X,X,X,O
LZTJIOS,O,X,X,X,X,O,X,O,X,X,O,X,X
LZTJSIO,O,X,O,X,X,O,X,O,X,X,X,X,O
LZTJSOI,O,X,O,X,X,O,X,O,X,X,X,X,X
LZTJOIS,O,X,X,X,X,O,X,O,X,X,O,X,X
LZTJOSI,O,X,X,X,X,O,X,O,X,X,X,X,X
LZTSIJO,O,X,O,X,O,O,X,X,X,X,X,X,X
LZTSIOJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LZTSJIO,O,X,O,X,O,O,X,X,X,X,X,X,X
LZTSJOI,O,X,O,X,O,O,X,X,X,X,X,X,X
LZTSOIJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LZTSOJI,O,X,O,X,O,X,X,X,X,X,X,X,X
LZTOIJS,O,X,O,X,X,O,X,O,X,X,X,X,X
LZTOISJ,O,X,O,X,X,O,X,O,X,X,X,X,X
LZTOJIS,O,X,O,X,X,O,X,O,X,X,X,X,X
LZTOJSI,O,X,O,X,X,O,X,O,X,X,X,X,X
LZTOSIJ,O,X,O,X,X,O,X,O,X,X,X,X,X
LZTOSJI,O,X,O,X,X,X,X,O,X,X,X,X,X
LZITJSO,O,X,O,X,X,O,X,O,X,X,X,X,O
LZITJOS,O,X,X,X,X,O,X,O,X,X,O,X,X
LZITSJO,O,X,O,X,O,O,X,X,X,X,X,X,X
LZITSOJ,O,X,O,X,O,O,X,X,X,X,X,X,X
LZITOJS,O,X,O,X,X,O,X,O,X,X,X,X,X
LZITOSJ,O,X,O,X,X,O,X,O,X,X,X,X,X
LZIJTSO,O,O,O,X,X,O,X,O,X,X,X,X,O
LZIJTOS,O,O,X,X,X,O,X,O,X,X,O,X,X
LZIJSTO,O,O,X,X,O,O,X,O,X,X,X,X,O
LZIJSOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LZIJOTS,O,X,O,X,X,O,X,O,O,X,O,X,X
LZIJOST,O,X,X,X,X,O,X,O,O,X,X,X,X
LZISTJO,X,X,O,X,O,O,X,X,X,X,X,X,X
LZISTOJ,X,X,O,X,O,O,X,X,X,X,X,X,X
LZISJTO,O,O,X,X,O,O,X,X,X,X,X,X,X
LZISJOT,O,X,X,X,X,O,X,X,X,X,X,X,X
LZISOTJ,X,X,O,X,O,O,X,X,X,X,X,X,X
LZISOJT,X,X,X,X,X,O,X,X,X,X,X,X,X
LZIOTJS,X,X,O,X,X,O,O,O,X,O,X,X,X
LZIOTSJ,X,X,O,X,X,O,O,O,X,O,X,X,X
LZIOJTS,X,X,O,X,X,O,O,O,X,O,X,X,X
LZIOJST,X,X,X,X,X,O,O,O,X,O,X,X,X
LZIOSTJ,X,X,O,X,O,O,O,O,X,O,X,X,X
LZIOSJT,X,X,X,X,X,O,O,O,X,O,X,X,X
LZJTISO,O,O,O,X,X,O,X,O,X,X,X,X,O
LZJTIOS,O,O,X,X,X,O,X,O,X,X,O,X,X
LZJTSIO,O,O,O,X,X,O,X,O,X,X,X,X,O
LZJTSOI,O,O,O,X,X,O,X,O,X,X,X,X,X
LZJTOIS,O,O,X,X,X,O,X,O,X,X,O,X,X
LZJTOSI,O,O,X,X,X,O,X,O,X,X,X,X,X
LZJITSO,O,O,O,X,X,O,X,O,X,X,X,X,O
LZJITOS,O,O,X,X,X,O,X,O,X,X,O,X,X
LZJISTO,O,O,X,X,O,O,X,O,X,X,X,X,O
LZJISOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LZJIOTS,O,X,O,X,X,O,X,O,O,X,O,X,X
LZJIOST,O,X,X,X,X,O,X,O,O,X,X,X,X
LZJSTIO,O,O,X,X,O,O,X,O,X,X,X,X,O
LZJSTOI,O,O,X,X,O,O,X,O,X,X,X,X,X
LZJSITO,O,O,X,X,O,O,X,O,X,X,X,X,O
LZJSIOT,O,X,X,X,X,O,X,O,X,X,X,X,X
LZJSOTI,O,X,X,X,X,O,X,O,X,X,X,X,X
LZJSOIT,O,X,X,X,X,O,X,O,X,X,X,X,X
LZJOTIS,O,X,O,X,X,O,X,O,O,X,O,X,X
LZJOTSI,O,X,O,X,X,O,X,O,O,X,X,X,X
LZJOITS,O,X,O,X,X,O,X,O,O,X,O,X,X
LZJOIST,O,X,X,X,X,O,X,O,O,X,X,X,X
LZJOSTI,O,X,X,X,X,O,X,O,O,X,X,X,X
LZJOSIT,O,X,X,X,X,O,X,O,O,X,X,X,X
LZSTIJO,X,X,O,X,O,O,X,X,X,X,X,X,X
LZSTIOJ,X,X,O,X,O,O,X,X,X,X,X,X,X
LZSTJIO,X,X,O,X,O,O,X,X,X,X,X,X,X
LZSTJOI,X,X,O,X,O,O,X,X,X,X,X,X,X
LZSTOIJ,X,X,O,X,O,O,X,X,X,X,X,X,X
LZSTOJI,X,X,O,X,O,X,X,X,X,X,X,X,X
LZSITJO,X,X,O,X,O,O,X,X,X,X,X,X,X
LZSITOJ,X,X,O,X,O,O,X,X,X,X,X,X,X
LZSIJTO,O,O,X,X,O,O,X,X,X,X,X,X,X
LZSIJOT,O,X,X,X,X,O,X,X,X,X,X,X,X
LZSIOTJ,X,X,O,X,O,O,X,X,X,X,X,X,X
LZSIOJT,X,X,X,X,X,O,X,X,X,X,X,X,X
LZSJTIO,O,O,X,X,O,O,X,X,X,X,X,X,X
LZSJTOI,O,O,X,X,O,O,X,X,X,X,X,X,X
LZSJITO,O,O,X,X,O,O,X,X,X,X,X,X,X
LZSJIOT,O,X,X,X,X,O,X,X,X,X,X,X,X
LZSJOTI,O,X,X,X,X,O,X,X,X,X,X,X,X
LZSJOIT,O,X,X,X,X,O,X,X,X,X,X,X,X
LZSOTIJ,X,X,O,X,O,O,X,X,X,X,X,X,X
LZSOTJI,X,X,O,X,O,X,X,X,X,X,X,X,X
LZSOITJ,X,X,O,X,O,O,X,X,X,X,X,X,X
LZSOIJT,X,X,X,X,X,O,X,X,X,X,X,X,X
LZSOJTI,X,X,X,X,X,O,X,X,X,X,X,X,X
LZSOJIT,X,X,X,X,X,O,X,X,X,X,X,X,X
LZOTIJS,X,X,O,X,X,O,O,O,X,X,X,X,X
LZOTISJ,X,X,O,X,X,O,O,O,X,X,X,X,X
LZOTJIS,X,X,O,X,X,O,X,O,X,X,X,X,X
LZOTJSI,X,X,O,X,X,O,X,O,X,X,X,X,X
LZOTSIJ,X,X,O,X,X,O,O,O,X,X,X,X,X
LZOTSJI,X,X,O,X,X,X,X,O,X,X,X,X,X
LZOITJS,X,X,O,X,X,O,O,O,X,O,X,X,X
LZOITSJ,X,X,O,X,X,O,O,O,X,O,X,X,X
LZOIJTS,X,X,O,X,X,O,O,O,X,O,X,X,X
LZOIJST,X,X,X,X,X,O,O,O,X,O,X,X,X
LZOISTJ,X,X,O,X,O,O,O,O,X,O,X,X,X
LZOISJT,X,X,X,X,X,O,O,O,X,O,X,X,X
LZOJTIS,X,X,O,X,X,O,X,O,O,X,X,X,X
LZOJTSI,X,X,O,X,X,O,X,O,O,X,X,X,X
LZOJITS,X,X,O,X,X,O,O,O,O,X,X,X,X
LZOJIST,X,X,X,X,X,O,O,O,O,X,X,X,X
LZOJSTI,X,X,X,X,X,O,X,O,O,X,X,X,X
LZOJSIT,X,X,X,X,X,O,O,O,O,X,X,X,X
LZOSTIJ,X,X,O,X,O,O,O,O,X,X,X,X,X
LZOSTJI,X,X,O,X,O,X,X,O,X,X,X,X,X
LZOSITJ,X,X,O,X,O,O,O,O,X,O,X,X,X
LZOSIJT,X,X,X,X,X,O,O,O,X,O,X,X,X
LZOSJTI,X,X,X,X,X,O,X,O,O,X,X,X,X
LZOSJIT,X,X,X,X,X,O,O,O,O,X,X,X,X
LOTIJSZ,O,X,O,X,X,X,X,O,X,X,X,X,O
LOTIJZS,O,X,O,O,X,X,X,O,X,X,X,X,X
LOTISJZ,O,X,O,O,X,X,X,O,X,X,X,X,X
LOTISZJ,O,X,O,X,X,X,O,O,X,O,X,X,X
LOTIZJS,O,X,O,X,X,X,O,O,X,O,X,X,X
LOTIZSJ,O,X,O,X,X,X,O,O,X,O,X,X,X
LOTJISZ,O,X,O,X,X,X,X,O,O,X,X,X,O
LOTJIZS,O,X,O,O,X,X,X,O,O,X,X,X,X
LOTJSIZ,O,X,O,X,X,X,X,O,O,X,X,X,O
LOTJSZI,O,X,O,X,X,X,X,O,O,X,X,X,X
LOTJZIS,O,X,O,O,X,X,X,O,O,X,X,X,X
LOTJZSI,O,X,O,X,X,X,X,O,O,X,X,X,X
LOTSIJZ,O,X,O,O,X,X,X,O,X,X,X,X,X
LOTSIZJ,O,X,O,X,X,X,O,O,X,O,X,X,X
LOTSJIZ,O,X,O,O,X,X,X,O,O,X,X,X,X
LOTSJZI,O,X,O,O,X,X,X,O,O,X,X,X,X
LOTSZIJ,O,X,O,X,X,X,O,O,X,X,X,X,X
LOTSZJI,O,X,O,X,X,X,X,O,X,X,X,X,X
LOTZIJS,O,X,O,X,X,X,O,O,X,X,X,X,X
LOTZISJ,O,X,O,X,X,X,O,O,X,X,X,X,X
LOTZJIS,O,X,O,X,X,X,X,O,X,X,X,X,X
LOTZJSI,O,X,O,X,X,X,X,O,X,X,X,X,X
LOTZSIJ,O,X,O,X,X,X,O,O,X,X,X,X,X
LOTZSJI,O,X,O,X,X,X,X,O,X,X,X,X,X
LOITJSZ,O,X,O,X,X,X,X,O,X,X,X,X,O
LOITJZS,O,X,O,O,X,X,X,O,X,X,X,X,X
LOITSJZ,O,X,O,O,X,X,X,O,X,X,X,X,X
LOITSZJ,O,X,O,X,X,X,O,O,X,O,X,X,X
LOITZJS,O,X,O,X,X,X,O,O,X,O,X,X,X
LOITZSJ,O,X,O,X,X,X,O,O,X,O,X,X,X
LOIJTSZ,O,X,O,X,X,O,X,O,O,X,X,X,O
LOIJTZS,O,X,O,O,X,O,X,O,O,X,X,X,X
LOIJSTZ,X,X,X,O,X,O,X,O,O,X,X,X,O
LOIJSZT,O,X,X,O,X,O,O,O,O,O,X,O,X
LOIJZTS,O,X,O,O,X,O,O,O,O,O,X,O,X
LOIJZST,O,X,X,X,X,O,O,O,O,O,X,O,X
LOISTJZ,X,X,O,O,X,X,X,O,X,X,X,X,X
LOISTZJ,X,X,O,X,X,X,O,O,X,O,X,X,X
LOISJTZ,X,X,X,O,X,O,X,O,O,X,X,X,X
LOISJZT,O,X,X,O,X,O,O,O,O,O,X,O,X
LOISZTJ,X,X,O,X,X,O,O,O,X,O,X,X,X
LOISZJT,X,X,X,X,X,O,O,O,X,O,X,X,X
LOIZTJS,X,X,O,X,X,O,O,O,X,O,X,X,X
LOIZTSJ,X,X,O,X,X,O,O,O,X,O,X,X,X
LOIZJTS,X,X,O,X,X,O,O,O,X,O,X,X,X
LOIZJST,X,X,X,X,X,O,O,O,X,O,X,X,X
LOIZSTJ,X,X,O,X,X,O,O,O,X,O,X,X,X
LOIZSJT,X,X,X,X,X,O,O,O,X,O,X,X,X
LOJTISZ,O,X,O,X,X,O,X,O,O,X,X,X,O
LOJTIZS,O,X,O,O,X,O,X,O,O,X,X,X,X
LOJTSIZ,O,X,O,X,X,O,X,O,O,X,X,X,O
LOJTSZI,O,X,O,X,X,O,X,O,O,X,X,X,X
LOJTZIS,O,X,O,O,X,O,X,O,O,X,X,X,X
LOJTZSI,O,X,O,X,X,O,X,O,O,X,X,X,X
LOJITSZ,O,X,O,X,X,O,X,O,O,X,X,X,O
LOJITZS,O,X,O,O,X,O,X,O,O,X,X,X,X
LOJISTZ,X,X,X,O,X,O,X,O,O,X,X,X,O
LOJISZT,O,X,X,O,X,O,O,O,O,O,X,O,X
LOJIZTS,O,X,O,O,X,O,O,O,O,O,X,O,X
LOJIZST,O,X,X,X,X,O,O,O,O,O,X,O,X
LOJSTIZ,X,X,X,O,X,O,X,O,O,X,X,X,O
LOJSTZI,X,X,X,O,X,O,X,O,O,X,X,X,X
LOJSITZ,X,X,X,O,X,O,X,O,O,X,X,X,O
LOJSIZT,O,X,X,O,X,O,O,O,O,O,X,O,X
LOJSZTI,O,X,X,O,X,O,X,O,O,X,X,X,X
LOJSZIT,O,X,X,O,X,O,O,O,O,X,X,X,X
LOJZTIS,O,X,O,O,X,O,X,O,O,X,X,X,X
LOJZTSI,O,X,O,X,X,O,X,O,O,X,X,X,X
LOJZITS,O,X,O,O,X,O,O,O,O,X,X,X,X
LOJZIST,O,X,X,X,X,O,O,O,O,X,X,X,X
LOJZSTI,O,X,X,X,X,O,X,O,O,X,X,X,X
LOJZSIT,O,X,X,X,X,O,O,O,O,X,X,X,X
LOSTIJZ,X,X,O,O,X,X,X,O,X,X,X,X,X
LOSTIZJ,X,X,O,X,X,X,O,O,X,O,X,X,X
LOSTJIZ,X,X,O,O,X,X,X,O,O,X,X,X,X
LOSTJZI,X,X,O,O,X,X,X,O,O,X,X,X,X
LOSTZIJ,X,X,O,X,X,X,O,O,X,X,X,X,X
LOSTZJI,X,X,O,X,X,X,X,O,X,X,X,X,X
LOSITJZ,X,X,O,O,X,X,X,O,X,X,X,X,X
LOSITZJ,X,X,O,X,X,X,O,O,X,O,X,X,X
LOSIJTZ,X,X,X,O,X,O,X,O,O,X,X,X,X
LOSIJZT,O,X,X,O,X,O,O,O,O,O,X,O,X
LOSIZTJ,X,X,O,X,X,O,O,O,X,O,X,X,X
LOSIZJT,X,X,X,X,X,O,O,O,X,O,X,X,X
LOSJTIZ,X,X,X,O,X,O,X,O,O,X,X,X,X
LOSJTZI,X,X,X,O,X,O,X,O,O,X,X,X,X
LOSJITZ,X,X,X,O,X,O,X,O,O,X,X,X,X
LOSJIZT,O,X,X,O,X,O,O,O,O,O,X,O,X
LOSJZTI,O,X,X,O,X,O,X,O,O,X,X,X,X
LOSJZIT,O,X,X,O,X,O,O,O,O,X,X,X,X
LOSZTIJ,X,X,O,X,X,O,O,O,X,X,X,X,X
LOSZTJI,X,X,O,X,X,X,X,O,X,X,X,X,X
LOSZITJ,X,X,O,X,X,O,O,O,X,O,X,X,X
LOSZIJT,X,X,X,X,X,O,O,O,X,O,X,X,X
LOSZJTI,X,X,X,X,X,O,X,O,O,X,X,X,X
LOSZJIT,X,X,X,X,X,O,O,O,O,X,X,X,X
LOZTIJS,X,X,O,X,X,O,O,O,X,X,X,X,X
LOZTISJ,X,X,O,X,X,O,O,O,X,X,X,X,X
LOZTJIS,X,X,O,X,X,O,X,O,X,X,X,X,X
LOZTJSI,X,X,O,X,X,O,X,O,X,X,X,X,X
LOZTSIJ,X,X,O,X,X,O,O,O,X,X,X,X,X
LOZTSJI,X,X,O,X,X,X,X,O,X,X,X,X,X
LOZITJS,X,X,O,X,X,O,O,O,X,O,X,X,X
LOZITSJ,X,X,O,X,X,O,O,O,X,O,X,X,X
LOZIJTS,X,X,O,X,X,O,O,O,X,O,X,X,X
LOZIJST,X,X,X,X,X,O,O,O,X,O,X,X,X
LOZISTJ,X,X,O,X,X,O,O,O,X,O,X,X,X
LOZISJT,X,X,X,X,X,O,O,O,X,O,X,X,X
LOZJTIS,X,X,O,X,X,O,X,O,O,X,X,X,X
LOZJTSI,X,X,O,X,X,O,X,O,O,X,X,X,X
LOZJITS,X,X,O,X,X,O,O,O,O,X,X,X,X
LOZJIST,X,X,X,X,X,O,O,O,O,X,X,X,X
LOZJSTI,X,X,X,X,X,O,X,O,O,X,X,X,X
LOZJSIT,X,X,X,X,X,O,O,O,O,X,X,X,X
LOZSTIJ,X,X,O,X,X,O,O,O,X,X,X,X,X
LOZSTJI,X,X,O,X,X,X,X,O,X,X,X,X,X
LOZSITJ,X,X,O,X,X,O,O,O,X,O,X,X,X
LOZSIJT,X,X,X,X,X,O,O,O,X,O,X,X,X
LOZSJTI,X,X,X,X,X,O,X,O,O,X,X,X,X
LOZSJIT,X,X,X,X,X,O,O,O,O,X,X,X,X
JTILSZO,O,O,O,X,O,O,X,O,X,X,X,X,O
JTILSOZ,O,O,O,X,X,O,X,O,X,X,X,X,O
JTILZSO,O,O,O,X,X,O,X,O,X,X,X,X,O
JTILZOS,O,O,X,X,X,O,X,O,X,X,X,X,X
JTILOSZ,O,O,O,X,X,O,X,X,X,X,X,X,O
JTILOZS,O,O,O,X,X,O,X,X,X,X,X,X,X
JTISLZO,O,O,O,X,O,O,X,X,X,X,X,X,X
JTISLOZ,X,O,O,X,X,O,X,X,X,X,X,X,X
JTISZLO,O,O,O,X,O,X,X,X,X,X,X,X,X
JTISZOL,O,O,O,X,O,X,X,X,X,X,X,X,X
JTISOLZ,X,O,O,O,X,O,X,X,X,X,X,X,X
JTISOZL,O,O,O,O,O,X,X,X,X,X,X,X,X
JTIZLSO,O,O,X,X,X,X,X,O,X,X,X,X,X
JTIZLOS,O,O,X,X,X,X,X,O,X,X,O,X,X
JTIZSLO,O,O,X,X,O,X,X,O,X,X,X,X,X
JTIZSOL,O,O,X,X,O,X,X,O,X,X,O,X,X
JTIZOLS,O,O,X,X,X,X,X,O,X,X,O,X,X
JTIZOSL,O,O,X,X,X,X,X,O,X,X,O,X,X
JTIOLSZ,X,O,X,X,X,O,X,O,X,X,X,X,X
JTIOLZS,O,O,X,O,X,O,X,O,X,X,X,X,X
JTIOSLZ,X,O,O,O,X,O,X,X,X,X,X,X,X
JTIOSZL,O,O,O,O,O,X,X,X,X,X,X,O,X
JTIOZLS,O,O,X,O,X,X,X,O,X,X,O,O,X
JTIOZSL,O,O,O,O,X,X,X,O,X,X,O,O,X
JTLISZO,O,O,O,X,O,O,X,O,X,X,X,X,O
JTLISOZ,O,O,O,X,X,O,X,O,X,X,X,X,O
JTLIZSO,O,O,O,X,X,O,X,O,X,X,X,X,O
JTLIZOS,O,O,X,X,X,O,X,O,X,X,X,X,X
JTLIOSZ,O,O,O,X,X,O,X,X,X,X,X,X,O
JTLIOZS,O,O,O,X,X,O,X,X,X,X,X,X,X
JTLSIZO,O,O,O,X,O,O,X,O,X,X,X,X,O
JTLSIOZ,O,O,O,X,X,O,X,O,X,X,X,X,O
JTLSZIO,O,O,O,X,O,O,X,O,X,X,X,X,O
JTLSZOI,O,O,O,X,O,O,X,O,X,X,X,X,X
JTLSOIZ,O,O,O,X,X,O,X,O,X,X,X,X,O
JTLSOZI,O,O,O,X,X,O,X,X,X,X,X,X,X
JTLZISO,O,O,O,X,X,O,X,O,X,X,X,X,O
JTLZIOS,O,O,X,X,X,O,X,O,X,X,X,X,X
JTLZSIO,O,O,O,X,X,O,X,O,X,X,X,X,O
JTLZSOI,O,O,O,X,X,O,X,O,X,X,X,X,X
JTLZOIS,O,O,X,X,X,O,X,O,X,X,X,X,X
JTLZOSI,O,O,X,X,X,O,X,O,X,X,X,X,X
JTLOISZ,O,O,O,X,X,O,X,X,X,X,X,X,O
JTLOIZS,O,O,O,X,X,O,X,X,X,X,X,X,X
JTLOSIZ,O,O,O,X,X,O,X,X,X,X,X,X,O
JTLOSZI,O,O,O,X,X,O,X,X,X,X,X,X,X
JTLOZIS,O,O,O,X,X,O,X,X,X,X,X,X,X
JTLOZSI,O,O,O,X,X,O,X,X,X,X,X,X,X
JTSILZO,O,O,O,X,O,O,X,X,X,X,X,X,X
JTSILOZ,X,O,O,X,X,O,X,X,X,X,X,X,X
JTSIZLO,O,O,O,X,O,X,X,X,X,X,X,X,X
JTSIZOL,O,O,O,X,O,X,X,X,X,X,X,X,X
JTSIOLZ,X,O,O,O,X,O,X,X,X,X,X,X,X
JTSIOZL,O,O,O,O,O,X,X,X,X,X,X,X,X
JTSLIZO,O,O,O,X,O,O,X,X,X,X,X,X,X
JTSLIOZ,X,O,O,X,X,O,X,X,X,X,X,X,X
JTSLZIO,O,O,O,X,O,O,X,X,X,X,X,X,X
JTSLZOI,O,O,O,X,O,O,X,X,X,X,X,X,X
JTSLOIZ,X,O,O,X,X,O,X,X,X,X,X,X,X
JTSLOZI,X,O,O,X,X,O,X,X,X,X,X,X,X
JTSZILO,O,O,O,X,O,X,X,X,X,X,X,X,X
JTSZIOL,O,O,O,X,O,X,X,X,X,X,X,X,X
JTSZLIO,O,O,O,X,O,X,X,X,X,X,X,X,X
JTSZLOI,O,O,O,X,O,X,X,X,X,X,X,X,X
JTSZOIL,O,O,O,X,O,X,X,X,X,X,X,X,X
JTSZOLI,O,O,O,X,O,X,X,X,X,X,X,X,X
JTSOILZ,X,O,O,O,X,O,X,X,X,X,X,X,X
JTSOIZL,O,O,O,O,O,X,X,X,X,X,X,X,X
JTSOLIZ,X,O,O,O,X,O,X,X,X,X,X,X,X
JTSOLZI,X,O,O,O,X,O,X,X,X,X,X,X,X
JTSOZIL,O,O,O,O,O,X,X,X,X,X,X,X,X
JTSOZLI,O,O,O,O,O,X,X,X,X,X,X,X,X
JTZILSO,O,O,X,X,X,X,X,O,X,X,X,X,X
JTZILOS,O,O,X,X,X,X,X,O,X,X,O,X,X
JTZISLO,O,O,X,X,O,X,X,O,X,X,X,X,X
JTZISOL,O,O,X,X,O,X,X,O,X,X,O,X,X
JTZIOLS,O,O,X,X,X,X,X,O,X,X,O,X,X
JTZIOSL,O,O,X,X,X,X,X,O,X,X,O,X,X
JTZLISO,O,O,X,X,X,X,X,O,X,X,X,X,X
JTZLIOS,O,O,X,X,X,X,X,O,X,X,O,X,X
JTZLSIO,O,O,X,X,X,X,X,O,X,X,X,X,X
JTZLSOI,O,O,X,X,X,X,X,O,X,X,X,X,X
JTZLOIS,O,O,X,X,X,X,X,O,X,X,O,X,X
JTZLOSI,O,O,X,X,X,X,X,O,X,X,X,X,X
JTZSILO,O,O,X,X,O,X,X,O,X,X,X,X,X
JTZSIOL,O,O,X,X,O,X,X,O,X,X,O,X,X
JTZSLIO,O,O,X,X,O,X,X,O,X,X,X,X,X
JTZSLOI,O,O,X,X,O,X,X,O,X,X,X,X,X
JTZSOIL,O,O,X,X,O,X,X,O,X,X,O,X,X
JTZSOLI,O,O,X,X,O,X,X,O,X,X,X,X,X
JTZOILS,O,O,X,X,X,X,X,O,X,X,O,X,X
JTZOISL,O,O,X,X,X,X,X,O,X,X,O,X,X
JTZOLIS,O,O,X,X,X,X,X,O,X,X,O,X,X
JTZOLSI,O,O,X,X,X,X,X,O,X,X,X,X,X
JTZOSIL,O,O,X,X,X,X,X,O,X,X,O,X,X
JTZOSLI,O,O,X,X,X,X,X,O,X,X,X,X,X
JTOILSZ,X,O,X,X,X,O,X,O,X,X,X,X,X
JTOILZS,O,O,X,O,X,O,X,O,X,X,X,X,X
JTOISLZ,X,O,O,O,X,O,X,X,X,X,X,X,X
JTOISZL,O,O,O,O,O,X,X,X,X,X,X,O,X
JTOIZLS,O,O,X,O,X,X,X,O,X,X,O,O,X
JTOIZSL,O,O,O,O,X,X,X,O,X,X,O,O,X
JTOLISZ,X,O,X,X,X,O,X,O,X,X,X,X,X
JTOLIZS,O,O,X,O,X,O,X,O,X,X,X,X,X
JTOLSIZ,X,O,X,X,X,O,X,O,X,X,X,X,X
JTOLSZI,X,O,X,X,X,O,X,O,X,X,X,X,X
JTOLZIS,O,O,X,O,X,O,X,O,X,X,X,X,X
