sequence,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8Jez7IvhFqhBmdB?5jB0iB3lBlsB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8Jez7IvhFUdBajB?5jBWnB3lBlsB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8JeqBJvhFmdB5jB?zgB0iB3lBlsB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8JeU9IvhFajB5jB?zgBWnB3lBlsB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8JeF8IvhFxdB+lB?3hBcnBTjBCtB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8JeR8IvhF1iB6jB?+lBThB/sBUtB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8JeC8IvhFTdBejB?5jB0hB3lBlsB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8JeaBJvhFFdB5jB?+lBfnBznB8sB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8JeC8IvhF2iB5jB?0hBziB3lBlsB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8JeyCJvhF5jBzgB?WnB8sB3qBFsB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8JeU9IvhFChBTjB?xmB3lBGoBlsB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8Je/CJvhF+lB0hB?TjBFhBxsBCtB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8Je08IvhFxdBVmB?CjB/sBTtB+qB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8Je/CJvhFFhBTjB?+lB0hBxsBCtB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8JezAJvhFRiBUnB?FoB6oB3lBGsB,v115@zgC8GeC8GeC8GeB8BeB8DeG8AeB8Jez7IvhFRiB3lB?UnBFoB6oBGsB
LIJTOZS,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LIJSTZO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJSZTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZOT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJSOTZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJSOZT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJZTSO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJZTOS,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LIJZSTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJZSOT,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
LIJZOTS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LIJZOST,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
LIJOTSZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJOTZS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJOSTZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJOSZT,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJOZTS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LIJOZST,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X
LISTJZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTJOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTZJO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTZOJ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LISTOJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LISTOZJ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LISJTZO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LISJTOZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LISJZTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJZOT,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LISJOTZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LISJOZT,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LISZTJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZTOJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LISZJTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZJOT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOJT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LISOTZJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOJTZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LISOJZT,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LISOZTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOZJT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTJSO,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
LIZTJOS,O,X,O,X,O,X,O,X,O,O,O,X,X,X,X,X
LIZTSJO,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
LIZTSOJ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZTOJS,O,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X
LIZTOSJ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZJTSO,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LIZJTOS,X,X,O,X,O,X,O,X,O,O,O,X,X,X,X,X
LIZJSTO,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIZJSOT,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LIZJOTS,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LIZJOST,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LIZSTJO,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LIZSTOJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZSJTO,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIZSJOT,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LIZSOTJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZSOJT,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LIZOTJS,X,X,O,X,O,X,O,X,O,O,O,X,X,X,X,X
LIZOTSJ,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LIZOJTS,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LIZOJST,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LIZOSTJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZOSJT,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LIOTJSZ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOTJZS,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LIOTSJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LIOTSZJ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOTZJS,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LIOTZSJ,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LIOJTSZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIOJTZS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOJSTZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIOJSZT,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIOJZTS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOJZST,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X
LIOSTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIOSTZJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSJTZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIOSJZT,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X
LIOSZTJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOSZJT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOZTJS,X,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X
LIOZTSJ,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LIOZJTS,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LIOZJST,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LIOZSTJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOZSJT,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTISZO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTISOZ,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LJTIZSO,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTIZOS,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LJTIOZS,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTSIZO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTSIOZ,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LJTSZIO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LJTSOZI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTZISO,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTZIOS,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTZSIO,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTZOIS,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTZOSI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTOISZ,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LJTOIZS,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTOSIZ,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LJTOSZI,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTOZIS,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTOZSI,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJITSZO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJITSOZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJITZSO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJITZOS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJITOSZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJITOZS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJISTZO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJISTOZ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJISZTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJISZOT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJISOTZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJISOZT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIZTSO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIZTOS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJIZSTO,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJIZSOT,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
LJIZOTS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJIZOST,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
LJIOTSZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJIOTZS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIOSTZ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJIOSZT,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJIOZTS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJIOZST,X,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X
LJSTIZO,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJSTZIO,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJSTZOI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJSTOZI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJSITZO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJSITOZ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJSIZTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSIZOT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSIOTZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJSIOZT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSZTIO,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJSZTOI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJSZITO,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJSZIOT,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJSZOTI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJSZOIT,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJSOTIZ,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJSOTZI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJSOITZ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJSOIZT,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJSOZTI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJSOZIT,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJZTISO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZTIOS,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZTSIO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZTSOI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZTOIS,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZTOSI,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZITSO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZITOS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZISTO,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJZISOT,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
LJZIOTS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZIOST,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
LJZSTIO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSTOI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSITO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSIOT,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
LJZSOTI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSOIT,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LJZOTIS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZOTSI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZOITS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZOIST,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJZOSTI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZOSIT,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LJOTISZ,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LJOTIZS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOTSIZ,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LJOTSZI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOTZIS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOTZSI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOITSZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJOITZS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOISTZ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJOISZT,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJOIZTS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOIZST,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJOSTIZ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJOSTZI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJOSITZ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJOSIZT,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJOSZTI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJOSZIT,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LJOZTIS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOZTSI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOZITS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOZIST,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LJOZSTI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOZSIT,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSTIJZO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTIJOZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTIZJO,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTIZOJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTIOJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTIOZJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJIZO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSTJIOZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSTJZIO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSTJZOI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSTJOIZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSTJOZI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSTZIJO,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTZIOJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTZJIO,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTZJOI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTZOIJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTZOJI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTOIJZ,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LSTOIZJ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LSTOJIZ,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
LSTOJZI,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
LSTOZIJ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LSTOZJI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LSITJZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSITJOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSITZJO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSITZOJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSITOJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSITOZJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIJTZO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIJTOZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSIJZTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIJZOT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIJOTZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSIJOZT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIZTJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIZTOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIZJTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIZJOT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIZOTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIZOJT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIOTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIOTZJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIOJTZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSIOJZT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIOZTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIOZJT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTIZO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJTIOZ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LSJTZIO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJTZOI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJTOIZ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LSJTOZI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJITZO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJITOZ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LSJIZTO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSJIZOT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJIOTZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSJIOZT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJZTIO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJZTOI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJZITO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJZIOT,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSJZOTI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJZOIT,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LSJOTIZ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LSJOTZI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJOITZ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LSJOIZT,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LSJOZTI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJOZIT,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LSZTIJO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSZTIOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSZTJIO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSZTJOI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSZTOIJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSZTOJI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSZITJO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSZITOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSZIJTO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSZIJOT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSZIOTJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSZIOJT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSZJTIO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSZJTOI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSZJITO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSZJIOT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSZJOTI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSZJOIT,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LSZOTIJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSZOTJI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSZOITJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSZOIJT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSZOJTI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSZOJIT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOTIJZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LSOTIZJ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LSOTJIZ,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LSOTJZI,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LSOTZIJ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LSOTZJI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LSOITJZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LSOITZJ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LSOIJTZ,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
LSOIJZT,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSOIZTJ,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LSOIZJT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOJTIZ,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
LSOJTZI,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LSOJITZ,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
LSOJIZT,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSOJZTI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOJZIT,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSOZTIJ,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
