sequence,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeC7IvhF0cBxdBlgB/?qBOrBzrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeC7IvhFxdB0gBlhB/?qBOrBzrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeWAJvhF0cBxdB/mBT?gBlqBywB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeWAJvhFxdBlhBilB0?lBzrBXrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8Jez6IvhFqgBxdBlhB/?qB0mB2wB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeC7IvhFxdB0gBlhB/?qBmrBTrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeC7IvhF0cBxdBlgB2?qBzrBXrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeC7IvhF0cBxdBlgB/?qBmrBTrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8Jez6IvhFCcBxdBmlBf?sB0qBlrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8Jez6IvhFCcBxdBlhB/?qBmrBUrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeG7IvhFxdBUgBlhBy?qBzrBXrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeC7IvhFxdB0gBlhB2?qBzrBXrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeC7IvhF0cBxdB/qBF?mBzrBmqB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeG7IvhFxdBUgBihBf?sBlqBTrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8Jez6IvhFxdBclBlhBK?rBuqBfsB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeX8IvhFxdBUgBTmBa?sBFlBWwB
LITZSJO,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
LITZSOJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LITZOJS,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
LITZOSJ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
LITOJSZ,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LITOJZS,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
LITOSJZ,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X
LITOSZJ,O,O,O,X,X,X,X,X,X,O,O,X,O,X,X,X
LITOZJS,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
LITOZSJ,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
LIJTSZO,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LIJTSOZ,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LIJTZSO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJTZOS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LIJTOSZ,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LIJTOZS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LIJSTZO,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X
LIJSTOZ,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LIJSZTO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LIJSZOT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LIJSOTZ,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
LIJSOZT,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
LIJZTSO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJZTOS,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LIJZSTO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LIJZSOT,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LIJZOTS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJZOST,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X
LIJOTSZ,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LIJOTZS,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
LIJOSTZ,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
LIJOSZT,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
LIJOZTS,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LIJOZST,O,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X
LISTJZO,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X
LISTJOZ,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LISTZJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
LISTZOJ,O,O,O,X,O,O,X,O,X,O,X,X,X,O,X,X
LISTOJZ,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
LISTOZJ,O,O,O,X,O,X,X,O,X,O,X,X,O,O,X,X
LISJTZO,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X
LISJTOZ,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LISJZTO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LISJZOT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LISJOTZ,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
LISJOZT,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
LISZTJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
LISZTOJ,O,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X
LISZJTO,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
LISZJOT,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X
LISZOTJ,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X
LISZOJT,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
LISOTJZ,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
LISOTZJ,O,O,O,X,O,X,X,O,X,O,X,X,O,O,X,X
LISOJTZ,O,X,X,X,O,X,O,O,X,O,X,X,O,X,X,X
LISOJZT,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
LISOZTJ,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X
LISOZJT,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
LIZTJSO,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
LIZTJOS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LIZTSJO,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
LIZTSOJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZTOJS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LIZTOSJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LIZJTSO,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
LIZJTOS,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
LIZJSTO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LIZJSOT,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LIZJOTS,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LIZJOST,O,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X
LIZSTJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
LIZSTOJ,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
LIZSJTO,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LIZSJOT,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LIZSOTJ,O,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
LIZSOJT,O,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X
LIZOTJS,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X
LIZOTSJ,O,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
LIZOJTS,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X
LIZOJST,O,X,X,X,X,X,O,O,O,X,O,O,O,X,X,X
LIZOSTJ,O,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X
LIZOSJT,O,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X
LIOTJSZ,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LIOTJZS,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
LIOTSJZ,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X
LIOTSZJ,O,O,O,X,X,X,X,X,X,O,O,X,O,X,X,X
LIOTZJS,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
LIOTZSJ,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
LIOJTSZ,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LIOJTZS,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
LIOJSTZ,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
LIOJSZT,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
LIOJZTS,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
LIOJZST,O,X,X,X,X,X,O,O,X,X,O,O,O,X,X,X
LIOSTJZ,O,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X
LIOSTZJ,O,O,O,X,O,X,X,O,X,O,O,X,O,O,X,X
LIOSJTZ,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
LIOSJZT,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
LIOSZTJ,O,O,O,X,O,O,X,O,X,X,O,X,O,X,X,X
LIOSZJT,O,O,O,X,O,O,O,X,O,X,O,X,O,X,X,X
LIOZTJS,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LIOZTSJ,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LIOZJTS,O,X,X,O,X,X,O,X,O,X,O,O,X,X,X,X
LIOZJST,O,X,X,X,X,X,O,O,O,X,O,O,O,X,X,X
LIOZSTJ,O,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X
LIOZSJT,O,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X
LJTISZO,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJTISOZ,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LJTIZSO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTIZOS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTIOSZ,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTIOZS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTSIZO,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJTSIOZ,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LJTSZIO,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJTSZOI,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X
LJTSOIZ,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LJTSOZI,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LJTZISO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTZIOS,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X
LJTZSIO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
LJTZOIS,X,X,X,O,X,X,X,X,X,O,O,O,X,X,O,X
LJTZOSI,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X
LJTOISZ,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTOIZS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTOSIZ,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTOSZI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTOZIS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTOZSI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJITSZO,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJITSOZ,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LJITZSO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJITZOS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJITOSZ,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJITOZS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJISTZO,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X
LJISTOZ,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LJISZTO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJISZOT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJISOTZ,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
LJISOZT,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
LJIZTSO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIZTOS,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LJIZSTO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJIZSOT,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJIZOTS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJIZOST,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X
LJIOTSZ,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LJIOTZS,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
LJIOSTZ,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
LJIOSZT,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
LJIOZTS,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LJIOZST,O,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X
LJSTIZO,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X
LJSTIOZ,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LJSTZIO,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X
LJSTZOI,O,X,O,O,O,O,X,O,X,O,X,X,X,O,X,X
LJSTOIZ,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X
LJSTOZI,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X
LJSITZO,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X
LJSITOZ,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LJSIZTO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJSIZOT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJSIOTZ,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
LJSIOZT,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
LJSZTIO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJSZTOI,O,O,O,X,O,O,X,O,X,O,X,O,X,X,X,X
LJSZITO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJSZIOT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJSZOTI,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJSZOIT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJSOTIZ,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
LJSOTZI,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
LJSOITZ,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
LJSOIZT,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
LJSOZTI,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJSOZIT,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
LJZTISO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZTIOS,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
LJZTSIO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTSOI,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
LJZTOIS,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X
LJZTOSI,X,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X
LJZITSO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZITOS,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
LJZISTO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJZISOT,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJZIOTS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZIOST,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X
LJZSTIO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJZSTOI,O,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X
LJZSITO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJZSIOT,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJZSOTI,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJZSOIT,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJZOTIS,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O
LJZOTSI,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O
LJZOITS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZOIST,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LJZOSTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZOSIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJOTISZ,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LJOTIZS,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
LJOTSIZ,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LJOTSZI,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJOTZIS,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
LJOTZSI,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LJOITSZ,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LJOITZS,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
LJOISTZ,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
LJOISZT,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
LJOIZTS,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LJOIZST,O,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X
LJOSTIZ,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
LJOSTZI,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
LJOSITZ,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
LJOSIZT,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
LJOSZTI,O,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X
LJOSZIT,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
LJOZTIS,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O
LJOZTSI,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O
LJOZITS,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O
LJOZIST,O,X,X,X,X,X,O,O,X,X,X,O,O,X,X,O
LJOZSTI,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O
LJOZSIT,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O
LSTIJZO,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X
LSTIJOZ,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LSTIZJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
LSTIZOJ,O,O,O,X,O,O,X,O,X,O,X,X,X,O,X,X
LSTIOJZ,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
LSTIOZJ,O,O,O,X,O,X,X,O,X,O,X,X,O,O,X,X
LSTJIZO,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X
LSTJIOZ,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LSTJZIO,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X
LSTJZOI,O,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X
LSTJOIZ,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X
LSTJOZI,O,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X
LSTZIJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
LSTZIOJ,O,O,O,X,O,O,X,O,X,O,X,X,X,O,X,X
LSTZJIO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
LSTZJOI,O,O,O,X,X,O,X,O,X,X,O,X,X,O,X,X
LSTZOIJ,O,O,O,X,O,O,X,O,X,O,X,X,O,O,O,X
LSTZOJI,X,O,O,X,O,O,X,X,X,X,X,X,O,O,O,X
LSTOIJZ,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
LSTOIZJ,O,O,O,X,O,X,X,O,X,O,X,X,O,O,X,X
LSTOJIZ,O,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X
LSTOJZI,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
LSTOZIJ,O,O,O,X,O,X,X,O,X,O,X,X,O,O,X,X
LSTOZJI,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X
LSITJZO,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X
LSITJOZ,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LSITZJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
LSITZOJ,O,O,O,X,O,O,X,O,X,O,X,X,X,O,X,X
LSITOJZ,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
LSITOZJ,O,O,O,X,O,X,X,O,X,O,X,X,O,O,X,X
LSIJTZO,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X
LSIJTOZ,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LSIJZTO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LSIJZOT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LSIJOTZ,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
LSIJOZT,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
LSIZTJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
LSIZTOJ,O,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X
LSIZJTO,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
LSIZJOT,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X
LSIZOTJ,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X
LSIZOJT,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
LSIOTJZ,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
LSIOTZJ,O,O,O,X,O,X,X,O,X,O,X,X,O,O,X,X
LSIOJTZ,O,X,X,X,O,X,O,O,X,O,X,X,O,X,X,X
LSIOJZT,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X
LSIOZTJ,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X
LSIOZJT,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
LSJTIZO,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X
LSJTIOZ,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LSJTZIO,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X
LSJTZOI,O,X,O,O,O,O,X,O,X,O,X,X,X,O,X,X
LSJTOIZ,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X
LSJTOZI,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X
LSJITZO,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X
LSJITOZ,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
LSJIZTO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LSJIZOT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LSJIOTZ,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
LSJIOZT,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
LSJZTIO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LSJZTOI,O,O,O,X,O,O,X,O,X,O,X,O,X,X,X,X
LSJZITO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LSJZIOT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LSJZOTI,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LSJZOIT,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LSJOTIZ,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
LSJOTZI,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
LSJOITZ,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
LSJOIZT,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
LSJOZTI,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LSJOZIT,O,O,O,X,O,O,X,O,X,O,X,X,O,X,X,X
LSZTIJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
LSZTIOJ,O,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X
LSZTJIO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
LSZTJOI,O,O,O,X,X,O,X,O,X,X,O,X,X,O,X,X
LSZTOIJ,O,O,O,X,O,O,X,O,X,X,X,X,O,O,O,X
LSZTOJI,X,O,O,X,O,O,X,X,X,X,X,X,O,O,O,X
LSZITJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
LSZITOJ,O,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X
LSZIJTO,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
LSZIJOT,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X
LSZIOTJ,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X
LSZIOJT,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X
LSZJTIO,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
LSZJTOI,X,O,O,X,O,O,X,O,O,X,O,X,X,X,X,X
LSZJITO,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
LSZJIOT,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X
LSZJOTI,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X
LSZJOIT,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X
LSZOTIJ,O,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X
LSZOTJI,O,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X
LSZOITJ,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X
LSZOIJT,O,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X
LSZOJTI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X
LSZOJIT,O,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X
LSOTIJZ,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
LSOTIZJ,O,O,O,X,O,X,X,O,X,O,X,X,O,O,X,X
LSOTJIZ,O,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X
LSOTJZI,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
LSOTZIJ,O,O,O,X,O,X,X,O,X,O,X,X,O,O,X,X
