sequence,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8Jez7IvhFRdBSjB?UgB3hBmnBlrB,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8JefBJvhF6hBxdB?UgBTiBOoBlrB,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8JefBJvhFxcBTeB?UgBCiBmnBlrB,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8JeSAJvhFxcBTeB?lhBfoBmlB8rB,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8Jez7IvhFuhBUgB?xiB/rBisBFtB,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8Jez7IvhFCdBUgB?xiBOoB/rBFsB,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8JeWBJvhFxcBTeB?UgBymBfoBlrB,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8JeSAJvhFlcBTeB?xlBmnBcnB/rB,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8JefBJvhFxcBUgB?zhBCjBOoBlrB,v115@zgC8GeA8IeB8GeE8CeA8AeF8AeD8JeT+IvhFFgBfoB?RmBmmBUmBCsB
JOTZSIL,O,O,O,X,X,X,X,X,X,X
JOTZSLI,O,O,O,X,X,X,X,X,X,X
JOITLSZ,X,O,O,X,X,X,X,O,X,X
JOITLZS,X,O,O,X,X,X,X,O,X,X
JOITSLZ,X,O,O,X,X,X,X,O,X,X
JOITSZL,X,O,O,X,X,X,X,O,X,X
JOITZLS,X,O,O,X,X,X,X,O,X,X
JOITZSL,X,O,O,X,X,X,X,O,X,X
JOILTSZ,X,O,X,X,X,X,X,O,X,X
JOILTZS,X,O,X,X,X,X,X,O,X,X
JOILSTZ,X,X,X,X,X,X,X,O,X,X
JOILSZT,X,X,X,X,X,X,X,O,X,X
JOILZTS,X,O,X,X,X,X,X,O,X,X
JOILZST,X,O,O,X,X,X,X,O,X,X
JOISTLZ,X,O,X,X,X,X,X,O,X,X
JOISTZL,X,O,X,X,X,X,X,O,X,X
JOISLTZ,X,X,X,X,X,X,X,O,X,X
JOISLZT,X,X,X,X,X,X,X,O,X,X
JOISZTL,X,O,X,X,X,X,X,O,X,X
JOISZLT,X,O,X,X,X,X,X,O,X,X
JOIZTLS,X,O,O,X,X,X,X,O,X,X
JOIZTSL,X,O,O,X,X,X,X,O,X,X
JOIZLTS,X,O,X,X,X,X,X,O,X,X
JOIZLST,X,O,O,X,X,X,X,O,X,X
JOIZSTL,X,O,O,X,X,X,X,O,X,X
JOIZSLT,X,O,O,X,X,X,X,O,X,X
JOLTISZ,O,O,O,X,X,X,X,O,X,X
JOLTIZS,O,O,O,X,X,X,X,O,X,X
JOLTSIZ,O,O,O,X,X,X,X,X,X,X
JOLTSZI,O,O,O,X,X,X,X,X,X,X
JOLTZIS,O,O,O,X,X,X,X,X,X,X
JOLTZSI,O,O,O,X,X,X,X,X,X,X
JOLITSZ,O,O,X,X,X,X,X,O,X,X
JOLITZS,O,O,X,X,X,X,X,O,X,X
JOLISTZ,O,X,X,X,X,X,X,O,X,X
JOLISZT,O,X,X,X,X,X,X,O,X,X
JOLIZTS,O,O,X,X,X,X,X,O,X,X
JOLIZST,O,O,O,X,X,X,X,O,X,X
JOLSTIZ,O,X,X,O,X,X,X,X,X,X
JOLSTZI,X,X,X,O,X,X,X,X,X,X
JOLSITZ,O,X,X,O,X,X,X,O,X,X
JOLSIZT,O,X,X,O,X,X,X,O,X,X
JOLSZTI,O,X,O,O,X,X,X,X,X,X
JOLSZIT,O,X,O,O,X,X,X,X,X,X
JOLZTIS,O,O,O,O,X,X,X,X,X,X
JOLZTSI,O,O,O,O,X,X,X,X,X,X
JOLZITS,O,O,X,X,X,X,X,O,X,X
JOLZIST,O,O,O,X,X,X,X,O,X,X
JOLZSTI,O,O,O,O,X,X,X,X,X,X
JOLZSIT,O,O,O,O,X,X,X,X,X,X
JOSTILZ,O,O,O,O,X,X,X,X,X,X
JOSTIZL,X,O,O,X,X,X,X,X,X,X
JOSTLIZ,O,O,O,O,X,X,X,X,X,X
JOSTLZI,X,O,O,O,X,X,X,X,X,X
JOSTZIL,X,O,O,O,X,X,X,X,X,X
JOSTZLI,X,O,O,O,X,X,X,X,X,X
JOSITLZ,O,O,X,O,X,X,X,O,X,X
JOSITZL,X,O,X,X,X,X,X,O,X,X
JOSILTZ,O,X,X,O,X,X,X,O,X,X
JOSILZT,O,X,X,O,X,X,X,O,X,X
JOSIZTL,O,O,X,O,X,X,X,O,X,X
JOSIZLT,O,O,X,O,X,X,X,O,X,X
JOSLTIZ,O,X,X,O,X,X,X,X,X,X
JOSLTZI,X,X,X,O,X,X,X,X,X,X
JOSLITZ,O,X,X,O,X,X,X,O,X,X
JOSLIZT,O,X,X,O,X,X,X,O,X,X
JOSLZTI,O,X,O,O,X,X,X,X,X,X
JOSLZIT,O,X,O,O,X,X,X,X,X,X
JOSZTIL,O,O,O,O,X,X,X,X,X,X
JOSZTLI,O,O,O,O,X,X,X,X,X,X
JOSZITL,O,O,O,O,X,X,X,X,X,X
JOSZILT,O,O,O,O,X,X,X,X,X,X
JOSZLTI,O,O,O,O,X,X,X,X,X,X
JOSZLIT,O,O,O,O,X,X,X,X,X,X
JOZTILS,O,O,O,O,X,X,X,X,X,X
JOZTISL,X,O,O,O,X,X,X,X,X,X
JOZTLIS,O,O,O,O,X,X,X,X,X,X
JOZTLSI,O,O,O,O,X,X,X,X,X,X
JOZTSIL,O,O,O,O,X,X,X,X,X,X
JOZTSLI,O,O,O,O,X,X,X,X,X,X
JOZITLS,X,O,O,X,X,X,X,O,X,X
JOZITSL,X,O,O,X,X,X,X,O,X,X
JOZILTS,O,O,X,X,X,X,X,O,X,X
JOZILST,O,O,O,X,X,X,X,O,X,X
JOZISTL,X,O,O,X,X,X,X,O,X,X
JOZISLT,X,O,O,X,X,X,X,O,X,X
JOZLTIS,O,O,O,O,X,X,X,X,X,X
JOZLTSI,O,O,O,O,X,X,X,X,X,X
JOZLITS,O,O,X,X,X,X,X,O,X,X
JOZLIST,O,O,O,X,X,X,X,O,X,X
JOZLSTI,O,O,O,O,X,X,X,X,X,X
JOZLSIT,O,O,O,O,X,X,X,X,X,X
JOZSTIL,O,O,O,O,X,X,X,X,X,X
JOZSTLI,O,O,O,O,X,X,X,X,X,X
JOZSITL,O,O,O,O,X,X,X,X,X,X
JOZSILT,O,O,O,O,X,X,X,X,X,X
JOZSLTI,O,O,O,O,X,X,X,X,X,X
JOZSLIT,O,O,O,O,X,X,X,X,X,X
STILJZO,O,O,O,X,X,O,O,X,X,X
STILJOZ,O,O,O,X,X,X,O,X,X,O
STILZJO,O,X,O,X,X,O,O,X,X,X
STILZOJ,O,X,O,X,X,O,O,X,X,X
STILOJZ,O,O,O,O,X,X,O,X,X,O
STILOZJ,O,O,O,O,X,O,O,X,X,X
STIJLZO,O,O,O,X,X,O,O,X,X,X
STIJLOZ,O,O,O,O,X,X,O,X,X,O
STIJZLO,O,O,O,X,X,O,X,X,X,X
STIJZOL,O,X,O,X,O,O,X,X,X,O
STIJOLZ,O,O,O,O,X,X,O,X,X,O
STIJOZL,O,O,O,X,X,X,X,X,X,O
STIZLJO,O,X,O,X,X,O,O,X,X,X
STIZLOJ,O,X,O,X,X,O,O,X,X,X
STIZJLO,O,X,O,X,X,O,O,X,X,X
STIZJOL,O,X,O,X,O,O,O,X,X,O
STIZOLJ,O,X,O,X,X,O,O,X,X,X
STIZOJL,O,X,O,X,O,O,O,X,X,O
STIOLJZ,O,O,O,O,X,X,O,X,X,O
STIOLZJ,O,O,O,O,X,O,O,X,X,X
STIOJLZ,O,O,O,O,X,X,O,X,X,O
STIOJZL,O,O,O,X,X,X,X,X,X,O
STIOZLJ,O,O,O,X,X,O,O,X,X,X
STIOZJL,O,X,O,X,X,O,O,X,X,O
STLIJZO,O,O,O,X,O,O,O,X,X,X
STLIJOZ,O,O,O,X,X,X,O,X,X,O
STLIZJO,O,X,O,X,O,O,O,X,X,X
STLIZOJ,O,X,O,X,O,O,O,X,X,X
STLIOJZ,O,O,O,O,X,X,O,X,X,O
STLIOZJ,O,O,O,O,X,O,O,X,X,X
STLJIZO,O,O,O,X,O,O,O,X,X,X
STLJIOZ,O,O,O,O,X,X,O,X,X,X
STLJZIO,O,O,O,O,O,O,O,X,X,X
STLJZOI,O,O,O,O,O,O,O,X,X,X
STLJOIZ,O,O,O,O,X,X,O,X,X,X
STLJOZI,O,O,O,O,X,X,O,X,X,X
STLZIJO,O,X,O,O,O,O,O,X,X,X
STLZIOJ,O,X,O,O,O,O,O,X,O,X
STLZJIO,O,O,O,O,O,O,O,X,X,X
STLZJOI,O,O,O,O,O,O,O,X,O,X
STLZOIJ,O,O,O,O,O,O,O,X,O,X
STLZOJI,O,O,O,O,O,O,O,X,O,X
STLOIJZ,O,O,O,O,X,X,O,X,X,O
STLOIZJ,O,O,O,O,X,O,O,X,X,X
STLOJIZ,O,O,O,O,X,X,O,X,X,X
STLOJZI,O,O,O,O,X,X,O,X,X,X
STLOZIJ,O,O,O,O,X,O,O,X,O,X
STLOZJI,O,O,O,O,X,O,O,X,O,X
STJILZO,O,O,O,X,X,O,O,X,X,X
STJILOZ,O,O,O,O,X,X,O,X,X,O
STJIZLO,O,O,O,X,X,O,X,X,X,X
STJIZOL,O,O,O,X,O,O,X,X,X,O
STJIOLZ,O,O,O,O,X,X,O,X,X,O
STJIOZL,O,O,O,X,X,X,X,X,X,O
STJLIZO,O,O,O,X,O,O,O,X,X,X
STJLIOZ,O,O,O,O,X,X,O,X,X,X
STJLZIO,O,O,O,O,O,O,O,X,X,X
STJLZOI,O,O,O,O,O,O,O,X,X,X
STJLOIZ,O,O,O,O,X,X,O,X,X,X
STJLOZI,O,O,O,O,X,X,O,X,X,X
STJZILO,O,O,O,O,X,O,O,X,X,X
STJZIOL,O,O,O,O,O,O,O,X,X,X
STJZLIO,O,O,O,O,O,O,O,X,X,X
STJZLOI,O,O,O,O,O,O,O,X,X,X
STJZOIL,O,O,O,O,O,O,O,X,X,X
STJZOLI,O,O,O,O,O,O,O,X,X,X
STJOILZ,O,O,O,O,X,X,O,X,X,O
STJOIZL,O,O,O,X,X,X,X,X,X,O
STJOLIZ,O,O,O,O,X,X,O,X,X,X
STJOLZI,O,O,O,O,X,X,O,X,X,X
STJOZIL,O,O,O,O,X,X,O,X,X,X
STJOZLI,O,O,O,O,X,X,O,X,X,X
STZILJO,O,O,O,O,X,O,O,X,X,X
STZILOJ,O,O,O,O,X,O,O,X,O,X
STZIJLO,O,O,O,O,X,O,O,X,X,X
STZIJOL,O,O,O,O,O,O,O,X,X,O
STZIOLJ,O,O,O,O,X,O,O,X,O,X
STZIOJL,O,O,O,O,O,O,O,X,O,O
STZLIJO,O,O,O,O,O,O,O,X,X,X
STZLIOJ,O,O,O,O,O,O,O,X,O,X
STZLJIO,O,O,O,O,O,O,O,X,X,X
STZLJOI,O,O,O,O,O,O,O,X,O,X
STZLOIJ,O,O,O,O,O,O,O,X,O,X
STZLOJI,O,O,O,O,O,O,O,X,O,X
STZJILO,O,O,O,O,X,O,O,X,X,X
STZJIOL,O,O,O,O,O,O,O,X,X,X
STZJLIO,O,O,O,O,O,O,O,X,X,X
STZJLOI,O,O,O,O,O,O,O,X,O,X
STZJOIL,O,O,O,O,O,O,O,X,O,X
STZJOLI,O,O,O,O,O,O,O,X,O,X
STZOILJ,O,O,O,O,X,O,O,X,O,X
STZOIJL,O,O,O,O,O,O,O,X,O,O
STZOLIJ,O,O,O,O,O,O,O,X,O,X
STZOLJI,O,O,O,O,O,O,O,X,O,X
STZOJIL,O,O,O,O,O,O,O,X,O,X
STZOJLI,O,O,O,O,O,O,O,X,O,X
STOILJZ,O,O,O,O,X,X,O,X,X,O
STOILZJ,O,O,O,O,X,O,O,X,X,X
STOIJLZ,O,O,O,O,X,X,O,X,X,O
STOIJZL,O,O,O,X,X,X,X,X,X,O
STOIZLJ,O,O,O,X,X,O,O,X,X,X
STOIZJL,O,O,O,X,X,O,O,X,X,O
STOLIJZ,O,O,O,O,X,X,O,X,X,O
STOLIZJ,O,O,O,O,X,O,O,X,X,X
STOLJIZ,O,O,O,O,X,X,O,X,X,X
STOLJZI,O,O,O,O,X,X,O,X,X,X
STOLZIJ,O,O,O,O,X,O,O,X,O,X
STOLZJI,O,O,O,O,X,O,O,X,O,X
STOJILZ,O,O,O,O,X,X,O,X,X,O
STOJIZL,O,O,O,X,X,X,X,X,X,O
STOJLIZ,O,O,O,O,X,X,O,X,X,X
STOJLZI,O,O,O,O,X,X,O,X,X,X
STOJZIL,O,O,O,O,X,X,O,X,X,X
STOJZLI,O,O,O,O,X,X,O,X,X,X
STOZILJ,O,O,O,O,X,O,O,X,O,X
STOZIJL,O,O,O,O,X,O,O,X,O,O
STOZLIJ,O,O,O,O,X,O,O,X,O,X
STOZLJI,O,O,O,O,X,O,O,X,O,X
STOZJIL,O,O,O,O,X,O,O,X,O,X
STOZJLI,O,O,O,O,X,O,O,X,O,X
SITLJZO,X,X,X,X,X,O,O,X,X,X
SITLJOZ,X,X,X,X,X,X,O,X,X,O
SITLZJO,X,X,X,X,X,O,O,X,X,X
SITLZOJ,X,X,X,X,X,O,O,X,X,X
SITLOJZ,X,X,X,O,X,X,O,X,X,O
SITLOZJ,X,X,X,O,X,O,O,X,X,X
SITJLZO,X,X,X,X,X,O,O,X,X,X
SITJLOZ,X,X,X,O,X,X,O,X,X,O
SITJZLO,X,X,X,X,X,O,X,X,X,X
SITJZOL,X,X,X,X,O,O,X,X,X,O
SITJOLZ,X,X,X,O,X,X,O,X,X,O
SITJOZL,X,X,X,X,X,X,X,X,X,O
SITZLJO,X,X,X,X,X,O,O,X,X,X
SITZLOJ,X,X,X,X,X,O,O,X,X,X
SITZJLO,X,X,X,X,X,O,O,X,X,X
SITZJOL,X,X,X,X,O,O,O,X,X,O
SITZOLJ,X,X,X,X,X,O,O,X,X,X
SITZOJL,X,X,X,X,O,O,O,X,X,O
SITOLJZ,X,X,X,O,X,X,O,X,X,O
SITOLZJ,X,X,X,O,X,O,O,X,X,X
SITOJLZ,X,X,X,O,X,X,O,X,X,O
SITOJZL,X,X,X,X,X,X,X,X,X,O
SITOZLJ,X,X,X,X,X,O,O,X,X,X
SITOZJL,X,X,X,X,X,O,O,X,X,O
SILTJZO,X,X,X,X,O,X,X,X,X,X
SILTJOZ,X,X,X,X,X,X,X,X,X,X
SILTZJO,X,X,X,X,O,X,X,X,X,X
SILTZOJ,X,X,X,X,O,O,X,X,X,X
SILTOJZ,X,X,X,O,X,X,X,X,X,X
SILTOZJ,X,X,X,O,X,X,X,X,X,X
SILJTZO,X,X,X,X,O,X,X,O,X,X
SILJTOZ,X,X,X,O,X,X,X,O,X,X
SILJZTO,X,X,X,O,O,X,X,O,X,X
SILJZOT,X,X,X,O,O,O,X,O,X,X
SILJOTZ,X,X,X,O,X,X,X,O,X,X
SILJOZT,X,X,X,O,O,X,X,O,X,X
SILZTJO,X,X,X,O,O,X,X,X,X,X
SILZTOJ,X,X,X,O,O,O,X,X,X,X
SILZJTO,X,X,X,O,O,X,X,X,X,X
SILZJOT,X,X,X,O,O,O,X,X,X,X
SILZOTJ,X,X,X,O,O,O,X,X,X,X
SILZOJT,X,X,X,O,O,O,X,X,X,X
SILOTJZ,X,X,X,O,X,X,X,X,X,X
SILOTZJ,X,X,X,O,X,X,X,X,X,X
SILOJTZ,X,X,X,O,X,X,X,O,X,X
SILOJZT,X,X,X,O,O,X,X,O,X,X
SILOZTJ,X,X,X,O,O,O,X,X,X,X
SILOZJT,X,X,X,O,O,O,X,X,X,X
SIJTLZO,X,X,X,X,X,X,X,O,X,X
SIJTLOZ,X,X,X,O,X,X,X,O,X,X
SIJTZLO,X,X,X,X,X,X,X,O,X,X
SIJTZOL,X,X,X,X,O,X,X,O,X,X
SIJTOLZ,X,X,X,O,X,X,X,O,X,X
SIJTOZL,X,X,X,X,X,X,X,O,X,X
SIJLTZO,X,X,X,X,O,X,X,O,X,X
SIJLTOZ,X,X,X,O,X,X,X,O,X,X
SIJLZTO,X,X,X,O,O,X,X,O,X,X
SIJLZOT,X,X,X,O,O,O,X,O,X,X
SIJLOTZ,X,X,X,O,X,X,X,O,X,X
SIJLOZT,X,X,X,O,O,X,X,O,X,X
SIJZTLO,X,X,X,O,X,X,X,O,X,X
SIJZTOL,X,X,X,O,O,X,X,O,X,X
SIJZLTO,X,X,X,O,O,X,X,O,X,X
SIJZLOT,X,X,X,O,O,O,X,O,X,X
SIJZOTL,X,X,X,O,O,X,X,O,X,X
SIJZOLT,X,X,X,O,O,O,X,O,X,X
SIJOTLZ,X,X,X,O,X,X,X,O,X,X
SIJOTZL,X,X,X,X,X,X,X,O,X,X
SIJOLTZ,X,X,X,O,X,X,X,O,X,X
SIJOLZT,X,X,X,O,X,X,X,O,X,X
SIJOZTL,X,X,X,O,O,X,X,O,X,X
SIJOZLT,X,X,X,O,O,X,X,O,X,X
SIZTLJO,X,X,X,O,X,O,O,X,X,X
SIZTLOJ,X,X,X,O,X,O,O,X,X,X
SIZTJLO,X,X,X,O,X,O,O,X,X,X
SIZTJOL,X,X,X,O,O,O,O,X,X,X
SIZTOLJ,X,X,X,O,X,O,O,X,X,X
SIZTOJL,X,X,X,O,O,O,O,X,X,X
SIZLTJO,X,X,X,O,O,X,X,X,X,X
SIZLTOJ,X,X,X,O,O,O,X,X,X,X
SIZLJTO,X,X,X,O,O,X,X,X,X,X
SIZLJOT,X,X,X,O,O,O,X,X,X,X
SIZLOTJ,X,X,X,O,O,O,X,X,X,X
SIZLOJT,X,X,X,O,O,O,X,X,X,X
SIZJTLO,X,X,X,O,X,X,X,X,X,X
SIZJTOL,X,X,X,O,O,X,X,X,X,X
SIZJLTO,X,X,X,O,O,X,X,X,X,X
SIZJLOT,X,X,X,O,O,O,X,X,X,X
SIZJOTL,X,X,X,O,O,X,X,X,X,X
SIZJOLT,X,X,X,O,O,O,X,X,X,X
SIZOTLJ,X,X,X,O,X,O,O,X,X,X
SIZOTJL,X,X,X,O,O,O,O,X,X,X
SIZOLTJ,X,X,X,O,O,O,X,X,X,X
SIZOLJT,X,X,X,O,O,O,X,X,X,X
SIZOJTL,X,X,X,O,O,X,X,X,X,X
SIZOJLT,X,X,X,O,O,O,X,X,X,X
SIOTLJZ,X,X,X,O,X,X,O,X,X,O
SIOTLZJ,X,X,X,O,X,X,O,X,X,X
SIOTJLZ,X,X,X,O,X,X,O,X,X,O
SIOTJZL,X,X,X,X,X,X,X,X,X,O
SIOTZLJ,X,X,X,X,X,X,O,X,X,X
SIOTZJL,X,X,X,X,X,X,O,X,X,O
SIOLTJZ,X,X,X,O,X,X,X,X,X,X
SIOLTZJ,X,X,X,O,X,X,X,X,X,X
SIOLJTZ,X,X,X,O,X,X,X,O,X,X
SIOLJZT,X,X,X,O,X,X,X,O,X,X
SIOLZTJ,X,X,X,O,X,O,X,X,X,X
SIOLZJT,X,X,X,O,X,O,X,X,X,X
SIOJTLZ,X,X,X,O,X,X,X,O,X,X
SIOJTZL,X,X,X,X,X,X,X,O,X,X
SIOJLTZ,X,X,X,O,X,X,X,O,X,X
SIOJLZT,X,X,X,O,X,X,X,O,X,X
SIOJZTL,X,X,X,O,O,X,X,O,X,X
SIOJZLT,X,X,X,O,O,X,X,O,X,X
SIOZTLJ,X,X,X,O,X,O,O,X,X,X
SIOZTJL,X,X,X,O,O,X,O,X,X,X
SIOZLTJ,X,X,X,O,X,O,X,X,X,X
SIOZLJT,X,X,X,O,O,O,X,X,X,X
SIOZJTL,X,X,X,O,O,X,X,X,X,X
SIOZJLT,X,X,X,O,O,O,X,X,X,X
SLTIJZO,O,X,X,X,O,O,O,X,X,X
SLTIJOZ,O,X,X,X,X,X,O,X,X,O
SLTIZJO,O,X,X,X,O,O,O,X,X,X
SLTIZOJ,O,X,X,X,O,O,O,X,X,X
SLTIOJZ,O,X,X,O,X,X,O,X,X,O
SLTIOZJ,O,X,X,O,X,O,O,X,X,X
SLTJIZO,O,X,X,X,O,O,O,X,X,X
SLTJIOZ,O,X,X,O,X,X,O,X,X,X
SLTJZIO,O,X,X,O,O,O,O,X,X,X
SLTJZOI,O,X,X,O,O,O,O,X,X,X
SLTJOIZ,O,X,X,O,X,X,O,X,X,X
SLTJOZI,O,X,X,O,X,X,O,X,X,X
SLTZIJO,O,X,X,O,O,O,O,X,X,X
SLTZIOJ,O,X,X,O,O,O,O,X,O,X
SLTZJIO,O,X,X,O,O,O,O,X,X,X
SLTZJOI,O,X,X,O,O,O,O,X,O,X
SLTZOIJ,O,X,X,O,O,O,O,X,O,X
SLTZOJI,O,X,X,O,O,O,O,X,O,X
SLTOIJZ,O,X,X,O,X,X,O,X,X,O
SLTOIZJ,O,X,X,O,X,O,O,X,X,X
SLTOJIZ,O,X,X,O,X,X,O,X,X,X
SLTOJZI,X,X,X,O,X,X,O,X,X,X
SLTOZIJ,O,X,X,O,X,O,O,X,O,X
SLTOZJI,O,X,X,O,X,O,O,X,O,X
SLITJZO,O,X,X,X,O,X,X,X,X,X
SLITJOZ,O,X,X,X,X,X,X,X,X,X
SLITZJO,O,X,X,X,O,X,X,X,X,X
SLITZOJ,O,X,X,X,O,O,X,X,X,X
SLITOJZ,O,X,X,O,X,X,X,X,X,X
SLITOZJ,O,X,X,O,X,X,X,X,X,X
SLIJTZO,O,X,X,X,O,X,X,O,X,X
SLIJTOZ,O,X,X,O,X,X,X,O,X,X
SLIJZTO,O,X,X,O,O,X,X,O,X,X
SLIJZOT,O,X,X,O,O,O,X,O,X,X
SLIJOTZ,O,X,X,O,X,X,X,O,X,X
SLIJOZT,O,X,X,O,O,X,X,O,X,X
SLIZTJO,O,X,X,O,O,X,X,X,X,X
SLIZTOJ,O,X,X,O,O,O,X,X,X,X
SLIZJTO,O,X,X,O,O,X,X,X,X,X
SLIZJOT,O,X,X,O,O,O,X,X,X,X
SLIZOTJ,O,X,X,O,O,O,X,X,X,X
SLIZOJT,O,X,X,O,O,O,X,X,X,X
SLIOTJZ,X,X,X,O,X,X,X,X,X,X
SLIOTZJ,X,X,X,O,X,X,X,X,X,X
SLIOJTZ,X,X,X,O,X,X,X,O,X,X
SLIOJZT,X,X,X,O,O,X,X,O,X,X
SLIOZTJ,X,X,X,O,O,O,X,X,X,X
SLIOZJT,X,X,X,O,O,O,X,X,X,X
SLJTIZO,O,X,X,X,O,X,X,X,X,X
SLJTIOZ,O,X,X,O,X,X,X,X,X,X
SLJTZIO,O,X,X,O,O,X,X,X,X,X
SLJTZOI,O,X,X,O,O,X,X,X,X,X
SLJTOIZ,O,X,X,O,X,X,X,X,X,X
SLJTOZI,O,X,X,O,X,X,X,X,X,X
SLJITZO,O,X,X,X,O,X,X,O,X,X
SLJITOZ,O,X,X,O,X,X,X,O,X,X
SLJIZTO,O,X,X,O,O,X,X,O,X,X
SLJIZOT,O,X,X,O,O,X,X,O,X,X
SLJIOTZ,O,X,X,O,X,X,X,O,X,X
SLJIOZT,O,X,X,O,O,X,X,O,X,X
SLJZTIO,O,X,X,O,O,X,X,X,X,X
SLJZTOI,O,X,X,O,O,X,X,X,X,X
SLJZITO,O,X,X,O,O,X,X,X,X,X
SLJZIOT,O,X,X,O,O,X,X,X,X,X
SLJZOTI,O,X,X,O,O,X,X,X,X,X
SLJZOIT,O,X,X,O,O,X,X,X,X,X
SLJOTIZ,O,X,X,O,X,X,X,X,X,X
SLJOTZI,X,X,X,O,X,X,X,X,X,X
SLJOITZ,O,X,X,O,X,X,X,O,X,X
SLJOIZT,O,X,X,O,O,X,X,O,X,X
SLJOZTI,O,X,X,O,O,X,X,X,X,X
SLJOZIT,O,X,X,O,O,X,X,X,X,X
SLZTIJO,O,X,X,O,O,O,O,X,X,X
SLZTIOJ,O,X,X,O,O,O,O,X,O,X
SLZTJIO,O,X,X,O,O,O,O,X,X,X
SLZTJOI,O,X,X,O,O,O,O,X,O,X
SLZTOIJ,O,X,X,O,O,O,O,X,O,X
SLZTOJI,O,X,X,O,O,O,O,X,O,X
SLZITJO,O,X,X,O,O,X,X,X,X,X
SLZITOJ,O,X,X,O,O,O,X,X,O,X
SLZIJTO,O,X,X,O,O,X,X,X,X,X
SLZIJOT,O,X,X,O,O,O,X,X,X,X
SLZIOTJ,O,X,X,O,O,O,X,X,X,X
SLZIOJT,O,X,X,O,O,O,X,X,X,X
SLZJTIO,O,X,X,O,O,X,X,X,X,X
SLZJTOI,O,X,X,O,O,X,X,X,O,X
SLZJITO,O,X,X,O,O,X,X,X,X,X
SLZJIOT,O,X,X,O,O,X,X,X,X,X
SLZJOTI,O,X,X,O,O,X,X,X,X,X
SLZJOIT,O,X,X,O,O,X,X,X,X,X
SLZOTIJ,O,X,X,O,O,O,O,X,O,X
SLZOTJI,O,X,X,O,O,O,O,X,O,X
SLZOITJ,O,X,X,O,O,O,X,X,X,X
SLZOIJT,O,X,X,O,O,O,X,X,X,X
SLZOJTI,X,X,X,O,O,X,X,X,X,X
SLZOJIT,O,X,X,O,O,X,X,X,X,X
SLOTIJZ,X,X,X,O,X,X,O,X,X,O
SLOTIZJ,X,X,X,O,X,X,O,X,X,X
SLOTJIZ,X,X,X,O,X,X,O,X,X,X
SLOTJZI,X,X,X,O,X,X,O,X,X,X
SLOTZIJ,X,X,X,O,X,X,O,X,X,X
SLOTZJI,X,X,X,O,X,X,O,X,X,X
SLOITJZ,X,X,X,O,X,X,X,X,X,X
SLOITZJ,X,X,X,O,X,X,X,X,X,X
SLOIJTZ,X,X,X,O,X,X,X,O,X,X
SLOIJZT,X,X,X,O,O,X,X,O,X,X
SLOIZTJ,X,X,X,O,O,X,X,X,X,X
SLOIZJT,X,X,X,O,O,X,X,X,X,X
SLOJTIZ,X,X,X,O,X,X,X,X,X,X
SLOJTZI,X,X,X,O,X,X,X,X,X,X
SLOJITZ,X,X,X,O,X,X,X,O,X,X
SLOJIZT,X,X,X,O,O,X,X,O,X,X
SLOJZTI,X,X,X,O,O,X,X,X,X,X
SLOJZIT,X,X,X,O,O,X,X,X,X,X
SLOZTIJ,X,X,X,O,O,X,O,X,X,X
SLOZTJI,X,X,X,O,O,X,O,X,X,X
SLOZITJ,X,X,X,O,O,X,X,X,X,X
SLOZIJT,X,X,X,O,O,X,X,X,X,X
SLOZJTI,X,X,X,O,O,X,X,X,X,X
SLOZJIT,X,X,X,O,O,X,X,X,X,X
SJTILZO,O,O,O,X,X,O,O,X,X,X
SJTILOZ,O,O,O,O,X,X,O,X,X,O
SJTIZLO,O,O,O,X,X,O,X,X,X,X
SJTIZOL,O,O,O,X,O,O,X,X,X,O
SJTIOLZ,O,O,O,O,X,X,O,X,X,O
SJTIOZL,O,O,O,X,X,X,X,X,X,O
SJTLIZO,O,O,O,X,O,O,O,X,X,X
SJTLIOZ,O,O,O,O,X,X,O,X,X,X
SJTLZIO,O,O,O,O,O,O,O,X,X,X
SJTLZOI,O,O,O,O,O,O,O,X,X,X
SJTLOIZ,O,O,O,O,X,X,O,X,X,X
SJTLOZI,O,O,O,O,X,X,O,X,X,X
SJTZILO,O,O,O,O,X,O,O,X,X,X
SJTZIOL,O,O,O,O,O,O,O,X,X,X
SJTZLIO,O,O,O,O,O,O,O,X,X,X
SJTZLOI,O,O,O,O,O,O,O,X,X,X
SJTZOIL,O,O,O,O,O,O,O,X,X,X
SJTZOLI,O,O,O,O,O,O,O,X,X,X
SJTOILZ,O,O,O,O,X,X,O,X,X,O
SJTOIZL,O,O,O,X,X,X,X,X,X,O
SJTOLIZ,O,O,O,O,X,X,O,X,X,X
SJTOLZI,O,O,O,O,X,X,O,X,X,X
SJTOZIL,O,O,O,O,X,X,O,X,X,X
SJTOZLI,O,O,O,O,X,X,O,X,X,X
