sequence,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex7IvhF6iBTeB?XgBlhBcqBerB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex8IvhFTeBGiB?FlBXmBiqB0qB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Je08IvhFxdBCjB?FlBXmBmqBTqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8JeT+IvhFXgBxhB?GiBFmB0qBiqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Je/AJvhFRcBGeB?ThBliBUlByvB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex8IvhFTeBlgB?GiBaqBXmB0qB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Je07IvhFxcBTeB?VlBGiBiqBXrB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex8IvhFTeBGiB?UlBFmBKqBfrB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Je6CJvhFTeBlhB?RlBOqBXmB0qB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex9IvhF0gBlhB?CjBXgBOrBTqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Je6CJvhFTeBRhB?UlBFmBOqBXrB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex7IvhF6iBTeB?lgB3hBmqBUqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8JeT7IvhFXhBxiB?lhBCjBmqBUqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8JeT+IvhFXgBZmB?CiBGiBcqBlqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex7IvhF6iBTeB?fmBlhBUlB2vB
LTZSIJO,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O
LTZSIOJ,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O
LTZSJIO,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O
LTZSJOI,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O
LTZSOIJ,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O
LTZSOJI,O,X,O,X,O,X,O,X,X,X,O,X,X,X,O
LTZOIJS,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X
LTZOISJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X
LTZOJIS,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
LTZOJSI,O,X,X,X,O,O,O,O,X,O,O,X,X,X,X
LTZOSIJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,O
LTZOSJI,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O
LTOIJSZ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LTOIJZS,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X
LTOISJZ,O,X,O,O,X,X,O,X,O,X,X,X,X,O,X
LTOISZJ,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X
LTOIZJS,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X
LTOIZSJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X
LTOJISZ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LTOJIZS,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X
LTOJSIZ,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
LTOJSZI,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X
LTOJZIS,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
LTOJZSI,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X
LTOSIJZ,O,X,O,X,X,O,O,X,O,X,X,O,X,O,X
LTOSIZJ,O,X,O,X,X,X,O,X,X,O,X,O,X,O,X
LTOSJIZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LTOSJZI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
LTOSZIJ,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X
LTOSZJI,O,X,O,X,O,O,O,X,X,O,O,O,X,X,X
LTOZIJS,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X
LTOZISJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X
LTOZJIS,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
LTOZJSI,O,X,X,X,O,O,O,O,X,O,O,X,X,X,X
LTOZSIJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,O
LTOZSJI,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O
LITJSZO,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LITJSOZ,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LITJZSO,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LITJZOS,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
LITJOSZ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LITJOZS,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X
LITSJZO,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LITSJOZ,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LITSZJO,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LITSZOJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LITSOJZ,O,X,O,O,X,X,O,X,O,X,X,X,X,O,X
LITSOZJ,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X
LITZJSO,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
LITZJOS,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X
LITZSJO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LITZSOJ,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
LITZOJS,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X
LITZOSJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X
LITOJSZ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LITOJZS,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X
LITOSJZ,O,X,O,O,X,X,O,X,O,X,X,X,X,O,X
LITOSZJ,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X
LITOZJS,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X
LITOZSJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X
LIJTSZO,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LIJTSOZ,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X
LIJTZSO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJTZOS,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LIJTOSZ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LIJTOZS,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LIJSTZO,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X
LIJSTOZ,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X
LIJSZTO,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
LIJSZOT,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
LIJSOTZ,O,X,X,X,X,O,O,X,X,X,X,O,O,O,X
LIJSOZT,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X
LIJZTSO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LIJZTOS,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LIJZSTO,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X
LIJZSOT,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
LIJZOTS,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LIJZOST,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
LIJOTSZ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LIJOTZS,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LIJOSTZ,O,X,X,X,X,O,O,X,X,X,X,O,X,O,X
LIJOSZT,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
LIJOZTS,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X
LIJOZST,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LISTJZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LISTJOZ,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X
LISTZJO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISTZOJ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LISTOJZ,O,X,O,X,X,O,X,X,O,X,X,O,X,O,X
LISTOZJ,O,X,O,X,X,X,X,X,X,O,X,O,X,O,X
LISJTZO,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
LISJTOZ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
LISJZTO,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
LISJZOT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LISJOTZ,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X
LISJOZT,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X
LISZTJO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISZTOJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISZJTO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISZJOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOTJ,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X
LISZOJT,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LISOTJZ,O,X,O,O,X,O,X,X,O,X,X,O,X,O,X
LISOTZJ,O,X,O,X,X,X,X,X,X,O,X,O,X,O,X
LISOJTZ,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X
LISOJZT,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X
LISOZTJ,O,X,O,O,X,X,X,X,X,O,X,O,X,O,X
LISOZJT,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
LIZTJSO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIZTJOS,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X
LIZTSJO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LIZTSOJ,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LIZTOJS,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X
LIZTOSJ,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
LIZJTSO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJTOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJSTO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZJSOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZJOTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZSTJO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
LIZSTOJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
LIZSJTO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZSJOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
LIZSOTJ,X,X,O,O,O,X,X,X,X,X,X,X,X,O,O
LIZSOJT,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O
LIZOTJS,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X
LIZOTSJ,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
LIZOJTS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZOJST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,X,X,O,O,O,X,X,X,X,O,X,X,X,O,O
LIZOSJT,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O
LIOTJSZ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LIOTJZS,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X
LIOTSJZ,O,X,O,O,X,X,O,X,O,X,X,X,X,O,X
LIOTSZJ,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X
LIOTZJS,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X
LIOTZSJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X
LIOJTSZ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LIOJTZS,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LIOJSTZ,O,X,X,X,X,O,O,X,X,X,X,O,X,O,X
LIOJSZT,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
LIOJZTS,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X
LIOJZST,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LIOSTJZ,O,X,O,O,X,O,X,X,O,X,X,O,X,O,X
LIOSTZJ,O,X,O,X,X,X,X,X,X,O,X,O,X,O,X
LIOSJTZ,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X
LIOSJZT,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X
LIOSZTJ,O,X,O,O,X,X,X,X,X,O,X,O,X,O,X
LIOSZJT,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
LIOZTJS,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X
LIOZTSJ,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
LIOZJTS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOZJST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,X,X,O,O,O,X,X,X,X,O,X,X,X,O,O
LIOZSJT,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O
LJTISZO,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LJTISOZ,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X
LJTIZSO,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LJTIZOS,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
LJTIOSZ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LJTIOZS,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X
LJTSIZO,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LJTSIOZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LJTSZIO,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
LJTSZOI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
LJTSOIZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LJTSOZI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
LJTZISO,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LJTZIOS,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LJTZSIO,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LJTZSOI,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LJTZOIS,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LJTZOSI,O,X,X,X,O,O,O,O,X,X,O,O,X,X,X
LJTOISZ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LJTOIZS,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X
LJTOSIZ,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
LJTOSZI,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X
LJTOZIS,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
LJTOZSI,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X
LJITSZO,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LJITSOZ,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X
LJITZSO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJITZOS,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LJITOSZ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LJITOZS,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LJISTZO,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LJISTOZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LJISZTO,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
LJISZOT,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
LJISOTZ,O,O,X,X,X,O,O,X,X,X,X,O,O,O,X
LJISOZT,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X
LJIZTSO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJIZTOS,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJIZSTO,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X
LJIZSOT,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
LJIZOTS,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJIZOST,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
LJIOTSZ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LJIOTZS,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LJIOSTZ,O,O,X,X,X,O,O,X,X,X,X,O,X,O,X
LJIOSZT,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
LJIOZTS,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X
LJIOZST,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LJSTIZO,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LJSTIOZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LJSTZIO,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LJSTZOI,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LJSTOIZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LJSTOZI,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LJSITZO,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LJSITOZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LJSIZTO,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
LJSIZOT,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
LJSIOTZ,O,O,X,X,X,O,O,X,X,X,X,O,O,O,X
LJSIOZT,O,X,X,X,X,O,X,X,X,X,X,O,O,O,X
LJSZTIO,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X
LJSZTOI,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X
LJSZITO,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X
LJSZIOT,O,X,X,X,O,O,X,X,X,X,X,O,O,X,X
LJSZOTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LJSZOIT,O,X,X,X,O,O,X,X,X,X,X,O,O,X,X
LJSOTIZ,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
LJSOTZI,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
LJSOITZ,O,O,X,X,X,O,O,X,X,X,X,O,O,O,X
LJSOIZT,O,X,X,X,X,O,X,X,X,X,X,O,O,O,X
LJSOZTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LJSOZIT,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LJZTISO,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LJZTIOS,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LJZTSIO,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LJZTSOI,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LJZTOIS,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LJZTOSI,O,X,X,X,O,O,O,O,X,X,O,O,X,X,X
LJZITSO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJZITOS,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJZISTO,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X
LJZISOT,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
LJZIOTS,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJZIOST,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
LJZSTIO,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O
LJZSTOI,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O
LJZSITO,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X
LJZSIOT,X,X,X,X,O,O,X,X,X,X,X,O,O,X,O
LJZSOTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
LJZSOIT,X,X,X,X,O,O,X,X,X,X,X,O,O,X,O
LJZOTIS,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
LJZOTSI,O,X,X,X,O,O,O,O,X,X,O,O,X,X,X
LJZOITS,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJZOIST,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X
LJZOSTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
LJZOSIT,X,X,X,X,O,O,X,X,X,X,X,O,O,X,O
LJOTISZ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LJOTIZS,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X
LJOTSIZ,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
LJOTSZI,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X
LJOTZIS,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
LJOTZSI,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X
LJOITSZ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
LJOITZS,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LJOISTZ,O,O,X,X,X,O,O,X,X,X,X,O,X,O,X
LJOISZT,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
LJOIZTS,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X
LJOIZST,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LJOSTIZ,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
LJOSTZI,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
LJOSITZ,O,O,X,X,X,O,O,X,X,X,X,O,X,O,X
LJOSIZT,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X
LJOSZTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LJOSZIT,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LJOZTIS,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
LJOZTSI,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X
LJOZITS,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X
LJOZIST,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LJOZSTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
LJOZSIT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O
LSTIJZO,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LSTIJOZ,X,X,O,X,X,O,O,X,O,X,X,O,X,X,X
LSTIZJO,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LSTIZOJ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X
LSTIOJZ,O,X,O,O,X,O,O,X,O,X,X,O,X,O,X
LSTIOZJ,O,X,O,X,X,X,O,X,X,O,X,O,X,O,X
LSTJIZO,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LSTJIOZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LSTJZIO,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
LSTJZOI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
LSTJOIZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LSTJOZI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
LSTZIJO,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
LSTZIOJ,O,X,O,X,O,X,O,X,X,X,O,O,X,X,X
LSTZJIO,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X
LSTZJOI,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X
LSTZOIJ,O,X,O,X,O,X,O,X,X,X,O,O,X,X,X
LSTZOJI,O,X,O,X,O,O,O,X,X,X,O,O,X,X,X
LSTOIJZ,O,X,O,O,X,O,O,X,O,X,X,O,X,O,X
LSTOIZJ,O,X,O,X,X,X,O,X,X,O,X,O,X,O,X
LSTOJIZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LSTOJZI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
LSTOZIJ,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X
LSTOZJI,O,X,O,X,O,O,O,X,X,O,O,O,X,X,X
LSITJZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSITJOZ,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X
LSITZJO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSITZOJ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LSITOJZ,O,X,O,X,X,O,X,X,O,X,X,O,X,O,X
LSITOZJ,O,X,O,X,X,X,X,X,X,O,X,O,X,O,X
LSIJTZO,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
LSIJTOZ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
LSIJZTO,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
LSIJZOT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LSIJOTZ,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X
LSIJOZT,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X
LSIZTJO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSIZTOJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSIZJTO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSIZJOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIZOTJ,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X
LSIZOJT,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LSIOTJZ,O,X,O,O,X,O,X,X,O,X,X,O,X,O,X
LSIOTZJ,O,X,O,X,X,X,X,X,X,O,X,O,X,O,X
LSIOJTZ,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X
LSIOJZT,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X
LSIOZTJ,O,X,O,O,X,X,X,X,X,O,X,O,X,O,X
LSIOZJT,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
LSJTIZO,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LSJTIOZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LSJTZIO,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LSJTZOI,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LSJTOIZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LSJTOZI,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LSJITZO,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LSJITOZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
LSJIZTO,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
LSJIZOT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LSJIOTZ,O,O,X,X,X,O,O,X,X,X,X,O,X,O,X
LSJIOZT,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X
LSJZTIO,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X
LSJZTOI,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X
LSJZITO,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X
LSJZIOT,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LSJZOTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LSJZOIT,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LSJOTIZ,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
LSJOTZI,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
